gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
CHST7|56548	55.5609	CHST7|56548	270.6186
CHST8|64377	178.178	lowly_expressed	lowly_expressed
CHST9|83539	27.971999999999998	lowly_expressed	lowly_expressed
CHSY1|22856	1697.0974	CHSY1|22856	902.0619
CHSY3|337876	89.2806	CHSY3|337876	97.4227
CHTF18|63922	288.9166	CHTF18|63922	53.6082
CHTF8|54921	1708.976	CHTF8|54921	2065.9794
CHUK|1147	539.8985	CHUK|1147	561.8557
CHURC1|91612	1305.7113	CHURC1|91612	1626.1134
CIAO1|9391	1519.6858	CIAO1|9391	1680.4124
CIAPIN1|57019	592.3939	CIAPIN1|57019	608.7629
CIB1|10519	2813.2963	CIB1|10519	1195.8763
CIB2|10518	77.0189	CIB2|10518	146.9072
CIC|23152	1753.0415	CIC|23152	969.5876
CIDEA|1149	425.3281	CIDEA|1149	5717.5258
CIDEB|27141	379.293	CIDEB|27141	442.8763
CIDECP|152302	142.1592	CIDECP|152302	87.5567
CIDEC|63924	914.6469999999999	CIDEC|63924	12504.7113
CIITA|4261	216.1127	CIITA|4261	240.7216
CILP2|148113	701.9829	CILP2|148113	25.2577
CILP|8483	8380.8794	CILP|8483	17072.1649
CINP|51550	655.6184	CINP|51550	423.7113
CIR1|9541	806.2075	CIR1|9541	864.9485
CIRBP|1153	6469.5852	CIRBP|1153	4095.3608
CIRH1A|84916	478.5899	CIRH1A|84916	917.0103
CISD1|55847	245.6174	CISD1|55847	239.6907
CISD2|493856	585.8799	CISD2|493856	483.9433
CISD3|284106	947.0332	CISD3|284106	550.1495
CISH|1154	1741.1629	CISH|1154	104.1237
CITED1|4435	16.0935	lowly_expressed	lowly_expressed
CITED2|10370	3356.6434	CITED2|10370	3415.4639
CITED4|163732	703.8988	CITED4|163732	113.4021
CIT|11113	182.3929	CIT|11113	183.5052
CIZ1|25792	1477.5362	CIZ1|25792	1773.1959
CKAP2L|150468	76.6357	CKAP2L|150468	70.1031
CKAP2|26586	953.3480000000001	CKAP2|26586	590.2062
CKAP4|10970	5401.6668	CKAP4|10970	3104.6392
CKAP5|9793	2280.295	CKAP5|9793	2225.2577
CKB|1152	695.8521	CKB|1152	988.6598
CKLF|51192	275.1221	CKLF|51192	294.3299
CKMT1A|548596	168.5985	lowly_expressed	lowly_expressed
CKMT1B|1159	346.3933	CKMT1B|1159	7.2165
CKMT2|1160	16.8599	CKMT2|1160	169.0722
CKS1B|1163	948.3667	CKS1B|1163	479.8969
CKS2|1164	503.8797	CKS2|1164	147.9381
CLASP1|23332	899.3199	CLASP1|23332	1676.2887
CLASP2|23122	1695.9479	CLASP2|23122	1127.3196
CLCA2|9635	1641.1534	CLCA2|9635	65.9794
CLCA4|22802	6.8972	lowly_expressed	lowly_expressed
CLCC1|23155	989.5584	CLCC1|23155	965.2371
CLCF1|23529	37.9347	CLCF1|23529	79.8969
CLCN2|1181	96.9442	CLCN2|1181	37.1134
CLCN3|1182	1460.2931	CLCN3|1182	1201.0309
CLCN4|1183	59.7758	CLCN4|1183	401.5464
CLCN5|1184	108.0563	CLCN5|1184	377.8351
CLCN6|1185	238.7202	CLCN6|1185	656.1856
CLCN7|1186	1854.5838	CLCN7|1186	1240.7216
lowly_expressed	lowly_expressed	CLCNKA|1187	11.3402
lowly_expressed	lowly_expressed	CLDN10|9071	16.9485
CLDN11|5010	224.5426	CLDN11|5010	552.0619
CLDN12|9069	1224.6384	CLDN12|9069	410.8247
CLDN15|24146	86.9815	CLDN15|24146	120.6186
lowly_expressed	lowly_expressed	CLDN18|51208	6.1856
CLDN19|149461	24.9066	lowly_expressed	lowly_expressed
CLDN1|9076	183.1593	CLDN1|9076	188.1443
CLDN23|137075	142.1592	CLDN23|137075	129.8969
CLDN2|9075	5.7477	CLDN2|9075	163.9588
CLDN3|1365	1948.4625	lowly_expressed	lowly_expressed
CLDN4|1364	3631.7655	CLDN4|1364	65.4639
CLDN5|7122	305.7764	CLDN5|7122	1309.7938
CLDN7|1366	3043.9697	CLDN7|1366	47.4227
CLDN8|9073	171.66400000000002	CLDN8|9073	8.2474
CLDN9|9080	9.1963	lowly_expressed	lowly_expressed
CLDND1|56650	727.6559	CLDND1|56650	1243.8144
lowly_expressed	lowly_expressed	CLDND2|125875	32.4742
CLEC10A|10462	92.346	CLEC10A|10462	1151.5464
CLEC11A|6320	412.3	CLEC11A|6320	146.9072
CLEC12A|160364	22.2244	CLEC12A|160364	29.8969
CLEC14A|161198	399.6551	CLEC14A|161198	1494.8454
CLEC16A|23274	848.7403	CLEC16A|23274	553.6082
CLEC18A|348174	9.1963	CLEC18A|348174	6.1856
CLEC1A|51267	39.8506	CLEC1A|51267	158.2474
CLEC2B|9976	228.7575	CLEC2B|9976	634.5361
CLEC2D|29121	441.4216	CLEC2D|29121	328.866
CLEC3A|10143	39078.4558	lowly_expressed	lowly_expressed
CLEC3B|7123	302.711	CLEC3B|7123	7955.6701
CLEC4A|50856	79.3179	CLEC4A|50856	101.5464
CLEC4E|26253	24.9066	CLEC4E|26253	36.0825
CLEC4F|165530	9.1963	CLEC4F|165530	21.134
lowly_expressed	lowly_expressed	CLEC4GP1|440508	31.9588
CLEC4G|339390	6.8972	CLEC4G|339390	177.3196
lowly_expressed	lowly_expressed	CLEC4M|10332	6.1856
CLEC5A|23601	141.3929	CLEC5A|23601	11.3402
CLEC7A|64581	95.0283	CLEC7A|64581	126.2887
lowly_expressed	lowly_expressed	CLEC9A|283420	11.8557
CLECL1|160365	8.0467	lowly_expressed	lowly_expressed
CLGN|1047	142.1592	lowly_expressed	lowly_expressed
CLIC1|1192	5967.6214	CLIC1|1192	7319.0722
CLIC2|1193	216.1127	CLIC2|1193	1260.3093
CLIC3|9022	29.5047	CLIC3|9022	12.8866
CLIC4|25932	3740.5882	CLIC4|25932	8515.9794
CLIC5|53405	115.7199	CLIC5|53405	712.3711
CLIC6|54102	62.8413	CLIC6|54102	320.1031
CLINT1|9685	2238.5286	CLINT1|9685	1824.2268
CLIP1|6249	1324.2648	CLIP1|6249	2608.2474
CLIP2|7461	337.9634	CLIP2|7461	687.6289
CLIP3|25999	379.7299	CLIP3|25999	747.4381
CLIP4|79745	305.0101	CLIP4|79745	1684.5361
CLK1|1195	1190.5355	CLK1|1195	2019.0722
CLK2P|1197	9.9626	CLK2P|1197	11.8557
CLK2|1196	842.6094	CLK2|1196	453.6082
CLK3|1198	603.5061	CLK3|1198	618.0412
CLK4|57396	387.0103	CLK4|57396	524.2268
CLMN|79789	2994.1565	CLMN|79789	1141.7526
CLN3|1201	2356.4173	CLN3|1201	605.6701
CLN5|1203	402.7206	CLN5|1203	644.3299
CLN6|54982	847.5908	CLN6|54982	710.3093
CLN8|2055	342.1784	CLN8|2055	753.0928
CLNS1A|1207	1498.9942	CLNS1A|1207	1092.268
CLOCK|9575	396.5897	CLOCK|9575	539.6907
CLP1|10978	346.3933	CLP1|10978	224.7423
CLPB|81570	347.5429	CLPB|81570	312.8866
CLPP|8192	865.6002	CLPP|8192	486.0825
CLPTM1L|81037	2491.0432	CLPTM1L|81037	1551.0309
CLPTM1|1209	3575.0551	CLPTM1|1209	2223.1959
CLPX|10845	559.8237	CLPX|10845	695.8763
CLSPN|63967	58.6263	CLSPN|63967	32.9897
CLSTN1|22883	5443.4333	CLSTN1|22883	3147.4227
CLSTN2|64084	627.6463	CLSTN2|64084	1331.4433
CLSTN3|9746	1832.3594	CLSTN3|9746	1151.0309
CLTA|1211	2296.3885	CLTA|1211	2469.5876
CLTB|1212	1078.6474	CLTB|1212	981.9588
CLTCL1|8218	25.673000000000002	CLTCL1|8218	142.7835
CLTC|1213	15930.2615	CLTC|1213	13308.2474
CLUAP1|23059	527.6367	CLUAP1|23059	412.8866
CLUL1|27098	108.0563	lowly_expressed	lowly_expressed
CLU|1191	29837.3407	CLU|1191	25682.9897
lowly_expressed	lowly_expressed	CLVS1|157807	20.7216
CLYBL|171425	156.3368	CLYBL|171425	108.2474
CMA1|1215	6.8972	CMA1|1215	64.9485
CMAH|8418	303.8605	CMAH|8418	202.0619
CMAS|55907	788.1981	CMAS|55907	578.866
CMBL|134147	1697.8638	CMBL|134147	1010.3093
CMC1|152100	158.6359	CMC1|152100	122.6804
CMIP|80790	762.9083	CMIP|80790	1331.9588
CMKLR1|1240	297.3465	CMKLR1|1240	2672.6804
CMPK1|51727	3263.531	CMPK1|51727	4366.4948
CMPK2|129607	72.8039	CMPK2|129607	137.6289
CMTM1|113540	46.3646	CMTM1|113540	99.4845
CMTM3|123920	1189.386	CMTM3|123920	1531.9588
CMTM4|146223	1400.9005	CMTM4|146223	529.8969
CMTM6|54918	3831.7847	CMTM6|54918	1947.9381
CMTM7|112616	332.9821	CMTM7|112616	554.6392
CMTM8|152189	181.6266	CMTM8|152189	83.5052
CMYA5|202333	571.7023	CMYA5|202333	122.6804
lowly_expressed	lowly_expressed	CN5H6.4|150384	7.2165
CNBP|7555	7120.9886	CNBP|7555	6902.5773
CNDP2|55748	3940.2242	CNDP2|55748	3137.6289
CNFN|84518	52.4954	CNFN|84518	23.1959
CNGA1|1259	34.8692	CNGA1|1259	64.433
CNGA4|1262	7.2804	CNGA4|1262	5.1546
CNIH2|254263	25.673000000000002	CNIH2|254263	5.6701
CNIH3|149111	123.3835	CNIH3|149111	29.8969
CNIH4|29097	1120.0307	CNIH4|29097	750.5155
CNIH|10175	2125.8741	CNIH|10175	1402.5773
CNKSR1|10256	516.5246	lowly_expressed	lowly_expressed
CNKSR2|22866	6.513999999999999	CNKSR2|22866	32.4742
CNKSR3|154043	52.1123	CNKSR3|154043	157.732
CNN1|1264	528.7863	CNN1|1264	304.1237
CNN2|1265	2434.3328	CNN2|1265	1864.433
CNN3|1266	5461.0595	CNN3|1266	4967.0103
lowly_expressed	lowly_expressed	CNNM1|26507	9.2784
CNNM2|54805	101.5423	CNNM2|54805	155.6701
CNNM3|26505	794.7121	CNNM3|26505	637.1134
CNNM4|26504	976.3387	CNNM4|26504	259.2784
CNOT10|25904	894.3385	CNOT10|25904	468.5567
CNOT1|23019	2560.387	CNOT1|23019	3860.7887
CNOT2|4848	1377.1434	CNOT2|4848	1152.0619
CNOT3|4849	1126.9279	CNOT3|4849	605.1546
CNOT4|4850	652.9361	CNOT4|4850	540.7216
CNOT6L|246175	985.535	CNOT6L|246175	1131.4433
CNOT6|57472	1545.7419	CNOT6|57472	749.4845
CNOT7|29883	1720.4713	CNOT7|29883	1222.1649
CNOT8|9337	1662.6114	CNOT8|9337	1485.0515
CNO|55330	234.122	CNO|55330	174.7423
CNPY2|10330	1574.8635	CNPY2|10330	831.9588
CNPY3|10695	1697.4806	CNPY3|10695	1376.2887
CNPY4|245812	403.4869	CNPY4|245812	541.2371
CNP|1267	1493.8098	CNP|1267	1870.134
CNR1|1268	29.5047	CNR1|1268	362.3711
CNRIP1|25927	244.0847	CNRIP1|25927	1343.299
CNST|163882	988.2173	CNST|163882	627.3196
CNTD1|124817	39.2873	CNTD1|124817	27.201
CNTD2|79935	104.9909	CNTD2|79935	12.3711
CNTFR|1271	98.4769	CNTFR|1271	1972.1649
CNTF|1270	7.6636	CNTF|1270	13.4021
CNTLN|54875	107.29	CNTLN|54875	306.1856
CNTN1|1272	144.8415	CNTN1|1272	64.433
CNTN2|6900	6.513999999999999	CNTN2|6900	7.2165
CNTN3|5067	128.748	CNTN3|5067	81.4433
CNTN4|152330	180.4771	CNTN4|152330	444.3299
CNTNAP1|8506	126.4489	CNTNAP1|8506	578.866
CNTNAP2|26047	53.645	lowly_expressed	lowly_expressed
CNTNAP3|79937	19.9253	CNTNAP3|79937	145.3608
CNTROB|116840	677.0763	CNTROB|116840	520.1031
COASY|80347	1470.639	COASY|80347	937.6289
COBLL1|22837	440.6552	COBLL1|22837	2057.2165
COBL|23242	1416.6108	COBL|23242	31.4433
COBRA1|25920	1586.3588	COBRA1|25920	1040.2062
COCH|1690	13.0281	COCH|1690	194.3299
COG1|9382	758.2067	COG1|9382	795.1753
COG2|22796	1728.9012	COG2|22796	556.701
COG3|83548	683.2072	COG3|83548	596.3918
COG4|25839	700.8334	COG4|25839	1259.7938
COG5|10466	1433.4132	COG5|10466	1086.7835
COG6|57511	646.0389	COG6|57511	626.8041
COG7|91949	888.9739999999999	COG7|91949	357.73199999999997
COG8|84342	324.3759	COG8|84342	392.7938
COIL|8161	482.8049	COIL|8161	306.70099999999996
COL10A1|1300	3890.7941	COL10A1|1300	10.3093
COL11A1|1301	4056.7104	COL11A1|1301	8.2474
lowly_expressed	lowly_expressed	COL11A2|1302	8.7629
COL12A1|1303	11614.9056	COL12A1|1303	5865.9794
COL13A1|1305	7.6636	lowly_expressed	lowly_expressed
COL14A1|7373	2874.6048	COL14A1|7373	8323.1959
COL15A1|1306	1691.7329	COL15A1|1306	7101.0309
COL16A1|1307	1858.7987	COL16A1|1307	1346.3918
COL17A1|1308	1029.6005	COL17A1|1308	7.732
COL18A1|80781	2797.2028	COL18A1|80781	2973.1959
COL1A1|1277	153927.7709	COL1A1|1277	146930.9278
COL1A2|1278	109374.07800000001	COL1A2|1278	138082.4742
COL21A1|81578	26.4393	COL21A1|81578	140.2062
COL22A1|169044	45.2151	lowly_expressed	lowly_expressed
COL24A1|255631	38.701	COL24A1|255631	9.7938
COL25A1|84570	7.2804	COL25A1|84570	135.567
COL27A1|85301	162.0845	COL27A1|85301	98.9691
COL28A1|340267	18.0094	COL28A1|340267	6.1856
COL2A1|1280	16.8599	lowly_expressed	lowly_expressed
COL3A1|1281	104755.4785	COL3A1|1281	199248.9742
COL4A1|1282	5732.733	COL4A1|1282	27328.866
COL4A2|1284	5411.6295	COL4A2|1284	22047.9381
COL4A3BP|10087	1574.0971	COL4A3BP|10087	2468.5567
COL4A4|1286	10.729000000000001	COL4A4|1286	40.7216
COL4A5|1287	1234.2178	COL4A5|1287	75.2577
COL4A6|1288	41.0001	COL4A6|1288	20.6186
COL5A1|1289	10633.9688	COL5A1|1289	12392.7835
COL5A2|1290	10575.7256	COL5A2|1290	11593.298999999999
COL5A3|50509	793.5626	COL5A3|50509	2774.2268
COL6A1|1291	13459.91	COL6A1|1291	23185.0515
COL6A2|1292	17952.2943	COL6A2|1292	29558.2474
COL6A3|1293	24439.1225	COL6A3|1293	40034.0206
COL6A6|131873	26.4393	COL6A6|131873	876.2887
COL7A1|1294	134.8788	COL7A1|1294	12.3711
COL8A1|1295	1055.2735	COL8A1|1295	767.5258
COL8A2|1296	1969.1541	COL8A2|1296	1065.4639
COL9A2|1298	322.2531	COL9A2|1298	6.1856
COL9A3|1299	6.8972	COL9A3|1299	6.7010000000000005
COLEC11|78989	9.5795	COLEC11|78989	43.8144
COLEC12|81035	725.3568	COLEC12|81035	4187.6289
COLQ|8292	77.7852	COLQ|8292	41.7526
COMMD10|51397	1048.7595	COMMD10|51397	440.7216
COMMD1|150684	432.6085	COMMD1|150684	344.3299
COMMD2|51122	875.5628	COMMD2|51122	711.3402
COMMD3|23412	758.8466	COMMD3|23412	660.4021
COMMD4|54939	944.5349	COMMD4|54939	571.134
COMMD5|28991	488.3648	COMMD5|28991	363.4742
COMMD6|170622	1508.9568	COMMD6|170622	1368.5567
COMMD7|149951	1781.7799	COMMD7|149951	936.5979
COMMD8|54951	305.0101	COMMD8|54951	317.0103
COMMD9|29099	768.2728	COMMD9|29099	960.8247
COMP|1311	3589.9990000000003	COMP|1311	90.2062
COMTD1|118881	105.3741	COMTD1|118881	39.1753
COMT|1312	968.6752	COMT|1312	1450.5155
COPA|1314	13568.2153	COPA|1314	6092.8969
COPB1|1315	4836.4786	COPB1|1315	3075.2577
COPB2|9276	9335.7601	COPB2|9276	3577.3196
COPE|11316	2980.3621	COPE|11316	1325.7732
COPG2|26958	957.1798	COPG2|26958	517.5258
COPG|22820	7132.484	COPG|22820	3734.0206
COPS2|9318	1673.3404	COPS2|9318	2314.433
COPS3|8533	948.3667	COPS3|8533	958.7629
COPS4|51138	1028.0678	COPS4|51138	945.8763
COPS5|10987	1014.6566	COPS5|10987	973.1959
COPS6|10980	2345.8186	COPS6|10980	1740.2062
COPS7A|50813	1621.9944	COPS7A|50813	1448.9691
COPS7B|64708	501.5806	COPS7B|64708	460.3093
COPS8|10920	1082.096	COPS8|10920	1067.433
COPZ1|22818	4346.7765	COPZ1|22818	2626.8041
COPZ2|51226	360.5709	COPZ2|51226	916.4948
COQ10A|93058	49.8132	COQ10A|93058	108.2474
COQ10B|80219	439.5057	COQ10B|80219	575.7732
COQ2|27235	177.0285	COQ2|27235	274.2268
COQ3|51805	132.9629	COQ3|51805	129.3814
COQ4|51117	690.1044	COQ4|51117	455.1546
COQ5|84274	827.2823	COQ5|84274	705.1546
COQ6|51004	456.423	COQ6|51004	267.3093
COQ7|10229	562.506	COQ7|10229	317.5258
COQ9|57017	455.216	COQ9|57017	643.299
CORIN|10699	173.963	CORIN|10699	8.2474
CORO1A|11151	612.3192	CORO1A|11151	1018.5567
CORO1B|57175	1849.2193	CORO1B|57175	1126.2887
CORO1C|23603	1987.1635	CORO1C|23603	5150.0
CORO2A|7464	1035.3482	CORO2A|7464	180.4124
CORO2B|10391	82.0002	CORO2B|10391	814.9485
CORO6|84940	39.8506	CORO6|84940	77.3196
CORO7|79585	502.8949	CORO7|79585	586.7887
CORT|1325	5.1039	CORT|1325	8.7629
COTL1|23406	2232.3977	COTL1|23406	4013.4021
COX10|1352	285.0848	COX10|1352	268.0412
COX11|1353	867.1635	COX11|1353	587.8918
COX15|1355	1047.2804	COX15|1355	1090.1701
COX16|51241	1143.4045	COX16|51241	659.2784
COX17|10063	595.4593	COX17|10063	403.6082
COX18|285521	280.8698	COX18|285521	275.2577
COX19|90639	202.6631	COX19|90639	241.4381
COX4I1|1327	3089.9511	COX4I1|1327	4306.701
COX4I2|84701	23.7571	COX4I2|84701	77.8351
COX4NB|10328	276.2717	COX4NB|10328	386.5979
COX5A|9377	1421.2089	COX5A|9377	1459.2784
COX5B|1329	1759.1723	COX5B|1329	1689.6907
COX6A1|1337	1915.5091	COX6A1|1337	1495.8763
COX6B1|1340	3970.1121	COX6B1|1340	2500.5155
COX6C|1345	3825.2706	COX6C|1345	2003.0928
COX7A1|1346	164.7667	COX7A1|1346	763.9175
COX7A2L|9167	1747.6770000000001	COX7A2L|9167	1680.4124
COX7A2|1347	1436.1529	COX7A2|1347	1246.3918
COX7B|1349	1449.181	COX7B|1349	1373.1959
COX7C|1350	6884.5675	COX7C|1350	3053.0928
COX8A|1351	2346.9681	COX8A|1351	1474.7423
CP110|9738	944.9181	CP110|9738	394.8454
lowly_expressed	lowly_expressed	CPA1|1357	53.0928
lowly_expressed	lowly_expressed	CPA2|1358	6.7010000000000005
CPA3|1359	414.9823	CPA3|1359	496.3918
CPA4|51200	24.9066	CPA4|51200	19.5876
CPA6|57094	12.6449	lowly_expressed	lowly_expressed
CPAMD8|27151	77.7852	CPAMD8|27151	118.5567
CPB1|1360	172.0471	CPB1|1360	116.4948
CPD|1362	4151.3555	CPD|1362	3896.9072
CPEB1|64506	13.7944	CPEB1|64506	46.9072
CPEB2|132864	1147.6195	CPEB2|132864	778.3505
CPEB3|22849	200.0192	CPEB3|22849	174.7423
CPEB4|80315	1046.4604	CPEB4|80315	1307.732
CPE|1363	1695.5647	CPE|1363	4569.5876
CPLX1|10815	36.7851	CPLX1|10815	32.9897
CPM|1368	1421.2089	CPM|1368	6952.5773
CPNE1|8904	2939.2202	CPNE1|8904	1873.567
CPNE2|221184	396.9729	CPNE2|221184	1336.5979
CPNE3|8895	3461.2511	CPNE3|8895	3231.4433
CPNE5|57699	22.6075	CPNE5|57699	24.7423
CPNE7|27132	17.6262	lowly_expressed	lowly_expressed
CPNE8|144402	116.4863	CPNE8|144402	575.2577
CPOX|1371	352.9074	CPOX|1371	372.6804
CPO|130749	5.3645	CPO|130749	10.3093
CPPED1|55313	869.8151	CPPED1|55313	765.9794
CPS1|1373	55.5609	CPS1|1373	178.86599999999999
CPSF1|29894	1238.4328	CPSF1|29894	988.6598
CPSF2|53981	1961.1074	CPSF2|53981	1074.2268
CPSF3L|54973	1364.8817	CPSF3L|54973	1019.0722
CPSF3|51692	885.9086	CPSF3|51692	739.6907
CPSF4|10898	479.3563	CPSF4|10898	448.4536
CPSF6|11052	1852.2847	CPSF6|11052	1223.1959
CPSF7|79869	1438.4520000000002	CPSF7|79869	1381.9588
CPT1A|1374	1294.76	CPT1A|1374	2403.0928
CPT1B|1375	106.8187	CPT1B|1375	227.8918
CPT1C|126129	56.3272	CPT1C|126129	60.8247
CPT2|1376	795.4785	CPT2|1376	605.1546
CPVL|54504	751.7961	CPVL|54504	1666.4948
CPXM1|56265	656.7679	CPXM1|56265	1443.8144
CPXM2|119587	662.5156	CPXM2|119587	2404.1237
CPZ|8532	359.0382	CPZ|8532	610.8247
CP|1356	101.1744	CP|1356	460.1082
CR1|1378	77.0189	CR1|1378	425.7732
CRABP1|1381	33.3365	lowly_expressed	lowly_expressed
CRABP2|1382	21763.3873	CRABP2|1382	1027.8351
CRADD|8738	84.2993	CRADD|8738	112.3711
CRAMP1L|57585	796.3138	CRAMP1L|57585	651.6186
CRAT|1384	3546.6999	CRAT|1384	1518.5567
CRB1|23418	17.6262	CRB1|23418	5.1546
CRB2|286204	16.4767	CRB2|286204	6.7010000000000005
CRB3|92359	396.9729	lowly_expressed	lowly_expressed
CRBN|51185	993.4093	CRBN|51185	1014.6753
CRCP|27297	1080.1801	CRCP|27297	712.3711
CREB1|1385	1316.2179999999998	CREB1|1385	1438.6598
CREB3L1|90993	1503.9755	CREB3L1|90993	777.3196
CREB3L2|64764	4468.2441	CREB3L2|64764	3211.8557
CREB3L4|148327	3884.2801	CREB3L4|148327	113.9175
CREB3|10488	1712.3633	CREB3|10488	853.5
CREB5|9586	44.8319	CREB5|9586	1466.4948
CREBBP|1387	2952.0069	CREBBP|1387	2307.2165
CREBL2|1389	1768.7518	CREBL2|1389	3241.7526
CREBZF|58487	1016.5725	CREBZF|58487	757.732
CREG1|8804	3366.6059999999998	CREG1|8804	8674.7423
CRELD1|78987	1236.1337	CRELD1|78987	869.5876
CRELD2|79174	427.6272	CRELD2|79174	371.6495
CREM|1390	277.4212	CREM|1390	331.4433
CRHBP|1393	12.6449	CRHBP|1393	136.0825
CRIM1|51232	3450.5221	CRIM1|51232	6744.8454
CRIP1|1396	8077.7852	CRIP1|1396	3256.7009999999996
CRIP2|1397	5685.9852	CRIP2|1397	1384.0206
CRIPAK|285464	185.0752	CRIPAK|285464	161.3402
CRIPT|9419	394.2906	CRIPT|9419	291.7526
CRISP3|10321	420.73	lowly_expressed	lowly_expressed
CRISPLD1|83690	268.6081	CRISPLD1|83690	198.9691
CRISPLD2|83716	2056.1356	CRISPLD2|83716	2369.5876
CRKL|1399	1295.5264	CRKL|1399	1837.6289
CRK|1398	1067.5352	CRK|1398	1623.7113
CRLF1|9244	30.6543	CRLF1|9244	30.9278
CRLF3|51379	261.7109	CRLF3|51379	390.2062
CRLS1|54675	1037.2641	CRLS1|54675	1895.8763
CRMP1|1400	96.0169	CRMP1|1400	207.2165
CRNKL1|51340	1866.4623	CRNKL1|51340	713.9175
CROCCL1|84809	274.6508	CROCCL1|84809	282.5155
CROCCL2|114819	42.916000000000004	CROCCL2|114819	53.6082
CROCC|9696	247.5333	CROCC|9696	259.7938
CROT|54677	3014.465	CROT|54677	291.2371
CRTAC1|55118	14.5608	CRTAC1|55118	48.9691
CRTAM|56253	23.3739	CRTAM|56253	14.9485
CRTAP|10491	6451.959	CRTAP|10491	12655.6701
CRTC1|23373	457.5151	CRTC1|23373	299.4845
CRTC2|200186	884.3759	CRTC2|200186	718.5567
CRTC3|64784	959.0957	CRTC3|64784	1799.4845
CRY1|1407	479.3563	CRY1|1407	478.3505
CRY2|1408	1077.881	CRY2|1408	1626.2887
CRYAB|1410	1052.2081	CRYAB|1410	7259.2784
CRYBB1|1414	13.7944	CRYBB1|1414	54.6392
CRYBG3|131544	153.8347	CRYBG3|131544	1257.9536
CRYGN|155051	6.513999999999999	CRYGN|155051	5.1546
CRYGS|1427	19.9253	CRYGS|1427	9.2784
CRYL1|51084	660.5997	CRYL1|51084	902.5773
CRYM|1428	214.9631	CRYM|1428	12.3711
CRYZL1|9946	322.3872	CRYZL1|9946	480.6907
CRYZ|1429	1307.3934	CRYZ|1429	739.3144
CSAD|51380	733.0204	CSAD|51380	502.5773
CSDAP1|440359	14.5608	CSDAP1|440359	117.0103
CSDA|8531	882.46	CSDA|8531	4177.3196
CSDC2|27254	56.7104	CSDC2|27254	25.2577
CSDE1|7812	14570.7443	CSDE1|7812	22197.4227
CSE1L|1434	3747.4854	CSE1L|1434	1740.7216
CSF1R|1436	1482.5175	CSF1R|1436	4554.1237
CSF1|1435	489.3189	CSF1|1435	2127.8351
CSF2RA|1438	73.9534	CSF2RA|1438	212.3711
CSF2RB|1439	110.7386	CSF2RB|1439	331.4433
CSF3R|1441	347.5429	CSF3R|1441	329.3814
CSGALNACT1|55790	157.8695	CSGALNACT1|55790	553.6082
CSGALNACT2|55454	488.1694	CSGALNACT2|55454	700.0
CSK|1445	1049.5258	CSK|1445	972.6804
CSMD1|64478	6.8972	lowly_expressed	lowly_expressed
CSMD2|114784	11.8785	CSMD2|114784	48.9691
lowly_expressed	lowly_expressed	CSN1S1|1446	8.2474
lowly_expressed	lowly_expressed	CSNK1A1L|122011	7.732
CSNK1A1|1452	10533.1928	CSNK1A1|1452	4337.1134
CSNK1D|1453	3706.8685	CSNK1D|1453	2391.7526
CSNK1E|1454	964.077	CSNK1E|1454	1369.4845
CSNK1G1|53944	797.7776	CSNK1G1|53944	546.9072
CSNK1G2|1455	871.7310000000001	CSNK1G2|1455	602.5773
CSNK1G3|1456	891.2731	CSNK1G3|1456	704.1237
CSNK2A1P|283106	571.3191	CSNK2A1P|283106	438.1443
CSNK2A1|1457	1647.2842	CSNK2A1|1457	1049.4845
CSNK2A2|1459	360.1878	CSNK2A2|1459	1028.866
CSNK2B|1460	2400.9963	CSNK2B|1460	1914.9485
CSPG4|1464	457.5151	CSPG4|1464	2125.2577
CSPG5|10675	116.1031	CSPG5|10675	29.3814
CSPP1|79848	246.1232	CSPP1|79848	177.4742
CSRNP1|64651	631.4781	CSRNP1|64651	2461.3402
CSRNP2|81566	1016.1893	CSRNP2|81566	669.5876
CSRNP3|80034	5.7477	lowly_expressed	lowly_expressed
CSRP1|1465	4146.7574	CSRP1|1465	3236.0825
CSRP2BP|57325	954.1144	CSRP2BP|57325	624.2268
CSRP2|1466	130.6639	CSRP2|1466	550.0
CST1|1469	621.1323	lowly_expressed	lowly_expressed
CST2|1470	104.9909	lowly_expressed	lowly_expressed
CST3|1471	5479.4521	CST3|1471	12026.2887
CST4|1472	697.768	lowly_expressed	lowly_expressed
CST5|1473	37.9347	lowly_expressed	lowly_expressed
CST6|1474	29.8879	lowly_expressed	lowly_expressed
CST7|8530	51.3459	CST7|8530	61.8557
CST9|128822	6.8972	lowly_expressed	lowly_expressed
CSTA|1475	127.9816	CSTA|1475	491.2371
CSTB|1476	4237.9538	CSTB|1476	4427.3196
CSTF1|1477	956.7966	CSTF1|1477	449.4845
CSTF2T|23283	942.2358	CSTF2T|23283	1052.0619
CSTF2|1478	301.9446	CSTF2|1478	206.1856
CSTF3|1479	712.7119	CSTF3|1479	387.5722
CS|1431	3636.3636	CS|1431	7314.9485
CT62|196993	38.3178	lowly_expressed	lowly_expressed
CTAGE4|100128553	40.6169	CTAGE4|100128553	15.4639
CTAGE5|4253	1181.0672	CTAGE5|4253	497.0979
CTAGE9|643854	118.01899999999999	CTAGE9|643854	24.7423
CTBP1|1487	2265.1327	CTBP1|1487	1951.3557
