gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
STAG1|10274	876.3330000000001	STAG1|10274	1241.9948
STAG2|10735	2171.8555	STAG2|10735	2903.0928
STAG3L1|54441	74.7198	STAG3L1|54441	37.6289
STAG3L2|442582	99.6264	STAG3L2|442582	104.6392
STAG3L3|442578	164.3146	STAG3L3|442578	111.6134
STAG3L4|64940	98.86	STAG3L4|64940	87.6289
STAG3|10734	13.3308	STAG3|10734	26.4124
STAM2|10254	1031.1333	STAM2|10254	864.9485
STAMBPL1|57559	36.402	STAMBPL1|57559	204.6392
STAMBP|10617	690.8708	STAMBP|10617	610.3093
STAM|8027	537.5994	STAM|8027	527.8351
STAP2|55620	690.8708	STAP2|55620	35.0515
STARD10|10809	2286.8091	STARD10|10809	170.6186
STARD13|90627	1131.9092	STARD13|90627	1186.0825
STARD3NL|83930	709.2633	STARD3NL|83930	642.268
STARD3|10948	778.6186	STARD3|10948	691.2371
STARD4|134429	31.0375	STARD4|134429	54.1237
STARD5|80765	101.1591	STARD5|80765	109.7938
STARD7|56910	3793.4975	STARD7|56910	3112.0155
STARD8|9754	138.7106	STARD8|9754	611.3402
STAR|6770	6.513999999999999	lowly_expressed	lowly_expressed
STAT1|6772	2713.2867	STAT1|6772	3289.6907
STAT2|6773	1641.5365	STAT2|6773	2427.8351
STAT3|6774	5528.8821	STAT3|6774	5980.9278
STAT4|6775	14.944	STAT4|6775	59.7938
STAT5A|6776	1318.9003	STAT5A|6776	4305.1546
STAT5B|6777	1469.4894	STAT5B|6777	4217.0103
STAT6|6778	2095.603	STAT6|6778	4264.9485
STAU1|6780	3901.14	STAU1|6780	2725.7732
STAU2|27067	845.2917	STAU2|27067	751.0309
STBD1|8987	573.1775	STBD1|8987	3600.6495
STC1|6781	466.7114	STC1|6781	273.1959
STC2|8614	35617.5879	STC2|8614	65.9794
STEAP1|26872	814.6374	STEAP1|26872	596.3918
STEAP2|261729	2520.1648	STEAP2|261729	727.8351
STEAP3|55240	1220.0402	STEAP3|55240	618.0412
STEAP4|79689	514.9919	STEAP4|79689	4410.8247
STIL|6491	209.2154	STIL|6491	63.9175
STIM1|6786	1466.0408	STIM1|6786	1845.8763
STIM2|57620	395.05699999999996	STIM2|57620	492.7835
STIP1|10963	2808.6982	STIP1|10963	1945.3608
STK10|6793	717.6933	STK10|6793	1229.8969
STK11IP|114790	514.6087	STK11IP|114790	210.3093
STK11|6794	1143.7877	STK11|6794	659.2784
STK16|8576	793.1794	STK16|8576	417.0103
STK17A|9263	436.8235	STK17A|9263	438.6598
STK17B|9262	909.6657	STK17B|9262	1185.0515
STK19|8859	379.8371	STK19|8859	245.3093
STK24|8428	1813.2005	STK24|8428	2880.4124
STK25|10494	1363.349	STK25|10494	1404.1237
lowly_expressed	lowly_expressed	STK32A|202374	16.4948
STK32B|55351	126.0657	STK32B|55351	624.7423
STK32C|282974	102.6918	STK32C|282974	135.7474
lowly_expressed	lowly_expressed	STK33|65975	6.7010000000000005
STK35|140901	1080.9465	STK35|140901	740.7216
STK36|27148	670.9455	STK36|27148	262.3711
STK38L|23012	1072.1333	STK38L|23012	862.8866
STK38|11329	1097.0399	STK38|11329	1932.4742
STK39|27347	2815.2122	STK39|27347	806.701
STK3|6788	428.7767	STK3|6788	544.8454
STK40|83931	959.0957	STK40|83931	2055.6701
STK4|6789	962.9275	STK4|6789	1121.6495
lowly_expressed	lowly_expressed	STL|7955	5.2268
STMN1|3925	2812.9131	STMN1|3925	2132.4742
STMN2|11075	13.7944	STMN2|11075	6.1856
STMN3|50861	268.9913	STMN3|50861	582.4742
STOML1|9399	362.87	STOML1|9399	309.2784
STOML2|30968	1617.3963	STOML2|30968	1339.1753
STOM|2040	3942.5232	STOM|2040	9039.6907
lowly_expressed	lowly_expressed	STON1-GTF2A1L|286749	43.2062
STON1|11037	228.7729	STON1|11037	776.5155
STON2|85439	703.1325	STON2|85439	462.3711
STOX1|219736	213.0472	STOX1|219736	235.0515
STOX2|56977	17.6262	STOX2|56977	56.701
STRA13|201254	456.3656	STRA13|201254	218.5567
STRA6|64220	123.7666	STRA6|64220	12.3711
STRADA|92335	492.0011	STRADA|92335	561.8557
STRADB|55437	321.4867	STRADB|55437	531.4433
STRAP|11171	2286.0427	STRAP|11171	2528.866
STRBP|55342	1120.0307	STRBP|55342	226.8041
STRC|161497	13.4112	lowly_expressed	lowly_expressed
STRN3|29966	947.2172	STRN3|29966	803.6082
STRN4|29888	1699.7797	STRN4|29888	1255.6701
STRN|6801	485.8703	STRN|6801	453.6082
STS|412	491.61800000000005	STS|412	1957.2165
STT3A|3703	5156.4326	STT3A|3703	2852.5773
STT3B|201595	2648.1464	STT3B|201595	1739.6907
STUB1|10273	2250.706	STUB1|10273	1249.3814
STX10|8677	306.5428	STX10|8677	237.1134
STX11|8676	103.8414	STX11|8676	722.1649
STX12|23673	1131.9092	STX12|23673	2848.9691
STX16|8675	1300.8909	STX16|8675	1492.7835
STX17|55014	1023.8529	STX17|55014	881.4433
STX18|53407	584.3472	STX18|53407	377.3196
STX19|415117	12.2617	lowly_expressed	lowly_expressed
STX1A|6804	59.3697	STX1A|6804	19.0722
STX1B|112755	65.1403	STX1B|112755	73.7113
STX2|2054	156.72	STX2|2054	607.732
STX3|6809	503.8797	STX3|6809	409.2784
STX4|6810	1024.6192	STX4|6810	922.6804
STX5|6811	1304.7227	STX5|6811	911.3402
STX6|10228	1853.8481	STX6|10228	921.4588
STX7|8417	1010.4416	STX7|8417	2615.4639
STX8|9482	477.0572	STX8|9482	580.9278
STXBP1|6812	366.7018	STXBP1|6812	1827.8351
STXBP2|6813	2911.7732	STXBP2|6813	364.43300000000005
STXBP3|6814	892.4226	STXBP3|6814	806.701
STXBP4|252983	204.2341	STXBP4|252983	112.8866
STXBP5|134957	373.9362	STXBP5|134957	537.6289
lowly_expressed	lowly_expressed	STXBP6|29091	282.9897
STYK1|55359	6.1309	STYK1|55359	6.7010000000000005
STYXL1|51657	1181.7224	STYXL1|51657	406.1856
STYX|6815	998.9463	STYX|6815	534.0206
SUB1|10923	5921.2568	SUB1|10923	2387.1134
SUCLA2|8803	796.5552	SUCLA2|8803	1447.9948
SUCLG1|8802	1489.7979	SUCLG1|8802	2190.7216
SUCLG2|8801	2250.7903	SUCLG2|8801	2076.8041
SUCNR1|56670	14.944	SUCNR1|56670	107.2165
SUDS3|64426	1492.8633	SUDS3|64426	718.0412
SUFU|51684	755.2448	SUFU|51684	755.6701
SUGT1L1|283507	68.4012	SUGT1L1|283507	34.2423
SUGT1|10910	706.1979	SUGT1|10910	692.7835
SULF1|23213	3145.512	SULF1|23213	3328.3505
SULF2|55959	2784.1747	SULF2|55959	2188.6598
SULT1A1|6817	480.5058	SULT1A1|6817	846.9072
SULT1A2|6799	30.2711	SULT1A2|6799	37.6289
SULT1A3|6818	373.4151	SULT1A3|6818	1362.8505
SULT1C2|6819	7.2804	SULT1C2|6819	5.1546
SULT1C4|27233	15.3271	SULT1C4|27233	65.9794
SULT2B1|6820	147.1405	lowly_expressed	lowly_expressed
SULT4A1|25830	6.1309	lowly_expressed	lowly_expressed
SUMF1|285362	3026.7267	SUMF1|285362	1431.4433
SUMF2|25870	4529.5526	SUMF2|25870	2865.4639
SUMO1P3|474338	210.365	SUMO1P3|474338	155.1546
SUMO1|7341	2220.136	SUMO1|7341	1754.6392
SUMO2|6613	3218.3159	SUMO2|6613	2844.3299
SUMO3|6612	3330.9704	SUMO3|6612	2311.3402
SUN1|23353	1913.5933	SUN1|23353	2969.0722
SUN2|25777	1959.9579	SUN2|25777	6665.4639
SUOX|6821	806.2075	SUOX|6821	667.5258
SUPT16H|11198	4036.0188	SUPT16H|11198	2776.2887
SUPT3H|8464	82.3834	SUPT3H|8464	106.1856
SUPT4H1|6827	1352.8652	SUPT4H1|6827	1166.366
SUPT5H|6829	3528.6905	SUPT5H|6829	1809.7938
SUPT6H|6830	2747.0064	SUPT6H|6830	2690.7216
SUPT7L|9913	733.4036	SUPT7L|9913	966.4948
SUPV3L1|6832	516.9077	SUPV3L1|6832	380.9278
SURF1|6834	865.217	SURF1|6834	714.9485
SURF2|6835	216.87900000000002	SURF2|6835	150.5155
SURF4|6836	7539.0363	SURF4|6836	7297.9381
SURF6|6838	708.1138	SURF6|6838	446.3918
SUSD1|64420	354.0569	SUSD1|64420	474.7423
SUSD2|56241	332.9821	SUSD2|56241	164.433
SUSD3|203328	1332.3115	SUSD3|203328	34.0206
SUSD4|55061	1731.2003	SUSD4|55061	8.7629
SUSD5|26032	133.3461	SUSD5|26032	98.4536
SUV39H1|6839	266.6922	SUV39H1|6839	178.86599999999999
SUV39H2|79723	167.0658	SUV39H2|79723	103.6082
SUV420H1|51111	1144.5541	SUV420H1|51111	937.6289
SUV420H2|84787	145.2246	SUV420H2|84787	68.0412
SUZ12P|440423	104.2245	SUZ12P|440423	57.732
SUZ12|23512	1019.6379	SUZ12|23512	750.5155
SV2A|9900	44.0655	SV2A|9900	19.5876
SV2B|9899	39.8506	SV2B|9899	304.1237
SVEP1|79987	531.3153	SVEP1|79987	6113.2526
SVIL|6840	1931.4264	SVIL|6840	3148.6082
SVIP|258010	346.3933	SVIP|258010	159.7938
SVOPL|136306	68.9721	lowly_expressed	lowly_expressed
SWAP70|23075	1787.9107	SWAP70|23075	2978.866
SYAP1|94056	1358.7508	SYAP1|94056	890.7216
SYBU|55638	511.5433	SYBU|55638	409.2784
lowly_expressed	lowly_expressed	SYCE1|93426	11.8866
SYCE2|256126	10.3458	SYCE2|256126	5.1546
SYCP2|10388	456.7487	SYCP2|10388	23.1959
SYDE1|85360	209.5986	SYDE1|85360	545.8763
SYDE2|84144	185.8416	SYDE2|84144	75.2577
SYF2|25949	972.1238	SYF2|25949	1142.7835
SYK|6850	573.235	SYK|6850	1292.268
SYMPK|8189	2254.2389	SYMPK|8189	1280.9278
SYN1|6853	11.8785	SYN1|6853	21.6495
SYN2|6854	49.0468	SYN2|6854	282.9897
lowly_expressed	lowly_expressed	SYN3|8224	17.5258
SYNCRIP|10492	3967.0467	SYNCRIP|10492	3476.8041
SYNC|81493	390.2404	SYNC|81493	468.134
SYNE1|23345	633.7772	SYNE1|23345	3664.433
SYNE2|23224	2277.996	lowly_expressed	lowly_expressed
SYNGAP1|8831	196.1874	SYNGAP1|8831	287.1134
SYNGR1|9145	293.4112	SYNGR1|9145	212.2835
SYNGR2|9144	5679.4712	SYNGR2|9144	1984.5361
SYNGR3|9143	9.1963	lowly_expressed	lowly_expressed
SYNJ1|8867	303.4773	SYNJ1|8867	532.9897
SYNJ2BP|55333	1424.6575	SYNJ2BP|55333	1269.0722
SYNJ2|8871	644.8894	SYNJ2|8871	296.9072
SYNM|23336	1085.5446	SYNM|23336	1523.7113
SYNPO2|171024	843.3758	SYNPO2|171024	4009.2784
SYNPO|11346	1941.9485	SYNPO|11346	11332.9897
SYNRG|11276	1036.1146	SYNRG|11276	991.7526
SYPL1|6856	7524.0923	SYPL1|6856	3068.5567
SYPL2|284612	11.4954	SYPL2|284612	85.0515
SYP|6855	33.3365	SYP|6855	45.3608
SYS1-DBNDD2|767557	21.094	lowly_expressed	lowly_expressed
SYS1|90196	1454.4189999999999	SYS1|90196	1031.9588
SYT11|23208	283.9352	SYT11|23208	922.1649
SYT12|91683	133.7293	SYT12|91683	23.7113
SYT13|57586	67.8226	lowly_expressed	lowly_expressed
SYT15|83849	68.5889	SYT15|83849	369.0722
SYT17|51760	332.2157	SYT17|51760	74.7423
SYT1|6857	49.0468	SYT1|6857	39.6907
SYT2|127833	7.6636	lowly_expressed	lowly_expressed
SYT3|84258	17.6262	lowly_expressed	lowly_expressed
SYT7|9066	1626.5926	SYT7|9066	294.3299
SYT8|90019	39.0842	lowly_expressed	lowly_expressed
SYT9|143425	105.3741	lowly_expressed	lowly_expressed
SYTL1|84958	255.9632	SYTL1|84958	20.1031
SYTL2|54843	1407.7977	SYTL2|54843	344.8454
SYTL3|94120	183.9257	SYTL3|94120	212.3711
SYTL4|94121	605.0388	SYTL4|94121	987.1134
SYTL5|94122	72.4207	lowly_expressed	lowly_expressed
SYVN1|84447	1575.6298	SYVN1|84447	1422.1649
TAB1|10454	427.3474	TAB1|10454	514.5206
TAB2|23118	2563.4639	TAB2|23118	2390.7216
TAB3|257397	1112.7503	TAB3|257397	735.567
TAC1|6863	8.4299	lowly_expressed	lowly_expressed
TACC1|6867	1643.4524	TACC1|6867	10259.7938
TACC2|10579	1212.7598	TACC2|10579	1196.3918
TACC3|10460	515.375	TACC3|10460	420.1031
TACO1|51204	433.75800000000004	TACO1|51204	328.3505
TACR1|6869	35.2524	TACR1|6869	234.5361
TACR2|6865	22.2244	TACR2|6865	14.433
TACSTD2|4070	10298.6876	TACSTD2|4070	257.732
TADA1|117143	591.6276	TADA1|117143	211.8557
TADA2A|6871	114.5704	TADA2A|6871	182.9897
TADA2B|93624	1150.3018	TADA2B|93624	687.6289
TADA3|10474	2092.0854	TADA3|10474	1327.6856
TAF10|6881	850.6562	TAF10|6881	752.5773
TAF11|6882	439.1225	TAF11|6882	448.9691
TAF12|6883	411.1505	TAF12|6883	475.7732
TAF13|6884	141.0097	TAF13|6884	184.0206
TAF15|8148	2276.8464	TAF15|8148	2419.0722
TAF1A|9015	121.8508	TAF1A|9015	94.3299
TAF1B|9014	205.0005	TAF1B|9014	341.2371
TAF1C|9013	263.6268	TAF1C|9013	420.6186
TAF1D|79101	395.3329	TAF1D|79101	463.6959
TAF1L|138474	25.673000000000002	TAF1L|138474	29.8969
TAF1|6872	978.6378	TAF1|6872	1444.3299
TAF2|6873	599.6743	TAF2|6873	526.8041
TAF3|83860	133.7293	TAF3|83860	235.0515
TAF4B|6875	104.6077	TAF4B|6875	173.1959
TAF4|6874	403.4869	TAF4|6874	338.6598
TAF5L|27097	787.0486	TAF5L|27097	564.9485
TAF5|6877	72.8039	TAF5|6877	133.5052
TAF6L|10629	229.9071	TAF6L|10629	146.3918
TAF6|6878	1248.3954	TAF6|6878	751.0309
TAF7|6879	4032.9533	TAF7|6879	2222.1649
TAF8|129685	333.7484	TAF8|129685	606.701
TAF9B|51616	995.8808	TAF9B|51616	862.3711
TAF9|6880	1660.8411	TAF9|6880	1058.9897
TAGAP|117289	73.1871	TAGAP|117289	379.8969
TAGLN2|8407	12580.5154	TAGLN2|8407	12092.7835
TAGLN|6876	8690.4148	TAGLN|6876	7578.6546
TAL1|6886	40.2337	TAL1|6886	339.6907
TAL2|6887	29.8879	lowly_expressed	lowly_expressed
TALDO1|6888	3009.1005	TALDO1|6888	4547.9381
TANC1|85461	657.1511	TANC1|85461	865.9794
TANC2|26115	365.9354	lowly_expressed	lowly_expressed
TANK|10010	575.1509	TANK|10010	701.0309
TAOK1|57551	410.001	TAOK1|57551	838.1443
TAOK2|9344	1870.2941	TAOK2|9344	1484.5361
TAOK3|51347	1263.3394	TAOK3|51347	827.3196
TAP1|6890	1128.4606	TAP1|6890	1293.299
TAP2|6891	539.4655	TAP2|6891	1156.701
TAPBPL|55080	612.756	TAPBPL|55080	372.5206
TAPBP|6892	4988.6004	TAPBP|6892	3139.1753
TAPT1|202018	948.7499	TAPT1|202018	657.2165
TARBP1|6894	1170.2269999999999	TARBP1|6894	426.8041
TARBP2|6895	343.7111	TARBP2|6895	217.0103
TARDBP|23435	3479.6436	TARDBP|23435	2843.8144
TARP|445347	91.5797	TARP|445347	11.3402
TARS2|80222	1348.7882	TARS2|80222	324.2268
TARSL2|123283	226.8417	TARSL2|123283	339.1753
TARS|6897	1845.3875	TARS|6897	1471.134
TAS1R3|83756	8.0467	lowly_expressed	lowly_expressed
TAS2R14|50840	5.5254	lowly_expressed	lowly_expressed
TAS2R20|259295	11.1122	TAS2R20|259295	18.0412
TAS2R5|54429	10.3458	TAS2R5|54429	8.2474
TASP1|55617	242.9351	TASP1|55617	172.1649
TATDN1|83940	319.5057	TATDN1|83940	293.29900000000004
TATDN2|9797	1293.6105	TATDN2|9797	1096.9072
TATDN3|128387	296.5801	TATDN3|128387	334.5361
TAT|6898	14.944	lowly_expressed	lowly_expressed
TAX1BP1|8887	5322.7321	TAX1BP1|8887	2451.0309
TAX1BP3|30851	1910.4052	TAX1BP3|30851	2225.1959
TAZ|6901	240.6361	TAZ|6901	288.6598
TBC1D10A|83874	330.5336	TBC1D10A|83874	466.7423
TBC1D10B|26000	1747.2938	TBC1D10B|26000	990.7216
TBC1D10C|374403	65.5235	TBC1D10C|374403	37.6289
TBC1D12|23232	276.2717	TBC1D12|23232	889.1753
TBC1D13|54662	1279.4329	TBC1D13|54662	1413.9175
TBC1D14|57533	1595.5551	TBC1D14|57533	1836.0825
TBC1D15|64786	970.2079	TBC1D15|64786	1191.7526
TBC1D16|125058	773.2541	TBC1D16|125058	1517.0103
TBC1D17|79735	1002.9811	TBC1D17|79735	1095.3454
TBC1D19|55296	148.2901	TBC1D19|55296	112.3711
TBC1D1|23216	934.1891	TBC1D1|23216	1442.7835
TBC1D20|128637	1531.9475	TBC1D20|128637	1561.8557
TBC1D22A|25771	273.9726	TBC1D22A|25771	451.0309
TBC1D22B|55633	305.2783	TBC1D22B|55633	288.5
TBC1D23|55773	1091.6754	TBC1D23|55773	1017.5258
TBC1D24|57465	568.2537	TBC1D24|57465	310.8247
TBC1D25|4943	375.1317	TBC1D25|4943	448.4536
TBC1D2B|23102	1134.9746	TBC1D2B|23102	3848.9691
TBC1D2|55357	794.7121	TBC1D2|55357	525.2577
TBC1D3B|414059	67.4394	TBC1D3B|414059	42.7835
TBC1D3C|414060	21.8412	TBC1D3C|414060	18.5567
TBC1D3|729873	142.6842	TBC1D3|729873	359.0876
TBC1D4|9882	1104.7035	TBC1D4|9882	1704.1237
TBC1D5|9779	1671.4245	TBC1D5|9779	2188.1443
TBC1D7|51256	219.9444	TBC1D7|51256	146.9072
TBC1D8B|54885	377.814	TBC1D8B|54885	261.8557
TBC1D8|11138	1042.2454	TBC1D8|11138	368.5567
TBC1D9B|23061	4174.3462	TBC1D9B|23061	4813.4021
TBC1D9|23158	17523.9008	TBC1D9|23158	1840.7216
TBCA|6902	1464.8913	TBCA|6902	1120.6186
TBCB|1155	1187.7919	TBCB|1155	660.4948
TBCCD1|55171	275.5053	TBCCD1|55171	249.4845
TBCC|6903	421.4963	TBCC|6903	294.3299
TBCD|6904	1457.4576	TBCD|6904	1161.299
TBCEL|219899	376.6644	TBCEL|219899	433.5052
TBCE|6905	429.31699999999995	TBCE|6905	295.3144
TBCK|93627	734.806	TBCK|93627	672.7526
TBK1|29110	618.8332	TBK1|29110	622.6804
TBKBP1|9755	316.1222	TBKBP1|9755	392.7835
TBL1XR1|79718	4535.3003	TBL1XR1|79718	3158.2474
TBL1X|6907	716.9269	TBL1X|6907	1041.2371
TBL2|26608	1707.8264	TBL2|26608	702.0619
TBL3|10607	1131.9092	TBL3|10607	460.3093
TBPL1|9519	174.7294	TBPL1|9519	214.433
TBP|6908	181.2434	TBP|6908	191.2371
TBRG1|84897	511.7961	TBRG1|84897	966.799
TBRG4|9238	958.3293	TBRG4|9238	527.3196
TBX15|6913	104.9909	TBX15|6913	892.7835
TBX18|9096	84.6824	TBX18|9096	326.2887
TBX19|9095	64.7572	TBX19|9095	35.0515
TBX1|6899	8.4299	TBX1|6899	34.0206
TBX20|57057	9.9626	lowly_expressed	lowly_expressed
TBX21|30009	6.8972	TBX21|30009	23.1959
TBX22|50945	8.8131	lowly_expressed	lowly_expressed
TBX2|6909	101.9255	TBX2|6909	192.7835
TBX3|6926	1706.6769	TBX3|6926	601.5464
lowly_expressed	lowly_expressed	TBX4|9496	11.3402
TBX5|6910	80.8507	TBX5|6910	156.701
TBX6|6911	18.7757	TBX6|6911	25.2577
TBXA2R|6915	27.2057	TBXA2R|6915	63.9175
TBXAS1|6916	385.0944	TBXAS1|6916	775.2577
TC2N|123036	4441.4216	TC2N|123036	507.2165
TCAM1P|146771	11.1122	TCAM1P|146771	5.6701
lowly_expressed	lowly_expressed	TCAP|8557	8.2474
TCEA1|6917	1610.8823	TCEA1|6917	1334.0206
TCEA2|6919	516.5246	TCEA2|6919	223.1959
TCEA3|6920	1544.9756	TCEA3|6920	236.0825
TCEAL1|9338	433.75800000000004	TCEAL1|9338	330.4124
TCEAL2|140597	11.8785	TCEAL2|140597	14.9485
TCEAL3|85012	826.8991	TCEAL3|85012	324.7423
TCEAL4|79921	2818.6608	TCEAL4|79921	1378.3505
TCEAL5|340543	16.4767	TCEAL5|340543	11.3402
TCEAL6|158931	43.6823	TCEAL6|158931	23.7113
TCEAL7|56849	54.4113	TCEAL7|56849	128.866
TCEAL8|90843	1544.2092	TCEAL8|90843	1165.4639
TCEANC|170082	45.9814	TCEANC|170082	56.701
TCEB1|6921	500.4311	TCEB1|6921	460.8247
TCEB2|6923	2571.1275	TCEB2|6923	842.7835
TCEB3|6924	1117.2641	TCEB3|6924	1804.9124
TCERG1|10915	852.5721	TCERG1|10915	596.3918
TCF12|6938	1639.6207	TCF12|6938	1808.2474
TCF15|6939	10.3458	TCF15|6939	81.4433
TCF19|6941	370.1504	TCF19|6941	379.8969
TCF20|6942	600.4407	TCF20|6942	794.3299
lowly_expressed	lowly_expressed	TCF21|6943	9.7938
TCF25|22980	1305.8722	TCF25|22980	1947.4227
TCF3|6929	1424.2744	TCF3|6929	667.0103
TCF4|6925	1474.8539	TCF4|6925	4219.5876
TCF7L1|83439	487.403	TCF7L1|83439	821.1339999999999
TCF7L2|6934	721.1419	TCF7L2|6934	1204.6392
TCF7|6932	153.2714	TCF7|6932	174.2268
TCFL5|10732	511.5433	TCFL5|10732	465.9794
TCHH|7062	6.513999999999999	TCHH|7062	17.0103
TCHP|84260	252.8978	TCHP|84260	343.8299
TCIRG1|10312	1373.6948	TCIRG1|10312	1112.3711
TCN1|6947	34.1029	TCN1|6947	5.1546
TCN2|6948	588.9453	TCN2|6948	3215.9794
TCOF1|6949	1002.3949	TCOF1|6949	835.567
TCP10L|140290	20.8181	TCP10L|140290	8.0722
TCP11L1|55346	171.2808	TCP11L1|55346	315.0052
TCP11L2|255394	154.8041	TCP11L2|255394	332.9897
TCP1|6950	3295.0781	TCP1|6950	3336.1856
TCTA|6988	888.9739999999999	TCTA|6988	994.3299
TCTE1|202500	5.3645	lowly_expressed	lowly_expressed
TCTE3|6991	34.1029	TCTE3|6991	24.7423
TCTEX1D1|200132	19.5421	TCTEX1D1|200132	24.7423
TCTEX1D2|255758	172.0471	TCTEX1D2|255758	60.3093
TCTN1|79600	659.7489999999999	TCTN1|79600	392.7165
TCTN2|79867	736.0858	TCTN2|79867	239.6907
TCTN3|26123	1708.5928	TCTN3|26123	1196.3918
TDG|6996	326.4681	TDG|6996	276.8041
TDO2|6999	5.7477	lowly_expressed	lowly_expressed
TDP1|55775	530.7022	TDP1|55775	230.4124
TDP2|51567	957.1798	TDP2|51567	1087.6289
TDRD10|126668	15.3271	TDRD10|126668	75.2577
TDRD12|91646	10.5757	lowly_expressed	lowly_expressed
TDRD1|56165	410.001	lowly_expressed	lowly_expressed
TDRD3|81550	402.3374	TDRD3|81550	439.6907
TDRD5|163589	233.3557	lowly_expressed	lowly_expressed
TDRD6|221400	18.3926	TDRD6|221400	21.6495
TDRD7|23424	411.1505	TDRD7|23424	470.6186
TDRD9|122402	15.7103	TDRD9|122402	16.4948
TDRKH|11022	960.6284	TDRKH|11022	212.3711
TEAD1|7003	1685.2189	TEAD1|7003	4592.7835
TEAD2|8463	479.3563	TEAD2|8463	721.6495
TEAD3|7005	535.6835	TEAD3|7005	365.4639
TEAD4|7004	144.8415	TEAD4|7004	139.6907
TECPR1|25851	321.8699	TECPR1|25851	360.3093
TECPR2|9895	875.5628	TECPR2|9895	685.567
TECR|9524	2909.0909	TECR|9524	1247.9381
TECTA|7007	14.944	TECTA|7007	13.9175
TEC|7006	23.3739	TEC|7006	102.5773
TEF|7008	350.6083	TEF|7008	1003.6082
TEKT1|83659	26.8225	lowly_expressed	lowly_expressed
TEKT2|27285	18.3926	lowly_expressed	lowly_expressed
TEKT3|64518	16.8599	lowly_expressed	lowly_expressed
TEKT4|150483	9.5795	TEKT4|150483	6.1856
TEK|7010	272.0567	TEK|7010	1705.6701
TELO2|9894	497.3656	TELO2|9894	299.4845
TENC1|23371	1751.5088	TENC1|23371	6327.7835
TEP1|7011	693.9362	TEP1|7011	1053.6082
TERF1|7013	438.7393	TERF1|7013	454.1237
TERF2IP|54386	934.5723	TERF2IP|54386	1627.8351
TERF2|7014	363.2532	TERF2|7014	548.4536
TESC|54997	17.6262	TESC|54997	29.8969
TESK1|7016	743.7494	TESK1|7016	1371.134
TESK2|10420	287.3838	TESK2|10420	145.8763
TES|26136	909.2365	TES|26136	1029.5825
TET1|80312	67.0562	TET1|80312	75.7732
TET2|54790	726.1232	TET2|54790	556.701
TET3|200424	631.4781	TET3|200424	514.9485
TEX10|54881	404.6365	TEX10|54881	307.732
TEX261|113419	2115.5283	TEX261|113419	3155.1546
TEX264|51368	1581.7607	TEX264|51368	675.7732
TEX2|55852	2020.1169	TEX2|55852	1372.6804
TEX9|374618	132.9629	TEX9|374618	7.732
TFAM|7019	564.0387	TFAM|7019	391.7526
TFAP2A|7020	1221.5538	TFAP2A|7020	9.7938
TFAP2B|7021	3748.6349	lowly_expressed	lowly_expressed
TFAP2C|7022	608.1042	TFAP2C|7022	35.0515
TFAP2E|339488	20.3085	TFAP2E|339488	24.7423
TFAP4|7023	201.1687	TFAP4|7023	157.732
TFB1M|51106	135.262	TFB1M|51106	102.5773
TFB2M|64216	669.796	TFB2M|64216	204.6392
TFCP2L1|29842	184.692	TFCP2L1|29842	58.2474
TFCP2|7024	641.4408	TFCP2|7024	640.2062
TFDP1|7027	1390.9378	TFDP1|7027	1371.134
TFDP2|7029	440.6552	TFDP2|7029	280.9278
TFDP3|51270	23.7571	lowly_expressed	lowly_expressed
TFE3|7030	1099.7222	TFE3|7030	3278.3505
TFEB|7942	218.4117	TFEB|7942	311.3402
TFEC|22797	154.8041	TFEC|22797	525.2577
TFF1|7031	1620.4617	lowly_expressed	lowly_expressed
TFF3|7033	954.1144	TFF3|7033	108.7629
TFG|10342	2829.0066	TFG|10342	1558.7629
TFIP11|24144	717.8312	TFIP11|24144	702.9794
TFPI2|7980	33.7197	TFPI2|7980	82.4742
TFPI|7035	381.2626	TFPI|7035	2713.9175
TFPT|29844	349.9952	TFPT|29844	146.9175
TFR2|7036	16.4767	TFR2|7036	10.3093
TFRC|7037	3640.1954	TFRC|7037	1117.5258
TF|7018	322.2531	TF|7018	2322.1649
TGDS|23483	181.2434	TGDS|23483	208.2474
TGFA|7039	37.5515	TGFA|7039	74.7423
TGFB1I1|7041	427.6272	TGFB1I1|7041	593.299
TGFB1|7040	877.8619	TGFB1|7040	1230.4124
TGFB2|7042	1206.629	TGFB2|7042	248.9691
TGFB3|7043	2287.1923	TGFB3|7043	550.0
TGFBI|7045	2131.2386	TGFBI|7045	8230.4124
TGFBR1|7046	1631.5739	TGFBR1|7046	1975.7732
TGFBR2|7048	2093.304	TGFBR2|7048	19238.1443
TGFBR3|7049	604.6556	TGFBR3|7049	7621.6495
TGFBRAP1|9392	275.8885	TGFBRAP1|9392	315.9794
TGIF1|7050	1359.134	TGIF1|7050	737.1134
TGIF2|60436	308.9108	TGIF2|60436	288.0825
lowly_expressed	lowly_expressed	TGM1|7051	17.0103
TGM2|7052	1214.2926	TGM2|7052	2346.3918
TGOLN2|10618	8793.9458	TGOLN2|10618	9307.2165
TGS1|96764	389.3093	TGS1|96764	431.4433
TG|7038	13.4112	TG|7038	8.7629
TH1L|51497	1929.6868	TH1L|51497	962.8866
THADA|63892	1510.8727	THADA|63892	902.5773
