gene_id	TCGA-BH-A1FE-06A-11R-A213-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
SNRNP27|11017	533.9192	SNRNP27|11017	539.6437
SNRNP35|11066	293.5958	SNRNP35|11066	135.6933
SNRNP40|9410	523.7258	SNRNP40|9410	689.4866
SNRNP48|154007	195.0791	SNRNP48|154007	896.2627
SNRNP70|6625	1777.5044	SNRNP70|6625	2017.8135
SNRPA1|6627	235.5009	SNRPA1|6627	249.3888
SNRPA|6626	715.29	SNRPA|6626	1011.5264
SNRPB2|6629	792.9701	SNRPB2|6629	1149.1443
SNRPB|6628	2132.1617	SNRPB|6628	902.2005
SNRPC|6631	757.4692	SNRPC|6631	702.0608
SNRPD1|6632	530.0527	SNRPD1|6632	666.4338
SNRPD2|6633	1952.1968	SNRPD2|6633	1678.6587
SNRPD3|6634	1146.0035	SNRPD3|6634	1243.5417
SNRPE|6635	429.17400000000004	SNRPE|6635	915.4733
SNRPF|6636	473.8137	SNRPF|6636	449.5285
SNRPG|6637	514.2355	SNRPG|6637	408.6622
SNRPN|6638	3043.9156	SNRPN|6638	1162.5882
SNTA1|6640	532.1617	SNTA1|6640	235.7667
SNTB1|6641	228.1195	SNTB1|6641	1036.3255
SNTB2|6645	1638.3128	SNTB2|6645	2081.7324
lowly_expressed	lowly_expressed	SNTG2|54221	6.9857
SNUPN|10073	407.3814	SNUPN|10073	391.19800000000004
SNURF|8926	143.7329	lowly_expressed	lowly_expressed
SNW1|22938	1064.6749	SNW1|22938	1600.0699
SNX10|29887	172.935	SNX10|29887	244.8481
SNX11|29916	437.9613	SNX11|29916	402.0258
SNX12|29934	268.5413	SNX12|29934	175.6898
SNX13|23161	927.2408	SNX13|23161	2080.6846
SNX14|57231	1163.4446	SNX14|57231	1443.9399
SNX15|29907	318.8049	SNX15|29907	419.1408
SNX16|64089	215.1142	SNX16|64089	493.189
SNX17|9784	2776.4499	SNX17|9784	1188.9626
SNX18|112574	1337.7856	SNX18|112574	3582.9549
SNX19|399979	2364.8506	SNX19|399979	2067.7611
SNX1|6642	2984.1828	SNX1|6642	4438.7007
SNX20|124460	19.9543	SNX20|124460	30.999000000000002
SNX21|90203	1418.9631	SNX21|90203	327.2965
SNX22|79856	150.0633	SNX22|79856	79.3748
SNX24|28966	224.9561	SNX24|28966	149.4935
SNX25|83891	430.2285	SNX25|83891	460.00699999999995
SNX27|81609	824.5589	SNX27|81609	1443.0492
SNX29|92017	825.6591	SNX29|92017	923.1575
SNX2|6643	1664.6749	SNX2|6643	2037.0241
SNX30|401548	682.9525	SNX30|401548	1273.4893
SNX32|254122	46.0457	SNX32|254122	18.5121
SNX33|257364	1189.1037	SNX33|257364	810.6881
SNX3|8724	3299.1213	SNX3|8724	3531.2609
SNX4|8723	671.7047	SNX4|8723	1144.2543
SNX5|27131	1579.2619	SNX5|27131	2525.6724
SNX6|58533	1878.3831	SNX6|58533	1842.8222
SNX7|51375	516.696	SNX7|51375	636.3954
SNX8|29886	417.9262	SNX8|29886	157.8764
SNX9|51429	1910.3691	SNX9|51429	1964.0238
SOAT1|6646	1645.6942	SOAT1|6646	709.745
lowly_expressed	lowly_expressed	SOAT2|8435	6.2871
SOBP|55084	763.4446	SOBP|55084	310.8627
SOCS1|8651	149.7364	SOCS1|8651	8.0335
SOCS2|8835	724.0773	SOCS2|8835	736.9892
SOCS3|9021	6698.7698	SOCS3|9021	1260.5658
SOCS4|122809	703.3392	SOCS4|122809	970.6601
SOCS5|9655	1123.0228	SOCS5|9655	2083.1296
SOCS6|9306	528.6467	SOCS6|9306	1929.7939
SOCS7|30837	98.7698	SOCS7|30837	193.15400000000002
SOD1|6647	2766.6081	SOD1|6647	1730.3528
SOD2|6648	3779.6134	SOD2|6648	6290.6043
SOD3|6649	784.1828	SOD3|6649	482.3612
SOHLH2|54937	44.812	SOHLH2|54937	22.8082
SOLH|6650	617.5747	SOLH|6650	202.2354
SON|6651	6468.8928	SON|6651	12935.7317
SORBS1|10580	889.2794	SORBS1|10580	5303.5278
SORBS2|8470	3781.7223	SORBS2|8470	2750.262
SORBS3|10174	2360.6327	SORBS3|10174	1203.6326
lowly_expressed	lowly_expressed	SORCS1|114815	72.3018
SORCS2|57537	771.8805	SORCS2|57537	86.6224
SORD|6652	732.1617	SORD|6652	302.8292
SORL1|6653	970.123	SORL1|6653	4968.2152
SORT1|6272	1086.4675	SORT1|6272	2751.6591
SOS1|6654	1307.2056	SOS1|6654	3499.8254
SOS2|6655	992.9701	SOS2|6655	2800.5589
lowly_expressed	lowly_expressed	SOSTDC1|25928	846.3151
lowly_expressed	lowly_expressed	SOX10|6663	2274.8865
lowly_expressed	lowly_expressed	SOX11|6664	36.6748
SOX12|6666	558.1722	SOX12|6666	285.365
SOX13|9580	465.0264	SOX13|9580	666.4338
SOX15|6665	28.471	SOX15|6665	47.5026
SOX17|64321	93.8489	SOX17|64321	98.1488
SOX18|54345	142.7065	SOX18|54345	107.5795
lowly_expressed	lowly_expressed	SOX2OT|347689	5.2393
SOX4|6659	2564.1476	SOX4|6659	3480.6147
SOX5|6660	41.1248	SOX5|6660	100.9431
SOX6|55553	45.3427	SOX6|55553	138.6657
SOX7|83595	236.8401	SOX7|83595	590.22
SOX8|30812	6.3269	SOX8|30812	105.833
SOX9|6662	78.7346	SOX9|6662	6110.0244
SP100|6672	1328.6467	SP100|6672	1892.7698
SP110|3431	438.3128	SP110|3431	576.3185
SP140L|93349	402.4464	SP140L|93349	385.9588
SP140|11262	19.3462	SP140|11262	48.2012
SP1|6667	1956.4148	SP1|6667	6533.3566
SP2|6668	608.0844	SP2|6668	811.3867
SP3|6670	1161.6872	SP3|6670	4230.5274
SP4|6671	222.4956	SP4|6671	843.5208
SP6|80320	37.2583	SP6|80320	95.3545
SPA17|53340	72.0562	SPA17|53340	86.2731
SPAG16|79582	336.7311	SPAG16|79582	497.0311
SPAG17|200162	6.3269	SPAG17|200162	12.5742
SPAG1|6674	99.8243	SPAG1|6674	167.30700000000002
SPAG4|6676	32.6889	SPAG4|6676	16.7656
SPAG5|10615	203.1634	SPAG5|10615	129.2351
lowly_expressed	lowly_expressed	SPAG6|9576	5.9378
SPAG7|9552	826.7135	SPAG7|9552	227.7331
SPAG8|26206	6.6784	SPAG8|26206	27.5934
SPAG9|9043	2363.4446	SPAG9|9043	2912.3297
SPARCL1|8404	25017.5747	SPARCL1|8404	15317.1498
SPARC|6678	144543.4095	SPARC|6678	15248.6902
SPAST|6683	505.7996	SPAST|6683	1000.6986
SPATA13|221178	414.69599999999997	SPATA13|221178	744.3241
SPATA17|128153	7.0299	SPATA17|128153	16.4163
SPATA18|132671	200.0	SPATA18|132671	959.1338
lowly_expressed	lowly_expressed	SPATA1|64173	5.9553
SPATA20|64847	3095.2935	SPATA20|64847	553.6151
lowly_expressed	lowly_expressed	SPATA22|84690	5.2393
SPATA24|202051	29.174	SPATA24|202051	19.2106
SPATA2L|124044	458.348	SPATA2L|124044	71.9525
SPATA2|9825	336.3796	SPATA2|9825	428.2221
lowly_expressed	lowly_expressed	SPATA4|132851	5.9378
SPATA5L1|79029	147.6274	SPATA5L1|79029	275.5851
SPATA5|166378	145.8699	SPATA5|166378	513.7967
SPATA6|54558	87.8735	SPATA6|54558	275.9343
SPATA7|55812	205.2724	SPATA7|55812	311.9106
SPATA9|83890	17.2232	SPATA9|83890	11.1771
SPATS2L|26010	1830.2285	SPATS2L|26010	1355.2218
SPATS2|65244	631.6344	SPATS2|65244	629.759
SPC24|147841	5.6239	lowly_expressed	lowly_expressed
SPC25|57405	36.2039	SPC25|57405	32.1341
SPCS1|28972	1500.1125	SPCS1|28972	1725.7946
SPCS2|9789	446.3972	SPCS2|9789	696.8215
SPCS3|60559	2523.0228	SPCS3|60559	4181.9769
lowly_expressed	lowly_expressed	SPDEF|25803	621.0269
SPDYA|245711	5.6626	SPDYA|245711	14.401
lowly_expressed	lowly_expressed	SPDYE1|285955	19.2106
SPDYE3|441272	67.5677	SPDYE3|441272	107.3
lowly_expressed	lowly_expressed	SPDYE5|442590	9.4307
SPDYE6|729597	6.3269	SPDYE6|729597	23.401999999999997
SPDYE8P|389517	10.8963	SPDYE8P|389517	31.7848
SPEF2|79925	48.5062	SPEF2|79925	547.328
SPEG|10290	360.2812	SPEG|10290	262.3123
SPEN|23013	1935.6766	SPEN|23013	4374.7817
SPESP1|246777	62.1722	SPESP1|246777	109.6577
SPG11|80208	1577.5044	SPG11|80208	3395.3895
SPG20|23111	3683.304	SPG20|23111	2822.913
SPG21|51324	1795.0791	SPG21|51324	1971.0094
SPG7|6687	1168.0141	SPG7|6687	664.6874
SPHAR|10638	135.2794	SPHAR|10638	249.6926
SPHK1|8877	288.362	SPHK1|8877	182.2005
SPHK2|56848	509.8102	SPHK2|56848	85.2602
SPHKAP|80309	1686.116	lowly_expressed	lowly_expressed
SPI1|6688	290.3339	SPI1|6688	86.2731
lowly_expressed	lowly_expressed	SPIB|6689	5.9378
SPIN1|10927	2686.116	SPIN1|10927	4911.2819
SPIN2B|474343	77.8067	SPIN2B|474343	70.5973
SPIN3|169981	95.6063	SPIN3|169981	488.9976
SPIN4|139886	118.4534	SPIN4|139886	458.2606
lowly_expressed	lowly_expressed	SPINK2|6691	13.6221
SPINK5|11005	28.471	SPINK5|11005	133.7758
lowly_expressed	lowly_expressed	SPINK8|646424	6.9857
SPINLW1|57119	6.3269	lowly_expressed	lowly_expressed
SPINT1|6692	93.1459	SPINT1|6692	1786.5875
SPINT2|10653	1759.2267	SPINT2|10653	2615.4384
SPIRE1|56907	589.8067	SPIRE1|56907	1150.5414
SPIRE2|84501	102.6362	SPIRE2|84501	72.6511
SPNS1|83985	907.1107	SPNS1|83985	353.2658
SPNS2|124976	348.0808	SPNS2|124976	251.5753
SPN|6693	29.877	SPN|6693	294.0971
SPOCD1|90853	136.7311	SPOCD1|90853	5.5885
SPOCK1|6695	393.6731	SPOCK1|6695	252.8816
SPOCK2|9806	1664.6749	SPOCK2|9806	312.4066
SPOCK3|50859	472.7592	lowly_expressed	lowly_expressed
SPON1|10418	4011.2478	SPON1|10418	818.0231
SPON2|10417	3900.1757	SPON2|10417	285.7143
SPOPL|339745	596.4851	SPOPL|339745	1995.8086
SPOP|8405	1076.2742	SPOP|8405	1305.6235
SPP1|6696	590.8612	SPP1|6696	92.5603
SPPL2A|84888	815.4657	SPPL2A|84888	871.4635
SPPL2B|56928	786.9947	SPPL2B|56928	372.686
SPPL3|121665	1108.2601	SPPL3|121665	1660.8453
SPRED1|161742	2534.9736	SPRED1|161742	2723.3671
SPRED2|200734	1239.3673	SPRED2|200734	1713.2379
SPRN|503542	93.1459	SPRN|503542	24.1006
SPRR2A|6700	10.5448	lowly_expressed	lowly_expressed
SPRR2B|6701	51.3181	lowly_expressed	lowly_expressed
SPRR2D|6703	16.8717	lowly_expressed	lowly_expressed
SPRR2E|6704	7.7329	lowly_expressed	lowly_expressed
SPRR2F|6705	375.0439	lowly_expressed	lowly_expressed
SPRY1|10252	1178.9104	SPRY1|10252	1976.598
SPRY2|10253	1626.7135	SPRY2|10253	1518.6867
SPRY3|10251	92.7944	SPRY3|10251	123.6465
SPRY4|81848	1307.5571	SPRY4|81848	735.9413
SPRYD3|84926	1245.6942	SPRYD3|84926	827.1044
SPRYD4|283377	307.9086	SPRYD4|283377	366.0496
SPR|6697	356.4148	SPR|6697	230.1781
SPSB1|80176	3296.3093	SPSB1|80176	675.1659
SPSB2|84727	59.051	SPSB2|84727	24.4499
SPSB3|90864	501.9332	SPSB3|90864	312.9584
SPSB4|92369	11.9508	lowly_expressed	lowly_expressed
SPTA1|6708	5.2724	lowly_expressed	lowly_expressed
SPTAN1|6709	10303.3392	SPTAN1|6709	4024.1006
SPTBN1|6711	16431.6344	SPTBN1|6711	11775.4104
SPTBN2|6712	208.0844	SPTBN2|6712	485.85400000000004
SPTBN4|57731	134.6221	SPTBN4|57731	10.4785
SPTBN5|51332	39.0158	SPTBN5|51332	33.9294
SPTB|6710	95.2548	SPTB|6710	71.9525
SPTLC1|10558	1328.6467	SPTLC1|10558	2345.0926
SPTLC2|9517	1158.1722	SPTLC2|9517	3867.6214
SPTLC3|55304	427.065	SPTLC3|55304	554.6629
SPTY2D1|144108	1076.8225	SPTY2D1|144108	1698.0405
SQLE|6713	2225.6591	SQLE|6713	577.3664
SQRDL|58472	462.9174	SQRDL|58472	962.9759
SQSTM1|8878	7465.3849	SQSTM1|8878	3727.1359
SR140|23350	1483.3039999999999	SR140|23350	5501.5718
SRA1|10011	695.9578	SRA1|10011	286.7621
SRBD1|55133	319.5079	SRBD1|55133	601.8163
SRCAP|10847	2951.1424	SRCAP|10847	3412.8537
SRCIN1|80725	6.6784	SRCIN1|80725	179.1827
SRCRB4D|136853	31.2689	SRCRB4D|136853	9.8708
SRC|6714	1475.5712	SRC|6714	388.4038
SRD5A1|6715	214.7627	SRD5A1|6715	296.5421
SRD5A3|79644	293.8489	SRD5A3|79644	344.7433
SREBF1|6720	2101.5817	SREBF1|6720	1189.3119
SREBF2|6721	5267.8383	SREBF2|6721	2521.481
SRFBP1|153443	198.2425	SRFBP1|153443	668.1802
SRF|6722	3956.0633	SRF|6722	2575.62
SRGAP1|57522	389.1037	SRGAP1|57522	521.1317
SRGAP2|23380	1020.7381	SRGAP2|23380	669.9267
SRGAP3|9901	243.2337	SRGAP3|9901	528.8159
SRGN|5552	3485.413	SRGN|5552	1027.5934
SRI|6717	1350.0879	SRI|6717	1460.007
SRL|6345	40.4218	SRL|6345	26.5456
SRM|6723	1434.0949	SRM|6723	448.8299
SRP14|6727	3382.0738	SRP14|6727	3013.9714
SRP19|6728	593.768	SRP19|6728	715.5606
SRP54|6729	1151.1424	SRP54|6729	1146.0007
SRP68|6730	1569.42	SRP68|6730	1981.1387
SRP72|6731	2440.0703	SRP72|6731	4209.2211
SRP9|6726	2810.1933	SRP9|6726	3916.5211
SRPK1|6732	774.6924	SRPK1|6732	1618.5819
SRPK2|6733	1113.5325	SRPK2|6733	1281.5229
SRPK3|26576	9.6696	SRPK3|26576	8.4457
SRPRB|58477	1390.8612	SRPRB|58477	1152.9864
SRPR|6734	4077.3286	SRPR|6734	2788.6832
SRPX2|27286	885.7645	SRPX2|27286	89.4167
SRPX|8406	931.4587	SRPX|8406	1547.328
SRRD|402055	205.9754	SRRD|402055	271.3936
SRRM1|10250	1512.1265	SRRM1|10250	3502.9689
SRRM2|23524	11513.5325	SRRM2|23524	26980.0908
SRRM3|222183	192.2671	SRRM3|222183	23.0527
SRRM5|100170229	19.4482	SRRM5|100170229	17.9218
SRRT|51593	1405.2724	SRRT|51593	727.9078
SRR|63826	383.5888	SRR|63826	365.6514
SRXN1|140809	1590.5097	SRXN1|140809	433.4614
SS18L1|26039	305.4482	SS18L1|26039	791.8268
SS18L2|51188	178.9104	SS18L2|51188	275.5851
SS18|6760	2043.2337	SS18|6760	2570.3807
SSBP1|6742	834.4464	SSBP1|6742	847.7122
SSBP2|23635	365.2021	SSBP2|23635	889.9756
SSBP3|23648	1563.0931	SSBP3|23648	788.6832
SSBP4|170463	827.4165	SSBP4|170463	159.9721
SSB|6741	1754.7557	SSB|6741	2319.1303
SSC5D|284297	1338.4886	SSC5D|284297	152.9864
SSFA2|6744	2090.6854	SSFA2|6744	4508.9067
SSH1|54434	1599.6485	SSH1|54434	1643.3811
SSH2|85464	666.0808	SSH2|85464	725.1135
SSH3|54961	479.4376	SSH3|54961	515.8924
SSNA1|8636	508.2601	SSNA1|8636	138.3165
SSPN|8082	1104.7452	SSPN|8082	2874.9563
SSPO|23145	24.9561	SSPO|23145	19.9092
SSR1|6745	4315.6415	SSR1|6745	5582.9549
SSR2|6746	4720.9139	SSR2|6746	5752.3577
SSR3|6747	3644.9912	SSR3|6747	5204.6804
SSR4|6748	1999.6485	SSR4|6748	1443.9399
SSRP1|6749	2338.1371	SSRP1|6749	2685.2951
SSSCA1|10534	234.7979	SSSCA1|10534	155.0821
SSTR1|6751	59.051	SSTR1|6751	55.1869
SSTR2|6752	12.6538	SSTR2|6752	16.7656
SSTR3|6753	15.4657	lowly_expressed	lowly_expressed
SSU72|29101	1831.283	SSU72|29101	1877.7506
SSX2IP|117178	315.29	SSX2IP|117178	565.1415
ST13|6767	7179.9649	ST13|6767	7703.8072
ST14|6768	54.1301	ST14|6768	673.0702
ST20|400410	42.2847	ST20|400410	33.0772
ST3GAL1|6482	1746.5729	ST3GAL1|6482	919.6647
ST3GAL2|6483	1487.8735	ST3GAL2|6483	186.8669
ST3GAL3|6487	412.3023	ST3GAL3|6487	165.5606
ST3GAL4|6484	3902.6362	ST3GAL4|6484	137.6179
ST3GAL5|8869	738.1371	ST3GAL5|8869	359.4132
ST3GAL6|10402	35.8524	ST3GAL6|10402	172.5463
ST5|6764	3873.4622	ST5|6764	2257.4223
ST6GAL1|6480	700.5272	ST6GAL1|6480	2425.4279
ST6GAL2|84620	319.8594	ST6GAL2|84620	337.7576
ST6GALNAC1|55808	120.5624	ST6GALNAC1|55808	31.0863
ST6GALNAC2|10610	26.0105	ST6GALNAC2|10610	845.6165
ST6GALNAC3|256435	88.9279	ST6GALNAC3|256435	142.5079
ST6GALNAC4|27090	653.4271	ST6GALNAC4|27090	184.4219
ST6GALNAC5|81849	170.4745	ST6GALNAC5|81849	156.8285
ST6GALNAC6|30815	2785.5888	ST6GALNAC6|30815	717.08
ST7L|54879	709.6661	ST7L|54879	495.9832
ST7OT1|93653	61.5571	ST7OT1|93653	102.5498
ST7|7982	434.3691	ST7|7982	590.0384
ST8SIA1|6489	400.70300000000003	ST8SIA1|6489	573.8736
lowly_expressed	lowly_expressed	ST8SIA2|8128	129.9336
ST8SIA4|7903	218.9807	ST8SIA4|7903	360.1118
ST8SIA5|29906	114.587	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ST8SIA6|338596	90.4645
STAB1|23166	3007.2056	STAB1|23166	400.6951
STAB2|55576	853.0756	STAB2|55576	117.7087
lowly_expressed	lowly_expressed	STAC2|342667	1212.7139
STAC3|246329	45.9649	STAC3|246329	8.3828
STAC|6769	18.9807	STAC|6769	114.2159
STAG1|10274	746.7909	STAG1|10274	1907.9776
STAG2|10735	1798.594	STAG2|10735	6169.0534
STAG3L1|54441	44.9912	STAG3L1|54441	75.7946
STAG3L2|442582	48.1547	STAG3L2|442582	75.0961
STAG3L3|442578	117.0158	STAG3L3|442578	258.4946
STAG3L4|64940	163.4446	STAG3L4|64940	132.3786
STAG3|10734	19.877	STAG3|10734	39.0639
STAM2|10254	887.8735	STAM2|10254	1637.094
STAMBPL1|57559	387.3462	STAMBPL1|57559	202.5847
STAMBP|10617	665.3779	STAMBP|10617	777.8554
STAM|8027	495.2548	STAM|8027	753.4055
lowly_expressed	lowly_expressed	STAP1|26228	9.0814
STAP2|55620	159.9297	STAP2|55620	341.949
STARD10|10809	175.3954	STARD10|10809	440.7964
STARD13|90627	1156.0633	STARD13|90627	723.0178
STARD3NL|83930	968.0141	STARD3NL|83930	732.7978
STARD3|10948	1492.4429	STARD3|10948	386.3081
STARD4|134429	540.5975	STARD4|134429	76.4932
STARD5|80765	106.1511	STARD5|80765	62.1725
STARD7|56910	2099.6837	STARD7|56910	3597.5026
STARD8|9754	420.7381	STARD8|9754	173.5941
STAR|6770	64568.0141	STAR|6770	9.78
STAT1|6772	3728.2953	STAT1|6772	2936.0809999999997
STAT2|6773	1612.3023	STAT2|6773	2041.2155
STAT3|6774	8068.1898	STAT3|6774	5588.1942
STAT4|6775	15.4657	STAT4|6775	158.5749
STAT5A|6776	720.2109	STAT5A|6776	2038.7705
STAT5B|6777	2644.9912	STAT5B|6777	3878.0999
STAT6|6778	4702.6362	STAT6|6778	2667.4817
STAU1|6780	2953.6028	STAU1|6780	3028.292
STAU2|27067	899.1213	STAU2|27067	995.4593
STBD1|8987	254.6116	STBD1|8987	728.3095
STC1|6781	705.0967	STC1|6781	403.7723
STC2|8614	248.5062	STC2|8614	4376.5281
STEAP1|26872	278.0316	STEAP1|26872	431.0164
STEAP2|261729	806.6784	STEAP2|261729	1441.8442
STEAP3|55240	484.3585	STEAP3|55240	1880.8942
STEAP4|79689	452.3726	STEAP4|79689	1281.5229
STIL|6491	133.9192	STIL|6491	185.4698
STIM1|6786	2654.833	STIM1|6786	1237.1638
STIM2|57620	1172.5835	STIM2|57620	952.1481
STIP1|10963	3446.3972	STIP1|10963	1627.6633
STK10|6793	878.0316	STK10|6793	343.3461
STK11IP|114790	1732.8647	STK11IP|114790	225.6374
STK11|6794	995.4306	STK11|6794	285.0157
STK16|8576	542.7065	STK16|8576	380.02099999999996
STK17A|9263	1309.6661	STK17A|9263	1122.948
STK17B|9262	3092.4429	STK17B|9262	2420.8872
STK19|8859	379.8418	STK19|8859	197.4432
STK24|8428	1828.1195	STK24|8428	3210.9675
STK25|10494	1647.1002	STK25|10494	716.3814
STK32A|202374	19.3322	lowly_expressed	lowly_expressed
STK32B|55351	67.1353	STK32B|55351	213.7618
STK32C|282974	152.5483	STK32C|282974	43.3112
STK33|65975	220.0351	STK33|65975	6.2871
STK35|140901	899.8243	STK35|140901	953.5452
STK36|27148	453.7786	STK36|27148	740.8313
STK38L|23012	901.2302	STK38L|23012	2193.5033
STK38|11329	1041.8278	STK38|11329	1453.7199
STK39|27347	524.0773	STK39|27347	457.2127
STK3|6788	513.181	STK3|6788	647.2232
STK40|83931	2073.8137	STK40|83931	1019.5599
STK4|6789	778.2074	STK4|6789	1577.3664
STL|7955	6.0	STL|7955	17.4852
STMN1|3925	2398.9455	STMN1|3925	1604.6105
STMN2|11075	20.7381	STMN2|11075	59.3783
STMN3|50861	1079.0861	STMN3|50861	314.0063
STOML1|9399	524.7803	STOML1|9399	56.9333
STOML2|30968	1415.4657	STOML2|30968	911.6312
STOM|2040	6144.1125	STOM|2040	7434.16
STON1|11037	1254.4815	STON1|11037	661.9595
STON2|85439	131.4587	STON2|85439	468.0405
STOX1|219736	49.2091	STOX1|219736	249.738
STOX2|56977	57.2935	STOX2|56977	153.3357
STRA13|201254	202.4605	STRA13|201254	87.6703
STRA6|64220	9.8418	STRA6|64220	25.1484
STRADA|92335	697.7153	STRADA|92335	486.2033
STRADB|55437	339.8946	STRADB|55437	431.715
STRAP|11171	3165.2021	STRAP|11171	2375.131
STRBP|55342	307.2056	STRBP|55342	811.7359
lowly_expressed	lowly_expressed	STRC|161497	33.5662
STRN3|29966	818.2777	STRN3|29966	1051.694
STRN4|29888	2076.6257	STRN4|29888	737.6877
STRN|6801	366.6081	STRN|6801	873.5592
STS|412	1025.6591	STS|412	713.5871
STT3A|3703	3085.7645	STT3A|3703	4239.9581
STT3B|201595	4351.1424	STT3B|201595	2686.343
STUB1|10273	1477.1951	STUB1|10273	321.1457
STX10|8677	249.2091	STX10|8677	72.6511
STX11|8676	263.6204	STX11|8676	187.2162
STX12|23673	1977.1529	STX12|23673	2417.0451
STX16|8675	1324.0773	STX16|8675	2807.8938
STX17|55014	732.1617	STX17|55014	1912.3297
STX18|53407	441.4763	STX18|53407	378.2745
lowly_expressed	lowly_expressed	STX19|415117	122.5987
STX1A|6804	47.058	STX1A|6804	33.1715
STX1B|112755	15.4657	STX1B|112755	33.8805
STX2|2054	616.5202	STX2|2054	286.7621
STX3|6809	782.0738	STX3|6809	728.2571
STX4|6810	781.0193	STX4|6810	171.1491
STX5|6811	1097.0123	STX5|6811	907.4397
STX6|10228	746.4464	STX6|10228	1394.0622
STX7|8417	967.3111	STX7|8417	2127.8379
STX8|9482	284.3585	STX8|9482	289.9057
STXBP1|6812	1569.0685	STXBP1|6812	1169.0534
STXBP2|6813	858.3480000000001	STXBP2|6813	364.6525
STXBP3|6814	756.7663	STXBP3|6814	1851.5543
STXBP4|252983	118.4534	STXBP4|252983	217.9532
STXBP5L|9515	129.7012	lowly_expressed	lowly_expressed
STXBP5|134957	209.2548	STXBP5|134957	784.7782
STXBP6|29091	26.0105	STXBP6|29091	31.7848
STYK1|55359	20.3866	STYK1|55359	59.028999999999996
STYXL1|51657	336.7311	STYXL1|51657	426.4757
STYX|6815	389.4552	STYX|6815	892.0713
SUB1|10923	3407.7329	SUB1|10923	4243.8002
SUCLA2|8803	885.1002	SUCLA2|8803	1255.7387
SUCLG1|8802	1215.8172	SUCLG1|8802	1762.1376
SUCLG2|8801	1229.174	SUCLG2|8801	1674.1181
SUCNR1|56670	10.1933	SUCNR1|56670	9.0814
SUDS3|64426	856.942	SUDS3|64426	2633.2518
SUFU|51684	700.1757	SUFU|51684	700.6636
SUGT1L1|283507	21.3919	SUGT1L1|283507	95.5362
SUGT1P1|441394	21.4411	SUGT1P1|441394	9.0814
SUGT1|10910	369.42	SUGT1|10910	641.9839
SULF1|23213	1020.3866	SULF1|23213	1616.1369
SULF2|55959	16098.4183	SULF2|55959	1976.598
SULT1A1|6817	832.3374	SULT1A1|6817	172.197
SULT1A2|6799	35.1494	lowly_expressed	lowly_expressed
SULT1A3|6818	206.1828	SULT1A3|6818	519.6822
SULT1B1|27284	6.6784	lowly_expressed	lowly_expressed
SULT1C2|6819	24.6046	SULT1C2|6819	38.071999999999996
SULT1C4|27233	177.5044	SULT1C4|27233	129.5844
SULT2A1|6822	6.6784	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SULT2B1|6820	57.6319
SULT4A1|25830	93.1459	lowly_expressed	lowly_expressed
SUMF1|285362	936.7311	SUMF1|285362	896.9612
SUMF2|25870	3501.9332	SUMF2|25870	1879.1477
SUMO1P3|474338	139.1916	SUMO1P3|474338	146.6993
SUMO1|7341	1344.8155	SUMO1|7341	1998.6029
SUMO2|6613	2388.4007	SUMO2|6613	3279.7765
SUMO3|6612	1663.2689	SUMO3|6612	1880.1956
SUN1|23353	2261.5114	SUN1|23353	3514.4953
SUN2|25777	3855.5359999999996	SUN2|25777	2262.3123
SUOX|6821	626.0105	SUOX|6821	491.0933
SUPT16H|11198	2449.9121	SUPT16H|11198	4160.6706
SUPT3H|8464	151.1424	SUPT3H|8464	262.6615
SUPT4H1|6827	992.5026	SUPT4H1|6827	1130.9186
SUPT5H|6829	2896.3093	SUPT5H|6829	1260.2166
SUPT6H|6830	3678.0316	SUPT6H|6830	2059.029
SUPT7L|9913	1178.9666	SUPT7L|9913	1204.6804
SUPV3L1|6832	434.0949	SUPV3L1|6832	787.9846
SURF1|6834	416.8717	SURF1|6834	310.8627
SURF2|6835	97.7153	SURF2|6835	42.2634
SURF4|6836	6986.6432	SURF4|6836	3358.0161
SURF6|6838	527.5923	SURF6|6838	314.3556
SUSD1|64420	806.3269	SUSD1|64420	200.8383
SUSD2|56241	87.1705	SUSD2|56241	179.1827
SUSD3|203328	415.4657	SUSD3|203328	92.9095
SUSD4|55061	2639.3673	SUSD4|55061	302.4799
SUSD5|26032	178.5589	SUSD5|26032	39.1198
SUV39H1|6839	133.5677	SUV39H1|6839	115.2637
SUV39H2|79723	154.6573	SUV39H2|79723	249.3888
SUV420H1|51111	898.4183	SUV420H1|51111	2347.8868
SUV420H2|84787	94.5518	SUV420H2|84787	69.5075
SUZ12P|440423	76.2742	SUZ12P|440423	319.9441
SUZ12|23512	836.2039	SUZ12|23512	1765.6305
SV2A|9900	526.8893	SV2A|9900	170.4506
SV2B|9899	30.9315	SV2B|9899	129.5844
SV2C|22987	15.1142	lowly_expressed	lowly_expressed
SVEP1|79987	1166.833	SVEP1|79987	1329.8847
SVIL|6840	3444.355	SVIL|6840	3302.2808
SVIP|258010	292.4429	SVIP|258010	485.85400000000004
SVOPL|136306	16.1687	SVOPL|136306	58.6797
SWAP70|23075	1369.7715	SWAP70|23075	3135.1729
SYAP1|94056	1562.3902	SYAP1|94056	1001.3971
SYBU|55638	203.1634	SYBU|55638	469.4377
