gene_id	TCGA-BH-A1FE-06A-11R-A213-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
SYCE1L|100130958	6.3269	lowly_expressed	lowly_expressed
SYCE1|93426	38.4288	SYCE1|93426	49.0744
lowly_expressed	lowly_expressed	SYCE2|256126	9.0814
lowly_expressed	lowly_expressed	SYCP2L|221711	11.1771
SYCP2|10388	6.3269	SYCP2|10388	927.3489
SYDE1|85360	898.0668	SYDE1|85360	198.3933
SYDE2|84144	76.2742	SYDE2|84144	380.02099999999996
SYF2|25949	804.9209	SYF2|25949	1206.4268
SYK|6850	257.2935	SYK|6850	499.8254
SYMPK|8189	1677.3286	SYMPK|8189	1115.9623
SYN1|6853	238.3128	SYN1|6853	7.335
SYN2|6854	26.0105	SYN2|6854	256.3744
SYN3|8224	15.1142	SYN3|8224	6.6364
SYNCRIP|10492	3700.1757	SYNCRIP|10492	7990.5693
SYNC|81493	453.3497	SYNC|81493	62.8397
SYNE1|23345	2275.5712	SYNE1|23345	2407.6144
SYNE2|23224	4213.0053	SYNE2|23224	8534.0552
SYNGAP1|8831	731.8102	SYNGAP1|8831	454.0692
SYNGR1|9145	1303.5185	SYNGR1|9145	506.8914
SYNGR2|9144	1102.2847	SYNGR2|9144	1388.4038
SYNGR3|9143	7.0299	lowly_expressed	lowly_expressed
SYNJ1|8867	376.0984	SYNJ1|8867	707.6493
SYNJ2BP|55333	1158.8752	SYNJ2BP|55333	1920.014
SYNJ2|8871	892.0914	SYNJ2|8871	1512.0503
SYNM|23336	639.3673	SYNM|23336	5410.7579
SYNPO2L|79933	15.1142	lowly_expressed	lowly_expressed
SYNPO2|171024	6173.9895	SYNPO2|171024	4492.8397
SYNPO|11346	8725.8348	SYNPO|11346	1028.9906
SYNRG|11276	1125.8348	SYNRG|11276	2102.3402
SYPL1|6856	2309.3146	SYPL1|6856	5121.9001
SYPL2|284612	31.9859	SYPL2|284612	17.1149
SYP|6855	47.4517	SYP|6855	17.4642
SYS1-DBNDD2|767557	26.0457	SYS1-DBNDD2|767557	13.0248
SYS1|90196	768.8295	SYS1|90196	1091.7744
SYT11|23208	1168.7169999999999	SYT11|23208	236.11599999999999
SYT12|91683	26.0105	SYT12|91683	169.4027
SYT13|57586	9.4903	SYT13|57586	80.3353
SYT14|255928	7.3814	lowly_expressed	lowly_expressed
SYT15|83849	136.0281	SYT15|83849	156.8285
lowly_expressed	lowly_expressed	SYT17|51760	128.5365
SYT1|6857	86.116	SYT1|6857	146.35
SYT2|127833	79.7891	SYT2|127833	19.2106
SYT3|84258	13.0053	lowly_expressed	lowly_expressed
SYT4|6860	18.2777	lowly_expressed	lowly_expressed
SYT5|6861	16.1687	lowly_expressed	lowly_expressed
SYT6|148281	10.5448	SYT6|148281	24.7992
SYT7|9066	220.7381	SYT7|9066	1076.1439
lowly_expressed	lowly_expressed	SYT8|90019	173.9434
lowly_expressed	lowly_expressed	SYT9|143425	25.4977
SYTL1|84958	11.9508	SYTL1|84958	315.4034
SYTL2|54843	607.3814	SYTL2|54843	935.7317
SYTL3|94120	71.3533	SYTL3|94120	208.5225
SYTL4|94121	1733.9192	SYTL4|94121	325.5327
SYTL5|94122	72.4077	SYTL5|94122	122.5987
SYVN1|84447	1426.0105	SYVN1|84447	1346.839
TAB1|10454	739.0123	TAB1|10454	408.2326
TAB2|23118	1829.5255	TAB2|23118	5170.7999
TAB3|257397	1046.0457	TAB3|257397	1440.0978
lowly_expressed	lowly_expressed	TAC1|6863	52.0433
TACC1|6867	5938.1371	TACC1|6867	3611.9455
TACC2|10579	337.0826	TACC2|10579	1080.6846
TACC3|10460	274.1652	TACC3|10460	95.0052
TACO1|51204	320.5624	TACO1|51204	170.7999
TACR1|6869	10.5448	TACR1|6869	369.5424
TACR2|6865	18.6292	TACR2|6865	16.7656
TACSTD2|4070	66.4323	TACSTD2|4070	5062.8711
TADA1|117143	118.1019	TADA1|117143	520.0838
TADA2A|6871	110.3691	TADA2A|6871	240.6567
TADA2B|93624	796.8366	TADA2B|93624	870.4156
TADA3|10474	1727.3286	TADA3|10474	758.8299
TAF10|6881	878.7346	TAF10|6881	409.0115
TAF11|6882	544.464	TAF11|6882	626.2662
TAF12|6883	265.3779	TAF12|6883	343.6954
TAF13|6884	323.3743	TAF13|6884	206.7761
TAF15|8148	2031.9859	TAF15|8148	1260.9151
TAF1A|9015	48.8576	TAF1A|9015	162.7663
TAF1B|9014	251.3181	TAF1B|9014	333.9155
TAF1C|9013	887.5219999999999	TAF1C|9013	551.5194
TAF1D|79101	520.5378	TAF1D|79101	1438.7076
TAF1L|138474	35.5009	TAF1L|138474	55.5362
TAF1|6872	969.42	TAF1|6872	1844.5686
TAF2|6873	814.0598	TAF2|6873	1134.4743
TAF3|83860	209.1388	TAF3|83860	322.7384
TAF4B|6875	266.0808	TAF4B|6875	674.1181
TAF4|6874	254.1301	TAF4|6874	458.9591
TAF5L|27097	585.5888	TAF5L|27097	770.8697
TAF5|6877	60.8084	TAF5|6877	158.5749
TAF6L|10629	217.9262	TAF6L|10629	100.5938
TAF6|6878	1074.5167	TAF6|6878	477.4712
TAF7|6879	2658.348	TAF7|6879	3758.9941
TAF8|129685	323.0228	TAF8|129685	523.2274
TAF9B|51616	506.8541	TAF9B|51616	1212.7139
TAF9|6880	1169.42	TAF9|6880	1408.6622
TAGAP|117289	66.7838	TAGAP|117289	317.1498
TAGLN2|8407	9374.6924	TAGLN2|8407	4358.3654
TAGLN|6876	50696.2777	TAGLN|6876	12740.1851
TAL1|6886	130.7557	TAL1|6886	176.0391
TALDO1|6888	1876.2742	TALDO1|6888	1082.0817
TANC1|85461	1284.3585	TANC1|85461	1818.3723
TANC2|26115	1336.0281	TANC2|26115	994.4115
TANK|10010	795.7821	TANK|10010	3752.7070000000003
TAOK1|57551	565.9051	TAOK1|57551	1015.3685
TAOK2|9344	1894.9033	TAOK2|9344	516.9403
TAOK3|51347	809.8418	TAOK3|51347	1587.8449
TAP1|6890	2815.1142	TAP1|6890	707.6493
TAP2|6891	1465.8453	TAP2|6891	932.2389
TAPBPL|55080	453.7786	TAPBPL|55080	415.3056
TAPBP|6892	4151.4938	TAPBP|6892	2411.1072
TAPT1|202018	470.2988	TAPT1|202018	1137.6179
TARBP1|6894	259.754	TARBP1|6894	1324.4848
TARBP2|6895	275.9227	TARBP2|6895	167.6563
TARDBP|23435	2292.4429	TARDBP|23435	4017.1149
lowly_expressed	lowly_expressed	TARP|445347	50.9955
TARS2|80222	606.6784	TARS2|80222	327.9776
TARSL2|123283	229.877	TARSL2|123283	566.5386
TARS|6897	1772.2320000000002	TARS|6897	1848.4108
lowly_expressed	lowly_expressed	TAS1R1|80835	8.0335
lowly_expressed	lowly_expressed	TAS2R14|50840	14.9948
TAS2R20|259295	7.7329	TAS2R20|259295	30.737
lowly_expressed	lowly_expressed	TAS2R31|259290	6.9857
lowly_expressed	lowly_expressed	TAS2R3|50831	5.2393
lowly_expressed	lowly_expressed	TAS2R4|50832	19.5599
lowly_expressed	lowly_expressed	TAS2R5|54429	37.0241
TASP1|55617	136.3796	TASP1|55617	273.8386
TATDN1|83940	253.4271	TATDN1|83940	819.0709
TATDN2|9797	1395.0791	TATDN2|9797	1330.0733
TATDN3|128387	298.4183	TATDN3|128387	396.7866
lowly_expressed	lowly_expressed	TAT|6898	901.5019
TAX1BP1|8887	4416.8717	TAX1BP1|8887	4282.92
TAX1BP3|30851	2843.9965	TAX1BP3|30851	982.3716
TAZ|6901	179.9649	TAZ|6901	225.2882
TBC1D10A|83874	620.6186	TBC1D10A|83874	215.2288
TBC1D10B|26000	1235.8524	TBC1D10B|26000	581.2085
TBC1D10C|374403	10.8963	TBC1D10C|374403	49.248999999999995
TBC1D12|23232	224.9561	TBC1D12|23232	781.3482
TBC1D13|54662	1566.2566	TBC1D13|54662	997.555
TBC1D14|57533	1409.4903	TBC1D14|57533	2508.5575
TBC1D15|64786	1210.8963	TBC1D15|64786	2463.4998
TBC1D16|125058	698.0668	TBC1D16|125058	263.3601
TBC1D17|79735	861.6344	TBC1D17|79735	710.7649
TBC1D19|55296	186.2917	TBC1D19|55296	199.4411
TBC1D1|23216	1156.0633	TBC1D1|23216	1208.8718
TBC1D20|128637	1286.4675	TBC1D20|128637	1444.6385
TBC1D22A|25771	457.9965	TBC1D22A|25771	231.5753
TBC1D22B|55633	496.1301	TBC1D22B|55633	445.4977
TBC1D23|55773	1273.4622	TBC1D23|55773	1348.9347
TBC1D24|57465	171.4938	TBC1D24|57465	260.2166
TBC1D25|4943	687.1705	TBC1D25|4943	481.6626
lowly_expressed	lowly_expressed	TBC1D26|353149	5.5885
TBC1D2B|23102	4313.884	TBC1D2B|23102	1484.8061
TBC1D2|55357	163.7961	TBC1D2|55357	224.9389
TBC1D3B|414059	76.9772	TBC1D3B|414059	83.4789
TBC1D3C|414060	15.8172	TBC1D3C|414060	63.5697
TBC1D3H|729877	8.4359	TBC1D3H|729877	10.4785
TBC1D3|729873	194.6995	TBC1D3|729873	385.0367
TBC1D4|9882	1788.4007	TBC1D4|9882	3874.2578
TBC1D5|9779	6003.1634	TBC1D5|9779	2755.1519
TBC1D7|51256	274.8682	TBC1D7|51256	270.8837
TBC1D8B|54885	518.1019	TBC1D8B|54885	503.6675
TBC1D8|11138	304.3937	TBC1D8|11138	668.8788
TBC1D9B|23061	5937.0826	TBC1D9B|23061	2032.8327
TBC1D9|23158	1926.5378	TBC1D9|23158	3960.8802
TBCA|6902	1058.348	TBCA|6902	1041.9141
TBCB|1155	1214.5097	TBCB|1155	247.9742
TBCCD1|55171	321.9684	TBCCD1|55171	431.3657
TBCC|6903	385.5888	TBCC|6903	332.8676
TBCD|6904	2256.3163	TBCD|6904	995.3755
TBCEL|219899	646.3972	TBCEL|219899	609.8498
TBCE|6905	269.3849	TBCE|6905	373.7408
TBCK|93627	681.0053	TBCK|93627	941.467
TBK1|29110	539.5431	TBK1|29110	963.6745
TBKBP1|9755	327.5923	TBKBP1|9755	142.1586
TBL1XR1|79718	1961.6872	TBL1XR1|79718	4224.5896
TBL1X|6907	2057.645	TBL1X|6907	1087.6703
TBL2|26608	711.4236	TBL2|26608	559.9022
TBL3|10607	596.4851	TBL3|10607	311.5613
TBPL1|9519	213.0053	TBPL1|9519	329.0255
TBP|6908	212.6538	TBP|6908	397.8344
TBRG1|84897	661.9649	TBRG1|84897	1146.8425
TBRG4|9238	765.2021	TBRG4|9238	638.4911
TBX15|6913	24.6046	TBX15|6913	433.1121
TBX18|9096	18.2777	TBX18|9096	284.3171
TBX19|9095	49.6063	TBX19|9095	198.7426
TBX1|6899	96.6608	TBX1|6899	28.291999999999998
lowly_expressed	lowly_expressed	TBX21|30009	20.6078
TBX2|6909	322.3199	TBX2|6909	41.2155
TBX3|6926	742.0035	TBX3|6926	1984.9808
lowly_expressed	lowly_expressed	TBX5|6910	75.0961
TBX6|6911	10.1933	TBX6|6911	9.4307
TBXA2R|6915	99.8243	TBXA2R|6915	12.2249
TBXAS1|6916	208.4359	TBXAS1|6916	195.9483
TC2N|123036	106.8541	TC2N|123036	5799.5109999999995
TCEA1|6917	879.4376	TCEA1|6917	1971.3587
TCEA2|6919	493.4974	TCEA2|6919	136.9193
TCEA3|6920	575.3954	TCEA3|6920	453.0213
TCEAL1|9338	1368.717	TCEAL1|9338	464.5477
TCEAL2|140597	259.4025	TCEAL2|140597	17.8135
TCEAL3|85012	1704.7452	TCEAL3|85012	101.2924
TCEAL4|79921	7201.406	TCEAL4|79921	918.6168
TCEAL5|340543	59.051	TCEAL5|340543	26.8949
TCEAL6|158931	75.2197	TCEAL6|158931	6.2871
TCEAL7|56849	245.6942	TCEAL7|56849	163.8142
TCEAL8|90843	1233.7434	TCEAL8|90843	1065.6654
TCEANC|170082	17.9262	TCEANC|170082	90.1153
TCEB1|6921	671.3533	TCEB1|6921	462.8013
TCEB2|6923	1684.3585	TCEB2|6923	498.0789
TCEB3|6924	1484.471	TCEB3|6924	1582.4136
TCERG1L|256536	9.4903	lowly_expressed	lowly_expressed
TCERG1|10915	674.5167	TCERG1|10915	1766.6783
TCF12|6938	1753.2513	TCF12|6938	2987.0975
TCF15|6939	5.6239	lowly_expressed	lowly_expressed
TCF19|6941	233.0404	TCF19|6941	353.1261
TCF20|6942	700.8787	TCF20|6942	1456.1649
TCF21|6943	2112.478	lowly_expressed	lowly_expressed
TCF23|150921	71.7047	lowly_expressed	lowly_expressed
TCF25|22980	3086.4675	TCF25|22980	1344.0447
TCF3|6929	1033.0404	TCF3|6929	734.1949
TCF4|6925	2948.6819	TCF4|6925	2788.6832
TCF7L1|83439	907.5571	TCF7L1|83439	1411.4565
TCF7L2|6934	824.9561	TCF7L2|6934	2510.6532
TCF7|6932	61.5114	TCF7|6932	776.8075
TCFL5|10732	338.8401	TCFL5|10732	316.8006
TCHH|7062	8.4359	TCHH|7062	7.6842
TCHP|84260	333.2619	TCHP|84260	339.8603
TCIRG1|10312	766.6081	TCIRG1|10312	359.4132
TCL1A|8115	6.6784	lowly_expressed	lowly_expressed
TCL6|27004	8.0844	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TCN1|6947	51.693999999999996
TCN2|6948	948.3304	TCN2|6948	355.9204
TCOF1|6949	776.4499	TCOF1|6949	494.2368
lowly_expressed	lowly_expressed	TCP10L|140290	16.322
TCP11L1|55346	247.167	TCP11L1|55346	257.7716
TCP11L2|255394	160.9842	TCP11L2|255394	451.6242
TCP11|6954	5.2724	TCP11|6954	7.6842
TCP1|6950	3873.0334	TCP1|6950	4471.6835
TCTA|6988	1171.529	TCTA|6988	709.745
TCTE3|6991	16.1687	TCTE3|6991	83.1296
lowly_expressed	lowly_expressed	TCTEX1D1|200132	10.8278
TCTEX1D2|255758	120.2109	TCTEX1D2|255758	96.7517
TCTEX1D4|343521	7.7329	TCTEX1D4|343521	8.7321
TCTN1|79600	860.6819	TCTN1|79600	679.008
TCTN2|79867	356.0633	TCTN2|79867	656.6539
TCTN3|26123	2245.6942	TCTN3|26123	1646.8739
TDGF1|6997	57.9965	lowly_expressed	lowly_expressed
TDGF3|6998	5.9754	lowly_expressed	lowly_expressed
TDG|6996	508.9631	TDG|6996	736.2906
TDO2|6999	155.3603	lowly_expressed	lowly_expressed
TDP1|55775	298.4183	TDP1|55775	675.1659
TDP2|51567	550.0879	TDP2|51567	914.7747
TDRD10|126668	43.5852	TDRD10|126668	46.4548
lowly_expressed	lowly_expressed	TDRD12|91646	109.9546
lowly_expressed	lowly_expressed	TDRD1|56165	33.181999999999995
TDRD3|81550	356.0633	TDRD3|81550	711.8407
lowly_expressed	lowly_expressed	TDRD5|163589	207.824
lowly_expressed	lowly_expressed	TDRD6|221400	39.8184
TDRD7|23424	334.6221	TDRD7|23424	458.2606
TDRD9|122402	41.1248	TDRD9|122402	56.583999999999996
TDRKH|11022	93.8489	TDRKH|11022	268.9487
TEAD1|7003	2483.304	TEAD1|7003	3803.0038
TEAD2|8463	794.0246	TEAD2|8463	658.051
TEAD3|7005	1368.3656	TEAD3|7005	529.1652
TEAD4|7004	261.5114	TEAD4|7004	83.1296
TECPR1|25851	575.3954	TECPR1|25851	47.8519
TECPR2|9895	964.8506	TECPR2|9895	942.7174
TECR|9524	1237.6098	TECR|9524	1185.1205
TECTA|7007	58.6995	TECTA|7007	15.7178
TEC|7006	28.8225	TEC|7006	94.656
lowly_expressed	lowly_expressed	TEDDM1|127670	6.9857
TEF|7008	674.5167	TEF|7008	621.3762
lowly_expressed	lowly_expressed	TEKT2|27285	19.2106
TEKT3|64518	11.5993	TEKT3|64518	18.8613
TEKT4|150483	9.1388	lowly_expressed	lowly_expressed
TEK|7010	728.6467	TEK|7010	664.3381
TELO2|9894	672.7592	TELO2|9894	156.1299
TENC1|23371	2990.4851	TENC1|23371	2289.2071
TEP1|7011	702.9877	TEP1|7011	1021.6556
lowly_expressed	lowly_expressed	TEPP|374739	5.9378
TERF1|7013	681.5466	TERF1|7013	931.5403
TERF2IP|54386	1910.3691	TERF2IP|54386	1523.9260000000002
TERF2|7014	710.7206	TERF2|7014	690.8837
TESC|54997	169.42	TESC|54997	115.613
TESK1|7016	988.4007	TESK1|7016	497.0311
TESK2|10420	146.9244	TESK2|10420	295.145
TES|26136	1347.6274	TES|26136	2554.2019
TET1|80312	80.8436	TET1|80312	244.8481
TET2|54790	497.0123	TET2|54790	2012.9235
TET3|200424	655.1845	TET3|200424	1072.6511
TEX10|54881	478.7346	TEX10|54881	936.081
TEX14|56155	8.0844	TEX14|56155	13.9714
TEX15|56154	93.8489	lowly_expressed	lowly_expressed
TEX261|113419	2445.6942	TEX261|113419	2406.9158
TEX264|51368	1099.1213	TEX264|51368	347.1883
TEX2|55852	1373.638	TEX2|55852	2895.9134
TEX9|374618	28.1195	TEX9|374618	217.9532
TFAM|7019	415.1142	TFAM|7019	1187.9148
lowly_expressed	lowly_expressed	TFAP2A|7020	2233.6710000000003
lowly_expressed	lowly_expressed	TFAP2B|7021	555.3615
TFAP2C|7022	8.0844	TFAP2C|7022	6009.78
TFAP2E|339488	7.9086	TFAP2E|339488	15.3685
TFAP4|7023	73.8137	TFAP4|7023	155.7806
TFB1M|51106	101.2302	TFB1M|51106	175.6898
TFB2M|64216	327.2408	TFB2M|64216	442.5428
TFCP2L1|29842	14.7627	TFCP2L1|29842	618.5819
TFCP2|7024	561.6872	TFCP2|7024	773.3147
TFDP1|7027	1579.2619	TFDP1|7027	1441.1457
TFDP2|7029	290.6854	TFDP2|7029	523.2274
lowly_expressed	lowly_expressed	TFDP3|51270	9.78
TFE3|7030	2137.4341	TFE3|7030	836.8844
TFEB|7942	244.6397	TFEB|7942	142.5079
TFEC|22797	55.536	TFEC|22797	157.8764
lowly_expressed	lowly_expressed	TFF1|7031	26.1963
TFF3|7033	310.7206	TFF3|7033	271.7429
TFG|10342	2277.6801	TFG|10342	1959.8323
TFIP11|24144	639.7364	TFIP11|24144	556.825
TFPI2|7980	453.4271	TFPI2|7980	45.4069
TFPI|7035	4646.7487	TFPI|7035	1937.4782
TFPT|29844	347.8559	TFPT|29844	19.5739
TFRC|7037	9529.7012	TFRC|7037	1691.9315
TF|7018	5.9754	TF|7018	570.73
TGDS|23483	143.4095	TGDS|23483	398.1837
TGFA|7039	30.58	TGFA|7039	1190.3598
TGFB1I1|7041	1800.0	TGFB1I1|7041	675.8645
TGFB1|7040	1985.2373	TGFB1|7040	251.1352
TGFB2|7042	362.3902	TGFB2|7042	658.4003
TGFB3|7043	640.7733	TGFB3|7043	579.8114
TGFBI|7045	2776.4499	TGFBI|7045	1625.9169
TGFBR1|7046	2043.9367	TGFBR1|7046	2530.5623
TGFBR2|7048	4778.5589	TGFBR2|7048	8378.6238
TGFBR3|7049	5735.3251	TGFBR3|7049	9150.1921
TGFBRAP1|9392	345.5185	TGFBRAP1|9392	408.6622
TGIF1|7050	1155.0088	TGIF1|7050	989.8708
TGIF2|60436	741.4587	TGIF2|60436	1377.066
TGM1|7051	24.6046	TGM1|7051	9.78
TGM2|7052	2832.6889	TGM2|7052	253.2309
TGM3|7053	6.3269	lowly_expressed	lowly_expressed
TGM4|7047	5.2724	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TGM5|9333	55.8854
TGOLN2|10618	7894.5518	TGOLN2|10618	9363.9539
TGS1|96764	483.30400000000003	TGS1|96764	875.6549
TG|7038	16.8717	lowly_expressed	lowly_expressed
TH1L|51497	1138.4886	TH1L|51497	1744.6734
THADA|63892	689.6309	THADA|63892	1636.7447
THAP10|56906	56.239	THAP10|56906	62.5218
THAP11|57215	507.2056	THAP11|57215	498.7775
THAP1|55145	158.8752	THAP1|55145	371.9874
THAP2|83591	127.2408	THAP2|83591	262.3123
THAP3|90326	130.8893	THAP3|90326	97.1394
THAP4|51078	812.6538	THAP4|51078	455.11699999999996
THAP5|168451	375.3954	THAP5|168451	965.7702
THAP6|152815	234.4464	THAP6|152815	558.1558
THAP7|80764	236.3058	THAP7|80764	152.2878
THAP8|199745	120.9139	THAP8|199745	42.2634
THAP9|79725	71.7047	THAP9|79725	346.4897
THBD|7056	2697.3638	THBD|7056	1037.0241
THBS1|7057	83737.0826	THBS1|7057	17062.1725
THBS2|7058	7446.0457	THBS2|7058	2135.5222
THBS3|7059	633.4587	THBS3|7059	444.6979
THBS4|7060	4337.4306	THBS4|7060	64.9668
THEM4|117145	269.5958	THEM4|117145	314.0063
lowly_expressed	lowly_expressed	THEMIS|387357	151.9385
THG1L|54974	179.6134	THG1L|54974	176.3884
THNSL1|79896	224.2531	THNSL1|79896	457.56199999999995
THNSL2|55258	198.9455	THNSL2|55258	490.0454
THOC1|9984	226.362	THOC1|9984	797.4153
THOC2|57187	1282.9525	THOC2|57187	2624.5197
THOC3|84321	524.0773	THOC3|84321	643.0318
THOC4|10189	652.0211	THOC4|10189	203.9818
THOC5|8563	458.6995	THOC5|8563	452.67199999999997
THOC6|79228	312.717	THOC6|79228	134.5162
THOC7|80145	638.6643	THOC7|80145	997.9043
THOP1|7064	515.6415	THOP1|7064	187.5655
THPO|7066	8.7873	THPO|7066	7.335
THRAP3|9967	3355.3603	THRAP3|9967	4147.3978
THRA|7067	1495.2689	THRA|7067	875.2113
THRB|7068	43.5852	THRB|7068	1946.2103
lowly_expressed	lowly_expressed	THRSP|7069	316.10200000000003
THSD1P1|374500	55.1845	THSD1P1|374500	321.8512
THSD1|55901	96.6608	THSD1|55901	263.3601
THSD4|79875	434.4464	THSD4|79875	1797.066
THSD7A|221981	247.8032	THSD7A|221981	95.7038
THSD7B|80731	87.522	THSD7B|80731	99.5459
THTPA|79178	298.0668	THTPA|79178	249.3888
THUMPD1|55623	632.6889	THUMPD1|55623	3195.2497
THUMPD2|80745	94.2004	THUMPD2|80745	521.1317
THUMPD3|25917	675.5712	THUMPD3|25917	1101.6416
THY1|7070	7401.7575	THY1|7070	494.5861
THYN1|29087	524.4288	THYN1|29087	631.8547
TIA1|7072	886.819	TIA1|7072	3771.219
TIAF1|9220	215.40599999999998	TIAF1|9220	444.9005
TIAL1|7073	1097.7153	TIAL1|7073	2400.978
TIAM1|7074	487.522	TIAM1|7074	250.0873
TIAM2|26230	74.8366	TIAM2|26230	339.773
TICAM1|148022	537.0826	TICAM1|148022	401.6766
TICAM2|353376	79.5466	TICAM2|353376	89.4062
TIE1|7075	1792.2671	TIE1|7075	342.2983
TIFA|92610	334.6221	TIFA|92610	743.9749
TIGD1|200765	54.1301	TIGD1|200765	256.3744
TIGD2|166815	81.8981	TIGD2|166815	551.1701
TIGD4|201798	5.2724	TIGD4|201798	35.9762
TIGD5|84948	114.587	TIGD5|84948	18.1628
TIGD6|81789	119.5079	TIGD6|81789	237.8624
TIGD7|91151	198.2425	TIGD7|91151	440.1956
TIGIT|201633	6.6784	TIGIT|201633	43.3112
TIMELESS|8914	493.1459	TIMELESS|8914	304.5756
TIMM10|26519	230.2285	TIMM10|26519	137.9672
TIMM13|26517	1373.9613	TIMM13|26517	160.3213
TIMM16|51025	308.717	TIMM16|51025	59.9546
TIMM17A|10440	1060.4569	TIMM17A|10440	680.4052
TIMM17B|10245	465.0264	TIMM17B|10245	155.4314
TIMM22|29928	368.0141	TIMM22|29928	272.4415
TIMM44|10469	506.8541	TIMM44|10469	150.1921
TIMM50|92609	710.3691	TIMM50|92609	450.227
TIMM8A|1678	96.6608	TIMM8A|1678	168.0056
TIMM8B|26521	640.4218	TIMM8B|26521	233.3217
TIMM9|26520	397.18800000000005	TIMM9|26520	970.3109
TIMP1|7076	68578.9104	TIMP1|7076	1381.4181
TIMP2|7077	28479.7891	TIMP2|7077	11468.7391
TIMP3|7078	5934.2707	TIMP3|7078	22864.1285
TIMP4|7079	43.9367	TIMP4|7079	230.8767
TINAGL1|64129	1381.3708	TINAGL1|64129	1776.109
TINF2|26277	991.5641	TINF2|26277	933.9853
TIPARP|25976	2363.4411	TIPARP|25976	2923.5033
TIPIN|54962	66.4323	TIPIN|54962	132.3786
TIPRL|261726	1101.5817	TIPRL|261726	1362.2075
TIRAP|114609	124.7803	TIRAP|114609	207.4747
TJAP1|93643	555.0088	TJAP1|93643	478.8683
TJP1|7082	3695.9578	TJP1|7082	3355.5711
TJP2|9414	1271.7047	TJP2|9414	1799.1617
lowly_expressed	lowly_expressed	TJP3|27134	136.2207
TK1|7083	180.3163	TK1|7083	78.9382
TK2|7084	1742.355	TK2|7084	930.8418
TKT|7086	4340.5975	TKT|7086	1973.4544
TLCD1|116238	55.536	TLCD1|116238	55.1869
TLE1|7088	1075.2197	TLE1|7088	1292.3507
TLE2|7089	446.3972	TLE2|7089	575.62
TLE3|7090	1007.7329	TLE3|7090	1069.8568
TLE4|7091	971.529	TLE4|7091	1076.1439
TLE6|79816	7.3814	TLE6|79816	10.8278
TLK1|9874	1355.7118	TLK1|9874	2419.8393
TLK2|11011	521.6169	TLK2|11011	863.43
TLL1|7092	80.4921	TLL1|7092	324.8341
TLL2|7093	22.4956	lowly_expressed	lowly_expressed
TLN1|7094	18443.5852	lowly_expressed	lowly_expressed
TLN2|83660	1010.1898	TLN2|83660	1640.9361
lowly_expressed	lowly_expressed	TLR10|81793	85.2253
TLR1|7096	165.9051	TLR1|7096	617.5341
TLR2|7097	191.5641	TLR2|7097	738.7356
TLR3|7098	200.703	TLR3|7098	612.6441
TLR4|7099	1229.877	TLR4|7099	1057.9811
TLR5|7100	410.1933	TLR5|7100	871.1142
TLR6|10333	20.7381	TLR6|10333	75.0961
TLR7|51284	76.2742	TLR7|51284	382.1167
TLR8|51311	34.0949	TLR8|51311	45.0576
TLR9|54106	18.6221	TLR9|54106	21.2679
TM2D1|83941	434.4464	TM2D1|83941	440.4471
TM2D2|83877	1158.1722	TM2D2|83877	893.8177
TM2D3|80213	682.9525	TM2D3|80213	971.0094
TM4SF18|116441	292.4429	TM4SF18|116441	612.6441
TM4SF1|4071	6580.3163	TM4SF1|4071	13675.5152
TM4SF4|7104	10.5448	lowly_expressed	lowly_expressed
TM6SF1|53346	103.3392	TM6SF1|53346	195.59900000000002
TM6SF2|53345	6.6784	lowly_expressed	lowly_expressed
TM7SF2|7108	4721.2654	TM7SF2|7108	439.7485
TM7SF3|51768	2130.4042	TM7SF3|51768	2143.905
TM9SF1|10548	1694.0668	TM9SF1|10548	1335.6584
TM9SF2|9375	3033.0404	TM9SF2|9375	5835.4873
TM9SF3|56889	5527.9438	TM9SF3|56889	9470.8348
TM9SF4|9777	2082.2496	TM9SF4|9777	2076.8425
TMBIM1|64114	2866.7838	TMBIM1|64114	2698.2187
TMBIM4|51643	1205.1248	TMBIM4|51643	1583.0143
TMBIM6|7009	15318.1019	TMBIM6|7009	20771.218999999997
TMC4|147798	35.5009	TMC4|147798	1079.2875
lowly_expressed	lowly_expressed	TMC5|79838	543.4859
TMC6|11322	187.3462	TMC6|11322	171.4984
TMC7|79905	25.6591	TMC7|79905	84.5267
TMC8|147138	75.5712	TMC8|147138	199.7904
TMCC1|23023	554.6573	TMCC1|23023	1018.5121
TMCC2|9911	106.5026	TMCC2|9911	34.9284
TMCC3|57458	604.9209	TMCC3|57458	402.3751
TMCO1|54499	1702.6362	TMCO1|54499	2110.0244
TMCO3|55002	1322.3199	TMCO3|55002	812.4345
TMCO4|255104	556.4148	TMCO4|255104	688.0894
TMCO6|55374	106.8541	TMCO6|55374	347.1883
TMCO7|79613	361.3357	TMCO7|79613	494.9354
TMED10P1|286102	45.3427	TMED10P1|286102	66.0671
TMED10|10972	9348.6819	TMED10|10972	10897.3105
TMED1|11018	939.1775	TMED1|11018	132.9864
TMED2|10959	6139.1916	TMED2|10959	6991.9665
TMED3|23423	1566.9596	TMED3|23423	1117.7087
TMED4|222068	1354.3058	TMED4|222068	985.3301
