gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
TMEM145|284339	41.3655	lowly_expressed	lowly_expressed
TMEM147|10430	2966.6667	TMEM147|10430	941.1765
TMEM149|79713	151.5863	TMEM149|79713	91.639
TMEM14A|28978	1000.0	TMEM14A|28978	309.3848
TMEM14B|81853	1324.0964	TMEM14B|81853	817.692
TMEM14C|51522	2352.2088	TMEM14C|51522	1870.229
TMEM150A|129303	308.8353	TMEM150A|129303	337.225
lowly_expressed	lowly_expressed	TMEM150B|284417	26.9421
TMEM150C|441027	56.6265	TMEM150C|441027	289.6273
TMEM151A|256472	6.0241	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMEM151B|441151	11.2259
TMEM154|201799	180.3213	TMEM154|201799	94.7463
TMEM156|80008	11.245	TMEM156|80008	12.573
TMEM158|25907	27.7108	TMEM158|25907	48.9448
TMEM159|57146	710.4418	TMEM159|57146	1239.3354
TMEM160|54958	81.5261	TMEM160|54958	26.493000000000002
TMEM161A|54929	882.7309	TMEM161A|54929	460.7095
TMEM161B|153396	302.008	TMEM161B|153396	215.9856
TMEM163|81615	554.2169	TMEM163|81615	33.6776
TMEM164|84187	1189.1566	TMEM164|84187	841.9398
TMEM165|55858	1737.751	TMEM165|55858	732.3754
TMEM167A|153339	2410.0402	TMEM167A|153339	1954.1985
TMEM167B|56900	1399.5984	TMEM167B|56900	1427.0319
TMEM168|64418	638.5542	TMEM168|64418	773.2375
TMEM169|92691	5.2209	TMEM169|92691	48.9448
TMEM170A|124491	278.3133	TMEM170A|124491	463.4037
TMEM170B|100113407	232.1285	TMEM170B|100113407	940.2784
TMEM173|340061	427.7108	TMEM173|340061	648.4059
TMEM175|84286	270.6827	TMEM175|84286	436.0126
TMEM176A|55365	2775.1004	TMEM176A|55365	1172.8783
TMEM176B|28959	4700.0	TMEM176B|28959	2262.2362
TMEM177|80775	200.8032	TMEM177|80775	160.3053
TMEM178|130733	19.6787	TMEM178|130733	81.2753
TMEM179B|374395	1159.4378	TMEM179B|374395	876.9645
TMEM17|200728	56.2249	TMEM17|200728	81.2753
TMEM180|79847	183.5341	TMEM180|79847	72.2946
TMEM181|57583	1585.5422	TMEM181|57583	1507.8581
TMEM182|130827	95.1807	TMEM182|130827	135.6084
TMEM183A|92703	2091.1647	TMEM183A|92703	825.3256
TMEM184A|202915	550.3213	TMEM184A|202915	143.0579
TMEM184B|25829	3617.3655	TMEM184B|25829	2545.9138
TMEM184C|55751	601.2048	TMEM184C|55751	644.3646
TMEM185A|84548	602.8112	TMEM185A|84548	653.3453
TMEM185B|79134	360.6426	TMEM185B|79134	561.2932
TMEM186|25880	211.6466	TMEM186|25880	204.3107
TMEM187|8269	275.502	TMEM187|8269	270.7678
TMEM188|255919	252.2088	TMEM188|255919	260.4401
lowly_expressed	lowly_expressed	TMEM189-UBE2V1|387522	6.2236
TMEM189|387521	1934.1365	TMEM189|387521	1187.2519
TMEM18|129787	480.7229	TMEM18|129787	775.0337
TMEM191A|84222	28.9157	TMEM191A|84222	6.7355
TMEM192|201931	624.8996	TMEM192|201931	645.2627
TMEM194A|23306	997.5904	TMEM194A|23306	422.9906
TMEM194B|100131211	145.3815	TMEM194B|100131211	137.4046
lowly_expressed	lowly_expressed	TMEM195|392636	34.5757
TMEM198|130612	169.8795	TMEM198|130612	35.9228
TMEM199|147007	844.5783	TMEM199|147007	377.189
TMEM19|55266	927.3092	TMEM19|55266	747.1935
TMEM200A|114801	230.9237	TMEM200A|114801	160.7544
TMEM200B|399474	370.9438	TMEM200B|399474	229.2187
TMEM200C|645369	5.2209	TMEM200C|645369	12.1239
TMEM201|199953	225.3012	TMEM201|199953	316.5694
TMEM203|94107	879.1165	TMEM203|94107	782.6673
TMEM204|79652	263.0522	TMEM204|79652	616.5245
TMEM205|374882	1722.0884	TMEM205|374882	1180.0629
TMEM206|55248	313.6546	TMEM206|55248	108.6664
TMEM208|29100	875.1004	TMEM208|29100	408.6215
TMEM209|84928	1585.5422	TMEM209|84928	596.7669999999999
TMEM20|159371	35.743	TMEM20|159371	193.0849
TMEM213|155006	14.8594	TMEM213|155006	91.6031
TMEM214|54867	3631.7269	TMEM214|54867	2517.2878
TMEM215|401498	738.1526	lowly_expressed	lowly_expressed
TMEM216|51259	125.3012	TMEM216|51259	294.5667
TMEM217|221468	21.5382	TMEM217|221468	20.8442
TMEM218|219854	410.8434	TMEM218|219854	362.3709
TMEM219|124446	2417.6707	TMEM219|124446	2091.154
TMEM220|388335	21.2851	TMEM220|388335	298.159
TMEM222|84065	613.6546	TMEM222|84065	805.568
TMEM223|79064	243.3735	TMEM223|79064	228.5586
TMEM229B|161145	97.5904	TMEM229B|161145	386.6188
TMEM22|80723	31.3253	TMEM22|80723	457.5662
TMEM231|79583	30.5221	TMEM231|79583	249.1828
TMEM232|642987	24.0964	TMEM232|642987	10.7768
TMEM233|387890	8.0321	TMEM233|387890	6.2865
TMEM25|84866	1485.9438	TMEM25|84866	647.5079
TMEM26|219623	254.8675	TMEM26|219623	162.8379
TMEM27|57393	21.6867	TMEM27|57393	25.1459
TMEM2|23670	689.1566	TMEM2|23670	1334.9798
TMEM30A|55754	3436.9478	TMEM30A|55754	3331.8366
TMEM30B|161291	1011.6466	TMEM30B|161291	684.7777
TMEM33|55161	1790.3614	TMEM33|55161	966.3224
TMEM35|59353	26.506	TMEM35|59353	66.0081
TMEM37|140738	449.3976	TMEM37|140738	2499.3264
TMEM38A|79041	102.4096	TMEM38A|79041	63.3139
TMEM38B|55151	21.6867	TMEM38B|55151	78.5811
TMEM39A|55254	511.245	TMEM39A|55254	603.9515
TMEM39B|55116	244.9799	TMEM39B|55116	357.4315
lowly_expressed	lowly_expressed	TMEM40|55287	17.9614
TMEM41A|90407	886.3454	TMEM41A|90407	511.0013
TMEM41B|440026	751.8072	TMEM41B|440026	422.5415
TMEM42|131616	152.2088	TMEM42|131616	303.0983
TMEM43|79188	2083.9357	TMEM43|79188	4402.335
TMEM44|93109	254.2169	TMEM44|93109	242.0296
TMEM45A|55076	487.1486	TMEM45A|55076	248.7652
TMEM45B|120224	775.502	TMEM45B|120224	39.9641
TMEM47|83604	350.2008	TMEM47|83604	1619.2187
TMEM48|55706	1238.9558	TMEM48|55706	251.9084
TMEM49|81671	3238.9558	TMEM49|81671	2047.1486
TMEM50A|23585	1955.8233	TMEM50A|23585	2806.9017
TMEM50B|757	1365.8635	TMEM50B|757	1005.3884
TMEM51|55092	203.6145	TMEM51|55092	166.5918
TMEM52|339456	40.9639	TMEM52|339456	30.0853
TMEM53|79639	193.75900000000001	TMEM53|79639	190.5703
TMEM54|113452	3197.5904	TMEM54|113452	502.9187
TMEM55A|55529	184.3373	TMEM55A|55529	305.3435
TMEM55B|90809	259.4378	TMEM55B|90809	496.6322
TMEM56|148534	441.4337	TMEM56|148534	632.564
TMEM57|55219	621.6867	TMEM57|55219	740.4580000000001
TMEM59L|25789	12.8514	TMEM59L|25789	23.7988
TMEM59|9528	11781.5863	TMEM59|9528	5665.4692
TMEM5|10329	267.4699	TMEM5|10329	288.7292
TMEM60|85025	234.1365	TMEM60|85025	286.035
TMEM61|199964	100.0	TMEM61|199964	50.2919
TMEM62|80021	1302.8112	TMEM62|80021	419.8473
TMEM63A|9725	1299.1968	TMEM63A|9725	1880.5568
TMEM63B|55362	3406.4257	TMEM63B|55362	686.5739
TMEM63C|57156	532.9317	TMEM63C|57156	38.1679
TMEM64|169200	1390.7631	TMEM64|169200	754.8271
TMEM65|157378	216.0643	TMEM65|157378	329.5914
TMEM66|51669	13795.1807	TMEM66|51669	5986.978
TMEM67|91147	162.6506	TMEM67|91147	170.1841
TMEM68|137695	504.4177	TMEM68|137695	311.63
TMEM69|51249	1202.008	TMEM69|51249	586.8882
TMEM70|54968	708.0321	TMEM70|54968	482.7122
TMEM71|137835	8.4337	TMEM71|137835	258.6439
lowly_expressed	lowly_expressed	TMEM74|157753	5.3884
TMEM79|84283	244.9799	TMEM79|84283	173.3273
TMEM80|283232	386.3454	TMEM80|283232	507.4091
TMEM81|388730	42.1687	TMEM81|388730	39.066
TMEM84|283673	71.8876	TMEM84|283673	79.9282
TMEM85|51234	2604.7711	TMEM85|51234	1226.2910000000002
TMEM86A|144110	481.1205	TMEM86A|144110	192.0745
TMEM86B|255043	33.7349	TMEM86B|255043	46.2506
TMEM87A|25963	4144.5783	TMEM87A|25963	2982.9367
TMEM87B|84910	1257.8313	TMEM87B|84910	709.0256
TMEM88|92162	14.4578	TMEM88|92162	89.3579
TMEM8A|58986	824.8996	TMEM8A|58986	628.1994
TMEM8B|51754	510.4418	TMEM8B|51754	723.8437
lowly_expressed	lowly_expressed	TMEM90A|646658	5.8374
TMEM90B|79953	23.2932	TMEM90B|79953	19.7575
TMEM91|641649	42.2249	TMEM91|641649	126.1787
TMEM93|83460	321.5502	TMEM93|83460	178.62599999999998
TMEM97|27346	1851.1968	TMEM97|27346	232.9546
TMEM98|26022	1485.1406	TMEM98|26022	1143.6911
TMEM99|147184	846.988	TMEM99|147184	288.7292
TMEM9B|56674	1718.0723	TMEM9B|56674	1062.8648
TMEM9|252839	4459.0361	TMEM9|252839	1414.4589
TMF1|7110	1799.5984	TMF1|7110	1251.4594
lowly_expressed	lowly_expressed	TMIE|259236	15.2672
TMLHE|55217	212.4498	TMLHE|55217	333.6327
TMOD1|7111	42.3213	TMOD1|7111	442.7571
TMOD2|29767	132.9317	TMOD2|29767	788.5047
TMOD3|29766	2857.0281	TMOD3|29766	1202.0656
TMPO|7112	3330.2490000000003	TMPO|7112	769.4342
TMPPE|643853	42.9719	TMPPE|643853	34.5757
TMPRSS13|84000	832.5301	TMPRSS13|84000	420.7454
lowly_expressed	lowly_expressed	TMPRSS2|7113	954.6475
TMPRSS3|64699	21.2851	TMPRSS3|64699	572.07
TMPRSS4|56649	2344.9799	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMPRSS5|80975	15.7162
TMPRSS6|164656	1491.9679	TMPRSS6|164656	7.1846
TMPRSS9|360200	28.5141	lowly_expressed	lowly_expressed
TMSB10|9168	5782.3293	TMSB10|9168	11657.3866
lowly_expressed	lowly_expressed	TMSB15A|11013	15.7162
TMSB15B|286527	6.0241	TMSB15B|286527	46.2506
TMSL3|7117	13735.743	TMSL3|7117	22858.1051
TMTC1|83857	1428.9157	TMTC1|83857	2771.4414
TMTC2|160335	102.4096	TMTC2|160335	262.6852
TMTC3|160418	1159.4378	TMTC3|160418	625.0561
TMTC4|84899	356.6265	TMTC4|84899	255.9497
TMUB1|83590	563.0522	TMUB1|83590	320.6107
TMUB2|79089	1163.8554	TMUB2|79089	929.9506
TMX1|81542	726.1044	TMX1|81542	727.885
TMX2|51075	1734.5382	TMX2|51075	1717.7728
TMX3|54495	1155.8233	TMX3|54495	1194.881
TMX4|56255	907.2289	TMX4|56255	824.8765
TNC|3371	1194.3775	TNC|3371	4001.3471
TNFAIP1|7126	1750.7189	TNFAIP1|7126	1864.3646
TNFAIP2|7127	927.7108	TNFAIP2|7127	2155.815
TNFAIP3|7128	360.6426	TNFAIP3|7128	1004.0413
TNFAIP6|7130	174.2972	TNFAIP6|7130	208.352
TNFAIP8L1|126282	620.8835	TNFAIP8L1|126282	103.27799999999999
TNFAIP8L2|79626	52.6104	TNFAIP8L2|79626	61.5177
TNFAIP8L3|388121	191.1647	TNFAIP8L3|388121	63.3139
TNFAIP8|25816	320.8835	TNFAIP8|25816	522.2272
TNFRSF10A|8797	303.2129	TNFRSF10A|8797	134.2613
TNFRSF10B|8795	1462.6506	TNFRSF10B|8795	981.1405
TNFRSF10C|8794	32.5301	TNFRSF10C|8794	34.5757
TNFRSF10D|8793	14.8594	TNFRSF10D|8793	273.9111
TNFRSF11A|8792	27.3092	TNFRSF11A|8792	145.0382
TNFRSF11B|4982	56.6265	TNFRSF11B|4982	239.3354
TNFRSF12A|51330	576.3052	TNFRSF12A|51330	312.9771
lowly_expressed	lowly_expressed	TNFRSF13B|23495	10.7768
lowly_expressed	lowly_expressed	TNFRSF13C|115650	5.8374
TNFRSF14|8764	297.6787	TNFRSF14|8764	842.097
lowly_expressed	lowly_expressed	TNFRSF17|608	50.7409
TNFRSF18|8784	365.8635	TNFRSF18|8784	18.4104
TNFRSF19|55504	122.49	TNFRSF19|55504	298.159
TNFRSF1A|7132	2214.8594	TNFRSF1A|7132	2554.1087
TNFRSF1B|7133	442.5703	TNFRSF1B|7133	1370.0045
TNFRSF21|27242	372.2892	TNFRSF21|27242	3041.7602
lowly_expressed	lowly_expressed	TNFRSF25|8718	103.727
TNFRSF4|7293	24.0964	TNFRSF4|7293	39.9641
TNFRSF6B|8771	13.1687	TNFRSF6B|8771	19.2726
TNFRSF8|943	8.0321	TNFRSF8|943	59.2726
TNFSF10|8743	445.3815	TNFSF10|8743	4321.5088
lowly_expressed	lowly_expressed	TNFSF11|8600	27.3911
TNFSF12-TNFSF13|407977	36.1084	TNFSF12-TNFSF13|407977	211.1271
TNFSF12|8742	606.8795	TNFSF12|8742	1270.7678
TNFSF13B|10673	30.5221	TNFSF13B|10673	35.9228
TNFSF13|8741	1218.0602	TNFSF13|8741	625.8734
lowly_expressed	lowly_expressed	TNFSF15|9966	18.8595
TNFSF4|7292	84.73899999999999	TNFSF4|7292	31.8815
TNFSF8|944	35.743	TNFSF8|944	32.3305
TNFSF9|8744	5.2209	TNFSF9|8744	13.9201
TNF|7124	6.0241	TNF|7124	11.2259
TNIK|23043	39.759	TNIK|23043	261.3381
TNIP1|10318	1890.3614	TNIP1|10318	5373.1477
TNIP2|79155	333.3333	TNIP2|79155	422.0925
TNK1|8711	338.5542	TNK1|8711	319.7126
TNK2|10188	877.0562	TNK2|10188	1062.4248
TNKS1BP1|85456	2861.8474	TNKS1BP1|85456	4903.9066
TNKS2|80351	772.2892	TNKS2|80351	1826.2236
TNKS|8658	1430.3052	TNKS|8658	1339.991
lowly_expressed	lowly_expressed	TNMD|64102	800.6286
lowly_expressed	lowly_expressed	TNNC2|7125	13.022
TNNI1|7135	22.49	TNNI1|7135	12.573
lowly_expressed	lowly_expressed	TNNI2|7136	13.022
lowly_expressed	lowly_expressed	TNNI3K|51086	36.8792
TNNT1|7138	197.5904	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TNNT2|7139	6.2865
lowly_expressed	lowly_expressed	TNNT3|7140	245.1729
TNN|63923	352.2088	TNN|63923	941.1765
TNPO1|3842	2376.7068	TNPO1|3842	2481.8141
TNPO2|30000	2064.257	TNPO2|30000	2159.8563
TNPO3|23534	1530.1205	TNPO3|23534	1116.749
TNRC18|84629	3111.245	TNRC18|84629	1868.8819
TNRC6A|27327	698.7952	TNRC6A|27327	1753.48
TNRC6B|23112	502.4096	TNRC6B|23112	1088.0108
TNRC6C|57690	728.8474	TNRC6C|57690	594.2479
TNS1|7145	2771.4859	TNS1|7145	31004.0413
TNS3|64759	2162.6506	TNS3|64759	5065.11
TNS4|84951	2986.7470000000003	TNS4|84951	2096.0934
TNXB|7148	184.0884	TNXB|7148	15585.4288
TOB1|10140	10301.1928	TOB1|10140	1895.3076
TOB2|10766	1927.7108	TOB2|10766	2783.5653
TOE1|114034	425.8474	TOE1|114034	238.2263
TOLLIP|54472	771.4859	TOLLIP|54472	1172.4293
TOM1L1|10040	2126.0884	TOM1L1|10040	664.4948
TOM1L2|146691	861.0442	TOM1L2|146691	2048.0467
TOM1|10043	1224.498	TOM1|10043	1226.3134
TOMM20|9804	7793.9759	TOMM20|9804	5667.2654
TOMM22|56993	1595.1807	TOMM22|56993	925.4603
TOMM34|10953	1673.0924	TOMM34|10953	595.8689
TOMM40L|84134	419.4016	TOMM40L|84134	419.7665
TOMM40|10452	1135.743	TOMM40|10452	421.1944
TOMM5|401505	974.6988	TOMM5|401505	699.5779
TOMM6|100188893	2259.759	TOMM6|100188893	1604.6789
TOMM70A|9868	3361.4337	TOMM70A|9868	2134.7104
TOMM7|54543	1433.3333	TOMM7|54543	2744.4993
TOP1MT|116447	483.1325	TOP1MT|116447	383.4755
TOP1P1|7151	137.3494	TOP1P1|7151	71.8455
TOP1|7150	5208.8353	TOP1|7150	1704.5352
TOP2A|7153	5982.7309	TOP2A|7153	106.8702
TOP2B|7155	3573.494	TOP2B|7155	3356.5335
TOP3A|7156	651.8072	TOP3A|7156	413.5608
TOP3B|8940	220.4819	TOP3B|8940	293.2196
TOPBP1|11073	1720.8835	TOPBP1|11073	837.8985
TOPORS|10210	518.8755	TOPORS|10210	717.5573
TOR1AIP1|26092	1934.9398	TOR1AIP1|26092	2107.3193
TOR1AIP2|163590	542.5703	TOR1AIP2|163590	420.2964
TOR1A|1861	955.4217	TOR1A|1861	833.8572
TOR1B|27348	795.1807	TOR1B|27348	471.4863
TOR2A|27433	392.7711	TOR2A|27433	142.793
TOR3A|64222	2946.1847	TOR3A|64222	736.8657
TOX2|84969	20.0803	TOX2|84969	84.4185
TOX3|27324	2144.5783	TOX3|27324	86.2146
TOX4|9878	1381.3133	TOX4|9878	1928.1096
TOX|9760	8.8353	TOX|9760	69.6004
lowly_expressed	lowly_expressed	TP53AIP1|63970	58.3745
TP53BP1|7158	1982.3293	TP53BP1|7158	1090.2559
TP53BP2|7159	111.245	TP53BP2|7159	877.4136
TP53I11|9537	3736.1446	TP53I11|9537	2224.9663
TP53I13|90313	520.4819	TP53I13|90313	340.3682
TP53I3|9540	175.502	TP53I3|9540	426.5828
TP53INP1|94241	868.2731	TP53INP1|94241	819.9371
TP53INP2|58476	900.0	TP53INP2|58476	811.8545
TP53RK|112858	601.6064	TP53RK|112858	321.9578
TP53TG1|11257	577.9116	TP53TG1|11257	263.5833
TP53|7157	1988.755	TP53|7157	1290.5254
TP63|8626	420.0803	TP63|8626	1486.3044
TP73|7161	68.2731	TP73|7161	62.8648
TPBG|7162	1302.4096	TPBG|7162	521.7782
TPCN1|53373	1138.9558	TPCN1|53373	1766.0529999999999
TPCN2|219931	218.1124	TPCN2|219931	397.8087
TPD52L1|7164	728.9157	TPD52L1|7164	1278.8505
TPD52L2|7165	1907.6305	TPD52L2|7165	2729.6812
TPD52|7163	7651.5944	TPD52|7163	991.1944
lowly_expressed	lowly_expressed	TPH1|7166	5.3884
TPI1P2|286016	40.9639	TPI1P2|286016	13.022
TPI1|7167	6657.8313	TPI1|7167	3694.2075
TPK1|27010	64.257	TPK1|27010	88.9088
TPM1|7168	5410.6667	TPM1|7168	5542.2631
TPM2|7169	967.0683	TPM2|7169	2758.8684
TPM3|7170	13159.4378	TPM3|7170	4021.1046
TPM4|7171	23036.5462	TPM4|7171	10434.6655
TPMT|7172	1000.8032	TPMT|7172	351.145
TPO|7173	8.4337	TPO|7173	32.7795
TPP1|1200	4787.1486	TPP1|1200	3677.5932
TPP2|7174	758.2329	TPP2|7174	1021.1046
TPPP3|51673	73.0924	TPPP3|51673	1197.1262
TPPP|11076	121.6867	TPPP|11076	500.6736
TPRA1|131601	636.1446	TPRA1|131601	685.2268
TPRG1L|127262	793.5743	TPRG1L|127262	2027.8401
TPRG1|285386	2275.502	TPRG1|285386	450.3817
TPRKB|51002	360.241	TPRKB|51002	235.2941
TPRN|286262	543.3735	TPRN|286262	156.7131
lowly_expressed	lowly_expressed	TPRXL|348825	6.7355
TPR|7175	5158.6908	TPR|7175	3638.6664
TPSAB1|7177	318.8755	TPSAB1|7177	287.8312
TPSB2|64499	469.8795	TPSB2|64499	431.9713
TPSD1|23430	5.6225	TPSD1|23430	5.8374
TPST1|8460	77.51	TPST1|8460	317.9165
TPST2|8459	496.7871	TPST2|8459	1057.9255
TPT1|7178	35772.6908	TPT1|7178	59389.312999999995
lowly_expressed	lowly_expressed	TPTE2P1|646405	20.6556
TPX2|22974	2047.7912	TPX2|22974	92.5011
TRA2A|29896	1474.2972	TRA2A|29896	1054.3332
TRA2B|6434	1887.1486	TRA2B|6434	2350.696
TRABD|80305	675.502	TRABD|80305	357.8806
TRADD|8717	288.3534	TRADD|8717	245.1729
TRAF1|7185	79.5181	TRAF1|7185	218.2308
TRAF2|7186	360.241	TRAF2|7186	229.4567
TRAF3IP1|26146	704.8193	TRAF3IP1|26146	482.2631
TRAF3IP2|10758	361.8474	TRAF3IP2|10758	1210.5972
TRAF3IP3|80342	51.4056	TRAF3IP3|80342	59.2726
TRAF3|7187	112.8514	TRAF3|7187	227.6605
TRAF4|9618	1409.6386	TRAF4|9618	726.987
TRAF5|7188	477.51	TRAF5|7188	340.3682
TRAF6|7189	101.2048	TRAF6|7189	321.5088
TRAF7|84231	2297.0241	TRAF7|84231	1451.7423
TRAFD1|10906	881.5261	TRAFD1|10906	802.8738
TRAIP|10293	332.1285	TRAIP|10293	42.2093
TRAK1|22906	1590.3614	TRAK1|22906	2264.9304
TRAK2|66008	1333.3333	TRAK2|66008	1718.0063
TRAM1L1|133022	194.7791	TRAM1L1|133022	82.6224
TRAM1|23471	4901.6064	TRAM1|23471	3551.4145
TRAM2|9697	839.7589999999999	TRAM2|9697	1565.3345
TRANK1|9881	526.1044	TRANK1|9881	710.3727
TRAP1|10131	1853.9277	TRAP1|10131	1400.4579999999999
TRAPPC10|7109	1208.8353	TRAPPC10|7109	1246.52
TRAPPC1|58485	1175.9036	TRAPPC1|58485	1136.9555
TRAPPC2L|51693	661.4458	TRAPPC2L|51693	466.0979
TRAPPC2P1|10597	168.8474	TRAPPC2P1|10597	141.7737
TRAPPC2|6399	268.2731	TRAPPC2|6399	317.0184
TRAPPC3|27095	1265.4618	TRAPPC3|27095	1122.5864
TRAPPC4|51399	783.9357	TRAPPC4|51399	625.5052
TRAPPC5|126003	708.4337	TRAPPC5|126003	299.9551
TRAPPC6A|79090	495.5823	TRAPPC6A|79090	247.8671
TRAPPC6B|122553	353.01199999999994	TRAPPC6B|122553	778.6260000000001
TRAPPC9|83696	1438.5542	TRAPPC9|83696	629.5465
lowly_expressed	lowly_expressed	TRAT1|50852	6.7355
TRDMT1|1787	33.3333	TRDMT1|1787	113.1567
lowly_expressed	lowly_expressed	TRDN|10345	32.3305
TREM1|54210	36.5462	TREM1|54210	11.2259
TREM2|54209	621.2851	TREM2|54209	173.7764
lowly_expressed	lowly_expressed	TREML1|340205	5.8374
TRERF1|55809	1016.4659	TRERF1|55809	309.3848
TREX1|11277	339.9518	TREX1|11277	339.5959
lowly_expressed	lowly_expressed	TRHDE|29953	71.8994
TRH|7200	3761.8474	lowly_expressed	lowly_expressed
TRIAP1|51499	599.1968	TRIAP1|51499	453.974
TRIB1|10221	7836.1446	TRIB1|10221	3406.3763
TRIB2|28951	1001.2048	TRIB2|28951	1095.1953
TRIB3|57761	1271.0843	TRIB3|57761	324.652
TRIL|9865	101.6064	TRIL|9865	675.3480000000001
TRIM11|81559	650.6024	TRIM11|81559	282.4427
TRIM13|10206	337.8635	TRIM13|10206	695.4423
TRIM14|9830	717.6707	TRIM14|9830	646.1608
TRIM16L|147166	171.2771	TRIM16L|147166	188.5631
TRIM16|10626	844.4016	TRIM16|10626	550.0674
TRIM17|51127	60.24100000000001	TRIM17|51127	30.9834
TRIM21|6737	153.4137	TRIM21|6737	411.3157
TRIM22|10346	227.7108	TRIM22|10346	1214.1895
TRIM23|373	396.3855	TRIM23|373	468.7921
TRIM24|8805	801.6064	TRIM24|8805	552.7616
TRIM25|7706	455.8233	TRIM25|7706	1118.4014
TRIM26|7726	1291.9679	TRIM26|7726	1096.0934
TRIM27|5987	1361.4458	TRIM27|5987	1072.2946
TRIM28|10155	6278.7149	TRIM28|10155	3670.4086
TRIM29|23650	679.9197	TRIM29|23650	4344.4095
TRIM2|23321	420.0803	TRIM2|23321	1927.2564
TRIM32|22954	553.8153	TRIM32|22954	628.6484
TRIM33|51592	1442.5703	TRIM33|51592	1088.9088
TRIM34|53840	160.6426	TRIM34|53840	262.2362
TRIM35|23087	446.5863	TRIM35|23087	515.4917
TRIM36|55521	68.2731	TRIM36|55521	25.1459
TRIM37|4591	1264.9799	TRIM37|4591	558.599
TRIM38|10475	360.241	TRIM38|10475	512.3485
TRIM39|56658	364.1847	TRIM39|56658	403.1971
TRIM3|10612	475.1004	TRIM3|10612	220.925
TRIM41|90933	680.6627	TRIM41|90933	535.8419
TRIM44|54765	1179.9197	TRIM44|54765	1352.9412
TRIM45|80263	492.3695	TRIM45|80263	149.9775
TRIM46|80128	16.8675	TRIM46|80128	26.493000000000002
TRIM47|91107	1212.4498	TRIM47|91107	607.9928
TRIM4|89122	979.1165	TRIM4|89122	1376.74
lowly_expressed	lowly_expressed	TRIM50|135892	7.1846
TRIM52|84851	91.9679	TRIM52|84851	189.4926
TRIM55|84675	88.3534	lowly_expressed	lowly_expressed
TRIM56|81844	120.8835	TRIM56|81844	353.8392
TRIM58|25893	436.6426	TRIM58|25893	164.3467
TRIM59|286827	207.5823	TRIM59|286827	64.2524
TRIM5|85363	234.1807	TRIM5|85363	555.7207
lowly_expressed	lowly_expressed	TRIM61|391712	7.6336
TRIM62|55223	222.0884	TRIM62|55223	134.2613
lowly_expressed	lowly_expressed	TRIM63|84676	5.3884
TRIM65|201292	532.9317	TRIM65|201292	432.8693
TRIM66|9866	151.004	TRIM66|9866	609.789
TRIM68|55128	41.3655	TRIM68|55128	383.9246
lowly_expressed	lowly_expressed	TRIM69|140691	23.3498
TRIM6|117854	283.5341	TRIM6|117854	265.8285
lowly_expressed	lowly_expressed	TRIM78P|117852	16.3493
TRIM7|81786	42.1687	TRIM7|81786	48.9448
TRIM8|81603	2095.9839	TRIM8|81603	3003.1432
TRIM9|114088	43.7751	TRIM9|114088	61.0687
TRIOBP|11078	1417.2691	TRIOBP|11078	2103.7719
TRIO|7204	1236.1446	TRIO|7204	2573.8662
TRIP10|9322	731.3253	TRIP10|9322	1375.3929
TRIP11|9321	865.4618	TRIP11|9321	1111.8096
TRIP12|9320	3454.2169	TRIP12|9320	3815.8958
TRIP13|9319	832.9317	TRIP13|9319	44.4544
TRIP4|9325	555.8233	TRIP4|9325	511.0013
TRIP6|7205	1820.0803	TRIP6|7205	1188.5945
TRIT1|54802	333.3333	TRIT1|54802	328.6933
TRMT112|51504	1926.9076	TRMT112|51504	1267.6246
TRMT11|60487	116.0643	TRMT11|60487	283.7899
TRMT12|55039	659.8394	TRMT12|55039	264.4814
TRMT1|55621	451.004	TRMT1|55621	462.9546
TRMT2A|27037	517.6707	TRMT2A|27037	481.3651
TRMT2B|79979	644.9799	TRMT2B|79979	405.4782
TRMT5|57570	242.9719	TRMT5|57570	543.7809
TRMT61A|115708	158.2329	TRMT61A|115708	238.8864
TRMT61B|55006	244.1968	TRMT61B|55006	249.4432
TRMT6|51605	316.8675	TRMT6|51605	265.3794
TRMU|55687	177.51	TRMU|55687	168.83700000000002
TRNAU1AP|54952	252.2088	TRNAU1AP|54952	295.4648
TRNP1|388610	30.9237	TRNP1|388610	219.1289
TRNT1|51095	328.2771	TRNT1|51095	238.9987
TROAP|10024	456.2249	TROAP|10024	9.4297
TROVE2|6738	1446.5261	TROVE2|6738	910.0089999999999
TRO|7216	77.51	TRO|7216	342.6134
TRPA1|8989	846.4096	lowly_expressed	lowly_expressed
TRPC1|7220	31.3253	lowly_expressed	lowly_expressed
TRPC4AP|26133	2508.8353	TRPC4AP|26133	3154.9169
TRPC4|7223	5.6225	lowly_expressed	lowly_expressed
TRPC6|7225	77.1084	TRPC6|7225	199.3714
TRPM2|7226	89.1566	TRPM2|7226	175.5725
lowly_expressed	lowly_expressed	TRPM3|80036	6.2865
TRPM4|54795	1287.9518	TRPM4|54795	644.3646
lowly_expressed	lowly_expressed	TRPM6|140803	65.559
TRPM7|54822	1532.1285	TRPM7|54822	1205.2088
TRPS1|7227	10045.7831	TRPS1|7227	4028.7382
