gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
TRPT1|83707	282.7309	TRPT1|83707	303.9964
TRPV1|7442	191.9679	TRPV1|7442	215.2043
TRPV2|51393	132.9317	TRPV2|51393	262.2362
TRPV4|59341	143.7751	TRPV4|59341	350.69599999999997
TRPV6|55503	18.0723	TRPV6|55503	286.4841
TRRAP|8295	2367.3815	TRRAP|8295	2131.9623
TRUB1|142940	685.1406	TRUB1|142940	317.0184
TRUB2|26995	1061.4458	TRUB2|26995	475.9767
TSC1|7248	470.6827	TSC1|7248	1066.0081
TSC22D1|8848	3651.4056	TSC22D1|8848	9122.1374
TSC22D2|9819	416.4659	TSC22D2|9819	612.9322
TSC22D3|1831	5176.7068	TSC22D3|1831	13278.4014
TSC22D4|81628	838.5542	TSC22D4|81628	1080.3772
TSC2|7249	1503.2129	TSC2|7249	1659.1828
TSEN15|116461	982.3293	TSEN15|116461	414.4589
TSEN2|80746	204.4177	TSEN2|80746	168.388
TSEN34|79042	1733.3333	TSEN34|79042	686.1248
TSEN54|283989	700.0	TSEN54|283989	224.5173
TSFM|10102	849.7992	TSFM|10102	464.7508
TSG101|7251	1334.5382	TSG101|7251	1351.5941
TSGA10|80705	36.9478	TSGA10|80705	100.5837
TSGA14|95681	378.7149	TSGA14|95681	269.8698
lowly_expressed	lowly_expressed	TSHR|7253	8.9807
TSHZ1|10194	597.992	TSHZ1|10194	1229.0076
TSHZ2|128553	114.4578	TSHZ2|128553	713.0669
TSHZ3|57616	255.8233	TSHZ3|57616	429.7261
TSIX|9383	51.6265	TSIX|9383	26.8657
lowly_expressed	lowly_expressed	TSKS|60385	9.8788
TSKU|25987	1179.1165	TSKU|25987	6265.3794
lowly_expressed	lowly_expressed	TSLP|85480	82.1733
TSNARE1|203062	129.3173	TSNARE1|203062	208.8011
TSNAXIP1|55815	14.0562	TSNAXIP1|55815	15.2672
TSNAX|7257	1621.6867	TSNAX|7257	881.0058
TSN|7247	1617.6707	TSN|7247	1721.1495
TSPAN10|83882	93.1727	TSPAN10|83882	21.1046
TSPAN11|441631	37.751	TSPAN11|441631	244.2748
TSPAN12|23554	77.9116	TSPAN12|23554	390.6601
TSPAN13|27075	9638.5542	TSPAN13|27075	1331.3875
TSPAN14|81619	2309.2369	TSPAN14|81619	4070.4984
TSPAN15|23555	2437.3494	TSPAN15|23555	1872.0251
TSPAN17|26262	913.6546	TSPAN17|26262	519.0840000000001
TSPAN18|90139	424.0964	TSPAN18|90139	1186.3493
TSPAN1|10103	10875.1004	TSPAN1|10103	247.8671
TSPAN2|10100	80.7229	TSPAN2|10100	251.0103
TSPAN31|6302	1392.7711	TSPAN31|6302	1314.3242
lowly_expressed	lowly_expressed	TSPAN32|10077	20.2066
TSPAN33|340348	486.3454	TSPAN33|340348	358.7786
TSPAN3|10099	4435.3414	TSPAN3|10099	6772.3395
TSPAN4|7106	718.0723	TSPAN4|7106	1404.5802
TSPAN5|10098	95.9839	TSPAN5|10098	86.6637
TSPAN6|7105	1040.1606	TSPAN6|7105	1277.0543
TSPAN7|7102	94.7791	TSPAN7|7102	1477.3238
lowly_expressed	lowly_expressed	TSPAN8|7103	25.1459
TSPAN9|10867	1082.3293	TSPAN9|10867	1567.1307
TSPO|706	1236.9478	TSPO|706	1560.3952
TSPYL1|7259	1616.4217	TSPYL1|7259	2244.1401
TSPYL2|64061	206.4257	TSPYL2|64061	953.7494
TSPYL3|128854	20.0803	TSPYL3|128854	39.9641
TSPYL4|23270	299.1968	TSPYL4|23270	785.3615
TSPYL5|85453	195.1807	TSPYL5|85453	928.1545
TSR1|55720	1345.7791	TSR1|55720	1016.8029
TSR2|90121	649.3976	TSR2|90121	570.2739
TSSC1|7260	488.3534	TSSC1|7260	277.0543
TSSC4|10078	274.6988	TSSC4|10078	329.1423
TSSK3|81629	9.8755	TSSK3|81629	39.2456
lowly_expressed	lowly_expressed	TSSK4|283629	13.9201
TSSK6|83983	18.4739	TSSK6|83983	11.2259
TSTA3|7264	1834.9398	TSTA3|7264	475.5276
TSTD1|100131187	1886.3454	TSTD1|100131187	449.0346
TSTD2|158427	446.8353	TSTD2|158427	598.7876
TST|7263	1294.3775	TST|7263	831.163
lowly_expressed	lowly_expressed	TTBK1|84630	9.8788
TTBK2|146057	126.506	TTBK2|146057	242.4787
TTC12|54970	334.1365	TTC12|54970	269.4207
TTC13|79573	377.51	TTC13|79573	291.4234
TTC14|151613	493.5743	TTC14|151613	822.1823
TTC15|51112	606.0241	TTC15|51112	813.2016
TTC16|158248	5.6225	lowly_expressed	lowly_expressed
TTC17|55761	1481.1245	TTC17|55761	1593.6237
TTC18|118491	25.8594	TTC18|118491	123.3543
TTC19|54902	1452.0683	TTC19|54902	1385.4827
TTC1|7265	732.1285	TTC1|7265	905.7027
TTC21A|199223	58.2329	TTC21A|199223	86.6637
TTC21B|79809	374.2932	TTC21B|79809	580.1527
TTC22|55001	26.506	TTC22|55001	43.1073
TTC23L|153657	12.8514	lowly_expressed	lowly_expressed
TTC23|64927	85.5422	TTC23|64927	525.3705
TTC25|83538	15.6627	TTC25|83538	20.2066
TTC26|79989	227.3092	TTC26|79989	88.0108
TTC27|55622	505.6225	TTC27|55622	500.6736
TTC28|23331	624.5783	TTC28|23331	1815.1774
TTC30A|92104	578.3133	TTC30A|92104	265.3794
TTC30B|150737	298.3936	TTC30B|150737	198.0242
TTC31|64427	515.261	TTC31|64427	539.2905
TTC32|130502	18.0723	TTC32|130502	42.2093
TTC33|23548	242.5703	TTC33|23548	431.5222
TTC35|9694	753.012	TTC35|9694	856.3089
TTC36|143941	171.0843	TTC36|143941	8.5317
TTC37|9652	2065.4618	TTC37|9652	2121.6884
TTC38|55020	882.7309	TTC38|55020	653.7943
TTC39A|22996	6755.8233	TTC39A|22996	401.8859
TTC39B|158219	106.0241	TTC39B|158219	62.4158
TTC39C|125488	231.3253	TTC39C|125488	617.4225
TTC3|7267	4286.3454	TTC3|7267	6745.8464
TTC4|7268	786.3454	TTC4|7268	645.7117
TTC5|91875	95.1807	TTC5|91875	195.7791
TTC7A|57217	791.5663	TTC7A|57217	914.2344
TTC7B|145567	258.6345	TTC7B|145567	817.692
TTC8|123016	402.8112	TTC8|123016	458.4643
TTC9C|283237	206.0241	TTC9C|283237	264.9304
TTC9|23508	255.4217	TTC9|23508	505.6129
TTF1|7270	277.51	TTF1|7270	405.9273
TTF2|8458	752.6104	TTF2|8458	295.0157
TTK|7272	281.1245	TTK|7272	20.2066
lowly_expressed	lowly_expressed	TTLL10|254173	16.6143
TTLL11|158135	29.3173	TTLL11|158135	123.0355
TTLL12|23170	2083.1325	TTLL12|23170	749.8877
lowly_expressed	lowly_expressed	TTLL13|440307	5.357
TTLL1|25809	273.8956	TTLL1|25809	213.7405
TTLL3|26140	186.8434	TTLL3|26140	880.0763
TTLL4|9654	150.2008	TTLL4|9654	467.445
TTLL5|23093	528.9157	TTLL5|23093	504.2658
TTLL6|284076	10.4418	lowly_expressed	lowly_expressed
TTLL7|79739	12.4498	TTLL7|79739	117.6471
lowly_expressed	lowly_expressed	TTLL9|164395	9.4297
TTL|150465	601.6064	TTL|150465	710.8217
TTN|7273	64.5823	TTN|7273	261.0912
TTPAL|79183	525.3012	TTPAL|79183	453.5249
TTPA|7274	12.0482	TTPA|7274	37.7189
TTYH1|57348	8.0321	TTYH1|57348	514.1446
TTYH2|94015	82.49799999999999	TTYH2|94015	240.3952
TTYH3|80727	1690.7631	TTYH3|80727	788.0557
TUBA1A|7846	2235.0161	TUBA1A|7846	6241.5088
TUBA1B|10376	22095.8434	TUBA1B|10376	10883.7539
TUBA1C|84790	4854.2169	TUBA1C|84790	1375.8419
TUBA3D|113457	69.0763	lowly_expressed	lowly_expressed
TUBA3E|112714	63.0522	lowly_expressed	lowly_expressed
TUBA4A|7277	2363.4538	TUBA4A|7277	791.648
TUBA8|51807	25.3012	TUBA8|51807	70.4984
TUBAL3|79861	16.4659	TUBAL3|79861	9.4297
TUBB1|81027	38.9558	TUBB1|81027	40.4131
TUBB2A|7280	512.0482	TUBB2A|7280	2466.996
TUBB2B|347733	6.8273	TUBB2B|347733	151.3247
TUBB2C|10383	5975.1004	TUBB2C|10383	3067.3552
TUBB3|10381	217.3614	TUBB3|10381	59.78
TUBB4|10382	27.3092	TUBB4|10382	70.9475
TUBB6|84617	548.3133	TUBB6|84617	3995.6354
lowly_expressed	lowly_expressed	TUBBP5|643224	56.1293
TUBB|203068	37208.8353	TUBB|203068	13035.4737
TUBD1|51174	194.7791	TUBD1|51174	202.0656
TUBE1|51175	65.0602	TUBE1|51175	250.1123
TUBG1|7283	2830.9237	TUBG1|7283	692.8604
TUBG2|27175	401.2048	TUBG2|27175	709.0256
TUBGCP2|10844	1454.4096	TUBGCP2|10844	1178.2308
TUBGCP3|10426	329.7189	TUBGCP3|10426	586.8882
TUBGCP4|27229	532.5301	TUBGCP4|27229	315.6713
TUBGCP5|114791	508.4337	TUBGCP5|114791	478.2218
TUBGCP6|85378	596.7871	TUBGCP6|85378	1030.9834
TUB|7275	483.9357	TUB|7275	587.7863
TUFM|7284	4028.1124	TUFM|7284	2628.1994
TUFT1|7286	1577.1084	TUFT1|7286	410.4176
TUG1|55000	4686.3454	TUG1|55000	4431.9713
TULP3|7289	725.7028	TULP3|7289	783.1163
TULP4|56995	822.8916	TULP4|56995	1038.1679
TUSC1|286319	248.1928	TUSC1|286319	300.8532
TUSC2|11334	673.8956	TUSC2|11334	599.0121
TUSC3|7991	690.7631	TUSC3|7991	708.1275
lowly_expressed	lowly_expressed	TUSC5|286753	10693.7584
TUT1|64852	353.4137	TUT1|64852	515.0427
TWF1|5756	3092.7711	TWF1|5756	1168.837
TWF2|11344	804.0562	TWF2|11344	958.0647
TWIST1|7291	69.0763	TWIST1|7291	350.69599999999997
TWIST2|117581	9.6386	TWIST2|117581	145.0382
TWISTNB|221830	580.3213	TWISTNB|221830	483.1612
TWSG1|57045	1781.5261	TWSG1|57045	814.5487
lowly_expressed	lowly_expressed	TXK|7294	13.470999999999998
TXLNA|200081	3171.0843	TXLNA|200081	1837.4495
TXLNB|167838	56.6265	TXLNB|167838	70.4984
TXLNG|55787	266.6667	TXLNG|55787	283.7899
TXN2|25828	1824.0964	TXN2|25828	1651.5492
TXNDC11|51061	863.8554	TXNDC11|51061	1027.3911
TXNDC12|51060	2200.0	TXNDC12|51060	1313.4261
TXNDC15|79770	1597.5904	TXNDC15|79770	1289.1783
TXNDC16|57544	601.6064	TXNDC16|57544	362.3709
TXNDC17|84817	700.8594	TXNDC17|84817	369.286
TXNDC5|81567	7058.8675	TXNDC5|81567	7968.9493
lowly_expressed	lowly_expressed	TXNDC6|347736	5.8374
TXNDC9|10190	587.9518	TXNDC9|10190	458.0153
TXNIP|10628	4759.0361	TXNIP|10628	78088.0108
TXNL1|9352	1377.1084	TXNL1|9352	1097.4405
TXNL4A|10907	894.7791	TXNL4A|10907	738.6619
TXNL4B|54957	205.2209	TXNL4B|54957	254.1536
TXNRD1|7296	373.494	TXNRD1|7296	1488.1006
TXNRD2|10587	553.012	TXNRD2|10587	309.3848
TXNRD3IT1|645840	261.4458	TXNRD3IT1|645840	334.9798
TXN|7295	2736.5462	TXN|7295	1407.7234
TYK2|7297	1177.9116	TYK2|7297	1017.9614
TYMP|1890	931.7269	TYMP|1890	312.9771
TYMS|7298	1326.9879999999998	TYMS|7298	102.1599
TYRO3|7301	638.5542	TYRO3|7301	1163.4486
TYROBP|7305	669.8795	TYROBP|7305	717.5573
TYSND1|219743	676.7068	TYSND1|219743	616.9735
TYW1B|441250	179.5181	TYW1B|441250	154.4679
TYW1|55253	800.8032	TYW1|55253	542.8828
TYW3|127253	575.8755	TYW3|127253	670.5299
U2AF1L4|199746	66.4859	U2AF1L4|199746	109.0795
U2AF1|7307	898.3936	U2AF1|7307	960.485
U2AF2|11338	2943.3735	U2AF2|11338	1621.9129
UACA|55075	1326.9076	UACA|55075	2949.7081
UAP1L1|91373	315.26099999999997	UAP1L1|91373	256.8478
UAP1|6675	1713.253	UAP1|6675	1915.5815
UBA1|7317	11191.1647	UBA1|7317	6310.7319
UBA2|10054	2109.6386	UBA2|10054	2828.0198
UBA3|9039	1271.8876	UBA3|9039	935.7881
UBA52|7311	9792.7711	UBA52|7311	8846.8792
UBA5|79876	772.2892	UBA5|79876	642.1194
UBA6|55236	1234.1365	UBA6|55236	798.3835
UBA7|7318	302.008	UBA7|7318	1116.749
UBAC1|10422	573.0924	UBAC1|10422	705.4333
UBAC2|337867	1077.3414	UBAC2|337867	1247.2878
UBAP1|51271	1100.4016	UBAP1|51271	1786.7086
UBAP2L|9898	6894.3775	UBAP2L|9898	2766.9511
UBAP2|55833	1037.751	UBAP2|55833	874.2703
lowly_expressed	lowly_expressed	UBASH3A|53347	13.022
UBASH3B|84959	46.5863	UBASH3B|84959	100.5837
UBB|7314	11640.5622	UBB|7314	10142.793
UBC|7316	33297.5904	UBC|7316	42165.2447
UBD|10537	17.2691	UBD|10537	157.8042
UBE2A|7319	2002.8112	UBE2A|7319	1302.2003
UBE2B|7320	1179.1165	UBE2B|7320	1058.3745
UBE2CBP|90025	24.0964	UBE2CBP|90025	66.4571
UBE2C|11065	1815.261	UBE2C|11065	18.8595
UBE2D1|7321	294.3775	UBE2D1|7321	273.4621
UBE2D2|7322	1610.0402	UBE2D2|7322	1356.5335
UBE2D3|7323	3948.9959999999996	UBE2D3|7323	4508.7562
UBE2D4|51619	394.6948	UBE2D4|51619	501.8186
UBE2E1|7324	1359.0361	UBE2E1|7324	1103.278
UBE2E2|7325	111.6466	UBE2E2|7325	567.1307
UBE2E3|10477	224.0964	UBE2E3|10477	1250.1123
UBE2F|140739	669.0763	UBE2F|140739	488.5496
UBE2G1|7326	1273.8956	UBE2G1|7326	1217.3327
UBE2G2|7327	1635.3414	UBE2G2|7327	1791.1989
UBE2H|7328	1875.9036	UBE2H|7328	1720.2515
UBE2I|7329	1306.8273	UBE2I|7329	1350.6960000000001
UBE2J1|51465	1106.0241	UBE2J1|51465	1634.4859
UBE2J2|118424	433.7349	UBE2J2|118424	642.1194
UBE2K|3093	2135.3414	UBE2K|3093	1519.9820000000002
UBE2L3|7332	2718.0723	UBE2L3|7332	1958.2398
UBE2L6|9246	789.9598	UBE2L6|9246	1122.1374
UBE2MP1|606551	91.5663	UBE2MP1|606551	61.5177
UBE2M|9040	913.253	UBE2M|9040	599.4612
UBE2NL|389898	9.2369	lowly_expressed	lowly_expressed
UBE2N|7334	1738.1526	UBE2N|7334	1193.5339
UBE2O|63893	1130.1205	UBE2O|63893	612.9322
UBE2Q1|55585	1815.6627	UBE2Q1|55585	1447.6875
UBE2Q2P1|388165	5.2209	UBE2Q2P1|388165	58.8235
UBE2Q2|92912	775.502	UBE2Q2|92912	937.5842
UBE2QL1|134111	17.6707	UBE2QL1|134111	61.5177
UBE2R2|54926	2447.3896	UBE2R2|54926	1727.4360000000001
UBE2S|27338	329.3173	UBE2S|27338	61.9668
UBE2T|29089	551.4056	UBE2T|29089	26.9421
UBE2V1|7335	3315.261	UBE2V1|7335	2760.7229
UBE2V2|7336	1165.8635	UBE2V2|7336	751.2348
UBE2W|55284	625.3012	UBE2W|55284	524.0233
UBE2Z|65264	4094.3775	UBE2Z|65264	2117.6471
UBE3A|7337	2977.51	UBE3A|7337	1812.3035
UBE3B|89910	2134.5382	UBE3B|89910	1613.3812
UBE3C|9690	2541.7671	UBE3C|9690	2144.5891
UBE4A|9354	1873.0924	UBE4A|9354	1876.5155
UBE4B|10277	773.4939999999999	UBE4B|10277	1616.9735
UBFD1|56061	1262.249	UBFD1|56061	1171.0822
UBIAD1|29914	567.0683	UBIAD1|29914	590.4805
UBL3|5412	715.6627	UBL3|5412	1544.6789
UBL4A|8266	1169.0763	UBL4A|8266	864.8406
lowly_expressed	lowly_expressed	UBL4B|164153	5.8374
UBL5|59286	2748.9959999999996	UBL5|59286	1233.947
UBL7|84993	1494.3775	UBL7|84993	824.4275
UBLCP1|134510	353.4137	UBLCP1|134510	532.555
UBN1|29855	1142.1687	UBN1|29855	1542.8828
UBN2|254048	782.3293	UBN2|254048	789.4028
UBOX5|22888	172.24900000000002	UBOX5|22888	403.1792
UBP1|7342	2620.0803	UBP1|7342	1661.8770000000002
UBQLN1|29979	3945.3815	UBQLN1|29979	2899.4163
UBQLN2|29978	1497.5904	UBQLN2|29978	1238.4374
UBQLN4|56893	3283.9357	UBQLN4|56893	1125.2806
lowly_expressed	lowly_expressed	UBQLNL|143630	12.1239
UBR1|197131	1270.6827	UBR1|197131	1043.5564
UBR2|23304	981.5261	UBR2|23304	1137.8536
UBR3|130507	1136.5462	UBR3|130507	1393.3543
UBR4|23352	2622.0884	UBR4|23352	4497.9793
UBR5|51366	2637.7509999999997	UBR5|51366	3681.6345
UBR7|55148	886.747	UBR7|55148	968.5676
UBTD1|80019	195.9839	UBTD1|80019	280.1976
UBTD2|92181	931.7269	UBTD2|92181	816.7939
UBTF|7343	3230.9237	UBTF|7343	1844.185
UBXN10|127733	247.3896	UBXN10|127733	189.0436
UBXN11|91544	223.6948	UBXN11|91544	259.54200000000003
UBXN1|51035	748.1928	UBXN1|51035	1322.8559
UBXN2A|165324	207.6305	UBXN2A|165324	368.6574
UBXN2B|137886	1052.2088	UBXN2B|137886	589.5824
UBXN4|23190	3420.0803	UBXN4|23190	2558.15
UBXN6|80700	1322.49	UBXN6|80700	1357.4315
UBXN7|26043	302.4096	UBXN7|26043	446.3404
UBXN8|7993	364.6586	UBXN8|7993	180.9609
UCHL1|7345	32.1285	UCHL1|7345	713.0669
UCHL3|7347	267.8715	UCHL3|7347	337.67400000000004
UCHL5|51377	624.1566	UCHL5|51377	413.2959
UCK1|83549	586.747	UCK1|83549	685.2268
UCK2|7371	497.1888	UCK2|7371	286.4841
UCKL1AS|100113386	7.8233	UCKL1AS|100113386	7.8491
UCKL1|54963	322.0884	UCKL1|54963	559.0346
UCP2|7351	1248.5944	UCP2|7351	2503.3678
lowly_expressed	lowly_expressed	UCP3|7352	26.044
UEVLD|55293	386.74699999999996	UEVLD|55293	286.035
UFC1|51506	3859.4378	UFC1|51506	1594.9708
UFD1L|7353	1393.9759	UFD1L|7353	784.4634
UFM1|51569	961.8474	UFM1|51569	1463.4037
UFSP1|402682	12.4498	UFSP1|402682	6.7355
UFSP2|55325	457.4418	UFSP2|55325	792.4023
UGCG|7357	1161.4458	UGCG|7357	373.5968
UGDH|7358	549.7992	UGDH|7358	846.8792
UGGT1|56886	2959.8394	UGGT1|56886	1740.9070000000002
UGGT2|55757	475.50199999999995	UGGT2|55757	437.3597
UGP2|7360	1671.8876	UGP2|7360	9564.8855
UGT1A6|54578	7.5863	lowly_expressed	lowly_expressed
UGT2B15|7366	43.3735	UGT2B15|7366	51.638999999999996
lowly_expressed	lowly_expressed	UGT2B7|7364	28.2892
lowly_expressed	lowly_expressed	UGT8|7368	173.3273
UHMK1|127933	859.4378	UHMK1|127933	634.9349
UHRF1BP1L|23074	829.3173	UHRF1BP1L|23074	658.7337
UHRF1BP1|54887	1473.0924	UHRF1BP1|54887	858.5541
UHRF1|29128	916.0643	UHRF1|29128	15.2672
UHRF2|115426	601.6064	UHRF2|115426	867.0858
UIMC1|51720	308.0321	UIMC1|51720	497.9793
lowly_expressed	lowly_expressed	ULBP2|80328	9.4297
lowly_expressed	lowly_expressed	ULBP3|79465	31.8815
ULK1|8408	2071.8876	ULK1|8408	1154.9169
ULK2|9706	737.7510000000001	ULK2|9706	984.2838
ULK3|25989	689.1566	ULK3|25989	541.0867
ULK4|54986	137.3494	ULK4|54986	68.2533
UMPS|7372	842.1687	UMPS|7372	577.9075
UNC119B|84747	317.2691	UNC119B|84747	1298.608
UNC119|9094	739.7589999999999	UNC119|9094	542.8828
UNC13A|23025	8.0321	lowly_expressed	lowly_expressed
UNC13B|10497	2568.2731	UNC13B|10497	1443.1971
lowly_expressed	lowly_expressed	UNC13C|440279	6.7355
UNC13D|201294	555.4217	UNC13D|201294	198.4733
UNC45A|55898	3141.3655	UNC45A|55898	1770.5433
UNC50|25972	480.7229	UNC50|25972	600.8083
UNC5A|90249	58.6345	UNC5A|90249	17.0633
UNC5B|219699	1598.3936	UNC5B|219699	421.6435
UNC5CL|222643	5.6305	UNC5CL|222643	30.1392
UNC5C|8633	17.6707	UNC5C|8633	70.0494
UNC93B1|81622	512.0482	UNC93B1|81622	387.5168
UNG|7374	2524.8996	UNG|7374	1141.4459
UNKL|64718	103.2129	UNKL|64718	537.9434
UNK|85451	676.3052	UNK|85451	638.5272
UPB1|51733	6.0241	UPB1|51733	7.1846
UPF0639|400224	48.1928	lowly_expressed	lowly_expressed
UPF1|5976	3066.6667	UPF1|5976	2443.1971
UPF2|26019	993.9759	UPF2|26019	1039.515
UPF3A|65110	296.7871	UPF3A|65110	513.2465
UPF3B|65109	230.5221	UPF3B|65109	204.7598
UPK2|7379	8.4337	lowly_expressed	lowly_expressed
UPK3A|7380	9.2369	lowly_expressed	lowly_expressed
UPK3BL|100134938	213.6867	UPK3BL|100134938	216.0171
UPK3B|80761	34.5382	UPK3B|80761	9.8788
UPP1|7378	151.8072	UPP1|7378	136.5065
UPRT|139596	359.0361	UPRT|139596	238.4374
UQCC|55245	1044.1767	UQCC|55245	855.8599
UQCR10|29796	1939.759	UQCR10|29796	1105.0741
UQCR11|10975	1899.5984	UQCR11|10975	1031.4324
UQCRB|7381	2304.4177	UQCRB|7381	2843.736
UQCRC1|7384	4607.6305	UQCRC1|7384	2285.137
UQCRC2|7385	2875.1004	UQCRC2|7385	4569.8249
UQCRFS1|7386	1646.9879999999998	UQCRFS1|7386	1818.59
UQCRHL|440567	536.5462	UQCRHL|440567	366.4122
UQCRH|7388	1824.4979999999998	UQCRH|7388	1475.0786
UQCRQ|27089	2378.3133	UQCRQ|27089	1253.2555
URB1|9875	1078.7149	URB1|9875	1279.313
URB2|9816	542.1687	URB2|9816	285.586
URGCP|55665	757.4297	URGCP|55665	958.2398
URM1|81605	946.5863	URM1|81605	984.7328
UROD|7389	1427.3092	UROD|7389	1698.6978
UROS|7390	600.0	UROS|7390	491.6929
USE1|55850	288.755	USE1|55850	298.159
USF1|7391	1075.1004	USF1|7391	813.2016
USF2|7392	2422.8916	USF2|7392	1814.9978
lowly_expressed	lowly_expressed	USH1C|10083	6.2865
USH2A|7399	16.4659	lowly_expressed	lowly_expressed
USHBP1|83878	28.5141	USHBP1|83878	185.9003
USMG5|84833	675.502	USMG5|84833	701.841
USO1|8615	2124.8996	USO1|8615	2194.881
USP10|9100	1799.5984	USP10|9100	1231.2528
USP11|8237	1025.3012	USP11|8237	1420.7454
USP12|219333	199.5984	USP12|219333	440.952
USP13|8975	848.1928	USP13|8975	744.4993
USP14|9097	1491.9679	USP14|9097	1229.9057
USP15|9958	685.9438	USP15|9958	931.2977
USP16|10600	1127.3092	USP16|10600	1065.559
USP18|11274	273.8956	USP18|11274	204.3107
USP19|10869	1528.5141	USP19|10869	1830.2649
USP1|7398	1670.2811	USP1|7398	878.3116
USP20|10868	442.5703	USP20|10868	613.3812
USP21|27005	521.2851	USP21|27005	392.0072
USP22|23326	3375.9036	USP22|23326	5296.8119
USP24|23358	1223.6948	USP24|23358	2067.8042
USP25|29761	185.9438	USP25|29761	1445.8913
USP27X|389856	132.9317	USP27X|389856	128.8729
USP28|57646	493.5743	USP28|57646	568.9268
USP2|9099	156.6265	USP2|9099	114.5038
USP30|84749	490.3614	USP30|84749	629.9955
USP31|57478	366.6667	USP31|57478	1145.0382
USP32|84669	1573.494	USP32|84669	1043.5564
USP33|23032	1567.0683	USP33|23032	2184.1042
USP34|9736	2079.1165	USP34|9736	3642.1194
USP35|57558	189.5582	USP35|57558	140.0988
USP36|57602	1204.0161	USP36|57602	1314.3242
USP37|57695	897.5904	USP37|57695	495.2851
USP38|84640	615.6627	USP38|84640	624.1581
USP39|10713	1097.5904	USP39|10713	980.2425
USP3|9960	665.3855	USP3|9960	501.5132
USP40|55230	486.3454	USP40|55230	1104.6251
USP42|84132	324.8996	USP42|84132	357.8806
USP43|124739	108.0321	USP43|124739	89.8069
lowly_expressed	lowly_expressed	USP44|84101	17.5123
USP45|85015	117.2691	USP45|85015	181.41
USP46|64854	366.2651	USP46|64854	494.3871
USP47|55031	1594.3775	USP47|55031	2387.5168
USP48|84196	766.6667	USP48|84196	1370.9026
USP49|25862	7.2289	USP49|25862	14.3691
USP4|7375	1359.4378	USP4|7375	1737.3148
USP51|158880	25.3012	USP51|158880	41.3112
USP53|54532	467.8715	USP53|54532	2462.5056
USP54|159195	938.9558	USP54|159195	1046.2506
USP5|8078	2751.0040000000004	USP5|8078	1362.8199
USP6NL|9712	112.0482	USP6NL|9712	563.9874
USP6|9098	31.3253	USP6|9098	43.1073
USP7|7874	2739.759	USP7|7874	2667.2654
USP8|9101	1687.5703	USP8|9101	1417.6291
USP9X|8239	4025.7028	USP9X|8239	4252.8065
USPL1|10208	159.0361	USPL1|10208	550.0674
UST|10090	48.5944	UST|10090	338.5721
UTP11L|51118	547.7912	UTP11L|51118	487.6515
UTP14A|10813	552.2088	UTP14A|10813	453.974
UTP14C|9724	865.4618	UTP14C|9724	1199.3714
UTP15|84135	446.1847	UTP15|84135	308.0377
UTP18|51096	1028.5141	UTP18|51096	469.2411
UTP20|27340	1383.1325	UTP20|27340	777.7279
UTP23|84294	604.0161	UTP23|84294	400.9879
UTP3|57050	433.3333	UTP3|57050	630.4445
UTP6|55813	936.5462	UTP6|55813	701.841
UTRN|7402	1280.7229	UTRN|7402	6548.2712
lowly_expressed	lowly_expressed	UTS2D|257313	9.4297
UVRAG|7405	668.2731	UVRAG|7405	1277.0543
UXS1|80146	809.2369	UXS1|80146	572.9681
UXT|8409	772.7831	UXT|8409	911.6345
VAC14|55697	944.5783	VAC14|55697	993.2645
VAMP1|6843	79.9197	VAMP1|6843	178.2488
VAMP2|6844	951.4056	VAMP2|6844	3216.8837
VAMP3|9341	1526.9076	VAMP3|9341	3913.7854
VAMP4|8674	535.743	VAMP4|8674	510.1033
VAMP5|10791	148.5944	VAMP5|10791	614.7283
VAMP7|6845	1130.9237	VAMP7|6845	1020.2066
VAMP8|8673	2656.2249	VAMP8|8673	1177.3687
VANGL1|81839	1654.6185	VANGL1|81839	550.9654
VANGL2|57216	76.3052	VANGL2|57216	665.4692
VAPA|9218	2632.9317	VAPA|9218	3141.4459
VAPB|9217	3810.4418	VAPB|9217	1087.5617
VARS2|57176	1225.4538	VARS2|57176	454.423
VARS|7407	2435.3414	VARS|7407	1082.1733
VASH1|22846	463.49800000000005	VASH1|22846	783.9111
VASH2|79805	29.3173	VASH2|79805	96.5424
VASN|114990	121.6867	VASN|114990	564.8855
VASP|7408	2176.7068	VASP|7408	1132.9142
VAT1L|57687	23.2932	VAT1L|57687	27.3911
VAT1|10493	7183.5341	VAT1|10493	5999.5509999999995
VAV1|7409	104.4177	lowly_expressed	lowly_expressed
VAV2|7410	794.3775	VAV2|7410	580.1527
VAV3|10451	2391.1647	VAV3|10451	937.1352
VAX2|25806	32.5301	VAX2|25806	15.7162
VBP1|7411	798.3936	VBP1|7411	621.0148
VCAM1|7412	248.1928	VCAM1|7412	564.4365
VCAN|1462	6034.1365	VCAN|1462	2182.308
VCL|7414	3737.7509999999997	VCL|7414	6971.2618
VCPIP1|80124	950.6024	VCPIP1|80124	658.2847
VCP|7415	8702.8112	VCP|7415	6531.2079
VDAC1|7416	4275.1004	VDAC1|7416	2765.6040000000003
VDAC2|7417	1084.739	VDAC2|7417	1334.5308
VDAC3|7419	2499.1968	VDAC3|7419	1477.7728
VDR|7421	983.1325	VDR|7421	691.9623
