gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
TAF1L|138474	17.8141	TAF1L|138474	31.9197
TAF1|6872	799.2174	TAF1|6872	1387.5969
TAF2|6873	707.4297	TAF2|6873	638.3949
TAF3|83860	192.3315	TAF3|83860	249.886
TAF4B|6875	61.8963	TAF4B|6875	281.8057
TAF4|6874	339.6749	TAF4|6874	333.3333
TAF5L|27097	758.1545	TAF5L|27097	803.0096
TAF5|6877	104.7708	TAF5|6877	107.1591
TAF6L|10629	218.5997	TAF6L|10629	180.5746
TAF6|6878	1307.975	TAF6|6878	876.4113
TAF7|6879	2961.3616	TAF7|6879	2953.4884
TAF8|129685	321.5589	TAF8|129685	486.5481
TAF9B|51616	1200.7886	TAF9B|51616	748.29
TAF9|6880	1594.0507	TAF9|6880	1186.8673
TAGAP|117289	242.1505	TAGAP|117289	220.7022
TAGLN2|8407	13272.3831	TAGLN2|8407	12677.6106
TAGLN|6876	6950.8755	TAGLN|6876	25679.1518
TAL1|6886	83.9375	TAL1|6886	130.871
TALDO1|6888	2783.8248	TALDO1|6888	2498.404
TANC1|85461	1153.6871	TANC1|85461	1313.2695
TANC2|26115	2093.3034	TANC2|26115	748.7460000000001
TANK|10010	694.1446	TANK|10010	2336.0693
TAOK1|57551	233.6964	TAOK1|57551	435.0205
TAOK2|9344	1455.3184	TAOK2|9344	1110.8071
TAOK3|51347	628.6251	TAOK3|51347	963.5203
TAP1|6890	3800.1322	TAP1|6890	1103.0552
TAP2|6891	2177.6757	TAP2|6891	1266.6074
TAPBPL|55080	492.4592	TAPBPL|55080	611.5413
TAPBP|6892	4661.8498	TAPBP|6892	2858.1851
TAPT1|202018	1003.9282	TAPT1|202018	607.8431
TARBP1|6894	501.2092	TARBP1|6894	578.6594
TARBP2|6895	435.9917	TARBP2|6895	244.87
TARDBP|23435	3391.9185	TARDBP|23435	3230.7342
lowly_expressed	lowly_expressed	TARP|445347	10.0319
TARS2|80222	674.8209	TARS2|80222	363.4291
TARSL2|123283	245.1698	TARSL2|123283	348.3812
TARS|6897	2048.0134	TARS|6897	1566.3475
lowly_expressed	lowly_expressed	TAS2R14|50840	8.0483
TAS2R20|259295	11.1715	TAS2R20|259295	17.3279
TASP1|55617	132.2468	TASP1|55617	218.4223
TATDN1|83940	287.4405	TATDN1|83940	417.6927
TATDN2|9797	1394.0259	TATDN2|9797	1582.7633
TATDN3|128387	304.0468	TATDN3|128387	246.238
lowly_expressed	lowly_expressed	TAT|6898	832.6493
TAX1BP1|8887	3920.6036	TAX1BP1|8887	3415.4127
TAX1BP3|30851	1987.3913	TAX1BP3|30851	2094.5144
TAZ|6901	259.3607	TAZ|6901	290.4697
TBC1D10A|83874	645.3794	TBC1D10A|83874	575.4674
TBC1D10B|26000	1271.441	TBC1D10B|26000	912.9047
TBC1D10C|374403	122.8868	TBC1D10C|374403	48.7916
TBC1D12|23232	405.4964	TBC1D12|23232	369.35699999999997
TBC1D13|54662	698.6736	TBC1D13|54662	1088.4633
TBC1D14|57533	786.8381	TBC1D14|57533	2395.8048
TBC1D15|64786	1060.3897	TBC1D15|64786	1115.8231
TBC1D16|125058	416.0641	TBC1D16|125058	643.4109
TBC1D17|79735	975.5494	TBC1D17|79735	897.3871
TBC1D19|55296	170.2904	TBC1D19|55296	90.7433
TBC1D1|23216	1678.1452	TBC1D1|23216	1752.85
TBC1D20|128637	1115.3415	TBC1D20|128637	1440.0365
TBC1D22A|25771	487.6222	TBC1D22A|25771	381.6689
TBC1D22B|55633	332.6067	TBC1D22B|55633	367.1728
TBC1D23|55773	824.8817	TBC1D23|55773	708.1623
TBC1D24|57465	394.2977	TBC1D24|57465	274.9658
TBC1D25|4943	462.5618	TBC1D25|4943	426.3566
TBC1D2B|23102	1061.8993	TBC1D2B|23102	1501.596
TBC1D2|55357	619.869	TBC1D2|55357	378.02099999999996
TBC1D3B|414059	24.1547	TBC1D3B|414059	64.2955
lowly_expressed	lowly_expressed	TBC1D3C|414060	35.5677
TBC1D3G|654341	14.4928	lowly_expressed	lowly_expressed
TBC1D3H|729877	6.6425	TBC1D3H|729877	15.9599
TBC1D3|729873	70.0485	TBC1D3|729873	315.4856
TBC1D4|9882	531.7045	TBC1D4|9882	1288.6457
TBC1D5|9779	1086.0539999999999	TBC1D5|9779	1981.3041
TBC1D7|51256	376.2089	TBC1D7|51256	200.1824
TBC1D8B|54885	230.0732	TBC1D8B|54885	222.9822
TBC1D8|11138	1070.3535	TBC1D8|11138	1090.2873
TBC1D9B|23061	3865.3498	TBC1D9B|23061	3963.9763
TBC1D9|23158	16351.8006	TBC1D9|23158	3979.0242
TBCA|6902	1438.1082	TBCA|6902	1223.8942
TBCB|1155	1921.7238	TBCB|1155	782.2937
TBCCD1|55171	285.3269	TBCCD1|55171	276.7898
TBCC|6903	608.6975	TBCC|6903	507.0679
TBCD|6904	1612.7826	TBCD|6904	1386.1377
TBCEL|219899	254.2278	TBCEL|219899	352.9412
TBCE|6905	550.7867	TBCE|6905	339.5486
TBCK|93627	217.1866	TBCK|93627	370.0684
TBK1|29110	557.3688	TBK1|29110	629.275
TBKBP1|9755	163.9498	TBKBP1|9755	204.7424
TBL1XR1|79718	5128.0348	TBL1XR1|79718	1934.3365
TBL1X|6907	1169.6895	TBL1X|6907	1064.7515
TBL2|26608	1208.337	TBL2|26608	632.9229
TBL3|10607	1074.8825	TBL3|10607	630.187
TBPL1|9519	156.4014	TBPL1|9519	243.5021
TBP|6908	213.4668	TBP|6908	298.6776
TBRG1|84897	336.3537	TBRG1|84897	970.8162
TBRG4|9238	578.8061	TBRG4|9238	633.3789
TBX15|6913	154.5898	TBX15|6913	357.0451
TBX18|9096	68.5389	TBX18|9096	90.7433
TBX19|9095	33.2127	TBX19|9095	63.3835
TBX1|6899	160.6285	TBX1|6899	62.0155
TBX21|30009	18.4179	TBX21|30009	25.5358
TBX2|6909	475.24300000000005	TBX2|6909	123.119
TBX3|6926	1653.6886	TBX3|6926	2242.1341
TBX4|9496	12.3793	TBX4|9496	5.016
TBX5|6910	35.0243	TBX5|6910	51.5276
TBX6|6911	15.0967	TBX6|6911	15.5039
TBXA2R|6915	94.2032	TBXA2R|6915	28.7278
TBXAS1|6916	450.7864	TBXAS1|6916	314.6375
TC2N|123036	5207.1413	TC2N|123036	3687.1865
TCEA1|6917	1512.6857	TCEA1|6917	1230.2782
TCEA2|6919	299.2159	TCEA2|6919	304.6056
TCEA3|6920	2079.1126	TCEA3|6920	727.3142
TCEAL1|9338	627.7193	TCEAL1|9338	633.8349
TCEAL2|140597	12.0773	TCEAL2|140597	76.1514
TCEAL3|85012	806.4638	TCEAL3|85012	971.2722
TCEAL4|79921	2306.7702	TCEAL4|79921	3516.1879
TCEAL5|340543	12.9831	TCEAL5|340543	91.6553
TCEAL6|158931	49.818999999999996	TCEAL6|158931	40.1277
TCEAL7|56849	44.6861	TCEAL7|56849	148.6548
TCEAL8|90843	1256.0424	TCEAL8|90843	1071.5914
TCEANC|170082	47.4035	TCEANC|170082	76.1514
TCEB1|6921	691.7291	TCEB1|6921	404.9248
TCEB2|6923	2079.4145	TCEB2|6923	790.2417
TCEB3|6924	1733.0306	TCEB3|6924	1432.8272
TCERG1|10915	662.1397	TCERG1|10915	1065.2075
TCF12|6938	1947.1677	TCF12|6938	1845.8732
TCF15|6939	11.4735	TCF15|6939	15.0479
TCF19|6941	916.9714	TCF19|6941	369.81300000000005
TCF20|6942	879.2297	TCF20|6942	1192.4305
TCF25|22980	1743.6647	TCF25|22980	2254.902
TCF3|6929	1351.7553	TCF3|6929	960.3283
TCF4|6925	2112.3252	TCF4|6925	2009.1199
TCF7L1|83439	368.0567	TCF7L1|83439	1359.7811
TCF7L2|6934	231.8848	TCF7L2|6934	990.8801
TCF7|6932	350.8465	TCF7|6932	762.4259
TCFL5|10732	345.4117	TCFL5|10732	486.5481
TCHH|7062	13.2851	TCHH|7062	8.2079
TCHP|84260	299.5178	TCHP|84260	388.0529
TCIRG1|10312	2157.9171	TCIRG1|10312	576.3794
TCL1A|8115	9.9638	lowly_expressed	lowly_expressed
TCL1B|9623	25.6643	lowly_expressed	lowly_expressed
TCN1|6947	258.4549	TCN1|6947	1077.0634
TCN2|6948	657.0068	TCN2|6948	766.5299
TCOF1|6949	754.5313	TCOF1|6949	933.8805
TCP10L|140290	6.0387	TCP10L|140290	15.1208
TCP11L1|55346	183.3067	TCP11L1|55346	176.58
TCP11L2|255394	125.3023	TCP11L2|255394	338.8053
TCP1|6950	3759.8423	TCP1|6950	4226.5435
TCTA|6988	1211.0544	TCTA|6988	1001.368
TCTE3|6991	55.8577	TCTE3|6991	28.2718
TCTEX1D1|200132	13.587	TCTEX1D1|200132	12.3119
TCTEX1D2|255758	118.9587	TCTEX1D2|255758	67.9435
lowly_expressed	lowly_expressed	TCTEX1D4|343521	5.016
TCTN1|79600	519.9291	TCTN1|79600	616.9631
TCTN2|79867	524.4581	TCTN2|79867	446.4204
TCTN3|26123	1208.6389	TCTN3|26123	1299.5896
TDGF1|6997	7.2464	TDGF1|6997	10.9439
lowly_expressed	lowly_expressed	TDGF3|6998	5.472
TDG|6996	386.4746	TDG|6996	373.917
TDO2|6999	79.7104	lowly_expressed	lowly_expressed
TDP1|55775	483.6971	TDP1|55775	405.3808
TDP2|51567	817.9373	TDP2|51567	778.8418
lowly_expressed	lowly_expressed	TDRD10|126668	41.0397
lowly_expressed	lowly_expressed	TDRD12|91646	11.3999
TDRD3|81550	258.7568	TDRD3|81550	418.6047
TDRD5|163589	185.0851	TDRD5|163589	103.9672
TDRD6|221400	8.7561	lowly_expressed	lowly_expressed
TDRD7|23424	443.54	TDRD7|23424	343.3653
TDRKH|11022	413.6486	TDRKH|11022	256.7259
TEAD1|7003	1131.6459	TEAD1|7003	2347.9252
TEAD2|8463	1042.5756	TEAD2|8463	902.8728
TEAD3|7005	782.6111	TEAD3|7005	1226.1742
TEAD4|7004	287.1385	TEAD4|7004	212.4943
TECPR1|25851	195.6528	TECPR1|25851	238.0301
TECPR2|9895	521.1368	TECPR2|9895	1060.1915
TECR|9524	1986.721	TECR|9524	1417.6927
TECTA|7007	6.3406	TECTA|7007	13.2239
TEC|7006	15.0967	TEC|7006	41.9517
TEF|7008	531.7045	TEF|7008	1014.1359
TEKT2|27285	40.760999999999996	TEKT2|27285	19.1518
TEKT3|64518	14.4928	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TEKT4|150483	8.6639
TEKT5|146279	9.3599	lowly_expressed	lowly_expressed
TEK|7010	571.5597	TEK|7010	877.793
TELO2|9894	411.2331	TELO2|9894	336.9813
TENC1|23371	1759.3652	TENC1|23371	3862.7451
TEP1|7011	517.2117	TEP1|7011	735.9781
lowly_expressed	lowly_expressed	TEPP|374739	7.7519
TERF1|7013	619.5671	TERF1|7013	465.1163
TERF2IP|54386	1076.996	TERF2IP|54386	1709.5303
TERF2|7014	406.7041	TERF2|7014	711.3543
TERT|7015	6.3406	lowly_expressed	lowly_expressed
TESC|54997	37.4397	TESC|54997	66.5755
TESK1|7016	750.6061	TESK1|7016	876.425
TESK2|10420	96.9206	TESK2|10420	296.3976
TES|26136	1188.349	TES|26136	2594.0219
TET1|80312	51.0267	TET1|80312	58.8235
TET2|54790	375.9069	TET2|54790	664.8427
TET3|200424	684.1808	TET3|200424	536.7077
TEX10|54881	341.7885	TEX10|54881	516.1879
TEX14|56155	14.7947	TEX14|56155	13.6799
TEX261|113419	2643.7278	TEX261|113419	2524.3958
TEX264|51368	977.66	TEX264|51368	701.3224
TEX2|55852	1097.2255	TEX2|55852	2396.7168
TEX9|374618	71.5582	TEX9|374618	87.0953
TFAM|7019	597.224	TFAM|7019	595.9872
TFAP2A|7020	1162.0868	TFAP2A|7020	1520.4697
TFAP2B|7021	12.6812	TFAP2B|7021	588.2353
TFAP2C|7022	694.1446	TFAP2C|7022	2032.8317
TFAP2E|339488	7.2464	TFAP2E|339488	18.2399
TFAP4|7023	249.6988	TFAP4|7023	265.3899
TFB1M|51106	153.3821	TFB1M|51106	166.8947
TFB2M|64216	462.5618	TFB2M|64216	354.3092
TFCP2L1|29842	410.0254	TFCP2L1|29842	2994.072
TFCP2|7024	506.644	TFCP2|7024	658.4587
TFDP1|7027	1360.8133	TFDP1|7027	1491.5641
TFDP2|7029	284.1192	TFDP2|7029	311.4455
lowly_expressed	lowly_expressed	TFDP3|51270	5.928
TFE3|7030	1138.8923	TFE3|7030	1920.6566
TFEB|7942	456.8251	TFEB|7942	363.8851
TFEC|22797	224.9403	TFEC|22797	63.8395
TFF1|7031	1752.7227	TFF1|7031	139.0789
TFF3|7033	2378.9323	TFF3|7033	318.2855
TFG|10342	2672.4115	TFG|10342	1833.1053
TFIP11|24144	1379.82	TFIP11|24144	937.4875
TFPI2|7980	22.3431	TFPI2|7980	149.1108
TFPI|7035	441.4265	TFPI|7035	1030.0958
TFPT|29844	307.4466	TFPT|29844	138.1851
TFR2|7036	63.1041	lowly_expressed	lowly_expressed
TFRC|7037	987.3218	TFRC|7037	1288.1897
TF|7018	194.445	TF|7018	1789.3297
TGDS|23483	108.696	TGDS|23483	224.8062
TGFA|7039	98.1283	TGFA|7039	360.2371
TGFB1I1|7041	757.2487	TGFB1I1|7041	1552.2116
TGFB1|7040	2052.5424	TGFB1|7040	722.2982
TGFB2|7042	294.08299999999997	TGFB2|7042	626.0830000000001
TGFB3|7043	1311.5982	TGFB3|7043	730.9622
TGFBI|7045	4283.2255	TGFBI|7045	2963.0643
TGFBR1|7046	1338.1683	TGFBR1|7046	1807.5695
TGFBR2|7048	3125.9152	TGFBR2|7048	10464.2043
TGFBR3|7049	2108.4001	TGFBR3|7049	4620.155
TGFBRAP1|9392	390.3997	TGFBRAP1|9392	392.6129
TGIF1|7050	1359.3036	TGIF1|7050	1645.2348
TGIF2|60436	670.0232	TGIF2|60436	778.9877
TGM1|7051	10.5677	TGM1|7051	82.5353
TGM2|7052	1933.5807	TGM2|7052	1078.8874
TGM5|9333	41.3649	TGM5|9333	47.8796
TGOLN2|10618	5234.9192	TGOLN2|10618	8008.2079
TGS1|96764	476.4507	TGS1|96764	613.7711
TH1L|51497	1384.3641	TH1L|51497	1468.7642
THADA|63892	1113.8319	THADA|63892	1129.503
THAP10|56906	85.7491	THAP10|56906	59.7355
THAP11|57215	528.6852	THAP11|57215	588.2353
THAP1|55145	238.2254	THAP1|55145	195.1664
THAP2|83591	48.9132	THAP2|83591	70.2234
THAP3|90326	213.1015	THAP3|90326	225.6954
THAP4|51078	1232.7936	THAP4|51078	796.6256
THAP5|168451	640.0986	THAP5|168451	545.3716
THAP6|152815	209.2398	THAP6|152815	270.8618
THAP7|80764	405.1945	THAP7|80764	215.2303
THAP8|199745	147.0415	THAP8|199745	75.6954
THAP9|79725	141.0028	THAP9|79725	177.3826
THBD|7056	618.6613	THBD|7056	1560.8755
THBS1|7057	16568.2867	THBS1|7057	7250.798000000001
THBS2|7058	6038.9675	THBS2|7058	4366.1651
THBS3|7059	429.6571	THBS3|7059	1205.6544
THBS4|7060	983.0917	THBS4|7060	1067.9435
lowly_expressed	lowly_expressed	THEG|51298	9.1199
THEM4|117145	462.2598	THEM4|117145	355.6772
lowly_expressed	lowly_expressed	THEM5|284486	6.3839
THEMIS|387357	26.2682	THEMIS|387357	21.4318
THG1L|54974	239.735	THG1L|54974	192.4305
THNSL1|79896	142.8144	THNSL1|79896	228.9102
THNSL2|55258	420.5931	THNSL2|55258	866.3931
THOC1|9984	366.54699999999997	THOC1|9984	385.3169
THOC2|57187	1226.151	THOC2|57187	1282.7177
THOC3|84321	892.8167	THOC3|84321	502.964
THOC4|10189	782.6111	THOC4|10189	679.8906
THOC5|8563	622.8884	THOC5|8563	572.7314
THOC6|79228	444.5696	THOC6|79228	386.311
THOC7|80145	694.7485	THOC7|80145	905.6088
THOP1|7064	1031.1021	THOP1|7064	478.3402
THPO|7066	26.5701	THPO|7066	12.3119
THRAP3|9967	4866.8625	THRAP3|9967	4177.8386
THRA|7067	457.9331	THRA|7067	1272.736
THRB|7068	546.8012	THRB|7068	1423.1646
THRSP|7069	283.8173	THRSP|7069	1132.6949
THSD1P1|374500	75.127	THSD1P1|374500	144.0948
THSD1|55901	257.5491	THSD1|55901	283.6297
THSD4|79875	2948.3785	THSD4|79875	2034.1997
THSD7A|221981	164.8556	THSD7A|221981	120.839
THSD7B|80731	65.8215	THSD7B|80731	108.0711
THTPA|79178	479.772	THTPA|79178	326.4934
THUMPD1|55623	1108.6989999999998	THUMPD1|55623	1904.6968
THUMPD2|80745	169.9884	THUMPD2|80745	209.7583
THUMPD3|25917	1092.9985	THUMPD3|25917	905.1528
THY1|7070	4086.0631	THY1|7070	2166.8947
THYN1|29087	378.3224	THYN1|29087	757.8659
TIA1|7072	868.6619999999999	TIA1|7072	1009.1199
TIAF1|9220	220.1547	TIAF1|9220	308.2763
TIAL1|7073	1297.1054	TIAL1|7073	1185.1345
TIAM1|7074	474.941	TIAM1|7074	435.4765
TIAM2|26230	50.6342	TIAM2|26230	75.7866
TICAM1|148022	598.1298	TICAM1|148022	424.9886
TICAM2|353376	234.5689	TICAM2|353376	171.7647
TIE1|7075	1685.6935	TIE1|7075	1068.3995
TIFAB|497189	10.2657	lowly_expressed	lowly_expressed
TIFA|92610	358.0929	TIFA|92610	467.3963
TIGD1|200765	140.7009	TIGD1|200765	154.5828
TIGD2|166815	197.1624	TIGD2|166815	314.6375
TIGD3|220359	24.7585	lowly_expressed	lowly_expressed
TIGD4|201798	10.8696	TIGD4|201798	12.3119
TIGD5|84948	213.4668	TIGD5|84948	102.1432
TIGD6|81789	194.1431	TIGD6|81789	240.3101
TIGD7|91151	329.844	TIGD7|91151	246.7442
TIGIT|201633	169.9884	lowly_expressed	lowly_expressed
TIMD4|91937	18.116	TIMD4|91937	10.4879
TIMELESS|8914	1365.3423	TIMELESS|8914	378.02099999999996
TIMM10|26519	508.1537	TIMM10|26519	337.4373
TIMM13|26517	1237.3226	TIMM13|26517	612.4031
TIMM16|51025	202.3678	TIMM16|51025	86.124
TIMM17A|10440	1186.2959	TIMM17A|10440	692.6585
TIMM17B|10245	660.3281	TIMM17B|10245	333.7893
TIMM22|29928	387.9843	TIMM22|29928	458.2763
TIMM44|10469	518.1175	TIMM44|10469	380.75699999999995
TIMM50|92609	778.3839999999999	TIMM50|92609	539.8997
TIMM8A|1678	112.6211	TIMM8A|1678	124.48700000000001
TIMM8B|26521	426.6317	TIMM8B|26521	395.3488
TIMM9|26520	496.3783	TIMM9|26520	614.6831
TIMP1|7076	7919.7099	TIMP1|7076	4135.4309
TIMP2|7077	8586.6805	TIMP2|7077	15806.6575
TIMP3|7078	14639.235	TIMP3|7078	31216.1423
TIMP4|7079	109.9037	TIMP4|7079	815.7775
TINAGL1|64129	512.6827	TINAGL1|64129	2020.0638
TINF2|26277	1575.4878	TINF2|26277	1418.1487
TIPARP|25976	876.0594	TIPARP|25976	1815.0296
TIPIN|54962	168.1768	TIPIN|54962	93.9352
TIPRL|261726	1325.789	TIPRL|261726	898.7688
TIRAP|114609	113.225	TIRAP|114609	195.1664
TJAP1|93643	350.5445	TJAP1|93643	556.3155
TJP1|7082	1914.5589	TJP1|7082	2664.8427
TJP2|9414	1303.7479	TJP2|9414	1991.7921
TJP3|27134	834.2416	TJP3|27134	398.5408
TK1|7083	1336.0548	TK1|7083	185.1345
TK2|7084	671.1977	TK2|7084	1453.2604
lowly_expressed	lowly_expressed	TKTL1|8277	5.928
TKT|7086	2434.488	TKT|7086	4397.1728
TLCD1|116238	131.6429	TLCD1|116238	51.9836
TLE1|7088	570.9558	TLE1|7088	1431.3725
TLE2|7089	645.8353	TLE2|7089	1258.0939
TLE3|7090	5083.0467	TLE3|7090	1286.8217
TLE4|7091	200.4837	TLE4|7091	868.2171
TLE6|79816	44.0823	TLE6|79816	28.2718
TLK1|9874	1496.6833	TLK1|9874	1515.2759
TLK2|11011	738.2269	TLK2|11011	712.2663
TLL1|7092	67.935	TLL1|7092	129.959
TLL2|7093	11.1715	lowly_expressed	lowly_expressed
TLN1|7094	8118.9859	TLN1|7094	12506.6119
TLN2|83660	517.8156	TLN2|83660	1782.9366
TLR10|81793	39.8552	TLR10|81793	65.2075
TLR1|7096	381.9456	TLR1|7096	305.9736
TLR2|7097	484.301	TLR2|7097	672.1386
TLR3|7098	228.8654	TLR3|7098	281.8057
TLR4|7099	618.0574	TLR4|7099	968.9922
TLR5|7100	243.9621	TLR5|7100	362.5171
TLR6|10333	29.5895	TLR6|10333	38.7597
TLR7|51284	305.8584	TLR7|51284	180.5746
TLR8|51311	65.8215	TLR8|51311	43.3197
TLR9|54106	22.8926	TLR9|54106	22.7998
TM2D1|83941	327.5976	TM2D1|83941	319.6534
TM2D2|83877	875.3046	TM2D2|83877	802.5536
TM2D3|80213	617.7555	TM2D3|80213	713.6343
TM4SF18|116441	182.0658	TM4SF18|116441	338.3493
TM4SF19|116211	111.6851	TM4SF19|116211	8.6047
TM4SF1|4071	5457.1421	TM4SF1|4071	10893.2969
TM6SF1|53346	196.2566	TM6SF1|53346	153.2148
TM6SF2|53345	8.1522	TM6SF2|53345	5.016
TM7SF2|7108	745.4733	TM7SF2|7108	338.3493
TM7SF3|51768	1713.1694	TM7SF3|51768	1121.751
TM7SF4|81501	65.2176	lowly_expressed	lowly_expressed
TM9SF1|10548	2620.174	TM9SF1|10548	1581.9425
TM9SF2|9375	4094.2153	TM9SF2|9375	4397.6288
TM9SF3|56889	5246.0907	TM9SF3|56889	5389.8769
TM9SF4|9777	1962.2644	TM9SF4|9777	1758.7779
TMBIM1|64114	3034.1275	TMBIM1|64114	6667.5787
TMBIM4|51643	2130.3235	TMBIM4|51643	1213.2832
TMBIM6|7009	27274.2369	TMBIM6|7009	19330.5974
lowly_expressed	lowly_expressed	TMC2|117532	16.4159
TMC3|342125	10.2657	TMC3|342125	5.928
TMC4|147798	1938.7136	TMC4|147798	1272.2298
TMC5|79838	230.0732	TMC5|79838	472.8682
TMC6|11322	397.0423	TMC6|11322	415.8687
TMC7|79905	44.6861	TMC7|79905	46.9676
TMC8|147138	310.6893	TMC8|147138	146.3748
TMCC1|23023	830.3165	TMCC1|23023	867.3051
TMCC2|9911	28.0798	TMCC2|9911	39.6717
TMCC3|57458	511.7769	TMCC3|57458	355.2212
TMCO1|54499	3822.7772	TMCO1|54499	1770.1778
TMCO3|55002	1031.1021	TMCO3|55002	1262.6539
TMCO4|255104	406.1003	TMCO4|255104	864.1131
TMCO6|55374	100.5438	TMCO6|55374	167.3507
TMCO7|79613	178.7445	TMCO7|79613	413.5887
TMED10P1|286102	76.993	TMED10P1|286102	45.1436
TMED10|10972	9247.9144	TMED10|10972	7901.5048
TMED1|11018	654.2562	TMED1|11018	416.2244
TMED2|10959	8726.7776	TMED2|10959	5152.7588
TMED3|23423	4613.5405	TMED3|23423	1844.5052
TMED4|222068	1155.4987	TMED4|222068	843.5933
TMED5|50999	1469.4912	TMED5|50999	1045.1436
lowly_expressed	lowly_expressed	TMED6|146456	6.8399
TMED7-TICAM2|100302736	51.3649	TMED7-TICAM2|100302736	11.368
TMED7|51014	3460.7562	TMED7|51014	1463.9261
TMED8|283578	614.4342	TMED8|283578	297.7656
TMED9|54732	7312.8240000000005	TMED9|54732	2657.5467
TMEFF1|8577	50.1179	TMEFF1|8577	51.8285
TMEM100|55273	36.232	TMEM100|55273	224.3502
TMEM101|84336	507.8518	TMEM101|84336	697.2184
TMEM102|284114	169.3846	TMEM102|284114	174.1906
TMEM104|54868	380.7379	TMEM104|54868	412.6767
lowly_expressed	lowly_expressed	TMEM105|284186	16.8719
TMEM106A|113277	109.2998	TMEM106A|113277	99.8632
TMEM106B|54664	2191.1298	TMEM106B|54664	1101.6872
TMEM106C|79022	1907.0106	TMEM106C|79022	1160.9667
TMEM107|84314	110.8095	TMEM107|84314	189.2385
TMEM108|66000	201.6914	TMEM108|66000	34.6557
TMEM109|79073	2642.5201	TMEM109|79073	3625.627
TMEM110|375346	139.4237	TMEM110|375346	171.523
TMEM111|55831	1578.5072	TMEM111|55831	1141.3589
TMEM115|11070	891.6089999999999	TMEM115|11070	1030.5518
TMEM116|89894	213.4668	TMEM116|89894	164.1587
TMEM117|84216	84.8433	TMEM117|84216	145.0068
TMEM119|338773	1100.8487	TMEM119|338773	754.674
TMEM11|8834	235.8099	TMEM11|8834	428.1806
TMEM120A|83862	1217.6969	TMEM120A|83862	518.4679
TMEM120B|144404	265.3058	TMEM120B|144404	474.2225
TMEM121|80757	180.2542	TMEM121|80757	38.3037
TMEM123|114908	4849.9543	TMEM123|114908	6226.6302
TMEM125|128218	512.0788	TMEM125|128218	252.622
TMEM126A|84233	272.0419	TMEM126A|84233	253.078
TMEM126B|55863	402.4771	TMEM126B|55863	469.2202
TMEM127|55654	3355.0826	TMEM127|55654	2436.3885
TMEM128|85013	570.9558	TMEM128|85013	604.1952
TMEM129|92305	814.6160000000001	TMEM129|92305	823.0734
TMEM130|222865	24.4566	TMEM130|222865	30.5518
TMEM131|23505	1701.9979	TMEM131|23505	1504.332
TMEM132A|54972	313.1048	TMEM132A|54972	361.6051
TMEM132B|114795	11.7754	lowly_expressed	lowly_expressed
TMEM132C|92293	14.4928	TMEM132C|92293	363.4291
TMEM132E|124842	14.1909	TMEM132E|124842	7.2959
TMEM133|83935	91.4858	TMEM133|83935	141.3589
TMEM134|80194	677.2363	TMEM134|80194	319.6534
TMEM135|65084	305.2545	TMEM135|65084	495.212
TMEM136|219902	117.1501	TMEM136|219902	138.1669
TMEM138|51524	426.3298	TMEM138|51524	434.5645
TMEM139|135932	28.0798	TMEM139|135932	476.5162
TMEM140|55281	506.0945	TMEM140|55281	782.0976
TMEM141|85014	1893.4236	TMEM141|85014	517.0999
TMEM143|55260	106.8844	TMEM143|55260	91.1993
TMEM144|55314	1575.1859	TMEM144|55314	466.9403
TMEM145|284339	19.9276	TMEM145|284339	5.472
TMEM147|10430	1681.7684	TMEM147|10430	980.3922
TMEM149|79713	240.0279	TMEM149|79713	86.6621
TMEM14A|28978	921.8023	TMEM14A|28978	410.8527
TMEM14B|81853	1006.6456	TMEM14B|81853	675.3306
TMEM14C|51522	1984.3055	TMEM14C|51522	1979.9362
TMEM150A|129303	235.8099	TMEM150A|129303	307.7975
TMEM150B|284417	10.2657	lowly_expressed	lowly_expressed
TMEM150C|441027	130.1332	TMEM150C|441027	482.9001
TMEM151B|441151	6.0568	TMEM151B|441151	28.8053
TMEM154|201799	281.0999	TMEM154|201799	185.5905
TMEM156|80008	24.4566	TMEM156|80008	19.1518
TMEM158|25907	51.3287	TMEM158|25907	110.8071
TMEM159|57146	1009.6649	TMEM159|57146	1261.7419
TMEM160|54958	104.4689	TMEM160|54958	46.5116
TMEM161A|54929	558.5766	TMEM161A|54929	277.2458
TMEM161B|153396	154.5898	TMEM161B|153396	159.5987
TMEM163|81615	466.185	TMEM163|81615	48.7916
TMEM164|84187	692.9369	TMEM164|84187	713.1783
TMEM165|55858	1450.4875	TMEM165|55858	1218.4223
TMEM167A|153339	2663.0515	TMEM167A|153339	1713.1783
TMEM167B|56900	1864.7399	TMEM167B|56900	1396.7168
TMEM168|64418	666.9706	TMEM168|64418	799.8176
TMEM169|92691	17.8141	TMEM169|92691	13.2239
TMEM170A|124491	212.863	TMEM170A|124491	454.1724
TMEM170B|100113407	137.6816	TMEM170B|100113407	304.6056
TMEM173|340061	1097.5275	TMEM173|340061	922.9366
TMEM175|84286	423.3105	TMEM175|84286	282.7177
TMEM176A|55365	563.1056	TMEM176A|55365	635.2029
TMEM176B|28959	1278.0836	TMEM176B|28959	1360.6931
TMEM177|80775	216.7881	TMEM177|80775	160.9667
