gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
TNFRSF10B|8795	1183.5749	TNFRSF10B|8795	1132.607
TNFRSF10C|8794	97.2625	TNFRSF10C|8794	88.0264
TNFRSF10D|8793	116.2641	TNFRSF10D|8793	164.31599999999997
TNFRSF11A|8792	82.7697	TNFRSF11A|8792	150.623
TNFRSF11B|4982	123.9936	TNFRSF11B|4982	154.8148
TNFRSF12A|51330	206.4412	TNFRSF12A|51330	370.5494
TNFRSF13B|23495	42.19	TNFRSF13B|23495	21.796999999999997
TNFRSF13C|115650	12.5604	TNFRSF13C|115650	8.3835
TNFRSF14|8764	762.5572	TNFRSF14|8764	991.0213
TNFRSF17|608	116.9082	TNFRSF17|608	121.5603
TNFRSF18|8784	24.1546	TNFRSF18|8784	27.386
TNFRSF19|55504	519.4847	TNFRSF19|55504	559.1775
TNFRSF1A|7132	2396.1353	TNFRSF1A|7132	2604.465
TNFRSF1B|7133	1448.6312	TNFRSF1B|7133	1241.3126
TNFRSF21|27242	892.7536	TNFRSF21|27242	3445.6066
TNFRSF25|8718	43.1562	TNFRSF25|8718	44.9913
TNFRSF4|7293	46.3768	TNFRSF4|7293	69.0239
TNFRSF6B|8771	25.9227	TNFRSF6B|8771	43.4376
TNFRSF8|943	36.715	TNFRSF8|943	88.3059
TNFRSF9|3604	19.9678	TNFRSF9|3604	11.7369
TNFSF10|8743	2177.4557	TNFSF10|8743	3524.4113
TNFSF11|8600	133.9775	TNFSF11|8600	714.2717
TNFSF12-TNFSF13|407977	103.0016	TNFSF12-TNFSF13|407977	100.3082
TNFSF12|8742	784.2254	TNFSF12|8742	742.429
TNFSF13B|10673	90.4992	TNFSF13B|10673	73.7745
TNFSF13|8741	531.7746	TNFSF13|8741	971.7253
TNFSF14|8740	14.4928	TNFSF14|8740	14.8108
TNFSF15|9966	65.3784	TNFSF15|9966	41.9174
lowly_expressed	lowly_expressed	TNFSF18|8995	8.9424
TNFSF4|7292	75.6844	TNFSF4|7292	34.9311
TNFSF8|944	88.8889	TNFSF8|944	51.1392
TNFSF9|8744	12.2383	lowly_expressed	lowly_expressed
TNF|7124	36.715	TNF|7124	75.1718
TNIK|23043	282.4477	TNIK|23043	410.7901
TNIP1|10318	2529.7907	TNIP1|10318	2693.8887
TNIP2|79155	434.4605	TNIP2|79155	461.6498
TNK1|8711	297.2625	TNK1|8711	383.963
TNK2|10188	848.2512	TNK2|10188	744.1281
TNKS1BP1|85456	2991.6264	TNKS1BP1|85456	4339.5641
TNKS2|80351	2293.0757	TNKS2|80351	2027.9617
TNKS|8658	1821.9646	TNKS|8658	1723.0353
TNMD|64102	27.0531	TNMD|64102	23.4737
TNNC1|7134	21.5781	TNNC1|7134	5.0301
lowly_expressed	lowly_expressed	TNNC2|7125	11.7369
TNNI1|7135	5.7971	TNNI1|7135	58.1254
TNNI2|7136	6.7633	TNNI2|7136	38.8434
TNNI3K|51086	42.2448	TNNI3K|51086	20.9363
lowly_expressed	lowly_expressed	TNNT2|7139	6.7068
TNNT3|7140	52.818000000000005	TNNT3|7140	32.975
TNN|63923	926.8921	TNN|63923	1252.4906
TNPO1|3842	3378.744	TNPO1|3842	2928.9054
TNPO2|30000	2026.4089999999999	TNPO2|30000	1760.8084
TNPO3|23534	1315.2979	TNPO3|23534	1201.072
TNRC18|84629	2075.6844	TNRC18|84629	2376.9935
TNRC6A|27327	1762.6409	TNRC6A|27327	1428.8229
TNRC6B|23112	961.0306	TNRC6B|23112	1240.4743
TNRC6C|57690	1121.3913	TNRC6C|57690	685.9272
TNS1|7145	11376.4895	TNS1|7145	7114.2136
TNS3|64759	4319.4847	TNS3|64759	2344.5774
TNS4|84951	451.5298	TNS4|84951	2111.7964
TNXB|7148	2542.6667	TNXB|7148	3637.2137
TOB1|10140	2254.5378	TOB1|10140	1428.6161
TOB2|10766	1968.1159	TOB2|10766	1919.256
TOE1|114034	254.5926	TOE1|114034	259.2533
TOLLIP|54472	1116.5862	TOLLIP|54472	1243.2688
TOM1L1|10040	1253.6264	TOM1L1|10040	1052.3101
TOM1L2|146691	2040.2576	TOM1L2|146691	1773.3836
TOM1|10043	760.0644	TOM1|10043	810.1228
TOMM20|9804	5729.1465	TOMM20|9804	6407.7664
TOMM22|56993	1067.3108	TOMM22|56993	1291.3339999999998
TOMM34|10953	703.3816	TOMM34|10953	907.9299
TOMM40L|84134	384.4316	TOMM40L|84134	417.8322
TOMM40|10452	606.4412	TOMM40|10452	700.0198
TOMM5|401505	615.7617	TOMM5|401505	797.7767
TOMM6|100188893	1858.4895	TOMM6|100188893	1596.7606
TOMM70A|9868	2432.4058	TOMM70A|9868	2340.2963
TOMM7|54543	1911.1111	TOMM7|54543	1923.4477
TOP1MT|116447	289.533	TOP1MT|116447	549.9557
TOP1P1|7151	80.1932	TOP1P1|7151	103.1167
TOP1|7150	2701.7713	TOP1|7150	3033.696
TOP2A|7153	1759.0982	TOP2A|7153	1259.1974
TOP2B|7155	5154.9114	TOP2B|7155	5622.2352
TOP3A|7156	505.314	TOP3A|7156	505.2439
TOP3B|8940	228.0193	TOP3B|8940	285.038
TOPBP1|11073	1062.8019	TOPBP1|11073	881.1028
TOPORS|10210	631.2399	TOPORS|10210	731.5976
TOR1AIP1|26092	2215.4589	TOR1AIP1|26092	1811.6681
TOR1AIP2|163590	597.1014	TOR1AIP2|163590	474.5045
TOR1A|1861	878.5829	TOR1A|1861	875.2344
TOR1B|27348	559.7424	TOR1B|27348	539.3366
TOR2A|27433	279.2271	TOR2A|27433	239.2084
TOR3A|64222	906.9243	TOR3A|64222	1013.5617
TOX2|84969	95.9742	TOX2|84969	54.2131
TOX3|27324	130.1127	TOX3|27324	425.042
TOX4|9878	2098.2963	TOX4|9878	1822.9159
TOX|9760	151.3688	TOX|9760	80.2019
TP53AIP1|63970	9.3398	TP53AIP1|63970	160.4037
TP53BP1|7158	1784.219	TP53BP1|7158	1639.2481
TP53BP2|7159	890.8213	TP53BP2|7159	985.0579
TP53I11|9537	2340.4187	TP53I11|9537	2183.0559
TP53I13|90313	213.2045	TP53I13|90313	307.9528
TP53I3|9540	287.6006	TP53I3|9540	505.8028
TP53INP1|94241	2486.9565	TP53INP1|94241	1150.7711
TP53INP2|58476	803.5427	TP53INP2|58476	966.3348
TP53RK|112858	549.4364	TP53RK|112858	571.7527
TP53TG1|11257	440.5797	TP53TG1|11257	304.32
TP53|7157	2655.3945	TP53|7157	2887.8264
TP63|8626	460.2254	TP63|8626	1498.1263
TP73|7161	27.3752	TP73|7161	37.1667
TPBG|7162	1788.7279	TPBG|7162	1234.8853
TPCN1|53373	2088.8889	TPCN1|53373	1568.2679999999998
TPCN2|219931	320.4799	TPCN2|219931	317.9292
TPD52L1|7164	666.0225	TPD52L1|7164	1087.6157
TPD52L2|7165	2123.0274	TPD52L2|7165	2085.8076
TPD52|7163	4239.1047	TPD52|7163	2733.4168
TPH1|7166	6.1192	TPH1|7166	9.5013
TPI1P2|286016	15.780999999999999	TPI1P2|286016	17.3258
TPI1|7167	4892.4316	TPI1|7167	5445.344
TPK1|27010	107.2464	TPK1|27010	105.0728
TPM1|7168	6001.5201	TPM1|7168	10351.3289
TPM2|7169	1170.0483	TPM2|7169	3933.8041
TPM3|7170	7043.8003	TPM3|7170	5621.9558
TPM4|7171	10958.132	TPM4|7171	14846.848
TPMT|7172	487.2786	TPMT|7172	636.3055
TPO|7173	36.0709	TPO|7173	17.6053
TPP1|1200	4593.2367	TPP1|1200	4062.9096
TPP2|7174	1609.0177	TPP2|7174	1241.3126
TPPP3|51673	191.9485	TPPP3|51673	243.6796
TPPP|11076	124.9597	TPPP|11076	219.3675
TPRA1|131601	471.1755	TPRA1|131601	622.3330000000001
TPRG1L|127262	1436.715	TPRG1L|127262	1350.5772
TPRG1|285386	279.8712	TPRG1|285386	225.2359
TPRKB|51002	306.9243	TPRKB|51002	320.528
TPRN|286262	369.4042	TPRN|286262	242.5618
TPRXL|348825	5.153	TPRXL|348825	13.1341
TPR|7175	4176.3446	TPR|7175	3862.4412
TPSAB1|7177	898.8728	TPSAB1|7177	257.3726
TPSB2|64499	1425.7649	TPSB2|64499	255.137
TPSG1|25823	56.3156	lowly_expressed	lowly_expressed
TPST1|8460	351.3688	TPST1|8460	376.4179
TPST2|8459	377.1337	TPST2|8459	417.2174
TPT1|7178	76825.7649	TPT1|7178	70229.4556
TPTE2P1|646405	12.5604	TPTE2P1|646405	18.7231
TPX2|22974	653.1401	TPX2|22974	466.6799
TRA2A|29896	1069.8873	TRA2A|29896	1348.3416
TRA2B|6434	2620.9339999999997	TRA2B|6434	2823.2736
TRABD|80305	280.5153	TRABD|80305	424.7625
TRADD|8717	190.9823	TRADD|8717	262.1232
TRAF1|7185	467.3108	TRAF1|7185	276.3751
TRAF2|7186	317.8744	TRAF2|7186	372.785
TRAF3IP1|26146	477.9388	TRAF3IP1|26146	592.432
TRAF3IP2|10758	646.0548	TRAF3IP2|10758	871.0427
TRAF3IP3|80342	218.6795	TRAF3IP3|80342	193.0993
TRAF3|7187	249.5974	TRAF3|7187	293.4215
TRAF4|9618	773.2689	TRAF4|9618	1336.3253
TRAF5|7188	401.9324	TRAF5|7188	570.3555
TRAF6|7189	265.3784	TRAF6|7189	247.8713
TRAF7|84231	1951.3462	TRAF7|84231	2338.8236
TRAFD1|10906	1039.2915	TRAFD1|10906	1166.9792
TRAIP|10293	97.9066	TRAIP|10293	73.2156
TRAK1|22906	1507.8905	TRAK1|22906	1543.3970000000002
TRAK2|66008	2030.2738	TRAK2|66008	1556.5311
TRAM1L1|133022	132.3671	TRAM1L1|133022	114.2947
TRAM1|23471	6360.3865	TRAM1|23471	5053.5564
TRAM2|9697	2474.3961	TRAM2|9697	2127.1661
TRANK1|9881	1270.5314	TRANK1|9881	803.6954
TRAP1|10131	1304.219	TRAP1|10131	1903.9757
TRAPPC10|7109	1295.3301	TRAPPC10|7109	1227.3402
TRAPPC1|58485	1514.6538	TRAPPC1|58485	1299.438
TRAPPC2L|51693	492.7536	TRAPPC2L|51693	556.6625
TRAPPC2P1|10597	127.0467	TRAPPC2P1|10597	106.7104
TRAPPC2|6399	350.7246	TRAPPC2|6399	373.9028
TRAPPC3|27095	1059.2593	TRAPPC3|27095	1032.5642
TRAPPC4|51399	700.4831	TRAPPC4|51399	734.6715
TRAPPC5|126003	311.4332	TRAPPC5|126003	345.6785
TRAPPC6A|79090	334.6216	TRAPPC6A|79090	293.142
TRAPPC6B|122553	754.2673	TRAPPC6B|122553	620.9358
TRAPPC9|83696	867.3108	TRAPPC9|83696	733.8332
TRAT1|50852	71.8196	TRAT1|50852	26.8271
TRDMT1|1787	134.6216	TRDMT1|1787	134.1355
TRDN|10345	34.7826	TRDN|10345	5.5889999999999995
TREM1|54210	5.475	TREM1|54210	17.3258
TREM2|54209	232.5282	TREM2|54209	606.6839
TREML1|340205	5.153	TREML1|340205	7.2657
TREML2|79865	20.2899	TREML2|79865	12.8547
TRERF1|55809	656.3607	TRERF1|55809	475.0634
TREX1|11277	291.1884	TREX1|11277	252.4794
TRHDE|29953	30.8213	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRH|7200	54.4926
TRIAP1|51499	593.8808	TRIAP1|51499	507.4795
TRIB1|10221	831.2399	TRIB1|10221	1689.8283
TRIB2|28951	1191.3043	TRIB2|28951	1374.0509
TRIB3|57761	764.2512	TRIB3|57761	504.9644
TRIL|9865	685.9903	TRIL|9865	1869.2346
TRIM11|81559	296.2963	TRIM11|81559	386.1986
TRIM13|10206	962.6248	TRIM13|10206	906.3958
TRIM14|9830	833.4944	TRIM14|9830	1576.6515
TRIM16L|147166	157.285	TRIM16L|147166	127.0375
TRIM16|10626	553.9903	TRIM16|10626	588.57
TRIM17|51127	28.0193	TRIM17|51127	51.9775
TRIM21|6737	420.934	TRIM21|6737	511.3917
TRIM22|10346	1675.6844	TRIM22|10346	1749.9071
TRIM23|373	548.7923	TRIM23|373	403.245
TRIM24|8805	816.1031	TRIM24|8805	665.9271
TRIM25|7706	1954.5153	TRIM25|7706	2117.9443
TRIM26|7726	1722.3833	TRIM26|7726	1625.8345
TRIM27|5987	1427.0531	TRIM27|5987	1661.3245
TRIM28|10155	5632.5282	TRIM28|10155	5135.9939
TRIM29|23650	711.4332	TRIM29|23650	3930.7302
TRIM2|23321	1003.8647	TRIM2|23321	2392.9221
TRIM32|22954	479.2271	TRIM32|22954	632.1137
TRIM33|51592	1557.81	TRIM33|51592	1505.9509
TRIM34|53840	299.1948	TRIM34|53840	276.0956
TRIM35|23087	409.3398	TRIM35|23087	523.408
TRIM36|55521	32.5282	TRIM36|55521	290.627
TRIM37|4591	897.6329	TRIM37|4591	711.1447
TRIM38|10475	693.7198	TRIM38|10475	659.7792
TRIM39|56658	444.905	TRIM39|56658	435.7365
TRIM3|10612	574.2351	TRIM3|10612	382.2863
TRIM41|90933	518.2802	TRIM41|90933	564.8252
TRIM44|54765	1846.0548	TRIM44|54765	1544.2354
TRIM45|80263	285.9903	TRIM45|80263	211.2635
TRIM46|80128	26.087	TRIM46|80128	49.7419
TRIM47|91107	486.3124	TRIM47|91107	950.4062
TRIM4|89122	1325.6039	TRIM4|89122	1229.5758
TRIM52|84851	153.3011	TRIM52|84851	166.5516
TRIM55|84675	5.475	lowly_expressed	lowly_expressed
TRIM56|81844	382.2866	TRIM56|81844	463.8854
TRIM58|25893	30.2029	TRIM58|25893	130.9358
TRIM59|286827	182.0966	TRIM59|286827	166.7165
TRIM5|85363	513.8776	TRIM5|85363	743.8961
TRIM62|55223	280.1932	TRIM62|55223	305.9967
TRIM63|84676	15.1369	TRIM63|84676	12.5752
TRIM65|201292	428.6634	TRIM65|201292	542.1311
TRIM66|9866	424.1546	TRIM66|9866	402.4066
TRIM68|55128	277.2947	TRIM68|55128	417.2174
TRIM69|140691	33.8164	TRIM69|140691	16.208
TRIM6|117854	213.8486	TRIM6|117854	231.6633
TRIM78P|117852	11.0821	TRIM78P|117852	11.4546
TRIM7|81786	18.0354	TRIM7|81786	16.208
TRIM8|81603	2013.8486	TRIM8|81603	1838.2158
TRIM9|114088	31.561999999999998	TRIM9|114088	285.038
TRIOBP|11078	1138.0129	TRIOBP|11078	1778.1566
TRIO|7204	2434.7826	TRIO|7204	2620.9525
TRIP10|9322	734.9436	TRIP10|9322	612.5523
TRIP11|9321	1374.2351	TRIP11|9321	1216.1622
TRIP12|9320	4150.4026	TRIP12|9320	4280.3209
TRIP13|9319	252.81799999999998	TRIP13|9319	154.5353
TRIP4|9325	621.9002	TRIP4|9325	542.1311
TRIP6|7205	1267.9549	TRIP6|7205	1291.8929
TRIT1|54802	334.9436	TRIT1|54802	391.5081
TRMT112|51504	1807.4074	TRMT112|51504	1679.7682
TRMT11|60487	180.0322	TRMT11|60487	214.6169
TRMT12|55039	285.3462	TRMT12|55039	348.1935
TRMT1|55621	360.3865	TRMT1|55621	472.5483
TRMT2A|27037	368.1159	TRMT2A|27037	512.5095
TRMT2B|79979	361.6747	TRMT2B|79979	363.5632
TRMT5|57570	703.0596	TRMT5|57570	653.9107
TRMT61A|115708	240.5797	TRMT61A|115708	319.6897
TRMT61B|55006	234.2126	TRMT61B|55006	312.1334
TRMT6|51605	314.6538	TRMT6|51605	363.0043
TRMU|55687	152.9791	TRMU|55687	221.3236
TRNAU1AP|54952	287.9227	TRNAU1AP|54952	280.5668
TRNP1|388610	174.5572	TRNP1|388610	366.3577
TRNT1|51095	413.9646	TRNT1|51095	427.8085
TROAP|10024	82.7697	TROAP|10024	71.539
TROVE2|6738	1400.7375	TROVE2|6738	1077.6645
TRO|7216	227.6973	TRO|7216	567.0021
TRPC1|7220	166.8277	TRPC1|7220	167.9489
TRPC3|7222	7.0853	lowly_expressed	lowly_expressed
TRPC4AP|26133	1999.6779	TRPC4AP|26133	2137.7851
TRPC4|7223	9.0177	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRPC5|7224	5.8684
TRPC6|7225	163.285	TRPC6|7225	158.7271
TRPM2|7226	149.7585	TRPM2|7226	451.5896
lowly_expressed	lowly_expressed	TRPM3|80036	10.3396
TRPM4|54795	801.2882	TRPM4|54795	843.6566
TRPM6|140803	25.1208	TRPM6|140803	35.49
TRPM7|54822	1400.0	TRPM7|54822	1157.1985
TRPS1|7227	7891.1433	TRPS1|7227	6088.3562
TRPT1|83707	248.3092	TRPT1|83707	268.5505
TRPV1|7442	152.1449	TRPV1|7442	183.3689
TRPV2|51393	255.7166	TRPV2|51393	290.0681
TRPV3|162514	8.3736	TRPV3|162514	7.8246
TRPV4|59341	70.5314	TRPV4|59341	219.3675
TRPV6|55503	75.3623	TRPV6|55503	347.0757
TRRAP|8295	2592.1159	TRRAP|8295	2729.2027
TRUB1|142940	820.6119	TRUB1|142940	610.3167
TRUB2|26995	456.6828	TRUB2|26995	641.3355
TSC1|7248	1148.1481	TSC1|7248	966.0553
TSC22D1|8848	5978.4219	TSC22D1|8848	6270.557
TSC22D2|9819	491.1433	TSC22D2|9819	451.8691
TSC22D3|1831	3823.5105	TSC22D3|1831	1803.0052
TSC22D4|81628	638.0032	TSC22D4|81628	1099.9114
TSC2|7249	1232.8502	TSC2|7249	1629.1879
TSEN15|116461	540.7407	TSEN15|116461	516.1424
TSEN2|80746	178.0998	TSEN2|80746	196.7321
TSEN34|79042	769.0821	TSEN34|79042	743.3344
TSEN54|283989	314.3317	TSEN54|283989	301.805
TSFM|10102	447.6651	TSFM|10102	544.9256
TSG101|7251	1134.6216	TSG101|7251	1116.9578
TSGA10|80705	68.277	TSGA10|80705	79.3635
TSGA14|95681	262.4799	TSGA14|95681	298.731
TSHR|7253	13.2045	TSHR|7253	12.0163
TSHZ1|10194	1029.9517	TSHZ1|10194	969.6882
TSHZ2|128553	451.8519	TSHZ2|128553	613.1112
TSHZ3|57616	520.4509	TSHZ3|57616	716.5073
TSIX|9383	6.4444	TSIX|9383	18.1558
TSKU|25987	1057.0048	TSKU|25987	1722.8033
TSLP|85480	24.4767	TSLP|85480	44.7118
TSNARE1|203062	155.2335	TSNARE1|203062	195.6143
TSNAXIP1|55815	12.5604	TSNAXIP1|55815	33.5339
TSNAX|7257	1142.351	TSNAX|7257	968.1372
TSN|7247	2211.5942	TSN|7247	2167.1273
TSPAN10|83882	51.5298	TSPAN10|83882	71.539
TSPAN11|441631	409.3398	TSPAN11|441631	668.7215
TSPAN12|23554	336.2319	TSPAN12|23554	281.4052
TSPAN13|27075	2995.1691	TSPAN13|27075	1988.0005
TSPAN14|81619	2853.1401	TSPAN14|81619	3114.1801
TSPAN15|23555	1219.6457	TSPAN15|23555	1123.6646
TSPAN17|26262	772.9469	TSPAN17|26262	819.0651
TSPAN18|90139	766.1836	TSPAN18|90139	623.4508
TSPAN1|10103	241.868	TSPAN1|10103	1004.0604
TSPAN2|10100	215.1369	TSPAN2|10100	176.6118
TSPAN31|6302	1214.1707	TSPAN31|6302	1094.8813
TSPAN32|10077	12.2383	TSPAN32|10077	15.9286
TSPAN33|340348	234.4605	TSPAN33|340348	333.9416
TSPAN3|10099	2882.4477	TSPAN3|10099	2787.2247
TSPAN4|7106	1300.4831	TSPAN4|7106	861.2619
TSPAN5|10098	277.9388	TSPAN5|10098	289.5092
TSPAN6|7105	738.1643	TSPAN6|7105	1154.6834
TSPAN7|7102	1423.8325	TSPAN7|7102	1165.3025
TSPAN8|7103	89.8551	TSPAN8|7103	170.1845
TSPAN9|10867	2152.9791	TSPAN9|10867	1683.9599
TSPO|706	1250.2415	TSPO|706	1253.3289
TSPYL1|7259	3678.1192	TSPYL1|7259	3283.6240000000003
TSPYL2|64061	913.0435	TSPYL2|64061	684.3707
TSPYL3|128854	31.8841	TSPYL3|128854	45.8296
TSPYL4|23270	1045.0886	TSPYL4|23270	1191.5707
TSPYL5|85453	695.6522	TSPYL5|85453	1207.2198
TSR1|55720	1081.62	TSR1|55720	1609.9953
TSR2|90121	683.0918	TSR2|90121	739.7016
TSSC1|7260	291.7874	TSSC1|7260	403.5244
TSSC4|10078	298.5507	TSSC4|10078	371.6672
TSSK3|81629	24.3253	TSSK3|81629	30.5298
TSSK4|283629	20.934	TSSK4|283629	15.9286
TSSK6|83983	12.5604	TSSK6|83983	15.3697
TSTA3|7264	892.1095	TSTA3|7264	1245.7838
TSTD1|100131187	592.9147	TSTD1|100131187	491.8303
TSTD2|158427	531.3752	TSTD2|158427	713.3356
TST|7263	235.4267	TST|7263	470.5922
TTBK1|84630	5.7971	lowly_expressed	lowly_expressed
TTBK2|146057	236.3929	TTBK2|146057	159.5654
TTC12|54970	528.1804	TTC12|54970	519.2163
TTC13|79573	233.4944	TTC13|79573	256.8137
TTC14|151613	830.5958	TTC14|151613	845.8922
TTC15|51112	493.0757	TTC15|51112	591.0347
TTC17|55761	1742.9952	TTC17|55761	1656.5739
TTC18|118491	87.8873	TTC18|118491	113.9034
TTC19|54902	1655.2754	TTC19|54902	1567.0496
TTC1|7265	1081.4815	TTC1|7265	929.4475
TTC21A|199223	105.314	TTC21A|199223	131.8999
TTC21B|79809	383.8969	TTC21B|79809	484.8413
TTC22|55001	14.1707	TTC22|55001	71.2595
TTC23L|153657	22.8663	TTC23L|153657	12.2958
TTC23|64927	480.5153	TTC23|64927	480.3729
TTC25|83538	15.4589	TTC25|83538	20.1203
TTC26|79989	161.6747	TTC26|79989	137.7684
TTC27|55622	506.2802	TTC27|55622	598.8593
TTC28|23331	1249.9614	TTC28|23331	1222.9193
TTC30A|92104	286.6345	TTC30A|92104	363.2837
TTC30B|150737	240.2576	TTC30B|150737	270.5067
TTC31|64427	437.6812	TTC31|64427	471.4305
TTC32|130502	31.2399	TTC32|130502	43.8735
TTC33|23548	478.2609	TTC33|23548	402.4066
TTC35|9694	635.7488	TTC35|9694	574.2678
TTC36|143941	50.8857	TTC36|143941	63.7144
TTC37|9652	2052.496	TTC37|9652	2040.2574
TTC38|55020	591.3043	TTC38|55020	723.4936
TTC39A|22996	5960.3865	TTC39A|22996	1498.9646
TTC39B|158219	100.8052	TTC39B|158219	122.6781
TTC39C|125488	470.8535	TTC39C|125488	561.6926
TTC3|7267	9016.4251	TTC3|7267	8770.7875
TTC4|7268	682.4477	TTC4|7268	605.8455
TTC5|91875	233.1723	TTC5|91875	266.0355
TTC7A|57217	543.1916	TTC7A|57217	848.0077
TTC7B|145567	332.6892	TTC7B|145567	335.8977
TTC8|123016	554.2673	TTC8|123016	576.7828
TTC9C|283237	308.2126	TTC9C|283237	281.6846
TTC9|23508	393.2367	TTC9|23508	784.6929
TTF1|7270	391.6264	TTF1|7270	360.4893
TTF2|8458	373.913	TTF2|8458	393.7437
TTK|7272	175.8454	TTK|7272	124.0754
lowly_expressed	lowly_expressed	TTLL10|254173	5.3095
TTLL11|158135	69.5652	TTLL11|158135	105.3523
TTLL12|23170	1094.3639	TTLL12|23170	1170.3326
TTLL13|440307	9.4686	TTLL13|440307	7.0617
TTLL1|25809	230.9179	TTLL1|25809	250.6658
TTLL3|26140	578.9211	TTLL3|26140	685.8043
TTLL4|9654	409.6618	TTLL4|9654	812.6378
TTLL5|23093	667.3108	TTLL5|23093	642.7328
TTLL7|79739	97.5845	TTLL7|79739	57.846000000000004
TTLL9|164395	39.2915	TTLL9|164395	7.5451
TTL|150465	776.4895	TTL|150465	878.8672
TTN|7273	213.7778	TTN|7273	294.6427
TTPAL|79183	644.1224	TTPAL|79183	665.6476
lowly_expressed	lowly_expressed	TTPA|7274	5.5889999999999995
TTYH1|57348	29.6296	TTYH1|57348	337.8539
TTYH2|94015	316.3156	TTYH2|94015	552.3394
TTYH3|80727	1683.7359	TTYH3|80727	1929.3162
TUBA1A|7846	5257.649	TUBA1A|7846	8158.7857
TUBA1B|10376	14830.1675	TUBA1B|10376	17587.251
TUBA1C|84790	1956.5217	TUBA1C|84790	2311.0435
TUBA3D|113457	90.4992	TUBA3D|113457	41.9174
TUBA3E|112714	41.868	TUBA3E|112714	22.0765
TUBA4A|7277	368.1159	TUBA4A|7277	629.3192
TUBA8|51807	27.0531	TUBA8|51807	34.9898
lowly_expressed	lowly_expressed	TUBAL3|79861	7.2657
TUBB1|81027	19.3237	TUBB1|81027	19.5614
TUBB2A|7280	345.5717	TUBB2A|7280	1257.2412
TUBB2B|347733	44.7665	TUBB2B|347733	288.3914
TUBB2C|10383	3648.9533	TUBB2C|10383	4241.1981
TUBB3|10381	130.248	TUBB3|10381	367.19599999999997
TUBB4|10382	40.9018	TUBB4|10382	74.054
TUBB6|84617	1069.7778	TUBB6|84617	1756.3428
TUBB8|347688	7.0853	TUBB8|347688	5.5889999999999995
TUBBP5|643224	29.6296	TUBBP5|643224	68.465
TUBB|203068	22011.9163	TUBB|203068	23437.6703
TUBD1|51174	219.3237	TUBD1|51174	165.9927
TUBE1|51175	224.7987	TUBE1|51175	215.1758
TUBG1|7283	494.0419	TUBG1|7283	780.5012
TUBG2|27175	290.4992	TUBG2|27175	368.3138
TUBGCP2|10844	1291.8744	TUBGCP2|10844	1534.5944
TUBGCP3|10426	629.9517	TUBGCP3|10426	596.9031
TUBGCP4|27229	374.2351	TUBGCP4|27229	394.8615
TUBGCP5|114791	380.0322	TUBGCP5|114791	410.7901
TUBGCP6|85378	573.591	TUBGCP6|85378	893.1191
TUB|7275	315.2979	TUB|7275	591.3142
TUFM|7284	2969.0821	TUFM|7284	3334.3859
TUFT1|7286	327.8583	TUFT1|7286	403.245
TUG1|55000	5125.9259	TUG1|55000	4992.3571
TULP3|7289	669.8873	TULP3|7289	561.972
TULP4|56995	1191.3043	TULP4|56995	974.4388
TUSC1|286319	266.0225	TUSC1|286319	281.6846
TUSC2|11334	660.2254	TUSC2|11334	539.0572
TUSC3|7991	1125.9259	TUSC3|7991	1524.3945
TUSC5|286753	991.6264	TUSC5|286753	77.1279
TUT1|64852	484.05800000000005	TUT1|64852	518.378
TWF1|5756	2092.1095	TWF1|5756	1964.5267
TWF2|11344	867.3076	TWF2|11344	980.1368
TWIST1|7291	223.8325	TWIST1|7291	152.8586
TWIST2|117581	51.2077	TWIST2|117581	176.3323
TWISTNB|221830	598.3897	TWISTNB|221830	621.4947
TWSG1|57045	1464.0902	TWSG1|57045	1266.1836
TXK|7294	19.6457	TXK|7294	11.7369
TXLNA|200081	2381.6425	TXLNA|200081	2639.1167
TXLNB|167838	152.0129	TXLNB|167838	103.955
TXLNG|55787	305.9581	TXLNG|55787	288.3914
TXN2|25828	1334.9436	TXN2|25828	1603.1991
TXNDC11|51061	1291.1433	TXNDC11|51061	1277.3616
TXNDC12|51060	1584.219	TXNDC12|51060	1439.1625
TXNDC15|79770	1450.2415	TXNDC15|79770	1405.9081
TXNDC16|57544	595.4911	TXNDC16|57544	442.0884
TXNDC17|84817	471.8454	TXNDC17|84817	619.9437
TXNDC5|81567	10082.1739	TXNDC5|81567	10249.3049
TXNDC6|347736	7.7295	TXNDC6|347736	8.6629
TXNDC9|10190	476.9726	TXNDC9|10190	553.3091
TXNIP|10628	32642.8341	TXNIP|10628	21434.0207
TXNL1|9352	1275.3623	TXNL1|9352	1307.5421
TXNL4A|10907	615.1369	TXNL4A|10907	641.3355
TXNL4B|54957	207.7295	TXNL4B|54957	280.2874
TXNRD1|7296	1570.6924	TXNRD1|7296	1659.0889
TXNRD2|10587	275.0403	TXNRD2|10587	359.9304
TXNRD3IT1|645840	174.8792	TXNRD3IT1|645840	297.6132
TXN|7295	1695.0081	TXN|7295	2012.592
TYK2|7297	1045.0886	TYK2|7297	1234.8853
TYMP|1890	561.6747	TYMP|1890	830.2431
TYMS|7298	442.8148	TYMS|7298	484.9531
TYRO3|7301	211.5942	TYRO3|7301	186.9514
TYROBP|7305	1029.9517	TYROBP|7305	1219.5156
