gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
TYSND1|219743	439.6135	TYSND1|219743	523.408
TYW1B|441250	76.3285	TYW1B|441250	71.8184
TYW1|55253	647.9871	TYW1|55253	630.1576
TYW3|127253	652.2995	TYW3|127253	731.2818
U2AF1L4|199746	107.1465	U2AF1L4|199746	89.4097
U2AF1|7307	1125.2818	U2AF1|7307	1369.0208
U2AF2|11338	2382.2866	U2AF2|11338	2443.2229
UACA|55075	3479.2271	UACA|55075	2438.4723
UAP1L1|91373	324.3156	UAP1L1|91373	293.7009
UAP1|6675	1110.1449	UAP1|6675	1324.309
UBA1|7317	6077.6167	UBA1|7317	7569.995
UBA2|10054	2096.6184	UBA2|10054	1994.9867
UBA3|9039	1070.5314	UBA3|9039	1046.5366
UBA52|7311	9842.5121	UBA52|7311	9632.0495
UBA5|79876	809.6876	UBA5|79876	822.4185
UBA6|55236	1066.3446	UBA6|55236	1193.2474
UBA7|7318	792.5926	UBA7|7318	964.9375
UBAC1|10422	588.0837	UBAC1|10422	576.2239
UBAC2|337867	1449.5556	UBAC2|337867	1380.3497
UBAP1|51271	1077.2947	UBAP1|51271	1430.7539
UBAP2L|9898	3782.9308	UBAP2L|9898	3286.0412
UBAP2|55833	672.7858	UBAP2|55833	960.4663
UBASH3A|53347	80.8374	UBASH3A|53347	50.0214
UBASH3B|84959	141.3849	UBASH3B|84959	400.7299
UBB|7314	14198.0676	UBB|7314	13661.1457
UBC|7316	27722.0612	UBC|7316	24654.112
UBD|10537	457.971	UBD|10537	915.7545
UBE2A|7319	1254.1063	UBE2A|7319	1098.5142
UBE2B|7320	1007.4074	UBE2B|7320	882.7795
UBE2CBP|90025	57.971000000000004	UBE2CBP|90025	57.5665
UBE2C|11065	212.5604	UBE2C|11065	152.8586
UBE2D1|7321	401.6103	UBE2D1|7321	438.4555
UBE2D2|7322	1699.5169	UBE2D2|7322	1478.8443
UBE2D3|7323	5471.8196	UBE2D3|7323	5010.5213
UBE2D4|51619	415.4783	UBE2D4|51619	328.2548
UBE2E1|7324	1600.6441	UBE2E1|7324	1250.255
UBE2E2|7325	542.029	UBE2E2|7325	434.8227
UBE2E3|10477	1032.8502	UBE2E3|10477	1163.9052
UBE2F|140739	383.2528	UBE2F|140739	492.1098
UBE2G1|7326	1159.0982	UBE2G1|7326	1317.0433
UBE2G2|7327	1289.8551	UBE2G2|7327	1641.4837
UBE2H|7328	1897.5845	UBE2H|7328	1474.3731
UBE2I|7329	1784.5411	UBE2I|7329	1792.6656
UBE2J1|51465	2338.4863	UBE2J1|51465	2112.0758
UBE2J2|118424	690.8213	UBE2J2|118424	634.0699
UBE2K|3093	2382.6087	UBE2K|3093	1923.1683
UBE2L3|7332	1611.5942	UBE2L3|7332	1818.9338
UBE2L6|9246	1879.5491	UBE2L6|9246	1564.0763
UBE2MP1|606551	60.8696	UBE2MP1|606551	70.9801
UBE2M|9040	641.5459	UBE2M|9040	607.2428
UBE2NL|389898	7.4074	lowly_expressed	lowly_expressed
UBE2N|7334	1600.9662	UBE2N|7334	1624.9962
UBE2O|63893	713.3655	UBE2O|63893	933.9187
UBE2Q1|55585	1486.6345	UBE2Q1|55585	1457.3267
UBE2Q2P1|388165	28.9855	UBE2Q2P1|388165	24.871
UBE2Q2|92912	1880.1932	UBE2Q2|92912	1218.6773
UBE2QL1|134111	64.7343	UBE2QL1|134111	88.5853
UBE2R2|54926	1624.4767	UBE2R2|54926	1753.5427
UBE2S|27338	108.2126	UBE2S|27338	143.0779
UBE2T|29089	123.9936	UBE2T|29089	113.7358
UBE2V1|7335	2828.2866	UBE2V1|7335	2623.1881
UBE2V2|7336	704.0258	UBE2V2|7336	627.0836
UBE2W|55284	632.2061	UBE2W|55284	563.0898
UBE2Z|65264	3272.4638	UBE2Z|65264	3054.6574
UBE3A|7337	2395.1691	UBE3A|7337	2106.4869
UBE3B|89910	1297.5845	UBE3B|89910	1282.6711
UBE3C|9690	2106.2802	UBE3C|9690	2262.4194
UBE4A|9354	2096.6184	UBE4A|9354	1814.1832
UBE4B|10277	1719.1626	UBE4B|10277	1643.7192
UBFD1|56061	1794.8470000000002	UBFD1|56061	2012.592
UBIAD1|29914	805.475	UBIAD1|29914	673.4722
UBL3|5412	2287.6006	UBL3|5412	1427.4257
UBL4A|8266	1090.4992	UBL4A|8266	1023.9013
UBL4B|164153	6.4412	UBL4B|164153	7.2657
UBL5|59286	1800.0	UBL5|59286	1377.4043
UBL7|84993	857.971	UBL7|84993	826.6103
UBLCP1|134510	676.3285	UBLCP1|134510	780.7806
UBN1|29855	1674.0741	UBN1|29855	1686.4749
UBN2|254048	1005.475	UBN2|254048	895.3547
UBOX5|22888	393.5588	UBOX5|22888	358.793
UBP1|7342	2848.3092	UBP1|7342	2386.4948
UBQLN1|29979	2333.0113	UBQLN1|29979	2975.0145
UBQLN2|29978	1497.9066	UBQLN2|29978	1531.3807
UBQLN4|56893	1674.7182	UBQLN4|56893	1643.9987
UBQLNL|143630	6.7633	UBQLNL|143630	10.3396
UBR1|197131	1195.4911	UBR1|197131	1017.7534
UBR2|23304	1215.781	UBR2|23304	1083.9828
UBR3|130507	1349.4364	UBR3|130507	1364.8291
UBR4|23352	4608.3736	UBR4|23352	4744.2063
UBR5|51366	4069.2432	UBR5|51366	3492.8335
UBR7|55148	1554.2673	UBR7|55148	1239.077
UBTD1|80019	212.5604	UBTD1|80019	254.2986
UBTD2|92181	1539.4525	UBTD2|92181	1350.5772
UBTF|7343	2974.5572	UBTF|7343	3325.723
UBXN10|127733	77.9388	UBXN10|127733	152.8586
UBXN11|91544	208.6957	UBXN11|91544	314.1007
UBXN1|51035	1035.7488	UBXN1|51035	1329.3391
UBXN2A|165324	230.5958	UBXN2A|165324	294.2598
UBXN2B|137886	1101.7713	UBXN2B|137886	899.5465
UBXN4|23190	3401.2882	UBXN4|23190	3452.5929
UBXN6|80700	751.3688	UBXN6|80700	691.3569
UBXN7|26043	620.934	UBXN7|26043	429.2337
UBXN8|7993	178.74400000000003	UBXN8|7993	195.0554
UCHL1|7345	149.4364	UCHL1|7345	129.1055
UCHL3|7347	337.5201	UCHL3|7347	439.5733
UCHL5|51377	488.4734	UCHL5|51377	419.0646
UCK1|83549	608.6957	UCK1|83549	634.0699
UCK2|7371	301.7713	UCK2|7371	517.8191
UCKL1AS|100113386	10.2126	UCKL1AS|100113386	15.026
UCKL1|54963	283.0918	UCKL1|54963	419.7241
lowly_expressed	lowly_expressed	UCN2|90226	12.2958
UCP2|7351	2915.2979	UCP2|7351	2916.3302
UCP3|7352	21.9002	UCP3|7352	29.6216
UEVLD|55293	396.4573	UEVLD|55293	310.1884
UFC1|51506	1830.5958	UFC1|51506	2022.0932
UFD1L|7353	741.6973	UFD1L|7353	910.7244
UFM1|51569	1538.8084	UFM1|51569	1564.6352
UFSP1|402682	10.306	UFSP1|402682	20.3998
UFSP2|55325	730.0741	UFSP2|55325	637.8843
UGCG|7357	501.7713	UGCG|7357	407.7161
UGDH|7358	3580.0322	UGDH|7358	2557.5176
UGGT1|56886	2279.2271	UGGT1|56886	2654.2070000000003
UGGT2|55757	425.1208	UGGT2|55757	564.7665
UGP2|7360	2998.3897	UGP2|7360	2597.4788
lowly_expressed	lowly_expressed	UGT2B10|7365	33.2544
UGT2B11|10720	15.4589	UGT2B11|10720	4109.5664
lowly_expressed	lowly_expressed	UGT2B15|7366	132.4588
lowly_expressed	lowly_expressed	UGT2B28|54490	1411.2176
lowly_expressed	lowly_expressed	UGT2B4|7363	8.3835
lowly_expressed	lowly_expressed	UGT2B7|7364	25.4299
UGT3A2|167127	12.5604	UGT3A2|167127	30.1805
UGT8|7368	30.2738	UGT8|7368	212.6607
UHMK1|127933	670.5314	UHMK1|127933	536.8216
UHRF1BP1L|23074	751.3688	UHRF1BP1L|23074	570.6349
UHRF1BP1|54887	949.4364	UHRF1BP1|54887	745.57
UHRF1|29128	223.5105	UHRF1|29128	134.1355
UHRF2|115426	850.8857	UHRF2|115426	848.9662
UIMC1|51720	418.3575	UIMC1|51720	416.6585
ULBP2|80328	5.475	ULBP2|80328	11.7369
ULBP3|79465	12.8824	ULBP3|79465	32.6955
ULK1|8408	1016.1031	ULK1|8408	990.6468
ULK2|9706	632.8502	ULK2|9706	676.2667
ULK3|25989	552.6569999999999	ULK3|25989	608.3606
ULK4|54986	101.1272	ULK4|54986	62.0377
UMPS|7372	680.8374	UMPS|7372	697.7842
UNC119B|84747	1604.5089	UNC119B|84747	1914.7848
UNC119|9094	304.6699	UNC119|9094	520.3341
UNC13A|23025	9.6618	UNC13A|23025	16.4875
UNC13B|10497	819.6457	UNC13B|10497	1497.2879
UNC13C|440279	9.3398	UNC13C|440279	8.3835
UNC13D|201294	315.942	UNC13D|201294	380.6096
UNC45A|55898	1546.5378	UNC45A|55898	1873.9853
UNC50|25972	551.6908	UNC50|25972	591.3142
UNC5A|90249	28.0193	UNC5A|90249	67.9061
UNC5B|219699	1163.285	UNC5B|219699	1043.7422
UNC5CL|222643	37.4042	UNC5CL|222643	40.2798
UNC5C|8633	92.4316	UNC5C|8633	82.9964
lowly_expressed	lowly_expressed	UNC5D|137970	8.3835
lowly_expressed	lowly_expressed	UNC80|285175	7.8246
UNC93B1|81622	465.0564	UNC93B1|81622	501.0521
UNG|7374	838.9694	UNG|7374	994.5591
UNKL|64718	362.7021	UNKL|64718	325.5973
UNK|85451	679.8712	UNK|85451	692.4747
UPB1|51733	9.0177	lowly_expressed	lowly_expressed
UPF0639|400224	8.6957	lowly_expressed	lowly_expressed
UPF1|5976	2415.781	UPF1|5976	2821.3175
UPF2|26019	1165.2174	UPF2|26019	1132.3275
UPF3A|65110	557.1659	UPF3A|65110	561.4131
UPF3B|65109	273.752	UPF3B|65109	254.5781
UPK3A|7380	5.475	lowly_expressed	lowly_expressed
UPK3BL|100134938	26.2029	UPK3BL|100134938	27.9253
UPP1|7378	86.3124	UPP1|7378	162.6393
UPRT|139596	314.9758	UPRT|139596	314.9391
UQCC|55245	953.3011	UQCC|55245	841.4211
UQCR10|29796	1054.4283	UQCR10|29796	996.5153
UQCR11|10975	861.1916	UQCR11|10975	995.118
UQCRB|7381	3116.9082	UQCRB|7381	3035.0959999999995
UQCRC1|7384	1954.9114	UQCRC1|7384	2531.8083
UQCRC2|7385	3221.5781	UQCRC2|7385	3530.2797
UQCRFS1|7386	1393.8808	UQCRFS1|7386	1405.9081
UQCRHL|440567	376.8116	UQCRHL|440567	434.5433
UQCRH|7388	1453.7842	UQCRH|7388	1534.7341
UQCRQ|27089	1508.5346	UQCRQ|27089	1321.5145
URB1|9875	1226.1965	URB1|9875	1718.6339
URB2|9816	394.847	URB2|9816	514.1862
URGCP|55665	769.7262	URGCP|55665	883.059
URM1|81605	894.0419	URM1|81605	1100.7498
UROD|7389	1259.2593	UROD|7389	1266.1836
UROS|7390	485.3462	UROS|7390	479.814
USE1|55850	204.5089	USE1|55850	228.8688
USF1|7391	726.8921	USF1|7391	669.5599
USF2|7392	1639.6135	USF2|7392	1672.7819
lowly_expressed	lowly_expressed	USH1C|10083	6.7068
USH2A|7399	7.4074	lowly_expressed	lowly_expressed
USHBP1|83878	88.2448	USHBP1|83878	90.5415
USMG5|84833	711.4332	USMG5|84833	554.4269
USO1|8615	2230.5958	USO1|8615	2394.8783
USP10|9100	1384.219	USP10|9100	1833.1857
USP11|8237	1363.6071	USP11|8237	1717.2143
USP12|219333	399.6779	USP12|219333	324.1609
USP13|8975	562.9630000000001	USP13|8975	614.7879
USP14|9097	1309.8229	USP14|9097	1256.9618
USP15|9958	974.2351	USP15|9958	865.4537
USP16|10600	1140.0966	USP16|10600	946.7733
USP18|11274	249.5974	USP18|11274	256.8137
USP19|10869	1652.818	USP19|10869	1632.8207
USP1|7398	1363.285	USP1|7398	1215.8828
USP20|10868	659.9034	USP20|10868	657.5436
USP21|27005	518.5185	USP21|27005	480.9318
USP22|23326	9271.4976	USP22|23326	8512.8561
USP24|23358	1965.2174	USP24|23358	1819.7721
USP25|29761	975.8454	USP25|29761	1011.0466
USP27X|389856	156.1997	USP27X|389856	165.7133
USP28|57646	621.256	USP28|57646	691.6364
USP2|9099	44.4444	USP2|9099	57.5665
USP30|84749	517.8744	USP30|84749	428.9543
USP31|57478	683.0918	USP31|57478	945.3761
USP32|84669	1683.4138	USP32|84669	1099.0731
USP33|23032	1527.8583	USP33|23032	1606.832
USP34|9736	4090.8213	USP34|9736	3815.8766
USP35|57558	196.7794	USP35|57558	148.6669
USP36|57602	1257.649	USP36|57602	1452.5761
USP37|57695	627.3752	USP37|57695	603.6099
USP38|84640	1026.087	USP38|84640	814.8734
USP39|10713	985.8293	USP39|10713	1073.6432
USP3|9960	672.087	USP3|9960	654.9699
USP40|55230	973.913	USP40|55230	1112.7661
USP42|84132	423.1884	USP42|84132	416.0996
USP43|124739	128.1804	USP43|124739	145.0341
USP44|84101	24.7987	USP44|84101	24.5915
USP45|85015	212.5604	USP45|85015	204.2772
USP46|64854	737.5201	USP46|64854	714.5512
USP47|55031	2208.0515	USP47|55031	2432.3244
USP48|84196	1625.4428	USP48|84196	1462.3568
USP49|25862	30.9179	USP49|25862	23.4737
USP4|7375	1803.5427	USP4|7375	1668.8697
USP51|158880	94.0419	USP51|158880	92.2182
USP53|54532	1163.9291	USP53|54532	1024.7396
USP54|159195	950.7246	USP54|159195	1592.5801
USP5|8078	1697.2625	USP5|8078	1922.8888
USP6NL|9712	574.5572	USP6NL|9712	612.8317
USP6|9098	34.1385	USP6|9098	34.3722
USP7|7874	3144.2834	USP7|7874	3192.4258
USP8|9101	1640.1932	USP8|9101	1458.4417
USP9X|8239	4684.058	USP9X|8239	4300.1618
USPL1|10208	635.7488	USPL1|10208	484.2852
UST|10090	269.2432	UST|10090	373.0645
UTP11L|51118	667.6329	UTP11L|51118	673.7516
UTP14A|10813	541.7069	UTP14A|10813	634.3493
UTP14C|9724	1542.029	UTP14C|9724	1360.0785
UTP15|84135	410.306	UTP15|84135	356.0181
UTP18|51096	674.7182	UTP18|51096	726.5675
UTP20|27340	764.8953	UTP20|27340	1125.3413
UTP23|84294	611.2721	UTP23|84294	491.5509
UTP3|57050	661.1916	UTP3|57050	773.5149
UTP6|55813	662.4799	UTP6|55813	738.5838
UTRN|7402	5861.8357	UTRN|7402	4014.8443
UTS2R|2837	7.0853	UTS2R|2837	6.9862
UVRAG|7405	811.9163	UVRAG|7405	695.8281
UXS1|80146	583.8969	UXS1|80146	838.0677
UXT|8409	914.4412	UXT|8409	931.753
VAC14|55697	760.3865	VAC14|55697	1007.9727
VAMP1|6843	218.9887	VAMP1|6843	273.5471
VAMP2|6844	2224.1546	VAMP2|6844	1988.8388
VAMP3|9341	2616.4251	VAMP3|9341	2075.7475
VAMP4|8674	435.7488	VAMP4|8674	376.1384
VAMP5|10791	478.5829	VAMP5|10791	414.4229
VAMP7|6845	1606.4412	VAMP7|6845	1094.3224
VAMP8|8673	1395.4911	VAMP8|8673	2027.4028
VANGL1|81839	822.8663	VANGL1|81839	772.1177
VANGL2|57216	700.4831	VANGL2|57216	1124.7824
VAPA|9218	3200.0	VAPA|9218	3071.7038
VAPB|9217	1292.7536	VAPB|9217	1246.3427
VARS2|57176	630.9179	VARS2|57176	644.2586
VARS|7407	1414.1707	VARS|7407	1915.9026
VASH1|22846	1121.9678	VASH1|22846	1448.2335
VASH2|79805	152.3349	VASH2|79805	291.1859
VASN|114990	308.8567	VASN|114990	496.022
VASP|7408	1569.4042	VASP|7408	1776.737
VAT1L|57687	9.0177	VAT1L|57687	364.9604
VAT1|10493	6277.6167	VAT1|10493	4252.0966
VAV1|7409	227.3752	VAV1|7409	236.6933
VAV2|7410	845.4106	VAV2|7410	1030.8875
VAV3|10451	3957.81	VAV3|10451	1966.2034
lowly_expressed	lowly_expressed	VAX2|25806	15.3697
VBP1|7411	787.4396	VBP1|7411	767.926
VCAM1|7412	807.7295	VCAM1|7412	763.1753
VCAN|1462	16369.7262	VCAN|1462	6468.6863
VCL|7414	4231.2399	VCL|7414	6167.9992
VCPIP1|80124	1085.9903	VCPIP1|80124	810.1228
VCP|7415	5299.839	VCP|7415	7766.7271
VDAC1|7416	3495.3301	VDAC1|7416	3743.4993
VDAC2|7417	1251.5298	VDAC2|7417	1213.3677
VDAC3|7419	1531.0789	VDAC3|7419	1608.7881
VDR|7421	1486.6345	VDR|7421	1223.9868
VEGFA|7422	885.9903	VEGFA|7422	902.8998
VEGFB|7423	1447.0209	VEGFB|7423	856.7908
VEGFC|7424	451.8519	VEGFC|7424	197.291
VENTX|27287	26.409000000000002	VENTX|27287	23.4737
VEPH1|79674	104.6699	VEPH1|79674	65.3911
VEZF1|7716	2016.1031	VEZF1|7716	1621.9222
VEZT|55591	1554.5894	VEZT|55591	1471.8581
VGLL1|51442	37.3591	VGLL1|51442	117.648
VGLL3|389136	500.8052	VGLL3|389136	374.7412
VGLL4|9686	2290.9565	VGLL4|9686	2546.9377
VHL|7428	1081.8035	VHL|7428	975.2771
VILL|50853	186.7955	VILL|50853	211.8224
VIM|7431	40229.0338	VIM|7431	34308.5592
VIPAR|63894	695.9742	VIPAR|63894	546.3229
VIPR1|7433	385.1852	VIPR1|7433	532.3504
VIPR2|7434	66.5346	VIPR2|7434	118.2517
VIP|7432	6.1192	VIP|7432	6.1479
VIT|5212	79.5491	VIT|5212	93.0565
VKORC1L1|154807	1787.7617	VKORC1L1|154807	1177.8777
VKORC1|79001	1304.7536	VKORC1|79001	1105.8078
VLDLR|7436	443.8003	VLDLR|7436	762.337
VMA21|203547	1048.3092	VMA21|203547	972.7621
VMAC|400673	95.9742	VMAC|400673	98.6455
VMO1|284013	7.4074	lowly_expressed	lowly_expressed
VN1R1|57191	9.6618	VN1R1|57191	12.5752
VNN1|8876	44.7665	VNN1|8876	45.8296
VNN2|8875	62.1578	VNN2|8875	46.668
VOPP1|81552	1108.8567	VOPP1|81552	904.8560000000001
VPRBP|9730	1060.5411	VPRBP|9730	1053.0562
VPREB3|29802	39.6135	VPREB3|29802	24.3121
VPS11|55823	1463.7681	VPS11|55823	1291.0546
VPS13A|23230	657.971	VPS13A|23230	888.9274
VPS13B|157680	1581.9646	VPS13B|157680	1219.7951
VPS13C|54832	2565.8615	VPS13C|54832	2212.6775
VPS13D|55187	3334.9436	VPS13D|55187	2884.7524
VPS16|64601	772.3027	VPS16|64601	825.336
VPS18|57617	844.4444	VPS18|57617	957.3924
VPS24|51652	3422.8728	VPS24|51652	3750.765
VPS25|84313	803.8647	VPS25|84313	1003.222
VPS26A|9559	1642.8341	VPS26A|9559	1518.2466
VPS26B|112936	1605.1529999999998	VPS26B|112936	1769.1919
VPS28|51160	1379.066	VPS28|51160	1287.7012
VPS29|51699	966.1836	VPS29|51699	968.0115
VPS33A|65082	582.467	VPS33A|65082	558.9232
VPS33B|26276	323.0274	VPS33B|26276	295.9365
VPS35|55737	3029.6296	VPS35|55737	3457.9024
VPS36|51028	1576.8116	VPS36|51028	1649.5877
VPS37A|137492	688.0032	VPS37A|137492	639.466
VPS37B|79720	617.3913	VPS37B|79720	1023.3424
VPS37C|55048	652.818	VPS37C|55048	679.3406
VPS37D|155382	53.7842	VPS37D|155382	42.4763
VPS39|23339	2547.504	VPS39|23339	2179.7025
VPS41|27072	1322.7053	VPS41|27072	1097.3964
VPS45|11311	945.8937	VPS45|11311	951.2445
VPS4A|27183	1204.5089	VPS4A|27183	1688.4311
VPS4B|9525	1434.7826	VPS4B|9525	1614.3771
VPS52|6293	1610.9501	VPS52|6293	1385.2289
VPS53|55275	831.8841	VPS53|55275	1084.8212
VPS54|51542	803.5427	VPS54|51542	906.5327
VPS72|6944	667.6329	VPS72|6944	721.8169
VPS8|23355	898.5507	VPS8|23355	896.1931
VRK1|7443	247.343	VRK1|7443	258.7698
VRK2|7444	381.6425	VRK2|7444	491.699
VRK3|51231	645.4106	VRK3|51231	600.2565
VSIG10L|147645	63.4461	VSIG10L|147645	78.5252
VSIG10|54621	339.4525	VSIG10|54621	347.0757
VSIG1|340547	12.2383	VSIG1|340547	8.3835
VSIG2|23584	27.0531	VSIG2|23584	132.7383
VSIG4|11326	420.2899	VSIG4|11326	314.1007
VSNL1|7447	71.4976	VSNL1|7447	277.4929
VSTM2L|128434	60.2254	VSTM2L|128434	27.6655
VTA1|51534	1115.2979	VTA1|51534	1038.7121
VTCN1|79679	6214.8148	VTCN1|79679	2250.1237
VTI1A|143187	518.5185	VTI1A|143187	437.5669
VTI1B|10490	1112.6473	VTI1B|10490	1060.8193
lowly_expressed	lowly_expressed	VTN|7448	7.8246
VWA1|64856	936.5539	VWA1|64856	1756.0578
VWA2|340706	560.3865	VWA2|340706	399.6121
VWA5A|4013	1180.9984	VWA5A|4013	1328.5007
lowly_expressed	lowly_expressed	VWA5B2|90113	9.5013
VWCE|220001	23.8325	VWCE|220001	28.2244
VWDE|221806	5.7971	VWDE|221806	25.1504
VWF|7450	11803.2206	VWF|7450	6936.2046
WAC|51322	3546.8599	WAC|51322	3227.3569
WAPAL|23063	2199.0338	WAPAL|23063	1749.351
WARS2|10352	430.161	WARS2|10352	505.8028
WARS|7453	2284.7021	WARS|7453	2701.9928
WASF1|8936	351.6908	WASF1|8936	410.7901
WASF2|10163	6256.3607	WASF2|10163	5921.8046
WASF3|10810	403.8647	WASF3|10810	470.5922
WASH2P|375260	150.7246	WASH2P|375260	227.75099999999998
WASH3P|374666	204.1868	WASH3P|374666	212.3813
WASH5P|375690	79.2271	WASH5P|375690	176.8912
WASH7P|653635	672.7858	WASH7P|653635	845.8922
WASL|8976	1866.9887	WASL|8976	1672.223
WAS|7454	262.1578	WAS|7454	227.1921
WBP11P1|441818	9.6618	WBP11P1|441818	7.8246
WBP11|51729	2196.1353	WBP11|51729	1983.2498
WBP1|23559	1335.3881	WBP1|23559	1170.3214
WBP2NL|164684	9.6618	WBP2NL|164684	13.693
WBP2|23558	2079.5491	WBP2|23558	2034.1095
WBP4|11193	289.8551	WBP4|11193	321.0869
WBP5|51186	869.2432	WBP5|51186	1029.2108
WBSCR16|81554	834.7826	WBSCR16|81554	894.5164
WBSCR17|64409	56.0386	WBSCR17|64409	101.7194
WBSCR22|114049	1155.2335	WBSCR22|114049	1089.2979
WBSCR27|155368	12.5604	WBSCR27|155368	10.6191
WDFY1|57590	1575.8454	WDFY1|57590	1366.2263
WDFY2|115825	340.0966	WDFY2|115825	363.8426
WDFY3|23001	2050.5636	WDFY3|23001	1991.0744
WDFY4|57705	494.3639	WDFY4|57705	509.9945
WDHD1|11169	226.40900000000002	WDHD1|11169	209.0279
WDR11|55717	1559.7424	WDR11|55717	1510.1426
WDR12|55759	395.4911	WDR12|55759	471.1511
WDR13|64743	1128.8245	WDR13|64743	1133.1659
WDR17|116966	35.1047	WDR17|116966	40.5201
WDR18|57418	175.5233	WDR18|57418	320.2486
WDR19|57728	613.8486	WDR19|57728	589.6375
WDR1|9948	4895.3301	WDR1|9948	6807.3786
WDR20|91833	575.2013	WDR20|91833	487.918
WDR24|84219	257.0048	WDR24|84219	259.6082
WDR25|79446	191.6264	WDR25|79446	190.8637
WDR26|80232	3447.6651	WDR26|80232	2602.7883
WDR27|253769	190.9823	WDR27|253769	215.4552
WDR31|114987	83.4138	WDR31|114987	98.925
WDR33|55339	1273.1079	WDR33|55339	1338.0020000000002
WDR34|89891	1041.868	WDR34|89891	911.0039
WDR35|57539	682.4477	WDR35|57539	749.4823
WDR36|134430	1057.649	WDR36|134430	1116.1195
WDR37|22884	851.8519	WDR37|22884	755.3508
WDR3|10885	1100.4831	WDR3|10885	1356.1662
WDR41|55255	682.4477	WDR41|55255	762.337
WDR43|23160	933.0113	WDR43|23160	1264.7863
WDR44|54521	491.4654	WDR44|54521	425.8803
WDR45L|56270	1993.8808	WDR45L|56270	1931.5518
WDR45|11152	866.8857	WDR45|11152	902.8998
WDR46|9277	722.0612	WDR46|9277	842.8183
WDR47|22911	464.7343	WDR47|22911	374.7412
WDR48|57599	1587.4396	WDR48|57599	1383.5522
WDR4|10785	144.6055	WDR4|10785	192.5404
WDR52|55779	284.7021	WDR52|55779	237.8111
WDR53|348793	149.7585	WDR53|348793	119.6042
WDR54|84058	219.3237	WDR54|84058	140.004
WDR55|54853	637.8164	WDR55|54853	551.3082
WDR59|79726	591.9485	WDR59|79726	746.9673
WDR5B|54554	375.8454	WDR5B|54554	371.1083
WDR5|11091	950.4026	WDR5|11091	920.2257
WDR60|55112	526.8921	WDR60|55112	466.6799
WDR61|80349	867.3108	WDR61|80349	1007.9727
WDR62|284403	121.4171	WDR62|284403	89.7031
WDR63|126820	13.5266	WDR63|126820	14.5313
WDR65|149465	6.4412	WDR65|149465	12.7513
WDR66|144406	37.6812	WDR66|144406	57.846000000000004
WDR67|93594	115.2979	WDR67|93594	119.3247
WDR6|11180	3797.3591	WDR6|11180	3341.428
WDR70|55100	584.8631	WDR70|55100	538.2188
WDR72|256764	5.153	WDR72|256764	10.6191
WDR73|84942	380.8309	WDR73|84942	335.17400000000004
WDR74|54663	358.13199999999995	WDR74|54663	493.7865
WDR75|84128	814.4928	WDR75|84128	881.6617
WDR76|79968	238.0032	WDR76|79968	164.31599999999997
WDR77|79084	669.2432	WDR77|79084	696.7195
WDR78|79819	139.7746	WDR78|79819	148.108
WDR7|23335	744.2834	WDR7|23335	624.8480000000001
WDR81|124997	773.913	WDR81|124997	967.732
WDR82|80335	4494.3639	WDR82|80335	4420.3249
WDR83|84292	116.3478	WDR83|84292	122.4015
WDR85|92715	241.2238	WDR85|92715	283.0819
WDR86|349136	48.8857	WDR86|349136	145.3135
WDR88|126248	5.475	WDR88|126248	5.0301
WDR89|112840	465.7005	WDR89|112840	421.968
WDR8|49856	299.5169	WDR8|49856	300.1283
WDR90|197335	311.1111	WDR90|197335	390.9492
WDR91|29062	431.8841	WDR91|29062	591.0347
WDR92|116143	228.0193	WDR92|116143	271.6245
WDR93|56964	9.9839	WDR93|56964	19.8409
WDSUB1|151525	146.8599	WDSUB1|151525	181.083
WDTC1|23038	2332.0451	WDTC1|23038	2298.4683
WDYHV1|55093	243.1562	WDYHV1|55093	158.4476
WEE1|7465	822.5443	WEE1|7465	1021.3862
WFDC1|58189	54.4283	WFDC1|58189	23.7532
WFDC2|10406	752.9791	WFDC2|10406	1424.0723
lowly_expressed	lowly_expressed	WFDC3|140686	5.0301
WFDC6|140870	5.7971	WFDC6|140870	5.3095
lowly_expressed	lowly_expressed	WFIKKN1|117166	5.8684
WFIKKN2|124857	5.7971	WFIKKN2|124857	9.7807
WFS1|7466	1634.7826	WFS1|7466	1483.8744
WHAMML1|339005	71.8196	WHAMML1|339005	76.8485
WHAMML2|440253	51.2077	WHAMML2|440253	45.5502
WHAMM|123720	357.4879	WHAMM|123720	394.0231
WHSC1L1|54904	1649.2754	WHSC1L1|54904	1274.8465
WHSC1|7468	1536.2319	WHSC1|7468	1485.8305
WHSC2|7469	476.6506	WHSC2|7469	519.2163
WIBG|84305	423.5105	WIBG|84305	506.0822
WIF1|11197	32.2061	WIF1|11197	394.582
WIPF1|7456	2534.6216	WIPF1|7456	1883.766
WIPF2|147179	1687.6006	WIPF2|147179	1377.9632
WIPF3|644150	8.6957	WIPF3|644150	29.901
WIPI1|55062	1377.7778	WIPI1|55062	458.5759
WIPI2|26100	1636.715	WIPI2|26100	1505.392
WISP1|8840	435.4267	WISP1|8840	87.1881
WISP2|8839	674.7182	WISP2|8839	55.3309
WISP3|8838	19.9678	WISP3|8838	99.4839
WIZ|58525	1613.2045	WIZ|58525	1186.5406
WLS|79971	2241.2206	WLS|79971	3380.7745
WNK1|65125	6586.7955	WNK1|65125	4611.1886
WNK2|65268	150.1771	WNK2|65268	992.9327
