gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
lowly_expressed	lowly_expressed	DYNLRB2|83657	29.2553
DYNLT1|6993	3227.1186	DYNLT1|6993	1644.0603
DYNLT3|6990	1087.2881	DYNLT3|6990	470.7447
DYRK1A|1859	1316.9492	DYRK1A|1859	1439.273
DYRK1B|9149	661.0169	DYRK1B|9149	699.9113
DYRK2|8445	843.2203	DYRK2|8445	375.4433
DYRK3|8444	86.4407	DYRK3|8444	201.2411
DYRK4|8798	383.0508	DYRK4|8798	458.7766
DYSF|8291	634.7458	DYSF|8291	590.4255
DYX1C1|161582	40.678000000000004	DYX1C1|161582	95.3014
DZIP1L|199221	21.1864	DZIP1L|199221	55.8511
DZIP1|22873	162.7797	DZIP1|22873	314.2021
DZIP3|9666	1093.2203	DZIP3|9666	329.344
E2F1|1869	262.7119	E2F1|1869	275.7092
E2F2|1870	153.3898	E2F2|1870	90.8688
E2F3|1871	335.5932	E2F3|1871	332.8901
E2F4|1874	396.6102	E2F4|1874	937.5
E2F5|1875	143.7288	E2F5|1875	169.6897
E2F6|1876	262.7119	E2F6|1876	332.0035
E2F7|144455	103.3898	E2F7|144455	18.617
E2F8|79733	48.3051	E2F8|79733	12.8546
E4F1|1877	288.1356	E4F1|1877	606.383
EAF1|85403	1323.7288	EAF1|85403	702.1277
EAF2|55840	214.4068	EAF2|55840	58.9539
EAPP|55837	1444.9153	EAPP|55837	991.1348
EARS2|124454	592.3729	EARS2|124454	810.727
EBAG9|9166	755.0847	EBAG9|9166	512.4113
EBF1|1879	98.3051	EBF1|1879	234.4858
EBF2|64641	13.5593	EBF2|64641	10.6383
EBF3|253738	29.660999999999998	EBF3|253738	78.4574
EBF4|57593	363.5593	EBF4|57593	605.9397
EBI3|10148	45.7627	EBI3|10148	47.8723
EBNA1BP2|10969	744.0678	EBNA1BP2|10969	1493.9273
EBPL|84650	565.2542	EBPL|84650	605.4965
EBP|10682	689.8305	EBP|10682	850.6206
ECD|11319	488.1356	ECD|11319	631.6489
ECE1|1889	7544.9153	ECE1|1889	10855.0532
ECE2|9718	288.1356	ECE2|9718	232.2695
lowly_expressed	lowly_expressed	ECEL1|9427	380.3191
ECH1|1891	2178.8136	ECH1|1891	3963.6525
ECHDC1|55862	582.2034	lowly_expressed	lowly_expressed
ECHDC2|55268	141.5254	ECHDC2|55268	1274.3794
ECHDC3|79746	68.6441	ECHDC3|79746	457.8901
ECHS1|1892	4127.1186	ECHS1|1892	3585.5496
ECM1|1893	13678.8136	ECM1|1893	1563.8298
ECM2|1842	561.8644	ECM2|1842	178.6348
ECSCR|641700	46.6102	ECSCR|641700	142.2872
ECSIT|51295	594.9153	ECSIT|51295	1105.4965
ECT2L|345930	8.4746	ECT2L|345930	7.0922
ECT2|1894	2661.0169	ECT2|1894	367.4645
EDA2R|60401	72.8814	EDA2R|60401	127.6596
EDARADD|128178	303.3898	EDARADD|128178	436.6135
lowly_expressed	lowly_expressed	EDAR|10913	94.4149
EDA|1896	32.2034	EDA|1896	80.2305
EDC3|80153	677.1186	EDC3|80153	897.6064
EDC4|23644	632.2034	EDC4|23644	1380.9309
EDEM1|9695	1163.5593	EDEM1|9695	1235.8156
EDEM2|55741	398.3051	EDEM2|55741	634.7518
EDEM3|80267	1067.7966	EDEM3|80267	627.6596
EDF1|8721	5261.0169	EDF1|8721	5795.656
EDIL3|10085	597.4576	EDIL3|10085	38.5638
EDN1|1906	22.0339	EDN1|1906	300.5319
EDN2|1907	90.678	EDN2|1907	102.8369
lowly_expressed	lowly_expressed	EDN3|1908	437.9433
EDNRA|1909	2112.7119	EDNRA|1909	261.9681
EDNRB|1910	77.9661	EDNRB|1910	308.9539
EEA1|8411	460.1695	EEA1|8411	273.0496
EED|8726	187.2881	EED|8726	360.3723
EEF1A1P9|441032	8643.2203	EEF1A1P9|441032	14894.5035
EEF1A1|1915	128421.1864	EEF1A1|1915	179570.922
EEF1A2|1917	2850.8475	EEF1A2|1917	1511.5248
EEF1B2|1933	5202.5424	EEF1B2|1933	7829.344
EEF1D|1936	14767.7966	EEF1D|1936	14343.0851
EEF1E1|9521	447.4576	EEF1E1|9521	253.9894
EEF1G|1937	22464.4068	EEF1G|1937	39163.1206
EEF2K|29904	630.5085	EEF2K|29904	1150.266
EEF2|1938	44835.5932	EEF2|1938	109332.8901
EEFSEC|60678	158.0763	EEFSEC|60678	547.4512
EEPD1|80820	105.0847	EEPD1|80820	546.5426
lowly_expressed	lowly_expressed	EFCAB1|79645	46.9858
EFCAB2|84288	88.1356	EFCAB2|84288	181.7376
EFCAB4A|283229	114.4068	EFCAB4A|283229	2062.5
EFCAB4B|84766	134.7458	EFCAB4B|84766	140.0709
EFCAB6|64800	16.1017	EFCAB6|64800	73.1383
EFCAB7|84455	24.5763	EFCAB7|84455	101.5071
EFEMP1|2202	784.7458	EFEMP1|2202	1669.7695
EFEMP2|30008	2234.7458	EFEMP2|30008	1668.8829999999998
EFHA1|221154	734.7458	EFHA1|221154	846.6312
EFHA2|286097	27.1186	EFHA2|286097	28.3688
lowly_expressed	lowly_expressed	EFHB|151651	10.6383
EFHC1|114327	129.661	EFHC1|114327	316.4894
lowly_expressed	lowly_expressed	EFHC2|80258	10.6383
EFHD1|80303	4626.2712	EFHD1|80303	6300.9752
EFHD2|79180	1821.1864	EFHD2|79180	1382.5355
EFNA1|1942	1929.661	EFNA1|1942	1743.7943
EFNA3|1944	413.5593	EFNA3|1944	281.2411
EFNA4|1945	435.5932	EFNA4|1945	453.6879
EFNA5|1946	92.3729	EFNA5|1946	949.0248
EFNB1|1947	347.4576	EFNB1|1947	942.8191
EFNB2|1948	1171.1864	EFNB2|1948	1500.0
EFNB3|1949	147.4576	EFNB3|1949	562.9433
EFR3A|23167	2929.6609999999996	EFR3A|23167	1166.6667
EFR3B|22979	30.5085	EFR3B|22979	191.9326
EFS|10278	1318.6441	EFS|10278	1743.3511
EFTUD1|79631	576.2712	EFTUD1|79631	694.1489
EFTUD2|9343	1537.7034	EFTUD2|9343	2036.5204
EGFL6|25975	40.678000000000004	EGFL6|25975	102.8369
EGFL7|51162	444.9153	EGFL7|51162	770.8333
EGFL8|80864	5.8898	EGFL8|80864	140.8865
EGFLAM|133584	197.4576	EGFLAM|133584	544.3262
EGFR|1956	219.4915	EGFR|1956	429.50800000000004
EGF|1950	126.2712	EGF|1950	290.7801
EGLN1|54583	1326.2712	EGLN1|54583	893.1738
EGLN2|112398	984.7458	EGLN2|112398	1875.0
EGLN3|112399	2722.0339	EGLN3|112399	718.0851
lowly_expressed	lowly_expressed	EGOT|100126791	12.8546
EGR1|1958	8540.678	EGR1|1958	20325.7979
EGR2|1959	672.0339	EGR2|1959	3021.7199
EGR3|1960	127.9661	lowly_expressed	lowly_expressed
EHBP1L1|254102	944.0678	EHBP1L1|254102	1074.4681
EHBP1|23301	633.8983	EHBP1|23301	690.1596
EHD1|10938	1179.661	EHD1|10938	1539.0071
EHD2|30846	2144.9153	EHD2|30846	3545.2128
EHD3|30845	354.2373	EHD3|30845	594.8582
EHD4|30844	1767.7966	EHD4|30844	2038.5638
EHF|26298	1587.2881	EHF|26298	2232.2695
EHHADH|1962	424.5763	EHHADH|1962	257.0922
EHMT1|79813	1087.2881	EHMT1|79813	1697.2518
EHMT2|10919	1391.5254	EHMT2|10919	2152.4823
EI24|9538	2356.7797	EI24|9538	2940.1596
EID1|23741	6302.5424	EID1|23741	3528.8121
EID2B|126272	27.9661	EID2B|126272	44.3262
EID2|163126	417.7966	EID2|163126	343.0851
EID3|493861	22.8814	EID3|493861	27.039
EIF1AD|84285	720.3389999999999	EIF1AD|84285	463.2092
EIF1AX|1964	1655.9322	EIF1AX|1964	1324.0248
EIF1B|10289	369.4915	EIF1B|10289	700.7979
EIF1|10209	57768.6441	EIF1|10209	22515.9574
EIF2AK1|27102	3400.3051	EIF2AK1|27102	3698.1472
EIF2AK2|5610	383.8983	EIF2AK2|5610	152.9255
EIF2AK3|9451	1087.2881	EIF2AK3|9451	747.7837
EIF2AK4|440275	1159.322	EIF2AK4|440275	1410.0177
EIF2A|83939	2761.8644	EIF2A|83939	2236.2589
EIF2B1|1967	812.7119	EIF2B1|1967	1148.4929
EIF2B2|8892	620.339	EIF2B2|8892	625.8865
EIF2B3|8891	300.8475	EIF2B3|8891	640.0709
EIF2B4|8890	905.9322	EIF2B4|8890	1016.8439999999999
EIF2B5|8893	1180.5085	EIF2B5|8893	1429.5213
EIF2C1|26523	442.3729	EIF2C1|26523	999.1135
EIF2C2|27161	312.7119	EIF2C2|27161	126.773
EIF2C3|192669	51.6949	EIF2C3|192669	74.0248
EIF2C4|192670	95.7627	EIF2C4|192670	226.0638
EIF2S1|1965	2004.2373	EIF2S1|1965	1595.7447
EIF2S2|8894	1614.4068	EIF2S2|8894	1545.656
EIF2S3|1968	3379.6609999999996	EIF2S3|1968	5759.3085
EIF3A|8661	5975.4237	EIF3A|8661	6247.3404
EIF3B|8662	3845.7627	EIF3B|8662	6228.7234
EIF3CL|728689	6642.8136	EIF3CL|728689	15317.4778
EIF3C|8663	247.8644	EIF3C|8663	273.39099999999996
EIF3D|8664	5362.7119	EIF3D|8664	8640.5142
EIF3E|3646	8276.2712	EIF3E|3646	8509.3085
EIF3F|8665	1938.9831	EIF3F|8665	4139.1844
EIF3G|8666	2685.4831	EIF3G|8666	4682.9078
EIF3H|8667	6224.5763	EIF3H|8667	5605.0532
EIF3I|8668	3321.3814	EIF3I|8668	5233.5993
EIF3J|8669	1962.7119	EIF3J|8669	1510.195
EIF3K|27335	2704.2373	EIF3K|27335	4404.6986
EIF3L|51386	6491.5254	EIF3L|51386	14453.9007
EIF3M|10480	26704.2288	EIF3M|10480	3464.8759
EIF4A1|1973	8638.1441	EIF4A1|1973	12969.6099
EIF4A2|1974	7742.3729	EIF4A2|1974	6581.2234
EIF4A3|9775	1526.2712	EIF4A3|9775	1739.3617
EIF4B|1975	5924.4153	EIF4B|1975	10788.8431
EIF4E2|9470	1453.3898	EIF4E2|9470	1296.5426
EIF4E3|317649	538.1356	EIF4E3|317649	922.8723
EIF4EBP1|1978	805.0847	EIF4EBP1|1978	886.0816
EIF4EBP2|1979	2879.6609999999996	EIF4EBP2|1979	3694.1489
EIF4EBP3|8637	313.322	EIF4EBP3|8637	537.93
EIF4ENIF1|56478	469.4915	EIF4ENIF1|56478	729.6099
EIF4E|1977	821.1864	EIF4E|1977	483.5993
EIF4G1|1981	7602.5424	EIF4G1|1981	9356.8262
EIF4G2|1982	17140.678	EIF4G2|1982	16156.9149
EIF4G3|8672	1088.9831	EIF4G3|8672	1366.1348
EIF4H|7458	4106.7797	EIF4H|7458	5506.2057
EIF5A2|56648	142.3729	EIF5A2|56648	70.922
EIF5AL1|143244	1311.8644	EIF5AL1|143244	1604.1667
EIF5A|1984	4350.8475	EIF5A|1984	6148.0496
EIF5B|9669	2060.1695	EIF5B|9669	2386.0816
EIF5|1983	4694.0678	EIF5|1983	3436.6135
EIF6|3692	3211.0169	EIF6|3692	3205.2305
ELAC1|55520	64.4068	ELAC1|55520	152.4823
ELAC2|60528	935.5932	ELAC2|60528	1940.6028
ELAVL1|1994	1935.5932	ELAVL1|1994	1894.9468
ELAVL2|1993	131.3559	ELAVL2|1993	9.3085
ELF1|1997	2356.7797	lowly_expressed	lowly_expressed
ELF2|1998	611.8644	ELF2|1998	557.6241
ELF3|1999	4145.7627	ELF3|1999	5099.734
ELF4|2000	520.339	ELF4|2000	307.6241
ELF5|2001	475.4237	ELF5|2001	2387.8546
ELFN1|392617	53.3898	ELFN1|392617	38.5638
ELFN2|114794	93.2203	ELFN2|114794	27.9255
ELK1|2002	535.5932	ELK1|2002	944.1489
ELK3|2004	447.4576	lowly_expressed	lowly_expressed
ELK4|2005	75.4237	ELK4|2005	39.4504
ELL2|22936	422.8814	ELL2|22936	780.5851
ELL3|80237	503.2203	ELL3|80237	297.4734
ELL|8178	447.4576	ELL|8178	614.3617
ELMO1|9844	140.678	ELMO1|9844	356.8262
ELMO2|63916	915.2542	ELMO2|63916	1108.5993
ELMO3|79767	196.6102	ELMO3|79767	911.3475
ELMOD2|255520	367.7966	ELMOD2|255520	143.61700000000002
ELMOD3|84173	204.2373	ELMOD3|84173	367.9078
ELN|2006	551.6949	ELN|2006	508.8652
ELOF1|84337	916.1017	ELOF1|84337	1351.5071
ELOVL1|64834	1528.8136	ELOVL1|64834	1995.1241
ELOVL2|54898	411.8644	ELOVL2|54898	183.0674
ELOVL3|83401	11.0169	ELOVL3|83401	8.422
ELOVL4|6785	25.4237	ELOVL4|6785	31.0284
ELOVL5|60481	3783.8983	ELOVL5|60481	5776.5957
ELOVL6|79071	294.0678	ELOVL6|79071	265.0709
ELOVL7|79993	41.5254	ELOVL7|79993	179.9645
lowly_expressed	lowly_expressed	ELP2P|100131454	7.0922
ELP2|55250	1538.9831	ELP2|55250	1841.7553
ELP3|55140	1305.0847	ELP3|55140	1055.4078
ELP4|26610	144.0678	ELP4|26610	219.8582
ELTD1|64123	586.4407	ELTD1|64123	644.5035
EMB|133418	1016.9492	EMB|133418	383.8652
EMCN|51705	94.9153	EMCN|51705	661.3475
EMD|2010	1079.661	EMD|2010	1267.7305
EME1|146956	296.4068	EME1|146956	65.3457
lowly_expressed	lowly_expressed	EME2|197342	6.2057
EMG1|10436	557.6271	EMG1|10436	558.9051
EMID1|129080	31.3559	EMID1|129080	285.461
lowly_expressed	lowly_expressed	EMID2|136227	33.2447
EMILIN1|11117	3884.7458	EMILIN1|11117	2796.9858
EMILIN2|84034	308.4746	EMILIN2|84034	454.7872
lowly_expressed	lowly_expressed	EMILIN3|90187	190.6959
EML1|2009	411.0169	EML1|2009	185.727
EML2|24139	347.9407	EML2|24139	948.5993
EML3|256364	458.4746	EML3|256364	1305.4078
EML4|27436	1116.1017	EML4|27436	1258.8652
EML5|161436	19.4915	EML5|161436	55.4078
lowly_expressed	lowly_expressed	EML6|400954	21.2766
EMP1|2012	3160.1695	EMP1|2012	3742.9078
EMP2|2013	5448.3051	EMP2|2013	2804.5213
EMP3|2014	766.1017	EMP3|2014	333.3333
EMR1|2015	22.0339	EMR1|2015	23.4929
EMR2|30817	85.5932	EMR2|30817	50.9752
EMX2OS|196047	25.4237	EMX2OS|196047	28.8121
EMX2|2018	16.1017	EMX2|2018	15.5142
EN1|2019	46.6102	EN1|2019	26.1525
EN2|2020	14.4068	lowly_expressed	lowly_expressed
ENAH|55740	4392.3729	ENAH|55740	2946.3652
ENC1|8507	2642.3729	ENC1|8507	1340.3014
ENDOD1|23052	800.8475	ENDOD1|23052	1573.5816
ENDOG|2021	108.9576	ENDOG|2021	315.6427
ENDOU|8909	5.0847	ENDOU|8909	11.0816
ENGASE|64772	59.321999999999996	ENGASE|64772	364.3617
ENG|2022	2152.5424	ENG|2022	3274.8227
lowly_expressed	lowly_expressed	ENHO|375704	62.9433
ENO1|2023	37955.0847	ENO1|2023	36485.8156
ENO2|2026	1816.1017	ENO2|2026	308.0674
ENO3|2027	12.7119	ENO3|2027	48.3156
ENOPH1|58478	1233.0508	ENOPH1|58478	754.4326
ENOSF1|55556	283.8305	ENOSF1|55556	500.5674
ENOX1|55068	44.9153	ENOX1|55068	22.1631
ENOX2|10495	275.4237	ENOX2|10495	252.2163
ENPEP|2028	320.339	ENPEP|2028	167.9965
ENPP1|5167	1775.4237	ENPP1|5167	806.7376
ENPP2|5168	144.0678	ENPP2|5168	1416.6667
ENPP3|5169	12.7119	ENPP3|5169	458.3333
ENPP4|22875	199.1525	ENPP4|22875	240.6915
ENPP5|59084	294.9153	ENPP5|59084	387.8546
lowly_expressed	lowly_expressed	ENPP6|133121	47.8723
ENSA|2029	5841.5254	ENSA|2029	4652.039000000001
ENTHD1|150350	21.1864	lowly_expressed	lowly_expressed
ENTPD1|953	1396.6102	ENTPD1|953	1126.7730000000001
ENTPD2|954	352.5424	ENTPD2|954	935.727
ENTPD3|956	43.2203	ENTPD3|956	98.4043
ENTPD4|9583	287.2881	ENTPD4|9583	377.2163
ENTPD5|957	145.0339	ENTPD5|957	263.4752
ENTPD6|955	1122.0339	ENTPD6|955	2351.5071
ENTPD7|57089	621.0085	ENTPD7|57089	313.1959
ENTPD8|377841	146.6102	ENTPD8|377841	21.2766
ENY2|56943	1386.4407	ENY2|56943	469.4149
EOMES|8320	7.6271	lowly_expressed	lowly_expressed
EP300|2033	2677.9661	lowly_expressed	lowly_expressed
EP400NL|347918	31.3559	EP400NL|347918	78.0142
EP400|57634	1236.4407	EP400|57634	1485.8156
EPAS1|2034	1846.6102	EPAS1|2034	3493.3511
EPB41L1|2036	822.0339	EPB41L1|2036	1689.273
EPB41L2|2037	1032.2034	EPB41L2|2037	1475.6206
EPB41L3|23136	490.67800000000005	EPB41L3|23136	513.7411
EPB41L4A|64097	424.5763	EPB41L4A|64097	663.1206
EPB41L4B|54566	391.5254	EPB41L4B|54566	605.9397
EPB41L5|57669	788.9831	EPB41L5|57669	428.1915
EPB41|2035	467.3898	EPB41|2035	807.5532
EPB49|2039	91.5254	EPB49|2039	699.4681
EPC1|80314	298.3051	EPC1|80314	369.2376
EPC2|26122	529.661	EPC2|26122	449.4681
EPCAM|4072	9617.7966	EPCAM|4072	4524.8227
EPDR1|54749	213.5593	EPDR1|54749	339.9823
EPHA10|284656	24.5763	EPHA10|284656	183.5106
EPHA1|2041	256.7797	EPHA1|2041	684.8404
EPHA2|1969	256.7797	EPHA2|1969	1095.3014
EPHA3|2042	51.6949	EPHA3|2042	19.9468
EPHA4|2043	95.7627	EPHA4|2043	282.8014
EPHA7|2045	14.4068	EPHA7|2045	37.234
EPHA8|2046	14.4068	lowly_expressed	lowly_expressed
EPHB1|2047	11.8644	EPHB1|2047	397.1631
EPHB2|2048	204.2373	EPHB2|2048	133.8652
EPHB3|2049	943.2203	EPHB3|2049	4128.5461
EPHB4|2050	1336.4407	EPHB4|2050	4543.883
EPHB6|2051	29.660999999999998	EPHB6|2051	411.7908
EPHX1|2052	2003.3898	EPHX1|2052	2820.4787
EPHX2|2053	194.0678	EPHX2|2053	1104.1667
EPHX3|79852	5.0847	EPHX3|79852	40.3369
EPHX4|253152	16.9492	EPHX4|253152	35.0177
EPM2AIP1|9852	715.2542	EPM2AIP1|9852	827.1277
EPM2A|7957	134.7458	EPM2A|7957	131.2057
EPN1|29924	1579.661	EPN1|29924	2487.1454
EPN2|22905	1459.3220000000001	EPN2|22905	1105.4965
EPN3|55040	2885.5932	EPN3|55040	1832.0035
EPOR|2057	64.4068	EPOR|2057	59.8404
EPO|2056	60.1695	lowly_expressed	lowly_expressed
EPPK1|83481	1195.7627	EPPK1|83481	683.9539
EPR1|8475	375.839	EPR1|8475	102.4557
EPRS|2058	3162.7119	EPRS|2058	2801.8617
EPS15L1|58513	1162.7119	EPS15L1|58513	972.5177
EPS15|2060	785.5932	EPS15|2060	1084.2199
EPS8L1|54869	793.2203	EPS8L1|54869	954.7872
EPS8L2|64787	569.4915	EPS8L2|64787	2391.844
EPS8|2059	797.4576	EPS8|2059	1493.3511
EPSTI1|94240	403.3898	EPSTI1|94240	42.1099
EPT1|85465	2255.0847	EPT1|85465	736.2589
EPYC|1833	165.2542	lowly_expressed	lowly_expressed
ERAL1|26284	4951.6949	ERAL1|26284	1140.5142
ERAP1|51752	3414.4407	ERAP1|51752	1893.7411
ERAP2|64167	33.0508	ERAP2|64167	40.7801
ERBB2IP|55914	1823.7288	ERBB2IP|55914	1352.8369
ERBB2|2064	41293.2203	ERBB2|2064	47413.5638
ERBB3|2065	6192.3729	ERBB3|2065	4305.8511
ERBB4|2066	164.4068	ERBB4|2066	405.1418
ERC1|23085	1038.9831	ERC1|23085	1052.305
ERC2|26059	11.8644	ERC2|26059	14.1844
ERCC1|2067	557.6271	ERCC1|2067	1403.5949
ERCC2|2068	256.7797	ERCC2|2068	665.7801
ERCC3|2071	705.0847	ERCC3|2071	1042.9965
ERCC4|2072	258.4746	ERCC4|2072	157.8014
ERCC5|2073	1083.0508	ERCC5|2073	1331.5603
ERCC6L|54821	190.678	lowly_expressed	lowly_expressed
ERCC6|2074	158.4661	ERCC6|2074	159.8183
ERCC8|1161	175.4237	ERCC8|1161	143.1738
EREG|2069	53.3898	EREG|2069	239.3617
ERF|2077	1088.1356	ERF|2077	1595.7447
ERGIC1|57222	8233.8983	ERGIC1|57222	5738.4752
ERGIC2|51290	516.9492	ERGIC2|51290	631.2057
ERGIC3|51614	4916.9492	ERGIC3|51614	6628.5461
ERG|2078	244.9153	ERG|2078	455.2305
ERH|2079	3473.7288	ERH|2079	1769.0603
ERI1|90459	461.0169	ERI1|90459	354.1667
ERI2|112479	434.7712	ERI2|112479	273.64799999999997
ERI3|79033	583.0508	ERI3|79033	1260.195
ERICH1|157697	172.0339	ERICH1|157697	255.7624
ERLEC1|27248	2066.9492	ERLEC1|27248	1266.4007
ERLIN1|10613	1143.2203	ERLIN1|10613	1058.0674
ERLIN2|11160	1435.5932	ERLIN2|11160	1866.578
ERMAP|114625	120.339	ERMAP|114625	307.1809
ERMN|57471	200.0	ERMN|57471	6.6489
ERMP1|79956	2666.1017	ERMP1|79956	1476.5603
ERN1|2081	76.2712	ERN1|2081	116.57799999999999
ERO1LB|56605	88.9831	ERO1LB|56605	235.8156
ERO1L|30001	2586.4407	ERO1L|30001	365.6915
ERP27|121506	522.8814	ERP27|121506	297.8723
ERP29|10961	6195.7627	ERP29|10961	4984.0426
ERP44|23071	1204.2373	ERP44|23071	1429.078
ERRFI1|54206	932.2034	ERRFI1|54206	1759.7518
ESAM|90952	548.3051	ESAM|90952	733.5993
ESCO1|114799	318.6441	ESCO1|114799	307.1809
ESCO2|157570	340.67800000000005	ESCO2|157570	33.6879
ESD|2098	1399.1525	ESD|2098	2214.5389999999998
ESF1|51575	322.0339	ESF1|51575	272.6064
ESM1|11082	504.2373	ESM1|11082	99.734
ESPL1|9700	222.0339	ESPL1|9700	104.1667
ESPNL|339768	21.1864	ESPNL|339768	45.2128
ESPN|83715	180.5085	ESPN|83715	631.6489
ESR1|2099	1672.8814	ESR1|2099	1090.4255
lowly_expressed	lowly_expressed	ESR2|2100	6.2057
ESRP1|54845	2374.5763	ESRP1|54845	1691.0461
ESRP2|80004	688.1356	ESRP2|80004	1107.2695
ESRRA|2101	264.4068	ESRRA|2101	862.1454
lowly_expressed	lowly_expressed	ESRRB|2103	63.8298
ESRRG|2104	56.7797	ESRRG|2104	135.6383
ESYT1|23344	2857.6271	ESYT1|23344	4427.305
ESYT2|57488	2508.4746	ESYT2|57488	2700.3546
lowly_expressed	lowly_expressed	ESYT3|83850	25.7092
ETAA1|54465	171.1864	ETAA1|54465	267.2872
ETF1|2107	2952.5424	ETF1|2107	3225.1773
ETFA|2108	2650.8475	ETFA|2108	1756.6489
ETFB|2109	1667.7966	ETFB|2109	1964.539
ETFDH|2110	269.4915	ETFDH|2110	306.2943
ETHE1|23474	1350.8475	ETHE1|23474	1019.5035
ETNK1|55500	869.4915	ETNK1|55500	808.0674
ETNK2|55224	505.9322	ETNK2|55224	950.3546
ETS1|2113	1961.0169	ETS1|2113	1496.8972
ETS2|2114	590.678	ETS2|2114	1747.7837
ETV1|2115	688.1356	ETV1|2115	652.9255
ETV2|2116	20.339000000000002	ETV2|2116	14.1844
lowly_expressed	lowly_expressed	ETV3L|440695	40.3369
ETV3|2117	149.1525	ETV3|2117	129.8759
ETV4|2118	60.1695	ETV4|2118	1044.7695
ETV5|2119	350.0	ETV5|2119	1577.1277
ETV6|2120	833.0508	ETV6|2120	2339.0957
ETV7|51513	100.8475	ETV7|51513	46.0993
EVC2|132884	50.8475	EVC2|132884	148.4929
EVC|2121	847.0424	EVC|2121	574.0559
EVI2A|2123	333.8983	EVI2A|2123	76.2411
EVI2B|2124	343.2203	EVI2B|2124	186.1702
EVI5L|115704	238.1356	EVI5L|115704	510.195
EVI5|7813	227.1186	EVI5|7813	275.26599999999996
EVL|51466	4849.1525	EVL|51466	3871.8972
EVPLL|645027	8.4746	lowly_expressed	lowly_expressed
EVPL|2125	409.32199999999995	EVPL|2125	928.6348
EWSR1|2130	4255.0847	EWSR1|2130	4585.1064
EXD2|55218	334.7458	EXD2|55218	755.3191
EXD3|54932	104.2373	EXD3|54932	290.3369
EXO1|9156	274.5763	EXO1|9156	70.0355
EXOC1|55763	688.1356	EXOC1|55763	747.7837
EXOC2|55770	688.9831	EXOC2|55770	853.7234
EXOC3L2|90332	57.6271	EXOC3L2|90332	94.4149
EXOC3L|283849	49.9153	EXOC3L|283849	75.7979
EXOC3|11336	907.6271	EXOC3|11336	1539.8936
EXOC4|60412	1283.0508	EXOC4|60412	1476.5071
EXOC5|10640	1641.5254	EXOC5|10640	768.1738
EXOC6B|23233	75.4237	EXOC6B|23233	62.0567
EXOC6|54536	582.2034	EXOC6|54536	442.3759
EXOC7|23265	1248.3051	EXOC7|23265	3147.6064
EXOC8|149371	272.0339	EXOC8|149371	326.2411
EXOG|9941	61.0169	EXOG|9941	102.8369
EXOSC10|5394	705.9322	EXOSC10|5394	1586.4362
EXOSC1|51013	449.1525	EXOSC1|51013	452.1277
EXOSC2|23404	478.8136	EXOSC2|23404	405.1418
EXOSC3|51010	385.5932	EXOSC3|51010	308.0674
EXOSC4|54512	339.8305	EXOSC4|54512	635.195
EXOSC5|56915	593.2203	EXOSC5|56915	681.7376
EXOSC6|118460	152.5424	EXOSC6|118460	347.5177
EXOSC7|23016	589.8305	EXOSC7|23016	705.6738
EXOSC8|11340	301.3814	EXOSC8|11340	320.4832
EXOSC9|5393	467.9576	EXOSC9|5393	444.0204
EXPH5|23086	68.6441	EXPH5|23086	223.4043
EXT1|2131	781.3559	EXT1|2131	999.5567
EXT2|2132	2379.661	EXT2|2132	2247.7837
EXTL1|2134	35.5932	EXTL1|2134	227.8369
EXTL2|2135	301.6949	EXTL2|2135	329.7872
EXTL3|2137	698.3051	EXTL3|2137	1319.5922
EYA1|2138	5.0847	EYA1|2138	7.0922
EYA2|2139	1407.6271	EYA2|2139	806.2943
EYA3|2140	7.6271	EYA3|2140	62.5
lowly_expressed	lowly_expressed	EYA4|2070	7.9787
lowly_expressed	lowly_expressed	EYS|346007	6.6489
EZH1|2145	248.3051	EZH1|2145	847.5177
EZH2|2146	630.5085	EZH2|2146	173.3156
EZR|7430	16643.2203	EZR|7430	7864.805
F10|2159	33.0508	F10|2159	95.3014
F11R|50848	6916.9492	F11R|50848	4539.4637
F12|2161	79.661	F12|2161	142.7305
F13A1|2162	1416.9492	F13A1|2162	273.4929
F2RL1|2150	286.4407	F2RL1|2150	367.4645
F2RL2|2151	683.8983	F2RL2|2151	295.656
F2RL3|9002	63.5593	F2RL3|9002	36.7908
F2R|2149	2355.9322	F2R|2149	609.9291
F3|2152	166.9492	F3|2152	688.8298
F5|2153	7.6271	F5|2153	9.3085
F7|2155	87.2881	F7|2155	66.4894
F8A1|8263	138.1356	F8A1|8263	183.0674
F8|2157	172.0339	F8|2157	384.3085
FA2H|79152	137.2881	FA2H|79152	178.6348
FAAH2|158584	241.5254	FAAH2|158584	275.26599999999996
FAAH|2166	216.1017	FAAH|2166	718.9716
FABP3|2170	168.6441	FABP3|2170	90.4255
FABP4|2167	67.7966	FABP4|2167	1713.6525
FABP5|2171	38.9831	FABP5|2171	66.9326
lowly_expressed	lowly_expressed	FABP7|2173	400.7092
FADD|8772	1958.4746	FADD|8772	878.9894
FADS1|3992	288.9831	FADS1|3992	613.4131
FADS2|9415	418.6441	lowly_expressed	lowly_expressed
FADS3|3995	277.1186	FADS3|3995	392.2872
FAF1|11124	461.0169	FAF1|11124	947.695
FAF2|23197	2052.5424	FAF2|23197	1485.8156
