gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
TBCEL|219899	194.0678	TBCEL|219899	174.2021
TBCE|6905	485.1271	TBCE|6905	274.8892
TBCK|93627	236.0593	TBCK|93627	458.9849
TBK1|29110	573.7288	TBK1|29110	540.3369
TBKBP1|9755	266.1017	TBKBP1|9755	519.0603
TBL1XR1|79718	2895.7627	TBL1XR1|79718	2272.6064
TBL1X|6907	910.1695	TBL1X|6907	1051.4184
TBL2|26608	1115.2542	TBL2|26608	905.5851
TBL3|10607	701.6949	TBL3|10607	1270.8333
TBPL1|9519	303.3898	TBPL1|9519	184.8404
TBP|6908	215.2542	TBP|6908	303.1915
TBRG1|84897	518.8983	TBRG1|84897	583.5106
TBRG4|9238	951.6949	TBRG4|9238	1258.8652
TBX15|6913	94.9153	TBX15|6913	130.7624
TBX18|9096	72.8814	TBX18|9096	93.9716
TBX19|9095	26.2712	TBX19|9095	76.6844
TBX1|6899	120.339	TBX1|6899	114.805
TBX21|30009	7.6271	TBX21|30009	17.7305
TBX2|6909	278.8136	TBX2|6909	214.0957
TBX3|6926	2455.0847	TBX3|6926	1453.4574
TBX5|6910	99.1525	TBX5|6910	38.5638
TBX6|6911	8.4746	TBX6|6911	25.7092
TBXA2R|6915	24.5763	TBXA2R|6915	42.9965
TBXAS1|6916	296.6102	TBXAS1|6916	301.4184
TC2N|123036	8659.322	TC2N|123036	3600.6206
TCAP|8557	7.6271	TCAP|8557	16.844
TCEA1|6917	4169.4915	TCEA1|6917	1116.578
TCEA2|6919	357.6271	TCEA2|6919	566.0461
TCEA3|6920	1090.678	TCEA3|6920	1011.9681
TCEAL1|9338	2935.5932	TCEAL1|9338	399.8227
TCEAL2|140597	18.6441	TCEAL2|140597	58.5106
TCEAL3|85012	2100.0	TCEAL3|85012	652.9255
TCEAL4|79921	7933.8983	TCEAL4|79921	2530.1418
TCEAL5|340543	12.7119	TCEAL5|340543	179.9645
TCEAL6|158931	99.1525	TCEAL6|158931	48.7589
TCEAL7|56849	55.0847	TCEAL7|56849	97.0745
TCEAL8|90843	1257.6271	TCEAL8|90843	1089.539
TCEANC|170082	47.4576	TCEANC|170082	35.9043
TCEB1|6921	1331.3559	TCEB1|6921	477.8369
TCEB2|6923	3487.2881	TCEB2|6923	2674.6454
TCEB3|6924	1428.5424	TCEB3|6924	1309.9468
TCERG1L|256536	38.1356	TCERG1L|256536	27.9255
TCERG1|10915	584.7458	TCERG1|10915	672.8723
TCF12|6938	1712.7119	TCF12|6938	1229.1667
lowly_expressed	lowly_expressed	TCF15|6939	16.4007
TCF19|6941	475.4237	TCF19|6941	391.4007
TCF20|6942	735.5932	TCF20|6942	1058.9539
TCF25|22980	1343.2203	TCF25|22980	3346.6312
TCF3|6929	1340.6779999999999	TCF3|6929	1943.2624
TCF4|6925	2015.2542	TCF4|6925	948.1383
TCF7L1|83439	289.8305	TCF7L1|83439	1320.922
TCF7L2|6934	383.0508	TCF7L2|6934	1096.1879
TCF7|6932	92.3729	TCF7|6932	1302.305
TCFL5|10732	263.5593	TCFL5|10732	380.3191
TCHH|7062	22.8814	TCHH|7062	14.6277
TCHP|84260	233.0508	TCHP|84260	417.5532
TCIRG1|10312	771.1864	TCIRG1|10312	902.039
TCN1|6947	1047.4576	TCN1|6947	1897.1631
TCN2|6948	275.4237	TCN2|6948	472.0745
TCOF1|6949	655.0847	TCOF1|6949	1238.4752
TCP10L|140290	28.3814	TCP10L|140290	28.5018
TCP11L1|55346	493.2203	TCP11L1|55346	80.6738
TCP11L2|255394	71.1864	TCP11L2|255394	71.3652
TCP1|6950	5494.7797	TCP1|6950	4702.9477
TCTA|6988	755.9322	TCTA|6988	1244.6809
TCTE3|6991	21.1864	TCTE3|6991	31.9149
lowly_expressed	lowly_expressed	TCTEX1D1|200132	7.5355
TCTEX1D2|255758	244.0678	TCTEX1D2|255758	148.4929
TCTN1|79600	577.9661	TCTN1|79600	698.1383
TCTN2|79867	282.2034	TCTN2|79867	542.9965
TCTN3|26123	1088.1356	TCTN3|26123	1453.9007
TDGF1|6997	6.7797	TDGF1|6997	20.3901
TDG|6996	863.5593	TDG|6996	386.5248
TDH|157739	8.4746	lowly_expressed	lowly_expressed
TDO2|6999	33.8983	TDO2|6999	7.5355
TDP1|55775	378.8136	TDP1|55775	435.2837
TDP2|51567	1103.3898	TDP2|51567	682.1809
lowly_expressed	lowly_expressed	TDRD10|126668	27.9255
TDRD3|81550	686.4407	TDRD3|81550	378.1028
TDRD5|163589	8.4746	TDRD5|163589	146.2766
TDRD6|221400	5.0847	TDRD6|221400	11.0816
TDRD7|23424	494.0678	TDRD7|23424	305.4078
lowly_expressed	lowly_expressed	TDRD9|122402	18.617
TDRKH|11022	187.2881	TDRKH|11022	322.2518
TEAD1|7003	1195.7627	TEAD1|7003	968.9716
TEAD2|8463	1405.0847	TEAD2|8463	1229.6099
TEAD3|7005	688.9831	TEAD3|7005	1209.6631
TEAD4|7004	391.5254	TEAD4|7004	288.1206
TECPR1|25851	95.7627	TECPR1|25851	295.656
TECPR2|9895	504.2373	TECPR2|9895	1062.0567
TECR|9524	2061.0169	TECR|9524	2505.3191
lowly_expressed	lowly_expressed	TECTA|7007	13.2979
TEC|7006	13.5593	TEC|7006	43.4397
TEF|7008	343.2203	TEF|7008	969.4149
lowly_expressed	lowly_expressed	TEKT2|27285	19.0603
TEKT3|64518	20.339000000000002	TEKT3|64518	19.0603
TEKT4|150483	5.9322	TEKT4|150483	8.422
TEK|7010	121.1864	TEK|7010	168.4397
TELO2|9894	419.4915	TELO2|9894	1067.3759
TENC1|23371	533.0508	TENC1|23371	2109.9291
TEP1|7011	427.9661	TEP1|7011	880.3191
lowly_expressed	lowly_expressed	TEPP|374739	20.8333
TERF1|7013	738.1356	TERF1|7013	476.5071
TERF2IP|54386	1256.7797	TERF2IP|54386	1753.1028
TERF2|7014	243.2203	TERF2|7014	563.3865
TESC|54997	50.0	TESC|54997	1442.3759
TESK1|7016	804.2373	TESK1|7016	1045.2128
TESK2|10420	87.2881	TESK2|10420	282.3582
TES|26136	1494.7627	TES|26136	1914.2066
TET1|80312	88.1356	TET1|80312	33.6879
TET2|54790	745.7627	TET2|54790	371.8972
TET3|200424	789.8305	TET3|200424	503.1028
TEX101|83639	19.4915	lowly_expressed	lowly_expressed
TEX10|54881	400.8475	TEX10|54881	453.9007
TEX11|56159	9.322000000000001	lowly_expressed	lowly_expressed
TEX14|56155	6.7797	TEX14|56155	11.9681
TEX261|113419	1836.4407	TEX261|113419	2338.2092
TEX264|51368	904.2373	TEX264|51368	1692.8191
TEX2|55852	3220.3390000000004	lowly_expressed	lowly_expressed
TEX9|374618	44.9153	TEX9|374618	65.6028
TFAMP1|260341	8.4746	lowly_expressed	lowly_expressed
TFAM|7019	670.3389999999999	TFAM|7019	525.266
TFAP2A|7020	1612.7119	TFAP2A|7020	2187.5
TFAP2B|7021	645.7627	TFAP2B|7021	2071.3652
TFAP2C|7022	1573.7288	TFAP2C|7022	3894.9468
lowly_expressed	lowly_expressed	TFAP2E|339488	20.7491
TFAP4|7023	291.5254	TFAP4|7023	328.0142
TFB1M|51106	128.8136	TFB1M|51106	152.4823
TFB2M|64216	361.8644	TFB2M|64216	352.3936
TFCP2L1|29842	15.2542	TFCP2L1|29842	808.0674
TFCP2|7024	454.2373	TFCP2|7024	687.9433
TFDP1|7027	1487.2881	TFDP1|7027	1475.1773
TFDP2|7029	400.0	TFDP2|7029	226.9504
lowly_expressed	lowly_expressed	TFDP3|51270	31.4716
TFE3|7030	1107.6271	TFE3|7030	1442.8191
TFEB|7942	183.8983	TFEB|7942	508.8652
TFEC|22797	124.5763	TFEC|22797	21.2766
TFF1|7031	6319.4915	TFF1|7031	9552.7482
TFF3|7033	10015.2542	TFF3|7033	4824.4681
TFG|10342	2081.3559	TFG|10342	1896.2766
TFIP11|24144	858.9746	TFIP11|24144	1023.2979
TFPI2|7980	305.0847	TFPI2|7980	297.4291
TFPI|7035	213.5593	TFPI|7035	439.273
TFPT|29844	328.7966	TFPT|29844	336.2722
TFR2|7036	11.0169	TFR2|7036	15.9574
TFRC|7037	4939.8305	TFRC|7037	1749.1135
TF|7018	5.0847	TF|7018	1125.4433
TGDS|23483	255.0847	TGDS|23483	183.0674
TGFA|7039	138.1356	TGFA|7039	358.5993
TGFB1I1|7041	636.4407	TGFB1I1|7041	1168.4397
TGFB1|7040	1396.6102	TGFB1|7040	705.2305
TGFB2|7042	494.0678	TGFB2|7042	446.8085
TGFB3|7043	1111.0169	TGFB3|7043	1335.1064
TGFBI|7045	8958.4746	TGFBI|7045	2878.5461
TGFBR1|7046	2482.2034	TGFBR1|7046	1439.7163
TGFBR2|7048	1766.9492	TGFBR2|7048	3379.4326
TGFBR3|7049	83.8983	TGFBR3|7049	1821.8085
TGFBRAP1|9392	333.8983	TGFBRAP1|9392	266.4007
TGIF1|7050	2194.9153	TGIF1|7050	1474.2908
TGIF2|60436	558.0763	TGIF2|60436	1035.6693
lowly_expressed	lowly_expressed	TGM1|7051	59.3972
TGM2|7052	840.678	TGM2|7052	759.3085
lowly_expressed	lowly_expressed	TGM3|7053	7.9787
lowly_expressed	lowly_expressed	TGM5|9333	44.3262
TGOLN2|10618	3115.2542	TGOLN2|10618	4809.8404
TGS1|96764	553.3898	TGS1|96764	466.7553
lowly_expressed	lowly_expressed	TG|7038	19.5035
TH1L|51497	2272.8814	TH1L|51497	2417.5532
THADA|63892	710.1695	THADA|63892	1105.0532
THAP10|56906	48.3051	THAP10|56906	52.305
THAP11|57215	420.339	THAP11|57215	700.3546
THAP1|55145	202.5424	THAP1|55145	169.3262
THAP2|83591	120.339	THAP2|83591	69.5922
THAP3|90326	181.3559	THAP3|90326	364.8715
THAP4|51078	1032.2034	THAP4|51078	1379.8759
THAP5|168451	469.4915	THAP5|168451	328.4574
THAP6|152815	265.2542	THAP6|152815	207.8901
THAP7|80764	197.4576	THAP7|80764	510.727
THAP8|199745	112.7119	THAP8|199745	141.844
THAP9|79725	102.5424	THAP9|79725	98.8475
THBD|7056	377.9661	THBD|7056	593.5284
THBS1|7057	11374.5763	THBS1|7057	5083.7766
THBS2|7058	24011.0169	THBS2|7058	1368.3511
THBS3|7059	475.4237	THBS3|7059	549.2154
THBS4|7060	156.7797	THBS4|7060	509.7518
THEM4|117145	60.1695	THEM4|117145	296.5426
lowly_expressed	lowly_expressed	THEM5|284486	11.9681
THEMIS|387357	18.6441	THEMIS|387357	15.0709
THG1L|54974	177.1186	THG1L|54974	238.9184
THNSL1|79896	114.4068	THNSL1|79896	212.3227
THNSL2|55258	429.661	THNSL2|55258	1552.305
THOC1|9984	415.2542	THOC1|9984	392.2872
THOC2|57187	643.2203	THOC2|57187	788.1206
THOC3|84321	988.9831	THOC3|84321	603.7234
THOC4|10189	761.0169	THOC4|10189	1015.9574
THOC5|8563	538.9831	THOC5|8563	632.5355
THOC6|79228	656.9915	THOC6|79228	557.6684
THOC7|80145	660.1695	THOC7|80145	1007.0922
THOP1|7064	229.66099999999997	THOP1|7064	887.4113
THPO|7066	12.7119	THPO|7066	9.3085
THRAP3|9967	3023.7288	THRAP3|9967	3824.0248
THRA|7067	302.1949	THRA|7067	1118.0718
THRB|7068	299.1525	THRB|7068	645.8333
lowly_expressed	lowly_expressed	THRSP|7069	470.7447
THSD1P1|374500	164.0339	THSD1P1|374500	121.4539
THSD1|55901	44.9153	THSD1|55901	184.8404
THSD4|79875	451.6949	THSD4|79875	3497.7837
THSD7A|221981	5.9322	THSD7A|221981	25.266
THSD7B|80731	5.9322	THSD7B|80731	70.0355
THTPA|79178	200.8475	THTPA|79178	467.1986
THUMPD1|55623	1427.9661	THUMPD1|55623	1294.3262
THUMPD2|80745	127.1186	THUMPD2|80745	168.88299999999998
THUMPD3|25917	1029.661	THUMPD3|25917	943.7057
THY1|7070	8034.7458	THY1|7070	2190.6028
THYN1|29087	283.8983	THYN1|29087	827.1277
TIA1|7072	702.5424	TIA1|7072	860.3723
TIAF1|9220	302.4237	TIAF1|9220	539.211
TIAL1|7073	1450.0	TIAL1|7073	1105.9397
TIAM1|7074	362.7119	TIAM1|7074	471.1879
TIAM2|26230	58.1102	TIAM2|26230	112.6418
TICAM1|148022	493.2203	TICAM1|148022	687.9433
TICAM2|353376	204.8729	TICAM2|353376	104.1179
TIE1|7075	483.0508	TIE1|7075	823.1383
TIFAB|497189	11.0169	lowly_expressed	lowly_expressed
TIFA|92610	338.1356	TIFA|92610	452.5709
TIGD1|200765	44.9153	TIGD1|200765	74.4681
TIGD2|166815	95.7627	TIGD2|166815	275.26599999999996
TIGD3|220359	10.1695	TIGD3|220359	11.0816
lowly_expressed	lowly_expressed	TIGD4|201798	10.6383
TIGD5|84948	109.322	TIGD5|84948	218.9716
TIGD6|81789	98.3051	TIGD6|81789	245.1241
TIGD7|91151	196.4322	TIGD7|91151	238.1073
TIGIT|201633	38.9831	TIGIT|201633	11.5248
TIMELESS|8914	700.0	TIMELESS|8914	654.2553
TIMM10|26519	628.8136	TIMM10|26519	597.5177
TIMM13|26517	1388.9831	TIMM13|26517	1834.2154
TIMM16|51025	273.6102	TIMM16|51025	232.0966
TIMM17A|10440	1688.1356	TIMM17A|10440	865.2482
TIMM17B|10245	851.6949	TIMM17B|10245	757.9787
TIMM22|29928	422.8814	TIMM22|29928	571.8085
TIMM44|10469	484.7458	TIMM44|10469	677.7482
TIMM50|92609	712.7119	lowly_expressed	lowly_expressed
TIMM8A|1678	112.7119	TIMM8A|1678	111.7021
TIMM8B|26521	472.0339	TIMM8B|26521	671.5426
TIMM9|26520	522.0339	TIMM9|26520	619.6809
TIMP1|7076	6038.9831	TIMP1|7076	6874.1135
TIMP2|7077	13633.8983	TIMP2|7077	5114.805
TIMP3|7078	35929.661	TIMP3|7078	7238.9184
TIMP4|7079	8.4746	TIMP4|7079	109.0426
TINAGL1|64129	285.5932	TINAGL1|64129	2287.234
TINF2|26277	982.2034	TINF2|26277	1226.0638
TIPARP|25976	1142.3729	TIPARP|25976	1005.7535
TIPIN|54962	100.0	TIPIN|54962	89.9823
TIPRL|261726	1172.8814	TIPRL|261726	810.727
TIRAP|114609	179.66099999999997	TIRAP|114609	164.0071
TJAP1|93643	235.5932	TJAP1|93643	652.9255
TJP1|7082	1764.4068	TJP1|7082	1470.7447
TJP2|9414	1345.7627	TJP2|9414	1899.3794
TJP3|27134	1593.2203	TJP3|27134	1160.0177
TK1|7083	701.6949	TK1|7083	625.4433
TK2|7084	453.3898	TK2|7084	986.2589
TKT|7086	2660.1695	TKT|7086	7041.2234
TLCD1|116238	1233.8983	TLCD1|116238	261.0816
TLE1|7088	780.5085	TLE1|7088	1184.3972
TLE2|7089	167.7966	TLE2|7089	1621.8972
TLE3|7090	2212.7119	TLE3|7090	1601.9504
TLE4|7091	150.8475	TLE4|7091	438.3865
TLE6|79816	9.322000000000001	TLE6|79816	51.8617
TLK1|9874	1560.1695	TLK1|9874	1066.4894
TLK2|11011	964.4068	TLK2|11011	738.9184
TLL1|7092	53.3898	TLL1|7092	71.8085
TLL2|7093	40.678000000000004	lowly_expressed	lowly_expressed
TLN1|7094	7298.3051	TLN1|7094	8198.5816
TLN2|83660	876.2712	TLN2|83660	1130.3103
TLR10|81793	34.7458	TLR10|81793	22.6064
TLR1|7096	177.1186	TLR1|7096	214.53900000000002
TLR2|7097	383.0508	TLR2|7097	593.9716
TLR3|7098	280.5085	TLR3|7098	109.0426
TLR4|7099	481.3559	TLR4|7099	302.7482
TLR5|7100	94.9153	TLR5|7100	285.9043
TLR6|10333	33.0508	TLR6|10333	26.1525
TLR7|51284	246.6102	TLR7|51284	127.6596
TLR8|51311	116.9492	TLR8|51311	19.0603
TLR9|54106	8.1271	TLR9|54106	24.2243
TM2D1|83941	147.4576	TM2D1|83941	233.5993
TM2D2|83877	1492.3729	TM2D2|83877	1065.1596
TM2D3|80213	613.5593	TM2D3|80213	845.3014
TM4SF18|116441	105.9322	TM4SF18|116441	367.0213
TM4SF1|4071	3294.0678	TM4SF1|4071	6314.273
TM6SF1|53346	176.2712	TM6SF1|53346	62.0567
TM6SF2|53345	13.5593	TM6SF2|53345	5.6117
TM7SF2|7108	343.2203	TM7SF2|7108	563.3865
TM7SF3|51768	1497.4576	TM7SF3|51768	1277.4823
TM7SF4|81501	10.1695	lowly_expressed	lowly_expressed
TM9SF1|10548	2496.3136	TM9SF1|10548	2157.4734
TM9SF2|9375	7519.4915	TM9SF2|9375	4136.5248
TM9SF3|56889	7555.0847	TM9SF3|56889	4916.6667
TM9SF4|9777	1516.1017	TM9SF4|9777	2259.7518
TMBIM1|64114	4652.5424	TMBIM1|64114	3718.0851
TMBIM4|51643	2592.3729	TMBIM4|51643	1570.7402
TMBIM6|7009	24586.4407	TMBIM6|7009	21629.8759
TMC4|147798	1546.6102	TMC4|147798	2557.1809
TMC5|79838	1688.1356	TMC5|79838	1398.0496
TMC6|11322	248.3051	TMC6|11322	755.7624
TMC7|79905	138.1356	TMC7|79905	53.1915
TMC8|147138	97.4576	TMC8|147138	143.61700000000002
TMCC1|23023	555.9322	TMCC1|23023	663.5638
TMCC2|9911	22.8814	TMCC2|9911	74.4681
TMCC3|57458	271.1864	TMCC3|57458	345.7447
TMCO1|54499	3123.7288	TMCO1|54499	2152.4823
TMCO3|55002	3118.6441	TMCO3|55002	2762.8546
TMCO4|255104	243.2203	TMCO4|255104	1116.1348
TMCO6|55374	88.1356	TMCO6|55374	264.1844
TMCO7|79613	158.4746	TMCO7|79613	291.2234
TMED10P1|286102	50.0	TMED10P1|286102	24.8227
TMED10|10972	9936.4407	TMED10|10972	7119.6809
TMED1|11018	780.5	TMED1|11018	883.1649
TMED2|10959	10881.3559	TMED2|10959	5318.2624
TMED3|23423	2927.1186	TMED3|23423	3527.9255
TMED4|222068	626.2712	TMED4|222068	1094.4149
TMED5|50999	790.678	TMED5|50999	710.9839999999999
lowly_expressed	lowly_expressed	TMED6|146456	7.5355
TMED7-TICAM2|100302736	221.6695	TMED7-TICAM2|100302736	18.4574
TMED7|51014	2904.8136	TMED7|51014	1389.8316
TMED8|283578	461.8644	TMED8|283578	348.4043
TMED9|54732	5714.4068	TMED9|54732	4501.773
TMEFF1|8577	107.1525	TMEFF1|8577	38.5328
TMEM100|55273	44.0678	TMEM100|55273	110.8156
TMEM101|84336	261.0169	TMEM101|84336	1339.9823
TMEM102|284114	153.3898	TMEM102|284114	336.4362
TMEM104|54868	295.7627	TMEM104|54868	538.1206
TMEM105|284186	15.2542	TMEM105|284186	11.0816
TMEM106A|113277	78.8136	TMEM106A|113277	99.2908
TMEM106B|54664	1334.7458	TMEM106B|54664	775.7092
TMEM106C|79022	1156.7797	TMEM106C|79022	1701.6844
TMEM107|84314	146.6102	TMEM107|84314	213.2092
TMEM108|66000	84.7458	TMEM108|66000	152.4823
TMEM109|79073	4076.2712	TMEM109|79073	3826.6844
TMEM110|375346	70.161	TMEM110|375346	175.1241
TMEM111|55831	1744.9153	TMEM111|55831	1231.8262
TMEM115|11070	592.3729	TMEM115|11070	1695.0355
TMEM116|89894	755.9322	TMEM116|89894	276.5957
TMEM117|84216	79.661	TMEM117|84216	97.961
TMEM119|338773	316.1017	TMEM119|338773	292.1099
TMEM11|8834	516.1017	TMEM11|8834	550.0887
TMEM120A|83862	516.1017	TMEM120A|83862	840.8688
TMEM120B|144404	228.9407	TMEM120B|144404	538.0718
TMEM121|80757	44.9153	TMEM121|80757	110.3723
TMEM123|114908	4750.8475	TMEM123|114908	4669.7695
TMEM125|128218	112.7119	TMEM125|128218	781.9149
TMEM126A|84233	214.4068	TMEM126A|84233	313.3865
TMEM126B|55863	312.7119	TMEM126B|55863	443.7057
TMEM127|55654	2537.2881	TMEM127|55654	2660.0177
TMEM128|85013	710.1695	TMEM128|85013	494.2376
TMEM129|92305	488.1356	TMEM129|92305	1371.4539
TMEM130|222865	37.2881	TMEM130|222865	366.57800000000003
TMEM131|23505	2023.7288	TMEM131|23505	1551.4184
TMEM132A|54972	5194.3729	TMEM132A|54972	4846.6312
TMEM132B|114795	10.1695	lowly_expressed	lowly_expressed
TMEM132C|92293	5.9322	TMEM132C|92293	175.0887
TMEM132E|124842	8.4746	TMEM132E|124842	13.7411
TMEM133|83935	26.2712	TMEM133|83935	79.344
TMEM134|80194	517.7966	TMEM134|80194	972.5177
TMEM135|65084	276.2712	TMEM135|65084	578.0142
TMEM136|219902	111.0169	TMEM136|219902	128.1028
TMEM138|51524	211.0169	TMEM138|51524	441.9326
TMEM139|135932	18.6441	TMEM139|135932	362.1454
TMEM140|55281	507.4915	TMEM140|55281	379.6144
TMEM141|85014	820.3389999999999	TMEM141|85014	1265.0709
TMEM143|55260	78.8136	TMEM143|55260	134.3085
TMEM144|55314	392.3729	TMEM144|55314	454.7872
lowly_expressed	lowly_expressed	TMEM145|284339	6.6489
TMEM147|10430	1573.7288	TMEM147|10430	1534.1312
TMEM149|79713	168.5254	TMEM149|79713	138.8431
TMEM14A|28978	1003.3898	TMEM14A|28978	510.195
TMEM14B|81853	1426.2712	TMEM14B|81853	902.9255
TMEM14C|51522	1760.1695	TMEM14C|51522	2101.5071
TMEM150A|129303	431.3559	TMEM150A|129303	459.2199
TMEM150C|441027	1194.0678	TMEM150C|441027	336.8794
lowly_expressed	lowly_expressed	TMEM151B|441151	19.0869
TMEM154|201799	128.8136	TMEM154|201799	132.0922
TMEM156|80008	13.5593	TMEM156|80008	10.195
TMEM158|25907	927.1186	TMEM158|25907	260.195
TMEM159|57146	1137.2881	TMEM159|57146	1353.2801
TMEM160|54958	83.0508	TMEM160|54958	90.8688
TMEM161A|54929	384.7458	TMEM161A|54929	790.7801
TMEM161B|153396	187.2881	TMEM161B|153396	164.8936
TMEM163|81615	24.5763	TMEM163|81615	267.2872
TMEM164|84187	447.4576	TMEM164|84187	978.7234
TMEM165|55858	4695.7627	TMEM165|55858	1395.8333
TMEM167A|153339	2844.0678	TMEM167A|153339	1444.1489
TMEM167B|56900	2181.3559	TMEM167B|56900	1314.7163
TMEM168|64418	367.7966	TMEM168|64418	616.1348
TMEM169|92691	35.5932	TMEM169|92691	11.5248
TMEM170A|124491	208.4746	TMEM170A|124491	412.23400000000004
TMEM170B|100113407	83.8983	TMEM170B|100113407	108.5993
TMEM173|340061	744.0678	TMEM173|340061	629.4326
TMEM175|84286	251.6949	TMEM175|84286	592.1986
TMEM176A|55365	850.0	TMEM176A|55365	1282.8014
TMEM176B|28959	2272.8814	TMEM176B|28959	2596.1879
TMEM177|80775	195.7627	TMEM177|80775	266.844
TMEM178|130733	26.2712	TMEM178|130733	240.2482
TMEM179B|374395	1150.8475	TMEM179B|374395	1308.9539
TMEM17|200728	30.5085	TMEM17|200728	70.4787
TMEM180|79847	27.9661	TMEM180|79847	90.4255
TMEM181|57583	1952.5424	TMEM181|57583	1299.2021
TMEM182|130827	92.3729	TMEM182|130827	92.6418
TMEM183A|92703	1310.1695	TMEM183A|92703	1065.6028
TMEM184A|202915	139.8051	TMEM184A|202915	499.0204
TMEM184B|25829	4455.8136	TMEM184B|25829	2369.344
TMEM184C|55751	488.9831	TMEM184C|55751	531.4716
TMEM185A|84548	692.3729	TMEM185A|84548	606.8262
TMEM185B|79134	555.9322	TMEM185B|79134	596.1879
TMEM186|25880	241.5254	TMEM186|25880	296.5426
TMEM187|8269	157.6271	TMEM187|8269	361.7021
TMEM188|255919	245.7627	TMEM188|255919	161.7908
TMEM189-UBE2V1|387522	14.6864	TMEM189-UBE2V1|387522	6.0949
TMEM189|387521	881.9237	TMEM189|387521	849.8316
TMEM18|129787	810.1695	TMEM18|129787	939.7119
TMEM191A|84222	23.7288	TMEM191A|84222	34.1312
TMEM192|201931	376.2712	TMEM192|201931	511.9681
TMEM194A|23306	1255.0847	TMEM194A|23306	328.4574
TMEM194B|100131211	107.6271	TMEM194B|100131211	138.2979
TMEM198|130612	22.0339	TMEM198|130612	119.6809
TMEM199|147007	434.7458	TMEM199|147007	726.9504
TMEM19|55266	427.9661	TMEM19|55266	552.305
TMEM200A|114801	491.5254	TMEM200A|114801	188.3865
TMEM200B|399474	125.8305	TMEM200B|399474	101.57799999999999
TMEM200C|645369	8.4746	TMEM200C|645369	28.8121
TMEM201|199953	122.8814	TMEM201|199953	630.3191
TMEM203|94107	823.7288	TMEM203|94107	969.8582
TMEM204|79652	307.6271	TMEM204|79652	279.2553
TMEM205|374882	2019.4915	TMEM205|374882	2496.4539
TMEM206|55248	108.4746	TMEM206|55248	144.0603
TMEM208|29100	658.4746	TMEM208|29100	739.3617
TMEM209|84928	573.7288	TMEM209|84928	405.1418
TMEM20|159371	31.3559	TMEM20|159371	43.4397
lowly_expressed	lowly_expressed	TMEM213|155006	81.5603
TMEM214|54867	2047.4576	TMEM214|54867	2640.5142
TMEM215|401498	20.339000000000002	lowly_expressed	lowly_expressed
TMEM216|51259	191.5254	TMEM216|51259	323.1383
TMEM217|221468	7.6271	TMEM217|221468	22.7571
TMEM218|219854	256.7797	TMEM218|219854	340.8688
TMEM219|124446	2107.6271	TMEM219|124446	2530.1418
TMEM220|388335	24.5763	TMEM220|388335	183.9539
TMEM222|84065	352.5424	TMEM222|84065	1238.0319
TMEM223|79064	237.2881	TMEM223|79064	297.8723
TMEM229B|161145	114.4068	TMEM229B|161145	572.2518
TMEM22|80723	40.678000000000004	TMEM22|80723	51.8617
TMEM231|79583	111.8644	TMEM231|79583	359.8449
lowly_expressed	lowly_expressed	TMEM232|642987	18.1738
TMEM233|387890	8.4746	lowly_expressed	lowly_expressed
TMEM25|84866	559.322	TMEM25|84866	1321.3652
TMEM26|219623	165.2542	TMEM26|219623	358.8298
lowly_expressed	lowly_expressed	TMEM27|57393	39.0071
TMEM2|23670	1590.6779999999999	TMEM2|23670	1115.6915
TMEM30A|55754	5450.8475	TMEM30A|55754	2927.305
TMEM30B|161291	1034.7458	TMEM30B|161291	1244.6809
TMEM33|55161	1881.3559	TMEM33|55161	1342.1986
TMEM35|59353	10.1695	TMEM35|59353	15.9574
TMEM37|140738	179.66099999999997	TMEM37|140738	206.5603
TMEM38A|79041	22.8814	TMEM38A|79041	83.3333
TMEM38B|55151	47.4576	TMEM38B|55151	43.4397
TMEM39A|55254	452.5424	TMEM39A|55254	428.1915
TMEM39B|55116	139.8305	TMEM39B|55116	418.88300000000004
TMEM40|55287	68.6441	TMEM40|55287	97.5177
TMEM41A|90407	734.7458	TMEM41A|90407	554.9645
TMEM41B|440026	276.2712	TMEM41B|440026	481.38300000000004
TMEM42|131616	66.9492	TMEM42|131616	206.5603
TMEM43|79188	2046.6102	TMEM43|79188	2973.4043
TMEM44|93109	241.5254	TMEM44|93109	210.9929
TMEM45A|55076	1458.4746	TMEM45A|55076	385.195
TMEM45B|120224	1503.3898	TMEM45B|120224	609.0426
TMEM47|83604	625.4237	TMEM47|83604	528.3688
TMEM48|55706	331.3559	TMEM48|55706	300.9752
TMEM49|81671	6644.0678	TMEM49|81671	2537.234
TMEM50A|23585	3158.4746	TMEM50A|23585	2525.7092
TMEM50B|757	1631.3559	TMEM50B|757	1084.2199
TMEM51|55092	745.7627	TMEM51|55092	473.4043
TMEM52|339456	16.1017	TMEM52|339456	31.0284
TMEM53|79639	109.4407	TMEM53|79639	318.6746
TMEM54|113452	1240.678	TMEM54|113452	1249.5567
TMEM55A|55529	100.0	TMEM55A|55529	119.2376
TMEM55B|90809	640.678	TMEM55B|90809	616.578
TMEM56|148534	96.6102	TMEM56|148534	81.4761
TMEM57|55219	875.4237	TMEM57|55219	990.6915
TMEM59L|25789	11.0169	lowly_expressed	lowly_expressed
TMEM59|9528	6849.1525	TMEM59|9528	6808.9539
TMEM5|10329	242.3729	TMEM5|10329	394.0603
