gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
TECPR2|9895	737.554	TECPR2|9895	999.6349
TECR|9524	2184.0267	TECR|9524	1595.4728
TECTA|7007	18.9613	TECTA|7007	25.1917
TEC|7006	45.2748	TEC|7006	47.8277
TEF|7008	836.6169	TEF|7008	1451.9898
TEKT2|27285	39.4704	TEKT2|27285	21.1756
TEKT3|64518	18.1873	TEKT3|64518	20.4454
TEKT5|146279	6.1914	lowly_expressed	lowly_expressed
TEK|7010	379.999	TEK|7010	612.2673
TELO2|9894	563.807	TELO2|9894	403.79699999999997
TENC1|23371	2328.3644	TENC1|23371	2788.6090000000004
TEP1|7011	922.9099	TEP1|7011	1054.7645
lowly_expressed	lowly_expressed	TEPP|374739	17.8897
TERF1|7013	603.6644	TERF1|7013	658.6345
TERF2IP|54386	911.301	TERF2IP|54386	1606.0606
TERF2|7014	493.3795	TERF2|7014	664.1110000000001
TESC|54997	41.4052	TESC|54997	364.3666
TESK1|7016	809.9163	TESK1|7016	752.8295
TESK2|10420	216.3131	TESK2|10420	354.5089
TES|26136	2106.9744	TES|26136	2468.7587
TET1|80312	70.0405	TET1|80312	112.8149
TET2|54790	851.7085	TET2|54790	997.4443
TET3|200424	737.941	TET3|200424	688.2074
TEX10|54881	365.2943	TEX10|54881	443.5926
lowly_expressed	lowly_expressed	TEX14|56155	15.6992
TEX261|113419	2171.6438	TEX261|113419	2385.1771
TEX264|51368	1182.95	TEX264|51368	823.6583
TEX2|55852	3057.0182	TEX2|55852	2496.8967
TEX9|374618	91.3236	TEX9|374618	162.10299999999998
TFAM|7019	712.7883	TFAM|7019	725.8123
TFAP2A|7020	2984.2689	TFAP2A|7020	2347.1815
TFAP2B|7021	2434.7796	TFAP2B|7021	1907.6305
TFAP2C|7022	883.0526	TFAP2C|7022	2441.402
TFAP2E|339488	11.222000000000001	TFAP2E|339488	16.7945
TFAP4|7023	361.8117	TFAP4|7023	183.6437
TFB1M|51106	196.5779	TFB1M|51106	184.739
TFB2M|64216	581.9944	TFB2M|64216	346.1117
TFCP2L1|29842	423.7259	TFCP2L1|29842	1968.9668
TFCP2|7024	721.6885	TFCP2|7024	714.4943
TFDP1|7027	1707.6736	TFDP1|7027	1388.4629
TFDP2|7029	213.6043	TFDP2|7029	361.0807
TFDP3|51270	31.3441	TFDP3|51270	20.0803
TFE3|7030	1344.3141	TFE3|7030	1318.7295
TFEB|7942	279.3882	TFEB|7942	345.0164
TFEC|22797	130.7939	TFEC|22797	43.0814
TFF1|7031	2334.9428	TFF1|7031	1189.1201
TFF3|7033	2399.1789	TFF3|7033	1462.2125
TFG|10342	1882.5815	TFG|10342	1696.6046
TFIP11|24144	898.9375	TFIP11|24144	942.9573
TFPI2|7980	93.6454	TFPI2|7980	870.7558
TFPI|7035	455.0701	TFPI|7035	829.1347
TFPT|29844	119.1502	TFPT|29844	138.3534
TFR2|7036	53.788000000000004	lowly_expressed	lowly_expressed
TFRC|7037	1892.6426	TFRC|7037	2332.6031
TF|7018	74.2972	TF|7018	511.1355
TGDS|23483	198.1257	TGDS|23483	239.8686
TGFA|7039	78.5538	TGFA|7039	275.2829
TGFB1I1|7041	700.4054	TGFB1I1|7041	893.3917
TGFB1|7040	1033.5817	TGFB1|7040	248.6309
TGFB2|7042	907.4314	TGFB2|7042	484.8485
TGFB3|7043	1905.4124	TGFB3|7043	1347.9372
TGFBI|7045	2471.1542	TGFBI|7045	1876.9624
TGFBR1|7046	1185.6587	TGFBR1|7046	2274.5528
TGFBR2|7048	2979.2384	TGFBR2|7048	7071.559
TGFBR3|7049	797.5335	TGFBR3|7049	4133.2603
TGFBRAP1|9392	368.39	TGFBRAP1|9392	433.0047
TGIF1|7050	1931.7259	TGIF1|7050	1181.8182
TGIF2|60436	918.8623	TGIF2|60436	782.9719
TGM1|7051	5.8045	TGM1|7051	36.5097
TGM2|7052	2156.5522	TGM2|7052	411.464
lowly_expressed	lowly_expressed	TGM5|9333	14.6039
TGOLN2|10618	7901.0377	TGOLN2|10618	8380.0657
TGS1|96764	592.8294	TGS1|96764	712.6689
TG|7038	5.0305	lowly_expressed	lowly_expressed
TH1L|51497	1563.3359	TH1L|51497	1764.1475
THADA|63892	1138.836	THADA|63892	1144.2132
THAP10|56906	58.0446	THAP10|56906	54.3994
THAP11|57215	395.4775	THAP11|57215	505.659
THAP1|55145	279.3882	THAP1|55145	255.5677
THAP2|83591	126.5373	THAP2|83591	134.7207
THAP3|90326	247.812	THAP3|90326	180.6791
THAP4|51078	1161.28	THAP4|51078	778.7514
THAP5|168451	736.0062	THAP5|168451	746.988
THAP6|152815	319.6325	THAP6|152815	430.8142
THAP7|80764	255.0095	THAP7|80764	220.5184
THAP8|199745	119.9589	THAP8|199745	62.7966
THAP9|79725	155.9466	THAP9|79725	225.2647
THBD|7056	544.4588	THBD|7056	1150.785
THBS1|7057	12869.2728	THBS1|7057	8452.3549
THBS2|7058	7984.621999999999	THBS2|7058	2732.3841
THBS3|7059	1069.5965	THBS3|7059	695.8963
THBS4|7060	2459.9323	THBS4|7060	213.9467
lowly_expressed	lowly_expressed	THEG|51298	7.667000000000001
THEM4|117145	637.3303	THEM4|117145	433.0047
lowly_expressed	lowly_expressed	THEM5|284486	8.7623
THEMIS|387357	28.6354	THEMIS|387357	18.2548
THG1L|54974	212.0565	THG1L|54974	155.8963
THNSL1|79896	287.5145	THNSL1|79896	266.8857
THNSL2|55258	1610.5456	THNSL2|55258	1449.069
THOC1|9984	733.6844	THOC1|9984	506.7543
THOC2|57187	1389.5889	THOC2|57187	1719.6057
THOC3|84321	606.3731	THOC3|84321	544.7244
THOC4|10189	475.9661	THOC4|10189	508.5798
THOC5|8563	481.3836	THOC5|8563	501.6429
THOC6|79228	619.1042	THOC6|79228	304.7974
THOC7|80145	860.6087	THOC7|80145	807.2289
THOP1|7064	414.8258	THOP1|7064	381.161
THPO|7066	136.9854	THPO|7066	6.2066
THRAP3|9967	4282.9212	THRAP3|9967	4292.4425
THRA|7067	549.172	THRA|7067	1136.3344
THRB|7068	528.5933	THRB|7068	1180.7229
THRSP|7069	165.2338	THRSP|7069	705.732
THSD1P1|374500	216.7271	THSD1P1|374500	209.5473
THSD1|55901	138.1463	THSD1|55901	293.1727
THSD4|79875	2341.5212	THSD4|79875	5248.2658
THSD7A|221981	86.68	THSD7A|221981	151.5152
THSD7B|80731	76.232	THSD7B|80731	353.0486
THTPA|79178	358.7159	THTPA|79178	333.6984
THUMPD1|55623	2351.5822	THUMPD1|55623	2905.0748
THUMPD2|80745	232.9525	THUMPD2|80745	300.4746
THUMPD3|25917	961.2194	THUMPD3|25917	912.0117
THY1|7070	3964.8366	THY1|7070	1775.4655
THYN1|29087	629.591	THYN1|29087	603.5049
TIA1|7072	1757.592	TIA1|7072	2004.0161
TIAF1|9220	257.6718	TIAF1|9220	294.8777
TIAL1|7073	1622.5414	TIAL1|7073	1422.0518
TIAM1|7074	539.0413	TIAM1|7074	405.2574
TIAM2|26230	104.4765	TIAM2|26230	148.3498
TICAM1|148022	650.874	TICAM1|148022	565.9
TICAM2|353376	123.8673	TICAM2|353376	62.6543
TIE1|7075	628.4301	TIE1|7075	731.6539
TIFAB|497189	21.67	lowly_expressed	lowly_expressed
TIFA|92610	479.4488	TIFA|92610	483.7532
TIGD1|200765	74.2972	TIGD1|200765	107.3384
TIGD2|166815	151.69	TIGD2|166815	226.36
TIGD3|220359	19.3482	lowly_expressed	lowly_expressed
TIGD4|201798	12.3829	TIGD4|201798	25.5568
TIGD5|84948	163.6859	TIGD5|84948	78.1307
TIGD6|81789	279.7752	TIGD6|81789	251.1866
TIGD7|91151	140.7312	TIGD7|91151	341.1829
TIGIT|201633	64.623	lowly_expressed	lowly_expressed
TIMELESS|8914	612.5645	TIMELESS|8914	412.1942
TIMM10|26519	273.1968	TIMM10|26519	246.8054
TIMM13|26517	692.2792	TIMM13|26517	549.8357
TIMM16|51025	109.8747	TIMM16|51025	80.4965
TIMM17A|10440	1051.3821	TIMM17A|10440	658.2694
TIMM17B|10245	438.0436	TIMM17B|10245	376.7798
TIMM22|29928	438.4306	TIMM22|29928	406.7178
TIMM44|10469	350.9766	TIMM44|10469	351.9533
TIMM50|92609	522.4018	TIMM50|92609	535.962
TIMM8A|1678	84.7452	TIMM8A|1678	105.8781
TIMM8B|26521	354.8463	TIMM8B|26521	303.7605
TIMM9|26520	504.6015	TIMM9|26520	499.0873
TIMP1|7076	8659.8748	TIMP1|7076	3049.6532
TIMP2|7077	9590.1371	TIMP2|7077	8710.8434
TIMP3|7078	11773.7768	TIMP3|7078	17064.9872
TIMP4|7079	90.9366	TIMP4|7079	131.0697
TINAGL1|64129	897.7573	TINAGL1|64129	1842.6433
TINF2|26277	1207.3287	TINF2|26277	1195.6919
TIPARP|25976	985.5982	TIPARP|25976	4080.3103
TIPIN|54962	97.515	TIPIN|54962	92.3695
TIPRL|261726	1451.5032	TIPRL|261726	995.9839
TIRAP|114609	227.535	TIRAP|114609	221.6137
TJAP1|93643	525.8845	TJAP1|93643	586.3454
TJP1|7082	2490.8894	TJP1|7082	3017.8897
TJP2|9414	1424.0287	TJP2|9414	1792.2599
TJP3|27134	1242.1555	TJP3|27134	420.2264
TK1|7083	561.8722	TK1|7083	193.5013
TK2|7084	605.5992	TK2|7084	1097.8459
TKT|7086	3519.4406	TKT|7086	3436.2906
TLCD1|116238	140.4681	TLCD1|116238	69.3684
TLE1|7088	314.60200000000003	TLE1|7088	930.2665
TLE2|7089	687.6356	TLE2|7089	1068.6382
TLE3|7090	3364.6549	TLE3|7090	1838.2621
TLE4|7091	256.9443	TLE4|7091	617.0135
TLE6|79816	105.2543	TLE6|79816	32.4936
TLK1|9874	1722.3782	TLK1|9874	1829.4998
TLK2|11011	625.3344	TLK2|11011	607.8861
TLL1|7092	119.185	TLL1|7092	174.5162
TLL2|7093	10.0611	lowly_expressed	lowly_expressed
TLN1|7094	8151.4037	TLN1|7094	8607.1559
TLN2|83660	875.7003	TLN2|83660	1268.693
TLR10|81793	45.6618	TLR10|81793	19.7152
TLR1|7096	123.8286	TLR1|7096	209.2004
TLR2|7097	365.6813	TLR2|7097	563.7094
TLR3|7098	391.2209	TLR3|7098	258.8536
TLR4|7099	387.3513	TLR4|7099	606.0606
TLR5|7100	412.8909	TLR5|7100	357.7948
TLR6|10333	27.4745	TLR6|10333	27.3823
TLR7|51284	141.6289	TLR7|51284	260.6791
TLR8|51311	36.3746	TLR8|51311	16.0643
TLR9|54106	23.0244	TLR9|54106	14.414000000000001
TM2D1|83941	393.5427	TM2D1|83941	361.0807
TM2D2|83877	1108.2658	TM2D2|83877	809.7846
TM2D3|80213	632.2997	TM2D3|80213	826.2139
TM4SF18|116441	116.0893	TM4SF18|116441	631.6174
TM4SF1|4071	1863.2333	TM4SF1|4071	11177.437
TM6SF1|53346	131.9548	TM6SF1|53346	145.3085
TM6SF2|53345	10.9085	lowly_expressed	lowly_expressed
TM7SF2|7108	318.4716	TM7SF2|7108	368.3826
TM7SF3|51768	1202.2982	TM7SF3|51768	1155.8963
TM7SF4|81501	5.0305	lowly_expressed	lowly_expressed
TM9SF1|10548	2037.7387	TM9SF1|10548	1692.2271
TM9SF2|9375	5019.7013	TM9SF2|9375	5022.2709
TM9SF3|56889	6221.6125	TM9SF3|56889	6742.9719
TM9SF4|9777	2086.1247	TM9SF4|9777	2046.3673
TMBIM1|64114	2375.574	TMBIM1|64114	3248.2658
TMBIM4|51643	1493.5469	TMBIM4|51643	1206.0825
TMBIM6|7009	25691.7229	TMBIM6|7009	22997.4443
lowly_expressed	lowly_expressed	TMC2|117532	5.4765
TMC3|342125	7.3523	TMC3|342125	12.0482
TMC4|147798	2947.1204	TMC4|147798	1565.1698
TMC5|79838	2865.4709	TMC5|79838	1468.4191
TMC6|11322	699.6315	TMC6|11322	404.8923
TMC7|79905	43.34	TMC7|79905	60.6061
TMC8|147138	247.6572	TMC8|147138	74.1146
TMCC1|23023	976.311	TMCC1|23023	850.3103
TMCC2|9911	29.0223	TMCC2|9911	52.5739
TMCC3|57458	196.5779	TMCC3|57458	600.2191
TMCO1|54499	3754.328	TMCO1|54499	2061.7014
TMCO3|55002	2300.8899	TMCO3|55002	1671.0478
TMCO4|255104	804.8858	TMCO4|255104	637.4589
TMCO6|55374	243.4006	TMCO6|55374	212.1212
TMCO7|79613	184.195	TMCO7|79613	359.2552
TMED10P1|286102	54.9489	TMED10P1|286102	46.7324
TMED10|10972	9020.9125	TMED10|10972	8780.2118
TMED1|11018	410.8129	TMED1|11018	397.2326
TMED2|10959	7126.7221	TMED2|10959	5834.2461
TMED3|23423	2390.6656	TMED3|23423	1860.1679
TMED4|222068	1191.4632	TMED4|222068	1006.2066
TMED5|50999	1405.0675	TMED5|50999	1519.529
TMED7-TICAM2|100302736	41.5638	TMED7-TICAM2|100302736	86.3125
TMED7|51014	2467.0834	TMED7|51014	2686.7433
TMED8|283578	431.0783	TMED8|283578	445.7831
TMED9|54732	2206.0837	TMED9|54732	2108.7988
TMEFF1|8577	79.645	TMEFF1|8577	58.4629
TMEM100|55273	43.34	TMEM100|55273	179.9927
TMEM101|84336	1617.1239	TMEM101|84336	1075.575
TMEM102|284114	298.3495	TMEM102|284114	153.3406
TMEM104|54868	427.5956	TMEM104|54868	380.4308
lowly_expressed	lowly_expressed	TMEM105|284186	12.0482
TMEM106A|113277	229.4698	TMEM106A|113277	132.8952
TMEM106B|54664	2703.7198	TMEM106B|54664	1963.8554
TMEM106C|79022	1377.98	TMEM106C|79022	1188.0248
TMEM107|84314	327.3718	TMEM107|84314	209.2004
TMEM108|66000	20.5091	TMEM108|66000	74.4797
TMEM109|79073	2028.0801	TMEM109|79073	2696.2395
TMEM110|375346	135.4917	TMEM110|375346	204.4542
TMEM111|55831	1085.8219	TMEM111|55831	991.9679
TMEM115|11070	1323.0311	TMEM115|11070	964.2205
TMEM116|89894	347.8809	TMEM116|89894	293.9029
TMEM117|84216	84.7452	TMEM117|84216	131.7999
TMEM119|338773	828.4906	TMEM119|338773	311.4275
TMEM11|8834	344.0113	TMEM11|8834	338.4447
TMEM120A|83862	908.5923	TMEM120A|83862	484.8485
TMEM120B|144404	263.0003	TMEM120B|144404	420.2702
TMEM121|80757	56.4968	TMEM121|80757	30.303
TMEM123|114908	7589.5315	TMEM123|114908	6472.0701
TMEM125|128218	602.1165	TMEM125|128218	341.0004
TMEM126A|84233	218.2479	TMEM126A|84233	209.5655
TMEM126B|55863	472.0965	TMEM126B|55863	453.4502
TMEM127|55654	2659.9928	TMEM127|55654	2555.3122
TMEM128|85013	604.4383	TMEM128|85013	656.444
TMEM129|92305	859.0608	TMEM129|92305	822.9281
TMEM130|222865	51.0793	TMEM130|222865	119.0215
TMEM131|23505	1954.9438	TMEM131|23505	2148.9595
TMEM132A|54972	491.0577	TMEM132A|54972	490.3249
TMEM132B|114795	5.4175	TMEM132B|114795	12.7784
TMEM132C|92293	48.3705	TMEM132C|92293	321.6502
TMEM132E|124842	5.8045	lowly_expressed	lowly_expressed
TMEM133|83935	81.6495	TMEM133|83935	108.7988
TMEM134|80194	563.807	TMEM134|80194	401.6064
TMEM135|65084	736.3931	TMEM135|65084	861.2632
TMEM136|219902	183.4211	TMEM136|219902	211.391
TMEM138|51524	378.0642	TMEM138|51524	462.2125
TMEM139|135932	724.3972	TMEM139|135932	387.7327
TMEM140|55281	606.9187	TMEM140|55281	484.8485
TMEM141|85014	867.961	TMEM141|85014	597.6634
TMEM143|55260	145.8856	TMEM143|55260	121.5772
TMEM144|55314	490.2838	TMEM144|55314	618.4739
TMEM147|10430	1172.8889	TMEM147|10430	888.6455
TMEM149|79713	131.0803	TMEM149|79713	36.349000000000004
TMEM14A|28978	504.9885	TMEM14A|28978	388.0978
TMEM14B|81853	738.3279	TMEM14B|81853	670.2738
TMEM14C|51522	1804.8016	TMEM14C|51522	1491.0551
TMEM150A|129303	453.5222	TMEM150A|129303	388.4629
TMEM150C|441027	112.6066	TMEM150C|441027	582.6944
TMEM151B|441151	8.1301	TMEM151B|441151	26.6594
TMEM154|201799	253.4616	TMEM154|201799	229.6459
TMEM155|132332	5.4175	lowly_expressed	lowly_expressed
TMEM156|80008	15.0916	TMEM156|80008	15.3341
TMEM158|25907	51.0793	TMEM158|25907	54.3994
TMEM159|57146	1139.223	TMEM159|57146	1080.3213
TMEM160|54958	41.0182	TMEM160|54958	18.985
TMEM161A|54929	387.7383	TMEM161A|54929	330.7777
TMEM161B|153396	224.8263	TMEM161B|153396	316.5389
TMEM163|81615	26.3136	TMEM163|81615	88.7185
TMEM164|84187	1110.9746	TMEM164|84187	776.1957
TMEM165|55858	1397.3282	TMEM165|55858	1297.5539
TMEM167A|153339	2077.2245	TMEM167A|153339	2162.103
TMEM167B|56900	1669.7511	TMEM167B|56900	1513.326
TMEM168|64418	997.2071	TMEM168|64418	1086.5279
TMEM169|92691	9.2871	TMEM169|92691	9.8576
TMEM170A|124491	337.4329	TMEM170A|124491	654.6185
TMEM170B|100113407	160.2032	TMEM170B|100113407	220.5184
TMEM173|340061	657.0654	TMEM173|340061	495.8014
TMEM175|84286	271.262	TMEM175|84286	361.4458
TMEM176A|55365	713.5622	TMEM176A|55365	544.7244
TMEM176B|28959	1437.5725	TMEM176B|28959	1045.272
TMEM177|80775	163.2989	TMEM177|80775	142.0226
TMEM178|130733	34.0529	TMEM178|130733	216.1373
TMEM179B|374395	1202.6851	TMEM179B|374395	808.3242
TMEM17|200728	61.9143	TMEM17|200728	64.257
TMEM180|79847	56.4968	TMEM180|79847	56.9551
TMEM181|57583	1547.4704	TMEM181|57583	1893.3917
TMEM182|130827	85.5191	TMEM182|130827	119.0215
TMEM183A|92703	1535.8614	TMEM183A|92703	943.0449
TMEM184A|202915	448.7006	TMEM184A|202915	303.5597
TMEM184B|25829	2247.9068	TMEM184B|25829	1610.8142
TMEM184C|55751	653.9697	TMEM184C|55751	707.5575
TMEM185A|84548	509.2451	TMEM185A|84548	517.7072
TMEM185B|79134	559.1635	TMEM185B|79134	713.3991
TMEM186|25880	233.7265	TMEM186|25880	196.7871
TMEM187|8269	353.2984	TMEM187|8269	226.7251
TMEM188|255919	163.2989	TMEM188|255919	268.3461
TMEM189|387521	504.9885	TMEM189|387521	566.9953
TMEM18|129787	433.787	TMEM18|129787	702.8076
TMEM191A|84222	11.222000000000001	TMEM191A|84222	10.2227
TMEM192|201931	659.3872	TMEM192|201931	838.6272
TMEM194A|23306	527.0454	TMEM194A|23306	588.1709
TMEM194B|100131211	115.3154	TMEM194B|100131211	139.1019
TMEM195|392636	5.8045	TMEM195|392636	16.4294
TMEM198|130612	63.0752	TMEM198|130612	87.6232
TMEM199|147007	393.6666	TMEM199|147007	449.069
TMEM19|55266	782.0549	TMEM19|55266	787.1486
TMEM200A|114801	223.6654	TMEM200A|114801	177.8021
TMEM200B|399474	53.7687	TMEM200B|399474	110.6499
TMEM200C|645369	12.7698	TMEM200C|645369	21.1756
TMEM201|199953	361.8117	TMEM201|199953	368.7477
TMEM203|94107	812.6251	TMEM203|94107	731.2888
TMEM204|79652	427.2086	TMEM204|79652	196.7871
TMEM205|374882	2110.1165	TMEM205|374882	1037.605
TMEM206|55248	196.5779	TMEM206|55248	104.0526
TMEM208|29100	320.0195	TMEM208|29100	409.2735
TMEM209|84928	1069.5694	TMEM209|84928	743.7021
TMEM20|159371	40.6313	TMEM20|159371	64.6221
lowly_expressed	lowly_expressed	TMEM213|155006	40.8908
TMEM214|54867	2557.0603	TMEM214|54867	2186.1993
TMEM216|51259	268.9402	TMEM216|51259	324.57099999999997
TMEM217|221468	5.5104	TMEM217|221468	16.2687
TMEM218|219854	361.4247	TMEM218|219854	373.494
TMEM219|124446	2933.1896	TMEM219|124446	1556.4074
TMEM220|388335	76.232	TMEM220|388335	197.8824
TMEM222|84065	825.008	TMEM222|84065	726.9076
TMEM223|79064	255.0095	TMEM223|79064	217.2326
TMEM229B|161145	335.885	TMEM229B|161145	414.0197
TMEM22|80723	59.2055	TMEM22|80723	115.7357
TMEM231|79583	206.2481	TMEM231|79583	337.3275
TMEM232|642987	18.5743	TMEM232|642987	32.1285
TMEM233|387890	5.8045	lowly_expressed	lowly_expressed
TMEM25|84866	1324.9659	TMEM25|84866	1049.2881
TMEM26|219623	2179.3367	TMEM26|219623	594.2132
TMEM27|57393	21.67	TMEM27|57393	56.59
TMEM2|23670	2473.863	TMEM2|23670	2331.1428
TMEM30A|55754	4130.0703	TMEM30A|55754	4930.2665
TMEM30B|161291	1942.5609	TMEM30B|161291	1625.7758
TMEM33|55161	1764.9443	TMEM33|55161	1666.6667
TMEM35|59353	14.3177	TMEM35|59353	23.0011
TMEM37|140738	677.9615	TMEM37|140738	357.7948
TMEM38A|79041	20.1221	TMEM38A|79041	49.6532
TMEM38B|55151	92.4845	TMEM38B|55151	79.226
TMEM39A|55254	479.0618	TMEM39A|55254	670.6827
TMEM39B|55116	270.4881	TMEM39B|55116	261.7744
TMEM40|55287	38.3095	TMEM40|55287	21.9058
TMEM41A|90407	629.2040000000001	TMEM41A|90407	609.3465
TMEM41B|440026	828.4906	TMEM41B|440026	735.67
TMEM42|131616	139.6941	TMEM42|131616	137.6415
TMEM43|79188	2869.7275	TMEM43|79188	3637.4589
TMEM44|93109	179.1645	TMEM44|93109	157.3567
TMEM45A|55076	315.3759	TMEM45A|55076	297.5539
TMEM45B|120224	141.24200000000002	TMEM45B|120224	496.5316
TMEM47|83604	427.9826	TMEM47|83604	1331.5078
TMEM48|55706	384.2556	TMEM48|55706	424.2424
TMEM49|81671	2240.5235	TMEM49|81671	2385.1771
TMEM50A|23585	3444.3695	TMEM50A|23585	2309.6020000000003
TMEM50B|757	1009.9769	TMEM50B|757	1138.0066
TMEM51|55092	283.2579	TMEM51|55092	273.0924
TMEM52|339456	29.0223	TMEM52|339456	7.667000000000001
TMEM53|79639	228.4908	TMEM53|79639	190.6499
TMEM54|113452	681.4442	TMEM54|113452	578.3133
TMEM55A|55529	110.2848	TMEM55A|55529	218.69299999999998
TMEM55B|90809	520.0801	TMEM55B|90809	559.3282
TMEM56|148534	302.9389	TMEM56|148534	213.9467
TMEM57|55219	999.5289	TMEM57|55219	866.0095
TMEM59L|25789	32.118	TMEM59L|25789	28.1124
TMEM59|9528	6781.1630000000005	TMEM59|9528	6932.4571
TMEM5|10329	287.1275	TMEM5|10329	386.6375
TMEM60|85025	571.1594	TMEM60|85025	315.4436
TMEM61|199964	17.4134	TMEM61|199964	52.2088
TMEM62|80021	888.8571	TMEM62|80021	1098.9412
TMEM63A|9725	2516.4291	TMEM63A|9725	1792.625
TMEM63B|55362	1131.0967	TMEM63B|55362	795.5458
TMEM63C|57156	802.564	TMEM63C|57156	527.5648
TMEM64|169200	303.767	TMEM64|169200	612.9974
TMEM65|157378	400.895	TMEM65|157378	515.1515
TMEM66|51669	8393.6433	TMEM66|51669	7460.387
TMEM67|91147	313.0541	TMEM67|91147	354.5089
TMEM68|137695	455.844	TMEM68|137695	411.8291
TMEM69|51249	713.1753	TMEM69|51249	580.8689
TMEM70|54968	476.7401	TMEM70|54968	365.0968
TMEM71|137835	40.6313	TMEM71|137835	153.7057
lowly_expressed	lowly_expressed	TMEM74|157753	5.1114
TMEM79|84283	665.9656	TMEM79|84283	260.6791
TMEM80|283232	308.0236	TMEM80|283232	446.8784
TMEM81|388730	46.4357	TMEM81|388730	33.5889
TMEM84|283673	282.48400000000004	TMEM84|283673	263.2348
TMEM85|51234	1162.0113	TMEM85|51234	1108.3607
TMEM86A|144110	217.0212	TMEM86A|144110	410.9858
TMEM86B|255043	38.3095	TMEM86B|255043	44.1767
TMEM87A|25963	2876.3059	TMEM87A|25963	2945.6006
TMEM87B|84910	1622.5414	TMEM87B|84910	1671.4129
TMEM88|92162	30.5702	TMEM88|92162	68.6382
TMEM8A|58986	1040.5471	TMEM8A|58986	596.203
TMEM8B|51754	659.7742	TMEM8B|51754	708.6528
TMEM90B|79953	70.8145	lowly_expressed	lowly_expressed
TMEM91|641649	79.3625	TMEM91|641649	140.5622
TMEM92|162461	6.9654	TMEM92|162461	8.0321
TMEM93|83460	183.87	TMEM93|83460	150.8142
TMEM97|27346	394.6224	TMEM97|27346	367.2472
TMEM98|26022	1394.2325	TMEM98|26022	1525.7393
TMEM99|147184	374.9684	TMEM99|147184	349.3976
TMEM9B|56674	1404.6805	TMEM9B|56674	1339.9051
TMEM9|252839	3325.1845	TMEM9|252839	1647.3165
TMF1|7110	1493.2954	TMF1|7110	1788.9741
lowly_expressed	lowly_expressed	TMIE|259236	5.8415
TMLHE|55217	169.8773	TMLHE|55217	244.9799
TMOD1|7111	123.4648	TMOD1|7111	252.8806
TMOD2|29767	166.3947	TMOD2|29767	665.9365
TMOD3|29766	1692.582	TMOD3|29766	1579.0434
TMPO|7112	1242.0201	TMPO|7112	1378.9522
TMPPE|643853	43.34	TMPPE|643853	49.6532
TMPRSS13|84000	668.6744	TMPRSS13|84000	621.0296
TMPRSS2|7113	71.5884	TMPRSS2|7113	858.7076
TMPRSS3|64699	2076.4506	TMPRSS3|64699	509.31
TMPRSS4|56649	20.1221	TMPRSS4|56649	7.667000000000001
lowly_expressed	lowly_expressed	TMPRSS5|80975	10.5878
TMPRSS6|164656	255.3965	TMPRSS6|164656	51.4786
TMSB10|9168	11543.92	TMSB10|9168	7867.1048
TMSB15A|11013	14.7046	TMSB15A|11013	22.636
TMSB15B|286527	29.4093	TMSB15B|286527	87.2253
TMSL3|7117	24277.3683	TMSL3|7117	16315.4436
TMTC1|83857	438.8176	TMTC1|83857	2282.95
TMTC2|160335	354.4593	TMTC2|160335	529.3903
TMTC3|160418	727.8799	TMTC3|160418	875.502
TMTC4|84899	829.6515	TMTC4|84899	552.0263
TMUB1|83590	559.9374	TMUB1|83590	301.2048
TMUB2|79089	744.1324	TMUB2|79089	834.9763
TMX1|81542	1033.5817	TMX1|81542	963.1252
TMX2|51075	1648.855	TMX2|51075	1623.2202
TMX3|54495	1515.3523	TMX3|54495	1299.0142
TMX4|56255	676.4137	TMX4|56255	1125.2282
TNC|3371	10528.1386	TNC|3371	5305.9511
TNFAIP1|7126	1697.3765	TNFAIP1|7126	1941.3728
TNFAIP2|7127	1893.0295	TNFAIP2|7127	1485.5787
TNFAIP3|7128	1233.6423	TNFAIP3|7128	649.8722
TNFAIP6|7130	290.2232	TNFAIP6|7130	209.5655
TNFAIP8L1|126282	336.272	TNFAIP8L1|126282	85.0675
TNFAIP8L2|79626	81.6495	TNFAIP8L2|79626	28.4775
TNFAIP8L3|388121	46.0488	TNFAIP8L3|388121	73.3844
TNFAIP8|25816	597.4729	TNFAIP8|25816	352.3184
TNFRSF10A|8797	141.24200000000002	TNFRSF10A|8797	165.3888
TNFRSF10B|8795	1203.4591	TNFRSF10B|8795	1020.4454
TNFRSF10C|8794	96.3541	TNFRSF10C|8794	29.9379
TNFRSF10D|8793	41.0182	TNFRSF10D|8793	209.5655
TNFRSF11A|8792	59.5925	TNFRSF11A|8792	105.1479
TNFRSF11B|4982	948.8365	TNFRSF11B|4982	300.8397
TNFRSF12A|51330	629.591	TNFRSF12A|51330	707.1924
TNFRSF14|8764	891.4226	TNFRSF14|8764	789.529
TNFRSF17|608	23.6048	TNFRSF17|608	18.6199
TNFRSF18|8784	186.1298	TNFRSF18|8784	11.6831
TNFRSF19|55504	410.9561	TNFRSF19|55504	552.7565
TNFRSF1A|7132	2574.0867	TNFRSF1A|7132	2405.6225
TNFRSF1B|7133	770.446	TNFRSF1B|7133	720.701
TNFRSF21|27242	646.6174	TNFRSF21|27242	928.441
TNFRSF25|8718	46.0488	TNFRSF25|8718	47.0975
