gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
SRRM2|23524	14954.6197	SRRM2|23524	16801.0223
SRRM3|222183	106.4152	SRRM3|222183	61.3363
SRRM5|100170229	20.6445	SRRM5|100170229	20.3103
SRRT|51593	1717.7347	SRRT|51593	1465.1333
SRR|63826	459.3189	SRR|63826	323.0047
SRXN1|140809	824.2339999999999	SRXN1|140809	644.0307
SS18L1|26039	366.8422	SS18L1|26039	522.4535
SS18L2|51188	255.7834	SS18L2|51188	242.0591
SS18|6760	2838.3834	SS18|6760	2422.0518
SSBP1|6742	1142.7057	SSBP1|6742	768.5287
SSBP2|23635	349.4288	SSBP2|23635	712.3038
SSBP3|23648	736.0062	SSBP3|23648	687.4772
SSBP4|170463	511.9538	SSBP4|170463	313.6181
SSB|6741	2102.2611	SSB|6741	2033.9613
SSC5D|284297	677.5745	SSC5D|284297	405.2574
SSFA2|6744	1860.1375	SSFA2|6744	3139.467
SSH1|54434	1208.1026	SSH1|54434	1238.4082
SSH2|85464	446.9438	SSH2|85464	439.2114
SSH3|54961	1966.9397	SSH3|54961	1086.1628
SSNA1|8636	679.8963	SSNA1|8636	483.3881
SSPN|8082	847.8389	SSPN|8082	1966.4111
SSPO|23145	40.6313	SSPO|23145	49.6532
SSR1|6745	4006.2417	SSR1|6745	3864.9142
SSR2|6746	8428.0832	SSR2|6746	4252.2819
SSR3|6747	3083.3318	SSR3|6747	4303.7605
SSR4|6748	2668.506	SSR4|6748	1619.9343
SSRP1|6749	3398.3208	SSRP1|6749	3235.1223
SSSCA1|10534	241.4657	SSSCA1|10534	270.9018
SSTR1|6751	9.6741	SSTR1|6751	41.9861
SSTR2|6752	41.7921	SSTR2|6752	29.2077
SSU72|29101	2257.163	SSU72|29101	2104.0526
SSX2IP|117178	958.5107	SSX2IP|117178	533.0413
SSX6|280657	7.7393	SSX6|280657	6.9368
ST13|6767	4726.3824	ST13|6767	6306.6813
ST14|6768	2650.3187	ST14|6768	2532.6762
ST20|400410	40.8286	ST20|400410	27.7948
ST3GAL1|6482	1324.9659	ST3GAL1|6482	1432.6396
ST3GAL2|6483	375.3554	ST3GAL2|6483	415.115
ST3GAL3|6487	148.5943	ST3GAL3|6487	255.2026
ST3GAL4|6484	585.477	ST3GAL4|6484	251.1866
ST3GAL5|8869	196.5779	ST3GAL5|8869	165.3888
ST3GAL6|10402	44.5009	ST3GAL6|10402	135.4509
ST5|6764	1239.8337	ST5|6764	2355.6042
ST6GAL1|6480	1448.0205	ST6GAL1|6480	2223.0741
ST6GAL2|84620	267.3924	ST6GAL2|84620	213.5816
ST6GALNAC1|55808	17.4134	ST6GALNAC1|55808	82.5119
ST6GALNAC2|10610	512.3408	ST6GALNAC2|10610	901.4239
ST6GALNAC3|256435	37.9225	ST6GALNAC3|256435	81.0515
ST6GALNAC4|27090	399.7342	ST6GALNAC4|27090	167.9445
ST6GALNAC5|81849	73.9102	ST6GALNAC5|81849	291.3472
ST6GALNAC6|30815	1172.8889	ST6GALNAC6|30815	1166.4841
ST7L|54879	238.37	ST7L|54879	290.2519
ST7OT1|93653	29.27	ST7OT1|93653	54.0745
ST7|7982	694.3262	ST7|7982	575.9876
ST8SIA1|6489	261.5879	ST8SIA1|6489	306.3162
ST8SIA2|8128	51.8532	ST8SIA2|8128	134.3556
ST8SIA4|7903	251.9138	ST8SIA4|7903	121.2121
ST8SIA6|338596	276.6795	ST8SIA6|338596	165.3888
STAB1|23166	761.9328	STAB1|23166	806.1336
STAB2|55576	13.5438	STAB2|55576	127.7839
STAC2|342667	503.8276	STAC2|342667	8543.6291
STAC3|246329	53.7803	STAC3|246329	21.9058
STAC|6769	24.7657	STAC|6769	102.9573
STAG1|10274	1137.47	STAG1|10274	1292.3476
STAG2|10735	2827.9353	STAG2|10735	3707.1924
STAG3L1|54441	106.8022	STAG3L1|54441	87.2581
STAG3L2|442582	63.8491	STAG3L2|442582	40.5257
STAG3L3|442578	149.2521	STAG3L3|442578	258.923
STAG3L4|64940	84.7452	STAG3L4|64940	78.4958
STAG3|10734	14.2519	STAG3|10734	29.1639
STAM2|10254	1020.4249	STAM2|10254	1335.5239
STAMBPL1|57559	82.0364	STAMBPL1|57559	86.89299999999999
STAMBP|10617	703.1142	STAMBP|10617	694.0489
STAM|8027	628.0431	STAM|8027	511.8656
STAP2|55620	850.1606	STAP2|55620	541.4385
STARD10|10809	2343.456	STARD10|10809	1539.9781
STARD13|90627	1129.1619	STARD13|90627	956.5535
STARD3NL|83930	592.8294	STARD3NL|83930	516.977
STARD3|10948	734.0713	STARD3|10948	665.5714
STARD4|134429	66.5579	STARD4|134429	75.2099
STARD5|80765	107.1891	STARD5|80765	89.0836
STARD7|56910	3199.5488	STARD7|56910	3219.9598
STARD8|9754	246.1093	STARD8|9754	336.6192
STAR|6770	10.835	STAR|6770	13.1435
STAT1|6772	6121.7757	STAT1|6772	2802.1176
STAT2|6773	2208.0185	STAT2|6773	1757.9409
STAT3|6774	9924.0873	STAT3|6774	8005.8415
STAT4|6775	75.458	STAT4|6775	52.93899999999999
STAT5A|6776	2052.8458	STAT5A|6776	1739.6860000000001
STAT5B|6777	2201.8271	STAT5B|6777	2981.7452
STAT6|6778	4007.4026	STAT6|6778	3825.4838
STAU1|6780	3309.7059	STAU1|6780	2907.2654
STAU2|27067	1408.9371	STAU2|27067	811.6101
STBD1|8987	436.25199999999995	STBD1|8987	601.5371
STC1|6781	694.9879	STC1|6781	1449.069
STC2|8614	11291.6192	STC2|8614	11162.4681
STEAP1|26872	517.3713	STEAP1|26872	300.4746
STEAP2|261729	1443.3770000000002	STEAP2|261729	967.8715
STEAP3|55240	1530.057	STEAP3|55240	1338.0796
STEAP4|79689	508.8581	STEAP4|79689	2109.529
STIL|6491	161.3641	STIL|6491	116.4659
STIM1|6786	1099.7526	STIM1|6786	2024.4615
STIM2|57620	534.3977	STIM2|57620	853.2311
STIP1|10963	2180.931	STIP1|10963	2135.0858
STK10|6793	665.9656	STK10|6793	458.9266
STK11IP|114790	499.9579	STK11IP|114790	377.1449
STK11|6794	837.0039	STK11|6794	640.7448
STK16|8576	766.9633	STK16|8576	557.5027
STK17A|9263	611.0167	STK17A|9263	725.4472
STK17B|9262	897.3703	STK17B|9262	1076.6703
STK19|8859	338.20300000000003	STK19|8859	274.3739
STK24|8428	2844.9618	STK24|8428	2429.7189
STK25|10494	1342.7662	STK25|10494	1267.981
STK32A|202374	5.4175	lowly_expressed	lowly_expressed
STK32B|55351	443.0742	STK32B|55351	251.1866
STK32C|282974	240.8698	STK32C|282974	72.6543
STK35|140901	1146.5753	STK35|140901	1171.5955
STK36|27148	865.6392	STK36|27148	589.6313
STK38L|23012	1069.5694	STK38L|23012	1221.9788
STK38|11329	931.8101	STK38|11329	1032.4936
STK39|27347	759.9979	STK39|27347	388.0978
STK3|6788	565.3549	STK3|6788	519.5327
STK40|83931	1165.9235	STK40|83931	1346.8419
STK4|6789	972.0544	STK4|6789	788.9741
lowly_expressed	lowly_expressed	STL|7955	7.667000000000001
STMN1|3925	2748.9946	STMN1|3925	1553.8518
STMN2|11075	20.5091	STMN2|11075	14.969000000000001
STMN3|50861	1019.2641	STMN3|50861	961.6648
lowly_expressed	lowly_expressed	STMN4|81551	6.5717
STOML1|9399	183.0341	STOML1|9399	166.8492
STOML2|30968	1311.4221	STOML2|30968	1192.7711
STOM|2040	11804.347	STOM|2040	6239.8686
STON1-GTF2A1L|286749	27.756999999999998	STON1-GTF2A1L|286749	15.115
STON1|11037	287.232	STON1|11037	411.1135
STON2|85439	248.8181	STON2|85439	277.1084
STOX1|219736	161.7511	STOX1|219736	283.3151
STOX2|56977	20.8961	STOX2|56977	72.6543
STRA13|201254	325.05	STRA13|201254	248.2658
STRA6|64220	323.1152	STRA6|64220	73.0194
STRADA|92335	547.9415	STRADA|92335	544.3593
STRADB|55437	341.6895	STRADB|55437	283.3151
STRAP|11171	2041.6238	STRAP|11171	2128.8792
STRBP|55342	1239.0598	STRBP|55342	865.6444
STRC|161497	8.9002	STRC|161497	42.3512
STRN3|29966	727.4929	STRN3|29966	829.1347
STRN4|29888	1579.9754	STRN4|29888	1341.0004
STRN|6801	340.5286	STRN|6801	507.1194
STS|412	465.9051	STS|412	681.6356
STT3A|3703	4258.9294	STT3A|3703	3613.7276
STT3B|201595	1836.5327	STT3B|201595	2058.7806
STUB1|10273	1281.3705	STUB1|10273	838.2913
STX10|8677	217.08700000000002	STX10|8677	194.9617
STX11|8676	163.6859	STX11|8676	152.6104
STX12|23673	1323.805	STX12|23673	1771.4494
STX16|8675	1158.9582	STX16|8675	1686.3819
STX17|55014	989.8548	STX17|55014	1247.1705
STX18|53407	890.4049	STX18|53407	508.9449
STX19|415117	9.6741	STX19|415117	46.0022
STX1A|6804	130.407	STX1A|6804	69.0033
STX1B|112755	57.2707	STX1B|112755	93.0997
STX2|2054	252.6877	STX2|2054	213.5816
STX3|6809	823.4601	STX3|6809	797.3713
STX4|6810	819.2035	STX4|6810	495.4363
STX5|6811	984.0503	STX5|6811	1047.8277
STX6|10228	2109.3232	STX6|10228	920.2045
STX7|8417	1306.7786	STX7|8417	1476.0862
STX8|9482	345.5591	STX8|9482	274.9179
STXBP1|6812	438.0436	STXBP1|6812	1002.5557
STXBP2|6813	1569.5273	STXBP2|6813	925.1552
STXBP3|6814	1137.6751	STXBP3|6814	1212.8514
STXBP4|252983	172.1991	STXBP4|252983	197.5173
STXBP5|134957	378.811	STXBP5|134957	537.7145
lowly_expressed	lowly_expressed	STXBP6|29091	27.0172
STYK1|55359	86.68	STYK1|55359	149.3246
STYXL1|51657	961.9933	STYXL1|51657	428.6236
STYX|6815	620.3038	STYX|6815	560.0584
SUB1|10923	2395.6962	SUB1|10923	4847.3896
SUCLA2|8803	695.9437	SUCLA2|8803	989.3282
SUCLG1|8802	1238.6728	SUCLG1|8802	1589.6313
SUCLG2|8801	1564.1098	SUCLG2|8801	1330.0475
SUCNR1|56670	13.1568	SUCNR1|56670	6.9368
SUDS3|64426	1840.4024	SUDS3|64426	1531.2158
SUFU|51684	878.796	SUFU|51684	712.3038
SUGT1L1|283507	57.943999999999996	SUGT1L1|283507	56.5316
lowly_expressed	lowly_expressed	SUGT1P1|441394	5.4765
SUGT1|10910	466.67900000000003	SUGT1|10910	454.9106
SULF1|23213	32444.6375	SULF1|23213	1528.6601
SULF2|55959	13331.6952	SULF2|55959	2286.6009
SULT1A1|6817	247.2702	SULT1A1|6817	338.8098
SULT1A2|6799	15.0916	SULT1A2|6799	18.2548
SULT1A3|6818	532.281	SULT1A3|6818	542.3914
lowly_expressed	lowly_expressed	SULT1C2|6819	18.6199
lowly_expressed	lowly_expressed	SULT1C3|442038	1085.0675
SULT1C4|27233	26.3136	SULT1C4|27233	230.011
SULT2B1|6820	144.3377	SULT2B1|6820	332.23800000000006
SULT4A1|25830	7.7393	SULT4A1|25830	9.8576
SUMF1|285362	1834.2109	SUMF1|285362	1454.9106
SUMF2|25870	4601.3929	SUMF2|25870	2615.188
SUMO1P3|474338	147.0464	SUMO1P3|474338	124.8631
SUMO1|7341	2010.6667	SUMO1|7341	1786.7835
SUMO2|6613	2811.6828	SUMO2|6613	2801.0223
SUMO3|6612	1791.2579	SUMO3|6612	2106.2432
SUN1|23353	2479.6674	SUN1|23353	3147.0427
SUN2|25777	2858.5055	SUN2|25777	5162.8332
SUOX|6821	781.668	SUOX|6821	808.6893
SUPT16H|11198	3301.9666	SUPT16H|11198	3365.4618
SUPT3H|8464	137.3723	SUPT3H|8464	125.9584
SUPT4H1|6827	1268.3839	SUPT4H1|6827	1093.7897
SUPT5H|6829	2334.5558	SUPT5H|6829	2475.356
SUPT6H|6830	2716.4896	SUPT6H|6830	2918.9485
SUPT7L|9913	821.9122	SUPT7L|9913	988.1161
SUPV3L1|6832	692.2792	SUPV3L1|6832	602.7747
SURF1|6834	663.2569	SURF1|6834	550.2008
SURF2|6835	167.5556	SURF2|6835	142.3877
SURF4|6836	4968.622	SURF4|6836	4374.5893
SURF6|6838	504.9885	SURF6|6838	546.9149
SUSD1|64420	196.5779	SUSD1|64420	221.2486
SUSD2|56241	681.0572	SUSD2|56241	244.6148
SUSD3|203328	3724.1447	SUSD3|203328	648.7769
SUSD4|55061	213.6043	SUSD4|55061	374.2242
SUSD5|26032	30.5702	SUSD5|26032	24.4615
SUV39H1|6839	207.7998	SUV39H1|6839	188.3899
SUV39H2|79723	223.6654	SUV39H2|79723	154.80100000000002
SUV420H1|51111	1317.2266	SUV420H1|51111	1602.7747
SUV420H2|84787	184.96900000000002	SUV420H2|84787	118.2913
SUZ12P|440423	123.8286	SUZ12P|440423	162.4681
SUZ12|23512	1045.9646	SUZ12|23512	1078.4958
SV2A|9900	106.8022	SV2A|9900	231.4713
SV2B|9899	20.1221	SV2B|9899	51.1135
lowly_expressed	lowly_expressed	SV2C|22987	6.9368
SVEP1|79987	1003.5959	SVEP1|79987	807.8094
SVIL|6840	3026.8273	SVIL|6840	2843.1690000000003
SVIP|258010	397.0254	SVIP|258010	407.8131
SVOPL|136306	18.9613	SVOPL|136306	15.6992
SWAP70|23075	1987.4488	SWAP70|23075	2817.8167
SYAP1|94056	1373.3364	SYAP1|94056	1205.1844
SYBU|55638	1359.4057	SYBU|55638	817.0865
lowly_expressed	lowly_expressed	SYCE1L|100130958	6.9368
lowly_expressed	lowly_expressed	SYCE1|93426	33.2932
lowly_expressed	lowly_expressed	SYCP1|6847	28.1124
SYCP2|10388	760.3849	SYCP2|10388	486.3089
SYDE1|85360	322.3413	SYDE1|85360	258.8536
SYDE2|84144	159.8163	SYDE2|84144	210.6608
SYF2|25949	1220.8725	SYF2|25949	1156.9916
SYK|6850	818.8165	SYK|6850	493.2457
SYMPK|8189	1701.8691	SYMPK|8189	1633.0778
SYN1|6853	20.1221	SYN1|6853	17.8897
SYN2|6854	56.8838	SYN2|6854	194.2315
SYN3|8224	7.7393	SYN3|8224	10.2227
SYNCRIP|10492	4261.6382	SYNCRIP|10492	5289.5217
SYNC|81493	190.6999	SYNC|81493	190.4162
SYNE1|23345	1022.7467	SYNE1|23345	2171.2304
SYNE2|23224	4220.62	SYNE2|23224	6375.3195
SYNGAP1|8831	429.5304	SYNGAP1|8831	419.4962
SYNGR1|9145	478.5162	SYNGR1|9145	1037.4991
SYNGR2|9144	4716.3213	SYNGR2|9144	2977.7291
SYNGR3|9143	76.6189	SYNGR3|9143	7.667000000000001
SYNJ1|8867	276.2925	SYNJ1|8867	399.0507
SYNJ2BP|55333	1050.6082	SYNJ2BP|55333	1524.644
SYNJ2|8871	616.0472	SYNJ2|8871	963.4903
SYNM|23336	1227.8378	SYNM|23336	15671.0478
SYNPO2L|79933	37.9225	SYNPO2L|79933	51.8437
SYNPO2|171024	1115.6182	SYNPO2|171024	4132.165
SYNPO|11346	3974.5107	SYNPO|11346	2202.2636
SYNRG|11276	1122.5835	SYNRG|11276	1371.6685
SYPL1|6856	4639.3154	SYPL1|6856	3722.5265
SYPL2|284612	10.835	SYPL2|284612	28.1124
SYP|6855	17.0264	SYP|6855	50.0183
SYS1-DBNDD2|767557	35.3569	SYS1-DBNDD2|767557	22.866
SYS1|90196	864.0914	SYS1|90196	908.7258
SYT11|23208	399.3472	SYT11|23208	277.1084
SYT12|91683	497.6361	SYT12|91683	1263.965
SYT13|57586	270.4881	SYT13|57586	40.1606
SYT15|83849	112.6066	SYT15|83849	143.1179
SYT17|51760	395.4775	SYT17|51760	133.6254
SYT1|6857	215.5391	SYT1|6857	141.2924
SYT2|127833	7.7393	SYT2|127833	18.985
lowly_expressed	lowly_expressed	SYT3|84258	16.4294
SYT6|148281	11.6089	SYT6|148281	36.5097
SYT7|9066	4387.7886	SYT7|9066	1350.858
SYT8|90019	34.4398	SYT8|90019	95.2903
SYT9|143425	121.5068	SYT9|143425	185.4691
SYTL1|84958	615.2733	SYTL1|84958	468.05400000000003
SYTL2|54843	994.1114	SYTL2|54843	2810.5148
SYTL3|94120	186.5168	SYTL3|94120	164.6586
SYTL4|94121	1056.7996	SYTL4|94121	591.0916
SYTL5|94122	526.6585	SYTL5|94122	268.3461
SYVN1|84447	1740.5656	SYVN1|84447	1495.0712
TAB1|10454	637.1019	TAB1|10454	743.4429
TAB2|23118	2359.7085	TAB2|23118	2813.8007
TAB3|257397	1203.4591	TAB3|257397	1066.0825
TAC1|6863	24.7657	TAC1|6863	71.9241
TACC1|6867	1582.6841	TACC1|6867	3254.8375
TACC2|10579	1212.7462	TACC2|10579	1147.4991
TACC3|10460	430.6913	TACC3|10460	132.5301
TACO1|51204	293.7059	TACO1|51204	247.1705
TACR1|6869	125.3764	TACR1|6869	332.23800000000006
TACR2|6865	5.0305	TACR2|6865	8.3972
TACSTD2|4070	6778.8412	TACSTD2|4070	12772.1796
TADA1|117143	489.8968	TADA1|117143	290.617
TADA2A|6871	215.5391	TADA2A|6871	173.7861
TADA2B|93624	1127.6141	TADA2B|93624	1149.3246
TADA3|10474	1763.1604	TADA3|10474	1510.4089
TAF10|6881	738.7149	TAF10|6881	462.2125
TAF11|6882	451.5874	TAF11|6882	518.8025
TAF12|6883	488.736	TAF12|6883	310.3322
TAF13|6884	159.0423	TAF13|6884	202.2636
TAF15|8148	1954.5568	TAF15|8148	1936.4732
TAF1A|9015	94.8063	TAF1A|9015	96.7506
TAF1B|9014	300.2843	TAF1B|9014	286.6009
TAF1C|9013	416.3736	TAF1C|9013	764.8777
TAF1D|79101	663.8605	TAF1D|79101	597.8204
TAF1L|138474	22.4439	TAF1L|138474	42.7163
TAF1|6872	1083.1132	TAF1|6872	1642.9354
TAF2|6873	905.8835	TAF2|6873	809.0544
TAF3|83860	241.8527	TAF3|83860	238.4082
TAF4B|6875	226.3741	TAF4B|6875	296.8237
TAF4|6874	469.7747	TAF4|6874	390.2884
TAF5L|27097	908.9792	TAF5L|27097	664.4761
TAF5|6877	99.8368	TAF5|6877	105.1479
TAF6L|10629	191.9343	TAF6L|10629	202.6287
TAF6|6878	1688.7123	TAF6|6878	1078.8609
TAF7|6879	1857.4288	TAF7|6879	3334.7937
TAF8|129685	535.1717	TAF8|129685	584.1548
TAF9B|51616	914.7837	TAF9B|51616	895.5823
TAF9|6880	1162.5724	TAF9|6880	1140.9273
TAGAP|117289	168.3295	TAGAP|117289	170.5002
TAGLN2|8407	15925.1301	TAGLN2|8407	9924.0599
TAGLN|6876	8241.9533	TAGLN|6876	18114.1475
TAL1|6886	70.8145	TAL1|6886	151.5152
TALDO1|6888	2197.5704	TALDO1|6888	1887.5502
TANC1|85461	1287.0434	TANC1|85461	1638.9193
TANC2|26115	1137.2882	TANC2|26115	1232.2015
TANK|10010	1154.7016	TANK|10010	1855.7868
TAOK1|57551	412.8909	TAOK1|57551	747.3530000000001
TAOK2|9344	1496.7779999999998	TAOK2|9344	1043.4465
TAOK3|51347	1350.8925	TAOK3|51347	994.1585
TAP1|6890	2291.2158	TAP1|6890	844.1037
TAP2|6891	1133.2521	TAP2|6891	810.1497
TAPBPL|55080	624.9745	TAPBPL|55080	563.3771
TAPBP|6892	6775.7455	TAPBP|6892	2737.8605
TAPT1|202018	944.193	TAPT1|202018	915.2976
TARBP1|6894	1094.7221	TARBP1|6894	723.2567
TARBP2|6895	388.5122	TARBP2|6895	314.7134
TARDBP|23435	3323.2497	TARDBP|23435	3567.3604
TARP|445347	23.6048	TARP|445347	77.0354
TARS2|80222	966.2499	TARS2|80222	449.069
TARSL2|123283	171.8122	TARSL2|123283	301.2048
TARS|6897	1534.3136	TARS|6897	1438.8463
lowly_expressed	lowly_expressed	TAS1R1|80835	6.5717
TAS1R3|83756	21.283	lowly_expressed	lowly_expressed
TAS2R14|50840	7.956	TAS2R14|50840	16.4987
TAS2R20|259295	16.2525	TAS2R20|259295	27.3823
lowly_expressed	lowly_expressed	TAS2R4|50832	6.5717
TAS2R5|54429	7.7393	TAS2R5|54429	13.1435
TASP1|55617	202.3823	TASP1|55617	250.8215
TATDN1|83940	451.9743	TATDN1|83940	385.9073
TATDN2|9797	1408.1632	TATDN2|9797	1371.6685
TATDN3|128387	429.9174	TATDN3|128387	277.4735
TAT|6898	1006.4942	TAT|6898	6778.3863
TAX1BP1|8887	5147.3996	TAX1BP1|8887	3795.5458
TAX1BP3|30851	2745.6822	TAX1BP3|30851	1831.9752
TAZ|6901	296.2212	TAZ|6901	244.9799
TBC1D10A|83874	490.5818	TBC1D10A|83874	585.2355
TBC1D10B|26000	1472.3993	TBC1D10B|26000	847.7547
TBC1D10C|374403	95.5802	TBC1D10C|374403	24.8266
TBC1D12|23232	647.7783	TBC1D12|23232	447.9737
TBC1D13|54662	1081.5653	TBC1D13|54662	1258.4885
TBC1D14|57533	2004.8622	TBC1D14|57533	2318.7295
TBC1D15|64786	1133.4185	TBC1D15|64786	1380.4308
TBC1D16|125058	538.2674	TBC1D16|125058	715.5896
TBC1D17|79735	936.5427	TBC1D17|79735	988.8901
TBC1D19|55296	143.9507	TBC1D19|55296	135.4509
TBC1D1|23216	818.8165	TBC1D1|23216	1196.4221
TBC1D20|128637	1532.3788	TBC1D20|128637	1377.8751
TBC1D22A|25771	342.8504	TBC1D22A|25771	322.0153
TBC1D22B|55633	266.5256	TBC1D22B|55633	413.4502
TBC1D23|55773	985.2112	TBC1D23|55773	1032.1285
TBC1D24|57465	271.0027	TBC1D24|57465	496.1665
TBC1D25|4943	469.3877	TBC1D25|4943	539.2479
TBC1D2B|23102	1260.3428	TBC1D2B|23102	1238.0431
TBC1D2|55357	523.5627	TBC1D2|55357	470.6097
TBC1D3B|414059	94.0323	TBC1D3B|414059	99.6714
lowly_expressed	lowly_expressed	TBC1D3C|414060	46.3673
TBC1D3G|654341	54.562	lowly_expressed	lowly_expressed
TBC1D3H|729877	5.8045	TBC1D3H|729877	5.8415
TBC1D3|729873	265.2718	TBC1D3|729873	282.2198
TBC1D4|9882	699.6315	TBC1D4|9882	2036.5097
TBC1D5|9779	1771.1357	TBC1D5|9779	2065.3523
TBC1D7|51256	206.252	TBC1D7|51256	195.3268
TBC1D8B|54885	283.2579	TBC1D8B|54885	393.2092
TBC1D8|11138	1338.5096	TBC1D8|11138	1152.9755
TBC1D9B|23061	3751.2322	TBC1D9B|23061	4049.2881
TBC1D9|23158	15129.5315	TBC1D9|23158	7438.8463
TBCA|6902	904.7226	TBCA|6902	826.579
TBCB|1155	996.2087	TBCB|1155	555.3596
TBCCD1|55171	252.6877	TBCCD1|55171	328.9522
TBCC|6903	392.3818	TBCC|6903	338.4447
TBCD|6904	1490.4202	TBCD|6904	1399.7992
TBCEL|219899	455.457	TBCEL|219899	434.1
TBCE|6905	511.8416	TBCE|6905	311.6721
TBCK|93627	668.9762	TBCK|93627	568.3936
TBK1|29110	804.8858	TBK1|29110	712.6689
TBKBP1|9755	224.0523	TBKBP1|9755	244.9799
TBL1XR1|79718	3550.7847	TBL1XR1|79718	3105.513
TBL1X|6907	1386.8802	TBL1X|6907	1051.8437
TBL2|26608	1211.1984	TBL2|26608	603.5049
TBL3|10607	1014.6205	TBL3|10607	685.6517
TBPL1|9519	201.6084	TBPL1|9519	247.5356
TBP|6908	275.9056	TBP|6908	318.3644
TBRG1|84897	710.1569	TBRG1|84897	999.5035
TBRG4|9238	956.5758	TBRG4|9238	736.4001
TBX15|6913	186.1298	TBX15|6913	197.1522
TBX18|9096	69.6536	TBX18|9096	129.9744
TBX19|9095	65.4318	TBX19|9095	77.0354
TBX1|6899	20.8961	TBX1|6899	30.6681
TBX20|57057	9.2871	lowly_expressed	lowly_expressed
TBX21|30009	16.6395	lowly_expressed	lowly_expressed
TBX2|6909	131.5679	TBX2|6909	59.5108
TBX3|6926	2879.4016	TBX3|6926	2067.5429
TBX5|6910	54.9489	TBX5|6910	31.0332
TBX6|6911	42.953	TBX6|6911	22.2709
TBXA2R|6915	55.3359	TBXA2R|6915	28.8426
TBXAS1|6916	201.2215	TBXAS1|6916	171.5955
TC2N|123036	2973.4339	TC2N|123036	4342.4608
lowly_expressed	lowly_expressed	TCAP|8557	5.8415
TCEA1|6917	1698.3865	TCEA1|6917	1435.5604
TCEA2|6919	281.71	TCEA2|6919	268.7112
TCEA3|6920	920.2012	TCEA3|6920	679.4451
TCEAL1|9338	491.8317	TCEAL1|9338	633.808
TCEAL2|140597	6.5784	TCEAL2|140597	79.226
TCEAL3|85012	427.5956	TCEAL3|85012	477.1815
TCEAL4|79921	1915.0865	TCEAL4|79921	2459.2917
TCEAL5|340543	14.7046	TCEAL5|340543	75.575
TCEAL6|158931	21.67	TCEAL6|158931	30.6681
TCEAL7|56849	47.9836	TCEAL7|56849	153.3406
TCEAL8|90843	696.9228	TCEAL8|90843	937.9336
TCEANC|170082	56.1098	TCEANC|170082	72.6543
TCEB1|6921	549.1024	TCEB1|6921	352.3184
TCEB2|6923	1193.785	TCEB2|6923	794.0854
TCEB3|6924	1373.1352	TCEB3|6924	1594.6988
TCERG1|10915	866.4131	TCERG1|10915	1074.1146
TCF12|6938	2103.5381	TCF12|6938	2387.3677
TCF19|6941	257.7182	TCF19|6941	301.5699
TCF20|6942	1460.7904	TCF20|6942	1493.6108
lowly_expressed	lowly_expressed	TCF21|6943	5.4765
TCF25|22980	1377.2061	TCF25|22980	2200.8032
TCF3|6929	1908.1211	TCF3|6929	1090.5439999999999
TCF4|6925	2125.982	TCF4|6925	1776.9259
TCF7L1|83439	454.6831	TCF7L1|83439	1058.7806
TCF7L2|6934	859.0608	TCF7L2|6934	1178.5323
TCF7|6932	526.6585	TCF7|6932	1129.6093
TCFL5|10732	388.8992	TCFL5|10732	347.207
TCHP|84260	311.5063	TCHP|84260	355.2464
TCIRG1|10312	903.5617	TCIRG1|10312	430.4491
TCL1A|8115	18.9613	lowly_expressed	lowly_expressed
TCN1|6947	65.01	TCN1|6947	456.3709
TCN2|6948	328.5327	TCN2|6948	485.5787
TCOF1|6949	862.5435	TCOF1|6949	856.5169999999999
TCP10L|140290	12.4719	TCP10L|140290	31.0332
TCP11L1|55346	174.9079	TCP11L1|55346	187.4334
TCP11L2|255394	222.5045	TCP11L2|255394	309.2369
TCP1|6950	3018.7745	TCP1|6950	3530.6608
TCTA|6988	819.5905	TCTA|6988	931.7269
TCTE3|6991	34.0529	TCTE3|6991	73.0194
TCTEX1D1|200132	6.5784	TCTEX1D1|200132	9.8576
TCTEX1D2|255758	171.4252	TCTEX1D2|255758	93.4648
lowly_expressed	lowly_expressed	TCTEX1D4|343521	5.4765
TCTN1|79600	927.8979	TCTN1|79600	658.1088
TCTN2|79867	697.6967	TCTN2|79867	608.9814
TCTN3|26123	1536.6354	TCTN3|26123	1427.8934
TDGF1|6997	5.4175	TDGF1|6997	17.8897
TDG|6996	440.3654	TDG|6996	487.4042
TDO2|6999	34.4398	lowly_expressed	lowly_expressed
TDP1|55775	550.6502	TDP1|55775	451.2596
TDP2|51567	816.8817	TDP2|51567	806.8638
TDRD10|126668	8.9002	TDRD10|126668	33.5889
TDRD12|91646	253.0902	TDRD12|91646	35.9949
TDRD1|56165	12.3829	TDRD1|56165	48.923
TDRD3|81550	421.7911	TDRD3|81550	409.2735
TDRD5|163589	523.5627	TDRD5|163589	197.8824
TDRD6|221400	5.0305	TDRD6|221400	39.4304
TDRD7|23424	503.8276	TDRD7|23424	403.0668
TDRD9|122402	13.1568	TDRD9|122402	80.3213
TDRKH|11022	542.911	TDRKH|11022	297.1888
TEAD1|7003	1610.9325	TEAD1|7003	2569.5509
TEAD2|8463	1347.0228	TEAD2|8463	1023.0011
TEAD3|7005	989.0808	TEAD3|7005	1053.6692
TEAD4|7004	291.3841	TEAD4|7004	152.6104
TECPR1|25851	229.4698	TECPR1|25851	238.4082
