gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
ALKBH4|54784	153.0997	ALKBH4|54784	189.5225
ALKBH5|54890	1247.4383	ALKBH5|54890	1993.6601
ALKBH6|84964	108.4401	ALKBH6|84964	81.3698
ALKBH7|84266	278.725	ALKBH7|84266	325.7933
ALKBH8|91801	218.9982	ALKBH8|91801	341.1876
ALK|238	152.9175	lowly_expressed	lowly_expressed
ALMS1P|200420	5.0831	ALMS1P|200420	10.0534
ALMS1|7840	1218.6805	ALMS1|7840	1126.9243
ALOX12P2|245	51.6785	ALOX12P2|245	63.7763
lowly_expressed	lowly_expressed	ALOX12|239	8.5265
ALOX15B|247	40.2414	ALOX15B|247	733.8988
ALOX15|246	10.1663	ALOX15|246	26.076
ALOX5AP|241	493.4872	ALOX5AP|241	189.7581
ALOX5|240	295.2452	ALOX5|240	395.853
lowly_expressed	lowly_expressed	ALOXE3|59344	11.6243
ALPK1|80216	786.1908	ALPK1|80216	956.0163
ALPK2|115701	11.437000000000001	ALPK2|115701	10.9959
ALPK3|57538	96.5795	ALPK3|57538	341.1876
ALPL|249	554.4848	ALPL|249	427.8982
ALS2CL|259173	191.4646	ALS2CL|259173	421.92900000000003
lowly_expressed	lowly_expressed	ALS2CR11|151254	14.4518
lowly_expressed	lowly_expressed	ALS2CR12|130540	7.8542
ALS2CR4|65062	1064.0686	ALS2CR4|65062	2214.2633
ALS2CR8|79800	140.6333	ALS2CR8|79800	404.3355
ALS2|57679	451.5514	ALS2|57679	906.6918
ALX1|8092	42.783	lowly_expressed	lowly_expressed
ALX3|257	41.9358	ALX3|257	41.7845
ALX4|60529	157.1534	ALX4|60529	55.9221
AMACR|23600	139.3625	AMACR|23600	223.06
lowly_expressed	lowly_expressed	AMBP|259	29.8461
AMBRA1|55626	800.5930000000001	AMBRA1|55626	1170.9079
AMD1|262	7870.5835	AMD1|262	1850.4555
lowly_expressed	lowly_expressed	AMDHD1|144193	36.1294
AMDHD2|51005	233.9299	AMDHD2|51005	139.1392
AMFR|267	3784.8141	AMFR|267	2729.8146
AMH|268	27.9572	lowly_expressed	lowly_expressed
AMICA1|120425	154.6119	AMICA1|120425	136.9777
AMIGO1|57463	146.5636	AMIGO1|57463	177.8197
AMIGO2|347902	822.6199	AMIGO2|347902	5793.2705
AMIGO3|386724	58.456	AMIGO3|386724	61.5771
AMMECR1L|83607	690.0349	AMMECR1L|83607	965.1272
AMMECR1|9949	152.9175	AMMECR1|9949	226.5159
AMN1|196394	263.052	AMN1|196394	222.4317
AMOTL1|154810	2095.5205	AMOTL1|154810	3955.7022
AMOTL2|51421	2589.0077	AMOTL2|51421	4743.3239
AMOT|154796	1113.2055	AMOT|154796	1577.4427
AMPD1|270	5.5067	AMPD1|270	101.7908
AMPD2|271	681.5631	AMPD2|271	693.0569
AMPD3|272	150.7995	AMPD3|272	223.3742
AMPH|273	9.3191	AMPH|273	87.6532
lowly_expressed	lowly_expressed	AMTN|401138	5.9692
AMT|275	88.6413	AMT|275	219.7235
AMY1A|276	7.6247	AMY1A|276	18.535999999999998
AMY2B|280	212.0004	AMY2B|280	425.4854
AMZ2P1|201283	171.1321	AMZ2P1|201283	234.0559
AMZ2|51321	1312.2948	AMZ2|51321	1005.3409
ANAPC10|10393	95.7323	ANAPC10|10393	154.8853
ANAPC11|51529	969.1835	ANAPC11|51529	410.6189
ANAPC13|25847	1342.9546	ANAPC13|25847	974.6277
ANAPC16|119504	2347.1354	ANAPC16|119504	2562.9909
ANAPC1|64682	679.8687	ANAPC1|64682	1009.7392
ANAPC2|29882	525.6804	ANAPC2|29882	703.7386
ANAPC4|29945	434.6076	ANAPC4|29945	684.2601
ANAPC5|51433	2994.8109999999997	ANAPC5|51433	2355.9535
ANAPC7|51434	1250.0265	ANAPC7|51434	803.3302
ANGEL1|23357	468.4952	ANGEL1|23357	681.1184
ANGEL2|90806	648.5227	ANGEL2|90806	846.3713
ANGPT1|284	110.9817	ANGPT1|284	344.3292
ANGPT2|285	67.7751	ANGPT2|285	316.9965
lowly_expressed	lowly_expressed	ANGPT4|51378	18.2218
ANGPTL1|9068	53.7965	ANGPTL1|9068	846.9997
ANGPTL2|23452	749.3381	ANGPTL2|23452	3622.9972
ANGPTL4|51129	128.349	ANGPTL4|51129	459.3151
ANGPTL5|253935	5.9303	lowly_expressed	lowly_expressed
ANGPTL7|10218	72.8582	ANGPTL7|10218	144.5178
ANG|283	161.5334	ANG|283	468.2375
ANK1|286	5.5067	ANK1|286	15.0801
ANK2|287	308.8002	ANK2|287	898.8376
ANK3|288	1238.1658	ANK3|288	1621.7405
ANKAR|150709	30.9224	ANKAR|150709	102.4191
ANKDD1A|348094	47.8661	ANKDD1A|348094	180.6472
lowly_expressed	lowly_expressed	ANKFN1|162282	43.0412
ANKFY1|51479	1830.3505	ANKFY1|51479	2694.3135
ANKHD1-EIF4EBP3|404734	853.1399	ANKHD1-EIF4EBP3|404734	934.1784
ANKHD1|54882	3083.8505	ANKHD1|54882	3698.1809999999996
ANKH|56172	2284.8671	ANKH|56172	2249.4502
ANKIB1|54467	1180.1334	ANKIB1|54467	1582.7835
ANKK1|255239	12.2842	ANKK1|255239	72.2589
ANKLE1|126549	22.8741	ANKLE1|126549	11.9384
ANKLE2|23141	1751.1384	ANKLE2|23141	1671.065
ANKMY1|51281	135.1265	ANKMY1|51281	285.8938
ANKMY2|57037	235.0948	ANKMY2|57037	764.3732
ANKRA2|57763	334.2158	ANKRA2|57763	410.9331
ANKRD10|55608	1909.7321	ANKRD10|55608	1723.3773
ANKRD11|29123	4488.7472	ANKRD11|29123	2894.4518
ANKRD12|23253	1474.1078	ANKRD12|23253	2418.7873
ANKRD13A|88455	1938.3670000000002	ANKRD13A|88455	1568.0176
ANKRD13B|124930	160.1186	ANKRD13B|124930	95.8216
ANKRD13C|81573	492.2165	ANKRD13C|81573	718.8187
ANKRD13D|338692	533.7287	ANKRD13D|338692	455.8593
ANKRD16|54522	165.4432	ANKRD16|54522	222.8872
ANKRD17|26057	2780.0487	ANKRD17|26057	4075.7147
ANKRD19|138649	20.7561	ANKRD19|138649	53.4087
lowly_expressed	lowly_expressed	ANKRD1|27063	5.9692
ANKRD20A3|441425	11.0134	ANKRD20A3|441425	61.263000000000005
lowly_expressed	lowly_expressed	ANKRD20B|729171	18.535999999999998
ANKRD22|118932	125.8075	ANKRD22|118932	104.3041
ANKRD23|200539	50.8313	ANKRD23|200539	73.5156
ANKRD24|170961	8.0483	ANKRD24|170961	34.2444
ANKRD26|22852	338.0282	ANKRD26|22852	430.7257
ANKRD27|84079	1409.2979	ANKRD27|84079	857.3673
ANKRD28|23243	2774.1184	ANKRD28|23243	1409.3622
ANKRD29|147463	37.6999	ANKRD29|147463	334.9042
ANKRD30A|91074	41.0886	ANKRD30A|91074	1480.0503
ANKRD30B|374860	8.8955	ANKRD30B|374860	198.86900000000003
lowly_expressed	lowly_expressed	ANKRD31|256006	10.9959
ANKRD32|84250	249.0734	ANKRD32|84250	220.2325
ANKRD34A|284615	22.0269	ANKRD34A|284615	18.2218
ANKRD35|148741	71.1638	ANKRD35|148741	168.3946
ANKRD36BP1|84832	754.8449	ANKRD36BP1|84832	236.8834
ANKRD36B|57730	97.8503	ANKRD36B|57730	94.87899999999999
ANKRD36|375248	475.2727	ANKRD36|375248	515.5514
ANKRD37|353322	40.6312	ANKRD37|353322	132.0107
ANKRD39|51239	127.9254	ANKRD39|51239	108.3883
ANKRD40|91369	1601.1861	ANKRD40|91369	2024.191
ANKRD42|338699	112.6761	ANKRD42|338699	319.8241
ANKRD43|134548	14.8258	ANKRD43|134548	82.3123
ANKRD44|91526	52.1021	ANKRD44|91526	165.8812
ANKRD45|339416	17.3674	ANKRD45|339416	20.421
ANKRD46|157567	615.2367	ANKRD46|157567	603.5187
ANKRD49|54851	363.4438	ANKRD49|54851	398.0522
ANKRD50|57182	930.6365	ANKRD50|57182	1941.8787
ANKRD52|283373	1225.0344	ANKRD52|283373	1557.9642
ANKRD53|79998	7.2011	ANKRD53|79998	54.9796
ANKRD54|129138	487.1333	ANKRD54|129138	319.1957
ANKRD56|345079	47.019	ANKRD56|345079	91.7374
ANKRD57|65124	474.4255	ANKRD57|65124	891.9259
ANKRD58|347454	11.437000000000001	ANKRD58|347454	5.655
ANKRD5|63926	272.7947	ANKRD5|63926	229.9717
ANKRD6|22881	246.1167	ANKRD6|22881	477.4458
ANKRD9|122416	45.7482	ANKRD9|122416	62.8338
ANKS1A|23294	1732.0767	ANKS1A|23294	1748.0364
ANKS1B|56899	105.0514	ANKS1B|56899	147.6594
ANKS3|124401	285.0789	ANKS3|124401	272.6987
ANKS6|203286	414.6987	ANKS6|203286	253.8486
ANKZF1|55139	593.4555	ANKZF1|55139	755.2623
ANLN|54443	1469.8719	ANLN|54443	69.7455
ANO10|55129	563.8039	ANO10|55129	706.252
ANO1|55107	1666.4196	ANO1|55107	9264.5303
ANO2|57101	38.1235	ANO2|57101	68.1747
ANO3|63982	5.0831	ANO3|63982	50.8954
ANO4|121601	6.7775	ANO4|121601	12.5668
ANO5|203859	16.5202	ANO5|203859	119.6984
ANO6|196527	1862.5437	ANO6|196527	4880.6158
ANO7|50636	6.3539	ANO7|50636	13.5093
ANO8|57719	335.06300000000005	ANO8|57719	191.9573
ANO9|338440	66.9279	ANO9|338440	146.7169
ANP32A|8125	2154.4001	ANP32A|8125	1976.1232
ANP32B|10541	3245.1551	ANP32B|10541	1883.1291
ANP32E|81611	3119.3477	ANP32E|81611	1168.0804
ANPEP|290	4976.3846	ANPEP|290	1683.0035
ANTXR1|84168	1608.3872	ANTXR1|84168	4857.6814
ANTXR2|118429	408.3448	ANTXR2|118429	1990.5749
ANTXRL|195977	9.3191	lowly_expressed	lowly_expressed
ANUBL1|93550	113.0997	ANUBL1|93550	375.7462
ANXA11|311	3474.3196	ANXA11|311	2988.0616
lowly_expressed	lowly_expressed	ANXA13|312	11.3101
ANXA1|301	4654.0294	ANXA1|301	12621.1122
ANXA2P1|303	19.4853	ANXA2P1|303	63.148
ANXA2P2|304	2174.3089999999997	ANXA2P2|304	3355.9535
ANXA2|302	6281.0547	ANXA2|302	10830.3487
ANXA3|306	277.8778	ANXA3|306	1766.8866
ANXA4|307	1241.131	ANXA4|307	1555.765
ANXA5|308	5430.9012	ANXA5|308	5863.6506
ANXA6|309	2550.0371	ANXA6|309	5963.2422
ANXA7|310	2386.9533	ANXA7|310	2944.3921
ANXA8L2|244	554.9084	ANXA8L2|244	65.3472
ANXA8|653145	1124.2402	ANXA8|653145	232.2369
ANXA9|8416	64.3863	ANXA9|8416	197.2981
AOAH|313	145.2928	AOAH|313	94.5649
AOC2|314	13.1314	AOC2|314	35.8153
AOC3|8639	586.678	AOC3|8639	5263.901999999999
AOX1|316	144.4456	AOX1|316	644.3607
AP1AR|55435	601.5038	AP1AR|55435	602.262
AP1B1|162	4942.4971	AP1B1|162	1995.6016
AP1G1|164	3264.2169	AP1G1|164	2944.3921
AP1G2|8906	644.4774	AP1G2|8906	1333.6506
AP1M1|8907	870.9097	AP1M1|8907	776.94
AP1M2|10053	1819.7607	AP1M2|10053	800.5027
AP1S1|1174	477.3907	AP1S1|1174	393.968
AP1S2|8905	305.4114	AP1S2|8905	335.5325
AP1S3|130340	109.7109	AP1S3|130340	139.1769
AP2A1|160	1457.7444	AP2A1|160	1358.514
AP2A2|161	1242.4018	AP2A2|161	1579.9560000000001
AP2B1|163	5493.1695	AP2B1|163	6836.6321
AP2M1|1173	7432.3838	AP2M1|1173	4038.0145
AP2S1|1175	1455.8933	AP2S1|1175	585.2969
AP3B1|8546	1958.6996	AP3B1|8546	1268.6145
AP3B2|8120	80.9065	AP3B2|8120	184.10299999999998
AP3D1|8943	2974.902	AP3D1|8943	2378.8878
AP3M1|26985	1630.4141	AP3M1|26985	1508.9538
AP3M2|10947	544.7421	AP3M2|10947	577.4427
AP3S1|1176	981.4678	AP3S1|1176	704.3669
AP3S2|10239	1202.9863	AP3S2|10239	1335.2812
AP4B1|10717	384.7082	AP4B1|10717	375.4571
AP4E1|23431	304.9878	AP4E1|23431	449.5759
AP4M1|9179	269.3127	AP4M1|9179	313.4307
AP4S1|11154	50.8313	AP4S1|11154	118.1276
APAF1|317	670.5496	APAF1|317	595.9786
APBA1|320	363.0202	APBA1|320	344.0151
APBA2|321	213.0679	APBA2|321	97.7066
APBA3|9546	150.7995	APBA3|9546	164.9387
APBB1IP|54518	182.1455	APBB1IP|54518	442.9783
APBB1|322	413.0043	APBB1|322	868.049
APBB2|323	1624.4837	APBB2|323	3114.0434
APBB3|10307	509.5838	APBB3|10307	368.5203
lowly_expressed	lowly_expressed	APC2|10297	6.9808
APCDD1L|164284	1084.8247	APCDD1L|164284	176.563
APCDD1|147495	808.2177	APCDD1|147495	1549.1675
APC|324	1396.5901	APC|324	1626.1389
APEH|327	1219.1041	APEH|327	1312.5982
APEX1|328	2697.4478	APEX1|328	2177.8197
APEX2|27301	412.5807	APEX2|27301	471.8819
APH1A|51107	5629.9905	APH1A|51107	3653.1574
APH1B|83464	214.3387	APH1B|83464	933.3962
API5|8539	2217.9392	API5|8539	2925.2278
APIP|51074	419.2481	APIP|51074	375.5671
APITD1|378708	128.4126	APITD1|378708	142.4757
APLF|200558	63.9627	APLF|200558	125.4351
APLNR|187	609.1285	APLNR|187	747.7223
APLN|8862	76.6705	APLN|8862	96.7641
APLP1|333	94.4615	APLP1|333	43.9837
APLP2|334	20889.1242	APLP2|334	13637.4489
APOA1BP|128240	1250.8737	APOA1BP|128240	793.9051
APOB48R|55911	219.8454	APOB48R|55911	91.4232
lowly_expressed	lowly_expressed	APOBEC2|10930	6.5975
APOBEC3A|200315	23.2977	APOBEC3A|200315	7.006
APOBEC3B|9582	370.2213	APOBEC3B|9582	77.8197
APOBEC3C|27350	146.9872	APOBEC3C|27350	536.9149
APOBEC3D|140564	55.9144	APOBEC3D|140564	133.836
APOBEC3F|200316	226.1993	APOBEC3F|200316	278.0396
APOBEC3G|60489	258.8161	APOBEC3G|60489	442.6642
APOBEC3H|164668	5.0831	APOBEC3H|164668	7.5401
lowly_expressed	lowly_expressed	APOB|338	115.6142
APOC1|341	177.486	APOC1|341	244.1093
APOC2|344	36.8527	APOC2|344	15.0801
APOD|347	1508.8425	APOD|347	13036.4436
APOE|348	1028.4867	APOE|348	1648.4449
APOL1|8542	1999.3646	APOL1|8542	994.6591
APOL2|23780	1208.9378	APOL2|23780	594.722
APOL3|80833	1316.5308	APOL3|80833	973.2956
APOL4|80832	261.3576	APOL4|80832	349.0418
APOL6|80830	7597.5855	APOL6|80830	2430.7257
APOLD1|81575	827.7031	APOLD1|81575	1585.6111
APOM|55937	39.8179	APOM|55937	58.4794
APOOL|139322	193.5825	APOOL|139322	311.9698
APOO|79135	285.9261	APOO|79135	145.7744
APPBP2|10513	1520.7032	APPBP2|10513	1621.1122
APPL1|26060	1985.386	APPL1|26060	2333.9617
APPL2|55198	952.2398	APPL2|55198	1468.7402
APP|351	85352.9599	APP|351	31256.6761
APRT|353	1852.3774	APRT|353	751.4923
APTX|54840	610.8228	APTX|54840	428.8407
AQP11|282679	11.8606	AQP11|282679	22.9343
AQP1|358	5832.8921	AQP1|358	10054.5837
AQP3|360	648.0991	AQP3|360	959.7864
AQP4|361	44.4774	AQP4|361	87.9673
AQP5|362	1857.4606	AQP5|362	288.7213
AQP6|363	34.3111	AQP6|363	7.8542
AQP7P1|375719	12.2842	AQP7P1|375719	59.6921
lowly_expressed	lowly_expressed	AQP7P3|441432	16.0226
AQP7|364	47.8661	AQP7|364	517.1222
AQP9|366	5.5067	lowly_expressed	lowly_expressed
AQPEP|206338	13.555	AQPEP|206338	108.3286
AQR|9716	595.5734	AQR|9716	1423.1857
ARAF|369	914.1163	ARAF|369	994.9733
ARAP1|116985	1624.9073	ARAP1|116985	2208.8596
ARAP2|116984	457.4817	ARAP2|116984	438.58
ARAP3|64411	424.865	ARAP3|64411	633.3648
ARCN1|372	4166.0489	ARCN1|372	3939.9937
ARC|23237	44.4774	ARC|23237	57.4929
AREG|374	282.1137	AREG|374	106.5033
ARF1|375	12578.2061	ARF1|375	5924.2853
ARF3|377	3355.7132	ARF3|377	4119.6984
ARF4|378	3625.1191	ARF4|378	3216.1483
ARF5|381	1419.0024	ARF5|381	1616.0258
ARF6|382	2978.2908	ARF6|382	2925.8561
ARFGAP1|55738	1171.238	ARFGAP1|55738	896.6384
ARFGAP2|84364	1594.4086	ARFGAP2|84364	1927.1128
ARFGAP3|26286	2328.9209	ARFGAP3|26286	1181.5897
ARFGEF1|10565	2022.6623	ARFGEF1|10565	2177.9956
ARFGEF2|10564	5078.4708	ARFGEF2|10564	3287.4647
ARFIP1|27236	799.3222	ARFIP1|27236	1026.3902
ARFIP2|23647	1045.8541	ARFIP2|23647	1210.1791
ARFRP1|10139	760.7752	ARFRP1|10139	398.3663
ARG2|384	177.8799	ARG2|384	195.5891
ARGLU1|55082	3551.8373	ARGLU1|55082	3417.8448
ARHGAP10|79658	273.6419	ARHGAP10|79658	638.0773
ARHGAP11A|9824	374.8809	ARHGAP11A|9824	87.0248
ARHGAP11B|89839	38.9707	ARHGAP11B|89839	8.7967
ARHGAP12|94134	862.4378	ARHGAP12|94134	1567.3893
ARHGAP15|55843	58.456	ARHGAP15|55843	87.9673
ARHGAP17|55114	1155.565	ARHGAP17|55114	1384.2287
ARHGAP18|93663	756.9628	ARHGAP18|93663	611.0587
ARHGAP19|84986	450.2806	ARHGAP19|84986	1386.7421
ARHGAP1|392	2467.8598	ARHGAP1|392	3081.9981
ARHGAP20|57569	91.9199	ARHGAP20|57569	449.89
ARHGAP21|57584	3592.5024	ARHGAP21|57584	3354.3827
ARHGAP22|58504	57.1852	ARHGAP22|58504	43.3553
ARHGAP23|57636	435.8784	ARHGAP23|57636	1198.869
ARHGAP24|83478	217.7274	ARHGAP24|83478	462.1426
ARHGAP25|9938	221.5398	ARHGAP25|9938	442.35
ARHGAP26|23092	614.2116	ARHGAP26|23092	1196.6698
ARHGAP27|201176	543.8949	ARHGAP27|201176	587.7977
ARHGAP28|79822	106.7457	ARHGAP28|79822	346.8426
ARHGAP29|9411	1924.3884	ARHGAP29|9411	3755.8907
ARHGAP30|257106	729.0056	ARHGAP30|257106	401.50800000000004
ARHGAP31|57514	994.1756	ARHGAP31|57514	1418.1589999999999
ARHGAP32|9743	1035.6878	ARHGAP32|9743	2224.6309
ARHGAP33|115703	665.4665	ARHGAP33|115703	307.8856
ARHGAP36|158763	106.3221	ARHGAP36|158763	10.0534
ARHGAP39|80728	818.8076	ARHGAP39|80728	209.8649
ARHGAP42|143872	140.108	ARHGAP42|143872	330.4053
ARHGAP4|393	319.8136	ARHGAP4|393	295.0047
ARHGAP5|394	2230.647	ARHGAP5|394	3894.7534
ARHGAP6|395	41.5122	ARHGAP6|395	200.1257
ARHGAP8|23779	325.5491	ARHGAP8|23779	465.8058
ARHGAP9|64333	181.2983	ARHGAP9|64333	120.6409
ARHGDIA|396	5428.3596	ARHGDIA|396	2871.1907
ARHGDIB|397	5199.1952	ARHGDIB|397	2497.3296
ARHGEF10L|55160	1077.6236	ARHGEF10L|55160	1098.9632
ARHGEF10|9639	1051.3608	ARHGEF10|9639	1209.5507
ARHGEF11|9826	1873.1335	ARHGEF11|9826	1458.3726
ARHGEF12|23365	4759.928	ARHGEF12|23365	7496.3871
ARHGEF15|22899	226.1993	ARHGEF15|22899	650.0157
ARHGEF16|27237	248.6498	ARHGEF16|27237	229.6576
ARHGEF17|9828	1228.8468	ARHGEF17|9828	2170.5938
ARHGEF18|23370	741.7134	ARHGEF18|23370	792.3343
ARHGEF19|128272	863.285	ARHGEF19|128272	452.0892
ARHGEF1|9138	1741.3957	ARHGEF1|9138	1112.1583
ARHGEF2|9181	4982.3149	ARHGEF2|9181	1756.2048
ARHGEF33|100271715	30.0752	ARHGEF33|100271715	17.9076
ARHGEF35|445328	714.1798	ARHGEF35|445328	946.2771
ARHGEF37|389337	1211.0558	ARHGEF37|389337	2125.6676
ARHGEF38|54848	27.11	ARHGEF38|54848	75.7147
ARHGEF3|50650	552.7904	ARHGEF3|50650	1251.9636
ARHGEF4|50649	44.901	ARHGEF4|50649	260.4461
ARHGEF5|7984	423.5942	ARHGEF5|7984	686.7735
ARHGEF6|9459	4449.857	ARHGEF6|9459	1914.8602
ARHGEF7|8874	1772.3181	ARHGEF7|8874	1712.5353
ARHGEF9|23229	2449.2216	ARHGEF9|23229	938.737
ARID1A|8289	3564.1216	ARID1A|8289	3367.5778
ARID1B|57492	2730.4882	ARID1B|57492	2810.5561
ARID2|196528	966.6419999999999	ARID2|196528	1366.0069
ARID3A|1820	42.783	ARID3A|1820	42.4128
ARID3B|10620	133.8558	ARID3B|10620	120.9551
ARID4A|5926	584.56	ARID4A|5926	1133.2077
ARID4B|51742	1764.2105	ARID4B|51742	2016.1326
ARID5A|10865	2003.1770000000001	ARID5A|10865	1262.9595
ARID5B|84159	1597.3737	ARID5B|84159	5381.4012
ARIH1|25820	1993.0107	ARIH1|25820	2374.4895
ARIH2|10425	1260.1546	ARIH2|10425	1725.3817
ARL10|285598	34.7347	ARL10|285598	98.9632
ARL11|115761	112.6761	ARL11|115761	28.9036
ARL13B|200894	259.6632	ARL13B|200894	362.5511
ARL15|54622	223.6577	ARL15|54622	641.219
ARL16|339231	593.8791	ARL16|339231	327.9925
ARL17A|51326	96.3931	ARL17A|51326	136.1169
ARL1|400	1924.3884	ARL1|400	2263.902
ARL2BP|23568	1209.785	ARL2BP|23568	1474.0811
ARL2|402	814.5716	ARL2|402	756.2048
ARL3|403	408.7684	ARL3|403	620.798
ARL4A|10124	373.6101	ARL4A|10124	1683.3176
ARL4C|10123	1220.7985	ARL4C|10123	1956.6447
ARL4D|379	56.7616	ARL4D|379	230.6001
ARL5A|26225	1069.5753	ARL5A|26225	925.5419
ARL5B|221079	373.1865	ARL5B|221079	328.6208
ARL6IP1|23204	10359.4197	ARL6IP1|23204	3537.5432
ARL6IP4|51329	1558.8266	ARL6IP4|51329	1024.8194
ARL6IP5|10550	2719.8983	ARL6IP5|10550	4768.1433
ARL6IP6|151188	473.1547	ARL6IP6|151188	311.3415
ARL6|84100	92.3435	ARL6|84100	101.1624
ARL8A|127829	1150.9054	ARL8A|127829	947.5338
ARL8B|55207	1990.4691	ARL8B|55207	2160.8545
ARL9|132946	52.1021	ARL9|132946	10.3676
ARMC10|83787	508.6858	ARMC10|83787	642.9532
ARMC1|55156	706.5551	ARMC1|55156	760.289
ARMC2|84071	73.7054	ARMC2|84071	94.87899999999999
lowly_expressed	lowly_expressed	ARMC3|219681	13.5093
lowly_expressed	lowly_expressed	ARMC4|55130	37.7003
ARMC5|79798	320.2372	ARMC5|79798	267.672
ARMC6|93436	1083.5201	ARMC6|93436	370.3707
ARMC7|79637	222.8105	ARMC7|79637	259.1894
ARMC8|25852	939.1083	ARMC8|25852	822.8087
ARMC9|80210	103.35700000000001	ARMC9|80210	316.6824
ARMCX1|51309	396.4842	ARMCX1|51309	765.3157
ARMCX2|9823	619.7183	ARMCX2|9823	974.5523
ARMCX3|51566	1092.0258	ARMCX3|51566	1854.2256
ARMCX5|64860	177.9096	ARMCX5|64860	454.9167
ARMCX6|54470	195.2769	ARMCX6|54470	229.9717
ARNT2|9915	340.5697	ARNT2|9915	491.9887
ARNTL2|56938	31.346	ARNTL2|56938	76.0289
ARNTL|406	606.1633	ARNTL|406	219.29
ARNT|405	1312.7184	ARNT|405	1996.23
ARPC1A|10552	1013.9574	ARPC1A|10552	1771.5928
ARPC1B|10095	1089.1878	ARPC1B|10095	830.9833
ARPC2|10109	3268.0292	ARPC2|10109	2835.3754
ARPC3|10094	3090.9669	ARPC3|10094	1893.8109
ARPC4|10093	2823.6196	ARPC4|10093	2045.432
ARPC5L|81873	620.1419	ARPC5L|81873	400.5655
ARPC5|10092	6921.5292	ARPC5|10092	2276.4687
ARPM1|84517	74.5526	ARPM1|84517	39.8995
ARPP19|10776	3908.5037	ARPP19|10776	3627.7097
ARRB1|408	316.8485	ARRB1|408	1262.017
ARRB2|409	891.6658	ARRB2|409	435.4383
ARRDC1|92714	494.75800000000004	ARRDC1|92714	520.2639
ARRDC2|27106	857.3547	ARRDC2|27106	460.2576
ARRDC3|57561	4518.9029	ARRDC3|57561	3970.7823
ARRDC4|91947	350.736	ARRDC4|91947	741.7531
ARSA|410	1194.5356	ARSA|410	554.5083
ARSB|411	346.0765	ARSB|411	170.2796
ARSD|414	1746.4789	ARSD|414	2920.5152
ARSE|415	64.3863	ARSE|415	38.957
ARSF|416	27.11	lowly_expressed	lowly_expressed
ARSG|22901	232.1296	ARSG|22901	313.8549
ARSH|347527	5.0831	ARSH|347527	8.4826
ARSI|340075	39.8179	ARSI|340075	28.2752
ARSJ|79642	331.6743	ARSJ|79642	245.6802
ARSK|153642	163.93099999999998	ARSK|153642	217.7191
ART3|419	924.2825	ART3|419	5.9692
lowly_expressed	lowly_expressed	ART4|420	45.5545
lowly_expressed	lowly_expressed	ART5|116969	38.3286
ARTN|9048	14.4022	ARTN|9048	5.3409
ARV1|64801	451.975	ARV1|64801	293.748
ARVCF|421	542.2006	ARVCF|421	540.6849
lowly_expressed	lowly_expressed	ARX|170302	10.3676
AR|367	108.0165	AR|367	1100.8483
AS3MT|57412	196.5477	AS3MT|57412	253.2202
ASAH1|427	1814.6775	ASAH1|427	3379.8303
ASAH2B|653308	6.7775	ASAH2B|653308	10.3676
ASAM|79827	263.4756	ASAM|79827	899.4659
ASAP1|50807	1218.6805	ASAP1|50807	1240.6535
ASAP2|8853	642.5924	ASAP2|8853	1071.6305
ASAP3|55616	843.7996	ASAP3|55616	916.431
ASB13|79754	681.1395	ASB13|79754	716.3054
ASB14|142686	11.8606	ASB14|142686	24.191
ASB16|92591	41.1564	ASB16|92591	20.8231
ASB1|51665	244.5409	ASB1|51665	921.841
ASB2|51676	29.228	ASB2|51676	76.0289
ASB3|51130	344.8057	ASB3|51130	385.1712
ASB6|140459	637.1662	ASB6|140459	727.6155
ASB7|140460	635.3913	ASB7|140460	560.4775
ASB8|140461	576.9353	ASB8|140461	816.8395
ASB9|140462	11.0134	ASB9|140462	40.5278
ASCC1|51008	587.1016	ASCC1|51008	431.3541
ASCC2|84164	1725.2992	ASCC2|84164	955.388
ASCC3|10973	2084.507	ASCC3|10973	1227.1442
ASCL2|430	32.1932	ASCL2|430	15.3943
ASF1A|25842	972.1487	ASF1A|25842	542.8841
ASF1B|55723	720.5337	ASF1B|55723	55.6079
ASGR1|432	8.0483	ASGR1|432	7.5401
ASGR2|433	5.9303	lowly_expressed	lowly_expressed
ASH1L|55870	4642.1053	ASH1L|55870	4626.1232
ASH2L|9070	1443.1854	lowly_expressed	lowly_expressed
ASL|435	383.3527	ASL|435	401.50800000000004
ASMTL|8623	497.2996	ASMTL|8623	719.6669999999999
ASNA1|439	1085.6719	ASNA1|439	783.8517
ASNSD1|54529	857.7782	ASNSD1|54529	1234.0559
ASNS|440	632.4261	ASNS|440	445.8058
lowly_expressed	lowly_expressed	ASPA|443	107.4458
ASPHD1|253982	16.5202	ASPHD1|253982	15.0801
ASPHD2|57168	42.783	ASPHD2|57168	44.9262
ASPH|444	4969.8231	ASPH|444	7857.0154
ASPM|259266	2071.7992	ASPM|259266	44.9262
ASPN|54829	136.3973	ASPN|54829	218.6616
ASPRV1|151516	79.9661	ASPRV1|151516	147.6155
ASPSCR1|79058	515.5141	ASPSCR1|79058	190.0723
ASRGL1|80150	269.8295	ASRGL1|80150	64.4046
ASS1|445	1559.2502	ASS1|445	1350.9268
ASTE1|28990	328.5608	ASTE1|28990	343.5344
