gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
TMBIM4|51643	935.3087	TMBIM4|51643	1208.3506
TMBIM6|7009	14736.8421	TMBIM6|7009	16808.6711
lowly_expressed	lowly_expressed	TMC2|117532	10.6817
lowly_expressed	lowly_expressed	TMC3|342125	7.5401
TMC4|147798	2524.6214	TMC4|147798	896.0101
TMC5|79838	45.3246	TMC5|79838	387.3704
TMC6|11322	565.4983	TMC6|11322	429.7832
TMC7|79905	94.0379	TMC7|79905	49.6387
TMC8|147138	195.2769	TMC8|147138	221.175
TMCC1|23023	1019.1676	TMCC1|23023	1095.8216
TMCC2|9911	331.6743	TMCC2|9911	50.266999999999996
TMCC3|57458	369.3741	TMCC3|57458	462.1426
TMCO1|54499	3656.8887	TMCO1|54499	1644.6748
TMCO3|55002	1620.2478	TMCO3|55002	1139.1769
TMCO4|255104	548.1309	TMCO4|255104	689.2868
TMCO6|55374	343.5349	TMCO6|55374	213.3208
TMCO7|79613	266.0172	TMCO7|79613	457.7443
TMED10P1|286102	69.0459	TMED10P1|286102	72.8872
TMED10|10972	8206.2904	TMED10|10972	7343.7009
TMED1|11018	617.5453	TMED1|11018	381.6243
TMED2|10959	8710.3675	TMED2|10959	4849.1989
TMED3|23423	3039.2884	TMED3|23423	1220.2325
TMED4|222068	980.6206	TMED4|222068	966.6981
TMED5|50999	1133.5381	TMED5|50999	1635.8781
lowly_expressed	lowly_expressed	TMED6|146456	34.5586
TMED7-TICAM2|100302736	36.6917	TMED7-TICAM2|100302736	60.644
TMED7|51014	2235.9928	TMED7|51014	2431.1719
TMED8|283578	335.4866	TMED8|283578	478.1653
TMED9|54732	2229.3763	TMED9|54732	1615.4571
TMEFF1|8577	109.5542	TMEFF1|8577	45.2058
TMEM100|55273	2416.1813	TMEM100|55273	230.6001
TMEM101|84336	415.9695	TMEM101|84336	499.8429
TMEM102|284114	119.03	TMEM102|284114	123.4684
TMEM104|54868	412.5807	TMEM104|54868	324.8508
TMEM105|284186	22.0269	TMEM105|284186	13.1951
TMEM106A|113277	122.4187	TMEM106A|113277	162.7396
TMEM106B|54664	1214.4446	TMEM106B|54664	2012.5668
TMEM106C|79022	2452.6104	TMEM106C|79022	1185.6739
TMEM107|84314	252.8857	TMEM107|84314	206.0949
TMEM108|66000	223.2341	TMEM108|66000	132.5793
TMEM109|79073	1525.3627	TMEM109|79073	2861.4515
TMEM110|375346	90.8694	TMEM110|375346	211.1216
TMEM111|55831	928.0949	TMEM111|55831	897.5809
TMEM115|11070	578.2061	TMEM115|11070	881.8724
TMEM116|89894	279.1486	TMEM116|89894	335.2183
TMEM117|84216	100.3918	TMEM117|84216	151.1153
TMEM119|338773	404.1089	TMEM119|338773	565.8184
TMEM11|8834	273.2183	TMEM11|8834	326.4216
TMEM120A|83862	763.3167	TMEM120A|83862	494.8162
TMEM120B|144404	462.9757	TMEM120B|144404	493.1668
TMEM121|80757	12.2842	TMEM121|80757	27.961
TMEM123|114908	9020.0148	TMEM123|114908	6255.7336
TMEM125|128218	404.5325	TMEM125|128218	205.4665
TMEM126A|84233	166.0489	TMEM126A|84233	217.7191
TMEM126B|55863	448.5863	TMEM126B|55863	460.88599999999997
TMEM127|55654	1602.4568	TMEM127|55654	2212.6924
TMEM128|85013	370.6449	TMEM128|85013	729.1863
TMEM129|92305	670.1260000000001	TMEM129|92305	760.6032
TMEM130|222865	21.6033	TMEM130|222865	84.5115
TMEM131|23505	1431.3248	TMEM131|23505	2052.4662
TMEM132A|54972	173.6736	TMEM132A|54972	508.3255
lowly_expressed	lowly_expressed	TMEM132B|114795	6.9117
TMEM132C|92293	34.3111	TMEM132C|92293	688.6585
TMEM133|83935	86.4132	TMEM133|83935	136.3494
TMEM134|80194	653.6058	TMEM134|80194	314.7974
TMEM135|65084	302.8699	TMEM135|65084	752.1206
TMEM136|219902	190.1938	TMEM136|219902	192.5856
TMEM138|51524	253.3093	TMEM138|51524	441.4075
TMEM139|135932	385.8943	TMEM139|135932	296.8897
TMEM140|55281	307.9996	TMEM140|55281	655.9347
TMEM141|85014	421.0526	TMEM141|85014	483.8203
TMEM143|55260	163.93099999999998	TMEM143|55260	154.5712
TMEM144|55314	345.6529	TMEM144|55314	812.1269
TMEM145|284339	13.9786	lowly_expressed	lowly_expressed
TMEM147|10430	1277.1365	TMEM147|10430	644.0465
TMEM149|79713	221.2983	TMEM149|79713	70.6755
TMEM14A|28978	734.0887	TMEM14A|28978	401.1938
TMEM14B|81853	711.6383	TMEM14B|81853	685.2026
TMEM14C|51522	962.4060000000001	TMEM14C|51522	1535.9724
TMEM150A|129303	217.3038	TMEM150A|129303	266.4153
TMEM150B|284417	7.2011	lowly_expressed	lowly_expressed
TMEM150C|441027	293.1272	TMEM150C|441027	939.3654
TMEM151B|441151	14.8724	TMEM151B|441151	44.9356
TMEM154|201799	146.9872	TMEM154|201799	188.5014
TMEM156|80008	7.6247	TMEM156|80008	27.961
TMEM158|25907	273.2183	TMEM158|25907	58.1213
TMEM159|57146	1394.4721	TMEM159|57146	1066.9180000000001
TMEM160|54958	52.9493	TMEM160|54958	28.2752
TMEM161A|54929	763.3167	TMEM161A|54929	313.2265
TMEM161B|153396	317.6956	TMEM161B|153396	335.2183
TMEM163|81615	10.5899	TMEM163|81615	72.2589
TMEM164|84187	754.4213	TMEM164|84187	663.8391
TMEM165|55858	892.513	TMEM165|55858	844.8005
TMEM167A|153339	2588.5841	TMEM167A|153339	1954.4455
TMEM167B|56900	1159.3773	TMEM167B|56900	1646.874
TMEM168|64418	708.2495	TMEM168|64418	1217.0908
TMEM169|92691	19.4853	TMEM169|92691	20.1068
TMEM170A|124491	601.0802	TMEM170A|124491	690.5435
TMEM170B|100113407	204.1724	TMEM170B|100113407	356.2677
TMEM171|134285	42.3594	lowly_expressed	lowly_expressed
TMEM173|340061	770.0942	TMEM173|340061	685.5168
TMEM175|84286	284.6553	TMEM175|84286	350.9268
TMEM176A|55365	266.4407	TMEM176A|55365	609.4879
TMEM176B|28959	670.5496	TMEM176B|28959	1168.3946
TMEM177|80775	135.9737	TMEM177|80775	153.9428
TMEM178|130733	45.3246	TMEM178|130733	274.8979
TMEM179B|374395	557.8736	TMEM179B|374395	674.8351
TMEM17|200728	88.1076	TMEM17|200728	56.5504
TMEM180|79847	104.6278	TMEM180|79847	71.3164
TMEM181|57583	3176.9565	TMEM181|57583	1493.8737
TMEM182|130827	180.8747	TMEM182|130827	126.2959
TMEM183A|92703	1432.5956	TMEM183A|92703	839.1455
TMEM184A|202915	190.1726	TMEM184A|202915	296.5316
TMEM184B|25829	1808.5354	TMEM184B|25829	1365.8404
TMEM184C|55751	441.3852	TMEM184C|55751	722.2746
TMEM185A|84548	449.85699999999997	TMEM185A|84548	539.7424
TMEM185B|79134	337.181	TMEM185B|79134	649.7015
TMEM186|25880	327.8619	TMEM186|25880	181.5897
TMEM187|8269	190.6174	TMEM187|8269	196.984
TMEM188|255919	242.2959	TMEM188|255919	284.0088
TMEM189|387521	1002.6475	TMEM189|387521	494.1879
TMEM18|129787	511.7018	TMEM18|129787	709.3842
TMEM191A|84222	6.3539	TMEM191A|84222	9.1109
TMEM192|201931	360.9023	TMEM192|201931	848.2564
TMEM194A|23306	1418.1934	TMEM194A|23306	701.2253
TMEM194B|100131211	230.4352	TMEM194B|100131211	126.9243
lowly_expressed	lowly_expressed	TMEM195|392636	8.4826
TMEM198|130612	41.0971	TMEM198|130612	67.2322
TMEM199|147007	289.425	TMEM199|147007	382.6579
TMEM19|55266	904.7972	TMEM19|55266	632.4222
TMEM200A|114801	93.6143	TMEM200A|114801	283.3805
TMEM200B|399474	38.8605	TMEM200B|399474	291.241
TMEM200C|645369	6.3539	TMEM200C|645369	44.9262
TMEM201|199953	412.5807	TMEM201|199953	367.5778
TMEM203|94107	502.8063	TMEM203|94107	738.9255
TMEM204|79652	117.3356	TMEM204|79652	181.2755
TMEM205|374882	512.1254	TMEM205|374882	950.0471
TMEM206|55248	217.7274	TMEM206|55248	96.1357
TMEM208|29100	584.1364	TMEM208|29100	327.05
TMEM209|84928	617.1767	TMEM209|84928	702.1678
TMEM20|159371	94.0379	TMEM20|159371	104.3041
TMEM213|155006	72.4346	TMEM213|155006	132.4819
TMEM214|54867	2545.3775	TMEM214|54867	1876.8457
TMEM216|51259	189.7702	TMEM216|51259	248.1935
TMEM217|221468	21.5059	TMEM217|221468	19.4628
TMEM218|219854	216.8802	TMEM218|219854	271.1279
TMEM219|124446	1780.3664	TMEM219|124446	1338.36
TMEM220|388335	158.0006	TMEM220|388335	306.629
TMEM222|84065	714.1798	TMEM222|84065	743.6381
TMEM223|79064	141.4805	TMEM223|79064	157.0845
TMEM229B|161145	100.8154	TMEM229B|161145	227.4584
TMEM22|80723	37.6999	TMEM22|80723	163.0537
TMEM231|79583	274.9042	TMEM231|79583	358.0993
lowly_expressed	lowly_expressed	TMEM232|642987	23.8768
TMEM25|84866	308.8002	TMEM25|84866	718.5046
TMEM26|219623	46.3836	TMEM26|219623	85.7053
TMEM27|57393	16.5202	TMEM27|57393	55.9221
TMEM2|23670	840.8345	TMEM2|23670	1484.4486
TMEM30A|55754	5771.0473	TMEM30A|55754	5159.912
TMEM30B|161291	729.4292	TMEM30B|161291	1513.9805
TMEM33|55161	1228.4232	TMEM33|55161	1276.7829
TMEM35|59353	20.7561	TMEM35|59353	24.5052
TMEM37|140738	81.3301	TMEM37|140738	573.3585
TMEM38A|79041	112.2525	TMEM38A|79041	52.1521
TMEM38B|55151	149.9523	TMEM38B|55151	90.4807
TMEM39A|55254	1185.6402	TMEM39A|55254	669.8084
TMEM39B|55116	381.2348	TMEM39B|55116	297.8322
TMEM40|55287	74.5526	TMEM40|55287	29.2177
TMEM41A|90407	744.255	TMEM41A|90407	527.804
TMEM41B|440026	413.8515	TMEM41B|440026	590.3236
TMEM42|131616	109.2873	TMEM42|131616	166.5096
TMEM43|79188	3314.6246	TMEM43|79188	3742.0672
TMEM44|93109	92.3435	TMEM44|93109	169.3371
TMEM45A|55076	349.0416	TMEM45A|55076	181.5897
TMEM45B|120224	26.2628	TMEM45B|120224	201.0682
TMEM47|83604	1167.002	TMEM47|83604	1825.9504
TMEM48|55706	564.2275	TMEM48|55706	396.1671
TMEM49|81671	1814.6775	TMEM49|81671	1532.2023
TMEM50A|23585	2666.5255	TMEM50A|23585	2083.8831
TMEM50B|757	902.2556	TMEM50B|757	1343.7009
TMEM51|55092	149.5288	TMEM51|55092	264.8445
TMEM52|339456	11.8606	TMEM52|339456	19.4785
TMEM53|79639	139.9682	TMEM53|79639	148.1653
TMEM54|113452	844.2232	TMEM54|113452	371.0336
TMEM55A|55529	168.5905	TMEM55A|55529	373.2328
TMEM55B|90809	369.3741	TMEM55B|90809	536.6007
TMEM56|148534	546.4323	TMEM56|148534	276.1546
TMEM57|55219	1081.0124	TMEM57|55219	835.0613
TMEM59|9528	5529.1751	TMEM59|9528	5376.6887
TMEM5|10329	362.5966	TMEM5|10329	348.0993
TMEM60|85025	192.3118	TMEM60|85025	222.4317
TMEM61|199964	85.9896	TMEM61|199964	42.727
TMEM62|80021	372.7629	TMEM62|80021	623.9397
TMEM63A|9725	2568.6752	TMEM63A|9725	2078.2281
TMEM63B|55362	1554.5907	TMEM63B|55362	654.4141
TMEM63C|57156	29.228	TMEM63C|57156	185.6739
TMEM64|169200	214.7623	TMEM64|169200	881.2441
TMEM65|157378	1056.0203	TMEM65|157378	551.995
TMEM66|51669	4313.8833	TMEM66|51669	6727.3013
TMEM67|91147	408.7684	TMEM67|91147	453.3459
TMEM68|137695	304.1406	TMEM68|137695	403.39300000000003
TMEM69|51249	635.3913	TMEM69|51249	543.1982
TMEM70|54968	319.8136	TMEM70|54968	321.3949
TMEM71|137835	284.2317	TMEM71|137835	94.2507
TMEM74|157753	11.8606	TMEM74|157753	7.8542
TMEM79|84283	507.0423	TMEM79|84283	202.0107
TMEM80|283232	364.7146	TMEM80|283232	426.9557
TMEM81|388730	66.5043	TMEM81|388730	30.1602
TMEM84|283673	42.783	TMEM84|283673	76.3431
TMEM85|51234	603.5878	TMEM85|51234	1068.5423
TMEM86A|144110	142.3149	TMEM86A|144110	232.5668
TMEM86B|255043	87.2604	TMEM86B|255043	59.6921
TMEM87A|25963	3892.8307	TMEM87A|25963	2763.7449
TMEM87B|84910	644.7104	TMEM87B|84910	1303.4873
TMEM88|92162	20.3325	TMEM88|92162	73.2014
TMEM8A|58986	1534.2582	TMEM8A|58986	426.9557
TMEM8B|51754	905.2208	TMEM8B|51754	827.8354
TMEM90A|646658	6.3539	TMEM90A|646658	8.7967
TMEM90B|79953	7.2011	TMEM90B|79953	5.655
TMEM91|641649	61.8448	TMEM91|641649	138.1778
TMEM92|162461	8.8955	lowly_expressed	lowly_expressed
TMEM93|83460	176.8845	TMEM93|83460	136.4625
TMEM97|27346	616.6557	TMEM97|27346	328.7873
TMEM98|26022	1330.5094	TMEM98|26022	1509.8963
TMEM99|147184	373.6101	TMEM99|147184	274.2696
TMEM9B|56674	887.0062	TMEM9B|56674	1121.8976
TMEM9|252839	1856.6134	TMEM9|252839	1275.8404
TMF1|7110	1191.1469	TMF1|7110	1819.9811
lowly_expressed	lowly_expressed	TMIE|259236	16.3368
TMLHE|55217	293.9744	TMLHE|55217	272.6987
TMOD1|7111	129.5944	TMOD1|7111	623.3239
TMOD2|29767	1215.7153	TMOD2|29767	993.7166
TMOD3|29766	1055.1731	TMOD3|29766	1360.0377
TMPO|7112	3404.0792	TMPO|7112	1732.7427
TMPPE|643853	71.1638	TMPPE|643853	37.7003
TMPRSS12|283471	8.0483	lowly_expressed	lowly_expressed
TMPRSS13|84000	859.8962	TMPRSS13|84000	306.0006
TMPRSS2|7113	1400.826	TMPRSS2|7113	954.4455
TMPRSS3|64699	1351.6891	TMPRSS3|64699	459.6293
TMPRSS5|80975	16.5202	TMPRSS5|80975	13.1951
TMPRSS6|164656	13.9786	TMPRSS6|164656	7.5401
TMSB10|9168	10195.9123	TMSB10|9168	5466.541
TMSB15A|11013	130.467	TMSB15A|11013	21.6777
TMSB15B|286527	62.2768	TMSB15B|286527	67.5463
TMSL3|7117	9128.0313	TMSL3|7117	17828.7779
TMTC1|83857	322.3552	TMTC1|83857	2745.8373
TMTC2|160335	224.5049	TMTC2|160335	475.9661
TMTC3|160418	703.1664	TMTC3|160418	961.9855
TMTC4|84899	523.5624	TMTC4|84899	381.4012
TMUB1|83590	179.6039	TMUB1|83590	229.0292
TMUB2|79089	866.6737	TMUB2|79089	888.1558
TMX1|81542	1033.9934	TMX1|81542	989.3183
TMX2|51075	1421.1585	TMX2|51075	1422.2432
TMX3|54495	744.6786	TMX3|54495	1298.1464
TMX4|56255	2109.0755	TMX4|56255	1467.7977
TNC|3371	10484.38	TNC|3371	3826.2645
TNFAIP1|7126	1045.871	TNFAIP1|7126	1701.175
TNFAIP2|7127	1099.2269	TNFAIP2|7127	2111.8442
TNFAIP3|7128	684.5282	TNFAIP3|7128	1060.3205
TNFAIP6|7130	48.2897	TNFAIP6|7130	99.2774
TNFAIP8L1|126282	150.3759	TNFAIP8L1|126282	106.8175
TNFAIP8L2|79626	71.1638	TNFAIP8L2|79626	38.0145
TNFAIP8L3|388121	31.346	TNFAIP8L3|388121	154.5712
TNFAIP8|25816	218.15099999999998	TNFAIP8|25816	355.6393
TNFRSF10A|8797	111.4053	TNFRSF10A|8797	139.491
TNFRSF10B|8795	609.9756	TNFRSF10B|8795	1024.8194
TNFRSF10C|8794	10.5899	TNFRSF10C|8794	81.0556
TNFRSF10D|8793	83.8717	TNFRSF10D|8793	262.9595
TNFRSF11A|8792	75.8234	TNFRSF11A|8792	172.4788
TNFRSF11B|4982	33.0403	TNFRSF11B|4982	53.0946
TNFRSF12A|51330	552.3668	TNFRSF12A|51330	405.9064
lowly_expressed	lowly_expressed	TNFRSF13B|23495	13.5093
TNFRSF13C|115650	6.3539	TNFRSF13C|115650	7.2259
TNFRSF14|8764	519.6654	TNFRSF14|8764	1046.2174
TNFRSF17|608	16.5202	TNFRSF17|608	87.6532
TNFRSF18|8784	33.4639	TNFRSF18|8784	10.9959
TNFRSF19|55504	91.4963	TNFRSF19|55504	394.5963
TNFRSF1A|7132	1882.029	TNFRSF1A|7132	2063.7763
TNFRSF1B|7133	773.9066	TNFRSF1B|7133	860.5089999999999
TNFRSF21|27242	2450.916	TNFRSF21|27242	1258.8753
TNFRSF25|8718	60.9976	TNFRSF25|8718	72.2589
TNFRSF4|7293	30.9224	TNFRSF4|7293	21.9918
TNFRSF6B|8771	40.8006	TNFRSF6B|8771	27.5401
TNFRSF8|943	21.1797	TNFRSF8|943	27.3327
TNFRSF9|3604	18.2146	lowly_expressed	lowly_expressed
TNFSF10|8743	4612.0936	TNFSF10|8743	3773.4841
TNFSF12-TNFSF13|407977	112.2779	TNFSF12-TNFSF13|407977	66.3776
TNFSF12|8742	269.8676	TNFSF12|8742	737.0060000000001
TNFSF13B|10673	437.9964	TNFSF13B|10673	60.0063
TNFSF13|8741	484.9518	TNFSF13|8741	682.0075
TNFSF14|8740	12.2842	TNFSF14|8740	7.5401
TNFSF15|9966	23.7213	TNFSF15|9966	45.5545
TNFSF18|8995	9.7427	lowly_expressed	lowly_expressed
TNFSF4|7292	66.9279	TNFSF4|7292	34.5586
TNFSF8|944	24.9921	TNFSF8|944	23.8768
TNFSF9|8744	7.2011	TNFSF9|8744	9.7392
TNF|7124	24.9921	TNF|7124	24.191
TNIK|23043	74.5526	TNIK|23043	323.5941
TNIP1|10318	1801.5461	TNIP1|10318	2376.6887
TNIP2|79155	343.5349	TNIP2|79155	357.8385
TNIP3|79931	21.6033	lowly_expressed	lowly_expressed
TNK1|8711	258.8161	TNK1|8711	421.92900000000003
TNK2|10188	1575.601	TNK2|10188	1163.1448
TNKS1BP1|85456	3223.5518	TNKS1BP1|85456	4217.0908
TNKS2|80351	1483.0033	TNKS2|80351	2424.4423
TNKS|8658	1823.7086	TNKS|8658	1962.0452
TNMD|64102	24.9921	TNMD|64102	50.8954
lowly_expressed	lowly_expressed	TNNC2|7125	7.8542
TNNI1|7135	14.4022	TNNI1|7135	65.9755
TNNI2|7136	18.6381	TNNI2|7136	35.1869
TNNI3K|51086	228.0674	TNNI3K|51086	88.338
TNNT1|7138	82.1773	lowly_expressed	lowly_expressed
TNNT2|7139	6.7775	TNNT2|7139	17.2793
TNNT3|7140	5.5067	TNNT3|7140	34.8728
TNN|63923	37.2763	TNN|63923	171.8505
TNPO1|3842	2297.9985	TNPO1|3842	3216.7766
TNPO2|30000	2949.0628	TNPO2|30000	1827.5212
TNPO3|23534	968.7599	TNPO3|23534	1078.2281
TNRC18|84629	2547.9191	TNRC18|84629	2834.7471
TNRC6A|27327	1767.6586	TNRC6A|27327	2036.7578
TNRC6B|23112	1423.7001	TNRC6B|23112	1503.6129
TNRC6C|57690	469.2958	TNRC6C|57690	1103.6475
TNS1|7145	4547.2837	TNS1|7145	17125.0393
TNS3|64759	1549.0839999999998	TNS3|64759	3398.6805
TNS4|84951	1193.6884	TNS4|84951	4220.5467
TNXB|7148	748.3088	TNXB|7148	6568.5674
TOB1|10140	2090.5771	TOB1|10140	2943.4213
TOB2|10766	1826.9618	TOB2|10766	1867.4207
TOE1|114034	258.3882	TOE1|114034	307.7066
TOLLIP|54472	615.906	TOLLIP|54472	1160.8545
TOM1L1|10040	932.962	TOM1L1|10040	797.1379
TOM1L2|146691	873.8748	TOM1L2|146691	2539.4282
TOM1|10043	1652.0174	TOM1|10043	865.5357
TOMM20|9804	12079.2121	TOMM20|9804	6378.5737
TOMM22|56993	1362.7025	TOMM22|56993	822.4945
TOMM34|10953	1203.4311	TOMM34|10953	664.1533
TOMM40L|84134	582.8868	TOMM40L|84134	269.4785
TOMM40|10452	1254.6860000000001	TOMM40|10452	484.7628
TOMM5|401505	917.0433	TOMM5|401505	526.8363
TOMM6|100188893	1994.1205	TOMM6|100188893	1255.8278
TOMM70A|9868	3357.5813	TOMM70A|9868	2089.5099
TOMM7|54543	1363.5497	TOMM7|54543	2494.502
TOP1MT|116447	569.7342	TOP1MT|116447	368.2061
TOP1P1|7151	91.0728	TOP1P1|7151	77.9139
TOP1|7150	2999.0469	TOP1|7150	1975.1806
TOP2A|7153	4486.2861	TOP2A|7153	265.78700000000003
TOP2B|7155	6726.6758	TOP2B|7155	5500.7854
TOP3A|7156	521.8681	TOP3A|7156	485.7053
TOP3B|8940	499.8412	TOP3B|8940	333.9617
TOPBP1|11073	2714.8152	TOPBP1|11073	970.4681
TOPORS|10210	1094.991	TOPORS|10210	948.1621
TOR1AIP1|26092	2309.8592	TOR1AIP1|26092	2753.0631
TOR1AIP2|163590	655.3002	TOR1AIP2|163590	469.9969
TOR1A|1861	638.3565	TOR1A|1861	764.0591
TOR1B|27348	345.6529	TOR1B|27348	465.9127
TOR2A|27433	169.0141	TOR2A|27433	147.3453
TOR3A|64222	1389.8126	TOR3A|64222	609.4879
TOX2|84969	20.7561	TOX2|84969	26.7044
TOX3|27324	657.4182	TOX3|27324	225.5734
TOX4|9878	1175.3765	TOX4|9878	1856.9651
TOX|9760	303.717	TOX|9760	121.8976
TP53AIP1|63970	17.3674	TP53AIP1|63970	76.6572
TP53BP1|7158	812.0301	TP53BP1|7158	1756.8332
TP53BP2|7159	4192.3118	TP53BP2|7159	1168.3946
TP53I11|9537	2127.2901	TP53I11|9537	2322.0232
TP53I13|90313	269.4059	TP53I13|90313	223.6883
TP53I3|9540	159.2714	TP53I3|9540	229.0292
TP53INP1|94241	796.3571	TP53INP1|94241	1390.8263
TP53INP2|58476	864.9793	TP53INP2|58476	664.7817
TP53RK|112858	475.2727	TP53RK|112858	429.7832
TP53TG1|11257	91.9199	TP53TG1|11257	237.826
lowly_expressed	lowly_expressed	TP53TG3B|729355	14.1376
TP53|7157	548.1309	lowly_expressed	lowly_expressed
TP63|8626	479.9322	TP63|8626	4480.9928
TP73|7161	67.3515	TP73|7161	94.87899999999999
TPBG|7162	690.4585	TPBG|7162	700.2828
TPCN1|53373	1033.5698	TPCN1|53373	1946.9054
TPCN2|219931	218.1087	TPCN2|219931	460.6786
TPD52L1|7164	1848.5651	TPD52L1|7164	909.8335
TPD52L2|7165	3014.2963	TPD52L2|7165	2121.2692
TPD52|7163	5020.340999999999	TPD52|7163	1709.136
TPH1|7166	7.6247	TPH1|7166	23.2485
TPI1P2|286016	16.9438	TPI1P2|286016	13.1951
TPI1|7167	8167.7433	TPI1|7167	2825.6362
TPK1|27010	22.8741	TPK1|27010	95.5074
TPM1|7168	3691.5218	TPM1|7168	7584.4706
TPM2|7169	7612.8349	TPM2|7169	3527.4898
TPM3|7170	10049.3487	TPM3|7170	3299.4031
TPM4|7171	20310.071	TPM4|7171	12715.677
TPMT|7172	595.1498	TPMT|7172	528.1181
TPO|7173	10.5899	TPO|7173	76.3431
TPP1|1200	2611.8818	TPP1|1200	2561.1059
TPP2|7174	1945.1446	TPP2|7174	1296.2614
TPPP3|51673	116.4884	TPPP3|51673	473.1385
TPPP|11076	122.4187	TPPP|11076	546.6541
TPRA1|131601	741.2898	TPRA1|131601	560.7917
TPRG1L|127262	1037.8058	TPRG1L|127262	1865.5357
TPRG1|285386	54.6437	TPRG1|285386	193.8423
TPRKB|51002	292.28	TPRKB|51002	292.8055
TPRN|286262	224.0813	TPRN|286262	153.6287
TPRXL|348825	74.9762	TPRXL|348825	11.3101
TPR|7175	6241.2496	TPR|7175	4473.6978
TPSAB1|7177	25.4157	TPSAB1|7177	109.0167
TPSB2|64499	49.9841	TPSB2|64499	245.6802
lowly_expressed	lowly_expressed	TPSD1|23430	9.1109
lowly_expressed	lowly_expressed	TPSG1|25823	6.2834
TPST1|8460	160.1186	TPST1|8460	294.6905
TPST2|8459	205.8668	TPST2|8459	499.8429
TPT1|7178	29963.7827	TPT1|7178	51095.8216
TPTE2P1|646405	19.0617	TPTE2P1|646405	40.842
lowly_expressed	lowly_expressed	TPTE2P3|220115	5.0267
TPX2|22974	3115.5353	TPX2|22974	126.6101
TRA2A|29896	890.8186	TRA2A|29896	1542.8841
TRA2B|6434	3756.4333	TRA2B|6434	2945.0204
TRABD|80305	816.2660000000001	TRABD|80305	360.3519
TRADD|8717	254.1565	TRADD|8717	212.0641
TRAF1|7185	299.4811	TRAF1|7185	386.7421
TRAF2|7186	432.9133	TRAF2|7186	283.0663
TRAF3IP1|26146	321.9316	TRAF3IP1|26146	563.9334
TRAF3IP2|10758	1773.5889	TRAF3IP2|10758	1022.306
TRAF3IP3|80342	431.6425	TRAF3IP3|80342	91.109
TRAF3|7187	136.8209	TRAF3|7187	256.3619
TRAF4|9618	1348.7239	TRAF4|9618	1188.8156
TRAF5|7188	466.3772	TRAF5|7188	645.9315
TRAF6|7189	167.3197	TRAF6|7189	363.8077
TRAF7|84231	3917.3102	TRAF7|84231	1246.7892
TRAFD1|10906	1280.5253	TRAFD1|10906	1045.5545
TRAIP|10293	117.7592	TRAIP|10293	80.7414
TRAK1|22906	2116.2766	TRAK1|22906	2343.0726
TRAK2|66008	745.1022	TRAK2|66008	1526.2331
TRAM1L1|133022	103.7806	TRAM1L1|133022	134.4643
TRAM1|23471	5208.5142	TRAM1|23471	4825.6362
TRAM2|9697	968.3363	TRAM2|9697	1335.2183
TRANK1|9881	632.8497	TRANK1|9881	976.7515
TRAP1|10131	3297.8587	TRAP1|10131	1171.7688
TRAPPC10|7109	1662.6072	TRAPPC10|7109	1441.0933
TRAPPC1|58485	879.8051	TRAPPC1|58485	781.0242
TRAPPC2L|51693	357.0899	TRAPPC2L|51693	420.3582
TRAPPC2P1|10597	137.1979	TRAPPC2P1|10597	148.9664
TRAPPC2|6399	341.8405	TRAPPC2|6399	381.4012
TRAPPC3|27095	1319.4959	TRAPPC3|27095	831.2912
TRAPPC4|51399	463.8356	TRAPPC4|51399	537.5432
TRAPPC5|126003	242.7195	TRAPPC5|126003	211.4358
TRAPPC6A|79090	349.0416	TRAPPC6A|79090	247.25099999999998
TRAPPC6B|122553	511.7018	TRAPPC6B|122553	829.4062
TRAPPC9|83696	1250.8737	TRAPPC9|83696	626.7672
TRAT1|50852	5.9303	TRAT1|50852	11.6243
TRDMT1|1787	332.945	TRDMT1|1787	211.1216
lowly_expressed	lowly_expressed	TRDN|10345	33.9303
TREM1|54210	8.0483	lowly_expressed	lowly_expressed
TREM2|54209	199.0893	TREM2|54209	116.2425
TREML2|79865	5.0831	TREML2|79865	5.0267
TRERF1|55809	118.1828	TRERF1|55809	489.7895
TREX1|11277	281.8384	TREX1|11277	306.673
TREX2|11219	6.3539	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRHDE|29953	31.5928
TRIAP1|51499	454.9402	TRIAP1|51499	411.8756
TRIB1|10221	4565.9218	TRIB1|10221	3102.7333
TRIB2|28951	587.5252	TRIB2|28951	1167.4521
TRIB3|57761	539.2354	TRIB3|57761	514.923
TRIL|9865	177.0624	TRIL|9865	820.6095
TRIM11|81559	568.0398	TRIM11|81559	265.4728
TRIM13|10206	1048.7769	TRIM13|10206	832.8841
TRIM14|9830	1387.6946	TRIM14|9830	826.5787
TRIM16L|147166	40.5549	TRIM16L|147166	126.5159
TRIM16|10626	203.8928	TRIM16|10626	391.2787
TRIM17|51127	156.7299	TRIM17|51127	52.4662
TRIM21|6737	404.9561	TRIM21|6737	379.5162
TRIM22|10346	1713.0149	TRIM22|10346	1742.0641
TRIM23|373	340.1461	TRIM23|373	551.995
TRIM24|8805	406.2268	TRIM24|8805	910.4618
TRIM25|7706	1646.9342	TRIM25|7706	1269.4628
TRIM26|7726	3252.3562	TRIM26|7726	1380.1445
TRIM27|5987	1799.8517	TRIM27|5987	1215.5199
