gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
RND2|8153	76.1696	RND2|8153	69.1126
RND3|390	427.3551	RND3|390	1813.9932
RNF103|7844	2005.4161	RNF103|7844	1267.9224
RNF10|9921	3766.7308	RNF10|9921	3469.2833
RNF111|54778	876.6822	RNF111|54778	874.5734
lowly_expressed	lowly_expressed	RNF112|7732	7.2526
RNF113A|7737	238.0298	RNF113A|7737	173.2082
RNF114|55905	1546.8278	RNF114|55905	1417.6621
RNF115|27246	782.2027	RNF115|27246	420.2218
RNF11|26994	2159.48	RNF11|26994	4247.8669
RNF121|55298	583.3562	RNF121|55298	412.9693
RNF122|79845	92.2823	RNF122|79845	96.4164
RNF123|63891	478.6231	RNF123|63891	634.8123
RNF125|54941	191.1563	RNF125|54941	1006.8259
RNF126|55658	299.5514	RNF126|55658	328.4983
RNF128|79589	22.7044	RNF128|79589	298.2082
RNF130|55819	975.9224	RNF130|55819	3801.1945
RNF135|84282	439.8059	RNF135|84282	757.6792
RNF138P1|379013	15.0142	RNF138P1|379013	16.2116
RNF138|51444	559.187	RNF138|51444	441.1263
RNF139|11236	1076.9935	RNF139|11236	1056.3139999999999
RNF13|11342	946.2602	RNF13|11342	1998.2935
RNF141|50862	1644.6031	RNF141|50862	1700.5119
RNF144A|9781	609.7226	RNF144A|9781	726.1092
RNF144B|255488	2791.1746	RNF144B|255488	814.4198
RNF145|153830	412.3409	RNF145|153830	1764.9317
RNF146|81847	810.4001	RNF146|81847	999.5734
RNF149|284996	930.5136	RNF149|284996	680.0341
RNF14|9604	1567.335	RNF14|9604	1512.372
RNF150|57484	34.789	RNF150|57484	1015.3584
RNF152|220441	82.0287	RNF152|220441	74.2321
RNF157|114804	224.4805	lowly_expressed	lowly_expressed
RNF160|26046	1558.5462	RNF160|26046	1093.8567
RNF165|494470	137.5703	RNF165|494470	102.6578
RNF166|115992	121.5783	RNF166|115992	148.4642
RNF167|26001	1446.1229	RNF167|26001	1943.6860000000001
RNF168|165918	278.678	RNF168|165918	302.4744
RNF169|254225	1355.3017	RNF169|254225	803.1015
RNF170|81790	347.8898	RNF170|81790	673.6348
RNF175|285533	10.2536	RNF175|285533	51.6212
RNF180|285671	138.7897	RNF180|285671	378.413
RNF181|51255	821.0199	RNF181|51255	799.0614
lowly_expressed	lowly_expressed	RNF182|221687	14.0785
lowly_expressed	lowly_expressed	RNF183|138065	25.1706
RNF185|91445	1362.5085	RNF185|91445	1413.2551
lowly_expressed	lowly_expressed	RNF186|54546	11.0922
RNF187|149603	3273.4597	RNF187|149603	1807.1672
RNF19A|25897	2006.0423	RNF19A|25897	1431.3139999999999
RNF19B|127544	557.356	RNF19B|127544	431.314
RNF207|388591	16.479	RNF207|388591	102.3891
RNF208|727800	68.4794	RNF208|727800	68.686
RNF20|56254	1596.2648	RNF20|56254	1544.7952
RNF212|285498	10.985999999999999	RNF212|285498	69.1126
RNF213|57674	7794.9098	RNF213|57674	3793.0333
RNF214|257160	260.7342	RNF214|257160	504.6928
RNF215|200312	269.8892	RNF215|200312	200.0853
RNF216L|441191	249.0158	RNF216L|441191	212.4573
RNF216|54476	1381.6717	RNF216|54476	1273.0375
RNF217|154214	98.8703	RNF217|154214	212.8328
RNF219|79596	592.145	RNF219|79596	438.9932
RNF220|55182	813.7911	RNF220|55182	833.5196
RNF24|11237	255.2412	RNF24|11237	296.9283
RNF25|64320	507.9191	RNF25|64320	298.2082
RNF26|79102	546.37	RNF26|79102	980.802
RNF2|6045	1277.3048	RNF2|6045	505.1195
RNF31|55072	1132.2897	RNF31|55072	715.8703
RNF32|140545	36.2538	RNF32|140545	33.7031
RNF34|80196	1152.5735	RNF34|80196	447.7176
RNF38|152006	1240.3186	RNF38|152006	2141.6382
RNF39|80352	143.5503	RNF39|80352	528.1569999999999
RNF40|9810	1620.4339	RNF40|9810	1588.3106
RNF41|10193	1633.6171	RNF41|10193	1951.3652
RNF43|54894	756.2025	lowly_expressed	lowly_expressed
RNF44|22838	1192.7126	RNF44|22838	666.8089
RNF4|6047	1916.3234	RNF4|6047	1111.7747
RNF5P1|286140	165.1561	RNF5P1|286140	75.0853
RNF5|6048	1227.8678	RNF5|6048	606.2287
RNF6|6049	1229.3326	RNF6|6049	983.7884
RNF7|9616	992.0352	RNF7|9616	959.8976
RNF8|9025	331.0446	RNF8|9025	262.372
RNFT1|51136	154.9025	RNFT1|51136	339.5904
RNFT2|84900	68.1132	RNFT2|84900	14.5051
RNGTT|8732	463.9751	RNGTT|8732	380.5461
RNH1|6050	2073.0569	RNH1|6050	2370.7338
RNLS|55328	128.9023	RNLS|55328	217.5768
RNMTL1|55178	240.9594	RNMTL1|55178	272.1843
RNMT|8731	1174.0364	RNMT|8731	1093.0034
RNPC3|55599	149.4095	RNPC3|55599	331.8558
RNPEPL1|57140	1274.3752	RNPEPL1|57140	1944.5392
RNPEP|6051	3526.8699	RNPEP|6051	1318.2594
RNPS1|10921	1988.8309	RNPS1|10921	1577.6451
ROBLD3|28956	863.4989999999999	ROBLD3|28956	419.7952
ROBO1|6091	573.4688	ROBO1|6091	1739.3345
ROBO2|6092	97.7753	ROBO2|6092	20.9044
ROBO3|64221	15.0142	ROBO3|64221	144.6246
ROBO4|54538	295.157	ROBO4|54538	1783.7031
ROCK1|6093	2476.609	ROCK1|6093	2483.7884
ROCK2|9475	582.6238	ROCK2|9475	2100.256
ROD1|9991	3438.2496	ROD1|9991	1825.9386
ROGDI|79641	576.7646	ROGDI|79641	186.4334
ROM1|6094	23.4368	ROM1|6094	57.1672
ROMO1|140823	369.4956	ROMO1|140823	307.1672
ROPN1B|152015	7.324	ROPN1B|152015	64.4198
lowly_expressed	lowly_expressed	ROPN1|54763	40.529
ROR1|4919	44.3102	ROR1|4919	92.5768
ROR2|4920	269.8892	ROR2|4920	199.6587
RORA|6095	467.6371	RORA|6095	600.6826
RORB|6096	144.2827	RORB|6096	99.8294
RORC|6097	1029.3875	RORC|6097	651.8771
lowly_expressed	lowly_expressed	RP1L1|94137	16.6382
RP2|6102	553.694	RP2|6102	380.5461
RP9P|441212	112.4233	RP9P|441212	178.7543
RP9|6100	125.2403	RP9|6100	132.2526
RPA1|6117	2033.8735	RPA1|6117	2686.0068
RPA2|6118	582.99	RPA2|6118	858.7884
RPA3|6119	216.0579	RPA3|6119	221.843
RPAIN|84268	543.7224	RPAIN|84268	591.25
RPAP1|26015	478.2569	lowly_expressed	lowly_expressed
RPAP2|79871	362.904	RPAP2|79871	286.6894
RPAP3|79657	541.2432	lowly_expressed	lowly_expressed
RPE|6120	1010.2536	RPE|6120	581.8003
RPF1|80135	621.441	RPF1|80135	510.6655
RPF2|84154	327.3826	RPF2|84154	345.1365
RPGRIP1L|23322	227.4101	RPGRIP1L|23322	114.7611
lowly_expressed	lowly_expressed	RPGRIP1|57096	6.8259
RPGR|6103	158.5645	RPGR|6103	194.5392
RPH3AL|9501	95.5781	RPH3AL|9501	262.372
RPIA|22934	328.115	RPIA|22934	343.8567
RPL10A|4736	7997.8028	RPL10A|4736	10221.4164
RPL10|6134	10612.7767	RPL10|6134	15046.0708
RPL11|6135	8031.4932	RPL11|6135	20579.7782
RPL12|6136	7469.7427	RPL12|6136	9436.8601
RPL13AP20|387841	18.6762	RPL13AP20|387841	32.4232
RPL13AP3|645683	6.2254	RPL13AP3|645683	6.3993
RPL13A|23521	10955.5983	RPL13A|23521	15495.3072
RPL13P5|283345	7.324	RPL13P5|283345	8.959
RPL13|6137	5818.9142	RPL13|6137	12761.9454
RPL14|9045	5219.4452	RPL14|9045	8319.9659
RPL15|6138	14100.5218	RPL15|6138	20988.4812
RPL17|6139	3816.3398	RPL17|6139	5862.1672
RPL18A|6142	984.7112	RPL18A|6142	1472.2696
RPL18|6141	5830.6326	RPL18|6141	8557.1672
RPL19P12|100129424	38.451	RPL19P12|100129424	68.2594
RPL19|6143	12281.9738	RPL19|6143	16257.2526
lowly_expressed	lowly_expressed	RPL21P44|402176	5.9727
lowly_expressed	lowly_expressed	RPL21|6144	5.5461
RPL22L1|200916	457.3835	RPL22L1|200916	286.2628
RPL22|6146	4906.7106	RPL22|6146	9572.5256
RPL23AP53|644128	201.7761	RPL23AP53|644128	238.9078
RPL23AP7|118433	42.4792	RPL23AP7|118433	56.7406
RPL23AP82|284942	70.6766	RPL23AP82|284942	158.7031
RPL23A|6147	1895.0838	RPL23A|6147	3861.3481
RPL23P8|222901	111.3247	RPL23P8|222901	119.0273
RPL23|9349	7902.2247	RPL23|9349	13621.587
RPL24|6152	5368.1223	RPL24|6152	8731.2287
RPL26L1|51121	211.2973	RPL26L1|51121	138.6519
RPL26|6154	6569.2575	RPL26|6154	13642.0648
RPL27A|6157	6617.2297	RPL27A|6157	9747.4403
RPL27|6155	3594.9831	RPL27|6155	10080.2048
RPL28|6158	3763.8012	RPL28|6158	5069.1126
RPL29|6159	3617.6874	RPL29|6159	11104.0956
RPL30|6156	5685.6175	RPL30|6156	13147.1843
RPL31|6160	6381.3971	RPL31|6160	10813.5666
RPL32P3|132241	147.6737	RPL32P3|132241	169.5691
RPL32|6161	8018.31	RPL32|6161	17189.4198
RPL34|6164	4031.8594	RPL34|6164	8564.4198
RPL35A|6165	5149.8673	RPL35A|6165	10088.3106
RPL35|11224	2709.512	RPL35|11224	5363.9078
RPL36AL|6166	1614.2086	RPL36AL|6166	2753.8396
RPL36A|6173	39.5496	RPL36A|6173	32.4232
RPL36|25873	3762.7026	RPL36|25873	5236.3481
RPL37A|6168	4493.2711	RPL37A|6168	15057.1672
RPL37|6167	4947.3588	RPL37|6167	10003.413
RPL38|6169	2117.367	RPL38|6169	5432.1672
RPL39L|116832	190.4239	RPL39L|116832	103.6689
RPL39|6170	361.8054	RPL39|6170	675.3413
RPL3|6122	31030.6692	RPL3|6122	35510.6655
RPL41|6171	12858.7384	RPL41|6171	15584.0444
RPL4|6124	20197.0155	RPL4|6124	32627.9863
RPL5|6125	11412.6156	RPL5|6125	23032.8498
RPL6|6128	6858.5553	RPL6|6128	9731.2287
RPL7A|6130	12012.817	RPL7A|6130	14389.0785
RPL7L1|285855	1550.1236	RPL7L1|285855	1213.7372
RPL7|6129	1178.4308	RPL7|6129	2237.2014
RPL8|6132	11961.1828	RPL8|6132	16145.4778
RPL9|6133	2306.6923	RPL9|6133	6185.5802
RPLP0P2|113157	28.1974	RPLP0P2|113157	9.3857
RPLP0|6175	19733.7728	RPLP0|6175	17318.2594
RPLP1|6176	14594.5253	RPLP1|6176	15506.8259
RPLP2|6181	4472.0315	RPLP2|6181	18873.2935
RPN1|6184	5410.6015	RPN1|6184	3652.7304
RPN2|6185	5431.4749	RPN2|6185	3868.5922
RPP14|11102	325.9178	RPP14|11102	604.5222
RPP21|79897	167.3533	RPP21|79897	159.599
RPP25|54913	220.8185	RPP25|54913	73.8055
RPP30|10556	403.9183	RPP30|10556	421.5017
RPP38|10557	299.5514	RPP38|10557	220.9898
RPP40|10799	171.0153	RPP40|10799	74.6587
RPPH1|85495	10.2536	RPPH1|85495	20.9044
RPRD1A|55197	1750.8011	RPRD1A|55197	1520.4778
RPRD1B|58490	806.7381	RPRD1B|58490	800.3413
RPRD2|23248	3084.5006	RPRD2|23248	2067.8328
RPS10P7|376693	98.5077	RPS10P7|376693	54.1809
RPS10|6204	5087.2471	RPS10|6204	4860.4949
RPS11|6205	13287.1922	RPS11|6205	20730.802
RPS12|6206	9252.7694	RPS12|6206	16084.0444
RPS13|6207	4137.6911	RPS13|6207	8999.1468
RPS14|6208	7876.5907	RPS14|6208	14946.6724
RPS15AP10|728963	6.5916	lowly_expressed	lowly_expressed
RPS15A|6210	5774.9702	RPS15A|6210	11133.5324
RPS15|6209	1651.9271	RPS15|6209	2415.9556
RPS16|6217	5334.4319	RPS16|6217	10144.198
RPS17|6218	8120.1135	RPS17|6218	10204.3515
RPS18|6222	20762.0617	RPS18|6222	23785.4096
RPS19BP1|91582	740.0897	RPS19BP1|91582	586.6041
RPS19|6223	6339.6503	RPS19|6223	7591.7235
RPS20|6224	6826.3298	RPS20|6224	23054.6075
RPS21|6227	1308.0655	RPS21|6227	2694.1126
RPS23|6228	7452.8976	RPS23|6228	12214.1638
RPS24|6229	11503.0669	RPS24|6229	15172.3549
RPS25|6230	3018.2184	RPS25|6230	11140.3584
RPS26|6231	320.0586	RPS26|6231	203.0717
RPS27A|6233	5204.0648	RPS27A|6233	10880.5461
RPS27L|51065	585.1872	RPS27L|51065	1418.5154
RPS27|6232	94.8457	RPS27|6232	1383.9589999999998
RPS28|6234	210.5649	RPS28|6234	412.116
RPS29|6235	2843.5412	RPS29|6235	5420.2218
lowly_expressed	lowly_expressed	RPS2P32|256355	20.9044
RPS2|6187	7580.3351	RPS2|6187	7857.9352
RPS3A|6189	4296.988	RPS3A|6189	7266.6382
RPS3|6188	18347.3405	RPS3|6188	15507.6792
RPS4X|6191	28300.65	RPS4X|6191	36282.8498
RPS5|6193	5926.5769	RPS5|6193	8901.4505
RPS6KA1|6195	1306.2346	RPS6KA1|6195	404.4369
RPS6KA2|6196	1030.8523	RPS6KA2|6196	1670.2218
RPS6KA3|6197	1026.8241	RPS6KA3|6197	1641.2116
RPS6KA4|8986	295.157	RPS6KA4|8986	436.4334
RPS6KA5|9252	440.5383	RPS6KA5|9252	317.4061
RPS6KA6|27330	145.0151	RPS6KA6|27330	66.9795
RPS6KB1|6198	757.3011	RPS6KB1|6198	1215.0171
RPS6KB2|6199	280.509	RPS6KB2|6199	354.0956
RPS6KC1|26750	1078.8245	RPS6KC1|26750	665.529
RPS6KL1|83694	68.1132	RPS6KL1|83694	43.942
RPS6|6194	16919.5276	RPS6|6194	29826.3652
RPS7|6201	3302.7557	RPS7|6201	6212.884
RPS8|6202	10465.2568	RPS8|6202	17163.3959
RPS9|6203	5368.8547	RPS9|6203	9790.9556
RPSAP58|388524	6227.227	RPSAP58|388524	5080.2048
RPSAP9|653162	15.0142	RPSAP9|653162	20.0512
RPSA|3921	4876.6822	RPSA|3921	4204.7782
RPTOR|57521	586.2822	RPTOR|57521	880.5461
RPUSD1|113000	246.0862	RPUSD1|113000	179.6075
RPUSD2|27079	140.2545	RPUSD2|27079	131.3993
RPUSD3|285367	388.1717	RPUSD3|285367	387.7986
RPUSD4|84881	241.6918	RPUSD4|84881	657.4232
RQCD1|9125	314.1994	RQCD1|9125	166.3823
RRAD|6236	5.8592	RRAD|6236	46.5017
RRAGA|10670	1706.1247	RRAGA|10670	1953.4983
RRAGB|10325	238.396	RRAGB|10325	401.8771
RRAGC|64121	323.7206	RRAGC|64121	864.7611
RRAGD|58528	118.6487	RRAGD|58528	1312.2867
RRAS2|22800	203.6071	RRAS2|22800	701.7918
RRAS|6237	368.0308	RRAS|6237	1717.1502
RRBP1|6238	4776.7097	RRBP1|6238	2209.8976
RREB1|6239	1784.4914	RREB1|6239	1657.8498
RRM1|6240	3204.9803	RRM1|6240	1621.5870000000002
RRM2B|50484	854.3439999999999	RRM2B|50484	933.0205
RRM2|6241	1593.3352	RRM2|6241	12.372
RRN3P2|653390	6.9578	RRN3P2|653390	8.959
RRN3P3|100131998	47.02	RRN3P3|100131998	85.9727
RRN3|54700	1546.0954	RRN3|54700	1308.8737
RRP12|23223	905.612	RRP12|23223	301.6212
RRP15|51018	854.3439999999999	RRP15|51018	511.0922
RRP1B|23076	1166.7124	RRP1B|23076	945.8191
RRP1|8568	364.0026	RRP1|8568	244.8805
RRP7A|27341	1003.3873	RRP7A|27341	475.6826
RRP7B|91695	176.5559	RRP7B|91695	75.6442
RRP8|23378	312.3684	RRP8|23378	247.0137
RRP9|9136	168.8181	RRP9|9136	184.727
RRS1|23212	290.3964	RRS1|23212	166.3823
RSAD1|55316	511.2149	RSAD1|55316	631.8259
RSAD2|91543	425.1579	RSAD2|91543	265.785
RSBN1L|222194	744.3779	RSBN1L|222194	555.0896
RSBN1|54665	572.3702	RSBN1|54665	827.6451
RSC1A1|6248	349.1458	RSC1A1|6248	463.7415
RSF1|51773	2710.2444	RSF1|51773	1124.5734
RSL1D1|26156	3354.0236	RSL1D1|26156	4965.8703
RSL24D1|51187	2437.4256	RSL24D1|51187	2472.2696
RSPH1|89765	82.0287	RSPH1|89765	17.9181
RSPH3|83861	330.3122	RSPH3|83861	171.5017
RSPH4A|345895	13.5494	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RSPH9|221421	8.5324
RSPO1|284654	8.0564	RSPO1|284654	30.7167
RSPO3|84870	45.4088	RSPO3|84870	1656.57
lowly_expressed	lowly_expressed	RSPO4|343637	8.959
RSPRY1|89970	445.6651	RSPRY1|89970	443.2594
RSRC1|51319	307.974	RSRC1|51319	276.0239
RSRC2|65117	2184.0154	RSRC2|65117	1418.0887
RSU1|6251	1406.9395	RSU1|6251	2110.4949
RTCD1|8634	590.6802	RTCD1|8634	720.5631
RTEL1|51750	363.4313	RTEL1|51750	288.0631
RTF1|23168	2663.0047	RTF1|23168	1932.1672
RTKN2|219790	578.5956	RTKN2|219790	31.57
RTKN|6242	659.5258	RTKN|6242	261.9454
RTN1|6252	88.9865	RTN1|6252	950.5119
RTN2|6253	194.0859	RTN2|6253	201.3652
RTN3|10313	1594.8	RTN3|10313	10896.7577
RTN4IP1|84816	140.9869	RTN4IP1|84816	138.2253
RTN4RL1|146760	92.6485	RTN4RL1|146760	389.9317
RTN4RL2|349667	12.4508	RTN4RL2|349667	14.9317
RTN4R|65078	88.6203	RTN4R|65078	20.0512
RTN4|57142	5265.2202	RTN4|57142	12694.9659
RTP4|64108	75.071	RTP4|64108	98.1229
RTTN|25914	355.9462	RTTN|25914	311.4334
RUFY1|80230	1148.4025	RUFY1|80230	1004.2662
RUFY2|55680	450.0595	RUFY2|55680	424.0614
RUFY3|22902	856.9074	RUFY3|22902	776.8771
RUFY4|285180	7.324	lowly_expressed	lowly_expressed
RUNDC1|146923	1151.3321	RUNDC1|146923	796.5017
RUNDC2A|84127	77.6343	RUNDC2A|84127	106.6553
RUNDC2C|440352	32.5149	RUNDC2C|440352	38.4727
RUNDC3B|154661	16.479	RUNDC3B|154661	110.4949
RUNX1T1|862	25.2678	RUNX1T1|862	194.1126
RUNX1|861	2272.6357	RUNX1|861	2378.8396
RUNX2|860	284.5372	RUNX2|860	92.1502
RUNX3|864	268.0582	RUNX3|864	317.4061
RUSC1|23623	1980.0421	RUSC1|23623	365.6143
RUSC2|9853	459.5807	RUSC2|9853	1056.7406
RUVBL1|8607	929.4846	RUVBL1|8607	399.5691
RUVBL2|10856	1362.6293	RUVBL2|10856	756.8259
RWDD1|51389	1039.6411	RWDD1|51389	1473.1229
RWDD2A|112611	161.8603	RWDD2A|112611	133.5324
RWDD2B|10069	318.96	RWDD2B|10069	517.9181
RWDD3|25950	164.0575	RWDD3|25950	252.1928
RWDD4A|201965	569.0744	RWDD4A|201965	538.8225
RXRA|6256	2858.5553	RXRA|6256	4141.2116
RXRB|6257	1419.3903	RXRB|6257	979.0956
lowly_expressed	lowly_expressed	RXRG|6258	66.1263
RYBP|23429	1440.9961	RYBP|23429	1379.6928
RYK|6259	1380.2069	RYK|6259	1934.3003
RYR1|6261	8.7888	RYR1|6261	198.8055
RYR2|6262	8.7888	RYR2|6262	19.6246
RYR3|6263	6.9578	RYR3|6263	77.6451
S100A10|6281	1683.0541	S100A10|6281	2729.9488
S100A11|6282	13655.2229	S100A11|6282	3233.7884
S100A13|6284	3881.7175	S100A13|6284	1959.0444
S100A14|57402	10673.9907	S100A14|57402	401.8771
S100A16|140576	13861.7596	S100A16|140576	1686.8601
S100A1|6271	3575.9407	S100A1|6271	3561.0068
S100A2|6273	9.8874	S100A2|6273	20.0512
S100A3|6274	5.1268	lowly_expressed	lowly_expressed
S100A4|6275	541.9756	S100A4|6275	870.7338
S100A6|6277	12286.3682	S100A6|6277	6634.8123
S100A8|6279	8.7888	S100A8|6279	21.3311
S100A9|6280	35.1552	S100A9|6280	84.471
S100B|6285	54.93	S100B|6285	2895.0512
S100PBP|64766	567.2434	S100PBP|64766	529.0102
S100P|6286	122.6769	lowly_expressed	lowly_expressed
S1PR1|1901	238.0298	S1PR1|1901	1625.0
S1PR2|9294	205.0719	S1PR2|9294	214.1638
S1PR3|1903	644.5116	S1PR3|1903	650.5546
S1PR4|8698	8.4226	S1PR4|8698	23.0375
S1PR5|53637	10.2536	S1PR5|53637	30.7167
SAA1|6288	307.6078	SAA1|6288	24955.6314
SAA2|6289	68.1132	SAA2|6289	10062.7133
lowly_expressed	lowly_expressed	SAA4|6291	109.6416
SAAL1|113174	226.6777	SAAL1|113174	102.3891
SAC3D1|29901	100.7049	SAC3D1|29901	117.3208
SACM1L|22908	796.4845	SACM1L|22908	1348.9761
SACS|26278	546.37	SACS|26278	748.7201
SAE1|10055	1958.4363	SAE1|10055	1421.9283
SAFB2|9667	1147.6701	SAFB2|9667	925.7679
SAFB|6294	1900.943	SAFB|6294	1205.6314
SALL1|6299	35.8876	SALL1|6299	22.6109
SALL2|6297	1540.9686	SALL2|6297	516.6382
SALL4|57167	27.465	lowly_expressed	lowly_expressed
SAMD10|140700	100.7049	SAMD10|140700	65.6997
SAMD11|148398	88.8071	SAMD11|148398	14.023
SAMD12|401474	744.1179	SAMD12|401474	288.3959
lowly_expressed	lowly_expressed	SAMD13|148418	26.4505
SAMD14|201191	8.7888	lowly_expressed	lowly_expressed
SAMD1|90378	203.2409	SAMD1|90378	177.90099999999998
SAMD3|154075	31.8594	SAMD3|154075	9.3857
SAMD4A|23034	169.9167	SAMD4A|23034	629.2662
SAMD4B|55095	1771.6744	SAMD4B|55095	1396.3311
SAMD5|389432	178.3393	SAMD5|389432	901.4505
SAMD8|142891	153.0715	SAMD8|142891	363.4812
SAMD9L|219285	911.105	SAMD9L|219285	756.8259
SAMD9|54809	318.96	SAMD9|54809	434.3003
SAMHD1|25939	1083.1054	SAMHD1|25939	610.7722
SAMM50|25813	1053.5494	SAMM50|25813	1716.7235
SAMSN1|64092	143.9165	SAMSN1|64092	48.2082
SAP130|79595	723.6107	SAP130|79595	689.8464
SAP18|10284	2546.1869	SAP18|10284	2703.9249
SAP30BP|29115	804.1747	SAP30BP|29115	938.1399
SAP30L|79685	1340.2911	SAP30L|79685	1800.7679
SAP30|8819	332.1432	SAP30|8819	78.4983
SAPS1|22870	2112.6064	SAPS1|22870	1053.3276
SAPS2|9701	1167.4448	SAPS2|9701	1223.1229
SAPS3|55291	1293.7838	SAPS3|55291	2234.6416
SAR1A|56681	3080.1062	SAR1A|56681	3571.2457
SAR1B|51128	692.8499	SAR1B|51128	524.3174
SARDH|1757	235.4664	SARDH|1757	58.8737
SARM1|23098	620.7342	SARM1|23098	260.4394
SARNP|84324	1018.3027	SARNP|84324	600.6783
SARS2|54938	236.4332	SARS2|54938	218.43
SARS|6301	1598.4620000000002	SARS|6301	2639.0785
SART1|9092	538.6798	SART1|9092	754.2662
SART3|9733	1719.6741	SART3|9733	1055.8874
SASH1|23328	1670.9695	SASH1|23328	3050.3413
SASH3|54440	198.8465	SASH3|54440	91.2969
SASS6|163786	267.3258	SASS6|163786	143.3447
SAT1|6303	2521.2854	SAT1|6303	2776.0239
SAT2|112483	401.3549	SAT2|112483	1089.1638
SATB1|6304	168.4519	SATB1|6304	1289.2491
SATB2|23314	54.5638	SATB2|23314	225.25599999999997
SATL1|340562	25.2678	SATL1|340562	37.5427
SAV1|60485	605.6944	SAV1|60485	1795.2218
SBDSP1|155370	491.0739	SBDSP1|155370	662.1160000000001
SBDS|51119	1072.2329	SBDS|51119	3899.744
SBF1|6305	1102.9937	SBF1|6305	1710.7509
SBF2|81846	2026.154	SBF2|81846	2612.8541
SBK1|388228	1237.7552	SBK1|388228	84.471
SBNO1|55206	1169.642	SBNO1|55206	745.3072
SBNO2|22904	2037.1693	SBNO2|22904	980.3754
SC4MOL|6307	760.9631	SC4MOL|6307	566.5529
SC5DL|6309	641.9482	SC5DL|6309	1859.6416
SC65|10609	933.077	SC65|10609	141.2116
SCAF1|58506	1356.4039	SCAF1|58506	931.7406
SCAI|286205	255.6074	SCAI|286205	601.1092
SCAMP1|9522	2262.0159	SCAMP1|9522	1565.6997
SCAMP2|10066	1783.759	SCAMP2|10066	1791.3823
SCAMP3|10067	1701.3641	SCAMP3|10067	925.3413
SCAMP4|113178	1200.4028	SCAMP4|113178	1101.1092
SCAMP5|192683	388.1717	SCAMP5|192683	144.6246
SCAND1|51282	255.2412	SCAND1|51282	263.6519
SCAND2|54581	294.0584	SCAND2|54581	311.4334
SCAND3|114821	255.6074	SCAND3|114821	106.2287
SCAPER|49855	302.1148	SCAPER|49855	681.314
SCAP|22937	883.9147	SCAP|22937	1782.9181
SCARA3|51435	501.6937	SCARA3|51435	539.2491
SCARA5|286133	8.7888	SCARA5|286133	240.6143
SCARB1|949	383.7774	SCARB1|949	2073.3788
SCARB2|950	7566.7857	SCARB2|950	8580.6314
SCARF1|8578	146.8461	SCARF1|8578	396.3311
SCARF2|91179	160.0293	SCARF2|91179	140.3584
lowly_expressed	lowly_expressed	SCARNA17|677769	6.8259
lowly_expressed	lowly_expressed	SCARNA9|619383	8.1058
SCCPDH|51097	1319.0515	SCCPDH|51097	1354.0956
SCD5|79966	303.5796	SCD5|79966	413.8225
SCD|6319	2546.9193	SCD|6319	217851.9625
lowly_expressed	lowly_expressed	SCEL|8796	83.6177
SCFD1|23256	951.0208	SCFD1|23256	1034.5563
SCFD2|152579	525.4967	SCFD2|152579	279.4369
SCG2|7857	19.7748	lowly_expressed	lowly_expressed
SCG5|6447	43.943999999999996	SCG5|6447	43.0887
SCGB1D2|10647	5751.1673	SCGB1D2|10647	506.8259
SCGB2A1|4246	755.8363	SCGB2A1|4246	27.7304
SCGB2A2|4250	119707.4064	SCGB2A2|4250	3500.4266
lowly_expressed	lowly_expressed	SCGB3A1|92304	16.2116
SCGN|10590	100.3387	SCGN|10590	11.5188
SCHIP1|29970	83.1273	SCHIP1|29970	363.0546
SCIN|85477	17.2114	SCIN|85477	96.4164
SCLT1|132320	234.0016	SCLT1|132320	122.0137
SCLY|51540	220.4523	SCLY|51540	135.2389
SCMH1|22955	909.6402	SCMH1|22955	1602.8157
SCML1|6322	26.7326	SCML1|6322	290.9556
SCML2|10389	47.9722	SCML2|10389	57.5939
SCML4|256380	11.3522	SCML4|256380	18.7713
lowly_expressed	lowly_expressed	SCN11A|11280	28.5836
SCN1A|6323	2248.1003	SCN1A|6323	8.1058
SCN1B|6324	57.4934	SCN1B|6324	97.2696
SCN2A|6326	31.127	SCN2A|6326	567.8328
SCN2B|6327	7.6902	SCN2B|6327	115.1877
SCN3A|6328	8.4226	SCN3A|6328	119.0273
SCN3B|55800	7.324	SCN3B|55800	52.901
SCN4A|6329	26.7326	SCN4A|6329	936.8601
SCN4B|6330	84.9583	SCN4B|6330	1310.5802
SCN7A|6332	5.492999999999999	SCN7A|6332	225.25599999999997
SCN8A|6334	115.7191	lowly_expressed	lowly_expressed
SCN9A|6335	6.5916	SCN9A|6335	157.8498
SCNM1|79005	422.9607	SCNM1|79005	255.5461
SCNN1A|6337	1676.0963	SCNN1A|6337	910.4096
SCNN1B|6338	16.8452	SCNN1B|6338	333.1911
SCNN1D|6339	7.324	SCNN1D|6339	28.156999999999996
SCNN1G|6340	6.2254	SCNN1G|6340	66.1263
SCO1|6341	458.1159	SCO1|6341	537.116
SCO2|9997	283.8048	SCO2|9997	193.68599999999998
SCOC|60592	2370.7773	SCOC|60592	1588.3106
SCP2|6342	2303.0303	SCP2|6342	5563.1399
SCPEP1|59342	821.0199	SCPEP1|59342	3046.5017
lowly_expressed	lowly_expressed	SCRG1|11341	53.3276
SCRIB|23513	1317.5867	SCRIB|23513	757.6792
