gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
CCDC109B|55013	513.0459	CCDC109B|55013	98.1229
CCDC110|256309	73.24	CCDC110|256309	37.116
CCDC111|201973	134.3624	CCDC111|201973	281.8814
CCDC112|153733	323.3544	CCDC112|153733	197.9522
CCDC113|29070	362.5378	CCDC113|29070	190.6997
lowly_expressed	lowly_expressed	CCDC114|93233	7.2526
CCDC115|84317	877.0484	CCDC115|84317	875.4266
lowly_expressed	lowly_expressed	CCDC116|164592	5.9727
CCDC117|150275	1059.0497	CCDC117|150275	848.1229
CCDC11|220136	11.3522	CCDC11|220136	14.9317
CCDC120|90060	432.4819	CCDC120|90060	247.8669
CCDC121|79635	110.2261	CCDC121|79635	195.8191
CCDC122|160857	90.0851	CCDC122|160857	75.9386
CCDC123|84902	616.6804	CCDC123|84902	350.256
CCDC124|115098	460.3131	CCDC124|115098	445.8191
CCDC125|202243	1360.0659	CCDC125|202243	452.2184
CCDC126|90693	300.2838	CCDC126|90693	264.5051
CCDC127|133957	339.8334	CCDC127|133957	357.0819
CCDC129|223075	320.791	CCDC129|223075	38.8225
CCDC12|151903	219.3537	CCDC12|151903	273.0375
CCDC130|81576	258.53700000000003	CCDC130|81576	241.8942
CCDC132|55610	1521.1938	CCDC132|55610	606.2287
CCDC134|79879	88.2541	CCDC134|79879	33.7031
CCDC136|64753	26.3664	CCDC136|64753	48.6348
CCDC137|339230	265.861	CCDC137|339230	189.4198
CCDC138|165055	20.141	CCDC138|165055	35.4096
lowly_expressed	lowly_expressed	CCDC13|152206	5.9727
CCDC141|285025	7.324	CCDC141|285025	26.8771
CCDC142|84865	253.044	CCDC142|84865	123.4642
CCDC144A|9720	73.6098	CCDC144A|9720	60.6101
CCDC144B|284047	91.0995	CCDC144B|284047	100.0
CCDC144C|348254	7.6902	CCDC144C|348254	6.3993
lowly_expressed	lowly_expressed	CCDC144NL|339184	5.9727
CCDC146|57639	125.2403	CCDC146|57639	206.9113
lowly_expressed	lowly_expressed	CCDC147|159686	15.3584
CCDC148|130940	20.5072	CCDC148|130940	18.7713
CCDC149|91050	997.8944	CCDC149|91050	468.0034
CCDC14|64770	1062.7117	CCDC14|64770	787.5427
CCDC150|284992	28.5636	lowly_expressed	lowly_expressed
CCDC152|100129792	22.9131	CCDC152|100129792	214.8592
CCDC153|283152	5.1268	CCDC153|283152	10.6655
CCDC157|550631	41.0217	CCDC157|550631	14.936
CCDC158|339965	12.0846	CCDC158|339965	61.0068
CCDC159|126075	71.40899999999999	CCDC159|126075	106.6553
CCDC15|80071	43.943999999999996	CCDC15|80071	60.5802
CCDC160|347475	340.93199999999996	CCDC160|347475	20.9044
CCDC163P|126661	7.6902	CCDC163P|126661	6.8259
lowly_expressed	lowly_expressed	CCDC17|149483	6.3993
CCDC18|343099	108.0546	CCDC18|343099	105.384
CCDC19|25790	70.6766	lowly_expressed	lowly_expressed
CCDC21|64793	428.8199	CCDC21|64793	173.2082
CCDC22|28952	553.445	CCDC22|28952	309.6459
CCDC23|374969	135.4939	CCDC23|374969	384.8123
CCDC24|149473	163.5704	CCDC24|149473	96.4164
CCDC25|55246	873.3864	CCDC25|55246	1114.3345
CCDC28A|25901	451.1581	CCDC28A|25901	526.4505
CCDC28B|79140	20.5072	CCDC28B|79140	21.7577
CCDC30|728621	96.3105	CCDC30|728621	87.0307
CCDC34|91057	213.4945	CCDC34|91057	348.1229
CCDC36|339834	6.5916	CCDC36|339834	112.2014
CCDC39|339829	28.9298	CCDC39|339829	23.3063
CCDC3|83643	181.2689	CCDC3|83643	4674.4881
CCDC40|55036	202.8747	CCDC40|55036	80.2048
CCDC41|51134	135.4939	CCDC41|51134	147.6109
CCDC43|124808	611.9198	CCDC43|124808	325.5119
CCDC45|90799	340.93199999999996	CCDC45|90799	500.0
CCDC46|201134	52.3666	CCDC46|201134	496.1604
CCDC47|57003	1857.7314	CCDC47|57003	2673.6348
CCDC48|79825	28.5636	CCDC48|79825	38.8225
CCDC50|152137	1364.8265	CCDC50|152137	4691.5529
CCDC51|79714	136.2263	CCDC51|79714	204.3515
CCDC52|152185	591.7788	CCDC52|152185	356.2287
CCDC53|51019	296.6218	CCDC53|51019	426.1945
CCDC55|84081	793.9211	CCDC55|84081	876.7065
CCDC56|28958	705.7878	CCDC56|28958	697.6877
CCDC57|284001	312.0022	CCDC57|284001	264.0785
CCDC58|131076	231.8044	CCDC58|131076	129.2662
CCDC59|29080	270.9878	CCDC59|29080	552.901
CCDC61|729440	75.8034	CCDC61|729440	98.9761
CCDC64B|146439	317.8614	CCDC64B|146439	151.0239
CCDC64|92558	336.1714	CCDC64|92558	23.8908
CCDC65|85478	19.0424	CCDC65|85478	5.1195
CCDC66|285331	162.1752	CCDC66|285331	306.9113
CCDC68|80323	119.3811	CCDC68|80323	188.5666
CCDC69|26112	291.495	CCDC69|26112	5871.1604
CCDC6|8030	3600.1099	CCDC6|8030	2200.0853
CCDC71|64925	321.1572	CCDC71|64925	399.744
CCDC72|51372	484.4823	CCDC72|51372	735.9215
CCDC73|493860	25.3081	CCDC73|493860	46.2031
CCDC74A|90557	603.4972	CCDC74A|90557	101.1092
CCDC74B|91409	122.3107	CCDC74B|91409	26.4505
CCDC75|253635	123.7755	CCDC75|253635	438.9932
CCDC76|54482	199.8279	CCDC76|54482	232.3848
CCDC77|84318	191.5225	CCDC77|84318	160.9556
CCDC78|124093	14.648	lowly_expressed	lowly_expressed
CCDC7|221016	30.2701	CCDC7|221016	55.1664
CCDC80|151887	2121.029	CCDC80|151887	5271.3311
CCDC82|79780	97.4091	lowly_expressed	lowly_expressed
CCDC84|338657	31.4932	CCDC84|338657	76.3652
CCDC85A|114800	16.8452	CCDC85A|114800	488.349
CCDC85B|11007	47.606	CCDC85B|11007	137.7986
CCDC85C|317762	1045.5809	CCDC85C|317762	480.1067
CCDC86|79080	212.02599999999998	CCDC86|79080	290.7167
CCDC87|55231	30.0284	CCDC87|55231	13.6519
CCDC88A|55704	370.228	lowly_expressed	lowly_expressed
CCDC88B|283234	94.4795	CCDC88B|283234	46.9283
CCDC88C|440193	2226.8608	CCDC88C|440193	600.256
CCDC89|220388	8.4226	CCDC89|220388	27.7304
CCDC8|83987	164.4237	CCDC8|83987	1056.3139999999999
CCDC90A|63933	294.4246	CCDC90A|63933	504.6928
CCDC90B|60492	406.4817	CCDC90B|60492	805.0171
CCDC91|55297	620.3424	CCDC91|55297	584.471
CCDC92|80212	738.9911	CCDC92|80212	1479.9488
CCDC93|54520	1102.2613	CCDC93|54520	1159.1297
CCDC94|55702	328.115	CCDC94|55702	239.7611
CCDC96|257236	125.6065	CCDC96|257236	50.7679
CCDC97|90324	1182.0928	CCDC97|90324	755.1195
CCDC99|54908	343.8616	CCDC99|54908	135.6655
CCDC9|26093	345.3264	CCDC9|26093	219.7099
CCHCR1|54535	433.2143	CCHCR1|54535	284.9829
CCIN|881	6.2254	lowly_expressed	lowly_expressed
CCL11|6356	32.5918	lowly_expressed	lowly_expressed
CCL13|6357	34.0566	CCL13|6357	21.3311
CCL14|6358	30.7608	CCL14|6358	2038.7799
CCL15|6359	5.1268	lowly_expressed	lowly_expressed
CCL18|6362	16.479	CCL18|6362	6.3993
CCL19|6363	109.1275	CCL19|6363	28.5836
CCL21|6366	149.0433	CCL21|6366	278.5836
CCL22|6367	196.6493	CCL22|6367	25.5973
lowly_expressed	lowly_expressed	CCL24|6369	8.959
CCL28|56477	24.5354	CCL28|56477	658.7031
CCL2|6347	305.4106	CCL2|6347	538.3959
CCL3L1|6349	14.1133	CCL3L1|6349	38.1655
CCL3|6348	66.2822	CCL3|6348	138.6519
CCL4L2|388372	49.8032	CCL4L2|388372	40.529
CCL4|6351	90.8175	CCL4|6351	126.2799
CCL5|6352	373.5238	CCL5|6352	260.6655
CCL8|6355	70.3104	CCL8|6355	73.3788
CCM2|83605	502.4261	CCM2|83605	796.5017
lowly_expressed	lowly_expressed	CCNA1|8900	7.6792
CCNA2|890	840.4321	CCNA2|890	25.3584
CCNB1IP1|57820	595.0746	CCNB1IP1|57820	694.5392
CCNB1|891	1489.7006	CCNB1|891	109.215
CCNB2|9133	570.5392	CCNB2|9133	8.959
CCNB3|85417	31.4932	CCNB3|85417	35.4096
CCNC|892	1566.6026	CCNC|892	1306.7406
CCND1|595	9265.2202	CCND1|595	1954.4539
CCND2|894	487.4119	CCND2|894	1005.9727
CCND3|896	907.443	CCND3|896	1518.3447
CCNDBP1|23582	1129.3601	CCNDBP1|23582	1463.3106
CCNE1|898	116.4515	CCNE1|898	15.3584
CCNE2|9134	307.8495	CCNE2|9134	37.1416
CCNF|899	353.3828	CCNF|899	278.5836
CCNG1|900	968.2322	CCNG1|900	5044.3686
CCNG2|901	4622.1734	CCNG2|901	2795.6485
CCNH|902	541.5948	CCNH|902	882.7858
lowly_expressed	lowly_expressed	CCNI2|645121	5.7978
CCNI|10983	7036.5284	CCNI|10983	8188.1399
CCNJL|79616	93.3809	CCNJL|79616	84.8976
CCNJ|54619	208.0015	CCNJ|54619	143.7713
CCNK|8812	783.2207	CCNK|8812	672.6237
CCNL1|57018	856.5412	CCNL1|57018	1891.2116
CCNL2|81669	925.753	CCNL2|81669	1374.5734
CCNO|10309	373.1576	CCNO|10309	34.9829
CCNT1|904	346.0588	CCNT1|904	291.3823
CCNT2|905	940.4010000000001	CCNT2|905	875.4266
CCNYL1|151195	504.6233	CCNYL1|151195	503.8396
CCNY|219771	1271.0794	CCNY|219771	1826.3652
CCPG1|9236	3238.7586	CCPG1|9236	3109.4667
lowly_expressed	lowly_expressed	CCR10|2826	60.1536
CCR1|1230	157.0997	CCR1|1230	61.4334
CCR2|729230	52.0004	CCR2|729230	31.9966
CCR4|1233	47.9722	lowly_expressed	lowly_expressed
CCR5|1234	160.3955	CCR5|1234	53.7543
CCR6|1235	111.2075	CCR6|1235	27.0307
CCR7|1236	63.7188	CCR7|1236	12.7986
CCR8|1237	13.1832	lowly_expressed	lowly_expressed
CCRL1|51554	42.8454	CCRL1|51554	106.2287
CCRL2|9034	35.1552	CCRL2|9034	127.9863
CCRN4L|25819	101.8035	CCRN4L|25819	98.9761
CCS|9973	204.3395	CCS|9973	305.4608
CCT2|10576	3364.6434	CCT2|10576	1859.215
CCT3|7203	5779.7308	CCT3|7203	2980.802
CCT4|10575	3556.8983	CCT4|10575	3707.3379
CCT5|22948	5643.5045	CCT5|22948	2741.0409999999997
CCT6A|908	5227.1354	CCT6A|908	2631.8259
CCT6B|10693	27.465	CCT6B|10693	99.8294
CCT6P1|643253	65.916	CCT6P1|643253	37.9693
CCT7|10574	5200.0366	CCT7|10574	3548.2082
CCT8|10694	3807.7451	CCT8|10694	2839.1638
CD101|9398	49.0708	CD101|9398	17.0648
CD109|135228	1018.7568	CD109|135228	997.4275
CD14|929	422.5945	CD14|929	837.4573
CD151|977	6868.8089	lowly_expressed	lowly_expressed
CD160|11126	16.479	CD160|11126	9.8123
CD163L1|283316	143.9165	CD163L1|283316	65.273
CD163|9332	209.8325	CD163|9332	259.3857
lowly_expressed	lowly_expressed	CD164L2|388611	37.116
CD164|8763	11946.901000000002	CD164|8763	16405.2901
CD177|57126	7.6902	lowly_expressed	lowly_expressed
CD180|4064	70.6766	CD180|4064	80.2048
CD1A|909	39.9158	lowly_expressed	lowly_expressed
CD1C|911	12.817	CD1C|911	14.5051
CD1D|912	21.6058	lowly_expressed	lowly_expressed
CD1E|913	24.9016	lowly_expressed	lowly_expressed
CD200R1|131450	15.7466	CD200R1|131450	24.744
CD200|4345	188.9591	CD200|4345	673.2082
CD207|50489	52.0004	CD207|50489	16.6382
CD209|30835	21.971999999999998	CD209|30835	136.5188
CD226|10666	19.4086	CD226|10666	14.9317
CD22|933	30.0284	CD22|933	75.9386
CD244|51744	5.1268	CD244|51744	15.785
CD247|919	61.5216	CD247|919	54.1809
CD248|57124	426.9889	CD248|57124	1202.6451
CD24|100133941	37810.8578	CD24|100133941	5601.1092
CD274|29126	41.7468	CD274|29126	32.4232
CD276|80381	2483.2006	CD276|80381	857.9352
CD27|939	47.7744	CD27|939	21.9241
CD28|940	30.7608	CD28|940	29.8635
CD2AP|23607	3375.2632	CD2AP|23607	1500.0
CD2BP2|10421	1653.7581	CD2BP2|10421	935.5802
CD2|914	191.1563	CD2|914	76.3652
CD300A|11314	132.9305	CD300A|11314	61.0068
CD300C|10871	24.1692	CD300C|10871	5.5461
CD300LB|124599	6.2254	CD300LB|124599	5.1195
CD300LF|146722	25.634	CD300LF|146722	8.959
CD300LG|146894	15.0142	CD300LG|146894	4116.041
CD302|9936	328.115	CD302|9936	3646.7577
CD320|51293	219.7199	CD320|51293	462.884
CD33|945	37.3524	CD33|945	33.7031
CD34|947	946.6264	CD34|947	4184.727
CD36|948	878.5132	CD36|948	82537.9693
CD37|951	164.0575	CD37|951	87.884
CD38|952	17.9438	CD38|952	9.8123
CD3D|915	61.5216	CD3D|915	25.5973
CD3EAP|10849	333.9742	CD3EAP|10849	255.9727
CD3E|916	123.4093	CD3E|916	90.0171
CD3G|917	26.3664	CD3G|917	19.198
CD40LG|959	11.3522	CD40LG|959	12.372
CD40|958	209.4663	CD40|958	472.6962
CD44|960	3411.8832	CD44|960	4588.7372
CD46|4179	8620.3424	CD46|4179	6383.5324
CD47|961	576.3984	CD47|961	2146.7577
CD48|962	119.7473	CD48|962	75.9386
CD4|920	744.1179	CD4|920	464.1638
CD52|1043	142.0855	CD52|1043	67.4061
CD53|963	450.0595	CD53|963	190.273
CD55|1604	1585.645	CD55|1604	1247.8669
CD58|965	114.9867	CD58|965	237.628
CD59|966	9039.6411	CD59|966	15206.058
CD5|921	69.9442	CD5|921	19.198
CD63|967	16525.1305	CD63|967	10457.7645
CD68|968	1325.6431	CD68|968	970.9898
CD69|969	79.4653	CD69|969	116.8942
CD6|923	72.5076	CD6|923	40.9556
CD72|971	44.6764	CD72|971	30.7167
CD74|972	53154.994000000006	CD74|972	15120.7338
CD79A|973	25.634	CD79A|973	12.7986
CD79B|974	21.2396	CD79B|974	47.3549
CD7|924	38.8172	CD7|924	28.5836
CD80|941	23.803	lowly_expressed	lowly_expressed
CD81|975	7912.1121	CD81|975	18273.8908
CD82|3732	755.4701	CD82|3732	1097.6962
CD83|9308	238.0298	CD83|9308	308.0205
CD84|8832	127.4375	CD84|8832	41.3823
CD86|942	156.3673	CD86|942	49.9147
CD8A|925	135.8601	CD8A|925	122.8669
CD8B|926	32.2256	CD8B|926	36.6894
CD93|22918	1777.5336	CD93|22918	3770.4778
CD96|10225	143.5503	CD96|10225	114.3345
CD97|976	269.8892	CD97|976	509.3857
CD99L2|83692	992.4014	CD99L2|83692	2924.4881
CD99|4267	1698.0683	CD99|4267	1075.9386
CD9|928	12898.6542	CD9|928	3352.8157
CDADC1|81602	169.9167	CDADC1|81602	302.4744
CDAN1|146059	509.0177	CDAN1|146059	330.6314
CDA|978	27.0988	CDA|978	11.5188
CDC123|8872	1150.3909	CDC123|8872	735.7722
CDC14A|8556	224.8467	CDC14A|8556	283.2765
CDC14B|8555	266.2272	CDC14B|8555	1257.2526
CDC14C|168448	5.1268	CDC14C|168448	20.9044
CDC16|8881	1706.4909	CDC16|8881	1584.8976
CDC20B|166979	56.0286	lowly_expressed	lowly_expressed
CDC20|991	555.525	CDC20|991	9.8123
CDC23|8697	879.9780000000001	CDC23|8697	855.802
CDC25A|993	81.6625	CDC25A|993	26.8771
CDC25B|994	686.6246	CDC25B|994	421.9283
CDC25C|995	154.9025	lowly_expressed	lowly_expressed
CDC26|246184	131.8319	CDC26|246184	116.8942
CDC27|996	1480.5456	CDC27|996	1712.0307
CDC34|997	399.1577	CDC34|997	523.0375
CDC37L1|55664	506.8205	CDC37L1|55664	471.4164
CDC37|11140	2244.0721	CDC37|11140	2109.215
CDC40|51362	818.8227	CDC40|51362	822.5256
CDC42BPA|8476	4962.7392	CDC42BPA|8476	2723.1229
CDC42BPB|9578	4210.9311	lowly_expressed	lowly_expressed
CDC42BPG|55561	138.4235	CDC42BPG|55561	480.80199999999996
CDC42EP1|11135	1081.7541	CDC42EP1|11135	1315.6997
CDC42EP2|10435	272.4526	CDC42EP2|10435	630.1195
CDC42EP3|10602	146.8461	CDC42EP3|10602	907.8498
CDC42EP4|23580	1050.2609	CDC42EP4|23580	2333.6177
CDC42EP5|148170	19.7748	CDC42EP5|148170	52.901
CDC42SE1|56882	7833.6245	CDC42SE1|56882	2140.9642
CDC42SE2|56990	1802.8014	CDC42SE2|56990	1299.0614
CDC42|998	5924.7459	CDC42|998	4762.372
CDC45|8318	205.4381	lowly_expressed	lowly_expressed
CDC5L|988	1642.0397	CDC5L|988	1109.6416
CDC6|990	590.6802	CDC6|990	17.4915
CDC73|79577	2356.1293	CDC73|79577	1350.256
CDC7|8317	208.3677	CDC7|8317	27.7304
CDCA2|157313	298.819	CDCA2|157313	5.5461
CDCA3|83461	234.9794	CDCA3|83461	13.8268
CDCA4|55038	280.8752	CDCA4|55038	116.4676
CDCA5|113130	327.7488	CDCA5|113130	26.8771
CDCA7L|55536	572.6449	CDCA7L|55536	493.1613
CDCA7|83879	158.1983	CDCA7|83879	47.3549
CDCA8|55143	384.1436	CDCA8|55143	22.1843
CDCP1|64866	1855.9004	CDCP1|64866	453.4983
CDH11|1009	2594.8915	CDH11|1009	638.6519
CDH12|1010	22.3382	CDH12|1010	39.6758
CDH13|1012	324.453	CDH13|1012	1130.5461
CDH17|1015	6.2254	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH19|28513	5.1195
CDH1|999	1417.9255	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH20|28316	135.6655
CDH23|64072	24.1692	CDH23|64072	949.6587
CDH24|64403	173.5787	CDH24|64403	55.0341
CDH26|60437	5.1268	CDH26|60437	13.2253
CDH2|1000	105.0993	CDH2|1000	26.4505
CDH3|1001	332.5094	CDH3|1001	1123.2935
CDH5|1003	581.159	CDH5|1003	3473.9761
CDH6|1004	58.592	CDH6|1004	162.5427
CDH8|1006	9.8874	lowly_expressed	lowly_expressed
CDHR1|92211	10.2536	CDHR1|92211	10.6655
lowly_expressed	lowly_expressed	CDHR3|222256	62.3848
CDIPT|10423	1051.3595	CDIPT|10423	1934.3003
CDK10|8558	347.8898	CDK10|8558	401.4505
CDK11A|728642	267.4064	lowly_expressed	lowly_expressed
CDK11B|984	523.5851	lowly_expressed	lowly_expressed
CDK12|51755	2022.5213	CDK12|51755	1344.7099
CDK13|8621	1333.6995	CDK13|8621	1141.2116
CDK14|5218	496.2007	CDK14|5218	759.8123
CDK16|5127	2071.9583	CDK16|5127	1892.9181
CDK17|5128	931.6122	CDK17|5128	732.9352
CDK18|5129	119.7473	CDK18|5129	292.6621
CDK19|23097	1347.8312	CDK19|23097	772.8882
CDK1|983	1050.6271	CDK1|983	70.8191
CDK20|23552	207.2691	CDK20|23552	108.7884
CDK2AP1|8099	4264.3962	CDK2AP1|8099	2073.3788
CDK2AP2|10263	490.7077	CDK2AP2|10263	468.43
CDK2|1017	745.2165	CDK2|1017	413.8225
CDK3|1018	81.2597	CDK3|1018	112.2568
CDK4|1019	2182.5506	CDK4|1019	1462.884
CDK5R1|8851	90.0851	CDK5R1|8851	22.1843
CDK5RAP1|51654	364.735	CDK5RAP1|51654	383.5324
CDK5RAP2|55755	976.2886	CDK5RAP2|55755	895.0512
CDK5RAP3|80279	809.6677	CDK5RAP3|80279	1204.7782
CDK5|1020	225.5791	CDK5|1020	116.041
CDK6|1021	307.2416	CDK6|1021	727.3891
CDK7|1022	673.0752	CDK7|1022	329.3515
CDK8|1024	284.171	CDK8|1024	185.5802
CDK9|1025	1486.0386	CDK9|1025	955.6314
CDKAL1|54901	288.5654	CDKAL1|54901	312.2867
CDKL1|8814	16.479	CDKL1|8814	28.5836
lowly_expressed	lowly_expressed	CDKL2|8999	73.3788
CDKL3|51265	45.0755	CDKL3|51265	49.8336
CDKL5|6792	68.4794	CDKL5|6792	128.41299999999998
CDKN1A|1026	787.6957	CDKN1A|1026	2418.942
CDKN1B|1027	2594.8915	CDKN1B|1027	1985.4949
CDKN1C|1028	43.2116	CDKN1C|1028	2416.3823
CDKN2AIPNL|91368	245.3538	CDKN2AIPNL|91368	393.3447
CDKN2AIP|55602	537.2151	CDKN2AIP|55602	593.43
CDKN2A|1029	45.775	CDKN2A|1029	163.3959
CDKN2B|1030	275.7484	CDKN2B|1030	916.8089
CDKN2C|1031	438.7073	CDKN2C|1031	4319.1126
CDKN2D|1032	161.8603	CDKN2D|1032	134.8123
CDKN3|1033	155.6349	CDKN3|1033	5.1195
CDNF|441549	17.2114	CDNF|441549	121.1604
CDO1|1036	66.6484	CDO1|1036	2543.0887
CDON|50937	583.7224	CDON|50937	1005.1195
CDR1|1038	6.8516	CDR1|1038	389.5094
CDR2L|30850	749.9771	CDR2L|30850	239.7611
CDR2|1039	945.5278	CDR2|1039	482.5085
CDRT4|284040	235.9974	CDRT4|284040	216.3225
CDS1|1040	1518.6304	CDS1|1040	455.2048
CDS2|8760	614.4832	CDS2|8760	1252.5597
CDSN|1041	238.7622	CDSN|1041	25.5973
CDT1|81620	182.0013	CDT1|81620	14.5051
CDV3|55573	2323.1713	CDV3|55573	5819.9659
CDX1|1044	7.6902	lowly_expressed	lowly_expressed
CDYL2|124359	505.3557	CDYL2|124359	132.2526
CDYL|9425	1286.4598	CDYL|9425	581.4846
CEACAM19|56971	18.6762	CEACAM19|56971	37.9693
CEACAM1|634	2063.5357	CEACAM1|634	524.3174
CEACAM21|90273	57.1272	CEACAM21|90273	11.5188
CEACAM5|1048	769.0195	lowly_expressed	lowly_expressed
CEACAM6|4680	24609.3564	CEACAM6|4680	13.6519
CEACAM7|1087	21.971999999999998	lowly_expressed	lowly_expressed
CEBPA|1050	306.8754	CEBPA|1050	8649.744
CEBPB|1051	322.2558	CEBPB|1051	1872.4403
CEBPD|1052	55.6624	CEBPD|1052	686.4334
CEBPG|1054	800.8789	CEBPG|1054	1317.8328
CEBPZ|10153	1578.3210000000001	CEBPZ|10153	1545.6485
CECR1|51816	651.8356	CECR1|51816	216.2969
lowly_expressed	lowly_expressed	CECR2|27443	78.4983
lowly_expressed	lowly_expressed	CECR4|100130717	8.5324
CECR5|27440	491.0739	CECR5|27440	413.8225
lowly_expressed	lowly_expressed	CECR6|27439	9.3857
lowly_expressed	lowly_expressed	CECR7|100130418	64.4198
CELF1|10658	2349.1715	CELF1|10658	2122.0137
CELF2|10659	305.4106	CELF2|10659	3203.9249
CELF3|11189	33.3242	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CELF5|60680	17.9181
CELF6|60677	25.4399	CELF6|60677	63.3148
CELSR1|9620	4640.4834	CELSR1|9620	1201.3652
CELSR2|1952	800.5127	CELSR2|1952	1615.6143
CELSR3|1951	41.0144	CELSR3|1951	31.57
lowly_expressed	lowly_expressed	CEL|1056	7.6792
CEMP1|752014	80.0366	CEMP1|752014	120.5845
CENPA|1058	116.8177	lowly_expressed	lowly_expressed
CENPBD1|92806	279.0442	CENPBD1|92806	278.5836
CENPB|1059	1755.1955	CENPB|1059	1738.4812
CENPC1|1060	510.8487	CENPC1|1060	686.8601
CENPE|1062	607.5254	CENPE|1062	26.8771
CENPF|1063	7375.9956	CENPF|1063	85.7509
CENPH|64946	136.5925	CENPH|64946	121.1604
CENPI|2491	111.3247	CENPI|2491	16.2116
CENPJ|55835	332.8756	CENPJ|55835	220.5631
CENPK|64105	85.3245	lowly_expressed	lowly_expressed
CENPL|91687	499.4965	CENPL|91687	80.2048
CENPM|79019	141.3531	lowly_expressed	lowly_expressed
CENPN|55839	285.4967	CENPN|55839	98.7201
CENPO|79172	239.6338	CENPO|79172	41.7875
CENPP|401541	66.8864	CENPP|401541	17.7389
CENPQ|55166	96.3105	CENPQ|55166	104.9488
CENPT|80152	191.8887	CENPT|80152	347.6962
CENPV|201161	23.0706	CENPV|201161	200.9386
CENPW|387103	159.2969	CENPW|387103	49.9147
CEP110|11064	796.1183	CEP110|11064	747.0137
CEP120|153241	525.1305	CEP120|153241	955.2048
CEP135|9662	282.34	CEP135|9662	172.7816
CEP152|22995	165.1561	CEP152|22995	91.7235
CEP164|22897	377.9182	CEP164|22897	433.0205
CEP170L|645455	6.5916	lowly_expressed	lowly_expressed
CEP170|9859	1497.3908	CEP170|9859	1119.0273
CEP192|55125	1057.2187	CEP192|55125	673.2082
CEP250|11190	793.9211	CEP250|11190	676.6212
CEP290|80184	643.5045	CEP290|80184	635.7892
CEP350|9857	3673.3498	CEP350|9857	1820.8191
CEP55|55165	728.0051	CEP55|55165	11.0922
CEP57|9702	493.6373	CEP57|9702	1103.6689
CEP63|80254	600.2893	CEP63|80254	955.0725
CEP68|23177	609.3564	CEP68|23177	2171.5017
CEP70|80321	508.2853	CEP70|80321	314.8464
CEP72|55722	63.3526	CEP72|55722	53.7543
CEP76|79959	239.8608	CEP76|79959	157.4232
CEP78|84131	219.3537	CEP78|84131	252.1331
CEP97|79598	458.8483	CEP97|79598	173.6348
CEPT1|10390	411.9747	CEPT1|10390	1366.0410000000002
CERCAM|51148	1217.9804	CERCAM|51148	416.3823
CERKL|375298	33.0019	CERKL|375298	17.2483
CERK|64781	485.5809	CERK|64781	938.5666
CES1|1066	94.8457	CES1|1066	3773.4642
CES2|8824	522.2009	CES2|8824	1685.1536
lowly_expressed	lowly_expressed	CES3|23491	7.6792
lowly_expressed	lowly_expressed	CES4|51716	105.802
CES8|283848	20.8734	CES8|283848	55.4608
CETN2|1069	1149.5011	CETN2|1069	869.4539
CETN3|1070	221.5509	CETN3|1070	315.6997
lowly_expressed	lowly_expressed	CETN4P|729338	17.9181
lowly_expressed	lowly_expressed	CETP|1071	629.6928
CFB|629	31868.2047	CFB|629	720.4352
CFDP1|10428	437.2425	CFDP1|10428	684.3003
CFD|1675	72.5076	CFD|1675	4924.0614
CFH|3075	890.5978	CFH|3075	913.8225
CFI|3426	148.6771	CFI|3426	550.3413
CFL1|1072	8876.6822	CFL1|1072	5898.4642
CFL2|1073	183.0999	CFL2|1073	1986.3481
CFLAR|8837	1011.0775	CFLAR|8837	1690.273
CFP|5199	8.0564	CFP|5199	9.8123
lowly_expressed	lowly_expressed	CFTR|1080	5.5461
CG030|116828	23.0706	CG030|116828	40.529
lowly_expressed	lowly_expressed	CGB7|94027	6.3908
CGGBP1|8545	2761.1462	CGGBP1|8545	2758.5324
CGNL1|84952	1027.1903	CGNL1|84952	758.1058
CGN|57530	1133.0221	CGN|57530	683.4471
CGREF1|10669	220.2508	CGREF1|10669	82.564
CGRRF1|10668	180.5365	CGRRF1|10668	322.5256
CH25H|9023	24.9016	CH25H|9023	114.7611
CHAC1|79094	55.6624	CHAC1|79094	16.2116
CHAC2|494143	36.9862	CHAC2|494143	32.4232
CHADL|150356	46.1412	CHADL|150356	82.3379
CHAD|1101	48.3384	CHAD|1101	140.785
CHAF1A|10036	526.2291	CHAF1A|10036	250.8532
CHAF1B|8208	390.7351	CHAF1B|8208	90.4437
CHCHD10|400916	150.5081	CHCHD10|400916	1276.8771
CHCHD1|118487	418.5663	CHCHD1|118487	294.7952
CHCHD2|51142	2702.5542	CHCHD2|51142	2508.959
CHCHD3|54927	772.3153	CHCHD3|54927	1030.7167
CHCHD4|131474	270.2554	CHCHD4|131474	270.9044
CHCHD5|84269	272.0864	CHCHD5|84269	228.6689
CHCHD6|84303	165.1561	CHCHD6|84303	85.3242
CHCHD7|79145	96.6767	CHCHD7|79145	456.4846
CHCHD8|51287	838.9637	CHCHD8|51287	382.6792
CHD1L|9557	759.8645	CHD1L|9557	529.4369
CHD1|1105	1620.0677	CHD1|1105	1178.3276
