gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
MCM3AP|8888	1622.8328	MCM3AP|8888	2356.6018
MCM3|4172	1513.729	MCM3|4172	1781.8487
MCM4|4173	1529.3158	MCM4|4173	663.4608
MCM5|4174	283.8242	MCM5|4174	724.2195
MCM6|4175	1230.2673	MCM6|4175	699.7939
MCM7|4176	894.9705	MCM7|4176	1404.9095
MCM8|84515	298.686	MCM8|84515	299.5191
MCM9|254394	87.7209	MCM9|254394	105.9461
MCOLN1|57192	196.1033	MCOLN1|57192	371.88
MCOLN2|255231	30.0861	MCOLN2|255231	15.5713
MCOLN3|55283	167.1047	MCOLN3|55283	144.1111
MCPH1|79648	766.9271	MCPH1|79648	624.2607
MCRS1|10445	545.5369	MCRS1|10445	758.4154
MCTP1|79772	53.6475	MCTP1|79772	301.6564
MCTP2|55784	50.0227	MCTP2|55784	329.7458
MCTS1|28985	2064.7032	MCTS1|28985	643.0044
MDC1|9656	787.3131	MDC1|9656	1272.2693
MDFIC|29969	1456.8192	MDFIC|29969	1773.6051
MDFI|4188	179.4291	MDFI|4188	339.5161
MDGA1|266727	75.3965	MDGA1|266727	206.3965
MDGA2|161357	9.0621	lowly_expressed	lowly_expressed
MDH1B|130752	10.8745	MDH1B|130752	27.4788
MDH1|4190	4778.976	MDH1|4190	1998.3207
MDH2|4191	2960.0362	MDH2|4191	2152.8128
MDK|4192	768.4639999999999	MDK|4192	1114.1134
MDM1|56890	350.5211	MDM1|56890	442.409
MDM2|4193	7023.1083	MDM2|4193	1867.0331
MDM4|4194	1621.3865	MDM4|4194	1200.519
MDN1|23195	529.5877	MDN1|23195	2324.0974
MDP1|145553	376.0	MDP1|145553	165.9537
ME1|4199	1412.9588	ME1|4199	570.6435
ME2|4200	971.4545	ME2|4200	515.6858
ME3|10873	31.8985	ME3|10873	310.2053
MEA1|4201	644.4767	MEA1|4201	716.8552
MEAF6|64769	4442.9542	MEAF6|64769	1669.4909
MECOM|2122	158.0426	MECOM|2122	633.5394
MECP2|4204	848.5727	MECP2|4204	2428.5169
MECR|51102	150.06799999999998	MECR|51102	346.2331
MED10|84246	537.9248	MED10|84246	388.06199999999995
MED11|400569	92.7957	MED11|400569	187.1613
MED12L|116931	20.299	MED12L|116931	15.265999999999998
MED12|9968	899.3203	MED12|9968	1992.825
MED13L|23389	4931.2188	MED13L|23389	5194.1073
MED13|9969	9232.4422	MED13|9969	2561.9418
MED14|9282	1996.1939	MED14|9282	1116.8613
MED15|51586	547.3493	MED15|51586	1240.2107
MED16|10025	340.3715	MED16|10025	763.3005
MED17|9440	1199.4563	MED17|9440	632.9288
MED18|54797	296.5111	MED18|54797	230.8221
MED19|219541	218.9397	MED19|219541	207.9231
MED1|5469	1424.5582	MED1|5469	2236.4705
MED20|9477	681.1056	MED20|9477	439.6611
MED21|9412	1341.9121	MED21|9412	668.0406
MED22|6837	255.91299999999998	MED22|6837	629.2649
MED23|9439	1148.7087	MED23|9439	1126.3262
MED24|9862	627.8206	MED24|9862	1234.7149
MED25|81857	530.048	MED25|81857	522.4029
MED26|9441	204.8029	MED26|9441	219.2199
MED27|9442	195.3783	MED27|9442	225.937
MED28|80306	826.8237	MED28|80306	711.7014
MED29|55588	1387.585	MED29|55588	1591.3289
MED30|90390	265.7	MED30|90390	199.3741
MED31|51003	232.377	MED31|51003	133.1837
MED4|29079	1329.9502	MED4|29079	966.0331
MED6|10001	425.5551	MED6|10001	400.2748
MED7|9443	399.8188	MED7|9443	243.6455
MED8|112950	587.9474	MED8|112950	520.2656
MED9|55090	193.2034	MED9|55090	412.1823
MEF2A|4205	1909.3937	MEF2A|4205	2244.937
lowly_expressed	lowly_expressed	MEF2B|100271849	19.8672
MEF2C|4208	593.3847	MEF2C|4208	1493.3211
MEF2D|4209	975.4418	MEF2D|4209	2341.1953
lowly_expressed	lowly_expressed	MEFV|4210	5.4958
MEG3|55384	25.7363	MEG3|55384	232.9593
MEGF10|84466	523.7879	MEGF10|84466	178.9176
MEGF6|1953	146.8056	MEGF6|1953	686.3598
MEGF8|1954	171.092	MEGF8|1954	1154.4157
MEGF9|1955	733.6656	MEGF9|1955	2212.6555
MEI1|150365	17.0367	MEI1|150365	69.3077
MEIS1|4211	151.8804	MEIS1|4211	635.066
MEIS2|4212	212.415	MEIS2|4212	501.3358
MEIS3P1|4213	507.4762	MEIS3P1|4213	841.4625
MEIS3|56917	90.6208	MEIS3|56917	185.94
MELK|9833	459.6285	MELK|9833	12.2128
MEMO1|51072	1098.4939	MEMO1|51072	214.2585
MEN1|4221	1287.9021	MEN1|4221	547.4391
MEOX1|4222	5.0748	MEOX1|4222	712.9227
MEOX2|4223	23.9239	MEOX2|4223	587.1308
MEPCE|56257	1109.5605	MEPCE|56257	1454.8508
MERTK|10461	144.2682	MERTK|10461	400.2748
MESDC1|59274	420.4803	MESDC1|59274	433.2494
MESDC2|23184	1117.5351	MESDC2|23184	1121.4411
MESP1|55897	35.5233	MESP1|55897	60.1481
MESP2|145873	11.237	MESP2|145873	9.1596
lowly_expressed	lowly_expressed	MESTIT1|317751	29.9214
MEST|4232	1820.7522	MEST|4232	3310.8923
METAP1|23173	2127.0503	METAP1|23173	1252.4235
METAP2|10988	3254.3725	METAP2|10988	1951.9121
METRNL|284207	61.6221	METRNL|284207	212.8082
METRN|79006	49.2977	METRN|79006	37.2491
METT10D|79066	502.039	METT10D|79066	1206.6254
METT11D1|64745	349.7961	METT11D1|64745	600.5648
METT5D1|196074	688.3552	METT5D1|196074	400.5801
METTL10|399818	325.14	METTL10|399818	414.2432
METTL11A|28989	63.9855	METTL11A|28989	204.4607
METTL12|751071	50.0952	METTL12|751071	44.9676
METTL13|51603	709.0168	METTL13|51603	719.0291
METTL14|57721	689.8052	METTL14|57721	623.1585
METTL1|4234	513.6384	METTL1|4234	194.1837
METTL2A|339175	1343.362	METTL2A|339175	383.4822
METTL2B|55798	375.8949	METTL2B|55798	305.3202
METTL3|56339	565.0965	METTL3|56339	723.1631
METTL4|64863	287.0865	METTL4|64863	290.6648
METTL5|29081	681.7907	METTL5|29081	498.5543
METTL6|131965	510.0136	METTL6|131965	231.738
METTL7A|25840	1612.3244	METTL7A|25840	3582.0166
METTL7B|196410	950.4304	METTL7B|196410	7.3277
METTL8|79828	346.1713	METTL8|79828	361.4991
METTL9|51108	2468.1468	METTL9|51108	1741.2411
MET|4233	75.03399999999999	MET|4233	2707.2743
MEX3A|92312	201.903	MEX3A|92312	183.1921
MEX3B|84206	91.3457	MEX3B|84206	64.7279
MEX3C|51320	1634.0734	MEX3C|51320	1504.618
MEX3D|399664	184.8663	MEX3D|399664	217.0827
MFAP1|4236	1013.865	MFAP1|4236	902.8318
MFAP2|4237	705.3919	MFAP2|4237	146.5537
MFAP3L|9848	534.3	MFAP3L|9848	227.7689
MFAP3|4238	2455.8224	MFAP3|4238	1313.7928
MFAP4|4239	649.5696	MFAP4|4239	8815.2049
MFAP5|8076	854.7349	MFAP5|8076	2219.9832
MFF|56947	1263.2533	MFF|56947	1153.4997
MFGE8|4240	1093.2488	MFGE8|4240	3757.5758
MFHAS1|9258	114.5446	MFHAS1|9258	235.4019
MFI2|4241	17.3992	MFI2|4241	209.1443
MFN1|55669	1534.3906	MFN1|55669	1155.637
MFN2|9927	1302.4014	MFN2|9927	2710.9381
MFNG|4242	34.0734	MFNG|4242	364.4607
MFRP|83552	96.78299999999999	MFRP|83552	229.2955
MFSD10|10227	588.3099	MFSD10|10227	614.3043
MFSD11|79157	1764.5020000000002	MFSD11|79157	504.847
MFSD1|64747	3155.4146	MFSD1|64747	1770.5519
MFSD2A|84879	27.1862	MFSD2A|84879	42.7448
MFSD3|113655	213.14	MFSD3|113655	72.0556
MFSD4|148808	40.9606	MFSD4|148808	221.9678
MFSD5|84975	954.4178	MFSD5|84975	537.6689
MFSD6L|162387	16.3117	MFSD6L|162387	34.5012
MFSD6|54842	1251.6538	MFSD6|54842	1517.7467
MFSD7|84179	19.3312	MFSD7|84179	96.3896
MFSD8|256471	718.8038	MFSD8|256471	424.3951
MFSD9|84804	107.6575	MFSD9|84804	155.1027
lowly_expressed	lowly_expressed	MGAM|8972	12.8234
MGAT1|4245	975.4418	MGAT1|4245	2516.1438
MGAT2|4247	1704.7576	MGAT2|4247	620.4107
MGAT3|4248	10.8745	MGAT3|4248	354.7821
MGAT4A|11320	2573.6294	MGAT4A|11320	1067.7048
MGAT4B|11282	746.715	MGAT4B|11282	952.9044
lowly_expressed	lowly_expressed	MGAT5B|146664	7.0224
MGAT5|4249	132.6688	MGAT5|4249	356.0034
MGA|23269	1630.4486	MGA|23269	1642.9279999999999
MGC12982|84793	17.7617	MGC12982|84793	23.815
lowly_expressed	lowly_expressed	MGC14436|84983	6.7170000000000005
MGC16121|84848	24.2864	MGC16121|84848	7.9383
lowly_expressed	lowly_expressed	MGC16142|84849	12.2128
MGC16275|85001	5.0748	MGC16275|85001	41.8289
lowly_expressed	lowly_expressed	MGC16384|114130	8.549
MGC21881|389741	83.3711	MGC21881|389741	126.4026
MGC23270|196872	15.5868	MGC23270|196872	42.1342
MGC23284|197187	10.8745	MGC23284|197187	46.1034
MGC2752|65996	331.3095	MGC2752|65996	654.3012
MGC29506|51237	21.3865	MGC29506|51237	166.0942
MGC3771|81854	15.7245	MGC3771|81854	10.103
lowly_expressed	lowly_expressed	MGC42105|167359	7.0224
MGC45800|90768	18.4866	MGC45800|90768	22.899
MGC57346|401884	238.4087	MGC57346|401884	247.34599999999998
MGC70857|414919	249.3883	MGC70857|414919	213.7241
MGC72080|389538	370.8419	MGC72080|389538	30.1748
MGC87042|256227	11.5995	MGC87042|256227	24.7309
MGEA5|10724	6036.4295	MGEA5|10724	5654.8355
MGLL|11343	880.8337	MGLL|11343	5469.5061
MGMT|4255	115.6321	MGMT|4255	285.7797
MGP|4256	3488.8990000000003	MGP|4256	37586.7491
MGRN1|23295	863.072	MGRN1|23295	943.1341
MGST1|4257	12145.7182	MGST1|4257	4191.1304
MGST2|4258	1217.9429	MGST2|4258	588.6574
MGST3|4259	2700.1359	MGST3|4259	1654.8355
lowly_expressed	lowly_expressed	MIA2|117153	69.9183
MIA3|375056	2709.923	MIA3|375056	2673.0784
MIAT|440823	114.1097	MIAT|440823	71.2678
lowly_expressed	lowly_expressed	MIA|8190	263.015
MIB1|57534	2820.8428	MIB1|57534	2616.5942
MIB2|142678	13.4119	MIB2|142678	219.2199
MICAL1|64780	40.9606	MICAL1|64780	305.3202
MICAL2|9645	4511.101	MICAL2|9645	973.0555
MICAL3|57553	127.594	MICAL3|57553	1947.6376
MICALCL|84953	22.4739	MICALCL|84953	74.4981
MICALL1|85377	242.8636	MICALL1|85377	842.0731
MICALL2|79778	172.1794	MICALL2|79778	194.1837
MICA|4276	218.5773	MICA|4276	426.5323
MICB|4277	244.3135	MICB|4277	88.2375
MID1IP1|58526	239.6013	MID1IP1|58526	302.5723
MID1|4281	65.9719	MID1|4281	931.5319
MID2|11043	801.8124	MID2|11043	980.9938
MIDN|90007	1191.4816	MIDN|90007	2174.4905
MIER1|57708	1801.5406	MIER1|57708	1706.4346
MIER2|54531	161.6674	MIER2|54531	283.9478
MIER3|166968	1157.7707	MIER3|166968	830.1656
MIF4GD|57409	431.1337	MIF4GD|57409	358.4917
MIF|4282	2199.7281	MIF|4282	563.8043
MIIP|60672	62.3471	MIIP|60672	234.1806
MINA|84864	1126.9669	MINA|84864	871.7258
MINK1|50488	539.5596	MINK1|50488	2094.4752
MINPP1|9562	832.6235	MINPP1|9562	303.183
MIOS|54468	813.4119	MIOS|54468	796.8857
MIPEP|4285	573.4481	MIPEP|4285	388.6726
MIPOL1|145282	396.1939	MIPOL1|145282	155.408
MIR155HG|114614	11.5995	MIR155HG|114614	9.7702
MIR17HG|407975	20.6615	MIR17HG|407975	41.5235
MIS12|79003	553.5116	MIS12|79003	548.3551
MITD1|129531	269.3249	MITD1|129531	232.0434
MITF|4286	593.0222	MITF|4286	879.3222
MKI67IP|84365	1721.0657	MKI67IP|84365	704.676
MKI67|4288	1309.6511	MKI67|4288	180.1389
MKKS|8195	818.8491	MKKS|8195	832.6082
MKL1|57591	304.1232	MKL1|57591	1336.6919
MKL2|57496	2626.9144	MKL2|57496	3661.7052
MKLN1|4289	2219.8459	MKLN1|4289	2456.6064
MKNK1|8569	392.2066	MKNK1|8569	637.533
MKNK2|2872	1284.6398	MKNK2|2872	3044.6531
MKRN1|23608	3293.1581	MKRN1|23608	2622.3952
MKRN2|23609	1343.362	MKRN2|23609	815.8156
MKRN3|7681	9.0621	lowly_expressed	lowly_expressed
MKS1|54903	528.1377	MKS1|54903	344.0959
MKX|283078	142.0933	MKX|283078	75.1088
lowly_expressed	lowly_expressed	MLC1|23209	5.1904
MLEC|9761	3696.9642	MLEC|9761	4777.0399
MLF1IP|79682	2259.5777	MLF1IP|79682	109.1428
MLF1|4291	960.58	MLF1|4291	750.4771
MLF2|8079	4909.8324	MLF2|8079	2227.3109
MLH1|4292	1422.3833	MLH1|4292	748.6451
MLH3|27030	295.0612	MLH3|27030	501.6411
MLKL|197259	177.9792	MLKL|197259	187.4666
MLL2|8085	950.2383	MLL2|8085	3077.4017
MLL3|58508	7052.4694	MLL3|58508	3749.6374
MLL4|9757	282.7367	MLL4|9757	988.0162
MLL5|55904	2583.0467	MLL5|55904	3933.1440000000002
MLLT10|8028	890.2583	MLLT10|8028	1163.8806
MLLT11|10962	580.6978	MLLT11|10962	75.4141
MLLT1|4298	773.9012	MLLT1|4298	1526.9063
MLLT3|4300	1069.3249	MLLT3|4300	477.5208
MLLT4|4301	3508.8355	MLLT4|4301	4040.3023
MLLT6|4302	612.2338	MLLT6|4302	5815.1286
MLL|4297	2494.6081	MLL|4297	4583.4669
MLPH|79083	2179.2478	MLPH|79083	2215.0981
MLST8|64223	376.9751	MLST8|64223	526.0056
lowly_expressed	lowly_expressed	MLXIPL|51085	474.7729
MLXIP|22877	406.7059	MLXIP|22877	1290.5885
MLX|6945	1411.1174	MLX|6945	905.5064
MLYCD|23417	145.3557	MLYCD|23417	284.8638
MMAA|166785	244.676	MMAA|166785	281.8105
MMAB|326625	225.8269	MMAB|326625	620.1053
MMACHC|25974	229.4517	MMACHC|25974	145.0271
MMADHC|27249	3134.0281	MMADHC|27249	1895.7332
MMD|23531	747.44	MMD|23531	2027.0208
lowly_expressed	lowly_expressed	MMEL1|79258	5.7003
MME|4311	1682.6461	MME|4311	5951.9121
MMGT1|93380	1798.6407	MMGT1|93380	1303.1066
MMP10|4319	26.8237	lowly_expressed	lowly_expressed
MMP11|4320	7408.7902	MMP11|4320	59.2321
MMP12|4321	139.9184	MMP12|4321	9.4649
MMP13|4322	6259.3566	lowly_expressed	lowly_expressed
MMP14|4323	7152.5147	MMP14|4323	3843.6761
MMP15|4324	256.2755	MMP15|4324	416.4568
MMP16|4325	216.4024	MMP16|4325	146.2484
MMP17|4326	30.0861	MMP17|4326	53.431000000000004
MMP19|4327	514.0009	MMP19|4327	547.1338
MMP1|4312	2041.5043	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MMP23A|8511	17.4033
MMP23B|8510	8.6996	MMP23B|8510	47.0193
MMP24|10893	48.9352	MMP24|10893	278.7573
lowly_expressed	lowly_expressed	MMP25|64386	29.096999999999998
lowly_expressed	lowly_expressed	MMP27|64066	8.549
MMP28|79148	60.1722	MMP28|79148	207.3124
MMP2|4313	9969.0077	MMP2|4313	12968.4757
MMP3|4314	406.3435	MMP3|4314	16.4873
MMP7|4316	117.08200000000001	MMP7|4316	5465.2317
MMP8|4317	5.0748	lowly_expressed	lowly_expressed
MMP9|4318	1739.9184	MMP9|4318	50.0725
MMRN1|22915	69.9592	MMRN1|22915	2648.6528
MMRN2|79812	345.4463	MMRN2|79812	2302.725
MMS19|64210	1153.0585	MMS19|64210	1188.9169
MN1|4330	189.5786	MN1|4330	306.2362
MNAT1|4331	570.9107	MNAT1|4331	238.4551
MND1|84057	122.5193	MND1|84057	7.0224
MNDA|4332	94.6081	MNDA|4332	94.3439
MNS1|55329	109.8324	MNS1|55329	121.8228
MNT|4335	146.0807	MNT|4335	563.9264
MNX1|3110	11.9619	lowly_expressed	lowly_expressed
MOAP1|64112	476.3027	MOAP1|64112	990.7641
MOB2|81532	128.319	MOB2|81532	446.3781
MOBKL1A|92597	1899.0485	MOBKL1A|92597	995.9545
MOBKL1B|55233	2762.4829999999997	MOBKL1B|55233	800.5496
MOBKL2A|126308	1171.1826	MOBKL2A|126308	1058.8505
MOBKL2B|79817	195.7408	MOBKL2B|79817	871.9945
MOBKL2C|148932	162.7549	MOBKL2C|148932	662.5204
MOBKL3|25843	1648.2102	MOBKL3|25843	1306.7705
MOCOS|55034	107.295	MOCOS|55034	159.3771
MOCS1|4337	440.5002	MOCS1|4337	2149.1856
MOCS2|4338	1968.2827	MOCS2|4338	700.0992
MOCS3|27304	374.0825	MOCS3|27304	170.9793
lowly_expressed	lowly_expressed	MOGAT2|80168	26.2575
MOGS|7841	470.8654	MOGS|7841	815.8156
MON1A|84315	90.9832	MON1A|84315	124.876
MON1B|22879	497.6892	MON1B|22879	650.332
MON2|23041	2021.5677	MON2|23041	2007.175
MORC2|22880	574.1731	MORC2|22880	760.5526
MORC3|23515	1300.2266	MORC3|23515	1533.3181
MORC4|79710	450.5664	MORC4|79710	794.4432
MORF4L1|10933	6612.415	MORF4L1|10933	4375.2385
MORF4L2|9643	10870.8618	MORF4L2|9643	4374.9302
MORF4|10934	5.0748	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MORN1|79906	89.1535
MORN2|729967	348.7087	MORN2|729967	184.1081
MORN3|283385	10.1495	lowly_expressed	lowly_expressed
MORN4|118812	160.9425	MORN4|118812	195.4049
MOSC1|64757	221.8396	MOSC1|64757	1852.0724
MOSC2|54996	266.425	MOSC2|54996	421.9525
MOSPD1|56180	691.9801	MOSPD1|56180	287.91700000000003
MOSPD2|158747	285.2741	MOSPD2|158747	317.8383
MOSPD3|64598	258.0879	MOSPD3|64598	184.4134
MOV10|4343	599.5469	MOV10|4343	785.5889
MOXD1|26002	111.2823	MOXD1|26002	155.408
MPDU1|9526	1262.1658	MPDU1|9526	651.8586
MPDZ|8777	733.3031	MPDZ|8777	2546.9811
MPEG1|219972	383.8695	MPEG1|219972	1173.9562
MPG|4350	135.2062	MPG|4350	337.9895
MPHOSPH10|10199	1626.8237	MPHOSPH10|10199	1094.5729
MPHOSPH6|10200	292.8863	MPHOSPH6|10200	351.1182
MPHOSPH8|54737	735.1155	MPHOSPH8|54737	1822.151
MPHOSPH9|10198	684.0054	MPHOSPH9|10198	151.7441
MPI|4351	923.9692	MPI|4351	674.1469999999999
MPL|4352	6.1622	MPL|4352	35.1118
MPND|84954	88.0834	MPND|84954	202.122
MPO|4353	13.4119	lowly_expressed	lowly_expressed
MPP1|4354	234.16400000000002	MPP1|4354	488.8176
MPP2|4355	173.6294	MPP2|4355	260.1328
MPP3|4356	55.0974	MPP3|4356	94.6493
MPP5|64398	912.3697	MPP5|64398	981.9098
MPP6|51678	15.2243	MPP6|51678	98.6184
MPP7|143098	1568.8265	MPP7|143098	1023.128
MPPE1|65258	294.6987	MPPE1|65258	746.8132
lowly_expressed	lowly_expressed	MPPED1|758	16.7926
MPPED2|744	19.9366	MPPED2|744	212.1975
MPRIP|23164	704.6669999999999	MPRIP|23164	2407.1445
MPST|4357	161.6674	MPST|4357	491.2602
MPV17L2|84769	396.5564	MPV17L2|84769	147.4697
MPV17L|255027	316.4477	MPV17L|255027	157.2399
MPV17|4358	920.3444	MPV17|4358	548.3551
MPZL1|9019	3622.6552	MPZL1|9019	4583.1616
MPZL2|10205	1137.1092	MPZL2|10205	980.9938
MPZL3|196264	42.048	MPZL3|196264	87.6269
MPZ|4359	9.4246	MPZ|4359	56.1789
MR1|3140	338.1966	MR1|3140	170.0634
lowly_expressed	lowly_expressed	MRAP2|112609	126.0972
lowly_expressed	lowly_expressed	MRAP|56246	211.8831
MRAS|22808	504.2139	MRAS|22808	2127.1659
MRC1|4360	51.8351	MRC1|4360	538.2795
MRC2|9902	1022.5646	MRC2|9902	1831.6159
MRE11A|4361	634.3453	MRE11A|4361	775.5133
MREG|55686	1080.9243	MREG|55686	630.7183
MRFAP1L1|114932	2314.4539999999997	MRFAP1L1|114932	1478.9711
MRFAP1|93621	8105.1201	MRFAP1|93621	5642.3174
MRGPRF|116535	69.5967	MRGPRF|116535	379.8183
lowly_expressed	lowly_expressed	MRGPRX3|117195	38.165
MRI1|84245	410.3308	MRI1|84245	541.638
MRM1|79922	23.5614	MRM1|79922	41.8289
MRO|83876	85.9085	MRO|83876	36.9437
MRP63|78988	1258.9615	MRP63|78988	460.7221
MRPL10|124995	2021.5677	MRPL10|124995	960.232
MRPL11|65003	478.4776	MRPL11|65003	515.3805
MRPL12|6182	169.2904	MRPL12|6182	280.2839
MRPL13|28998	1651.4726	MRPL13|28998	338.2948
MRPL14|64928	410.6932	MRPL14|64928	323.9447
MRPL15|29088	2650.4758	MRPL15|29088	471.4144
MRPL16|54948	616.9461	MRPL16|54948	589.268
MRPL17|63875	776.8011	MRPL17|63875	511.106
MRPL18|29074	574.8981	MRPL18|29074	504.0837
MRPL19|9801	2794.3815	MRPL19|9801	1041.1419
MRPL1|65008	682.5555	MRPL1|65008	334.0203
MRPL20|55052	921.7145	MRPL20|55052	889.2543
MRPL21|219927	425.9175	MRPL21|219927	330.3565
MRPL22|29093	434.9796	MRPL22|29093	312.0372
MRPL23|6150	116.7195	MRPL23|6150	216.7773
MRPL24|79590	611.1464	MRPL24|79590	608.1978
MRPL27|51264	287.449	MRPL27|51264	455.8431
MRPL28|10573	171.4545	MRPL28|10573	470.4984
MRPL2|51069	168.9171	MRPL2|51069	330.0511
MRPL30|51263	1614.3217	MRPL30|51263	784.1814
MRPL32|64983	820.6615	MRPL32|64983	813.373
MRPL33|9553	684.0054	MRPL33|9553	400.5801
MRPL34|64981	467.2406	MRPL34|64981	261.9647
MRPL35|51318	1628.9986	MRPL35|51318	658.8810000000001
MRPL36|64979	255.91299999999998	MRPL36|64979	212.1975
MRPL37|51253	1606.5247	MRPL37|51253	930.0053
MRPL38|64978	517.6874	MRPL38|64978	579.5863
MRPL39|54148	594.4721	MRPL39|54148	348.981
MRPL3|11222	4327.3222	MRPL3|11222	1091.5197
MRPL40|64976	484.6398	MRPL40|64976	505.9156
MRPL41|64975	90.6208	MRPL41|64975	189.2985
MRPL42P5|359821	11.1355	MRPL42P5|359821	10.8083
MRPL42|28977	2513.0947	MRPL42|28977	558.1253
MRPL43|84545	658.1386	MRPL43|84545	784.5813
MRPL44|65080	549.1618	MRPL44|65080	439.6611
MRPL45|84311	1227.73	MRPL45|84311	866.8041
MRPL46|26589	358.4957	MRPL46|26589	388.3673
MRPL47|57129	927.5939999999999	MRPL47|57129	399.9695
MRPL48|51642	410.6932	MRPL48|51642	270.5137
MRPL49|740	1981.6946	MRPL49|740	1347.3781
MRPL4|51073	340.73400000000004	MRPL4|51073	417.0674
MRPL50|54534	456.7286	MRPL50|54534	403.9386
MRPL51|51258	896.058	MRPL51|51258	934.8905
MRPL52|122704	374.4449	MRPL52|122704	312.6479
MRPL53|116540	298.3235	MRPL53|116540	238.2047
MRPL54|116541	125.7816	MRPL54|116541	405.1599
MRPL55|128308	170.0045	MRPL55|128308	273.2616
MRPL9|65005	984.1305	MRPL9|65005	722.3082
MRPS10|55173	1805.1654	MRPS10|55173	837.4933
MRPS11|64963	291.0739	MRPS11|64963	341.348
MRPS12|6183	291.4363	MRPS12|6183	174.6432
MRPS14|63931	558.5863	MRPS14|63931	301.6564
MRPS15|64960	1083.0992	MRPS15|64960	680.5587
MRPS16|51021	1769.2796	MRPS16|51021	1249.6756
MRPS17|51373	297.2361	MRPS17|51373	184.9782
MRPS18A|55168	380.6072	MRPS18A|55168	475.0782
MRPS18B|28973	859.8097	MRPS18B|28973	1179.452
MRPS18C|51023	638.9995	MRPS18C|51023	300.4778
MRPS21|54460	329.8595	MRPS21|54460	690.6343
MRPS22|56945	899.3203	MRPS22|56945	471.7197
MRPS23|51649	2911.8259999999996	MRPS23|51649	464.392
MRPS24|64951	757.5895	MRPS24|64951	556.9041
MRPS25|64432	385.8342	MRPS25|64432	657.7238
MRPS26|64949	241.4137	MRPS26|64949	341.6533
MRPS27|23107	1212.8681	MRPS27|23107	1499.4275
MRPS28|28957	472.4422	MRPS28|28957	193.3135
MRPS2|51116	770.2401	MRPS2|51116	653.9898
MRPS30|10884	2655.5505	MRPS30|10884	353.8661
MRPS31|10240	359.5831	MRPS31|10240	504.0837
MRPS33|51650	1104.4857	MRPS33|51650	383.7875
MRPS34|65993	284.5492	MRPS34|65993	347.1491
MRPS35|60488	3390.6661	MRPS35|60488	975.1927
MRPS36|92259	904.7576	MRPS36|92259	304.7096
MRPS5|64969	484.6398	MRPS5|64969	617.6628
MRPS6|64968	1044.4005	MRPS6|64968	575.8644
MRPS7|51081	1466.4649	MRPS7|51081	840.806
MRPS9|64965	315.3602	MRPS9|64965	476.6048
MRRF|92399	354.8709	MRRF|92399	401.8014
MRS2|57380	1461.894	MRS2|57380	553.2402
MRTO4|51154	645.5822	MRTO4|51154	660.4076
MRVI1|10335	539.7372	MRVI1|10335	938.5543
MS4A14|84689	16.6887	MS4A14|84689	29.0268
MS4A15|219995	7.2497	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MS4A1|931	25.6469
MS4A2|2206	117.08200000000001	MS4A2|2206	42.7448
MS4A4A|51338	153.6928	MS4A4A|51338	181.6655
MS4A6A|64231	515.4508	MS4A6A|64231	605.7553
MS4A7|58475	490.425	MS4A7|58475	544.6699
MSC|9242	111.3439	MSC|9242	63.3295
MSH2|4436	1780.5165	MSH2|4436	818.2581
MSH3|4437	997.8614	MSH3|4437	542.096
lowly_expressed	lowly_expressed	MSH4|4438	6.1064
MSH5|4439	156.5927	MSH5|4439	177.9681
MSH6|2956	2373.1763	MSH6|2956	1503.3967
MSI1|4440	25.7363	MSI1|4440	30.2267
MSI2|124540	919.2569	MSI2|124540	262.8807
MSL1|339287	1909.5605	MSL1|339287	2116.785
MSL2|55167	1430.7204	MSL2|55167	1176.3987
MSL3L2|151507	222.2021	MSL3L2|151507	50.3778
MSL3|10943	409.9683	MSL3|10943	541.9434
lowly_expressed	lowly_expressed	MSLN|10232	6.7170000000000005
MSMB|4477	65.2469	MSMB|4477	14.9607
MSMP|692094	16.6742	MSMP|692094	38.4703
MSN|4478	17783.7789	MSN|4478	9319.5939
MSR1|4481	1805.5279	MSR1|4481	243.3402
MSRA|4482	101.1328	MSRA|4482	163.6516
MSRB2|22921	520.5256	MSRB2|22921	463.4761
MSRB3|253827	1385.0476	MSRB3|253827	3068.7734
lowly_expressed	lowly_expressed	MST1P2|11209	105.9461
lowly_expressed	lowly_expressed	MST1P9|11223	38.7757
MST1R|4486	113.0947	MST1R|4486	142.5845
lowly_expressed	lowly_expressed	MST1|4485	81.2152
MST4|51765	1868.5999	MST4|51765	500.7251
lowly_expressed	lowly_expressed	MSTN|2660	5.1904
MSTO1|55154	560.7612	MSTO1|55154	596.669
MSTO2P|100129405	56.0326	MSTO2P|100129405	110.5809
MSX1|4487	75.3965	MSX1|4487	101.6716
MSX2|4488	310.6479	MSX2|4488	197.8475
MT1E|4493	60.5347	MT1E|4493	562.7051
MT1F|4494	26.0988	MT1F|4494	122.4334
MT1G|4495	11.9619	MT1G|4495	66.8651
MT1L|4500	5.4372	MT1L|4500	45.1874
lowly_expressed	lowly_expressed	MT1M|4499	80.9099
MT1X|4501	108.0199	MT1X|4501	1350.4313
MT2A|4502	803.6248	MT2A|4502	1456.9879999999998
