gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
TMEM179B|374395	1684.8210000000001	TMEM179B|374395	755.0569
TMEM179|388021	6.5247	lowly_expressed	lowly_expressed
TMEM17|200728	36.2483	TMEM17|200728	52.8204
TMEM180|79847	21.749000000000002	TMEM180|79847	64.7279
TMEM181|57583	1524.2411	TMEM181|57583	1524.7691
TMEM182|130827	248.6633	TMEM182|130827	94.0386
TMEM183A|92703	1752.6053	TMEM183A|92703	867.4147
TMEM184A|202915	272.7358	TMEM184A|202915	182.0075
TMEM184B|25829	1105.5732	TMEM184B|25829	1320.0122
TMEM184C|55751	1176.6198	TMEM184C|55751	716.8918
TMEM185A|84548	437.1545	TMEM185A|84548	547.1338
TMEM185B|79134	677.4807	TMEM185B|79134	698.8779
TMEM186|25880	80.4712	TMEM186|25880	170.9793
TMEM187|8269	108.3824	TMEM187|8269	142.2792
TMEM188|255919	544.812	TMEM188|255919	305.6255
TMEM189|387521	855.4599	TMEM189|387521	577.617
TMEM18|129787	615.4961	TMEM18|129787	821.922
TMEM191A|84222	7.6121	TMEM191A|84222	5.8011
TMEM192|201931	1376.348	TMEM192|201931	815.2049
TMEM194A|23306	1344.8120000000001	TMEM194A|23306	624.6851
TMEM194B|100131211	79.3838	TMEM194B|100131211	100.7557
lowly_expressed	lowly_expressed	TMEM195|392636	30.2267
lowly_expressed	lowly_expressed	TMEM198|130612	50.9885
TMEM199|147007	601.7218	TMEM199|147007	388.9779
TMEM19|55266	887.7209	TMEM19|55266	650.332
TMEM200A|114801	610.4214	TMEM200A|114801	354.1714
TMEM200B|399474	36.5782	TMEM200B|399474	236.5682
lowly_expressed	lowly_expressed	TMEM200C|645369	37.2491
TMEM201|199953	122.8817	TMEM201|199953	323.6394
TMEM203|94107	1212.1432	TMEM203|94107	735.5164
TMEM204|79652	121.4318	TMEM204|79652	187.1613
TMEM205|374882	1929.8595	TMEM205|374882	804.5187
TMEM206|55248	407.4309	TMEM206|55248	94.0386
TMEM208|29100	405.6185	TMEM208|29100	336.1575
TMEM209|84928	2001.6312	TMEM209|84928	777.3452
TMEM20|159371	46.0353	TMEM20|159371	115.7164
TMEM213|155006	19.5741	TMEM213|155006	61.3694
TMEM214|54867	1884.5492	TMEM214|54867	1969.6206
TMEM215|401498	90.6208	lowly_expressed	lowly_expressed
TMEM216|51259	353.4209	TMEM216|51259	262.8807
TMEM217|221468	6.1622	TMEM217|221468	30.8831
TMEM218|219854	373.72	TMEM218|219854	311.7319
TMEM219|124446	1387.585	TMEM219|124446	1445.6912
TMEM220|388335	30.8111	TMEM220|388335	283.6425
TMEM222|84065	520.5256	TMEM222|84065	671.0938
TMEM223|79064	339.6466	TMEM223|79064	157.5452
TMEM229B|161145	160.9425	TMEM229B|161145	130.9824
TMEM22|80723	79.3838	TMEM22|80723	193.8783
TMEM231|79583	159.4889	TMEM231|79583	330.0481
TMEM232|642987	10.8745	TMEM232|642987	27.1735
TMEM233|387890	15.2243	lowly_expressed	lowly_expressed
TMEM25|84866	774.6262	TMEM25|84866	665.9034
TMEM26|219623	119.5976	TMEM26|219623	203.2089
TMEM27|57393	25.0113	TMEM27|57393	49.1566
TMEM2|23670	1278.4776	TMEM2|23670	1747.9582
TMEM30A|55754	9665.2469	TMEM30A|55754	5247.5384
TMEM30B|161291	1433.9828	TMEM30B|161291	1445.9965
TMEM33|55161	5202.3561	TMEM33|55161	1171.2083
TMEM35|59353	21.3865	TMEM35|59353	41.8289
TMEM37|140738	86.271	TMEM37|140738	799.3283
TMEM38A|79041	10.8745	TMEM38A|79041	55.263000000000005
TMEM38B|55151	167.1047	TMEM38B|55151	145.3324
TMEM39A|55254	783.6883	TMEM39A|55254	615.2202
TMEM39B|55116	149.7055	TMEM39B|55116	308.3734
TMEM40|55287	318.985	TMEM40|55287	35.1118
TMEM41A|90407	872.1341	TMEM41A|90407	563.3158
TMEM41B|440026	1855.9129999999998	TMEM41B|440026	565.453
TMEM42|131616	64.52199999999999	TMEM42|131616	171.8953
TMEM43|79188	2480.8337	TMEM43|79188	4188.0772
TMEM44|93109	67.7843	TMEM44|93109	148.0803
TMEM45A|55076	1061.7127	TMEM45A|55076	224.7157
TMEM45B|120224	230.9017	TMEM45B|120224	159.9878
TMEM47|83604	943.9058	TMEM47|83604	2182.4288
TMEM48|55706	840.5981	TMEM48|55706	380.42900000000003
TMEM49|81671	9927.6846	TMEM49|81671	1480.1924
TMEM50A|23585	6567.8296	TMEM50A|23585	2240.745
TMEM50B|757	1260.7159	TMEM50B|757	1232.5777
TMEM51|55092	198.6407	TMEM51|55092	270.2084
TMEM52|339456	11.9619	TMEM52|339456	14.9607
TMEM53|79639	78.1803	TMEM53|79639	159.1695
TMEM54|113452	745.99	TMEM54|113452	396.3056
TMEM55A|55529	318.6226	TMEM55A|55529	385.0088
TMEM55B|90809	269.6874	TMEM55B|90809	503.1677
TMEM56|148534	471.36199999999997	TMEM56|148534	307.2346
TMEM57|55219	1772.1794	TMEM57|55219	871.3839
TMEM59L|25789	11.237	lowly_expressed	lowly_expressed
TMEM59|9528	12607.883999999998	TMEM59|9528	5970.2313
TMEM5|10329	345.4463	TMEM5|10329	315.7011
TMEM60|85025	555.3240000000001	TMEM60|85025	231.1274
lowly_expressed	lowly_expressed	TMEM61|199964	29.3107
TMEM62|80021	707.9293	TMEM62|80021	587.1308
TMEM63A|9725	1127.3222	TMEM63A|9725	1619.1129999999998
TMEM63B|55362	1234.2546	TMEM63B|55362	603.0074
TMEM63C|57156	46.0353	TMEM63C|57156	186.2453
TMEM64|169200	21380.6978	TMEM64|169200	890.6189999999999
TMEM65|157378	1047.2134	TMEM65|157378	418.2887
TMEM66|51669	10545.7182	TMEM66|51669	7617.4338
TMEM67|91147	586.135	TMEM67|91147	286.085
TMEM68|137695	1735.9311	TMEM68|137695	385.6194
TMEM69|51249	1090.3489	TMEM69|51249	498.2826
TMEM70|54968	1686.9959	TMEM70|54968	370.0481
TMEM71|137835	15.2243	TMEM71|137835	118.4642
lowly_expressed	lowly_expressed	TMEM74|157753	6.7170000000000005
TMEM79|84283	291.0739	TMEM79|84283	146.5537
TMEM80|283232	108.7449	TMEM80|283232	268.9871
TMEM81|388730	52.1976	TMEM81|388730	37.5544
lowly_expressed	lowly_expressed	TMEM84|283673	106.8621
TMEM85|51234	2258.5483	TMEM85|51234	1199.4993
TMEM86A|144110	131.5523	TMEM86A|144110	216.7315
TMEM86B|255043	14.4993	TMEM86B|255043	37.8597
TMEM87A|25963	5947.2587	TMEM87A|25963	2728.3413
TMEM87B|84910	3356.9551	TMEM87B|84910	1303.412
TMEM88|92162	6.5247	TMEM88|92162	72.9715
TMEM8A|58986	670.5936	TMEM8A|58986	392.3365
TMEM8B|51754	188.1287	TMEM8B|51754	801.7709
TMEM90B|79953	197.5532	TMEM90B|79953	9.7702
TMEM91|641649	29.8215	TMEM91|641649	140.5511
TMEM92|162461	47.1228	lowly_expressed	lowly_expressed
TMEM93|83460	263.7934	TMEM93|83460	112.4647
TMEM97|27346	860.3099	TMEM97|27346	289.1046
TMEM98|26022	362.8455	TMEM98|26022	1275.6278
TMEM99|147184	467.9656	TMEM99|147184	306.8468
TMEM9B|56674	3024.5582	TMEM9B|56674	1345.2408
TMEM9|252839	1772.1794	TMEM9|252839	1179.452
TMF1|7110	1576.4386	TMF1|7110	1995.8782
lowly_expressed	lowly_expressed	TMIE|259236	7.9383
TMLHE|55217	383.1445	TMLHE|55217	257.0796
TMOD1|7111	116.29899999999999	TMOD1|7111	781.1801
TMOD2|29767	688.7177	TMOD2|29767	1035.6461
TMOD3|29766	4047.4853	TMOD3|29766	1621.5556
TMPO|7112	3230.4667	TMPO|7112	1946.3827
TMPPE|643853	69.2343	TMPPE|643853	41.8289
TMPRSS13|84000	649.2071	TMPRSS13|84000	348.6757
TMPRSS2|7113	9.4246	TMPRSS2|7113	657.0491
TMPRSS3|64699	6.1622	TMPRSS3|64699	450.3473
TMPRSS4|56649	516.9008	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMPRSS5|80975	11.2968
TMPRSS6|164656	11.237	TMPRSS6|164656	11.9075
lowly_expressed	lowly_expressed	TMPRSS9|360200	7.9383
TMSB10|9168	6007.7934	TMSB10|9168	6519.5023
TMSB15A|11013	31.1735	TMSB15A|11013	12.5181
TMSB15B|286527	21.749000000000002	TMSB15B|286527	52.8204
TMSL3|7117	23448.3009	TMSL3|7117	20213.1135
TMTC1|83857	137.0186	TMTC1|83857	2158.0032
TMTC2|160335	504.5763	TMTC2|160335	477.8261
TMTC3|160418	2344.5401	TMTC3|160418	863.1402
TMTC4|84899	598.097	TMTC4|84899	383.1769
TMUB1|83590	231.9891	TMUB1|83590	199.9847
TMUB2|79089	454.9162	TMUB2|79089	874.7424
TMX1|81542	1970.4576	TMX1|81542	1016.4110000000001
TMX2|51075	4628.907999999999	TMX2|51075	1615.6629
TMX3|54495	2160.7612	TMX3|54495	1358.9802
TMX4|56255	449.8414	TMX4|56255	1317.7620000000002
TNC|3371	5729.7689	TNC|3371	4415.5408
TNFAIP1|7126	1278.5863	TNFAIP1|7126	2041.7373
TNFAIP2|7127	10625.1019	TNFAIP2|7127	1907.03
TNFAIP3|7128	174.3543	TNFAIP3|7128	810.0145
TNFAIP6|7130	519.0757	TNFAIP6|7130	159.0718
TNFAIP8L1|126282	54.3725	TNFAIP8L1|126282	89.1535
TNFAIP8L2|79626	31.535999999999998	TNFAIP8L2|79626	46.4087
TNFAIP8L3|388121	94.9705	TNFAIP8L3|388121	138.6154
TNFAIP8|25816	237.4264	TNFAIP8|25816	350.5076
TNFRSF10A|8797	51.4726	TNFRSF10A|8797	103.1982
TNFRSF10B|8795	950.7929	TNFRSF10B|8795	1024.6546
TNFRSF10C|8794	54.01	TNFRSF10C|8794	50.6832
TNFRSF10D|8793	177.9792	TNFRSF10D|8793	400.2748
TNFRSF11A|8792	21.749000000000002	TNFRSF11A|8792	122.4334
TNFRSF11B|4982	27.1862	TNFRSF11B|4982	243.9508
TNFRSF12A|51330	192.11599999999999	TNFRSF12A|51330	598.1223
lowly_expressed	lowly_expressed	TNFRSF13B|23495	5.1904
TNFRSF14|8764	133.2198	TNFRSF14|8764	819.4581
lowly_expressed	lowly_expressed	TNFRSF17|608	44.5767
TNFRSF18|8784	5.7997	TNFRSF18|8784	8.2436
TNFRSF19|55504	619.121	TNFRSF19|55504	424.0898
TNFRSF1A|7132	1674.309	TNFRSF1A|7132	2338.1421
TNFRSF1B|7133	114.1821	TNFRSF1B|7133	1333.0279999999998
TNFRSF21|27242	813.0494	TNFRSF21|27242	1331.5014
TNFRSF25|8718	5.0748	TNFRSF25|8718	50.0725
TNFRSF4|7293	10.512	TNFRSF4|7293	6.7170000000000005
TNFRSF6B|8771	9.6964	TNFRSF6B|8771	14.2859
TNFRSF8|943	5.0748	TNFRSF8|943	45.798
TNFRSF9|3604	7.9746	lowly_expressed	lowly_expressed
TNFSF10|8743	4264.9751	TNFSF10|8743	4238.7604
TNFSF11|8600	92.4332	TNFSF11|8600	5.4958
lowly_expressed	lowly_expressed	TNFSF12-TNFSF13|407977	13.9257
TNFSF12|8742	224.377	TNFSF12|8742	816.1453
TNFSF13B|10673	38.4232	TNFSF13B|10673	49.7672
TNFSF13|8741	486.0897	TNFSF13|8741	564.937
lowly_expressed	lowly_expressed	TNFSF14|8740	6.1064
TNFSF15|9966	10.8745	TNFSF15|9966	24.1203
TNFSF4|7292	844.5854	TNFSF4|7292	38.7757
TNFSF8|944	37.6982	TNFSF8|944	19.8458
TNFSF9|8744	35.1609	TNFSF9|8744	15.8767
TNF|7124	7.9746	TNF|7124	32.0586
TNIK|23043	689.8052	TNIK|23043	305.9308
TNIP1|10318	863.072	TNIP1|10318	2406.8392
TNIP2|79155	137.7435	TNIP2|79155	360.5832
TNK1|8711	291.7988	TNK1|8711	370.0481
TNK2|10188	263.1627	TNK2|10188	938.8138
TNKS1BP1|85456	1659.8097	TNKS1BP1|85456	3996.6415
TNKS2|80351	2358.3145	TNKS2|80351	2372.3379999999997
TNKS|8658	1844.5093	TNKS|8658	1657.0552
lowly_expressed	lowly_expressed	TNMD|64102	116.0217
lowly_expressed	lowly_expressed	TNNC2|7125	14.6554
lowly_expressed	lowly_expressed	TNNI1|7135	51.9044
lowly_expressed	lowly_expressed	TNNI3K|51086	41.0167
TNNI3|7137	18.4866	lowly_expressed	lowly_expressed
TNNT1|7138	379.5197	TNNT1|7138	46.714
lowly_expressed	lowly_expressed	TNNT2|7139	12.2128
lowly_expressed	lowly_expressed	TNNT3|7140	70.2236
TNN|63923	47.1228	TNN|63923	145.0271
TNPO1|3842	6363.0267	TNPO1|3842	2484.3905
TNPO2|30000	1760.9425	TNPO2|30000	1499.7328
TNPO3|23534	1557.227	TNPO3|23534	998.7024
TNRC18|84629	899.3203	TNRC18|84629	2196.1682
TNRC6A|27327	1478.5682	TNRC6A|27327	1706.1293
TNRC6B|23112	699.2297	TNRC6B|23112	1281.4289
TNRC6C|57690	788.1686	TNRC6C|57690	1040.803
TNS1|7145	2447.1228	TNS1|7145	19655.9041
TNS3|64759	1744.9932	TNS3|64759	2412.3349
TNS4|84951	49.6602	TNS4|84951	3248.3017
TNXB|7148	16.4531	TNXB|7148	9808.1124
TOB1|10140	5405.8722	TOB1|10140	1941.3327
TOB2|10766	1082.3743	TOB2|10766	2051.1411
TOE1|114034	164.9298	TOE1|114034	322.0487
TOLLIP|54472	663.7064	TOLLIP|54472	1110.4496
TOM1L1|10040	1574.7676	TOM1L1|10040	790.758
TOM1L2|146691	640.87	TOM1L2|146691	2444.0882
TOM1|10043	295.7861	TOM1|10043	945.882
TOMM20|9804	14829.5424	TOMM20|9804	6455.6904
TOMM22|56993	1192.5691	TOMM22|56993	958.7054
TOMM34|10953	1379.2478	TOMM34|10953	634.4554
TOMM40L|84134	331.3856	TOMM40L|84134	281.0503
TOMM40|10452	352.69599999999997	TOMM40|10452	468.6665
TOMM5|401505	1163.2043	TOMM5|401505	586.8071
TOMM6|100188893	3280.2864	TOMM6|100188893	1391.4022
TOMM70A|9868	6599.6883	TOMM70A|9868	2078.9253
TOMM7|54543	1177.7073	TOMM7|54543	2568.3536
TOP1MT|116447	70.6842	TOP1MT|116447	344.4012
TOP1P1|7151	112.3697	TOP1P1|7151	76.9407
TOP1P2|7152	7.9746	lowly_expressed	lowly_expressed
TOP1|7150	4071.4092	TOP1|7150	2189.7565
TOP2A|7153	4558.5863	TOP2A|7153	194.7943
TOP2B|7155	7063.7064	TOP2B|7155	5365.392
TOP3A|7156	153.3303	TOP3A|7156	450.6526
TOP3B|8940	48.2102	TOP3B|8940	293.1074
TOPBP1|11073	1577.8885	TOPBP1|11073	966.9491
TOPORS|10210	722.7911	TOPORS|10210	1156.8583
TOR1AIP1|26092	3054.2818	TOR1AIP1|26092	3313.9455
TOR1AIP2|163590	953.6928	TOR1AIP2|163590	502.2517
TOR1A|1861	1002.2655	TOR1A|1861	825.2805
TOR1B|27348	474.4903	TOR1B|27348	468.6665
TOR2A|27433	177.6167	TOR2A|27433	130.9824
TOR3A|64222	692.705	TOR3A|64222	776.1239999999999
TOX2|84969	23.5614	TOX2|84969	41.5235
TOX3|27324	109.8324	TOX3|27324	383.7875
TOX4|9878	2355.4291	TOX4|9878	2133.1074
TOX|9760	13.0494	TOX|9760	124.2653
lowly_expressed	lowly_expressed	TP53AIP1|63970	32.3639
TP53BP1|7158	651.382	TP53BP1|7158	1584.9172
TP53BP2|7159	1227.3675	TP53BP2|7159	1108.3123
TP53I11|9537	2281.4681	TP53I11|9537	2799.4809999999998
TP53I13|90313	68.1468	TP53I13|90313	251.2785
TP53I3|9540	114.1821	TP53I3|9540	211.8922
TP53INP1|94241	2912.551	TP53INP1|94241	887.2605
TP53INP2|58476	1096.1486	TP53INP2|58476	857.6445
TP53RK|112858	811.9619	TP53RK|112858	539.5008
TP53TG1|11257	284.5492	TP53TG1|11257	178.6123
TP53TG3B|729355	6.5247	TP53TG3B|729355	7.3277
TP53|7157	1805.8903	TP53|7157	1517.7467
TP63|8626	10.512	TP63|8626	4167.6208
TP73|7161	32.260999999999996	TP73|7161	60.1481
TPBG|7162	1759.13	TPBG|7162	951.9884
TPCN1|53373	753.6022	TPCN1|53373	2125.9446
TPCN2|219931	101.4191	TPCN2|219931	366.714
TPD52L1|7164	1224.4676	TPD52L1|7164	881.1541
TPD52L2|7165	3197.4626	TPD52L2|7165	2191.5884
TPD52|7163	23005.2198	TPD52|7163	1892.6342
lowly_expressed	lowly_expressed	TPH1|7166	10.9915
TPI1P2|286016	32.986	TPI1P2|286016	13.4341
TPI1|7167	7386.6787	TPI1|7167	3189.3749
TPK1|27010	90.9832	TPK1|27010	73.8875
TPM1|7168	4851.4726	TPM1|7168	10331.8525
TPM2|7169	476.6652	TPM2|7169	3625.9827
TPM3|7170	18758.4957	TPM3|7170	3980.1542
TPM4|7171	33834.888999999996	TPM4|7171	16504.389
TPMT|7172	974.7168	TPMT|7172	508.3581
lowly_expressed	lowly_expressed	TPO|7173	114.8004
TPP1|1200	6697.5986	TPP1|1200	3004.9615
TPP2|7174	2509.8324	TPP2|7174	1274.4065
TPPP3|51673	65.2469	TPPP3|51673	521.7922
TPPP|11076	23.5614	TPPP|11076	504.0837
TPRA1|131601	407.7934	TPRA1|131601	608.8085
TPRG1L|127262	1030.1767	TPRG1L|127262	1976.6429999999998
TPRG1|285386	218.9397	TPRG1|285386	203.9539
TPRKB|51002	930.8564	TPRKB|51002	295.55
TPRN|286262	222.5646	TPRN|286262	126.4026
lowly_expressed	lowly_expressed	TPRXL|348825	5.1904
TPR|7175	3978.1568	TPR|7175	4880.113
TPSAB1|7177	320.0725	TPSAB1|7177	160.9037
TPSB2|64499	287.449	TPSB2|64499	235.7072
TPSD1|23430	6.8872	TPSD1|23430	11.6022
TPSG1|25823	7.0974	TPSG1|25823	25.0363
TPST1|8460	237.4264	TPST1|8460	335.2416
TPST2|8459	699.2297	TPST2|8459	538.5848
TPT1|7178	65170.0952	TPT1|7178	53500.3435
TPTE2P1|646405	7.9746	TPTE2P1|646405	22.899
TPX2|22974	2360.4894	TPX2|22974	90.0695
TRA2A|29896	1609.0621	TRA2A|29896	1792.8402
TRA2B|6434	3412.7775	TRA2B|6434	3349.9733
TRABD|80305	93.8831	TRABD|80305	265.9339
TRADD|8717	104.3951	TRADD|8717	199.6794
TRAF1|7185	23.1989	TRAF1|7185	232.0434
TRAF2|7186	223.2895	TRAF2|7186	183.1921
TRAF3IP1|26146	380.6072	TRAF3IP1|26146	587.1308
TRAF3IP2|10758	889.8958	TRAF3IP2|10758	964.8118
TRAF3IP3|80342	30.4486	TRAF3IP3|80342	60.7587
TRAF3|7187	280.9243	TRAF3|7187	232.9593
TRAF4|9618	660.8065	TRAF4|9618	845.4316
TRAF5|7188	1296.2392	TRAF5|7188	561.4839
TRAF6|7189	284.5492	TRAF6|7189	343.1799
TRAF7|84231	1095.6665	TRAF7|84231	1468.2452
TRAFD1|10906	831.5360000000001	TRAFD1|10906	943.1341
TRAIP|10293	37.6982	TRAIP|10293	54.6523
TRAK1|22906	665.8813	TRAK1|22906	2036.4858
TRAK2|66008	2030.9923	TRAK2|66008	1805.969
TRAM1L1|133022	294.3362	TRAM1L1|133022	112.9685
TRAM1|23471	18485.1835	TRAM1|23471	5213.0372
TRAM2|9697	1337.9248	TRAM2|9697	1834.3638
TRANK1|9881	498.0517	TRANK1|9881	817.9528
TRAP1|10131	947.2660000000001	TRAP1|10131	1283.5264
TRAPPC10|7109	1086.3616	TRAPPC10|7109	1342.1876
TRAPPC1|58485	1555.0521	TRAPPC1|58485	824.0592
TRAPPC2L|51693	419.0304	TRAPPC2L|51693	418.2887
TRAPPC2P1|10597	363.8677	TRAPPC2P1|10597	114.3516
TRAPPC2|6399	512.9135	TRAPPC2|6399	298.9085
TRAPPC3|27095	870.6842	TRAPPC3|27095	888.1765
TRAPPC4|51399	1271.2279	TRAPPC4|51399	533.6997
TRAPPC5|126003	210.9651	TRAPPC5|126003	171.2846
TRAPPC6A|79090	180.1541	TRAPPC6A|79090	222.5784
TRAPPC6B|122553	3364.2048	TRAPPC6B|122553	779.1772
TRAPPC9|83696	759.0394	TRAPPC9|83696	599.3436
lowly_expressed	lowly_expressed	TRAT1|50852	9.4649
TRDMT1|1787	139.1935	TRDMT1|1787	196.0156
lowly_expressed	lowly_expressed	TRDN|10345	21.6777
TREM1|54210	188.8536	TREM1|54210	7.3277
TREM2|54209	121.4318	TREM2|54209	88.5429
TRERF1|55809	1119.3475	TRERF1|55809	369.7428
TREX1|11277	157.1219	TREX1|11277	292.0296
lowly_expressed	lowly_expressed	TRHDE|29953	52.5731
TRH|7200	5.4372	lowly_expressed	lowly_expressed
TRIAP1|51499	1119.3475	TRIAP1|51499	364.24699999999996
TRIB1|10221	935.5686	TRIB1|10221	3920.6167
TRIB2|28951	1213.5931	TRIB2|28951	1380.0473
TRIB3|57761	717.3539	TRIB3|57761	411.87699999999995
TRIL|9865	1288.2646	TRIL|9865	620.4107
TRIM11|81559	261.7127	TRIM11|81559	232.0434
TRIM13|10206	1422.2963	TRIM13|10206	664.0684
TRIM14|9830	535.0249	TRIM14|9830	660.1023
TRIM16L|147166	71.0757	TRIM16L|147166	87.2727
TRIM16|10626	183.7789	TRIM16|10626	484.0791
lowly_expressed	lowly_expressed	TRIM17|51127	45.798
TRIM21|6737	383.8695	TRIM21|6737	465.9186
TRIM22|10346	684.3679	TRIM22|10346	1888.7108
TRIM23|373	732.5782	TRIM23|373	470.8038
TRIM24|8805	1550.3398	TRIM24|8805	773.0708
TRIM25|7706	822.8256	TRIM25|7706	1631.3259
TRIM26|7726	1131.3095	TRIM26|7726	1420.6549
TRIM27|5987	1391.5723	TRIM27|5987	1241.1266
TRIM28|10155	2534.4812	TRIM28|10155	3827.7994
TRIM29|23650	14.1368	TRIM29|23650	7016.2583
TRIM2|23321	794.5628	TRIM2|23321	2190.3671
TRIM32|22954	500.589	TRIM32|22954	454.9271
TRIM33|51592	2428.9986	TRIM33|51592	1750.0954
TRIM34|53840	345.4463	TRIM34|53840	301.6564
TRIM35|23087	264.6126	TRIM35|23087	453.4005
TRIM36|55521	238.8763	TRIM36|55521	94.3439
TRIM37|4591	3431.1373	TRIM37|4591	686.253
TRIM38|10475	371.9076	TRIM38|10475	628.9596
TRIM39|56658	205.6874	TRIM39|56658	587.43
TRIM3|10612	296.8736	TRIM3|10612	241.203
TRIM41|90933	678.2057	TRIM41|90933	504.1264
TRIM44|54765	2458.7222	TRIM44|54765	1600.1832
TRIM45|80263	106.9325	TRIM45|80263	210.9763
TRIM46|80128	63.4345	TRIM46|80128	21.3724
TRIM47|91107	297.5986	TRIM47|91107	564.2317
TRIM4|89122	988.4912	TRIM4|89122	1359.2856
TRIM52|84851	114.9071	TRIM52|84851	224.4104
TRIM55|84675	37.6982	lowly_expressed	lowly_expressed
TRIM56|81844	73.5841	TRIM56|81844	328.5245
TRIM58|25893	224.725	TRIM58|25893	43.6272
TRIM59|286827	605.4445	TRIM59|286827	82.6196
TRIM5|85363	376.4712	TRIM5|85363	529.5016
TRIM62|55223	379.1572	TRIM62|55223	180.7496
TRIM65|201292	305.9357	TRIM65|201292	326.3873
TRIM66|9866	161.3049	TRIM66|9866	530.3412
TRIM68|55128	228.7268	TRIM68|55128	374.0173
TRIM69|140691	11.5995	TRIM69|140691	25.2469
TRIM6|117854	268.9624	TRIM6|117854	230.5168
lowly_expressed	lowly_expressed	TRIM78P|117852	6.3354
TRIM7|81786	7.9746	TRIM7|81786	41.2182
TRIM8|81603	1736.2936	TRIM8|81603	1946.7216
TRIM9|114088	56.5473	TRIM9|114088	141.9739
TRIOBP|11078	388.5818	TRIOBP|11078	1835.5179
TRIO|7204	1242.5918	TRIO|7204	2888.3291
TRIP10|9322	287.0865	TRIP10|9322	987.4055
TRIP11|9321	887.3584	TRIP11|9321	1465.2317
TRIP12|9320	3937.6529	TRIP12|9320	3836.3484
TRIP13|9319	819.2116	TRIP13|9319	75.7194
TRIP4|9325	719.5288	TRIP4|9325	558.736
TRIP6|7205	470.8654	TRIP6|7205	867.1094
TRIT1|54802	354.5084	TRIT1|54802	296.1606
TRMT112|51504	2393.4753	TRMT112|51504	1364.7813
TRMT11|60487	358.1332	TRMT11|60487	327.3033
TRMT12|55039	395.8314	TRMT12|55039	413.4036
TRMT1|55621	121.0693	TRMT1|55621	430.8068
TRMT2A|27037	94.6081	TRMT2A|27037	385.6194
TRMT2B|79979	434.6171	TRMT2B|79979	415.2355
TRMT5|57570	456.3661	TRMT5|57570	660.1023
TRMT61A|115708	47.4853	TRMT61A|115708	225.3263
TRMT61B|55006	318.126	TRMT61B|55006	347.259
TRMT6|51605	330.94699999999995	TRMT6|51605	439.3558
TRMU|55687	61.6221	TRMU|55687	171.59
TRNAU1AP|54952	493.7019	TRNAU1AP|54952	295.55
TRNP1|388610	41.6855	TRNP1|388610	317.2277
TRNT1|51095	926.8401	TRNT1|51095	282.9708
TROAP|10024	260.2628	TROAP|10024	13.1288
TROVE2|6738	3091.4907	TROVE2|6738	1348.6421
TRO|7216	292.5238	TRO|7216	341.6533
TRPA1|8989	2596.1432	lowly_expressed	lowly_expressed
TRPC1|7220	347.2587	TRPC1|7220	367.3002
TRPC4AP|26133	2131.4001	TRPC4AP|26133	2090.8328
TRPC4|7223	5.0748	lowly_expressed	lowly_expressed
TRPC6|7225	35.8858	TRPC6|7225	292.8021
TRPM2|7226	134.4812	TRPM2|7226	104.4195
lowly_expressed	lowly_expressed	TRPM3|80036	13.7394
TRPM4|54795	559.6738	TRPM4|54795	541.3327
lowly_expressed	lowly_expressed	TRPM6|140803	63.5066
TRPM7|54822	2770.0952	TRPM7|54822	1615.7545
TRPS1|7227	28577.0729	TRPS1|7227	4490.9549
TRPT1|83707	438.24199999999996	TRPT1|83707	190.8251
TRPV1|7442	83.0086	TRPV1|7442	219.8305
TRPV2|51393	81.1962	TRPV2|51393	173.1166
TRPV4|59341	43.498000000000005	TRPV4|59341	196.0156
TRPV6|55503	18.4866	TRPV6|55503	248.5306
TRRAP|8295	1238.6987	TRRAP|8295	2436.501
TRUB1|142940	875.7589	TRUB1|142940	546.8285
TRUB2|26995	204.8029	TRUB2|26995	442.7143
TSC1|7248	629.2705	TSC1|7248	1398.6719
TSC22D1|8848	4699.2297	TSC22D1|8848	5820.0137
TSC22D2|9819	1000.8156	TSC22D2|9819	1127.8528
TSC22D3|1831	2173.4481	TSC22D3|1831	2218.1513
TSC22D4|81628	321.5224	TSC22D4|81628	631.7075
TSC2|7249	628.908	TSC2|7249	1723.2272
TSEN15|116461	1324.1504	TSEN15|116461	473.2463
TSEN2|80746	202.628	TSEN2|80746	190.2145
TSEN34|79042	1195.8314	TSEN34|79042	650.332
TSEN54|283989	270.4123	TSEN54|283989	267.4605
TSFM|10102	453.4662	TSFM|10102	373.1013
TSG101|7251	4539.7372	TSG101|7251	1231.6617
TSGA10|80705	72.8591	TSGA10|80705	96.1759
TSGA14|95681	360.3081	TSGA14|95681	247.6147
lowly_expressed	lowly_expressed	TSHR|7253	36.0278
TSHZ1|10194	340.3715	TSHZ1|10194	1408.4421
TSHZ2|128553	47.4853	TSHZ2|128553	847.2636
TSHZ3|57616	681.4681	TSHZ3|57616	601.4808
TSIX|9383	84.8536	TSIX|9383	23.6593
TSKU|25987	3132.2157	TSKU|25987	1524.7691
TSLP|85480	6.5247	TSLP|85480	101.6716
TSNARE1|203062	20.299	TSNARE1|203062	255.2477
lowly_expressed	lowly_expressed	TSNAXIP1|55815	28.3948
TSNAX|7257	3262.3471	TSNAX|7257	1199.371
