gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
RAB24|53917	655.808	RAB24|53917	519.7184
RAB25|57111	2637.3768	RAB25|57111	1307.0986
RAB26|25837	232.3189	RAB26|25837	19.676
RAB27A|5873	479.2113	RAB27A|5873	476.2955
RAB27B|5874	492.9276	RAB27B|5874	625.2226
RAB28|9364	316.3309	RAB28|9364	307.3531
RAB2A|5862	1411.9160000000002	RAB2A|5862	1310.1518
RAB2B|84932	363.9091	RAB2B|84932	496.3107
RAB30|27314	397.7711	RAB30|27314	348.4013
RAB31|11031	6279.0399	RAB31|11031	977.0164
RAB32|10981	597.0853	RAB32|10981	319.2265
RAB33A|9363	9.8586	lowly_expressed	lowly_expressed
RAB33B|83452	429.0613	RAB33B|83452	358.9178
RAB34|83871	1168.8813	RAB34|83871	1262.9972
RAB35|11021	889.4128	RAB35|11021	1164.6171
RAB36|9609	1234.4621	RAB36|9609	214.7401
RAB37|326624	35.1479	RAB37|326624	101.7725
RAB38|23682	152.5932	RAB38|23682	240.8617
RAB39B|116442	18.0026	RAB39B|116442	60.7243
RAB39|54734	6.4295	lowly_expressed	lowly_expressed
RAB3A|5864	108.4441	RAB3A|5864	30.1925
lowly_expressed	lowly_expressed	RAB3B|5865	15.6051
RAB3D|9545	1440.6344	RAB3D|9545	1374.9470000000001
RAB3GAP1|22930	1868.4098	RAB3GAP1|22930	2144.6866
RAB3GAP2|25782	1876.5538	RAB3GAP2|25782	1242.3035
RAB3IL1|5866	423.0604	RAB3IL1|5866	294.8011
RAB3IP|117177	714.5306	RAB3IP|117177	495.9715
RAB40A|142684	5.5722	RAB40A|142684	5.7671
RAB40B|10966	240.8916	RAB40B|10966	420.6598
RAB40C|57799	813.5448	RAB40C|57799	514.969
lowly_expressed	lowly_expressed	RAB41|347517	6.1064
RAB42|115273	35.1479	RAB42|115273	15.9444
RAB43|339122	248.6069	RAB43|339122	391.1458
RAB4A|5867	1254.4149	RAB4A|5867	1112.1873
RAB4B|53916	477.6982	RAB4B|53916	291.2323
RAB5A|5868	1212.1732	RAB5A|5868	1405.818
RAB5B|5869	3705.5294	RAB5B|5869	5800.3562
RAB5C|5878	3294.8993	RAB5C|5878	3321.8557
RAB6A|5870	3894.1277	RAB6A|5870	3531.1678
RAB6B|51560	107.5868	RAB6B|51560	270.715
RAB6C|84084	123.5705	RAB6C|84084	233.032
RAB7A|7879	4791.2559	RAB7A|7879	5651.7683
RAB7L1|8934	1169.7385	RAB7L1|8934	831.4816
RAB8A|4218	1386.4209	RAB8A|4218	1537.1046
RAB8B|51762	711.5302	RAB8B|51762	570.9439
RAB9A|9367	502.3575	RAB9A|9367	669.3241
lowly_expressed	lowly_expressed	RAB9B|51209	22.39
RABAC1|10567	1606.5152	RABAC1|10567	961.7505
RABEP1|9135	2784.8993	RABEP1|9135	6630.9965
RABEP2|79874	642.5204	RABEP2|79874	314.4771
RABEPK|10244	492.9276	RABEPK|10244	376.8976
RABGAP1L|9910	322.0532	RABGAP1L|9910	323.5044
RABGAP1|23637	1372.0532	RABGAP1|23637	2268.5099
RABGEF1|27342	1131.2688	RABGEF1|27342	1036.4855
RABGGTA|5875	339.0484	RABGGTA|5875	357.5609
RABGGTB|5876	987.1410000000001	RABGGTB|5876	676.7874
RABIF|5877	387.9126	RABIF|5877	202.5274
RABL2A|11159	561.9374	RABL2A|11159	402.68
RABL2B|11158	528.4526	RABL2B|11158	474.5314
RABL3|285282	665.6665	RABL3|285282	975.6594
RABL5|64792	1276.8967	RABL5|64792	633.3644
RAC1|5879	7023.5748	RAC1|5879	5754.2193
RAC2|5880	1019.2885	RAC2|5880	471.2069
RAC3|5881	150.4501	RAC3|5881	152.3196
RACGAP1|29127	469.3528	RACGAP1|29127	272.4112
RAD17|5884	742.8204	RAD17|5884	705.0564
RAD18|56852	288.4698	RAD18|56852	350.0975
RAD1|5810	659.6657	RAD1|5810	560.7667
RAD21|5885	4646.3609	RAD21|5885	5636.8247
RAD23A|5886	2001.7145	RAD23A|5886	1782.7156
RAD23B|5887	4212.6018	RAD23B|5887	3653.6341
RAD50|10111	2109.3013	RAD50|10111	1825.1209
RAD51AP1|10635	121.7317	RAD51AP1|10635	38.3343
RAD51C|5889	221.1745	RAD51C|5889	295.4796
RAD51L1|5890	172.3103	RAD51L1|5890	588.9238
RAD51L3|5892	235.748	RAD51L3|5892	166.5677
RAD51|5888	51.4359	RAD51|5888	14.9266
RAD52|5893	125.5894	RAD52|5893	184.2083
RAD54B|25788	106.9996	RAD54B|25788	44.6748
RAD54L2|23132	177.0253	RAD54L2|23132	284.9631
RAD54L|8438	64.7235	RAD54L|8438	9.4988
RAD9A|5883	199.08700000000002	RAD9A|5883	208.3453
RAD9B|144715	17.5739	lowly_expressed	lowly_expressed
RADIL|55698	84.012	RADIL|55698	176.745
RAE1|8480	570.9387	RAE1|8480	585.1921
RAET1E|135250	6.0009	RAET1E|135250	13.5697
lowly_expressed	lowly_expressed	RAET1G|353091	7.8026
RAF1|5894	1896.2709	RAF1|5894	2344.1608
RAG1AP1|55974	1858.9799	RAG1AP1|55974	580.1035
RAG1|5896	23.5748	RAG1|5896	65.4737
RAGE|5891	194.1706	RAGE|5891	215.4185
RAI14|26064	1831.976	RAI14|26064	1239.2503
RAI1|10743	1477.0682	RAI1|10743	1031.6343
RAI2|10742	937.8483	RAI2|10742	867.102
RALA|5898	1356.1937	RALA|5898	1217.1996
RALBP1|10928	2434.2049	RALBP1|10928	2646.7645
RALB|5899	1339.4771	RALB|5899	1476.7195
RALGAPA1|253959	598.3712	RALGAPA1|253959	710.3723
RALGAPA2|57186	825.9751	RALGAPA2|57186	589.6022
RALGAPB|57148	2176.1679999999997	RALGAPB|57148	3203.7995
RALGDS|5900	1153.1419	RALGDS|5900	1995.7086
RALGPS1|9649	342.9061	RALGPS1|9649	450.1739
RALGPS2|55103	2410.2015	RALGPS2|55103	1148.6727
RALY|22913	2263.6091	RALY|22913	1852.2602
RAMP1|10267	170.1672	RAMP1|10267	82.775
RAMP2|10266	686.2409	RAMP2|10266	434.2295
RAMP3|10268	297.4711	RAMP3|10268	282.5884
RANBP10|57610	540.9344	RANBP10|57610	857.6033
RANBP17|64901	53.1505	RANBP17|64901	48.1723
RANBP1|5902	642.5204	RANBP1|5902	705.6229
RANBP2|5903	3127.7325	RANBP2|5903	4214.7401
RANBP3L|202151	66.8667	RANBP3L|202151	278.8568
RANBP3|8498	958.4226	RANBP3|8498	1203.9691
RANBP6|26953	696.0994	RANBP6|26953	762.9548
RANBP9|10048	741.5345	RANBP9|10048	1001.4418
RANGAP1|5905	1564.5092	RANGAP1|5905	1717.9204
RANGRF|29098	305.1264	RANGRF|29098	358.7719
RAN|5901	2959.7085	RAN|5901	2492.0702
RAP1A|5906	1175.7394	RAP1A|5906	959.715
RAP1B|5908	2220.7458	RAP1B|5908	1242.6427
RAP1GAP2|23108	461.6374	RAP1GAP2|23108	794.8435
RAP1GAP|5909	344.6207	RAP1GAP|5909	591.6377
RAP1GDS1|5910	1035.5765	RAP1GDS1|5910	1019.7608
RAP2A|5911	592.3703	RAP2A|5911	438.9789
RAP2B|5912	699.9571	RAP2B|5912	441.6928
RAP2C|57826	877.8397	RAP2C|57826	429.8194
RAPGEF1|2889	1583.7977	RAPGEF1|2889	2264.0997
RAPGEF2|9693	631.3759	RAPGEF2|9693	1311.848
RAPGEF3|10411	373.2105	RAPGEF3|10411	579.9542
RAPGEF4|11069	228.0326	RAPGEF4|11069	229.6667
RAPGEF5|9771	630.09	RAPGEF5|9771	637.4353
RAPGEF6|51735	415.7737	RAPGEF6|51735	600.1187
RAPGEFL1|51195	150.8787	RAPGEFL1|51195	290.0517
RAPH1|65059	2329.6185	RAPH1|65059	3234.6705
RARA|5914	2133.7334	RARA|5914	999.7456
RARB|5915	104.5864	RARB|5915	695.1064
RARG|5916	1375.9108	RARG|5916	869.4767
RARRES1|5918	362.6232	RARRES1|5918	568.5692
RARRES2|5919	959.7085	RARRES2|5919	953.2694
RARRES3|5920	5015.4308	RARRES3|5920	1027.5634
RARS2|57038	550.3643	RARS2|57038	788.7372
RARS|5917	2024.4321	RARS|5917	1265.3719
RASA1|5921	1168.5341	RASA1|5921	1298.5599
RASA2|5922	166.3095	RASA2|5922	268.001
RASA3|22821	656.2366	RASA3|22821	552.6249
RASA4P|401331	101.3116	RASA4P|401331	52.7487
RASA4|10156	280.7544	RASA4|10156	146.834
RASAL1|8437	22.7175	RASAL1|8437	12.5519
RASAL2|9462	1603.8234	RASAL2|9462	912.7843
RASAL3|64926	194.1706	RASAL3|64926	100.0763
RASD1|51655	336.9053	RASD1|51655	1073.0218
RASD2|23551	227.6039	RASD2|23551	81.0788
RASEF|158158	655.3793	RASEF|158158	1175.4728
RASGEF1A|221002	522.5032	RASGEF1A|221002	349.7583
RASGEF1B|153020	159.4514	RASGEF1B|153020	219.1502
RASGRF1|5923	14.5735	RASGRF1|5923	18.3191
RASGRF2|5924	187.7411	RASGRF2|5924	148.5879
RASGRP1|10125	191.5988	RASGRP1|10125	119.0739
RASGRP2|10235	36.0051	RASGRP2|10235	44.1014
RASGRP3|25780	189.4556	RASGRP3|25780	205.5805
RASGRP4|115727	44.5778	RASGRP4|115727	24.4254
RASIP1|54922	284.1835	RASIP1|54922	454.584
RASL10A|10633	5.5722	RASL10A|10633	23.7469
RASL10B|91608	114.8736	RASL10B|91608	34.2634
RASL11A|387496	133.7334	RASL11A|387496	141.1246
RASL11B|65997	129.0184	RASL11B|65997	117.0384
RASL12|51285	126.01799999999999	RASL12|51285	266.6441
RASSF10|644943	270.0386	RASSF10|644943	76.3294
RASSF1|11186	462.4946	RASSF1|11186	411.1611
RASSF2|9770	646.3781	RASSF2|9770	349.7583
RASSF3|283349	292.3275	RASSF3|283349	403.0193
RASSF4|83937	394.342	RASSF4|83937	322.6189
RASSF5|83593	775.8251	RASSF5|83593	612.6707
RASSF6|166824	83.5834	RASSF6|166824	1004.8342
RASSF7|8045	383.6262	RASSF7|8045	193.7071
RASSF8|11228	355.7651	RASSF8|11228	590.62
RASSF9|9182	37.7197	RASSF9|9182	111.2713
RAVER1|125950	1230.1757	RAVER1|125950	877.9578
RAVER2|55225	130.3043	RAVER2|55225	536.6805
RB1CC1|9821	1600.943	RB1CC1|9821	1713.1711
RB1|5925	1174.0249	RB1|5925	1227.7161
RBAK|57786	573.0219	RBAK|57786	566.5338
RBBP4|5928	3996.8667	RBBP4|5928	4921.357
RBBP5|5929	879.1256	RBBP5|5929	647.6126
RBBP6|5930	1488.2126	RBBP6|5930	1682.3001
RBBP7|5931	2801.9717	RBBP7|5931	2587.7364
RBBP8|5932	1510.0729	RBBP8|5932	1754.5586
RBBP9|10741	550.3643	RBBP9|10741	814.1803
RBCK1|10616	1890.27	RBCK1|10616	1239.5895
RBKS|64080	189.8843	RBKS|64080	103.4687
RBL1|5933	127.7325	RBL1|5933	143.8385
RBL2|5934	1836.5366	RBL2|5934	3051.022
RBM10|8241	1386.6267	RBM10|8241	1173.7766
RBM11|54033	9.8586	RBM11|54033	47.4939
RBM12B|389677	494.2135	RBM12B|389677	493.5968
RBM12|10137	2155.0236	RBM12|10137	2057.5897
RBM14|10432	879.2799	RBM14|10432	990.0568
RBM15B|29890	2189.237	RBM15B|29890	2441.4486
RBM15|64783	168.4784	RBM15|64783	132.3043
RBM16|22828	1148.0583	RBM16|22828	1853.3288
RBM17|84991	1064.2949	RBM17|84991	1455.6865
RBM18|92400	591.5131	RBM18|92400	1041.8116
RBM19|9904	516.5024	RBM19|9904	713.7647
RBM20|282996	61.7231	RBM20|282996	73.6155
RBM22|55696	1379.7685	RBM22|55696	1402.7648
RBM23|55147	1345.9066	RBM23|55147	2007.9722
RBM24|221662	47.1496	RBM24|221662	128.2334
RBM25|58517	1360.9087	RBM25|58517	2157.5778
RBM26|64062	648.9498	RBM26|64062	1028.2419
RBM27|54439	1234.0334	RBM27|54439	999.4063
RBM28|55131	361.76599999999996	RBM28|55131	330.0823
RBM33|155435	1097.2996	RBM33|155435	1376.6432
RBM34|23029	1117.4453	RBM34|23029	477.5948
RBM38|55544	381.4831	RBM38|55544	400.6446
RBM39|9584	3198.4569	RBM39|9584	4137.3929
RBM3|5935	8153.4505	RBM3|5935	4901.7047
RBM41|55285	152.1646	RBM41|55285	182.1728
RBM42|79171	1156.4509	RBM42|79171	810.1094
RBM43|375287	428.204	RBM43|375287	471.5461
lowly_expressed	lowly_expressed	RBM44|375316	6.4456
RBM45|129831	174.0249	RBM45|129831	178.1019
RBM47|54502	3592.7990000000004	RBM47|54502	3103.0447
RBM4B|83759	343.7634	RBM4B|83759	352.8115
RBM4|5936	1824.1063	RBM4|5936	1881.625
RBM5|10181	1683.8963	RBM5|10181	2555.4983
RBM6|10180	848.3026	RBM6|10180	1635.6272
RBM7|10179	648.5212	RBM7|10179	455.2625
RBM8A|9939	2152.1689	RBM8A|9939	1995.4576
RBM9|23543	2134.5907	RBM9|23543	3728.9458
RBMS1|5937	1093.4419	RBMS1|5937	1300.653
RBMS2|5939	885.9794	RBMS2|5939	1444.2168
RBMS3|27303	87.8697	RBMS3|27303	144.8562
RBMX2|51634	636.0909	RBMX2|51634	528.878
RBMXL1|494115	754.9893	RBMXL1|494115	824.0862
RBMX|27316	4791.6845	RBMX|27316	4530.2349
RBP1|5947	577.3682	RBP1|5947	1839.7083
RBP4|5950	260.18	RBP4|5950	559.0705
RBP5|83758	32.1474	RBP5|83758	40.3698
RBP7|116362	161.5945	RBP7|116362	330.7607
RBPJ|3516	603.9434	RBPJ|3516	812.1449
RBPMS2|348093	27.0039	RBPMS2|348093	59.3673
RBPMS|11030	2308.1869	RBPMS|11030	2046.985
RBX1|9978	686.5624	RBX1|9978	521.2552
RC3H1|149041	873.982	RC3H1|149041	772.7928
RC3H2|54542	336.9053	RC3H2|54542	537.0198
RCAN1|1827	1465.4951	RCAN1|1827	4531.9311
RCAN2|10231	191.1702	RCAN2|10231	396.2344
RCAN3|11123	189.4556	RCAN3|11123	157.7474
RCBTB1|55213	469.3528	RCBTB1|55213	586.2098
RCBTB2|1102	303.0433	RCBTB2|1102	460.0119
RCC1|1104	588.024	RCC1|1104	425.2023
RCC2|55920	3873.982	RCC2|55920	2811.2968
RCCD1|91433	87.8697	RCCD1|91433	120.7701
RCE1|9986	281.183	RCE1|9986	231.0237
RCHY1|25898	507.9297	RCHY1|25898	501.3994
RCL1|10171	389.6271	RCL1|10171	414.2142
RCN1|5954	3762.5375	RCN1|5954	2488.3386
RCN2|5955	665.2379	RCN2|5955	874.5653
RCN3|57333	1069.4385	RCN3|57333	334.4924
RCOR1|23186	1015.0021	RCOR1|23186	1150.7082
RCOR2|283248	24.4321	RCOR2|283248	10.1773
RCOR3|55758	1846.1209	RCOR3|55758	959.715
RCSD1|92241	328.7613	RCSD1|92241	385.3787
RD3|343035	9.0013	lowly_expressed	lowly_expressed
RDBP|7936	850.6515	RDBP|7936	1225.3414
RDH10|157506	458.6369	RDH10|157506	513.2728
RDH11|51109	1404.6292	RDH11|51109	1735.9003
RDH13|112724	162.0231	RDH13|112724	189.6362
RDH14|57665	540.9344	RDH14|57665	429.4937
RDH16|8608	12.4303	RDH16|8608	10.5165
RDH5|5959	81.0244	RDH5|5959	223.2957
RDX|5962	1065.1522	RDX|5962	1199.2197
REC8|9985	18.8598	REC8|9985	18.9975
RECK|8434	373.339	RECK|8434	743.2788
RECQL4|9401	196.7424	RECQL4|9401	39.6913
RECQL5|9400	354.4792	RECQL5|9400	493.2576
RECQL|5965	911.003	RECQL|5965	851.3273
REEP1|65055	352.336	REEP1|65055	806.3777
REEP2|51308	27.8611	REEP2|51308	106.8612
REEP3|221035	727.8183	REEP3|221035	570.2655
REEP4|80346	456.0652	REEP4|80346	164.5323
REEP5|7905	6075.868	REEP5|7905	8575.3541
REEP6|92840	1570.9387	REEP6|92840	1264.3542
RELA|5970	2555.0793	RELA|5970	2011.3646
RELB|5971	717.1024	RELB|5971	156.3905
RELL1|768211	760.823	RELL1|768211	968.5862
RELL2|285613	80.1414	RELL2|285613	30.4741
RELN|5649	6.0009	RELN|5649	492.5791
RELT|84957	111.4445	RELT|84957	35.6204
REL|5966	195.0279	REL|5966	159.1044
REM1|28954	23.5748	REM1|28954	22.7292
REM2|161253	14.5735	REM2|161253	6.4456
RENBP|5973	141.4488	RENBP|5973	55.2964
REP15|387849	7.2868	REP15|387849	22.7292
REPIN1|29803	2525.075	REPIN1|29803	1792.5536
REPS1|85021	685.8123	REPS1|85021	1079.8066
REPS2|9185	2775.8251	REPS2|9185	814.8588
RER1|11079	2860.0257	RER1|11079	2496.2327
RERE|473	3287.1839	RERE|473	6420.8294
RERGL|79785	23.1462	RERGL|79785	154.6943
RERG|85004	1444.0634	RERG|85004	1945.5517
REST|5978	363.0519	REST|5978	549.9109
RETSAT|54884	2186.0266	RETSAT|54884	3355.1013
RET|5979	51.8646	RET|5979	44.1014
REV1|51455	440.2057	REV1|51455	922.7377
REV3L|5980	426.4895	REV3L|5980	768.7219
REXO1|57455	486.4981	REXO1|57455	486.81199999999995
REXO2|25996	1077.1539	REXO2|25996	640.1493
REXO4|57109	458.2083	REXO4|57109	504.4525
RFC1|5981	1559.7943	RFC1|5981	2006.276
RFC2|5982	680.24	RFC2|5982	490.8829
RFC3|5983	234.4621	RFC3|5983	217.454
RFC4|5984	241.7488	RFC4|5984	213.3831
RFC5|5985	338.6198	RFC5|5985	354.5077
RFESD|317671	91.6031	RFESD|317671	25.1073
RFFL|117584	722.6447	RFFL|117584	712.8691
RFK|55312	465.4951	RFK|55312	282.5884
RFNG|5986	423.0604	RFNG|5986	574.6756
RFPL1S|10740	18.6627	RFPL1S|10740	20.151
RFT1|91869	471.0673	RFT1|91869	454.9232
RFTN1|23180	514.3592	RFTN1|23180	544.1438
RFTN2|130132	69.0099	RFTN2|130132	72.5977
RFWD2|64326	1440.6344	RFWD2|64326	915.9528
RFWD3|55159	681.9546	RFWD3|55159	795.8613
RFX1|5989	594.5135	RFX1|5989	401.6623
RFX2|5990	175.3108	RFX2|5990	326.6898
RFX3|5991	114.8736	RFX3|5991	84.8104
RFX5|5993	2535.3622	RFX5|5993	778.8992
lowly_expressed	lowly_expressed	RFX6|222546	117.3777
RFX7|64864	624.9464	RFX7|64864	719.8711
RFX8|731220	6.8581	lowly_expressed	lowly_expressed
RFXANK|8625	705.3365	RFXANK|8625	492.8573
RFXAP|5994	70.2958	RFXAP|5994	111.2713
RG9MTD1|54931	509.2156	RG9MTD1|54931	474.5993
RG9MTD2|93587	205.7437	RG9MTD2|93587	152.6588
RG9MTD3|158234	159.0227	RG9MTD3|158234	257.8238
RGAG1|57529	40.2915	RGAG1|57529	10.1773
RGAG4|340526	133.3048	RGAG4|340526	414.2142
RGL1|23179	599.6571	RGL1|23179	822.3221
RGL2|5863	1102.8718	RGL2|5863	1785.4296
RGL3|57139	201.1616	RGL3|57139	283.6842
lowly_expressed	lowly_expressed	RGL4|266747	8.3453
RGMA|56963	233.6048	RGMA|56963	577.7288
RGMB|285704	627.6382	RGMB|285704	1018.3564
RGNEF|64283	519.0742	RGNEF|64283	1285.3872
RGN|9104	24.0034	RGN|9104	157.069
RGP1|9827	186.8796	RGP1|9827	282.9277
RGPD1|400966	192.0489	RGPD1|400966	281.1873
RGPD3|653489	244.7492	RGPD3|653489	378.2546
RGPD4|285190	162.8804	RGPD4|285190	254.4313
RGPD5|84220	47.141000000000005	RGPD5|84220	108.0315
RGPD6|729540	413.0947	RGPD6|729540	723.925
RGPD8|727851	21.976	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RGR|5995	6.7848
RGS10|6001	944.7064	RGS10|6001	622.1695
RGS11|8786	152.3918	RGS11|8786	63.6757
RGS12|6002	772.3961	RGS12|6002	1173.7766
RGS13|6003	19.7171	RGS13|6003	7.4633
RGS14|10636	427.3468	RGS14|10636	104.4865
RGS16|6004	601.3716	RGS16|6004	281.5707
RGS17|26575	6.8581	lowly_expressed	lowly_expressed
RGS18|64407	30.8616	RGS18|64407	16.2836
RGS19|10287	278.1826	RGS19|10287	119.7524
RGS1|5996	2977.7111	RGS1|5996	890.5097
RGS22|26166	13.7162	RGS22|26166	16.9621
RGS2|5997	630.09	RGS2|5997	3094.2244
RGS3|5998	657.5225	RGS3|5998	804.3423
RGS4|5999	143.5919	RGS4|5999	63.4382
RGS5|8490	2396.0566	RGS5|8490	3471.1220000000003
RGS6|9628	9.0013	RGS6|9628	15.9444
RGS7BP|401190	7.2868	RGS7BP|401190	6.4456
RGS9|8787	24.4321	RGS9|8787	96.3447
RHBDD1|84236	518.2169	RHBDD1|84236	469.8499
RHBDD2|57414	2451.3502	RHBDD2|57414	1508.6083
RHBDD3|25807	214.3163	RHBDD3|25807	141.1246
RHBDF1|64285	1584.655	RHBDF1|64285	752.7775
RHBDF2|79651	352.336	RHBDF2|79651	316.1734
RHBDL1|9028	226.7467	RHBDL1|9028	16.9621
RHBDL2|54933	102.0146	RHBDL2|54933	56.9926
RHBDL3|162494	50.5787	RHBDL3|162494	115.00299999999999
RHBG|57127	5.5722	lowly_expressed	lowly_expressed
RHCE|6006	32.5761	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RHCG|51458	30.5318
RHD|6007	9.4299	lowly_expressed	lowly_expressed
RHEBL1|121268	20.1457	RHEBL1|121268	11.5342
RHEB|6009	1070.2958	RHEB|6009	913.5782
RHOA|387	10990.5701	RHOA|387	10028.3267
RHOBTB1|9886	512.216	RHOBTB1|9886	376.2192
RHOBTB2|23221	755.2293	RHOBTB2|23221	602.0253
RHOBTB3|22836	1666.9524	RHOBTB3|22836	1422.1016
RHOB|388	12348.0497	RHOB|388	12645.5771
RHOC|389	5444.4921	RHOC|389	4996.3532
RHOD|29984	546.078	RHOD|29984	386.0572
RHOF|54509	111.1059	RHOF|54509	48.8644
RHOG|391	1033.862	RHOG|391	655.4151
RHOH|399	306.0437	RHOH|399	756.5092
RHOJ|57381	192.4561	RHOJ|57381	447.1207
RHOQ|23433	1599.9143	RHOQ|23433	1866.2336
RHOT1|55288	828.9756	RHOT1|55288	1075.3965
RHOT2|89941	1465.9237	RHOT2|89941	903.0617
RHOU|58480	224.6035	RHOU|58480	2958.8669
RHOV|171177	308.1869	RHOV|171177	393.8597
RHPN1|114822	446.2066	RHPN1|114822	230.0059
RHPN2|85415	575.225	RHPN2|85415	886.0996
RIBC1|158787	109.3013	RIBC1|158787	69.5446
RIBC2|26150	111.8731	RIBC2|26150	13.2304
RIC3|79608	28.2898	RIC3|79608	327.0291
RIC8A|60626	2356.7295	RIC8A|60626	1921.7776
RIC8B|55188	308.6155	RIC8B|55188	533.2881
RICH2|9912	219.4599	RICH2|9912	279.19599999999997
RICTOR|253260	1303.0433	RICTOR|253260	1182.5969
RIF1|55183	795.1136	RIF1|55183	1206.3438
RILPL1|353116	258.5555	RILPL1|353116	338.5871
RILPL2|196383	682.8118	RILPL2|196383	620.4732
RILP|83547	141.4488	RILP|83547	86.5067
lowly_expressed	lowly_expressed	RIMBP2|23504	15.6051
RIMBP3|85376	28.2898	RIMBP3|85376	33.2457
RIMKLA|284716	57.8654	RIMKLA|284716	54.2787
RIMKLB|57494	449.7814	RIMKLB|57494	589.4665
lowly_expressed	lowly_expressed	RIMS1|22999	10.5165
RIMS3|9783	215.1736	RIMS3|9783	669.3241
RIMS4|140730	24.8607	RIMS4|140730	230.0059
RIN1|9610	186.0266	RIN1|9610	147.5702
RIN2|54453	3000.0	RIN2|54453	1813.2474
RIN3|79890	573.5105	RIN3|79890	330.4215
RING1|6015	593.6562	RING1|6015	1000.7633
RINL|126432	152.5932	RINL|126432	133.322
RINT1|60561	491.7617	RINT1|60561	349.341
RIOK1|83732	298.3283	RIOK1|83732	433.8903
RIOK2|55781	658.8084	RIOK2|55781	549.5717
RIOK3|8780	1416.2023	RIOK3|8780	1230.0907
RIPK1|8737	809.2585	RIPK1|8737	1073.7003
RIPK2|8767	589.7985	RIPK2|8767	255.1098
RIPK3|11035	36.4338	RIPK3|11035	180.1374
RIPK4|54101	241.3202	RIPK4|54101	955.6441
RIT1|6016	814.4021	RIT1|6016	660.1645
RLF|6018	541.3631	RLF|6018	826.0538
RLIM|51132	1711.9589	RLIM|51132	1565.9401
RLN1|6013	7.7154	lowly_expressed	lowly_expressed
RLN2|6019	411.4874	RLN2|6019	34.2634
RLTPR|146206	24.0034	RLTPR|146206	12.5519
RMI1|80010	435.4908	RMI1|80010	153.6765
RMND1|55005	497.6425	RMND1|55005	806.0385
RMND5A|64795	1491.213	RMND5A|64795	2135.8663
RMND5B|64777	667.3811	RMND5B|64777	668.3063
RMRP|6023	19.7171	RMRP|6023	15.6051
lowly_expressed	lowly_expressed	RMST|196475	5.0886
RNASE1|6035	1247.3210000000001	RNASE1|6035	2040.2002
RNASE2|6036	7.7154	lowly_expressed	lowly_expressed
RNASE4|6038	2079.0827	RNASE4|6038	3068.0587
RNASE6|6039	395.1993	RNASE6|6039	172.6741
RNASE7|84659	9.4299	RNASE7|84659	86.5067
RNASEH1|246243	243.0347	RNASEH1|246243	271.3934
RNASEH2A|10535	468.4955	RNASEH2A|10535	224.9173
RNASEH2B|79621	429.0613	RNASEH2B|79621	327.7076
RNASEH2C|84153	609.6357	RNASEH2C|84153	419.9508
RNASEK|440400	1475.6065	RNASEK|440400	1423.9335
RNASEL|6041	752.679	RNASEL|6041	526.164
RNASEN|29102	1234.8907	RNASEN|29102	1436.6889999999999
RNASET2|8635	1207.4582	RNASET2|8635	850.8184
RND1|27289	542.6489	RND1|27289	60.7243
RND2|8153	117.874	RND2|8153	130.6081
RND3|390	936.1337	RND3|390	2831.6513
RNF103|7844	1644.9207	RNF103|7844	1507.6686
RNF10|9921	2839.2628	RNF10|9921	3205.835
RNF111|54778	599.6571	RNF111|54778	858.9602
RNF112|7732	5.1436	RNF112|7732	13.5697
RNF113A|7737	301.7574	RNF113A|7737	288.3555
RNF114|55905	1158.5941	RNF114|55905	1613.7732
RNF115|27246	801.5431	RNF115|27246	502.0779
RNF11|26994	2372.4818	RNF11|26994	2254.601
RNF121|55298	588.0840000000001	RNF121|55298	565.1768
RNF122|79845	140.5915	RNF122|79845	79.3826
RNF123|63891	586.7981	RNF123|63891	599.4403
RNF125|54941	374.1963	RNF125|54941	255.7883
RNF126|55658	379.3399	RNF126|55658	339.2418
RNF128|79589	31.2902	RNF128|79589	604.1896
RNF130|55819	2459.4942	RNF130|55819	1978.4581
RNF135|84282	884.6978	RNF135|84282	624.5441
RNF138P1|379013	6.0009	RNF138P1|379013	12.2127
RNF138|51444	579.5114	RNF138|51444	240.8617
RNF139|11236	1209.1727	RNF139|11236	975.9986
RNF13|11342	1487.3553	RNF13|11342	1824.4424
RNF141|50862	1867.5525	RNF141|50862	1410.2281
RNF144A|9781	767.2525	RNF144A|9781	513.2728
RNF144B|255488	1316.7595	RNF144B|255488	2631.8378
RNF145|153830	595.7994	RNF145|153830	1479.0942
RNF146|81847	582.9404	RNF146|81847	760.2409
RNF148|378925	6.0009	lowly_expressed	lowly_expressed
RNF149|284996	1242.6061	RNF149|284996	721.5673
RNF14|9604	1201.4574	RNF14|9604	1409.2104
RNF150|57484	49.2928	RNF150|57484	255.7883
RNF152|220441	69.0099	RNF152|220441	65.1344
RNF157|114804	63.4376	RNF157|114804	134.3398
RNF160|26046	599.2285	RNF160|26046	876.94
RNF165|494470	28.726999999999997	RNF165|494470	147.2309
RNF166|115992	209.6014	RNF166|115992	123.1448
RNF167|26001	1643.3776	RNF167|26001	2237.2996
RNF168|165918	151.3073	RNF168|165918	205.2413
RNF169|254225	820.9001	RNF169|254225	894.6044
