gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
FMO4|2329	143.1633	FMO4|2329	220.5072
FMO5|2330	629.2327	FMO5|2330	690.6963
FMOD|2331	11427.3468	FMOD|2331	7350.6912
FMR1|2332	1141.8774	FMR1|2332	779.9135
FN1|2335	98931.8474	FN1|2335	5735.9003
FN3KRP|79672	803.6862	FN3KRP|79672	1183.9539
FN3K|64122	339.4771	FN3K|64122	258.8415
FNBP1L|54874	2591.5131	FNBP1L|54874	3105.0801
FNBP1|23048	1675.5251	FNBP1|23048	1548.6388
FNBP4|23360	1051.8646	FNBP4|23360	1342.719
FNDC1|84624	2520.3601	FNDC1|84624	145.874
FNDC3A|22862	1317.6168	FNDC3A|22862	2067.6787
FNDC3B|64778	1671.2387	FNDC3B|64778	1934.3567
FNDC4|64838	135.4479	FNDC4|64838	189.2969
FNDC5|252995	21.8603	FNDC5|252995	13.2304
FNDC8|54752	14.5735	FNDC8|54752	7.4633
FNIP1|96459	1360.0514	FNIP1|96459	1205.6653
FNIP2|57600	542.6489	FNIP2|57600	755.1522
FNTA|2339	1270.4672	FNTA|2339	1220.5919999999999
FNTB|2342	777.1582	FNTB|2342	590.871
FOLH1|2346	40.7201	FOLH1|2346	136.3752
FOLR1|2348	91.2988	FOLR1|2348	412.1788
FOLR2|2350	93.0133	FOLR2|2350	220.8464
FOSB|2354	1909.1299	FOSB|2354	6239.6743
FOSL1|8061	38.5769	FOSL1|8061	24.4254
FOSL2|2355	2655.808	FOSL2|2355	2514.4602
FOS|2353	8713.6734	FOS|2353	21609.7023
FOXA1|3169	7601.3716	FOXA1|3169	2925.6212
FOXA3|3171	6.4295	lowly_expressed	lowly_expressed
FOXC1|2296	272.6104	FOXC1|2296	259.52
FOXC2|2303	36.0051	FOXC2|2303	25.7824
FOXD1|2297	7.7154	lowly_expressed	lowly_expressed
FOXD2|2306	75.4393	FOXD2|2306	24.0862
FOXD3|27022	31.2902	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FOXE1|2304	14.9266
FOXF1|2294	23.5748	lowly_expressed	lowly_expressed
FOXF2|2295	74.1535	FOXF2|2295	25.1039
FOXI1|2299	92.5847	FOXI1|2299	167.2462
lowly_expressed	lowly_expressed	FOXI2|399823	8.1418
FOXJ1|2302	473.6391	lowly_expressed	lowly_expressed
FOXJ2|55810	989.2842	FOXJ2|55810	1019.0824
FOXJ3|22887	1549.5071	FOXJ3|22887	1942.1593
FOXK1|221937	1342.9061	FOXK1|221937	1480.4512
FOXK2|3607	780.9687	FOXK2|3607	1020.1001
FOXL1|2300	45.0064	FOXL1|2300	28.4963
FOXM1|2305	337.0724	FOXM1|2305	34.5959
FOXN1|8456	19.7171	FOXN1|8456	17.6406
FOXN2|3344	226.7467	FOXN2|3344	186.583
FOXN3|1112	1276.4681	FOXN3|1112	2232.8895
FOXN4|121643	50.15	lowly_expressed	lowly_expressed
FOXO1|2308	846.5495	FOXO1|2308	1922.4832
FOXO3B|2310	978.1397	FOXO3B|2310	1968.6201
FOXO3|2309	2047.5782	FOXO3|2309	4239.8439
FOXO4|4303	607.8011	FOXO4|4303	1143.2448
FOXP1|27086	2729.5328	FOXP1|27086	3101.0092
FOXP2|93986	11.1444	FOXP2|93986	22.7292
FOXP3|50943	56.9224	FOXP3|50943	28.0892
FOXP4|116113	986.2838	FOXP4|116113	1501.8234
FOXQ1|94234	17.5739	FOXQ1|94234	25.7824
FOXRED1|55572	310.33	FOXRED1|55572	257.4845
FOXRED2|80020	878.697	FOXRED2|80020	571.2832
FOXS1|2307	65.5808	FOXS1|2307	7.4633
FPGS|2356	894.5564	FPGS|2356	570.2655
FPGT|8790	586.9653	FPGT|8790	358.6057
FPR1|2357	169.7385	FPR1|2357	33.2457
FPR3|2359	321.4745	FPR3|2359	97.0232
FRAS1|80144	90.0129	FRAS1|80144	415.23199999999997
FRAT1|10023	180.0257	FRAT1|10023	163.1753
FRAT2|23401	324.0463	FRAT2|23401	309.7278
FREM1|158326	61.7231	FREM1|158326	377.2369
FREM2|341640	18.4312	FREM2|341640	22.0507
FRG1B|284802	180.88299999999998	FRG1B|284802	475.2778
FRG1|2483	568.7955	FRG1|2483	900.687
FRK|2444	136.7338	FRK|2444	126.1979
lowly_expressed	lowly_expressed	FRMD1|79981	13.9089
FRMD3|257019	165.4522	FRMD3|257019	54.9572
FRMD4A|55691	572.036	FRMD4A|55691	1030.3486
FRMD4B|23150	384.4835	FRMD4B|23150	760.9193
FRMD5|84978	6.8581	FRMD5|84978	8.481
FRMD6|122786	2493.7848	FRMD6|122786	3304.2151
FRMD7|90167	5.1436	lowly_expressed	lowly_expressed
FRMD8|83786	913.4162	FRMD8|83786	772.7928
FRMPD1|22844	52.7218	FRMPD1|22844	13.5697
lowly_expressed	lowly_expressed	FRMPD2|143162	25.1039
FRRS1|391059	127.3039	FRRS1|391059	154.355
FRS2|10818	1203.6005	FRS2|10818	1639.8948
FRS3|10817	62.5804	FRS3|10817	85.4889
FRYL|285527	1066.0094	FRYL|285527	1590.3655
FRY|10129	1324.4749	FRY|10129	1671.1051
FRZB|2487	711.1016	FRZB|2487	1344.076
FSCN1|6624	1342.4775	FSCN1|6624	433.8903
FSCN2|25794	9.0013	FSCN2|25794	23.4077
FSD1L|83856	75.4393	FSD1L|83856	41.0483
lowly_expressed	lowly_expressed	FSD1|79187	6.7848
FSIP1|161835	59.1513	FSIP1|161835	219.8287
FSTL1|11167	10260.18	FSTL1|11167	6323.8063
FSTL3|10272	710.2443	FSTL3|10272	431.5156
FSTL4|23105	129.4471	FSTL4|23105	45.1192
FST|10468	525.075	FST|10468	308.71
FTH1|2495	46769.8243	FTH1|2495	26039.8609
FTHL3|2498	322.3318	FTHL3|2498	165.2108
FTL|2512	31931.8474	FTL|2512	21568.3148
FTO|79068	1160.3086	FTO|79068	5697.9052
FTSJ1|24140	604.3721	FTSJ1|24140	539.7337
FTSJ2|29960	684.0977	FTSJ2|29960	595.3693
FTSJ3|117246	1249.6914	FTSJ3|117246	1489.95
FTSJD1|55783	633.5191	FTSJD1|55783	779.2384
FTSJD2|23070	813.5448	FTSJD2|23070	1377.3217
FUBP1|8880	1784.3978	FUBP1|8880	1806.8018
FUBP3|8939	1046.2923	FUBP3|8939	1357.6457
FUCA1|2517	1537.934	FUCA1|2517	1263.6757
FUCA2|2519	755.2508	FUCA2|2519	856.9248
FUK|197258	344.6207	FUK|197258	367.0596
FUNDC1|139341	377.1967	FUNDC1|139341	323.6367
FUNDC2|65991	1400.3429	FUNDC2|65991	1287.0291
FURIN|5045	1570.5101	FURIN|5045	1870.5793
FUS|2521	5402.9147	FUS|2521	4390.1281
FUT10|84750	106.7295	FUT10|84750	199.8134
FUT11|170384	176.168	FUT11|170384	176.0665
FUT1|2523	111.4445	FUT1|2523	152.3196
FUT2|2524	220.7458	FUT2|2524	43.4229
lowly_expressed	lowly_expressed	FUT3|2525	13.5697
FUT4|2526	130.733	FUT4|2526	184.43900000000002
lowly_expressed	lowly_expressed	FUT6|2528	8.1418
FUT7|2529	11.5131	lowly_expressed	lowly_expressed
FUT8|2530	1559.5456	FUT8|2530	1349.7074
FUT9|10690	504.5006	FUT9|10690	33.9242
FUZ|80199	495.9151	FUZ|80199	393.9208
FXC1|26515	830.6901	FXC1|26515	1093.3763
FXN|2395	154.3078	FXN|2395	205.5805
FXR1|8087	2411.4874	FXR1|8087	2339.7507
FXR2|9513	594.5135	FXR2|9513	739.5471
FXYD1|5348	34.7192	FXYD1|5348	229.3275
lowly_expressed	lowly_expressed	FXYD2|486	9.838
FXYD3|5349	2788.6841	FXYD3|5349	2775.3371
FXYD5|53827	3154.7364	FXYD5|53827	1622.9327
FXYD6|53826	591.0844	FXYD6|53826	1541.854
FYB|2533	534.9336	FYB|2533	167.2462
FYCO1|79443	2108.0154	FYCO1|79443	2522.6020000000003
FYN|2534	569.2242	FYN|2534	538.3767
FYTTD1|84248	1366.0523	FYTTD1|84248	1679.9254
FZD10|11211	49.2928	FZD10|11211	37.6558
FZD1|8321	1498.9284	FZD1|8321	1981.5113
FZD2|2535	171.8817	FZD2|2535	37.3166
FZD3|7976	111.4445	FZD3|7976	170.9779
FZD4|8322	1727.5354	FZD4|8322	2281.9642
FZD5|7855	142.7347	FZD5|7855	226.2743
FZD6|8323	570.5101	FZD6|8323	959.0366
FZD7|8324	1212.1732	FZD7|8324	2853.3627
FZD8|8325	763.8234	FZD8|8325	564.8376
FZD9|8326	6.0009	lowly_expressed	lowly_expressed
FZR1|51343	821.6888	FZR1|51343	906.1148
G0S2|50486	225.0321	G0S2|50486	357.2216
G2E3|55632	463.3519	G2E3|55632	289.034
G3BP1|10146	2135.0193	G3BP1|10146	1860.402
G3BP2|9908	3089.1556	G3BP2|9908	3260.4529
G6PC3|92579	1446.2066	G6PC3|92579	1040.4546
G6PD|2539	758.2512	G6PD|2539	640.4885
GAA|2548	2650.6644	GAA|2548	2664.4051
GAB1|2549	1228.4612	GAB1|2549	1344.076
GAB2|9846	1788.6841	GAB2|9846	851.1577
GAB3|139716	70.7244	GAB3|139716	60.7243
GABARAPL1|23710	1031.2902	GABARAPL1|23710	1831.2272
GABARAPL2|11345	1510.0729	GABARAPL2|11345	2054.4483
GABARAP|11337	5530.2186	GABARAP|11337	6056.4838
GABBR1|2550	254.1792	GABBR1|2550	749.3851
GABPA|2551	749.2713	GABPA|2551	855.2387
GABPB1|2553	426.6352	GABPB1|2553	417.5693
GABPB2|126626	183.0261	GABPB2|126626	89.2206
lowly_expressed	lowly_expressed	GABRA4|2557	30.1925
lowly_expressed	lowly_expressed	GABRB1|2560	5.4279
GABRB2|2561	39.4342	GABRB2|2561	5.4279
GABRB3|2562	6.4295	GABRB3|2562	29.1748
GABRD|2563	52.2932	GABRD|2563	12.8912
GABRE|2564	16.7167	GABRE|2564	86.8459
GABRP|2568	1301.7574	GABRP|2568	3092.1890000000003
GAD1|2571	88.727	lowly_expressed	lowly_expressed
GADD45A|1647	748.8213	GADD45A|1647	1001.4418
GADD45B|4616	1867.5525	GADD45B|4616	1513.3576
GADD45GIP1|90480	482.6404	GADD45GIP1|90480	435.9257
GADD45G|10912	307.3296	GADD45G|10912	160.8006
GAK|2580	1564.5092	GAK|2580	1619.2011
GAL3ST1|9514	8.144	GAL3ST1|9514	5.7671
GAL3ST4|79690	406.7724	GAL3ST4|79690	177.4235
GALC|2581	897.5568	GALC|2581	996.0139
GALE|2582	351.0502	GALE|2582	171.6563
GALK1|2584	173.1676	GALK1|2584	127.5549
GALK2|2585	277.1453	GALK2|2585	344.6357
GALM|130589	229.3185	GALM|130589	279.19599999999997
GALNS|2588	395.1993	GALNS|2588	286.6593
GALNT10|55568	5331.3330000000005	GALNT10|55568	2005.5975
GALNT11|63917	1266.1809	GALNT11|63917	1294.8859
GALNT12|79695	52.2932	GALNT12|79695	51.903999999999996
GALNT13|114805	10.7158	lowly_expressed	lowly_expressed
GALNT14|79623	27.0039	GALNT14|79623	137.0537
GALNT1|2589	3859.4085	GALNT1|2589	1697.5659
GALNT2|2590	2458.2083	GALNT2|2590	1679.5861
GALNT3|2591	251.6074	GALNT3|2591	1485.2006
GALNT4|8693	437.4754	GALNT4|8693	399.5895
GALNT5|11227	175.7394	GALNT5|11227	126.1979
GALNT6|11226	5463.3519	GALNT6|11226	2844.5424
GALNT7|51809	2253.3219	GALNT7|51809	1761.0042
GALNTL1|57452	159.4514	GALNTL1|57452	351.7937
GALNTL2|117248	421.3459	GALNTL2|117248	1480.7904
GALNTL4|374378	517.7883	GALNTL4|374378	147.9094
GALT|2592	125.5894	GALT|2592	290.39099999999996
GAMT|2593	625.8037	GAMT|2593	439.3181
GANAB|23193	11294.042	GANAB|23193	10487.6601
GANC|2595	161.3716	GANC|2595	343.3297
GAN|8139	29.147	GAN|8139	92.2738
GAP43|2596	12.0017	GAP43|2596	10.8557
GAPDH|2597	37751.3931	GAPDH|2597	21528.6235
GAPT|202309	162.8804	GAPT|202309	31.8887
GAPVD1|26130	1239.6057	GAPVD1|26130	1273.5137
GAR1|54433	402.0574	GAR1|54433	304.9784
GARNL3|84253	159.0227	GARNL3|84253	202.8666
GARS|2617	1961.8517	GARS|2617	1343.3975
GART|2618	795.5422	GART|2618	1177.1689999999999
GAS1|2619	623.2319	GAS1|2619	885.7603
GAS2L1|10634	837.1196	GAS2L1|10634	530.5742
GAS2L2|246176	11.5731	GAS2L2|246176	30.871
GAS2L3|283431	15.4308	GAS2L3|283431	11.5342
GAS2|2620	18.4312	GAS2|2620	34.9419
GAS5|60674	5454.7793	GAS5|60674	1383.7673
GAS6|2621	2906.1294	lowly_expressed	lowly_expressed
GAS7|8522	1718.817	GAS7|8522	1194.8096
GAS8|2622	358.8727	GAS8|2622	629.6362
GATA2|2624	245.1779	GATA2|2624	155.0335
GATA3|2625	16670.8101	GATA3|2625	5354.2532
GATA6|2627	213.4591	GATA6|2627	121.7878
GATAD1|57798	1435.0622	GATAD1|57798	1166.6525
GATAD2A|54815	1319.3313	GATAD2A|54815	1225.6806
GATAD2B|57459	1869.267	GATAD2B|57459	1381.3926
GATC|283459	25.718000000000004	GATC|283459	37.6558
GATM|2628	555.0793	GATM|2628	709.6938
GATSL1|389523	16.7167	GATSL1|389523	14.9266
lowly_expressed	lowly_expressed	GATSL2|729438	14.5874
GATSL3|652968	228.4526	GATSL3|652968	257.203
GATS|352954	122.6661	GATS|352954	362.0083
GBA2|57704	599.0656	GBA2|57704	864.9614
GBAP1|2630	987.1410000000001	GBAP1|2630	314.1379
GBAS|2631	2400.3429	GBAS|2631	2353.6596
GBA|2629	3234.0334	GBA|2629	1330.8456
GBE1|2632	628.3755	GBE1|2632	511.9159
GBF1|8729	2695.6708	GBF1|8729	2165.0411
GBGT1|26301	222.769	GBGT1|26301	69.5955
GBP1|2633	1205.7437	GBP1|2633	696.4634
GBP2|2634	2647.3811	GBP2|2634	4332.44
GBP3|2635	1008.1439999999999	GBP3|2635	615.7239
GBP4|115361	1124.7321	GBP4|115361	447.7992
GBP5|115362	253.7505	GBP5|115362	70.2231
lowly_expressed	lowly_expressed	GBP6|163351	38.3343
GCAT|23464	311.6159	GCAT|23464	206.5983
GCA|25801	581.2259	GCA|25801	297.5151
GCC1|79571	983.712	GCC1|79571	868.7982
GCC2|9648	997.4282	GCC2|9648	1623.9505
GCDH|2639	395.1993	GCDH|2639	450.8523
GCET2|257144	45.4351	GCET2|257144	78.0256
GCFC1|94104	413.6305	GCFC1|94104	673.395
GCH1|2643	173.1676	GCH1|2643	107.5396
GCHFR|2644	137.5911	GCHFR|2644	105.165
lowly_expressed	lowly_expressed	GCK|2645	8.8203
GCLC|2729	656.6652	GCLC|2729	1039.7761
GCLM|2730	403.772	GCLM|2730	607.5821
GCM1|8521	12.0017	GCM1|8521	10.5165
GCN1L1|10985	2542.2203	GCN1L1|10985	2863.8792
GCNT1|2650	938.7055	GCNT1|2650	713.7647
GCNT2|2651	451.3502	GCNT2|2651	591.2984
GCNT3|9245	7.2868	lowly_expressed	lowly_expressed
GCNT4|51301	76.2966	GCNT4|51301	147.9094
GCOM1|145781	205.7394	GCOM1|145781	931.3035
GCSH|2653	19.2885	GCSH|2653	15.2659
GDAP1|54332	253.7505	GDAP1|54332	498.3462
GDAP2|54834	300.0429	GDAP2|54834	380.2901
GDE1|51573	3571.796	GDE1|51573	1893.6477
GDF10|2662	28.7184	GDF10|2662	107.5396
GDF11|10220	81.7274	GDF11|10220	52.0363
GDF15|9518	234.0334	GDF15|9518	33.5849
GDF3|9573	12.0017	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GDF5|8200	26.4609
GDF6|392255	15.0021	GDF6|392255	8.1418
GDF9|2661	24.4321	GDF9|2661	19.676
GDI1|2664	2635.6622	GDI1|2664	2229.4971
GDI2|2665	6779.2542	GDI2|2665	6000.1696
GDPD1|284161	66.0094	GDPD1|284161	38.3343
GDPD3|79153	59.6142	GDPD3|79153	170.6454
GDPD5|81544	222.889	GDPD5|81544	291.7479
GEFT|115557	378.7655	GEFT|115557	641.4079
GEMIN4|50628	523.7891	GEMIN4|50628	749.0459
GEMIN5|25929	886.4123	GEMIN5|25929	737.5117
GEMIN6|79833	251.1787	GEMIN6|79833	163.1753
GEMIN7|79760	225.8894	GEMIN7|79760	215.0793
GEMIN8P4|492303	29.5757	GEMIN8P4|492303	21.3722
GEMIN8|54960	594.5135	GEMIN8|54960	525.1463
GEM|2669	1192.8847	GEM|2669	624.2049
GEN1|348654	188.5984	GEN1|348654	123.8233
GET4|51608	751.3931	GET4|51608	543.4654
GFAP|2670	35.1479	GFAP|2670	290.7302
GFER|2671	736.8195	GFER|2671	293.7834
GFI1|2672	30.0043	GFI1|2672	33.5849
GFM1|85476	1368.6241	GFM1|85476	1356.6279
GFM2|84340	963.5662	GFM2|84340	522.4324
GFOD1|54438	43.7205	GFOD1|54438	55.9749
GFOD2|81577	506.6438	GFOD2|81577	656.4329
GFPT1|2673	3882.9833	GFPT1|2673	2397.4218
GFPT2|9945	519.5028	GFPT2|9945	203.2058
GFRA1|2674	5713.2447	GFRA1|2674	3380.5445
lowly_expressed	lowly_expressed	GFRA2|2675	29.1748
lowly_expressed	lowly_expressed	GFRA3|2676	5.4279
GGA1|26088	955.4222	GGA1|26088	894.2414
GGA2|23062	2537.9339999999997	GGA2|23062	2600.6276
GGA3|23163	435.9194	GGA3|23163	761.2586
GGCT|79017	1603.9434	GGCT|79017	1065.5585
GGCX|2677	660.0943	GGCX|2677	963.7859
GGH|8836	600.0857	GGH|8836	138.4107
GGNBP2|79893	1123.0176	GGNBP2|79893	1461.7929
GGN|199720	17.1453	GGN|199720	5.7671
GGPS1|9453	1727.8183	GGPS1|9453	858.2817
GGT1|2678	88.2983	GGT1|2678	206.25900000000001
lowly_expressed	lowly_expressed	GGT3P|2679	18.3191
GGT5|2687	952.8504	GGT5|2687	685.2684
GGT6|124975	292.3275	GGT6|124975	651.3442
GGT7|2686	446.2066	GGT7|2686	610.2959999999999
GGTA1|2681	192.0274	GGTA1|2681	245.9503
GGTLC2|91227	15.8594	GGTLC2|91227	22.7292
GHDC|84514	1339.0484	GHDC|84514	809.4309
GHITM|27069	3676.3823	GHITM|27069	3544.7375
GHRLOS|100126793	11.1444	GHRLOS|100126793	8.8203
GHRL|51738	5.1436	GHRL|51738	6.4456
GHR|2690	383.6262	GHR|2690	780.2561
GIGYF1|64599	1626.661	GIGYF1|64599	1421.0839
GIGYF2|26058	2039.4342	GIGYF2|26058	2758.7143
GIMAP1|170575	126.4466	GIMAP1|170575	154.3855
GIMAP2|26157	226.7467	GIMAP2|26157	122.775
GIMAP4|55303	704.2435	GIMAP4|55303	622.1695
GIMAP5|55340	297.0424	GIMAP5|55340	477.6524
GIMAP6|474344	487.784	GIMAP6|474344	660.5038
GIMAP7|168537	195.4565	GIMAP7|168537	345.3481
GIMAP8|155038	268.7527	GIMAP8|155038	413.5357
GIN1|54826	169.3099	GIN1|54826	154.0158
GINS1|9837	152.5932	GINS1|9837	47.1546
GINS2|51659	134.162	GINS2|51659	91.9345
GINS3|64785	135.8766	GINS3|64785	90.9168
GINS4|84296	132.0189	GINS4|84296	44.4407
GIPC1|10755	1584.655	GIPC1|10755	1137.817
GIPC2|54810	40.2915	GIPC2|54810	258.5022
GIPC3|126326	93.4419	GIPC3|126326	85.8282
GIPR|2696	12.859000000000002	GIPR|2696	16.9621
GIT1|28964	1468.0669	GIT1|28964	1281.6555
GIT2|9815	1151.3073	GIT2|9815	1196.7026
GIYD2|79008	544.5349	GIYD2|79008	155.6645
GJA1|2697	3698.2426	GJA1|2697	2646.4252
GJA3|2700	13.2876	lowly_expressed	lowly_expressed
GJA4|2701	157.7368	GJA4|2701	92.613
GJA5|2702	331.333	GJA5|2702	195.4033
GJA9|81025	10.2872	GJA9|81025	5.0886
lowly_expressed	lowly_expressed	GJB1|2705	15.2659
GJB2|2706	1465.0664	GJB2|2706	78.3649
GJB3|2707	15.4308	GJB3|2707	72.937
lowly_expressed	lowly_expressed	GJB4|127534	5.7671
GJB5|2709	14.1449	GJB5|2709	49.5293
lowly_expressed	lowly_expressed	GJB6|10804	38.3343
GJC1|10052	128.1612	GJC1|10052	99.0586
GJC2|57165	41.5774	GJC2|57165	50.2078
GJC3|349149	26.5752	GJC3|349149	47.4939
GJD3|125111	15.6965	GJD3|125111	76.8993
GK3P|2713	26.5752	GK3P|2713	16.6228
GK5|256356	363.0519	GK5|256356	729.0306
GKAP1|80318	71.153	GKAP1|80318	85.1497
GK|2710	223.3176	GK|2710	72.2585
GLA|2717	594.5135	GLA|2717	668.9848
GLB1L2|89944	417.0596	GLB1L2|89944	494.9538
lowly_expressed	lowly_expressed	GLB1L3|112937	20.6937
GLB1L|79411	346.7638	GLB1L|79411	454.584
GLB1|2720	1139.7342	GLB1|2720	1033.6697
GLCCI1|113263	740.2486	GLCCI1|113263	306.6746
GLCE|26035	732.1046	GLCE|26035	2018.4887
lowly_expressed	lowly_expressed	GLDC|2731	13.2304
GLDN|342035	31.7188	GLDN|342035	116.0207
GLE1|2733	1172.3103	GLE1|2733	1108.6422
GLG1|2734	4027.4325	GLG1|2734	6565.6857
GLI1|2735	55.2936	GLI1|2735	34.2634
GLI2|2736	187.3125	GLI2|2736	81.7573
GLI3|2737	4557.2225	GLI3|2737	2861.8438
GLI4|2738	141.8817	GLI4|2738	65.3312
GLIPR1L2|144321	41.1487	GLIPR1L2|144321	73.2762
GLIPR1|11010	705.1565	GLIPR1|11010	830.9151
GLIPR2|152007	585.5122	GLIPR2|152007	384.361
GLIS1|148979	21.003	GLIS1|148979	9.1595
GLIS2|84662	1439.3485	GLIS2|84662	250.0212
GLIS3|169792	182.1689	GLIS3|169792	98.7194
GLMN|11146	96.0137	GLMN|11146	84.4712
GLO1|2739	2503.6434	GLO1|2739	3059.961
GLOD4|51031	1035.5765	GLOD4|51031	1369.5191
GLOD5|392465	9.8586	GLOD5|392465	5.4279
GLP1R|2740	10.2872	GLP1R|2740	66.1521
lowly_expressed	lowly_expressed	GLRA3|8001	327.7076
lowly_expressed	lowly_expressed	GLRA4|441509	22.39
GLRB|2743	159.88	GLRB|2743	109.2359
GLRX2|51022	148.7355	GLRX2|51022	45.1192
GLRX3|10539	594.5135	GLRX3|10539	548.8932
GLRX5|51218	752.679	GLRX5|51218	759.5624
GLRX|2745	1277.3253	GLRX|2745	283.2669
GLS2|27165	166.7381	GLS2|27165	165.55
GLS|2744	990.9987	GLS|2744	818.5905
lowly_expressed	lowly_expressed	GLT1D1|144423	13.5697
GLT25D1|79709	1693.5276	GLT25D1|79709	1012.9760000000001
GLT25D2|23127	16.288	GLT25D2|23127	93.97
GLT8D1|55830	1351.5302	GLT8D1|55830	1298.7872
GLT8D2|83468	543.0776	GLT8D2|83468	890.1705
GLTPD1|80772	534.9336	GLTPD1|80772	396.9129
GLTP|51228	839.6914	GLTP|51228	1349.8431
GLTSCR1|29998	373.7677	GLTSCR1|29998	277.1605
GLTSCR2|29997	10406.3438	GLTSCR2|29997	8485.455
GLUD1|2746	6108.8727	GLUD1|2746	7719.446999999999
GLUD2|2747	630.5186	GLUD2|2747	818.5905
GLUL|2752	53063.009000000005	GLUL|2752	27042.9989
GLYATL1|92292	24.0034	GLYATL1|92292	6.4456
GLYATL2|219970	201.4574	GLYATL2|219970	292.0872
GLYAT|10249	14.5735	GLYAT|10249	85.1497
GLYCTK|132158	36.8624	GLYCTK|132158	57.3319
GLYR1|84656	3059.5799	GLYR1|84656	2300.3986
GM2A|2760	2494.6421	GM2A|2760	3030.447
GMCL1|64395	433.3476	GMCL1|64395	390.8065
GMDS|2762	341.6202	GMDS|2762	218.81099999999998
GMEB1|10691	137.1625	GMEB1|10691	229.6667
GMEB2|26205	493.7848	GMEB2|26205	476.6347
GMFB|2764	1506.6438	GMFB|2764	861.3349
GMFG|9535	274.3249	GMFG|9535	211.6869
GMIP|51291	396.9138	GMIP|51291	242.5579
GMNN|51053	150.8787	GMNN|51053	994.9962
GMPPA|29926	747.5354	GMPPA|29926	477.6524
GMPPB|29925	393.4848	GMPPB|29925	219.4894
GMPR2|51292	1611.2302	GMPR2|51292	1644.6442
GMPR|2766	99.8714	GMPR|2766	151.6411
GMPS|8833	1213.8877	GMPS|8833	996.3532
GNA11|2767	571.7959999999999	GNA11|2767	978.3733
GNA12|2768	2160.3086	GNA12|2768	1929.6073
GNA13|10672	2052.2932	GNA13|10672	1249.7668
GNA14|9630	61.7231	GNA14|9630	53.6002
GNA15|2769	198.8856	GNA15|2769	181.1551
GNAI1|2770	207.0296	GNAI1|2770	506.48800000000006
GNAI2|2771	6181.7402	GNAI2|2771	5231.1085
GNAI3|2773	2266.6095	GNAI3|2773	1684.3355
GNAL|2774	69.8671	GNAL|2774	373.8445
GNAO1|2775	30.0043	GNAO1|2775	154.355
GNAQ|2776	2324.4749	GNAQ|2776	2738.3598
GNAS|2778	15219.4599	GNAS|2778	16352.8115
GNAZ|2781	192.4561	GNAZ|2781	173.6918
GNB1L|54584	80.12	GNB1L|54584	46.9307
GNB1|2782	7311.6159	GNB1|2782	8623.8657
GNB2L1|10399	34586.7981	GNB2L1|10399	29335.9342
GNB2|2783	4980.7115	GNB2|2783	2808.9221
GNB3|2784	20.24	GNB3|2784	15.9444
GNB4|59345	1082.2975	GNB4|59345	1014.3330000000001
GNB5|10681	541.3631	GNB5|10681	829.7854
GNE|10020	451.7788	GNE|10020	687.3039
GNG10|2790	727.3896	GNG10|2790	282.2492
GNG11|2791	628.8041	GNG11|2791	810.7879
GNG12|55970	4670.8101	GNG12|55970	3333.0506
GNG13|51764	17.5739	lowly_expressed	lowly_expressed
GNG2|54331	515.6451	GNG2|54331	466.4575
GNG3|2785	5.5722	lowly_expressed	lowly_expressed
GNG4|2786	22.7175	GNG4|2786	14.9266
GNG5|2787	1401.2002	GNG5|2787	1136.7993
GNG7|2788	282.8976	GNG7|2788	762.9548
GNGT2|2793	20.5744	GNGT2|2793	11.8735
GNL1|2794	896.4981	GNL1|2794	1306.6983
GNL2|29889	1087.4411	GNL2|29889	1125.6043
GNL3L|54552	617.231	GNL3L|54552	648.9696
GNL3|26354	1364.7664	GNL3|26354	1800.017
GNLY|10578	16.288	GNLY|10578	17.3013
lowly_expressed	lowly_expressed	GNMT|27232	73.2762
GNPAT|8443	2015.4308	GNPAT|8443	1053.3458
GNPDA1|10007	1172.3103	GNPDA1|10007	796.2005
GNPDA2|132789	334.3335	GNPDA2|132789	453.9055
GNPNAT1|64841	765.9666	GNPNAT1|64841	729.7091
GNPTAB|79158	1273.8963	GNPTAB|79158	1535.7476
GNPTG|84572	1217.7025	GNPTG|84572	804.3423
GNRH1|2796	21.003	GNRH1|2796	67.5091
GNRHR2|114814	274.7492	GNRHR2|114814	374.1464
lowly_expressed	lowly_expressed	GNRHR|2798	8.481
GNS|2799	5212.6018	GNS|2799	5582.563
GOLGA1|2800	652.8075	GOLGA1|2800	819.9474
GOLGA2B|55592	304.3292	GOLGA2B|55592	288.0163
GOLGA2|2801	2282.0403	GOLGA2|2801	2198.2868
GOLGA3|2802	1886.4123	GOLGA3|2802	1888.8983
GOLGA4|2803	2737.2482	GOLGA4|2803	3405.9876
GOLGA5|9950	1795.5422	GOLGA5|9950	1529.9805
GOLGA6L10|647042	49.7214	GOLGA6L10|647042	130.9473
GOLGA6L5|374650	10.2872	GOLGA6L5|374650	58.3496
GOLGA6L9|440295	60.4372	GOLGA6L9|440295	107.2004
GOLGA7B|401647	53.1505	GOLGA7B|401647	146.8917
GOLGA7|51125	946.4209	GOLGA7|51125	1027.2242
GOLGA8A|23015	303.0433	GOLGA8A|23015	1094.0548
