gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
UTP15|84135	268.1673	UTP15|84135	401.6736
UTP18|51096	481.2264	UTP18|51096	667.4871
UTP20|27340	759.4838	UTP20|27340	1336.6970000000001
UTP23|84294	1109.5372	UTP23|84294	800.8860000000001
UTP3|57050	460.6578	UTP3|57050	735.9094
UTP6|55813	587.1738	UTP6|55813	735.6633
UTRN|7402	2199.282	UTRN|7402	7223.4802
lowly_expressed	lowly_expressed	UTS2D|257313	12.5523
UVRAG|7405	518.0945	UVRAG|7405	965.5427
UXS1|80146	528.1847	UXS1|80146	630.3224
UXT|8409	564.2418	UXT|8409	681.681
VAC14|55697	621.7134	VAC14|55697	705.8824
VAMP1|6843	178.8726	VAMP1|6843	141.174
VAMP2|6844	935.2867	VAMP2|6844	2615.8011
VAMP3|9341	1359.0764	VAMP3|9341	3444.0069
VAMP4|8674	411.3709	VAMP4|8674	693.8223
VAMP5|10791	208.4021	VAMP5|10791	331.5284
VAMP7|6845	919.3752	VAMP7|6845	1507.0145
VAMP8|8673	1247.3077	VAMP8|8673	1010.5833
VANGL1|81839	1662.9475	VANGL1|81839	829.6825
VANGL2|57216	2223.3434	VANGL2|57216	1253.2611
VAPA|9218	3313.0882	VAPA|9218	4426.286
VAPB|9217	1736.2957	VAPB|9217	1263.8444
VARS2|57176	892.9931	VARS2|57176	299.1976
VARS|7407	1575.2401	VARS|7407	895.3975
VASH1|22846	478.8668	VASH1|22846	637.9006
VASH2|79805	433.1037	VASH2|79805	368.2008
VASN|114990	291.8405	VASN|114990	294.6099
VASP|7408	2754.2447	VASP|7408	1082.9436
VAT1L|57687	26.0017	VAT1L|57687	18.2131
VAT1|10493	4868.924	VAT1|10493	4380.7531
VAV1|7409	170.7577	VAV1|7409	156.5346
VAV2|7410	953.5267	VAV2|7410	497.4157
VAV3|10451	4734.6464	VAV3|10451	1257.6914
VAX2|25806	12.0307	VAX2|25806	6.3992
VBP1|7411	699.3306	VBP1|7411	921.7327
VCAM1|7412	830.8916	VCAM1|7412	873.9847
VCAN|1462	15568.8367	VCAN|1462	4364.2629
VCL|7414	5049.3839	VCL|7414	6952.9904
VCPIP1|80124	1003.9779	VCPIP1|80124	1044.3022
VCP|7415	7223.0523	VCP|7415	5462.4662
VDAC1|7416	6846.221	VDAC1|7416	2705.6362
VDAC2|7417	1269.0405	VDAC2|7417	1294.3638
VDAC3|7419	2351.0236	VDAC3|7419	1565.3458
VDR|7421	1342.7768	VDR|7421	853.8026
VEGFA|7422	3327.0593	VEGFA|7422	1096.2343
VEGFB|7423	1137.8675	VEGFB|7423	1403.3965
VEGFC|7424	117.9781	VEGFC|7424	375.3384
VENTX|27287	12.4187	VENTX|27287	33.7189
VEPH1|79674	28.3303	VEPH1|79674	106.3254
VEZF1|7716	2767.0515	VEZF1|7716	2741.3241
VEZT|55591	2288.9299	VEZT|55591	1893.1824
lowly_expressed	lowly_expressed	VGLL1|51442	330.7901
VGLL3|389136	188.9978	VGLL3|389136	1931.5777
VGLL4|9686	3060.0563	VGLL4|9686	2683.554
VHL|7428	1603.5704	VHL|7428	1292.6409
VILL|50853	128.4564	VILL|50853	121.585
VIM|7431	16639.0375	VIM|7431	40574.8043
VIPAR|63894	428.0586	VIPAR|63894	461.7278
VIPR1|7433	203.3569	VIPR1|7433	491.5087
VIPR2|7434	6.9855	VIPR2|7434	94.189
lowly_expressed	lowly_expressed	VIP|7432	11.3217
VIT|5212	9.3141	VIT|5212	324.637
VKORC1L1|154807	797.5163	VKORC1L1|154807	2417.9178
VKORC1|79001	1542.9203	VKORC1|79001	840.0197
VLDLR|7436	694.2854	VLDLR|7436	977.3566
VMA21|203547	920.5394	VMA21|203547	1255.2301
VMAC|400673	211.8948	VMAC|400673	94.5114
VMO1|284013	38.0324	VMO1|284013	5.907
VN1R1|57191	10.8664	VN1R1|57191	9.8449
VNN1|8876	17.0758	VNN1|8876	48.2402
VNN2|8875	15.5234	VNN2|8875	78.5134
VOPP1|81552	1088.1925	VOPP1|81552	725.3261
VPRBP|9730	939.8001	VPRBP|9730	1074.0783
VPS11|55823	1068.4001	VPS11|55823	1050.4553
VPS13A|23230	452.1199	VPS13A|23230	1568.0532
VPS13B|157680	1898.1275	VPS13B|157680	1703.9134
VPS13C|54832	1208.111	VPS13C|54832	3783.9035
VPS13D|55187	1982.7302	VPS13D|55187	3686.9308
VPS16|64601	924.8084	VPS16|64601	530.1501
VPS18|57617	1303.9682	VPS18|57617	481.9099
VPS24|51652	2759.2937	VPS24|51652	4107.3099
VPS25|84313	644.9985	VPS25|84313	684.9619
VPS26A|9559	1548.4622	VPS26A|9559	2182.3776
VPS26B|112936	1433.9769	VPS26B|112936	1200.5907
VPS28|51160	1826.3316	VPS28|51160	835.8356
VPS29|51699	781.9928	VPS29|51699	1138.0753
VPS33A|65082	673.6936	VPS33A|65082	458.5282
VPS33B|26276	288.3477	VPS33B|26276	212.6508
VPS35|55737	2971.5727	VPS35|55737	3752.1536
VPS36|51028	638.013	VPS36|51028	2007.3837
VPS37A|137492	980.7781	VPS37A|137492	929.4881
VPS37B|79720	647.3271	VPS37B|79720	1060.5464
VPS37C|55048	1133.5985	VPS37C|55048	575.683
VPS37D|155382	41.9133	VPS37D|155382	22.1511
VPS39|23339	889.8807	VPS39|23339	2092.5425
VPS41|27072	1841.0789	VPS41|27072	1652.7197
VPS45|11311	1979.2374	VPS45|11311	1039.872
VPS4A|27183	906.5684	VPS4A|27183	1168.5946
VPS4B|9525	1187.9305	VPS4B|9525	2125.2769
VPS52|6293	1618.7057	VPS52|6293	1068.1762
VPS53|55275	852.2363	VPS53|55275	954.221
VPS54|51542	1152.6147	VPS54|51542	1163.6722
VPS72|6944	1109.5372	VPS72|6944	485.3556
VPS8|23355	1010.5753	VPS8|23355	976.8644
VRK1|7443	419.1326	VRK1|7443	341.8656
VRK2|7444	479.4761	VRK2|7444	645.9833
VRK3|51231	887.9402	VRK3|51231	475.0185
VSIG10L|147645	13.9711	VSIG10L|147645	49.2247
VSIG10|54621	421.0731	VSIG10|54621	580.6055
VSIG1|340547	60.9295	VSIG1|340547	5.6608
VSIG2|23584	15.5234	VSIG2|23584	100.4184
VSIG4|11326	227.8063	VSIG4|11326	562.8846
VSIG8|391123	8.5379	lowly_expressed	lowly_expressed
VSNL1|7447	29.8826	VSNL1|7447	273.1971
VSTM2A|222008	9.5547	lowly_expressed	lowly_expressed
VSTM2L|128434	632.1917	VSTM2L|128434	17.4748
lowly_expressed	lowly_expressed	VSX2|338917	6.3992
VTA1|51534	991.171	VTA1|51534	1261.8755
VTCN1|79679	1118.4632	VTCN1|79679	6004.4302
VTI1A|143187	438.3118	VTI1A|143187	549.2075
VTI1B|10490	1435.6689999999999	VTI1B|10490	1136.8693
lowly_expressed	lowly_expressed	VTN|7448	6.8915
VWA1|64856	8123.0232	VWA1|64856	473.2956
VWA2|340706	789.7545	VWA2|340706	451.6367
VWA3A|146177	5.0451	lowly_expressed	lowly_expressed
VWA3B|200403	34.1515	lowly_expressed	lowly_expressed
VWA5A|4013	1139.0317	VWA5A|4013	1759.7834
lowly_expressed	lowly_expressed	VWA5B2|90113	6.6453
lowly_expressed	lowly_expressed	VWCE|220001	42.5794
VWDE|221806	56.2724	VWDE|221806	169.8253
VWF|7450	1447.9479999999999	VWF|7450	7060.5464
WAC|51322	4652.3722	WAC|51322	4202.3136
WAPAL|23063	2358.3972	WAPAL|23063	2345.5575
WARS2|10352	315.9018	WARS2|10352	420.1329
WARS|7453	2082.0801	WARS|7453	2200.3446
WASF1|8936	320.1708	WASF1|8936	375.8307
WASF2|10163	3539.7303	WASF2|10163	5938.4691
WASF3|10810	314.3495	WASF3|10810	803.5934
WASH2P|375260	240.6132	WASH2P|375260	112.4785
WASH3P|374666	272.0481	WASH3P|374666	184.5927
WASH5P|375690	213.0591	WASH5P|375690	111.9862
WASH7P|653635	1042.3984	WASH7P|653635	674.1324
WASL|8976	927.1369	WASL|8976	2403.8888
WAS|7454	74.1244	WAS|7454	100.1723
WBP11P1|441818	15.5234	WBP11P1|441818	9.5988
WBP11|51729	2551.6639	WBP11|51729	2027.8120000000001
WBP1|23559	2193.3133	WBP1|23559	954.4179
lowly_expressed	lowly_expressed	WBP2NL|164684	14.7674
WBP2|23558	1175.8999	WBP2|23558	2385.9217
WBP4|11193	207.6259	WBP4|11193	563.1307
WBP5|51186	1421.9463	WBP5|51186	1189.269
WBSCR16|81554	353.9342	WBSCR16|81554	448.6832
lowly_expressed	lowly_expressed	WBSCR17|64409	92.7886
WBSCR22|114049	580.5996	WBSCR22|114049	665.7642
WBSCR26|171022	26.7779	lowly_expressed	lowly_expressed
WBSCR27|155368	19.0162	WBSCR27|155368	27.0736
WDFY1|57590	1067.6239	WDFY1|57590	1647.3049
WDFY2|115825	228.5825	WDFY2|115825	459.5127
WDFY3|23001	1140.5841	WDFY3|23001	2949.0524
WDFY4|57705	86.155	WDFY4|57705	229.3872
WDHD1|11169	557.2912	WDHD1|11169	275.1661
WDR11|55717	1380.033	WDR11|55717	1848.634
WDR12|55759	428.4467	WDR12|55759	441.0534
WDR13|64743	1133.5985	WDR13|64743	777.0121
WDR17|116966	6.2094	WDR17|116966	136.5986
WDR18|57418	371.01	WDR18|57418	115.6781
WDR19|57728	466.8672	WDR19|57728	1031.0116
WDR1|9948	4307.752	WDR1|9948	4059.808
WDR20|91833	486.6596	WDR20|91833	532.6114
WDR24|84219	371.01	WDR24|84219	147.428
WDR25|79446	294.5571	WDR25|79446	142.9978
WDR26|80232	7567.2844	WDR26|80232	3845.4344
WDR27|253769	74.9006	WDR27|253769	231.11
WDR31|114987	274.3766	WDR31|114987	166.6256
WDR33|55339	1492.5779	WDR33|55339	1306.9161
WDR34|89891	1784.8064	WDR34|89891	531.6269
WDR35|57539	1050.5482	WDR35|57539	1145.9513
WDR36|134430	690.7927	WDR36|134430	1293.3793
WDR37|22884	646.5509	WDR37|22884	703.175
WDR3|10885	1062.9669	WDR3|10885	1040.3643
WDR41|55255	719.8991	WDR41|55255	741.8164
WDR43|23160	1135.1509	lowly_expressed	lowly_expressed
WDR44|54521	509.1685	WDR44|54521	637.46
WDR45L|56270	1269.4285	WDR45L|56270	1597.8341
WDR45|11152	861.1623	WDR45|11152	709.8203
WDR46|9277	1099.447	WDR46|9277	451.8828
WDR47|22911	423.4016	WDR47|22911	542.4563
WDR48|57599	852.2363	WDR48|57599	1681.27
lowly_expressed	lowly_expressed	WDR49|151790	5.1686
WDR4|10785	133.1134	WDR4|10785	80.7285
WDR52|55779	540.2154	WDR52|55779	446.7143
WDR53|348793	211.5067	WDR53|348793	152.8427
WDR54|84058	711.3612	WDR54|84058	96.2343
WDR55|54853	586.0095	WDR55|54853	352.0797
WDR59|79726	416.8041	WDR59|79726	693.8223
WDR5B|54554	618.6087	WDR5B|54554	394.0438
WDR5|11091	1074.6095	WDR5|11091	621.7081
WDR60|55112	377.9955	WDR60|55112	519.0746
WDR61|80349	946.5412	WDR61|80349	988.4322
WDR62|284403	91.2002	WDR62|284403	27.811999999999998
WDR63|126820	21.7328	WDR63|126820	29.2887
WDR65|149465	218.8804	WDR65|149465	56.6084
WDR66|144406	395.4594	WDR66|144406	99.9262
WDR67|93594	397.0117	WDR67|93594	147.428
WDR6|11180	2495.1897	WDR6|11180	2346.0153
WDR70|55100	949.2578	WDR70|55100	626.1383
lowly_expressed	lowly_expressed	WDR72|256764	47.748000000000005
WDR73|84942	558.6107	WDR73|84942	384.1546
WDR74|54663	329.4848	WDR74|54663	353.6795
WDR75|84128	1356.3598	WDR75|84128	1032.9806
WDR76|79968	349.6653	WDR76|79968	178.9318
WDR77|79084	457.9412	WDR77|79084	511.4447
WDR78|79819	433.8799	WDR78|79819	227.9104
WDR7|23335	528.1847	WDR7|23335	768.6439
WDR81|124997	590.6665	WDR81|124997	493.2316
WDR82|80335	2873.7751	WDR82|80335	3843.9577
WDR83|84292	201.4165	WDR83|84292	59.0697
WDR85|92715	227.0302	WDR85|92715	209.4511
lowly_expressed	lowly_expressed	WDR86|349136	43.81
WDR87|83889	9.3141	lowly_expressed	lowly_expressed
WDR88|126248	12.8068	WDR88|126248	6.1531
WDR89|112840	414.4756	WDR89|112840	422.8403
WDR8|49856	392.7428	WDR8|49856	249.8154
WDR90|197335	1113.8062	WDR90|197335	297.0711
WDR91|29062	241.0013	WDR91|29062	448.191
WDR92|116143	295.3333	WDR92|116143	286.7339
WDR93|56964	73.7363	WDR93|56964	37.1647
WDSUB1|151525	185.1169	WDSUB1|151525	353.1873
WDTC1|23038	1163.4811	WDTC1|23038	2135.6141
WDYHV1|55093	275.5409	WDYHV1|55093	215.3581
WEE1|7465	974.8714	WEE1|7465	5378.5380000000005
WFDC1|58189	107.8878	WFDC1|58189	11.8139
WFDC2|10406	494.4213	WFDC2|10406	891.7056
WFDC3|140686	40.749	WFDC3|140686	5.907
WFDC6|140870	14.3436	lowly_expressed	lowly_expressed
WFIKKN1|117166	5.0451	lowly_expressed	lowly_expressed
WFS1|7466	674.8811	WFS1|7466	882.5991
WHAMML1|339005	39.5847	WHAMML1|339005	198.6217
WHAMML2|440253	23.2851	WHAMML2|440253	104.6025
WHAMM|123720	183.5646	WHAMM|123720	408.0729
WHSC1L1|54904	1974.9685	WHSC1L1|54904	1831.8976
WHSC1|7468	1543.8052	WHSC1|7468	1162.1954
WHSC2|7469	592.2189	WHSC2|7469	277.3812
WIBG|84305	873.9691	WIBG|84305	287.7184
lowly_expressed	lowly_expressed	WIF1|11197	29.2887
WIPF1|7456	895.3139	WIPF1|7456	1936.9924
WIPF2|147179	10749.9757	WIPF2|147179	2017.2286
WIPF3|644150	7.7617	WIPF3|644150	21.6589
WIPI1|55062	955.0791	WIPI1|55062	583.8051
WIPI2|26100	1385.0781	WIPI2|26100	1353.9257
WISP1|8840	399.7283	WISP1|8840	21.905
WISP2|8839	258.8532	WISP2|8839	860.9402
lowly_expressed	lowly_expressed	WISP3|8838	52.9166
WIT1|51352	13.9711	lowly_expressed	lowly_expressed
WIZ|58525	1011.7396	WIZ|58525	688.8998
WLS|79971	423.4016	WLS|79971	3194.9299
WNK1|65125	9910.9343	WNK1|65125	5556.7315
WNK2|65268	435.7	WNK2|65268	730.0517
WNK3|65267	11.6426	WNK3|65267	38.8875
WNK4|65266	76.5305	WNK4|65266	146.0349
lowly_expressed	lowly_expressed	WNT10A|80326	42.0871
WNT10B|7480	9.7021	lowly_expressed	lowly_expressed
WNT11|7481	11.2545	WNT11|7481	135.1218
WNT2B|7482	26.0017	WNT2B|7482	15.5058
WNT2|7472	254.5843	WNT2|7472	77.0367
WNT3A|89780	6.2094	lowly_expressed	lowly_expressed
WNT3|7473	11.2545	WNT3|7473	14.5213
WNT4|54361	79.9457	WNT4|54361	66.6995
WNT5A|7474	938.0033	WNT5A|7474	2213.6352
WNT5B|81029	158.339	WNT5B|81029	105.3409
lowly_expressed	lowly_expressed	WNT6|7475	13.7829
WNT7B|7477	265.8388	WNT7B|7477	355.6485
WNT9A|7483	32.5992	WNT9A|7483	17.2286
WRAP53|55135	175.8029	WRAP53|55135	122.0773
WRB|7485	550.3056	WRB|7485	584.7896
WRNIP1|56897	1757.2524	WRNIP1|56897	814.1767
WRN|7486	549.9175	WRN|7486	708.0975
WSB1|26118	4839.0414	WSB1|26118	3137.5831
WSB2|55884	2486.4655	WSB2|55884	1348.7571
WSCD1|23302	28.3303	WSCD1|23302	111.9862
WSCD2|9671	34.9277	WSCD2|9671	77.775
WT1|7490	87.3193	lowly_expressed	lowly_expressed
WTAP|9589	1061.0265	WTAP|9589	2261.6293
WTIP|126374	106.3355	WTIP|126374	144.9668
WWC1|23286	892.5973	WWC1|23286	1391.8287
WWC2|80014	763.3647	WWC2|80014	1280.827
WWC3|55841	2668.0896	WWC3|55841	1600.2953
WWOX|51741	1849.2287	WWOX|51741	284.765
WWP1|11059	3419.4237	WWP1|11059	3250.5538
WWP2|11060	1017.1728	WWP2|11060	1213.3891
WWTR1|25937	393.8605	WWTR1|25937	1015.8848
XAB2|56949	1097.5065	XAB2|56949	510.7064
XAF1|54739	370.6219	XAF1|54739	1046.7635
XBP1|7494	33491.0255	XBP1|7494	24077.2828
lowly_expressed	lowly_expressed	XCL1|6375	17.7209
lowly_expressed	lowly_expressed	XCR1|2829	5.907
XDH|7498	17.8519	XDH|7498	266.7979
XG|7499	109.4402	XG|7499	281.5653
XIAP|331	2023.0911	XIAP|331	2323.4063
XIRP1|165904	5.0451	XIRP1|165904	9.3527
XIST|7503	6679.6313	XIST|7503	20044.9422
lowly_expressed	lowly_expressed	XKR4|114786	5.4147
XKR5|389610	8.1498	XKR5|389610	19.6899
XKR8|55113	128.8445	XKR8|55113	113.7091
XKR9|389668	25.2256	XKR9|389668	38.3953
XKRX|402415	13.9711	XKRX|402415	7.3837
XK|7504	24.0613	XK|7504	88.8506
XPA|7507	186.6693	XPA|7507	378.7841
XPC|7508	1776.6566	XPC|7508	1286.7339
XPNPEP1|7511	1678.859	XPNPEP1|7511	988.9244
lowly_expressed	lowly_expressed	XPNPEP2|7512	92.7886
XPNPEP3|63929	489.6944	XPNPEP3|63929	193.6894
XPO1|7514	6092.5585	XPO1|7514	5167.1179
XPO4|64328	604.2495	XPO4|64328	1150.8737
XPO5|57510	1352.0908	XPO5|57510	1080.7285
XPO6|23214	1829.0482	XPO6|23214	1549.1016
XPO7|23039	2749.5877	XPO7|23039	2240.2166
XPOT|11260	2453.4782	XPOT|11260	2068.6685
XPR1|9213	1491.0255	XPR1|9213	1463.4507
XRCC1|7515	1029.9796	XRCC1|7515	444.0069
XRCC2|7516	135.4419	XRCC2|7516	78.7595
XRCC3|7517	325.2159	XRCC3|7517	122.0773
XRCC4|7518	219.6565	XRCC4|7518	128.2304
XRCC5|7520	8752.4983	XRCC5|7520	8754.6148
XRCC6BP1|91419	111.3806	XRCC6BP1|91419	95.9882
XRCC6|2547	7833.8993	XRCC6|2547	5952.4982
XRN1|54464	1187.5424	XRN1|54464	1848.634
XRN2|22803	2949.4518	XRN2|22803	3212.8969
XRRA1|143570	729.6944	XRRA1|143570	475.235
XYLB|9942	197.1476	XYLB|9942	130.6916
XYLT1|64131	798.6805	XYLT1|64131	724.0955
XYLT2|64132	725.3323	XYLT2|64132	396.505
YAF2|10138	330.6491	YAF2|10138	323.1602
YAP1|10413	3534.6852	YAP1|10413	5942.161
YARS2|51067	429.6109	YARS2|51067	253.2611
YARS|8565	1346.2695	YARS|8565	1028.3042
YBX1|4904	8012.4187	YBX1|4904	5754.3687
YBX2|51087	107.1117	YBX2|51087	82.4514
YDJC|150223	259.6294	YDJC|150223	95.9882
YEATS2|55689	1695.896	YEATS2|55689	1030.475
YEATS4|8089	1357.524	YEATS4|8089	391.5826
YES1|7525	1104.4921	YES1|7525	2249.5693
YIF1A|10897	1183.2735	YIF1A|10897	463.2045
YIF1B|90522	565.8096	YIF1B|90522	239.7834
YIPF1|54432	1394.3922	YIPF1|54432	858.4789999999999
YIPF2|78992	1243.4268	YIPF2|78992	383.7066
YIPF3|25844	3379.0628	YIPF3|25844	1514.1521
YIPF4|84272	563.5005	YIPF4|84272	776.7659
YIPF5|81555	1663.3356	YIPF5|81555	1419.3945
YIPF6|286451	550.6937	YIPF6|286451	464.4351
YJEFN3|374887	18.469	YJEFN3|374887	20.442999999999998
YKT6|10652	2982.051	YKT6|10652	1096.2343
YLPM1|56252	2466.285	YLPM1|56252	2247.6003
YME1L1|10730	5666.0522	YME1L1|10730	3761.5063
YOD1|55432	184.7288	YOD1|55432	396.4878
YPEL1|29799	255.9193	YPEL1|29799	384.5681
YPEL2|388403	1934.6075	YPEL2|388403	1237.7554
YPEL3|83719	468.0314	YPEL3|83719	612.8476
YPEL4|219539	8.926	YPEL4|219539	40.6104
YPEL5|51646	2237.3144	YPEL5|51646	2982.7714
YRDC|79693	344.2321	YRDC|79693	433.6697
lowly_expressed	lowly_expressed	YSK4|80122	15.2597
YTHDC1|91746	1806.9273	YTHDC1|91746	2144.2284
YTHDC2|64848	1045.5031	YTHDC2|64848	1240.955
YTHDF1|54915	1218.5893	YTHDF1|54915	1252.7689
YTHDF2|51441	1401.7658	YTHDF2|51441	2491.7549
YTHDF3|253943	2568.3516	YTHDF3|253943	2597.8341
YWHAB|7529	7734.9374	YWHAB|7529	8386.1679
YWHAE|7531	7061.9967	YWHAE|7531	10003.1996
YWHAG|7532	2668.0896	YWHAG|7532	5314.7919999999995
YWHAH|7533	5389.7351	YWHAH|7533	3243.1701
YWHAQ|10971	10108.47	YWHAQ|10971	9345.5575
YWHAZ|7534	22219.4625	YWHAZ|7534	19348.511000000002
YY1AP1|55249	2177.5492	YY1AP1|55249	1824.5139
YY1|7528	1813.1367	YY1|7528	1500.6153
YY2|404281	22.2528	YY2|404281	19.936
ZADH2|284273	339.575	ZADH2|284273	1294.1176
ZAK|51776	2115.4555	ZAK|51776	4163.4088
lowly_expressed	lowly_expressed	ZAP70|7535	36.4263
lowly_expressed	lowly_expressed	ZBBX|79740	9.5988
ZBED1|9189	1740.9528	ZBED1|9189	1165.8873
ZBED3|84327	44.2418	ZBED3|84327	49.717
ZBED4|9889	1310.5656	ZBED4|9889	685.2080000000001
ZBED5|58486	706.7042	ZBED5|58486	1268.5208
ZBP1|81030	6.9855	ZBP1|81030	7.3837
ZBTB10|65986	128.8445	ZBTB10|65986	1122.5695
ZBTB11|27107	1204.8666	ZBTB11|27107	864.3441
ZBTB12|221527	244.8627	ZBTB12|221527	63.4777
ZBTB16|7704	6.5975	ZBTB16|7704	158.7497
ZBTB17|7709	924.8084	ZBTB17|7709	193.6992
ZBTB1|22890	910.4492	ZBTB1|22890	1513.906
ZBTB20|26137	22.1209	ZBTB20|26137	47.748000000000005
ZBTB22|9278	774.2311	ZBTB22|9278	409.3035
ZBTB24|9841	577.0835	ZBTB24|9841	553.5319
ZBTB25|7597	125.1111	ZBTB25|7597	126.4804
ZBTB26|57684	169.2054	ZBTB26|57684	185.8233
ZBTB2|57621	1152.6147	ZBTB2|57621	645.5821
ZBTB33|10009	1536.8196	ZBTB33|10009	1271.4743
ZBTB34|403341	339.9631	ZBTB34|403341	461.7278
ZBTB37|84614	88.4836	ZBTB37|84614	60.5464
ZBTB38|253461	2132.1432	ZBTB38|253461	3513.906
ZBTB39|9880	244.49400000000003	ZBTB39|9880	395.5206
ZBTB3|79842	88.4836	ZBTB3|79842	72.8526
ZBTB40|9923	825.0703	ZBTB40|9923	926.4091
ZBTB41|360023	1827.884	ZBTB41|360023	1427.5166
ZBTB42|100128927	1366.8381	ZBTB42|100128927	350.4799
ZBTB43|23099	467.6433	ZBTB43|23099	590.2043
ZBTB44|29068	987.2902	ZBTB44|29068	2902.7812
ZBTB45|84878	406.7139	ZBTB45|84878	127.492
ZBTB46|140685	136.2181	ZBTB46|140685	173.271
ZBTB47|92999	414.8637	ZBTB47|92999	568.5454
ZBTB48|3104	495.5855	ZBTB48|3104	171.30200000000002
ZBTB49|166793	97.0214	ZBTB49|166793	111.9862
ZBTB4|57659	1797.2252	ZBTB4|57659	3674.1324
ZBTB5|9925	484.33099999999996	ZBTB5|9925	655.9193
ZBTB6|10773	469.5838	ZBTB6|10773	520.7974
ZBTB7A|51341	973.3191	ZBTB7A|51341	641.8902
ZBTB7B|51043	4864.267	ZBTB7B|51043	853.3104
ZBTB7C|201501	673.7169	ZBTB7C|201501	420.8713
ZBTB8A|653121	420.685	ZBTB8A|653121	479.9409
ZBTB8OS|339487	101.2904	ZBTB8OS|339487	128.9687
ZBTB9|221504	462.9863	ZBTB9|221504	265.5673
ZC3H10|84872	440.4773	ZC3H10|84872	145.7051
ZC3H11A|9877	8342.2916	ZC3H11A|9877	5446.222
ZC3H12A|80149	434.26800000000003	ZC3H12A|80149	618.7546
ZC3H12B|340554	27.166	ZC3H12B|340554	95.4959
ZC3H12C|85463	46.9584	ZC3H12C|85463	610.3864
ZC3H12D|340152	7.3736	ZC3H12D|340152	6.3992
ZC3H13|23091	1603.9585	ZC3H13|23091	2555.9931
ZC3H14|79882	1201.5135	ZC3H14|79882	1892.6901
ZC3H15|55854	1471.2331	ZC3H15|55854	1469.8499
ZC3H18|124245	508.0043	ZC3H18|124245	385.6756
ZC3H3|23144	666.3433	ZC3H3|23144	253.7534
ZC3H4|23211	1650.1407	ZC3H4|23211	822.791
ZC3H6|376940	253.42	ZC3H6|376940	822.2988
ZC3H7A|29066	1204.2301	ZC3H7A|29066	1267.7824
ZC3H7B|23264	3254.8753	ZC3H7B|23264	2255.2301
ZC3H8|84524	86.155	ZC3H8|84524	136.8447
ZC3HAV1L|92092	71.7959	ZC3HAV1L|92092	87.8661
ZC3HAV1|56829	1388.5709	ZC3HAV1|56829	1916.5641
ZC3HC1|51530	228.1944	ZC3HC1|51530	316.0226
ZC4H2|55906	140.099	ZC4H2|55906	212.6508
ZCCHC10|54819	450.5676	ZCCHC10|54819	386.1679
ZCCHC11|23318	530.5132	ZCCHC11|23318	1140.5365
lowly_expressed	lowly_expressed	ZCCHC12|170261	21.4127
ZCCHC14|23174	648.1032	ZCCHC14|23174	1425.7937
ZCCHC17|51538	507.2281	ZCCHC17|51538	605.7101
lowly_expressed	lowly_expressed	ZCCHC18|644353	15.5058
ZCCHC24|219654	875.1334	ZCCHC24|219654	2054.1472
ZCCHC2|54877	318.6068	ZCCHC2|54877	697.9572
ZCCHC3|85364	591.0546	ZCCHC3|85364	454.8363
ZCCHC4|29063	280.1979	ZCCHC4|29063	220.7728
lowly_expressed	lowly_expressed	ZCCHC5|203430	9.1066
ZCCHC6|79670	879.4023	ZCCHC6|79670	1390.8442
ZCCHC7|84186	468.0314	ZCCHC7|84186	570.5144
ZCCHC8|55596	462.2101	ZCCHC8|55596	606.6946
ZCCHC9|84240	531.6775	ZCCHC9|84240	399.2124
ZCRB1|85437	1152.2266	ZCRB1|85437	922.4711
ZCWPW1|55063	89.2597	ZCWPW1|55063	155.5501
ZCWPW2|152098	23.2851	ZCWPW2|152098	53.1627
ZDBF2|57683	130.0087	ZDBF2|57683	615.3089
ZDHHC11|79844	67.5269	ZDHHC11|79844	48.7325
ZDHHC12|84885	645.3866	ZDHHC12|84885	225.6953
ZDHHC13|54503	412.9233	ZDHHC13|54503	502.8304
ZDHHC14|79683	50.4511	ZDHHC14|79683	171.0559
ZDHHC15|158866	50.8392	ZDHHC15|158866	186.0694
ZDHHC16|84287	1454.9335	ZDHHC16|84287	536.0571
ZDHHC17|23390	549.9175	ZDHHC17|23390	1377.7997
ZDHHC18|84243	388.4739	ZDHHC18|84243	537.0416
ZDHHC1|29800	112.5449	ZDHHC1|29800	182.1314
ZDHHC20|253832	225.8659	ZDHHC20|253832	337.1893
ZDHHC21|340481	301.5426	ZDHHC21|340481	397.7357
ZDHHC23|254887	171.1458	ZDHHC23|254887	232.8329
ZDHHC24|254359	179.2956	ZDHHC24|254359	89.8548
ZDHHC2|51201	130.3968	ZDHHC2|51201	943.8838
ZDHHC3|51304	1366.0619	ZDHHC3|51304	1812.7
ZDHHC4|55146	1107.2087	ZDHHC4|55146	807.0391
ZDHHC5|25921	2905.9862	ZDHHC5|25921	2577.4059
ZDHHC6|64429	1167.1989999999998	ZDHHC6|64429	834.4991
ZDHHC7|55625	848.7436	ZDHHC7|55625	1494.7083
ZDHHC8P1|150244	11.6426	ZDHHC8P1|150244	26.0891
ZDHHC8|29801	344.6202	ZDHHC8|29801	346.542
ZDHHC9|51114	1551.5669	ZDHHC9|51114	941.6687
ZEB1|6935	869.7739	ZEB1|6935	1483.239
ZEB2|9839	554.5746	ZEB2|9839	2578.8826
ZER1|10444	1726.5936	ZER1|10444	1414.9643
