gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
ALKBH7|84266	395.4594	ALKBH7|84266	197.6372
ALKBH8|91801	206.4616	ALKBH8|91801	335.7125
ALMS1P|200420	7.7617	lowly_expressed	lowly_expressed
ALMS1|7840	1459.5906	ALMS1|7840	1262.6138
lowly_expressed	lowly_expressed	ALOX12P2|245	19.4438
ALOX15B|247	2830.6976	ALOX15B|247	66.9456
ALOX15|246	22.509	ALOX15|246	46.5174
ALOX5AP|241	388.0858	ALOX5AP|241	388.38300000000004
ALOX5|240	291.4524	ALOX5|240	566.3303
lowly_expressed	lowly_expressed	ALOXE3|59344	11.0756
ALPK1|80216	421.0731	ALPK1|80216	916.318
ALPK2|115701	130.7849	ALPK2|115701	5.4147
ALPK3|57538	250.3153	ALPK3|57538	614.5705
ALPL|249	31.823	ALPL|249	631.553
ALS2CL|259173	91.2002	ALS2CL|259173	313.3153
ALS2CR11|151254	5.0451	ALS2CR11|151254	10.8294
lowly_expressed	lowly_expressed	ALS2CR12|130540	10.5833
ALS2CR4|65062	671.7765	ALS2CR4|65062	1608.6635
ALS2CR8|79800	152.5177	ALS2CR8|79800	369.9237
ALS2|57679	797.1282	ALS2|57679	983.5097
ALX3|257	20.5685	ALX3|257	16.7364
lowly_expressed	lowly_expressed	ALX4|60529	33.9651
AMACR|23600	584.0691	AMACR|23600	273.1971
AMBP|259	59.3771	lowly_expressed	lowly_expressed
AMBRA1|55626	918.9871	AMBRA1|55626	677.8243
AMD1|262	997.7025	AMD1|262	3021.1174
lowly_expressed	lowly_expressed	AMDHD1|144193	11.3217
AMDHD2|51005	220.0602	AMDHD2|51005	83.5171
AMFR|267	1877.9470000000001	AMFR|267	3094.7576
AMICA1|120425	31.4349	AMICA1|120425	170.5636
AMIGO1|57463	46.9584	AMIGO1|57463	128.2304
AMIGO2|347902	451.7318	AMIGO2|347902	2199.6037
AMIGO3|386724	196.7595	AMIGO3|386724	41.5949
AMMECR1L|83607	682.2548	AMMECR1L|83607	951.2675
AMMECR1|9949	1022.6060000000001	AMMECR1|9949	289.1952
AMN1|196394	179.6837	AMN1|196394	223.2341
AMOTL1|154810	1739.4004	AMOTL1|154810	2874.9692
AMOTL2|51421	1255.4575	AMOTL2|51421	3902.7812
AMOT|154796	1745.2217	AMOT|154796	1936.9924
lowly_expressed	lowly_expressed	AMPD1|270	35.6879
AMPD2|271	783.9332	AMPD2|271	484.6173
AMPD3|272	152.1296	AMPD3|272	291.6564
AMPH|273	72.9601	AMPH|273	98.2033
AMT|275	33.3754	AMT|275	196.5247
lowly_expressed	lowly_expressed	AMY1A|276	18.7054
AMY2B|280	91.9996	AMY2B|280	318.0581
AMZ1|155185	33.7635	AMZ1|155185	10.5833
AMZ2P1|201283	242.1655	AMZ2P1|201283	249.3232
AMZ2|51321	1302.4158	AMZ2|51321	1214.3736
ANAPC10|10393	84.9908	ANAPC10|10393	138.3214
ANAPC11|51529	615.1159	ANAPC11|51529	345.0652
ANAPC13|25847	1480.1514	ANAPC13|25847	1208.3288
ANAPC16|119504	3108.9551	ANAPC16|119504	2606.2023
ANAPC1|64682	847.9674	ANAPC1|64682	1159.9803
ANAPC2|29882	660.9101	ANAPC2|29882	357.8636
ANAPC4|29945	479.2859	ANAPC4|29945	720.6498
ANAPC5|51433	1896.9632	ANAPC5|51433	2277.6274
ANAPC7|51434	913.942	ANAPC7|51434	922.4711
ANGEL1|23357	666.7313	ANGEL1|23357	572.2373
ANGEL2|90806	1036.9652	ANGEL2|90806	933.7928
ANGPT1|284	46.9584	ANGPT1|284	457.7898
ANGPT2|285	466.8672	ANGPT2|285	469.3576
lowly_expressed	lowly_expressed	ANGPT4|51378	8.3682
ANGPTL1|9068	16.2996	ANGPTL1|9068	1096.9727
ANGPTL2|23452	2080.5278	ANGPTL2|23452	3228.1565
ANGPTL4|51129	218.8804	ANGPTL4|51129	277.6274
lowly_expressed	lowly_expressed	ANGPTL5|253935	8.6143
lowly_expressed	lowly_expressed	ANGPTL7|10218	367.7086
ANG|283	253.6412	ANG|283	315.5476
ANK1|286	5.4332	ANK1|286	11.0756
ANK2|287	127.6802	ANK2|287	1718.1885
ANK3|288	1489.8613	lowly_expressed	lowly_expressed
ANKAR|150709	11.6426	ANKAR|150709	70.6375
ANKDD1A|348094	26.3898	ANKDD1A|348094	110.0172
ANKFN1|162282	5.0451	lowly_expressed	lowly_expressed
ANKFY1|51479	1337.7316	ANKFY1|51479	2505.5378
ANKHD1-EIF4EBP3|404734	783.0523	ANKHD1-EIF4EBP3|404734	790.6005
ANKHD1|54882	3336.3190000000004	ANKHD1|54882	2971.7524
ANKH|56172	2205.1033	ANKH|56172	2286.4878
ANKIB1|54467	1176.288	ANKIB1|54467	2125.7691
ANKK1|255239	14.3592	ANKK1|255239	28.0581
lowly_expressed	lowly_expressed	ANKLE1|126549	7.6298
ANKLE2|23141	1180.1688	ANKLE2|23141	1382.476
ANKMY1|51281	433.4918	ANKMY1|51281	195.9143
ANKMY2|57037	523.5277	ANKMY2|57037	786.6109
ANKRA2|57763	324.4397	ANKRA2|57763	448.191
ANKRD10|55608	1246.8187	ANKRD10|55608	1716.569
ANKRD11|29123	1414.6425	ANKRD11|29123	1797.1253
ANKRD12|23253	1152.2266	ANKRD12|23253	2868.57
ANKRD13A|88455	582.5167	ANKRD13A|88455	1824.76
ANKRD13B|124930	337.2465	ANKRD13B|124930	185.331
ANKRD13C|81573	438.925	ANKRD13C|81573	824.76
ANKRD13D|338692	373.7266	ANKRD13D|338692	283.7805
ANKRD16|54522	222.6914	ANKRD16|54522	137.8292
ANKRD17|26057	2508.5864	ANKRD17|26057	3811.4694
ANKRD19|138649	35.3158	ANKRD19|138649	19.1976
ANKRD1|27063	8.1498	ANKRD1|27063	6.6453
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.6608
ANKRD22|118932	171.5339	ANKRD22|118932	125.0308
ANKRD23|200539	40.749	ANKRD23|200539	26.0891
ANKRD24|170961	39.5847	ANKRD24|170961	8.6143
ANKRD26|22852	421.8492	ANKRD26|22852	421.3635
ANKRD27|84079	1349.7623	ANKRD27|84079	874.477
ANKRD28|23243	2833.8023	ANKRD28|23243	1843.2193
ANKRD29|147463	11.2545	ANKRD29|147463	329.0672
ANKRD30A|91074	848.3555	ANKRD30A|91074	38.1492
ANKRD30B|374860	274.3766	ANKRD30B|374860	11.8139
ANKRD31|256006	6.5975	ANKRD31|256006	5.4147
ANKRD32|84250	162.6079	ANKRD32|84250	186.5617
ANKRD34A|284615	44.6299	ANKRD34A|284615	15.998
ANKRD34B|340120	6.9855	ANKRD34B|340120	8.3682
ANKRD35|148741	31.0469	ANKRD35|148741	125.7691
ANKRD36BP1|84832	114.4853	ANKRD36BP1|84832	306.1777
ANKRD36B|57730	90.42399999999999	ANKRD36B|57730	104.3564
ANKRD36|375248	214.9995	ANKRD36|375248	360.3249
ANKRD37|353322	116.9458	ANKRD37|353322	177.4009
ANKRD39|51239	64.0342	ANKRD39|51239	73.3448
ANKRD40|91369	810.7112	ANKRD40|91369	1979.5717
ANKRD42|338699	469.9719	ANKRD42|338699	372.1388
ANKRD43|134548	666.7313	ANKRD43|134548	74.0832
ANKRD44|91526	37.6443	ANKRD44|91526	139.5521
ANKRD45|339416	40.749	ANKRD45|339416	34.7034
ANKRD46|157567	357.5551	ANKRD46|157567	688.4888
ANKRD49|54851	353.9342	ANKRD49|54851	387.1524
ANKRD50|57182	3719.414	ANKRD50|57182	1710.3126
ANKRD52|283373	2798.0984	ANKRD52|283373	1240.7088
lowly_expressed	lowly_expressed	ANKRD53|79998	61.2848
ANKRD54|129138	464.5387	ANKRD54|129138	197.8833
ANKRD56|345079	38.0324	ANKRD56|345079	181.6392
ANKRD57|65124	566.2171	ANKRD57|65124	1096.4804
ANKRD58|347454	11.2545	lowly_expressed	lowly_expressed
ANKRD5|63926	675.2692	ANKRD5|63926	251.046
ANKRD6|22881	272.6923	ANKRD6|22881	359.7686
ANKRD9|122416	65.5865	ANKRD9|122416	28.3042
ANKS1A|23294	1168.5262	ANKS1A|23294	1238.986
ANKS1B|56899	44.6299	ANKS1B|56899	135.368
ANKS3|124401	208.014	ANKS3|124401	133.8912
ANKS6|203286	104.007	ANKS6|203286	225.9414
ANKZF1|55139	742.4081	ANKZF1|55139	466.8964
ANLN|54443	934.8986	ANLN|54443	458.7743
ANO10|55129	781.2166	ANO10|55129	821.5604
ANO1|55107	1746.386	ANO1|55107	4327.0982
lowly_expressed	lowly_expressed	ANO2|57101	32.7344
lowly_expressed	lowly_expressed	ANO3|63982	93.2808
lowly_expressed	lowly_expressed	ANO4|121601	27.5658
ANO5|203859	16.6877	ANO5|203859	101.4029
ANO6|196527	1754.9238	ANO6|196527	6144.2284
ANO7|50636	12.0307	ANO7|50636	15.0135
ANO8|57719	445.1344	ANO8|57719	273.1971
ANO9|338440	43.0775	ANO9|338440	84.1743
ANP32A|8125	3103.5219	ANP32A|8125	2134.6296
ANP32B|10541	2628.893	ANP32B|10541	1913.1184
ANP32E|81611	1386.6304	ANP32E|81611	1557.7160000000001
ANPEP|290	172.6982	ANPEP|290	5952.4982
ANTXR1|84168	12720.2872	ANTXR1|84168	8573.4679
ANTXR2|118429	662.4624	ANTXR2|118429	2564.8536
ANUBL1|93550	279.0337	ANUBL1|93550	242.6778
ANXA11|311	3887.8432	ANXA11|311	2798.6709
lowly_expressed	lowly_expressed	ANXA13|312	5.4147
ANXA1|301	1619.4819	ANXA1|301	15542.7024
ANXA2P1|303	70.6316	ANXA2P1|303	90.0812
ANXA2P2|304	5168.9143	ANXA2P2|304	5241.2011
ANXA2|302	15455.9038	ANXA2|302	14967.2656
ANXA3|306	470.3599	ANXA3|306	2013.2907
ANXA4|307	1803.4346	ANXA4|307	1890.475
ANXA5|308	5562.8214	ANXA5|308	8464.9274
ANXA6|309	5121.956	ANXA6|309	5117.8932
ANXA7|310	3169.1084	ANXA7|310	3494.2161
lowly_expressed	lowly_expressed	ANXA8L2|244	200.8368
ANXA8|653145	11.2545	ANXA8|653145	979.1484
ANXA9|8416	1013.2919	ANXA9|8416	178.9318
AOAH|313	32.2111	AOAH|313	196.1605
AOC2|314	19.0162	AOC2|314	53.1627
AOC3|8639	707.4804	AOC3|8639	7152.3505
AOX1|316	127.2921	AOX1|316	960.8664
AP1AR|55435	528.9609	AP1AR|55435	944.6222
AP1B1|162	5058.698	AP1B1|162	2016.2442
AP1G1|164	2448.4331	AP1G1|164	3049.717
AP1G2|8906	1525.0878	AP1G2|8906	791.8927
AP1M1|8907	1050.1601	AP1M1|8907	688.6537
AP1M2|10053	1947.4144	AP1M2|10053	647.5511
AP1S1|1174	386.5334	AP1S1|1174	444.25300000000004
AP1S2|8905	320.9469	AP1S2|8905	669.7022
AP1S3|130340	105.9474	AP1S3|130340	239.7243
AP2A1|160	2669.0288	AP2A1|160	1012.4883
AP2A2|161	1562.0452	AP2A2|161	1315.5304
AP2B1|163	7045.6971	AP2B1|163	7447.6987
AP2M1|1173	8325.2159	AP2M1|1173	3913.3645
AP2S1|1175	1443.6791	AP2S1|1175	508.2451
AP3B1|8546	1855.8261	AP3B1|8546	1491.7549
lowly_expressed	lowly_expressed	AP3B2|8120	102.6335
AP3D1|8943	3034.0545	AP3D1|8943	1865.6165
AP3M1|26985	1822.0627	AP3M1|26985	1839.2813
AP3M2|10947	633.7441	AP3M2|10947	484.6173
AP3S1|1176	1327.6414	AP3S1|1176	1015.0135
AP3S2|10239	1151.7803	AP3S2|10239	1394.5164
AP4B1|10717	268.9007	AP4B1|10717	298.1836
AP4E1|23431	221.597	AP4E1|23431	500.6153
AP4M1|9179	303.0212	AP4M1|9179	276.574
AP4S1|11154	127.6802	AP4S1|11154	106.5715
APAF1|317	729.9893	APAF1|317	821.3143
APBA1|320	164.1603	APBA1|320	420.1329
APBA2|321	117.9781	APBA2|321	57.5929
APBA3|9546	119.1423	APBA3|9546	75.5599
APBB1IP|54518	289.1239	APBB1IP|54518	565.8381
APBB1|322	306.9758	APBB1|322	522.7664
APBB2|323	2101.8725	APBB2|323	3154.8117
APBB3|10307	259.6294	APBB3|10307	223.4802
APC2|10297	5.8795	lowly_expressed	lowly_expressed
APCDD1L|164284	33.3754	APCDD1L|164284	140.5365
APCDD1|147495	167.265	APCDD1|147495	954.221
APC|324	1109.9253	APC|324	1693.5762
APEH|327	2297.0797	APEH|327	1205.7593
APEX1|328	3487.3387	APEX1|328	2330.5439
APEX2|27301	722.2276	APEX2|27301	430.224
APH1A|51107	8821.9657	APH1A|51107	3731.9714
APH1B|83464	564.2767	APH1B|83464	938.2230000000001
API5|8539	2365.3827	API5|8539	3368.6931
APIP|51074	325.0529	APIP|51074	354.5582
APITD1|378708	168.8212	APITD1|378708	155.0012
APLF|200558	19.4043	APLF|200558	131.1839
APLNR|187	348.501	APLNR|187	1017.4748
APLN|8862	698.1663	APLN|8862	20.1821
APLP1|333	49.675	APLP1|333	15.7519
APLP2|334	11329.7759	APLP2|334	13374.6
APOA1BP|128240	1513.9226	APOA1BP|128240	808.0236
APOA5|116519	8.926	lowly_expressed	lowly_expressed
APOB48R|55911	166.4888	APOB48R|55911	49.2247
APOBEC3A|200315	5.864	APOBEC3A|200315	12.3062
APOBEC3B|9582	153.6393	APOBEC3B|9582	147.6741
APOBEC3C|27350	78.3933	APOBEC3C|27350	502.3382
APOBEC3D|140564	11.6426	APOBEC3D|140564	95.4959
APOBEC3F|200316	113.321	APOBEC3F|200316	227.4182
APOBEC3G|60489	37.2562	APOBEC3G|60489	263.8444
lowly_expressed	lowly_expressed	APOBEC3H|164668	12.5523
APOBEC4|403314	16.2996	APOBEC4|403314	6.1531
lowly_expressed	lowly_expressed	APOB|338	415.4566
APOC1|341	525.8562	APOC1|341	389.3675
APOC2|344	145.5322	APOC2|344	50.2092
APOD|347	4785.4856	APOD|347	22133.8912
APOE|348	2503.9294	APOE|348	809.9926
APOF|319	219.2685	lowly_expressed	lowly_expressed
APOL1|8542	1054.4289999999999	APOL1|8542	1089.589
APOL2|23780	542.932	APOL2|23780	477.9719
APOL3|80833	480.0621	APOL3|80833	950.5292
APOL4|80832	208.7901	APOL4|80832	646.5666
APOL6|80830	1218.5893	APOL6|80830	4065.4689
APOLD1|81575	531.2894	APOLD1|81575	5988.6783
APOM|55937	48.8988	APOM|55937	44.3022
APOOL|139322	159.1152	APOOL|139322	339.8966
APOO|79135	327.9325	APOO|79135	187.7923
APPBP2|10513	1831.3767	APPBP2|10513	1794.9791
APPL1|26060	2291.6465	APPL1|26060	2811.2232
APPL2|55198	612.0113	APPL2|55198	1750.1846
APP|351	16305.4235	APP|351	30868.3239
APRT|353	1002.8136	APRT|353	570.0222
APTX|54840	1041.2341	APTX|54840	463.4507
AQP11|282679	18.6281	AQP11|282679	16.2442
AQP1|358	2154.788	AQP1|358	14955.0086
AQP2|359	20.5685	AQP2|359	19.936
AQP3|360	2116.6198	AQP3|360	373.1233
lowly_expressed	lowly_expressed	AQP4|361	817.6224
AQP5|362	3010.7694	AQP5|362	91.3118
AQP6|363	12.0307	AQP6|363	5.907
lowly_expressed	lowly_expressed	AQP7P1|375719	111.7401
lowly_expressed	lowly_expressed	AQP7P3|441432	16.9825
AQP7|364	6.9855	AQP7|364	795.2252
AQP9|366	41.5252	AQP9|366	51.6859
lowly_expressed	lowly_expressed	AQPEP|206338	255.6756
AQR|9716	5529.8341	AQR|9716	1781.6884
ARAF|369	1447.1718	ARAF|369	798.6709
ARAP1|116985	1645.0568	ARAP1|116985	1549.7588
ARAP2|116984	67.915	ARAP2|116984	735.4172
ARAP3|64411	158.339	ARAP3|64411	366.2318
ARCN1|372	8442.8059	ARCN1|372	5055.3778
ARC|23237	11.6426	ARC|23237	62.0231
AREG|374	13.583	AREG|374	420.379
ARF1|375	12877.4619	ARF1|375	5610.8787
ARF3|377	6001.7464	ARF3|377	4455.8208
ARF4|378	5682.3518	ARF4|378	4666.7487
ARF5|381	1398.2536	ARF5|381	1541.9099
ARF6|382	4098.5738	ARF6|382	3738.6168
ARFGAP1|55738	1607.0632	ARFGAP1|55738	456.8053
ARFGAP2|84364	1719.9961	ARFGAP2|84364	1336.2048
ARFGAP3|26286	1895.799	ARFGAP3|26286	1470.5882
ARFGEF1|10565	2700.9217	ARFGEF1|10565	2357.236
ARFGEF2|10564	2037.4503	ARFGEF2|10564	3285.2572
ARFIP1|27236	798.2924	ARFIP1|27236	1308.6389
ARFIP2|23647	2392.5488	ARFIP2|23647	962.8353
ARFRP1|10139	478.5098	ARFRP1|10139	196.6527
ARG2|384	165.96099999999998	ARG2|384	241.6687
ARGLU1|55082	683.419	ARGLU1|55082	3055.87
ARHGAP10|79658	78.0052	ARHGAP10|79658	444.4991
ARHGAP11A|9824	161.8318	ARHGAP11A|9824	232.3406
ARHGAP11B|89839	26.4636	ARHGAP11B|89839	18.5011
ARHGAP12|94134	898.0305	ARHGAP12|94134	1611.3709
ARHGAP15|55843	27.9422	ARHGAP15|55843	100.4184
ARHGAP17|55114	832.0559	ARHGAP17|55114	1290.1797
ARHGAP18|93663	482.7787	ARHGAP18|93663	987.9399
ARHGAP19|84986	816.9205	ARHGAP19|84986	1359.3404
ARHGAP1|392	5738.6242	ARHGAP1|392	3025.5968
ARHGAP20|57569	20.5685	ARHGAP20|57569	400.44300000000004
ARHGAP21|57584	1004.3660000000001	ARHGAP21|57584	3587.2508
ARHGAP22|58504	75.6767	ARHGAP22|58504	47.0096
ARHGAP23|57636	2851.6542	ARHGAP23|57636	683.2389999999999
ARHGAP24|83478	161.0556	ARHGAP24|83478	379.0303
ARHGAP25|9938	105.9474	ARHGAP25|9938	329.3133
ARHGAP26|23092	117.59	ARHGAP26|23092	1030.0271
ARHGAP27|201176	350.4414	ARHGAP27|201176	418.1639
ARHGAP28|79822	126.904	ARHGAP28|79822	515.6288
ARHGAP29|9411	2080.9159	ARHGAP29|9411	7309.1312
ARHGAP30|257106	618.2206	ARHGAP30|257106	428.0089
ARHGAP31|57514	589.5023	ARHGAP31|57514	1551.0706
ARHGAP32|9743	2532.2596	ARHGAP32|9743	1764.7059
ARHGAP33|115703	206.8497	ARHGAP33|115703	121.0928
lowly_expressed	lowly_expressed	ARHGAP36|158763	115.4319
ARHGAP39|80728	485.4953	ARHGAP39|80728	166.1334
ARHGAP42|143872	100.5142	ARHGAP42|143872	377.3074
ARHGAP4|393	735.0344	ARHGAP4|393	181.3931
ARHGAP5|394	2663.4326	ARHGAP5|394	4885.0603
ARHGAP6|395	59.3771	ARHGAP6|395	259.6603
ARHGAP8|23779	1184.333	ARHGAP8|23779	272.572
ARHGAP9|64333	49.675	ARHGAP9|64333	111.7401
ARHGDIA|396	3447.3659	ARHGDIA|396	2058.5774
ARHGDIB|397	6430.9692	ARHGDIB|397	3190.9919
ARHGEF10L|55160	515.766	ARHGEF10L|55160	676.8398
ARHGEF10|9639	697.3901	ARHGEF10|9639	1227.172
ARHGEF11|9826	1620.6462	ARHGEF11|9826	1394.5361
ARHGEF12|23365	5796.8371	ARHGEF12|23365	7633.7682
ARHGEF15|22899	135.4419	ARHGEF15|22899	528.1811
ARHGEF16|27237	430.3871	ARHGEF16|27237	128.4765
ARHGEF17|9828	1347.8219	ARHGEF17|9828	1411.2725
ARHGEF18|23370	1108.373	ARHGEF18|23370	515.875
ARHGEF19|128272	698.1663	ARHGEF19|128272	287.9646
ARHGEF1|9138	1172.4071	ARHGEF1|9138	662.3185
ARHGEF2|9181	1875.2304	ARHGEF2|9181	1437.6077
ARHGEF33|100271715	8.926	ARHGEF33|100271715	26.3352
ARHGEF35|445328	459.8816	ARHGEF35|445328	485.1095
ARHGEF37|389337	1203.0659	ARHGEF37|389337	1124.5385
ARHGEF38|54848	73.3482	ARHGEF38|54848	70.1452
ARHGEF3|50650	1143.6888	ARHGEF3|50650	1037.1647
ARHGEF4|50649	29.4945	ARHGEF4|50649	206.9899
ARHGEF5|7984	343.0678	ARHGEF5|7984	554.0241
ARHGEF6|9459	473.0765	ARHGEF6|9459	2838.2968
ARHGEF7|8874	859.9981	ARHGEF7|8874	1753.8764
ARHGEF9|23229	387.6977	ARHGEF9|23229	886.5369999999999
ARID1A|8289	3046.8614	ARID1A|8289	2645.5821
ARID1B|57492	2099.544	lowly_expressed	lowly_expressed
ARID2|196528	1656.3501	ARID2|196528	1334.2358
ARID3A|1820	239.4489	ARID3A|1820	47.9941
ARID3B|10620	253.0319	ARID3B|10620	117.1548
ARID4A|5926	629.087	ARID4A|5926	1115.9242
ARID4B|51742	1711.5514	ARID4B|51742	1947.0834
ARID5A|10865	565.441	ARID5A|10865	989.1706
ARID5B|84159	1553.5073	ARID5B|84159	6498.4002
ARIH1|25820	2147.6666	ARIH1|25820	2435.6387
ARIH2|10425	982.1907	ARIH2|10425	1543.1947
ARL10|285598	62.0937	ARL10|285598	66.6995
ARL11|115761	163.3841	ARL11|115761	30.5193
ARL13B|200894	452.50800000000004	ARL13B|200894	423.3325
ARL15|54622	229.7468	ARL15|54622	669.2099
ARL16|339231	211.8948	ARL16|339231	244.4007
ARL17A|51326	51.8987	ARL17A|51326	124.9692
lowly_expressed	lowly_expressed	ARL17B|641522	6.7389
ARL1|400	2794.6056	ARL1|400	2824.5139
ARL2BP|23568	1195.6922	ARL2BP|23568	1630.5685
ARL2|402	498.6902	ARL2|402	629.8302
ARL3|403	1117.687	ARL3|403	660.8417
ARL4A|10124	286.7954	ARL4A|10124	816.638
ARL4C|10123	1031.1439	ARL4C|10123	1646.0743
ARL4D|379	124.1874	ARL4D|379	105.0948
ARL5A|26225	799.4567	ARL5A|26225	1388.3829999999998
ARL5B|221079	291.0643	ARL5B|221079	635.7371
ARL6IP1|23204	5248.86	ARL6IP1|23204	4786.6109
ARL6IP4|51329	1316.775	ARL6IP4|51329	561.4078
ARL6IP5|10550	4259.6294	ARL6IP5|10550	6489.2936
ARL6IP6|151188	393.519	ARL6IP6|151188	495.4467
ARL6|84100	126.1279	ARL6|84100	125.523
ARL8A|127829	1031.9201	ARL8A|127829	743.7854
ARL8B|55207	3030.1737	ARL8B|55207	2534.3342
ARL9|132946	10.8664	ARL9|132946	23.3817
ARMC10|83787	553.484	ARMC10|83787	788.7743
ARMC1|55156	1040.846	ARMC1|55156	861.4324
ARMC2|84071	130.0087	ARMC2|84071	78.5134
ARMC3|219681	192.4905	ARMC3|219681	32.9806
lowly_expressed	lowly_expressed	ARMC4|55130	5.907
ARMC5|79798	188.9978	ARMC5|79798	137.5831
ARMC6|93436	397.004	ARMC6|93436	247.3542
ARMC7|79637	191.3263	ARMC7|79637	136.5986
ARMC8|25852	807.2184	ARMC8|25852	918.7792
ARMC9|80210	566.6052	ARMC9|80210	227.172
ARMCX1|51309	452.50800000000004	ARMCX1|51309	761.5063
ARMCX2|9823	2106.1415	ARMCX2|9823	706.8668
ARMCX3|51566	2046.7643	ARMCX3|51566	2075.8061
ARMCX5|64860	322.8874	ARMCX5|64860	449.9139
ARMCX6|54470	235.5681	ARMCX6|54470	156.5346
ARNT2|9915	1022.9941	ARNT2|9915	818.6069
ARNTL2|56938	43.0775	ARNTL2|56938	130.1994
ARNTL|406	124.1874	ARNTL|406	253.015
ARNT|405	2414.2816	ARNT|405	2252.7689
ARPC1A|10552	1397.1088	ARPC1A|10552	1983.6229
ARPC1B|10095	2351.7997	ARPC1B|10095	936.1408
ARPC2|10109	4452.8961	ARPC2|10109	3809.5004
ARPC3|10094	3338.7019	ARPC3|10094	2755.8454
ARPC4|10093	4438.7814	ARPC4|10093	2210.1698
ARPC5L|81873	1041.2341	ARPC5L|81873	411.7647
ARPC5|10092	3568.4486	ARPC5|10092	3434.1619
ARPM1|84517	36.8681	ARPM1|84517	49.9631
ARPP19|10776	3151.2564	ARPP19|10776	5200.0984
ARRB1|408	397.3998	ARRB1|408	826.2368
ARRB2|409	410.9828	ARRB2|409	553.5319
ARRDC1|92714	1411.856	ARRDC1|92714	326.3598
ARRDC2|27106	302.7069	ARRDC2|27106	529.4118
ARRDC3|57561	1388.9589999999998	ARRDC3|57561	6256.4607
ARRDC4|91947	353.9342	ARRDC4|91947	1259.1681
ARSA|410	1000.8732	ARSA|410	394.5361
ARSB|411	371.01	ARSB|411	377.3074
ARSD|414	4482.7787	ARSD|414	2581.59
ARSE|415	57.4367	ARSE|415	54.1472
ARSG|22901	284.855	ARSG|22901	206.0054
ARSH|347527	5.8213	lowly_expressed	lowly_expressed
ARSI|340075	98.1857	ARSI|340075	37.6569
ARSJ|79642	60.1533	ARSJ|79642	217.8193
ARSK|153642	172.6982	ARSK|153642	196.8988
lowly_expressed	lowly_expressed	ART3|419	5.4147
lowly_expressed	lowly_expressed	ART4|420	17.2286
ART5|116969	5.0451	ART5|116969	17.967
ARTN|9048	83.0504	lowly_expressed	lowly_expressed
ARV1|64801	471.9123	ARV1|64801	434.1619
ARVCF|421	504.1234	ARVCF|421	257.9375
AR|367	912.3896	AR|367	626.6306
AS3MT|57412	731.1536	AS3MT|57412	273.4433
ASAH1|427	8948.4816	ASAH1|427	7360.8171
ASAH2B|653308	5.8213	ASAH2B|653308	18.2131
ASAH2|56624	8.926	lowly_expressed	lowly_expressed
ASAM|79827	183.1765	ASAM|79827	1060.0541
ASAP1|50807	1167.362	ASAP1|50807	1601.526
ASAP2|8853	935.6748	ASAP2|8853	1117.8932
ASAP3|55616	824.6823	ASAP3|55616	1231.11
ASB13|79754	1674.9782	ASB13|79754	520.0591
ASB14|142686	9.7021	ASB14|142686	14.5213
ASB16|92591	18.2245	lowly_expressed	lowly_expressed
ASB1|51665	319.8176	ASB1|51665	761.5703
ASB2|51676	8.1498	ASB2|51676	39.1336
ASB3|51130	316.2899	ASB3|51130	394.7822
ASB6|140459	668.3147	ASB6|140459	423.99699999999996
ASB7|140460	352.77	ASB7|140460	626.6306
ASB8|140461	934.5105	ASB8|140461	825.7445
ASB9|140462	65.1984	ASB9|140462	65.9611
ASCC1|51008	886.3879	ASCC1|51008	429.4856
ASCC2|84164	2520.6171	ASCC2|84164	910.6571
ASCC3|10973	1849.6168	ASCC3|10973	1861.6786
ASCL1|429	27.9422	lowly_expressed	lowly_expressed
ASCL2|430	167.265	ASCL2|430	11.0756
ASF1A|25842	442.8059	ASF1A|25842	626.8767
ASF1B|55723	454.8365	ASF1B|55723	151.1199
ASH1L|55870	4942.4314	ASH1L|55870	4302.1388
ASH2L|9070	1621.8104	ASH2L|9070	1214.8659
ASL|435	330.6491	ASL|435	248.3387
ASMTL|8623	759.8719	ASMTL|8623	345.5181
ASNA1|439	1142.5245	ASNA1|439	731.9714
ASNSD1|54529	741.6319	ASNSD1|54529	1294.1176
ASNS|440	284.0788	ASNS|440	507.0145
lowly_expressed	lowly_expressed	ASPA|443	114.9397
ASPHD1|253982	5.8213	ASPHD1|253982	8.3682
ASPHD2|57168	91.9763	ASPHD2|57168	49.9631
ASPH|444	5346.188	ASPH|444	10960.7581
ASPM|259266	797.9043	ASPM|259266	305.6855
ASPN|54829	3226.9332	ASPN|54829	453.3596
ASPRV1|151516	64.7055	ASPRV1|151516	75.8725
ASPSCR1|79058	253.8081	ASPSCR1|79058	126.9998
ASRGL1|80150	2638.5951	ASRGL1|80150	113.7091
ASS1|445	1227.5153	ASS1|445	2146.4435
ASTE1|28990	349.1452	ASTE1|28990	278.7768
lowly_expressed	lowly_expressed	ASTN1|460	290.4258
ASTN2|23245	94.6929	ASTN2|23245	169.5791
ASXL1|171023	1553.5073	ASXL1|171023	1928.378
ASXL2|55252	1120.7917	ASXL2|55252	1290.4258
lowly_expressed	lowly_expressed	ASXL3|80816	61.0386
ATAD1|84896	1119.2394	ATAD1|84896	1512.4292
