gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
PTGER2|5732	78.6578	PTGER2|5732	58.7349
PTGER3|5733	156.1244	PTGER3|5733	844.4239
PTGER4|5734	124.1248	PTGER4|5734	532.3795
PTGES2|80142	631.0812	PTGES2|80142	434.48800000000006
PTGES3|10728	9147.0401	PTGES3|10728	5072.6657
PTGES|9536	112.3034	PTGES|9536	547.4398
PTGFRN|5738	2205.6015	PTGFRN|5738	2085.8434
PTGFR|5737	56.379	PTGFR|5737	228.5392
PTGIR|5739	25.0068	PTGIR|5739	15.8133
PTGIS|5740	428.2986	PTGIS|5740	873.8705
PTGR1|22949	555.1514	PTGR1|22949	539.1566
PTGR2|145482	291.5159	PTGR2|145482	388.1928
PTGS1|5742	277.3484	PTGS1|5742	234.9398
PTGS2|5743	37.7376	PTGS2|5743	195.0301
PTH1R|5745	7.7294	PTH1R|5745	113.7048
PTH2R|5746	333.7274	PTH2R|5746	116.7169
PTHLH|5744	20.4601	PTHLH|5744	203.6898
PTK2B|2185	285.5324	PTK2B|2185	566.6416
PTK2|5747	7241.0657	PTK2|5747	2018.4488
PTK6|5753	15.4588	PTK6|5753	551.9578
PTK7|5754	3361.3713	PTK7|5754	1693.1476
PTMA|5757	23276.8028	PTMA|5757	9055.3464
PTMS|5763	7352.0051	PTMS|5763	2120.4819
PTN|5764	811.1303	PTN|5764	4572.2892
PTOV1|53635	1871.8741	PTOV1|53635	1436.747
PTP4A1|7803	3845.1396	PTP4A1|7803	2661.8976
PTP4A2|8073	3727.3802	PTP4A2|8073	2251.1295
PTP4A3|11156	1099.3907	PTP4A3|11156	205.9488
PTPDC1|138639	163.681	PTPDC1|138639	273.3434
PTPLAD1|51495	2762.1169	PTPLAD1|51495	9030.497
PTPLAD2|401494	313.2673	PTPLAD2|401494	191.2651
PTPLA|9200	48.195	PTPLA|9200	45.9337
PTPLB|201562	303.2645	PTPLB|201562	364.8343
PTPMT1|114971	693.0617	PTPMT1|114971	702.6431
PTPN11|5781	3403.2009	PTPN11|5781	4463.8554
PTPN12|5782	3926.0707	PTPN12|5782	1696.5361
PTPN13|5783	944.8031	lowly_expressed	lowly_expressed
PTPN14|5784	197.7812	PTPN14|5784	786.5211
PTPN18|26469	805.6743	PTPN18|26469	1160.7681
PTPN1|5770	1208.5114	PTPN1|5770	1138.5542
PTPN20B|26095	210.0573	PTPN20B|26095	60.994
PTPN21|11099	262.3443	PTPN21|11099	975.9036
PTPN22|26191	60.471000000000004	PTPN22|26191	44.4277
PTPN23|25930	1191.234	PTPN23|25930	1467.244
PTPN2|5771	616.0771	PTPN2|5771	481.9277
PTPN3|5774	625.6252	PTPN3|5774	918.2982
PTPN4|5775	238.7015	PTPN4|5775	313.253
PTPN5|84867	8.1841	PTPN5|84867	19.5783
PTPN6|5777	920.7056	PTPN6|5777	521.4608
PTPN7|5778	133.2182	PTPN7|5778	67.3946
PTPN9|5780	1036.6464	PTPN9|5780	863.7048
PTPRA|5786	2040.1018	PTPRA|5786	2108.0572
PTPRB|5787	1141.2203	PTPRB|5787	2123.4864
PTPRCAP|5790	137.3102	PTPRCAP|5790	70.0301
PTPRC|5788	980.722	PTPRC|5788	454.8193
PTPRD|5789	104.574	PTPRD|5789	90.738
PTPRE|5791	290.5338	PTPRE|5791	497.741
PTPRF|5792	19689.0061	PTPRF|5792	13646.0843
PTPRG|5793	1030.7357	PTPRG|5793	969.8795
PTPRH|5794	5.456	PTPRH|5794	19.9548
PTPRJ|5795	506.0471	PTPRJ|5795	606.5512
PTPRK|5796	6696.3717	PTPRK|5796	2557.9819
PTPRM|5797	897.5175	PTPRM|5797	2443.1476
PTPRN2|5799	144.5849	lowly_expressed	lowly_expressed
PTPRO|5800	43.6483	PTPRO|5800	18.4488
PTPRQ|374462	20.0055	PTPRQ|374462	103.9157
PTPRR|5801	11.3667	lowly_expressed	lowly_expressed
PTPRS|5802	1964.172	PTPRS|5802	2509.7892
PTPRT|11122	170.0464	PTPRT|11122	525.9789
PTPRU|10076	525.1432	PTPRU|10076	661.8976
lowly_expressed	lowly_expressed	PTPRVP|148713	5.2711
PTPRZ1|5803	23.1881	PTPRZ1|5803	562.5
PTRF|284119	3803.7647	PTRF|284119	16577.9367
PTRH1|138428	78.6578	PTRH1|138428	97.1386
PTRH2|51651	248.7042	PTRH2|51651	298.1928
PTS|5805	323.27	PTS|5805	194.2771
PTTG1IP|754	6282.1679	PTTG1IP|754	4655.497
PTTG1|9232	592.889	PTTG1|9232	21.0843
PTX3|5806	52.287	PTX3|5806	358.4337
PUF60|22827	4032.9181	PUF60|22827	1879.5181
PUM1|9698	3270.4374	PUM1|9698	2788.0271
PUM2|23369	4075.2023	PUM2|23369	4133.2831
PURA|5813	344.6394	PURA|5813	400.9789
PURB|5814	3413.6583	PURB|5814	2181.8524
PURG|29942	7.7294	PURG|29942	5.2711
PUS10|150962	191.4158	PUS10|150962	284.6386
PUS1|80324	210.9666	PUS1|80324	219.8795
PUS3|83480	204.1466	PUS3|83480	184.488
PUS7L|83448	486.95099999999996	PUS7L|83448	243.5994
PUS7|54517	656.0880000000001	PUS7|54517	311.747
PUSL1|126789	136.3781	PUSL1|126789	159.3185
PVALB|5816	228.6987	lowly_expressed	lowly_expressed
PVRIG|79037	37.7376	PVRIG|79037	95.256
PVRL1|5818	1716.8319	PVRL1|5818	1968.3735
PVRL2|5819	3778.7578	PVRL2|5819	2022.9669
PVRL3|25945	46.831	PVRL3|25945	176.9578
PVRL4|81607	793.8529	PVRL4|81607	1023.3434
PVR|5817	547.422	PVR|5817	545.1807
PVT1|5820	150.9503	PVT1|5820	109.9398
PWP1|11137	798.3996	PWP1|11137	836.9729
PWP2|5822	1011.1849	PWP2|5822	610.3163
PWWP2A|114825	524.6886	PWWP2A|114825	420.1807
PWWP2B|170394	376.921	PWWP2B|170394	273.7199
PXDNL|137902	11.8214	PXDNL|137902	10.5422
PXDN|7837	4585.3415	PXDN|7837	2400.2259
PXK|54899	193.6892	PXK|54899	251.50599999999997
PXMP2|5827	89.1925	PXMP2|5827	136.6905
PXMP4|11264	787.0328	PXMP4|11264	4532.3795
PXN|5829	1439.0152	PXN|5829	3158.238
PYCARD|29108	235.9734	PYCARD|29108	141.1898
PYCR1|5831	3008.0931	PYCR1|5831	1738.3283
PYCR2|29920	710.1937	PYCR2|29920	961.4646
PYCRL|65263	260.9803	PYCRL|65263	278.6145
PYDC1|260434	31.8269	lowly_expressed	lowly_expressed
PYGB|5834	3298.1722	PYGB|5834	7016.9428
PYGL|5836	180.5038	PYGL|5836	2351.6566
PYGM|5837	5.9107	PYGM|5837	75.6777
PYGO1|26108	44.1029	PYGO1|26108	39.9096
PYGO2|90780	1815.0405	PYGO2|90780	1136.2952
PYHIN1|149628	27.2802	PYHIN1|149628	22.5904
PYROXD1|79912	589.9927	PYROXD1|79912	543.1137
PYROXD2|84795	84.1138	PYROXD2|84795	333.2078
lowly_expressed	lowly_expressed	PZP|5858	6.7771
ProSAPiP1|9762	340.0928	ProSAPiP1|9762	362.9518
QARS|5859	2840.3201	QARS|5859	3522.5904
QDPR|5860	1334.4549	QDPR|5860	756.7771
QKI|9444	1278.9852	QKI|9444	2818.5241
QPCTL|54814	282.3497	QPCTL|54814	260.5422
QPCT|25797	153.2236	QPCT|25797	60.994
QPRT|23475	175.9571	QPRT|23475	684.1114
QRICH1|54870	1300.8093	QRICH1|54870	1657.3795
QRICH2|84074	69.1098	QRICH2|84074	101.6566
QRSL1|55278	682.9135	QRSL1|55278	500.75300000000004
QSER1|79832	2326.9983	QSER1|79832	1365.9639
QSOX1|5768	3045.8307	QSOX1|5768	1791.0392
QSOX2|169714	218.696	QSOX2|169714	307.6054
QTRT1|81890	619.2598	QTRT1|81890	365.5873
QTRTD1|79691	797.4902	QTRTD1|79691	564.3825
R3HCC1|203069	204.1466	R3HCC1|203069	454.4428
R3HDM1|23518	1316.2681	R3HDM1|23518	504.8946
R3HDM2|22864	1407.8021	R3HDM2|22864	1399.8946
RAB10|10890	3098.1177	RAB10|10890	2848.6446
RAB11A|8766	2996.2717	RAB11A|8766	3382.9066
RAB11B|9230	2142.4025	RAB11B|9230	1635.5422
RAB11FIP1|80223	2191.5068	RAB11FIP1|80223	3312.8765
RAB11FIP2|22841	523.3245	RAB11FIP2|22841	581.3253
RAB11FIP3|9727	1354.915	RAB11FIP3|9727	633.2831
RAB11FIP4|84440	1989.6335	RAB11FIP4|84440	669.4277
RAB11FIP5|26056	771.1194	RAB11FIP5|26056	1136.6717
RAB12|201475	1024.825	RAB12|201475	899.0964
RAB13|5872	2281.0767	RAB13|5872	1142.3193
RAB14|51552	3172.6835	RAB14|51552	3116.3404
RAB15|376267	1133.0363	RAB15|376267	536.8976
RAB17|64284	170.9557	RAB17|64284	287.2741
RAB18|22931	3003.5464	RAB18|22931	1948.7952
RAB19|401409	5.9107	RAB19|401409	7.9066
RAB1A|5861	3564.1084	RAB1A|5861	2893.3773
RAB1B|81876	3813.7219	RAB1B|81876	4804.9172
RAB20|55647	208.2386	RAB20|55647	298.9458
RAB21|23011	1027.553	RAB21|23011	1055.3464
RAB22A|57403	1820.4965	RAB22A|57403	984.1867
RAB23|51715	629.7172	RAB23|51715	363.3283
RAB24|53917	510.5938	RAB24|53917	534.6386
RAB25|57111	1558.6069	RAB25|57111	900.9789
RAB26|25837	24.0975	RAB26|25837	15.4367
RAB27A|5873	245.9762	RAB27A|5873	611.0693
RAB27B|5874	237.3375	RAB27B|5874	315.512
RAB28|9364	349.6408	RAB28|9364	265.0602
RAB2A|5862	1741.384	RAB2A|5862	1235.6928
RAB2B|84932	477.8576	RAB2B|84932	519.5783
RAB30|27314	181.8678	RAB30|27314	271.4608
RAB31|11031	1690.0064	RAB31|11031	736.0693
RAB32|10981	278.7124	RAB32|10981	461.9729
RAB33A|9363	15.9134	RAB33A|9363	5.2711
RAB33B|83452	600.6184	RAB33B|83452	411.5211
RAB34|83871	308.7206	RAB34|83871	540.6627
RAB35|11021	996.1808	RAB35|11021	1105.4217
RAB36|9609	50.923	RAB36|9609	167.1687
RAB37|326624	27.7348	RAB37|326624	45.1807
RAB38|23682	215.5133	RAB38|23682	84.7139
RAB39B|116442	69.5644	RAB39B|116442	23.7199
RAB39|54734	15.0041	lowly_expressed	lowly_expressed
RAB3A|5864	90.4792	RAB3A|5864	36.5211
RAB3B|5865	5.0014	RAB3B|5865	37.2741
lowly_expressed	lowly_expressed	RAB3C|115827	15.8133
RAB3D|9545	4159.7708	RAB3D|9545	1267.6958
RAB3GAP1|22930	1621.3513	RAB3GAP1|22930	2337.7259
RAB3GAP2|25782	1392.6525	RAB3GAP2|25782	1310.241
RAB3IL1|5866	141.4022	RAB3IL1|5866	370.1054
RAB3IP|117177	985.2687	RAB3IP|117177	763.9307
RAB40B|10966	474.6749	RAB40B|10966	360.3163
RAB40C|57799	494.2257	RAB40C|57799	547.8163
RAB42|115273	20.0055	RAB42|115273	15.0602
RAB43|339122	238.4332	RAB43|339122	315.1355
RAB4A|5867	1317.5957	RAB4A|5867	800.2071
RAB4B|53916	261.4531	RAB4B|53916	336.8486
RAB5A|5868	2121.4877	RAB5A|5868	1490.9639
RAB5B|5869	3395.9262	RAB5B|5869	5165.2861
RAB5C|5878	2767.573	RAB5C|5878	2821.5361
RAB6A|5870	4295.717000000001	RAB6A|5870	2735.6928
RAB6B|51560	53.1963	RAB6B|51560	341.1145
RAB6C|84084	124.3339	RAB6C|84084	46.3102
RAB7A|7879	4883.1499	RAB7A|7879	4968.3735
RAB7L1|8934	871.1467	RAB7L1|8934	734.5633
RAB8A|4218	2735.928	RAB8A|4218	1169.2545
RAB8B|51762	669.7281	RAB8B|51762	768.8253
RAB9A|9367	446.0307	RAB9A|9367	535.0151
RAB9B|51209	10.4574	RAB9B|51209	18.4676
RABAC1|10567	805.6743	RABAC1|10567	746.2349
RABEP1|9135	4751.8869	RABEP1|9135	3101.8863
RABEP2|79874	464.2175	RABEP2|79874	510.5422
RABEPK|10244	301.9005	RABEPK|10244	314.759
RABGAP1L|9910	458.4932	RABGAP1L|9910	379.9812
RABGAP1|23637	2240.1564	RABGAP1|23637	2146.0843
RABGEF1|27342	1414.4312	RABGEF1|27342	912.4247
RABGGTA|5875	338.7287	RABGGTA|5875	488.3283
RABGGTB|5876	1092.5707	RABGGTB|5876	800.4518
RABIF|5877	538.3286	RABIF|5877	253.7651
RABL2A|11159	191.4158	RABL2A|11159	316.2651
RABL2B|11158	208.2386	RABL2B|11158	327.1047
RABL3|285282	1173.5019	RABL3|285282	762.8012
RABL5|64792	577.8849	RABL5|64792	313.6295
RAC1|5879	5867.964	RAC1|5879	4362.9518
RAC2|5880	300.5365	RAC2|5880	230.0452
RAC3|5881	400.1091	RAC3|5881	134.4127
RACGAP1P|83956	5.456	lowly_expressed	lowly_expressed
RACGAP1|29127	1784.1229	RACGAP1|29127	299.6988
RAD17|5884	924.5567	RAD17|5884	576.8072
RAD18|56852	516.0498	RAD18|56852	308.7349
RAD1|5810	1166.2272	RAD1|5810	504.8946
RAD21|5885	13497.3084	RAD21|5885	3835.8358
RAD23A|5886	3716.0135	RAD23A|5886	2052.3343
RAD23B|5887	4937.2556	RAD23B|5887	4091.491
RAD50|10111	2229.699	RAD50|10111	1710.4669
RAD51AP1|10635	583.3409	RAD51AP1|10635	65.512
RAD51AP2|729475	18.1868	lowly_expressed	lowly_expressed
RAD51C|5889	533.7819	RAD51C|5889	285.3916
RAD51L1|5890	109.1207	RAD51L1|5890	165.2861
RAD51L3|5892	342.3661	RAD51L3|5892	172.8163
RAD51|5888	247.3402	RAD51|5888	72.2892
RAD52|5893	261.4349	RAD52|5893	205.7718
RAD54B|25788	637.9513	RAD54B|25788	62.5678
RAD54L2|23132	236.8828	RAD54L2|23132	395.3313
RAD54L|8438	172.7744	RAD54L|8438	65.512
RAD9A|5883	196.6536	RAD9A|5883	217.8803
RAD9B|144715	25.9162	RAD9B|144715	34.262
RADIL|55698	109.1207	RADIL|55698	140.4367
RAE1|8480	834.7731	RAE1|8480	498.494
lowly_expressed	lowly_expressed	RAET1E|135250	8.2831
lowly_expressed	lowly_expressed	RAET1G|353091	6.4006
RAF1|5894	2537.5102	RAF1|5894	2175.8283
RAG1AP1|55974	1476.3117	RAG1AP1|55974	1041.0392
RAG1|5896	29.5535	RAG1|5896	48.1928
RAGE|5891	90.0246	RAGE|5891	185.24099999999999
RAI14|26064	2049.6499	RAI14|26064	625.753
RAI1|10743	719.2871	RAI1|10743	919.0512
RAI2|10742	339.1834	RAI2|10742	646.8373
RALA|5898	2668.9097	RALA|5898	1073.7952
RALBP1|10928	2314.2675	RALBP1|10928	1990.5873
RALB|5899	1052.1051	RALB|5899	1190.512
RALGAPA1|253959	639.7199	RALGAPA1|253959	719.503
RALGAPA2|57186	556.5154	RALGAPA2|57186	735.3163
RALGAPB|57148	3372.738	RALGAPB|57148	2370.8584
RALGDS|5900	2467.4911	RALGDS|5900	2572.6657
RALGPS1|9649	485.1323	RALGPS1|9649	318.1476
RALGPS2|55103	1214.8768	RALGPS2|55103	486.4458
RALY|22913	2551.1503	RALY|22913	2012.4247
RAMP1|10267	55.015	RAMP1|10267	8.6596
RAMP2|10266	506.5018	RAMP2|10266	652.4849
RAMP3|10268	243.7028	RAMP3|10268	545.9337
RANBP10|57610	521.5059	RANBP10|57610	912.6506
RANBP17|64901	176.4117	RANBP17|64901	94.8795
RANBP1|5902	1054.8331	RANBP1|5902	492.0934
RANBP2|5903	4191.143	RANBP2|5903	4551.5813
RANBP3L|202151	195.9625	RANBP3L|202151	512.4247
RANBP3|8498	1051.6505	RANBP3|8498	1035.7681
RANBP6|26953	542.8753	RANBP6|26953	669.4277
RANBP9|10048	2166.5	RANBP9|10048	1217.6205
RANGAP1|5905	2383.8320000000003	RANGAP1|5905	1956.3253
RANGRF|29098	134.1866	RANGRF|29098	264.6536
RAN|5901	4338.4559	RAN|5901	2266.1898
RAP1A|5906	1298.536	RAP1A|5906	1151.3554
RAP1B|5908	2031.9178	RAP1B|5908	1646.0843
RAP1GAP2|23108	433.7547	RAP1GAP2|23108	525.9789
RAP1GAP|5909	1741.8387	RAP1GAP|5909	307.6054
RAP1GDS1|5910	1162.1351	RAP1GDS1|5910	657.3795
RAP2A|5911	1238.9743	RAP2A|5911	605.0452
RAP2B|5912	795.2169	RAP2B|5912	508.6596
RAP2C|57826	1136.6736	RAP2C|57826	548.5693
RAPGEF1|2889	2022.3697	RAPGEF1|2889	2446.1596
RAPGEF2|9693	932.5271	RAPGEF2|9693	1367.8464
RAPGEF3|10411	146.981	RAPGEF3|10411	1362.6506
RAPGEF4|11069	289.1698	RAPGEF4|11069	146.8373
RAPGEF5|9771	973.4473	RAPGEF5|9771	1086.5964
RAPGEF6|51735	612.8944	RAPGEF6|51735	591.1145
RAPGEFL1|51195	102.7553	RAPGEFL1|51195	131.4006
RAPH1|65059	3164.0447	RAPH1|65059	1596.009
RARA|5914	2138.3104	RARA|5914	1211.5964
RARB|5915	199.5999	RARB|5915	357.6807
RARG|5916	409.2025	RARG|5916	1028.991
RARRES1|5918	333.2727	RARRES1|5918	976.2801
RARRES2|5919	312.8126	RARRES2|5919	1818.1476
RARRES3|5920	682.0042	RARRES3|5920	627.6355
RARS2|57038	1301.264	RARS2|57038	614.8343
RARS|5917	1761.8441	RARS|5917	1117.0934
RASA1|5921	1335.0959	RASA1|5921	1218.9383
RASA2|5922	190.0518	RASA2|5922	265.8133
RASA3|22821	478.3123	RASA3|22821	1156.6265
RASA4P|401331	45.4169	RASA4P|401331	155.80200000000002
RASA4|10156	188.75599999999997	RASA4|10156	248.8705
RASAL1|8437	25.9162	RASAL1|8437	73.4187
RASAL2|9462	989.8154	RASAL2|9462	1200.2372
RASAL3|64926	107.7567	RASAL3|64926	87.7259
RASD1|51655	135.0368	RASD1|51655	1074.9247
RASD2|23551	108.2113	RASD2|23551	133.2831
RASEF|158158	664.2721	RASEF|158158	644.9548
RASGEF1A|221002	45.4669	RASGEF1A|221002	198.0422
RASGEF1B|153020	140.0382	RASGEF1B|153020	524.8494
RASGEF1C|255426	5.0014	RASGEF1C|255426	11.2952
RASGRF1|5923	161.4077	RASGRF1|5923	204.8193
RASGRF2|5924	144.1302	RASGRF2|5924	225.5271
RASGRP1|10125	96.3899	RASGRP1|10125	60.6175
RASGRP2|10235	58.6524	RASGRP2|10235	144.5783
RASGRP3|25780	312.3579	RASGRP3|25780	228.1627
RASGRP4|115727	7.7294	RASGRP4|115727	33.1325
RASIP1|54922	149.5863	RASIP1|54922	658.8855
RASL10A|10633	9.0934	RASL10A|10633	32.3795
RASL10B|91608	316.4499	RASL10B|91608	98.6446
RASL11A|387496	89.1152	RASL11A|387496	153.991
RASL11B|65997	245.5215	RASL11B|65997	16.5663
RASL12|51285	134.5822	RASL12|51285	376.1295
RASSF10|644943	34.5549	RASSF10|644943	46.3102
RASSF1|11186	404.6558	RASSF1|11186	900.2259
RASSF2|9770	388.7424	RASSF2|9770	305.7229
RASSF3|283349	533.7819	RASSF3|283349	720.6325
RASSF4|83937	252.7962	RASSF4|83937	472.1498
RASSF5|83593	506.0471	RASSF5|83593	350.5271
RASSF6|166824	111.39399999999999	RASSF6|166824	438.25300000000004
RASSF7|8045	186.8691	RASSF7|8045	474.3976
RASSF8|11228	494.6804	RASSF8|11228	753.012
RASSF9|9182	46.3763	RASSF9|9182	76.8072
RAVER1|125950	4621.2603	RAVER1|125950	836.9729
RAVER2|55225	848.8679	RAVER2|55225	453.3133
RB1CC1|9821	1663.1809	RB1CC1|9821	1874.6235
RB1|5925	957.5339	RB1|5925	1270.7078
RBAK|57786	1138.4923	RBAK|57786	558.7011
RBBP4|5928	6613.8401	RBBP4|5928	3235.9977
RBBP5|5929	1008.0022	RBBP5|5929	640.8133
RBBP6|5930	1977.8121	RBBP6|5930	1420.1807
RBBP7|5931	4240.702	RBBP7|5931	2012.0482
RBBP8|5932	516.9592	RBBP8|5932	1171.3102
RBBP9|10741	1378.1031	RBBP9|10741	661.8976
RBCK1|10616	2564.3357	RBCK1|10616	1010.9187
RBKS|64080	21.8241	RBKS|64080	66.6416
RBL1|5933	313.2673	RBL1|5933	185.99400000000003
RBL2|5934	2108.8479	RBL2|5934	2947.7334
RBM10|8241	1414.9313	RBM10|8241	1096.3855
RBM11|54033	8.6387	RBM11|54033	37.6506
RBM12B|389677	989.8154	RBM12B|389677	391.1898
RBM12|10137	2872.7926	RBM12|10137	1852.6770000000001
RBM14|10432	1120.451	RBM14|10432	921.5098
RBM15B|29890	1630.8539	RBM15B|29890	1945.4443
RBM15|64783	193.6892	RBM15|64783	179.5934
RBM16|22828	1540.1473	RBM16|22828	1831.3742
RBM17|84991	1703.6464	RBM17|84991	1208.5843
RBM18|92400	1065.2905	RBM18|92400	849.0211
RBM19|9904	420.1146	RBM19|9904	763.9307
RBM20|282996	41.8296	RBM20|282996	247.74099999999999
RBM22|55696	1215.3315	RBM22|55696	913.0271
RBM23|55147	1564.9723	RBM23|55147	1414.9096
RBM24|221662	20.0055	RBM24|221662	21.4608
RBM25|58517	2057.3793	RBM25|58517	2076.8072
RBM26|64062	873.8747	RBM26|64062	996.988
RBM27|54439	1396.2899	RBM27|54439	1060.994
RBM28|55131	531.0539	RBM28|55131	432.2289
RBM33|155435	636.9919	RBM33|155435	1238.7048
RBM34|23029	908.4887	RBM34|23029	439.5482
RBM38|55544	480.5856	RBM38|55544	422.0633
RBM39|9584	4988.1786	RBM39|9584	4425.0753
RBM3|5935	6679.549	RBM3|5935	3952.5602
RBM41|55285	98.2086	RBM41|55285	226.2801
RBM42|79171	1230.7902	RBM42|79171	742.8464
RBM43|375287	255.5242	RBM43|375287	428.0873
lowly_expressed	lowly_expressed	RBM44|375316	10.5422
RBM45|129831	250.0682	RBM45|129831	133.2831
RBM47|54502	9337.0919	RBM47|54502	2815.1355
RBM4B|83759	364.6449	RBM4B|83759	300.8283
RBM4|5936	2759.2434	RBM4|5936	1654.1679
RBM5|10181	1232.2815	RBM5|10181	3210.0226
RBM6|10180	1071.4331	RBM6|10180	1700.5271
RBM7|10179	449.6681	RBM7|10179	480.7982
RBM8A|9939	2946.4945	RBM8A|9939	1691.6642
RBM9|23543	2016.0044	RBM9|23543	2919.8042
RBMS1|5937	927.071	RBMS1|5937	1826.8072
RBMS2|5939	636.6009	RBMS2|5939	1243.4563
RBMS3|27303	66.3817	RBMS3|27303	175.8283
RBMX2|51634	397.3811	RBMX2|51634	310.241
RBMXL1|494115	542.989	RBMXL1|494115	784.2319
RBMX|27316	5862.0533	RBMX|27316	3368.2229
RBP1|5947	1688.1877	RBP1|5947	349.0211
RBP4|5950	10.0027	RBP4|5950	2992.0934
RBP5|83758	57.2884	RBP5|83758	34.6386
RBP7|116362	344.6394	RBP7|116362	826.8072
RBPJ|3516	823.8611	RBPJ|3516	748.1175
RBPMS2|348093	110.4847	RBPMS2|348093	112.1988
RBPMS|11030	638.3559	RBPMS|11030	1868.5994
RBX1|9978	524.1066	RBX1|9978	539.6724
RC3H1|149041	705.6469999999999	RC3H1|149041	756.4006
RC3H2|54542	870.692	RC3H2|54542	571.1596
RCAN1|1827	731.1085	RCAN1|1827	7185.6175
RCAN2|10231	378.7397	RCAN2|10231	326.8072
RCAN3|11123	220.9694	RCAN3|11123	162.2741
RCBTB1|55213	753.842	RCBTB1|55213	658.5089999999999
RCBTB2|1102	381.01300000000003	RCBTB2|1102	485.3163
RCC1|1104	729.0807	RCC1|1104	529.4239
RCC2|55920	5349.6408	RCC2|55920	2167.9217
RCCD1|91433	107.302	RCCD1|91433	198.4187
RCE1|9986	275.9844	RCE1|9986	273.3434
RCHY1|25898	511.5031	RCHY1|25898	466.491
RCL1|10171	198.6906	RCL1|10171	346.76199999999994
RCN1|5954	5289.6244	RCN1|5954	1788.7801
RCN2|5955	1363.5537	RCN2|5955	681.8524
RCN3|57333	392.8344	RCN3|57333	305.7229
RCOR1|23186	1252.1597	RCOR1|23186	1080.1958
RCOR2|283248	41.3749	RCOR2|283248	12.0482
RCOR3|55758	957.9885	RCOR3|55758	959.3373
RCSD1|92241	292.3525	RCSD1|92241	367.0934
RDBP|7936	1007.3384	RDBP|7936	954.2206
RDH10|157506	244.6122	RDH10|157506	272.5904
RDH11|51109	3185.8689	RDH11|51109	834.3373
RDH13|112724	375.1023	RDH13|112724	270.7342
RDH14|57665	389.0015	RDH14|57665	343.75
RDH16|8608	5.0014	RDH16|8608	6.0994
lowly_expressed	lowly_expressed	RDH5|5959	672.2816
RDM1|201299	23.6428	lowly_expressed	lowly_expressed
RDX|5962	1349.0043	RDX|5962	1603.5392
REC8|9985	56.379	REC8|9985	32.3795
RECK|8434	325.5433	RECK|8434	899.0964
RECQL4|9401	600.6184	RECQL4|9401	136.6717
RECQL5|9400	289.1698	RECQL5|9400	518.4488
RECQL|5965	981.7996	RECQL|5965	809.2959
REEP1|65055	784.7595	REEP1|65055	115.2108
REEP2|51308	140.4929	REEP2|51308	76.4307
REEP3|221035	564.2448	REEP3|221035	785.7681
REEP4|80346	1432.2088	REEP4|80346	298.9458
REEP5|7905	6061.785	REEP5|7905	8524.9925
REEP6|92840	581.9769	REEP6|92840	2489.8343
RELA|5970	1647.2674	RELA|5970	2061.7470000000003
RELB|5971	198.6906	RELB|5971	202.9367
RELL1|768211	717.4411	RELL1|768211	538.302
RELL2|285613	31.5722	RELL2|285613	24.7967
RELN|5649	42.7389	RELN|5649	300.4518
RELT|84957	135.9462	RELT|84957	56.4759
REL|5966	270.5283	REL|5966	196.1596
REM1|28954	14.0948	REM1|28954	43.6747
REM2|161253	7.7294	REM2|161253	7.9066
RENBP|5973	40.0109	RENBP|5973	78.6898
lowly_expressed	lowly_expressed	REN|5972	12.8012
REP15|387849	28.1895	REP15|387849	15.0602
REPIN1|29803	1710.9212	REPIN1|29803	1522.5904
REPS1|85021	1859.1434	REPS1|85021	923.5693
REPS2|9185	2235.155	REPS2|9185	577.5602
RER1|11079	2345.8807	RER1|11079	2656.3705
RERE|473	3875.6024	RERE|473	4543.2982
RERGL|79785	20.9148	RERGL|79785	57.2289
RERG|85004	14667.6366	RERG|85004	939.0060000000001
REST|5978	753.842	REST|5978	470.6325
RETSAT|54884	1334.9095	RETSAT|54884	9202.5602
RET|5979	123.6701	RET|5979	50.4518
REV1|51455	783.8501	REV1|51455	997.7410000000001
REV3L|5980	1063.0172	REV3L|5980	1230.7982
REXO1|57455	509.6845	REXO1|57455	614.0813
REXO2|25996	462.8535	REXO2|25996	676.5813
REXO4|57109	724.7431	REXO4|57109	472.1386
RFC1|5981	2824.4067	RFC1|5981	1780.1205
RFC2|5982	3702.3734	RFC2|5982	466.491
RFC3|5983	782.0315	RFC3|5983	347.5151
RFC4|5984	476.9483	RFC4|5984	193.5241
RFC5|5985	268.255	RFC5|5985	294.4277
RFESD|317671	23.6428	RFESD|317671	21.0843
RFFL|117584	1707.352	RFFL|117584	680.4556
RFK|55312	544.694	RFK|55312	330.5723
RFNG|5986	371.9196	RFNG|5986	535.7681
RFPL1S|10740	345.0941	RFPL1S|10740	9.7101
lowly_expressed	lowly_expressed	RFPL3S|10737	5.2711
RFT1|91869	371.0103	RFT1|91869	531.6265
RFTN1|23180	516.9592	RFTN1|23180	1070.7831
RFTN2|130132	99.1179	RFTN2|130132	88.4789
RFWD2|64326	1644.5394	RFWD2|64326	817.3946
RFWD3|55159	1297.6266	RFWD3|55159	844.503
RFX1|5989	513.7765	RFX1|5989	371.98800000000006
RFX2|5990	68.2004	RFX2|5990	308.3584
RFX3|5991	80.9312	RFX3|5991	71.5361
RFX5|5993	1183.9593	RFX5|5993	646.8373
