gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
FBXO25|26260	2177.4120000000003	FBXO25|26260	667.1687
FBXO27|126433	18.6414	FBXO27|126433	241.7169
FBXO28|23219	2368.8279	FBXO28|23219	1184.1114
FBXO2|26232	138.2195	FBXO2|26232	329.4428
FBXO30|84085	709.7389999999999	FBXO30|84085	602.0331
FBXO31|79791	610.1664	FBXO31|79791	974.7741
FBXO32|114907	662.4534	FBXO32|114907	1360.6928
FBXO33|254170	316.9046	FBXO33|254170	340.73800000000006
FBXO34|55030	792.4889	FBXO34|55030	867.0934
FBXO36|130888	75.9298	FBXO36|130888	151.7319
FBXO38|81545	709.2844	FBXO38|81545	1053.8404
FBXO3|26273	849.3225	FBXO3|26273	893.0723
FBXO41|150726	155.0423	FBXO41|150726	175.0753
FBXO42|54455	567.4275	FBXO42|54455	608.4337
FBXO43|286151	30.0082	FBXO43|286151	5.2711
FBXO44|93611	561.0621	FBXO44|93611	382.9066
FBXO45|200933	933.8911	FBXO45|200933	356.5512
FBXO46|23403	472.8562	FBXO46|23403	361.4458
FBXO48|554251	28.1895	FBXO48|554251	55.3464
FBXO4|26272	233.2454	FBXO4|26272	218.3735
FBXO5|26271	392.3797	FBXO5|26271	125.0
FBXO6|26270	230.0627	FBXO6|26270	148.7199
FBXO7|25793	1738.2013	FBXO7|25793	2111.8223
FBXO8|26269	331.9405	FBXO8|26269	593.3321
FBXO9|26268	1002.5461	FBXO9|26268	1051.2048
FBXW11|23291	1414.0220000000002	FBXW11|23291	1429.2169
FBXW2|26190	2754.8422	FBXW2|26190	3161.1446
FBXW4|6468	1682.7317	FBXW4|6468	1465.3614
FBXW5|54461	523.3245	FBXW5|54461	1336.9729
FBXW7|55294	576.5209	FBXW7|55294	670.5572
FBXW8|26259	708.8297	FBXW8|26259	727.7861
FBXW9|84261	469.0052	FBXW9|84261	160.5497
FCER1A|2205	60.9257	FCER1A|2205	97.5151
FCER1G|2207	230.0627	FCER1G|2207	181.4759
FCF1|51077	918.4323	FCF1|51077	840.738
FCGBP|8857	159.589	FCGBP|8857	330.9488
FCGR1A|2209	52.7417	FCGR1A|2209	29.6197
FCGR1B|2210	45.9216	FCGR1B|2210	21.0843
FCGR1C|100132417	9.0934	lowly_expressed	lowly_expressed
FCGR2A|2212	366.4636	FCGR2A|2212	261.2952
FCGR2B|2213	73.6565	FCGR2B|2213	117.0934
FCGR2C|9103	22.7335	FCGR2C|9103	55.7229
FCGR3A|2214	845.2305	FCGR3A|2214	456.3253
lowly_expressed	lowly_expressed	FCGR3B|2215	10.5422
FCGRT|2217	633.8092	FCGRT|2217	2349.0211
FCHO1|23149	35.0095	FCHO1|23149	37.2741
FCHO2|115548	957.0792	FCHO2|115548	1054.5934
FCHSD1|89848	68.455	FCHSD1|89848	355.8509
FCHSD2|9873	671.8878	FCHSD2|9873	645.2297
FCN1|2219	49.559	FCN1|2219	51.9578
lowly_expressed	lowly_expressed	FCN2|2220	347.8916
FCN3|8547	13.6401	FCN3|8547	31.6265
FCRL3|115352	16.8228	lowly_expressed	lowly_expressed
FCRL5|83416	13.6401	FCRL5|83416	53.4639
FCRL6|343413	36.3736	FCRL6|343413	40.6627
FCRLA|84824	9.5481	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FCRLB|127943	13.5542
FDFT1|2222	1040.7384	FDFT1|2222	11995.8584
FDPS|2224	1721.3104	FDPS|2224	3297.0708
FDX1L|112812	554.4376	FDX1L|112812	137.756
FDX1|2230	302.8099	FDX1|2230	330.5723
FDXACB1|91893	72.2924	FDXACB1|91893	76.4872
FDXR|2232	105.93799999999999	FDXR|2232	120.1054
FECH|2235	578.7942	FECH|2235	667.1687
FEM1A|55527	745.6579	FEM1A|55527	1013.9307
FEM1B|10116	2851.6868	FEM1B|10116	2234.9398
FEM1C|56929	1221.6968	FEM1C|56929	1004.8946
FEN1|2237	701.555	FEN1|2237	425.8283
FER1L4|80307	46.3763	FER1L4|80307	59.1114
lowly_expressed	lowly_expressed	FER1L5|90342	36.8976
FERMT1|55612	48.195	FERMT1|55612	155.497
FERMT2|10979	1032.0997	FERMT2|10979	2859.5633
FERMT3|83706	201.8732	FERMT3|83706	168.2982
FER|2241	86.3872	FER|2241	126.8825
FES|2242	102.7553	FES|2242	358.4337
FEZ1|9638	88.6605	FEZ1|9638	191.6416
FEZ2|9637	804.7649	FEZ2|9637	1074.9247
FFAR2|2867	60.471000000000004	FFAR2|2867	18.0723
lowly_expressed	lowly_expressed	FFAR3|2865	18.4488
FGD1|2245	797.9449	FGD1|2245	198.7952
FGD2|221472	50.4683	FGD2|221472	85.8434
FGD3|89846	194.1439	FGD3|89846	103.1627
FGD4|121512	622.4425	FGD4|121512	814.3825
FGD5|152273	677.4575	FGD5|152273	1097.8916
FGD6|55785	719.7417	FGD6|55785	406.25
FGF10|2255	8.6387	FGF10|2255	59.8645
FGF11|2256	59.5617	FGF11|2256	142.6958
FGF12|2257	84.5685	FGF12|2257	50.8283
FGF13|2258	320.54200000000003	FGF13|2258	318.5241
FGF14|2259	135.0368	FGF14|2259	88.8554
FGF18|8817	30.4629	lowly_expressed	lowly_expressed
FGF19|9965	8.1841	lowly_expressed	lowly_expressed
FGF1|2246	280.5311	FGF1|2246	633.6596
FGF2|2247	184.5913	FGF2|2247	1205.5610000000001
FGF7|2252	246.4308	FGF7|2252	510.5422
lowly_expressed	lowly_expressed	FGF9|2254	10.9187
FGFBP1|9982	6.82	FGFBP1|9982	99.7741
lowly_expressed	lowly_expressed	FGFBP2|83888	100.9036
FGFBP3|143282	59.5617	FGFBP3|143282	35.7681
FGFR1OP2|26127	514.2312	FGFR1OP2|26127	606.9277
FGFR1OP|11116	309.2934	FGFR1OP|11116	197.9104
FGFR1|2260	1250.7957	FGFR1|2260	3873.494
FGFR2|2263	335.0914	FGFR2|2263	1302.7108
FGFR3|2261	89.1152	FGFR3|2261	57.9819
FGFR4|2264	3292.7162	FGFR4|2264	376.1295
FGFRL1|53834	352.8235	FGFRL1|53834	666.7922
FGGY|55277	121.3967	FGGY|55277	170.1807
FGL2|10875	560.1528	FGL2|10875	1233.4337
FGR|2268	75.0205	FGR|2268	163.0271
FHAD1|114827	32.6816	FHAD1|114827	17.5113
FHDC1|85462	926.6163	FHDC1|85462	355.4217
FHIT|2272	15.9134	FHIT|2272	85.0904
FHL1|2273	357.3702	FHL1|2273	14187.8765
FHL2|2274	424.6613	FHL2|2274	1507.5301
FHL3|2275	467.4002	FHL3|2275	288.0271
FHL5|9457	61.3804	FHL5|9457	136.6717
FHOD1|29109	528.7806	FHOD1|29109	790.6627
FHOD3|80206	188.6878	FHOD3|80206	732.6807
FH|2271	1086.2053	FH|2271	1259.7892
FIBCD1|84929	5.9107	FIBCD1|84929	364.4578
FIBIN|387758	309.1752	FIBIN|387758	763.9307
FIBP|9158	775.2114	FIBP|9158	523.3434
FICD|11153	52.287	FICD|11153	125.75299999999999
FIG4|9896	1278.9852	FIG4|9896	506.7771
lowly_expressed	lowly_expressed	FIGF|2277	508.6596
FIGNL1|63979	577.8849	FIGNL1|63979	254.1416
FIGNL2|401720	25.0068	FIGNL2|401720	18.0723
FIGN|55137	13.6401	FIGN|55137	120.8584
FILIP1L|11259	1098.0267	FILIP1L|11259	2069.2771
FILIP1|27145	121.3967	FILIP1|27145	122.3645
FIP1L1|81608	939.4017	FIP1L1|81608	638.7764
FIS1|51024	1061.1212	FIS1|51024	1293.7425
FITM2|128486	47.2856	FITM2|128486	192.3946
FIZ1|84922	1250.7957	FIZ1|84922	318.9006
FJX1|24147	96.3899	FJX1|24147	84.3373
FKBP10|60681	1320.3601	FKBP10|60681	810.6175
FKBP11|51303	660.18	FKBP11|51303	297.8163
FKBP14|55033	336.0007	FKBP14|55033	193.9006
FKBP15|23307	1446.9219	FKBP15|23307	1089.6084
FKBP1A|2280	2497.4993	FKBP1A|2280	2820.6815
FKBP1B|2281	24.0975	FKBP1B|2281	44.4277
FKBP2|2286	537.874	FKBP2|2286	692.3946
FKBP3|2287	1006.6382	FKBP3|2287	774.0964
FKBP4|2288	16456.3063	FKBP4|2288	5118.5994
FKBP5|2289	1357.6429999999998	FKBP5|2289	23088.4789
FKBP7|51661	446.4854	FKBP7|51661	227.0331
FKBP8|23770	2624.3521	FKBP8|23770	3821.1596
FKBP9L|360132	65.9271	FKBP9L|360132	54.2169
FKBP9|11328	3933.8001	FKBP9|11328	2675.0753
FKBPL|63943	196.4172	FKBPL|63943	103.5392
FKRP|79147	295.5351	FKRP|79147	281.6265
FKTN|2218	526.0526	FKTN|2218	430.7229
FLAD1|80308	939.3471	FLAD1|80308	609.5633
FLCN|201163	486.4963	FLCN|201163	757.6581
FLG|2312	8.8115	FLG|2312	40.0301
FLI1|2313	398.2904	FLI1|2313	663.4036
FLII|2314	1706.8291	FLII|2314	3422.8163
FLJ10038|55056	93.7483	FLJ10038|55056	267.3456
FLJ10213|55096	10.4574	FLJ10213|55096	28.6145
FLJ10357|55701	788.3968	FLJ10357|55701	1878.7651
lowly_expressed	lowly_expressed	FLJ10661|286042	27.1084
FLJ11235|54508	31.3722	FLJ11235|54508	33.509
lowly_expressed	lowly_expressed	FLJ12825|440101	5.6476
FLJ13197|79667	24.1202	FLJ13197|79667	82.1837
FLJ22536|401237	23.1881	FLJ22536|401237	73.0422
FLJ23867|200058	357.8249	FLJ23867|200058	456.7018
lowly_expressed	lowly_expressed	FLJ33360|401172	6.4006
FLJ33630|644873	409.6572	FLJ33630|644873	583.2078
lowly_expressed	lowly_expressed	FLJ35024|401491	24.872
FLJ35220|284131	372.3743	FLJ35220|284131	273.7199
FLJ35390|255031	19.6008	FLJ35390|255031	58.0535
FLJ35776|649446	56.379	FLJ35776|649446	88.1024
FLJ36031|168455	174.1384	FLJ36031|168455	283.1325
lowly_expressed	lowly_expressed	FLJ36777|730971	9.0361
lowly_expressed	lowly_expressed	FLJ37201|283011	7.5301
FLJ37307|283521	10.0027	FLJ37307|283521	9.4127
FLJ37453|729614	106.3927	FLJ37453|729614	66.2651
FLJ39582|439931	28.5396	FLJ39582|439931	83.1325
FLJ39653|202020	47.7403	FLJ39653|202020	106.1747
lowly_expressed	lowly_expressed	FLJ39739|388685	7.9066
FLJ40330|645784	10.4574	FLJ40330|645784	68.1476
FLJ40852|285962	55.456	FLJ40852|285962	48.1815
FLJ42289|388182	28.1895	FLJ42289|388182	21.0843
FLJ42627|645644	38.1922	FLJ42627|645644	40.6627
FLJ42709|441094	157.7703	FLJ42709|441094	121.2349
FLJ43663|378805	35.9189	FLJ43663|378805	145.7078
FLJ44606|401207	22.2788	FLJ44606|401207	50.0753
FLJ44635|392490	19.0961	FLJ44635|392490	21.8373
FLJ45244|400242	47.2856	FLJ45244|400242	43.6747
FLJ45340|402483	324.1793	FLJ45340|402483	1277.4849
FLJ45445|399844	30.4629	FLJ45445|399844	45.5572
FLJ45983|399717	87.2965	FLJ45983|399717	34.6386
FLJ90757|440465	719.7417	FLJ90757|440465	375.3765
FLNA|2316	13804.673999999999	FLNA|2316	24018.4488
FLNB|2317	5939.7699	FLNB|2317	12831.1069
FLNC|2318	126.3981	FLNC|2318	529.744
FLOT1|10211	2893.5164	FLOT1|10211	2453.6898
FLOT2|2319	3894.6986	FLOT2|2319	2083.5843
lowly_expressed	lowly_expressed	FLRT1|23769	15.0602
FLRT2|23768	281.4404	FLRT2|23768	811.747
FLRT3|23767	120.9421	FLRT3|23767	315.1355
FLT1|2321	1679.549	FLT1|2321	1977.4096
FLT3LG|2323	51.8323	FLT3LG|2323	117.0934
FLT3|2322	280.0764	FLT3|2322	176.9578
FLT4|2324	290.0791	FLT4|2324	618.9759
FLVCR1|28982	304.6285	FLVCR1|28982	102.4096
FLVCR2|55640	65.9271	FLVCR2|55640	60.24100000000001
FLYWCH1|84256	310.0846	FLYWCH1|84256	609.1867
FLYWCH2|114984	380.5583	FLYWCH2|114984	258.6596
FMN1|342184	27.2802	FMN1|342184	88.1024
FMN2|56776	35.9189	FMN2|56776	32.003
FMNL1|752	276.8937	FMNL1|752	374.5482
FMNL2|114793	630.6265	FMNL2|114793	1457.4548
FMNL3|91010	1252.8053	FMNL3|91010	996.5361
FMO1|2326	150.0409	FMO1|2326	237.5753
FMO2|2327	538.3286	FMO2|2327	3306.4759
FMO3|2328	75.4751	FMO3|2328	145.7078
FMO4|2329	116.8501	FMO4|2329	161.1446
FMO5|2330	91.3886	FMO5|2330	5245.1054
FMOD|2331	3494.1348	FMOD|2331	3737.5753
FMR1|2332	1816.8591	FMR1|2332	1004.1378
FN1|2335	82236.9737	FN1|2335	5974.0211
FN3KRP|79672	1543.1481	FN3KRP|79672	910.7681
FN3K|64122	339.1834	FN3K|64122	215.3614
FNBP1L|54874	3758.7524	FNBP1L|54874	2904.744
FNBP1|23048	1364.0084	FNBP1|23048	1295.1807
FNBP4|23360	1228.9715	FNBP4|23360	1776.7319
FNDC1|84624	841.1385	FNDC1|84624	287.6506
FNDC3A|22862	1619.9873	FNDC3A|22862	1744.7289
FNDC3B|64778	1600.8912	FNDC3B|64778	2425.4518
FNDC4|64838	84.5685	FNDC4|64838	195.0301
FNDC5|252995	37.2829	FNDC5|252995	42.9217
FNDC8|54752	22.7335	FNDC8|54752	9.0361
FNIP1|96459	1073.0199	FNIP1|96459	849.7741
FNIP2|57600	896.6082	FNIP2|57600	1291.4157
FNTA|2339	857.0519	FNTA|2339	1434.1114
FNTB|2342	525.7343	FNTB|2342	502.6995
lowly_expressed	lowly_expressed	FOLH1B|219595	7.1536
FOLH1|2346	69.1098	FOLH1|2346	164.9096
FOLR1|2348	38.1922	FOLR1|2348	224.7741
FOLR2|2350	50.923	FOLR2|2350	301.2048
FOSB|2354	422.3879	FOSB|2354	10436.3705
FOSL1|8061	13.6401	FOSL1|8061	80.9488
FOSL2|2355	879.7854	FOSL2|2355	2278.238
FOS|2353	2515.6861	FOS|2353	4998.1175
FOXA1|3169	8315.4497	FOXA1|3169	2636.2952
lowly_expressed	lowly_expressed	FOXA2|3170	14.3072
FOXC1|2296	171.8651	FOXC1|2296	296.6867
FOXC2|2303	10.4574	lowly_expressed	lowly_expressed
FOXD1|2297	89.1152	lowly_expressed	lowly_expressed
FOXD2|2306	10.0027	FOXD2|2306	7.5301
lowly_expressed	lowly_expressed	FOXD4|2298	5.6476
FOXF1|2294	9.0934	FOXF1|2294	11.6717
FOXF2|2295	67.7457	FOXF2|2295	55.3464
FOXH1|8928	6.5291	lowly_expressed	lowly_expressed
FOXI1|2299	20.4601	FOXI1|2299	317.7711
lowly_expressed	lowly_expressed	FOXI2|399823	11.6717
FOXJ1|2302	11.8214	lowly_expressed	lowly_expressed
FOXJ2|55810	1950.9866	FOXJ2|55810	1103.9157
FOXJ3|22887	2304.2648	FOXJ3|22887	1672.0633
FOXK1|221937	625.6252	FOXK1|221937	866.7169
FOXK2|3607	1819.1325	FOXK2|3607	1114.8343
FOXL1|2300	14.5494	FOXL1|2300	8.2831
FOXL2|668	5.0014	FOXL2|668	7.1536
FOXM1|2305	3102.3552	FOXM1|2305	149.1416
FOXN1|8456	6.82	FOXN1|8456	6.0241
FOXN2|3344	324.634	FOXN2|3344	454.8193
FOXN3|1112	1917.3411	FOXN3|1112	3498.494
FOXO1|2308	604.7104	FOXO1|2308	1611.0693
FOXO3B|2310	2304.2648	FOXO3B|2310	1150.9789
FOXO3|2309	5421.9333	FOXO3|2309	2341.491
FOXO4|4303	1269.4371	FOXO4|4303	1012.0482
FOXP1|27086	2488.4059	FOXP1|27086	1660.3916
FOXP2|93986	16.8228	FOXP2|93986	78.6898
FOXP3|50943	101.0412	FOXP3|50943	15.9224
FOXP4|116113	3831.9542	FOXP4|116113	1704.8193
FOXQ1|94234	17.7321	FOXQ1|94234	14.6837
FOXRED1|55572	225.9707	FOXRED1|55572	469.1265
FOXRED2|80020	737.9285	FOXRED2|80020	644.2018
FOXS1|2307	50.4683	FOXS1|2307	13.9307
FPGS|2356	719.2871	FPGS|2356	842.997
FPGT|8790	398.2859	FPGT|8790	444.4804
FPR1|2357	42.7389	FPR1|2357	33.509
FPR3|2359	321.4513	FPR3|2359	123.1175
FRAS1|80144	137.3102	FRAS1|80144	241.7169
FRAT1|10023	106.8473	FRAT1|10023	99.7741
FRAT2|23401	741.5659	FRAT2|23401	175.8283
FREM1|158326	73.6565	FREM1|158326	469.1265
lowly_expressed	lowly_expressed	FREM2|341640	38.4036
FRG1B|284802	384.6504	FRG1B|284802	381.4006
FRG1|2483	676.0935	FRG1|2483	531.6265
FRK|2444	205.0559	FRK|2444	227.7861
lowly_expressed	lowly_expressed	FRMD1|79981	74.5482
FRMD3|257019	29.5535	FRMD3|257019	158.509
FRMD4A|55691	1910.7666	FRMD4A|55691	1241.8637
FRMD4B|23150	485.1323	FRMD4B|23150	749.247
lowly_expressed	lowly_expressed	FRMD5|84978	7.9066
FRMD6|122786	1519.0507	FRMD6|122786	2068.1476
FRMD8|83786	760.2073	FRMD8|83786	794.0512
FRMPD1|22844	5.456	FRMPD1|22844	91.8675
lowly_expressed	lowly_expressed	FRMPD4|9758	5.6476
FRRS1|391059	118.6687	FRRS1|391059	174.6988
FRS2|10818	2803.4919	FRS2|10818	998.4939999999999
FRS3|10817	78.6578	FRS3|10817	88.1024
FRYL|285527	1829.5899	FRYL|285527	1713.8554
FRY|10129	773.3927	FRY|10129	1045.5572
FRZB|2487	550.15	FRZB|2487	464.6084
FSCN1|6624	1545.8761	FSCN1|6624	736.0693
lowly_expressed	lowly_expressed	FSCN2|25794	11.6717
FSD1L|83856	157.3156	FSD1L|83856	58.3584
FSIP1|161835	68.2004	FSIP1|161835	62.5
FSTL1|11167	7787.1238	FSTL1|11167	11024.4729
FSTL3|10272	250.9775	FSTL3|10272	645.3313
FSTL4|23105	148.2222	FSTL4|23105	17.6958
FST|10468	108.2113	FST|10468	149.4729
FTCD|10841	8.6387	lowly_expressed	lowly_expressed
FTH1|2495	31207.1474	FTH1|2495	28569.2733
FTHL3|2498	220.9694	FTHL3|2498	196.9127
FTL|2512	24277.5302	FTL|2512	22489.4578
FTO|79068	986.178	FTO|79068	1725.5271
FTSJ1|24140	801.5822	FTSJ1|24140	469.8795
FTSJ2|29960	790.6702	FTSJ2|29960	520.7078
FTSJ3|117246	1341.1931	FTSJ3|117246	1345.6325
FTSJD1|55783	1101.6641	FTSJD1|55783	1057.6054
FTSJD2|23070	1414.4767	FTSJD2|23070	1260.5422
FUBP1|8880	2226.0617	FUBP1|8880	1342.997
FUBP3|8939	1527.6894	FUBP3|8939	1160.0151
FUCA1|2517	1022.0969	FUCA1|2517	470.256
FUCA2|2519	1995.9989	FUCA2|2519	975.5271
FUK|197258	226.8801	FUK|197258	401.7319
FUNDC1|139341	378.285	FUNDC1|139341	374.6235
FUNDC2P2|388965	5.9107	lowly_expressed	lowly_expressed
FUNDC2|65991	1638.174	FUNDC2|65991	905.497
FURIN|5045	1280.3492	FURIN|5045	2335.4669
FUS|2521	3764.6631	FUS|2521	2966.491
FUT10|84750	91.8432	FUT10|84750	231.9277
FUT11|170384	206.8746	FUT11|170384	201.4307
FUT1|2523	163.2263	FUT1|2523	157.3795
FUT2|2524	10.4574	FUT2|2524	54.5934
lowly_expressed	lowly_expressed	FUT3|2525	120.1054
FUT4|2526	158.0249	FUT4|2526	123.5881
lowly_expressed	lowly_expressed	FUT6|2528	103.1627
FUT7|2529	7.7294	lowly_expressed	lowly_expressed
FUT8|2530	956.2972	FUT8|2530	353.2869
lowly_expressed	lowly_expressed	FUT9|10690	35.3916
FUZ|80199	131.504	FUZ|80199	206.7922
FXC1|26515	497.4084	FXC1|26515	1006.4006
FXN|2395	271.4377	FXN|2395	197.6657
FXR1|8087	2901.2458	FXR1|8087	2236.0693
FXR2|9513	824.7704	FXR2|9513	891.1898
lowly_expressed	lowly_expressed	FXYD1|5348	385.1657
FXYD3|5349	632.4452	FXYD3|5349	1677.7108
FXYD5|53827	718.3777	FXYD5|53827	1196.9127
FXYD6|53826	593.3436	FXYD6|53826	708.2078
FYB|2533	491.043	FYB|2533	218.3735
FYCO1|79443	1692.7344	FYCO1|79443	2605.4217
FYN|2534	481.9496	FYN|2534	761.6717
FYTTD1|84248	2349.7317	FYTTD1|84248	1838.8554
FZD10|11211	28.6442	FZD10|11211	23.3434
FZD1|8321	1037.5557	FZD1|8321	1718.3735
FZD2|2535	242.7935	FZD2|2535	39.5331
FZD3|7976	129.1261	FZD3|7976	201.0542
FZD4|8322	871.2422	FZD4|8322	3580.6288
FZD5|7855	97.7539	FZD5|7855	399.4729
FZD6|8323	1800.0364	FZD6|8323	812.1235
FZD7|8324	882.0587	FZD7|8324	2067.7711
FZD8|8325	2196.5081	FZD8|8325	302.3343
FZD9|8326	141.4022	FZD9|8326	9.7892
FZR1|51343	845.6852	FZR1|51343	916.7922
G0S2|50486	23.6428	G0S2|50486	2591.1145
G2E3|55632	556.5154	G2E3|55632	407.00300000000004
G3BP1|10146	2678.0031	G3BP1|10146	2302.3343
G3BP2|9908	6010.2755	G3BP2|9908	5097.8916
lowly_expressed	lowly_expressed	G6PC2|57818	6.0241
G6PC3|92579	1189.4153	G6PC3|92579	1054.2169
G6PD|2539	1710.9212	G6PD|2539	6854.6687
GAA|2548	2205.6015	GAA|2548	2056.0994
GAB1|2549	992.9981	GAB1|2549	1133.2831
GAB2|9846	502.8644	GAB2|9846	1086.2199
GAB3|139716	67.2911	GAB3|139716	131.7771
GABARAPL1|23710	1842.3206	GABARAPL1|23710	2934.8645
GABARAPL2|11345	1402.6553	GABARAPL2|11345	1491.7169
GABARAP|11337	5933.4364	GABARAP|11337	4416.4157
GABBR1|2550	602.437	GABBR1|2550	926.2048
GABBR2|9568	7.2747	lowly_expressed	lowly_expressed
GABPA|2551	707.3656	GABPA|2551	878.8366
GABPB1|2553	730.09	GABPB1|2553	361.1822
GABPB2|126626	113.6674	GABPB2|126626	126.1295
lowly_expressed	lowly_expressed	GABRA2|2555	15.0602
lowly_expressed	lowly_expressed	GABRA4|2557	20.7078
GABRB2|2561	14.5494	GABRB2|2561	35.7681
GABRB3|2562	23.6428	GABRB3|2562	187.5
GABRD|2563	57.743	lowly_expressed	lowly_expressed
GABRE|2564	15.9134	GABRE|2564	740.9639
GABRP|2568	1108.0295	GABRP|2568	4550.4518
GABRQ|55879	5.456	lowly_expressed	lowly_expressed
GAD1|2571	5.456	lowly_expressed	lowly_expressed
GADD45A|1647	422.8426	GADD45A|1647	522.5904
GADD45B|4616	583.7956	GADD45B|4616	1373.8705
GADD45GIP1|90480	941.6204	GADD45GIP1|90480	440.51199999999994
GADD45G|10912	105.0286	GADD45G|10912	208.2078
GAK|2580	1715.4679	GAK|2580	1693.1476
lowly_expressed	lowly_expressed	GAL3ST1|9514	13.5542
GAL3ST2|64090	9.5481	lowly_expressed	lowly_expressed
GAL3ST4|79690	284.6231	GAL3ST4|79690	169.4277
GALC|2581	731.5632	GALC|2581	772.2139
GALE|2582	472.8562	GALE|2582	693.9006
GALK1|2584	60.471000000000004	GALK1|2584	143.4488
GALK2|2585	201.5868	GALK2|2585	435.881
GALM|130589	362.8262	GALM|130589	1128.012
GALNS|2588	865.2360000000001	GALNS|2588	358.8102
GALNT10|55568	1662.7262	GALNT10|55568	1203.6898
GALNT11|63917	1456.7609	GALNT11|63917	1070.0301
GALNT12|79695	80.4765	GALNT12|79695	137.0482
GALNT13|114805	18.1868	GALNT13|114805	6.4006
GALNT14|79623	86.8419	GALNT14|79623	73.4187
GALNT1|2589	3259.98	GALNT1|2589	1849.3976
GALNT2|2590	1704.1011	GALNT2|2590	1165.2861
GALNT3|2591	571.9742	GALNT3|2591	1842.6205
GALNT4|8693	622.3879	GALNT4|8693	266.8863
GALNT5|11227	92.7526	GALNT5|11227	77.1837
GALNT6|11226	1406.7473	GALNT6|11226	955.1958
GALNT7|51809	5983.45	GALNT7|51809	2049.3223
GALNTL1|57452	153.6783	GALNTL1|57452	504.1416
GALNTL2|117248	108.2113	GALNTL2|117248	1551.9578
GALNTL4|374378	110.03	GALNTL4|374378	191.2651
lowly_expressed	lowly_expressed	GALNTL6|442117	7.1536
lowly_expressed	lowly_expressed	GALR1|2587	7.9066
GALT|2592	61.835	GALT|2592	288.7801
GAL|51083	466.9455	GAL|51083	5.2711
GAMT|2593	332.81800000000004	GAMT|2593	436.3705
GANAB|23193	10097.2993	GANAB|23193	8847.1386
GANC|2595	121.0739	GANC|2595	384.5557
GAN|8139	91.8432	GAN|8139	84.7139
GAP43|2596	7.2747	lowly_expressed	lowly_expressed
GAPDH|2597	64261.1621	GAPDH|2597	14586.5964
GAPT|202309	81.8405	GAPT|202309	19.2018
GAPVD1|26130	815.677	GAPVD1|26130	1303.0873
GAR1|54433	488.7697	GAR1|54433	283.1325
GARNL3|84253	361.0075	GARNL3|84253	178.8404
GARS|2617	2907.6112	GARS|2617	1343.75
GART|2618	1660.4529	GART|2618	1295.1807
GAS1|2619	404.6558	GAS1|2619	975.9036
GAS2L1|10634	672.4561	GAS2L1|10634	662.2741
GAS2L2|246176	5.9107	GAS2L2|246176	24.8494
GAS2L3|283431	84.1138	GAS2L3|283431	16.5663
GAS2|2620	10.0027	GAS2|2620	42.1687
GAS5|60674	1905.9744	GAS5|60674	1500.3765
GAS6|2621	1326.2708	GAS6|2621	2589.2319
GAS7|8522	994.3621	GAS7|8522	1534.2620000000002
GAS8|2622	354.724	GAS8|2622	532.7221
GATA2|2624	64.1084	GATA2|2624	198.7952
GATA3|2625	7288.3514	GATA3|2625	2221.3855
GATA5|140628	90.9339	lowly_expressed	lowly_expressed
GATA6|2627	203.6919	GATA6|2627	248.1175
GATAD1|57798	534.6913	GATAD1|57798	1020.3313
GATAD2A|54815	2664.8177	GATAD2A|54815	1215.3614
GATAD2B|57459	1528.5987	GATAD2B|57459	1077.5602
GATC|283459	28.6442	GATC|283459	39.9096
GATM|2628	346.0035	GATM|2628	1359.1867
GATSL1|389523	45.0123	GATSL1|389523	17.3193
GATSL2|729438	15.0041	lowly_expressed	lowly_expressed
GATSL3|652968	674.7249	GATSL3|652968	196.00900000000001
GATS|352954	235.2505	GATS|352954	159.9172
GBA2|57704	567.1592	GBA2|57704	1154.5218
GBAP1|2630	320.9966	GBAP1|2630	316.6416
GBAS|2631	3183.5955	GBAS|2631	1487.5753
GBA|2629	1068.4732	GBA|2629	1320.0301
GBE1|2632	246.4308	GBE1|2632	1274.0964
GBF1|8729	2082.3861	GBF1|8729	2626.8825
GBGT1|26301	57.743	GBGT1|26301	100.1506
GBP1|2633	633.3546	GBP1|2633	890.0602
GBP2|2634	1468.5778	GBP2|2634	3772.5113
GBP3|2635	340.0928	GBP3|2635	430.7229
GBP4|115361	731.1085	GBP4|115361	811.747
GBP5|115362	150.4956	GBP5|115362	49.6988
GBP6|163351	10.0027	GBP6|163351	10.1657
GCAT|23464	320.54200000000003	GCAT|23464	164.9096
GCA|25801	193.6892	GCA|25801	321.5361
GCC1|79571	830.2264	GCC1|79571	911.1446
GCC2|9648	1420.3874	GCC2|9648	1998.1175
GCDH|2639	675.6388	GCDH|2639	451.8072
GCET2|257144	20.0055	GCET2|257144	25.6024
GCFC1|94104	865.2360000000001	GCFC1|94104	859.5633
GCH1|2643	280.5311	GCH1|2643	300.8283
GCHFR|2644	76.3845	GCHFR|2644	114.4578
lowly_expressed	lowly_expressed	GCK|2645	7.5301
GCLC|2729	1078.4759	GCLC|2729	1497.3645
GCLM|2730	245.0668	GCLM|2730	562.5
GCN1L1|10985	2593.8892	GCN1L1|10985	3434.488
GCNT1|2650	2513.8674	GCNT1|2650	524.8494
GCNT2|2651	123.2154	GCNT2|2651	1579.8193
