gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
lowly_expressed	lowly_expressed	FAM166B|730112	32.381
FAM167A|83648	37.6303	FAM167A|83648	56.8254
FAM167B|84734	96.9574	FAM167B|84734	113.9683
FAM168A|23201	96.2793	FAM168A|23201	159.6825
FAM168B|130074	2961.6069	FAM168B|130074	3131.7459999999996
FAM169A|26049	149.8432	FAM169A|26049	106.3492
FAM171A1|221061	936.6895	lowly_expressed	lowly_expressed
FAM171A2|284069	166.1158	FAM171A2|284069	12.380999999999998
FAM171B|165215	110.8569	FAM171B|165215	288.254
FAM172A|83989	519.7051	FAM172A|83989	663.1746
FAM173A|65990	76.2777	FAM173A|65990	124.12700000000001
FAM173B|134145	176.2861	FAM173B|134145	226.0317
FAM174A|345757	273.5825	FAM174A|345757	441.5873
FAM174B|400451	820.7475	FAM174B|400451	974.2857
FAM175A|84142	189.6534	FAM175A|84142	254.4063
FAM175B|23172	655.6488	FAM175B|23172	462.8571
FAM176A|84141	64.0732	FAM176A|84141	106.0317
FAM176B|55194	85.7496	FAM176B|55194	676.3429
FAM177A1|283635	703.1104	FAM177A1|283635	843.4921
lowly_expressed	lowly_expressed	FAM177B|400823	13.9683
FAM178A|55719	914.6538	FAM178A|55719	755.873
FAM178B|51252	8.4753	FAM178B|51252	6.6667
FAM179A|165186	9.1533	FAM179A|165186	7.3016
FAM179B|23116	274.9386	FAM179B|23116	432.6984
FAM180A|389558	57.971000000000004	FAM180A|389558	66.6667
lowly_expressed	lowly_expressed	FAM180B|399888	17.7778
lowly_expressed	lowly_expressed	FAM181A|90050	5.0794
lowly_expressed	lowly_expressed	FAM181B|220382	18.4127
FAM182B|728882	11.8654	FAM182B|728882	32.6984
lowly_expressed	lowly_expressed	FAM183A|440585	6.6667
FAM184A|79632	460.039	FAM184A|79632	156.5079
FAM184B|27146	82.4273	FAM184B|27146	45.3365
FAM185A|222234	141.0289	FAM185A|222234	128.5714
lowly_expressed	lowly_expressed	FAM186A|121006	5.0794
FAM186B|84070	12.2044	FAM186B|84070	13.6508
FAM188A|80013	315.62	FAM188A|80013	521.5873
FAM188B|84182	308.9787	FAM188B|84182	214.52700000000002
lowly_expressed	lowly_expressed	FAM189A1|23359	8.254
FAM189A2|9413	129.5025	FAM189A2|9413	1218.7302
FAM189B|10712	1928.638	FAM189B|10712	617.1429
FAM18A|780776	10.2043	FAM18A|780776	38.546
FAM18B2|201158	172.6994	FAM18B2|201158	241.4603
FAM18B|51030	568.1837	FAM18B|51030	576.5079
FAM190A|401145	32.5451	FAM190A|401145	66.3492
FAM190B|54462	975.3369	FAM190B|54462	1102.2222
FAM192A|80011	1549.6228	FAM192A|80011	1067.619
FAM193A|8603	661.4119999999999	FAM193A|8603	791.4286
FAM193B|54540	195.2708	FAM193B|54540	719.0476
FAM195A|84331	358.6745	FAM195A|84331	243.4921
FAM195B|348262	920.7560000000001	FAM195B|348262	1371.746
FAM196A|642938	30.8501	FAM196A|642938	113.9683
FAM196B|100131897	8.8143	FAM196B|100131897	223.8095
FAM198A|729085	266.8023	FAM198A|729085	328.8889
FAM198B|51313	584.7953	FAM198B|51313	4393.9683
FAM199X|139231	745.4869	FAM199X|139231	305.3968
FAM19A2|338811	45.0886	FAM19A2|338811	17.1429
FAM19A3|284467	14.9165	FAM19A3|284467	11.4286
FAM19A5|25817	188.4906	FAM19A5|25817	51.1111
FAM200A|221786	410.8823	FAM200A|221786	226.9841
FAM200B|285550	265.4462	FAM200B|285550	486.0317
FAM20A|54757	297.3133	FAM20A|54757	702.2222
FAM20B|9917	4253.5808	FAM20B|9917	1453.6508
FAM20C|56975	4184.0834	FAM20C|56975	1978.0952
FAM21A|387680	561.0645	FAM21A|387680	121.5873
FAM21B|55747	1246.5463	FAM21B|55747	1129.2063
FAM21C|253725	1644.5461	FAM21C|253725	2277.7778
FAM22A|728118	43.0545	FAM22A|728118	61.5873
FAM22D|728130	107.4667	FAM22D|728130	128.254
lowly_expressed	lowly_expressed	FAM23A|653567	7.9365
FAM24B|196792	24.4936	FAM24B|196792	21.2635
FAM26E|254228	77.9727	FAM26E|254228	113.6508
FAM26F|441168	192.2197	FAM26F|441168	168.25400000000002
FAM27A|548321	7.4583	FAM27A|548321	15.2381
FAM27C|100132948	13.8995	FAM27C|100132948	15.2381
FAM32A|26017	2013.0520000000001	FAM32A|26017	1712.0635
FAM35A|54537	1018.0524	FAM35A|54537	784.4444
FAM35B2|439965	73.5656	FAM35B2|439965	50.1587
FAM35B|414241	274.2605	FAM35B|414241	197.4603
FAM36A|116228	965.8141	FAM36A|116228	872.4825
FAM38A|9780	5546.2327	FAM38A|9780	2145.3175
FAM38B|63895	292.5672	FAM38B|63895	235.873
FAM3A|60343	891.6010000000001	FAM3A|60343	846.3492
FAM3B|54097	40.6814	FAM3B|54097	518.0952
FAM3C|10447	1162.4714	FAM3C|10447	1188.8889
lowly_expressed	lowly_expressed	FAM3D|131177	224.7619
FAM40A|85369	697.6862	FAM40A|85369	775.873
FAM40B|57464	65.0903	FAM40B|57464	24.127
FAM41C|284593	9.4923	FAM41C|284593	17.1429
FAM43A|131583	133.5706	FAM43A|131583	303.4921
FAM43B|163933	13.5605	FAM43B|163933	23.1746
FAM45A|404636	520.3831	FAM45A|404636	437.7778
FAM45B|55855	213.2384	FAM45B|55855	153.0159
FAM46A|55603	2698.8728	FAM46A|55603	936.1905
FAM46B|115572	433.9351	FAM46B|115572	1700.0
FAM46C|54855	271.2094	FAM46C|54855	1541.9048
FAM47E|100129583	31.6569	FAM47E|100129583	203.1587
FAM48A|55578	1154.7521	FAM48A|55578	753.454
FAM49A|81553	83.0579	FAM49A|81553	113.9683
FAM49B|51571	1530.2992	FAM49B|51571	820.3175
FAM50A|9130	1542.1646	FAM50A|9130	1181.5873
FAM50B|26240	341.0459	FAM50B|26240	335.87300000000005
FAM53A|152877	23.7308	FAM53A|152877	36.1905
FAM53B|9679	856.7031	FAM53B|9679	841.327
FAM53C|51307	1138.4016	FAM53C|51307	1217.7778
FAM54A|113115	327.1464	FAM54A|113115	8.8889
FAM54B|56181	1412.3299	FAM54B|56181	1155.7079
FAM55C|91775	279.6847	FAM55C|91775	962.5397
FAM57A|79850	630.2229	FAM57A|79850	200.6349
lowly_expressed	lowly_expressed	FAM57B|83723	11.1111
FAM58A|92002	441.0543	FAM58A|92002	327.619
FAM59A|64762	61.7001	FAM59A|64762	97.4603
lowly_expressed	lowly_expressed	FAM5B|57795	74.2857
FAM5C|339479	231.206	FAM5C|339479	20.9524
FAM60A|58516	2826.6802	FAM60A|58516	1056.8254
FAM63A|55793	699.7203	FAM63A|55793	781.5873
FAM63B|54629	160.3526	FAM63B|54629	152.6984
FAM64A|54478	322.4002	FAM64A|54478	22.8571
FAM65A|79567	979.066	FAM65A|79567	1304.127
FAM65B|9750	22.0358	FAM65B|9750	200.9524
FAM65C|140876	35.2572	FAM65C|140876	112.0635
FAM66C|440078	31.1891	FAM66C|440078	32.381
lowly_expressed	lowly_expressed	FAM66D|100132923	19.2476
FAM69A|388650	150.8602	FAM69A|388650	393.6698
FAM69B|138311	299.1237	FAM69B|138311	251.3778
FAM69C|125704	38.3083	lowly_expressed	lowly_expressed
FAM70A|55026	10.8484	FAM70A|55026	319.6825
FAM70B|348013	22.0358	FAM70B|348013	49.2063
FAM71D|161142	41.0204	FAM71D|161142	15.873
FAM71E1|112703	80.3627	FAM71E1|112703	44.8603
FAM71F2|346653	16.6116	FAM71F2|346653	11.1111
FAM72A|729533	58.988	FAM72A|729533	8.254
FAM72B|653820	240.3594	FAM72B|653820	25.0794
FAM72D|728833	46.4446	FAM72D|728833	17.4603
FAM73A|374986	508.1787	FAM73A|374986	482.5397
FAM73B|84895	354.6063	FAM73B|84895	461.5873
FAM76A|199870	300.0254	FAM76A|199870	333.3333
FAM76B|143684	226.4599	FAM76B|143684	250.7937
FAM78A|286336	61.3611	FAM78A|286336	193.9683
FAM78B|149297	16.9506	FAM78B|149297	17.7778
FAM7A2|100288380	7.4583	lowly_expressed	lowly_expressed
FAM7A3|89837	14.9165	FAM7A3|89837	5.3968
FAM81A|145773	196.6268	FAM81A|145773	40.0
lowly_expressed	lowly_expressed	FAM81B|153643	11.745999999999999
FAM82A1|151393	48.1397	FAM82A1|151393	113.3333
FAM82A2|55177	395.2877	FAM82A2|55177	1144.7619
FAM82B|51115	682.0917	FAM82B|51115	724.127
FAM83A|84985	847.1904	FAM83A|84985	62.8571
FAM83B|222584	139.6729	FAM83B|222584	39.6825
FAM83D|81610	669.5483	FAM83D|81610	48.5714
FAM83E|54854	140.6899	FAM83E|54854	185.7143
FAM83F|113828	200.695	FAM83F|113828	320.0
FAM83G|644815	223.2833	FAM83G|644815	74.9079
FAM83H|286077	2491.3976	FAM83H|286077	1723.4921
FAM84A|151354	417.3235	FAM84A|151354	107.3016
FAM84B|157638	2167.6413	FAM84B|157638	1678.0952
FAM86A|196483	232.3519	FAM86A|196483	403.273
FAM86B1|85002	26.4429	FAM86B1|85002	154.6032
lowly_expressed	lowly_expressed	FAM86B2|653333	12.6984
FAM86C|55199	84.7529	FAM86C|55199	220.3175
FAM86D|692099	90.8552	FAM86D|692099	207.9365
FAM89A|375061	109.5008	FAM89A|375061	175.5556
FAM89B|23625	524.1122	FAM89B|23625	888.2539999999999
FAM8A1|51439	833.291	FAM8A1|51439	1160.3175
FAM90A1|55138	73.9046	FAM90A1|55138	23.1746
FAM91A1|157769	976.0149	FAM91A1|157769	725.7143
FAM92A1|137392	128.4855	FAM92A1|137392	113.0159
FAM95B1|100133036	6.1022	FAM95B1|100133036	37.4603
FAM96A|84191	1437.4099	FAM96A|84191	529.2063
FAM96B|51647	843.8003	FAM96B|51647	556.5079
FAM98A|25940	1103.8224	FAM98A|25940	878.4127
FAM98B|283742	276.6336	FAM98B|283742	394.9206
FAM98C|147965	93.9063	FAM98C|147965	285.0794
FANCA|2175	409.8313	FANCA|2175	66.7873
FANCB|2187	23.3918	FANCB|2187	6.9841
FANCC|2176	399.3559	FANCC|2176	211.4286
FANCD2|2177	500.3814	FANCD2|2177	179.3651
FANCE|2178	263.4122	FANCE|2178	136.5079
FANCF|2188	328.8414	FANCF|2188	391.746
FANCG|2189	821.7646	FANCG|2189	352.381
FANCI|55215	2571.9197	FANCI|55215	376.87300000000005
FANCL|55120	725.9666	FANCL|55120	409.8952
FANCM|57697	112.2129	FANCM|57697	115.87299999999999
FANK1|92565	83.7359	FANK1|92565	176.8254
FAP|2191	272.5655	FAP|2191	523.1746
FAR1|84188	979.066	FAR1|84188	1153.9683
FAR2|55711	29.4364	FAR2|55711	39.6825
FARP1|10160	4549.5381	FARP1|10160	2639.3651
FARP2|9855	168.1498	FARP2|9855	373.0159
FARS2|10667	432.918	FARS2|10667	260.3175
FARSA|2193	1945.2496	FARSA|2193	1071.1111
FARSB|10056	598.3558	FARSB|10056	940.6349
FASLG|356	5.0852	FASLG|356	8.8889
FASN|2194	8792.9486	FASN|2194	20334.2857
FASTKD1|79675	590.5585	FASTKD1|79675	268.8889
FASTKD2|22868	592.2536	FASTKD2|22868	886.9841
FASTKD3|79072	254.5978	FASTKD3|79072	142.2222
FASTKD5|60493	452.9197	FASTKD5|60493	416.8254
FASTK|10922	1194.3385	FASTK|10922	939.6825
FAS|355	296.9743	FAS|355	410.7937
FAT1|2195	6311.0433	FAT1|2195	4385.0794
FAT2|2196	132.2146	FAT2|2196	1746.0317
lowly_expressed	lowly_expressed	FAT3|120114	24.7619
FAT4|79633	524.1122	FAT4|79633	393.9683
FAU|2197	3682.0069	FAU|2197	7572.0635
FBF1|85302	110.1517	FBF1|85302	218.7556
FBLIM1|54751	2585.9819	FBLIM1|54751	1707.619
FBLL1|345630	14.9165	FBLL1|345630	22.2222
FBLN1|2192	3156.8777	FBLN1|2192	9714.9206
FBLN2|2199	1321.1289	FBLN2|2199	3892.0635
FBLN5|10516	15069.0737	FBLN5|10516	1940.9524
FBLN7|129804	63.7342	FBLN7|129804	465.7143
FBL|2091	2814.4758	FBL|2091	3758.4127
FBN1|2200	1752.6909	FBN1|2200	4943.4921
FBN2|2201	77.2947	FBN2|2201	8.254
FBN3|84467	3112.4672	FBN3|84467	10.7937
FBP1|2203	83.3969	FBP1|2203	1806.3492
FBRSL1|57666	604.119	FBRSL1|57666	585.3968
FBRS|64319	1437.749	FBRS|64319	1288.8889
FBXL12|54850	452.2417	FBXL12|54850	389.5238
FBXL13|222235	6.1022	FBXL13|222235	13.6508
FBXL14|144699	939.7407	FBXL14|144699	651.4286
FBXL15|79176	126.4514	FBXL15|79176	205.0794
FBXL16|146330	204.0851	FBXL16|146330	127.9365
FBXL17|64839	536.9947	FBXL17|64839	622.2222
FBXL18|80028	1108.9075	FBXL18|80028	562.8571
FBXL19|54620	1033.9859	FBXL19|54620	414.6032
FBXL20|84961	178.9982	FBXL20|84961	107.9365
FBXL22|283807	22.2731	FBXL22|283807	97.6698
FBXL2|25827	124.7563	FBXL2|25827	273.0159
FBXL3|26224	1263.4969	FBXL3|26224	1471.4286
FBXL4|26235	295.6183	FBXL4|26235	216.1905
FBXL5|26234	1070.9382	FBXL5|26234	2804.127
FBXL6|26233	296.4726	FBXL6|26233	233.3111
FBXL7|23194	132.2146	FBXL7|23194	401.5873
FBXL8|55336	19.1406	FBXL8|55336	86.7079
FBXO10|26267	199.7017	FBXO10|26267	200.3746
FBXO11|80204	1587.2532	FBXO11|80204	1484.1270000000002
FBXO15|201456	5.4242	FBXO15|201456	50.1587
FBXO16|157574	58.6117	FBXO16|157574	67.9365
FBXO17|115290	158.6575	FBXO17|115290	336.1905
FBXO18|84893	1805.9564	FBXO18|84893	1696.5714
FBXO21|23014	996.3556	FBXO21|23014	1198.7302
FBXO22OS|692224	93.9266	FBXO22OS|692224	61.2444
FBXO22|26263	548.1617	FBXO22|26263	452.4063
FBXO24|26261	12.7841	FBXO24|26261	16.0
FBXO25|26260	193.2367	FBXO25|26260	600.3175
FBXO27|126433	367.4888	FBXO27|126433	212.38099999999997
FBXO28|23219	1592.3383	FBXO28|23219	839.6825
FBXO2|26232	111.1959	FBXO2|26232	1189.2063
FBXO30|84085	602.0849	FBXO30|84085	331.4286
FBXO31|79791	376.3031	FBXO31|79791	1107.619
FBXO32|114907	523.4342	FBXO32|114907	2617.1429
FBXO33|254170	275.9556	FBXO33|254170	356.8254
FBXO34|55030	585.4733	FBXO34|55030	778.4127
FBXO36|130888	23.7308	FBXO36|130888	206.9841
FBXO38|81545	741.0798	FBXO38|81545	945.7143
FBXO39|162517	8.4753	lowly_expressed	lowly_expressed
FBXO3|26273	377.9981	FBXO3|26273	741.2698
FBXO41|150726	410.8823	FBXO41|150726	235.5556
FBXO42|54455	538.3507	FBXO42|54455	527.3016
FBXO43|286151	13.8995	FBXO43|286151	6.6667
FBXO44|93611	368.8448	FBXO44|93611	710.1587
FBXO45|200933	735.9946	FBXO45|200933	385.3968
FBXO46|23403	351.8942	FBXO46|23403	379.6825
FBXO48|554251	29.833000000000002	FBXO48|554251	20.0
FBXO4|26272	125.0953	FBXO4|26272	302.2222
FBXO5|26271	416.9845	FBXO5|26271	156.8254
FBXO6|26270	252.2248	FBXO6|26270	306.9841
FBXO7|25793	2094.7538	FBXO7|25793	2328.5714
FBXO8|26269	173.8927	FBXO8|26269	501.2921
FBXO9|26268	881.0916	FBXO9|26268	1180.0
FBXW11|23291	493.2621	FBXW11|23291	1064.127
FBXW2|26190	1404.8648	FBXW2|26190	1736.1905
FBXW4|6468	861.7679	FBXW4|6468	1790.4762
FBXW5|54461	1017.3744	FBXW5|54461	1487.619
FBXW7|55294	446.8175	FBXW7|55294	609.2063
FBXW8|26259	442.7494	FBXW8|26259	454.6032
FBXW9|84261	296.5302	FBXW9|84261	287.8571
lowly_expressed	lowly_expressed	FCER1A|2205	167.3016
FCER1G|2207	388.5075	FCER1G|2207	660.6349
lowly_expressed	lowly_expressed	FCER2|2208	10.1587
FCF1|51077	637.3421	FCF1|51077	712.6984
FCGBP|8857	58.31	lowly_expressed	lowly_expressed
FCGR1A|2209	71.1721	FCGR1A|2209	276.5048
FCGR1B|2210	62.0392	FCGR1B|2210	269.8413
FCGR1C|100132417	19.3237	FCGR1C|100132417	61.5873
FCGR2A|2212	677.3455	FCGR2A|2212	1339.3651
FCGR2B|2213	62.0392	FCGR2B|2213	321.9048
FCGR2C|9103	15.5945	FCGR2C|9103	76.5079
FCGR3A|2214	536.6556	FCGR3A|2214	2651.1111
FCGR3B|2215	5.4242	FCGR3B|2215	21.9048
FCGRT|2217	2407.3227	FCGRT|2217	4732.0635
FCHO1|23149	272.5655	FCHO1|23149	99.3651
FCHO2|115548	515.9759	FCHO2|115548	632.6984
FCHSD1|89848	426.0463	FCHSD1|89848	359.2794
FCHSD2|9873	345.7785	FCHSD2|9873	695.7841
FCN1|2219	23.3918	FCN1|2219	92.0635
lowly_expressed	lowly_expressed	FCN2|2220	19.6825
FCN3|8547	42.7155	FCN3|8547	28.254
lowly_expressed	lowly_expressed	FCRL2|79368	6.3492
lowly_expressed	lowly_expressed	FCRL3|115352	5.3968
FCRL5|83416	36.2743	FCRL5|83416	97.4603
FCRL6|343413	7.1192	FCRL6|343413	23.4921
FCRLA|84824	10.1704	FCRLA|84824	9.5238
FCRLB|127943	25.7649	FCRLB|127943	16.1905
FDFT1|2222	713.6198	FDFT1|2222	3562.5397
lowly_expressed	lowly_expressed	FDPSL2A|619190	5.3968
FDPS|2224	4509.8466	FDPS|2224	1866.9238
FDX1L|112812	414.069	FDX1L|112812	226.5937
FDX1|2230	410.2043	FDX1|2230	384.4444
FDXACB1|91893	55.9369	FDXACB1|91893	117.4794
FDXR|2232	382.0663	FDXR|2232	266.6667
FECH|2235	771.2518	FECH|2235	553.0159
FEM1A|55527	914.6538	FEM1A|55527	1341.9048
FEM1B|10116	2140.8594	FEM1B|10116	2384.127
FEM1C|56929	824.4767	FEM1C|56929	595.5556
FEN1|2237	1412.3231	FEN1|2237	430.4762
FER1L4|80307	18.3066	FER1L4|80307	51.4286
lowly_expressed	lowly_expressed	FER1L5|90342	29.8413
FERMT1|55612	97.6354	FERMT1|55612	181.2698
FERMT2|10979	817.3574	FERMT2|10979	1473.9683
FERMT3|83706	176.2861	FERMT3|83706	373.0159
FER|2241	68.8194	FER|2241	33.6508
FES|2242	317.654	FES|2242	473.3333
FEZ1|9638	57.632	FEZ1|9638	372.0635
FEZ2|9637	919.3999	FEZ2|9637	1288.8889
lowly_expressed	lowly_expressed	FEZF2|55079	15.873
lowly_expressed	lowly_expressed	FFAR2|2867	5.0794
lowly_expressed	lowly_expressed	FFAR3|2865	5.7143
FGA|2243	9.1533	FGA|2243	197.1429
FGB|2244	52.5468	FGB|2244	621.5873
FGD1|2245	998.7287	FGD1|2245	273.0159
FGD2|221472	74.2436	FGD2|221472	205.7143
FGD3|89846	124.4173	FGD3|89846	724.4444
FGD4|121512	674.2944	FGD4|121512	464.7619
FGD5|152273	254.2588	FGD5|152273	681.9048
FGD6|55785	251.5467	FGD6|55785	324.7619
FGF10|2255	9.8313	FGF10|2255	34.2857
FGF11|2256	120.0102	FGF11|2256	149.0286
FGF12|2257	95.9403	FGF12|2257	40.0
FGF13|2258	42.7155	FGF13|2258	193.9683
FGF14|2259	23.0528	FGF14|2259	90.1587
FGF17|8822	6.1022	FGF17|8822	8.254
lowly_expressed	lowly_expressed	FGF18|8817	26.6667
lowly_expressed	lowly_expressed	FGF19|9965	6.6667
FGF1|2246	195.2708	FGF1|2246	1599.6825
FGF2|2247	327.7735	FGF2|2247	466.1302
FGF7|2252	217.6456	FGF7|2252	785.7143
FGF9|2254	27.799	FGF9|2254	6.0317
FGFBP1|9982	57.632	FGFBP1|9982	171.74599999999998
FGFBP2|83888	8.8143	FGFBP2|83888	30.1587
FGFBP3|143282	22.7138	FGFBP3|143282	53.9683
FGFR1OP2|26127	446.1395	FGFR1OP2|26127	407.9365
FGFR1OP|11116	263.9105	FGFR1OP|11116	296.5556
FGFR1|2260	1454.6996	FGFR1|2260	4221.9048
FGFR2|2263	590.2195	FGFR2|2263	1381.2698
FGFR3|2261	143.40200000000002	FGFR3|2261	345.7143
FGFR4|2264	236.2912	FGFR4|2264	136.8254
FGFRL1|53834	848.2075	FGFRL1|53834	494.2857
FGGY|55277	69.8364	FGGY|55277	201.2698
lowly_expressed	lowly_expressed	FGG|2266	99.3651
FGL1|2267	32.8841	FGL1|2267	88.25399999999999
FGL2|10875	102.0425	FGL2|10875	899.6825
FGR|2268	83.3969	FGR|2268	240.3175
FHAD1|114827	23.5037	FHAD1|114827	43.2222
FHDC1|85462	328.1634	FHDC1|85462	227.3016
FHIT|2272	132.8926	FHIT|2272	104.4444
FHL1|2273	462.0731	FHL1|2273	3649.5238
FHL2|2274	1486.5667	FHL2|2274	3612.0635
FHL3|2275	362.4036	FHL3|2275	643.1746
FHL5|9457	18.6456	FHL5|9457	107.3016
FHOD1|29109	297.9914	FHOD1|29109	593.9683
FHOD3|80206	94.9233	FHOD3|80206	753.6508
FH|2271	5108.9075	FH|2271	1449.5238
FIBCD1|84929	46.1056	lowly_expressed	lowly_expressed
FIBIN|387758	208.1532	FIBIN|387758	512.381
FIBP|9158	1006.5260000000001	FIBP|9158	1055.5556
FICD|11153	43.0545	FICD|11153	68.8889
FIG4|9896	849.5635	FIG4|9896	561.9048
FIGF|2277	17.2896	FIGF|2277	544.127
FIGNL1|63979	737.6896	FIGNL1|63979	222.2222
FIGNL2|401720	12.2044	FIGNL2|401720	55.5556
FIGN|55137	70.1754	FIGN|55137	36.1905
FILIP1L|11259	336.6387	FILIP1L|11259	1596.8254
FILIP1|27145	1927.2820000000002	FILIP1|27145	64.4444
FIP1L1|81608	1081.4238	FIP1L1|81608	641.9206
FIS1|51024	1334.5063	FIS1|51024	2021.8381
lowly_expressed	lowly_expressed	FITM1|161247	9.2063
FITM2|128486	28.138	FITM2|128486	64.4444
FIZ1|84922	315.281	FIZ1|84922	423.8095
FJX1|24147	170.8619	FJX1|24147	249.8413
FKBP10|60681	4631.918	FKBP10|60681	2381.9048
FKBP11|51303	128.8245	FKBP11|51303	520.6349
FKBP14|55033	116.9591	FKBP14|55033	230.4762
FKBP15|23307	892.757	FKBP15|23307	1180.0095
FKBP1AP1|2282	8.8143	FKBP1AP1|2282	6.6667
FKBP1A|2280	4187.4396	FKBP1A|2280	4265.8317
FKBP1B|2281	48.4787	FKBP1B|2281	153.3333
FKBP2|2286	842.7833	FKBP2|2286	1272.6984
FKBP3|2287	1271.2942	FKBP3|2287	1443.8095
FKBP4|2288	7614.2046	FKBP4|2288	6208.8889
FKBP5|2289	2243.241	FKBP5|2289	6839.0476
FKBP7|51661	134.9267	FKBP7|51661	337.4603
FKBP8|23770	4463.0901	FKBP8|23770	5100.6349
FKBP9L|360132	80.3458	FKBP9L|360132	48.8889
FKBP9|11328	5317.0608	FKBP9|11328	3386.6667
FKBPL|63943	190.5246	FKBPL|63943	157.7778
FKRP|79147	377.3201	FKRP|79147	336.1905
FKTN|2218	527.1633	FKTN|2218	429.2063
FLAD1|80308	2198.8304	FLAD1|80308	630.1587
FLCN|201163	459.022	FLCN|201163	504.9302
lowly_expressed	lowly_expressed	FLG|2312	6.381
FLI1|2313	164.4207	FLI1|2313	577.7778
FLII|2314	3918.6372	FLII|2314	3882.2222
FLJ10038|55056	183.0087	FLJ10038|55056	417.254
FLJ10213|55096	12.2044	FLJ10213|55096	7.9365
FLJ10357|55701	497.3303	FLJ10357|55701	1688.5714
FLJ10661|286042	6.4412	FLJ10661|286042	35.5556
FLJ11235|54508	26.1039	FLJ11235|54508	25.3968
FLJ12825|440101	13.2215	FLJ12825|440101	15.873
FLJ13197|79667	12.2044	FLJ13197|79667	46.1079
FLJ22536|401237	57.632	FLJ22536|401237	46.9841
FLJ23867|200058	3411.8146	FLJ23867|200058	1163.8095
FLJ33630|644873	291.8891	FLJ33630|644873	547.9365
lowly_expressed	lowly_expressed	FLJ35024|401491	6.0317
FLJ35220|284131	97.2964	FLJ35220|284131	332.381
FLJ35390|255031	103.3172	FLJ35390|255031	62.5937
FLJ35776|649446	147.1311	FLJ35776|649446	147.3016
FLJ36031|168455	963.4715	FLJ36031|168455	415.5556
lowly_expressed	lowly_expressed	FLJ36777|730971	20.6349
lowly_expressed	lowly_expressed	FLJ37201|283011	8.254
lowly_expressed	lowly_expressed	FLJ37307|283521	5.3968
FLJ37453|729614	51.5298	FLJ37453|729614	117.7778
lowly_expressed	lowly_expressed	FLJ37543|285668	9.2063
FLJ39582|439931	54.9301	FLJ39582|439931	69.4349
FLJ39653|202020	19.3237	FLJ39653|202020	103.8095
lowly_expressed	lowly_expressed	FLJ39739|388685	5.3968
FLJ40330|645784	15.2555	FLJ40330|645784	40.3175
FLJ40852|285962	85.09200000000001	FLJ40852|285962	55.8349
FLJ42289|388182	51.1908	FLJ42289|388182	43.1746
lowly_expressed	lowly_expressed	FLJ42393|401105	25.7143
FLJ42627|645644	43.0986	FLJ42627|645644	47.2127
FLJ42709|441094	17.2896	FLJ42709|441094	96.5079
lowly_expressed	lowly_expressed	FLJ42875|440556	13.0159
FLJ43663|378805	69.1584	FLJ43663|378805	94.2857
FLJ44054|643365	6.7802	lowly_expressed	lowly_expressed
FLJ44606|401207	51.1908	FLJ44606|401207	52.381
FLJ44635|392490	10.5094	FLJ44635|392490	24.7619
FLJ45244|400242	69.1584	FLJ45244|400242	64.127
FLJ45340|402483	819.0525	FLJ45340|402483	826.9841
FLJ45445|399844	81.0238	FLJ45445|399844	150.7937
FLJ45983|399717	27.799	FLJ45983|399717	219.6825
lowly_expressed	lowly_expressed	FLJ46111|283102	9.2063
FLJ90757|440465	354.9453	FLJ90757|440465	791.4286
FLNA|2316	26647.682	FLNA|2316	27555.873
FLNB|2317	16409.6517	FLNB|2317	14699.2603
FLNC|2318	153.9113	FLNC|2318	510.4762
FLOT1|10211	3499.9576	FLOT1|10211	4331.1111
FLOT2|2319	5664.2088	FLOT2|2319	3279.6825
lowly_expressed	lowly_expressed	FLRT1|23769	12.380999999999998
FLRT2|23768	97.2964	FLRT2|23768	897.1429
FLRT3|23767	18.3066	FLRT3|23767	122.8571
FLT1|2321	1440.8001	FLT1|2321	939.6825
FLT3LG|2323	46.1056	FLT3LG|2323	122.5397
lowly_expressed	lowly_expressed	FLT3|2322	73.0159
FLT4|2324	171.87900000000002	FLT4|2324	396.5079
FLVCR1|28982	546.148	FLVCR1|28982	99.6825
FLVCR2|55640	116.6201	FLVCR2|55640	134.9206
FLYWCH1|84256	352.9113	FLYWCH1|84256	636.1905
FLYWCH2|114984	351.5552	FLYWCH2|114984	420.6349
FMN1|342184	32.5451	FMN1|342184	40.3175
lowly_expressed	lowly_expressed	FMN2|56776	17.1429
FMNL1|752	964.7462	FMNL1|752	489.9968
FMNL2|114793	634.2909999999999	FMNL2|114793	608.254
FMNL3|91010	438.4677	FMNL3|91010	668.8762
FMO1|2326	56.615	FMO1|2326	347.619
FMO2|2327	156.6234	FMO2|2327	3229.5238
FMO3|2328	60.3441	FMO3|2328	123.1746
FMO4|2329	109.5008	FMO4|2329	214.2857
FMO5|2330	111.8739	FMO5|2330	435.2381
lowly_expressed	lowly_expressed	FMO6P|388714	8.5714
FMOD|2331	7903.7207	FMOD|2331	5236.8254
FMR1|2332	1543.8596	FMR1|2332	714.9206
FN1|2335	91348.7584	FN1|2335	10179.6825
FN3KRP|79672	1126.5361	FN3KRP|79672	975.5556
FN3K|64122	577.6761	FN3K|64122	394.2857
FNBP1L|54874	3452.835	FNBP1L|54874	1756.5079
FNBP1|23048	557.6744	FNBP1|23048	1380.9524
FNBP4|23360	904.4834	FNBP4|23360	1086.3492
