gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
TMEM39A|55254	583.4393	TMEM39A|55254	533.9683
TMEM39B|55116	346.47	TMEM39B|55116	310.1587
TMEM40|55287	37.6303	TMEM40|55287	66.3492
TMEM41A|90407	1004.4919	TMEM41A|90407	499.3651
TMEM41B|440026	404.7801	TMEM41B|440026	526.3492
TMEM42|131616	97.2964	TMEM42|131616	238.4127
TMEM43|79188	2174.7606	TMEM43|79188	3602.2222
TMEM44|93109	296.9743	TMEM44|93109	255.5556
TMEM45A|55076	1355.0301	TMEM45A|55076	538.0952
TMEM45B|120224	27.1209	TMEM45B|120224	92.0635
TMEM47|83604	587.8464	TMEM47|83604	904.7619
TMEM48|55706	813.9673	TMEM48|55706	243.4921
TMEM49|81671	1739.4694	TMEM49|81671	2167.3016
TMEM50A|23585	2224.9343	TMEM50A|23585	2472.0635
TMEM50B|757	856.6828	TMEM50B|757	1349.8413
TMEM51|55092	323.0782	TMEM51|55092	346.9841
TMEM52|339456	34.2402	TMEM52|339456	13.6508
TMEM53|79639	157.9998	TMEM53|79639	250.0952
TMEM54|113452	1202.1358	TMEM54|113452	754.9206
TMEM55A|55529	87.126	TMEM55A|55529	213.9683
TMEM55B|90809	389.8635	TMEM55B|90809	605.0794
TMEM56|148534	399.9627	TMEM56|148534	149.8413
TMEM57|55219	1095.0081	TMEM57|55219	952.3810000000001
TMEM59L|25789	99.3305	TMEM59L|25789	22.2222
TMEM59|9528	5836.7658	TMEM59|9528	7989.5238
TMEM5|10329	377.9981	TMEM5|10329	397.7778
TMEM60|85025	444.7835	TMEM60|85025	462.8571
TMEM61|199964	52.2078	TMEM61|199964	91.1111
TMEM62|80021	836.6811	TMEM62|80021	606.6667
TMEM63A|9725	1015.0013	TMEM63A|9725	1736.5079
TMEM63B|55362	1675.7352	TMEM63B|55362	836.5079
TMEM63C|57156	68.8194	TMEM63C|57156	402.2222
TMEM64|169200	180.0153	TMEM64|169200	478.4127
TMEM65|157378	395.9658	TMEM65|157378	308.254
TMEM66|51669	4147.4701	TMEM66|51669	7833.0159
TMEM67|91147	153.5723	TMEM67|91147	218.0952
TMEM68|137695	568.8618	TMEM68|137695	366.0317
TMEM69|51249	542.4188	TMEM69|51249	586.0317
TMEM70|54968	694.2961	TMEM70|54968	576.5079
TMEM71|137835	52.5468	TMEM71|137835	126.6667
TMEM74|157753	9.1533	lowly_expressed	lowly_expressed
TMEM79|84283	1009.5771	TMEM79|84283	312.6984
TMEM80|283232	137.093	TMEM80|283232	368.5714
TMEM81|388730	105.4327	TMEM81|388730	48.5714
TMEM84|283673	128.1465	TMEM84|283673	138.4127
TMEM85|51234	829.5008	TMEM85|51234	1569.0222
TMEM86A|144110	116.9319	TMEM86A|144110	344.4667
TMEM86B|255043	73.2265	TMEM86B|255043	40.9524
TMEM87A|25963	1248.9194	TMEM87A|25963	2776.8254
TMEM87B|84910	754.6402	TMEM87B|84910	1263.4921
TMEM88|92162	12.8824	TMEM88|92162	85.7143
TMEM8A|58986	856.3438	TMEM8A|58986	787.6189999999999
TMEM8B|51754	463.7681	TMEM8B|51754	588.5714
lowly_expressed	lowly_expressed	TMEM90A|646658	13.0159
TMEM90B|79953	22.3748	TMEM90B|79953	21.2698
TMEM91|641649	33.5622	TMEM91|641649	245.3524
TMEM92|162461	186.4565	TMEM92|162461	6.6667
TMEM93|83460	370.5399	TMEM93|83460	312.9778
TMEM97|27346	1192.4773	TMEM97|27346	325.6921
TMEM98|26022	1551.3179	TMEM98|26022	1890.7937
TMEM99|147184	441.3933	TMEM99|147184	427.9365
TMEM9B|56674	873.9724	TMEM9B|56674	1596.5079
TMEM9|252839	3162.6409	TMEM9|252839	2633.0159
TMF1|7110	832.9519	TMF1|7110	1032.381
TMIE|259236	5.0852	TMIE|259236	17.1429
TMLHE|55217	343.0799	TMLHE|55217	271.746
TMOD1|7111	135.3437	TMOD1|7111	331.8444
TMOD2|29767	917.7049	TMOD2|29767	490.7937
TMOD3|29766	1955.759	TMOD3|29766	919.0476
TMPO|7112	2017.9778	TMPO|7112	864.9651
TMPPE|643853	81.3628	TMPPE|643853	18.0952
TMPRSS13|84000	292.2282	TMPRSS13|84000	594.9206
TMPRSS2|7113	121.7052	TMPRSS2|7113	908.5714
TMPRSS3|64699	5552.3349	TMPRSS3|64699	575.2381
lowly_expressed	lowly_expressed	TMPRSS4|56649	35.873000000000005
TMPRSS5|80975	10.8484	TMPRSS5|80975	11.1111
TMPRSS6|164656	7.1192	TMPRSS6|164656	211.4286
TMSB10|9168	22503.263	TMSB10|9168	16934.6032
TMSB15A|11013	56.95399999999999	TMSB15A|11013	26.6667
TMSB15B|286527	164.041	TMSB15B|286527	74.6984
TMSL3|7117	11876.9387	TMSL3|7117	30400.0
TMTC1|83857	153.5723	TMTC1|83857	1407.3016
TMTC2|160335	256.6319	TMTC2|160335	368.8889
TMTC3|160418	786.1683	TMTC3|160418	528.8889
TMTC4|84899	1184.1681	TMTC4|84899	405.3968
TMUB1|83590	708.1956	TMUB1|83590	496.8254
TMUB2|79089	853.2927	TMUB2|79089	911.1111
TMX1|81542	1029.5788	TMX1|81542	895.873
TMX2|51075	1602.8477	TMX2|51075	2023.4921
TMX3|54495	1401.4747	TMX3|54495	945.0794
TMX4|56255	815.6623	TMX4|56255	843.4921
TNC|3371	5069.2432	TNC|3371	11993.9683
TNFAIP1|7126	2769.4584	TNFAIP1|7126	1608.4286
TNFAIP2|7127	3044.3258	TNFAIP2|7127	1153.9683
TNFAIP3|7128	1682.8545	TNFAIP3|7128	573.3333
TNFAIP6|7130	59.3271	TNFAIP6|7130	125.7143
TNFAIP8L1|126282	71.1925	TNFAIP8L1|126282	175.5556
TNFAIP8L2|79626	28.138	TNFAIP8L2|79626	129.8413
TNFAIP8L3|388121	20.6797	TNFAIP8L3|388121	100.3175
TNFAIP8|25816	411.2213	TNFAIP8|25816	401.5873
TNFRSF10A|8797	127.4684	TNFRSF10A|8797	72.6984
TNFRSF10B|8795	1378.7609	TNFRSF10B|8795	961.9048
TNFRSF10C|8794	10.5094	TNFRSF10C|8794	67.3016
TNFRSF10D|8793	44.0715	TNFRSF10D|8793	206.3492
TNFRSF11A|8792	40.3424	TNFRSF11A|8792	56.5079
TNFRSF11B|4982	476.9896	TNFRSF11B|4982	240.9524
TNFRSF12A|51330	609.5432	TNFRSF12A|51330	880.6349
TNFRSF14|8764	327.5769	TNFRSF14|8764	1190.1111
TNFRSF17|608	11.8654	TNFRSF17|608	72.6984
TNFRSF18|8784	70.8535	TNFRSF18|8784	43.4921
TNFRSF19|55504	2904.3139	TNFRSF19|55504	583.1746
TNFRSF1A|7132	3002.2883	TNFRSF1A|7132	3190.7937
TNFRSF1B|7133	830.9179	TNFRSF1B|7133	1401.5873
TNFRSF21|27242	688.8719	TNFRSF21|27242	1481.5873
TNFRSF25|8718	47.1226	TNFRSF25|8718	83.4921
TNFRSF4|7293	32.2061	TNFRSF4|7293	23.1746
TNFRSF6B|8771	24.1139	TNFRSF6B|8771	74.0127
TNFRSF8|943	15.5945	TNFRSF8|943	53.0159
TNFRSF9|3604	7.1192	lowly_expressed	lowly_expressed
TNFSF10|8743	1303.5003	TNFSF10|8743	2753.0159
TNFSF11|8600	5.4242	lowly_expressed	lowly_expressed
TNFSF12-TNFSF13|407977	162.5934	TNFSF12-TNFSF13|407977	215.2127
TNFSF12|8742	374.6114	TNFSF12|8742	1068.073
TNFSF13B|10673	65.0903	TNFSF13B|10673	98.0952
TNFSF13|8741	585.2632	TNFSF13|8741	1504.3333
lowly_expressed	lowly_expressed	TNFSF14|8740	12.0635
TNFSF15|9966	14.5775	TNFSF15|9966	7.3016
TNFSF4|7292	61.3611	TNFSF4|7292	42.2222
TNFSF8|944	25.4259	TNFSF8|944	52.381
TNFSF9|8744	16.6116	lowly_expressed	lowly_expressed
TNF|7124	38.9864	TNF|7124	19.3651
TNIK|23043	100.0085	TNIK|23043	295.873
TNIP1|10318	1134.6724	TNIP1|10318	2916.8254
TNIP2|79155	436.3082	TNIP2|79155	751.4286
TNIP3|79931	10.5094	lowly_expressed	lowly_expressed
TNK1|8711	334.2656	TNK1|8711	483.4921
TNK2|10188	650.8619	TNK2|10188	1513.0508
TNKS1BP1|85456	3518.9423	TNKS1BP1|85456	5578.4127
TNKS2|80351	1547.9278	TNKS2|80351	1241.9048
TNKS|8658	635.0572	TNKS|8658	1121.3587
TNMD|64102	14.5775	TNMD|64102	83.4921
TNNC1|7134	86.787	TNNC1|7134	9.2063
lowly_expressed	lowly_expressed	TNNC2|7125	20.6349
TNNI1|7135	86.109	TNNI1|7135	69.8413
TNNI2|7136	191.2026	TNNI2|7136	41.2698
TNNI3K|51086	12.3977	TNNI3K|51086	34.5492
TNNI3|7137	34.9182	lowly_expressed	lowly_expressed
TNNT1|7138	594.9657	TNNT1|7138	31.746
TNNT2|7139	176.2861	TNNT2|7139	13.9683
lowly_expressed	lowly_expressed	TNNT3|7140	55.2381
TNN|63923	19.6627	TNN|63923	369.5238
TNPO1|3842	3056.1912	TNPO1|3842	1831.1111
TNPO2|30000	2272.396	TNPO2|30000	1559.3651
TNPO3|23534	1761.1662	TNPO3|23534	776.1905
TNRC18|84629	4208.8313	TNRC18|84629	3284.7619
TNRC6A|27327	1305.1954	TNRC6A|27327	1112.381
TNRC6B|23112	747.5210000000001	TNRC6B|23112	885.0794
TNRC6C|57690	987.7379	TNRC6C|57690	814.7746
TNS1|7145	2771.7603	TNS1|7145	6226.0317
TNS3|64759	1920.1627	TNS3|64759	1990.7937
TNS4|84951	3125.6886	TNS4|84951	3505.0794
TNXB|7148	254.6724	TNXB|7148	4935.1492
TOB1|10140	4128.9601	TOB1|10140	2699.3651
TOB2|10766	1693.0248	TOB2|10766	1786.3492
TOE1|114034	291.8451	TOE1|114034	340.4857
TOLLIP|54472	632.257	TOLLIP|54472	1409.5238
TOM1L1|10040	926.1361	TOM1L1|10040	775.5333
TOM1L2|146691	760.0644	TOM1L2|146691	1846.0317
TOM1|10043	835.664	TOM1|10043	1173.6508
TOMM20|9804	8299.6864	TOMM20|9804	5721.5873
TOMM22|56993	1000.0848	TOMM22|56993	1233.3333
TOMM34|10953	796.6777	TOMM34|10953	927.9365
TOMM40L|84134	931.6213	TOMM40L|84134	475.5968
TOMM40|10452	1657.0896	TOMM40|10452	916.8254
TOMM5|401505	1380.7713	TOMM5|401505	895.4984
TOMM6|100188893	2135.4894	TOMM6|100188893	2017.219
TOMM70A|9868	1765.414	TOMM70A|9868	1516.0317
TOMM7|54543	3004.6614	TOMM7|54543	3581.9048
TOP1MT|116447	522.0781	TOP1MT|116447	709.2063
TOP1P1|7151	86.787	TOP1P1|7151	76.8254
TOP1P2|7152	5.7632	TOP1P2|7152	5.7143
TOP1|7150	2274.43	TOP1|7150	2137.7778
TOP2A|7153	7615.8997	TOP2A|7153	363.8095
TOP2B|7155	3578.6084	TOP2B|7155	4036.5079
TOP3A|7156	731.5874	TOP3A|7156	375.5556
TOP3B|8940	234.5962	TOP3B|8940	274.9206
TOPBP1|11073	2065.9378	TOPBP1|11073	628.5714
TOPORS|10210	583.4393	TOPORS|10210	655.873
TOR1AIP1|26092	2579.8797	TOR1AIP1|26092	1472.6984
TOR1AIP2|163590	989.2364	TOR1AIP2|163590	313.0159
TOR1A|1861	944.8258	TOR1A|1861	929.8413
TOR1B|27348	464.4461	TOR1B|27348	594.6032
TOR2A|27433	162.7257	TOR2A|27433	257.7778
TOR3A|64222	2481.2272	TOR3A|64222	1215.5556
TOX2|84969	20.3407	TOX2|84969	78.7302
TOX3|27324	15.5945	TOX3|27324	181.9048
TOX4|9878	1224.4021	TOX4|9878	1825.2381
TOX|9760	108.1448	TOX|9760	52.381
lowly_expressed	lowly_expressed	TP53AIP1|63970	117.4603
TP53BP1|7158	2544.9614	TP53BP1|7158	1273.3333
TP53BP2|7159	2575.1335	TP53BP2|7159	998.4127
TP53I11|9537	1311.6366	TP53I11|9537	3667.9365
TP53I13|90313	985.1682	TP53I13|90313	468.254
TP53I3|9540	332.5706	TP53I3|9540	484.7619
TP53INP1|94241	438.0032	TP53INP1|94241	829.8413
TP53INP2|58476	1047.2074	TP53INP2|58476	858.4127
TP53RK|112858	254.2588	TP53RK|112858	561.5873
TP53TG1|11257	168.1498	TP53TG1|11257	415.87300000000005
lowly_expressed	lowly_expressed	TP53TG3B|729355	7.3016
TP53|7157	2880.2441	lowly_expressed	lowly_expressed
TP63|8626	269.8534	TP63|8626	2061.9048
TP73|7161	145.7751	TP73|7161	50.7937
TPBG|7162	669.8873	TPBG|7162	1493.3333
TPCN1|53373	611.5773	TPCN1|53373	1386.0317
TPCN2|219931	168.9228	TPCN2|219931	317.4095
TPD52L1|7164	1363.8444	TPD52L1|7164	1742.8571
TPD52L2|7165	2096.4489	TPD52L2|7165	2272.6984
TPD52|7163	3631.8739	TPD52|7163	3455.4317
TPH1|7166	5.7632	lowly_expressed	lowly_expressed
TPI1P2|286016	36.6133	TPI1P2|286016	15.873
TPI1|7167	19756.9286	TPI1|7167	5429.2063
TPK1|27010	11.8654	TPK1|27010	71.4286
TPM1|7168	4362.9087	TPM1|7168	15305.6381
TPM2|7169	1121.112	TPM2|7169	10454.2857
TPM3|7170	18033.0536	TPM3|7170	5590.4762
TPM4|7171	26658.1914	TPM4|7171	14153.6508
TPMT|7172	614.2893	TPMT|7172	629.8413
lowly_expressed	lowly_expressed	TPO|7173	32.0635
TPP1|1200	3052.8011	TPP1|1200	3640.0
TPP2|7174	1464.8699	TPP2|7174	942.5397
TPPP3|51673	164.0817	TPPP3|51673	754.2857
TPPP|11076	461.73400000000004	TPPP|11076	589.2063
TPRA1|131601	543.0969	TPRA1|131601	606.3492
TPRG1L|127262	1261.8018	TPRG1L|127262	1843.1746
TPRG1|285386	11.1874	TPRG1|285386	411.1111
TPRKB|51002	419.6966	TPRKB|51002	362.5397
TPRN|286262	342.0629	TPRN|286262	392.0635
lowly_expressed	lowly_expressed	TPRXL|348825	10.1587
TPR|7175	9818.8762	TPR|7175	3257.2222
TPSAB1|7177	101.7035	TPSAB1|7177	428.8889
TPSB2|64499	133.5706	TPSB2|64499	1058.4127
TPSG1|25823	7.7973	lowly_expressed	lowly_expressed
TPST1|8460	210.8653	TPST1|8460	439.3651
TPST2|8459	250.5297	TPST2|8459	593.3333
TPT1|7178	57080.7696	TPT1|7178	78253.9683
TPTE2P1|646405	21.3577	TPTE2P1|646405	19.0476
TPX2|22974	1947.9617	TPX2|22974	209.5238
TRA2A|29896	1127.5532	TRA2A|29896	1253.0159
TRA2B|6434	3255.1911	TRA2B|6434	2547.3016
TRABD|80305	517.332	TRABD|80305	686.3492
TRADD|8717	334.6046	TRADD|8717	526.6667
TRAF1|7185	123.4003	TRAF1|7185	252.0635
TRAF2|7186	548.5211	TRAF2|7186	361.9048
TRAF3IP1|26146	472.9214	TRAF3IP1|26146	622.5397
TRAF3IP2|10758	838.3761	TRAF3IP2|10758	810.1587
TRAF3IP3|80342	163.4037	TRAF3IP3|80342	104.4444
TRAF3|7187	143.40200000000002	TRAF3|7187	178.0952
TRAF4|9618	2012.3739	TRAF4|9618	1313.9683
TRAF5|7188	293.2452	TRAF5|7188	742.8571
TRAF6|7189	149.5042	TRAF6|7189	184.127
TRAF7|84231	1583.3105	TRAF7|84231	1672.7556
TRAFD1|10906	620.0525	TRAFD1|10906	1018.4127
TRAIP|10293	156.2844	TRAIP|10293	59.3651
TRAK1|22906	930.5873	TRAK1|22906	1649.5238
TRAK2|66008	846.5124	TRAK2|66008	1138.0952
TRAM1L1|133022	99.3305	TRAM1L1|133022	137.4603
TRAM1|23471	4548.5211	TRAM1|23471	3350.1587
TRAM2|9697	920.4169999999999	TRAM2|9697	1032.6984
TRANK1|9881	357.6574	TRANK1|9881	638.7302
TRAP1|10131	2682.5663	TRAP1|10131	1528.1365
TRAPPC10|7109	1188.9143	TRAPPC10|7109	877.4603
TRAPPC1|58485	1821.5103	TRAPPC1|58485	1419.3651
TRAPPC2L|51693	374.269	TRAPPC2L|51693	691.4286
TRAPPC2P1|10597	109.1109	TRAPPC2P1|10597	163.2571
TRAPPC2|6399	185.1004	TRAPPC2|6399	429.5238
TRAPPC3|27095	1319.4339	TRAPPC3|27095	1332.381
TRAPPC4|51399	396.3048	TRAPPC4|51399	950.4762
TRAPPC5|126003	488.51599999999996	TRAPPC5|126003	494.2857
TRAPPC6A|79090	229.511	TRAPPC6A|79090	486.9841
TRAPPC6B|122553	399.6949	TRAPPC6B|122553	653.3333
TRAPPC9|83696	1056.0217	TRAPPC9|83696	546.3492
lowly_expressed	lowly_expressed	TRAT1|50852	6.6667
TRDMT1|1787	87.126	TRDMT1|1787	104.4444
lowly_expressed	lowly_expressed	TRDN|10345	35.873000000000005
TREM1|54210	78.3117	TREM1|54210	13.6508
TREM2|54209	87.126	TREM2|54209	563.8095
lowly_expressed	lowly_expressed	TREML1|340205	6.0317
lowly_expressed	lowly_expressed	TREML2|79865	6.0317
TRERF1|55809	105.4327	lowly_expressed	lowly_expressed
TREX1|11277	233.4232	TREX1|11277	292.85400000000004
TREX2|11219	12.1095	TREX2|11219	5.3841
lowly_expressed	lowly_expressed	TRHDE|29953	6.053999999999999
lowly_expressed	lowly_expressed	TRH|7200	30.1587
TRIAP1|51499	526.8243	TRIAP1|51499	606.9841
TRIB1|10221	1191.2874	TRIB1|10221	2121.5873
TRIB2|28951	845.4954	TRIB2|28951	1080.0
TRIB3|57761	456.9879	TRIB3|57761	351.746
TRIL|9865	207.8142	TRIL|9865	1104.127
TRIM11|81559	907.8735	TRIM11|81559	551.4286
TRIM13|10206	347.6837	TRIM13|10206	727.5302
TRIM14|9830	886.2683	TRIM14|9830	1247.3683
TRIM16L|147166	137.2625	TRIM16L|147166	130.47299999999998
TRIM16|10626	583.7783	TRIM16|10626	364.0825
TRIM17|51127	137.9778	TRIM17|51127	95.87299999999999
TRIM21|6737	359.0135	TRIM21|6737	569.2063
TRIM22|10346	470.5484	TRIM22|10346	1499.3651
TRIM23|373	262.0561	TRIM23|373	326.6667
TRIM24|8805	1072.2943	TRIM24|8805	527.619
TRIM25|7706	1969.9975	TRIM25|7706	1864.7619
TRIM26|7726	2051.3603	TRIM26|7726	1618.0952
TRIM27|5987	1420.7984	TRIM27|5987	1517.7778
TRIM28|10155	6688.3634	TRIM28|10155	5186.9841
TRIM29|23650	9633.0197	TRIM29|23650	6794.6032
TRIM2|23321	735.3166	TRIM2|23321	1257.7778
TRIM32|22954	450.8857	TRIM32|22954	467.3016
TRIM33|51592	1474.0232	TRIM33|51592	1120.9524
TRIM34|53840	109.8398	TRIM34|53840	324.127
TRIM35|23087	409.8652	TRIM35|23087	478.0952
TRIM36|55521	78.3117	TRIM36|55521	200.0
TRIM37|4591	881.7866	TRIM37|4591	691.1524
TRIM38|10475	501.3984	TRIM38|10475	654.6032
TRIM39|56658	426.3649	TRIM39|56658	496.4667
TRIM3|10612	120.3492	TRIM3|10612	387.619
TRIM41|90933	259.1304	TRIM41|90933	762.8984
TRIM44|54765	1129.5873	TRIM44|54765	892.3810000000001
TRIM45|80263	221.0357	TRIM45|80263	295.5556
TRIM46|80128	123.4003	lowly_expressed	lowly_expressed
TRIM47|91107	1352.318	TRIM47|91107	856.1905
TRIM4|89122	637.6812	TRIM4|89122	1011.7460000000001
TRIM52|84851	38.9864	TRIM52|84851	195.2381
lowly_expressed	lowly_expressed	TRIM54|57159	13.0159
TRIM56|81844	524.4512	TRIM56|81844	332.6984
TRIM58|25893	9.8313	TRIM58|25893	80.9143
TRIM59|286827	113.1689	TRIM59|286827	93.0476
TRIM5|85363	269.0194	TRIM5|85363	681.673
TRIM62|55223	241.7154	TRIM62|55223	253.9683
TRIM65|201292	405.4581	TRIM65|201292	366.6667
TRIM66|9866	145.7751	TRIM66|9866	442.8571
TRIM68|55128	196.9658	TRIM68|55128	411.4286
TRIM69|140691	96.137	TRIM69|140691	22.5397
TRIM6|117854	60.0051	TRIM6|117854	220.6349
lowly_expressed	lowly_expressed	TRIM74|378108	7.9365
TRIM78P|117852	6.2582	TRIM78P|117852	6.581
TRIM7|81786	8.4753	TRIM7|81786	42.8571
TRIM8|81603	1086.1937	TRIM8|81603	2275.2381
TRIM9|114088	16.9506	TRIM9|114088	118.4127
TRIML2|205860	16.9506	lowly_expressed	lowly_expressed
TRIOBP|11078	868.8872	TRIOBP|11078	2029.5238
TRIO|7204	1391.3043	TRIO|7204	1460.6349
TRIP10|9322	1506.9074	TRIP10|9322	1091.4286
TRIP11|9321	1240.1051	TRIP11|9321	1013.9683
TRIP12|9320	1996.7794	TRIP12|9320	3078.0952
TRIP13|9319	878.0405	TRIP13|9319	90.4762
TRIP4|9325	827.5278	TRIP4|9325	550.1587
TRIP6|7205	1783.88	TRIP6|7205	1660.0
TRIT1|54802	458.0049	TRIT1|54802	425.7143
TRMT112|51504	1138.4016	TRMT112|51504	1985.7143
TRMT11|60487	395.2877	TRMT11|60487	274.6032
TRMT12|55039	133.5706	TRMT12|55039	356.5079
TRMT1|55621	781.4222	TRMT1|55621	566.0317
TRMT2A|27037	343.7579	TRMT2A|27037	565.7143
TRMT2B|79979	553.9452	TRMT2B|79979	322.8571
TRMT5|57570	496.6523	TRMT5|57570	549.5238
TRMT61A|115708	484.7868	TRMT61A|115708	445.0794
TRMT61B|55006	392.6129	TRMT61B|55006	316.3524
TRMT6|51605	603.441	TRMT6|51605	398.4127
TRMU|55687	243.4105	TRMU|55687	261.9048
TRNAU1AP|54952	339.6898	TRNAU1AP|54952	392.0635
TRNP1|388610	317.654	TRNP1|388610	718.7302
TRNT1|51095	298.0354	TRNT1|51095	332.219
TROAP|10024	602.7629	TROAP|10024	33.3333
TROVE2|6738	1285.1225	TROVE2|6738	965.9206
TRO|7216	21.0187	TRO|7216	268.5714
TRPC1|7220	81.0238	TRPC1|7220	149.5238
TRPC3|7222	32.8841	lowly_expressed	lowly_expressed
TRPC4AP|26133	1567.2515	TRPC4AP|26133	2033.3333
TRPC4|7223	6.1022	lowly_expressed	lowly_expressed
TRPC6|7225	73.2265	TRPC6|7225	202.8571
TRPM2|7226	401.0509	TRPM2|7226	314.6032
lowly_expressed	lowly_expressed	TRPM3|80036	5.3968
TRPM4|54795	423.4257	TRPM4|54795	1063.1746
TRPM6|140803	102.3816	TRPM6|140803	87.3016
TRPM7|54822	1057.3777	TRPM7|54822	782.8571
TRPS1|7227	5048.9024	TRPS1|7227	4540.3175
TRPT1|83707	244.7665	TRPT1|83707	374.2857
TRPV1|7442	184.1919	TRPV1|7442	168.6286
TRPV2|51393	119.3321	lowly_expressed	lowly_expressed
TRPV3|162514	7.7973	lowly_expressed	lowly_expressed
TRPV4|59341	249.1737	TRPV4|59341	174.2857
TRPV6|55503	339.3508	TRPV6|55503	256.8254
TRRAP|8295	4297.4591	TRRAP|8295	1615.4317
TRUB1|142940	651.2416	TRUB1|142940	345.0794
TRUB2|26995	787.8634	TRUB2|26995	680.9524
TSC1|7248	542.7579	TSC1|7248	890.1587
TSC22D1|8848	9511.3145	TSC22D1|8848	7922.5397
TSC22D2|9819	393.2537	TSC22D2|9819	406.3492
TSC22D3|1831	1409.95	TSC22D3|1831	9935.2381
TSC22D4|81628	1643.1901	TSC22D4|81628	1144.7619
TSC2|7249	1191.9654	TSC2|7249	1672.381
TSEN15|116461	1661.4967	TSEN15|116461	555.873
TSEN2|80746	122.3833	TSEN2|80746	201.5873
TSEN34|79042	1265.531	TSEN34|79042	1169.5238
TSEN54|283989	632.257	TSEN54|283989	423.1746
TSFM|10102	1092.296	TSFM|10102	742.5397
TSG101|7251	1152.9791	TSG101|7251	1419.6825
TSGA10|80705	31.1891	TSGA10|80705	72.6984
TSGA14|95681	587.5074	TSGA14|95681	244.4444
TSHR|7253	25.0869	TSHR|7253	17.7778
TSHZ1|10194	530.5534	TSHZ1|10194	795.873
TSHZ2|128553	47.8007	TSHZ2|128553	402.8571
TSHZ3|57616	83.7359	TSHZ3|57616	401.9048
TSIX|9383	8.5431	TSIX|9383	72.1333
lowly_expressed	lowly_expressed	TSKS|60385	6.0317
TSKU|25987	1366.2175	TSKU|25987	1655.5556
TSLP|85480	7.1192	TSLP|85480	70.7937
TSNARE1|203062	181.7103	TSNARE1|203062	253.9683
TSNAXIP1|55815	12.8824	TSNAXIP1|55815	55.873000000000005
TSNAX|7257	1856.8252	TSNAX|7257	1083.4921
TSN|7247	2056.7845	TSN|7247	1967.3016
TSPAN10|83882	7.4583	TSPAN10|83882	14.2857
TSPAN11|441631	53.9029	TSPAN11|441631	271.1111
TSPAN12|23554	591.5756	TSPAN12|23554	202.2222
TSPAN13|27075	1095.3471	TSPAN13|27075	4204.7619
TSPAN14|81619	1705.9073	TSPAN14|81619	2636.5079
TSPAN15|23555	590.8975	TSPAN15|23555	1865.3968
TSPAN17|26262	454.6148	TSPAN17|26262	898.0952
TSPAN18|90139	252.9028	TSPAN18|90139	354.6032
TSPAN1|10103	19.3237	TSPAN1|10103	1209.5238
TSPAN2|10100	27.1209	TSPAN2|10100	268.8889
TSPAN31|6302	978.727	TSPAN31|6302	1218.4127
lowly_expressed	lowly_expressed	TSPAN32|10077	17.4603
TSPAN33|340348	421.3916	TSPAN33|340348	380.9524
TSPAN3|10099	6599.5423	TSPAN3|10099	3922.5397
TSPAN4|7106	527.5023	TSPAN4|7106	1404.4444
TSPAN5|10098	24.0698	TSPAN5|10098	333.9683
TSPAN6|7105	2590.05	TSPAN6|7105	1499.6825
TSPAN7|7102	65.4293	TSPAN7|7102	1202.5397
TSPAN8|7103	8.4753	TSPAN8|7103	64.4444
TSPAN9|10867	1142.1307	TSPAN9|10867	1812.6984
TSPO|706	1560.4712	TSPO|706	1561.2698
TSPYL1|7259	2727.265	TSPYL1|7259	3364.3016
TSPYL2|64061	455.6318	TSPYL2|64061	1766.9841
TSPYL3|128854	29.155	TSPYL3|128854	46.3492
TSPYL4|23270	1071.9553	TSPYL4|23270	1109.8413
TSPYL5|85453	791.5925	TSPYL5|85453	556.5079
TSR1|55720	2577.632	TSR1|55720	1317.1841
TSR2|90121	1105.1784	TSR2|90121	1077.1429
TSSC1|7260	759.7254	TSSC1|7260	327.619
TSSC4|10078	384.4394	TSSC4|10078	660.9524
TSSK1B|83942	9.8313	lowly_expressed	lowly_expressed
TSSK3|81629	29.3042	TSSK3|81629	31.9397
TSSK4|283629	9.8313	TSSK4|283629	11.4286
TSSK6|83983	25.4259	TSSK6|83983	19.3651
TSTA3|7264	997.3727	TSTA3|7264	1185.7143
TSTD1|100131187	1329.9229	TSTD1|100131187	1151.073
TSTD2|158427	293.1299	TSTD2|158427	560.8127
TST|7263	389.5245	TST|7263	833.9683
lowly_expressed	lowly_expressed	TTBK1|84630	8.254
TTBK2|146057	128.4855	TTBK2|146057	80.6349
TTC12|54970	127.4684	TTC12|54970	625.3968
TTC13|79573	1453.0045	TTC13|79573	217.4603
TTC14|151613	325.4513	TTC14|151613	981.9048
TTC15|51112	742.0968	TTC15|51112	860.0
lowly_expressed	lowly_expressed	TTC16|158248	8.254
TTC17|55761	2884.9903	TTC17|55761	1511.4286
TTC18|118491	53.5639	TTC18|118491	173.6762
TTC19|54902	1537.8218	TTC19|54902	1572.9968
TTC1|7265	467.8363	TTC1|7265	1145.0794
TTC21A|199223	53.5639	TTC21A|199223	141.5873
TTC21B|79809	292.5638	TTC21B|79809	393.9619
TTC22|55001	132.8926	TTC22|55001	59.0476
lowly_expressed	lowly_expressed	TTC23L|153657	26.9841
TTC23|64927	530.2144	TTC23|64927	526.6667
TTC25|83538	21.3577	TTC25|83538	65.7143
TTC26|79989	225.1038	TTC26|79989	106.0317
