gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
CHD7|55636	166.49099999999999	CHD7|55636	513.4218
CHD8|57680	2011.0643	CHD8|57680	2050.3265
CHD9|80205	944.6786	CHD9|80205	912.2105
CHDH|55349	477.3446	CHDH|55349	725.885
CHEK1|1111	63.2244	CHEK1|1111	65.3446
CHEK2|11200	172.2866	CHEK2|11200	168.4023
CHERP|10523	1478.2561	CHERP|10523	1302.4334
CHFR|55743	260.8008	CHFR|55743	316.6412
CHGA|1113	16.8599	CHGA|1113	16.8029
lowly_expressed	lowly_expressed	CHGB|1114	181.0979
CHI3L1|1116	112.2234	CHI3L1|1116	2058.9147
CHI3L2|1117	9.4837	CHI3L2|1117	470.1077
CHIC1|53344	326.6596	CHIC1|53344	289.0098
CHIC2|26511	183.3509	CHIC2|26511	281.1684
CHID1|66005	1751.3172	CHID1|66005	1605.9833
CHIT1|1118	37.9347	CHIT1|1118	488.4041
CHKA|1119	548.9989	CHKA|1119	719.5373
CHKB-CPT1B|386593	210.0211	CHKB-CPT1B|386593	146.1478
CHKB|1120	264.3203	CHKB|1120	257.5324
CHL1|10752	124.3414	CHL1|10752	1377.0906
CHML|1122	289.2518	CHML|1122	361.4489
CHMP1A|5119	1216.5437	CHMP1A|5119	2052.5669
CHMP1B|57132	1464.6997	CHMP1B|57132	1908.4354
CHMP2A|27243	1959.431	CHMP2A|27243	1809.8584
CHMP2B|25978	1365.1212	CHMP2B|25978	1166.8677
CHMP4A|29082	1109.8209	CHMP4A|29082	969.0379
CHMP4B|128866	3942.0443	CHMP4B|128866	3506.5774
CHMP4C|92421	437.8293	CHMP4C|92421	406.63
CHMP5|51510	1750.6902	CHMP5|51510	1208.0236
CHMP6|79643	352.4763	CHMP6|79643	543.2936
CHMP7|91782	665.4373	CHMP7|91782	1173.5888
CHM|1121	672.8135	CHM|1121	459.2791
CHN1|1123	138.5669	CHN1|1123	480.5628
CHN2|1124	101.686	CHN2|1124	61.2372
CHODL|140578	31.0854	CHODL|140578	33.2324
CHORDC1|26973	298.2086	CHORDC1|26973	285.2758
CHPF2|54480	1253.9515	CHPF2|54480	1203.8339999999998
CHPF|79586	1281.8757	CHPF|79586	1828.4649
CHPT1|56994	5008.4299	CHPT1|56994	3177.6141
CHP|11261	4554.2677	CHP|11261	2643.282
CHRAC1|54108	895.1528	CHRAC1|54108	651.9523
CHRDL1|91851	1518.4405	CHRDL1|91851	3820.2314
CHRD|8646	53.2139	CHRD|8646	322.98900000000003
lowly_expressed	lowly_expressed	CHRFAM7A|89832	24.6442
CHRM1|1128	8.9568	CHRM1|1128	57.8766
CHRM3|1131	26.3435	CHRM3|1131	26.8846
CHRNA10|57053	10.0105	CHRNA10|57053	8.2147
lowly_expressed	lowly_expressed	CHRNA1|1134	17.5497
lowly_expressed	lowly_expressed	CHRNA2|1135	6.3478
lowly_expressed	lowly_expressed	CHRNA3|1136	9.3349
CHRNA5|1138	90.0948	CHRNA5|1138	29.125
CHRNB1|1140	46.8915	CHRNB1|1140	154.2132
lowly_expressed	lowly_expressed	CHRNB2|1141	73.5593
CHRNE|1145	10.8535	CHRNE|1145	35.245
CHST10|9486	89.0411	CHST10|9486	390.5739
CHST11|50515	100.6322	CHST11|50515	92.2292
CHST12|55501	259.2202	CHST12|55501	315.1476
lowly_expressed	lowly_expressed	CHST13|166012	6.7212
CHST14|113189	635.9326	CHST14|113189	619.8401
CHST15|51363	531.0854	CHST15|51363	922.2922
CHST1|8534	70.6006	CHST1|8534	76.5465
CHST2|9435	120.1264	CHST2|9435	276.6877
CHST3|9469	245.5216	CHST3|9469	1573.8711
lowly_expressed	lowly_expressed	CHST4|10164	20.5369
lowly_expressed	lowly_expressed	CHST5|23563	9.3499
CHST6|4166	6.8493	CHST6|4166	26.5112
CHST7|56548	50.5796	CHST7|56548	145.2517
lowly_expressed	lowly_expressed	CHST8|64377	156.0802
CHST9|83539	25.8166	CHST9|83539	343.5258
CHSY1|22856	2604.8472	CHSY1|22856	3466.6239
CHSY3|337876	78.5037	CHSY3|337876	45.1811
CHTF18|63922	149.6312	CHTF18|63922	122.101
CHTF8|54921	1997.6449	CHTF8|54921	2555.907
CHUK|1147	503.1612	CHUK|1147	582.8737
CHURC1|91612	1574.2887	CHURC1|91612	1588.9191
CIAO1|9391	2540.569	CIAO1|9391	1737.4193
CIAPIN1|57019	559.0095	CIAPIN1|57019	757.9972
CIB1|10519	2997.3656	CIB1|10519	1391.6531
CIB2|10518	175.4478	CIB2|10518	106.4183
CIC|23152	1301.8967	CIC|23152	2168.6936
CIDEA|1149	246.0485	CIDEA|1149	148.6123
CIDEB|27141	489.4995	CIDEB|27141	404.1021
CIDECP|152302	60.0632	CIDECP|152302	61.983999999999995
CIDEC|63924	778.1876	CIDEC|63924	534.7054
CIITA|4261	109.0622	CIITA|4261	103.8045
CILP2|148113	599.5785	CILP2|148113	47.4215
CILP|8483	5161.2223	CILP|8483	3210.8465
CINP|51550	509.4837	CINP|51550	338.2983
CIR1|9541	1032.1391	CIR1|9541	739.3274
CIRBP|1153	5212.3288	CIRBP|1153	7148.6981
CIRH1A|84916	724.9737	CIRH1A|84916	1026.4702
CISD1|55847	161.2223	CISD1|55847	249.803
CISD2|493856	601.686	CISD2|493856	456.2919
CISD3|284106	892.0759	CISD3|284106	744.5101
CISH|1154	1284.51	CISH|1154	795.337
CITED1|4435	10.0105	CITED1|4435	454.4249
CITED2|10370	2237.6185	CITED2|10370	2066.0092
CITED4|163732	796.628	CITED4|163732	1536.5314
CIT|11113	418.86199999999997	CIT|11113	106.0449
CIZ1|25792	1993.6776	CIZ1|25792	2202.6728
CKAP2L|150468	74.2887	CKAP2L|150468	6.3478
CKAP2|26586	657.0074	CKAP2|26586	181.4713
CKAP4|10970	3951.0011	CKAP4|10970	2193.3378
CKAP5|9793	2652.7924	CKAP5|9793	1730.3247
CKB|1152	275.5532	CKB|1152	684.8113
CKLF|51192	207.0601	CKLF|51192	276.3143
CKMT1A|548596	291.3593	CKMT1A|548596	177.7373
CKMT1B|1159	285.0369	CKMT1B|1159	244.9489
CKMT2|1160	21.6017	CKMT2|1160	21.6571
CKS1B|1163	777.1338	CKS1B|1163	485.417
CKS2|1164	343.5195	CKS2|1164	81.4007
CLASP1|23332	1206.0063	CLASP1|23332	1369.2492
CLASP2|23122	885.6691	CLASP2|23122	1148.1978
CLCA2|9635	422.0232	CLCA2|9635	183.3382
CLCA4|22802	11.5911	CLCA4|22802	105.6715
CLCC1|23155	992.8346	CLCC1|23155	822.666
CLCF1|23529	121.7071	CLCF1|23529	196.7806
lowly_expressed	lowly_expressed	CLCN1|1180	5.9744
CLCN2|1181	93.7829	CLCN2|1181	59.3702
CLCN3|1182	1936.7756	CLCN3|1182	1173.5888
CLCN4|1183	50.5796	CLCN4|1183	165.4152
CLCN5|1184	123.2877	CLCN5|1184	134.7966
CLCN6|1185	337.19699999999995	CLCN6|1185	428.6605
CLCN7|1186	872.4974	CLCN7|1186	1427.4992
CLCNKA|1187	5.7956	CLCNKA|1187	5.9744
lowly_expressed	lowly_expressed	CLCNKB|1188	6.3478
CLDN10|9071	12.3815	CLDN10|9071	26.4776
CLDN11|5010	83.7724	CLDN11|5010	1177.3228
CLDN12|9069	1791.8862	CLDN12|9069	1128.7811
CLDN15|24146	122.2339	CLDN15|24146	156.827
CLDN18|51208	8.9568	lowly_expressed	lowly_expressed
CLDN19|149461	16.8599	CLDN19|149461	183.3382
CLDN1|9076	1789.2518	CLDN1|9076	1017.882
CLDN23|137075	95.8904	CLDN23|137075	166.5354
CLDN3|1365	1818.2297	CLDN3|1365	1626.1468
CLDN4|1364	3960.4847	CLDN4|1364	7601.2561
CLDN5|7122	287.6712	CLDN5|7122	1423.3919
CLDN6|9074	5.2687	lowly_expressed	lowly_expressed
CLDN7|1366	1027.3973	CLDN7|1366	2214.9949
CLDN8|9073	53.7408	CLDN8|9073	1209.8084
lowly_expressed	lowly_expressed	CLDN9|9080	5.601
CLDND1|56650	2410.9589	CLDND1|56650	1106.3773
CLEC10A|10462	31.0854	CLEC10A|10462	134.4232
CLEC11A|6320	194.942	CLEC11A|6320	115.7533
CLEC12A|160364	9.4837	CLEC12A|160364	28.3782
CLEC14A|161198	968.3878	CLEC14A|161198	899.515
CLEC16A|23274	604.8472	CLEC16A|23274	847.9861
lowly_expressed	lowly_expressed	CLEC17A|388512	7.468
CLEC1A|51267	113.804	CLEC1A|51267	160.1876
CLEC2B|9976	247.1022	CLEC2B|9976	368.1701
CLEC2D|29121	500.5269	CLEC2D|29121	372.2775
lowly_expressed	lowly_expressed	CLEC3A|10143	49.6619
CLEC3B|7123	518.4405	CLEC3B|7123	7474.6743
CLEC4A|50856	16.333	CLEC4A|50856	48.9151
CLEC4E|26253	20.0211	CLEC4E|26253	28.0048
CLEC4F|165530	9.4837	CLEC4F|165530	21.2837
lowly_expressed	lowly_expressed	CLEC4GP1|440508	7.0946
lowly_expressed	lowly_expressed	CLEC4G|339390	18.2965
CLEC5A|23601	32.1391	CLEC5A|23601	5.601
CLEC7A|64581	100.6322	CLEC7A|64581	99.3238
lowly_expressed	lowly_expressed	CLECL1|160365	11.5753
CLGN|1047	312.961	CLGN|1047	42.5673
CLIC1|1192	6898.314	CLIC1|1192	6475.8356
CLIC2|1193	356.6913	CLIC2|1193	619.0933
CLIC3|9022	19.4942	CLIC3|9022	28.3782
CLIC4|25932	3262.3815	CLIC4|25932	6177.1174
CLIC5|53405	297.6818	CLIC5|53405	334.9377
CLIC6|54102	34.7734	CLIC6|54102	608.6382
CLINT1|9685	2177.0285	CLINT1|9685	1641.4561
CLIP1|6249	1783.4563	CLIP1|6249	3283.659
CLIP2|7461	304.5311	CLIP2|7461	548.8946
CLIP3|25999	326.1328	CLIP3|25999	820.3547
CLIP4|79745	653.8462	CLIP4|79745	810.2729
CLK1|1195	1002.1075	CLK1|1195	633.6558
CLK2P|1197	20.5479	CLK2P|1197	7.0946
CLK2|1196	920.9694	CLK2|1196	411.4842
CLK3|1198	709.1675	CLK3|1198	663.5276
CLK4|57396	278.7144	CLK4|57396	197.9008
CLMN|79789	1281.8757	CLMN|79789	1810.9786
CLN3|1201	1517.3867	CLN3|1201	1118.6994
CLN5|1203	622.7608	CLN5|1203	920.0518
CLN6|54982	1351.4226	CLN6|54982	701.2408
CLN8|2055	117.4921	CLN8|2055	569.8048
CLNS1A|1207	3048.4721	CLNS1A|1207	1433.8470000000002
CLOCK|9575	620.6533	CLOCK|9575	231.1331
CLP1|10978	139.6207	CLP1|10978	261.3784
CLPB|81570	150.6849	CLPB|81570	191.553
CLPP|8192	688.6196	CLPP|8192	610.5052
CLPTM1L|81037	1834.5627	CLPTM1L|81037	1730.6981
CLPTM1|1209	3130.6639	CLPTM1|1209	2639.548
CLPX|10845	561.117	CLPX|10845	582.1269
CLSPN|63967	43.7302	CLSPN|63967	10.8285
CLSTN1|22883	5828.7671	CLSTN1|22883	7509.4003
CLSTN2|64084	2116.4384	CLSTN2|64084	450.3176
CLSTN3|9746	1190.7271	CLSTN3|9746	1036.1785
CLTA|1211	2624.8683	CLTA|1211	2170.9339999999997
CLTB|1212	1060.5901	CLTB|1212	1305.0248
CLTCL1|8218	25.2898	CLTCL1|8218	34.3526
CLTC|1213	9630.136999999999	CLTC|1213	8589.6397
CLUAP1|23059	436.7756	CLUAP1|23059	486.1637
CLUL1|27098	203.8988	CLUL1|27098	61.983999999999995
CLU|1191	3302.9505	CLU|1191	26709.1344
CLVS1|157807	13.7619	CLVS1|157807	12.535
CLYBL|171425	177.5553	CLYBL|171425	169.1491
lowly_expressed	lowly_expressed	CMA1|1215	54.8895
CMAH|8418	533.7197	CMAH|8418	271.4601
CMAS|55907	630.137	CMAS|55907	678.0901
CMBL|134147	1834.5627	CMBL|134147	802.0582
CMC1|152100	109.0622	CMC1|152100	115.3799
CMIP|80790	1350.8957	CMIP|80790	1661.2462
CMKLR1|1240	795.5743	CMKLR1|1240	218.81099999999998
CMPK1|51727	2654.373	CMPK1|51727	3957.2684
CMPK2|129607	260.8008	CMPK2|129607	141.8911
CMTM1|113540	48.4721	CMTM1|113540	75.7997
lowly_expressed	lowly_expressed	CMTM2|146225	5.601
CMTM3|123920	534.2466	CMTM3|123920	1403.9752
CMTM4|146223	974.1834	CMTM4|146223	1282.621
lowly_expressed	lowly_expressed	CMTM5|116173	10.4551
CMTM6|54918	2761.8546	CMTM6|54918	2919.9697
CMTM7|112616	342.9926	CMTM7|112616	1322.2011
CMTM8|152189	81.6649	CMTM8|152189	154.96
CMYA5|202333	883.5616	CMYA5|202333	1062.6897
CNBP|7555	7086.4067	CNBP|7555	8969.7585
CNDP2|55748	3258.6934	CNDP2|55748	3739.9509
CNFN|84518	69.5469	CNFN|84518	57.8766
CNGA1|1259	195.9958	CNGA1|1259	72.8125
CNGA3|1261	34.7734	CNGA3|1261	21.6571
CNIH2|254263	18.4405	lowly_expressed	lowly_expressed
CNIH3|149111	103.2666	CNIH3|149111	45.9279
CNIH4|29097	829.294	CNIH4|29097	673.6094
CNIH|10175	1662.2761	CNIH|10175	1073.5183
CNKSR1|10256	939.9368	lowly_expressed	lowly_expressed
CNKSR2|22866	11.0643	CNKSR2|22866	47.0481
CNKSR3|154043	111.6965	CNKSR3|154043	248.3094
CNN1|1264	95.3635	CNN1|1264	8779.6991
CNN2|1265	2566.9125	CNN2|1265	4355.6837
CNN3|1266	2170.706	CNN3|1266	7452.2704
CNNM1|26507	9.4837	CNNM1|26507	41.8205
CNNM2|54805	340.8851	CNNM2|54805	160.9344
CNNM3|26505	888.8303	CNNM3|26505	879.7249
CNNM4|26504	857.2181	CNNM4|26504	771.0662
CNOT10|25904	718.1243	CNOT10|25904	629.1751
CNOT1|23019	2400.0421	CNOT1|23019	3461.2619
CNOT2|4848	1312.4341	CNOT2|4848	1163.1337
CNOT3|4849	1224.9737	CNOT3|4849	932.3739999999999
CNOT4|4850	507.3762	CNOT4|4850	374.1445
CNOT6L|246175	1417.2813	CNOT6L|246175	1180.6834
CNOT6|57472	1062.1707	CNOT6|57472	644.4844
CNOT7|29883	1344.0464	CNOT7|29883	1446.1691
CNOT8|9337	1581.138	CNOT8|9337	1159.0263
CNO|55330	252.3709	CNO|55330	299.0915
CNPY2|10330	1464.6997	CNPY2|10330	1181.0568
CNPY3|10695	1472.0759	CNPY3|10695	1230.3453
CNPY4|245812	217.5975	CNPY4|245812	332.6973
CNP|1267	1341.9758	CNP|1267	2025.3574
CNR1|1268	57.4289	CNR1|1268	51.9023
CNRIP1|25927	229.1886	CNRIP1|25927	399.1621
CNST|163882	1275.5532	CNST|163882	689.2921
CNTD1|124817	48.8936	CNTD1|124817	68.3168
lowly_expressed	lowly_expressed	CNTD2|79935	10.0817
CNTFR|1271	147.5237	CNTFR|1271	150.4793
lowly_expressed	lowly_expressed	CNTF|1270	32.859
CNTLN|54875	216.0169	CNTLN|54875	225.1588
CNTN1|1272	68.4932	CNTN1|1272	320.3752
CNTN2|6900	122.2339	lowly_expressed	lowly_expressed
CNTN3|5067	9.4837	CNTN3|5067	54.1427
CNTN4|152330	120.6533	CNTN4|152330	604.1574
CNTN6|27255	5.2687	CNTN6|27255	9.7083
CNTNAP1|8506	121.1802	CNTNAP1|8506	220.678
CNTNAP2|26047	40.569	CNTNAP2|26047	7.468
CNTNAP3|79937	38.4615	CNTNAP3|79937	155.7068
CNTROB|116840	463.6459	CNTROB|116840	690.0389
COASY|80347	1208.1138	COASY|80347	1409.2028
COBLL1|22837	1005.2687	COBLL1|22837	916.6912
COBL|23242	1642.255	COBL|23242	1169.1081
COBRA1|25920	1082.7187	COBRA1|25920	1368.8758
COCH|1690	46.3646	COCH|1690	14.1891
COG1|9382	784.8209	COG1|9382	728.7079
COG2|22796	2413.0664	COG2|22796	621.7071
COG3|83548	805.058	COG3|83548	694.893
COG4|25839	733.9305	COG4|25839	1042.8997
COG5|10466	981.9652	COG5|10466	746.1381
COG6|57511	811.9073	COG6|57511	545.1606
COG7|91949	753.9515	COG7|91949	665.768
COG8|84342	277.6185	COG8|84342	465.0967
COIL|8161	504.7418	COIL|8161	365.5563
COL10A1|1300	262.3815	COL10A1|1300	19.4167
COL11A1|1301	138.5669	COL11A1|1301	17.1763
lowly_expressed	lowly_expressed	COL11A2|1302	9.7083
COL12A1|1303	4352.4763	COL12A1|1303	3969.5905
COL13A1|1305	6.8493	COL13A1|1305	7.8414
COL14A1|7373	6631.1907	COL14A1|7373	6503.0936
COL15A1|1306	5490.5163	COL15A1|1306	2894.5786
COL16A1|1307	1443.098	COL16A1|1307	3073.0627
COL17A1|1308	100.6322	lowly_expressed	lowly_expressed
COL18A1|80781	3041.6228	COL18A1|80781	4978.8844
COL1A1|1277	89961.5385	COL1A1|1277	21403.5271
COL1A2|1278	59236.5648	COL1A2|1278	44148.2986
COL21A1|81578	80.0843	COL21A1|81578	52.2757
lowly_expressed	lowly_expressed	COL22A1|169044	9.3349
lowly_expressed	lowly_expressed	COL23A1|91522	21.2837
COL24A1|255631	29.5047	COL24A1|255631	8.2147
COL25A1|84570	24.7629	COL25A1|84570	29.4984
COL27A1|85301	41.0959	COL27A1|85301	254.6572
COL28A1|340267	12.118	COL28A1|340267	15.6827
lowly_expressed	lowly_expressed	COL2A1|1280	69.8254
COL3A1|1281	72225.5005	lowly_expressed	lowly_expressed
COL4A1|1282	12981.0327	COL4A1|1282	3027.8816
COL4A2|1284	10875.6586	COL4A2|1284	6413.4782
COL4A3BP|10087	2072.7081	COL4A3BP|10087	1122.8068
lowly_expressed	lowly_expressed	COL4A3|1285	29.125
COL4A4|1286	28.451	COL4A4|1286	109.0321
COL4A5|1287	302.9505	COL4A5|1287	826.7024
COL4A6|1288	32.1391	COL4A6|1288	342.779
COL5A1|1289	7924.1307	COL5A1|1289	2757.1683
COL5A2|1290	7191.254	COL5A2|1290	1719.4962
COL5A3|50509	819.8103	COL5A3|50509	259.8848
COL6A1|1291	13067.9663	COL6A1|1291	12897.1551
COL6A2|1292	14136.4594	COL6A2|1292	26342.0845
COL6A3|1293	25585.353	COL6A3|1293	14509.4862
COL6A6|131873	58.4826	COL6A6|131873	209.4761
COL7A1|1294	71.1275	COL7A1|1294	545.9074
COL8A1|1295	837.197	COL8A1|1295	401.7759
COL8A2|1296	427.2919	COL8A2|1296	1812.0988
COL9A2|1298	73.235	COL9A2|1298	550.0147
COL9A3|1299	26.8704	COL9A3|1299	24.2708
COLEC11|78989	11.0643	COLEC11|78989	7.8414
COLEC12|81035	1815.0685	COLEC12|81035	865.9092
COLQ|8292	54.2677	COLQ|8292	23.8975
COMMD10|51397	288.725	COMMD10|51397	373.3977
COMMD1|150684	197.5764	COMMD1|150684	369.2903
COMMD2|51122	761.8546	COMMD2|51122	822.2216
COMMD3|23412	1836.3435	COMMD3|23412	597.0292
COMMD4|54939	643.3087	COMMD4|54939	662.7808
COMMD5|28991	395.8535	COMMD5|28991	504.4714
COMMD6|170622	1516.8599	COMMD6|170622	1706.4273
COMMD7|149951	1064.8051	COMMD7|149951	1125.7939
COMMD8|54951	238.1454	COMMD8|54951	227.0258
COMMD9|29099	565.8588	COMMD9|29099	678.0901
COMP|1311	1163.3298	COMP|1311	143.7581
COMTD1|118881	89.568	COMTD1|118881	82.8943
COMT|1312	2331.4015	COMT|1312	2314.6921
COPA|1314	11277.6607	COPA|1314	5720.4596
COPB1|1315	4183.3509	COPB1|1315	3345.2696
COPB2|9276	5645.9431	COPB2|9276	3372.5276
COPE|11316	1738.1454	COPE|11316	1788.5748
COPG2|26958	435.1949	COPG2|26958	649.3385
COPG|22820	5069.5469	COPG|22820	3809.4029
COPS2|9318	2459.9579	COPS2|9318	1538.3983
COPS3|8533	815.5954	COPS3|8533	1067.9173
COPS4|51138	896.7334	COPS4|51138	1055.9686
COPS5|10987	923.0769	COPS5|10987	1008.1737
COPS6|10980	1655.4268	COPS6|10980	1795.6693
COPS7A|50813	1289.2518	COPS7A|50813	1381.5713
COPS7B|64708	636.4594	COPS7B|64708	610.8786
COPS8|10920	1185.9694	COPS8|10920	1018.9910000000001
COPZ1|22818	4234.9842	COPZ1|22818	3306.0629
COPZ2|51226	175.4478	COPZ2|51226	405.1365
COQ10A|93058	107.4816	COQ10A|93058	130.6892
COQ10B|80219	618.5458	COQ10B|80219	856.5742
COQ2|27235	124.3414	COQ2|27235	138.9039
COQ3|51805	120.6533	COQ3|51805	135.17
COQ4|51117	990.5163	COQ4|51117	763.2248
COQ5|84274	535.3003	COQ5|84274	478.3224
COQ6|51004	490.2266	COQ6|51004	329.6168
COQ7|10229	457.3235	COQ7|10229	402.8961
COQ9|57017	637.5132	COQ9|57017	673.6094
CORIN|10699	12.118	CORIN|10699	21.2837
CORO1A|11151	438.3562	CORO1A|11151	508.5676
CORO1B|57175	2978.3983	CORO1B|57175	1728.8312
CORO1C|23603	1415.1739	CORO1C|23603	3720.9077
CORO2A|7464	2237.0917	CORO2A|7464	419.3256
CORO2B|10391	94.3098	CORO2B|10391	449.5708
CORO6|84940	6.8493	CORO6|84940	28.7516
CORO7|79585	457.9241	CORO7|79585	443.0662
CORT|1325	6.0906	lowly_expressed	lowly_expressed
COTL1|23406	926.765	COTL1|23406	1724.7238
COX10|1352	165.4373	COX10|1352	304.3191
COX11|1353	688.0822	COX11|1353	734.055
COX15|1355	1110.98	COX15|1355	1007.6845
COX16|51241	996.8388	COX16|51241	809.8995
COX17|10063	282.4025	COX17|10063	425.6733
COX18|285521	306.1117	COX18|285521	272.2069
COX19|90639	198.7882	COX19|90639	151.3194
COX4I1|1327	3390.4109999999996	COX4I1|1327	4548.3569
COX4I2|84701	34.2466	COX4I2|84701	38.0866
COX4NB|10328	260.8008	COX4NB|10328	484.6702
COX5A|9377	1726.5543	COX5A|9377	987.6368
COX5B|1329	1838.2508	COX5B|1329	1397.6274
COX6A1|1337	2436.7756	COX6A1|1337	1497.6979999999999
COX6B1|1340	4074.2887	COX6B1|1340	2027.1759
lowly_expressed	lowly_expressed	COX6B2|125965	16.0561
COX6C|1345	1249.7366	COX6C|1345	1619.799
COX7A1|1346	381.981	COX7A1|1346	505.9538
COX7A2L|9167	2354.0569	COX7A2L|9167	1642.5763
COX7A2|1347	1644.3625	COX7A2|1347	1089.201
COX7B|1349	1787.1444	COX7B|1349	1148.5712
COX7C|1350	3484.1939	COX7C|1350	3034.6028
COX8A|1351	2576.9231	COX8A|1351	1471.1868
CP110|9738	423.0769	CP110|9738	545.534
CPA1|1357	6.3224	lowly_expressed	lowly_expressed
CPA3|1359	51.6333	CPA3|1359	299.4649
CPA4|51200	7.3762	CPA4|51200	34.3526
CPAMD8|27151	26.8704	CPAMD8|27151	659.0469
lowly_expressed	lowly_expressed	CPB1|1360	6049.7888
CPD|1362	7947.313	CPD|1362	2545.8252
CPEB1|64506	5.7956	CPEB1|64506	75.0529
CPEB2|132864	1056.3751	CPEB2|132864	566.4442
CPEB3|22849	210.7482	CPEB3|22849	153.093
CPEB4|80315	1255.5321	CPEB4|80315	852.0935
CPE|1363	2228.6617	CPE|1363	3803.0551
CPLX1|10815	112.2234	CPLX1|10815	110.5257
CPLX2|10814	9.4837	lowly_expressed	lowly_expressed
CPM|1368	723.9199	CPM|1368	501.8465
CPNE1|8904	1766.059	CPNE1|8904	2072.0657
CPNE2|221184	559.5364	CPNE2|221184	703.1078
CPNE3|8895	3621.1802	CPNE3|8895	2606.689
CPNE5|57699	64.2782	CPNE5|57699	58.9968
CPNE7|27132	73.7619	CPNE7|27132	5.2276
CPNE8|144402	165.9642	CPNE8|144402	185.952
CPOX|1371	314.5416	CPOX|1371	220.678
CPPED1|55313	237.6185	CPPED1|55313	595.1959
CPS1|1373	35.3003	CPS1|1373	123.96799999999999
CPSF1|29894	1179.6628	CPSF1|29894	1228.1049
CPSF2|53981	1536.3541	CPSF2|53981	885.6992
CPSF3L|54973	1455.2160000000001	CPSF3L|54973	1250.8822
CPSF3|51692	1102.7397	CPSF3|51692	668.7552
CPSF4|10898	458.9041	CPSF4|10898	368.5435
CPSF6|11052	1575.8693	CPSF6|11052	1240.0536
CPSF7|79869	2439.4099	CPSF7|79869	2419.9902
CPT1A|1374	3573.7619	CPT1A|1374	2512.2194
CPT1B|1375	229.1517	CPT1B|1375	117.5979
CPT1C|126129	47.9452	CPT1C|126129	81.0273
CPT2|1376	883.0348	CPT2|1376	544.7872
CPVL|54504	458.9041	CPVL|54504	816.2473
CPXM1|56265	366.7018	CPXM1|56265	360.7021
CPXM2|119587	987.3551	CPXM2|119587	2779.1988
CPZ|8532	1486.8282	CPZ|8532	732.6062
CP|1356	239.8051	CP|1356	4524.4818
CR1|1378	21.6017	CR1|1378	85.8815
lowly_expressed	lowly_expressed	CR2|1380	18.6699
CRABP1|1381	24.236	CRABP1|1381	276.6877
CRABP2|1382	20070.6006	CRABP2|1382	5462.4343
CRADD|8738	74.8156	CRADD|8738	164.295
CRAMP1L|57585	576.9231	CRAMP1L|57585	530.2247
CRAT|1384	5162.803	CRAT|1384	928.64
CRB1|23418	11.5911	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CRB2|286204	101.1908
CRB3|92359	215.49	CRB3|92359	196.7806
CRBN|51185	743.1401	CRBN|51185	699.6203
CRCP|27297	844.5732	CRCP|27297	693.7728
CREB1|1385	1249.7366	CREB1|1385	1128.4077
CREB3L1|90993	824.5522	CREB3L1|90993	510.80800000000005
CREB3L2|64764	1694.4152	CREB3L2|64764	3700.3708
CREB3L4|148327	2700.7376	CREB3L4|148327	931.2538
CREB3|10488	1575.8693	CREB3|10488	1146.6183
CREB5|9586	129.0832	CREB5|9586	818.8611
CREBBP|1387	2834.0358	CREBBP|1387	2663.8189
CREBL2|1389	3859.3256	CREBL2|1389	2464.7979
CREBZF|58487	759.7471	CREBZF|58487	537.3192
CREG1|8804	7162.2761	CREG1|8804	2949.0947
CRELD1|78987	520.5479	CRELD1|78987	647.0981
CRELD2|79174	628.0295	CRELD2|79174	538.8128
CREM|1390	352.4763	CREM|1390	573.1654
CRHBP|1393	50.5796	CRHBP|1393	9.3349
lowly_expressed	lowly_expressed	CRHR1|1394	84.7613
CRIM1|51232	1752.3709	CRIM1|51232	5981.4571
CRIP1|1396	4812.960999999999	CRIP1|1396	2959.5498
CRIP2|1397	1342.4658	CRIP2|1397	4084.2236
CRIPAK|285464	177.5553	CRIPAK|285464	280.795
CRIPT|9419	501.5806	CRIPT|9419	430.9009
lowly_expressed	lowly_expressed	CRISP3|10321	10.8285
CRISPLD1|83690	110.6428	CRISPLD1|83690	1263.2043
CRISPLD2|83716	2126.4489	CRISPLD2|83716	4654.4018
CRKL|1399	2419.9157	CRKL|1399	1746.3808
CRK|1398	605.9009	CRK|1398	1025.35
CRLF1|9244	128.0295	CRLF1|9244	54.5161
CRLF3|51379	310.3267	CRLF3|51379	245.6957
CRLS1|54675	781.3488	CRLS1|54675	748.2889
CRMP1|1400	146.9968	CRMP1|1400	152.3462
CRNKL1|51340	1055.8483	CRNKL1|51340	712.4427
CRNN|49860	6.8493	lowly_expressed	lowly_expressed
CROCCL1|84809	101.3383	CROCCL1|84809	128.5496
CROCCL2|114819	43.2034	CROCCL2|114819	23.5241
CROCC|9696	297.1549	CROCC|9696	427.5403
CROT|54677	1192.3077	CROT|54677	548.5212
CRTAC1|55118	10.0105	CRTAC1|55118	71.6924
CRTAM|56253	14.7524	CRTAM|56253	14.5625
CRTAP|10491	6463.1191	CRTAP|10491	6612.4991
CRTC1|23373	428.3456	CRTC1|23373	390.5739
CRTC2|200186	1832.9821	CRTC2|200186	901.7553
CRTC3|64784	1095.8904	CRTC3|64784	1384.1851
CRY1|1407	673.8672	CRY1|1407	1213.9158
