gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
TMSB15A|11013	7.3762	lowly_expressed	lowly_expressed
TMSB15B|286527	9.4837	TMSB15B|286527	57.1298
TMSL3|7117	17656.4805	TMSL3|7117	35146.8013
TMTC1|83857	716.0169	TMTC1|83857	1237.0664
TMTC2|160335	178.0822	TMTC2|160335	270.3399
TMTC3|160418	1002.6344	TMTC3|160418	555.6157
TMTC4|84899	1034.7734	TMTC4|84899	373.0243
TMUB1|83590	729.1886	TMUB1|83590	392.8143
TMUB2|79089	662.803	TMUB2|79089	754.2633
TMX1|81542	1050.0527	TMX1|81542	1095.9221
TMX2|51075	2160.6955	TMX2|51075	1816.5796
TMX3|54495	972.0759	TMX3|54495	1053.3548
TMX4|56255	961.0116	TMX4|56255	995.1048
TNC|3371	3127.5026	TNC|3371	9371.5344
TNFAIP1|7126	1553.8829999999998	TNFAIP1|7126	2387.0901
TNFAIP2|7127	841.4119999999999	TNFAIP2|7127	1724.7238
TNFAIP3|7128	1227.0811	TNFAIP3|7128	1235.9462
TNFAIP6|7130	97.471	TNFAIP6|7130	177.3639
TNFAIP8L1|126282	134.8788	TNFAIP8L1|126282	104.5513
TNFAIP8L2|79626	46.8915	TNFAIP8L2|79626	66.4648
TNFAIP8L3|388121	66.9125	TNFAIP8L3|388121	291.997
TNFAIP8|25816	601.686	TNFAIP8|25816	299.4649
TNFRSF10A|8797	84.2993	TNFRSF10A|8797	99.6972
TNFRSF10B|8795	433.6143	TNFRSF10B|8795	853.2136
TNFRSF10C|8794	10.0105	TNFRSF10C|8794	64.5978
TNFRSF10D|8793	28.451	TNFRSF10D|8793	404.0163
TNFRSF11A|8792	23.1823	TNFRSF11A|8792	194.5402
TNFRSF11B|4982	21.6017	TNFRSF11B|4982	158.3206
TNFRSF12A|51330	251.84400000000002	TNFRSF12A|51330	1615.6917
TNFRSF14|8764	847.9821	TNFRSF14|8764	729.8916
TNFRSF17|608	45.3109	TNFRSF17|608	20.1635
TNFRSF18|8784	298.7355	TNFRSF18|8784	35.8462
TNFRSF19|55504	55.3214	TNFRSF19|55504	891.3002
TNFRSF1A|7132	1999.4731	TNFRSF1A|7132	3944.1995
TNFRSF1B|7133	652.2655	TNFRSF1B|7133	1431.98
TNFRSF21|27242	1338.2508	TNFRSF21|27242	1041.4061
TNFRSF25|8718	32.666	TNFRSF25|8718	36.593
TNFRSF4|7293	41.0959	TNFRSF4|7293	15.6827
TNFRSF6B|8771	9.9947	TNFRSF6B|8771	51.3534
TNFRSF8|943	27.3973	TNFRSF8|943	21.2837
lowly_expressed	lowly_expressed	TNFRSF9|3604	8.5881
TNFSF10|8743	7488.4089	TNFSF10|8743	3856.4509999999996
TNFSF12-TNFSF13|407977	58.3087	TNFSF12-TNFSF13|407977	180.8626
TNFSF12|8742	481.0959	TNFSF12|8742	1029.603
TNFSF13B|10673	30.5585	TNFSF13B|10673	48.5417
TNFSF13|8741	555.9589	TNFSF13|8741	906.3257
TNFSF15|9966	8.9568	TNFSF15|9966	5.2276
TNFSF18|8995	6.8493	lowly_expressed	lowly_expressed
TNFSF4|7292	57.4289	TNFSF4|7292	49.6619
TNFSF8|944	33.1928	TNFSF8|944	29.8718
TNFSF9|8744	15.2792	TNFSF9|8744	20.9103
lowly_expressed	lowly_expressed	TNF|7124	19.0433
TNIK|23043	24.236	TNIK|23043	258.0178
TNIP1|10318	2385.1423	TNIP1|10318	2807.577
TNIP2|79155	497.3656	TNIP2|79155	626.5613
TNIP3|79931	6.3224	lowly_expressed	lowly_expressed
TNK1|8711	337.7239	TNK1|8711	442.8496
TNK2|10188	840.8219	TNK2|10188	1049.1055
TNKS1BP1|85456	5056.902	TNKS1BP1|85456	6445.217
TNKS2|80351	1437.3024	TNKS2|80351	1357.3005
TNKS|8658	722.1233	TNKS|8658	959.2586
TNMD|64102	37.4078	TNMD|64102	51.9023
lowly_expressed	lowly_expressed	TNNC2|7125	12.6955
TNNI1|7135	138.5669	TNNI1|7135	43.6875
TNNI3K|51086	33.8725	TNNI3K|51086	41.3127
TNNT1|7138	132.7713	lowly_expressed	lowly_expressed
TNNT2|7139	7.9031	lowly_expressed	lowly_expressed
TNNT3|7140	195.9958	TNNT3|7140	70.5722
TNN|63923	87.4605	TNN|63923	370.4105
TNPO1|3842	4014.2255	TNPO1|3842	1617.1853
TNPO2|30000	1220.2318	TNPO2|30000	1282.621
TNPO3|23534	1091.6754	TNPO3|23534	749.0357
TNRC18|84629	2685.4584	TNRC18|84629	3334.8145
TNRC6A|27327	1074.2887	TNRC6A|27327	767.3322
TNRC6B|23112	778.7144	TNRC6B|23112	844.6255
TNRC6C|57690	427.7713	TNRC6C|57690	679.4232
TNS1|7145	7593.7829	TNS1|7145	9186.7026
TNS3|64759	2685.4584	TNS3|64759	2894.2052
TNS4|84951	309.7998	TNS4|84951	4211.5522
TNXB|7148	2416.3066	TNXB|7148	22959.4266
TOB1|10140	6252.3709	TOB1|10140	2706.6215
TOB2|10766	9461.5385	TOB2|10766	2021.5749
TOE1|114034	203.8988	TOE1|114034	330.7967
TOLLIP|54472	988.4089	TOLLIP|54472	1384.1851
TOM1L1|10040	1715.5005	TOM1L1|10040	611.6702
TOM1L2|146691	818.7566	TOM1L2|146691	2175.0414
TOM1|10043	720.7587	TOM1|10043	1346.0986
TOMM20|9804	15856.6913	TOMM20|9804	6749.1627
TOMM22|56993	2250.2634	TOMM22|56993	1164.6273
TOMM34|10953	824.0253	TOMM34|10953	789.3626
TOMM40L|84134	437.6818	TOMM40L|84134	361.4228
TOMM40|10452	1114.3309	TOMM40|10452	775.9203
TOMM5|401505	1172.2813	TOMM5|401505	768.3852
TOMM6|100188893	2379.7418	TOMM6|100188893	1551.8519
TOMM70A|9868	2763.9252	TOMM70A|9868	1561.4893
TOMM7|54543	1220.7587	TOMM7|54543	2633.9471
TOP1MT|116447	1182.8239999999998	TOP1MT|116447	465.2535
TOP1P1|7151	60.5901	TOP1P1|7151	67.585
TOP1|7150	2923.6038	TOP1|7150	1946.1486
TOP2A|7153	1132.2445	TOP2A|7153	129.9424
TOP2B|7155	4640.1475	TOP2B|7155	4272.0426
TOP3A|7156	242.3604	TOP3A|7156	384.973
TOP3B|8940	211.8019	TOP3B|8940	271.0867
TOPBP1|11073	850.8957	TOPBP1|11073	730.7392
TOPORS|10210	542.6765	TOPORS|10210	686.3049
TOR1AIP1|26092	3266.0695	TOR1AIP1|26092	1998.4243
TOR1AIP2|163590	703.8988	TOR1AIP2|163590	265.1123
TOR1A|1861	1379.3467	TOR1A|1861	983.9028
TOR1B|27348	670.1791	TOR1B|27348	589.2215
TOR2A|27433	208.1138	TOR2A|27433	131.8094
TOR3A|64222	2512.6449	TOR3A|64222	990.9974
TOX2|84969	60.5901	TOX2|84969	95.5898
TOX3|27324	734.9842	TOX3|27324	284.1556
TOX4|9878	2324.4573	lowly_expressed	lowly_expressed
TOX|9760	91.1486	TOX|9760	61.6106
TP53AIP1|63970	28.451	TP53AIP1|63970	63.1042
TP53BP1|7158	1466.2803	TP53BP1|7158	1258.3501
TP53BP2|7159	1729.7155	TP53BP2|7159	1137.3693
TP53I11|9537	5703.371999999999	TP53I11|9537	3008.8383
TP53I13|90313	428.8725	TP53I13|90313	411.4842
TP53I3|9540	189.6733	TP53I3|9540	400.2823
TP53INP1|94241	590.6217	TP53INP1|94241	606.7712
TP53INP2|58476	518.4405	TP53INP2|58476	1323.6947
TP53RK|112858	1135.4057	TP53RK|112858	684.4379
TP53TG1|11257	589.568	TP53TG1|11257	339.0451
TP53|7157	1342.9926	TP53|7157	1608.9705
TP63|8626	1053.2139	TP63|8626	2784.4263
TP73|7161	44.784	TP73|7161	53.0225
TPBG|7162	1407.7977	TPBG|7162	985.3964
TPCN1|53373	961.5385	TPCN1|53373	1651.1644
TPCN2|219931	195.7534	TPCN2|219931	327.8767
TPD52L1|7164	216.0169	TPD52L1|7164	842.3851
TPD52L2|7165	1834.5627	TPD52L2|7165	2173.5478
TPD52|7163	5807.8188	TPD52|7163	1925.2159
lowly_expressed	lowly_expressed	TPH1|7166	8.9615
TPI1P2|286016	12.118	TPI1P2|286016	14.9359
TPI1|7167	6727.0811	TPI1|7167	5391.4888
TPK1|27010	72.7081	TPK1|27010	100.8174
TPM1|7168	1575.8272	TPM1|7168	12386.8624
TPM2|7169	662.2761	TPM2|7169	7515.0013
TPM3|7170	12123.8145	TPM3|7170	6022.9042
TPM4|7171	14891.4647	TPM4|7171	19350.2134
TPMT|7172	908.8514	TPMT|7172	506.7006
TPO|7173	5.7956	TPO|7173	33.6058
TPP1|1200	3460.4847	TPP1|1200	3201.5115
TPP2|7174	1297.6818	TPP2|7174	928.2666
TPPP3|51673	592.7292	TPPP3|51673	2555.5336
TPPP|11076	165.9642	TPPP|11076	2039.8714
TPRA1|131601	563.7513	TPRA1|131601	637.7632
TPRG1L|127262	1629.6101	TPRG1L|127262	2153.3843
TPRG1|285386	86.4067	TPRG1|285386	128.4488
TPRKB|51002	277.1338	TPRKB|51002	354.7278
TPRN|286262	419.3888	TPRN|286262	337.5515
TPRXL|348825	27.3973	lowly_expressed	lowly_expressed
TPR|7175	6499.9684	TPR|7175	3271.1016
TPSAB1|7177	79.0306	TPSAB1|7177	642.9908
TPSB2|64499	107.4816	TPSB2|64499	2117.9115
lowly_expressed	lowly_expressed	TPSD1|23430	272.5803
lowly_expressed	lowly_expressed	TPSG1|25823	30.991999999999997
TPST1|8460	212.8556	TPST1|8460	542.1734
TPST2|8459	355.1106	TPST2|8459	500.7263
TPT1|7178	161014.7524	TPT1|7178	75053.6759
TPTE2P1|646405	11.5911	lowly_expressed	lowly_expressed
TPX2|22974	688.6196	TPX2|22974	66.4648
TRA2A|29896	1457.3235	TRA2A|29896	1147.451
TRA2B|6434	1793.4668	TRA2B|6434	2954.6957
TRABD|80305	817.7028	TRABD|80305	536.1990000000001
TRADD|8717	240.7798	TRADD|8717	397.2951
TRAF1|7185	84.2993	TRAF1|7185	146.3719
TRAF2|7186	314.5416	TRAF2|7186	213.2101
TRAF3IP1|26146	685.9852	TRAF3IP1|26146	563.4571
TRAF3IP2|10758	1015.8061	TRAF3IP2|10758	892.4204
TRAF3IP3|80342	34.2466	TRAF3IP3|80342	58.6234
TRAF3|7187	133.2982	TRAF3|7187	203.8751
TRAF4|9618	929.3994	TRAF4|9618	1261.7107
TRAF5|7188	292.4131	TRAF5|7188	516.7824
TRAF6|7189	182.824	TRAF6|7189	196.0338
TRAF7|84231	2488.0664	TRAF7|84231	1797.7828
TRAFD1|10906	575.8693	TRAFD1|10906	979.7955
TRAIP|10293	59.5364	TRAIP|10293	56.7564
TRAK1|22906	2789.2518	TRAK1|22906	1775.1325
TRAK2|66008	1927.8188	TRAK2|66008	1256.4831
TRAM1L1|133022	167.0179	TRAM1L1|133022	111.2725
TRAM1|23471	4750.7903	TRAM1|23471	5511.3494
TRAM2|9697	858.2719	TRAM2|9697	1384.5585
TRANK1|9881	404.6365	TRANK1|9881	515.2888
TRAP1|10131	1951.6386	TRAP1|10131	1461.7025
TRAPPC10|7109	1048.4721	TRAPPC10|7109	1108.2442
TRAPPC1|58485	835.6164	TRAPPC1|58485	1089.9478
TRAPPC2L|51693	378.2929	TRAPPC2L|51693	512.3016
TRAPPC2P1|10597	126.3224	TRAPPC2P1|10597	145.4496
TRAPPC2|6399	268.7039	TRAPPC2|6399	248.3094
TRAPPC3|27095	1173.3404	TRAPPC3|27095	1170.2283
TRAPPC4|51399	416.7545	TRAPPC4|51399	607.518
TRAPPC5|126003	360.9062	TRAPPC5|126003	381.23900000000003
TRAPPC6A|79090	489.9895	TRAPPC6A|79090	381.6124
TRAPPC6B|122553	521.0748	TRAPPC6B|122553	590.7151
TRAPPC9|83696	708.6407	TRAPPC9|83696	816.2473
TRAT1|50852	8.9568	lowly_expressed	lowly_expressed
TRDMT1|1787	66.3857	TRDMT1|1787	130.3158
TRDN|10345	6.3224	TRDN|10345	6.3478
TREM1|54210	19.4942	TREM1|54210	34.3526
TREM2|54209	256.059	TREM2|54209	342.779
lowly_expressed	lowly_expressed	TREML1|340205	5.2276
lowly_expressed	lowly_expressed	TREML2|79865	5.9744
TRERF1|55809	881.9810000000001	TRERF1|55809	240.0947
TREX1|11277	378.6617	TREX1|11277	367.9946
TRHDE|29953	13.9146	TRHDE|29953	23.5502
TRIAP1|51499	434.6681	TRIAP1|51499	445.09
TRIB1|10221	5026.8704	TRIB1|10221	2691.8237
TRIB2|28951	2062.1707	TRIB2|28951	814.7537
TRIB3|57761	801.3699	TRIB3|57761	368.5435
TRIL|9865	822.4447	TRIL|9865	860.3082
TRIM11|81559	819.2835	TRIM11|81559	298.7181
TRIM13|10206	743.6301	TRIM13|10206	417.6714
TRIM14|9830	2132.2445	TRIM14|9830	760.6110000000001
TRIM16L|147166	291.3277	TRIM16L|147166	109.7789
TRIM16|10626	831.4015	TRIM16|10626	828.5694
lowly_expressed	lowly_expressed	TRIM17|51127	66.4648
TRIM21|6737	315.0685	TRIM21|6737	415.965
TRIM22|10346	731.823	TRIM22|10346	1415.5505
TRIM23|373	257.6396	TRIM23|373	196.4072
TRIM24|8805	594.8367	TRIM24|8805	687.4251
TRIM25|7706	651.7387	TRIM25|7706	1313.6129999999998
TRIM26|7726	1191.254	TRIM26|7726	1704.9337
TRIM27|5987	1295.5743	TRIM27|5987	1232.2123
TRIM28|10155	5378.2929	TRIM28|10155	4974.4036
TRIM29|23650	859.3256	TRIM29|23650	7106.1308
TRIM2|23321	395.1528	TRIM2|23321	1719.4962
TRIM32|22954	609.589	TRIM32|22954	520.1429
TRIM33|51592	1255.5321	TRIM33|51592	973.4477
TRIM34|53840	208.6407	TRIM34|53840	300.5851
TRIM35|23087	275.0263	TRIM35|23087	529.4779
TRIM36|55521	9.4837	TRIM36|55521	38.46
TRIM37|4591	667.7397	TRIM37|4591	649.8165
TRIM38|10475	419.3888	TRIM38|10475	437.9955
TRIM39|56658	246.2065	TRIM39|56658	447.0391
TRIM3|10612	434.6681	TRIM3|10612	262.1252
TRIM41|90933	460.13699999999994	TRIM41|90933	564.2375
TRIM44|54765	1438.8829999999998	TRIM44|54765	1163.1337
TRIM45|80263	183.3509	TRIM45|80263	101.9376
TRIM46|80128	60.0632	TRIM46|80128	23.5241
TRIM47|91107	462.0653	TRIM47|91107	1125.0471
TRIM4|89122	995.2582	TRIM4|89122	1025.7234
TRIM52|84851	119.5996	TRIM52|84851	157.5738
TRIM56|81844	230.7692	TRIM56|81844	329.3367
TRIM58|25893	124.2571	TRIM58|25893	47.3207
TRIM59|286827	172.2866	TRIM59|286827	53.4705
TRIM5|85363	268.1296	TRIM5|85363	478.6099
TRIM61|391712	8.4299	lowly_expressed	lowly_expressed
TRIM62|55223	245.5216	TRIM62|55223	214.3303
lowly_expressed	lowly_expressed	TRIM63|84676	18.2965
TRIM65|201292	358.2719	TRIM65|201292	272.9537
TRIM66|9866	155.4268	TRIM66|9866	220.678
TRIM68|55128	228.6617	TRIM68|55128	253.537
TRIM69|140691	5.7956	TRIM69|140691	14.9359
TRIM6|117854	90.6217	TRIM6|117854	174.7501
lowly_expressed	lowly_expressed	TRIM78P|117852	6.807
TRIM7|81786	71.1275	TRIM7|81786	45.1811
TRIM8|81603	2261.3277	TRIM8|81603	2215.7417
TRIM9|114088	14.7524	TRIM9|114088	36.2196
TRIOBP|11078	1515.9958	TRIOBP|11078	2668.6731
TRIO|7204	1386.7229	TRIO|7204	2147.0365
TRIP10|9322	755.5321	TRIP10|9322	1235.1995
TRIP11|9321	1183.3509	TRIP11|9321	890.18
TRIP12|9320	3213.9094	TRIP12|9320	2988.6748
TRIP13|9319	245.5216	TRIP13|9319	67.2116
TRIP4|9325	586.4067	TRIP4|9325	664.2744
TRIP6|7205	2054.7945	TRIP6|7205	1653.0314
TRIT1|54802	495.2582	TRIT1|54802	340.5387
TRMT112|51504	2149.6312	TRMT112|51504	1657.8856
TRMT11|60487	158.0611	TRMT11|60487	196.4072
TRMT12|55039	313.4879	TRMT12|55039	418.2054
TRMT1|55621	537.9347	TRMT1|55621	523.5035
TRMT2A|27037	583.7724	TRMT2A|27037	414.098
TRMT2B|79979	459.9579	TRMT2B|79979	335.6845
TRMT5|57570	507.9031	TRMT5|57570	439.8624
TRMT61A|115708	213.9094	TRMT61A|115708	365.1829
TRMT61B|55006	208.862	TRMT61B|55006	241.2261
TRMT6|51605	538.4615	TRMT6|51605	478.3224
TRMU|55687	141.7281	TRMU|55687	128.0754
TRNAU1AP|54952	194.942	TRNAU1AP|54952	296.8511
TRNP1|388610	69.5469	TRNP1|388610	455.9185
TRNT1|51095	302.1707	TRNT1|51095	207.7361
TROAP|10024	133.8251	TROAP|10024	13.4423
TROVE2|6738	2018.5564	TROVE2|6738	977.4655
TRO|7216	71.1275	TRO|7216	172.5097
TRPC1|7220	57.4289	TRPC1|7220	207.9825
TRPC3|7222	6.3224	lowly_expressed	lowly_expressed
TRPC4AP|26133	1684.9315	TRPC4AP|26133	2062.6487
TRPC4|7223	8.9568	TRPC4|7223	6.7212
TRPC6|7225	69.5469	TRPC6|7225	137.7837
TRPM2|7226	50.0527	TRPM2|7226	140.0241
TRPM4|54795	1222.3393	TRPM4|54795	784.1351
TRPM5|29850	6.8493	lowly_expressed	lowly_expressed
TRPM6|140803	19.4942	TRPM6|140803	54.1427
TRPM7|54822	727.0811	TRPM7|54822	758.3706
TRPS1|7227	4522.1286	TRPS1|7227	4271.2958
TRPT1|83707	398.314	TRPT1|83707	306.4699
TRPV1|7442	66.9125	TRPV1|7442	78.0625
TRPV2|51393	119.5996	TRPV2|51393	216.5706
lowly_expressed	lowly_expressed	TRPV3|162514	6.3478
TRPV4|59341	137.5132	TRPV4|59341	260.2582
TRPV6|55503	93.2561	TRPV6|55503	271.4601
TRRAP|8295	1646.47	TRRAP|8295	1641.5233
TRUB1|142940	597.471	TRUB1|142940	369.6637
TRUB2|26995	807.1654	TRUB2|26995	554.4955
TSC1|7248	759.2202	TSC1|7248	706.4684
TSC22D1|8848	4080.0843	TSC22D1|8848	9992.8681
TSC22D2|9819	904.6365	TSC22D2|9819	1159.3997
TSC22D3|1831	3627.5026	TSC22D3|1831	7748.0014
TSC22D4|81628	858.2719	TSC22D4|81628	908.8499
TSC2|7249	1478.3983	TSC2|7249	1718.7494
TSEN15|116461	781.8757	TSEN15|116461	520.1429
TSEN2|80746	305.058	TSEN2|80746	121.3542
TSEN34|79042	897.7871	TSEN34|79042	764.7184
TSEN54|283989	556.9019999999999	TSEN54|283989	364.0627
TSFM|10102	495.2582	TSFM|10102	563.0837
TSG101|7251	1798.2086	TSG101|7251	1210.9286
TSGA10|80705	19.4942	TSGA10|80705	48.1683
TSGA14|95681	187.5659	TSGA14|95681	258.3912
TSHR|7253	13.1718	TSHR|7253	16.8029
TSHZ1|10194	970.4953	TSHZ1|10194	1034.3115
TSHZ2|128553	185.9852	TSHZ2|128553	473.0948
TSHZ3|57616	322.9715	TSHZ3|57616	689.6655
TSIX|9383	5.6586	TSIX|9383	55.3525
lowly_expressed	lowly_expressed	TSKS|60385	9.3349
TSKU|25987	5593.7829	TSKU|25987	2223.9564
TSLP|85480	7.3762	TSLP|85480	33.9792
TSNARE1|203062	138.5669	TSNARE1|203062	269.9665
lowly_expressed	lowly_expressed	TSNAXIP1|55815	14.9359
TSNAX|7257	2299.2624	TSNAX|7257	958.5118
TSN|7247	2540.0421	TSN|7247	2210.5141
TSPAN10|83882	22.6554	TSPAN10|83882	31.3654
TSPAN11|441631	74.2887	TSPAN11|441631	394.3079
TSPAN12|23554	243.4141	TSPAN12|23554	390.5739
TSPAN13|27075	9688.0927	TSPAN13|27075	2648.5096
TSPAN14|81619	2926.2381	TSPAN14|81619	2620.1314
TSPAN15|23555	1950.4742	TSPAN15|23555	1774.0123
TSPAN17|26262	678.6091	TSPAN17|26262	827.0758
TSPAN18|90139	529.5047	TSPAN18|90139	561.9635
TSPAN1|10103	1322.9715	TSPAN1|10103	452.55800000000005
TSPAN2|10100	116.9652	TSPAN2|10100	336.8047
TSPAN31|6302	729.7155	TSPAN31|6302	1394.2669
lowly_expressed	lowly_expressed	TSPAN32|10077	6.7212
TSPAN33|340348	321.9178	TSPAN33|340348	345.0194
TSPAN3|10099	4090.0948	TSPAN3|10099	3344.1494
TSPAN4|7106	356.6913	TSPAN4|7106	1464.0922
TSPAN5|10098	119.0727	TSPAN5|10098	167.6555
TSPAN6|7105	4780.8219	TSPAN6|7105	1669.8343
TSPAN7|7102	857.2181	TSPAN7|7102	1349.4591
TSPAN8|7103	14.2255	TSPAN8|7103	65.718
TSPAN9|10867	1430.4531	TSPAN9|10867	1689.251
TSPO|706	1898.8409	TSPO|706	1514.8743
TSPYL1|7259	2281.7597	TSPYL1|7259	4114.2634
TSPYL2|64061	597.471	TSPYL2|64061	1083.2266
TSPYL3|128854	8.4299	TSPYL3|128854	29.8718
TSPYL4|23270	662.2761	TSPYL4|23270	1172.8419999999999
TSPYL5|85453	159.6417	TSPYL5|85453	760.6110000000001
TSR1|55720	947.3709	TSR1|55720	1378.4908
TSR2|90121	708.6407	TSR2|90121	1014.8948
TSSC1|7260	377.7661	TSSC1|7260	342.4057
TSSC4|10078	459.431	TSSC4|10078	751.2761
lowly_expressed	lowly_expressed	TSSK1B|83942	7.468
TSSK3|81629	12.7977	TSSK3|81629	23.1357
TSSK4|283629	14.7524	TSSK4|283629	17.9231
TSSK6|83983	10.5374	TSSK6|83983	7.468
TSTA3|7264	1887.7766	TSTA3|7264	972.3275
TSTD1|100131187	2143.8356	TSTD1|100131187	778.3138
TSTD2|158427	417.0285	TSTD2|158427	446.3334
TST|7263	497.8925	TST|7263	473.8416
TTBK1|84630	8.4299	lowly_expressed	lowly_expressed
TTBK2|146057	83.7724	TTBK2|146057	74.3061
TTC12|54970	114.3309	TTC12|54970	432.7679
TTC13|79573	514.2255	TTC13|79573	199.3943
TTC14|151613	510.5374	TTC14|151613	393.5611
TTC15|51112	762.3815	TTC15|51112	840.1447
TTC16|158248	6.3224	lowly_expressed	lowly_expressed
TTC17|55761	1808.2192	TTC17|55761	1805.3777
TTC18|118491	52.687	TTC18|118491	53.9522
TTC19|54902	859.2413	TTC19|54902	1600.7632
TTC1|7265	878.2929	TTC1|7265	1058.5824
TTC21A|199223	34.7734	TTC21A|199223	70.9456
TTC21B|79809	543.2034	TTC21B|79809	330.0835
TTC22|55001	58.4826	TTC22|55001	72.8125
TTC23L|153657	16.8599	lowly_expressed	lowly_expressed
TTC23|64927	111.1697	TTC23|64927	489.5243
lowly_expressed	lowly_expressed	TTC25|83538	62.7308
TTC26|79989	94.3098	TTC26|79989	73.9327
TTC27|55622	548.4721	TTC27|55622	569.8048
TTC28|23331	515.8588	TTC28|23331	1107.6393
TTC30A|92104	238.1454	TTC30A|92104	366.6765
TTC30B|150737	190.7271	TTC30B|150737	201.2613
TTC31|64427	339.3045	TTC31|64427	358.0884
TTC32|130502	28.9779	TTC32|130502	68.3318
TTC33|23548	288.1981	TTC33|23548	387.5868
TTC35|9694	630.6639	TTC35|9694	591.0885
lowly_expressed	lowly_expressed	TTC36|143941	42.9407
TTC37|9652	1544.7839999999999	TTC37|9652	1232.5857
TTC38|55020	514.2255	TTC38|55020	561.5901
TTC39A|22996	1247.1022	TTC39A|22996	1406.589
TTC39B|158219	127.5026	TTC39B|158219	107.9119
TTC39C|125488	114.8577	TTC39C|125488	337.9249
TTC3|7267	6605.9009	TTC3|7267	5283.2035
TTC4|7268	555.8483	TTC4|7268	543.8612
TTC5|91875	171.7597	TTC5|91875	197.9008
TTC7A|57217	296.1012	TTC7A|57217	1047.007
TTC7B|145567	206.5332	TTC7B|145567	340.5387
TTC8|123016	1231.2961	TTC8|123016	589.5949
TTC9C|283237	391.4647	TTC9C|283237	139.6507
TTC9|23508	471.0221	TTC9|23508	835.2906
TTF1|7270	329.8209	TTF1|7270	348.38
TTF2|8458	379.3467	TTF2|8458	221.0514
TTK|7272	89.0411	TTK|7272	14.9359
TTLL10|254173	8.4299	TTLL10|254173	10.4551
TTLL11|158135	52.687	TTLL11|158135	88.1218
TTLL12|23170	2043.2034	TTLL12|23170	1079.866
TTLL13|440307	7.2287	TTLL13|440307	5.291
TTLL1|25809	136.9863	TTLL1|25809	245.3223
TTLL3|26140	308.6038	TTLL3|26140	411.7344
TTLL4|9654	340.3583	TTLL4|9654	592.5821
TTLL5|23093	537.4078	TTLL5|23093	640.0036
TTLL7|79739	10.0105	TTLL7|79739	47.7949
lowly_expressed	lowly_expressed	TTLL9|164395	6.7212
TTL|150465	447.31300000000005	TTL|150465	629.1751
TTN|7273	48.8093	TTN|7273	99.4694
TTPAL|79183	407.2708	TTPAL|79183	514.1686
TTYH1|57348	7.3762	TTYH1|57348	479.0692
TTYH2|94015	116.0537	TTYH2|94015	197.8746
TTYH3|80727	903.5827	TTYH3|80727	1094.4285
TUBA1A|7846	1720.2318	TUBA1A|7846	13463.098999999998
TUBA1B|10376	15587.4236	TUBA1B|10376	15503.1384
TUBA1C|84790	3658.7987	TUBA1C|84790	2874.0418
lowly_expressed	lowly_expressed	TUBA3D|113457	19.4167
TUBA3E|112714	6.3224	TUBA3E|112714	5.601
TUBA4A|7277	1606.4278	TUBA4A|7277	923.039
TUBA8|51807	22.6554	TUBA8|51807	51.1555
TUBAL3|79861	7.3762	TUBAL3|79861	13.4423
TUBB1|81027	10.0105	TUBB1|81027	21.6571
TUBB2A|7280	412.5395	TUBB2A|7280	2290.7946
TUBB2B|347733	10.2266	TUBB2B|347733	597.0629
TUBB2C|10383	7108.0084	TUBB2C|10383	6011.3289
TUBB3|10381	83.5774	TUBB3|10381	254.6572
TUBB4|10382	19.4942	TUBB4|10382	108.2853
TUBB6|84617	779.8788	TUBB6|84617	4962.3578
TUBB8|347688	25.8166	lowly_expressed	lowly_expressed
TUBBP5|643224	75.3425	TUBBP5|643224	48.1683
TUBB|203068	15855.6375	TUBB|203068	12902.3827
TUBD1|51174	159.6417	TUBD1|51174	124.7148
TUBE1|51175	142.7819	TUBE1|51175	170.6427
TUBG1|7283	688.6196	TUBG1|7283	583.2471
TUBG2|27175	103.7935	TUBG2|27175	459.6525
TUBGCP2|10844	1452.5817	TUBGCP2|10844	1506.8126
TUBGCP3|10426	503.6881	TUBGCP3|10426	583.6205
TUBGCP4|27229	278.7144	TUBGCP4|27229	274.4473
TUBGCP5|114791	299.7893	TUBGCP5|114791	301.7053
TUBGCP6|85378	518.9673	TUBGCP6|85378	898.7682
TUB|7275	60.5901	TUB|7275	327.8431
TUFM|7284	5334.0358	TUFM|7284	3455.4219
TUFT1|7286	1931.5068	TUFT1|7286	594.8225
TUG1|55000	4615.3846	TUG1|55000	3278.4314
TULP3|7289	618.019	TULP3|7289	859.188
TULP4|56995	795.0474	TULP4|56995	624.6943
TUSC1|286319	497.8925	TUSC1|286319	570.5516
TUSC2|11334	525.2898	TUSC2|11334	689.2921
TUSC3|7991	169.6523	TUSC3|7991	1121.3132
TUSC5|286753	1081.6649	TUSC5|286753	481.3096
TUT1|64852	702.3182	TUT1|64852	485.417
TWF1|5756	3736.0379	TWF1|5756	2068.623
TWF2|11344	811.549	TWF2|11344	1074.7617
TWIST1|7291	67.9663	TWIST1|7291	241.9617
TWIST2|117581	34.7734	TWIST2|117581	179.6043
TWISTNB|221830	492.0969	TWISTNB|221830	649.3385
TWSG1|57045	1434.6681	TWSG1|57045	1068.6641
TXK|7294	13.1718	lowly_expressed	lowly_expressed
TXLNA|200081	1530.0316	TXLNA|200081	2362.487
TXLNB|167838	137.5132	TXLNB|167838	108.2853
TXLNG|55787	249.2097	TXLNG|55787	234.4937
