gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
THOC2|57187	1517.0524	THOC2|57187	1341.6816
THOC3|84321	990.5603	THOC3|84321	485.6887
THOC4|10189	602.6188	THOC4|10189	520.1252
THOC5|8563	338.6114	THOC5|8563	462.8801
THOC6|79228	571.4982	THOC6|79228	264.6243
THOC7|80145	1012.1803	THOC7|80145	888.1932
THOP1|7064	259.7442	THOP1|7064	311.7174
THPO|7066	56.0292	THPO|7066	11.6279
THRAP3|9967	3876.9793	THRAP3|9967	3644.4544
THRA|7067	525.4537	THRA|7067	1331.6637
THRB|7068	318.8185	THRB|7068	1528.6225
removed	removed	THRSP|7069	3416.3685
THSD1P1|374500	164.0987	THSD1P1|374500	120.7513
THSD1|55901	261.2667	THSD1|55901	386.8515
THSD4|79875	1123.0207	THSD4|79875	804.1145
THSD7A|221981	94.3971	THSD7A|221981	191.8605
removed	removed	THSD7B|80731	135.9571
THTPA|79178	302.6797	THTPA|79178	323.7925
THUMPD1|55623	2068.2095	THUMPD1|55623	1546.5116
THUMPD2|80745	473.8124	THUMPD2|80745	194.9911
THUMPD3|25917	1122.7162	THUMPD3|25917	789.8032
THY1|7070	12241.4738	THY1|7070	2691.4132
THYN1|29087	436.0536	THYN1|29087	632.8265
TIA1|7072	1243.3009	TIA1|7072	1028.1753
TIAF1|9220	266.8819	TIAF1|9220	196.2835
TIAL1|7073	1499.391	TIAL1|7073	1189.1771
TIAM1|7074	380.9379	TIAM1|7074	361.3596
TIAM2|26230	228.0847	TIAM2|26230	80.5903
TICAM1|148022	482.9476	TICAM1|148022	482.5581
TICAM2|353376	303.718	TICAM2|353376	175.4875
TIE1|7075	802.9842	TIE1|7075	1164.5796
TIFAB|497189	6.0901	removed	removed
TIFA|92610	352.6188	TIFA|92610	196.78
TIGD1|200765	66.687	TIGD1|200765	44.2755
TIGD2|166815	141.9001	TIGD2|166815	142.2182
TIGD3|220359	10.6577	removed	removed
TIGD4|201798	13.7028	TIGD4|201798	5.814
TIGD5|84948	102.9233	TIGD5|84948	64.4007
TIGD6|81789	163.5201	TIGD6|81789	128.8014
TIGD7|91151	278.3465	TIGD7|91151	216.2612
TIGIT|201633	46.5895	TIGIT|201633	23.2558
removed	removed	TIMD4|91937	9.839
TIMELESS|8914	520.4019	TIMELESS|8914	340.7871
TIMM10|26519	309.0743	TIMM10|26519	277.7281
TIMM13|26517	426.9184	TIMM13|26517	503.1306
TIMM16|51025	98.9586	TIMM16|51025	76.771
TIMM17A|10440	1241.4738	TIMM17A|10440	815.7424
TIMM17B|10245	511.8758	TIMM17B|10245	277.7281
TIMM22|29928	521.62	TIMM22|29928	398.9267
TIMM44|10469	326.7357	TIMM44|10469	415.9213
TIMM50|92609	774.665	TIMM50|92609	536.6726
TIMM8A|1678	90.743	TIMM8A|1678	78.712
TIMM8B|26521	311.5104	TIMM8B|26521	292.4866
TIMM9|26520	490.5603	TIMM9|26520	500.4472
TIMP1|7076	8121.1937	TIMP1|7076	2815.7424
TIMP2|7077	31776.1876	TIMP2|7077	22745.0805
TIMP3|7078	129789.2814	TIMP3|7078	50686.0465
removed	removed	TIMP4|7079	4029.9642
TINAGL1|64129	122.7162	TINAGL1|64129	2729.8748
TINF2|26277	1296.894	TINF2|26277	1359.5707
TIPARP|25976	1153.0572	TIPARP|25976	2364.9553
TIPIN|54962	93.4836	TIPIN|54962	62.6118
TIPRL|261726	927.2229	TIPRL|261726	861.3596
TIRAP|114609	138.5505	TIRAP|114609	138.1932
TJAP1|93643	426.3094	TJAP1|93643	447.6744
TJP1|7082	3190.3167	TJP1|7082	3557.2451
TJP2|9414	1285.0183	TJP2|9414	2523.703
TJP3|27134	281.0597	TJP3|27134	100.6261
TK1|7083	397.3812	TK1|7083	64.4007
TK2|7084	1000.9135	TK2|7084	2346.1538
removed	removed	TKTL1|8277	6.7084
TKT|7086	3219.8538	TKT|7086	5872.093000000001
TLCD1|116238	65.7734	TLCD1|116238	29.9642
TLE1|7088	801.4616	TLE1|7088	1583.1843
TLE2|7089	230.8161	TLE2|7089	1042.0394
TLE3|7090	2250.0	TLE3|7090	1309.4812
TLE4|7091	405.6029	TLE4|7091	646.2433
TLE6|79816	30.7552	TLE6|79816	13.864
TLK1|9874	1519.1839	TLK1|9874	1332.2898
TLK2|11011	610.8404	TLK2|11011	622.0930000000001
TLL1|7092	268.8794	TLL1|7092	358.6762
TLL2|7093	46.894	removed	removed
TLN1|7094	11227.4665	TLN1|7094	24151.1628
TLN2|83660	985.9927	TLN2|83660	5906.525
TLR10|81793	18.8794	TLR10|81793	29.0698
TLR1|7096	475.335	TLR1|7096	251.7889
TLR2|7097	998.173	TLR2|7097	343.0233
TLR3|7098	306.0292	TLR3|7098	492.8444
TLR4|7099	959.8051	TLR4|7099	2273.2558
TLR5|7100	165.3471	TLR5|7100	274.1503
TLR6|10333	70.6456	TLR6|10333	37.1199
TLR7|51284	570.9501	TLR7|51284	253.1306
TLR8|51311	179.3544	TLR8|51311	132.8265
TLR9|54106	8.6175	TLR9|54106	23.7612
TM2D1|83941	384.2875	TM2D1|83941	313.5063
TM2D2|83877	1263.3983	TM2D2|83877	858.2289999999999
TM2D3|80213	714.3727	TM2D3|80213	591.2343
TM4SF18|116441	199.7564	TM4SF18|116441	466.458
TM4SF19|116211	10.9531	TM4SF19|116211	38.4347
TM4SF1|4071	7556.0292	TM4SF1|4071	7404.2934
TM6SF1|53346	232.6431	TM6SF1|53346	276.3864
TM6SF2|53345	61.6504	removed	removed
TM7SF2|7108	214.9817	TM7SF2|7108	1084.9732
TM7SF3|51768	1897.0767	TM7SF3|51768	1401.1628
TM7SF4|81501	7.9172	TM7SF4|81501	13.4168
TM9SF1|10548	1829.2692	TM9SF1|10548	1374.8122
TM9SF2|9375	4714.9817	TM9SF2|9375	4182.4687
TM9SF3|56889	7915.9562	TM9SF3|56889	6491.9499
TM9SF4|9777	1772.838	TM9SF4|9777	1479.8748
TMBIM1|64114	3784.1048	TMBIM1|64114	8811.7174
TMBIM4|51643	1168.6754	TMBIM4|51643	1449.3649
TMBIM6|7009	19657.1255	TMBIM6|7009	17647.1377
removed	removed	TMC2|117532	34.8837
removed	removed	TMC3|342125	8.4973
TMC4|147798	1600.4872	TMC4|147798	316.1896
TMC5|79838	1615.7125	TMC5|79838	202.1467
TMC6|11322	588.0024	TMC6|11322	545.1699
TMC7|79905	98.0512	TMC7|79905	145.3488
TMC8|147138	173.2643	TMC8|147138	181.5742
TMCC1|23023	1186.3581	TMCC1|23023	1049.6422
TMCC2|9911	69.732	TMCC2|9911	66.6369
TMCC3|57458	326.1267	TMCC3|57458	613.5957
TMCO1|54499	2527.4056	TMCO1|54499	1717.7996
TMCO3|55002	1809.0743	TMCO3|55002	1188.7299
TMCO4|255104	339.8295	TMCO4|255104	552.3256
TMCO6|55374	171.4373	TMCO6|55374	153.3989
TMCO7|79613	334.3484	TMCO7|79613	474.0608
TMED10P1|286102	59.3788	TMED10P1|286102	52.7728
TMED10|10972	9804.8112	TMED10|10972	7733.8998
TMED1|11018	344.528	TMED1|11018	397.4061
TMED2|10959	7964.9817	TMED2|10959	5506.7084
TMED3|23423	2647.6857	TMED3|23423	689.6243
TMED4|222068	1105.6638	TMED4|222068	718.6941
TMED5|50999	1404.6742	TMED5|50999	2187.8354
TMED7-TICAM2|100302736	210.3745	TMED7-TICAM2|100302736	135.3265
TMED7|51014	3106.1876	TMED7|51014	2219.5975
TMED8|283578	426.9184	TMED8|283578	392.2182
TMED9|54732	4088.3069	TMED9|54732	2371.1986
TMEFF1|8577	88.3069	TMEFF1|8577	58.6986
removed	removed	TMEM100|55273	396.2433
TMEM101|84336	379.4153	TMEM101|84336	381.93199999999996
TMEM102|284114	186.0536	TMEM102|284114	85.4204
TMEM104|54868	442.4482	TMEM104|54868	438.7299
TMEM106A|113277	253.0451	TMEM106A|113277	181.127
TMEM106B|54664	1431.7905	TMEM106B|54664	1518.7835
TMEM106C|79022	1036.5408	TMEM106C|79022	569.3202
TMEM107|84314	280.7552	TMEM107|84314	194.0966
TMEM108|66000	37.7588	TMEM108|66000	46.9589
TMEM109|79073	3496.3459	TMEM109|79073	3621.1986
TMEM110|375346	150.4263	TMEM110|375346	210.1968
TMEM111|55831	1139.7686	TMEM111|55831	1770.5725
TMEM115|11070	1077.0402	TMEM115|11070	920.8408
TMEM116|89894	160.1705	TMEM116|89894	153.8462
TMEM117|84216	118.1486	TMEM117|84216	144.9016
TMEM119|338773	1051.1571	TMEM119|338773	782.6476
TMEM11|8834	356.2728	TMEM11|8834	490.6082
TMEM120A|83862	519.1839	TMEM120A|83862	678.4436
TMEM120B|144404	150.9348	TMEM120B|144404	434.9284
TMEM121|80757	55.1157	TMEM121|80757	25.9392
TMEM123|114908	8303.2887	TMEM123|114908	3976.297
TMEM125|128218	345.0061	TMEM125|128218	66.1896
TMEM126A|84233	262.4848	TMEM126A|84233	268.7835
TMEM126B|55863	554.5067	TMEM126B|55863	576.0286
TMEM127|55654	3242.6918	TMEM127|55654	2435.1521
TMEM128|85013	518.5749	TMEM128|85013	524.5975
TMEM129|92305	627.5883	TMEM129|92305	904.2934
TMEM130|222865	125.1523	TMEM130|222865	10.7335
TMEM131|23505	1722.5944	TMEM131|23505	1507.6029
TMEM132A|54972	1942.7527	TMEM132A|54972	177.9964
TMEM132B|114795	19.1839	removed	removed
removed	removed	TMEM132C|92293	2265.653
TMEM133|83935	126.3703	TMEM133|83935	165.0268
TMEM134|80194	400.1218	TMEM134|80194	231.6637
TMEM135|65084	817.6005	TMEM135|65084	1249.5528
TMEM136|219902	106.5773	TMEM136|219902	80.5009
TMEM138|51524	394.0317	TMEM138|51524	429.3381
TMEM139|135932	178.1364	TMEM139|135932	151.1628
TMEM140|55281	543.4196	TMEM140|55281	2022.0483
TMEM141|85014	728.38	TMEM141|85014	307.2451
TMEM143|55260	130.3289	TMEM143|55260	160.5546
TMEM144|55314	331.3033	TMEM144|55314	412.3435
TMEM145|284339	11.5713	removed	removed
TMEM147|10430	1042.6309	TMEM147|10430	750.4472
TMEM149|79713	176.5773	TMEM149|79713	103.2156
TMEM14A|28978	477.162	TMEM14A|28978	270.5725
TMEM14B|81853	858.4044	TMEM14B|81853	820.2147
TMEM14C|51522	2191.8392	TMEM14C|51522	1920.8408
TMEM150A|129303	335.5664	TMEM150A|129303	271.0197
TMEM150B|284417	18.8794	TMEM150B|284417	21.0197
TMEM150C|441027	288.0633	TMEM150C|441027	199.0161
removed	removed	TMEM151B|441151	5.814
TMEM154|201799	171.1328	TMEM154|201799	92.57600000000001
TMEM155|132332	9.7442	removed	removed
TMEM156|80008	49.6346	TMEM156|80008	18.3363
TMEM158|25907	944.8843	TMEM158|25907	59.034
TMEM159|57146	1094.7016	TMEM159|57146	1120.3041
TMEM160|54958	77.6492	TMEM160|54958	55.0089
TMEM161A|54929	242.0828	TMEM161A|54929	261.1807
TMEM161B|153396	227.771	TMEM161B|153396	212.8801
TMEM163|81615	67.905	TMEM163|81615	43.8283
TMEM164|84187	216.5043	TMEM164|84187	631.4848
TMEM165|55858	1902.2533	TMEM165|55858	1203.0411
TMEM167A|153339	2848.0512	TMEM167A|153339	2360.4651
TMEM167B|56900	1809.3788	TMEM167B|56900	1684.2576
TMEM168|64418	531.3642	TMEM168|64418	743.2916
TMEM169|92691	108.4044	TMEM169|92691	55.0089
TMEM170A|124491	309.0743	TMEM170A|124491	471.8247
TMEM170B|100113407	161.084	TMEM170B|100113407	828.2648
TMEM173|340061	830.9988	TMEM173|340061	805.4562
TMEM175|84286	268.8794	TMEM175|84286	319.7674
TMEM176A|55365	821.2546	TMEM176A|55365	850.6261
TMEM176B|28959	1743.3009	TMEM176B|28959	1654.2934
TMEM177|80775	129.7199	TMEM177|80775	62.6118
TMEM178|130733	100.7917	TMEM178|130733	89.4454
TMEM179B|374395	871.4982	TMEM179B|374395	673.0769
TMEM17|200728	50.8526	TMEM17|200728	104.6512
TMEM180|79847	40.4994	TMEM180|79847	49.195
TMEM181|57583	1779.5371	TMEM181|57583	1417.7102
TMEM182|130827	66.078	TMEM182|130827	109.1234
TMEM183A|92703	862.972	TMEM183A|92703	655.1878
TMEM184A|202915	194.6102	TMEM184A|202915	83.2021
TMEM184B|25829	1545.8343	TMEM184B|25829	1632.6878
TMEM184C|55751	645.8587	TMEM184C|55751	677.102
TMEM185A|84548	622.1072	TMEM185A|84548	633.2737
TMEM185B|79134	418.0877	TMEM185B|79134	542.9338
TMEM186|25880	274.665	TMEM186|25880	166.8157
TMEM187|8269	151.3398	TMEM187|8269	204.3828
TMEM188|255919	286.8453	TMEM188|255919	383.7209
TMEM189|387521	867.6705	TMEM189|387521	773.2021
TMEM18|129787	382.7649	TMEM18|129787	600.1789
TMEM192|201931	541.7174	TMEM192|201931	743.2916
TMEM194A|23306	522.229	TMEM194A|23306	432.0215
TMEM194B|100131211	98.6602	TMEM194B|100131211	131.0376
removed	removed	TMEM195|392636	39.8032
TMEM198|130612	21.62	TMEM198|130612	35.7782
TMEM199|147007	480.5116	TMEM199|147007	312.6118
TMEM19|55266	776.1876	TMEM19|55266	812.1646
TMEM200A|114801	892.8136	TMEM200A|114801	157.424
TMEM200B|399474	170.0183	TMEM200B|399474	485.72900000000004
removed	removed	TMEM200C|645369	9.839
TMEM201|199953	199.4519	TMEM201|199953	236.5832
TMEM203|94107	796.8939999999999	TMEM203|94107	593.4705
TMEM204|79652	710.4141	TMEM204|79652	297.8533
TMEM205|374882	813.6419	TMEM205|374882	721.8247
TMEM206|55248	179.0499	TMEM206|55248	105.5456
TMEM208|29100	388.246	TMEM208|29100	332.73699999999997
TMEM209|84928	556.3337	TMEM209|84928	514.7585
TMEM20|159371	44.458	TMEM20|159371	112.25399999999999
removed	removed	TMEM213|155006	16.5474
TMEM214|54867	2830.3898	TMEM214|54867	2316.1896
TMEM216|51259	234.4702	TMEM216|51259	145.3488
TMEM217|221468	20.1614	TMEM217|221468	20.1878
TMEM218|219854	221.6809	TMEM218|219854	396.6905
TMEM219|124446	1912.6066	TMEM219|124446	1361.3596
TMEM220|388335	39.8904	TMEM220|388335	310.3757
TMEM222|84065	743.9099	TMEM222|84065	677.5492
TMEM223|79064	238.7333	TMEM223|79064	147.585
TMEM229B|161145	182.095	TMEM229B|161145	107.7818
TMEM22|80723	75.8222	TMEM22|80723	517.8891
TMEM231|79583	164.12	TMEM231|79583	177.0975
TMEM232|642987	8.8307	TMEM232|642987	13.4168
TMEM233|387890	21.3155	TMEM233|387890	7.1556
TMEM25|84866	550.8526	TMEM25|84866	303.6673
TMEM26|219623	116.9823	TMEM26|219623	127.0215
TMEM27|57393	11.2667	TMEM27|57393	9.3918
TMEM2|23670	2724.1169	TMEM2|23670	1800.5367
TMEM30A|55754	6557.2473	TMEM30A|55754	4336.7621
TMEM30B|161291	1038.9769	TMEM30B|161291	453.0411
TMEM33|55161	1561.2058	TMEM33|55161	1147.585
TMEM35|59353	15.8343	TMEM35|59353	100.6261
TMEM37|140738	180.5725	TMEM37|140738	4038.4615
TMEM38A|79041	30.1462	TMEM38A|79041	38.4615
TMEM38B|55151	115.7125	TMEM38B|55151	128.3542
TMEM39A|55254	724.1169	TMEM39A|55254	641.3238
TMEM39B|55116	293.24	TMEM39B|55116	233.0054
TMEM40|55287	130.6334	TMEM40|55287	23.703000000000003
TMEM41A|90407	812.7284	TMEM41A|90407	501.3417
TMEM41B|440026	768.5749	TMEM41B|440026	381.0376
TMEM42|131616	149.2083	TMEM42|131616	222.2719
TMEM43|79188	3513.7028	TMEM43|79188	5740.161
TMEM44|93109	235.0792	TMEM44|93109	172.6297
TMEM45A|55076	2712.8502	TMEM45A|55076	226.7442
TMEM45B|120224	303.2887	TMEM45B|120224	34.8837
TMEM47|83604	1367.2351	TMEM47|83604	2102.8623
TMEM48|55706	340.74300000000005	TMEM48|55706	288.9088
TMEM49|81671	2474.4214	TMEM49|81671	1813.5063
TMEM50A|23585	3845.3106	TMEM50A|23585	2869.4097
TMEM50B|757	1165.9562	TMEM50B|757	1380.5903
TMEM51|55092	468.9403	TMEM51|55092	145.7961
TMEM52|339456	11.2667	TMEM52|339456	13.864
TMEM53|79639	224.4854	TMEM53|79639	220.56799999999998
TMEM54|113452	601.0962	TMEM54|113452	357.7818
TMEM55A|55529	254.8721	TMEM55A|55529	394.9016
TMEM55B|90809	522.8380000000001	TMEM55B|90809	458.4079
TMEM56|148534	356.6474	TMEM56|148534	604.7853
TMEM57|55219	1338.6114	TMEM57|55219	724.9553
TMEM59L|25789	9.1352	removed	removed
TMEM59|9528	6415.0426	TMEM59|9528	5725.4025
TMEM5|10329	329.1717	TMEM5|10329	302.3256
TMEM60|85025	364.79900000000004	TMEM60|85025	241.0555
removed	removed	TMEM61|199964	12.0751
TMEM62|80021	785.0183	TMEM62|80021	485.2415
TMEM63A|9725	846.8331	TMEM63A|9725	1172.1825
TMEM63B|55362	891.5956	TMEM63B|55362	550.9839
TMEM63C|57156	738.1242	TMEM63C|57156	30.4114
TMEM64|169200	452.8015	TMEM64|169200	951.2522
TMEM65|157378	634.2875	TMEM65|157378	417.7102
TMEM66|51669	7389.1596	TMEM66|51669	5729.4275
TMEM67|91147	224.7259	TMEM67|91147	205.7245
TMEM68|137695	292.0219	TMEM68|137695	292.9338
TMEM69|51249	531.6687	TMEM69|51249	326.9231
TMEM70|54968	485.0792	TMEM70|54968	687.3882
TMEM71|137835	64.2509	TMEM71|137835	71.1091
removed	removed	TMEM74|157753	10.2862
TMEM79|84283	401.3398	TMEM79|84283	115.3846
TMEM80|283232	86.7844	TMEM80|283232	216.0107
TMEM81|388730	34.7138	TMEM81|388730	30.4114
TMEM84|283673	40.1949	TMEM84|283673	20.5725
TMEM85|51234	1231.349	TMEM85|51234	1078.6315
TMEM86A|144110	539.7686	TMEM86A|144110	191.3819
TMEM86B|255043	24.055999999999997	TMEM86B|255043	29.9642
TMEM87A|25963	3188.4896	TMEM87A|25963	1861.3596
TMEM87B|84910	1372.7162	TMEM87B|84910	927.9964
TMEM88|92162	8.8307	TMEM88|92162	148.4794
TMEM8A|58986	1506.6991	TMEM8A|58986	570.2147
TMEM8B|51754	333.1303	TMEM8B|51754	382.8265
removed	removed	TMEM90A|646658	8.9445
TMEM90B|79953	707.0646	TMEM90B|79953	19.678
TMEM91|641649	116.3581	TMEM91|641649	67.5313
TMEM92|162461	25.8831	removed	removed
TMEM93|83460	193.8337	TMEM93|83460	168.8775
TMEM97|27346	274.5158	TMEM97|27346	111.29700000000001
TMEM98|26022	960.7186	TMEM98|26022	635.5098
TMEM99|147184	322.7771	TMEM99|147184	211.5385
TMEM9B|56674	1785.9318	TMEM9B|56674	1086.3148
TMEM9|252839	1460.1096	TMEM9|252839	783.0948
TMF1|7110	1730.5116	TMF1|7110	1428.4436
removed	removed	TMIE|259236	9.839
TMLHE|55217	201.8879	TMLHE|55217	249.1055
TMOD1|7111	57.6309	TMOD1|7111	731.8068
TMOD2|29767	597.7467	TMOD2|29767	768.7835
TMOD3|29766	2398.5993	TMOD3|29766	1945.4383
TMPO|7112	1191.5713	TMPO|7112	839.8971
TMPPE|643853	24.9695	TMPPE|643853	25.0447
TMPRSS13|84000	212.5457	TMPRSS13|84000	131.0376
TMPRSS2|7113	86.1754	TMPRSS2|7113	189.6243
TMPRSS3|64699	158.648	TMPRSS3|64699	100.6261
TMPRSS4|56649	48.1121	removed	removed
TMPRSS6|164656	6.3946	TMPRSS6|164656	14.7585
TMSB10|9168	21194.2753	TMSB10|9168	11740.161
TMSB15A|11013	8.5262	TMSB15A|11013	6.7084
TMSB15B|286527	27.366	TMSB15B|286527	22.1691
TMSL3|7117	53611.4495	TMSL3|7117	37220.0358
TMTC1|83857	475.0305	TMTC1|83857	3703.9356
TMTC2|160335	250.609	TMTC2|160335	303.6673
TMTC3|160418	1510.0487	TMTC3|160418	779.0698
TMTC4|84899	443.9708	TMTC4|84899	299.195
TMUB1|83590	392.5091	TMUB1|83590	282.2004
TMUB2|79089	700.0609	TMUB2|79089	746.4222
TMX1|81542	1219.5493	TMX1|81542	995.975
TMX2|51075	1497.2594	TMX2|51075	1433.3631
TMX3|54495	1549.3301	TMX3|54495	1628.3542
TMX4|56255	619.6711	TMX4|56255	1135.5098
TNC|3371	14262.1803	TNC|3371	3735.2415
TNFAIP1|7126	2005.6669	TNFAIP1|7126	1964.7451
TNFAIP2|7127	1059.6833	TNFAIP2|7127	2327.8175
TNFAIP3|7128	769.4884	TNFAIP3|7128	1313.059
TNFAIP6|7130	472.5944	TNFAIP6|7130	683.3631
TNFAIP8L1|126282	338.916	TNFAIP8L1|126282	108.229
TNFAIP8L2|79626	205.2375	TNFAIP8L2|79626	79.6064
TNFAIP8L3|388121	166.5652	TNFAIP8L3|388121	112.25399999999999
TNFAIP8|25816	584.6529	TNFAIP8|25816	603.7567
TNFRSF10A|8797	177.5274	TNFRSF10A|8797	123.8819
TNFRSF10B|8795	1165.3471	TNFRSF10B|8795	809.034
TNFRSF10C|8794	193.3618	TNFRSF10C|8794	57.2451
TNFRSF10D|8793	125.1523	TNFRSF10D|8793	165.0268
TNFRSF11A|8792	25.8831	TNFRSF11A|8792	64.8479
TNFRSF11B|4982	1131.8514	TNFRSF11B|4982	224.0608
TNFRSF12A|51330	1991.7783	TNFRSF12A|51330	722.2719
TNFRSF14|8764	550.1979	TNFRSF14|8764	631.3864
TNFRSF18|8784	74.9086	TNFRSF18|8784	23.2558
TNFRSF19|55504	1141.2911	TNFRSF19|55504	242.3971
TNFRSF1A|7132	3497.5639	TNFRSF1A|7132	4192.3077
TNFRSF1B|7133	1096.8331	TNFRSF1B|7133	2983.0054
TNFRSF21|27242	1865.7125	TNFRSF21|27242	1793.381
TNFRSF25|8718	20.0974	TNFRSF25|8718	89.8927
TNFRSF4|7293	121.1937	TNFRSF4|7293	25.0447
TNFRSF6B|8771	26.76	TNFRSF6B|8771	44.6825
TNFRSF8|943	16.4434	TNFRSF8|943	157.424
TNFRSF9|3604	17.6614	removed	removed
TNFSF10|8743	5411.3886	TNFSF10|8743	2836.7621
TNFSF11|8600	44.458	removed	removed
TNFSF12-TNFSF13|407977	301.4921	TNFSF12-TNFSF13|407977	184.0429
TNFSF12|8742	794.5737	TNFSF12|8742	975.4025
TNFSF13B|10673	163.5201	TNFSF13B|10673	72.4508
TNFSF13|8741	1049.796	TNFSF13|8741	522.576
removed	removed	TNFSF14|8740	7.1556
TNFSF15|9966	12.4848	removed	removed
TNFSF4|7292	1248.173	TNFSF4|7292	68.4258
TNFSF8|944	91.0475	TNFSF8|944	91.6816
TNFSF9|8744	28.0146	TNFSF9|8744	50.0894
TNF|7124	32.8867	TNF|7124	8.4973
TNIK|23043	634.2875	TNIK|23043	243.7388
TNIP1|10318	3246.0414	TNIP1|10318	7314.4007
TNIP2|79155	572.4726	TNIP2|79155	607.7818
TNK1|8711	479.5981	TNK1|8711	174.4186
TNK2|10188	809.6133	TNK2|10188	678.3184
TNKS1BP1|85456	5542.3264	TNKS1BP1|85456	7081.3953
TNKS2|80351	1745.1279	TNKS2|80351	2084.5259
TNKS|8658	1486.8697	TNKS|8658	1249.0339999999999
removed	removed	TNMD|64102	461.0912
removed	removed	TNNC2|7125	27.2809
removed	removed	TNNI1|7135	9.3918
TNNI2|7136	7.6127	TNNI2|7136	10.7335
TNNI3K|51086	18.9099	TNNI3K|51086	49.7764
TNNI3|7137	99.8782	removed	removed
TNNT1|7138	1387.3325	removed	removed
removed	removed	TNNT3|7140	318.4258
TNN|63923	66.078	TNN|63923	470.0358
TNPO1|3842	2928.7454	TNPO1|3842	3003.5778
TNPO2|30000	1070.3410000000001	TNPO2|30000	1759.3918
TNPO3|23534	1058.1608	TNPO3|23534	1129.6959
TNRC18|84629	2533.4957	TNRC18|84629	2190.966
TNRC6A|27327	1315.1644	TNRC6A|27327	1513.864
TNRC6B|23112	495.7369	TNRC6B|23112	872.5403
TNRC6C|57690	428.9616	TNRC6C|57690	759.3962
TNS1|7145	4036.5408	TNS1|7145	53727.6386
TNS3|64759	4017.9659	TNS3|64759	5051.4311
TNS4|84951	180.268	TNS4|84951	1142.2182
TNXB|7148	174.8569	TNXB|7148	28903.22
TOB1|10140	1105.0944	TOB1|10140	1801.3729999999998
TOB2|10766	1321.8636	TOB2|10766	3451.6995
TOE1|114034	250.4507	TOE1|114034	215.5277
TOLLIP|54472	1099.8782	TOLLIP|54472	1297.4061
TOM1L1|10040	991.8392	TOM1L1|10040	375.4741
TOM1L2|146691	724.4214	TOM1L2|146691	1559.4812
TOM1|10043	1045.067	TOM1|10043	1103.3095
TOMM20|9804	3897.6857	TOMM20|9804	4673.0769
TOMM22|56993	779.5371	TOMM22|56993	896.2433
TOMM34|10953	895.2497	TOMM34|10953	436.941
TOMM40L|84134	390.4233	TOMM40L|84134	358.4213
TOMM40|10452	937.2716	TOMM40|10452	525.4919
TOMM5|401505	570.6364	TOMM5|401505	737.4553
TOMM6|100188893	1516.1754	TOMM6|100188893	1242.7683
TOMM70A|9868	2234.4062	TOMM70A|9868	2346.5787
TOMM7|54543	1472.8989	TOMM7|54543	2013.864
TOP1MT|116447	259.1352	TOP1MT|116447	265.2057
TOP1P1|7151	79.4762	TOP1P1|7151	62.6118
TOP1|7150	2815.7734	TOP1|7150	1887.746
TOP2A|7153	1410.7795	TOP2A|7153	137.746
TOP2B|7155	4809.9878	TOP2B|7155	3781.3059
TOP3A|7156	478.6845	TOP3A|7156	428.4436
TOP3B|8940	145.2497	TOP3B|8940	199.0161
TOPBP1|11073	871.1937	TOPBP1|11073	817.5313
TOPORS|10210	591.0475	TOPORS|10210	776.8336
TOR1AIP1|26092	1853.2278	TOR1AIP1|26092	2701.2522
TOR1AIP2|163590	520.7065	TOR1AIP2|163590	396.2433
TOR1A|1861	1093.7881	TOR1A|1861	897.585
TOR1B|27348	718.6358	TOR1B|27348	627.0125
TOR2A|27433	264.9208	TOR2A|27433	131.93200000000002
TOR3A|64222	917.7832	TOR3A|64222	846.6011
TOX2|84969	84.9574	TOX2|84969	115.8318
TOX3|27324	90.134	TOX3|27324	66.6369
TOX4|9878	1960.1827	TOX4|9878	1941.8962
TOX|9760	26.7966	TOX|9760	49.6422
removed	removed	TP53AIP1|63970	42.0394
TP53BP1|7158	1874.5432	TP53BP1|7158	1005.814
TP53BP2|7159	990.8648	TP53BP2|7159	852.8623
TP53I11|9537	3449.4519	TP53I11|9537	1936.941
TP53I13|90313	369.6711	TP53I13|90313	332.73699999999997
TP53I3|9540	379.4153	TP53I3|9540	265.2057
TP53INP1|94241	1288.6724	TP53INP1|94241	725.4025
TP53INP2|58476	892.5091	TP53INP2|58476	761.1807
TP53RK|112858	535.6273	TP53RK|112858	403.3989
TP53TG1|11257	278.6236	TP53TG1|11257	185.1521
TP53|7157	1813.3374	TP53|7157	946.3327
TP63|8626	16.4434	TP63|8626	783.0948
TP73|7161	26.4921	TP73|7161	23.703000000000003
TPBG|7162	2177.5274	TPBG|7162	564.8479
TPCN1|53373	782.5822	TPCN1|53373	1632.3792
TPCN2|219931	204.8721	TPCN2|219931	406.6503
TPD52L1|7164	349.5737	TPD52L1|7164	355.5456
TPD52L2|7165	2447.3203	TPD52L2|7165	3282.6476
TPD52|7163	3440.3867	TPD52|7163	712.0483
TPI1P2|286016	11.8758	TPI1P2|286016	10.7335
TPI1|7167	8032.5822	TPI1|7167	3608.6762
TPK1|27010	116.6261	TPK1|27010	136.4043
TPM1|7168	13747.5305	TPM1|7168	5928.6717
TPM2|7169	6038.6724	TPM2|7169	2872.093
TPM3|7170	9128.8063	TPM3|7170	6183.3631
TPM4|7171	26586.1754	TPM4|7171	14407.8712
