gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
TPMT|7172	719.2448	TPMT|7172	343.4705
removed	removed	TPO|7173	121.6458
TPP1|1200	6261.8758	TPP1|1200	4902.9517
TPP2|7174	1436.9671	TPP2|7174	1164.1324
TPPP3|51673	393.7272	TPPP3|51673	2720.0358
TPPP|11076	15.2253	TPPP|11076	1766.1002
TPRA1|131601	464.6772	TPRA1|131601	448.1216
TPRG1L|127262	1440.0122	TPRG1L|127262	1939.6243
TPRG1|285386	201.8879	TPRG1|285386	374.3292
TPRKB|51002	405.2984	TPRKB|51002	289.356
TPRN|286262	595.6151	TPRN|286262	113.5957
TPR|7175	3904.9848	TPR|7175	3696.2791
TPSAB1|7177	379.7199	TPSAB1|7177	451.6995
TPSB2|64499	596.5286	TPSB2|64499	722.2719
TPSD1|23430	14.3118	TPSD1|23430	18.7835
TPST1|8460	336.4799	TPST1|8460	542.0394
TPST2|8459	1095.6151	TPST2|8459	946.3327
TPT1|7178	52528.6236	TPT1|7178	57475.8497
TPTE2P1|646405	7.6127	TPTE2P1|646405	8.9445
TPX2|22974	500.0	TPX2|22974	82.73700000000001
TRA2A|29896	1302.6797	TRA2A|29896	1000.0
TRA2B|6434	2464.0682	TRA2B|6434	2388.6404
TRABD|80305	380.0244	TRABD|80305	309.9284
TRADD|8717	300.8526	TRADD|8717	344.8122
TRAF1|7185	193.9708	TRAF1|7185	135.0626
TRAF2|7186	430.87699999999995	TRAF2|7186	223.1664
TRAF3IP1|26146	787.7588	TRAF3IP1|26146	706.1717
TRAF3IP2|10758	462.8502	TRAF3IP2|10758	727.6386
TRAF3IP3|80342	135.81	TRAF3IP3|80342	43.381
TRAF3|7187	183.0085	TRAF3|7187	261.1807
TRAF4|9618	620.2801	TRAF4|9618	389.9821
TRAF5|7188	764.6163	TRAF5|7188	409.6601
TRAF6|7189	206.76	TRAF6|7189	314.4007
TRAF7|84231	2021.4403	TRAF7|84231	1250.4383
TRAFD1|10906	1241.1693	TRAFD1|10906	755.3667
TRAIP|10293	72.4726	TRAIP|10293	26.8336
TRAK1|22906	1729.9026	TRAK1|22906	2259.3918
TRAK2|66008	1404.0804	TRAK2|66008	2819.3202
TRAM1L1|133022	128.8063	TRAM1L1|133022	67.5313
TRAM1|23471	4653.7759	TRAM1|23471	4706.619000000001
TRAM2|9697	1905.2984	TRAM2|9697	1999.1055
TRANK1|9881	916.2607	TRANK1|9881	653.3989
TRAP1|10131	1651.6229999999998	TRAP1|10131	1007.3256
TRAPPC10|7109	1074.9086	TRAPPC10|7109	1388.6404
TRAPPC1|58485	1292.9354	TRAPPC1|58485	766.5474
TRAPPC2L|51693	340.74300000000005	TRAPPC2L|51693	391.77099999999996
TRAPPC2P1|10597	176.218	TRAPPC2P1|10597	121.5116
TRAPPC2|6399	320.9501	TRAPPC2|6399	217.3524
TRAPPC3|27095	1059.3788	TRAPPC3|27095	978.0859
TRAPPC4|51399	475.6395	TRAPPC4|51399	567.0841
TRAPPC5|126003	286.2363	TRAPPC5|126003	309.9284
TRAPPC6A|79090	373.0207	TRAPPC6A|79090	215.1163
TRAPPC6B|122553	804.5067	TRAPPC6B|122553	808.5868
TRAPPC9|83696	913.2156	TRAPPC9|83696	599.7317
TRAT1|50852	5.1766	TRAT1|50852	9.839
TRDMT1|1787	123.0207	TRDMT1|1787	202.1467
removed	removed	TRDN|10345	174.8658
TREM1|54210	208.5871	TREM1|54210	60.8229
TREM2|54209	574.9086	TREM2|54209	171.7352
TREML2|79865	6.3946	removed	removed
TRERF1|55809	855.0548	TRERF1|55809	287.1199
TREX1|11277	199.7838	TREX1|11277	245.3444
removed	removed	TRHDE|29953	206.1896
TRIAP1|51499	510.0487	TRIAP1|51499	387.2987
TRIB1|10221	1663.5201	TRIB1|10221	3133.7209
TRIB2|28951	1941.8392	TRIB2|28951	1211.9857
TRIB3|57761	545.067	TRIB3|57761	143.5599
TRIL|9865	1147.6857	TRIL|9865	454.8301
TRIM11|81559	341.0475	TRIM11|81559	235.6887
TRIM13|10206	869.0713	TRIM13|10206	631.7755
TRIM14|9830	555.1157	TRIM14|9830	544.7227
TRIM16L|147166	137.1529	TRIM16L|147166	159.2531
TRIM16|10626	1132.1559	TRIM16|10626	766.9946
removed	removed	TRIM17|51127	9.839
TRIM21|6737	414.7381	TRIM21|6737	372.5403
TRIM22|10346	1676.3094	TRIM22|10346	1677.5492
TRIM23|373	451.5834	TRIM23|373	490.6082
TRIM24|8805	787.1498	TRIM24|8805	528.1753
TRIM25|7706	238.7333	TRIM25|7706	878.8014
TRIM26|7726	1310.5968	TRIM26|7726	1035.7782
TRIM27|5987	1222.8989	TRIM27|5987	922.1825
TRIM28|10155	5307.2473	TRIM28|10155	2614.4902
TRIM29|23650	259.7442	TRIM29|23650	1542.4866
TRIM2|23321	761.2667	TRIM2|23321	919.0519
TRIM32|22954	654.6894	TRIM32|22954	490.6082
TRIM33|51592	1161.9976	TRIM33|51592	1154.2934
TRIM34|53840	307.5518	TRIM34|53840	244.6333
TRIM35|23087	364.4945	TRIM35|23087	586.3148
TRIM36|55521	72.4726	TRIM36|55521	33.542
TRIM37|4591	701.0871	TRIM37|4591	632.4463
TRIM38|10475	636.419	TRIM38|10475	481.6637
TRIM39|56658	382.2138	TRIM39|56658	360.6261
TRIM3|10612	496.0414	TRIM3|10612	257.6029
TRIM41|90933	562.8624	TRIM41|90933	565.3936
TRIM44|54765	1615.1035	TRIM44|54765	1652.9517
TRIM45|80263	148.2948	TRIM45|80263	64.4007
TRIM46|80128	86.1754	TRIM46|80128	8.4973
TRIM47|91107	1070.6456	TRIM47|91107	822.4508
TRIM4|89122	1035.3228	TRIM4|89122	864.9374
removed	removed	TRIM50|135892	12.0751
TRIM52|84851	105.6638	TRIM52|84851	152.0572
TRIM56|81844	175.7004	TRIM56|81844	513.4168
TRIM58|25893	545.2101	TRIM58|25893	69.8032
TRIM59|286827	593.2613	TRIM59|286827	31.4669
TRIM5|85363	602.3965	TRIM5|85363	489.2352
TRIM61|391712	6.6991	TRIM61|391712	10.7335
TRIM62|55223	271.9245	TRIM62|55223	110.9123
removed	removed	TRIM63|84676	18.3363
TRIM65|201292	563.3374	TRIM65|201292	395.3488
TRIM66|9866	147.6857	TRIM66|9866	292.0394
TRIM67|440730	6.0901	removed	removed
TRIM68|55128	312.7284	TRIM68|55128	319.3202
TRIM69|140691	20.0974	TRIM69|140691	12.0751
TRIM6|117854	169.0012	TRIM6|117854	165.9213
TRIM78P|117852	6.3124	removed	removed
TRIM7|81786	11.2667	TRIM7|81786	34.8837
TRIM8|81603	3287.4543	TRIM8|81603	4096.1538
TRIM9|114088	83.1303	TRIM9|114088	22.3614
TRIOBP|11078	885.201	TRIOBP|11078	2046.1717
TRIO|7204	2612.972	TRIO|7204	3560.8229
TRIP10|9322	766.7479	TRIP10|9322	1769.6779999999999
TRIP11|9321	1432.704	TRIP11|9321	1242.8444
TRIP12|9320	4529.8417	TRIP12|9320	4485.6887
TRIP13|9319	119.9756	TRIP13|9319	62.1646
TRIP4|9325	651.9488	TRIP4|9325	600.6261
TRIP6|7205	978.38	TRIP6|7205	1076.4758
TRIT1|54802	367.8441	TRIT1|54802	262.5224
TRMT112|51504	1833.7393	TRMT112|51504	1222.2719
TRMT11|60487	222.2899	TRMT11|60487	217.3524
TRMT12|55039	309.3788	TRMT12|55039	251.7889
TRMT1|55621	209.5006	TRMT1|55621	381.93199999999996
TRMT2A|27037	296.894	TRMT2A|27037	372.093
TRMT2B|79979	249.6955	TRMT2B|79979	314.8479
TRMT5|57570	474.7259	TRMT5|57570	563.059
TRMT61A|115708	268.5749	TRMT61A|115708	320.2147
TRMT61B|55006	329.4641	TRMT61B|55006	280.3309
TRMT6|51605	367.2351	TRMT6|51605	382.3792
TRMU|55687	155.6029	TRMU|55687	148.9267
TRNAU1AP|54952	299.6346	TRNAU1AP|54952	303.6673
TRNP1|388610	221.3764	TRNP1|388610	159.2129
TRNT1|51095	360.5298	TRNT1|51095	294.9374
TROAP|10024	51.7661	TROAP|10024	6.7084
TROVE2|6738	1220.9318	TROVE2|6738	1130.5456
TRO|7216	195.7978	TRO|7216	216.458
TRPA1|8989	134.7168	TRPA1|8989	5.3801
TRPC1|7220	263.7028	TRPC1|7220	240.16099999999997
TRPC3|7222	6.3946	TRPC3|7222	6.7084
TRPC4AP|26133	1788.0633	TRPC4AP|26133	2158.7657
TRPC4|7223	19.4884	TRPC4|7223	6.7084
TRPC6|7225	109.6224	TRPC6|7225	156.0823
TRPM2|7226	311.5104	TRPM2|7226	197.2272
removed	removed	TRPM3|80036	8.9445
TRPM4|54795	997.8685	TRPM4|54795	433.3631
removed	removed	TRPM6|140803	122.09299999999999
TRPM7|54822	1191.2302	TRPM7|54822	1308.1395
TRPS1|7227	7124.8477	TRPS1|7227	3071.5564
TRPT1|83707	329.4762	TRPT1|83707	193.6494
TRPV1|7442	119.7168	TRPV1|7442	156.5295
TRPV2|51393	444.5798	TRPV2|51393	477.6386
removed	removed	TRPV3|162514	5.0134
TRPV4|59341	124.8477	TRPV4|59341	65.2952
removed	removed	TRPV6|55503	45.6172
TRRAP|8295	1503.6967	TRRAP|8295	1584.4499
TRUB1|142940	584.0438	TRUB1|142940	404.7406
TRUB2|26995	651.0353	TRUB2|26995	338.551
TSC1|7248	505.7856	TSC1|7248	927.5492
TSC22D1|8848	4290.8039	TSC22D1|8848	5020.1252
TSC22D2|9819	748.7819999999999	TSC22D2|9819	1322.898
TSC22D3|1831	2581.9123	TSC22D3|1831	6491.5027
TSC22D4|81628	606.2728	TSC22D4|81628	618.068
TSC2|7249	1274.9695	TSC2|7249	1402.0572
TSEN15|116461	600.1827	TSEN15|116461	498.2111
TSEN2|80746	144.6407	TSEN2|80746	144.0072
TSEN34|79042	983.8611	TSEN34|79042	592.576
TSEN54|283989	294.7625	TSEN54|283989	177.5492
TSFM|10102	553.5932	TSFM|10102	345.2594
TSG101|7251	1512.1803	TSG101|7251	1322.898
TSGA10|80705	58.7698	TSGA10|80705	71.5564
TSGA14|95681	327.3447	TSGA14|95681	225.8497
removed	removed	TSHR|7253	6.7084
TSHZ1|10194	720.7674	TSHZ1|10194	1102.8623
TSHZ2|128553	128.8063	TSHZ2|128553	604.6512
TSHZ3|57616	1084.0438	TSHZ3|57616	528.6225
TSIX|9383	39.3514	TSIX|9383	11.8068
removed	removed	TSKS|60385	14.3113
TSKU|25987	2033.8002	TSKU|25987	4108.229
removed	removed	TSLP|85480	76.9231
TSNARE1|203062	120.2801	TSNARE1|203062	191.4132
TSNAXIP1|55815	20.7065	TSNAXIP1|55815	11.6279
TSNAX|7257	952.1924	TSNAX|7257	944.5438
TSN|7247	2117.2351	TSN|7247	1820.6619
removed	removed	TSPAN10|83882	8.4973
TSPAN11|441631	118.4531	TSPAN11|441631	198.1216
TSPAN12|23554	502.7406	TSPAN12|23554	364.4902
TSPAN13|27075	3236.6017	TSPAN13|27075	1376.1181
TSPAN14|81619	1880.6334	TSPAN14|81619	3669.9463
TSPAN15|23555	3616.9306	TSPAN15|23555	2576.4758
TSPAN17|26262	676.0049	TSPAN17|26262	511.1807
TSPAN18|90139	947.0158	TSPAN18|90139	1004.025
TSPAN1|10103	4411.084	TSPAN1|10103	173.5242
TSPAN2|10100	126.9793	TSPAN2|10100	282.6476
TSPAN31|6302	1189.4032	TSPAN31|6302	1163.6852
TSPAN33|340348	426.0049	TSPAN33|340348	335.4204
TSPAN3|10099	3044.7625	TSPAN3|10099	6870.7513
TSPAN4|7106	1496.6504	TSPAN4|7106	1969.5886
TSPAN5|10098	94.0926	TSPAN5|10098	75.5814
TSPAN6|7105	536.2363	TSPAN6|7105	1300.9839
TSPAN7|7102	238.1242	TSPAN7|7102	1645.7961
removed	removed	TSPAN8|7103	24.5975
TSPAN9|10867	2248.173	TSPAN9|10867	1754.9195
TSPO|706	1070.3410000000001	TSPO|706	1542.0394
TSPYL1|7259	2932.2412	TSPYL1|7259	2267.2361
TSPYL2|64061	650.1218	TSPYL2|64061	703.0411
TSPYL3|128854	32.8867	TSPYL3|128854	19.678
TSPYL4|23270	1432.095	TSPYL4|23270	667.263
TSPYL5|85453	424.1778	TSPYL5|85453	695.4383
TSR1|55720	1358.9189999999999	TSR1|55720	1136.6234
TSR2|90121	866.6261	TSR2|90121	870.7513
TSSC1|7260	386.1145	TSSC1|7260	213.3274
TSSC4|10078	434.8356	TSSC4|10078	522.8086
TSSK3|81629	8.1608	TSSK3|81629	18.153
removed	removed	TSSK4|283629	6.7084
TSSK6|83983	16.4434	TSSK6|83983	9.839
TSTA3|7264	2042.0219	TSTA3|7264	463.3274
TSTD1|100131187	904.0804	TSTD1|100131187	454.3828
TSTD2|158427	455.0792	TSTD2|158427	595.3265
TST|7263	203.106	TST|7263	688.2826
TTBK2|146057	185.7491	TTBK2|146057	310.3757
TTC12|54970	208.2826	TTC12|54970	199.9106
TTC13|79573	354.1413	TTC13|79573	290.2504
TTC14|151613	549.9391	TTC14|151613	571.1091
TTC15|51112	593.7881	TTC15|51112	674.4186
TTC17|55761	1234.1657	TTC17|55761	1409.6601
TTC18|118491	61.5104	TTC18|118491	77.8175
TTC19|54902	1142.6188	TTC19|54902	895.7916
TTC1|7265	1102.0097	TTC1|7265	1054.1145
TTC21A|199223	62.7284	TTC21A|199223	55.0089
TTC21B|79809	355.9683	TTC21B|79809	622.5403
TTC22|55001	63.3374	TTC22|55001	25.9392
TTC23L|153657	5.1766	removed	removed
TTC23|64927	349.2692	TTC23|64927	513.864
TTC25|83538	43.849	TTC25|83538	20.5725
TTC26|79989	199.7564	TTC26|79989	122.9875
TTC27|55622	563.6419	TTC27|55622	520.5725
TTC28|23331	671.3429	TTC28|23331	1285.8497
TTC30A|92104	480.2071	TTC30A|92104	262.9696
TTC30B|150737	253.3496	TTC30B|150737	172.6297
TTC31|64427	514.9208	TTC31|64427	427.9964
TTC32|130502	24.3605	TTC32|130502	36.2254
TTC33|23548	309.3788	TTC33|23548	434.2576
TTC35|9694	738.1242	TTC35|9694	896.6905
TTC36|143941	7.9172	TTC36|143941	10.2862
TTC37|9652	2344.0926	TTC37|9652	2276.3864
TTC38|55020	280.4507	TTC38|55020	637.746
TTC39A|22996	725.6395	TTC39A|22996	428.8909
TTC39B|158219	150.7308	TTC39B|158219	88.1038
TTC39C|125488	733.2521	TTC39C|125488	503.1306
TTC3|7267	5513.0938	TTC3|7267	6914.5796
TTC4|7268	632.2808	TTC4|7268	577.8175
TTC5|91875	227.771	TTC5|91875	181.5742
TTC7A|57217	951.5652	TTC7A|57217	1260.1208
TTC7B|145567	371.1937	TTC7B|145567	867.6208
TTC8|123016	605.3593	TTC8|123016	364.4902
TTC9C|283237	339.525	TTC9C|283237	195.8855
TTC9|23508	1052.9842	TTC9|23508	239.7138
TTF1|7270	388.246	TTF1|7270	354.6512
TTF2|8458	356.2728	TTF2|8458	345.2594
TTK|7272	112.97200000000001	TTK|7272	21.9141
removed	removed	TTLL10|254173	8.0501
TTLL11|158135	67.296	TTLL11|158135	91.6816
TTLL12|23170	1489.3423	TTLL12|23170	677.5492
TTLL13|440307	6.2241	removed	removed
TTLL1|25809	143.7272	TTLL1|25809	133.7209
TTLL3|26140	264.3697	TTLL3|26140	469.7406
TTLL4|9654	218.9403	TTLL4|9654	258.9445
TTLL5|23093	771.62	TTLL5|23093	567.9785
TTLL7|79739	88.3069	TTLL7|79739	192.7549
removed	removed	TTLL9|164395	9.839
TTL|150465	694.5798	TTL|150465	949.4633
TTN|7273	120.3228	TTN|7273	297.7013
TTPAL|79183	496.9549	TTPAL|79183	463.7746
removed	removed	TTPA|7274	53.22
removed	removed	TTYH1|57348	240.16099999999997
TTYH2|94015	167.3112	TTYH2|94015	218.1306
TTYH3|80727	1792.9354	TTYH3|80727	1381.0376
TUBA1A|7846	10447.8471	TUBA1A|7846	7544.5662
TUBA1B|10376	16867.5853	TUBA1B|10376	10806.1449
TUBA1C|84790	3137.637	TUBA1C|84790	1463.7746
TUBA4A|7277	499.0865	TUBA4A|7277	341.6816
TUBA8|51807	22.8928	TUBA8|51807	59.4544
TUBB1|81027	11.2667	TUBB1|81027	16.9946
TUBB2A|7280	528.6236	TUBB2A|7280	3105.5456
TUBB2B|347733	7.4878	TUBB2B|347733	323.3453
TUBB2C|10383	3704.324	TUBB2C|10383	4323.7925
TUBB3|10381	1843.3069	TUBB3|10381	117.6208
TUBB4|10382	19.4884	TUBB4|10382	72.898
TUBB6|84617	2022.1833	TUBB6|84617	5115.9615
TUBBP5|643224	7.9172	TUBBP5|643224	9.839
TUBB|203068	20834.6529	TUBB|203068	10743.7388
TUBD1|51174	179.0499	TUBD1|51174	185.1521
TUBE1|51175	148.9038	TUBE1|51175	273.2558
TUBG1|7283	808.7698	TUBG1|7283	569.3202
TUBG2|27175	332.5213	TUBG2|27175	478.9803
TUBGCP2|10844	1365.1553	TUBGCP2|10844	1109.1055
TUBGCP3|10426	524.9695	TUBGCP3|10426	618.5152
TUBGCP4|27229	348.6602	TUBGCP4|27229	309.9284
TUBGCP5|114791	524.9695	TUBGCP5|114791	629.6959
TUBGCP6|85378	398.2948	TUBGCP6|85378	715.5635
TUB|7275	118.1486	TUB|7275	317.0841
TUFM|7284	3365.408	TUFM|7284	2422.6297
TUFT1|7286	902.8624	TUFT1|7286	386.4043
TUG1|55000	3755.1766	TUG1|55000	3492.3971
TULP3|7289	720.4629	TULP3|7289	786.2254
TULP4|56995	961.3276	TULP4|56995	703.9356
TUSC1|286319	343.7881	TUSC1|286319	421.288
TUSC2|11334	535.3228	TUSC2|11334	438.7299
TUSC3|7991	556.6382	TUSC3|7991	560.8229
removed	removed	TUSC5|286753	11715.1163
TUT1|64852	535.9318	TUT1|64852	432.9159
TWF1|5756	2198.8429	TWF1|5756	1816.1896
TWF2|11344	1277.6188	TWF2|11344	1262.9114
TWIST1|7291	374.8477	TWIST1|7291	504.9195
TWIST2|117581	21.011	TWIST2|117581	218.6941
TWISTNB|221830	594.3971	TWISTNB|221830	524.5975
TWSG1|57045	1964.3727	TWSG1|57045	1000.0
TXK|7294	7.3082	TXK|7294	16.1002
TXLNA|200081	1915.9562	TXLNA|200081	1775.0447
TXLNB|167838	122.7162	TXLNB|167838	96.6011
TXLNG|55787	177.2229	TXLNG|55787	324.6869
TXN2|25828	865.1035	TXN2|25828	1112.7013
TXNDC11|51061	1483.5566	TXNDC11|51061	1060.8229
TXNDC12|51060	1661.9976	TXNDC12|51060	1247.7639
TXNDC15|79770	1789.5859	TXNDC15|79770	1567.0841
TXNDC16|57544	378.1973	TXNDC16|57544	503.1306
TXNDC17|84817	936.821	TXNDC17|84817	386.288
TXNDC3|51314	12.4848	removed	removed
TXNDC5|81567	6002.7162	TXNDC5|81567	5625.6574
TXNDC9|10190	794.7625	TXNDC9|10190	536.6726
TXNIP|10628	14225.335	TXNIP|10628	41690.966
TXNL1|9352	1754.2631	TXNL1|9352	1169.4991
TXNL4A|10907	764.6163	TXNL4A|10907	645.3488
TXNL4B|54957	205.8465	TXNL4B|54957	187.8354
TXNRD1|7296	1546.285	TXNRD1|7296	2068.4258
TXNRD2|10587	255.7856	TXNRD2|10587	258.4973
TXNRD3IT1|645840	161.084	TXNRD3IT1|645840	260.2862
TXN|7295	2082.5213	TXN|7295	1835.8676
TYK2|7297	767.6614	TYK2|7297	878.8014
TYMP|1890	1763.3983	TYMP|1890	1356.8873
TYMS|7298	255.2101	TYMS|7298	100.729
TYRO3|7301	104.1413	TYRO3|7301	2053.6673
TYROBP|7305	1577.3447	TYROBP|7305	1175.7603
TYRP1|7306	10.0487	removed	removed
TYSND1|219743	279.5371	TYSND1|219743	447.2272
TYW1B|441250	260.3532	TYW1B|441250	216.9052
TYW1|55253	650.1218	TYW1|55253	566.6369
TYW3|127253	571.1906	TYW3|127253	617.5492
U2AF1L4|199746	91.3886	U2AF1L4|199746	87.7504
U2AF1|7307	1111.754	U2AF1|7307	1046.5116
U2AF2|11338	2882.4604	U2AF2|11338	1816.6369
UACA|55075	4323.0816	UACA|55075	2755.8140000000003
UAP1L1|91373	285.6273	UAP1L1|91373	255.3667
UAP1|6675	1670.8283	UAP1|6675	2779.9642
UBA1|7317	8341.351999999999	UBA1|7317	5845.7066
UBA2|10054	2043.849	UBA2|10054	5044.2755
UBA3|9039	1415.6516	UBA3|9039	1011.1807
UBA52|7311	6239.6468	UBA52|7311	6082.2898
UBA5|79876	711.9671	UBA5|79876	700.3891
UBA6|55236	1167.1742	UBA6|55236	892.2182
UBA7|7318	904.9939	UBA7|7318	701.2522
UBAC1|10422	536.2363	UBAC1|10422	640.8766
UBAC2|337867	1728.6084	UBAC2|337867	929.5215
UBAP1|51271	1174.4823	UBAP1|51271	1755.8139999999999
UBAP2L|9898	3185.7491	UBAP2L|9898	2363.1485
UBAP2|55833	524.665	UBAP2|55833	800.5367
UBASH3A|53347	7.0037	UBASH3A|53347	11.6279
UBASH3B|84959	131.5469	UBASH3B|84959	147.585
UBB|7314	12401.9488	UBB|7314	8535.7782
UBC|7316	34869.0621	UBC|7316	27806.3506
UBD|10537	227.4665	UBD|10537	93.9177
UBE2A|7319	1554.8112	UBE2A|7319	1458.4079
UBE2B|7320	1265.2253	UBE2B|7320	1457.0662
UBE2CBP|90025	72.1681	UBE2CBP|90025	38.0143
UBE2C|11065	174.7868	UBE2C|11065	21.0197
UBE2D1|7321	446.4068	UBE2D1|7321	397.1377
UBE2D2|7322	2032.5822	UBE2D2|7322	1576.9231
UBE2D3|7323	5707.3691	UBE2D3|7323	5834.5259
UBE2D4|51619	272.2016	UBE2D4|51619	468.3274
UBE2E1|7324	1641.5956	UBE2E1|7324	1159.6601
UBE2E2|7325	595.3106	UBE2E2|7325	631.0376
UBE2E3|10477	795.067	UBE2E3|10477	1072.0036
UBE2F|140739	805.4202	UBE2F|140739	599.9642
UBE2G1|7326	1284.7138	UBE2G1|7326	1243.7388
UBE2G2|7327	1155.6029	UBE2G2|7327	1845.7066
UBE2H|7328	2157.43	UBE2H|7328	1991.9499
UBE2I|7329	2225.6395	UBE2I|7329	1304.5617
UBE2J1|51465	2095.3106	UBE2J1|51465	1840.7871
UBE2J2|118424	671.4373	UBE2J2|118424	578.2648
UBE2K|3093	2079.1717	UBE2K|3093	1856.4401
UBE2L3|7332	1492.0828	UBE2L3|7332	1936.0465
UBE2L6|9246	1940.6212	UBE2L6|9246	932.4687
UBE2MP1|606551	107.7954	UBE2MP1|606551	70.6619
UBE2M|9040	1059.9878	UBE2M|9040	605.9928
UBE2N|7334	2098.0512	UBE2N|7334	1687.3882
UBE2O|63893	771.9245	UBE2O|63893	583.1843
UBE2Q1|55585	1639.4641	UBE2Q1|55585	1296.5116
UBE2Q2P1|388165	8.8307	UBE2Q2P1|388165	29.517
UBE2Q2|92912	1697.6248	UBE2Q2|92912	1252.6834
UBE2QL1|134111	273.1425	UBE2QL1|134111	60.8229
UBE2R2|54926	2316.3825	UBE2R2|54926	1869.4097
UBE2S|27338	167.4787	UBE2S|27338	66.6369
UBE2T|29089	123.3252	UBE2T|29089	24.5975
UBE2V1|7335	3166.3764	UBE2V1|7335	2416.9007
UBE2V2|7336	907.1255	UBE2V2|7336	822.0036
UBE2W|55284	750.0	UBE2W|55284	609.5707
UBE2Z|65264	3191.8392	UBE2Z|65264	1957.9606
UBE3A|7337	2531.9732	UBE3A|7337	1959.3023
UBE3B|89910	1324.6041	UBE3B|89910	1171.288
UBE3C|9690	2033.1912	UBE3C|9690	2196.3327
UBE4A|9354	1654.6894	UBE4A|9354	1985.6887
UBE4B|10277	1111.1449	UBE4B|10277	1387.2987
UBFD1|56061	2028.9281	UBFD1|56061	1080.5009
UBIAD1|29914	469.5493	UBIAD1|29914	501.3417
UBL3|5412	2821.5591	UBL3|5412	2188.2826
UBL4A|8266	961.3276	UBL4A|8266	727.1914
UBL5|59286	1189.0987	UBL5|59286	1161.4489999999998
UBL7|84993	735.3837	UBL7|84993	620.3041
UBLCP1|134510	841.961	UBLCP1|134510	688.7299
UBN1|29855	1302.3752	UBN1|29855	1285.3309
UBN2|254048	589.2205	UBN2|254048	573.7925
UBOX5|22888	224.4214	UBOX5|22888	302.2943
UBP1|7342	2107.4909	UBP1|7342	1633.2737
UBQLN1|29979	4101.7052	UBQLN1|29979	3533.0948
UBQLN2|29978	1460.1096	UBQLN2|29978	1204.8301
UBQLN4|56893	1146.4677	UBQLN4|56893	953.0411
removed	removed	UBQLNL|143630	11.1807
UBR1|197131	1308.1608	UBR1|197131	1445.4383
UBR2|23304	1212.2412	UBR2|23304	1230.322
UBR3|130507	1090.134	UBR3|130507	1973.1664
UBR4|23352	3237.8197	UBR4|23352	4465.1163
UBR5|51366	3049.9391	UBR5|51366	3387.7459999999996
UBR7|55148	1559.6833	UBR7|55148	1011.6279
UBTD1|80019	504.2631	UBTD1|80019	219.1413
UBTD2|92181	1577.3447	UBTD2|92181	830.0537
UBTF|7343	3019.4884	UBTF|7343	2572.0036
UBXN10|127733	170.2192	UBXN10|127733	218.6941
UBXN11|91544	239.6468	UBXN11|91544	191.8605
UBXN1|51035	1456.151	UBXN1|51035	1644.0072
UBXN2A|165324	336.7844	UBXN2A|165324	400.2683
UBXN2B|137886	846.2241	UBXN2B|137886	607.7818
UBXN4|23190	3863.5809999999997	UBXN4|23190	3016.1002
UBXN6|80700	1183.0085	UBXN6|80700	1605.0984
UBXN7|26043	457.9781	UBXN7|26043	510.7335
UBXN8|7993	189.0987	UBXN8|7993	193.2021
UCA1|652995	14.9208	removed	removed
UCHL1|7345	158.9525	UCHL1|7345	765.2057
UCHL3|7347	451.5834	UCHL3|7347	363.5957
UCHL5|51377	463.9038	UCHL5|51377	467.3971
UCK1|83549	471.9854	UCK1|83549	599.7317
UCK2|7371	309.0743	UCK2|7371	193.6494
removed	removed	UCKL1AS|100113386	6.2612
UCKL1|54963	399.1931	UCKL1|54963	370.2907
UCP2|7351	2669.0012	UCP2|7351	2293.8283
UCP3|7352	14.6163	UCP3|7352	12.0751
UEVLD|55293	491.7783	UEVLD|55293	374.3292
UFC1|51506	1704.0195	UFC1|51506	1541.5921
UFD1L|7353	657.1224	UFD1L|7353	782.2004
UFM1|51569	1863.2765	UFM1|51569	1965.1163
UFSP1|402682	17.9659	UFSP1|402682	18.3363
UFSP2|55325	796.9854	UFSP2|55325	940.1521
UGCG|7357	716.1998	UGCG|7357	832.737
UGDH|7358	1740.2558	UGDH|7358	1934.7048
UGGT1|56886	2423.5688	UGGT1|56886	2014.3113
UGGT2|55757	579.4762	UGGT2|55757	537.5671
UGP2|7360	2894.0317	UGP2|7360	7387.2987
UGT1A6|54578	7.3082	removed	removed
UGT2B10|7365	17.0524	removed	removed
UGT2B11|10720	3522.3112	UGT2B11|10720	16.1002
UGT2B15|7366	10.3532	UGT2B15|7366	6.2612
UGT2B28|54490	30.1462	removed	removed
UGT2B4|7363	3416.2607	UGT2B4|7363	8.9445
UGT8|7368	5.4811	UGT8|7368	54.1145
UHMK1|127933	532.5822	UHMK1|127933	696.3327
UHRF1BP1L|23074	863.581	UHRF1BP1L|23074	932.4687
UHRF1BP1|54887	577.3508	UHRF1BP1|54887	740.6082
UHRF1|29128	206.76	UHRF1|29128	31.3059
UHRF2|115426	1170.2192	UHRF2|115426	1075.1342
UIMC1|51720	448.2339	UIMC1|51720	573.3453
ULBP1|80329	35.0183	removed	removed
ULBP2|80328	38.6724	ULBP2|80328	8.4973
ULBP3|79465	11.2667	ULBP3|79465	20.1252
ULK1|8408	1109.3179	ULK1|8408	819.7674
ULK2|9706	575.2132	ULK2|9706	1049.195
ULK3|25989	413.8246	ULK3|25989	424.4186
ULK4|54986	172.6553	ULK4|54986	168.1574
