gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
RPL24|6152	6239.4976	RPL24|6152	7328.7887
RPL26L1|51121	247.7263	RPL26L1|51121	136.3398
RPL26|6154	9998.2676	RPL26|6154	8693.2354
RPL27A|6157	11447.8129	RPL27A|6157	9829.0509
RPL27|6155	4837.592000000001	RPL27|6155	5830.624
RPL28|6158	10671.7194	RPL28|6158	6734.1374
RPL29|6159	6673.4517	RPL29|6159	7744.6251
RPL30|6156	18296.6652	RPL30|6156	11883.0624
RPL31|6160	14584.2356	RPL31|6160	12706.345
RPL32P3|132241	78.0078	RPL32P3|132241	321.0488
RPL32|6161	12784.3222	RPL32|6161	15445.7263
RPL34|6164	8038.9779	RPL34|6164	10641.3214
RPL35A|6165	8796.4487	RPL35A|6165	9892.5013
RPL35|11224	5154.6124	RPL35|11224	5166.7541
RPL36AL|6166	2798.1809999999996	RPL36AL|6166	2702.6744
RPL36A|6173	145.9506	RPL36A|6173	66.5967
RPL36|25873	5641.8363	RPL36|25873	6295.7525
RPL37A|6168	14501.9489	RPL37A|6168	12562.6639
RPL37|6167	27892.5942	RPL37|6167	9756.6859
RPL38|6169	5345.6042	RPL38|6169	4609.8584
RPL39L|116832	279.7748	RPL39L|116832	127.9497
RPL39|6170	686.4443	RPL39|6170	393.8123
RPL3|6122	36545.2577	RPL3|6122	48026.7436
RPL41|6171	12926.8081	RPL41|6171	14757.2103
RPL4|6124	36745.7774	RPL4|6124	27548.5055
RPL5|6125	21571.243	RPL5|6125	19992.6586
RPL6|6128	8135.9896	RPL6|6128	8937.0739
RPL7A|6130	18595.0628	RPL7A|6130	14207.1316
RPL7L1|285855	2127.7609	RPL7L1|285855	1263.7651
RPL7|6129	3027.7176	RPL7|6129	1558.4688
RPL8|6132	26277.1763	RPL8|6132	22637.6508
RPL9|6133	118.23299999999999	RPL9|6133	212.3755
RPLP0P2|113157	65.8294	RPLP0P2|113157	5.7682
RPLP0|6175	18304.4608	RPLP0|6175	18047.7189
RPLP1|6176	24669.1208	RPLP1|6176	18970.6345
RPLP2|6181	8115.2014	RPLP2|6181	9071.8406
RPN1|6184	5455.6085	RPN1|6184	4191.9245
RPN2|6185	6882.6332	RPN2|6185	4898.7729
RPP14|11102	498.0511	RPP14|11102	522.2863
RPP21|79897	265.4829	RPP21|79897	192.5066
RPP25|54913	278.0424	RPP25|54913	142.108
RPP30|10556	404.9372	RPP30|10556	448.3482
RPP38|10557	355.9983	RPP38|10557	262.7163
RPP40|10799	365.9593	RPP40|10799	92.8159
RPPH1|85495	7.7956	lowly_expressed	lowly_expressed
RPRD1A|55197	1342.1395	RPRD1A|55197	1216.0461
RPRD1B|58490	619.7488	RPRD1B|58490	831.1484
RPRD2|23248	1978.7787	RPRD2|23248	2184.0587
lowly_expressed	lowly_expressed	RPRM|56475	5.7682
RPS10P7|376693	51.1044	RPS10P7|376693	72.365
RPS10|6204	9283.2395	RPS10|6204	5106.4499
RPS11|6205	20536.1628	RPS11|6205	19447.2994
RPS12|6206	17388.0468	RPS12|6206	14573.6759
RPS13|6207	7934.1706	RPS13|6207	6759.3078
RPS14|6208	11895.6258	RPS14|6208	13655.4798
lowly_expressed	lowly_expressed	RPS15AP10|728963	9.9633
RPS15A|6210	11215.6778	RPS15A|6210	9966.9638
RPS15|6209	2401.9056	RPS15|6209	3104.8768
RPS16|6217	10590.2988	RPS16|6217	9009.4389
RPS17|6218	19808.5751	RPS17|6218	9007.3414
RPS18|6222	39267.2152	RPS18|6222	29140.5349
RPS19BP1|91582	964.4868	RPS19BP1|91582	557.42
RPS19|6223	14448.6791	RPS19|6223	11868.3797
RPS20|6224	16435.6864	RPS20|6224	12034.085
RPS21|6227	5430.4894	RPS21|6227	4774.5149
RPS23|6228	12451.7107	RPS23|6228	11932.3545
RPS24|6229	20531.3989	RPS24|6229	14606.1877
RPS25|6230	10187.5271	RPS25|6230	9770.3199
RPS26|6231	669.987	RPS26|6231	663.3456
RPS27A|6233	10999.5669	RPS27A|6233	11029.3655
RPS27L|51065	550.0217	RPS27L|51065	764.0273
RPS27|6232	1182.33	RPS27|6232	904.0378
RPS28|6234	231.702	RPS28|6234	340.3251
RPS29|6235	7353.3997	RPS29|6235	4891.4525
lowly_expressed	lowly_expressed	RPS2P32|256355	5.2438
RPS2|6187	14376.3534	RPS2|6187	10471.7042
RPS3A|6189	8408.835	RPS3A|6189	6241.2166
RPS3|6188	25171.9359	RPS3|6188	21716.3083
RPS4X|6191	32295.799	RPS4X|6191	38659.1505
RPS5|6193	8658.7267	RPS5|6193	9680.1259
RPS6KA1|6195	1661.3252	RPS6KA1|6195	703.1987
RPS6KA2|6196	1307.0593	RPS6KA2|6196	1951.2323
RPS6KA3|6197	1268.5145	RPS6KA3|6197	1736.2349
RPS6KA4|8986	777.8259	RPS6KA4|8986	561.6151
RPS6KA5|9252	403.6379	RPS6KA5|9252	537.4934
RPS6KA6|27330	68.861	RPS6KA6|27330	85.999
RPS6KB1|6198	808.5751	RPS6KB1|6198	979.0246
RPS6KB2|6199	614.9848	RPS6KB2|6199	349.2396
RPS6KC1|26750	774.3612	RPS6KC1|26750	625.0655
RPS6KL1|83694	101.3426	RPS6KL1|83694	128.9984
RPS6|6194	22510.6107	RPS6|6194	29525.4326
RPS7|6201	5824.5994	RPS7|6201	5116.9376
RPS8|6202	22286.7042	RPS8|6202	17717.3571
RPS9|6203	8717.6267	RPS9|6203	10735.7105
RPSAP58|388524	5997.4015	RPSAP58|388524	5278.9722
RPSAP9|653162	12.5595	RPSAP9|653162	17.3047
RPSA|3921	4865.7427	RPSA|3921	5445.7263
RPTOR|57521	800.3465	RPTOR|57521	980.5978
RPUSD1|113000	348.6358	RPUSD1|113000	252.753
RPUSD2|27079	233.8675	RPUSD2|27079	198.7415
RPUSD3|285367	359.0299	RPUSD3|285367	331.935
RPUSD4|84881	692.9407	RPUSD4|84881	504.4573
RQCD1|9125	311.8233	RQCD1|9125	209.7535
RRAD|6236	23.3867	RRAD|6236	32.5118
RRAGA|10670	1314.8549	RRAGA|10670	1740.9544
RRAGB|10325	197.9212	RRAGB|10325	328.7887
RRAGC|64121	583.8025	RRAGC|64121	446.775
RRAGD|58528	191.8579	RRAGD|58528	378.0808
RRAS2|22800	546.557	RRAS2|22800	388.04400000000004
RRAS|6237	386.3144	RRAS|6237	747.247
RRBP1|6238	8673.8848	RRBP1|6238	3957.0005
RREB1|6239	1794.7163	RREB1|6239	1771.8929999999998
lowly_expressed	lowly_expressed	RRH|10692	6.817
RRM1|6240	2276.7432	RRM1|6240	1379.6539
RRM2B|50484	1084.8852	RRM2B|50484	795.4903
RRM2|6241	1619.3157	RRM2|6241	40.9019
RRN3P1|730092	10.8272	RRN3P1|730092	74.9869
RRN3P2|653390	9.0948	RRN3P2|653390	10.4877
RRN3P3|100131998	52.2694	RRN3P3|100131998	73.5553
RRN3|54700	2098.311	RRN3|54700	1887.7819
RRP12|23223	1236.0329	RRP12|23223	727.8448
RRP15|51018	716.3274	RRP15|51018	584.688
RRP1B|23076	1750.5414	RRP1B|23076	1138.4373
RRP1|8568	680.3811	RRP1|8568	428.94599999999997
RRP7A|27341	1042.4426	RRP7A|27341	542.7373
RRP7B|91695	217.5964	RRP7B|91695	162.6062
RRP8|23378	238.6314	RRP8|23378	189.3026
RRP9|9136	271.5461	RRP9|9136	334.5569
RRS1|23212	1073.1919	RRS1|23212	319.3498
RSAD1|55316	397.1416	RSAD1|55316	884.1112
RSAD2|91543	320.4851	RSAD2|91543	110.645
RSBN1L|222194	383.9757	RSBN1L|222194	553.1568
RSBN1|54665	748.3759	RSBN1|54665	926.0619
RSC1A1|6248	602.3430000000001	RSC1A1|6248	467.3833
RSF1|51773	1271.5461	RSF1|51773	1206.6072
RSL1D1|26156	4949.7618	RSL1D1|26156	4085.9990000000003
RSL24D1|51187	2430.9225	RSL24D1|51187	2044.5726
RSPH1|89765	7.7956	RSPH1|89765	44.5726
RSPH3|83861	133.3911	RSPH3|83861	203.4609
lowly_expressed	lowly_expressed	RSPH4A|345895	15.2071
lowly_expressed	lowly_expressed	RSPH9|221421	5.7682
RSPO1|284654	40.7103	RSPO1|284654	149.4494
RSPO3|84870	288.8696	RSPO3|84870	239.11900000000003
RSPO4|343637	8.2287	RSPO4|343637	23.5973
RSPRY1|89970	712.4296	RSPRY1|89970	497.6403
RSRC1|51319	187.5271	RSRC1|51319	206.6072
RSRC2|65117	1280.641	RSRC2|65117	1549.0299
RSU1|6251	2254.6557	RSU1|6251	1921.3424
RTCD1|8634	565.1797	RTCD1|8634	396.4342
RTEL1|51750	349.8051	RTEL1|51750	516.1825
RTF1|23168	2320.4851	RTF1|23168	1776.6125
RTKN2|219790	250.7579	RTKN2|219790	51.3896
RTKN|6242	647.8995	RTKN|6242	570.0052
RTN1|6252	219.1425	RTN1|6252	478.7625
RTN2|6253	148.1161	RTN2|6253	291.5574
RTN3|10313	5326.9814	RTN3|10313	4050.8652
RTN4IP1|84816	154.6124	RTN4IP1|84816	114.8401
RTN4RL1|146760	495.4526	RTN4RL1|146760	647.0897
RTN4RL2|349667	38.9779	RTN4RL2|349667	32.5118
RTN4R|65078	199.2204	RTN4R|65078	63.9748
RTN4|57142	5170.6366	RTN4|57142	6094.9135
RTP4|64108	75.3573	RTP4|64108	143.1568
RTTN|25914	211.78	RTTN|25914	428.94599999999997
RUFY1|80230	2666.0892	RUFY1|80230	1145.7787
RUFY2|55680	298.8307	RUFY2|55680	433.6654
RUFY3|22902	763.9671	RUFY3|22902	1144.2056
RUFY4|285180	6.0632	RUFY4|285180	5.2438
RUNDC1|146923	365.9593	RUNDC1|146923	835.8679
RUNDC2A|84127	87.9168	RUNDC2A|84127	120.0839
RUNDC2C|440352	38.7137	RUNDC2C|440352	71.0802
RUNDC3A|10900	8.6618	RUNDC3A|10900	8.9145
RUNDC3B|154661	70.5933	RUNDC3B|154661	119.0351
RUNX1T1|862	116.5006	RUNX1T1|862	210.8023
RUNX1|861	6066.2625	RUNX1|861	5553.225
RUNX2|860	558.2503	RUNX2|860	179.3393
RUNX3|864	462.5379	RUNX3|864	366.0199
RUSC1|23623	906.0199	RUSC1|23623	556.3713
RUSC2|9853	689.0429	RUSC2|9853	1039.8532
RUVBL1|8607	822.7155	RUVBL1|8607	629.6487
RUVBL2|10856	1245.1278	RUVBL2|10856	1003.1463
RWDD1|51389	791.2516	RWDD1|51389	674.882
RWDD2A|112611	94.4132	RWDD2A|112611	88.0965
RWDD2B|10069	620.1819	RWDD2B|10069	348.1909
RWDD3|25950	184.0624	RWDD3|25950	290.3408
RWDD4A|201965	532.6981	RWDD4A|201965	445.7263
RXRA|6256	2066.2625	RXRA|6256	3062.4017
RXRB|6257	1045.0411	RXRB|6257	1234.924
lowly_expressed	lowly_expressed	RXRG|6258	12.5852
RYBP|23429	1950.628	RYBP|23429	1647.0897
RYK|6259	1480.2945	RYK|6259	1663.87
RYR1|6261	110.0043	RYR1|6261	338.75199999999995
RYR2|6262	45.4742	RYR2|6262	17.3047
RYR3|6263	16.0243	RYR3|6263	207.65599999999998
S100A10|6281	4442.1828	S100A10|6281	2401.678
S100A11|6282	9290.601999999999	S100A11|6282	3106.9743
S100A13|6284	493.7202	S100A13|6284	1061.3529
S100A14|57402	1211.78	S100A14|57402	1059.2554
S100A16|140576	2242.0961	S100A16|140576	2031.9874
S100A1|6271	48.5058	S100A1|6271	696.3818
S100A2|6273	93.54700000000001	S100A2|6273	45.097
S100A3|6274	16.8904	lowly_expressed	lowly_expressed
S100A4|6275	989.6059	S100A4|6275	1028.8411
S100A6|6277	3347.7696	S100A6|6277	5794.9659
S100A7A|338324	32.9147	lowly_expressed	lowly_expressed
S100A7|6278	49.8051	lowly_expressed	lowly_expressed
S100A8|6279	414.8982	S100A8|6279	20.451
S100A9|6280	701.6024	S100A9|6280	70.7918
S100B|6285	42.4426	S100B|6285	705.8207
S100PBP|64766	594.6297	S100PBP|64766	700.0524
S100P|6286	355.5652	lowly_expressed	lowly_expressed
S1PR1|1901	819.4023	S1PR1|1901	1362.3492
S1PR2|9294	281.5071	S1PR2|9294	318.301
S1PR3|1903	1397.0420000000001	S1PR3|1903	909.5071
S1PR4|8698	56.7345	S1PR4|8698	26.7436
S1PR5|53637	47.6397	S1PR5|53637	56.6335
SAA1|6288	127.7609	SAA1|6288	1988.9879
SAA2|6289	30.3162	SAA2|6289	555.3225
lowly_expressed	lowly_expressed	SAA4|6291	19.4022
SAAL1|113174	152.4469	SAAL1|113174	169.37599999999998
SAC3D1|29901	237.7653	SAC3D1|29901	103.3036
SACM1L|22908	871.806	SACM1L|22908	1209.2292
SACS|26278	799.0472	SACS|26278	1369.6906
SAE1|10055	2245.5608	SAE1|10055	1308.8621
SAFB2|9667	1071.8926	SAFB2|9667	1335.6057
SAFB|6294	1533.5643	SAFB|6294	1623.4924
SALL1|6299	49.8051	SALL1|6299	32.5118
SALL2|6297	579.4716	SALL2|6297	760.8810000000001
SALL4|57167	40.7103	SALL4|57167	15.2071
SAMD10|140700	162.8411	SAMD10|140700	98.5842
SAMD11|148398	202.0832	SAMD11|148398	27.0635
SAMD12|401474	415.7644	SAMD12|401474	382.8002
SAMD13|148418	9.0948	SAMD13|148418	40.9019
SAMD14|201191	39.8441	lowly_expressed	lowly_expressed
SAMD1|90378	275.4439	SAMD1|90378	189.827
SAMD3|154075	47.6397	SAMD3|154075	23.0729
SAMD4A|23034	557.8172	SAMD4A|23034	742.5275
SAMD4B|55095	1831.0957	SAMD4B|55095	1955.4274
SAMD5|389432	287.5704	SAMD5|389432	1374.9345
SAMD8|142891	138.5881	SAMD8|142891	215.5218
SAMD9L|219285	446.5136	SAMD9L|219285	785.0026
SAMD9|54809	520.5717	SAMD9|54809	555.3225
SAMHD1|25939	1114.7813	SAMHD1|25939	1092.6901
SAMM50|25813	1165.4396	SAMM50|25813	773.9906
SAMSN1|64092	155.4786	SAMSN1|64092	77.6088
SAP130|79595	855.7817	SAP130|79595	765.6004
SAP18|10284	1586.401	SAP18|10284	2104.8768
SAP30BP|29115	773.9281	SAP30BP|29115	981.6466
SAP30L|79685	689.4760000000001	SAP30L|79685	1744.6251
SAP30|8819	235.5998	SAP30|8819	97.5354
SAPS1|22870	1548.7224	SAPS1|22870	1362.3492
SAPS2|9701	1264.6167	SAPS2|9701	1180.6712
SAPS3|55291	2645.301	SAPS3|55291	2340.3251
SAR1A|56681	3363.3608	SAR1A|56681	2415.312
SAR1B|51128	741.8796	SAR1B|51128	389.6172
SARDH|1757	44.175	SARDH|1757	109.5962
SARM1|23098	225.851	SARM1|23098	462.6324
SARNP|84324	697.1893	SARNP|84324	533.3613
SARS2|54938	383.0793	SARS2|54938	235.9727
SARS|6301	2598.5275	SARS|6301	2457.7871
SART1|9092	1106.5396	SART1|9092	1176.193
SART3|9733	1059.7661	SART3|9733	1497.6403
SASH1|23328	1856.2148	SASH1|23328	2743.0519
SASH3|54440	455.1754	SASH3|54440	263.2407
SASS6|163786	214.3785	SASS6|163786	159.4127
SAT1|6303	3553.0533	SAT1|6303	2338.2276
SAT2|112483	432.2217	SAT2|112483	574.7247
SATB1|6304	795.5825	SATB1|6304	977.4515
SATB2|23314	89.6492	SATB2|23314	101.7305
SATL1|340562	41.5764	SATL1|340562	25.6948
SAV1|60485	1097.8779	SAV1|60485	1685.3697
SBDSP1|155370	310.9571	SBDSP1|155370	476.6649
SBDS|51119	1340.4071	SBDS|51119	2155.742
SBF1|6305	1845.8207	SBF1|6305	1996.5705
SBF2|81846	842.8107	SBF2|81846	1571.3686
SBK1|388228	1572.9753	SBK1|388228	222.8631
SBNO1|55206	1000.0	SBNO1|55206	916.623
SBNO2|22904	1572.9753	SBNO2|22904	1562.1395
SBSN|374897	42.4426	lowly_expressed	lowly_expressed
SC4MOL|6307	4016.0243	SC4MOL|6307	693.7598
SC5DL|6309	2160.2425	SC5DL|6309	1749.8689
SC65|10609	388.0468	SC65|10609	270.5821
SCAF1|58506	1337.8086	SCAF1|58506	1346.0933
SCAI|286205	272.4123	SCAI|286205	417.4095
SCAMP1|9522	1663.0576	SCAMP1|9522	1313.5815
SCAMP2|10066	2242.0961	SCAMP2|10066	2023.0729
SCAMP3|10067	1502.382	SCAMP3|10067	929.7326
SCAMP4|113178	1100.9095	SCAMP4|113178	1540.1154
SCAMP5|192683	237.7653	SCAMP5|192683	249.6067
SCAND1|51282	361.1953	SCAND1|51282	399.0561
SCAND2|54581	220.8748	SCAND2|54581	317.2522
SCAND3|114821	22.9537	SCAND3|114821	114.8401
SCAPER|49855	326.1152	SCAPER|49855	444.6775
SCAP|22937	1240.4374	SCAP|22937	2239.4337
SCARA3|51435	538.7614	SCARA3|51435	1522.2863
SCARA5|286133	136.8558	SCARA5|286133	1360.2517
SCARB1|949	646.6003	SCARB1|949	1949.6592
SCARB2|950	8020.7882	SCARB2|950	6866.2821
SCARF1|8578	252.9233	SCARF1|8578	351.3372
SCARF2|91179	422.2607	SCARF2|91179	259.57
lowly_expressed	lowly_expressed	SCARNA12|677777	5.7682
SCARNA17|677769	6.0632	lowly_expressed	lowly_expressed
SCCPDH|51097	551.3209	SCCPDH|51097	1075.5113
SCD5|79966	300.9961	SCD5|79966	502.8841
SCD|6319	37348.2027	SCD|6319	33406.9219
SCEL|8796	22.5206	lowly_expressed	lowly_expressed
SCFD1|23256	1417.9298	SCFD1|23256	947.0372
SCFD2|152579	492.85400000000004	SCFD2|152579	382.2758
SCG2|7857	56.7345	SCG2|7857	48.2433
SCG5|6447	178.8653	SCG5|6447	167.2784
SCGB1D2|10647	155.0455	SCGB1D2|10647	1242.2653
SCGB2A1|4246	103.9411	SCGB2A1|4246	19.9266
SCGB2A2|4250	7762.6678	SCGB2A2|4250	2608.8096
SCGB3A1|92304	7.3625	SCGB3A1|92304	511.7986
SCGN|10590	16.0243	SCGN|10590	25.1704
SCHIP1|29970	283.2395	SCHIP1|29970	264.2895
SCIN|85477	83.586	SCIN|85477	62.9261
SCLT1|132320	222.6072	SCLT1|132320	143.6812
SCLY|51540	194.8896	SCLY|51540	173.3561
SCMH1|22955	1077.5227	SCMH1|22955	1172.5223
SCML1|6322	58.9	SCML1|6322	208.7048
SCML2|10389	12.1265	SCML2|10389	70.7918
SCML4|256380	47.2066	SCML4|256380	57.6822
SCN11A|11280	10.8272	SCN11A|11280	34.085
SCN1B|6324	93.54700000000001	SCN1B|6324	169.9004
SCN2A|6326	113.9021	SCN2A|6326	506.5548
SCN2B|6327	41.5764	SCN2B|6327	275.3015
SCN3A|6328	67.5617	SCN3A|6328	139.4861
SCN3B|55800	45.9073	SCN3B|55800	83.9014
SCN4A|6329	29.8831	SCN4A|6329	308.8621
SCN4B|6330	361.6284	SCN4B|6330	1591.505
SCN5A|6331	15.1581	SCN5A|6331	38.28
SCN7A|6332	46.7735	SCN7A|6332	167.2784
SCN8A|6334	21.6544	SCN8A|6334	69.2187
SCN9A|6335	45.0411	SCN9A|6335	40.9019
SCNM1|79005	379.8181	SCNM1|79005	261.1432
SCNN1A|6337	1023.3867	SCNN1A|6337	1887.2575
SCNN1B|6338	151.1477	SCNN1B|6338	248.5579
SCNN1D|6339	7.3625	SCNN1D|6339	63.4504
SCNN1G|6340	35.9463	SCNN1G|6340	166.7541
SCO1|6341	524.0364	SCO1|6341	364.9712
SCO2|9997	569.5106	SCO2|9997	272.1552
SCOC|60592	2000.8662	SCOC|60592	1187.205
SCP2|6342	2529.2334	SCP2|6342	2583.6392
SCPEP1|59342	3315.7211	SCPEP1|59342	3508.6523
SCRG1|11341	5.6301	SCRG1|11341	39.3288
SCRIB|23513	1335.21	SCRIB|23513	1571.5784
SCRN1|9805	2056.7345	SCRN1|9805	1532.774
SCRN2|90507	237.3322	SCRN2|90507	1070.2674
SCRN3|79634	292.3343	SCRN3|79634	326.6911
SCT|6343	6.9294	lowly_expressed	lowly_expressed
SCUBE1|80274	7.7956	SCUBE1|80274	71.3162
SCUBE2|57758	692.0745	SCUBE2|57758	4188.7782
SCUBE3|222663	251.6241	SCUBE3|222663	18.3534
SCYL1|57410	1853.1875	SCYL1|57410	1362.8474
SCYL2|55681	1275.4439	SCYL2|55681	1152.5957
SCYL3|57147	516.4833	SCYL3|57147	550.2045
SDAD1|55153	1722.3906	SDAD1|55153	1135.2910000000002
SDC1|6382	15384.5821	SDC1|6382	2641.8458
SDC2|6383	2656.9944	SDC2|6383	1842.6848
SDC3|9672	3410.5673	SDC3|9672	5137.3886
SDC4|6385	2329.1468	SDC4|6385	5093.3403
SDCBP2|27111	96.1195	SDCBP2|27111	57.6508
SDCBP|6386	5238.6314	SDCBP|6386	2999.4756
SDCCAG1|9147	1243.3954	SDCCAG1|9147	993.7074
SDCCAG3|10807	706.7995	SDCCAG3|10807	451.4945
SDCCAG8|10806	436.5526	SDCCAG8|10806	491.8721
SDF2L1|23753	245.5608	SDF2L1|23753	179.3393
SDF2|6388	628.4106	SDF2|6388	602.5169999999999
SDF4|51150	2508.0121	SDF4|51150	2082.3283
SDHAF1|644096	171.0697	SDHAF1|644096	167.8028
SDHAF2|54949	610.2209	SDHAF2|54949	490.2989
SDHAP1|255812	77.9558	SDHAP1|255812	219.1924
SDHAP2|727956	121.6977	SDHAP2|727956	381.7514
SDHAP3|728609	40.2772	SDHAP3|728609	119.5595
SDHA|6389	1511.4768	SDHA|6389	1864.7089999999998
SDHB|6390	1263.3175	SDHB|6390	943.8909
SDHC|6391	2874.8376	SDHC|6391	1362.8736
SDHD|6392	1379.8181	SDHD|6392	1485.0551
SDK1|221935	253.3564	SDK1|221935	497.6403
SDK2|54549	139.0212	SDK2|54549	802.3073
SDPR|8436	199.2204	SDPR|8436	1604.6146
SDR16C5|195814	853.6163	SDR16C5|195814	98.0598
SDR39U1|56948	381.6587	SDR39U1|56948	615.1494
SDR42E1|93517	128.194	SDR42E1|93517	284.216
SDSL|113675	96.5786	SDSL|113675	129.5228
SDS|10993	112.6029	SDS|10993	34.085
SEC11A|23478	2936.7692	SEC11A|23478	1899.8427
SEC11C|90701	773.0619	SEC11C|90701	552.1762
SEC13|6396	1932.4383	SEC13|6396	1370.215
SEC14L1|6397	1885.2317	SEC14L1|6397	2478.2381
SEC14L2|23541	409.43699999999995	SEC14L2|23541	1514.8034
SEC14L5|9717	6.4963	SEC14L5|9717	22.5485
SEC16A|9919	6040.2772	SEC16A|9919	4358.1542
SEC16B|89866	131.3686	SEC16B|89866	296.4185
SEC1|653677	5.6301	SEC1|653677	12.5852
SEC22A|26984	246.8601	SEC22A|26984	319.8741
SEC22B|9554	2003.8978	SEC22B|9554	1327.7399
SEC22C|9117	538.7614	SEC22C|9117	682.2234
SEC23A|10484	2129.9264	SEC23A|10484	1378.6051
SEC23B|10483	2764.8333	SEC23B|10483	1564.7614
SEC23IP|11196	1759.6362	SEC23IP|11196	1261.6675
SEC24A|10802	1402.7718	SEC24A|10802	947.0372
SEC24B|10427	1394.11	SEC24B|10427	1647.0897
SEC24C|9632	3935.903	SEC24C|9632	3077.6088
SEC24D|9871	3555.6518	SEC24D|9871	1174.0954
SEC31A|22872	7759.6362	SEC31A|22872	4507.9287
SEC31B|25956	33.3478	SEC31B|25956	288.9407
SEC61A1|29927	9396.5483	SEC61A1|29927	6081.1327
SEC61A2|55176	82.0918	SEC61A2|55176	123.7336
SEC61B|10952	1446.5136	SEC61B|10952	848.4531
SEC61G|23480	1332.6115	SEC61G|23480	460.409
SEC62|7095	3000.4331	SEC62|7095	3439.4337
SEC63|11231	4343.8718	SEC63|11231	2917.1474
SECISBP2L|9728	1759.2031	SECISBP2L|9728	2241.2166
SECISBP2|79048	851.4508	SECISBP2|79048	1263.2407
SECTM1|6398	890.4288	SECTM1|6398	233.3508
SEH1L|81929	1751.8406	SEH1L|81929	709.4913
lowly_expressed	lowly_expressed	SEL1L2|80343	20.451
SEL1L3|23231	848.8523	SEL1L3|23231	495.5427
SEL1L|6400	3539.6275	SEL1L|6400	3743.0519
SELENBP1|8991	1037.2456	SELENBP1|8991	2014.1584
SELE|6401	455.1754	SELE|6401	152.5957
SELK|58515	328.7137	SELK|58515	384.8977
SELL|6402	642.2694	SELL|6402	78.6576
SELM|140606	816.3707	SELM|140606	777.1369
SELO|83642	282.8064	SELO|83642	324.5936
SELPLG|6404	511.9099	SELPLG|6404	314.6303
SELP|6403	465.5695	SELP|6403	389.0928
SELS|55829	1153.3131	SELS|55829	590.4562
SELT|51714	1120.3984	SELT|51714	1520.7132
SEMA3A|10371	42.8757	SEMA3A|10371	71.8406
SEMA3B|7869	75.3573	SEMA3B|7869	508.1279
SEMA3C|10512	3094.8463	SEMA3C|10512	7323.5448
SEMA3D|223117	120.8315	SEMA3D|223117	311.48400000000004
SEMA3E|9723	238.1984	SEMA3E|9723	493.4452
SEMA3F|6405	1491.9879	SEMA3F|6405	1538.5422
SEMA3G|56920	543.0922	SEMA3G|56920	2257.9969
SEMA4A|64218	550.8878	SEMA4A|64218	719.4546
SEMA4B|10509	2887.3971	SEMA4B|10509	2131.6203
SEMA4C|54910	1195.7557	SEMA4C|54910	1289.4599
SEMA4D|10507	619.3157	SEMA4D|10507	598.322
SEMA4F|10505	148.9822	SEMA4F|10505	331.935
SEMA4G|57715	115.2707	SEMA4G|57715	128.8096
SEMA5A|9037	1867.4751	SEMA5A|9037	3793.9171
SEMA5B|54437	55.0022	SEMA5B|54437	18.3534
SEMA6A|57556	343.8718	SEMA6A|57556	1036.1825
SEMA6B|10501	398.0078	SEMA6B|10501	480.3356
SEMA6C|10500	160.6756	SEMA6C|10500	349.764
SEMA6D|80031	343.8718	SEMA6D|80031	1467.226
SEMA7A|8482	438.285	SEMA7A|8482	105.4012
SENP1|29843	494.1533	SENP1|29843	554.7981
SENP2|59343	583.3694	SENP2|59343	919.7693
SENP3|26168	800.5803	SENP3|26168	948.9565
SENP5|205564	639.2378	SENP5|205564	747.7714
SENP6|26054	1797.3149	SENP6|26054	2107.4987
SENP7|57337	332.1784	SENP7|57337	680.6502
SENP8|123228	74.058	SENP8|123228	60.8285
SEP15|9403	2925.0758	SEP15|9403	2539.591
SEPHS1|22929	1490.2555	SEPHS1|22929	1124.279
SEPHS2|22928	3006.9294	SEPHS2|22928	1273.204
SEPN1|57190	4242.9623	SEPN1|57190	3321.4473
SEPP1|6414	4651.0957	SEPP1|6414	10927.4358
SEPSECS|51091	171.5028	SEPSECS|51091	427.3728
SEPT10|151011	1195.3227	SEPT10|151011	2094.9135
SEPT11|55752	3414.032	SEPT11|55752	2232.8264
SEPT1|1731	135.9896	SEPT1|1731	112.7425
SEPT2|4735	9046.3404	SEPT2|4735	8331.4106
SEPT3|55964	742.7458	SEPT3|55964	278.4478
SEPT4|5414	288.4366	SEPT4|5414	448.3482
SEPT5|5413	699.437	SEPT5|5413	641.8458
SEPT6|23157	1615.4179	SEPT6|23157	883.0624
SEPT7P2|641977	100.0433	SEPT7P2|641977	255.3749
SEPT7|989	4080.1213	SEPT7|989	3159.4127
SEPT8|23176	1834.1403	SEPT8|23176	1410.3985
SEPT9|10801	5701.1693	SEPT9|10801	5188.2538
SEPW1|6415	3033.3478	SEPW1|6415	2055.5847
SEPX1|51734	362.9277	SEPX1|51734	281.0697
SERAC1|84947	257.2542	SERAC1|84947	228.6314
SERBP1|26135	8759.6362	SERBP1|26135	5561.6151
SERF1A|8293	298.8307	SERF1A|8293	501.8353
SERF2|10169	7575.9766	SERF2|10169	3887.3728
SERGEF|26297	157.2109	SERGEF|26297	254.8506
SERHL2|253190	1869.8874	SERHL2|253190	142.5852
SERHL|94009	656.5613	SERHL|94009	169.9004
SERINC1|57515	5440.0173	SERINC1|57515	7717.8815
SERINC2|347735	5242.0961	SERINC2|347735	1908.7572
