gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
RANBP9|10048	1653.0966	RANBP9|10048	1045.097
RANGAP1|5905	3597.2282	RANGAP1|5905	1531.2008
RANGRF|29098	197.3841	RANGRF|29098	346.5076
RAN|5901	3666.5223	RAN|5901	2262.7163
RAP1A|5906	1309.6579	RAP1A|5906	967.4882
RAP1B|5908	1907.7523	RAP1B|5908	1552.7006
RAP1GAP2|23108	538.7614	RAP1GAP2|23108	914.5254
RAP1GAP|5909	719.3589999999999	RAP1GAP|5909	389.6172
RAP1GDS1|5910	1127.3278	RAP1GDS1|5910	800.7341
RAP2A|5911	1257.2542	RAP2A|5911	771.3686
RAP2B|5912	885.2317	RAP2B|5912	600.9439
RAP2C|57826	887.3971	RAP2C|57826	621.3949
RAPGEF1|2889	2314.4218	RAPGEF1|2889	2647.6141
RAPGEF2|9693	1054.136	RAPGEF2|9693	1593.0781
RAPGEF3|10411	270.5933	RAPGEF3|10411	1656.8852
RAPGEF4|11069	221.74099999999999	RAPGEF4|11069	241.2166
RAPGEF5|9771	1131.6587	RAPGEF5|9771	927.635
RAPGEF6|51735	482.0269	lowly_expressed	lowly_expressed
RAPGEFL1|51195	62.7977	RAPGEFL1|51195	284.216
RAPH1|65059	2676.4833	RAPH1|65059	3045.6214
RARA|5914	1041.5764	RARA|5914	1443.1044
RARB|5915	211.3469	RARB|5915	426.3241
RARG|5916	802.945	RARG|5916	1311.484
RARRES1|5918	705.9333	RARRES1|5918	505.506
RARRES2|5919	996.9684	RARRES2|5919	1716.8327
RARRES3|5920	393.6769	RARRES3|5920	781.3319
RARS2|57038	686.4443	RARS2|57038	591.505
RARS|5917	1540.0606	RARS|5917	1122.7058
RASA1|5921	1168.6401	RASA1|5921	1397.247
RASA2|5922	203.1182	RASA2|5922	350.8128
RASA3|22821	946.7302	RASA3|22821	1025.6948
RASA4P|401331	54.9285	RASA4P|401331	199.3235
RASA4|10156	333.4777	RASA4|10156	414.0745
RASAL1|8437	91.8146	RASAL1|8437	56.1091
RASAL2|9462	1491.9576	RASAL2|9462	1380.0472
RASAL3|64926	234.7337	RASAL3|64926	159.4127
RASD1|51655	947.5964	RASD1|51655	599.8951
RASD2|23551	1107.4058	RASD2|23551	163.0834
RASEF|158158	304.4608	RASEF|158158	725.7472
RASGEF1A|221002	87.0507	RASGEF1A|221002	157.8395
RASGEF1B|153020	363.3608	RASGEF1B|153020	376.5076
lowly_expressed	lowly_expressed	RASGEF1C|255426	30.4143
RASGRF1|5923	439.1511	RASGRF1|5923	22.0241
RASGRF2|5924	213.5123	RASGRF2|5924	313.5815
RASGRP1|10125	162.408	RASGRP1|10125	175.6686
RASGRP2|10235	136.8558	RASGRP2|10235	88.0965
RASGRP3|25780	430.9225	RASGRP3|25780	254.8506
RASGRP4|115727	19.922	RASGRP4|115727	36.7069
RASIP1|54922	326.1152	RASIP1|54922	678.0283
RASL10A|10633	13.4257	RASL10A|10633	40.9019
RASL10B|91608	156.7778	RASL10B|91608	54.0115
RASL11A|387496	430.9225	RASL11A|387496	166.7541
RASL11B|65997	166.3058	RASL11B|65997	92.2916
RASL12|51285	273.7116	RASL12|51285	316.2035
RASSF10|644943	18.6228	RASSF10|644943	116.4132
RASSF1|11186	439.1511	RASSF1|11186	624.5412
RASSF2|9770	1182.7631	RASSF2|9770	524.3838
RASSF3|283349	235.5998	RASSF3|283349	414.2632
RASSF4|83937	389.346	RASSF4|83937	513.8962
RASSF5|83593	558.2503	RASSF5|83593	574.7247
RASSF6|166824	111.7367	RASSF6|166824	757.2103
RASSF7|8045	304.4608	RASSF7|8045	271.1064
RASSF8|11228	675.1841	RASSF8|11228	933.9276
RASSF9|9182	90.5154	RASSF9|9182	154.1689
RAVER1|125950	867.9082	RAVER1|125950	1020.451
RAVER2|55225	285.4049	RAVER2|55225	635.5532
RB1CC1|9821	2517.107	RB1CC1|9821	2040.9019
RB1|5925	1373.7549	RB1|5925	1308.8621
RBAK|57786	831.9835	RBAK|57786	717.3571
RBBP4|5928	5436.3837	RBBP4|5928	3986.2297
RBBP5|5929	848.4192	RBBP5|5929	707.3938
RBBP6|5930	1809.8744	RBBP6|5930	1685.8941
RBBP7|5931	2593.3304	RBBP7|5931	2098.0598
RBBP8|5932	782.1568	RBBP8|5932	1708.4426
RBBP9|10741	666.5223	RBBP9|10741	748.2958
RBCK1|10616	930.7059	RBCK1|10616	1250.1311
RBKS|64080	24.2529	RBKS|64080	71.8406
RBL1|5933	230.8359	RBL1|5933	173.0467
RBL2|5934	1786.7648	RBL2|5934	3107.9182
RBM10|8241	1260.2858	RBM10|8241	1286.3136
RBM11|54033	15.5912	RBM11|54033	46.1458
RBM12B|389677	638.3716	RBM12B|389677	679.0771
RBM12|10137	2575.3573	RBM12|10137	2438.2905
RBM14|10432	1076.0589	RBM14|10432	1138.4216
RBM15B|29890	2444.9935	RBM15B|29890	2417.8291
RBM15|64783	250.3248	RBM15|64783	233.3508
RBM16|22828	1694.4781	RBM16|22828	1988.3325
RBM17|84991	1286.7042	RBM17|84991	1344.5202
RBM18|92400	751.8406	RBM18|92400	853.6969
RBM19|9904	539.1945	RBM19|9904	756.6859
RBM20|282996	19.489	RBM20|282996	49.2921
RBM22|55696	805.1104	RBM22|55696	1219.7168
RBM23|55147	1371.1563	RBM23|55147	1621.9192
RBM24|221662	8.2287	RBM24|221662	62.4017
RBM25|58517	2100.4764	RBM25|58517	2321.4473
RBM26|64062	998.7007	RBM26|64062	1191.4001
RBM27|54439	1174.1013	RBM27|54439	1220.7656
RBM28|55131	523.1702	RBM28|55131	468.2748
RBM33|155435	964.9199	RBM33|155435	1625.0655
RBM34|23029	793.8502	RBM34|23029	416.2244
RBM38|55544	636.2061	RBM38|55544	519.14
RBM39|9584	3058.4669	RBM39|9584	4713.6864
RBM3|5935	7130.3595	RBM3|5935	4589.4074
RBM41|55285	228.6704	RBM41|55285	202.9365
RBM42|79171	778.6921	RBM42|79171	903.5134
RBM43|375287	304.4608	RBM43|375287	413.2145
RBM44|375316	9.0948	RBM44|375316	28.3167
RBM45|129831	209.6146	RBM45|129831	169.37599999999998
RBM47|54502	1237.7653	RBM47|54502	2195.5952
RBM4B|83759	317.8865	RBM4B|83759	424.7509
RBM4|5936	2305.0585	RBM4|5936	1686.4342
RBM5|10181	1548.6184	RBM5|10181	3286.4394
RBM6|10180	908.5838	RBM6|10180	1876.7541
RBM7|10179	618.8826	RBM7|10179	562.1395
RBM8A|9939	2315.6172	RBM8A|9939	1850.7027
RBM9|23543	2749.6752	RBM9|23543	3590.9806
RBMS1|5937	1736.6825	RBMS1|5937	1951.7567
RBMS2|5939	931.9792	RBMS2|5939	1459.6487
RBMS3|27303	94.8463	RBMS3|27303	226.0094
RBMX2|51634	294.0667	RBMX2|51634	345.569
RBMXL1|494115	740.1776	RBMXL1|494115	1004.0273
RBMX|27316	2887.8302	RBMX|27316	4109.0718
RBP1|5947	314.8549	RBP1|5947	273.7284
RBP4|5950	10.3941	RBP4|5950	2222.3388
RBP5|83758	97.0117	RBP5|83758	82.8526
RBP7|116362	69.7272	RBP7|116362	528.5789
RBPJ|3516	598.5275	RBPJ|3516	822.7583
RBPMS2|348093	51.5375	RBPMS2|348093	135.8154
RBPMS|11030	609.7878	RBPMS|11030	1740.43
RBX1|9978	941.8276	RBX1|9978	484.3104
RC3H1|149041	1010.8272	RC3H1|149041	985.3173
RC3H2|54542	757.9039	RC3H2|54542	775.5637
RCAN1|1827	1861.845	RCAN1|1827	4374.9345
RCAN2|10231	461.2386	RCAN2|10231	350.8128
RCAN3|11123	313.5557	RCAN3|11123	180.9124
RCBTB1|55213	510.1776	RCBTB1|55213	669.6382
RCBTB2|1102	375.4872	RCBTB2|1102	610.9072
RCC1|1104	1667.8952	RCC1|1104	394.8086
RCC2|55920	6401.0394	RCC2|55920	2529.6277
RCCD1|91433	122.99700000000001	RCCD1|91433	153.1201
RCE1|9986	300.1299	RCE1|9986	291.033
RCHY1|25898	594.1966	RCHY1|25898	619.8217
RCL1|10171	291.9013	RCL1|10171	423.1778
RCN1|5954	1728.4539	RCN1|5954	2577.871
RCN2|5955	1689.9091	RCN2|5955	796.5391
RCN3|57333	1064.097	RCN3|57333	497.1159
RCOR1|23186	1554.7856	RCOR1|23186	1153.6445
RCOR2|283248	239.4976	RCOR2|283248	20.9754
RCOR3|55758	818.9693	RCOR3|55758	1111.6938
RCSD1|92241	485.4916	RCSD1|92241	411.1169
RDBP|7936	1126.5656	RDBP|7936	954.7614
RDH10|157506	515.3746	RDH10|157506	713.1619999999999
RDH11|51109	3281.9402	RDH11|51109	1283.6917
RDH13|112724	113.0359	RDH13|112724	226.0094
RDH14|57665	325.249	RDH14|57665	346.3608
RDH16|8608	8.6618	RDH16|8608	5.7682
RDH5|5959	13.7549	RDH5|5959	319.0299
RDX|5962	1931.5721	RDX|5962	1589.9318
REC8|9985	21.2213	REC8|9985	42.9995
RECK|8434	456.9078	RECK|8434	801.2585
RECQL4|9401	262.4513	RECQL4|9401	71.3162
RECQL5|9400	333.0446	RECQL5|9400	561.6151
RECQL|5965	1028.8263	RECQL|5965	926.1825
REEP1|65055	330.4461	REEP1|65055	199.2659
REEP2|51308	38.1117	REEP2|51308	106.9743
REEP3|221035	1043.3088	REEP3|221035	601.9927
REEP4|80346	257.6873	REEP4|80346	193.4976
REEP5|7905	4341.4638	REEP5|7905	5098.9827
REEP6|92840	723.6899	REEP6|92840	675.4064
RELA|5970	1969.6838	RELA|5970	2117.462
RELB|5971	404.07099999999997	RELB|5971	244.3629
RELL1|768211	429.6232	RELL1|768211	737.2837
RELL2|285613	28.3499	RELL2|285613	20.8705
RELN|5649	479.4283	RELN|5649	877.2942
RELT|84957	209.1815	RELT|84957	62.9261
REL|5966	129.0602	REL|5966	218.1437
REM1|28954	31.6154	REM1|28954	35.6581
lowly_expressed	lowly_expressed	REM2|161253	12.5852
RENBP|5973	86.1845	RENBP|5973	70.2674
REP15|387849	16.8904	REP15|387849	19.4022
REPIN1|29803	2350.3681	REPIN1|29803	1920.818
REPS1|85021	716.7605	REPS1|85021	865.7577
REPS2|9185	482.4599	REPS2|9185	661.248
RER1|11079	2391.9532	RER1|11079	1985.6162
RERE|473	3383.7159	RERE|473	5424.7509
RERGL|79785	15.1581	RERGL|79785	85.999
RERG|85004	317.8865	RERG|85004	1739.3812
REST|5978	1093.9801	REST|5978	676.9795
RETSAT|54884	2940.2339	RETSAT|54884	3660.1993
RET|5979	66.2625	RET|5979	196.6439
REV1|51455	620.1819	REV1|51455	1077.6088
REV3L|5980	912.0832	REV3L|5980	1369.6906
REXO1|57455	413.599	REXO1|57455	681.1746
REXO2|25996	830.6626	REXO2|25996	566.3346
REXO4|57109	650.065	REXO4|57109	529.6277
RFC1|5981	943.2655	RFC1|5981	1659.1505
RFC2|5982	621.4812	RFC2|5982	347.6665
RFC3|5983	395.8424	RFC3|5983	254.8506
RFC4|5984	263.3175	RFC4|5984	211.3267
RFC5|5985	257.6873	RFC5|5985	319.8741
RFESD|317671	20.3248	RFESD|317671	31.463
RFFL|117584	799.2984	RFFL|117584	607.3047
RFK|55312	431.7887	RFK|55312	384.8977
RFNG|5986	361.1953	RFNG|5986	559.5176
RFPL1S|10740	22.9883	RFPL1S|10740	35.6948
lowly_expressed	lowly_expressed	RFPL3S|10737	5.2438
RFT1|91869	461.6717	RFT1|91869	618.2486
RFTN1|23180	949.3287	RFTN1|23180	866.2821
RFTN2|130132	109.5712	RFTN2|130132	143.1568
RFWD2|64326	1391.0784	RFWD2|64326	735.7105
RFWD3|55159	1102.2087	RFWD3|55159	708.967
RFX1|5989	323.5167	RFX1|5989	462.5066
RFX2|5990	98.744	RFX2|5990	280.02099999999996
RFX3|5991	57.6007	RFX3|5991	108.0231
RFX5|5993	876.5699	RFX5|5993	839.0142
lowly_expressed	lowly_expressed	RFX6|222546	26.2192
RFX7|64864	1003.4647	RFX7|64864	927.1106
RFX8|731220	16.4573	RFX8|731220	25.6948
RFXANK|8625	342.99699999999996	RFXANK|8625	445.7263
RFXAP|5994	55.0022	RFXAP|5994	148.4006
RG9MTD1|54931	679.0819	RG9MTD1|54931	502.8841
RG9MTD2|93587	155.4786	RG9MTD2|93587	118.5107
RG9MTD3|158234	66.2625	RG9MTD3|158234	259.57
lowly_expressed	lowly_expressed	RGAG1|57529	11.5364
RGAG4|340526	174.5344	RGAG4|340526	520.7132
RGL1|23179	1018.1897	RGL1|23179	1214.9974
RGL2|5863	1644.8679	RGL2|5863	1801.2585
RGL3|57139	28.5838	RGL3|57139	228.107
RGL4|266747	13.6942	RGL4|266747	33.8542
RGMA|56963	358.5968	RGMA|56963	873.6235
RGMB|285704	809.2464	RGMB|285704	1113.9171
RGNEF|64283	221.3079	RGNEF|64283	869.9528
RGN|9104	22.0875	RGN|9104	162.0346
RGP1|9827	158.9173	RGP1|9827	295.7525
RGPD1|400966	483.2655	RGPD1|400966	330.6817
RGPD3|653489	388.4799	RGPD3|653489	514.9449
RGPD4|285190	169.3374	RGPD4|285190	206.0829
RGPD5|84220	98.0165	RGPD5|84220	135.9465
RGPD6|729540	536.4573	RGPD6|729540	998.4006
RGS10|6001	610.2209	RGS10|6001	326.1668
RGS11|8786	18.7614	RGS11|8786	81.3791
RGS12|6002	551.3209	RGS12|6002	1080.7551
RGS13|6003	12.1265	RGS13|6003	18.3534
RGS14|10636	254.6557	RGS14|10636	211.8511
RGS16|6004	1185.7947	RGS16|6004	281.0697
RGS17|26575	9.5279	RGS17|26575	5.7682
RGS18|64407	48.5058	RGS18|64407	24.646
RGS19|10287	237.3322	RGS19|10287	199.7902
RGS1|5996	556.518	RGS1|5996	199.2659
RGS22|26166	8.2287	RGS22|26166	28.8411
RGS2|5997	509.3114	RGS2|5997	904.0378
RGS3|5998	1149.8484	RGS3|5998	966.9638
RGS4|5999	759.6362	RGS4|5999	184.5831
RGS5|8490	4598.9606	RGS5|8490	4388.044
RGS6|9628	19.489	RGS6|9628	59.7798
RGS7BP|401190	10.8272	RGS7BP|401190	27.7923
RGS9|8787	17.7566	RGS9|8787	45.6214
RHBDD1|84236	310.0909	RHBDD1|84236	433.6654
RHBDD2|57414	957.5574	RHBDD2|57414	1180.9124
RHBDD3|25807	373.7549	RHBDD3|25807	157.8395
RHBDF1|64285	681.2473	RHBDF1|64285	796.5391
RHBDF2|79651	621.9142	RHBDF2|79651	396.4342
RHBDL1|9028	5.6301	RHBDL1|9028	6.2926
RHBDL2|54933	227.3712	RHBDL2|54933	42.9995
RHBDL3|162494	38.9779	RHBDL3|162494	104.8768
lowly_expressed	lowly_expressed	RHBG|57127	8.3901
RHCE|6006	14.2919	RHCE|6006	5.7682
RHCG|51458	8.2287	RHCG|51458	7.8658
RHEBL1|121268	15.5912	RHEBL1|121268	10.4877
RHEB|6009	953.6596	RHEB|6009	725.2229
RHOA|387	10330.4461	RHOA|387	8818.0388
RHOBTB1|9886	761.3686	RHOBTB1|9886	454.1164
RHOBTB2|23221	561.0134	RHOBTB2|23221	759.8741
RHOBTB3|22836	814.2053	RHOBTB3|22836	1549.5543
RHOB|388	4492.854	RHOB|388	6592.5537
RHOC|389	4230.4028	RHOC|389	3434.7142
RHOD|29984	442.6159	RHOD|29984	265.3382
RHOF|54509	173.0749	RHOF|54509	54.2528
RHOG|391	822.0009	RHOG|391	691.1379
RHOH|399	172.8021	RHOH|399	529.6277
RHOJ|57381	329.5799	RHOJ|57381	609.8584
RHOQ|23433	1434.6817	RHOQ|23433	1846.0147
RHOT1|55288	1129.4933	RHOT1|55288	1070.2674
RHOT2|89941	993.9368	RHOT2|89941	1090.7184
RHOU|58480	653.9628	RHOU|58480	1250.6555
RHOV|171177	819.8354	RHOV|171177	539.0666
RHPN1|114822	407.5357	RHPN1|114822	242.7897
RHPN2|85415	1393.6769	RHPN2|85415	742.0031
RIBC1|158787	13.4257	RIBC1|158787	29.3655
RIBC2|26150	33.3478	RIBC2|26150	14.6827
RIC3|79608	31.1823	RIC3|79608	364.4468
RIC8A|60626	1877.5834	RIC8A|60626	1696.1353
RIC8B|55188	257.2542	RIC8B|55188	513.3718
RICH2|9912	337.3755	RICH2|9912	172.5223
RICTOR|253260	2181.0307	RICTOR|253260	1466.7016
RIF1|55183	1822.8670000000002	RIF1|55183	1943.3665
RILPL1|353116	176.6609	RILPL1|353116	367.3623
RILPL2|196383	273.7116	RILPL2|196383	544.8348
RILP|83547	134.2573	RILP|83547	122.1814
lowly_expressed	lowly_expressed	RIMBP2|23504	42.9995
RIMBP3|85376	32.9147	RIMBP3|85376	39.3288
RIMKLA|284716	46.7735	RIMKLA|284716	73.9381
RIMKLB|57494	409.2031	RIMKLB|57494	810.7866
RIMS2|9699	39.411	RIMS2|9699	7.8658
RIMS3|9783	175.4006	RIMS3|9783	531.2008
RIMS4|140730	62.3647	RIMS4|140730	94.3891
RIN1|9610	61.4985	RIN1|9610	194.5464
RIN2|54453	2408.4019	RIN2|54453	1950.7079
RIN3|79890	555.2187	RIN3|79890	421.6046
RING1|6015	640.5369999999999	RING1|6015	877.8186
RINL|126432	138.5881	RINL|126432	128.474
RINT1|60561	512.6332	RINT1|60561	405.0655
RIOK1|83732	685.5782	RIOK1|83732	497.1159
RIOK2|55781	533.9974	RIOK2|55781	543.7861
RIOK3|8780	1273.2785	RIOK3|8780	1210.8023
RIPK1|8737	1530.5327	RIPK1|8737	1148.925
RIPK2|8767	592.0312	RIPK2|8767	296.8013
RIPK3|11035	70.5933	RIPK3|11035	201.8878
RIPK4|54101	803.8112	RIPK4|54101	856.3188
RIT1|6016	1071.8926	RIT1|6016	729.4179
RLF|6018	1050.2382	RLF|6018	1037.2313
RLIM|51132	2761.8016	RLIM|51132	1758.259
RLN2|6019	6.4963	RLN2|6019	18.8778
RLTPR|146206	73.6249	RLTPR|146206	21.4997
RMI1|80010	311.8233	RMI1|80010	211.3267
RMND1|55005	261.5851	RMND1|55005	453.0676
RMND5A|64795	1536.5959	RMND5A|64795	2146.8275
RMND5B|64777	597.2282	RMND5B|64777	670.6869
lowly_expressed	lowly_expressed	RMST|196475	10.4877
RNASE10|338879	5.1971	lowly_expressed	lowly_expressed
RNASE1|6035	1252.0572	RNASE1|6035	3013.1096
RNASE2|6036	13.8588	lowly_expressed	lowly_expressed
RNASE4|6038	1076.4443	RNASE4|6038	2387.0844
RNASE6|6039	246.8601	RNASE6|6039	167.8028
RNASE7|84659	9.0948	RNASE7|84659	39.3288
RNASEH1|246243	415.7644	RNASEH1|246243	328.2643
RNASEH2A|10535	273.2785	RNASEH2A|10535	195.0708
RNASEH2B|79621	287.1373	RNASEH2B|79621	318.301
RNASEH2C|84153	208.6834	RNASEH2C|84153	535.2438
RNASEK|440400	1105.353	RNASEK|440400	1170.5296
RNASEL|6041	340.8402	RNASEL|6041	476.6649
RNASEN|29102	4162.8411	RNASEN|29102	1350.8128
RNASET2|8635	781.7237	RNASET2|8635	664.9187
RND1|27289	347.3365	RND1|27289	93.8647
RND2|8153	18.6228	RND2|8153	110.1206
RND3|390	1601.5591	RND3|390	3403.2512
RNF103|7844	1064.3049	RNF103|7844	1424.3838
RNF10|9921	2436.1195	RNF10|9921	2916.623
RNF111|54778	968.8177	RNF111|54778	986.3660000000001
RNF112|7732	8.6618	RNF112|7732	15.2071
RNF113A|7737	267.2152	RNF113A|7737	200.83900000000003
RNF114|55905	1859.2464	RNF114|55905	1394.3367
RNF115|27246	647.8995	RNF115|27246	481.3844
RNF11|26994	2835.8597	RNF11|26994	2537.4934
RNF121|55298	592.4643	RNF121|55298	447.8238
RNF122|79845	207.8822	RNF122|79845	116.9376
RNF123|63891	536.5959	RNF123|63891	674.3576
RNF125|54941	411.8666	RNF125|54941	478.7625
RNF126|55658	317.4534	RNF126|55658	320.3985
RNF128|79589	74.9242	RNF128|79589	227.5826
RNF130|55819	2718.9259	RNF130|55819	1585.7368
RNF135|84282	616.7172	RNF135|84282	558.4688
RNF138P1|379013	9.5279	RNF138P1|379013	15.2071
RNF138|51444	559.1165	RNF138|51444	429.9948
RNF139|11236	1946.7302	RNF139|11236	1233.3508
RNF13|11342	894.7596	RNF13|11342	1548.5055
RNF141|50862	1135.1234	RNF141|50862	1376.5076
RNF144A|9781	1371.1563	RNF144A|9781	791.8196
RNF144B|255488	2074.058	RNF144B|255488	1105.9255
RNF145|153830	2039.411	RNF145|153830	1540.6397
RNF146|81847	732.3517	RNF146|81847	774.5149
lowly_expressed	lowly_expressed	RNF148|378925	5.2438
RNF149|284996	830.6626	RNF149|284996	740.43
RNF14|9604	1229.9697	RNF14|9604	1306.7646
RNF150|57484	99.1771	RNF150|57484	328.7887
RNF152|220441	191.4249	RNF152|220441	121.6571
RNF157|114804	50.6323	RNF157|114804	371.7724
RNF160|26046	1283.6726	RNF160|26046	1409.5438
RNF165|494470	91.0697	RNF165|494470	142.1709
RNF166|115992	249.8917	RNF166|115992	216.5705
RNF167|26001	1996.5353	RNF167|26001	1635.5532
RNF168|165918	358.1637	RNF168|165918	319.8741
RNF169|254225	1027.4578	RNF169|254225	949.6487
RNF170|81790	243.8285	RNF170|81790	528.0545
RNF175|285533	35.0801	RNF175|285533	36.1825
RNF180|285671	143.3521	RNF180|285671	293.1306
RNF181|51255	633.6076	RNF181|51255	538.5422
RNF182|221687	11.6934	RNF182|221687	9.4389
RNF183|138065	7.3625	RNF183|138065	47.7189
RNF185|91445	1224.4608	RNF185|91445	1332.5957
lowly_expressed	lowly_expressed	RNF186|54546	37.2313
RNF187|149603	3065.8294	RNF187|149603	1781.3319
RNF19A|25897	2205.7168	RNF19A|25897	1627.1631
RNF19B|127544	789.5193	RNF19B|127544	511.2743
RNF207|388591	48.5058	RNF207|388591	207.1316
RNF208|727800	67.9948	RNF208|727800	65.548
RNF20|56254	1142.9189999999999	RNF20|56254	1661.2479999999998
RNF212|285498	17.7566	RNF212|285498	53.4872
RNF213|57674	4666.8818	RNF213|57674	4014.3524
RNF214|257160	380.6843	RNF214|257160	428.94599999999997
RNF215|200312	193.5903	RNF215|200312	238.0703
RNF216L|441191	187.7609	RNF216L|441191	211.8511
RNF216|54476	1220.8748	RNF216|54476	1512.3229999999999
RNF217|154214	140.2815	RNF217|154214	156.1196
RNF219|79596	415.0282	RNF219|79596	453.3613
RNF220|55182	1046.5699	RNF220|55182	1229.3131
RNF24|11237	889.9957	RNF24|11237	433.6654
RNF25|64320	296.6652	RNF25|64320	338.2276
RNF26|79102	921.6111	RNF26|79102	907.7084
RNF2|6045	555.6518	RNF2|6045	493.9696
RNF31|55072	813.6856	RNF31|55072	968.6366
RNF32|140545	16.8904	RNF32|140545	42.4751
RNF34|80196	467.1719	RNF34|80196	535.9727
RNF38|152006	734.9502	RNF38|152006	1930.2569
RNF39|80352	340.4071	RNF39|80352	492.3964
RNF40|9810	2207.016	RNF40|9810	2207.656
RNF41|10193	1016.8904	RNF41|10193	1073.4137
RNF43|54894	307.0593	RNF43|54894	902.4646
RNF44|22838	1171.9359	RNF44|22838	1191.4001
RNF4|6047	1477.6960000000001	RNF4|6047	1341.8983
RNF5P1|286140	104.8073	RNF5P1|286140	88.0965
RNF5|6048	769.1641	RNF5|6048	673.8332
RNF6|6049	870.0736	RNF6|6049	1003.6707
RNF7|9616	1001.7324	RNF7|9616	807.5511
RNF8|9025	377.2196	RNF8|9025	317.7766
RNFT1|51136	176.2668	RNFT1|51136	334.0325
RNFT2|84900	13.4257	RNFT2|84900	17.8291
RNGTT|8732	644.8679	RNGTT|8732	513.8962
RNH1|6050	2162.8411	RNH1|6050	2565.8102
RNLS|55328	70.1602	RNLS|55328	126.9009
RNMTL1|55178	417.0637	RNMTL1|55178	290.5087
RNMT|8731	1713.2958	RNMT|8731	1414.7876
RNPC3|55599	136.4227	RNPC3|55599	461.4578
RNPEPL1|57140	1447.8129	RNPEPL1|57140	1270.0577
RNPEP|6051	2672.5855	RNPEP|6051	1467.7504
RNPS1|10921	2497.1849	RNPS1|10921	1986.366
ROBLD3|28956	614.9848	ROBLD3|28956	344.5202
ROBO1|6091	2130.3595	ROBO1|6091	959.0981
ROBO2|6092	29.45	ROBO2|6092	7.8658
ROBO3|64221	57.6007	ROBO3|64221	187.7294
ROBO4|54538	605.4569	ROBO4|54538	1307.2889
ROCK1|6093	2684.2789	ROCK1|6093	2108.0231
ROCK2|9475	1424.8592	ROCK2|9475	2047.1945
ROD1|9991	3969.6838	ROD1|9991	2393.2879
ROGDI|79641	500.2165	ROGDI|79641	403.7756
ROM1|6094	36.3794	ROM1|6094	68.1699
ROMO1|140823	328.7137	ROMO1|140823	325.6424
lowly_expressed	lowly_expressed	ROPN1B|152015	65.0236
ROPN1|54763	5.1971	ROPN1|54763	90.194
ROR1|4919	118.6661	ROR1|4919	202.9365
ROR2|4920	444.3482	ROR2|4920	330.3618
RORA|6095	460.8055	RORA|6095	641.3214
RORB|6096	9.5279	RORB|6096	8.9145
RORC|6097	289.7358	RORC|6097	679.6015
lowly_expressed	lowly_expressed	RP1L1|94137	60.8285
lowly_expressed	lowly_expressed	RP1|6101	43.5239
RP2|6102	475.9636	RP2|6102	441.5312
RP9P|441212	100.4764	RP9P|441212	120.0839
RP9|6100	139.0212	RP9|6100	94.3891
RPA1|6117	2941.1	RPA1|6117	2173.0467
RPA2|6118	1093.1139	RPA2|6118	1002.6219
RPA3|6119	203.5513	RPA3|6119	176.7174
RPAIN|84268	562.6418	RPAIN|84268	601.7095
RPAP1|26015	825.0325	RPAP1|26015	706.345
RPAP2|79871	322.2174	RPAP2|79871	315.6791
RPAP3|79657	641.4032	RPAP3|79657	629.785
RPE|6120	942.8887	RPE|6120	630.4929
RPF1|80135	608.4885	RPF1|80135	544.8348
RPF2|84154	383.2828	RPF2|84154	285.2648
RPGRIP1L|23322	315.7211	RPGRIP1L|23322	255.8993
RPGRIP1|57096	8.6618	RPGRIP1|57096	8.3901
RPGR|6103	166.7388	RPGR|6103	320.9229
RPH3AL|9501	209.1815	RPH3AL|9501	302.0451
RPH3A|22895	6.4963	RPH3A|22895	12.0608
RPIA|22934	307.9255	RPIA|22934	343.9958
RPL10A|4736	14262.8844	RPL10A|4736	13574.2003
RPL10|6134	12815.8077	RPL10|6134	15622.2601
RPL11|6135	17461.2386	RPL11|6135	16850.5506
RPL12|6136	9729.3201	RPL12|6136	9366.5443
RPL13AP20|387841	32.4816	RPL13AP20|387841	30.9386
RPL13AP3|645683	5.6301	RPL13AP3|645683	8.3901
RPL13AP6|644511	12.9926	RPL13AP6|644511	8.3901
RPL13A|23521	16598.5275	RPL13A|23521	18266.9114
RPL13P5|283345	8.2287	RPL13P5|283345	16.2559
RPL13|6137	18347.3365	RPL13|6137	16613.0047
RPL14|9045	6770.0303	RPL14|9045	7554.7981
RPL15|6138	14593.7635	RPL15|6138	19214.473
RPL17|6139	7480.4634	RPL17|6139	7718.2905
RPL18A|6142	1697.7046	RPL18A|6142	1747.7714
RPL18|6141	10265.4829	RPL18|6141	10943.8909
RPL19P12|100129424	73.6249	RPL19P12|100129424	36.7069
RPL19|6143	21124.7293	RPL19|6143	15439.4337
RPL21|6144	5.1971	RPL21|6144	12.0608
RPL22L1|200916	405.3703	RPL22L1|200916	305.1914
RPL22|6146	9665.223	RPL22|6146	8699.0037
RPL23AP53|644128	197.4881	RPL23AP53|644128	341.3739
lowly_expressed	lowly_expressed	RPL23AP64|649946	8.9145
RPL23AP7|118433	138.155	RPL23AP7|118433	112.7425
RPL23AP82|284942	142.4859	RPL23AP82|284942	107.1526
RPL23A|6147	4934.1706	RPL23A|6147	4076.0357
RPL23P8|222901	66.2625	RPL23P8|222901	44.0482
RPL23|9349	14761.3686	RPL23|9349	8917.1474
