gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
ALKBH6|84964	123.0207	ALKBH6|84964	54.4685
ALKBH7|84266	630.1259	ALKBH7|84266	423.0566
ALKBH8|91801	233.0491	ALKBH8|91801	190.3755
lowly_expressed	lowly_expressed	ALK|238	10.0476
ALMS1|7840	898.9038	ALMS1|7840	672.66
lowly_expressed	lowly_expressed	ALOX12P2|245	19.5664
lowly_expressed	lowly_expressed	ALOX12|239	6.9646
ALOX15B|247	137.231	ALOX15B|247	1139.6087
ALOX15|246	19.8944	ALOX15|246	88.3131
ALOX5AP|241	453.106	ALOX5AP|241	287.6785
ALOX5|240	235.4852	ALOX5|240	253.3051
lowly_expressed	lowly_expressed	ALOXE3|59344	7.4035
ALPK1|80216	476.6545	ALPK1|80216	628.7678
ALPK2|115701	155.9074	ALPK2|115701	11.1052
ALPK3|57538	691.4332	ALPK3|57538	1459.0164
ALPL|249	429.1514	ALPL|249	1400.8461
ALS2CL|259173	151.4413	ALS2CL|259173	354.8387
lowly_expressed	lowly_expressed	ALS2CR11|151254	15.3358
ALS2CR4|65062	613.4795	ALS2CR4|65062	949.2332
ALS2CR8|79800	121.8027	ALS2CR8|79800	152.8292
ALS2|57679	768.5749	ALS2|57679	699.6298
ALX3|257	14.2103	ALX3|257	19.5664
lowly_expressed	lowly_expressed	ALX4|60529	17.4511
AMACR|23600	524.1575	AMACR|23600	266.5256
AMBP|259	22.3305	AMBP|259	5.2882
AMBRA1|55626	752.7406	AMBRA1|55626	911.1581
AMD1|262	943.9708	AMD1|262	1753.5695
lowly_expressed	lowly_expressed	AMDHD1|144193	8.99
AMDHD2|51005	323.784	AMDHD2|51005	205.2882
AMFR|267	3234.2672	AMFR|267	2470.1216
AMH|268	6.4961	lowly_expressed	lowly_expressed
AMICA1|120425	51.5631	AMICA1|120425	143.3104
AMIGO1|57463	41.8189	AMIGO1|57463	124.8017
AMIGO2|347902	1075.5177	AMIGO2|347902	1655.7324
AMIGO3|386724	120.9907	AMIGO3|386724	49.1803
AMMECR1L|83607	1027.2026	AMMECR1L|83607	1020.0952
AMMECR1|9949	282.5822	AMMECR1|9949	181.9143
AMN1|196394	280.9582	AMN1|196394	126.3882
AMOTL1|154810	803.4917	AMOTL1|154810	2530.936
AMOTL2|51421	1387.7385	AMOTL2|51421	4656.7953
AMOT|154796	140.8851	AMOT|154796	1264.9392
lowly_expressed	lowly_expressed	AMPD1|270	12.6917
AMPD2|271	782.3792	AMPD2|271	674.2464
AMPD3|272	262.2818	AMPD3|272	235.3252
AMPH|273	109.2164	AMPH|273	182.4432
AMT|275	50.6334	AMT|275	170.8778
lowly_expressed	lowly_expressed	AMY1A|276	12.1629
AMY2B|280	142.7446	AMY2B|280	179.1909
AMZ1|155185	227.365	AMZ1|155185	5.817
AMZ2P1|201283	457.1661	AMZ2P1|201283	154.4157
AMZ2|51321	2040.1949	AMZ2|51321	1237.9693
ANAPC10|10393	97.8482	ANAPC10|10393	109.9947
ANAPC11|51529	2465.2862	ANAPC11|51529	647.2766
ANAPC13|25847	1046.0495	ANAPC13|25847	1115.3411
ANAPC16|119504	1662.6066	ANAPC16|119504	2349.5505
ANAPC1|64682	486.3987	ANAPC1|64682	721.8403
ANAPC2|29882	997.1579	ANAPC2|29882	642.5172
ANAPC4|29945	483.5566	ANAPC4|29945	468.0063
ANAPC5|51433	2406.4149	ANAPC5|51433	2182.4432
ANAPC7|51434	1135.607	ANAPC7|51434	760.9730000000001
ANGEL1|23357	412.5051	ANGEL1|23357	557.9059
ANGEL2|90806	788.8754	ANGEL2|90806	597.0386
ANGPT1|284	32.0747	ANGPT1|284	1269.6986
ANGPT2|285	406.0089	ANGPT2|285	329.9841
lowly_expressed	lowly_expressed	ANGPT4|51378	63.9873
ANGPTL1|9068	36.9468	ANGPTL1|9068	805.9228
ANGPTL2|23452	2658.1405	ANGPTL2|23452	5686.4093
ANGPTL4|51129	77.5477	ANGPTL4|51129	1430.4601
lowly_expressed	lowly_expressed	ANGPTL5|253935	7.9323
lowly_expressed	lowly_expressed	ANGPTL7|10218	268.6409
ANG|283	120.1096	ANG|283	418.3448
ANK1|286	289.8904	ANK1|286	20.624000000000002
ANK2|287	250.9135	ANK2|287	1228.4506
ANK3|288	637.028	ANK3|288	759.3866
ANKAR|150709	12.5863	ANKAR|150709	38.0751
ANKDD1A|348094	55.6232	ANKDD1A|348094	300.899
ANKFY1|51479	1324.8071	ANKFY1|51479	2147.541
ANKHD1-EIF4EBP3|404734	1277.9781	ANKHD1-EIF4EBP3|404734	809.8096
ANKHD1|54882	1866.7032	ANKHD1|54882	2209.302
ANKH|56172	3151.4413	ANKH|56172	1696.9857
ANKIB1|54467	2094.1941	ANKIB1|54467	1534.1089
lowly_expressed	lowly_expressed	ANKK1|255239	34.3733
ANKLE1|126549	10.9622	ANKLE1|126549	6.8747
ANKLE2|23141	1917.1742	ANKLE2|23141	1729.2438
ANKMY1|51281	399.9188	ANKMY1|51281	195.6637
ANKMY2|57037	343.8896	ANKMY2|57037	452.1417
ANKRA2|57763	404.7909	ANKRA2|57763	245.3728
ANKRD10|55608	1144.5392	ANKRD10|55608	1081.9672
ANKRD11|29123	2239.2205	ANKRD11|29123	2717.5886
ANKRD12|23253	1264.7178	ANKRD12|23253	1263.3527
ANKRD13A|88455	1091.3519999999999	ANKRD13A|88455	1028.5563
ANKRD13B|124930	659.3585	ANKRD13B|124930	163.4056
ANKRD13C|81573	659.7645	ANKRD13C|81573	598.6251
ANKRD13D|338692	2719.4478	ANKRD13D|338692	325.2247
ANKRD16|54522	209.4803	ANKRD16|54522	132.1259
ANKRD17|26057	2571.2546	ANKRD17|26057	3075.6214
ANKRD19|138649	34.5108	ANKRD19|138649	18.5087
ANKRD1|27063	110.4344	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	8.4611
ANKRD22|118932	198.5384	ANKRD22|118932	81.4384
ANKRD23|200539	30.8567	ANKRD23|200539	31.2004
ANKRD24|170961	100.2842	ANKRD24|170961	29.614
ANKRD26|22852	155.9074	ANKRD26|22852	246.4305
ANKRD27|84079	421.0313	ANKRD27|84079	784.77
ANKRD28|23243	878.1973	ANKRD28|23243	1248.5457
ANKRD29|147463	157.9375	ANKRD29|147463	309.8889
ANKRD30A|91074	710.1096	ANKRD30A|91074	126.917
lowly_expressed	lowly_expressed	ANKRD30B|374860	6.8747
ANKRD32|84250	154.6894	ANKRD32|84250	131.1475
ANKRD34A|284615	19.0824	ANKRD34A|284615	18.5087
ANKRD35|148741	47.097	ANKRD35|148741	197.77900000000002
ANKRD36BP1|84832	87.2919	ANKRD36BP1|84832	162.34799999999998
ANKRD36B|57730	23.1425	ANKRD36B|57730	41.248000000000005
ANKRD36|375248	155.5014	ANKRD36|375248	152.3004
ANKRD37|353322	53.7921	ANKRD37|353322	98.2655
ANKRD39|51239	164.8396	ANKRD39|51239	118.4558
ANKRD40|91369	2114.4945	ANKRD40|91369	3029.614
ANKRD42|338699	203.4105	ANKRD42|338699	195.6637
ANKRD43|134548	8.9322	ANKRD43|134548	30.1428
ANKRD44|91526	24.7665	ANKRD44|91526	114.2253
ANKRD45|339416	7.7142	ANKRD45|339416	8.99
ANKRD46|157567	375.0995	ANKRD46|157567	619.9048
ANKRD49|54851	202.1924	ANKRD49|54851	180.3279
ANKRD50|57182	4699.5534	ANKRD50|57182	987.3083
ANKRD52|283373	1301.2586	ANKRD52|283373	1374.4051
ANKRD53|79998	6.0901	ANKRD53|79998	66.1026
ANKRD54|129138	518.0674	ANKRD54|129138	231.6235
ANKRD56|345079	45.879	ANKRD56|345079	107.3506
ANKRD57|65124	779.1311	ANKRD57|65124	622.422
ANKRD58|347454	10.5562	lowly_expressed	lowly_expressed
ANKRD5|63926	298.0106	ANKRD5|63926	272.3427
ANKRD6|22881	311.214	ANKRD6|22881	287.6097
ANKRD9|122416	105.5623	ANKRD9|122416	61.872
ANKS1A|23294	1035.7288	ANKS1A|23294	1541.5124
ANKS1B|56899	102.3143	ANKS1B|56899	70.3332
ANKS3|124401	274.868	ANKS3|124401	175.5685
ANKS6|203286	82.0138	ANKS6|203286	299.8414
ANKZF1|55139	698.3354	ANKZF1|55139	440.5077
ANLN|54443	407.227	ANLN|54443	63.9873
ANO10|55129	756.8006	ANO10|55129	944.4738
ANO1|55107	30182.298	ANO1|55107	4386.568
ANO2|57101	19.0824	ANO2|57101	85.669
lowly_expressed	lowly_expressed	ANO3|63982	81.9672
lowly_expressed	lowly_expressed	ANO4|121601	12.6917
ANO5|203859	103.5323	ANO5|203859	154.9445
ANO6|196527	1854.6488	ANO6|196527	7771.0206
ANO7|50636	61.3073	ANO7|50636	14.807
ANO8|57719	538.7739	ANO8|57719	327.8689
ANO9|338440	525.7816	ANO9|338440	33.8445
ANP32A|8125	2878.1973	ANP32A|8125	1890.0053
ANP32B|10541	2426.7154	ANP32B|10541	2517.7155
ANP32E|81611	1159.1555	ANP32E|81611	866.7372
ANPEP|290	392.2046	ANPEP|290	5403.4902
ANTXR1|84168	10753.5526	ANTXR1|84168	3312.0042
ANTXR2|118429	855.8668	ANTXR2|118429	3235.8540000000003
ANUBL1|93550	56.0292	ANUBL1|93550	172.3956
ANXA11|311	3624.8477	ANXA11|311	4875.7271
ANXA1|301	2146.1632	ANXA1|301	18543.0989
ANXA2P1|303	44.661	ANXA2P1|303	86.1978
ANXA2P2|304	3877.7913	ANXA2P2|304	6496.5627
lowly_expressed	lowly_expressed	ANXA2P3|305	6.8747
ANXA2|302	11141.2911	ANXA2|302	17558.9635
ANXA3|306	238.7333	ANXA3|306	1552.0888
ANXA4|307	1608.6074	ANXA4|307	1299.3125
ANXA5|308	7727.161999999999	ANXA5|308	12214.1724
ANXA6|309	5853.4308	ANXA6|309	12447.9112
ANXA7|310	3631.7499	ANXA7|310	2856.1608
ANXA8L2|244	149.0053	ANXA8L2|244	54.4685
ANXA8|653145	612.6675	ANXA8|653145	280.275
ANXA9|8416	1064.5554	ANXA9|8416	69.2755
AOAH|313	21.5185	AOAH|313	142.2528
AOC2|314	68.6155	AOC2|314	253.3051
AOC3|8639	1313.4389	AOC3|8639	27579.0587
AOX1|316	84.4499	AOX1|316	1406.6631
AP1AR|55435	535.1198	AP1AR|55435	364.3575
AP1B1|162	2372.7162	AP1B1|162	2897.4088
AP1G1|164	3425.0914	AP1G1|164	2371.2322
AP1G2|8906	1506.4352	AP1G2|8906	630.7245
AP1M1|8907	1247.6654	AP1M1|8907	1271.8139
AP1M2|10053	2585.0589	AP1M2|10053	532.5225
AP1S1|1174	1030.4507	AP1S1|1174	379.6933
AP1S2|8905	234.2672	AP1S2|8905	368.0592
AP1S3|130340	171.3358	AP1S3|130340	98.3607
AP2A1|160	2619.5656	AP2A1|160	2002.9032
AP2A2|161	1948.4369	AP2A2|161	1703.3316
AP2B1|163	17816.078	AP2B1|163	5366.4728
AP2M1|1173	6610.2314	AP2M1|1173	5233.7388
AP2S1|1175	1470.1583	AP2S1|1175	870.4389
AP3B1|8546	1638.246	AP3B1|8546	1318.8789
AP3B2|8120	245.2294	AP3B2|8120	63.4585
AP3D1|8943	4349.5737	AP3D1|8943	3120.5711
AP3M1|26985	1169.7117	AP3M1|26985	1400.8461
AP3M2|10947	1109.2164	AP3M2|10947	279.2173
AP3S1|1176	964.2712	AP3S1|1176	888.4188
AP3S2|10239	1512.2209	AP3S2|10239	1964.9392
AP4B1|10717	316.281	AP4B1|10717	288.3236
AP4E1|23431	468.9403	AP4E1|23431	337.3876
AP4M1|9179	650.2477	AP4M1|9179	287.7631
AP4S1|11154	59.6833	AP4S1|11154	67.1602
APAF1|317	540.8039	APAF1|317	438.3924
APBA1|320	144.1332	APBA1|320	340.0317
APBA2|321	130.3289	APBA2|321	78.2655
APBA3|9546	235.8912	APBA3|9546	156.5309
APBB1IP|54518	198.5384	APBB1IP|54518	1183.5008
APBB1|322	382.8664	APBB1|322	799.0481
APBB2|323	4465.6922	APBB2|323	3483.3421
APBB3|10307	288.6724	APBB3|10307	244.84400000000002
APC2|10297	5.7166	lowly_expressed	lowly_expressed
APCDD1L|164284	250.9135	APCDD1L|164284	657.8530000000001
APCDD1|147495	331.7093	APCDD1|147495	2420.4125
APC|324	846.1226	APC|324	1197.779
APEH|327	2019.0824	APEH|327	1329.9841
APEX1|328	3407.2270000000003	APEX1|328	2704.9179999999997
APEX2|27301	624.8477	APEX2|27301	381.2797
APH1A|51107	5181.892	APH1A|51107	3023.2681
APH1B|83464	302.4767	APH1B|83464	556.3194
API5|8539	2009.7442	API5|8539	2301.4278
APIP|51074	295.7816	APIP|51074	485.1401
APITD1|378708	191.5347	APITD1|378708	106.3617
APLF|200558	31.2627	APLF|200558	97.303
APLNR|187	704.0195	APLNR|187	905.8699
APLN|8862	271.62	APLN|8862	175.5685
APLP1|333	264.3118	APLP1|333	59.7567
APLP2|334	14117.3366	APLP2|334	12864.0931
APOA1BP|128240	1546.082	APOA1BP|128240	959.8096
APOB48R|55911	308.1608	APOB48R|55911	146.4833
APOBEC3A|200315	13.3983	lowly_expressed	lowly_expressed
APOBEC3B|9582	146.1632	APOBEC3B|9582	75.0925
APOBEC3C|27350	129.9229	APOBEC3C|27350	280.8038
APOBEC3D|140564	76.7357	APOBEC3D|140564	50.7668
APOBEC3F|200316	221.6809	APOBEC3F|200316	143.8392
APOBEC3G|60489	149.4113	APOBEC3G|60489	149.1274
lowly_expressed	lowly_expressed	APOB|338	1347.4352
APOC1|341	774.2589999999999	APOC1|341	496.0338
APOC2|344	115.3065	APOC2|344	34.3733
APOD|347	537.9618	APOD|347	19685.8805
APOE|348	3801.8676	APOE|348	3091.486
APOL1|8542	2753.1466	APOL1|8542	1252.2475
APOL2|23780	1136.4189999999999	APOL2|23780	762.0307
APOL3|80833	495.3309	APOL3|80833	1212.0571
APOL4|80832	756.3946	APOL4|80832	525.119
APOL6|80830	1045.067	APOL6|80830	3809.0957
APOLD1|81575	1100.6902	APOLD1|81575	10201.4807
APOM|55937	43.849	APOM|55937	35.9598
APOOL|139322	228.989	APOOL|139322	262.2951
APOO|79135	178.2379	APOO|79135	152.3004
APPBP2|10513	1627.2838	APPBP2|10513	1520.3596
APPL1|26060	1235.4852	APPL1|26060	1564.2464
APPL2|55198	1265.9359	APPL2|55198	1454.257
APP|351	20779.5371	APP|351	29070.3332
APRT|353	1622.4117	APRT|353	900.5817
APTX|54840	750.3045	APTX|54840	400.3173
AQP11|282679	19.4884	AQP11|282679	33.8445
AQP1|358	3304.5067	AQP1|358	15963.358
AQP3|360	115.3065	AQP3|360	631.9408
lowly_expressed	lowly_expressed	AQP4|361	35.431
AQP5|362	5.2781	AQP5|362	133.7916
lowly_expressed	lowly_expressed	AQP6|363	6.3458
lowly_expressed	lowly_expressed	AQP7P1|375719	878.3712
lowly_expressed	lowly_expressed	AQP7P3|441432	40.7192
lowly_expressed	lowly_expressed	AQP7|364	3547.3295
AQP9|366	22.7365	AQP9|366	32.7869
lowly_expressed	lowly_expressed	AQPEP|206338	503.2311
AQR|9716	1028.8266	AQR|9716	1082.496
ARAF|369	1174.5838	ARAF|369	1177.1549
ARAP1|116985	1170.9095	ARAP1|116985	2524.569
ARAP2|116984	177.4259	ARAP2|116984	260.1798
ARAP3|64411	350.3857	ARAP3|64411	762.5595
ARCN1|372	3218.8388	ARCN1|372	4772.0783
lowly_expressed	lowly_expressed	ARC|23237	162.8768
AREG|374	558.6683	AREG|374	925.9651
ARF1|375	15967.9253	ARF1|375	6921.2057
ARF3|377	7105.5623	ARF3|377	3803.8075
ARF4|378	5555.8262	ARF4|378	3573.2417
ARF5|381	2567.5924	ARF5|381	1538.8102
ARF6|382	3634.998	ARF6|382	2822.3162
ARFGAP1|55738	1805.1157	ARFGAP1|55738	861.449
ARFGAP2|84364	1161.5916	ARFGAP2|84364	1806.9804
ARFGAP3|26286	936.2566	ARFGAP3|26286	1095.7166
ARFGEF1|10565	2251.827	ARFGEF1|10565	1641.9884
ARFGEF2|10564	2555.0142	ARFGEF2|10564	2607.0862
ARFIP1|27236	1268.7779	ARFIP1|27236	964.569
ARFIP2|23647	2386.5205	ARFIP2|23647	1085.6689999999999
ARFRP1|10139	571.6606	ARFRP1|10139	556.3194
ARG2|384	128.8591	ARG2|384	388.0962
ARGLU1|55082	1238.3272	ARGLU1|55082	1642.5172
ARHGAP10|79658	156.3134	ARHGAP10|79658	832.8926
ARHGAP11A|9824	311.0028	ARHGAP11A|9824	108.4082
ARHGAP11B|89839	18.2704	ARHGAP11B|89839	9.5188
ARHGAP12|94134	717.8238	ARHGAP12|94134	890.0053
ARHGAP15|55843	43.0369	ARHGAP15|55843	46.5362
ARHGAP17|55114	962.6472	ARHGAP17|55114	1362.2422
ARHGAP18|93663	606.1713	ARHGAP18|93663	758.8577
ARHGAP19|84986	353.2278	ARHGAP19|84986	801.6922
ARHGAP1|392	3442.5497	ARHGAP1|392	3543.6277
ARHGAP20|57569	39.7889	ARHGAP20|57569	352.1946
ARHGAP21|57584	1261.8758	ARHGAP21|57584	4335.8012
ARHGAP22|58504	91.758	ARHGAP22|58504	60.2856
ARHGAP23|57636	785.6273	ARHGAP23|57636	1007.4035
ARHGAP24|83478	237.1092	ARHGAP24|83478	439.45
ARHGAP25|9938	179.862	ARHGAP25|9938	340.0317
ARHGAP26|23092	134.389	ARHGAP26|23092	1006.8747
ARHGAP27|201176	445.3918	ARHGAP27|201176	485.9863
ARHGAP28|79822	85.6679	ARHGAP28|79822	267.0545
ARHGAP29|9411	995.9399	ARHGAP29|9411	2790.587
ARHGAP30|257106	282.5822	ARHGAP30|257106	414.0666
ARHGAP31|57514	911.4901	ARHGAP31|57514	2295.6108
ARHGAP32|9743	1506.2931	ARHGAP32|9743	1039.1327
ARHGAP33|115703	356.8819	ARHGAP33|115703	92.0148
ARHGAP36|158763	131.5469	ARHGAP36|158763	31.7292
ARHGAP39|80728	358.5059	ARHGAP39|80728	149.1274
ARHGAP42|143872	110.8404	ARHGAP42|143872	350.6081
ARHGAP4|393	357.6939	ARHGAP4|393	422.5278
ARHGAP5|394	1635.81	ARHGAP5|394	2599.6827
ARHGAP6|395	51.1571	ARHGAP6|395	188.2602
ARHGAP8|23779	521.2099	ARHGAP8|23779	219.6192
ARHGAP9|64333	71.4576	ARHGAP9|64333	96.7742
ARHGDIA|396	10658.9525	ARHGDIA|396	4740.349
ARHGDIB|397	1708.4856	ARHGDIB|397	2482.2845
lowly_expressed	lowly_expressed	ARHGDIG|398	78.3078
ARHGEF10L|55160	1567.1945	ARHGEF10L|55160	1047.065
ARHGEF10|9639	928.5424	ARHGEF10|9639	1160.7615
ARHGEF11|9826	1919.6102	ARHGEF11|9826	1491.2745
ARHGEF12|23365	3296.7925	ARHGEF12|23365	5130.6187
ARHGEF15|22899	289.4844	ARHGEF15|22899	1057.6415
ARHGEF16|27237	580.1868	ARHGEF16|27237	214.1724
ARHGEF17|9828	1377.5883	ARHGEF17|9828	1959.8096
ARHGEF18|23370	1427.5274	ARHGEF18|23370	834.4791
ARHGEF19|128272	709.7036	ARHGEF19|128272	309.3601
ARHGEF1|9138	1894.4377	ARHGEF1|9138	1243.7864
ARHGEF2|9181	818.1080000000001	ARHGEF2|9181	1617.1338
ARHGEF33|100271715	5.2781	ARHGEF33|100271715	15.3358
ARHGEF35|445328	380.0244	ARHGEF35|445328	668.4294
ARHGEF37|389337	53.5932	ARHGEF37|389337	1312.5331
ARHGEF38|54848	7.7142	ARHGEF38|54848	34.9022
ARHGEF3|50650	844.0926	ARHGEF3|50650	634.0561
ARHGEF4|50649	39.3829	ARHGEF4|50649	291.909
ARHGEF5|7984	499.79699999999997	ARHGEF5|7984	831.3062
ARHGEF6|9459	637.84	ARHGEF6|9459	3468.0063
ARHGEF7|8874	1294.3565	ARHGEF7|8874	2006.8747
ARHGEF9|23229	645.9602	ARHGEF9|23229	637.229
ARID1A|8289	3622.8177	lowly_expressed	lowly_expressed
ARID1B|57492	2151.8473	ARID1B|57492	2456.9011
ARID2|196528	848.9647	ARID2|196528	843.4691
ARID3A|1820	76.7357	ARID3A|1820	48.6515
ARID3B|10620	98.6602	ARID3B|10620	109.9947
ARID4A|5926	604.5473	ARID4A|5926	710.2062
ARID4B|51742	1981.5713	ARID4B|51742	1094.0719
ARID5A|10865	665.4486	ARID5A|10865	2062.9297
ARID5B|84159	656.9225	ARID5B|84159	8543.0989
ARIH1|25820	1710.1096	ARIH1|25820	1950.2909
ARIH2|10425	1486.76	ARIH2|10425	1605.9863
ARL10|285598	28.8266	ARL10|285598	59.2279
ARL11|115761	34.5108	ARL11|115761	27.4987
ARL13B|200894	318.311	ARL13B|200894	374.4051
ARL15|54622	298.4166	ARL15|54622	542.5701
ARL16|339231	875.3553	ARL16|339231	341.6182
ARL17A|51326	94.0317	ARL17A|51326	76.5732
ARL1|400	2572.4726	ARL1|400	1916.9751
ARL2BP|23568	1076.7357	ARL2BP|23568	1559.4923
ARL2|402	1300.4466	ARL2|402	1132.2052
ARL3|403	976.8575	ARL3|403	380.2221
ARL4A|10124	249.2895	ARL4A|10124	527.7631
ARL4C|10123	1284.2063	ARL4C|10123	1648.8629999999998
ARL4D|379	123.0207	ARL4D|379	107.8794
ARL5A|26225	756.3946	ARL5A|26225	941.3009
ARL5B|221079	181.486	ARL5B|221079	265.9968
ARL6IP1|23204	7348.3557	ARL6IP1|23204	4337.3876
ARL6IP4|51329	1614.6975	ARL6IP4|51329	1732.9455
ARL6IP5|10550	3172.5538	ARL6IP5|10550	5408.2496
ARL6IP6|151188	317.499	ARL6IP6|151188	235.854
ARL6|84100	46.691	ARL6|84100	62.4008
ARL8A|127829	1739.7483	ARL8A|127829	1089.3707
ARL8B|55207	3530.6537	ARL8B|55207	1973.559
ARL9|132946	9.3382	ARL9|132946	9.5188
ARMC10|83787	794.1251	ARMC10|83787	552.2422
ARMC1|55156	728.38	ARMC1|55156	677.9482
ARMC2|84071	56.8413	ARMC2|84071	51.2956
ARMC3|219681	19.0824	lowly_expressed	lowly_expressed
ARMC5|79798	336.1754	ARMC5|79798	314.6483
ARMC6|93436	841.2221	ARMC6|93436	513.4638
ARMC7|79637	701.1774	ARMC7|79637	151.7715
ARMC8|25852	730.8161	ARMC8|25852	833.9503
ARMC9|80210	552.1721	ARMC9|80210	191.4331
ARMCX1|51309	402.7609	ARMCX1|51309	664.1988
ARMCX2|9823	675.1929	ARMCX2|9823	613.432
ARMCX3|51566	1436.8656	ARMCX3|51566	1783.7123
ARMCX5|64860	415.7531	ARMCX5|64860	325.2247
ARMCX6|54470	152.6594	ARMCX6|54470	140.1375
ARNT2|9915	698.7414	ARNT2|9915	451.6129
ARNTL2|56938	53.5932	ARNTL2|56938	49.7091
ARNTL|406	238.7333	ARNTL|406	265.9968
ARNT|405	1677.2229	ARNT|405	1722.3691
ARPC1A|10552	2192.3346	ARPC1A|10552	2043.8921
ARPC1B|10095	2459.3098	ARPC1B|10095	1574.8281
ARPC2|10109	4392.6106	ARPC2|10109	3206.7689
ARPC3|10094	4186.3581	ARPC3|10094	2109.4659
ARPC4|10093	3781.3764	ARPC4|10093	2488.1438
ARPC5L|81873	666.6667	ARPC5L|81873	527.2343
ARPC5|10092	3723.9139	ARPC5|10092	2276.0444
ARPM1|84517	25.9846	ARPM1|84517	46.0074
ARPP19|10776	5161.1855	ARPP19|10776	5260.1798
ARRB1|408	178.6439	ARRB1|408	1452.1417
ARRB2|409	512.3833	ARRB2|409	591.2216
ARRDC1|92714	774.2589999999999	ARRDC1|92714	508.7255
ARRDC2|27106	555.4202	ARRDC2|27106	1632.4696
ARRDC3|57561	948.4369	ARRDC3|57561	3875.7271
ARRDC4|91947	414.1291	ARRDC4|91947	804.8652
ARSA|410	539.1799	ARSA|410	557.377
ARSB|411	459.1961	ARSB|411	265.468
ARSD|414	4710.5156	ARSD|414	1823.9027
ARSE|415	69.0215	ARSE|415	26.9699
ARSG|22901	187.9821	ARSG|22901	204.1248
ARSI|340075	243.1994	ARSI|340075	26.9699
ARSJ|79642	116.1186	ARSJ|79642	111.5812
ARSK|153642	153.0654	ARSK|153642	177.1549
lowly_expressed	lowly_expressed	ART4|420	15.8646
ART5|116969	6.0901	ART5|116969	8.99
ARTN|9048	57.6533	ARTN|9048	6.3458
ARV1|64801	506.6991	ARV1|64801	281.3326
ARVCF|421	406.4149	ARVCF|421	363.2998
AR|367	64.9614	AR|367	801.1634
AS3MT|57412	361.754	AS3MT|57412	264.9392
ASAH1|427	3387.7385	ASAH1|427	7533.0513
ASAH2B|653308	7.3082	lowly_expressed	lowly_expressed
ASAM|79827	221.2749	ASAM|79827	2739.8202
ASAP1|50807	820.138	ASAP1|50807	1309.8889
ASAP2|8853	900.9338	ASAP2|8853	980.9625
ASAP3|55616	895.2497	ASAP3|55616	956.1079
lowly_expressed	lowly_expressed	ASB12|142689	5.2882
ASB13|79754	1884.2875	ASB13|79754	616.605
ASB14|142686	13.3983	ASB14|142686	13.7546
ASB16|92591	29.3666	ASB16|92591	13.8234
ASB1|51665	212.3792	ASB1|51665	726.055
ASB2|51676	17.4584	ASB2|51676	25.9122
ASB3|51130	322.7771	ASB3|51130	259.651
ASB6|140459	791.7905	ASB6|140459	556.9169999999999
ASB7|140460	433.6175	ASB7|140460	398.202
ASB8|140461	840.4385	ASB8|140461	744.5796
ASB9|140462	16.2404	ASB9|140462	53.4109
ASCC1|51008	432.8055	ASCC1|51008	458.4876
ASCC2|84164	1544.0520000000001	ASCC2|84164	1416.7107
ASCC3|10973	1149.8173	ASCC3|10973	897.4088
ASCL1|429	6.9022	lowly_expressed	lowly_expressed
ASCL2|430	8.5262	lowly_expressed	lowly_expressed
ASF1A|25842	361.754	ASF1A|25842	321.52299999999997
ASF1B|55723	384.4905	ASF1B|55723	77.7366
lowly_expressed	lowly_expressed	ASGR1|432	11.6341
lowly_expressed	lowly_expressed	ASGR2|433	5.817
ASH1L|55870	2500.5238	ASH1L|55870	3086.5256
ASH2L|9070	1842.0625	ASH2L|9070	1377.0492
ASL|435	473.4064	ASL|435	417.7684
ASMTL|8623	792.9192	ASMTL|8623	708.091
ASNA1|439	2269.1839	ASNA1|439	1020.0952
ASNSD1|54529	824.1981	ASNSD1|54529	939.1856
ASNS|440	784.8153	ASNS|440	239.5558
ASPA|443	5.2781	ASPA|443	133.2628
lowly_expressed	lowly_expressed	ASPG|374569	5.2882
ASPHD1|253982	108.8104	ASPHD1|253982	22.7393
ASPHD2|57168	76.3297	ASPHD2|57168	29.614
ASPH|444	4572.2087	ASPH|444	20283.6224
ASPM|259266	286.6423	ASPM|259266	42.3057
ASPN|54829	1683.719	ASPN|54829	536.753
ASPRV1|151516	31.4657	ASPRV1|151516	82.7763
ASPSCR1|79058	781.5672	ASPSCR1|79058	282.3903
ASRGL1|80150	63.3374	ASRGL1|80150	153.358
ASS1|445	152.2533	ASS1|445	4069.2755
ASTE1|28990	185.8993	ASTE1|28990	164.1565
lowly_expressed	lowly_expressed	ASTN1|460	69.8043
ASTN2|23245	215.5907	ASTN2|23245	190.9043
ASXL1|171023	1151.0353	ASXL1|171023	2003.1729
ASXL2|55252	527.8116	ASXL2|55252	997.3559
lowly_expressed	lowly_expressed	ASXL3|80816	23.7969
ATAD1|84896	1327.6492	ATAD1|84896	1152.3004
ATAD2B|54454	384.8965	ATAD2B|54454	307.7737
ATAD2|29028	489.2408	ATAD2|29028	372.2898
ATAD3A|55210	710.5156	ATAD3A|55210	434.1618
ATAD3B|83858	211.5307	ATAD3B|83858	184.5584
ATAD3C|219293	271.214	ATAD3C|219293	96.2454
ATAD5|79915	138.44899999999998	ATAD5|79915	50.7668
ATE1|11101	283.3942	ATE1|11101	344.7911
