gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
TMEM147|10430	1252.1315	TMEM147|10430	750.9254
TMEM149|79713	89.2895	TMEM149|79713	67.3083
TMEM14A|28978	596.4271	TMEM14A|28978	256.4781
TMEM14B|81853	1666.2607	TMEM14B|81853	819.6721
TMEM14C|51522	3254.1616	TMEM14C|51522	1746.6949
TMEM150A|129303	557.8563	TMEM150A|129303	316.2348
TMEM150B|284417	6.0901	TMEM150B|284417	9.5188
TMEM150C|441027	4618.7576	TMEM150C|441027	339.5029
TMEM151A|256472	6.0901	lowly_expressed	lowly_expressed
TMEM151B|441151	10.3816	TMEM151B|441151	13.7969
TMEM154|201799	162.8096	TMEM154|201799	117.3982
lowly_expressed	lowly_expressed	TMEM156|80008	36.4886
TMEM158|25907	234.2672	TMEM158|25907	88.3131
TMEM159|57146	425.4974	TMEM159|57146	955.5791
TMEM160|54958	75.1117	TMEM160|54958	56.055
TMEM161A|54929	568.4125	TMEM161A|54929	385.5103
TMEM161B|153396	444.1738	TMEM161B|153396	180.3279
TMEM163|81615	31.6687	TMEM163|81615	62.9297
TMEM164|84187	504.6691	TMEM164|84187	938.128
TMEM165|55858	1580.9988	TMEM165|55858	1059.7567
TMEM167A|153339	2060.0893	TMEM167A|153339	2169.7515
TMEM167B|56900	1494.1129	TMEM167B|56900	1355.3675
TMEM168|64418	516.0374	TMEM168|64418	901.6393
TMEM169|92691	31.2627	TMEM169|92691	19.5664
TMEM170A|124491	434.4296	TMEM170A|124491	478.0539
TMEM170B|100113407	294.7625	TMEM170B|100113407	479.6404
TMEM173|340061	725.944	TMEM173|340061	691.6975
TMEM175|84286	583.4348	TMEM175|84286	373.3474
TMEM176A|55365	1319.529	TMEM176A|55365	729.7726
TMEM176B|28959	2303.6947	TMEM176B|28959	1418.2972
TMEM177|80775	110.8404	TMEM177|80775	103.12
TMEM178|130733	64.1494	TMEM178|130733	62.4008
TMEM179B|374395	618.3516	TMEM179B|374395	654.6801
TMEM17|200728	47.097	TMEM17|200728	70.862
TMEM180|79847	151.4413	TMEM180|79847	52.3533
TMEM181|57583	4442.1437	TMEM181|57583	1541.5124
TMEM182|130827	50.7511	TMEM182|130827	121.0999
TMEM183A|92703	1332.5213	TMEM183A|92703	772.0783
TMEM184A|202915	350.6618	TMEM184A|202915	133.8868
TMEM184B|25829	2476.7763	TMEM184B|25829	2316.0127
TMEM184C|55751	712.5457	TMEM184C|55751	661.5547
TMEM185A|84548	665.8546	TMEM185A|84548	516.129
TMEM185B|79134	600.8932	TMEM185B|79134	623.4796
TMEM186|25880	195.2903	TMEM186|25880	178.7414
TMEM187|8269	313.4389	TMEM187|8269	224.7488
TMEM188|255919	312.6269	TMEM188|255919	237.9693
TMEM189|387521	947.6248	TMEM189|387521	861.449
TMEM18|129787	611.4495	TMEM18|129787	638.2866
TMEM191A|84222	24.7665	lowly_expressed	lowly_expressed
TMEM192|201931	665.8546	TMEM192|201931	779.4818
TMEM194A|23306	721.0719	TMEM194A|23306	479.6404
TMEM194B|100131211	61.3073	TMEM194B|100131211	180.3279
TMEM195|392636	17.4584	TMEM195|392636	34.9022
TMEM198|130612	82.4198	TMEM198|130612	44.9498
TMEM199|147007	1057.4584	TMEM199|147007	332.6282
TMEM19|55266	686.5611	TMEM19|55266	636.7002
TMEM200A|114801	446.2038	TMEM200A|114801	179.799
TMEM200B|399474	89.9878	TMEM200B|399474	273.6171
TMEM200C|645369	6.4961	TMEM200C|645369	21.1528
TMEM201|199953	277.7101	TMEM201|199953	339.5029
TMEM203|94107	1011.7743	TMEM203|94107	574.8281
TMEM204|79652	412.5051	TMEM204|79652	680.0635
TMEM205|374882	725.538	TMEM205|374882	897.9376
TMEM206|55248	415.7531	TMEM206|55248	80.3808
TMEM208|29100	714.1697	TMEM208|29100	382.3374
TMEM209|84928	1164.0276	TMEM209|84928	503.4373
TMEM20|159371	44.661	TMEM20|159371	109.9947
lowly_expressed	lowly_expressed	TMEM213|155006	47.065
TMEM214|54867	3379.2123	TMEM214|54867	2511.8985
TMEM216|51259	168.8997	TMEM216|51259	223.6912
TMEM217|221468	16.3906	TMEM217|221468	22.6335
TMEM218|219854	208.2826	TMEM218|219854	404.019
TMEM219|124446	2261.0637	TMEM219|124446	1378.6356
TMEM220|388335	27.2026	TMEM220|388335	288.2073
TMEM222|84065	927.3244	TMEM222|84065	656.2665
TMEM223|79064	188.7942	TMEM223|79064	194.606
TMEM229B|161145	1267.1539	TMEM229B|161145	205.7113
TMEM22|80723	109.6224	TMEM22|80723	282.9191
TMEM231|79583	250.0893	TMEM231|79583	212.5595
TMEM232|642987	14.6163	TMEM232|642987	7.9323
TMEM233|387890	12.9923	TMEM233|387890	8.4611
TMEM25|84866	414.9411	TMEM25|84866	492.8609
TMEM26|219623	444.2915	TMEM26|219623	59.0323
TMEM27|57393	26.3906	TMEM27|57393	31.2004
TMEM2|23670	1871.7012	TMEM2|23670	1792.7023
TMEM30A|55754	4063.7434	TMEM30A|55754	4327.34
TMEM30B|161291	1374.3402	TMEM30B|161291	777.3665
TMEM33|55161	1969.1433	TMEM33|55161	1120.0423
TMEM35|59353	13.8043	TMEM35|59353	18.5087
TMEM37|140738	98.2542	TMEM37|140738	2596.5098
TMEM38A|79041	87.2919	TMEM38A|79041	54.4685
TMEM38B|55151	49.9391	TMEM38B|55151	106.29299999999999
TMEM39A|55254	783.5972	TMEM39A|55254	570.0687
TMEM39B|55116	230.2071	TMEM39B|55116	241.6711
TMEM40|55287	100.2842	TMEM40|55287	17.9799
TMEM41A|90407	610.2314	TMEM41A|90407	491.8033
TMEM41B|440026	961.4292	TMEM41B|440026	433.1042
TMEM42|131616	187.9821	TMEM42|131616	191.4331
TMEM43|79188	2351.1977	TMEM43|79188	3808.0381
TMEM44|93109	356.8819	TMEM44|93109	178.7414
TMEM45A|55076	623.6297	TMEM45A|55076	258.0645
lowly_expressed	lowly_expressed	TMEM45B|120224	70.3332
TMEM47|83604	572.8786	TMEM47|83604	1873.0829999999999
TMEM48|55706	309.3788	TMEM48|55706	291.909
TMEM49|81671	3778.7251	TMEM49|81671	1613.432
TMEM50A|23585	3784.4093	TMEM50A|23585	2068.7467
TMEM50B|757	1186.7641	TMEM50B|757	944.4738
TMEM51|55092	400.3248	TMEM51|55092	244.3152
TMEM52|339456	26.7966	TMEM52|339456	14.2782
TMEM53|79639	187.7345	TMEM53|79639	219.7356
TMEM54|113452	1647.1782	TMEM54|113452	413.009
TMEM55A|55529	175.3959	TMEM55A|55529	325.2247
TMEM55B|90809	937.8806	TMEM55B|90809	451.6129
TMEM56|148534	20.3004	TMEM56|148534	562.5278
TMEM57|55219	1601.7052	TMEM57|55219	654.6801
TMEM59L|25789	43.849	TMEM59L|25789	5.2882
TMEM59|9528	5886.7235	TMEM59|9528	5297.7261
TMEM5|10329	248.8835	TMEM5|10329	266.5256
TMEM60|85025	343.8896	TMEM60|85025	209.9418
TMEM61|199964	56.4352	TMEM61|199964	43.3633
TMEM62|80021	587.0889	TMEM62|80021	412.4802
TMEM63A|9725	636.622	TMEM63A|9725	1922.2634
TMEM63B|55362	2011.3683	TMEM63B|55362	637.229
TMEM63C|57156	254.9736	TMEM63C|57156	133.7916
TMEM64|169200	29608.2014	TMEM64|169200	1492.3321
TMEM65|157378	257.8157	TMEM65|157378	326.2824
TMEM66|51669	3702.3955	TMEM66|51669	5203.0672
TMEM67|91147	266.7479	TMEM67|91147	218.9318
TMEM68|137695	462.0382	TMEM68|137695	272.8715
TMEM69|51249	652.0503	TMEM69|51249	444.2094
TMEM70|54968	268.3719	TMEM70|54968	437.8636
TMEM71|137835	10.9622	TMEM71|137835	117.3982
TMEM79|84283	641.0881	TMEM79|84283	127.9746
TMEM80|283232	447.8279	TMEM80|283232	256.4781
TMEM81|388730	71.0516	TMEM81|388730	28.5563
TMEM84|283673	26.3906	TMEM84|283673	24.3258
TMEM85|51234	1527.7791	TMEM85|51234	1148.5034
TMEM86A|144110	242.3021	TMEM86A|144110	236.8429
TMEM86B|255043	97.4421	TMEM86B|255043	29.614
TMEM87A|25963	3004.4661	TMEM87A|25963	2048.6515
TMEM87B|84910	1755.5826	TMEM87B|84910	821.2586
TMEM88|92162	18.6764	TMEM88|92162	167.1074
TMEM8A|58986	1125.4568	TMEM8A|58986	641.9884
TMEM8B|51754	632.1559	TMEM8B|51754	554.7329
lowly_expressed	lowly_expressed	TMEM90A|646658	5.817
TMEM90B|79953	303.2887	TMEM90B|79953	12.6917
TMEM91|641649	212.7284	TMEM91|641649	84.0825
TMEM92|162461	8.1202	lowly_expressed	lowly_expressed
TMEM93|83460	145.5542	TMEM93|83460	162.1364
TMEM97|27346	988.5952	TMEM97|27346	233.1042
TMEM98|26022	707.2676	TMEM98|26022	828.6621
TMEM99|147184	497.3609	TMEM99|147184	193.5484
TMEM9B|56674	1430.7755	TMEM9B|56674	896.3511
TMEM9|252839	3166.0577	TMEM9|252839	1108.4082
TMF1|7110	1336.1754	TMF1|7110	1399.2597
lowly_expressed	lowly_expressed	TMIE|259236	10.0476
lowly_expressed	lowly_expressed	TMIGD2|126259	6.3458
TMLHE|55217	129.5168	TMLHE|55217	278.1597
TMOD1|7111	93.6541	TMOD1|7111	411.9884
TMOD2|29767	514.8193	TMOD2|29767	681.6499
TMOD3|29766	1738.5302	TMOD3|29766	1253.3051
TMPO|7112	1204.9289	TMPO|7112	995.8012
TMPPE|643853	17.4584	TMPPE|643853	48.6515
TMPRSS13|84000	253.7556	TMPRSS13|84000	332.0994
TMPRSS2|7113	33.6987	TMPRSS2|7113	777.8953
TMPRSS3|64699	12.5863	TMPRSS3|64699	321.52299999999997
TMPRSS4|56649	63.7434	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMPRSS5|80975	8.99
TMPRSS6|164656	77.1417	lowly_expressed	lowly_expressed
TMPRSS9|360200	15.0223	lowly_expressed	lowly_expressed
TMSB10|9168	12948.8429	TMSB10|9168	8016.9223
TMSB15A|11013	10.5562	TMSB15A|11013	17.9799
TMSB15B|286527	35.0305	TMSB15B|286527	37.4669
TMSL3|7117	15447.0158	TMSL3|7117	19132.2052
TMTC1|83857	258.6277	TMTC1|83857	4436.8059
TMTC2|160335	150.6293	TMTC2|160335	362.77099999999996
TMTC3|160418	855.8668	TMTC3|160418	668.9582
TMTC4|84899	1611.0434	TMTC4|84899	323.6383
TMUB1|83590	580.5928	TMUB1|83590	295.082
TMUB2|79089	1987.0077	TMUB2|79089	735.5896
TMX1|81542	871.7012	TMX1|81542	880.4865
TMX2|51075	1218.4328	TMX2|51075	1561.56
TMX3|54495	1337.3934	TMX3|54495	1291.3802
TMX4|56255	749.8985	TMX4|56255	979.3760000000001
TNC|3371	8497.767	TNC|3371	4727.6573
TNFAIP1|7126	2507.6857	TNFAIP1|7126	1980.0053
TNFAIP2|7127	2548.9241	TNFAIP2|7127	1479.6404
TNFAIP3|7128	828.2582	TNFAIP3|7128	1152.3004
TNFAIP6|7130	409.663	TNFAIP6|7130	99.4183
TNFAIP8L1|126282	237.5152	TNFAIP8L1|126282	113.6965
TNFAIP8L2|79626	73.4876	TNFAIP8L2|79626	54.9974
TNFAIP8L3|388121	148.5993	TNFAIP8L3|388121	88.8419
TNFAIP8|25816	115.3065	TNFAIP8|25816	1027.4987
TNFRSF10A|8797	68.6155	TNFRSF10A|8797	132.734
TNFRSF10B|8795	686.9671	TNFRSF10B|8795	1030.1428
TNFRSF10C|8794	35.7288	TNFRSF10C|8794	43.3633
TNFRSF10D|8793	18.6764	TNFRSF10D|8793	269.6986
TNFRSF11A|8792	48.7211	TNFRSF11A|8792	140.1375
TNFRSF11B|4982	188.3881	TNFRSF11B|4982	87.2554
TNFRSF12A|51330	997.97	TNFRSF12A|51330	731.3591
TNFRSF14|8764	854.0073	TNFRSF14|8764	701.3379
lowly_expressed	lowly_expressed	TNFRSF17|608	6.3458
TNFRSF18|8784	74.2996	TNFRSF18|8784	12.1629
TNFRSF19|55504	356.0698	TNFRSF19|55504	364.8863
TNFRSF1A|7132	2898.4978	TNFRSF1A|7132	2988.3659
TNFRSF1B|7133	410.881	TNFRSF1B|7133	1748.2813
TNFRSF21|27242	336.5814	TNFRSF21|27242	3049.1803
TNFRSF25|8718	83.2318	TNFRSF25|8718	72.4484
TNFRSF4|7293	77.9537	TNFRSF4|7293	41.248000000000005
TNFRSF6B|8771	94.2063	TNFRSF6B|8771	35.082
TNFRSF8|943	6.9022	TNFRSF8|943	44.9498
TNFSF10|8743	2143.3212	TNFSF10|8743	2332.0994
TNFSF11|8600	16.6464	TNFSF11|8600	264.4104
TNFSF12-TNFSF13|407977	107.5924	TNFSF12-TNFSF13|407977	118.9635
TNFSF12|8742	490.3126	TNFSF12|8742	1029.6774
TNFSF13B|10673	107.5924	TNFSF13B|10673	47.5939
TNFSF13|8741	301.4048	TNFSF13|8741	595.4098
lowly_expressed	lowly_expressed	TNFSF14|8740	5.2882
TNFSF15|9966	7.7142	TNFSF15|9966	13.2205
TNFSF4|7292	190.4182	TNFSF4|7292	34.3733
TNFSF8|944	25.1726	TNFSF8|944	34.9022
TNFSF9|8744	27.6086	TNFSF9|8744	6.3458
TNF|7124	30.4507	TNF|7124	21.1528
TNIK|23043	49.5331	TNIK|23043	243.2575
TNIP1|10318	3607.3894	TNIP1|10318	7553.1465
TNIP2|79155	726.35	TNIP2|79155	517.7155
TNK1|8711	172.5538	TNK1|8711	181.9143
TNK2|10188	1423.3212	TNK2|10188	994.4791
TNKS1BP1|85456	3284.2063	TNKS1BP1|85456	7334.2147
TNKS2|80351	2208.2826	TNKS2|80351	1993.6542
TNKS|8658	2079.4519	TNKS|8658	1364.6272
lowly_expressed	lowly_expressed	TNMD|64102	273.4003
lowly_expressed	lowly_expressed	TNNC1|7134	5.2882
lowly_expressed	lowly_expressed	TNNC2|7125	8.99
TNNI1|7135	30.8567	TNNI1|7135	19.5664
lowly_expressed	lowly_expressed	TNNI2|7136	17.9799
TNNI3K|51086	127.434	TNNI3K|51086	52.7816
TNNT1|7138	250.1015	lowly_expressed	lowly_expressed
TNNT2|7139	10.1502	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TNNT3|7140	94.6589
TNN|63923	92.976	TNN|63923	554.2041
TNPO1|3842	2903.7759	TNPO1|3842	2832.3638
TNPO2|30000	2050.3451	TNPO2|30000	1916.4463
TNPO3|23534	1156.7194	TNPO3|23534	977.7895
TNRC18|84629	4087.2919	TNRC18|84629	2837.1232
TNRC6A|27327	1256.1916	TNRC6A|27327	1518.2443
TNRC6B|23112	766.5449	TNRC6B|23112	1069.8043
TNRC6C|57690	1075.1563	TNRC6C|57690	772.3057
TNS1|7145	3684.5311	TNS1|7145	56440.5077
TNS3|64759	2305.7247	TNS3|64759	5610.7879
TNS4|84951	2474.6244	TNS4|84951	2602.8556
TNXB|7148	163.3049	TNXB|7148	10331.4331
TOB1|10140	3749.4925	TOB1|10140	1759.9154
TOB2|10766	1766.1389	TOB2|10766	3199.8942
TOE1|114034	191.1246	TOE1|114034	221.4648
TOLLIP|54472	2613.8855	TOLLIP|54472	1303.5431
TOM1L1|10040	2159.728	TOM1L1|10040	592.9244
TOM1L2|146691	934.2266	TOM1L2|146691	2112.6388
TOM1|10043	1783.1912	TOM1|10043	1265.468
TOMM20|9804	8039.3829	TOMM20|9804	5368.0592
TOMM22|56993	1289.4844	TOMM22|56993	921.7345
TOMM34|10953	762.8908	TOMM34|10953	545.743
TOMM40L|84134	338.0309	TOMM40L|84134	320.2697
TOMM40|10452	1028.8266	TOMM40|10452	511.8985
TOMM5|401505	721.4535	TOMM5|401505	561.6023
TOMM6|100188893	1757.1782	TOMM6|100188893	1225.3887
TOMM70A|9868	2568.7657	TOMM70A|9868	2307.7472
TOMM7|54543	1103.1263	TOMM7|54543	1991.01
TOP1MT|116447	591.961	TOP1MT|116447	424.64300000000003
TOP1P1|7151	81.6078	TOP1P1|7151	53.9397
TOP1|7150	2911.4901	TOP1|7150	2099.4183
TOP2A|7153	3799.8376	TOP2A|7153	242.7287
TOP2B|7155	3733.6581	TOP2B|7155	3700.6875
TOP3A|7156	321.5591	TOP3A|7156	369.1169
TOP3B|8940	364.596	TOP3B|8940	269.1698
TOPBP1|11073	893.6257	TOPBP1|11073	793.7599
TOPORS|10210	584.2469	TOPORS|10210	708.091
TOR1AIP1|26092	1605.3593	TOR1AIP1|26092	2265.9968
TOR1AIP2|163590	419.8132	TOR1AIP2|163590	545.743
TOR1A|1861	1026.7966	TOR1A|1861	729.2438
TOR1B|27348	660.9825	TOR1B|27348	426.2295
TOR2A|27433	220.4629	TOR2A|27433	114.7541
TOR3A|64222	1373.9342	TOR3A|64222	725.0132
TOX2|84969	45.067	TOX2|84969	78.2655
TOX3|27324	237.5152	TOX3|27324	89.3707
TOX4|9878	2076.9022	TOX4|9878	1892.7657
TOX|9760	29.2326	TOX|9760	63.4585
TP53AIP1|63970	15.0223	TP53AIP1|63970	41.248000000000005
TP53BP1|7158	1661.3886	TP53BP1|7158	1269.6986
TP53BP2|7159	1031.2627	TP53BP2|7159	908.5139999999999
TP53I11|9537	2600.4872	TP53I11|9537	2286.6208
TP53I13|90313	952.497	TP53I13|90313	375.4627
TP53I3|9540	515.2253	TP53I3|9540	375.4627
TP53INP1|94241	824.6041	TP53INP1|94241	703.3316
TP53INP2|58476	781.5672	TP53INP2|58476	1052.8821
TP53RK|112858	356.8819	TP53RK|112858	378.6356
TP53TG1|11257	228.583	TP53TG1|11257	177.6838
lowly_expressed	lowly_expressed	TP53TG3B|729355	5.817
TP53|7157	1306.5367	TP53|7157	1437.8636
TP63|8626	702.3955	TP63|8626	1454.7858
TP73|7161	78.7657	TP73|7161	32.2581
TPBG|7162	2073.0816	TPBG|7162	535.1666
TPCN1|53373	577.3447	TPCN1|53373	1996.2983
TPCN2|219931	547.7791	TPCN2|219931	590.5817
TPD52L1|7164	341.8595	TPD52L1|7164	686.9381
TPD52L2|7165	2484.7747	TPD52L2|7165	2645.6901
TPD52|7163	4119.9391	TPD52|7163	1134.458
TPI1P2|286016	20.3004	TPI1P2|286016	13.2205
TPI1|7167	5023.9545	TPI1|7167	3657.3242
TPK1|27010	38.5708	TPK1|27010	82.49600000000001
TPM1|7168	7285.6598	TPM1|7168	8081.3855
TPM2|7169	5353.2278	TPM2|7169	4721.3115
TPM3|7170	11462.4442	TPM3|7170	4054.9974
TPM4|7171	18635.81	TPM4|7171	12101.0048
TPMT|7172	486.8047	TPMT|7172	327.8689
lowly_expressed	lowly_expressed	TPO|7173	80.9096
TPP1|1200	4695.4933	TPP1|1200	3738.2337
TPP2|7174	1234.2672	TPP2|7174	1001.0576
TPPP3|51673	753.1466	TPPP3|51673	693.8128
TPPP|11076	73.8936	TPPP|11076	992.0677
TPRA1|131601	901.3398	TPRA1|131601	527.7631
TPRG1L|127262	1585.0589	TPRG1L|127262	1824.4315
TPRG1|285386	904.1819	TPRG1|285386	374.4051
TPRKB|51002	286.6423	TPRKB|51002	241.1423
TPRN|286262	552.1721	TPRN|286262	157.5886
lowly_expressed	lowly_expressed	TPRXL|348825	7.4035
TPR|7175	5719.1758	TPR|7175	3372.3956
TPSAB1|7177	112.0585	TPSAB1|7177	296.6684
TPSB2|64499	94.6001	TPSB2|64499	622.422
TPSG1|25823	12.5863	lowly_expressed	lowly_expressed
TPST1|8460	274.056	TPST1|8460	331.0418
TPST2|8459	672.3508	TPST2|8459	1139.0799
TPT1|7178	26976.8575	TPT1|7178	53149.6563
lowly_expressed	lowly_expressed	TPTE2P1|646405	11.1052
TPX2|22974	736.0942	TPX2|22974	134.3205
TRA2A|29896	1545.27	TRA2A|29896	1014.2782
TRA2B|6434	1725.944	TRA2B|6434	2274.9868
TRABD|80305	811.6119	TRABD|80305	420.4125
TRADD|8717	437.6776	TRADD|8717	320.4654
TRAF1|7185	214.7787	TRAF1|7185	219.9894
TRAF2|7186	504.6691	TRAF2|7186	205.1824
TRAF3IP1|26146	781.1612	TRAF3IP1|26146	732.9455
TRAF3IP2|10758	427.1214	TRAF3IP2|10758	830.7774
TRAF3IP3|80342	69.4275	TRAF3IP3|80342	40.1904
TRAF3|7187	125.0508	TRAF3|7187	231.6235
TRAF4|9618	2020.7065	TRAF4|9618	863.0354
TRAF5|7188	855.0548	TRAF5|7188	369.1169
TRAF6|7189	143.3212	TRAF6|7189	275.5156
TRAF7|84231	2440.3776	TRAF7|84231	1570.7033
TRAFD1|10906	1438.8957	TRAFD1|10906	715.4944
TRAIP|10293	133.5769	TRAIP|10293	28.0275
TRAK1|22906	1874.5432	TRAK1|22906	1910.6293
TRAK2|66008	2020.7065	TRAK2|66008	1939.1856
TRAM1L1|133022	126.6748	TRAM1L1|133022	62.4008
TRAM1|23471	4508.7292	TRAM1|23471	4247.4881
TRAM2|9697	1342.6715	TRAM2|9697	1362.771
TRANK1|9881	1001.2180000000001	TRANK1|9881	735.5896
TRAP1|10131	1719.5453	TRAP1|10131	1459.3971
TRAPPC10|7109	1274.056	TRAPPC10|7109	1392.385
TRAPPC1|58485	849.7767	TRAPPC1|58485	764.1460000000001
TRAPPC2L|51693	468.1283	TRAPPC2L|51693	386.0391
TRAPPC2P1|10597	99.0215	TRAPPC2P1|10597	115.156
TRAPPC2|6399	479.0905	TRAPPC2|6399	231.6235
TRAPPC3|27095	1261.8758	TRAPPC3|27095	1004.2306
TRAPPC4|51399	706.0495	TRAPPC4|51399	635.1137
TRAPPC5|126003	458.3841	TRAPPC5|126003	266.5256
TRAPPC6A|79090	771.0110000000001	TRAPPC6A|79090	310.9466
TRAPPC6B|122553	806.3337	TRAPPC6B|122553	719.725
TRAPPC9|83696	789.6874	TRAPPC9|83696	718.1386
TRDMT1|1787	64.9614	TRDMT1|1787	144.8969
lowly_expressed	lowly_expressed	TRDN|10345	326.2824
TREM1|54210	73.4876	TREM1|54210	10.5764
TREM2|54209	486.8047	TREM2|54209	261.7663
TRERF1|55809	101.0962	TRERF1|55809	242.7287
TREX1|11277	620.8364	TREX1|11277	319.0058
TREX2|11219	6.3297	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRHDE|29953	251.5759
TRH|7200	42.2249	lowly_expressed	lowly_expressed
TRIAP1|51499	574.5026	TRIAP1|51499	369.6457
TRIB1|10221	642.7121	TRIB1|10221	3681.1211
TRIB2|28951	731.6281	TRIB2|28951	968.2708
TRIB3|57761	1573.2846	TRIB3|57761	159.175
TRIL|9865	298.0106	TRIL|9865	485.9863
TRIM11|81559	1136.4189999999999	TRIM11|81559	311.4754
TRIM13|10206	617.4584	TRIM13|10206	572.5965
TRIM14|9830	1067.9253	TRIM14|9830	740.8778
TRIM16L|147166	68.2866	TRIM16L|147166	220.1957
TRIM16|10626	349.7523	TRIM16|10626	675.8329
TRIM17|51127	194.0723	TRIM17|51127	26.441
TRIM21|6737	463.2562	TRIM21|6737	367.5304
TRIM22|10346	1068.2095	TRIM22|10346	1681.6499
TRIM23|373	442.5497	TRIM23|373	404.019
TRIM24|8805	1028.4206	TRIM24|8805	539.9259999999999
TRIM25|7706	515.2253	TRIM25|7706	1308.3025
TRIM26|7726	1753.9586	TRIM26|7726	1429.9313
TRIM27|5987	1596.8331	TRIM27|5987	1063.4585
TRIM28|10155	5862.363	TRIM28|10155	3463.2470000000003
TRIM29|23650	835.1604	TRIM29|23650	2846.6420000000003
TRIM2|23321	365.408	TRIM2|23321	1881.0153
TRIM31|11074	8.9322	lowly_expressed	lowly_expressed
TRIM32|22954	628.0958	TRIM32|22954	546.8006
TRIM33|51592	1109.6224	TRIM33|51592	1189.8466
TRIM34|53840	264.7178	TRIM34|53840	286.092
TRIM35|23087	296.3865	TRIM35|23087	704.918
TRIM36|55521	995.5339	TRIM36|55521	71.3908
TRIM37|4591	1668.6805	TRIM37|4591	616.2983
TRIM38|10475	506.6991	TRIM38|10475	473.2946
TRIM39|56658	398.6845	TRIM39|56658	424.0508
TRIM3|10612	535.1198	TRIM3|10612	273.9291
TRIM41|90933	708.5952	TRIM41|90933	644.0085
TRIM44|54765	1090.134	TRIM44|54765	1682.7076
TRIM45|80263	311.8149	TRIM45|80263	131.6764
TRIM46|80128	43.0369	TRIM46|80128	29.0851
TRIM47|91107	991.8798	TRIM47|91107	606.5574
TRIM4|89122	1185.5461	TRIM4|89122	1076.6789999999999
TRIM52|84851	166.0577	TRIM52|84851	212.0571
lowly_expressed	lowly_expressed	TRIM55|84675	6.8747
TRIM56|81844	232.2371	TRIM56|81844	583.2893
TRIM58|25893	34.5108	TRIM58|25893	58.4823
TRIM59|286827	238.0512	TRIM59|286827	45.4786
TRIM5|85363	516.4596	TRIM5|85363	536.9751
TRIM62|55223	377.9943	TRIM62|55223	147.541
TRIM63|84676	5.6841	TRIM63|84676	11.6341
TRIM65|201292	712.9517	TRIM65|201292	303.5431
TRIM66|9866	233.4551	TRIM66|9866	354.8387
TRIM67|440730	8.5262	TRIM67|440730	12.6917
TRIM68|55128	209.9066	TRIM68|55128	285.0344
TRIM69|140691	17.0524	TRIM69|140691	14.5108
TRIM6|117854	118.5546	TRIM6|117854	230.037
TRIM78P|117852	5.6679	lowly_expressed	lowly_expressed
TRIM7|81786	77.9537	TRIM7|81786	19.0375
TRIM8|81603	3158.3435	TRIM8|81603	2676.8905
TRIM9|114088	23.9545	TRIM9|114088	54.9974
TRIOBP|11078	1428.9403	TRIOBP|11078	2468.0063
TRIO|7204	1598.4572	TRIO|7204	2803.8075
TRIP10|9322	650.4263	TRIP10|9322	1166.0497
TRIP11|9321	1065.7734	TRIP11|9321	1124.2729
TRIP12|9320	3143.7272	TRIP12|9320	4534.1089
TRIP13|9319	193.2603	TRIP13|9319	74.0349
TRIP4|9325	671.5388	TRIP4|9325	449.4976
TRIP6|7205	742.9963	TRIP6|7205	1180.8567
TRIT1|54802	219.2448	TRIT1|54802	226.8641
TRMT112|51504	2356.8819	TRMT112|51504	1219.9894
TRMT11|60487	211.1246	TRMT11|60487	215.23
TRMT12|55039	478.6845	TRMT12|55039	315.70599999999996
TRMT1|55621	603.3293	TRMT1|55621	443.1518
TRMT2A|27037	997.97	TRMT2A|27037	467.4775
TRMT2B|79979	205.4405	TRMT2B|79979	348.4929
TRMT5|57570	461.6322	TRMT5|57570	553.1465
TRMT61A|115708	411.287	TRMT61A|115708	306.716
TRMT61B|55006	235.5907	TRMT61B|55006	237.0016
TRMT6|51605	315.8749	TRMT6|51605	281.3326
TRMU|55687	119.7726	TRMU|55687	170.8091
TRNAU1AP|54952	235.8912	TRNAU1AP|54952	238.4981
TRNP1|388610	88.1039	TRNP1|388610	263.3527
TRNT1|51095	286.6464	TRNT1|51095	263.1042
TROAP|10024	250.1015	TROAP|10024	16.3934
TROVE2|6738	1508.8469	TROVE2|6738	1080.312
TRO|7216	152.2533	TRO|7216	309.8889
TRPA1|8989	349.0378	lowly_expressed	lowly_expressed
TRPC1|7220	108.4044	TRPC1|7220	180.8567
TRPC3|7222	8.9322	lowly_expressed	lowly_expressed
TRPC4AP|26133	2518.0674	TRPC4AP|26133	2350.6081
TRPC4|7223	15.4283	lowly_expressed	lowly_expressed
TRPC6|7225	66.1795	TRPC6|7225	171.3379
TRPM2|7226	126.6748	TRPM2|7226	212.5859
lowly_expressed	lowly_expressed	TRPM3|80036	5.2882
TRPM4|54795	1956.557	TRPM4|54795	617.1338
lowly_expressed	lowly_expressed	TRPM6|140803	52.3533
TRPM7|54822	812.4239	TRPM7|54822	1183.5008
lowly_expressed	lowly_expressed	TRPM8|79054	6.8747
TRPS1|7227	2038.1648	TRPS1|7227	3467.4775
TRPT1|83707	432.3995	TRPT1|83707	265.9968
TRPV1|7442	155.5014	TRPV1|7442	162.34799999999998
