gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
TEX15|56154	16.6973	removed	removed
TEX261|113419	2961.4293	TEX261|113419	1965.3198
TEX264|51368	822.5079	TEX264|51368	810.0541
TEX2|55852	1461.3458	TEX2|55852	2036.9074
TEX9|374618	126.8993	TEX9|374618	90.9959
TFAM|7019	1069.6277	TFAM|7019	581.6099
TFAP2A|7020	618.0832	TFAP2A|7020	767.1015
removed	removed	TFAP2B|7021	395.8002
TFAP2C|7022	1120.0534	TFAP2C|7022	1578.4283
TFAP2E|339488	14.924000000000001	TFAP2E|339488	22.2717
TFAP4|7023	354.9841	TFAP4|7023	162.2654
TFB1M|51106	253.7986	TFB1M|51106	162.2654
TFB2M|64216	871.5979	TFB2M|64216	301.6227
TFCP2L1|29842	1945.9008	TFCP2L1|29842	1541.5208
TFCP2|7024	454.4999	TFCP2|7024	630.6077
TFDP1|7027	2572.3827	TFDP1|7027	1447.6615
TFDP2|7029	329.9382	TFDP2|7029	270.1241
removed	removed	TFDP3|51270	5.727
TFE3|7030	1487.3936	TFE3|7030	1690.4232
TFEB|7942	426.7824	TFEB|7942	405.6634
TFEC|22797	210.7197	TFEC|22797	109.4496
removed	removed	TFF1|7031	115.4948
TFF3|7033	10.6863	TFF3|7033	574.9284
TFG|10342	2474.5367	TFG|10342	1694.2412
TFIP11|24144	899.5291	TFIP11|24144	860.0414
TFPI2|7980	17.3652	TFPI2|7980	277.1238
TFPI|7035	206.3784	TFPI|7035	2696.1502
TFPT|29844	299.0516	TFPT|29844	243.5476
TFR2|7036	76.8075	TFR2|7036	5.0907
TFRC|7037	3873.7686	TFRC|7037	1788.1005
TF|7018	61.7799	TF|7018	903.2771
TGDS|23483	439.4724	TGDS|23483	276.1693
TGFA|7039	673.9022	TGFA|7039	514.7948
TGFB1I1|7041	406.4118	TGFB1I1|7041	955.1384
TGFB1|7040	870.5961	TGFB1|7040	761.0563
TGFB2|7042	5723.4931	TGFB2|7042	487.1142
TGFB3|7043	309.9015	TGFB3|7043	615.972
TGFBI|7045	4278.8445	TGFBI|7045	2988.8641
TGFBR1|7046	1434.2962	TGFBR1|7046	1748.0115
TGFBR2|7048	1324.0942	TGFBR2|7048	13089.405
TGFBR3|7049	796.4602	TGFBR3|7049	7189.3096
TGFBRAP1|9392	278.1767	TGFBRAP1|9392	357.6201
TGIF1|7050	1598.2635	TGIF1|7050	1720.3309
TGIF2|60436	491.8985	TGIF2|60436	623.8339
TGM1|7051	46.0845	TGM1|7051	53.7703
TGM2|7052	607.447	TGM2|7052	1601.3363
TGM5|9333	34.0624	TGM5|9333	81.1327
TGOLN2|10618	5538.1533	TGOLN2|10618	7478.8419
TGS1|96764	525.9643	TGS1|96764	677.6965
TG|7038	6.011	removed	removed
TH1L|51497	1826.3483	TH1L|51497	1381.8008
THADA|63892	815.1611	THADA|63892	900.4136
THAP10|56906	40.0735	THAP10|56906	65.5425
THAP11|57215	682.9187	THAP11|57215	552.9749
THAP1|55145	315.5786	THAP1|55145	205.2179
THAP2|83591	184.6719	THAP2|83591	169.5832
THAP3|90326	225.3498	THAP3|90326	138.8069
THAP4|51078	902.6549	THAP4|51078	771.5558
THAP5|168451	522.6248	THAP5|168451	526.567
THAP6|152815	441.81	THAP6|152815	302.8953
THAP7|80764	414.8005	THAP7|80764	312.0235
THAP8|199745	188.6792	THAP8|199745	69.0423
THAP9|79725	171.648	THAP9|79725	129.4941
THBD|7056	192.3526	THBD|7056	3719.3764
THBS1|7057	5273.6684	THBS1|7057	21384.6643
THBS2|7058	7038.2368	THBS2|7058	5168.9469
THBS3|7059	1079.0416	THBS3|7059	1489.9936
THBS4|7060	728.6659	THBS4|7060	681.5145
THEG|51298	21.7065	THEG|51298	5.0907
THEM4|117145	368.6759	THEM4|117145	360.1654
THEMIS|387357	8.3486	THEMIS|387357	56.952
THG1L|54974	133.9122	THG1L|54974	148.9023
THNSL1|79896	1078.6442	removed	removed
THNSL2|55258	681.2489999999999	THNSL2|55258	794.7821
THOC1|9984	471.5311	THOC1|9984	477.8874
THOC2|57187	1653.0306	THOC2|57187	1726.6942
THOC3|84321	631.825	THOC3|84321	402.4817
THOC4|10189	1933.2109	THOC4|10189	683.4235
THOC5|8563	1052.5964	THOC5|8563	461.0245
THOC6|79228	423.8938	THOC6|79228	413.7607
THOC7|80145	1096.3433	THOC7|80145	914.0948
THOP1|7064	745.3665	THOP1|7064	530.385
removed	removed	THPO|7066	9.2269
THRAP3|9967	2628.4856	THRAP3|9967	3614.6993
THRA|7067	880.9551	THRA|7067	1383.5062
THRB|7068	562.3643	THRB|7068	1461.3427
removed	removed	THRSP|7069	154.3112
THSD1P1|374500	100.8516	THSD1P1|374500	138.9564
THSD1|55901	40.0735	THSD1|55901	416.7992
THSD4|79875	458.8412	THSD4|79875	1563.4744
THSD7A|221981	13.6918	THSD7A|221981	225.8988
THSD7B|80731	69.7946	removed	removed
THTPA|79178	165.3031	THTPA|79178	321.0309
THUMPD1|55623	847.5538	THUMPD1|55623	1615.9720000000002
THUMPD2|80745	252.4628	THUMPD2|80745	195.0366
THUMPD3|25917	963.0989999999999	THUMPD3|25917	778.2374
THY1|7070	2073.1341	THY1|7070	2787.7824
THYN1|29087	586.0745	THYN1|29087	665.6061
TIA1|7072	1703.4563	TIA1|7072	1788.4187
TIAF1|9220	223.08900000000003	TIAF1|9220	340.7159
TIAL1|7073	1173.1508	TIAL1|7073	1578.7464
TIAM1|7074	147.9379	TIAM1|7074	458.161
TIAM2|26230	352.6298	TIAM2|26230	101.0181
TICAM1|148022	709.3004	TICAM1|148022	778.8737
TICAM2|353376	167.3468	TICAM2|353376	121.6258
TIE1|7075	166.6388	TIE1|7075	1828.826
removed	removed	TIFAB|497189	5.0907
TIFA|92610	713.6417	TIFA|92610	306.077
TIGD1|200765	123.5599	TIGD1|200765	109.4496
TIGD2|166815	245.7839	TIGD2|166815	168.3105
TIGD3|220359	5.3431	TIGD3|220359	6.6815
TIGD4|201798	16.0294	TIGD4|201798	22.908
TIGD5|84948	191.3508	TIGD5|84948	72.5422
TIGD6|81789	107.8644	TIGD6|81789	131.085
TIGD7|91151	367.3101	TIGD7|91151	221.9472
TIGIT|201633	35.7322	TIGIT|201633	17.4992
TIMD4|91937	14.0257	TIMD4|91937	8.2724
TIMELESS|8914	928.3687	TIMELESS|8914	374.8011
TIMM10|26519	626.4819	TIMM10|26519	239.8982
TIMM13|26517	776.4234	TIMM13|26517	622.9717
TIMM16|51025	318.0197	TIMM16|51025	123.1371
TIMM17A|10440	1435.2979999999998	TIMM17A|10440	628.3805
TIMM17B|10245	714.9775	TIMM17B|10245	358.2564
TIMM22|29928	398.731	TIMM22|29928	332.8031
TIMM44|10469	950.743	TIMM44|10469	471.524
TIMM50|92609	620.8048	TIMM50|92609	547.566
TIMM8A|1678	198.3637	TIMM8A|1678	103.7226
TIMM8B|26521	513.2743	TIMM8B|26521	294.3048
TIMM9|26520	437.8026	TIMM9|26520	471.2059
TIMP1|7076	4182.6682	TIMP1|7076	4162.5835
TIMP2|7077	11806.3116	TIMP2|7077	21592.7458
TIMP3|7078	12335.2813	TIMP3|7078	27171.4922
TIMP4|7079	12.022	TIMP4|7079	414.8902
TINAGL1|64129	1232.2591	TINAGL1|64129	2927.776
TINF2|26277	815.4951	TINF2|26277	1149.2205
TIPARP|25976	646.5186	TIPARP|25976	4343.9612
TIPIN|54962	121.5562	TIPIN|54962	76.6783
TIPRL|261726	1642.0104	TIPRL|261726	959.2746
TIRAP|114609	308.5657	TIRAP|114609	171.174
TJAP1|93643	715.9793	TJAP1|93643	674.8330000000001
TJP1|7082	1189.5141	TJP1|7082	2893.4139
TJP2|9414	1100.6846	TJP2|9414	1807.1906
TJP3|27134	416.0962	removed	removed
TK1|7083	1245.2830000000001	TK1|7083	117.7219
TK2|7084	942.0604	TK2|7084	1186.1279
TKT|7086	3652.6966	TKT|7086	3103.4044
TLCD1|116238	131.9085	TLCD1|116238	39.1346
TLE1|7088	956.0862	TLE1|7088	1036.5892
TLE2|7089	1497.078	TLE2|7089	1138.0846
TLE3|7090	1155.4517	TLE3|7090	1137.1301
TLE4|7091	596.7607	TLE4|7091	778.5555
TLE6|79816	29.7212	TLE6|79816	17.4992
TLK1|9874	1698.4472	TLK1|9874	1398.0274
TLK2|11011	714.3096	TLK2|11011	620.1082
TLL1|7092	28.0514	TLL1|7092	486.7961
removed	removed	TLL2|7093	10.1814
TLN1|7094	5223.2426	TLN1|7094	10263.7607
TLN2|83660	476.2064	TLN2|83660	1448.2978
TLR10|81793	19.3688	TLR10|81793	45.1798
TLR1|7096	290.5326	TLR1|7096	268.5332
TLR2|7097	836.8676	TLR2|7097	615.972
TLR3|7098	249.4573	TLR3|7098	307.0315
TLR4|7099	394.7237	TLR4|7099	1552.9749
TLR5|7100	1065.6203	TLR5|7100	473.1149
TLR6|10333	42.4111	TLR6|10333	42.3163
TLR7|51284	199.3655	TLR7|51284	191.5367
TLR8|51311	51.0937	TLR8|51311	55.3611
TLR9|54106	30.89	TLR9|54106	35.1129
TLX1|3195	90.4992	removed	removed
TM2D1|83941	493.5715	TM2D1|83941	378.9373
TM2D2|83877	771.7482	TM2D2|83877	850.4613
TM2D3|80213	821.5061	TM2D3|80213	932.8667
TM4SF18|116441	235.7656	TM4SF18|116441	412.9812
TM4SF19|116211	17.9195	removed	removed
TM4SF1|4071	11458.6742	TM4SF1|4071	16795.7366
TM6SF1|53346	250.7931	TM6SF1|53346	281.2599
TM6SF2|53345	13.9623	TM6SF2|53345	5.4088
TM7SF2|7108	120.2204	TM7SF2|7108	216.9901
TM7SF3|51768	7372.1823	TM7SF3|51768	1356.9838
TM7SF4|81501	7.0129	removed	removed
TM9SF1|10548	1975.1211	TM9SF1|10548	1430.3054
TM9SF2|9375	9948.5724	TM9SF2|9375	3735.2848
TM9SF3|56889	6323.2593	TM9SF3|56889	6068.406
TM9SF4|9777	2775.7556	TM9SF4|9777	1618.8355
TMBIM1|64114	3819.6694	TMBIM1|64114	4115.8129
TMBIM4|51643	1379.3588	TMBIM4|51643	1524.5179999999998
TMBIM6|7009	11807.6474	TMBIM6|7009	14934.4575
TMC4|147798	2272.1656	TMC4|147798	1190.9004
TMC5|79838	36.0661	TMC5|79838	199.8091
TMC6|11322	1105.0259	TMC6|11322	681.5145
TMC7|79905	181.6664	TMC7|79905	101.8136
TMC8|147138	94.8405	TMC8|147138	196.3093
TMCC1|23023	843.2126	TMCC1|23023	770.2832
TMCC2|9911	186.6756	TMCC2|9911	107.2224
TMCC3|57458	165.3031	TMCC3|57458	451.4795
TMCO1|54499	3472.366	TMCO1|54499	1817.0538
TMCO3|55002	2665.8875	TMCO3|55002	1240.5345
TMCO4|255104	785.1060000000001	TMCO4|255104	698.3773
TMCO6|55374	135.9158	TMCO6|55374	204.2634
TMCO7|79613	299.2152	TMCO7|79613	350.3023
TMED10P1|286102	40.7414	TMED10P1|286102	26.0897
TMED10|10972	8948.0715	TMED10|10972	6859.37
TMED1|11018	725.0359	TMED1|11018	466.5002
TMED2|10959	7007.5138	TMED2|10959	5171.8104
TMED3|23423	4315.9125	TMED3|23423	1385.9370000000001
TMED4|222068	757.0546	TMED4|222068	847.2797
TMED5|50999	1977.2616	TMED5|50999	1576.8374
removed	removed	TMED6|146456	9.545
TMED7-TICAM2|100302736	175.3815	TMED7-TICAM2|100302736	83.083
TMED7|51014	2086.0578	TMED7|51014	2362.5835
TMED8|283578	285.1895	TMED8|283578	369.0741
TMED9|54732	5525.4633	TMED9|54732	2999.0455
TMEFF1|8577	146.9027	TMEFF1|8577	50.9704
TMEM100|55273	25.7138	TMEM100|55273	206.4906
TMEM101|84336	815.829	TMEM101|84336	692.6503
TMEM102|284114	180.9985	TMEM102|284114	166.0834
TMEM104|54868	897.9796	TMEM104|54868	337.2574
TMEM105|284186	307.8978	TMEM105|284186	27.0442
TMEM106A|113277	168.6425	TMEM106A|113277	134.2666
TMEM106B|54664	1311.7382	TMEM106B|54664	1557.111
TMEM106C|79022	1454.3329	TMEM106C|79022	928.4123
TMEM107|84314	135.5819	TMEM107|84314	199.1728
TMEM108|66000	183.0022	TMEM108|66000	69.9968
TMEM109|79073	3902.1539	TMEM109|79073	3096.4047
TMEM110|375346	96.8442	TMEM110|375346	203.3089
TMEM111|55831	1100.3506	TMEM111|55831	853.643
TMEM115|11070	770.7464	TMEM115|11070	995.8638
TMEM116|89894	163.6333	TMEM116|89894	163.8562
TMEM117|84216	83.8203	TMEM117|84216	128.8578
TMEM119|338773	1236.2665	TMEM119|338773	1056.3156
TMEM11|8834	388.3787	TMEM11|8834	387.5278
TMEM120A|83862	571.3809	TMEM120A|83862	477.251
TMEM120B|144404	316.4836	TMEM120B|144404	409.0932
TMEM121|80757	41.0753	TMEM121|80757	44.8616
TMEM123|114908	12714.6435	TMEM123|114908	6297.4865
TMEM125|128218	959.4256	TMEM125|128218	244.0344
TMEM126A|84233	280.1803	TMEM126A|84233	220.8081
TMEM126B|55863	495.9092	TMEM126B|55863	449.2523
TMEM127|55654	2644.8489	TMEM127|55654	2201.3999
TMEM128|85013	347.3034	TMEM128|85013	476.9329
TMEM129|92305	734.0124	TMEM129|92305	747.057
TMEM130|222865	36.4001	TMEM130|222865	37.2256
TMEM131|23505	974.1192	TMEM131|23505	1510.3404
TMEM132A|54972	3317.4153	TMEM132A|54972	548.5205
removed	removed	TMEM132B|114795	6.3633
removed	removed	TMEM132C|92293	501.4318
TMEM132E|124842	176.9912	TMEM132E|124842	13.6812
TMEM133|83935	217.7325	TMEM133|83935	127.2669
TMEM134|80194	546.3349	TMEM134|80194	361.7563
TMEM135|65084	346.6355	TMEM135|65084	656.3793
TMEM136|219902	369.3438	TMEM136|219902	244.3525
TMEM138|51524	489.8981	TMEM138|51524	392.6185
TMEM139|135932	164.3012	TMEM139|135932	298.1228
TMEM140|55281	414.7938	TMEM140|55281	700.2482
TMEM141|85014	615.1277	TMEM141|85014	468.0242
TMEM143|55260	99.8497	TMEM143|55260	129.1759
TMEM144|55314	262.8152	TMEM144|55314	355.0748
TMEM145|284339	94.8405	TMEM145|284339	84.6325
TMEM147|10430	1483.3862	TMEM147|10430	748.966
TMEM149|79713	127.801	TMEM149|79713	77.8396
TMEM14A|28978	1135.4149	TMEM14A|28978	430.7986
TMEM14B|81853	608.7828	TMEM14B|81853	692.9685
TMEM14C|51522	1521.4560000000001	TMEM14C|51522	1763.2835
TMEM150A|129303	203.7068	TMEM150A|129303	264.0789
TMEM150B|284417	21.3725	TMEM150B|284417	10.1814
TMEM150C|441027	225.0793	TMEM150C|441027	313.71299999999997
TMEM151A|256472	98.8479	removed	removed
TMEM151B|441151	11.992	TMEM151B|441151	13.6017
TMEM154|201799	215.3949	TMEM154|201799	128.5396
TMEM156|80008	5.6771	TMEM156|80008	15.9084
TMEM158|25907	1309.0666	TMEM158|25907	85.9052
TMEM159|57146	1207.5472	TMEM159|57146	911.2313
TMEM160|54958	62.7818	TMEM160|54958	32.4531
TMEM161A|54929	862.2475	TMEM161A|54929	322.6217
TMEM161B|153396	215.0609	TMEM161B|153396	328.0305
TMEM163|81615	116.54700000000001	TMEM163|81615	35.9529
TMEM164|84187	604.1075	TMEM164|84187	504.6134
TMEM165|55858	1924.5283	TMEM165|55858	1398.9819
TMEM167A|153339	1675.7389	TMEM167A|153339	1991.4095
TMEM167B|56900	2080.4809	TMEM167B|56900	1286.0325
TMEM168|64418	700.9517	TMEM168|64418	969.1378
TMEM169|92691	63.1157	TMEM169|92691	17.8174
TMEM170A|124491	642.5113	TMEM170A|124491	780.7827
TMEM170B|100113407	44.7487	TMEM170B|100113407	194.0821
TMEM171|134285	78.8112	removed	removed
TMEM173|340061	563.3662	TMEM173|340061	1153.0385
TMEM175|84286	247.1197	TMEM175|84286	287.6233
TMEM176A|55365	261.1454	TMEM176A|55365	827.5533
TMEM176B|28959	710.6362	TMEM176B|28959	1892.1413
TMEM177|80775	195.0242	TMEM177|80775	93.223
TMEM178|130733	12.356	TMEM178|130733	75.0875
TMEM179B|374395	825.5134	TMEM179B|374395	679.9236
TMEM17|200728	131.9085	TMEM17|200728	64.58800000000001
TMEM180|79847	107.5305	TMEM180|79847	68.406
TMEM181|57583	1249.6243	TMEM181|57583	1492.5231
TMEM182|130827	224.7454	TMEM182|130827	94.4957
TMEM183A|92703	1453.6651	TMEM183A|92703	790.3277
TMEM184A|202915	118.0063	TMEM184A|202915	187.8715
TMEM184B|25829	2610.1519	TMEM184B|25829	1470.7445
TMEM184C|55751	619.803	TMEM184C|55751	595.2911
TMEM185A|84548	478.8779	TMEM185A|84548	594.6548
TMEM185B|79134	452.4962	TMEM185B|79134	662.4244
TMEM186|25880	294.20599999999996	TMEM186|25880	146.6752
TMEM187|8269	206.0444	TMEM187|8269	104.0407
TMEM188|255919	322.2575	TMEM188|255919	322.9399
TMEM189-UBE2V1|387522	6.1813	TMEM189-UBE2V1|387522	14.6484
TMEM189|387521	1026.8726	TMEM189|387521	562.5740000000001
TMEM18|129787	639.5058	TMEM18|129787	642.0617
removed	removed	TMEM190|147744	5.4088
TMEM191A|84222	33.7285	TMEM191A|84222	9.8632
TMEM192|201931	406.0778	TMEM192|201931	616.2902
TMEM194A|23306	1029.5542	TMEM194A|23306	558.7019
TMEM194B|100131211	224.0775	TMEM194B|100131211	158.1292
TMEM195|392636	6.345	TMEM195|392636	26.0897
TMEM198|130612	49.0933	TMEM198|130612	52.8158
TMEM199|147007	406.1947	TMEM199|147007	409.7996
TMEM19|55266	907.6641	TMEM19|55266	669.4241
TMEM200A|114801	331.6079	TMEM200A|114801	333.1212
TMEM200B|399474	141.7499	TMEM200B|399474	167.5215
TMEM200C|645369	156.6205	TMEM200C|645369	41.3618
TMEM201|199953	579.0616	TMEM201|199953	342.6662
TMEM203|94107	456.1696	TMEM203|94107	526.2488
TMEM204|79652	306.89599999999996	TMEM204|79652	319.7582
TMEM205|374882	475.8724	TMEM205|374882	962.1381
TMEM206|55248	718.6509	TMEM206|55248	128.8578
TMEM208|29100	1334.1125	TMEM208|29100	404.7089
TMEM209|84928	950.4091	TMEM209|84928	528.7941
TMEM20|159371	195.0242	TMEM20|159371	88.1324
TMEM211|255349	6.011	removed	removed
TMEM213|155006	1159.5158	TMEM213|155006	145.0843
TMEM214|54867	3692.1022	TMEM214|54867	1808.7814
TMEM215|401498	7.3468	removed	removed
TMEM216|51259	401.4026	TMEM216|51259	266.6242
TMEM217|221468	18.6041	TMEM217|221468	32.9685
TMEM218|219854	425.1127	TMEM218|219854	275.8511
TMEM219|124446	1510.7697	TMEM219|124446	1377.3465
TMEM220|388335	233.7619	TMEM220|388335	257.7156
TMEM222|84065	790.7831	TMEM222|84065	562.2017
TMEM223|79064	294.8739	TMEM223|79064	181.9917
TMEM229B|161145	80.1469	TMEM229B|161145	201.7181
TMEM22|80723	73.80199999999999	TMEM22|80723	216.3538
TMEM231|79583	360.3239	TMEM231|79583	297.8046
TMEM232|642987	11.0202	TMEM232|642987	13.6812
removed	removed	TMEM233|387890	6.0452
TMEM25|84866	640.1737	TMEM25|84866	531.3395
TMEM26|219623	61.7799	TMEM26|219623	123.8435
TMEM27|57393	48.7561	TMEM27|57393	51.8613
TMEM2|23670	1146.4351	TMEM2|23670	1732.7394
TMEM30A|55754	4894.6402	TMEM30A|55754	5029.5896
TMEM30B|161291	630.1553	TMEM30B|161291	921.4127
TMEM33|55161	2347.3034	TMEM33|55161	1376.392
removed	removed	TMEM35|59353	94.8139
TMEM37|140738	100.5176	TMEM37|140738	408.5269
TMEM38A|79041	378.0264	TMEM38A|79041	70.315
TMEM38B|55151	189.6811	TMEM38B|55151	123.7671
TMEM39A|55254	841.5428	TMEM39A|55254	799.5546
TMEM39B|55116	413.4246	TMEM39B|55116	288.5778
TMEM40|55287	25.0459	TMEM40|55287	36.5892
TMEM41A|90407	812.8235	TMEM41A|90407	561.2472
TMEM41B|440026	515.278	TMEM41B|440026	590.2004
TMEM42|131616	193.6884	TMEM42|131616	157.4928
TMEM43|79188	2705.9609	TMEM43|79188	4070.6332
TMEM44|93109	197.3618	TMEM44|93109	223.6717
TMEM45A|55076	836.1997	TMEM45A|55076	233.5348
TMEM45B|120224	59.1084	TMEM45B|120224	41.9981
TMEM47|83604	2594.0892	TMEM47|83604	2238.9437
TMEM48|55706	574.3864	TMEM48|55706	263.1244
TMEM49|81671	2271.1638	TMEM49|81671	2581.6099
TMEM50A|23585	3381.5328	TMEM50A|23585	2781.4190000000003
TMEM50B|757	580.4007	TMEM50B|757	1118.3583
TMEM51|55092	377.3585	TMEM51|55092	352.2113
TMEM52|339456	57.4386	TMEM52|339456	21.9535
TMEM53|79639	333.5315	TMEM53|79639	174.8584
TMEM54|113452	1469.0265	TMEM54|113452	461.0245
TMEM55A|55529	409.7512	TMEM55A|55529	403.11800000000005
TMEM55B|90809	512.2725	TMEM55B|90809	538.3392
TMEM56|148534	553.5415	TMEM56|148534	267.3178
TMEM57|55219	838.2034	TMEM57|55219	727.3306
TMEM59L|25789	18.701	removed	removed
TMEM59|9528	6092.169	TMEM59|9528	6115.8129
TMEM5|10329	671.8985	TMEM5|10329	331.5304
TMEM60|85025	334.9474	TMEM60|85025	254.8521
TMEM61|199964	89.1635	TMEM61|199964	54.7248
TMEM62|80021	301.2189	TMEM62|80021	386.8915
TMEM63A|9725	1249.2904	TMEM63A|9725	1968.1833
TMEM63B|55362	1673.7352	TMEM63B|55362	689.7868
TMEM63C|57156	14.6936	TMEM63C|57156	55.3611
TMEM64|169200	935.0476	TMEM64|169200	794.1457
TMEM65|157378	1186.8425	TMEM65|157378	755.6475
TMEM66|51669	3878.7778	TMEM66|51669	5839.6437
TMEM67|91147	273.8354	TMEM67|91147	291.4413
TMEM68|137695	431.1237	TMEM68|137695	436.2074
TMEM69|51249	530.6395	TMEM69|51249	456.5702
TMEM70|54968	647.1865	TMEM70|54968	715.2402
TMEM71|137835	135.248	TMEM71|137835	158.1292
TMEM72|643236	21.3725	removed	removed
TMEM74|157753	58.7744	TMEM74|157753	5.4088
TMEM79|84283	428.4522	TMEM79|84283	203.3089
TMEM80|283232	146.2682	TMEM80|283232	275.692
TMEM81|388730	42.4111	TMEM81|388730	35.6347
TMEM84|283673	25.7138	TMEM84|283673	58.5428
TMEM85|51234	745.6838	TMEM85|51234	1113.5094
TMEM86A|144110	127.8978	TMEM86A|144110	173.9516
TMEM86B|255043	39.0716	TMEM86B|255043	68.7241
TMEM87A|25963	2177.993	TMEM87A|25963	2996.5002
TMEM87B|84910	731.6747	TMEM87B|84910	1131.7213
removed	removed	TMEM88|92162	115.8129
TMEM8A|58986	1754.55	TMEM8A|58986	641.1072
TMEM8B|51754	404.0741	TMEM8B|51754	523.7035
TMEM90A|646658	7.0129	TMEM90A|646658	6.9997
TMEM90B|79953	123.5599	TMEM90B|79953	11.454
TMEM91|641649	51.4276	TMEM91|641649	138.0846
TMEM92|162461	20.3707	removed	removed
TMEM93|83460	287.9312	TMEM93|83460	177.986
TMEM97|27346	626.7724	TMEM97|27346	328.0528
TMEM98|26022	1064.6185	TMEM98|26022	1307.0315
TMEM99|147184	432.1256	TMEM99|147184	227.8078
TMEM9B|56674	1234.5968	TMEM9B|56674	1342.6662
TMEM9|252839	2199.6994	TMEM9|252839	1260.5791
TMF1|7110	1333.4446	TMF1|7110	2032.4531
TMIE|259236	17.3652	TMIE|259236	15.5902
removed	removed	TMIGD2|126259	9.8632
TMLHE|55217	721.9903	TMLHE|55217	231.3077
TMOD1|7111	128.205	TMOD1|7111	651.6227
TMOD2|29767	1661.3792	TMOD2|29767	1120.9036
TMOD3|29766	1695.7756	TMOD3|29766	1649.0614
TMPO|7112	1054.4866	TMPO|7112	1264.9634
TMPPE|643853	152.2792	TMPPE|643853	33.0894
TMPRSS13|84000	672.2324	TMPRSS13|84000	421.5717
TMPRSS2|7113	1126.0645	TMPRSS2|7113	1465.1607
TMPRSS3|64699	1467.3568	TMPRSS3|64699	683.7416
removed	removed	TMPRSS4|56649	12.7267
TMPRSS5|80975	144.5984	TMPRSS5|80975	16.8629
removed	removed	TMPRSS6|164656	51.5431
TMSB10|9168	17411.9219	TMSB10|9168	12772.8285
TMSB15A|11013	86.8258	TMSB15A|11013	15.9084
TMSB15B|286527	116.7574	TMSB15B|286527	57.022
TMSL3|7117	20786.4418	TMSL3|7117	33504.2953
TMTC1|83857	159.9599	TMTC1|83857	2578.7464
TMTC2|160335	416.4301	TMTC2|160335	333.7576
TMTC3|160418	751.0436	TMTC3|160418	907.0951
TMTC4|84899	374.6869	TMTC4|84899	328.0305
TMUB1|83590	674.57	TMUB1|83590	399.6182
TMUB2|79089	1067.624	TMUB2|79089	1013.0449
TMX1|81542	1401.9035	TMX1|81542	1142.2208
TMX2|51075	3084.6552	TMX2|51075	1255.8066
TMX3|54495	679.5792	TMX3|54495	1469.9332
TMX4|56255	2460.8449	TMX4|56255	1258.0337
TNC|3371	9202.8719	TNC|3371	6024.4989
TNFAIP1|7126	1210.4358	TNFAIP1|7126	2212.9908
TNFAIP2|7127	3137.0847	TNFAIP2|7127	3211.5813
TNFAIP3|7128	819.8364	TNFAIP3|7128	1557.7474
TNFAIP6|7130	179.3288	TNFAIP6|7130	611.8358
TNFAIP8L1|126282	126.2314	TNFAIP8L1|126282	111.6767
TNFAIP8L2|79626	101.5195	TNFAIP8L2|79626	61.4063
TNFAIP8L3|388121	310.9033	TNFAIP8L3|388121	174.6739
TNFAIP8|25816	377.3585	TNFAIP8|25816	335.3484
TNFRSF10A|8797	168.6425	TNFRSF10A|8797	212.2176
TNFRSF10B|8795	929.7045	TNFRSF10B|8795	1445.4343
TNFRSF10C|8794	96.1763	TNFRSF10C|8794	53.4521
TNFRSF10D|8793	23.3762	TNFRSF10D|8793	479.4782
TNFRSF11A|8792	38.4037	TNFRSF11A|8792	222.7171
TNFRSF11B|4982	1101.0185	TNFRSF11B|4982	208.0815
TNFRSF12A|51330	1443.6467	TNFRSF12A|51330	1190.9004
removed	removed	TNFRSF13B|23495	8.5905
TNFRSF13C|115650	9.0165	TNFRSF13C|115650	5.0907
TNFRSF14|8764	657.4119	TNFRSF14|8764	1094.5434
removed	removed	TNFRSF17|608	41.3618
TNFRSF18|8784	273.1675	TNFRSF18|8784	19.09
TNFRSF19|55504	1284.0207	TNFRSF19|55504	504.6134
TNFRSF1A|7132	3509.7679	TNFRSF1A|7132	3268.8514
TNFRSF1B|7133	693.6049	TNFRSF1B|7133	1839.3255
TNFRSF21|27242	2194.3563	TNFRSF21|27242	1214.1266
TNFRSF25|8718	61.111999999999995	TNFRSF25|8718	102.7681
TNFRSF4|7293	29.0533	TNFRSF4|7293	40.0891
TNFRSF6B|8771	65.3164	TNFRSF6B|8771	55.4248
TNFRSF8|943	58.1065	TNFRSF8|943	55.9975
TNFRSF9|3604	23.7101	removed	removed
TNFSF10|8743	1320.7547	TNFSF10|8743	3539.2937
TNFSF11|8600	79.479	TNFSF11|8600	12.4085
TNFSF12-TNFSF13|407977	120.9851	TNFSF12-TNFSF13|407977	96.9742
TNFSF12|8742	460.9818	TNFSF12|8742	859.7327
TNFSF13B|10673	122.89200000000001	TNFSF13B|10673	57.2701
TNFSF13|8741	336.0494	TNFSF13|8741	867.0283
removed	removed	TNFSF14|8740	17.8174
TNFSF15|9966	68.1249	TNFSF15|9966	16.8629
TNFSF4|7292	62.1139	TNFSF4|7292	84.3143
TNFSF8|944	65.4533	TNFSF8|944	36.9074
TNFSF9|8744	61.7799	TNFSF9|8744	89.405
TNF|7124	119.8865	TNF|7124	50.9068
TNIK|23043	223.7435	TNIK|23043	233.5348
TNIP1|10318	2190.349	TNIP1|10318	2551.7022
