gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
ALPK2|115701	56.1029	ALPK2|115701	56.6338
ALPK3|57538	78.1433	ALPK3|57538	186.7642
ALPL|249	421.1054	ALPL|249	1538.3392
ALS2CL|259173	227.7509	ALS2CL|259173	552.6567
removed	removed	ALS2CR12|130540	8.5905
ALS2CR4|65062	1031.2239	ALS2CR4|65062	1294.623
ALS2CR8|79800	89.4974	ALS2CR8|79800	239.2619
ALS2|57679	809.1501	ALS2|57679	688.5142
ALX1|8092	46.7524	removed	removed
ALX3|257	25.3799	ALX3|257	32.1349
ALX4|60529	13.3578	ALX4|60529	26.7261
AMACR|23600	172.3159	AMACR|23600	198.8546
removed	removed	AMBP|259	6.0452
AMBRA1|55626	843.5465	AMBRA1|55626	761.0563
AMD1|262	4653.1975	AMD1|262	2745.5775
removed	removed	AMDHD1|144193	19.09
AMDHD2|51005	262.4178	AMDHD2|51005	207.5469
AMFR|267	2917.3485	AMFR|267	2461.6608
AMH|268	7.6807	removed	removed
AMICA1|120425	61.446000000000005	AMICA1|120425	148.5842
AMIGO1|57463	97.5121	AMIGO1|57463	157.1747
AMIGO2|347902	229.4206	AMIGO2|347902	1777.2829
AMIGO3|386724	52.7634	AMIGO3|386724	61.7245
AMMECR1L|83607	781.4326	AMMECR1L|83607	987.2733
AMMECR1|9949	421.4393	AMMECR1|9949	316.2584
AMN1|196394	383.3695	AMN1|196394	183.5826
AMN|81693	31.0569	removed	removed
AMOTL1|154810	1609.9516	AMOTL1|154810	2155.2657
AMOTL2|51421	976.7908	AMOTL2|51421	4726.6942
AMOT|154796	776.7574	AMOT|154796	1091.9504
removed	removed	AMPD1|270	30.5441
AMPD2|271	1056.9377	AMPD2|271	788.7369
AMPD3|272	253.1307	AMPD3|272	189.9459
AMPH|273	25.7138	removed	removed
AMTN|401138	844.2144	removed	removed
AMT|275	48.5891	AMT|275	227.0029
AMY1A|276	104.525	AMY1A|276	51.8613
AMY2B|280	173.9689	AMY2B|280	328.0178
AMZ1|155185	14.3597	AMZ1|155185	5.4088
AMZ2P1|201283	223.7435	AMZ2P1|201283	154.6293
AMZ2|51321	1590.9167	AMZ2|51321	824.0535
ANAPC10|10393	128.2351	ANAPC10|10393	146.357
ANAPC11|51529	1962.932	ANAPC11|51529	690.4232
ANAPC13|25847	1424.388	ANAPC13|25847	1282.1349
ANAPC16|119504	2302.5547	ANAPC16|119504	2580.0191
ANAPC1|64682	546.6689	ANAPC1|64682	657.9701
ANAPC2|29882	366.3383	ANAPC2|29882	782.0554
ANAPC4|29945	377.0245	ANAPC4|29945	684.378
ANAPC5|51433	1715.1444	ANAPC5|51433	2177.8556
ANAPC7|51434	779.429	ANAPC7|51434	814.1903
ANGEL1|23357	367.6741	ANGEL1|23357	700.9227
ANGEL2|90806	800.1336	ANGEL2|90806	748.966
ANGPT1|284	264.8188	ANGPT1|284	360.4836
ANGPT2|285	292.8703	ANGPT2|285	808.4633
removed	removed	ANGPT4|51378	25.4534
ANGPTL1|9068	40.0735	ANGPTL1|9068	853.3248
ANGPTL2|23452	718.3169	ANGPTL2|23452	5266.9424
ANGPTL4|51129	429.7879	ANGPTL4|51129	1320.0764
ANGPTL5|253935	6.011	ANGPTL5|253935	36.2711
ANGPTL7|10218	22.0404	ANGPTL7|10218	52.4976
ANG|283	450.1152	ANG|283	392.3672
removed	removed	ANK1|286	33.0894
ANK2|287	429.1201	ANK2|287	1848.5523
ANK3|288	557.6891	ANK3|288	1500.4773
ANKAR|150709	50.7597	ANKAR|150709	51.2249
ANKDD1A|348094	95.8424	ANKDD1A|348094	124.7216
removed	removed	ANKFN1|162282	6.3633
ANKFY1|51479	1365.1695	ANKFY1|51479	1915.6857
ANKHD1-EIF4EBP3|404734	545.7005	ANKHD1-EIF4EBP3|404734	1196.2711
ANKHD1|54882	1435.0175	ANKHD1|54882	2150.5313
ANKH|56172	3140.0902	ANKH|56172	1479.4782
ANKIB1|54467	1875.7722	ANKIB1|54467	1328.6669
ANKK1|255239	9.3505	ANKK1|255239	43.5889
ANKLE1|126549	39.6828	ANKLE1|126549	19.7264
ANKLE2|23141	1300.718	ANKLE2|23141	1745.4661
ANKMY1|51281	115.5452	ANKMY1|51281	233.85299999999998
ANKMY2|57037	290.5326	ANKMY2|57037	647.1524
ANKRA2|57763	125.5635	ANKRA2|57763	319.44
ANKRD10|55608	1241.6096	ANKRD10|55608	1668.6255
ANKRD11|29123	4089.6878	ANKRD11|29123	2850.0159
ANKRD12|23253	1725.1628	ANKRD12|23253	2152.7203
ANKRD13A|88455	638.17	ANKRD13A|88455	1176.2647
ANKRD13B|124930	211.0536	ANKRD13B|124930	182.9462
ANKRD13C|81573	649.8581	ANKRD13C|81573	652.2431
ANKRD13D|338692	627.1498	ANKRD13D|338692	711.4222
ANKRD16|54522	409.6744	ANKRD16|54522	223.9898
ANKRD17|26057	4671.5645	ANKRD17|26057	3120.2673
ANKRD19|138649	37.7358	ANKRD19|138649	40.0891
ANKRD1|27063	6.6789	removed	removed
ANKRD20A3|441425	11.6881	ANKRD20A3|441425	21.6354
ANKRD20B|729171	7.0129	ANKRD20B|729171	7.3178
ANKRD22|118932	63.4497	ANKRD22|118932	48.9978
ANKRD23|200539	22.3744	ANKRD23|200539	37.2256
ANKRD24|170961	8.3486	ANKRD24|170961	18.4537
ANKRD26|22852	192.3526	ANKRD26|22852	337.5756
ANKRD27|84079	1184.171	ANKRD27|84079	917.5947
ANKRD28|23243	1291.0336	ANKRD28|23243	1431.4349
ANKRD29|147463	18.367	ANKRD29|147463	252.94299999999998
removed	removed	ANKRD2|26287	6.6815
removed	removed	ANKRD30A|91074	421.2536
removed	removed	ANKRD30B|374860	14.9539
ANKRD32|84250	89.4974	ANKRD32|84250	180.4009
ANKRD34A|284615	26.0478	ANKRD34A|284615	13.0449
ANKRD35|148741	85.824	ANKRD35|148741	222.399
ANKRD36BP1|84832	354.9841	ANKRD36BP1|84832	191.2186
ANKRD36B|57730	38.7377	ANKRD36B|57730	53.7703
ANKRD36|375248	154.6168	removed	removed
ANKRD37|353322	69.8046	ANKRD37|353322	373.1658
ANKRD39|51239	88.1616	ANKRD39|51239	100.5409
ANKRD40|91369	1271.6647	ANKRD40|91369	1727.6487
ANKRD42|338699	159.9599	ANKRD42|338699	354.7566
ANKRD43|134548	29.7212	ANKRD43|134548	38.1801
ANKRD44|91526	123.8938	ANKRD44|91526	91.314
ANKRD45|339416	81.1488	ANKRD45|339416	10.4995
ANKRD46|157567	635.2146	ANKRD46|157567	573.8816
ANKRD49|54851	318.5841	ANKRD49|54851	235.1257
ANKRD50|57182	1013.5248	ANKRD50|57182	1255.1702
ANKRD52|283373	1635.6654	ANKRD52|283373	1367.1651
ANKRD53|79998	11.6881	ANKRD53|79998	41.3618
ANKRD54|129138	544.3313	ANKRD54|129138	301.9408
ANKRD55|79722	5.6771	removed	removed
ANKRD56|345079	80.4809	ANKRD56|345079	139.9936
ANKRD57|65124	394.0558	ANKRD57|65124	916.0038
ANKRD58|347454	11.6881	ANKRD58|347454	6.0452
ANKRD5|63926	267.8243	ANKRD5|63926	148.9023
ANKRD6|22881	248.3453	ANKRD6|22881	351.2504
ANKRD9|122416	46.0845	ANKRD9|122416	73.4967
ANKS1A|23294	1245.2830000000001	ANKS1A|23294	1218.2628
ANKS1B|56899	60.1102	ANKS1B|56899	67.4515
ANKS3|124401	272.8335	ANKS3|124401	239.2619
ANKS6|203286	512.2725	ANKS6|203286	308.3042
ANKZF1|55139	432.7935	ANKZF1|55139	632.8349
ANLN|54443	1164.8021	ANLN|54443	61.7245
ANO10|55129	815.1611	ANO10|55129	633.153
ANO1|55107	2024.378	ANO1|55107	6696.4683
ANO2|57101	7.6807	ANO2|57101	121.8581
removed	removed	ANO3|63982	26.4079
ANO4|121601	42.0771	removed	removed
ANO5|203859	252.7968	ANO5|203859	55.043
ANO6|196527	1847.0529	ANO6|196527	3450.525
ANO7|50636	15.6954	ANO7|50636	12.0904
ANO8|57719	358.6575	ANO8|57719	412.0267
ANO9|338440	226.74900000000002	ANO9|338440	104.6771
ANP32A|8125	2174.3196	ANP32A|8125	2335.3484
ANP32B|10541	3030.5559999999996	ANP32B|10541	2741.3299
ANP32E|81611	2895.6420000000003	ANP32E|81611	1259.9427
ANPEP|290	612.7901	ANPEP|290	4249.4432
ANTXR1|84168	3462.0137	ANTXR1|84168	5356.0293
ANTXR2|118429	1254.6335	ANTXR2|118429	2060.1336
ANTXRL|195977	13.6918	removed	removed
ANUBL1|93550	237.1014	ANUBL1|93550	268.8514
ANXA11|311	2448.155	ANXA11|311	3454.6612
ANXA1|301	11177.826000000001	ANXA1|301	19644.2889
ANXA2P1|303	65.1194	ANXA2P1|303	53.7703
ANXA2P2|304	6327.6006	ANXA2P2|304	5383.0735
ANXA2P3|305	6.345	removed	removed
ANXA2|302	17519.4523	ANXA2|302	14429.2078
ANXA3|306	2063.7836	ANXA3|306	1499.8409
ANXA4|307	3469.0265	ANXA4|307	1998.7273
ANXA5|308	8630.4892	ANXA5|308	7741.0118
ANXA6|309	5826.6823	ANXA6|309	4926.8215
ANXA7|310	2802.4712	ANXA7|310	2756.9201
ANXA8L1|728113	9.7345	removed	removed
ANXA8L2|244	2472.199	ANXA8L2|244	456.8883
ANXA8|653145	3916.1296	ANXA8|653145	807.1906
ANXA9|8416	36.0661	ANXA9|8416	122.4944
AOAH|313	138.5874	AOAH|313	152.4022
AOC2|314	17.3652	AOC2|314	47.7251
AOC3|8639	147.6039	AOC3|8639	3884.5052
AOX1|316	217.7325	AOX1|316	1409.4814
AP1AR|55435	712.3059	AP1AR|55435	630.6077
AP1B1|162	3111.7048	AP1B1|162	2338.5301
AP1G1|164	2977.1247	AP1G1|164	2217.9446
AP1G2|8906	641.3625	AP1G2|8906	961.6004
AP1M1|8907	1094.0057	AP1M1|8907	827.8715
AP1M2|10053	2108.1984	AP1M2|10053	797.3274
AP1S1|1174	1110.369	AP1S1|1174	556.4747
AP1S2|8905	472.199	AP1S2|8905	501.7499
AP1S3|130340	293.2042	AP1S3|130340	93.223
AP2A1|160	2206.3817	AP2A1|160	1558.9787
AP2A2|161	1454.6669	AP2A2|161	1773.1467
AP2B1|163	5325.43	AP2B1|163	5149.5387
AP2M1|1173	10019.7028	AP2M1|1173	5167.0379
AP2S1|1175	1328.4355	AP2S1|1175	775.692
AP3B1|8546	1581.2323	AP3B1|8546	1173.4012
AP3B2|8120	31.7248	AP3B2|8120	73.1785
AP3D1|8943	3432.2925	AP3D1|8943	2389.1187
AP3M1|26985	988.1449	AP3M1|26985	1281.8963
AP3M2|10947	610.1186	AP3M2|10947	407.8906
AP3S1|1176	959.7596	AP3S1|1176	1104.9952
AP3S2|10239	1015.4483	AP3S2|10239	1199.4814
AP4B1|10717	518.554	AP4B1|10717	340.9418
AP4E1|23431	277.8427	AP4E1|23431	378.9373
AP4M1|9179	212.9003	AP4M1|9179	267.5437
AP4S1|11154	46.0845	AP4S1|11154	80.1782
APAF1|317	323.9272	APAF1|317	592.7458
APBA1|320	240.4408	APBA1|320	434.6166
APBA2|321	267.4904	APBA2|321	116.1311
APBA3|9546	439.1384	APBA3|9546	184.5371
APBB1IP|54518	218.0665	APBB1IP|54518	514.4766
APBB1|322	436.8008	APBB1|322	867.9605
APBB2|323	1339.4557	APBB2|323	1821.8263
APBB3|10307	145.6003	APBB3|10307	364.3016
APC2|10297	7.4002	APC2|10297	6.3952
APCDD1L|164284	76.4735	APCDD1L|164284	333.4394
APCDD1|147495	905.9943	APCDD1|147495	1139.9936
APC|324	668.893	APC|324	1271.7149
APEH|327	1011.8551	APEH|327	1140.9481
APEX1|328	2290.5326	APEX1|328	2708.5587
APEX2|27301	679.9132	APEX2|27301	441.6163
APH1A|51107	6374.019	APH1A|51107	3598.4728
APH1B|83464	457.1715	APH1B|83464	698.0592
API5|8539	4511.6046	API5|8539	2440.0255
APIP|51074	737.3251	APIP|51074	309.8218
APITD1|378708	231.5913	APITD1|378708	123.8976
APLF|200558	164.6352	APLF|200558	125.3579
APLNR|187	170.3122	APLNR|187	946.5479
APLN|8862	198.0297	APLN|8862	125.0398
APLP1|333	103.5231	APLP1|333	28.3169
APLP2|334	29783.6033	APLP2|334	12897.5501
APOA1BP|128240	1949.2403	APOA1BP|128240	882.9144
APOB48R|55911	275.839	APOB48R|55911	178.4919
APOBEC3A|200315	27.5004	APOBEC3A|200315	8.9087
APOBEC3B|9582	395.2747	APOBEC3B|9582	34.0439
APOBEC3C|27350	353.6484	APOBEC3C|27350	416.4811
APOBEC3D|140564	144.5984	APOBEC3D|140564	128.2214
APOBEC3F|200316	137.9195	APOBEC3F|200316	188.9914
APOBEC3G|60489	120.2204	APOBEC3G|60489	269.4878
removed	removed	APOB|338	98.95
APOC1|341	373.6851	APOC1|341	390.0732
APOC2|344	20.7046	APOC2|344	31.1804
APOD|347	1926.5320000000002	APOD|347	18836.462
APOE|348	3857.0713	APOE|348	2757.8746
APOL1|8542	1161.7966	APOL1|8542	1933.1849
APOL2|23780	921.6898	APOL2|23780	712.3767
APOL3|80833	320.9217	APOL3|80833	1592.1094
APOL4|80832	103.1892	APOL4|80832	318.8037
APOL6|80830	3912.1723	APOL6|80830	2271.0786
APOLD1|81575	389.3371	APOLD1|81575	5043.9071
APOM|55937	16.3633	APOM|55937	47.0888
APOOL|139322	140.5911	APOOL|139322	152.7203
APOO|79135	326.9327	APOO|79135	131.7213
APPBP2|10513	1064.6185	APPBP2|10513	1200.4454
APPL1|26060	1516.4468	APPL1|26060	1929.0487
APPL2|55198	419.7696	APPL2|55198	1354.4384
APP|351	30589.4139	APP|351	38108.1769
APRT|353	2328.2685	APRT|353	1007.6360000000001
APTX|54840	496.2431	APTX|54840	455.9338
AQP11|282679	11.0202	AQP11|282679	16.2265
AQP1|358	3935.7689	AQP1|358	15854.3812
AQP2|359	14.6936	removed	removed
AQP3|360	173.3177	AQP3|360	1073.8148
AQP4|361	36.0661	AQP4|361	100.8591
AQP5|362	1644.348	AQP5|362	414.5721
AQP6|363	27.0496	AQP6|363	15.9084
AQP7P1|375719	7.6807	AQP7P1|375719	75.7238
AQP7P3|441432	5.0092	AQP7P3|441432	13.363
removed	removed	AQP7|364	387.2097
AQP9|366	50.0918	AQP9|366	28.9532
removed	removed	AQPEP|206338	104.3271
AQR|9716	462.5146	AQR|9716	955.7747
ARAF|369	1440.3072	ARAF|369	1035.9529
ARAP1|116985	1610.2655	ARAP1|116985	2808.4537
ARAP2|116984	575.3882	ARAP2|116984	450.2068
ARAP3|64411	273.1675	ARAP3|64411	825.6443
ARCN1|372	7445.9843	ARCN1|372	4082.0872
ARC|23237	5.3431	ARC|23237	301.6227
AREG|374	166.3049	AREG|374	1177.8556
ARF1|375	18319.5859	ARF1|375	6686.6052
ARF3|377	3462.3476	ARF3|377	4098.3137
ARF4|378	5874.1025	ARF4|378	4261.2154
ARF5|381	3347.4537	ARF5|381	1925.2020000000002
ARF6|382	3472.366	ARF6|382	4085.587
ARFGAP1|55738	1434.9641	ARFGAP1|55738	1004.7725
ARFGAP2|84364	1546.168	ARFGAP2|84364	1684.0598
ARFGAP3|26286	2402.7384	ARFGAP3|26286	1283.1689
ARFGEF1|10565	2693.2709999999997	ARFGEF1|10565	1611.5177
ARFGEF2|10564	2180.6646	ARFGEF2|10564	2152.4022
ARFIP1|27236	793.1207	ARFIP1|27236	1118.0401
ARFIP2|23647	1121.7232	ARFIP2|23647	1052.4976
ARFRP1|10139	566.7056	ARFRP1|10139	600.0636
ARG2|384	267.3869	ARG2|384	196.9074
ARGLU1|55082	1686.0912	ARGLU1|55082	3085.587
ARHGAP10|79658	158.2902	ARHGAP10|79658	582.8826
ARHGAP11A|9824	396.0594	ARHGAP11A|9824	70.315
ARHGAP11B|89839	27.3835	ARHGAP11B|89839	16.2265
ARHGAP12|94134	1187.5104	ARHGAP12|94134	1285.3961
ARHGAP15|55843	39.7395	ARHGAP15|55843	76.9965
ARHGAP17|55114	676.2398	ARHGAP17|55114	1600.0636
ARHGAP18|93663	674.904	ARHGAP18|93663	883.5507
ARHGAP19|84986	206.7123	ARHGAP19|84986	973.5921
ARHGAP1|392	2741.6931	ARHGAP1|392	2878.4601
ARHGAP20|57569	7.0129	ARHGAP20|57569	308.3042
ARHGAP21|57584	6280.5143	ARHGAP21|57584	2922.6853
ARHGAP22|58504	347.3034	ARHGAP22|58504	98.3137
ARHGAP23|57636	379.0282	ARHGAP23|57636	1217.3083
ARHGAP24|83478	204.0407	ARHGAP24|83478	440.6618
ARHGAP25|9938	190.6829	ARHGAP25|9938	346.8024
ARHGAP26|23092	453.4981	ARHGAP26|23092	1120.5854
ARHGAP27|201176	791.7716	ARHGAP27|201176	834.2348
ARHGAP28|79822	133.2443	ARHGAP28|79822	194.0821
ARHGAP29|9411	718.6509	ARHGAP29|9411	3824.0535
ARHGAP30|257106	416.0962	ARHGAP30|257106	608.6542
ARHGAP31|57514	969.11	ARHGAP31|57514	1467.0697
ARHGAP32|9743	1704.4582	ARHGAP32|9743	1270.1241
ARHGAP33|115703	162.9654	ARHGAP33|115703	173.7194
ARHGAP36|158763	93.1708	ARHGAP36|158763	129.8123
ARHGAP39|80728	460.8449	ARHGAP39|80728	166.4015
ARHGAP42|143872	498.534	ARHGAP42|143872	221.1263
ARHGAP4|393	366.3383	ARHGAP4|393	459.4337
ARHGAP5|394	2426.7824	ARHGAP5|394	2954.1839
ARHGAP6|395	47.4203	removed	removed
ARHGAP8|23779	661.5094	ARHGAP8|23779	225.972
ARHGAP9|64333	119.8865	ARHGAP9|64333	149.2205
ARHGDIA|396	7749.5408	ARHGDIA|396	4374.483
ARHGDIB|397	3983.9706	ARHGDIB|397	3511.6131
ARHGDIG|398	24.2879	ARHGDIG|398	14.8234
ARHGEF10L|55160	1543.8304	ARHGEF10L|55160	1143.4935
ARHGEF10|9639	873.9355	ARHGEF10|9639	1419.0264
ARHGEF11|9826	1385.5402	ARHGEF11|9826	1254.8521
ARHGEF12|23365	6252.7968	ARHGEF12|23365	5005.0907
ARHGEF15|22899	59.7763	ARHGEF15|22899	1345.2116
ARHGEF16|27237	393.7218	ARHGEF16|27237	179.1282
ARHGEF17|9828	660.5443	ARHGEF17|9828	1757.5565
ARHGEF18|23370	1097.6791	ARHGEF18|23370	774.1012
ARHGEF19|128272	589.08	ARHGEF19|128272	507.4769
ARHGEF1|9138	1533.1441	ARHGEF1|9138	1651.6067
ARHGEF2|9181	3300.718	ARHGEF2|9181	1976.7738
ARHGEF33|100271715	41.7432	ARHGEF33|100271715	16.8629
ARHGEF35|445328	1018.8679	ARHGEF35|445328	775.3738
ARHGEF37|389337	894.9741	ARHGEF37|389337	1267.5787
ARHGEF38|54848	8.0147	ARHGEF38|54848	31.1804
ARHGEF3|50650	453.4981	ARHGEF3|50650	1241.489
ARHGEF4|50649	236.7674	ARHGEF4|50649	228.4442
ARHGEF5|7984	579.0616	ARHGEF5|7984	440.98
ARHGEF6|9459	905.6604	ARHGEF6|9459	1977.092
ARHGEF7|8874	1260.9785	ARHGEF7|8874	1682.1508
ARHGEF9|23229	1053.5983	ARHGEF9|23229	727.3306
ARID1A|8289	1842.3777	ARID1A|8289	2515.7493
ARID1B|57492	1679.0783	ARID1B|57492	2298.1228
ARID2|196528	517.2817	ARID2|196528	785.237
ARID3A|1820	55.7689	ARID3A|1820	46.7706
ARID3B|10620	120.5543	ARID3B|10620	104.9952
ARID4A|5926	383.0356	ARID4A|5926	929.0487
ARID4B|51742	1480.7948	ARID4B|51742	1460.3373
ARID5A|10865	407.7475	ARID5A|10865	3805.9179
ARID5B|84159	931.7081	ARID5B|84159	4925.867
ARIH1|25820	1651.3608	ARIH1|25820	1809.7359
ARIH2|10425	999.4724	ARIH2|10425	1592.4276
ARL10|285598	41.7432	ARL10|285598	64.58800000000001
ARL11|115761	37.7358	ARL11|115761	44.5434
ARL13B|200894	695.9426	ARL13B|200894	410.1177
ARL15|54622	172.3159	ARL15|54622	586.3824
ARL16|339231	672.5664	ARL16|339231	369.0741
ARL17A|51326	76.8242	ARL17A|51326	66.5574
ARL17B|641522	7.3201	removed	removed
ARL1|400	3068.2919	ARL1|400	2096.0865
ARL2BP|23568	1671.3976	ARL2BP|23568	1361.1199
ARL2|402	1276.34	ARL2|402	1143.8116
ARL3|403	614.4598	ARL3|403	542.4753
ARL4A|10124	202.705	ARL4A|10124	842.189
ARL4C|10123	1866.4218	ARL4C|10123	2405.3452
ARL4D|379	97.1782	ARL4D|379	220.1718
ARL5A|26225	1181.8334	ARL5A|26225	1015.5902
ARL5B|221079	599.4323	ARL5B|221079	524.658
ARL6IP1|23204	5554.5166	ARL6IP1|23204	4133.9485
ARL6IP4|51329	1192.5196	ARL6IP4|51329	1604.1998
ARL6IP5|10550	4187.3435	ARL6IP5|10550	5487.7506
ARL6IP6|151188	479.5458	ARL6IP6|151188	412.3449
ARL6|84100	89.1635	ARL6|84100	91.9504
ARL8A|127829	1146.7691	ARL8A|127829	1135.8575
ARL8B|55207	4970.1119	ARL8B|55207	1968.1833
ARL9|132946	92.5029	ARL9|132946	13.363
ARMC10|83787	1250.9133	ARMC10|83787	905.7302
ARMC1|55156	851.5612	ARMC1|55156	760.42
ARMC2|84071	31.7248	ARMC2|84071	63.3153
ARMC4|55130	8.6826	ARMC4|55130	32.4531
ARMC5|79798	151.9452	ARMC5|79798	384.3462
ARMC6|93436	1042.2341	ARMC6|93436	445.3484
ARMC7|79637	473.5348	ARMC7|79637	179.7646
ARMC8|25852	663.5498	ARMC8|25852	820.5536
ARMC9|80210	196.36	ARMC9|80210	182.6281
ARMCX1|51309	638.17	ARMCX1|51309	761.0563
ARMCX2|9823	330.9401	ARMCX2|9823	861.9154
ARMCX3|51566	2459.843	ARMCX3|51566	1827.2351
ARMCX5|64860	249.7913	ARMCX5|64860	342.0299
ARMCX6|54470	333.6116	ARMCX6|54470	231.6258
ARNT2|9915	2751.0436	ARNT2|9915	218.8991
ARNTL2|56938	466.8559	ARNTL2|56938	63.9516
ARNTL|406	198.3637	ARNTL|406	192.8094
ARNT|405	1596.5938	ARNT|405	1833.9166
ARPC1A|10552	2048.2318	ARPC1A|10552	1888.6192
ARPC1B|10095	2608.3052	ARPC1B|10095	2585.4502
ARPC2|10109	5379.8631	ARPC2|10109	3652.8794
ARPC3|10094	3435.632	ARPC3|10094	2665.2879
ARPC4|10093	3992.7467	ARPC4|10093	2672.574
ARPC5L|81873	1480.3807	ARPC5L|81873	607.6997
ARPC5|10092	5736.8509	ARPC5|10092	3222.3990000000003
ARPM1|84517	111.8718	ARPM1|84517	61.0881
ARPP19|10776	3461.0119	ARPP19|10776	3785.5552
ARRB1|408	249.7913	ARRB1|408	1203.3089
ARRB2|409	718.9848	ARRB2|409	597.2001
ARRDC1|92714	972.1155	ARRDC1|92714	621.6990000000001
ARRDC2|27106	851.2272	ARRDC2|27106	857.461
ARRDC3|57561	1580.5644	ARRDC3|57561	5271.3968
ARRDC4|91947	368.00800000000004	ARRDC4|91947	1901.6863
ARSA|410	1402.5714	removed	removed
ARSB|411	311.9052	ARSB|411	280.9418
ARSD|414	1688.7627	ARSD|414	1689.1505
ARSE|415	100.8516	ARSE|415	36.9074
ARSF|416	7.3468	removed	removed
ARSG|22901	18.367	ARSG|22901	132.6758
ARSI|340075	110.8699	ARSI|340075	39.4528
ARSJ|79642	292.8703	ARSJ|79642	216.9901
ARSK|153642	199.0316	ARSK|153642	187.0824
ART3|419	256.4702	ART3|419	7.636
removed	removed	ART4|420	37.2256
removed	removed	ART5|116969	13.363
ARTN|9048	28.7193	ARTN|9048	7.9542
ARV1|64801	597.7626	ARV1|64801	314.0312
ARVCF|421	363.3328	ARVCF|421	662.7426
ARX|170302	21.3725	removed	removed
AR|367	64.4515	AR|367	182.3099
AS3MT|57412	145.6003	AS3MT|57412	142.8571
ASAH1|427	3409.5842	ASAH1|427	4457.5247
removed	removed	ASAH2B|653308	7.9542
ASAM|79827	624.8122	ASAM|79827	520.84
ASAP1|50807	1806.3116	ASAP1|50807	1523.7035
ASAP2|8853	1205.5435	ASAP2|8853	1082.0872
ASAP3|55616	1152.1122	ASAP3|55616	1260.2609
ASB13|79754	1044.5817	ASB13|79754	575.5647
ASB14|142686	8.6826	ASB14|142686	13.363
ASB16|92591	17.1014	ASB16|92591	9.6373
ASB1|51665	289.1969	ASB1|51665	662.7776
removed	removed	ASB2|51676	55.6793
ASB3|51130	330.9401	ASB3|51130	359.8473
ASB6|140459	515.4216	ASB6|140459	669.2969
ASB7|140460	385.3732	ASB7|140460	420.6172
ASB8|140461	428.7861	ASB8|140461	636.3347
ASB9|140462	28.7193	ASB9|140462	71.2695
ASCC1|51008	704.9591	ASCC1|51008	430.4804
ASCC2|84164	2989.1468	ASCC2|84164	1029.9077
ASCC3|10973	1391.5512	ASCC3|10973	976.4556
ASCL2|430	16.3633	ASCL2|430	14.3175
ASF1A|25842	566.0377	ASF1A|25842	439.3891
ASF1B|55723	504.5918	ASF1B|55723	52.8158
ASGR1|432	11.6881	ASGR1|432	23.2262
ASGR2|433	10.3523	ASGR2|433	5.0907
ASH1L|55870	2419.3755	ASH1L|55870	2602.3799
ASH2L|9070	773.084	ASH2L|9070	1127.5851
ASL|435	556.3533	ASL|435	423.7989
ASMTL|8623	330.2722	ASMTL|8623	757.8365
ASNA1|439	1842.3777	ASNA1|439	995.8638
ASNSD1|54529	1394.2227	ASNSD1|54529	884.1871
ASNS|440	2637.1681	ASNS|440	383.0735
removed	removed	ASPA|443	101.8136
ASPHD1|253982	114.5433	ASPHD1|253982	41.6799
ASPHD2|57168	48.7561	ASPHD2|57168	40.4073
ASPH|444	4070.7329999999997	ASPH|444	6507.4769
ASPM|259266	893.3044	ASPM|259266	39.4528
ASPN|54829	5131.7415	ASPN|54829	1436.8438
ASPRV1|151516	43.806999999999995	ASPRV1|151516	74.9793
ASPSCR1|79058	712.6398	ASPSCR1|79058	274.2603
ASRGL1|80150	177.3251	ASRGL1|80150	178.1737
ASS1|445	4315.9125	ASS1|445	2612.4722
ASTE1|28990	128.175	ASTE1|28990	268.721
ASTN2|23245	44.0808	ASTN2|23245	118.9946
ASXL1|171023	1434.9641	ASXL1|171023	1905.8225
ASXL2|55252	714.6435	ASXL2|55252	771.8739999999999
ASXL3|80816	15.3615	ASXL3|80816	17.8174
ATAD1|84896	978.4605	ATAD1|84896	1078.5873
ATAD2B|54454	345.2997	ATAD2B|54454	403.4362
ATAD2|29028	1800.6345	ATAD2|29028	328.985
ATAD3A|55210	1063.6166	ATAD3A|55210	365.5743
ATAD3B|83858	304.5584	ATAD3B|83858	272.3513
ATAD3C|219293	10.6863	ATAD3C|219293	70.9513
ATAD5|79915	119.8865	ATAD5|79915	66.497
ATE1|11101	190.34900000000002	ATE1|11101	261.8517
ATF1|466	457.8394	ATF1|466	605.7906
ATF2|1386	765.4032	ATF2|1386	534.5212
ATF3|467	1329.7712	ATF3|467	16317.2129
ATF4|468	12573.7185	ATF4|468	6147.9478
ATF5|22809	490.566	ATF5|22809	341.0754
ATF6B|1388	2102.3343	ATF6B|1388	1842.5072
ATF6|22926	1729.838	ATF6|22926	1513.8403
ATF7IP2|80063	110.536	ATF7IP2|80063	105.9497
ATF7IP|55729	1629.9883	ATF7IP|55729	1074.133
ATF7|11016	1097.2049	ATF7|11016	2166.0706
ATG10|83734	62.4478	ATG10|83734	75.4057
ATG12|9140	366.0043	ATG12|9140	510.9768
ATG16L1|55054	576.724	ATG16L1|55054	635.062
ATG16L2|89849	162.9153	ATG16L2|89849	321.5017
ATG2A|23130	429.1201	ATG2A|23130	639.1982
ATG2B|55102	544.3313	ATG2B|55102	1391.0277
