gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
PTPRR|5801	7.4142	PTPRR|5801	6.0179
PTPRS|5802	1239.9145	PTPRS|5802	3935.6841
PTPRT|11122	3824.8506	PTPRT|11122	317.8185
PTPRU|10076	310.0877	PTPRU|10076	701.0813
lowly_expressed	lowly_expressed	PTPRZ1|5803	110.9544
PTRF|284119	2963.0599	PTRF|284119	35411.7536
PTRH1|138428	187.5354	PTRH1|138428	191.4433
PTRH2|51651	321.8631	PTRH2|51651	301.6455
PTS|5805	335.3831	PTS|5805	179.7837
PTTG1IP|754	6320.8164	PTTG1IP|754	6585.4255
PTTG1|9232	163.1122	PTTG1|9232	66.1965
PTX3|5806	14.3923	PTX3|5806	324.2125
PUF60|22827	1837.8473	PUF60|22827	2444.0056
PUM1|9698	3131.8418	PUM1|9698	1941.1378
PUM2|23369	4577.173	PUM2|23369	2501.1754
PURA|5813	351.0838	PURA|5813	289.6098
PURB|5814	2319.3336	PURB|5814	1416.079
PURG|29942	6.5419	PURG|29942	6.0179
PUS10|150962	241.6154	PUS10|150962	118.1006
PUS1|80324	244.2322	PUS1|80324	247.1086
PUS3|83480	238.9986	PUS3|83480	236.9535
PUS7L|83448	363.2954	PUS7L|83448	96.662
PUS7|54517	431.3315	PUS7|54517	243.7236
PUSL1|126789	134.74200000000002	PUSL1|126789	178.6554
PVALB|5816	149.5922	PVALB|5816	13.1641
PVRIG|79037	30.529	PVRIG|79037	88.3874
PVRL1|5818	815.125	PVRL1|5818	1360.7898
PVRL2|5819	4412.3163	PVRL2|5819	2853.5966
PVRL3|25945	25.2955	PVRL3|25945	95.5336
PVRL4|81607	2964.3683	PVRL4|81607	856.7936
PVR|5817	196.6941	PVR|5817	507.7574
PVT1|5820	54.9522	PVT1|5820	55.6653
PWP1|11137	836.9314	PWP1|11137	1023.0371
PWP2|5822	663.3521	PWP2|5822	604.0433
PWWP2A|114825	495.0063	PWWP2A|114825	282.8397
PWWP2B|170394	522.0463	PWWP2B|170394	521.6737
PXDNL|137902	14.3923	PXDNL|137902	26.3282
PXDN|7837	3610.2752	PXDN|7837	3760.4137
PXK|54899	282.6115	PXK|54899	253.1265
PXMP2|5827	170.3868	PXMP2|5827	214.6159
PXMP4|11264	1357.2332	PXMP4|11264	1099.0127
PXN|5829	2725.8057	PXN|5829	3592.1392
PYCARD|29108	2294.9104	PYCARD|29108	742.8303
PYCR1|5831	1635.4834	PYCR1|5831	773.6718
PYCR2|29920	1600.1570000000002	PYCR2|29920	1305.1246
PYCRL|65263	263.4219	PYCRL|65263	289.6098
PYDC1|260434	814.6888	PYDC1|260434	111.3305
PYGB|5834	3203.803	PYGB|5834	5552.9854
PYGL|5836	911.5094	PYGL|5836	4066.5726
lowly_expressed	lowly_expressed	PYGM|5837	92.5247
PYGO1|26108	10.9032	lowly_expressed	lowly_expressed
PYGO2|90780	3287.9759	PYGO2|90780	1483.0277
PYHIN1|149628	5.2335	PYHIN1|149628	37.6117
PYROXD1|79912	561.7297	PYROXD1|79912	328.3573
PYROXD2|84795	73.2697	PYROXD2|84795	282.8397
lowly_expressed	lowly_expressed	PYY2|23615	5.2656
ProSAPiP1|9762	94.64	ProSAPiP1|9762	276.4457
QARS|5859	2871.9089	QARS|5859	4433.6624
QDPR|5860	1775.9170000000001	QDPR|5860	1683.874
QKI|9444	1333.6822	QKI|9444	2873.5308
QPCTL|54814	225.4787	QPCTL|54814	196.709
QPCT|25797	243.7961	QPCT|25797	109.82600000000001
QPRT|23475	302.2373	QPRT|23475	350.9168
QRICH1|54870	1570.5002	QRICH1|54870	1600.7522
QRICH2|84074	33.1458	QRICH2|84074	32.346
QRSL1|55278	464.9134	QRSL1|55278	372.7315
QSER1|79832	1242.9674	QSER1|79832	686.4128
QSOX1|5768	8439.0946	QSOX1|5768	3503.15
QSOX2|169714	161.8038	QSOX2|169714	200.8463
QTRT1|81890	313.5767	QTRT1|81890	436.2953
QTRTD1|79691	641.9818	QTRTD1|79691	376.8688
R3HCC1|203069	473.63599999999997	R3HCC1|203069	870.7099
R3HDM1|23518	602.294	R3HDM1|23518	486.6949
R3HDM2|22864	1257.3597	R3HDM2|22864	1085.4725
RAB10|10890	3719.3074	RAB10|10890	2532.7692
RAB11A|8766	4271.4466	RAB11A|8766	3206.7701
RAB11B|9230	1479.7113	RAB11B|9230	2772.2313
RAB11FIP1|80223	3532.6442	RAB11FIP1|80223	1668.8293
RAB11FIP2|22841	638.4927	RAB11FIP2|22841	418.6178
RAB11FIP3|9727	1104.2784	RAB11FIP3|9727	859.4264
RAB11FIP4|84440	1143.53	RAB11FIP4|84440	673.6248
RAB11FIP5|26056	1155.3055	RAB11FIP5|26056	1424.3535
RAB12|201475	763.2256	RAB12|201475	878.6084
RAB13|5872	2939.945	RAB13|5872	2336.8124
RAB14|51552	3820.0532	RAB14|51552	2889.3277
RAB15|376267	659.4269	RAB15|376267	602.1627
RAB17|64284	535.5663	RAB17|64284	303.5261
RAB18|22931	3001.8754	RAB18|22931	1741.796
RAB19|401409	51.8993	RAB19|401409	5.6417
RAB1A|5861	3622.7441	RAB1A|5861	3508.4156
RAB1B|81876	4488.5778	RAB1B|81876	6167.906
RAB20|55647	455.3186	RAB20|55647	613.4462
RAB21|23011	1075.0578	RAB21|23011	1012.1298
RAB22A|57403	1297.9197	RAB22A|57403	1112.9289999999999
RAB23|51715	536.0024	RAB23|51715	323.8364
RAB24|53917	432.2038	RAB24|53917	608.1805
RAB25|57111	2830.4767	RAB25|57111	960.6018
RAB26|25837	178.3767	RAB26|25837	18.0536
RAB27A|5873	359.3702	RAB27A|5873	359.1913
RAB27B|5874	619.3031	RAB27B|5874	62.0592
RAB28|9364	339.7444	RAB28|9364	330.6065
RAB2A|5862	1290.9416	RAB2A|5862	1157.3108
RAB2B|84932	573.0734	RAB2B|84932	441.5609
RAB30|27314	331.8941	RAB30|27314	185.4255
RAB31|11031	2358.1491	RAB31|11031	1103.9022
RAB32|10981	337.5638	RAB32|10981	643.1594
RAB33A|9363	8.2864	RAB33A|9363	18.4297
RAB33B|83452	592.6992	RAB33B|83452	304.6544
RAB34|83871	962.5365	RAB34|83871	1158.8152
RAB35|11021	1149.1997	RAB35|11021	1241.1848
RAB36|9609	573.5095	RAB36|9609	236.2012
RAB37|326624	44.049	RAB37|326624	125.2468
RAB38|23682	76.3226	RAB38|23682	82.3695
RAB39B|116442	50.1548	RAB39B|116442	34.6027
RAB39|54734	8.7226	RAB39|54734	5.2656
RAB3A|5864	116.0103	RAB3A|5864	51.528
lowly_expressed	lowly_expressed	RAB3C|115827	35.355
RAB3D|9545	2938.2005	RAB3D|9545	1148.2839999999999
RAB3GAP1|22930	2122.6395	RAB3GAP1|22930	1621.4386
RAB3GAP2|25782	2400.4536	RAB3GAP2|25782	874.8472
RAB3IL1|5866	178.8129	RAB3IL1|5866	638.2699
RAB3IP|117177	1124.7765	RAB3IP|117177	305.4067
RAB40B|10966	250.7741	RAB40B|10966	394.9224
RAB40C|57799	710.0179	RAB40C|57799	563.4227
RAB42|115273	19.6258	RAB42|115273	32.346
RAB43|339122	202.9046	RAB43|339122	290.362
RAB4A|5867	1145.401	RAB4A|5867	902.4165
RAB4B|53916	465.7857	RAB4B|53916	527.8119
RAB5A|5868	1429.6306	RAB5A|5868	1252.8444
RAB5B|5869	5204.3264	RAB5B|5869	4267.4189
RAB5C|5878	3342.9282	RAB5C|5878	3623.8834
RAB6A|5870	3156.265	RAB6A|5870	2671.1801
RAB6B|51560	64.9832	RAB6B|51560	593.8881
RAB6C|84084	264.5035	RAB6C|84084	62.2962
RAB7A|7879	4599.8517	RAB7A|7879	5945.275
RAB7L1|8934	891.8836	RAB7L1|8934	723.6483
RAB8A|4218	1543.4515	RAB8A|4218	1451.6521
RAB8B|51762	578.3069	RAB8B|51762	792.1016
RAB9A|9367	372.8902	RAB9A|9367	645.7922
RAB9B|51209	10.031	RAB9B|51209	5.2656
RABAC1|10567	647.6514	RABAC1|10567	1848.9892
RABEP1|9135	8862.1178	RABEP1|9135	3365.7997
RABEP2|79874	611.8889	RABEP2|79874	505.1246
RABEPK|10244	661.1714	RABEPK|10244	493.8411
RABGAP1L|9910	384.8576	RABGAP1L|9910	335.3644
RABGAP1|23637	1563.0817	RABGAP1|23637	1353.2675
RABGEF1|27342	827.3366	RABGEF1|27342	986.3094
RABGGTA|5875	404.7276	RABGGTA|5875	471.2741
RABGGTB|5876	692.1366	RABGGTB|5876	641.2788
RABIF|5877	624.1005	RABIF|5877	260.6488
RABL2A|11159	404.2915	RABL2A|11159	290.7381
RABL2B|11158	489.6463	RABL2B|11158	384.015
RABL3|285282	890.5753	RABL3|285282	847.0146
RABL5|64792	729.2076	RABL5|64792	461.4951
RAC1|5879	5238.7806	RAC1|5879	6214.9506
RAC2|5880	327.9689	RAC2|5880	1039.5863
RAC3|5881	225.9148	RAC3|5881	256.8876
RACGAP1|29127	535.5663	RACGAP1|29127	207.2402
RAD17|5884	885.5336	RAD17|5884	528.0677
RAD18|56852	329.7135	RAD18|56852	174.8942
RAD1|5810	725.7185	RAD1|5810	355.0541
RAD21|5885	5923.4986	RAD21|5885	3106.7193
RAD23A|5886	1806.0099	RAD23A|5886	2819.7461
RAD23B|5887	6220.0707	RAD23B|5887	4677.3859999999995
RAD50|10111	2077.282	RAD50|10111	996.709
RAD51AP1|10635	119.9355	RAD51AP1|10635	33.0983
RAD51C|5889	309.2154	RAD51C|5889	251.622
RAD51L1|5890	125.6051	RAD51L1|5890	107.9455
RAD51L3|5892	173.1432	RAD51L3|5892	203.8552
RAD51|5888	78.5032	RAD51|5888	28.5849
RAD52|5893	123.8606	RAD52|5893	96.8463
RAD54B|25788	110.5194	RAD54B|25788	27.3061
RAD54L2|23132	226.3509	RAD54L2|23132	111.7066
RAD54L|8438	58.8774	RAD54L|8438	21.4386
RAD9A|5883	204.3002	RAD9A|5883	230.3752
RAD9B|144715	23.1148	RAD9B|144715	16.9252
RADIL|55698	19.6258	RADIL|55698	154.96
RAE1|8480	662.916	RAE1|8480	498.7306
RAET1E|135250	72.8335	RAET1E|135250	19.9342
lowly_expressed	lowly_expressed	RAET1G|353091	21.4386
RAF1|5894	1782.895	RAF1|5894	1931.3587
RAG1AP1|55974	2261.7646	RAG1AP1|55974	952.3272
RAG1|5896	51.4632	RAG1|5896	42.1251
RAGE|5891	249.4657	RAGE|5891	168.5002
RAI14|26064	1136.1158	RAI14|26064	581.8524
RAI1|10743	933.752	RAI1|10743	723.6483
RAI2|10742	1218.1081	RAI2|10742	1147.9079
RALA|5898	1199.7907	RALA|5898	1139.6333
RALBP1|10928	1868.3763	RALBP1|10928	2145.7452
RALB|5899	1558.2886	RALB|5899	1712.835
RALGAPA1|253959	984.3430000000001	RALGAPA1|253959	388.9046
RALGAPA2|57186	254.2632	RALGAPA2|57186	371.2271
RALGAPB|57148	2619.3903	RALGAPB|57148	1535.3079
RALGDS|5900	1241.6589999999999	RALGDS|5900	1648.8952
RALGPS1|9649	482.3586	RALGPS1|9649	188.0583
RALGPS2|55103	4011.9499	RALGPS2|55103	622.4730000000001
RALY|22913	1824.7634	RALY|22913	2778.3733
RAMP1|10267	442.6709	RAMP1|10267	86.8829
RAMP2|10266	212.3948	RAMP2|10266	1466.1025
RAMP3|10268	118.6271	RAMP3|10268	992.9478
RANBP10|57610	505.9095	RANBP10|57610	696.1918
RANBP17|64901	107.2877	RANBP17|64901	21.0625
RANBP1|5902	603.1663	RANBP1|5902	710.1081
RANBP2|5903	4773.8672	RANBP2|5903	2593.3239
RANBP3L|202151	321.8631	RANBP3L|202151	56.0414
RANBP3|8498	1068.952	RANBP3|8498	1300.2351
RANBP6|26953	917.1791	RANBP6|26953	642.7833
RANBP9|10048	1242.9674	RANBP9|10048	915.0917
RANGAP1|5905	2241.2665	RANGAP1|5905	2148.3779999999997
RANGRF|29098	314.9331	RANGRF|29098	459.7311
RAN|5901	2746.7399	RAN|5901	2560.9779
RAP1A|5906	1232.9365	RAP1A|5906	1401.0343
RAP1B|5908	2367.3078	RAP1B|5908	2512.0827
RAP1GAP2|23108	589.6463	RAP1GAP2|23108	297.8843
RAP1GAP|5909	732.6966	RAP1GAP|5909	341.5139
RAP1GDS1|5910	900.6062	RAP1GDS1|5910	627.3625
RAP2A|5911	715.2514	RAP2A|5911	744.7109
RAP2B|5912	551.7031	RAP2B|5912	771.7913
RAP2C|57826	742.2914	RAP2C|57826	545.3691
RAPGEF1|2889	1142.2216	RAPGEF1|2889	2737.3766
RAPGEF2|9693	520.3018	RAPGEF2|9693	693.1829
RAPGEF3|10411	143.9007	RAPGEF3|10411	1083.4264
RAPGEF4|11069	475.3805	RAPGEF4|11069	218.5237
RAPGEF5|9771	418.6838	RAPGEF5|9771	623.2252
RAPGEF6|51735	473.63599999999997	RAPGEF6|51735	129.7602
RAPGEFL1|51195	97.6929	RAPGEFL1|51195	109.4499
RAPH1|65059	2835.7102	RAPH1|65059	1123.4603
RARA|5914	2249.553	RARA|5914	1316.7842
RARB|5915	70.2168	RARB|5915	113.9633
RARG|5916	658.9908	RARG|5916	1034.3206
RARRES1|5918	51.4632	RARRES1|5918	717.2543
RARRES2|5919	229.4038	RARRES2|5919	3776.9629
RARRES3|5920	2987.4831	RARRES3|5920	1591.3493
RARS2|57038	696.934	RARS2|57038	731.5468
RARS|5917	1575.7338	RARS|5917	1212.5999
RASA1|5921	3467.8966	RASA1|5921	983.3042
RASA2|5922	137.8167	RASA2|5922	65.4443
RASA3|22821	467.0941	RASA3|22821	2323.6483
RASA4P|401331	48.82899999999999	RASA4P|401331	163.5242
RASA4|10156	107.7238	RASA4|10156	729.9144
RASAL1|8437	37.071	RASAL1|8437	39.8684
RASAL2|9462	738.6803	RASAL2|9462	535.0334
RASAL3|64926	76.7587	RASAL3|64926	177.52700000000002
RASD1|51655	385.538	RASD1|51655	2709.1678
RASD2|23551	256.0077	RASD2|23551	189.5628
RASEF|158158	695.6256	RASEF|158158	99.2948
RASGEF1A|221002	138.2529	RASGEF1A|221002	162.8585
RASGEF1B|153020	68.0361	RASGEF1B|153020	303.15
lowly_expressed	lowly_expressed	RASGEF1C|255426	8.2746
RASGRF1|5923	31.8374	RASGRF1|5923	56.0414
RASGRF2|5924	180.9935	RASGRF2|5924	302.3977
RASGRP1|10125	140.8696	RASGRP1|10125	56.4175
RASGRP2|10235	10.4671	RASGRP2|10235	180.53599999999997
RASGRP3|25780	105.9793	RASGRP3|25780	285.8486
RASGRP4|115727	21.3703	RASGRP4|115727	94.7814
RASIP1|54922	114.2658	RASIP1|54922	923.3662
RASL10A|10633	40.56	RASL10A|10633	13.1641
RASL10B|91608	27.04	RASL10B|91608	37.2355
RASL11A|387496	51.4632	RASL11A|387496	317.8185
RASL11B|65997	164.8567	RASL11B|65997	31.2177
RASL12|51285	44.4851	RASL12|51285	376.1166
RASSF10|644943	119.0632	RASSF10|644943	30.8416
RASSF1|11186	566.9676	RASSF1|11186	769.9107
RASSF2|9770	344.1057	RASSF2|9770	733.8035
RASSF3|283349	163.1122	RASSF3|283349	336.6244
RASSF4|83937	255.5715	RASSF4|83937	1321.3427
RASSF5|83593	577.8708	RASSF5|83593	558.9093
RASSF6|166824	249.4657	RASSF6|166824	86.5068
RASSF7|8045	395.1328	RASSF7|8045	276.4457
RASSF8|11228	194.9496	RASSF8|11228	456.2294
RASSF9|9182	10.031	RASSF9|9182	50.0235
RAVER1|125950	1035.8062	RAVER1|125950	1044.4758
RAVER2|55225	263.4219	RAVER2|55225	344.5228
RB1CC1|9821	1893.2356	RB1CC1|9821	1122.3319
RB1|5925	1251.2539	RB1|5925	891.7724
RBAK|57786	630.6424	RBAK|57786	353.9257
RBBP4|5928	5423.6644	RBBP4|5928	3006.0216
RBBP5|5929	1191.0681	RBBP5|5929	373.1077
RBBP6|5930	1844.3892	RBBP6|5930	1072.3084
RBBP7|5931	2751.9735	RBBP7|5931	2241.2788
RBBP8|5932	620.1753	RBBP8|5932	516.0319999999999
RBBP9|10741	841.7288	RBBP9|10741	637.8937
RBCK1|10616	1158.3584	RBCK1|10616	1846.3564
RBKS|64080	206.28900000000002	RBKS|64080	91.0202
RBL1|5933	99.0013	RBL1|5933	36.8594
RBL2|5934	1748.6502	RBL2|5934	1426.5726
RBM10|8241	1283.9635	RBM10|8241	1255.8533
RBM11|54033	104.6709	RBM11|54033	24.4476
RBM12B|389677	515.9405	RBM12B|389677	245.9803
RBM12|10137	2085.5031	RBM12|10137	1484.6977
RBM14|10432	973.5968	RBM14|10432	1021.6417
RBM15B|29890	1882.7816	RBM15B|29890	2206.2247
RBM15|64783	152.6451	RBM15|64783	97.0381
RBM16|22828	1625.7578	RBM16|22828	1045.4424
RBM17|84991	1026.2113	RBM17|84991	1295.3456
RBM18|92400	906.712	RBM18|92400	648.0489
RBM19|9904	539.4915	RBM19|9904	677.3860000000001
RBM20|282996	1085.5249	RBM20|282996	164.363
RBM22|55696	1224.65	RBM22|55696	1051.9981
RBM23|55147	1410.0048	RBM23|55147	1255.1011
RBM24|221662	214.1393	RBM24|221662	61.6831
RBM25|58517	2249.553	RBM25|58517	1520.6394
RBM26|64062	1180.601	RBM26|64062	690.174
RBM27|54439	1094.6836	RBM27|54439	613.4462
RBM28|55131	361.1147	RBM28|55131	311.4245
RBM33|155435	826.0282	RBM33|155435	966.9958
RBM34|23029	1174.4952	RBM34|23029	692.3103
RBM38|55544	235.9457	RBM38|55544	531.0766
RBM39|9584	4998.4735	RBM39|9584	3004.0433
RBM3|5935	3332.8972	RBM3|5935	5960.6958
RBM41|55285	177.0683	RBM41|55285	96.662
RBM42|79171	883.1611	RBM42|79171	1380.724
RBM43|375287	478.4334	RBM43|375287	239.9624
RBM45|129831	190.5883	RBM45|129831	120.3573
RBM47|54502	4423.6556	RBM47|54502	1633.4744
RBM4B|83759	390.7715	RBM4B|83759	316.3141
RBM4|5936	2328.7714	RBM4|5936	2025.6549
RBM5|10181	2474.1986	RBM5|10181	2055.8383
RBM6|10180	1136.5214	RBM6|10180	1491.1970000000001
RBM7|10179	600.5495	RBM7|10179	486.3188
RBM8A|9939	2861.5247	RBM8A|9939	1494.9093
RBM9|23543	2086.8769	RBM9|23543	2599.3418
RBMS1|5937	562.6063	RBMS1|5937	1673.7189
RBMS2|5939	734.4193	RBMS2|5939	1662.0254
RBMS3|27303	44.4851	RBMS3|27303	64.6921
RBMX2|51634	420.4283	RBMX2|51634	510.3902
RBMXL1|494115	686.5585	RBMXL1|494115	576.5792
RBMX|27316	3447.163	RBMX|27316	3144.3347
RBP1|5947	403.8554	RBP1|5947	792.1016
RBP2|5948	5.2335	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RBP4|5950	7081.1472
RBP5|83758	44.4851	RBP5|83758	154.2078
RBP7|116362	110.3406	RBP7|116362	1720.3573
RBPJ|3516	762.3534	RBPJ|3516	1028.6789
RBPMS2|348093	60.6219	RBPMS2|348093	448.33099999999996
RBPMS|11030	905.4036	RBPMS|11030	2427.0804
RBX1|9978	938.6192	RBX1|9978	850.9638
RC3H1|149041	955.1223	RC3H1|149041	833.4744
RC3H2|54542	271.2722	RC3H2|54542	260.2727
RCAN1|1827	350.6477	RCAN1|1827	3486.9770000000003
RCAN2|10231	179.24900000000002	RCAN2|10231	430.2774
RCAN3|11123	269.9638	RCAN3|11123	73.3427
RCBTB1|55213	1093.8113	RCBTB1|55213	497.6023
RCBTB2|1102	232.4567	RCBTB2|1102	469.0174
RCC1|1104	513.2103	RCC1|1104	161.591
RCC2|55920	3770.3345	RCC2|55920	2490.268
RCCD1|91433	138.2529	RCCD1|91433	153.0795
RCE1|9986	285.6644	RCE1|9986	294.1232
RCHY1|25898	596.1882	RCHY1|25898	391.9135
RCL1|10171	333.2025	RCL1|10171	355.4302
RCN1|5954	1543.4602	RCN1|5954	2469.2055
RCN2|5955	1150.9442	RCN2|5955	810.1551
RCN3|57333	608.3998	RCN3|57333	1195.6747
RCOR1|23186	1263.4655	RCOR1|23186	678.5143
RCOR2|283248	30.0929	RCOR2|283248	27.0804
RCOR3|55758	2759.8238	RCOR3|55758	852.6563
RCSD1|92241	114.2658	RCSD1|92241	463.3756
lowly_expressed	lowly_expressed	RCVRN|5957	6.394
RDBP|7936	947.0583	RDBP|7936	1390.3526
RDH10|157506	166.1651	RDH10|157506	434.4147
RDH11|51109	1899.3414	RDH11|51109	1299.1067
RDH13|112724	287.7535	RDH13|112724	206.8641
RDH14|57665	447.4683	RDH14|57665	401.3164
lowly_expressed	lowly_expressed	RDH5|5959	1804.976
RDM1|201299	6.1058	lowly_expressed	lowly_expressed
RDX|5962	1474.5519	RDX|5962	1350.6347
REC8|9985	28.7845	REC8|9985	42.8773
RECK|8434	256.8799	RECK|8434	921.4857
RECQL4|9401	131.2748	RECQL4|9401	85.3785
RECQL5|9400	573.0734	RECQL5|9400	505.1246
RECQL|5965	1012.2596	RECQL|5965	755.9868
REEP1|65055	483.2308	REEP1|65055	101.1754
REEP2|51308	27.04	REEP2|51308	127.5035
REEP3|221035	758.4282	REEP3|221035	408.8387
REEP4|80346	313.1406	REEP4|80346	320.4513
REEP5|7905	4922.7049	REEP5|7905	6930.8585
REEP6|92840	2209.8652	REEP6|92840	1920.8275
REG4|83998	5.6697	lowly_expressed	lowly_expressed
RELA|5970	1692.6163	RELA|5970	2391.3493
RELB|5971	420.4283	RELB|5971	438.9281
RELL1|768211	1444.2627	RELL1|768211	1199.0597
RELL2|285613	21.535999999999998	RELL2|285613	13.1077
RELN|5649	27.9123	RELN|5649	458.11
RELT|84957	65.4193	RELT|84957	100.7992
REL|5966	306.1625	REL|5966	36.8594
lowly_expressed	lowly_expressed	REM1|28954	112.835
REM2|161253	29.6568	REM2|161253	7.5223
RENBP|5973	55.8245	RENBP|5973	351.66900000000004
REP15|387849	9.1587	REP15|387849	16.5491
REPIN1|29803	1767.6305	REPIN1|29803	1853.5026
REPS1|85021	895.8088	REPS1|85021	747.3437
REPS2|9185	1701.775	REPS2|9185	372.7315
RER1|11079	2580.1038	RER1|11079	3078.4015
RERE|473	3708.4042	RERE|473	4229.055
lowly_expressed	lowly_expressed	RERGL|79785	246.3564
RERG|85004	2251.2975	RERG|85004	1258.11
REST|5978	649.396	REST|5978	130.5125
RETSAT|54884	2927.2973	RETSAT|54884	14032.158000000001
RET|5979	243.3599	RET|5979	107.5693
REV1|51455	778.054	REV1|51455	577.339
REV3L|5980	466.6579	REV3L|5980	635.2609
REXO1|57455	450.9573	REXO1|57455	620.5924
REXO2|25996	679.4889	REXO2|25996	898.9187
REXO4|57109	499.3676	REXO4|57109	516.4081
RFC1|5981	1449.2564	RFC1|5981	1200.1881
RFC2|5982	514.196	RFC2|5982	449.8354
RFC3|5983	357.1896	RFC3|5983	173.3898
RFC4|5984	262.1135	RFC4|5984	193.3239
RFC5|5985	374.1986	RFC5|5985	215.8909
RFESD|317671	21.8064	RFESD|317671	25.2863
RFFL|117584	1047.887	RFFL|117584	592.4438
RFK|55312	517.685	RFK|55312	492.3366
RFNG|5986	384.2296	RFNG|5986	827.8326
RFPL1S|10740	13.52	RFPL1S|10740	9.0268
RFPL3S|10737	6.3021	lowly_expressed	lowly_expressed
RFT1|91869	469.7108	RFT1|91869	484.4382
RFTN1|23180	732.6966	RFTN1|23180	1839.5863
RFTN2|130132	58.0051	RFTN2|130132	108.3216
RFWD2|64326	1613.6770000000001	RFWD2|64326	974.1419999999999
RFWD3|55159	608.836	RFWD3|55159	397.9314
RFX1|5989	359.8064	RFX1|5989	454.3488
RFX2|5990	35.7626	RFX2|5990	228.3028
RFX3|5991	462.7328	RFX3|5991	53.4086
RFX5|5993	1876.2266	RFX5|5993	746.5914
lowly_expressed	lowly_expressed	RFX6|222546	18.4297
RFX7|64864	779.3624	RFX7|64864	370.851
RFX8|731220	12.2116	RFX8|731220	28.961
RFXANK|8625	656.6837	RFXANK|8625	703.6465
RFXAP|5994	83.7368	RFXAP|5994	138.4109
RG9MTD1|54931	520.3018	RG9MTD1|54931	502.4918
RG9MTD2|93587	277.8141	RG9MTD2|93587	109.4499
RG9MTD3|158234	205.4167	RG9MTD3|158234	139.1631
RGAG1|57529	10.9032	RGAG1|57529	13.9163
RGAG4|340526	350.6477	RGAG4|340526	328.7259
RGL1|23179	291.3341	RGL1|23179	1254.3488
RGL2|5863	2444.9387	RGL2|5863	1479.6427
RGL3|57139	181.59099999999998	RGL3|57139	122.9901
lowly_expressed	lowly_expressed	RGL4|266747	16.8952
RGMA|56963	65.4193	RGMA|56963	724.7767
RGMB|285704	793.6979	RGMB|285704	655.5712
RGNEF|64283	225.9148	RGNEF|64283	558.5331
RGN|9104	30.0929	RGN|9104	221.5327
RGP1|9827	160.4954	RGP1|9827	120.7334
RGPD1|400966	322.936	RGPD1|400966	192.9102
RGPD3|653489	456.62699999999995	RGPD3|653489	251.2459
RGPD4|285190	207.1612	RGPD4|285190	124.4946
RGPD5|84220	114.6932	RGPD5|84220	82.2492
RGPD6|729540	1037.228	RGPD6|729540	621.8411
RGS10|6001	532.5134	RGS10|6001	574.7062
RGS11|8786	152.2134	RGS11|8786	293.5139
RGS12|6002	786.3404	RGS12|6002	826.7043
RGS13|6003	6.9781	RGS13|6003	5.2656
RGS14|10636	501.9844	RGS14|10636	295.6276
RGS16|6004	426.9702	RGS16|6004	289.2337
RGS18|64407	13.52	RGS18|64407	42.1251
RGS19|10287	167.4735	RGS19|10287	324.5886
RGS1|5996	1599.2847	RGS1|5996	484.0621
lowly_expressed	lowly_expressed	RGS20|8601	7.8984
RGS22|26166	129.0942	RGS22|26166	83.4979
RGS2|5997	271.7083	RGS2|5997	2732.4871
RGS3|5998	652.885	RGS3|5998	1468.7353
RGS4|5999	80.2477	RGS4|5999	21.0625
RGS5|8490	1672.9905	RGS5|8490	5465.3503
lowly_expressed	lowly_expressed	RGS6|9628	67.3249
lowly_expressed	lowly_expressed	RGS7BP|401190	9.779
RGS9BP|388531	7.4142	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RGS9|8787	20.6864
RHBDD1|84236	462.7328	RHBDD1|84236	337.3766
RHBDD2|57414	1564.3944	RHBDD2|57414	1943.0183
RHBDD3|25807	227.2232	RHBDD3|25807	299.0127
RHBDF1|64285	921.1043	RHBDF1|64285	718.0066
RHBDF2|79651	208.4696	RHBDF2|79651	386.6479
RHBDL1|9028	103.7987	RHBDL1|9028	30.4654
RHBDL2|54933	98.12899999999999	RHBDL2|54933	50.0235
RHBDL3|162494	8.2864	RHBDL3|162494	34.9788
RHCE|6006	20.0619	RHCE|6006	7.8984
lowly_expressed	lowly_expressed	RHCG|51458	120.3573
RHEBL1|121268	7.4142	RHEBL1|121268	7.8984
RHEB|6009	863.9714	RHEB|6009	1001.2224
RHOA|387	11311.0035	RHOA|387	16167.748
RHOBTB1|9886	328.8412	RHOBTB1|9886	493.0889
RHOBTB2|23221	642.8017	RHOBTB2|23221	831.6765
RHOBTB3|22836	785.4682	RHOBTB3|22836	1966.7137
RHOB|388	12341.14	RHOB|388	14016.3611
RHOC|389	5821.0127	RHOC|389	6873.5308
RHOD|29984	438.7457	RHOD|29984	488.1993
RHOF|54509	20.5373	RHOF|54509	116.4532
RHOG|391	628.4618	RHOG|391	1459.3324
RHOH|399	4969.689	RHOH|399	1053.5026
RHOJ|57381	71.5251	RHOJ|57381	450.9638
RHOQ|23433	1111.6054	RHOQ|23433	4806.2285
RHOT1|55288	1056.7404	RHOT1|55288	607.0522
RHOT2|89941	1305.3339	RHOT2|89941	1069.2995
RHOU|58480	477.5612	RHOU|58480	1397.6493
RHOV|171177	771.5121	RHOV|171177	554.3959
lowly_expressed	lowly_expressed	RHOXF1|158800	47.3907
