gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
CIB2|10518	12.6477	CIB2|10518	181.2882
CIB3|117286	5.6697	lowly_expressed	lowly_expressed
CIC|23152	1635.4834	CIC|23152	1816.267
lowly_expressed	lowly_expressed	CIDEA|1149	2193.8881
CIDEB|27141	591.3167	CIDEB|27141	489.8768
CIDECP|152302	87.361	CIDECP|152302	133.6568
lowly_expressed	lowly_expressed	CIDEC|63924	7336.771
CIITA|4261	87.2258	CIITA|4261	219.6521
CILP2|148113	245.9767	CILP2|148113	33.4744
CILP|8483	708.2734	CILP|8483	3739.7273
CINP|51550	430.0231	CINP|51550	470.5219
CIR1|9541	909.3288	CIR1|9541	956.4645
CIRBP|1153	7109.3375	CIRBP|1153	7852.5623
CIRH1A|84916	374.6347	CIRH1A|84916	764.2689
CISD1|55847	241.6154	CISD1|55847	285.8486
CISD2|493856	602.281	CISD2|493856	446.8265
CISD3|284106	829.635	CISD3|284106	1056.3573
CISH|1154	1224.65	CISH|1154	321.9558
CITED1|4435	8.2864	CITED1|4435	235.8251
CITED2|10370	1828.2524	CITED2|10370	3119.1349
CITED4|163732	991.321	CITED4|163732	1157.3108
CIT|11113	188.4077	CIT|11113	137.6587
CIZ1|25792	1337.1713	CIZ1|25792	2096.85
CKAP2L|150468	76.7587	CKAP2L|150468	12.4118
CKAP2|26586	694.7534	CKAP2|26586	237.7057
CKAP4|10970	3257.0108	CKAP4|10970	1989.6568
CKAP5|9793	3098.696	CKAP5|9793	1585.7076
CKB|1152	467.0941	CKB|1152	976.7748
CKLF|51192	205.8529	CKLF|51192	349.7884
CKMT1A|548596	91.1509	CKMT1A|548596	32.346
CKMT1B|1159	52.3355	CKMT1B|1159	235.0729
lowly_expressed	lowly_expressed	CKMT2|1160	183.921
CKS1B|1163	834.7508	CKS1B|1163	581.8524
CKS2|1164	438.3096	CKS2|1164	118.1006
CLASP1|23332	1147.0191	CLASP1|23332	1200.1881
CLASP2|23122	1518.1648	CLASP2|23122	1014.3865
CLCA2|9635	45.3574	CLCA2|9635	233.9445
lowly_expressed	lowly_expressed	CLCA4|22802	100.4231
CLCC1|23155	1136.4691	CLCC1|23155	956.8707
CLCF1|23529	83.7368	CLCF1|23529	65.4443
CLCN1|1180	18.3174	CLCN1|1180	7.5223
CLCN2|1181	85.0451	CLCN2|1181	33.4744
CLCN3|1182	1882.3324	CLCN3|1182	890.268
CLCN4|1183	32.2735	CLCN4|1183	199.3418
CLCN5|1184	129.5303	CLCN5|1184	159.0973
CLCN6|1185	273.4528	CLCN6|1185	566.8077
CLCN7|1186	1392.1235	CLCN7|1186	1855.3832
lowly_expressed	lowly_expressed	CLCNKA|1187	32.346
lowly_expressed	lowly_expressed	CLCNKB|1188	9.4029
CLDN10|9071	12.0851	lowly_expressed	lowly_expressed
CLDN11|5010	38.8155	CLDN11|5010	1146.3169
CLDN12|9069	1455.7983	CLDN12|9069	608.1805
lowly_expressed	lowly_expressed	CLDN14|23562	9.0268
CLDN15|24146	44.4851	CLDN15|24146	337.7527
CLDN19|149461	6.5419	CLDN19|149461	74.095
CLDN1|9076	392.0799	CLDN1|9076	572.0733
CLDN20|49861	5.2335	lowly_expressed	lowly_expressed
CLDN23|137075	103.3626	CLDN23|137075	191.4433
CLDN2|9075	12.2116	CLDN2|9075	25.5759
CLDN3|1365	822.5391	CLDN3|1365	1656.4175
CLDN4|1364	3006.2366	CLDN4|1364	3145.8392
CLDN5|7122	87.2258	CLDN5|7122	3510.2962
CLDN7|1366	1554.7996	CLDN7|1366	1173.4838
CLDN8|9073	51.8993	CLDN8|9073	871.8383
CLDN9|9080	7.4142	lowly_expressed	lowly_expressed
CLDND1|56650	759.3004	CLDND1|56650	1089.9859
lowly_expressed	lowly_expressed	CLDND2|125875	26.3282
CLEC10A|10462	14.3923	CLEC10A|10462	349.4123
CLEC11A|6320	373.7625	CLEC11A|6320	190.6911
lowly_expressed	lowly_expressed	CLEC12A|160364	15.0447
CLEC14A|161198	212.3948	CLEC14A|161198	1519.511
CLEC16A|23274	1117.7984	CLEC16A|23274	661.2130000000001
lowly_expressed	lowly_expressed	CLEC17A|388512	6.7701
CLEC18A|348174	14.3312	CLEC18A|348174	10.1551
CLEC1A|51267	25.2955	CLEC1A|51267	165.1152
CLEC2A|387836	5.2335	lowly_expressed	lowly_expressed
CLEC2B|9976	135.2	CLEC2B|9976	446.4504
CLEC2D|29121	347.1586	CLEC2D|29121	403.9492
lowly_expressed	lowly_expressed	CLEC2L|154790	7.5223
lowly_expressed	lowly_expressed	CLEC3A|10143	133.5214
CLEC3B|7123	77.1948	CLEC3B|7123	6389.0926
CLEC4A|50856	29.2206	CLEC4A|50856	66.1965
lowly_expressed	lowly_expressed	CLEC4C|170482	7.8984
CLEC4E|26253	10.4671	CLEC4E|26253	52.2802
lowly_expressed	lowly_expressed	CLEC4F|165530	29.3371
lowly_expressed	lowly_expressed	CLEC4GP1|440508	24.0715
lowly_expressed	lowly_expressed	CLEC4G|339390	61.6831
lowly_expressed	lowly_expressed	CLEC4M|10332	12.788
CLEC5A|23601	116.4464	CLEC5A|23601	7.8984
CLEC7A|64581	73.7058	CLEC7A|64581	66.5726
lowly_expressed	lowly_expressed	CLECL1|160365	17.3014
CLGN|1047	467.9663	CLGN|1047	95.5336
CLIC1|1192	4979.2839	CLIC1|1192	6822.7551
CLIC2|1193	109.4684	CLIC2|1193	674.3771
CLIC3|9022	17.4452	CLIC3|9022	71.086
CLIC4|25932	3806.5332	CLIC4|25932	4615.7029
CLIC5|53405	33.5819	CLIC5|53405	459.6145
CLIC6|54102	1204.5881	CLIC6|54102	243.3474
CLINT1|9685	1462.7764	CLINT1|9685	1509.3559
CLIP1|6249	1867.504	CLIP1|6249	1881.3352
CLIP2|7461	254.6993	CLIP2|7461	554.0197
CLIP3|25999	237.6903	CLIP3|25999	696.9441
CLIP4|79745	166.1651	CLIP4|79745	658.5802
CLK1|1195	1657.2899	CLK1|1195	1434.8848
CLK2P|1197	16.1368	CLK2P|1197	9.0268
CLK2|1196	1195.8655	CLK2|1196	614.5745
CLK3|1198	618.4308	CLK3|1198	796.9911
CLK4|57396	406.9083	CLK4|57396	371.2271
CLMN|79789	1690.8718	CLMN|79789	1883.2158
CLN3|1201	2208.016	CLN3|1201	1538.693
CLN5|1203	993.5017	CLN5|1203	986.5538
CLN6|54982	650.2682	CLN6|54982	905.6888
CLN8|2055	286.9728	CLN8|2055	643.9116
CLNS1A|1207	1453.1816	CLNS1A|1207	1375.8345
CLOCK|9575	538.6192	CLOCK|9575	115.8439
CLP1|10978	277.8141	CLP1|10978	291.4904
CLPB|81570	327.0967	CLPB|81570	289.9859
CLPP|8192	532.0773	CLPP|8192	769.5346
CLPTM1L|81037	1577.0422	CLPTM1L|81037	2554.5839
CLPTM1|1209	2162.3272	CLPTM1|1209	3522.708
CLPX|10845	901.9146	CLPX|10845	544.2407
lowly_expressed	lowly_expressed	CLRN3|119467	6.0179
CLSPN|63967	56.6968	CLSPN|63967	8.2746
CLSTN1|22883	5702.8218	CLSTN1|22883	5500.2576
CLSTN2|64084	769.7675	CLSTN2|64084	473.5308
CLSTN3|9746	1325.3958	CLSTN3|9746	1379.2196
CLTA|1211	1628.5054	CLTA|1211	2466.5726
CLTB|1212	928.9546	CLTB|1212	1651.5279999999998
CLTCL1|8218	17.4452	CLTCL1|8218	105.3126
CLTC|1213	14280.6053	CLTC|1213	8581.8524
CLUAP1|23059	666.2872	CLUAP1|23059	399.2402
CLUL1|27098	275.6335	CLUL1|27098	45.5101
CLU|1191	35077.849	CLU|1191	62161.166
lowly_expressed	lowly_expressed	CLVS1|157807	25.2073
CLYBL|171425	157.0064	CLYBL|171425	197.4612
lowly_expressed	lowly_expressed	CMA1|1215	67.70100000000001
CMAH|8418	191.0245	CMAH|8418	203.8552
CMAS|55907	696.934	CMAS|55907	643.5355
CMBL|134147	1568.3196	CMBL|134147	1027.1744
CMC1|152100	157.8787	CMC1|152100	161.7301
CMIP|80790	809.8914	CMIP|80790	1345.7452
CMKLR1|1240	232.8928	CMKLR1|1240	645.7922
CMPK1|51727	4183.7847	CMPK1|51727	4303.5261
CMPK2|129607	225.4787	CMPK2|129607	141.0437
CMTM1|113540	96.8206	CMTM1|113540	44.0056
lowly_expressed	lowly_expressed	CMTM2|146225	8.6507
CMTM3|123920	1015.7443	CMTM3|123920	1495.8157
CMTM4|146223	1259.9764	CMTM4|146223	1149.4123
lowly_expressed	lowly_expressed	CMTM5|116173	11.6596
CMTM6|54918	3409.6559	CMTM6|54918	2189.7508
CMTM7|112616	167.9096	CMTM7|112616	846.2623
CMTM8|152189	228.9677	CMTM8|152189	161.35399999999998
CMYA5|202333	1108.2036	CMYA5|202333	437.0475
CN5H6.4|150384	10.4671	CN5H6.4|150384	9.4029
CNBP|7555	6023.3765	CNBP|7555	7820.5924
CNDP2|55748	3868.8996	CNDP2|55748	3256.7936
CNFN|84518	54.08	CNFN|84518	70.3338
lowly_expressed	lowly_expressed	CNGA1|1259	44.3818
lowly_expressed	lowly_expressed	CNGA3|1261	7.1462
CNIH2|254263	26.1677	CNIH2|254263	7.8984
CNIH3|149111	52.7716	CNIH3|149111	65.8204
CNIH4|29097	959.0475	CNIH4|29097	819.5581
CNIH|10175	1613.2409	CNIH|10175	1015.8909
CNKSR1|10256	913.6901	CNKSR1|10256	314.0574
lowly_expressed	lowly_expressed	CNKSR2|22866	17.6775
CNKSR3|154043	36.1987	CNKSR3|154043	230.5595
CNN1|1264	179.24900000000002	CNN1|1264	3351.1989
CNN2|1265	2336.3426	CNN2|1265	3404.9835
CNN3|1266	3506.0404	CNN3|1266	4880.8651
lowly_expressed	lowly_expressed	CNNM1|26507	32.7221
CNNM2|54805	113.3935	CNNM2|54805	141.796
CNNM3|26505	990.4488	CNNM3|26505	902.6798
CNNM4|26504	820.3585	CNNM4|26504	518.6648
CNOT10|25904	703.0398	CNOT10|25904	489.7038
CNOT1|23019	2803.9077	CNOT1|23019	2793.8806
CNOT2|4848	1765.886	CNOT2|4848	1195.2985
CNOT3|4849	958.6114	CNOT3|4849	922.2379
CNOT4|4850	640.2373	CNOT4|4850	484.4382
CNOT6L|246175	1617.6022	CNOT6L|246175	957.2167
CNOT6|57472	1729.2512	CNOT6|57472	644.2877
CNOT7|29883	1656.8538	CNOT7|29883	1286.6949
CNOT8|9337	1952.9853	CNOT8|9337	1341.2318
CNO|55330	254.2632	CNO|55330	279.4546
CNPY2|10330	1222.9055	CNPY2|10330	1277.6681
CNPY3|10695	1187.1429	CNPY3|10695	1622.1909
CNPY4|245812	346.2864	CNPY4|245812	389.6568
CNP|1267	2039.1295	CNP|1267	2473.2638
CNR1|1268	9.1587	CNR1|1268	154.96
lowly_expressed	lowly_expressed	CNR2|1269	17.3014
CNRIP1|25927	121.68	CNRIP1|25927	570.5689
CNST|163882	1621.0912	CNST|163882	612.6939
CNTD1|124817	67.5258	CNTD1|124817	79.9173
CNTD2|79935	21.3703	CNTD2|79935	22.9431
CNTFR|1271	9.1587	CNTFR|1271	731.1707
CNTF|1270	8.7226	CNTF|1270	10.1551
CNTLN|54875	74.578	CNTLN|54875	141.796
CNTN1|1272	200.1832	CNTN1|1272	103.0559
lowly_expressed	lowly_expressed	CNTN2|6900	15.7969
CNTN3|5067	201.9277	CNTN3|5067	88.3874
CNTN4|152330	74.578	CNTN4|152330	117.7245
lowly_expressed	lowly_expressed	CNTN6|27255	5.2656
CNTNAP1|8506	105.1071	CNTNAP1|8506	185.4255
CNTNAP2|26047	549.5224	CNTNAP2|26047	124.1185
CNTNAP3|79937	11.3394	CNTNAP3|79937	89.1396
CNTROB|116840	799.8604	CNTROB|116840	683.4039
COASY|80347	1541.2796	COASY|80347	1671.4622
COBLL1|22837	830.3895	COBLL1|22837	1710.2022
COBL|23242	1076.8023	COBL|23242	504.7485
COBRA1|25920	1135.2436	COBRA1|25920	1486.7889
lowly_expressed	lowly_expressed	COCH|1690	100.2576
COG1|9382	674.0547	COG1|9382	952.1542
COG2|22796	2264.3814	COG2|22796	747.7198
COG3|83548	878.3636	COG3|83548	576.2106
COG4|25839	864.4075	COG4|25839	1281.0531
COG5|10466	1238.7631	COG5|10466	661.8674
COG6|57511	686.0308	COG6|57511	442.3131
COG7|91949	1133.4991	COG7|91949	575.4584
COG8|84342	340.0366	COG8|84342	467.70099999999996
COIL|8161	679.0527	COIL|8161	417.1133
COL10A1|1300	5358.715999999999	COL10A1|1300	19.5581
COL11A1|1301	8149.0689	COL11A1|1301	18.8058
COL12A1|1303	21666.0125	COL12A1|1303	6644.0997
COL13A1|1305	17.8813	COL13A1|1305	10.1551
COL14A1|7373	1398.6654	COL14A1|7373	4980.9121
COL15A1|1306	890.1391	COL15A1|1306	4558.9093
COL16A1|1307	1777.6615	COL16A1|1307	2449.6474
COL17A1|1308	536.0024	COL17A1|1308	3237.2355
COL18A1|80781	2257.4033	COL18A1|80781	5669.2055
COL1A1|1277	167937.9825	COL1A1|1277	23289.8919
COL1A2|1278	145804.8759	COL1A2|1278	40442.3131
lowly_expressed	lowly_expressed	COL21A1|81578	55.2891
COL22A1|169044	32.2735	COL22A1|169044	28.2087
lowly_expressed	lowly_expressed	COL23A1|91522	18.8058
COL24A1|255631	65.8555	COL24A1|255631	11.6596
COL25A1|84570	6.1058	COL25A1|84570	38.3639
COL27A1|85301	176.6322	COL27A1|85301	120.3573
COL28A1|340267	20.4981	COL28A1|340267	10.5313
COL29A1|256076	5.6697	lowly_expressed	lowly_expressed
COL2A1|1280	35.3264	COL2A1|1280	34.9788
COL3A1|1281	110951.6333	COL3A1|1281	27017.9596
COL4A1|1282	5440.2721	COL4A1|1282	18464.3159
COL4A2|1284	4524.8375	COL4A2|1284	19394.8284
COL4A3BP|10087	1040.1675	COL4A3BP|10087	1493.559
lowly_expressed	lowly_expressed	COL4A3|1285	16.173
COL4A4|1286	6.5419	COL4A4|1286	48.1429
COL4A5|1287	2062.0175	COL4A5|1287	479.9248
COL4A6|1288	42.3045	COL4A6|1288	105.3126
COL5A1|1289	11913.2976	COL5A1|1289	2553.8317
COL5A2|1290	12361.6381	COL5A2|1290	3613.7283
COL5A3|50509	1164.9003	COL5A3|50509	1264.504
COL6A1|1291	17068.3414	COL6A1|1291	24029.3371
COL6A2|1292	13803.0442	COL6A2|1292	37951.669
COL6A3|1293	24418.8582	COL6A3|1293	16116.9723
COL6A6|131873	27.9123	COL6A6|131873	282.4636
COL7A1|1294	785.4682	COL7A1|1294	171.8853
COL8A1|1295	1006.1494	COL8A1|1295	217.3954
COL8A2|1296	2272.6678	COL8A2|1296	831.9699
COL9A2|1298	837.8037	COL9A2|1298	355.0541
COL9A3|1299	47.1019	COL9A3|1299	38.74
lowly_expressed	lowly_expressed	COLEC11|78989	55.2891
COLEC12|81035	2512.5387	COLEC12|81035	1458.9563
COLQ|8292	40.1239	COLQ|8292	49.2713
COMMD10|51397	743.1637	COMMD10|51397	366.3376
COMMD1|150684	398.6218	COMMD1|150684	452.8444
COMMD2|51122	784.5959	COMMD2|51122	648.0489
COMMD3|23412	1571.1370000000002	COMMD3|23412	765.1866
COMMD4|54939	863.0991	COMMD4|54939	887.6352
COMMD5|28991	436.9576	COMMD5|28991	488.7522
COMMD6|170622	1122.1597	COMMD6|170622	1947.1556
COMMD7|149951	1117.7984	COMMD7|149951	1340.1034
COMMD8|54951	340.6167	COMMD8|54951	238.4579
COMMD9|29099	662.0437	COMMD9|29099	934.2736
COMP|1311	2881.5038	COMP|1311	69.2055
COMTD1|118881	61.9303	COMTD1|118881	119.6051
COMT|1312	1302.281	COMT|1312	2817.4894
COPA|1314	12574.5824	COPA|1314	5762.4109
COPB1|1315	4282.5985	COPB1|1315	2803.3963
COPB2|9276	5503.946999999999	COPB2|9276	3248.5190000000002
COPE|11316	1626.7347	COPE|11316	2329.6662
COPG2|26958	1044.0926	COPG2|26958	704.8425
COPG|22820	4596.3627	COPG|22820	4682.6516
COPS2|9318	1746.6963	COPS2|9318	1489.4217
COPS3|8533	1012.2552	COPS3|8533	974.5181
COPS4|51138	1024.903	COPS4|51138	991.4433
COPS5|10987	1034.0617	COPS5|10987	1033.5684
COPS6|10980	1617.6022	COPS6|10980	2070.5219
COPS7A|50813	1701.3389	COPS7A|50813	1778.6554
COPS7B|64708	517.685	COPS7B|64708	637.1415
COPS8|10920	1151.376	COPS8|10920	1057.26
COPZ1|22818	4318.1124	COPZ1|22818	3391.0672
COPZ2|51226	198.8748	COPZ2|51226	644.6638
COQ10A|93058	119.9355	COQ10A|93058	168.1241
COQ10B|80219	689.956	COQ10B|80219	645.7922
COQ2|27235	121.2438	COQ2|27235	180.1598
COQ3|51805	124.7329	COQ3|51805	138.4109
COQ4|51117	707.8372	COQ4|51117	888.7635
COQ5|84274	807.2746	COQ5|84274	686.4128
COQ6|51004	516.1804	COQ6|51004	435.1519
COQ7|10229	778.4901	COQ7|10229	409.2149
COQ9|57017	471.8915	COQ9|57017	787.212
CORIN|10699	215.0116	CORIN|10699	12.788
CORO1A|11151	347.5947	CORO1A|11151	1235.5430000000001
CORO1B|57175	1422.2164	CORO1B|57175	2021.2506
CORO1C|23603	1303.5893	CORO1C|23603	3690.0799
CORO2A|7464	1243.4036	CORO2A|7464	468.6413
CORO2B|10391	19.6258	CORO2B|10391	269.2995
CORO6|84940	62.8026	CORO6|84940	74.095
CORO7|79585	469.4448	CORO7|79585	605.5176
lowly_expressed	lowly_expressed	CORT|1325	5.6417
COTL1|23406	1452.3093	COTL1|23406	5076.0696
COX10|1352	368.5289	COX10|1352	303.15
COX11|1353	642.3307	COX11|1353	640.3423
COX15|1355	1352.6233	COX15|1355	1207.0635
COX16|51241	1175.3674	COX16|51241	859.0503
COX17|10063	487.5921	COX17|10063	661.2130000000001
COX18|285521	419.1199	COX18|285521	326.0931
COX19|90639	178.4247	COX19|90639	260.3216
COX4I1|1327	2117.842	COX4I1|1327	6208.9328
COX4I2|84701	23.551	COX4I2|84701	121.1095
COX4NB|10328	244.2322	COX4NB|10328	481.8054
COX5A|9377	1009.6384	COX5A|9377	1512.3648
COX5B|1329	1050.6346	COX5B|1329	2395.4866
COX6A1|1337	1973.4834	COX6A1|1337	2201.0343
COX6B1|1340	2386.4974	COX6B1|1340	3237.9878
COX6B2|125965	10.9032	COX6B2|125965	5.6417
COX6C|1345	4879.4104	COX6C|1345	2120.9215
COX7A1|1346	74.578	COX7A1|1346	1209.2149
COX7A2L|9167	1514.6757	COX7A2L|9167	2072.0263
COX7A2|1347	1573.1170000000002	COX7A2|1347	1344.2407
COX7B|1349	1291.3777	COX7B|1349	1619.1819
COX7C|1350	3074.2728	COX7C|1350	3424.1655
COX8A|1351	1469.7545	COX8A|1351	2171.3211
CP110|9738	1101.2255	CP110|9738	301.2694
lowly_expressed	lowly_expressed	CPA1|1357	88.7635
lowly_expressed	lowly_expressed	CPA2|1358	17.3014
CPA3|1359	272.1444	CPA3|1359	263.6577
CPA4|51200	51.0271	CPA4|51200	94.0291
CPAMD8|27151	23.551	CPAMD8|27151	420.8745
CPB1|1360	2775.5244	CPB1|1360	844.0056
CPD|1362	3584.5436	CPD|1362	2639.5863
CPEB1|64506	15.7006	CPEB1|64506	55.2891
CPEB2|132864	1572.2448	CPEB2|132864	512.6469
CPEB3|22849	227.6593	CPEB3|22849	140.2915
CPEB4|80315	1905.4473	CPEB4|80315	699.953
CPE|1363	1263.4655	CPE|1363	3843.5355
CPLX1|10815	60.1858	CPLX1|10815	122.2379
CPM|1368	279.9948	CPM|1368	2795.6747
lowly_expressed	lowly_expressed	CPN2|1370	33.0983
CPNE1|8904	1625.954	CPNE1|8904	1917.6529999999998
CPNE2|221184	208.0335	CPNE2|221184	1305.1246
CPNE3|8895	4225.6531	CPNE3|8895	2488.3874
CPNE5|57699	22.2426	CPNE5|57699	159.4734
lowly_expressed	lowly_expressed	CPNE7|27132	7.8984
CPNE8|144402	66.2916	CPNE8|144402	230.9356
CPOX|1371	307.4709	CPOX|1371	259.5205
lowly_expressed	lowly_expressed	CPO|130749	5.2656
CPPED1|55313	292.6425	CPPED1|55313	790.9732
CPS1|1373	21.8064	CPS1|1373	156.4645
CPSF1|29894	899.7339999999999	CPSF1|29894	1141.89
CPSF2|53981	1665.1402	CPSF2|53981	901.9276
CPSF3L|54973	1164.9003	CPSF3L|54973	1373.5778
CPSF3|51692	931.1352	CPSF3|51692	738.693
CPSF4|10898	304.8541	CPSF4|10898	505.5007
CPSF6|11052	1792.4899	CPSF6|11052	1079.4546
CPSF7|79869	1599.2847	CPSF7|79869	1713.5872
CPT1A|1374	1054.5597	CPT1A|1374	1667.3249
CPT1B|1375	277.9842	CPT1B|1375	177.4142
CPT1C|126129	46.6658	CPT1C|126129	53.0324
CPT2|1376	912.8178	CPT2|1376	884.6262
CPVL|54504	216.7561	CPVL|54504	1056.8876
CPXM1|56265	455.3186	CPXM1|56265	891.3963
CPXM2|119587	119.0632	CPXM2|119587	2106.2529
CPZ|8532	143.0503	CPZ|8532	391.1613
CP|1356	18.9367	CP|1356	1524.1975
lowly_expressed	lowly_expressed	CR1|1378	147.4377
lowly_expressed	lowly_expressed	CR2|1380	453.2205
CRABP1|1381	21.8064	CRABP1|1381	177.1509
CRABP2|1382	5103.5806	CRABP2|1382	2894.9694
CRADD|8738	114.7019	CRADD|8738	199.7179
CRAMP1L|57585	946.4695	CRAMP1L|57585	772.5736
CRAT|1384	1753.6744	CRAT|1384	2573.3898
CRB1|23418	15.7006	lowly_expressed	lowly_expressed
CRB2|286204	6.5419	CRB2|286204	58.2981
CRB3|92359	228.5316	CRB3|92359	147.4377
CRBN|51185	754.1454	CRBN|51185	700.3291
CRCP|27297	1131.3184	CRCP|27297	641.2788
CREB1|1385	1616.2938	CREB1|1385	948.9422
CREB3L1|90993	1119.1068	CREB3L1|90993	427.2685
CREB3L2|64764	3574.0765	CREB3L2|64764	3259.4264
CREB3L4|148327	4879.8465	CREB3L4|148327	1250.5877
CREB3|10488	1166.4660000000001	CREB3|10488	1333.4349
CREB5|9586	93.3316	CREB5|9586	273.0606
CREBBP|1387	3740.6777	CREBBP|1387	2074.283
CREBL2|1389	1838.7195	CREBL2|1389	2820.1222
CREBZF|58487	1496.7945	CREBZF|58487	913.5872
CREG1|8804	3440.1849	CREG1|8804	3869.4875
CRELD1|78987	729.2076	CRELD1|78987	877.48
CRELD2|79174	522.4824	CRELD2|79174	671.7442
CREM|1390	282.6115	CREM|1390	342.6422
lowly_expressed	lowly_expressed	CRHBP|1393	67.3249
CRHR1|1394	5.8398	CRHR1|1394	35.8966
CRIM1|51232	2816.0844	CRIM1|51232	5463.0936
CRIP1|1396	6022.5043	CRIP1|1396	4646.5444
CRIP2|1397	2888.9179999999997	CRIP2|1397	3614.1044
lowly_expressed	lowly_expressed	CRIP3|401262	5.2656
CRIPAK|285464	221.5535	CRIPAK|285464	241.843
CRIPT|9419	419.556	CRIPT|9419	317.4424
lowly_expressed	lowly_expressed	CRISP3|10321	39.4922
CRISPLD1|83690	279.5586	CRISPLD1|83690	264.0339
CRISPLD2|83716	1174.0591	CRISPLD2|83716	1106.535
CRKL|1399	1957.3466	CRKL|1399	1812.1298
CRK|1398	1000.0436	CRK|1398	1231.4057
CRLF1|9244	12.6477	CRLF1|9244	42.1251
CRLF3|51379	306.1625	CRLF3|51379	279.8307
CRLS1|54675	756.2475	CRLS1|54675	829.3371
CRMP1|1400	121.4663	CRMP1|1400	152.0414
CRNKL1|51340	1502.4641	CRNKL1|51340	731.9229
CROCCL1|84809	218.1735	CROCCL1|84809	267.9718
CROCCL2|114819	58.4413	CROCCL2|114819	60.9309
CROCC|9696	330.1496	CROCC|9696	643.9116
CROT|54677	911.9456	CROT|54677	504.3724
CRTAC1|55118	10.031	CRTAC1|55118	95.1575
lowly_expressed	lowly_expressed	CRTAM|56253	17.3014
CRTAP|10491	2686.9903	CRTAP|10491	9923.8364
CRTC1|23373	281.7393	CRTC1|23373	487.07099999999997
CRTC2|200186	1149.1997	CRTC2|200186	892.1486
CRTC3|64784	1344.5855	CRTC3|64784	1500.3291
CRY1|1407	682.5418	CRY1|1407	438.55199999999996
CRY2|1408	1301.4087	CRY2|1408	2686.6008
CRYAB|1410	118.6271	CRYAB|1410	15251.528
CRYBB1|1414	6.1058	CRYBB1|1414	18.8058
CRYBG3|131544	117.5804	CRYBG3|131544	635.3926
CRYGS|1427	11.3394	CRYGS|1427	22.1909
CRYL1|51084	458.8076	CRYL1|51084	797.7433
CRYM|1428	8.2864	CRYM|1428	7.5223
CRYZL1|9946	260.8095	CRYZL1|9946	382.1345
CRYZ|1429	1273.7625	CRYZ|1429	731.9191
CSAD|51380	284.3561	CSAD|51380	599.906
CSDAP1|440359	10.4671	CSDAP1|440359	69.2055
CSDA|8531	964.2810000000001	CSDA|8531	3677.6681
CSDC2|27254	24.8593	CSDC2|27254	54.5369
CSDE1|7812	15479.9599	CSDE1|7812	18764.8331
CSE1L|1434	2652.5361	CSE1L|1434	1634.6027
CSF1R|1436	725.2824	CSF1R|1436	2607.9925
CSF1|1435	303.9819	CSF1|1435	1439.7743
CSF2RA|1438	72.8335	CSF2RA|1438	782.3225
CSF2RB|1439	119.9355	CSF2RB|1439	435.9191
CSF3R|1441	211.5225	CSF3R|1441	384.3912
lowly_expressed	lowly_expressed	CSF3|1440	34.6027
CSGALNACT1|55790	184.4825	CSGALNACT1|55790	465.2562
CSGALNACT2|55454	678.6166	CSGALNACT2|55454	472.4024
CSK|1445	837.8037	CSK|1445	1305.5007
CSMD1|64478	21.3703	CSMD1|64478	10.1551
CSMD2|114784	30.0929	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CSN1S1|1446	76.3517
CSNK1A1|1452	9006.4983	CSNK1A1|1452	5117.4424
CSNK1D|1453	2966.1128	CSNK1D|1453	3234.2266
CSNK1E|1454	1775.6815	CSNK1E|1454	1804.4457
CSNK1G1|53944	1117.3623	CSNK1G1|53944	422.0028
CSNK1G2|1455	671.2024	CSNK1G2|1455	984.2971
CSNK1G3|1456	1003.0965	CSNK1G3|1456	505.5007
CSNK2A1P|283106	487.156	CSNK2A1P|283106	259.8966
CSNK2A1|1457	1212.4384	CSNK2A1|1457	972.6375
CSNK2A2|1459	218.9367	CSNK2A2|1459	620.2163
CSNK2B|1460	2146.6265	CSNK2B|1460	2641.087
CSPG4|1464	421.3005	CSPG4|1464	2172.4495
CSPG5|10675	30.0929	CSPG5|10675	24.0715
CSPP1|79848	344.5418	CSPP1|79848	179.0315
CSRNP1|64651	577.4347	CSRNP1|64651	3497.5082
CSRNP2|81566	2017.0963	CSRNP2|81566	767.654
CSRNP3|80034	8.7226	lowly_expressed	lowly_expressed
CSRP1|1465	6161.6294	CSRP1|1465	12331.7348
CSRP2BP|57325	758.8643	CSRP2BP|57325	699.953
CSRP2|1466	238.9986	CSRP2|1466	331.3587
CST1|1469	501.9844	CST1|1469	15.0447
CST3|1471	4757.7304	CST3|1471	12207.6164
CST4|1472	42.3045	lowly_expressed	lowly_expressed
CST6|1474	81.9922	CST6|1474	30.0893
CST7|8530	67.6	CST7|8530	160.2257
CST9|128822	98.12899999999999	CST9|128822	59.0503
CSTA|1475	18.3174	CSTA|1475	432.9102
CSTB|1476	1826.0718	CSTB|1476	4423.1312
CSTF1|1477	706.0927	CSTF1|1477	540.4795
CSTF2T|23283	1284.3997	CSTF2T|23283	1074.1889999999999
CSTF2|1478	416.06699999999995	CSTF2|1478	246.7325
CSTF3|1479	741.3494	CSTF3|1479	439.0785
CS|1431	3344.2366	CS|1431	5180.2539
CT62|196993	81.12	CT62|196993	31.9699
CTAGE4|100128553	87.2258	CTAGE4|100128553	35.7311
