gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
lowly_expressed	lowly_expressed	ALX4|60529	36.4813
AMACR|23600	662.2458	AMACR|23600	295.358
lowly_expressed	lowly_expressed	AMBP|259	89.4493
AMBRA1|55626	868.1051	AMBRA1|55626	1263.515
AMD1|262	953.5562	AMD1|262	1971.7358
AMDHD1|144193	7.7683	AMDHD1|144193	26.3086
AMDHD2|51005	123.6451	AMDHD2|51005	219.0806
AMFR|267	4249.2485	AMFR|267	3628.133
AMICA1|120425	20.7154	AMICA1|120425	126.6321
AMIGO1|57463	77.6828	AMIGO1|57463	200.9978
AMIGO2|347902	535.3639	AMIGO2|347902	4179.9123
AMIGO3|386724	132.7081	AMIGO3|386724	55.0727
AMMECR1L|83607	789.775	AMMECR1L|83607	1007.7952
AMMECR1|9949	270.9187	AMMECR1|9949	186.9665
AMN1|196394	172.1968	AMN1|196394	239.233
AMOTL1|154810	379.3509	AMOTL1|154810	2840.2778
AMOTL2|51421	630.5253	AMOTL2|51421	3279.1054
AMOT|154796	3400.8877	AMOT|154796	1222.1227
lowly_expressed	lowly_expressed	AMPD1|270	50.8633
AMPD2|271	294.5472	AMPD2|271	740.4997
AMPD3|272	248.5849	AMPD3|272	225.5525
AMPH|273	24.2759	AMPH|273	22.45
AMT|275	90.3062	AMT|275	146.8442
lowly_expressed	lowly_expressed	AMY1A|276	43.8477
AMY2B|280	10.1797	AMY2B|280	256.2319
AMZ2P1|201283	205.5357	AMZ2P1|201283	334.2948
AMZ2|51321	1564.0134	AMZ2|51321	1195.4633
ANAPC10|10393	92.2483	ANAPC10|10393	169.0767
ANAPC11|51529	993.3686	ANAPC11|51529	780.1381
ANAPC13|25847	1703.2081	ANAPC13|25847	1051.4395
ANAPC16|119504	1870.2131	ANAPC16|119504	2900.6122
ANAPC1|64682	815.3456	ANAPC1|64682	632.8098
ANAPC2|29882	533.4218	ANAPC2|29882	765.4052
ANAPC4|29945	570.3211	ANAPC4|29945	576.6848
ANAPC5|51433	2432.1186	ANAPC5|51433	2318.3149
ANAPC7|51434	1125.4294	ANAPC7|51434	995.5179
ANGEL1|23357	399.0953	ANGEL1|23357	631.7575
ANGEL2|90806	952.9089	ANGEL2|90806	713.8403
ANGPT1|284	45.6386	ANGPT1|284	296.7611
ANGPT2|285	342.4516	ANGPT2|285	122.072
lowly_expressed	lowly_expressed	ANGPT4|51378	16.4867
ANGPTL1|9068	59.2331	ANGPTL1|9068	191.8775
ANGPTL2|23452	502.996	ANGPTL2|23452	1834.9379999999999
ANGPTL4|51129	212.6566	ANGPTL4|51129	300.6197
ANGPTL7|10218	6.4736	ANGPTL7|10218	107.6899
ANG|283	274.5892	ANG|283	504.8517
lowly_expressed	lowly_expressed	ANK1|286	12.9789
ANK2|287	151.8051	ANK2|287	251.5103
ANK3|288	2466.7522	ANK3|288	1752.1536
ANKAR|150709	24.9232	ANKAR|150709	55.7743
ANKDD1A|348094	14.8892	ANKDD1A|348094	85.9415
lowly_expressed	lowly_expressed	ANKFN1|162282	23.1516
ANKFY1|51479	2247.6220000000003	ANKFY1|51479	1894.2201
ANKHD1-EIF4EBP3|404734	2160.4684	ANKHD1-EIF4EBP3|404734	860.1759
ANKHD1|54882	1972.7738	ANKHD1|54882	2467.169
ANKH|56172	358.6355	ANKH|56172	1108.8203
ANKIB1|54467	1358.4777	ANKIB1|54467	1067.0773
ANKK1|255239	19.4207	ANKK1|255239	99.9727
lowly_expressed	lowly_expressed	ANKLE1|126549	23.1516
ANKLE2|23141	1577.9316	ANKLE2|23141	1626.9246
ANKMY1|51281	206.5067	ANKMY1|51281	260.6307
ANKMY2|57037	480.9859	ANKMY2|57037	748.5677
ANKRA2|57763	289.3684	ANKRA2|57763	335.6979
ANKRD10|55608	771.9727	ANKRD10|55608	1255.6574
ANKRD11|29123	632.6163	ANKRD11|29123	1849.6919
ANKRD12|23253	1168.8023	ANKRD12|23253	920.0999
ANKRD13A|88455	650.9169999999999	ANKRD13A|88455	1527.3026
ANKRD13B|124930	40.4598	ANKRD13B|124930	103.1298
ANKRD13C|81573	491.6673	ANKRD13C|81573	581.9465
ANKRD13D|338692	327.5624	ANKRD13D|338692	412.519
ANKRD16|54522	132.3844	ANKRD16|54522	203.0674
ANKRD17|26057	3855.9793	ANKRD17|26057	2771.8754
ANKRD19|138649	28.8074	ANKRD19|138649	59.9836
lowly_expressed	lowly_expressed	ANKRD20A3|441425	15.4344
ANKRD22|118932	203.27	ANKRD22|118932	62.0883
ANKRD23|200539	9.7103	ANKRD23|200539	44.9
ANKRD24|170961	22.6575	ANKRD24|170961	43.4969
ANKRD26|22852	267.0346	ANKRD26|22852	173.2861
ANKRD27|84079	719.5368	ANKRD27|84079	834.1584
ANKRD28|23243	1613.2125	ANKRD28|23243	1186.6938
ANKRD29|147463	20.7154	ANKRD29|147463	240.2853
ANKRD30A|91074	924.4252	ANKRD30A|91074	387.9643
ANKRD30B|374860	309.4364	ANKRD30B|374860	61.7375
ANKRD32|84250	143.0658	ANKRD32|84250	148.3806
ANKRD34A|284615	10.033999999999999	ANKRD34A|284615	15.7852
ANKRD35|148741	8.092	ANKRD35|148741	232.9189
ANKRD36BP1|84832	113.2874	ANKRD36BP1|84832	106.6376
ANKRD36B|57730	22.6575	ANKRD36B|57730	29.1149
ANKRD36|375248	68.9435	ANKRD36|375248	138.2079
ANKRD37|353322	115.0579	ANKRD37|353322	109.3316
ANKRD39|51239	146.6263	ANKRD39|51239	120.3181
ANKRD40|91369	954.5272	ANKRD40|91369	1613.9457
ANKRD42|338699	479.0439	ANKRD42|338699	254.6674
ANKRD43|134548	12.6235	ANKRD43|134548	176.7939
ANKRD44|91526	134.0028	ANKRD44|91526	59.9836
lowly_expressed	lowly_expressed	ANKRD45|339416	12.9789
ANKRD46|157567	566.437	ANKRD46|157567	629.0915
ANKRD49|54851	180.9362	ANKRD49|54851	279.5729
ANKRD50|57182	1913.2623	ANKRD50|57182	995.5179
ANKRD52|283373	1989.003	ANKRD52|283373	1158.2805
lowly_expressed	lowly_expressed	ANKRD53|79998	41.743
ANKRD54|129138	349.5725	ANKRD54|129138	402.3464
ANKRD56|345079	63.4409	ANKRD56|345079	105.2344
ANKRD57|65124	972.6532	ANKRD57|65124	909.5764
ANKRD58|347454	6.1499	lowly_expressed	lowly_expressed
ANKRD5|63926	624.3754	ANKRD5|63926	176.7939
ANKRD6|22881	87.6294	ANKRD6|22881	282.7965
ANKRD9|122416	53.0832	ANKRD9|122416	34.3766
ANKS1A|23294	805.3116	ANKS1A|23294	1349.4564
ANKS1B|56899	425.9606	ANKS1B|56899	123.1243
ANKS3|124401	50.8175	ANKS3|124401	254.6674
ANKS6|203286	18.125999999999998	ANKS6|203286	129.0876
ANKZF1|55139	332.7413	ANKZF1|55139	719.8036
ANLN|54443	434.0526	ANLN|54443	56.8266
ANO10|55129	1885.7497	ANO10|55129	857.6608
ANO1|55107	1680.214	ANO1|55107	10322.7979
lowly_expressed	lowly_expressed	ANO2|57101	41.743
lowly_expressed	lowly_expressed	ANO3|63982	22.0992
ANO5|203859	5.1789	ANO5|203859	55.0727
ANO6|196527	3223.1883	ANO6|196527	3426.0829
ANO7|50636	19.4207	ANO7|50636	16.1359
ANO8|57719	360.5776	ANO8|57719	211.872
ANO9|338440	355.3988	ANO9|338440	141.0142
ANP32A|8125	2880.0893	ANP32A|8125	2698.2113
ANP32B|10541	1922.649	ANP32B|10541	2839.5762
ANP32E|81611	716.3	ANP32E|81611	1109.5219
ANPEP|290	1306.0419	ANPEP|290	4412.4805
ANTXR1|84168	2058.5939	ANTXR1|84168	2752.9332
ANTXR2|118429	412.3661	ANTXR2|118429	1069.5328
ANUBL1|93550	369.9643	ANUBL1|93550	343.4151
ANXA11|311	3131.9109999999996	ANXA11|311	4117.1224
lowly_expressed	lowly_expressed	ANXA13|312	5.9633
ANXA1|301	852.2449	ANXA1|301	9843.9812
ANXA2P1|303	169.6074	ANXA2P1|303	43.8477
ANXA2P2|304	10869.4403	ANXA2P2|304	3793.3511
ANXA2P3|305	14.2418	ANXA2P3|305	5.9633
ANXA2|302	30501.8227	ANXA2|302	11508.4394
ANXA3|306	893.6757	ANXA3|306	1926.8428
ANXA4|307	2194.2151	ANXA4|307	1641.6574
ANXA5|308	3480.1889	ANXA5|308	5663.3673
ANXA6|309	5004.0662	ANXA6|309	7006.5096
ANXA7|310	3882.5209999999997	ANXA7|310	3217.0171
ANXA8L2|244	17.8023	ANXA8L2|244	1024.282
ANXA8|653145	19.7444	ANXA8|653145	1191.254
ANXA9|8416	465.773	ANXA9|8416	244.8455
AOAH|313	37.223	AOAH|313	97.1665
lowly_expressed	lowly_expressed	AOC2|314	34.3766
AOC3|8639	690.4058	AOC3|8639	4830.612
AOX1|316	54.0543	AOX1|316	231.165
AP1AR|55435	888.4969	AP1AR|55435	605.7996
AP1B1|162	4095.5013	AP1B1|162	2793.6238
AP1G1|164	3067.1754	AP1G1|164	2613.3222
AP1G2|8906	1359.8178	AP1G2|8906	961.2289999999999
AP1M1|8907	637.3225	AP1M1|8907	866.7811
AP1M2|10053	2759.0337	AP1M2|10053	1296.8392
AP1S1|1174	1094.3563	AP1S1|1174	699.1075
AP1S2|8905	238.2272	AP1S2|8905	289.3947
AP1S3|130340	160.2207	AP1S3|130340	78.9258
AP2A1|160	1359.7951	AP2A1|160	1302.6306
AP2A2|161	1928.1515	AP2A2|161	1490.8214
AP2B1|163	14021.7431	AP2B1|163	6161.1262
AP2M1|1173	5393.7749	AP2M1|1173	4829.9104
AP2S1|1175	1307.9839	AP2S1|1175	791.0123
AP3B1|8546	1847.2319	AP3B1|8546	1255.0962
AP3B2|8120	5.8262	AP3B2|8120	165.5689
AP3D1|8943	3330.3258	AP3D1|8943	2675.4105
AP3M1|26985	2689.1192	AP3M1|26985	1469.4237
AP3M2|10947	624.3754	AP3M2|10947	653.1551
AP3S1|1176	1062.9595	AP3S1|1176	690.6888
AP3S2|10239	2056.3378	AP3S2|10239	1693.5345
AP4B1|10717	280.1338	AP4B1|10717	346.7826
AP4E1|23431	367.3748	AP4E1|23431	358.1479
AP4M1|9179	591.1434	AP4M1|9179	385.2914
AP4S1|11154	55.349	AP4S1|11154	73.3133
APAF1|317	592.0076	APAF1|317	437.7753
APBA1|320	47.9044	APBA1|320	382.3518
lowly_expressed	lowly_expressed	APBA2|321	123.1243
APBA3|9546	117.4952	APBA3|9546	199.2439
APBB1IP|54518	132.3844	APBB1IP|54518	315.3526
APBB1|322	237.2562	APBB1|322	985.3452
APBB2|323	3541.0404	APBB2|323	1708.3059
APBB3|10307	113.2874	APBB3|10307	291.8502
APC2|10297	6.1952	lowly_expressed	lowly_expressed
APCDD1L|164284	28.16	APCDD1L|164284	969.2093
APCDD1|147495	124.6161	APCDD1|147495	1321.0431
APC|324	1197.6096	APC|324	788.5568
APEH|327	3086.2724	APEH|327	1985.0725
APEX1|328	2416.5820000000003	APEX1|328	3612.6986
APEX2|27301	598.4811	APEX2|27301	624.7418
APH1A|51107	9463.3819	APH1A|51107	5179.2888
APH1B|83464	1143.2317	APH1B|83464	761.8974
API5|8539	3301.1948	API5|8539	2991.4646
APIP|51074	501.0022	APIP|51074	337.8657
APITD1|378708	241.9366	APITD1|378708	162.1487
APLF|200558	102.60600000000001	APLF|200558	123.1243
APLNR|187	585.534	APLNR|187	590.3653
APLN|8862	56.6437	APLN|8862	183.4587
APLP1|333	67.9724	APLP1|333	70.8579
APLP2|334	19384.4448	APLP2|334	15947.2284
APOA1BP|128240	3447.1737	APOA1BP|128240	1411.194
APOB48R|55911	67.9724	APOB48R|55911	170.8306
APOBEC3A|200315	5.0169999999999995	lowly_expressed	lowly_expressed
APOBEC3B|9582	135.4594	APOBEC3B|9582	107.6899
APOBEC3C|27350	49.8465	APOBEC3C|27350	419.5347
APOBEC3D|140564	51.7885	APOBEC3D|140564	88.7477
APOBEC3F|200316	147.5973	APOBEC3F|200316	232.5681
APOBEC3G|60489	117.4952	APOBEC3G|60489	285.1854
lowly_expressed	lowly_expressed	APOB|338	26.6594
APOC1|341	558.9924	APOC1|341	405.8542
APOC2|344	80.9196	APOC2|344	20.6961
APOD|347	448.6181	APOD|347	6792.1821
APOE|348	741.2233	APOE|348	1728.3004
APOF|319	21.0391	lowly_expressed	lowly_expressed
APOL1|8542	634.0858	APOL1|8542	600.5379
APOL2|23780	657.0669	APOL2|23780	619.1293
APOL3|80833	282.8948	APOL3|80833	866.4303
APOL4|80832	99.6929	APOL4|80832	206.6103
APOL6|80830	1695.4268	APOL6|80830	1597.8097
APOLD1|81575	1709.9924	APOLD1|81575	3717.2315
APOM|55937	52.1122	APOM|55937	62.4391
APOOL|139322	311.0548	APOOL|139322	151.1868
APOO|79135	268.0056	APOO|79135	174.3384
APPBP2|10513	1691.5427	APPBP2|10513	1489.769
APPL1|26060	3334.5336	APPL1|26060	1949.6436
APPL2|55198	944.8169	APPL2|55198	1237.2063
APP|351	21569.5969	APP|351	37686.9117
APRT|353	932.1934	APRT|353	1794.5981
APTX|54840	616.2834	APTX|54840	613.5168
AQP11|282679	40.1361	AQP11|282679	32.9735
AQP1|358	2368.0303	AQP1|358	9850.3478
AQP3|360	2947.0907	AQP3|360	1088.8258
lowly_expressed	lowly_expressed	AQP4|361	80.6797
lowly_expressed	lowly_expressed	AQP5|362	792.7662
lowly_expressed	lowly_expressed	AQP6|363	7.3664
lowly_expressed	lowly_expressed	AQP7P1|375719	63.8422
AQP7|364	25.5706	AQP7|364	626.145
lowly_expressed	lowly_expressed	AQP9|366	8.7695
lowly_expressed	lowly_expressed	AQPEP|206338	45.9348
AQR|9716	1830.7244	AQR|9716	1256.1485
ARAF|369	1284.3554	ARAF|369	1171.961
ARAP1|116985	1071.3719	ARAP1|116985	2299.3552
ARAP2|116984	213.9513	ARAP2|116984	309.0385
ARAP3|64411	223.9854	ARAP3|64411	430.7597
ARCN1|372	6977.8564	ARCN1|372	4325.4866
ARC|23237	9.7103	ARC|23237	52.2664
AREG|374	207.4778	AREG|374	327.6299
ARF1|375	12410.4726	ARF1|375	7899.2485
ARF3|377	8664.8676	ARF3|377	4516.3118
ARF4|378	7952.4517	ARF4|378	3737.9276
ARF5|381	3309.8855	ARF5|381	2434.3534
ARF6|382	4659.0252	ARF6|382	3951.5536
ARFGAP1|55738	612.0756	ARFGAP1|55738	1014.1093
ARFGAP2|84364	2059.5649	ARFGAP2|84364	2590.8721
ARFGAP3|26286	1763.3993	ARFGAP3|26286	1408.7385
ARFGEF1|10565	3040.9574	ARFGEF1|10565	1596.1119
ARFGEF2|10564	3379.2012	ARFGEF2|10564	2569.8252
ARFIP1|27236	1439.0736	ARFIP1|27236	1208.7930000000001
ARFIP2|23647	2366.4119	ARFIP2|23647	2057.3335
ARFRP1|10139	310.4075	ARFRP1|10139	672.0973
ARG2|384	145.6714	ARG2|384	236.1145
ARGLU1|55082	528.243	ARGLU1|55082	1412.9479
ARHGAP10|79658	67.0014	ARHGAP10|79658	541.6066
ARHGAP11A|9824	289.6921	ARHGAP11A|9824	54.0204
ARHGAP11B|89839	19.097	ARHGAP11B|89839	10.5234
ARHGAP12|94134	1364.9513	ARHGAP12|94134	1124.2547
ARHGAP15|55843	40.4598	ARHGAP15|55843	79.2766
ARHGAP17|55114	678.4297	ARHGAP17|55114	902.21
ARHGAP18|93663	537.3059	ARHGAP18|93663	464.0839
ARHGAP19|84986	453.1496	ARHGAP19|84986	1224.5782
ARHGAP1|392	3647.8542	ARHGAP1|392	3040.9248
ARHGAP20|57569	16.8313	ARHGAP20|57569	246.2486
ARHGAP21|57584	1282.0897	ARHGAP21|57584	1592.5479999999998
ARHGAP22|58504	13.5945	ARHGAP22|58504	67.7008
ARHGAP23|57636	193.5596	ARHGAP23|57636	802.2373
ARHGAP24|83478	77.6828	ARHGAP24|83478	278.5205
ARHGAP25|9938	83.1853	ARHGAP25|9938	411.1159
ARHGAP26|23092	324.002	ARHGAP26|23092	703.6677
ARHGAP27|201176	402.9795	ARHGAP27|201176	533.1879
ARHGAP28|79822	22.9812	ARHGAP28|79822	91.2032
ARHGAP29|9411	4264.785	ARHGAP29|9411	2299.3727
ARHGAP30|257106	104.5481	ARHGAP30|257106	352.8862
ARHGAP31|57514	364.7854	ARHGAP31|57514	882.9169999999999
ARHGAP32|9743	4558.0375	ARHGAP32|9743	1228.4368
ARHGAP33|115703	79.3012	ARHGAP33|115703	151.8884
ARHGAP39|80728	205.5357	ARHGAP39|80728	242.39
ARHGAP42|143872	95.1549	ARHGAP42|143872	138.5131
ARHGAP4|393	84.8037	ARHGAP4|393	283.7822
ARHGAP5|394	2651.8961	ARHGAP5|394	3142.6514
ARHGAP6|395	47.9044	ARHGAP6|395	89.4493
ARHGAP8|23779	348.7018	ARHGAP8|23779	498.3623
ARHGAP9|64333	34.3099	ARHGAP9|64333	102.4282
ARHGDIA|396	5900.3314	ARHGDIA|396	3892.9731
ARHGDIB|397	8058.6181	ARHGDIB|397	3827.0261
lowly_expressed	lowly_expressed	ARHGDIG|398	6.6648
ARHGEF10L|55160	437.2894	ARHGEF10L|55160	1294.3837
ARHGEF10|9639	401.6847	ARHGEF10|9639	848.8912
ARHGEF11|9826	1586.9946	ARHGEF11|9826	1125.307
ARHGEF12|23365	10330.516	ARHGEF12|23365	5308.7272
ARHGEF15|22899	203.9173	ARHGEF15|22899	471.4503
ARHGEF16|27237	397.8006	ARHGEF16|27237	298.5151
ARHGEF17|9828	1222.2092	ARHGEF17|9828	1627.9769
ARHGEF18|23370	516.9142	ARHGEF18|23370	860.8178
ARHGEF19|128272	366.4038	ARHGEF19|128272	598.784
ARHGEF1|9138	598.4811	ARHGEF1|9138	1024.282
ARHGEF2|9181	2044.0283	ARHGEF2|9181	1643.0605
lowly_expressed	lowly_expressed	ARHGEF33|100271715	17.5391
ARHGEF35|445328	846.095	ARHGEF35|445328	1569.7472
ARHGEF37|389337	545.7216	ARHGEF37|389337	2534.7471
ARHGEF38|54848	141.1237	ARHGEF38|54848	48.7586
ARHGEF3|50650	1123.8110000000001	ARHGEF3|50650	1013.057
ARHGEF4|50649	5.5025	ARHGEF4|50649	206.9611
ARHGEF5|7984	682.9612	ARHGEF5|7984	1362.4353
ARHGEF6|9459	1752.7179	ARHGEF6|9459	2396.1884
ARHGEF7|8874	1078.8197	ARHGEF7|8874	1303.1533
ARHGEF9|23229	429.8448	ARHGEF9|23229	854.1529
ARID1A|8289	3902.2653	ARID1A|8289	2746.2683
ARID1B|57492	1718.0843	ARID1B|57492	2062.5952
ARID2|196528	1610.9468	ARID2|196528	850.9959
ARID3A|1820	65.0593	ARID3A|1820	18.2406
ARID3B|10620	76.3881	ARID3B|10620	92.2555
ARID4A|5926	384.2061	ARID4A|5926	673.1497
ARID4B|51742	1097.9361	ARID4B|51742	1194.4987
ARID5A|10865	636.6752	ARID5A|10865	1708.6567
ARID5B|84159	1657.8802	ARID5B|84159	4464.3961
ARIH1|25820	2756.4442	ARIH1|25820	2134.5054
ARIH2|10425	894.2972	ARIH2|10425	1746.1903
ARL10|285598	8.7393	ARL10|285598	43.4969
ARL11|115761	14.5655	ARL11|115761	41.743
ARL13B|200894	191.9412	ARL13B|200894	347.6245
ARL15|54622	377.0852	ARL15|54622	487.9371
ARL16|339231	232.7247	ARL16|339231	461.6285
ARL17A|51326	106.2215	ARL17A|51326	80.3605
ARL1|400	3584.737	ARL1|400	2442.1408
ARL2BP|23568	1304.0998	ARL2BP|23568	1409.4401
ARL2|402	731.1892	ARL2|402	1098.6476
ARL3|403	1326.4336	ARL3|403	652.4536
ARL4A|10124	289.3684	ARL4A|10124	1299.9962
ARL4C|10123	160.8681	ARL4C|10123	1957.7115
ARL4D|379	44.6676	ARL4D|379	218.1861
ARL5A|26225	919.57	ARL5A|26225	892.3881
ARL5B|221079	391.9744	ARL5B|221079	122.7735
ARL6IP1|23204	6610.1578	ARL6IP1|23204	4379.1562
ARL6IP4|51329	1129.3135	ARL6IP4|51329	2138.364
ARL6IP5|10550	7801.9413	ARL6IP5|10550	6040.4574
ARL6IP6|151188	346.0121	ARL6IP6|151188	289.7455
ARL6|84100	82.8616	ARL6|84100	103.8313
ARL8A|127829	1596.3813	ARL8A|127829	1127.4117
ARL8B|55207	3243.9037	ARL8B|55207	2374.7907
lowly_expressed	lowly_expressed	ARL9|132946	19.9945
ARMC10|83787	1168.1938	ARMC10|83787	791.1596
ARMC1|55156	779.0936	ARMC1|55156	735.5888
ARMC2|84071	51.4648	ARMC2|84071	51.2141
ARMC3|219681	60.5278	lowly_expressed	lowly_expressed
ARMC5|79798	152.7761	ARMC5|79798	253.9658
ARMC6|93436	622.1097	ARMC6|93436	641.9301
ARMC7|79637	247.9376	ARMC7|79637	392.5245
ARMC8|25852	718.5658	ARMC8|25852	711.3849
ARMC9|80210	253.7638	ARMC9|80210	238.5314
ARMCX1|51309	1373.0433	ARMCX1|51309	825.0381
ARMCX2|9823	1049.6887	ARMCX2|9823	1157.5789
ARMCX3|51566	2181.2679	ARMCX3|51566	2022.6061
ARMCX5|64860	448.6181	ARMCX5|64860	478.466
ARMCX6|54470	285.8079	ARMCX6|54470	341.6612
ARNT2|9915	5173.3499	ARNT2|9915	429.7073
ARNTL2|56938	27.189	ARNTL2|56938	16.8375
ARNTL|406	164.1049	ARNTL|406	224.8509
ARNT|405	1599.9417	ARNT|405	1564.4855
ARPC1A|10552	2763.1314	ARPC1A|10552	2057.2318
ARPC1B|10095	1703.6288	ARPC1B|10095	899.5055
ARPC2|10109	4812.125	ARPC2|10109	3159.1382
ARPC3|10094	4485.5336	ARPC3|10094	2307.0899
ARPC4|10093	3710.5539	ARPC4|10093	2975.5146
ARPC5L|81873	750.2863	ARPC5L|81873	550.727
ARPC5|10092	4481.6495	ARPC5|10092	2955.6849
ARPM1|84517	36.5756	ARPM1|84517	31.2196
ARPP19|10776	6809.5437	ARPP19|10776	4005.5739
ARRB1|408	582.6209	ARRB1|408	1085.6687
ARRB2|409	293.5762	ARRB2|409	522.3136
ARRDC1|92714	582.6209	ARRDC1|92714	678.0606
ARRDC2|27106	375.1431	ARRDC2|27106	2127.8406
ARRDC3|57561	1462.0548	ARRDC3|57561	8873.018
ARRDC4|91947	541.1901	ARRDC4|91947	559.4965
ARSA|410	2423.3793	ARSA|410	694.1966
ARSB|411	230.1353	ARSB|411	150.836
ARSD|414	5068.1545	ARSD|414	3237.0117
ARSE|415	6.1499	ARSE|415	67.35
ARSG|22901	547.6636	ARSG|22901	363.4096
ARSH|347527	18.7733	ARSH|347527	9.1203
ARSI|340075	8.7393	ARSI|340075	32.6227
ARSJ|79642	184.1729	ARSJ|79642	153.2915
ARSK|153642	162.8102	ARSK|153642	215.7306
lowly_expressed	lowly_expressed	ART3|419	8.7695
lowly_expressed	lowly_expressed	ART4|420	12.6281
ART5|116969	42.0782	ART5|116969	35.0781
ARTN|9048	7.7683	ARTN|9048	5.2617
ARV1|64801	755.7888	ARV1|64801	411.1159
ARVCF|421	185.7913	ARVCF|421	607.9043
AR|367	1677.6245	AR|367	427.9534
AS3MT|57412	385.1772	AS3MT|57412	309.3893
ASAH1|427	9349.4471	ASAH1|427	4370.7375
ASAH2B|653308	7.7683	lowly_expressed	lowly_expressed
ASAH2|56624	26.8653	lowly_expressed	lowly_expressed
ASAM|79827	52.7596	ASAM|79827	511.4394
ASAP1|50807	992.7213	ASAP1|50807	558.0934
ASAP2|8853	707.237	ASAP2|8853	473.9058
ASAP3|55616	2016.5157	ASAP3|55616	1017.6171
lowly_expressed	lowly_expressed	ASB12|142689	10.5234
ASB13|79754	702.3819	ASB13|79754	883.2678
ASB14|142686	17.8023	ASB14|142686	16.4867
ASB16|92591	22.0036	ASB16|92591	13.6805
ASB1|51665	273.3172	ASB1|51665	654.5162
ASB2|51676	6.7972	ASB2|51676	47.3555
ASB3|51130	326.2677	ASB3|51130	419.5347
lowly_expressed	lowly_expressed	ASB5|140458	30.1672
ASB6|140459	570.1399	ASB6|140459	1040.9089999999999
ASB7|140460	443.7629	ASB7|140460	464.0839
ASB8|140461	896.2652	ASB8|140461	972.3663
ASB9|140462	13.2708	ASB9|140462	56.4758
ASCC1|51008	628.9069	ASCC1|51008	463.3824
ASCC2|84164	949.6721	ASCC2|84164	1132.3227
ASCC3|10973	1750.7758	ASCC3|10973	1025.6851
lowly_expressed	lowly_expressed	ASCL2|430	16.4867
ASF1A|25842	705.295	ASF1A|25842	498.4605
ASF1B|55723	356.6935	ASF1B|55723	69.8055
lowly_expressed	lowly_expressed	ASGR1|432	8.4188
ASH1L|55870	3757.8207	ASH1L|55870	2444.8348
ASH2L|9070	1344.5596	ASH2L|9070	1291.2267
ASL|435	941.2564	ASL|435	529.3293
ASMTL|8623	369.3169	ASMTL|8623	892.3881
ASNA1|439	2016.192	ASNA1|439	1069.182
ASNSD1|54529	910.8307	ASNSD1|54529	1345.5978
ASNS|440	246.3192	ASNS|440	424.7964
ASPA|443	7.1209	ASPA|443	32.9735
lowly_expressed	lowly_expressed	ASPG|374569	10.1727
lowly_expressed	lowly_expressed	ASPHD1|253982	42.4446
ASPHD2|57168	53.7306	ASPHD2|57168	34.3766
ASPH|444	5383.8638	ASPH|444	6630.8577
ASPM|259266	436.9657	ASPM|259266	29.1149
ASPN|54829	200.6805	ASPN|54829	94.711
ASPRV1|151516	14.4781	ASPRV1|151516	99.0046
ASPSCR1|79058	232.7247	ASPSCR1|79058	303.7768
ASRGL1|80150	11.9761	ASRGL1|80150	109.4438
ASS1|445	204.24099999999999	ASS1|445	2657.1698
ASTE1|28990	229.0056	ASTE1|28990	261.0691
ASTL|431705	26.8653	lowly_expressed	lowly_expressed
ASTN1|460	5.1789	ASTN1|460	34.7274
ASTN2|23245	378.0562	ASTN2|23245	385.1581
ASXL1|171023	865.5157	ASXL1|171023	1894.2201
ASXL2|55252	1011.1709	ASXL2|55252	617.0247
ASXL3|80816	5.1789	ASXL3|80816	25.2563
ATAD1|84896	1542.6507	ATAD1|84896	1327.7079999999999
ATAD2B|54454	429.8448	ATAD2B|54454	320.9651
ATAD2|29028	947.73	ATAD2|29028	395.6815
ATAD3A|55210	217.5118	ATAD3A|55210	408.6604
ATAD3B|83858	48.2281	ATAD3B|83858	227.3064
ATAD3C|219293	326.5914	ATAD3C|219293	142.4173
ATAD5|79915	40.1361	ATAD5|79915	57.8789
ATE1|11101	358.9592	ATE1|11101	323.7713
ATF1|466	417.2213	ATF1|466	623.3387
ATF2|1386	746.7258	ATF2|1386	552.4809
ATF3|467	283.5422	ATF3|467	1456.7956
ATF4|468	2325.6284	ATF4|468	6267.4130000000005
ATF5|22809	644.7671	ATF5|22809	723.3114
ATF6B|1388	2214.8528	ATF6B|1388	2013.135
ATF6|22926	3381.1433	ATF6|22926	1699.1856
ATF7IP2|80063	52.7596	ATF7IP2|80063	87.3446
ATF7IP|55729	1141.2896	ATF7IP|55729	1107.0664
ATF7|11016	2730.0483	ATF7|11016	2611.9541
ATG10|83734	149.5394	ATG10|83734	123.8259
ATG12|9140	722.7736	ATG12|9140	513.1933
ATG16L1|55054	953.5562	ATG16L1|55054	848.1897
ATG16L2|89849	101.6965	ATG16L2|89849	238.5139
ATG2A|23130	658.6853	ATG2A|23130	821.5303
ATG2B|55102	1287.5922	ATG2B|55102	1080.7578
ATG3|64422	870.6946	ATG3|64422	783.2951
ATG4A|115201	496.8462	ATG4A|115201	283.0807
ATG4B|23192	672.2798	ATG4B|23192	869.5873
ATG4C|84938	83.509	ATG4C|84938	140.3126
ATG4D|84971	221.8718	ATG4D|84971	239.3803
ATG5|9474	875.8734	ATG5|9474	920.8014
ATG7|10533	855.6435	ATG7|10533	787.0484
