gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
SYNJ1|8867	301.6682	SYNJ1|8867	309.7401
SYNJ2BP|55333	1230.6248	SYNJ2BP|55333	1025.3343
SYNJ2|8871	1803.8591	SYNJ2|8871	720.8560000000001
SYNM|23336	986.5714	SYNM|23336	11886.5818
lowly_expressed	lowly_expressed	SYNPO2L|79933	19.9945
SYNPO2|171024	4407.8508	SYNPO2|171024	4157.4623
SYNPO|11346	2278.0477	SYNPO|11346	2940.9521
SYNRG|11276	963.5902	SYNRG|11276	1098.9984
SYPL1|6856	7919.1128	SYPL1|6856	3685.6612
SYPL2|284612	11.9761	SYPL2|284612	24.2039
SYP|6855	28.4837	SYP|6855	65.2454
SYS1-DBNDD2|767557	22.9876	SYS1-DBNDD2|767557	15.3186
SYS1|90196	1341.0121	SYS1|90196	1347.4043
SYT11|23208	223.0143	SYT11|23208	181.0033
SYT12|91683	197.7674	SYT12|91683	461.6285
lowly_expressed	lowly_expressed	SYT13|57586	68.0516
SYT15|83849	16.1839	SYT15|83849	139.9618
SYT17|51760	465.773	SYT17|51760	137.8571
SYT1|6857	9.062999999999999	SYT1|6857	108.3915
lowly_expressed	lowly_expressed	SYT2|127833	9.8219
lowly_expressed	lowly_expressed	SYT3|84258	8.068
SYT6|148281	9.7103	SYT6|148281	11.225
SYT7|9066	2916.0176	SYT7|9066	1968.9365
lowly_expressed	lowly_expressed	SYT8|90019	286.9393
SYT9|143425	164.1049	SYT9|143425	62.7899
SYTL1|84958	673.5745	SYTL1|84958	653.1551
SYTL2|54843	2912.1335	SYTL2|54843	993.7639999999999
SYTL3|94120	217.8355	SYTL3|94120	220.2908
SYTL4|94121	632.7909999999999	SYTL4|94121	466.1886
SYTL5|94122	17.8023	SYTL5|94122	205.2072
SYVN1|84447	1799.0039	SYVN1|84447	1330.865
TAB1|10454	390.2427	TAB1|10454	1075.5697
TAB2|23118	2244.3852	TAB2|23118	2603.1495
TAB3|257397	1070.0804	TAB3|257397	697.0028
lowly_expressed	lowly_expressed	TAC1|6863	14.0313
TACC1|6867	649.2986	TACC1|6867	2813.9692
TACC2|10579	1690.8953	TACC2|10579	1594.3019
TACC3|10460	433.0815	TACC3|10460	163.1134
TACO1|51204	350.2199	TACO1|51204	376.7393
TACR1|6869	11.6524	TACR1|6869	203.804
TACR2|6865	35.9283	TACR2|6865	22.8008
TACSTD2|4070	14080.6525	TACSTD2|4070	10087.4235
TADA1|117143	387.1192	TADA1|117143	388.6659
TADA2A|6871	128.1766	TADA2A|6871	202.7517
TADA2B|93624	1282.0897	TADA2B|93624	1310.5197
TADA3|10474	1720.609	TADA3|10474	1840.7399
TAF10|6881	616.9308	TAF10|6881	534.2402
TAF11|6882	439.2314	TAF11|6882	503.0207
TAF12|6883	388.4139	TAF12|6883	382.3518
TAF13|6884	230.7826	TAF13|6884	134.7001
TAF15|8148	1787.6751	TAF15|8148	2489.1455
TAF1A|9015	77.6828	TAF1A|9015	132.2446
TAF1B|9014	331.4466	TAF1B|9014	246.9502
TAF1C|9013	160.2207	TAF1C|9013	689.6364
TAF1D|79101	295.3241	TAF1D|79101	819.3835
TAF1L|138474	30.4258	TAF1L|138474	30.8688
TAF1|6872	1061.6648	TAF1|6872	1278.5986
TAF2|6873	918.5989999999999	TAF2|6873	715.5943
TAF3|83860	197.7674	TAF3|83860	246.2486
TAF4B|6875	11.3287	TAF4B|6875	350.7815
TAF4|6874	404.5978	TAF4|6874	373.5823
TAF5L|27097	799.4854	TAF5L|27097	734.5365
TAF5|6877	66.6777	TAF5|6877	88.7477
TAF6L|10629	131.0897	TAF6L|10629	266.9447
TAF6|6878	769.7069	TAF6|6878	1053.7687
TAF7|6879	2677.1431	TAF7|6879	3633.3947
TAF8|129685	296.813	TAF8|129685	521.2613
TAF9B|51616	1013.113	TAF9B|51616	856.6084
TAF9|6880	1402.1743	TAF9|6880	1128.3799
TAGAP|117289	26.8653	TAGAP|117289	279.2221
TAGLN2|8407	20541.5947	TAGLN2|8407	7532.3311
TAGLN|6876	2695.7384	TAGLN|6876	26918.3653
TAL1|6886	43.6966	TAL1|6886	91.554
TALDO1|6888	3098.5722	TALDO1|6888	2544.9198
TANC1|85461	773.5911	TANC1|85461	1165.9977
TANC2|26115	2782.9859	TANC2|26115	459.173
TANK|10010	758.7019	TANK|10010	1969.9889
TAOK1|57551	843.8293	TAOK1|57551	316.0541
TAOK2|9344	1207.32	TAOK2|9344	1052.3445
TAOK3|51347	837.0319999999999	TAOK3|51347	1061.114
TAP1|6890	1487.3017	TAP1|6890	1032.3499
TAP2|6891	486.1162	TAP2|6891	1038.3273
TAPBPL|55080	830.5585	TAPBPL|55080	694.5754
TAPBP|6892	5282.4295	TAPBP|6892	3546.7517
TAPT1|202018	1356.8593	TAPT1|202018	922.5553
TARBP1|6894	1372.0722	TARBP1|6894	621.234
TARBP2|6895	353.13300000000004	TARBP2|6895	347.2737
TARDBP|23435	3432.9318	TARDBP|23435	3544.9978
lowly_expressed	lowly_expressed	TARP|445347	16.4867
TARS2|80222	956.4693	TARS2|80222	580.1926
TARSL2|123283	122.9977	TARSL2|123283	385.1581
TARS|6897	2041.1152	TARS|6897	1456.094
TAS1R3|83756	19.4207	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TAS2R14|50840	8.3521
TAS2R20|259295	6.1499	TAS2R20|259295	24.5547
lowly_expressed	lowly_expressed	TAS2R5|54429	14.382
TASP1|55617	161.5155	TASP1|55617	356.0432
TATDN1|83940	483.899	TATDN1|83940	558.0934
TATDN2|9797	1445.2235	TATDN2|9797	1642.0082
TATDN3|128387	361.225	TATDN3|128387	284.4838
TAT|6898	7651.1072	TAT|6898	365.8651
TAX1BP1|8887	3218.3331	TAX1BP1|8887	3092.1389
TAX1BP3|30851	1419.8795	TAX1BP3|30851	1661.0521
TAZ|6901	177.05200000000002	TAZ|6901	276.4158
TBC1D10A|83874	457.8721	TBC1D10A|83874	868.2017
TBC1D10B|26000	963.2666	TBC1D10B|26000	1202.1282
TBC1D10C|374403	12.2998	TBC1D10C|374403	84.8891
TBC1D12|23232	385.1772	TBC1D12|23232	409.0112
TBC1D13|54662	1028.3259	TBC1D13|54662	1313.6767
TBC1D14|57533	1680.5376	TBC1D14|57533	2294.4618
TBC1D15|64786	1169.1259	TBC1D15|64786	1365.2416
TBC1D16|125058	755.4651	TBC1D16|125058	459.5238
TBC1D17|79735	728.1337	TBC1D17|79735	1151.2894
TBC1D19|55296	275.4502	TBC1D19|55296	122.7735
TBC1D1|23216	1101.4772	TBC1D1|23216	1117.5899
TBC1D20|128637	1385.0194	TBC1D20|128637	1256.4993
TBC1D22A|25771	279.3344	TBC1D22A|25771	325.5252
TBC1D22B|55633	335.2433	TBC1D22B|55633	502.1367
TBC1D23|55773	1008.5815	TBC1D23|55773	997.2718
TBC1D24|57465	363.6331	TBC1D24|57465	332.1655
TBC1D25|4943	467.3914	TBC1D25|4943	625.0926
TBC1D2B|23102	815.3456	TBC1D2B|23102	971.314
TBC1D2|55357	437.61300000000006	TBC1D2|55357	372.1792
TBC1D3B|414059	29.4547	TBC1D3B|414059	104.8837
lowly_expressed	lowly_expressed	TBC1D3C|414060	12.6281
TBC1D3G|654341	15.2129	TBC1D3G|654341	11.5758
lowly_expressed	lowly_expressed	TBC1D3H|729877	7.3664
TBC1D3|729873	195.97099999999998	TBC1D3|729873	289.6789
TBC1D4|9882	825.7033	TBC1D4|9882	2072.7679
TBC1D5|9779	1745.5970000000002	TBC1D5|9779	1596.7574
TBC1D7|51256	362.4193	TBC1D7|51256	253.2713
TBC1D8B|54885	332.0939	TBC1D8B|54885	287.6408
TBC1D8|11138	2106.8219	TBC1D8|11138	766.1068
TBC1D9B|23061	3304.7552	TBC1D9B|23061	3493.4329
TBC1D9|23158	25572.2025	TBC1D9|23158	5955.2175
TBCA|6902	1822.3087	TBCA|6902	1056.9047
TBCB|1155	1196.8004	TBCB|1155	750.5566
TBCCD1|55171	278.0396	TBCCD1|55171	319.9127
TBCC|6903	392.6218	TBCC|6903	372.8807
TBCD|6904	1562.6572	TBCD|6904	1386.5410000000002
TBCEL|219899	569.9975	TBCEL|219899	363.0588
TBCE|6905	598.4132	TBCE|6905	378.0583
TBCK|93627	1102.4482	TBCK|93627	653.8567
TBK1|29110	761.615	TBK1|29110	642.9825
TBKBP1|9755	153.4235	TBKBP1|9755	335.3471
TBL1XR1|79718	4101.9748	TBL1XR1|79718	2820.9848
TBL1X|6907	1176.2469	TBL1X|6907	1059.0093
TBL2|26608	1076.8776	TBL2|26608	955.178
TBL3|10607	551.5478	TBL3|10607	930.2725
TBPL1|9519	188.3808	TBPL1|9519	231.5158
TBP|6908	157.955	TBP|6908	269.751
TBRG1|84897	414.6772	TBRG1|84897	815.9178
TBRG4|9238	675.8402	TBRG4|9238	1224.9289999999999
TBX15|6913	63.7646	TBX15|6913	135.0509
TBX18|9096	22.0101	TBX18|9096	71.2086
TBX19|9095	17.1744	TBX19|9095	141.7438
lowly_expressed	lowly_expressed	TBX1|6899	5.9633
lowly_expressed	lowly_expressed	TBX21|30009	11.9266
lowly_expressed	lowly_expressed	TBX22|50945	12.2774
TBX2|6909	180.2888	TBX2|6909	110.1454
TBX3|6926	739.6049	TBX3|6926	3708.8128
TBX5|6910	9.7103	TBX5|6910	12.6281
TBX6|6911	21.0391	TBX6|6911	39.2875
TBXA2R|6915	46.9334	TBXA2R|6915	24.5547
TBXAS1|6916	122.0267	TBXAS1|6916	171.5322
TC2N|123036	7065.5732	TC2N|123036	2929.0255
lowly_expressed	lowly_expressed	TCAP|8557	7.0156
TCEA1|6917	1905.1704	TCEA1|6917	1677.4371
TCEA2|6919	246.6428	TCEA2|6919	481.2722
TCEA3|6920	2187.0941	TCEA3|6920	1192.3063
TCEAL1|9338	514.3248	TCEAL1|9338	560.1981
lowly_expressed	lowly_expressed	TCEAL2|140597	68.4024
TCEAL3|85012	415.9266	TCEAL3|85012	690.3380000000001
TCEAL4|79921	1454.9339	TCEAL4|79921	2538.9565
TCEAL5|340543	7.1209	TCEAL5|340543	77.5227
TCEAL6|158931	16.8313	TCEAL6|158931	35.0781
TCEAL7|56849	19.4207	TCEAL7|56849	204.5056
TCEAL8|90843	896.2652	TCEAL8|90843	1030.596
TCEANC|170082	65.0593	TCEANC|170082	97.5173
TCEB1|6921	602.0416	TCEB1|6921	416.0269
TCEB2|6923	1184.0151	TCEB2|6923	1184.5891
TCEB3|6924	1439.3164	TCEB3|6924	1294.6152
TCERG1|10915	493.2857	TCERG1|10915	886.4248
TCF12|6938	2076.0725	TCF12|6938	1871.4193
lowly_expressed	lowly_expressed	TCF15|6939	10.5234
TCF19|6941	449.2655	TCF19|6941	445.8433
TCF20|6942	1180.7784	TCF20|6942	1197.2173
TCF25|22980	1113.4533	TCF25|22980	2323.9274
TCF3|6929	757.7309	TCF3|6929	1067.7789
TCF4|6925	793.0118	TCF4|6925	1115.4852
TCF7L1|83439	483.2517	TCF7L1|83439	1335.7759
TCF7L2|6934	328.5335	TCF7L2|6934	1136.8828
TCF7|6932	82.8616	TCF7|6932	740.1489999999999
TCFL5|10732	206.8304	TCFL5|10732	338.8549
TCHP|84260	267.0346	TCHP|84260	402.3604
TCIRG1|10312	912.7727	TCIRG1|10312	484.4292
lowly_expressed	lowly_expressed	TCL1A|8115	13.3297
TCN1|6947	43.3729	TCN1|6947	82.0829
TCN2|6948	371.9063	TCN2|6948	631.7575
TCOF1|6949	566.7607	TCOF1|6949	1096.5430000000001
lowly_expressed	lowly_expressed	TCP10L|140290	17.8758
TCP11L1|55346	137.2784	TCP11L1|55346	143.5784
TCP11L2|255394	137.5633	TCP11L2|255394	193.6314
TCP1|6950	4279.6321	TCP1|6950	3973.2178
TCTA|6988	2144.3686	TCTA|6988	927.1155
TCTE3|6991	14.8892	TCTE3|6991	30.8688
lowly_expressed	lowly_expressed	TCTEX1D1|200132	7.7172
TCTEX1D2|255758	199.0621	TCTEX1D2|255758	100.6743
TCTN1|79600	1156.1788	TCTN1|79600	602.9934
TCTN2|79867	922.4831	TCTN2|79867	671.045
TCTN3|26123	1844.3188	TCTN3|26123	1361.7338
lowly_expressed	lowly_expressed	TDGF1|6997	11.9266
TDG|6996	422.4002	TDG|6996	312.1955
TDO2|6999	150.5104	lowly_expressed	lowly_expressed
TDP1|55775	366.4038	TDP1|55775	523.0152
TDP2|51567	1075.2592	TDP2|51567	801.1849
lowly_expressed	lowly_expressed	TDRD10|126668	23.5024
TDRD12|91646	10.7461	TDRD12|91646	79.5081
TDRD1|56165	14.5655	TDRD1|56165	5.6125
TDRD3|81550	384.2061	TDRD3|81550	418.8331
TDRD5|163589	483.899	TDRD5|163589	263.0861
lowly_expressed	lowly_expressed	TDRD6|221400	19.293
TDRD7|23424	990.4555	TDRD7|23424	424.4456
TDRD9|122402	763.8807	TDRD9|122402	43.8477
TDRKH|11022	418.1923	TDRKH|11022	338.1534
TEAD1|7003	1742.6839	TEAD1|7003	1792.4935
TEAD2|8463	374.8194	TEAD2|8463	1019.0202
TEAD3|7005	434.6999	TEAD3|7005	1100.4016
TEAD4|7004	140.1527	TEAD4|7004	133.297
TECPR1|25851	138.5343	TECPR1|25851	252.5627
TECPR2|9895	926.6909	TECPR2|9895	1117.9406
TECR|9524	2022.9892	TECR|9524	2018.3967
TECTA|7007	30.1021	TECTA|7007	15.7852
TEC|7006	14.2418	TEC|7006	61.036
TEF|7008	508.4986	TEF|7008	1613.9457
lowly_expressed	lowly_expressed	TEKT2|27285	49.1094
TEKT3|64518	28.4837	TEKT3|64518	11.225
TEKT5|146279	5.5025	lowly_expressed	lowly_expressed
TEK|7010	207.8015	TEK|7010	433.2151
TELO2|9894	292.6052	TELO2|9894	506.5285
TENC1|23371	1218.9724	TENC1|23371	2736.0957
TEP1|7011	711.4449	TEP1|7011	644.0348
lowly_expressed	lowly_expressed	TEPP|374739	12.6281
TERF1|7013	557.6977	TERF1|7013	615.2707
TERF2IP|54386	742.518	TERF2IP|54386	1766.1813
TERF2|7014	308.4654	TERF2|7014	744.3583
TESC|54997	11.3287	TESC|54997	134.3493
TESK1|7016	560.9345	TESK1|7016	760.4943
TESK2|10420	245.0245	TESK2|10420	538.0988
TES|26136	922.4702	TES|26136	2637.4664
TET1|80312	20.3917	TET1|80312	64.8946
TET2|54790	894.9704	TET2|54790	642.9825
TET3|200424	788.804	TET3|200424	524.0676
TEX10|54881	270.595	TEX10|54881	710.3325
lowly_expressed	lowly_expressed	TEX14|56155	11.225
TEX261|113419	3860.1872	TEX261|113419	2608.762
TEX264|51368	1499.6015	TEX264|51368	1114.4328
TEX2|55852	1347.7964	TEX2|55852	2394.4345
TEX9|374618	123.6451	TEX9|374618	120.3181
TFAM|7019	627.6122	TFAM|7019	702.6153
TFAP2A|7020	3816.4841	lowly_expressed	lowly_expressed
TFAP2B|7021	70.8855	TFAP2B|7021	918.346
TFAP2C|7022	412.0425	TFAP2C|7022	3376.2719
lowly_expressed	lowly_expressed	TFAP2E|339488	21.3977
TFAP4|7023	94.5141	TFAP4|7023	293.2533
TFB1M|51106	215.5697	TFB1M|51106	226.9556
TFB2M|64216	593.626	TFB2M|64216	333.2424
TFCP2L1|29842	111.0217	TFCP2L1|29842	1493.6276
TFCP2|7024	747.3731	TFCP2|7024	842.9279
TFDP1|7027	1567.2502	TFDP1|7027	1321.7447
TFDP2|7029	265.4162	TFDP2|7029	268.3478
lowly_expressed	lowly_expressed	TFDP3|51270	9.4711
TFE3|7030	902.415	TFE3|7030	1389.4455
TFEB|7942	158.2787	TFEB|7942	416.0269
TFEC|22797	52.7596	TFEC|22797	39.9891
TFF1|7031	8.4156	TFF1|7031	37.1828
TFF3|7033	1527.4378	TFF3|7033	197.8408
TFG|10342	1989.6504	TFG|10342	1548.7003
TFIP11|24144	1055.5181	TFIP11|24144	895.7311
lowly_expressed	lowly_expressed	TFPI2|7980	150.4853
TFPI|7035	239.5219	TFPI|7035	767.5099
TFPT|29844	134.7505	TFPT|29844	261.5883
TFR2|7036	19.097	lowly_expressed	lowly_expressed
TFRC|7037	3177.8734	TFRC|7037	904.3147
TF|7018	71.5329	TF|7018	1744.0856
TGDS|23483	143.0658	TGDS|23483	302.7244
TGFA|7039	129.795	TGFA|7039	970.6124
TGFB1I1|7041	227.5458	TGFB1I1|7041	1449.7799
TGFB1|7040	821.8192	TGFB1|7040	377.0901
TGFB2|7042	143.7132	TGFB2|7042	1007.4445
TGFB3|7043	715.329	TGFB3|7043	692.4427
TGFBI|7045	1509.6355	TGFBI|7045	972.3663
TGFBR1|7046	1134.816	TGFBR1|7046	1685.5051
TGFBR2|7048	905.3281	TGFBR2|7048	4679.4252
TGFBR3|7049	2004.5396	TGFBR3|7049	3302.257
TGFBRAP1|9392	364.7854	TGFBRAP1|9392	419.8855
TGIF1|7050	1205.7016	TGIF1|7050	1309.8181
TGIF2|60436	174.4043	TGIF2|60436	1053.4775
lowly_expressed	lowly_expressed	TGM1|7051	57.8789
TGM2|7052	256.0295	TGM2|7052	343.7659
lowly_expressed	lowly_expressed	TGM5|9333	122.072
TGOLN2|10618	9878.0137	TGOLN2|10618	6708.6961
TGS1|96764	419.4871	TGS1|96764	588.2606
TH1L|51497	1839.14	TH1L|51497	1970.6905
THADA|63892	1266.2294	THADA|63892	1354.0166
THAP10|56906	53.7306	THAP10|56906	55.7743
THAP11|57215	374.4958	THAP11|57215	692.0919
THAP1|55145	334.6833	THAP1|55145	263.7877
THAP2|83591	100.9876	THAP2|83591	125.9306
THAP3|90326	166.9274	THAP3|90326	363.8586
THAP4|51078	1142.5843	THAP4|51078	1084.6164
THAP5|168451	613.3703	THAP5|168451	697.7044
THAP6|152815	357.6645	THAP6|152815	337.4518
THAP7|80764	151.4814	THAP7|80764	294.7933
THAP8|199745	111.9927	THAP8|199745	81.7321
THAP9|79725	100.0166	THAP9|79725	190.8251
THBD|7056	1124.782	THBD|7056	443.3878
THBS1|7057	8445.7374	THBS1|7057	5469.0343
THBS2|7058	1311.2207	THBS2|7058	798.0279
THBS3|7059	773.5911	THBS3|7059	516.7011
THBS4|7060	203.9173	THBS4|7060	273.9603
THEM4|117145	333.7123	THEM4|117145	358.8495
THEMIS|387357	598.1575	THEMIS|387357	84.5383
THG1L|54974	150.8341	THG1L|54974	185.9142
THNSL1|79896	306.1997	THNSL1|79896	320.2635
THNSL2|55258	1538.4429	THNSL2|55258	1376.8174
THOC1|9984	414.6319	THOC1|9984	418.8331
THOC2|57187	1319.6363	THOC2|57187	1247.379
THOC3|84321	805.3116	THOC3|84321	829.949
THOC4|10189	602.689	THOC4|10189	651.752
THOC5|8563	358.9592	THOC5|8563	589.6637
THOC6|79228	267.5428	THOC6|79228	396.2603
THOC7|80145	1125.1057	THOC7|80145	857.31
THOP1|7064	309.1128	THOP1|7064	607.5536
lowly_expressed	lowly_expressed	THPO|7066	5.2617
THRAP3|9967	4563.8637	THRAP3|9967	3878.2402
THRA|7067	522.8667	THRA|7067	1426.0881
THRB|7068	319.4705	THRB|7068	1508.3604
THRSP|7069	819.5534	THRSP|7069	759.0912
THSD1P1|374500	48.5971	THSD1P1|374500	229.6987
THSD1|55901	40.1361	THSD1|55901	217.1337
THSD4|79875	4900.8128	THSD4|79875	2088.553
THSD7A|221981	9.3867	THSD7A|221981	31.9211
THSD7B|80731	20.7154	THSD7B|80731	94.711
THTPA|79178	346.3358	THTPA|79178	424.4456
THUMPD1|55623	1624.2176	THUMPD1|55623	2604.9034
THUMPD2|80745	94.5141	THUMPD2|80745	356.0432
THUMPD3|25917	1313.8101	THUMPD3|25917	1002.8843
THY1|7070	1923.62	THY1|7070	685.0763
THYN1|29087	603.66	THYN1|29087	781.5412
TIA1|7072	882.347	TIA1|7072	1475.7378
TIAF1|9220	209.1382	TIAF1|9220	258.526
TIAL1|7073	1467.5573	TIAL1|7073	1279.6509
TIAM1|7074	332.7413	TIAM1|7074	154.6946
TIAM2|26230	25.1627	TIAM2|26230	135.7524
TICAM1|148022	420.7818	TICAM1|148022	551.7793
TICAM2|353376	140.2401	TICAM2|353376	120.7951
TIE1|7075	330.1518	TIE1|7075	558.0934
TIFA|92610	584.8867	TIFA|92610	535.9941
TIGD1|200765	43.3729	TIGD1|200765	135.4017
TIGD2|166815	89.3352	TIGD2|166815	399.8909
TIGD3|220359	6.1499	TIGD3|220359	7.0156
TIGD4|201798	6.4736	TIGD4|201798	15.4344
TIGD5|84948	82.8616	TIGD5|84948	114.3548
TIGD6|81789	207.8015	TIGD6|81789	299.2166
TIGD7|91151	143.8264	TIGD7|91151	395.0571
lowly_expressed	lowly_expressed	TIGIT|201633	15.0836
TIMELESS|8914	746.0784	TIMELESS|8914	338.1534
TIMM10|26519	436.9657	TIMM10|26519	416.7284
TIMM13|26517	679.7244	TIMM13|26517	850.2943
TIMM16|51025	69.8465	TIMM16|51025	128.386
TIMM17A|10440	1535.8534	TIMM17A|10440	771.0177
TIMM17B|10245	583.5919	TIMM17B|10245	533.1879
TIMM22|29928	536.9823	TIMM22|29928	544.7637
TIMM44|10469	281.2764	TIMM44|10469	523.7168
TIMM50|92609	527.9193	TIMM50|92609	617.0247
TIMM8A|1678	80.2722	TIMM8A|1678	122.7735
TIMM8B|26521	653.5064	TIMM8B|26521	385.1581
TIMM9|26520	387.7666	TIMM9|26520	713.8403
TIMP1|7076	8925.1049	TIMP1|7076	2111.3538
TIMP2|7077	2845.7794	TIMP2|7077	6049.5777
TIMP3|7078	8859.3982	TIMP3|7078	18198.5441
TIMP4|7079	51.4648	TIMP4|7079	611.4121
TINAGL1|64129	306.1997	TINAGL1|64129	2582.4534
TINF2|26277	1455.2575	TINF2|26277	1296.8392
TIPARP|25976	1043.8592	TIPARP|25976	2464.24
TIPIN|54962	70.2382	TIPIN|54962	97.5173
TIPRL|261726	1731.0314	TIPRL|261726	1044.2765
TIRAP|114609	265.4162	TIRAP|114609	214.6783
TJAP1|93643	274.4792	TJAP1|93643	595.627
TJP1|7082	2443.4473	TJP1|7082	1892.817
TJP2|9414	1671.7983	TJP2|9414	1733.9129
TJP3|27134	932.1934	TJP3|27134	483.7277
TK1|7083	1131.2556	TK1|7083	225.5525
TK2|7084	730.2182	TK2|7084	1141.7938
TKT|7086	3180.4628	TKT|7086	4779.3979
TLCD1|116238	149.5394	TLCD1|116238	51.9157
TLE1|7088	376.1142	TLE1|7088	932.0264
TLE2|7089	319.7941	TLE2|7089	1131.9719
TLE3|7090	5697.7088	TLE3|7090	2427.7587
TLE4|7091	66.0304	TLE4|7091	907.8225
TLE6|79816	124.9398	TLE6|79816	32.2719
TLK1|9874	2248.9167	TLK1|9874	1591.4957
TLK2|11011	595.8917	TLK2|11011	690.3380000000001
TLL1|7092	28.4837	TLL1|7092	99.9727
TLN1|7094	8227.5782	TLN1|7094	10090.2298
TLN2|83660	529.8613	TLN2|83660	1389.4455
TLR10|81793	18.4497	TLR10|81793	45.6016
TLR1|7096	157.955	TLR1|7096	257.4736
TLR2|7097	157.6313	TLR2|7097	446.1941
TLR3|7098	312.3495	TLR3|7098	242.0392
TLR4|7099	159.5734	TLR4|7099	454.26199999999994
TLR5|7100	309.7601	TLR5|7100	443.037
TLR6|10333	21.6864	TLR6|10333	43.4969
TLR7|51284	120.4083	TLR7|51284	104.1821
TLR8|51311	16.5076	TLR8|51311	20.3453
TLR9|54106	8.9044	TLR9|54106	16.8375
TM2D1|83941	568.0554	TM2D1|83941	291.4994
TM2D2|83877	872.313	TM2D2|83877	885.3725
TM2D3|80213	697.203	TM2D3|80213	806.7974
TM4SF18|116441	155.6893	TM4SF18|116441	998.6749
TM4SF19|116211	5.8262	TM4SF19|116211	6.4544
TM4SF1|4071	3608.0418	TM4SF1|4071	16362.2029
lowly_expressed	lowly_expressed	TM4SF4|7104	6.3141
TM6SF1|53346	150.1867	TM6SF1|53346	152.2392
TM7SF2|7108	268.653	TM7SF2|7108	637.7208
TM7SF3|51768	3373.0514	TM7SF3|51768	1421.7174
TM7SF4|81501	6.7972	TM7SF4|81501	7.0156
TM9SF1|10548	3528.2357	TM9SF1|10548	1690.9808
TM9SF2|9375	9944.6915	TM9SF2|9375	4270.7647
TM9SF3|56889	8392.0068	TM9SF3|56889	5937.6784
TM9SF4|9777	2040.4679	TM9SF4|9777	2204.6617
TMBIM1|64114	3944.3435	TMBIM1|64114	4483.3383
TMBIM4|51643	2401.3951	TMBIM4|51643	1298.2774
TMBIM6|7009	49538.3134	TMBIM6|7009	22636.9824
TMC3|342125	5.1789	lowly_expressed	lowly_expressed
TMC4|147798	4043.0654	TMC4|147798	1348.7549
TMC5|79838	3853.7136	TMC5|79838	1878.7857
TMC6|11322	812.1088	TMC6|11322	459.8745
TMC7|79905	40.7835	TMC7|79905	64.8946
TMC8|147138	37.223	TMC8|147138	144.52200000000002
TMCC1|23023	900.7967	TMCC1|23023	896.2467
TMCC2|9911	9.062999999999999	TMCC2|9911	42.4446
TMCC3|57458	423.0475	TMCC3|57458	670.3434
TMCO1|54499	5241.6461	TMCO1|54499	2065.0507
TMCO3|55002	2748.0286	TMCO3|55002	1228.7876
TMCO4|255104	458.6521	TMCO4|255104	1348.7549
TMCO6|55374	119.76100000000001	TMCO6|55374	300.269
TMCO7|79613	164.7522	TMCO7|79613	578.0879
TMED10P1|286102	73.475	TMED10P1|286102	37.5336
TMED10|10972	21036.4988	TMED10|10972	8817.5945
TMED1|11018	351.3819	TMED1|11018	653.0394
TMED2|10959	14063.4976	TMED2|10959	6223.9161
TMED3|23423	6668.7436	TMED3|23423	2304.2837
TMED4|222068	1649.7882	TMED4|222068	1106.0141
TMED5|50999	3423.2215	TMED5|50999	1415.3998
lowly_expressed	lowly_expressed	TMED6|146456	82.7844
TMED7-TICAM2|100302736	88.0405	TMED7-TICAM2|100302736	33.7732
TMED7|51014	4918.8514	TMED7|51014	2338.4322
TMED8|283578	600.4232	TMED8|283578	437.4245
TMED9|54732	5111.2037	TMED9|54732	2868.3403
TMEFF1|8577	22.1072	TMEFF1|8577	43.766999999999996
TMEM100|55273	19.097	TMEM100|55273	287.29
TMEM101|84336	779.4173	TMEM101|84336	1297.8915
TMEM102|284114	273.5081	TMEM102|284114	210.8197
TMEM104|54868	523.7115	TMEM104|54868	363.0588
lowly_expressed	lowly_expressed	TMEM105|284186	9.8219
TMEM106A|113277	101.3113	TMEM106A|113277	133.9985
TMEM106B|54664	2216.8725	TMEM106B|54664	1745.4887
TMEM106C|79022	2032.3759	TMEM106C|79022	1486.2612
TMEM107|84314	385.1772	TMEM107|84314	222.3955
TMEM108|66000	10.033999999999999	TMEM108|66000	84.5383
TMEM109|79073	2589.4262	TMEM109|79073	3526.4064
TMEM110|375346	437.2246	TMEM110|375346	176.0923
TMEM111|55831	1574.6948	TMEM111|55831	1056.9047
TMEM115|11070	1058.428	TMEM115|11070	1303.1533
TMEM116|89894	460.5942	TMEM116|89894	332.8916
TMEM117|84216	52.7596	TMEM117|84216	143.4696
TMEM119|338773	274.8029	TMEM119|338773	206.2595
TMEM11|8834	304.2576	TMEM11|8834	468.2933
TMEM120A|83862	703.0292	TMEM120A|83862	712.0864
TMEM120B|144404	254.6863	TMEM120B|144404	390.4338
TMEM121|80757	30.1021	TMEM121|80757	40.3399
TMEM123|114908	7934.0019999999995	TMEM123|114908	8060.2572
TMEM125|128218	956.4693	TMEM125|128218	425.8487
TMEM126A|84233	363.4907	TMEM126A|84233	236.0759
TMEM126B|55863	519.8273	TMEM126B|55863	409.7128
TMEM127|55654	3782.1807	TMEM127|55654	2568.7729
TMEM128|85013	450.8838	TMEM128|85013	677.3591
TMEM129|92305	792.6881	TMEM129|92305	1154.7727
TMEM130|222865	6.7972	TMEM130|222865	43.8477
