gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
ST13|6767	2843.5624	ST13|6767	10369.1508
ST14|6768	2995.9973	ST14|6768	23.3969
ST20|400410	54.3763	ST20|400410	24.5754
ST3GAL1|6482	2751.8346	ST3GAL1|6482	2052.4263
ST3GAL2|6483	460.3069	ST3GAL2|6483	636.9151
ST3GAL3|6487	164.44299999999998	ST3GAL3|6487	631.2825
ST3GAL4|6484	682.1214	ST3GAL4|6484	726.1698
ST3GAL5|8869	271.1808	ST3GAL5|8869	335.7886
ST3GAL6|10402	61.7078	ST3GAL6|10402	339.2548
ST5|6764	1600.4003	ST5|6764	477.0364
ST6GAL1|6480	1118.4123	ST6GAL1|6480	717.9376
ST6GAL2|84620	446.9646	lowly_expressed	lowly_expressed
ST6GALNAC1|55808	16.6778	ST6GALNAC1|55808	45.9272
ST6GALNAC2|10610	1274.1828	ST6GALNAC2|10610	168.5442
ST6GALNAC3|256435	25.3502	ST6GALNAC3|256435	336.2218
ST6GALNAC4|27090	147.0981	ST6GALNAC4|27090	188.4749
ST6GALNAC5|81849	62.0414	lowly_expressed	lowly_expressed
ST6GALNAC6|30815	815.2101	ST6GALNAC6|30815	5293.7608
ST7L|54879	180.7872	ST7L|54879	209.2721
ST7OT1|93653	30.2735	ST7OT1|93653	54.2894
ST7|7982	496.6544	ST7|7982	925.7452
ST8SIA1|6489	122.7485	ST8SIA1|6489	54.5927
ST8SIA2|8128	12.008	lowly_expressed	lowly_expressed
ST8SIA4|7903	606.7378	ST8SIA4|7903	233.5355
ST8SIA6|338596	344.2295	lowly_expressed	lowly_expressed
STAB1|23166	862.2415	STAB1|23166	1461.0052
STAC2|342667	158.1054	lowly_expressed	lowly_expressed
STAC3|246329	100.1935	STAC3|246329	8.2322
STAC|6769	18.6791	STAC|6769	65.4246
STAG1|10274	1112.2148	STAG1|10274	1145.2816
STAG2|10735	3094.3963	STAG2|10735	2760.3986
STAG3L1|54441	128.7525	STAG3L1|54441	76.2565
STAG3L2|442582	138.7592	STAG3L2|442582	117.4177
STAG3L3|442578	300.9973	STAG3L3|442578	182.0711
STAG3L4|64940	137.4249	STAG3L4|64940	216.6378
STAG3|10734	26.9079	STAG3|10734	10.8189
STAM2|10254	1249.4997	STAM2|10254	931.9757
STAMBPL1|57559	156.7712	STAMBPL1|57559	203.6395
STAMBP|10617	772.515	STAMBP|10617	737.0017
STAM|8027	612.4083	STAM|8027	594.4541
STAP1|26228	14.0093	lowly_expressed	lowly_expressed
STAP2|55620	916.2775	STAP2|55620	21.6638
STARD10|10809	2158.7725	STARD10|10809	168.9775
STARD13|90627	647.4316	STARD13|90627	950.1733
STARD3NL|83930	440.6271	STARD3NL|83930	656.8458
STARD3|10948	672.4483	STARD3|10948	411.1785
STARD4|134429	22.6818	STARD4|134429	21.2305
STARD5|80765	166.7779	STARD5|80765	55.8925
STARD7|56910	3486.2508	STARD7|56910	3595.4506
STARD8|9754	248.8326	STARD8|9754	593.1542
STAR|6770	43.0287	STAR|6770	7.7989999999999995
STAT1|6772	6844.563	STAT1|6772	4073.6568
STAT2|6773	2569.7131	STAT2|6773	1961.0052
STAT3|6774	6494.3296	STAT3|6774	4611.7851
STAT4|6775	47.0314	STAT4|6775	93.1542
STAT5A|6776	1115.4103	STAT5A|6776	6861.3518
STAT5B|6777	1447.6318	STAT5B|6777	5302.4263
STAT6|6778	4083.3889	STAT6|6778	3216.2045
STAU1|6780	3595.7305	STAU1|6780	2549.3934
STAU2|27067	1142.4283	STAU2|27067	993.5009
STBD1|8987	481.8646	STBD1|8987	8200.3769
STC1|6781	2537.3582	STC1|6781	675.4766
STC2|8614	4812.8753	STC2|8614	161.6118
STEAP1|26872	116.4109	STEAP1|26872	983.9688
STEAP2|261729	534.3562	STEAP2|261729	901.2132
STEAP3|55240	831.2208	STEAP3|55240	450.6066
STEAP4|79689	790.1935	STEAP4|79689	2723.5702
STIL|6491	747.8319	STIL|6491	30.3293
STIM1|6786	979.6531	STIM1|6786	2608.3189
STIM2|57620	408.9393	STIM2|57620	421.1438
STIP1|10963	2640.427	STIP1|10963	2279.0295
STK10|6793	655.7705	STK10|6793	792.8943
STK11IP|114790	842.5617	STK11IP|114790	193.2409
STK11|6794	952.3015	STK11|6794	810.2253
STK16|8576	653.1021	STK16|8576	514.2981
STK17A|9263	346.8979	STK17A|9263	356.1525
STK17B|9262	794.1961	STK17B|9262	1008.2322
STK19|8859	392.5183	STK19|8859	204.4844
STK24|8428	3327.2181	STK24|8428	1946.7071
STK25|10494	1652.7685	STK25|10494	1793.3276
STK31|56164	20.3469	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	STK32A|202374	9.5321
STK32B|55351	822.5484	STK32B|55351	115.6846
STK32C|282974	122.1381	STK32C|282974	113.5182
lowly_expressed	lowly_expressed	STK33|65975	8.2322
STK35|140901	1333.2221	STK35|140901	1179.8094
STK36|27148	915.6104	STK36|27148	284.66200000000003
STK38L|23012	1870.2468	STK38L|23012	1025.5633
STK38|11329	880.9206	STK38|11329	1621.7504
STK39|27347	1483.9893	STK39|27347	1584.4887
STK3|6788	646.7645	STK3|6788	632.149
STK40|83931	888.926	STK40|83931	2940.6412
STK4|6789	1287.1915	STK4|6789	748.2669
STMN1|3925	3856.9046	STMN1|3925	696.2738
STMN2|11075	97.3983	STMN2|11075	39.8614
STMN3|50861	958.9726	STMN3|50861	268.1976
STOML1|9399	147.7652	STOML1|9399	371.7504
STOML2|30968	1281.521	STOML2|30968	1418.5442
STOML3|161003	14.3429	lowly_expressed	lowly_expressed
STOM|2040	4070.7138	STOM|2040	13609.6187
STON1-GTF2A1L|286749	9.7365	STON1-GTF2A1L|286749	49.3891
STON1|11037	396.3075	STON1|11037	1128.1672
STON2|85439	505.0033	STON2|85439	133.8821
STOX1|219736	532.0213	STOX1|219736	784.6619999999999
STOX2|56977	21.3476	STOX2|56977	22.9636
STRA13|201254	408.6057	STRA13|201254	187.6083
STRA6|64220	253.1688	lowly_expressed	lowly_expressed
STRADA|92335	413.2755	STRADA|92335	416.3778
STRADB|55437	279.8532	STRADB|55437	1535.9619
STRAP|11171	2524.016	STRAP|11171	3433.7088
STRBP|55342	1393.2622	STRBP|55342	287.695
STRC|161497	23.3756	lowly_expressed	lowly_expressed
STRN3|29966	553.0354	STRN3|29966	964.4714
STRN4|29888	2087.7252	STRN4|29888	1461.4385
STRN|6801	616.7445	STRN|6801	325.3899
STS|412	1603.0687	STS|412	3442.8076
STT3A|3703	2803.8692	STT3A|3703	2149.4801
STT3B|201595	2003.6691	STT3B|201595	1621.7504
STUB1|10273	1250.4636	STUB1|10273	1601.2738
STX10|8677	304.5364	STX10|8677	216.6378
STX11|8676	107.4049	STX11|8676	1261.2652
STX12|23673	1061.3742	STX12|23673	3395.1473
STX16|8675	1433.9560000000001	STX16|8675	1641.2478
STX17|55014	928.9526	STX17|55014	899.4801
STX18|53407	474.3162	STX18|53407	530.3293
STX19|415117	5.0033	lowly_expressed	lowly_expressed
STX1A|6804	148.4056	STX1A|6804	38.5615
STX1B|112755	152.7685	STX1B|112755	46.3605
STX2|2054	291.1941	STX2|2054	673.7435
STX3|6809	761.8412	STX3|6809	256.9324
STX4|6810	901.2675	STX4|6810	665.078
STX5|6811	860.2402	STX5|6811	909.8787
STX6|10228	1636.1241	STX6|10228	907.3744
STX7|8417	802.2015	STX7|8417	3514.7314
STX8|9482	220.1468	STX8|9482	513.4315
STXBP1|6812	572.048	STXBP1|6812	2505.1993
STXBP2|6813	2331.5544	STXBP2|6813	59.3588
STXBP3|6814	688.459	STXBP3|6814	816.2912
STXBP4|252983	150.1001	STXBP4|252983	79.2894
STXBP5|134957	284.8499	STXBP5|134957	434.5581
STXBP6|29091	9.006	STXBP6|29091	80.156
STYK1|55359	121.4143	lowly_expressed	lowly_expressed
STYXL1|51657	483.6558	STYXL1|51657	206.6724
STYX|6815	387.9253	STYX|6815	775.5633
SUB1|10923	6244.4963	SUB1|10923	5154.6794
SUCLA2|8803	681.8412	SUCLA2|8803	2539.7529999999997
SUCLG1|8802	1103.7358	SUCLG1|8802	5117.4177
SUCLG2|8801	1152.7685	SUCLG2|8801	2185.8752
SUCNR1|56670	10.6738	SUCNR1|56670	42.461000000000006
SUDS3|64426	2478.6524	SUDS3|64426	695.4073
SUFU|51684	890.9273	SUFU|51684	430.6759
SUGT1L1|283507	39.5597	SUGT1L1|283507	14.5494
lowly_expressed	lowly_expressed	SUGT1P1|441394	7.3657
SUGT1|10910	475.6504	SUGT1|10910	630.8492
SULF1|23213	5064.7098	SULF1|23213	1095.3206
SULF2|55959	8846.5644	SULF2|55959	1041.5945
SULT1A1|6817	1088.7258	SULT1A1|6817	2441.5078
SULT1A2|6799	28.3522	SULT1A2|6799	106.1525
SULT1A3|6818	799.056	SULT1A3|6818	698.1196
SULT1C2|6819	12.6751	SULT1C2|6819	27.2964
SULT1C4|27233	17.0113	SULT1C4|27233	38.9948
SULT2B1|6820	284.1895	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SULT4A1|25830	7.3657
SUMF1|285362	911.2742	SUMF1|285362	1025.5633
SUMF2|25870	2128.4189	SUMF2|25870	2607.0191
SUMO1P3|474338	135.7572	SUMO1P3|474338	148.6135
SUMO1|7341	2039.026	SUMO1|7341	1916.8111
SUMO2|6613	2542.6951	SUMO2|6613	2476.6031
SUMO3|6612	2391.2608	SUMO3|6612	1904.2461
SUN1|23353	2911.7345	SUN1|23353	2236.5685
SUN2|25777	2569.3796	SUN2|25777	6941.9411
SUOX|6821	809.8732	SUOX|6821	1529.4627
SUPT16H|11198	3316.8779	SUPT16H|11198	2792.8943
SUPT3H|8464	81.3876	SUPT3H|8464	86.6551
SUPT4H1|6827	1052.9286	SUPT4H1|6827	1126.9064
SUPT5H|6829	3385.9239	SUPT5H|6829	1970.104
SUPT6H|6830	3039.3596	SUPT6H|6830	2867.4177
SUPT7L|9913	948.966	SUPT7L|9913	1110.052
SUPV3L1|6832	484.99	SUPV3L1|6832	558.4922
SURF1|6834	531.6878	SURF1|6834	866.1179
SURF2|6835	139.7598	SURF2|6835	151.6464
SURF4|6836	3941.9613	SURF4|6836	9803.7262
SURF6|6838	495.6638	SURF6|6838	516.8977
SUSD1|64420	165.4436	SUSD1|64420	236.1352
SUSD2|56241	238.1588	SUSD2|56241	109.1854
SUSD3|203328	486.6578	SUSD3|203328	12.565
SUSD4|55061	334.8899	lowly_expressed	lowly_expressed
SUSD5|26032	114.0761	SUSD5|26032	89.2548
SUV39H1|6839	457.6384	SUV39H1|6839	229.2028
SUV39H2|79723	208.1388	SUV39H2|79723	102.25299999999999
SUV420H1|51111	1244.4963	SUV420H1|51111	1139.5147
SUV420H2|84787	251.1674	SUV420H2|84787	65.4246
SUZ12P|440423	224.483	SUZ12P|440423	84.4887
SUZ12|23512	1236.8245	SUZ12|23512	781.6291
SV2A|9900	66.7111	SV2A|9900	5.1993
SV2B|9899	88.7258	SV2B|9899	288.9948
SVEP1|79987	901.3109	SVEP1|79987	4812.539000000001
SVIL|6840	3554.6431	SVIL|6840	2170.3553
SVIP|258010	235.1568	SVIP|258010	138.2149
SVOPL|136306	8.6724	lowly_expressed	lowly_expressed
SWAP70|23075	1746.1641	SWAP70|23075	1861.7851
SYAP1|94056	1065.0434	SYAP1|94056	1378.2496
SYBU|55638	473.8659	SYBU|55638	1186.3085
lowly_expressed	lowly_expressed	SYCE1|93426	58.7088
SYCE2|256126	42.6951	lowly_expressed	lowly_expressed
SYCP1|6847	12.6751	lowly_expressed	lowly_expressed
SYCP2|10388	1686.7912	SYCP2|10388	29.4627
SYDE1|85360	277.5183	SYDE1|85360	667.6776
SYDE2|84144	198.1321	SYDE2|84144	131.7158
SYF2|25949	950.6338	SYF2|25949	1333.1889
SYK|6850	517.3449	SYK|6850	224.4367
SYMPK|8189	2490.6604	SYMPK|8189	1061.5251
SYN1|6853	23.3489	lowly_expressed	lowly_expressed
SYN2|6854	32.0213	SYN2|6854	711.0052
lowly_expressed	lowly_expressed	SYN3|8224	19.0641
SYNCRIP|10492	3266.1775	SYNCRIP|10492	4044.6274
SYNC|81493	130.5704	SYNC|81493	582.8899
SYNE1|23345	1032.0213	SYNE1|23345	2932.409
SYNE2|23224	4099.066	SYNE2|23224	2866.1179
SYNGAP1|8831	790.1935	SYNGAP1|8831	132.5823
SYNGR1|9145	447.6017	SYNGR1|9145	273.0589
SYNGR2|9144	3166.1107	SYNGR2|9144	1935.8752
SYNGR3|9143	51.034	lowly_expressed	lowly_expressed
SYNGR4|23546	5.0033	lowly_expressed	lowly_expressed
SYNJ1|8867	379.5864	SYNJ1|8867	313.6915
SYNJ2BP|55333	1136.7578	SYNJ2BP|55333	1737.435
SYNJ2|8871	733.8225	SYNJ2|8871	100.5199
SYNM|23336	781.5210000000001	SYNM|23336	5088.3882
SYNPO2|171024	698.1321	SYNPO2|171024	3441.0745
SYNPO|11346	1371.2475	SYNPO|11346	15107.4523
SYNRG|11276	1125.4169	SYNRG|11276	1307.6256
SYPL1|6856	2693.4623	SYPL1|6856	3096.1872
SYPL2|284612	8.0053	SYPL2|284612	101.3865
SYP|6855	42.3616	SYP|6855	59.792
SYS1-DBNDD2|767557	28.6258	lowly_expressed	lowly_expressed
SYS1|90196	753.1054	SYS1|90196	901.7158
SYT11|23208	346.5644	SYT11|23208	573.6568
SYT12|91683	423.9493	SYT12|91683	23.8302
SYT13|57586	560.7071	lowly_expressed	lowly_expressed
SYT15|83849	50.3669	SYT15|83849	190.208
SYT17|51760	441.9613	SYT17|51760	137.7816
SYT1|6857	2449.6331	SYT1|6857	28.1629
SYT2|127833	19.0127	SYT2|127833	15.5979
SYT3|84258	17.0113	lowly_expressed	lowly_expressed
SYT5|6861	56.0374	lowly_expressed	lowly_expressed
SYT6|148281	7.0047	lowly_expressed	lowly_expressed
SYT7|9066	1152.7685	SYT7|9066	191.5078
SYT8|90019	33.6891	lowly_expressed	lowly_expressed
SYT9|143425	940.9606	lowly_expressed	lowly_expressed
SYTL1|84958	513.3422	SYTL1|84958	7.3657
SYTL2|54843	4118.7458	SYTL2|54843	288.5615
SYTL3|94120	101.7345	SYTL3|94120	259.5321
SYTL4|94121	882.9219	SYTL4|94121	702.773
SYTL5|94122	205.8039	lowly_expressed	lowly_expressed
SYVN1|84447	1070.0467	SYVN1|84447	2058.4922
TAB1|10454	549.3963	TAB1|10454	410.6499
TAB2|23118	1981.6544	TAB2|23118	2612.2184
TAB3|257397	1311.8746	TAB3|257397	761.2652
TAC1|6863	7.0047	lowly_expressed	lowly_expressed
TACC1|6867	3704.8032	TACC1|6867	10004.766
TACC2|10579	1016.3442	TACC2|10579	1541.1612
TACC3|10460	1035.6905	TACC3|10460	173.3102
TACO1|51204	273.5157	TACO1|51204	529.4627
TACR1|6869	36.3576	TACR1|6869	282.9289
TACR2|6865	13.3422	TACR2|6865	22.5303
TACSTD2|4070	8267.8452	TACSTD2|4070	39.8614
TADA1|117143	565.7105	TADA1|117143	190.208
TADA2A|6871	196.7979	TADA2A|6871	178.9428
TADA2B|93624	917.9453	TADA2B|93624	863.9515
TADA3|10474	2518.8526	TADA3|10474	1341.1092
TAF10|6881	601.0674	TAF10|6881	693.2409
TAF11|6882	517.6785	TAF11|6882	500.0
TAF12|6883	255.8372	TAF12|6883	492.20099999999996
TAF13|6884	127.7518	TAF13|6884	317.591
TAF15|8148	1710.1401	TAF15|8148	2746.5338
TAF1A|9015	169.4463	TAF1A|9015	77.1231
TAF1B|9014	256.5043	TAF1B|9014	306.7591
TAF1C|9013	599.066	TAF1C|9013	534.2288
TAF1D|79101	461.1708	TAF1D|79101	512.4523
TAF1L|138474	41.6945	TAF1L|138474	38.5615
TAF1|6872	1752.8352	TAF1|6872	1523.3969
TAF2|6873	927.6184	TAF2|6873	567.591
TAF3|83860	208.8059	TAF3|83860	253.8995
TAF4B|6875	90.3936	TAF4B|6875	128.6828
TAF4|6874	558.3722	TAF4|6874	372.1837
TAF5L|27097	992.9953	TAF5L|27097	632.149
TAF5|6877	129.7532	TAF5|6877	95.3206
TAF6L|10629	189.1261	TAF6L|10629	176.3432
TAF6|6878	1671.4476	TAF6|6878	652.9463
TAF7|6879	1469.6464	TAF7|6879	2711.0052
TAF8|129685	382.2548	TAF8|129685	883.0156
TAF9B|51616	915.944	TAF9B|51616	835.7886
TAF9|6880	1267.8452	TAF9|6880	1449.3068
TAGAP|117289	195.7972	TAGAP|117289	113.9515
TAGLN2|8407	16819.2128	TAGLN2|8407	5942.3744
TAGLN|6876	8469.1227	TAGLN|6876	9169.7097
TAL1|6886	65.3769	TAL1|6886	389.5147
TAL2|6887	32.3549	lowly_expressed	lowly_expressed
TALDO1|6888	1869.2462	TALDO1|6888	6515.5979
TANC1|85461	2204.1361	TANC1|85461	858.7522
TANC2|26115	1676.451	TANC2|26115	710.1386
TANK|10010	766.8446	TANK|10010	1136.0485
TAOK1|57551	676.1174	TAOK1|57551	654.6794
TAOK2|9344	1785.1901	TAOK2|9344	1412.0451
TAOK3|51347	1996.9979999999998	TAOK3|51347	1243.5009
TAP1|6890	1944.6298	TAP1|6890	1022.9636
TAP2|6891	860.6304	TAP2|6891	910.9142
TAPBPL|55080	771.6244	TAPBPL|55080	504.7747
TAPBP|6892	4881.9213	TAPBP|6892	1710.5719
TAPT1|202018	780.1868	TAPT1|202018	915.078
TARBP1|6894	1434.2895	TARBP1|6894	464.0381
TARBP2|6895	483.9893	TARBP2|6895	184.5754
TARDBP|23435	3696.4643	TARDBP|23435	4598.3536
TARP|445347	11.0073	TARP|445347	11.2652
TARS2|80222	954.97	TARS2|80222	433.2756
TARSL2|123283	157.4383	TARSL2|123283	529.4627
TARS|6897	2153.4356	TARS|6897	2114.3847
lowly_expressed	lowly_expressed	TAS1R1|80835	16.8977
TAS2R14|50840	8.3556	lowly_expressed	lowly_expressed
TAS2R20|259295	18.3456	TAS2R20|259295	13.8648
TAS2R4|50832	6.004	lowly_expressed	lowly_expressed
TAS2R5|54429	7.0047	TAS2R5|54429	7.7989999999999995
TASP1|55617	247.8319	TASP1|55617	148.1802
TATDN1|83940	277.1848	TATDN1|83940	415.9445
TATDN2|9797	1598.0654	TATDN2|9797	1187.175
TATDN3|128387	257.505	TATDN3|128387	543.3276
TAT|6898	297.8652	lowly_expressed	lowly_expressed
TAX1BP1|8887	3192.4616	TAX1BP1|8887	3246.9671
TAX1BP3|30851	2033.7091	TAX1BP3|30851	1917.3310000000001
TAZ|6901	349.8999	TAZ|6901	354.8527
TBC1D10A|83874	506.5811	TBC1D10A|83874	591.4038
TBC1D10B|26000	1791.5277	TBC1D10B|26000	966.6378
TBC1D10C|374403	76.7178	TBC1D10C|374403	10.3986
TBC1D12|23232	368.2455	TBC1D12|23232	467.9376
TBC1D13|54662	726.1508	TBC1D13|54662	1629.9827
TBC1D14|57533	1525.3502	TBC1D14|57533	1597.0537
TBC1D15|64786	1185.1234	TBC1D15|64786	1517.7643
TBC1D16|125058	706.471	TBC1D16|125058	1157.7123
TBC1D17|79735	783.0587	TBC1D17|79735	1163.1586
TBC1D19|55296	142.7618	TBC1D19|55296	130.8492
TBC1D1|23216	1253.5023	TBC1D1|23216	1226.1698
TBC1D20|128637	1305.2035	TBC1D20|128637	2232.2357
TBC1D22A|25771	311.8746	TBC1D22A|25771	363.0849
TBC1D22B|55633	371.45099999999996	TBC1D22B|55633	250.7842
TBC1D23|55773	768.8459	TBC1D23|55773	1139.0815
TBC1D24|57465	321.5477	TBC1D24|57465	452.4003
TBC1D25|4943	429.6197	TBC1D25|4943	590.5546
TBC1D2B|23102	2041.3609	TBC1D2B|23102	3766.8977
TBC1D2|55357	508.3389	TBC1D2|55357	88.8215
TBC1D3B|414059	163.4423	TBC1D3B|414059	28.5962
TBC1D3C|414060	26.0173	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TBC1D3G|654341	11.6984
TBC1D3H|729877	59.0394	lowly_expressed	lowly_expressed
TBC1D3|729873	475.4736	TBC1D3|729873	145.4159
TBC1D4|9882	1131.7545	TBC1D4|9882	2181.5425
TBC1D5|9779	1294.8632	TBC1D5|9779	1698.0069
TBC1D7|51256	221.1474	TBC1D7|51256	197.1404
TBC1D8B|54885	240.4937	TBC1D8B|54885	233.1023
TBC1D8|11138	1616.7445	TBC1D8|11138	306.7591
TBC1D9B|23061	4989.9933	TBC1D9B|23061	6430.6759
TBC1D9|23158	8104.7365	TBC1D9|23158	3072.7903
TBCA|6902	1285.1901	TBCA|6902	1438.4749
TBCB|1155	1033.2288	TBCB|1155	553.4532
TBCCD1|55171	268.1788	TBCCD1|55171	211.0052
TBCC|6903	341.8946	TBCC|6903	323.2236
TBCD|6904	1623.1221	TBCD|6904	1134.636
TBCEL|219899	401.9346	TBCEL|219899	399.0468
TBCE|6905	535.0667	TBCE|6905	486.3345
TBCK|93627	590.2602	TBCK|93627	779.0468
TBK1|29110	882.2548	TBK1|29110	587.5217
TBKBP1|9755	156.4376	TBKBP1|9755	429.3761
TBL1XR1|79718	3136.0907	TBL1XR1|79718	3217.0711
TBL1X|6907	979.6531	TBL1X|6907	1025.13
TBL2|26608	1000.3336	TBL2|26608	759.5321
TBL3|10607	1082.3883	TBL3|10607	524.6967
TBPL1|9519	176.1174	TBPL1|9519	224.4367
TBP|6908	203.8025	TBP|6908	234.8354
TBRG1|84897	594.7298	TBRG1|84897	1079.7227
TBRG4|9238	906.6044	TBRG4|9238	806.3258
TBX15|6913	196.1308	TBX15|6913	2404.2461
TBX18|9096	103.0687	TBX18|9096	281.1958
TBX19|9095	57.038000000000004	TBX19|9095	24.6967
TBX1|6899	17.6785	TBX1|6899	38.5615
TBX21|30009	22.6818	TBX21|30009	6.4991
TBX2|6909	104.4029	TBX2|6909	227.9029
TBX3|6926	1203.8025	TBX3|6926	595.7539
lowly_expressed	lowly_expressed	TBX4|9496	12.9983
TBX5|6910	81.3876	TBX5|6910	190.208
TBX6|6911	34.6898	TBX6|6911	11.6984
TBXA2R|6915	19.3462	TBXA2R|6915	63.2582
TBXAS1|6916	190.4603	TBXAS1|6916	120.4506
TC2N|123036	3409.2728	TC2N|123036	366.5511
TCEA1|6917	1354.2362	TCEA1|6917	1531.1958
TCEA2|6919	393.5957	TCEA2|6919	168.1109
TCEA3|6920	1250.5003	TCEA3|6920	282.4957
TCEAL1|9338	1011.6744	TCEAL1|9338	301.5598
lowly_expressed	lowly_expressed	TCEAL2|140597	8.2322
TCEAL3|85012	1102.7352	TCEAL3|85012	212.305
TCEAL4|79921	6059.0394	TCEAL4|79921	1763.8648
TCEAL5|340543	31.3542	TCEAL5|340543	6.4991
TCEAL6|158931	51.034	TCEAL6|158931	11.6984
TCEAL7|56849	30.02	TCEAL7|56849	47.227
TCEAL8|90843	668.1121	TCEAL8|90843	974.4367
TCEANC|170082	62.0414	TCEANC|170082	74.5234
TCEB1|6921	458.3055	TCEB1|6921	661.6118
TCEB2|6923	1640.4270000000001	TCEB2|6923	1018.1976
TCEB3|6924	1252.9086	TCEB3|6924	2684.0641
TCERG1|10915	1734.1561	TCERG1|10915	754.3328
TCF12|6938	2180.1201	TCF12|6938	1597.5737
lowly_expressed	lowly_expressed	TCF15|6939	105.7192
TCF19|6941	760.507	TCF19|6941	121.7504
TCF20|6942	1328.8859	TCF20|6942	695.8406
lowly_expressed	lowly_expressed	TCF21|6943	9.9653
TCF25|22980	1746.8312	TCF25|22980	2039.8614
TCF3|6929	2338.2255	TCF3|6929	538.5615
TCF4|6925	1926.6177	TCF4|6925	3735.7019
TCF7L1|83439	1543.0287	TCF7L1|83439	1451.9064
TCF7L2|6934	921.948	TCF7L2|6934	1377.8163
TCF7|6932	448.6324	TCF7|6932	185.4419
TCFL5|10732	458.6391	TCFL5|10732	495.6672
TCHH|7062	37.3582	TCHH|7062	9.5321
TCHP|84260	553.0354	TCHP|84260	347.0537
TCIRG1|10312	1017.3449	TCIRG1|10312	418.5442
TCL1A|8115	5.0033	lowly_expressed	lowly_expressed
TCN1|6947	79.0527	lowly_expressed	lowly_expressed
TCN2|6948	320.8806	TCN2|6948	1251.2998
TCOF1|6949	1613.0754	TCOF1|6949	912.0451
TCP10L|140290	24.563000000000002	TCP10L|140290	5.6889
TCP11L1|55346	149.7665	TCP11L1|55346	206.2392
TCP11L2|255394	283.1888	TCP11L2|255394	149.0468
lowly_expressed	lowly_expressed	TCP11|6954	5.6326
TCP1|6950	2073.6258	TCP1|6950	4905.7886
TCTA|6988	777.1848	TCTA|6988	1289.4281
TCTE1|202500	15.3436	lowly_expressed	lowly_expressed
TCTE3|6991	32.3549	TCTE3|6991	17.331
TCTEX1D1|200132	14.3429	TCTEX1D1|200132	7.7989999999999995
TCTEX1D2|255758	194.1261	TCTEX1D2|255758	62.825
TCTN1|79600	866.2342	TCTN1|79600	396.5425
TCTN2|79867	971.9813	TCTN2|79867	176.7764
TCTN3|26123	1140.427	TCTN3|26123	846.6205
TDG|6996	704.8032	TDG|6996	263.4315
TDP1|55775	569.3796	TDP1|55775	215.7712
TDP2|51567	606.4043	TDP2|51567	892.1144
TDRD10|126668	8.6724	TDRD10|126668	58.0589
lowly_expressed	lowly_expressed	TDRD1|56165	8.2322
TDRD3|81550	539.026	TDRD3|81550	492.6343
TDRD5|163589	164.44299999999998	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TDRD6|221400	8.6655
TDRD7|23424	482.3215	TDRD7|23424	411.1785
TDRD9|122402	5.0033	lowly_expressed	lowly_expressed
TDRKH|11022	912.6084	TDRKH|11022	228.3362
TEAD1|7003	1855.9039	TEAD1|7003	6650.7799
TEAD2|8463	1672.4483	TEAD2|8463	819.3241
TEAD3|7005	1089.0594	TEAD3|7005	435.4419
TEAD4|7004	374.5831	TEAD4|7004	147.747
TECPR1|25851	269.513	TECPR1|25851	296.7938
TECPR2|9895	629.0861	TECPR2|9895	731.3692
TECR|9524	1685.1234	TECR|9524	2382.5823
TECTA|7007	20.3469	TECTA|7007	16.8977
TEC|7006	31.0207	TEC|7006	34.2288
TEF|7008	835.557	TEF|7008	3119.5841
TEKT1|83659	90.7272	lowly_expressed	lowly_expressed
TEKT2|27285	268.5123	lowly_expressed	lowly_expressed
TEKT3|64518	33.6891	TEKT3|64518	19.4974
TEKT4|150483	60.0367	lowly_expressed	lowly_expressed
TEKT5|146279	6.004	lowly_expressed	lowly_expressed
TEK|7010	234.1561	TEK|7010	1320.6239
TELO2|9894	793.1955	TELO2|9894	325.8232
TENC1|23371	1688.7925	TENC1|23371	7852.253000000001
TEP1|7011	1021.3476	TEP1|7011	664.2114
TERF1|7013	596.064	TERF1|7013	521.2305
TERF2IP|54386	831.5544	TERF2IP|54386	2251.7331
TERF2|7014	500.0	TERF2|7014	551.9931
TESC|54997	13.0087	TESC|54997	51.9931
TESK1|7016	678.7859	TESK1|7016	3068.0243
TESK2|10420	247.4983	TESK2|10420	65.4246
TES|26136	876.8712	TES|26136	385.5849
TET1|80312	111.074	TET1|80312	56.7591
TET2|54790	978.9860000000001	TET2|54790	420.2773
TET3|200424	1329.8866	TET3|200424	155.1127
TEX10|54881	403.936	TEX10|54881	227.0364
TEX261|113419	2229.1528	TEX261|113419	4158.5789
TEX264|51368	1000.0	TEX264|51368	635.6153
TEX2|55852	1389.5931	TEX2|55852	1869.5841
TEX9|374618	123.7492	TEX9|374618	10.8319
TFAM|7019	603.7358	TFAM|7019	389.94800000000004
TFAP2A|7020	2036.9913	TFAP2A|7020	5.1993
TFAP2B|7021	3635.7572	lowly_expressed	lowly_expressed
TFAP2C|7022	1779.5197	TFAP2C|7022	19.0641
TFAP2E|339488	23.6825	lowly_expressed	lowly_expressed
