gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
FARS2|10667	184.4563	FARS2|10667	197.1404
FARSA|2193	1066.3776	FARSA|2193	598.7868
FARSB|10056	883.2555	FARSB|10056	1119.5841
FASLG|356	10.6738	lowly_expressed	lowly_expressed
FASN|2194	8727.1514	FASN|2194	131086.6551
FASTKD1|79675	324.8833	FASTKD1|79675	279.0295
FASTKD2|22868	969.3129	FASTKD2|22868	1040.7279
FASTKD3|79072	240.4937	FASTKD3|79072	129.5494
FASTKD5|60493	414.6097	FASTKD5|60493	352.6863
FASTK|10922	993.6624	FASTK|10922	1014.2981
FAS|355	323.8826	FAS|355	232.2357
FAT1|2195	2044.0294	FAT1|2195	5104.8527
FAT2|2196	235.8239	FAT2|2196	204.0728
FAT3|120114	78.3856	FAT3|120114	137.3484
FAT4|79633	324.2161	FAT4|79633	668.1109
FAU|2197	3690.7939	FAU|2197	3891.6811
FBF1|85302	165.7071	FBF1|85302	107.0191
FBLIM1|54751	829.8866	FBLIM1|54751	337.0884
FBLL1|345630	50.7005	lowly_expressed	lowly_expressed
FBLN1|2192	4313.8759	FBLN1|2192	8374.7834
FBLN2|2199	2754.1694	FBLN2|2199	14544.1941
FBLN5|10516	888.926	FBLN5|10516	3941.9411
FBLN7|129804	272.515	FBLN7|129804	142.9809
FBL|2091	2414.6097	FBL|2091	1114.3847
FBN1|2200	8046.6978	FBN1|2200	16370.0173
FBN2|2201	1022.0147	lowly_expressed	lowly_expressed
FBN3|84467	13.0087	lowly_expressed	lowly_expressed
FBP1|2203	1721.1474	FBP1|2203	256.0659
FBRSL1|57666	601.0674	FBRSL1|57666	287.695
FBRS|64319	2016.6778	FBRS|64319	915.9445
FBXL12|54850	366.2442	FBXL12|54850	302.8596
FBXL13|222235	29.0193	FBXL13|222235	6.9324
FBXL14|144699	937.6251	FBXL14|144699	461.8718
FBXL15|79176	93.3956	FBXL15|79176	64.1248
FBXL16|146330	273.1821	lowly_expressed	lowly_expressed
FBXL17|64839	856.9046	FBXL17|64839	1214.0381
FBXL18|80028	357.9053	FBXL18|80028	373.4835
FBXL19|54620	671.4476	FBXL19|54620	91.4211
FBXL20|84961	159.1061	FBXL20|84961	231.8024
FBXL22|283807	41.4877	FBXL22|283807	19.3501
FBXL2|25827	392.5951	FBXL2|25827	116.9844
FBXL3|26224	1872.9153	FBXL3|26224	1724.0035
FBXL4|26235	207.8052	FBXL4|26235	432.8423
FBXL5|26234	1854.5697	FBXL5|26234	8280.3293
FBXL6|26233	423.6758	FBXL6|26233	116.6075
FBXL7|23194	1328.2188	FBXL7|23194	769.9307
FBXL8|55336	39.1394	FBXL8|55336	30.2036
FBXO10|26267	186.8045	FBXO10|26267	303.7478
FBXO11|80204	2051.7011	FBXO11|80204	2549.3934
FBXO15|201456	24.016	FBXO15|201456	5.6326
FBXO16|157574	103.0687	lowly_expressed	lowly_expressed
FBXO17|115290	100.0667	FBXO17|115290	458.4055
FBXO18|84893	1636.7845	FBXO18|84893	1947.2357
FBXO21|23014	1845.8973	FBXO21|23014	653.3795
FBXO22OS|692224	41.8012	FBXO22OS|692224	38.8562
FBXO22|26263	417.505	FBXO22|26263	330.7279
FBXO24|26261	8.8893	lowly_expressed	lowly_expressed
FBXO25|26260	477.9853	FBXO25|26260	742.6343
FBXO27|126433	42.6951	FBXO27|126433	1036.3951
FBXO28|23219	1727.8185	FBXO28|23219	1042.0277
FBXO2|26232	34.3562	FBXO2|26232	6.0659
FBXO30|84085	261.8412	FBXO30|84085	450.6066
FBXO31|79791	467.6451	FBXO31|79791	949.3068
FBXO32|114907	727.1514	FBXO32|114907	340.9879
FBXO33|254170	148.7658	FBXO33|254170	519.0641
FBXO34|55030	766.8446	FBXO34|55030	460.5719
FBXO36|130888	209.47299999999998	FBXO36|130888	107.0191
FBXO38|81545	1210.4736	FBXO38|81545	831.4558
FBXO39|162517	7.6718	lowly_expressed	lowly_expressed
FBXO3|26273	630.0867	FBXO3|26273	739.6014
lowly_expressed	lowly_expressed	FBXO40|51725	11.6984
FBXO41|150726	526.0173	FBXO41|150726	18.1976
FBXO42|54455	501.6678	FBXO42|54455	643.4142
FBXO43|286151	25.6838	lowly_expressed	lowly_expressed
FBXO44|93611	220.4803	FBXO44|93611	214.9047
FBXO45|200933	657.1047	FBXO45|200933	351.8198
FBXO46|23403	663.4423	FBXO46|23403	145.1473
FBXO48|554251	29.0193	FBXO48|554251	57.6256
FBXO4|26272	204.8032	FBXO4|26272	220.104
FBXO5|26271	196.4643	FBXO5|26271	56.7591
FBXO6|26270	199.7999	FBXO6|26270	275.13
FBXO7|25793	1294.8632	FBXO7|25793	2488.7348
FBXO8|26269	286.4476	FBXO8|26269	858.2452
FBXO9|26268	640.7605	FBXO9|26268	1533.3622
FBXW11|23291	1512.0079999999998	FBXW11|23291	1490.9012
FBXW12|285231	5.6704	lowly_expressed	lowly_expressed
FBXW2|26190	2300.8672	FBXW2|26190	2602.6863
FBXW4|6468	1374.9166	FBXW4|6468	1665.9445
FBXW5|54461	1149.433	FBXW5|54461	2154.2461
FBXW7|55294	346.8979	FBXW7|55294	946.7071
FBXW8|26259	718.4789999999999	FBXW8|26259	325.8232
FBXW9|84261	408.569	FBXW9|84261	79.3631
FCER1A|2205	55.0367	FCER1A|2205	65.4246
FCER1G|2207	444.6298	FCER1G|2207	304.5927
lowly_expressed	lowly_expressed	FCER2|2208	52.8596
FCF1|51077	661.441	FCF1|51077	963.6049
FCGBP|8857	121.0807	FCGBP|8857	41.5945
FCGR1A|2209	92.7218	lowly_expressed	lowly_expressed
FCGR1B|2210	92.0614	lowly_expressed	lowly_expressed
FCGR1C|100132417	38.0254	lowly_expressed	lowly_expressed
FCGR2A|2212	751.1674	FCGR2A|2212	391.6811
FCGR2B|2213	378.2522	FCGR2B|2213	411.6118
FCGR2C|9103	124.4163	FCGR2C|9103	86.2218
FCGR3A|2214	1681.4543	FCGR3A|2214	145.5806
FCGR3B|2215	10.3402	FCGR3B|2215	42.461000000000006
FCGRT|2217	1593.0620000000001	FCGRT|2217	3390.3813
FCHO1|23149	87.05799999999999	FCHO1|23149	7.3657
FCHO2|115548	1075.05	FCHO2|115548	803.7262
FCHSD1|89848	445.8205	FCHSD1|89848	83.0373
FCHSD2|9873	916.6511	FCHSD2|9873	949.1248
FCN1|2219	39.6931	FCN1|2219	65.4246
lowly_expressed	lowly_expressed	FCN2|2220	36.8284
lowly_expressed	lowly_expressed	FCN3|8547	145.5806
FCRL2|79368	6.6711	lowly_expressed	lowly_expressed
FCRL3|115352	17.6785	lowly_expressed	lowly_expressed
FCRL5|83416	34.3562	lowly_expressed	lowly_expressed
FCRL6|343413	15.01	lowly_expressed	lowly_expressed
FCRLA|84824	8.6724	lowly_expressed	lowly_expressed
FCRLB|127943	8.6724	FCRLB|127943	11.2652
FDFT1|2222	2093.7292	FDFT1|2222	3768.1976
FDPS|2224	1972.2148	FDPS|2224	2064.87
FDX1L|112812	164.4797	FDX1L|112812	156.1308
FDX1|2230	164.44299999999998	FDX1|2230	535.0953
FDXACB1|91893	125.4703	FDXACB1|91893	55.9575
FDXR|2232	216.4777	FDXR|2232	61.0919
FECH|2235	819.8799	FECH|2235	765.1646
FEM1A|55527	769.1795	FEM1A|55527	715.7712
FEM1B|10116	1752.8352	FEM1B|10116	1705.8059
FEM1C|56929	1234.8232	FEM1C|56929	882.5823
FEN1|2237	786.1908	FEN1|2237	288.9948
FER1L4|80307	24.6831	lowly_expressed	lowly_expressed
FERMT1|55612	20.0133	FERMT1|55612	14.2981
FERMT2|10979	838.559	FERMT2|10979	12559.792
FERMT3|83706	421.6144	FERMT3|83706	164.6447
FER|2241	116.7445	FER|2241	117.851
FES|2242	153.4356	FES|2242	431.1092
FEZ1|9638	84.056	FEZ1|9638	357.4523
FEZ2|9637	819.5464	FEZ2|9637	3168.1109
FFAR2|2867	19.0127	FFAR2|2867	71.9237
lowly_expressed	lowly_expressed	FFAR3|2865	25.5633
FGD1|2245	427.952	FGD1|2245	155.5459
FGD2|221472	131.7545	FGD2|221472	121.3172
FGD3|89846	459.3062	FGD3|89846	38.1282
FGD4|121512	439.96	FGD4|121512	808.0589
FGD5|152273	2881.9213	FGD5|152273	1571.9237
FGD6|55785	1816.8779	FGD6|55785	147.747
FGF10|2255	5.0033	FGF10|2255	48.0936
FGF11|2256	72.7151	FGF11|2256	89.68799999999999
FGF12|2257	12.008	FGF12|2257	58.9255
FGF13|2258	261.5077	FGF13|2258	768.6308
FGF14|2259	104.4029	FGF14|2259	100.0867
FGF18|8817	20.6805	FGF18|8817	24.2634
FGF1|2246	273.5157	FGF1|2246	868.2842
FGF2|2247	105.934	FGF2|2247	4508.6525
FGF7|2252	132.4216	FGF7|2252	543.3276
lowly_expressed	lowly_expressed	FGF9|2254	5.6326
lowly_expressed	lowly_expressed	FGFBP2|83888	287.695
FGFBP3|143282	14.6765	FGFBP3|143282	27.2964
FGFR1OP2|26127	513.0087	FGFR1OP2|26127	525.5633
FGFR1OP|11116	187.2215	FGFR1OP|11116	117.4177
FGFR1|2260	1805.8706	FGFR1|2260	8307.1924
FGFR2|2263	698.4656	FGFR2|2263	228.7695
FGFR3|2261	546.6978	FGFR3|2261	64.5581
FGFR4|2264	35.6905	lowly_expressed	lowly_expressed
FGFRL1|53834	721.8145	FGFRL1|53834	2267.331
FGGY|55277	127.0847	FGGY|55277	146.8804
FGL2|10875	424.2829	FGL2|10875	2157.279
FGR|2268	215.8105	FGR|2268	211.8718
FHAD1|114827	153.5757	lowly_expressed	lowly_expressed
FHDC1|85462	343.5624	FHDC1|85462	43.7608
FHIT|2272	57.7051	FHIT|2272	48.9601
FHL1|2273	610.7405	FHL1|2273	53780.7626
FHL2|2274	723.8159	FHL2|2274	175.4766
FHL3|2275	379.5864	FHL3|2275	121.3172
FHL5|9457	23.6825	FHL5|9457	218.8042
FHOD1|29109	456.9713	FHOD1|29109	931.1092
FHOD3|80206	361.2408	FHOD3|80206	401.6464
FH|2271	1539.026	FH|2271	2252.1664
FIBCD1|84929	16.3442	lowly_expressed	lowly_expressed
FIBIN|387758	425.2835	FIBIN|387758	375.2166
FIBP|9158	1013.6758	FIBP|9158	609.1854
FICD|11153	45.3636	FICD|11153	100.0867
FIG4|9896	676.7845	FIG4|9896	469.6707
FIGF|2277	7.3382	FIGF|2277	626.0832
FIGNL1|63979	415.6104	FIGNL1|63979	122.617
FIGNL2|401720	11.6744	FIGNL2|401720	32.4957
FIGN|55137	9.6731	FIGN|55137	165.5113
FILIP1L|11259	1078.7191	FILIP1L|11259	2264.2981
FILIP1|27145	68.7125	FILIP1|27145	143.8475
FIP1L1|81608	745.3302	FIP1L1|81608	538.1153
FIS1|51024	1198.976	FIS1|51024	1803.0069
FITM2|128486	38.0254	FITM2|128486	203.6395
FIZ1|84922	512.008	FIZ1|84922	227.4697
FJX1|24147	103.4023	FJX1|24147	9.0988
FKBP10|60681	2100.0667	FKBP10|60681	721.8371
FKBP11|51303	247.8319	FKBP11|51303	124.7834
FKBP14|55033	251.50099999999998	FKBP14|55033	283.7955
FKBP15|23307	1095.1968	FKBP15|23307	1140.3813
FKBP1AP1|2282	13.3422	FKBP1AP1|2282	15.1646
FKBP1A|2280	3929.0494	FKBP1A|2280	4895.2816
FKBP1B|2281	20.3469	FKBP1B|2281	25.9965
FKBP2|2286	432.9553	FKBP2|2286	545.9272
FKBP3|2287	1084.056	FKBP3|2287	1190.208
FKBP4|2288	3763.8426	FKBP4|2288	1214.9047
FKBP5|2289	2389.9266	FKBP5|2289	6975.7366
FKBP7|51661	283.8559	FKBP7|51661	269.9307
FKBP8|23770	3220.4803	FKBP8|23770	3886.9151
FKBP9L|360132	49.6998	FKBP9L|360132	110.9185
FKBP9|11328	2798.1988	FKBP9|11328	4919.844
FKBPL|63943	123.4156	FKBPL|63943	74.9567
FKRP|79147	248.8326	FKRP|79147	194.97400000000002
FKTN|2218	859.573	FKTN|2218	378.2496
FLAD1|80308	1259.8399	FLAD1|80308	838.8215
FLCN|201163	555.0367	FLCN|201163	663.7782
FLG|2312	27.5484	FLG|2312	46.2912
FLI1|2313	345.2302	FLI1|2313	1113.5182
FLII|2314	2712.475	FLII|2314	4143.8475
FLJ10038|55056	240.0067	FLJ10038|55056	337.2877
FLJ10213|55096	51.034	FLJ10213|55096	10.8319
FLJ10357|55701	1473.9827	FLJ10357|55701	4914.2114
FLJ10661|286042	27.3516	lowly_expressed	lowly_expressed
FLJ11235|54508	21.3476	FLJ11235|54508	29.4627
FLJ12825|440101	35.3569	lowly_expressed	lowly_expressed
FLJ13197|79667	30.3903	FLJ13197|79667	22.0971
FLJ16779|100192386	15.6771	lowly_expressed	lowly_expressed
FLJ22536|401237	29.3529	FLJ22536|401237	7.3657
FLJ23867|200058	1228.8192	FLJ23867|200058	106.5858
FLJ33630|644873	684.7899	FLJ33630|644873	462.305
lowly_expressed	lowly_expressed	FLJ35024|401491	102.7123
FLJ35220|284131	237.4917	FLJ35220|284131	84.0555
FLJ35390|255031	63.1688	FLJ35390|255031	46.3865
FLJ35776|649446	119.0794	FLJ35776|649446	73.2236
FLJ36031|168455	248.1654	FLJ36031|168455	311.5251
lowly_expressed	lowly_expressed	FLJ36777|730971	17.7643
FLJ37201|283011	12.3416	lowly_expressed	lowly_expressed
FLJ37307|283521	24.016	lowly_expressed	lowly_expressed
FLJ37453|729614	50.7005	FLJ37453|729614	61.5251
lowly_expressed	lowly_expressed	FLJ37543|285668	22.0971
FLJ39582|439931	25.2068	FLJ39582|439931	90.195
FLJ39653|202020	75.7171	FLJ39653|202020	43.3276
FLJ40330|645784	69.046	lowly_expressed	lowly_expressed
FLJ40852|285962	26.3509	FLJ40852|285962	29.8873
FLJ42289|388182	11.0073	FLJ42289|388182	15.1646
FLJ42627|645644	62.6451	FLJ42627|645644	32.9289
FLJ42709|441094	81.7211	FLJ42709|441094	143.4142
lowly_expressed	lowly_expressed	FLJ42875|440556	20.7972
lowly_expressed	lowly_expressed	FLJ43390|646113	18.6308
FLJ43663|378805	46.6978	FLJ43663|378805	121.3172
FLJ44606|401207	8.3389	FLJ44606|401207	29.0295
FLJ44635|392490	15.6771	FLJ44635|392490	19.9307
FLJ45244|400242	47.6985	FLJ45244|400242	40.7279
FLJ45340|402483	1255.1701	FLJ45340|402483	780.3293
FLJ45445|399844	24.3496	FLJ45445|399844	6.4991
FLJ45983|399717	373.9159	lowly_expressed	lowly_expressed
FLJ90757|440465	642.0947	FLJ90757|440465	180.2426
FLNA|2316	26124.7498	FLNA|2316	26088.8215
FLNB|2317	18188.0587	FLNB|2317	5459.6317
FLNC|2318	389.2595	FLNC|2318	529.0295
FLOT1|10211	3423.6157	FLOT1|10211	2698.0069
FLOT2|2319	1871.2475	FLOT2|2319	2045.0607
FLRT1|23769	14.3429	FLRT1|23769	6.4991
FLRT2|23768	294.5297	FLRT2|23768	918.9775
FLRT3|23767	334.8899	FLRT3|23767	9.9653
FLT1|2321	1147.7652	FLT1|2321	3003.4662
FLT3LG|2323	112.7418	FLT3LG|2323	65.4246
FLT3|2322	444.6298	lowly_expressed	lowly_expressed
FLT4|2324	184.4563	FLT4|2324	482.66900000000004
FLVCR1|28982	272.8486	FLVCR1|28982	28.5962
FLVCR2|55640	97.0647	FLVCR2|55640	159.8787
FLYWCH1|84256	533.6891	FLYWCH1|84256	440.208
FLYWCH2|114984	513.6758	FLYWCH2|114984	312.3917
FMN1|342184	65.3769	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FMN2|56776	14.7314
FMNL1|752	634.7565	FMNL1|752	347.9203
FMNL2|114793	583.0554	FMNL2|114793	2266.8977
FMNL3|91010	1870.8406	FMNL3|91010	847.0711
FMO1|2326	141.7612	FMO1|2326	258.2322
FMO2|2327	120.4136	FMO2|2327	3201.0399
FMO3|2328	18.012	FMO3|2328	126.9497
FMO4|2329	71.7145	FMO4|2329	102.25299999999999
FMO5|2330	122.0814	FMO5|2330	49.8267
FMOD|2331	1899.9333	FMOD|2331	22347.487
FMR1|2332	1059.7065	FMR1|2332	847.0537
FN1|2335	116616.7445	FN1|2335	11525.5633
FN3KRP|79672	590.3936	FN3KRP|79672	627.8163
FN3K|64122	200.467	FN3K|64122	314.1248
FNBP1L|54874	2835.8906	FNBP1L|54874	1170.2773
FNBP1|23048	1254.1694	FNBP1|23048	899.4801
FNBP4|23360	1411.9413	FNBP4|23360	852.253
FNDC1|84624	2101.4009	FNDC1|84624	1784.662
FNDC3A|22862	1221.481	FNDC3A|22862	1357.0191
FNDC3B|64778	1725.8172	FNDC3B|64778	3219.2374
FNDC4|64838	83.3889	FNDC4|64838	626.0832
FNDC5|252995	24.6831	FNDC5|252995	93.1542
FNDC8|54752	9.006	lowly_expressed	lowly_expressed
FNIP1|96459	1068.7125	FNIP1|96459	1061.5251
FNIP2|57600	771.5143	FNIP2|57600	1269.4974
FNTA|2339	1107.4049	FNTA|2339	2481.8024
FNTB|2342	645.1701	FNTB|2342	722.4437
FOLH1|2346	19.6798	FOLH1|2346	16.4645
FOLR1|2348	11.0073	lowly_expressed	lowly_expressed
FOLR2|2350	141.7612	FOLR2|2350	864.818
lowly_expressed	lowly_expressed	FOLR3|2352	5.6326
FOSB|2354	2495.3302	FOSB|2354	12858.7522
FOSL1|8061	21.6811	FOSL1|8061	10.8319
FOSL2|2355	1922.9486	FOSL2|2355	1341.4211
FOS|2353	7990.3269	FOS|2353	52255.6326
FOXA1|3169	8330.8873	lowly_expressed	lowly_expressed
FOXC1|2296	97.3983	FOXC1|2296	256.0659
FOXC2|2303	13.6758	lowly_expressed	lowly_expressed
FOXD2|2306	192.7952	FOXD2|2306	12.565
FOXD3|27022	12.6751	lowly_expressed	lowly_expressed
FOXD4|2298	11.3409	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FOXF1|2294	7.7989999999999995
FOXF2|2295	80.0534	FOXF2|2295	21.2305
FOXH1|8928	8.2855	lowly_expressed	lowly_expressed
FOXI1|2299	23.6825	lowly_expressed	lowly_expressed
FOXJ1|2302	1652.1014	lowly_expressed	lowly_expressed
FOXJ2|55810	1615.4103	FOXJ2|55810	1064.9913
FOXJ3|22887	1686.7912	FOXJ3|22887	2271.6638
FOXK1|221937	895.5971	FOXK1|221937	1242.201
FOXK2|3607	1244.8299	FOXK2|3607	893.4142
FOXL1|2300	13.0087	lowly_expressed	lowly_expressed
FOXM1|2305	1673.7592	FOXM1|2305	14.9437
FOXN1|8456	17.0113	lowly_expressed	lowly_expressed
FOXN2|3344	337.5584	FOXN2|3344	1167.2444
FOXN3|1112	1269.1795	FOXN3|1112	5970.104
FOXN4|121643	216.8112	FOXN4|121643	5.6326
FOXO1|2308	812.2081	FOXO1|2308	5359.1854
FOXO3B|2310	957.6384	FOXO3B|2310	745.2339999999999
FOXO3|2309	1886.5911	FOXO3|2309	1791.5945
FOXO4|4303	476.9847	FOXO4|4303	1162.9116
FOXP1|27086	2285.1901	FOXP1|27086	1089.688
FOXP2|93986	22.3482	FOXP2|93986	130.8492
FOXP3|50943	102.0847	lowly_expressed	lowly_expressed
FOXP4|116113	2293.8626	FOXP4|116113	1652.0797
FOXQ1|94234	13.3422	lowly_expressed	lowly_expressed
FOXRED1|55572	422.2815	FOXRED1|55572	474.4367
FOXRED2|80020	691.1274	FOXRED2|80020	371.7504
FOXS1|2307	57.3716	FOXS1|2307	22.0971
FPGS|2356	889.5931	FPGS|2356	1256.9324
FPGT|8790	464.0294	FPGT|8790	419.6404
FPR1|2357	151.1007	FPR1|2357	62.3917
lowly_expressed	lowly_expressed	FPR2|2358	11.6984
FPR3|2359	794.1961	FPR3|2359	232.2357
FRAS1|80144	733.4889999999999	FRAS1|80144	30.3293
FRAT1|10023	159.7732	FRAT1|10023	109.6187
FRAT2|23401	392.5951	FRAT2|23401	120.4506
FREM1|158326	105.7372	FREM1|158326	773.3969
FREM2|341640	7.6718	FREM2|341640	35.9619
FRG1B|284802	182.7885	FRG1B|284802	352.6863
FRG1|2483	529.3529	FRG1|2483	968.3709
FRK|2444	166.1107	FRK|2444	35.5286
lowly_expressed	lowly_expressed	FRMD1|79981	258.6655
FRMD3|257019	23.3489	FRMD3|257019	166.8111
FRMD4A|55691	725.3903	FRMD4A|55691	2845.1820000000002
FRMD4B|23150	1095.3969	FRMD4B|23150	311.0919
FRMD5|84978	6.004	lowly_expressed	lowly_expressed
FRMD6|122786	2657.7718	FRMD6|122786	712.7383
FRMD7|90167	8.0053	lowly_expressed	lowly_expressed
FRMD8|83786	810.2068	FRMD8|83786	687.6083
FRMPD1|22844	5.6704	FRMPD1|22844	25.5633
FRMPD2|143162	12.6751	lowly_expressed	lowly_expressed
FRRS1|391059	134.4229	FRRS1|391059	33.3622
FRS2|10818	1310.5404	FRS2|10818	893.8475
FRS3|10817	106.7378	FRS3|10817	126.5165
FRYL|285527	1437.2915	FRYL|285527	1491.7678
FRY|10129	1067.6951	FRY|10129	1235.7019
FRZB|2487	234.1561	FRZB|2487	121.3172
FSCN1|6624	746.8312	FSCN1|6624	620.8839
FSCN2|25794	8.6724	lowly_expressed	lowly_expressed
FSD1L|83856	136.0907	FSD1L|83856	35.9619
FSIP1|161835	63.042	lowly_expressed	lowly_expressed
FSTL1|11167	9159.1061	FSTL1|11167	31188.0416
FSTL3|10272	380.9206	FSTL3|10272	1964.9047
FSTL4|23105	44.3629	lowly_expressed	lowly_expressed
FST|10468	182.1214	FST|10468	260.3986
FTH1|2495	33019.3462	FTH1|2495	41922.8726
FTHL3|2498	208.1388	FTHL3|2498	242.6343
FTL|2512	40388.926	FTL|2512	80912.0451
FTO|79068	725.8172	FTO|79068	1760.3986
FTSJ1|24140	632.7552	FTSJ1|24140	564.1248
FTSJ2|29960	735.4903	FTSJ2|29960	577.5563
FTSJ3|117246	1065.4937	FTSJ3|117246	1160.312
FTSJD1|55783	511.3409	FTSJD1|55783	430.2426
FTSJD2|23070	1152.435	FTSJD2|23070	972.7036
FUBP1|8880	2187.4583	FUBP1|8880	1090.5546
FUBP3|8939	1062.0414	FUBP3|8939	1258.2322
FUCA1|2517	1626.0841	FUCA1|2517	666.3778
FUCA2|2519	696.7979	FUCA2|2519	1580.156
FUK|197258	301.2008	FUK|197258	200.6066
FUNDC1|139341	332.555	FUNDC1|139341	262.1317
lowly_expressed	lowly_expressed	FUNDC2P2|388965	9.0988
FUNDC2|65991	1168.1121	FUNDC2|65991	1991.7678
FURIN|5045	2581.7211	FURIN|5045	3591.8544
FUS|2521	8412.2748	FUS|2521	1912.0451
FUT10|84750	126.7512	FUT10|84750	187.175
FUT11|170384	186.7912	FUT11|170384	186.3085
FUT1|2523	173.449	FUT1|2523	168.5442
FUT2|2524	180.7872	lowly_expressed	lowly_expressed
FUT4|2526	106.0207	FUT4|2526	337.0884
FUT7|2529	7.068	lowly_expressed	lowly_expressed
FUT8|2530	826.5077	FUT8|2530	488.2756
FUZ|80199	384.2962	FUZ|80199	203.1802
FXC1|26515	630.0867	FXC1|26515	1024.6967
FXN|2395	142.4283	FXN|2395	286.8284
FXR1|8087	2257.8386	FXR1|8087	3129.1161
FXR2|9513	736.1541	FXR2|9513	992.201
FXYD1|5348	30.02	FXYD1|5348	752.5997
FXYD3|5349	1394.2628	lowly_expressed	lowly_expressed
FXYD5|53827	1963.976	FXYD5|53827	961.8718
FXYD6|53826	314.2095	FXYD6|53826	884.7487
FYB|2533	444.9633	FYB|2533	132.5823
FYCO1|79443	1939.6264	FYCO1|79443	3012.1317
FYN|2534	425.9506	FYN|2534	2028.5962
FYTTD1|84248	1407.2715	FYTTD1|84248	2219.2374
FZD10|11211	18.3456	FZD10|11211	5.6326
FZD1|8321	777.1848	FZD1|8321	392.1144
FZD2|2535	267.5117	FZD2|2535	25.9965
FZD3|7976	210.1401	FZD3|7976	7.7989999999999995
FZD4|8322	971.9780000000001	FZD4|8322	24261.7244
FZD5|7855	149.0994	FZD5|7855	727.4697
FZD6|8323	1129.7532	FZD6|8323	509.9653
FZD7|8324	1115.4103	FZD7|8324	509.9653
FZD8|8325	375.9173	FZD8|8325	116.9844
lowly_expressed	lowly_expressed	FZD9|8326	33.7955
FZR1|51343	1162.1081	FZR1|51343	448.8735
G0S2|50486	126.4176	G0S2|50486	11200.1733
G2E3|55632	459.9733	G2E3|55632	295.4939
G3BP1|10146	2552.0347	G3BP1|10146	1672.4437
G3BP2|9908	3006.0040000000004	G3BP2|9908	2109.1854
G6PC3|92579	1170.7805	G6PC3|92579	1160.7452
G6PD|2539	730.1534	G6PD|2539	1463.1716
GAA|2548	1563.3756	GAA|2548	599.2201
GAB1|2549	1176.7845	GAB1|2549	642.5477
GAB2|9846	743.1621	GAB2|9846	3138.2149
GAB3|139716	108.7392	GAB3|139716	275.9965
GABARAPL1|23710	491.3276	GABARAPL1|23710	4661.6118
GABARAPL2|11345	859.573	GABARAPL2|11345	2030.3293
lowly_expressed	lowly_expressed	GABARAPL3|23766	5.6326
GABARAP|11337	4108.072	GABARAP|11337	6251.2998
GABBR1|2550	780.1868	GABBR1|2550	232.669
GABPA|2551	802.3783	GABPA|2551	1020.3423
GABPB1|2553	598.1821	GABPB1|2553	316.4818
GABPB2|126626	236.49099999999999	GABPB2|126626	198.0069
lowly_expressed	lowly_expressed	GABRA2|2555	27.7296
GABRB2|2561	21.3476	GABRB2|2561	27.2964
GABRB3|2562	95.7305	GABRB3|2562	78.8562
GABRD|2563	32.3549	GABRD|2563	12.1317
GABRE|2564	23.3489	GABRE|2564	1959.7054
GABRP|2568	235.4903	GABRP|2568	9.0988
GADD45A|1647	249.4997	GADD45A|1647	634.7487
GADD45B|4616	1667.7785	GADD45B|4616	1319.3241
GADD45GIP1|90480	473.9827	GADD45GIP1|90480	573.2236
GADD45G|10912	238.8259	GADD45G|10912	196.2738
GAK|2580	1619.0794	GAK|2580	911.1785
GAL3ST4|79690	432.9553	GAL3ST4|79690	96.6205
GALC|2581	722.4817	GALC|2581	599.6534
GALE|2582	294.8632	GALE|2582	181.5425
GALK1|2584	177.4516	GALK1|2584	112.6516
GALK2|2585	177.9953	GALK2|2585	337.0884
GALM|130589	304.5364	GALM|130589	348.7868
GALNS|2588	352.9019	GALNS|2588	347.9203
GALNT10|55568	4427.2849	GALNT10|55568	908.1456
GALNT11|63917	977.6518	GALNT11|63917	1288.9948
GALNT12|79695	31.3542	GALNT12|79695	166.3778
GALNT13|114805	12.008	GALNT13|114805	392.1144
GALNT14|79623	93.7292	GALNT14|79623	17.331
GALNT1|2589	3414.9433	GALNT1|2589	2375.2166
GALNT2|2590	3003.6691	GALNT2|2590	2038.1282
GALNT3|2591	893.2622	GALNT3|2591	19.9307
GALNT4|8693	484.8899	GALNT4|8693	259.0468
GALNT5|11227	56.3709	lowly_expressed	lowly_expressed
GALNT6|11226	5834.5564	GALNT6|11226	21.2305
GALNT7|51809	1876.2508	GALNT7|51809	153.3795
GALNTL1|57452	778.8526	GALNTL1|57452	582.3224
GALNTL2|117248	128.4189	GALNTL2|117248	1961.8718
GALNTL4|374378	422.2815	GALNTL4|374378	180.2426
GALT|2592	226.1508	GALT|2592	344.0208
GAL|51083	18.012	lowly_expressed	lowly_expressed
GAMT|2593	590.06	GAMT|2593	277.7296
GANAB|23193	8251.1674	GANAB|23193	6201.0399
GANC|2595	311.1174	GANC|2595	371.7634
GAN|8139	44.3629	GAN|8139	46.3605
lowly_expressed	lowly_expressed	GAP43|2596	21.2305
GAPDH|2597	54557.038	GAPDH|2597	18521.6638
GAPT|202309	70.3803	GAPT|202309	8.2322
GAPVD1|26130	1524.3496	GAPVD1|26130	1549.8267
GAR1|54433	303.5357	GAR1|54433	250.0
GARNL3|84253	187.4583	GARNL3|84253	59.792
