gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
ALPK1|80216	679.6178	ALPK1|80216	675.3908
ALPK2|115701	10.1911	ALPK2|115701	8.4318
ALPK3|57538	271.9745	ALPK3|57538	109.1924
ALPL|249	508.9172	ALPL|249	1386.6170000000002
ALS2CL|259173	126.7516	ALS2CL|259173	155.5675
ALS2CR12|130540	8.2803	lowly_expressed	lowly_expressed
ALS2CR4|65062	628.0255	ALS2CR4|65062	1962.5120000000002
ALS2CR8|79800	119.7452	ALS2CR8|79800	132.38
ALS2|57679	385.3503	ALS2|57679	547.6484
ALX3|257	27.3885	ALX3|257	30.3546
ALX4|60529	8.2803	ALX4|60529	13.0694
AMACR|23600	514.6497	AMACR|23600	258.8577
AMBRA1|55626	1078.3439	AMBRA1|55626	1029.9499
AMD1|262	873.2484	AMD1|262	2256.7666
lowly_expressed	lowly_expressed	AMDHD1|144193	6.3239
AMDHD2|51005	161.1465	AMDHD2|51005	173.2744
AMFR|267	2521.6561	AMFR|267	2965.0584
AMH|268	9.5541	AMH|268	13.9125
AMICA1|120425	82.1656	AMICA1|120425	150.0868
AMIGO1|57463	98.7261	AMIGO1|57463	173.2744
AMIGO2|347902	990.4459	AMIGO2|347902	6363.0795
AMIGO3|386724	131.2102	AMIGO3|386724	32.4626
AMMECR1L|83607	722.293	AMMECR1L|83607	737.3649
AMMECR1|9949	397.4522	AMMECR1|9949	244.9451
AMN1|196394	301.9108	AMN1|196394	129.0072
AMOTL1|154810	1026.7516	AMOTL1|154810	3639.6061
AMOTL2|51421	1254.1401	AMOTL2|51421	3162.3636
AMOT|154796	596.1783	AMOT|154796	1275.3166
AMPD1|270	12.1019	lowly_expressed	lowly_expressed
AMPD2|271	384.7134	AMPD2|271	728.933
AMPD3|272	136.9427	AMPD3|272	209.1098
AMPH|273	58.5987	AMPH|273	26.5603
AMT|275	93.4013	AMT|275	196.8035
AMY1A|276	7.0064	AMY1A|276	117.2027
AMY2B|280	185.3503	AMY2B|280	443.9409
AMZ1|155185	5.0955	lowly_expressed	lowly_expressed
AMZ2P1|201283	279.6178	AMZ2P1|201283	146.7141
AMZ2|51321	1435.6688	AMZ2|51321	935.5132
ANAPC10|10393	145.8599	ANAPC10|10393	121.8402
ANAPC11|51529	1345.8599	ANAPC11|51529	680.8715
ANAPC13|25847	2276.7771	ANAPC13|25847	1040.0892
ANAPC16|119504	3714.0127	ANAPC16|119504	2680.4837
ANAPC1|64682	238.8535	ANAPC1|64682	507.1755
ANAPC2|29882	575.1592	ANAPC2|29882	606.6713
ANAPC4|29945	430.5732	ANAPC4|29945	532.471
ANAPC5|51433	1522.9299	ANAPC5|51433	1939.746
ANAPC7|51434	1173.8854	ANAPC7|51434	1017.7237
ANGEL1|23357	368.1529	ANGEL1|23357	589.8076
ANGEL2|90806	1040.7643	ANGEL2|90806	598.2394
ANGPT1|284	128.0255	ANGPT1|284	166.9505
ANGPT2|285	206.3694	ANGPT2|285	122.6834
lowly_expressed	lowly_expressed	ANGPT4|51378	12.2262
ANGPTL1|9068	160.5096	ANGPTL1|9068	50.1695
ANGPTL2|23452	1243.3121	ANGPTL2|23452	3211.6899
ANGPTL4|51129	635.6688	ANGPTL4|51129	1395.892
ANGPTL7|10218	42.0382	ANGPTL7|10218	581.7973
ANG|283	451.0	ANG|283	476.3107
ANK1|286	13.3758	lowly_expressed	lowly_expressed
ANK2|287	226.1146	ANK2|287	142.0766
ANK3|288	1661.1465	ANK3|288	1400.9511
ANKAR|150709	38.2166	ANKAR|150709	22.3444
ANKDD1A|348094	86.6242	ANKDD1A|348094	115.0947
ANKFY1|51479	1044.586	ANKFY1|51479	1987.386
ANKHD1-EIF4EBP3|404734	1165.1083	ANKHD1-EIF4EBP3|404734	1323.2727
ANKHD1|54882	2069.9618	ANKHD1|54882	1911.4825
ANKH|56172	1871.3376	ANKH|56172	2221.7913
ANKIB1|54467	1229.2994	ANKIB1|54467	932.1405
ANKK1|255239	22.9299	ANKK1|255239	101.6037
ANKLE1|126549	14.0127	ANKLE1|126549	10.5398
ANKLE2|23141	1302.5478	ANKLE2|23141	1573.3824
ANKMY1|51281	203.1847	ANKMY1|51281	202.7859
ANKMY2|57037	552.8662	ANKMY2|57037	850.3516
ANKRA2|57763	316.5605	ANKRA2|57763	331.3715
ANKRD10|55608	1658.3439	ANKRD10|55608	1439.316
ANKRD11|29123	1348.8662	ANKRD11|29123	2760.759
ANKRD12|23253	1586.6242	ANKRD12|23253	1145.0446
ANKRD13A|88455	877.707	ANKRD13A|88455	1363.0078
ANKRD13B|124930	119.7452	ANKRD13B|124930	108.7708
ANKRD13C|81573	564.9682	ANKRD13C|81573	455.7412
ANKRD13D|338692	562.4204	ANKRD13D|338692	417.3763
ANKRD16|54522	193.4268	ANKRD16|54522	145.0277
ANKRD17|26057	2298.7261	ANKRD17|26057	2682.17
ANKRD19|138649	259.2357	ANKRD19|138649	92.3287
ANKRD20A3|441425	6.3694	ANKRD20A3|441425	15.5989
lowly_expressed	lowly_expressed	ANKRD20B|729171	11.8046
ANKRD22|118932	77.0701	ANKRD22|118932	59.0229
ANKRD23|200539	20.3822	ANKRD23|200539	34.5706
ANKRD24|170961	87.2611	ANKRD24|170961	24.0308
ANKRD26|22852	163.6943	ANKRD26|22852	154.3028
ANKRD27|84079	908.9172	ANKRD27|84079	832.6447
ANKRD28|23243	1161.7834	ANKRD28|23243	972.6134
ANKRD29|147463	71.3376	ANKRD29|147463	238.1996
ANKRD30A|91074	987.8981	ANKRD30A|91074	45.1104
ANKRD30B|374860	42.0382	ANKRD30B|374860	16.8637
ANKRD32|84250	135.0318	ANKRD32|84250	120.5754
ANKRD34A|284615	26.7516	ANKRD34A|284615	29.9331
ANKRD34C|390616	26.7516	lowly_expressed	lowly_expressed
ANKRD35|148741	114.6497	ANKRD35|148741	287.1043
ANKRD36BP1|84832	61.1465	ANKRD36BP1|84832	102.0253
ANKRD36B|57730	24.8408	ANKRD36B|57730	6.7455
ANKRD36|375248	135.6688	ANKRD36|375248	188.4517
ANKRD37|353322	63.3439	ANKRD37|353322	124.6522
ANKRD39|51239	154.1401	ANKRD39|51239	107.9276
ANKRD40|91369	1331.2102	ANKRD40|91369	1701.9679999999998
ANKRD42|338699	437.5796	ANKRD42|338699	308.6055
ANKRD43|134548	2140.1274	ANKRD43|134548	51.0127
ANKRD44|91526	14.6497	ANKRD44|91526	37.9433
ANKRD45|339416	8.2803	ANKRD45|339416	13.0694
ANKRD46|157567	575.7962	ANKRD46|157567	585.1701
ANKRD49|54851	371.3376	ANKRD49|54851	330.9499
ANKRD50|57182	2008.9172	ANKRD50|57182	1055.2455
ANKRD52|283373	807.0064	ANKRD52|283373	1176.2424
ANKRD53|79998	22.9299	ANKRD53|79998	32.8842
ANKRD54|129138	538.2166	ANKRD54|129138	385.7569
ANKRD56|345079	93.6306	ANKRD56|345079	143.763
ANKRD57|65124	1342.6752	ANKRD57|65124	976.8293
ANKRD58|347454	15.2866	ANKRD58|347454	17.2853
ANKRD5|63926	255.41400000000002	ANKRD5|63926	142.4982
ANKRD6|22881	253.8408	ANKRD6|22881	287.0074
lowly_expressed	lowly_expressed	ANKRD7|56311	5.9023
ANKRD9|122416	187.2611	ANKRD9|122416	72.9355
ANKS1A|23294	598.0892	ANKS1A|23294	1280.7973
ANKS1B|56899	38.8535	ANKS1B|56899	34.5706
ANKS3|124401	243.3121	ANKS3|124401	234.8269
ANKS6|203286	92.9936	ANKS6|203286	98.6526
ANKZF1|55139	395.5414	ANKZF1|55139	662.3215
ANLN|54443	32.4841	ANLN|54443	60.7093
ANO10|55129	701.2739	ANO10|55129	696.4704
ANO1|55107	3757.9618	ANO1|55107	14534.8151
ANO2|57101	15.9236	ANO2|57101	9.6966
ANO3|63982	15.2866	ANO3|63982	11.383
ANO5|203859	11.465	ANO5|203859	34.5706
ANO6|196527	1951.5924	ANO6|196527	2972.6471
ANO7|50636	12.1019	ANO7|50636	14.7557
ANO8|57719	241.4013	ANO8|57719	293.4282
ANO9|338440	84.0764	ANO9|338440	99.0742
ANP32A|8125	4048.4076	ANP32A|8125	3092.8009
ANP32B|10541	3264.3312	ANP32B|10541	3515.2363
ANP32E|81611	909.5541	ANP32E|81611	1150.5253
ANPEP|290	3157.3248	ANPEP|290	6056.173000000001
ANTXR1|84168	3970.0637	ANTXR1|84168	6204.1518
ANTXR2|118429	1311.465	ANTXR2|118429	763.082
lowly_expressed	lowly_expressed	ANTXRL|195977	11.8046
ANUBL1|93550	240.1274	ANUBL1|93550	152.1948
ANXA11|311	3771.3376	ANXA11|311	4338.606
ANXA13|312	37.5796	ANXA13|312	12.6478
ANXA1|301	4815.2866	ANXA1|301	16326.1606
ANXA2P1|303	48.4076	ANXA2P1|303	75.465
ANXA2P2|304	2614.0127	ANXA2P2|304	4164.4884
ANXA2|302	9487.2611	ANXA2|302	13473.2458
ANXA3|306	1189.172	ANXA3|306	2820.8739
ANXA4|307	2308.2803	ANXA4|307	1819.5922
ANXA5|308	8813.3758	ANXA5|308	6164.5222
ANXA6|309	4917.1975	ANXA6|309	4523.6851
ANXA7|310	4185.3503	ANXA7|310	3105.0271
ANXA8L2|244	187.8981	ANXA8L2|244	926.2382
ANXA8|653145	335.6688	ANXA8|653145	1364.6942
ANXA9|8416	430.5732	ANXA9|8416	261.3872
AOAH|313	32.4841	AOAH|313	60.2877
AOC2|314	33.758	AOC2|314	20.2364
AOC3|8639	4102.5478	AOC3|8639	2360.0735
AOX1|316	189.172	AOX1|316	274.4566
AP1AR|55435	908.9172	AP1AR|55435	634.0748
AP1B1|162	1903.8217	AP1B1|162	2256.3618
AP1G1|164	1914.0127	AP1G1|164	2171.2002
AP1G2|8906	1147.7325	AP1G2|8906	896.7057
AP1M1|8907	860.5096	AP1M1|8907	828.4288
AP1M2|10053	2505.0955	AP1M2|10053	1228.0983
AP1S1|1174	861.1465	AP1S1|1174	625.2213
AP1S2|8905	305.7325	AP1S2|8905	290.4771
AP1S3|130340	89.8089	AP1S3|130340	59.8661
AP2A1|160	1174.6369	AP2A1|160	1346.2622
AP2A2|161	1160.5096	AP2A2|161	1329.2804
AP2B1|163	4936.3057	AP2B1|163	5681.799
AP2M1|1173	4742.0382	AP2M1|1173	5234.4896
AP2S1|1175	1188.535	AP2S1|1175	861.313
AP3B1|8546	1226.1146	AP3B1|8546	1145.8878
AP3B2|8120	28.0255	AP3B2|8120	127.3209
AP3D1|8943	2147.7707	AP3D1|8943	2644.6483
AP3M1|26985	1350.3185	AP3M1|26985	1273.6302
AP3M2|10947	470.0637	AP3M2|10947	519.8233
AP3S1|1176	1370.7006	AP3S1|1176	666.959
AP3S2|10239	1584.0318	AP3S2|10239	1182.3892
AP4B1|10717	338.24199999999996	AP4B1|10717	299.3305
AP4E1|23431	245.8599	AP4E1|23431	287.5259
AP4M1|9179	364.4968	AP4M1|9179	321.3714
AP4S1|11154	85.9873	AP4S1|11154	63.2388
APAF1|317	342.0382	APAF1|317	351.608
APBA1|320	197.4522	APBA1|320	475.5561
APBA2|321	71.9745	APBA2|321	103.2901
APBA3|9546	227.3885	APBA3|9546	186.3438
APBB1IP|54518	449.6815	APBB1IP|54518	294.2714
APBB1|322	419.1083	APBB1|322	910.6393
APBB2|323	2454.7771	APBB2|323	1257.1881
APBB3|10307	230.5732	APBB3|10307	233.9837
APCDD1L|164284	190.4459	APCDD1L|164284	451.5253
APCDD1|147495	918.4713	APCDD1|147495	2261.4209
APC|324	614.6497	APC|324	894.6188
APEH|327	1445.2229	APEH|327	1688.0554
APEX1|328	2938.8535	APEX1|328	3362.6199
APEX2|27301	487.2611	APEX2|27301	706.5886
APH1A|51107	5426.7516	APH1A|51107	4254.7092
APH1B|83464	749.6815	APH1B|83464	574.2087
API5|8539	2424.8408	API5|8539	2817.9227
APIP|51074	445.0701	APIP|51074	389.8717
APITD1|378708	249.828	APITD1|378708	123.5265
APLF|200558	73.8854	APLF|200558	72.0923
APLNR|187	742.6752	APLNR|187	600.769
APLN|8862	118.4713	APLN|8862	371.4228
APLP1|333	29.9363	APLP1|333	32.041
APLP2|334	13789.171999999999	APLP2|334	16567.3114
APOA1BP|128240	3459.2357	APOA1BP|128240	1221.7744
APOB48R|55911	236.3057	APOB48R|55911	178.7551
APOBEC3A|200315	85.6752	APOBEC3A|200315	7.8838
APOBEC3B|9582	57.0	APOBEC3B|9582	114.7996
APOBEC3C|27350	127.3885	APOBEC3C|27350	456.1628
APOBEC3D|140564	76.4331	APOBEC3D|140564	109.1924
APOBEC3F|200316	157.3248	APOBEC3F|200316	287.1043
APOBEC3G|60489	210.828	APOBEC3G|60489	408.1013
APOBEC3H|164668	5.7325	lowly_expressed	lowly_expressed
APOB|338	36.9427	APOB|338	37.9433
APOC1|341	566.242	APOC1|341	305.6544
APOC2|344	68.7898	APOC2|344	12.6478
APOD|347	8419.1083	APOD|347	6578.9474
APOE|348	3633.758	APOE|348	3438.9281
APOF|319	25.4777	APOF|319	5.9023
APOL1|8542	1351.5924	APOL1|8542	916.9632
APOL2|23780	1005.7325	APOL2|23780	743.2672
APOL3|80833	752.8662	APOL3|80833	922.0223
APOL4|80832	484.0764	APOL4|80832	163.1562
APOL6|80830	2610.1911	APOL6|80830	1470.9354
APOLD1|81575	410.82800000000003	APOLD1|81575	193.0893
APOM|55937	101.2739	APOM|55937	56.0718
APOOL|139322	91.0828	APOOL|139322	104.9765
APOO|79135	351.5924	APOO|79135	156.8323
APPBP2|10513	1279.6178	APPBP2|10513	1268.5711
APPL1|26060	1989.8089	APPL1|26060	1878.1936
APPL2|55198	921.0191	APPL2|55198	1051.4511
APP|351	43450.9554	APP|351	46537.8843
APRT|353	1758.5987	APRT|353	1668.2406
APTX|54840	832.4841	APTX|54840	588.1212
AQP11|282679	31.8471	AQP11|282679	17.7069
AQP1|358	4538.2166	AQP1|358	9249.3128
AQP3|360	3549.0446	AQP3|360	801.8685
AQP4|361	36.9427	AQP4|361	104.5549
AQP5|362	357.3248	AQP5|362	133.6447
AQP6|363	56.051	lowly_expressed	lowly_expressed
AQP7P1|375719	87.2611	AQP7P1|375719	65.3468
AQP7P3|441432	21.0191	lowly_expressed	lowly_expressed
AQP7|364	485.3503	AQP7|364	269.8191
lowly_expressed	lowly_expressed	AQP9|366	8.4318
AQPEP|206338	24.8408	AQPEP|206338	27.4035
AQR|9716	963.6943	AQR|9716	901.7859
ARAF|369	845.2229	ARAF|369	1166.1242
ARAP1|116985	1297.3758	ARAP1|116985	2089.2889999999998
ARAP2|116984	212.1019	ARAP2|116984	363.4125
ARAP3|64411	338.2166	ARAP3|64411	479.3504
ARCN1|372	4192.9936	ARCN1|372	3933.0343
ARC|23237	54.1401	ARC|23237	262.2304
AREG|374	79.6178	AREG|374	190.1381
ARF1|375	14018.4713	ARF1|375	8010.6747
ARF3|377	6463.0573	ARF3|377	5261.8931
ARF4|378	6666.879	ARF4|378	3374.4245
ARF5|381	3366.0701	ARF5|381	2680.4837
ARF6|382	4071.3376	ARF6|382	3572.1513
ARFGAP1|55738	899.3631	ARFGAP1|55738	918.6496
ARFGAP2|84364	1970.0637	ARFGAP2|84364	2328.4541
ARFGAP3|26286	1589.172	ARFGAP3|26286	1267.3064
ARFGEF1|10565	1307.0064	ARFGEF1|10565	1334.6178
ARFGEF2|10564	1767.5159	ARFGEF2|10564	1409.8045
ARFIP1|27236	1462.4204	ARFIP1|27236	890.8245
ARFIP2|23647	1612.7389	ARFIP2|23647	1210.813
ARFRP1|10139	582.8025	ARFRP1|10139	659.3703
ARG2|384	130.9045	ARG2|384	148.1391
ARGLU1|55082	1542.6752	ARGLU1|55082	1564.5289
ARHGAP10|79658	200.6369	ARHGAP10|79658	544.6972
ARHGAP11A|9824	64.9682	ARHGAP11A|9824	126.8993
lowly_expressed	lowly_expressed	ARHGAP11B|89839	5.9023
ARHGAP12|94134	966.242	ARHGAP12|94134	1022.3613
ARHGAP15|55843	87.8981	ARHGAP15|55843	69.1411
ARHGAP17|55114	822.9299	ARHGAP17|55114	1055.667
ARHGAP18|93663	586.6242	ARHGAP18|93663	448.1526
ARHGAP19|84986	507.0064	ARHGAP19|84986	1821.2786
ARHGAP1|392	2849.6815	ARHGAP1|392	2869.357
ARHGAP20|57569	92.9936	ARHGAP20|57569	349.0784
ARHGAP21|57584	1166.242	ARHGAP21|57584	2052.7328
ARHGAP22|58504	39.4904	ARHGAP22|58504	103.2901
ARHGAP23|57636	588.535	ARHGAP23|57636	1186.3606
ARHGAP24|83478	214.6497	ARHGAP24|83478	357.5102
ARHGAP25|9938	244.58599999999998	ARHGAP25|9938	504.6459
ARHGAP26|23092	555.414	ARHGAP26|23092	1069.5796
ARHGAP27|201176	464.9682	ARHGAP27|201176	397.5615
ARHGAP28|79822	173.8854	ARHGAP28|79822	100.339
ARHGAP29|9411	1577.0701	ARHGAP29|9411	3040.945
ARHGAP30|257106	185.9873	ARHGAP30|257106	310.2919
ARHGAP31|57514	726.7516	ARHGAP31|57514	811.1435
ARHGAP32|9743	2447.1338	ARHGAP32|9743	1275.3166
ARHGAP33|115703	105.7325	ARHGAP33|115703	107.506
ARHGAP36|158763	31.8471	ARHGAP36|158763	154.3028
ARHGAP39|80728	351.5924	ARHGAP39|80728	303.5464
ARHGAP42|143872	90.4459	ARHGAP42|143872	99.9174
ARHGAP4|393	183.4395	ARHGAP4|393	315.7726
ARHGAP5|394	2574.5223	ARHGAP5|394	3269.0265
ARHGAP6|395	108.9172	ARHGAP6|395	67.4548
ARHGAP8|23779	441.0701	ARHGAP8|23779	358.4335
ARHGAP9|64333	56.6879	ARHGAP9|64333	85.5832
ARHGDIA|396	6129.9363	ARHGDIA|396	4252.1796
ARHGDIB|397	12223.5669	ARHGDIB|397	4304.4571
ARHGDIG|398	8.9172	ARHGDIG|398	7.5887
ARHGEF10L|55160	562.4204	ARHGEF10L|55160	1068.7364
ARHGEF10|9639	416.5605	ARHGEF10|9639	1136.1912
ARHGEF11|9826	1123.5669	ARHGEF11|9826	1085.1785
ARHGEF12|23365	5054.7771	ARHGEF12|23365	4521.5771
ARHGEF15|22899	431.8471	ARHGEF15|22899	331.3715
ARHGEF16|27237	297.4522	ARHGEF16|27237	204.8938
ARHGEF17|9828	1050.3185	ARHGEF17|9828	1890.4197
ARHGEF18|23370	687.2611	ARHGEF18|23370	811.1435
ARHGEF19|128272	188.535	ARHGEF19|128272	563.6689
ARHGEF1|9138	1051.5924	ARHGEF1|9138	1111.3172
ARHGEF2|9181	1459.8726	ARHGEF2|9181	1715.4589
ARHGEF33|100271715	24.2038	ARHGEF33|100271715	20.658
ARHGEF35|445328	737.5796	ARHGEF35|445328	1200.6948
ARHGEF37|389337	1140.7643	ARHGEF37|389337	1625.2382
ARHGEF38|54848	73.2484	ARHGEF38|54848	20.658
ARHGEF3|50650	1300.6369	ARHGEF3|50650	1015.1942
ARHGEF4|50649	105.0955	ARHGEF4|50649	286.2612
ARHGEF5|7984	324.2038	ARHGEF5|7984	997.0657
ARHGEF6|9459	935.6688	ARHGEF6|9459	1072.5307
ARHGEF7|8874	1257.3248	ARHGEF7|8874	1295.553
ARHGEF9|23229	512.7389	ARHGEF9|23229	816.2026
ARID1A|8289	2136.3057	ARID1A|8289	2742.0361
ARID1B|57492	1174.5223	ARID1B|57492	2272.8039
ARID2|196528	824.2038	ARID2|196528	807.3492
ARID3A|1820	28.0255	ARID3A|1820	19.8148
ARID3B|10620	69.4268	ARID3B|10620	91.9071
ARID4A|5926	407.6433	ARID4A|5926	593.1803
ARID4B|51742	1313.3758	ARID4B|51742	1134.9264
ARID5A|10865	1121.6561	ARID5A|10865	3489.9408
ARID5B|84159	2684.7134	ARID5B|84159	4062.8847
ARIH1|25820	2023.5669	ARIH1|25820	2072.5476
ARIH2|10425	887.8981	ARIH2|10425	1440.0622
ARL10|285598	23.5669	ARL10|285598	59.4445
ARL11|115761	47.7707	ARL11|115761	37.9433
ARL13B|200894	285.3503	ARL13B|200894	310.7135
ARL15|54622	610.828	ARL15|54622	333.4795
ARL16|339231	449.0446	ARL16|339231	424.965
ARL17A|51326	114.8535	ARL17A|51326	80.5579
ARL17B|641522	6.465	lowly_expressed	lowly_expressed
ARL1|400	3824.8408	ARL1|400	2094.8920000000003
ARL2BP|23568	1140.7643	ARL2BP|23568	1568.7448
ARL2|402	1142.6752	ARL2|402	920.3359
ARL3|403	459.2357	ARL3|403	584.3269
ARL4A|10124	834.3949	ARL4A|10124	4040.5403
ARL4C|10123	990.4459	ARL4C|10123	3736.1507
ARL4D|379	278.3439	ARL4D|379	456.1628
ARL5A|26225	943.949	ARL5A|26225	737.7865
ARL5B|221079	173.8854	ARL5B|221079	141.2334
ARL6IP1|23204	6008.9172	ARL6IP1|23204	3841.5488
ARL6IP4|51329	2262.4204	ARL6IP4|51329	1887.8902
ARL6IP5|10550	7763.0573	ARL6IP5|10550	4764.4142
ARL6IP6|151188	225.4777	ARL6IP6|151188	302.2817
ARL6|84100	91.7197	ARL6|84100	69.5627
ARL8A|127829	1837.5796	ARL8A|127829	1311.5736
ARL8B|55207	2728.6624	ARL8B|55207	2114.7068
lowly_expressed	lowly_expressed	ARL9|132946	18.5501
ARMC10|83787	996.8662	ARMC10|83787	721.5299
ARMC1|55156	635.0318	ARMC1|55156	684.6658
ARMC2|84071	19.1083	ARMC2|84071	29.5115
ARMC4|55130	5.0955	ARMC4|55130	13.9125
ARMC5|79798	271.9745	ARMC5|79798	330.1067
ARMC6|93436	532.4841	ARMC6|93436	482.6093
ARMC7|79637	442.6752	ARMC7|79637	323.3613
ARMC8|25852	515.9236	ARMC8|25852	624.3782
ARMC9|80210	195.5414	ARMC9|80210	217.9632
ARMCX1|51309	812.1019	ARMCX1|51309	1172.4481
ARMCX2|9823	1305.0955	ARMCX2|9823	1134.5048
ARMCX3|51566	1981.5287	ARMCX3|51566	1820.4354
ARMCX5|64860	357.9618	ARMCX5|64860	368.8932
ARMCX6|54470	197.4522	ARMCX6|54470	324.626
ARNT2|9915	2315.2866	ARNT2|9915	446.4662
ARNTL2|56938	5.0955	ARNTL2|56938	34.9922
ARNTL|406	350.3185	ARNTL|406	550.5995
ARNT|405	1590.4459	ARNT|405	1542.1845
ARPC1A|10552	2521.0191	ARPC1A|10552	2510.5525
ARPC1B|10095	1845.2229	ARPC1B|10095	1157.3003
ARPC2|10109	2687.8981	ARPC2|10109	3867.2659
ARPC3|10094	5200.6369	ARPC3|10094	2464.6284
ARPC4|10093	2914.6815	ARPC4|10093	2780.8858
ARPC5L|81873	769.4268	ARPC5L|81873	564.512
ARPC5|10092	3668.1529	ARPC5|10092	3158.9909
ARPM1|84517	24.2038	ARPM1|84517	43.0024
ARPP19|10776	3873.8854	ARPP19|10776	3743.7394
ARRB1|408	544.586	ARRB1|408	1282.4837
ARRB2|409	461.7834	ARRB2|409	607.5145
ARRDC1|92714	1371.9745	ARRDC1|92714	652.2032
ARRDC2|27106	675.7962	ARRDC2|27106	700.2648
ARRDC3|57561	3392.9936	ARRDC3|57561	5945.7158
ARRDC4|91947	2494.9045	ARRDC4|91947	832.6447
ARSA|410	830.5732	ARSA|410	610.8872
ARSB|411	195.5414	ARSB|411	177.0688
ARSD|414	2950.9554	ARSD|414	2743.3009
ARSE|415	125.4777	ARSE|415	80.9457
ARSF|416	5.0955	ARSF|416	5.4807
ARSG|22901	336.9427	ARSG|22901	268.9759
ARSI|340075	75.1592	ARSI|340075	105.8197
ARSJ|79642	48.4076	ARSJ|79642	212.4825
ARSK|153642	171.9745	ARSK|153642	207.0018
ART5|116969	18.4713	ART5|116969	23.1876
ARTN|9048	29.2994	ARTN|9048	16.8637
ARV1|64801	1371.9745	ARV1|64801	366.7853
ARVCF|421	362.4204	ARVCF|421	823.7913
AR|367	343.3121	AR|367	180.0199
AS3MT|57412	233.12099999999998	AS3MT|57412	220.9143
ASAH1|427	14189.8089	ASAH1|427	3561.1899
ASAM|79827	291.7197	ASAM|79827	491.9982
ASAP1|50807	596.1783	ASAP1|50807	670.7533
ASAP2|8853	552.2293	ASAP2|8853	474.2913
ASAP3|55616	1498.7261	ASAP3|55616	1306.0929
lowly_expressed	lowly_expressed	ASB12|142689	10.9614
ASB13|79754	617.1975	ASB13|79754	724.7171
ASB14|142686	10.828	ASB14|142686	6.3239
ASB16|92591	13.5223	ASB16|92591	5.2783
ASB1|51665	298.949	ASB1|51665	636.5537
ASB2|51676	27.3885	ASB2|51676	60.7093
ASB3|51130	436.9427	ASB3|51130	309.8703
ASB6|140459	759.5796	ASB6|140459	770.6622
ASB7|140460	439.4904	ASB7|140460	500.43
ASB8|140461	1135.0318	ASB8|140461	804.3981
ASB9|140462	10.1911	ASB9|140462	32.041
ASCC1|51008	450.3185	ASCC1|51008	428.7593
ASCC2|84164	1492.9936	ASCC2|84164	1232.7358
ASCC3|10973	549.0446	ASCC3|10973	1225.9903
ASCL1|429	8.2803	lowly_expressed	lowly_expressed
ASCL2|430	80.8917	ASCL2|430	32.8842
ASCL4|121549	5.0955	lowly_expressed	lowly_expressed
ASF1A|25842	549.0446	ASF1A|25842	609.2008
ASF1B|55723	67.5159	ASF1B|55723	115.5163
ASGR1|432	80.2548	ASGR1|432	10.1182
ASGR2|433	6.3694	lowly_expressed	lowly_expressed
ASH1L|55870	2348.8726	ASH1L|55870	2356.1316
ASH2L|9070	1277.7069999999999	ASH2L|9070	1168.2322
ASL|435	384.0764	ASL|435	470.49699999999996
ASMTL|8623	637.5796	ASMTL|8623	900.4958
ASMT|438	6.3694	lowly_expressed	lowly_expressed
ASNA1|439	1533.7579999999998	ASNA1|439	924.9734
ASNSD1|54529	1006.3694	ASNSD1|54529	1149.6821
ASNS|440	418.4713	ASNS|440	441.4071
ASPA|443	43.949	ASPA|443	18.1285
ASPHD1|253982	26.7516	ASPHD1|253982	45.532
ASPHD2|57168	115.2866	ASPHD2|57168	53.9638
ASPH|444	8872.2484	ASPH|444	4994.0724
ASPM|259266	20.3822	ASPM|259266	46.7967
ASPN|54829	3924.2038	ASPN|54829	62.8172
ASPRV1|151516	54.7771	ASPRV1|151516	124.7913
ASPSCR1|79058	424.8408	ASPSCR1|79058	287.5259
ASRGL1|80150	1389.172	ASRGL1|80150	82.6321
ASS1|445	1584.0764	ASS1|445	2129.4626
ASTE1|28990	256.6624	ASTE1|28990	247.2133
ASTN1|460	19.1083	ASTN1|460	30.3546
ASTN2|23245	436.9427	ASTN2|23245	252.1122
ASXL1|171023	1275.7962	ASXL1|171023	2005.5144
ASXL2|55252	368.7898	ASXL2|55252	466.2811
ASXL3|80816	6.3694	ASXL3|80816	48.0615
ATAD1|84896	1192.3567	ATAD1|84896	1319.1622
ATAD2B|54454	317.8344	ATAD2B|54454	275.2998
ATAD2|29028	545.2229	ATAD2|29028	388.7081
ATAD3A|55210	277.707	ATAD3A|55210	504.6459
ATAD3B|83858	146.4968	ATAD3B|83858	185.9222
ATAD3C|219293	71.9745	ATAD3C|219293	184.2358
ATAD5|79915	35.0318	ATAD5|79915	55.2286
ATE1|11101	189.8089	ATE1|11101	176.6472
ATF1|466	474.5223	ATF1|466	511.3914
ATF2|1386	342.6752	ATF2|1386	471.7617
ATF3|467	2237.5796	ATF3|467	2643.3835
ATF4|468	6065.6051	ATF4|468	5617.717
ATF5|22809	726.1146	ATF5|22809	685.9306
ATF6B|1388	2014.5032	ATF6B|1388	2161.9252
ATF6|22926	1478.3439	ATF6|22926	1231.8926
ATF7IP2|80063	159.2357	ATF7IP2|80063	76.3082
ATF7IP|55729	827.3885	ATF7IP|55729	823.3697
ATF7|11016	2098.3885	ATF7|11016	2213.8779999999997
ATG10|83734	185.9873	ATG10|83734	149.6653
ATG12|9140	428.0255	ATG12|9140	397.1399
