gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
CCHCR1|54535	143.0638	CCHCR1|54535	84.2431
CCIN|881	21.2185	removed	removed
CCL11|6356	24.1119	removed	removed
removed	removed	CCL13|6357	105.4971
CCL14|6358	136.9555	CCL14|6358	4048.2002
removed	removed	CCL16|6360	7.3423
CCL18|6362	36.9715	CCL18|6362	98.9276
CCL19|6363	46.2948	CCL19|6363	85.0159
CCL20|6364	6.7513	removed	removed
CCL21|6366	22.1829	CCL21|6366	199.40099999999998
CCL22|6367	38.2575	CCL22|6367	20.8675
removed	removed	CCL23|6368	13.9117
removed	removed	CCL24|6369	16.2303
removed	removed	CCL26|10344	11.5931
CCL28|56477	163.6393	CCL28|56477	57.1925
CCL2|6347	258.4793	CCL2|6347	791.8076
CCL3L1|6349	26.8864	CCL3L1|6349	72.6809
removed	removed	CCL3L3|414062	16.9723
CCL3|6348	55.9396	CCL3|6348	309.9217
CCL4L2|388372	56.2611	CCL4L2|388372	129.4561
CCL4|6351	48.5452	CCL4|6351	201.7196
CCL5|6352	374.8593	CCL5|6352	173.1234
CCL8|6355	25.3978	CCL8|6355	338.1316
CCM2|83605	464.23400000000004	CCM2|83605	788.7161
CCNA2|890	149.2397	CCNA2|890	30.7564
CCNB1IP1|57820	478.7012	CCNB1IP1|57820	383.731
CCNB1|891	436.5858	CCNB1|891	84.2431
CCNB2|9133	124.4173	removed	removed
CCNB3|85417	49.1882	CCNB3|85417	40.1894
CCNC|892	1036.8108	CCNC|892	1846.7781
CCND1|595	8986.6099	CCND1|595	5274.4662
CCND2|894	1591.7055	CCND2|894	2668.3412
CCND3|896	875.422	CCND3|896	1078.5431
CCNDBP1|23582	1356.0521	CCNDBP1|23582	1995.556
CCNE1|898	47.5808	CCNE1|898	32.8471
CCNE2|9134	158.8651	CCNE2|9134	21.3699
CCNF|899	491.5608	CCNF|899	96.609
CCNG1|900	2014.1456	CCNG1|900	4333.8808
CCNG2|901	2418.2607	CCNG2|901	3459.7623
CCNH|902	703.1956	CCNH|902	919.2271
CCNI2|645121	11.937000000000001	removed	removed
CCNI|10983	5707.764	CCNI|10983	7975.6545
CCNJL|79616	69.4422	CCNJL|79616	29.3691
CCNJ|54619	352.6764	CCNJ|54619	192.4452
CCNK|8812	1229.2686	CCNK|8812	791.6066
CCNL1|57018	1904.1955	CCNL1|57018	1170.5149
CCNL2|81669	2522.424	CCNL2|81669	985.4119999999999
CCNO|10309	12.2167	removed	removed
CCNT1|904	164.9253	CCNT1|904	269.346
CCNT2|905	1022.6652	CCNT2|905	899.6232
CCNYL1|151195	390.9339	CCNYL1|151195	1085.8854
CCNY|219771	1880.4051	CCNY|219771	2867.3558
CCPG1|9236	2912.0817	CCPG1|9236	5443.8605
CCR1|1230	274.8754	CCR1|1230	186.6486
CCR2|729230	58.833	CCR2|729230	36.325
CCR4|1233	27.6483	removed	removed
CCR5|1234	137.5985	CCR5|1234	40.5758
CCR6|1235	39.5403	CCR6|1235	15.8903
CCR7|1236	25.7193	CCR7|1236	13.1388
CCR8|1237	11.8952	removed	removed
CCRL1|51554	150.4581	CCRL1|51554	307.9896
CCRL2|9034	50.7957	CCRL2|9034	209.8348
CCRN4L|25819	368.751	CCRN4L|25819	151.0965
CCS|9973	209.2911	CCS|9973	175.442
CCT2|10576	3295.6116	CCT2|10576	1826.297
CCT3|7203	5612.924	CCT3|7203	2687.2766
CCT4|10575	2752.9336	CCT4|10575	3489.5179
CCT5|22948	4747.7897	CCT5|22948	3294.7541
CCT6A|908	3322.6169	CCT6A|908	2867.7422
CCT6B|10693	132.1331	CCT6B|10693	95.8362
CCT6P1|643253	75.5506	CCT6P1|643253	25.5048
CCT7|10574	3528.6931	CCT7|10574	2951.9853
CCT8|10694	4434.0138	CCT8|10694	3330.6927
CD101|9398	30.2202	CD101|9398	6.9558
CD109|135228	1262.498	CD109|135228	1691.8172
CD14|929	580.614	CD14|929	1240.0734
CD151|977	4054.6536	CD151|977	12292.5321
CD160|11126	9.9662	CD160|11126	23.5726
CD163L1|283316	162.6748	CD163L1|283316	221.8143
CD163|9332	491.2394	CD163|9332	2213.8924
CD164L2|388611	5.7869	removed	removed
CD164|8763	9423.8868	CD164|8763	21871.1236
CD177|57126	8.0373	removed	removed
CD180|4064	96.126	CD180|4064	49.4638
CD1C|911	6.7513	CD1C|911	29.7556
CD1D|912	17.0391	CD1D|912	30.9149
CD200R1|131450	12.8597	CD200R1|131450	105.1106
CD200|4345	351.7119	CD200|4345	401.5071
removed	removed	CD207|50489	13.9117
CD209|30835	14.1456	CD209|30835	1230.0261
CD226|10666	24.4334	CD226|10666	8.5016
CD22|933	361.9997	CD22|933	6.183
removed	removed	CD244|51744	5.4101
CD247|919	30.8632	CD247|919	29.3691
CD248|57124	727.8573	CD248|57124	5566.6119
CD24|100133941	15077.6403	CD24|100133941	1249.3479
CD274|29126	25.7193	CD274|29126	15.8439
CD276|80381	2242.7262	CD276|80381	1029.8522
CD27|939	83.1153	CD27|939	9.1469
CD28|940	85.5168	CD28|940	227.2244
CD2AP|23607	2197.3959	CD2AP|23607	1310.7912
CD2BP2|10421	1159.6206	CD2BP2|10421	716.8389999999999
CD2|914	155.2805	CD2|914	58.7383
CD300A|11314	157.8524	CD300A|11314	65.6941
CD300C|10871	24.4334	CD300C|10871	10.8202
CD300LB|124599	10.2877	CD300LB|124599	13.1388
CD300LF|146722	60.7619	CD300LF|146722	6.9558
removed	removed	CD300LG|146894	6292.7253
CD302|9936	893.7277	CD302|9936	6615.7859
CD320|51293	145.9572	CD320|51293	355.1348
CD33|945	74.9076	CD33|945	94.6768
CD34|947	992.7664	CD34|947	6384.3107
CD36|948	155.2805	CD36|948	132269.346
CD37|951	303.8097	CD37|951	114.7715
CD38|952	32.1492	CD38|952	40.5758
CD3D|915	44.0444	CD3D|915	16.2303
CD3EAP|10849	608.9053	CD3EAP|10849	151.4829
CD3E|916	145.9572	CD3E|916	71.4907
CD3G|917	23.4689	CD3G|917	9.2745
CD40LG|959	13.8241	CD40LG|959	11.2066
CD40|958	210.2556	CD40|958	438.2185
CD44|960	4332.4224	CD44|960	4033.2335
CD46|4179	7900.3376	CD46|4179	8525.9395
CD47|961	2516.3157	CD47|961	2081.3448
CD48|962	223.4367	CD48|962	103.5649
CD4|920	1061.5657	CD4|920	1608.3470000000002
CD52|1043	153.9945	CD52|1043	95.8362
CD53|963	774.1521	CD53|963	547.1935
CD55|1604	3449.6062	CD55|1604	1123.7562
CD58|965	196.4314	CD58|965	253.1156
CD59|966	10628.8378	CD59|966	21842.5273
CD5|921	56.5825	CD5|921	17.7761
CD63|967	8525.639000000001	CD63|967	12638.3924
CD68|968	2038.2575	CD68|968	3398.7054
CD69|969	120.8809	CD69|969	66.467
CD6|923	75.872	CD6|923	17.7761
CD70|970	10.2877	removed	removed
CD72|971	51.7602	CD72|971	50.2367
CD74|972	24924.6102	CD74|972	21766.3994
CD79A|973	82.6234	CD79A|973	11.2066
CD79B|974	25.7193	CD79B|974	44.8266
CD7|924	19.9325	CD7|924	11.9795
CD80|941	46.6163	removed	removed
CD81|975	7232.9208	CD81|975	21407.4003
CD82|3732	384.1826	CD82|3732	185.4893
CD83|9308	304.1312	CD83|9308	420.056
CD84|8832	124.7388	CD84|8832	133.3205
CD86|942	261.3728	CD86|942	210.9941
CD8A|925	118.309	CD8A|925	36.7114
CD8B|926	25.3978	CD8B|926	12.366
CD93|22918	1746.0215	removed	removed
CD96|10225	89.3747	CD96|10225	69.9449
CD97|976	486.0955	CD97|976	649.9855
CD99L2|83692	728.1787	CD99L2|83692	4202.8789
CD99|4267	2022.5044	CD99|4267	5121.0511
CD9|928	17277.2866	CD9|928	1271.7612
CDADC1|81602	228.9021	CDADC1|81602	391.8462
CDAN1|146059	428.5485	CDAN1|146059	172.7369
CDA|978	32.1492	CDA|978	25.5048
CDC123|8872	1179.5692	CDC123|8872	912.7659
CDC14A|8556	443.6586	CDC14A|8556	190.513
CDC14B|8555	401.2217	CDC14B|8555	1920.9738
removed	removed	CDC14C|168448	37.8707
CDC16|8881	1705.1921	CDC16|8881	2240.5565
CDC20|991	117.023	CDC20|991	12.7524
CDC23|8697	1109.7894	CDC23|8697	889.1895
CDC25A|993	50.1527	removed	removed
CDC25B|994	440.7652	CDC25B|994	332.7215
CDC25C|995	18.9712	removed	removed
CDC26|246184	138.9005	CDC26|246184	108.148
CDC27|996	2936.1839	CDC27|996	2548.5460000000003
CDC34|997	179.7139	CDC34|997	298.7151
CDC37L1|55664	573.8627	CDC37L1|55664	1013.6219
CDC37|11140	1182.768	CDC37|11140	1556.5646
CDC40|51362	620.1575	CDC40|51362	797.6041
CDC42BPA|8476	1910.6253	CDC42BPA|8476	3973.3359
CDC42BPB|9578	2969.619	CDC42BPB|9578	5638.8755
CDC42BPG|55561	191.6091	CDC42BPG|55561	18.1625
CDC42EP1|11135	561.3245	CDC42EP1|11135	800.6956
CDC42EP2|10435	148.5292	CDC42EP2|10435	610.569
CDC42EP3|10602	465.52	CDC42EP3|10602	803.4006
CDC42EP4|23580	1239.9936	CDC42EP4|23580	1876.5337
CDC42EP5|148170	29.2557	CDC42EP5|148170	32.4606
CDC42SE1|56882	2810.2588	CDC42SE1|56882	1308.8281
CDC42SE2|56990	1287.5743	CDC42SE2|56990	1293.4016
CDC42|998	8902.7488	CDC42|998	7282.0017
CDC45|8318	96.4475	removed	removed
CDC5L|988	1429.9952	CDC5L|988	1061.9264
CDC6|990	281.3053	CDC6|990	18.5489
CDC73|79577	1385.3078	CDC73|79577	2133.5137
CDC7|8317	113.8081	CDC7|8317	15.071
CDCA2|157313	65.5843	removed	removed
CDCA3|83461	63.7389	CDCA3|83461	8.5016
CDCA4|55038	287.4136	CDCA4|55038	65.6941
CDCA5|113130	144.0283	CDCA5|113130	13.1388
CDCA7L|55536	281.2988	CDCA7L|55536	217.1462
CDCA7|83879	41.4724	CDCA7|83879	10.8202
CDCA8|55143	145.9572	CDCA8|55143	15.4574
CDCP1|64866	734.2871	CDCP1|64866	59.8976
CDH11|1009	7472.7536	CDH11|1009	724.9541
CDH13|1012	704.3884	CDH13|1012	1418.9933
removed	removed	CDH19|28513	10.8202
CDH1|999	12973.4769	CDH1|999	1024.4421
removed	removed	CDH20|28316	129.8425
CDH23|64072	49.5097	CDH23|64072	421.2153
CDH24|64403	75.2291	CDH24|64403	45.213
removed	removed	CDH26|60437	7.7287
CDH2|1000	390.6124	CDH2|1000	5.4101
CDH3|1001	460.0547	CDH3|1001	92.3582
CDH5|1003	779.9389	CDH5|1003	6464.6894
CDH6|1004	87.7672	CDH6|1004	175.8284
CDH8|1006	6.4298	removed	removed
CDHR1|92211	9.0018	removed	removed
CDHR3|222256	409.4036	CDHR3|222256	23.078000000000003
CDIPT|10423	1695.8688	CDIPT|10423	2139.6966
CDK10|8558	209.9341	CDK10|8558	184.7165
CDK11A|728642	254.8786	CDK11A|728642	64.3107
CDK11B|984	759.7492	CDK11B|984	496.7945
CDK12|51755	2378.7172	CDK12|51755	1290.6966
CDK13|8621	1372.4482	CDK13|8621	1061.9264
CDK14|5218	1201.7361	CDK14|5218	1132.6442
CDK15|65061	11.5737	CDK15|65061	8.5016
CDK16|5127	1295.6116	CDK16|5127	1665.5396
CDK17|5128	1600.7073	CDK17|5128	1047.2418
CDK18|5129	160.7459	CDK18|5129	56.4197
CDK19|23097	574.226	CDK19|23097	946.2854
CDK1|983	358.1418	CDK1|983	108.2021
CDK20|23552	208.0051	CDK20|23552	58.7383
CDK2AP1|8099	2635.9106	CDK2AP1|8099	2812.0954
CDK2AP2|10263	442.0511	CDK2AP2|10263	415.0324
CDK2|1017	917.2159	CDK2|1017	275.5289
CDK3|1018	54.2131	CDK3|1018	104.3648
CDK4|1019	2304.7742	CDK4|1019	1332.0452
CDK5R1|8851	102.2344	CDK5R1|8851	37.0979
CDK5RAP1|51654	479.6656	CDK5RAP1|51654	315.7183
CDK5RAP2|55755	1982.9609	CDK5RAP2|55755	1485.0739
CDK5RAP3|80279	2609.8698	CDK5RAP3|80279	828.5189999999999
CDK5|1020	384.1826	CDK5|1020	97.3819
CDK6|1021	553.9302	CDK6|1021	982.707
CDK7|1022	659.058	CDK7|1022	326.1521
CDK8|1024	171.3551	CDK8|1024	241.5226
CDK9|1025	948.0791	CDK9|1025	732.6828
CDKAL1|54901	355.2484	CDKAL1|54901	299.1015
CDKL1|8814	52.7246	CDKL1|8814	68.3992
CDKL2|8999	32.1492	CDKL2|8999	6.183
CDKL3|51265	43.2439	CDKL3|51265	68.2137
CDKL5|6792	104.4848	CDKL5|6792	94.6768
CDKN1A|1026	1078.9262	CDKN1A|1026	1008.9846
CDKN1B|1027	3395.9171	CDKN1B|1027	1927.9297
CDKN1C|1028	255.2644	CDKN1C|1028	1842.5273
CDKN2AIPNL|91368	467.7705	CDKN2AIPNL|91368	421.2153
CDKN2AIP|55602	675.1326	CDKN2AIP|55602	613.2741
CDKN2A|1029	89.6962	CDKN2A|1029	25.5048
CDKN2BAS|100048912	8.3588	removed	removed
CDKN2B|1030	937.1484	CDKN2B|1030	5490.8704
CDKN2C|1031	181.9643	CDKN2C|1031	1452.6133
CDKN2D|1032	62.3694	CDKN2D|1032	61.8298
CDKN3|1033	31.5062	CDKN3|1033	6.5694
CDNF|441549	26.3623	CDNF|441549	83.8566
CDO1|1036	77.4795	CDO1|1036	3748.4301
CDON|50937	706.9603	CDON|50937	1222.2974
CDR1|1038	45.6775	CDR1|1038	1750.9226
CDR2L|30850	607.2979	CDR2L|30850	237.6582
CDR2|1039	1154.7983	CDR2|1039	486.1366
CDRT15P|94158	7.0728	removed	removed
CDRT4|284040	117.8428	CDRT4|284040	328.6909
CDS1|1040	1709.05	CDS1|1040	105.1106
CDS2|8760	1373.4126	CDS2|8760	1260.941
CDSN|1041	64.9413	removed	removed
CDT1|81620	39.865	removed	removed
CDV3|55573	3717.4088	CDV3|55573	8431.6491
CDX1|1044	5.1439	removed	removed
CDYL2|124359	91.3036	CDYL2|124359	71.8771
CDYL|9425	588.6513	CDYL|9425	646.1211
CEACAM19|56971	14.4671	CEACAM19|56971	17.7761
CEACAM1|634	178.7494	CEACAM1|634	284.7493
CEACAM21|90273	10.9307	CEACAM21|90273	11.5931
CEACAM5|1048	175.856	removed	removed
CEACAM6|4680	334.9944	CEACAM6|4680	6.183
CEACAM7|1087	5.1439	removed	removed
CEBPA|1050	380.9677	CEBPA|1050	4961.4529999999995
CEBPB|1051	376.7883	CEBPB|1051	1422.8577
CEBPD|1052	530.7828	CEBPD|1052	696.7443
CEBPG|1054	1390.7732	CEBPG|1054	1953.8209
CEBPZ|10153	1468.5742	CEBPZ|10153	1296.4931
CECR1|51816	915.9299	CECR1|51816	788.7161
CECR2|27443	12.2167	CECR2|27443	30.9149
CECR5|27440	330.4935	CECR5|27440	178.5335
CECR6|27439	46.6163	CECR6|27439	5.7965
CECR7|100130418	11.8952	CECR7|100130418	26.2777
CELF1|10658	1928.9503	CELF1|10658	2136.6052
CELF2|10659	844.5588	CELF2|10659	6705.8255
removed	removed	CELF4|56853	13.1388
CELF5|60680	45.6518	removed	removed
CELF6|60677	49.6801	CELF6|60677	41.7892
CELSR1|9620	3264.1054	CELSR1|9620	156.8931
CELSR2|1952	2441.4081	CELSR2|1952	322.6741
CELSR3|1951	94.8401	CELSR3|1951	18.1625
CEL|1056	5.7869	removed	removed
CEMP1|752014	143.7518	CEMP1|752014	63.9706
CENPA|1058	27.3268	CENPA|1058	23.1862
CENPBD1|92806	258.4793	CENPBD1|92806	245.0005
CENPB|1059	1236.1357	CENPB|1059	1451.454
CENPC1|1060	632.6957	CENPC1|1060	558.0137
CENPE|1062	236.9394	CENPE|1062	38.6436
CENPF|1063	818.5179	CENPF|1063	45.9859
CENPH|64946	124.0958	CENPH|64946	77.2872
CENPI|2491	20.5755	CENPI|2491	16.6168
CENPJ|55835	246.9056	CENPJ|55835	123.6595
CENPK|64105	83.5878	CENPK|64105	5.0237
CENPL|91687	140.4919	CENPL|91687	98.5412
CENPM|79019	34.0781	removed	removed
CENPN|55839	114.2807	CENPN|55839	138.8851
CENPO|79172	83.1153	CENPO|79172	36.0738
CENPP|401541	280.9163	CENPP|401541	53.7455
CENPQ|55166	158.4954	CENPQ|55166	135.2526
CENPT|80152	253.657	CENPT|80152	225.2922
CENPV|201161	29.2557	CENPV|201161	146.8457
CENPW|387103	48.2238	CENPW|387103	35.9386
CEP110|11064	821.7328	CEP110|11064	444.4015
CEP120|153241	846.4877	CEP120|153241	961.453
CEP135|9662	309.918	CEP135|9662	142.5949
CEP152|22995	78.1225	CEP152|22995	95.0633
CEP164|22897	500.2411	CEP164|22897	221.8143
CEP170|9859	1293.3612	CEP170|9859	1125.3019
CEP192|55125	698.923	CEP192|55125	585.4507
CEP250|11190	515.3512	CEP250|11190	273.9832
CEP290|80184	1202.4401	CEP290|80184	516.039
CEP350|9857	2002.8934	CEP350|9857	2043.8605
CEP55|55165	174.2485	CEP55|55165	11.2066
CEP57|9702	842.3083	CEP57|9702	1215.3415
CEP63|80254	694.7179	CEP63|80254	1105.4507
CEP68|23177	715.9717	CEP68|23177	2488.034
CEP70|80321	392.5414	CEP70|80321	299.8744
CEP72|55722	69.7637	CEP72|55722	18.9354
CEP76|79959	206.7192	CEP76|79959	151.8694
CEP78|84131	312.49	CEP78|84131	312.6268
CEP97|79598	225.3657	CEP97|79598	145.3
CEPT1|10390	947.1146	CEPT1|10390	1435.9965
CERCAM|51148	1994.5346	CERCAM|51148	704.4730000000001
CERKL|375298	86.6259	CERKL|375298	9.7111
CERK|64781	360.7137	CERK|64781	1115.641
CES1|1066	506.3495	CES1|1066	17521.0125
CES2|8824	667.0953	CES2|8824	1260.941
CES3|23491	25.7193	CES3|23491	14.6846
CES4|51716	10.2877	CES4|51716	459.85900000000004
CES8|283848	97.412	CES8|283848	61.0569
CETN2|1069	1714.1939	CETN2|1069	1279.4899
CETN3|1070	373.2519	CETN3|1070	303.7388
removed	removed	CETN4P|729338	22.4133
CETP|1071	8.6803	CETP|1071	14.2981
CFB|629	2761.9579	CFB|629	464.95599999999996
CFDP1|10428	602.4755	CFDP1|10428	525.5531
CFD|1675	82.3019	CFD|1675	6140.4695
removed	removed	CFHR1|3078	8.1152
CFH|3075	1427.4232	CFH|3075	7527.0022
CFI|3426	323.0992	CFI|3426	771.7129
CFL1|1072	12150.7796	CFL1|1072	5859.9169
CFL2|1073	441.0866	CFL2|1073	3378.9972
CFLAR|8837	563.575	CFLAR|8837	3030.0454
removed	removed	CFP|5199	21.6404
CG030|116828	69.1207	CG030|116828	65.6941
CGGBP1|8545	3341.6009999999997	CGGBP1|8545	3218.6262
CGNL1|84952	1500.0804	CGNL1|84952	273.5968
CGN|57530	2154.959	CGN|57530	34.7792
CGREF1|10669	171.6573	CGREF1|10669	151.8617
CGRRF1|10668	244.0122	CGRRF1|10668	398.0292
CH25H|9023	40.1865	CH25H|9023	66.0806
CHAC1|79094	10.9307	CHAC1|79094	7.7287
CHAC2|494143	33.1136	CHAC2|494143	42.508
CHADL|150356	19.9325	CHADL|150356	54.9048
CHAD|1101	287.0921	CHAD|1101	20.0947
CHAF1A|10036	232.11700000000002	CHAF1A|10036	180.8521
CHAF1B|8208	177.7849	CHAF1B|8208	56.0332
CHCHD10|400916	235.9749	CHCHD10|400916	516.2786
CHCHD1|118487	697.637	CHCHD1|118487	333.8808
CHCHD2|51142	2316.0264	CHCHD2|51142	2129.6493
CHCHD3|54927	1023.6296	CHCHD3|54927	1130.712
CHCHD4|131474	275.8399	CHCHD4|131474	417.351
CHCHD5|84269	286.1276	CHCHD5|84269	153.4151
CHCHD6|84303	93.8756	CHCHD6|84303	59.5112
CHCHD7|79145	354.6054	CHCHD7|79145	556.0815
CHCHD8|51287	688.3138	CHCHD8|51287	378.3209
CHD1L|9557	788.6192	CHD1L|9557	507.777
CHD1|1105	1869.4744	CHD1|1105	1097.0921
CHD2|1106	2019.9325	CHD2|1106	2119.9884
CHD3|1107	2764.5073	CHD3|1107	1240.8463
CHD4|1108	6293.8724	CHD4|1108	4061.1922
CHD6|84181	2388.0405	CHD6|84181	1279.8763
CHD7|55636	780.9034	CHD7|55636	569.6068
CHD8|57680	2503.456	CHD8|57680	1455.3183
CHD9|80205	1204.308	CHD9|80205	2324.7995
CHDH|55349	351.069	CHDH|55349	40.5758
CHEK1|1111	117.3445	CHEK1|1111	66.467
CHEK2|11200	57.547	CHEK2|11200	29.3691
CHERP|10523	794.9912	CHERP|10523	576.7288
CHFR|55743	446.2305	CHFR|55743	248.4784
CHI3L1|1116	309.5965	CHI3L1|1116	104.7242
CHI3L2|1117	57.8685	CHI3L2|1117	178.5335
CHIC1|53344	397.6853	CHIC1|53344	447.1066
CHIC2|26511	229.8666	CHIC2|26511	137.1848
CHID1|66005	1063.8161	CHID1|66005	913.5349
CHIT1|1118	149.1722	CHIT1|1118	73.8093
CHKA|1119	420.1897	CHKA|1119	415.8052
CHKB-CPT1B|386593	222.2569	CHKB-CPT1B|386593	177.2312
CHKB|1120	218.878	CHKB|1120	272.9166
CHL1|10752	185.5007	CHL1|10752	2029.9488
CHML|1122	417.9392	CHML|1122	388.7547
CHMP1A|5119	1119.7557	CHMP1A|5119	1050.7197
CHMP1B|57132	1575.9524	CHMP1B|57132	1569.317
CHMP2A|27243	2591.2233	CHMP2A|27243	1173.9929
CHMP2B|25978	1420.0289	CHMP2B|25978	1537.6292
CHMP4A|29082	1073.7213	CHMP4A|29082	1163.1997
CHMP4B|128866	3548.3041	CHMP4B|128866	2217.7567
CHMP4C|92421	497.6692	CHMP4C|92421	61.4433
CHMP5|51510	1948.8828	CHMP5|51510	1865.3270000000002
CHMP6|79643	365.5361	CHMP6|79643	178.5335
CHMP7|91782	1054.4928	CHMP7|91782	969.9546
CHM|1121	615.0137	CHM|1121	966.4767
CHN1|1123	212.8275	CHN1|1123	260.8444
CHN2|1124	427.2625	CHN2|1124	205.584
CHODL|140578	6.7513	CHODL|140578	12.366
CHORDC1|26973	740.7169	CHORDC1|26973	339.2909
CHPF2|54480	973.1554	CHPF2|54480	524.3938
CHPF|79586	2656.1646	CHPF|79586	533.6682
CHPT1|56994	2378.669	CHPT1|56994	1941.0685
CHP|11261	3142.5816	CHP|11261	4750.0725
CHRAC1|54108	777.0455	CHRAC1|54108	743.8895
CHRDL1|91851	67.1918	CHRDL1|91851	36586.61
CHRD|8646	318.2768	CHRD|8646	129.8425
CHRFAM7A|89832	38.5887	CHRFAM7A|89832	38.717
removed	removed	CHRM1|1128	5.0237
CHRM3|1131	5.4654	removed	removed
removed	removed	CHRM4|1132	16.2303
CHRNA10|57053	7.3943	removed	removed
CHRNA1|1134	13.5027	removed	removed
CHRNA2|1135	14.1456	removed	removed
CHRNA3|1136	10.9307	removed	removed
CHRNA5|1138	25.7193	CHRNA5|1138	15.4574
CHRNA6|8973	29.8987	removed	removed
CHRNB1|1140	147.2432	CHRNB1|1140	181.625
CHRNB2|1141	29.8987	removed	removed
CHRNE|1145	8.6031	CHRNE|1145	27.2978
CHST10|9486	420.5112	CHST10|9486	131.3883
CHST11|50515	204.4687	CHST11|50515	33.6199
CHST12|55501	146.6002	CHST12|55501	192.4452
CHST14|113189	558.1096	CHST14|113189	352.0433
CHST15|51363	2801.1574	CHST15|51363	540.6241
CHST1|8534	123.7743	CHST1|8534	33.6199
CHST2|9435	65.5843	CHST2|9435	238.0446
CHST3|9469	483.5235	CHST3|9469	1709.5933
CHST6|4166	81.0159	removed	removed
CHST7|56548	28.2913	CHST7|56548	124.046
CHST8|64377	15.7531	CHST8|64377	9.6609
CHST9|83539	27.9698	CHST9|83539	5.7965
CHSY1|22856	1721.2667	CHSY1|22856	776.3501
CHSY3|337876	294.4864	CHSY3|337876	118.2494
CHTF18|63922	103.8418	CHTF18|63922	13.5253
CHTF8|54921	1640.2508	CHTF8|54921	2230.5091
CHUK|1147	650.0563	CHUK|1147	932.4703
CHURC1|91612	1461.3824	CHURC1|91612	2544.8285
CIAO1|9391	1778.4922	CIAO1|9391	1850.6425
CIAPIN1|57019	669.3458	CIAPIN1|57019	607.864
CIB1|10519	1662.4337	CIB1|10519	948.7006
CIB2|10518	33.4351	CIB2|10518	296.3965
CIC|23152	1316.1871	CIC|23152	651.1448
removed	removed	CIDEA|1149	3115.4478
CIDEB|27141	201.1927	CIDEB|27141	291.6008
CIDECP|152302	126.0248	CIDECP|152302	138.746
removed	removed	CIDEC|63924	16999.6947
CIITA|4261	139.8489	CIITA|4261	177.3742
CILP2|148113	853.882	CILP2|148113	13.1388
CILP|8483	19216.2032	CILP|8483	1270.2154
CINP|51550	435.9428	CINP|51550	402.28
CIR1|9541	913.6795	CIR1|9541	829.6783
CIRBP|1153	3567.9151	CIRBP|1153	4746.981
CIRH1A|84916	579.6496	CIRH1A|84916	1292.2423
CISD1|55847	399.6142	CISD1|55847	241.5226
CISD2|493856	662.2697	CISD2|493856	440.9236
CISD3|284106	1114.3868	CISD3|284106	523.4238
CISH|1154	1697.1548	CISH|1154	982.3205
CITED1|4435	8.3588	CITED1|4435	19.3218
CITED2|10370	931.3615	CITED2|10370	3372.4278
CITED4|163732	518.2447	CITED4|163732	265.4816
CIT|11113	197.0744	CIT|11113	67.2399
CIZ1|25792	1243.53	CIZ1|25792	1526.0361
CKAP2L|150468	52.4032	removed	removed
CKAP2|26586	830.0916	CKAP2|26586	359.3856
CKAP4|10970	1989.3908	CKAP4|10970	1151.1931
CKAP5|9793	3216.5247	CKAP5|9793	2560.1391
CKB|1152	154.316	CKB|1152	857.1153
CKLF|51192	325.9926	CKLF|51192	287.5085
CKMT1A|548596	200.6108	removed	removed
CKMT1B|1159	476.4507	CKMT1B|1159	9.6609
CKMT2|1160	8.6803	CKMT2|1160	141.4356
CKS1B|1163	371.9659	CKS1B|1163	800.3091
CKS2|1164	522.1026	CKS2|1164	54.4875
CLASP1|23332	1353.1587	CLASP1|23332	2292.7253
CLASP2|23122	1465.0378	CLASP2|23122	1560.0425
CLCA2|9635	16.7176	CLCA2|9635	67.6263
CLCC1|23155	908.1595	CLCC1|23155	1332.764
CLCF1|23529	54.9751	CLCF1|23529	33.6199
CLCN2|1181	76.515	CLCN2|1181	15.071
CLCN3|1182	1729.6255	CLCN3|1182	2026.8573
CLCN4|1183	108.0212	CLCN4|1183	443.2422
CLCN5|1184	123.4528	CLCN5|1184	259.6851
CLCN6|1185	476.7722	CLCN6|1185	825.4275
CLCN7|1186	1226.8124	CLCN7|1186	787.5568
CLCNKA|1187	6.1083	CLCNKA|1187	23.1862
removed	removed	CLCNKB|1188	7.3423
CLDN11|5010	334.9944	CLDN11|5010	192.8316
CLDN12|9069	1366.3398	CLDN12|9069	547.1935
CLDN14|23562	9.9662	removed	removed
CLDN15|24146	63.6554	CLDN15|24146	100.8598
removed	removed	CLDN18|51208	9.6609
CLDN19|149461	10.2877	CLDN19|149461	15.071
CLDN1|9076	529.4969	CLDN1|9076	52.9417
CLDN23|137075	105.7708	CLDN23|137075	172.3505
removed	removed	CLDN2|9075	34.1957
CLDN3|1365	509.2429	CLDN3|1365	20.4811
CLDN4|1364	1393.9881	CLDN4|1364	70.7178
CLDN5|7122	56.903999999999996	CLDN5|7122	1449.5218
CLDN7|1366	609.2268	CLDN7|1366	74.9686
CLDN8|9073	732.0367	CLDN8|9073	78.0601
CLDN9|9080	5.4654	removed	removed
CLDND1|56650	1154.7983	CLDND1|56650	2000.9661
removed	removed	CLDND2|125875	57.57899999999999
removed	removed	CLEC10A|10462	166.554
CLEC11A|6320	322.1347	CLEC11A|6320	29.3691
CLEC12A|160364	8.3588	CLEC12A|160364	10.8202
