gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
RNF19B|127544	643.9479	RNF19B|127544	358.2263
RNF207|388591	134.062	RNF207|388591	39.03
RNF208|727800	84.8738	RNF208|727800	48.6909
RNF20|56254	1974.9236	RNF20|56254	2058.1586
RNF212|285498	34.0781	RNF212|285498	85.7888
RNF213|57674	8130.0948	RNF213|57674	4285.8932
RNF214|257160	322.7777	RNF214|257160	447.49300000000005
RNF215|200312	181.9643	RNF215|200312	132.1611
RNF216L|441191	312.49	RNF216L|441191	212.1534
RNF216|54476	1056.4218	RNF216|54476	1022.5099
RNF217|154214	55.5634	RNF217|154214	144.1175
RNF219|79596	502.1765	RNF219|79596	593.7552
RNF220|55182	918.9101	RNF220|55182	641.7931
RNF24|11237	214.435	RNF24|11237	182.7843
RNF25|64320	332.4224	RNF25|64320	207.9026
RNF26|79102	700.209	RNF26|79102	921.6501
RNF2|6045	1091.1429	RNF2|6045	523.2345
RNF31|55072	778.0775	RNF31|55072	435.5135
RNF32|140545	35.6856	RNF32|140545	26.6641
RNF34|80196	780.0836	RNF34|80196	593.1485
RNF38|152006	1261.212	RNF38|152006	2381.9921
RNF39|80352	65.5843	RNF39|80352	28.9827
RNF40|9810	2884.7452	RNF40|9810	1042.991
RNF41|10193	1084.0701	RNF41|10193	1767.5587
RNF43|54894	884.1022	RNF43|54894	27.8234
RNF44|22838	769.0082	RNF44|22838	433.1949
RNF4|6047	1740.2347	RNF4|6047	1267.5104
RNF5P1|286140	149.1722	RNF5P1|286140	97.3819
RNF5|6048	781.8679	RNF5|6048	580.0406
RNF6|6049	1234.2067	RNF6|6049	1063.8586
RNF7|9616	1379.1995	RNF7|9616	945.9956
RNF8|9025	439.4792	RNF8|9025	294.0779
RNFT1|51136	493.1683	RNFT1|51136	534.0547
RNFT2|84900	101.9129	RNFT2|84900	44.0537
RNGTT|8732	354.2839	RNGTT|8732	540.6241
RNH1|6050	1894.5507	RNH1|6050	1935.6584
RNLS|55328	329.529	RNLS|55328	233.4074
RNMTL1|55178	162.3533	RNMTL1|55178	202.4925
RNMT|8731	1193.3773	RNMT|8731	984.6392
RNPC3|55599	274.181	RNPC3|55599	244.1967
RNPEPL1|57140	742.9674	RNPEPL1|57140	1476.1859
RNPEP|6051	2085.5168	RNPEP|6051	982.707
RNPS1|10921	2459.0902	RNPS1|10921	1145.0101
ROBLD3|28956	767.4007	ROBLD3|28956	389.914
ROBO1|6091	1241.601	ROBO1|6091	1665.1531
ROBO2|6092	2695.7081	ROBO2|6092	85.4024
ROBO3|64221	65.9058	ROBO3|64221	138.3441
ROBO4|54538	236.2964	ROBO4|54538	3147.522
ROCK1|6093	2238.5469	ROCK1|6093	3237.5616
ROCK2|9475	1083.1056	ROCK2|9475	4171.5776
ROD1|9991	3072.1749	ROD1|9991	1951.8887
ROGDI|79641	760.9709	ROGDI|79641	71.4907
ROM1|6094	29.2557	ROM1|6094	49.0774
ROMO1|140823	343.9961	ROMO1|140823	275.9154
ROPN1L|83853	5.4654	removed	removed
ROR1|4919	84.5523	ROR1|4919	136.4119
ROR2|4920	786.6902	ROR2|4920	41.7351
RORA|6095	683.8129	RORA|6095	808.0379
RORB|6096	29.8987	RORB|6096	31.6878
RORC|6097	637.1966	RORC|6097	29.7556
removed	removed	RP1L1|94137	8.1152
RP1|6101	29.5772	removed	removed
RP2|6102	637.5181	RP2|6102	562.2645
RP9P|441212	130.5256	RP9P|441212	135.2526
RP9|6100	135.0265	RP9|6100	92.3582
RPA1|6117	1544.4462	RPA1|6117	2680.7072
RPA2|6118	1063.4946	RPA2|6118	852.4780000000001
RPA3|6119	295.1294	RPA3|6119	297.5558
RPAIN|84268	333.92699999999996	RPAIN|84268	330.7197
RPAP1|26015	471.6284	RPAP1|26015	545.2613
RPAP2|79871	402.8291	RPAP2|79871	295.6236
RPAP3|79657	867.7062	RPAP3|79657	528.2581
RPE|6120	935.1808	RPE|6120	803.3079
RPF1|80135	1093.3933	RPF1|80135	540.6241
RPF2|84154	263.6232	RPF2|84154	396.097
RPGRIP1L|23322	352.6764	RPGRIP1L|23322	141.0492
RPGRIP1|57096	13.8241	RPGRIP1|57096	13.5253
RPGR|6103	154.6375	RPGR|6103	301.4202
RPH3AL|9501	153.9945	RPH3AL|9501	370.9786
removed	removed	RPH3A|22895	90.426
RPIA|22934	359.7492	RPIA|22934	411.168
RPL10A|4736	7394.3096	RPL10A|4736	6708.5306
RPL10|6134	10600.9195	RPL10|6134	11656.5085
RPL11|6135	9862.4015	RPL11|6135	12563.4238
RPL12|6136	6485.4525	RPL12|6136	6743.3098
RPL13AP20|387841	37.6145	RPL13AP20|387841	14.2981
RPL13AP3|645683	8.0373	removed	removed
RPL13AP6|644511	6.7513	removed	removed
RPL13A|23521	12291.593	RPL13A|23521	7559.0764
RPL13P5|283345	13.1812	RPL13P5|283345	13.9117
RPL13|6137	6714.0331	RPL13|6137	6903.2944
RPL14|9045	6834.914000000001	RPL14|9045	6174.0895
RPL15|6138	15463.4303	RPL15|6138	20646.1211
RPL17|6139	3485.7997	RPL17|6139	3691.6742
RPL18A|6142	991.159	RPL18A|6142	918.945
RPL18|6141	7457.321999999999	RPL18|6141	4170.8048
RPL19P12|100129424	109.3072	RPL19P12|100129424	50.2367
RPL19|6143	15628.0341	RPL19|6143	9388.4649
removed	removed	RPL21P44|402176	5.0237
RPL22L1|200916	374.8593	RPL22L1|200916	208.6755
RPL22|6146	7511.0111	RPL22|6146	9121.4375
RPL23AP53|644128	275.5184	RPL23AP53|644128	268.5731
removed	removed	RPL23AP64|649946	7.3423
RPL23AP7|118433	75.2291	RPL23AP7|118433	106.2699
RPL23AP82|284942	72.3646	RPL23AP82|284942	146.0728
RPL23A|6147	4513.4223	RPL23A|6147	3526.2293
RPL23P8|222901	107.3782	RPL23P8|222901	28.5963
RPL23|9349	14386.1116	RPL23|9349	10873.9252
RPL24|6152	5750.2009	RPL24|6152	6165.2014
RPL26L1|51121	278.4118	RPL26L1|51121	106.6564
RPL26|6154	4462.3051	RPL26|6154	11756.5453
RPL27A|6157	6728.1787	RPL27A|6157	7011.4965
RPL27|6155	7179.8746	RPL27|6155	6951.2124
RPL28|6158	6109.9502	RPL28|6158	3698.9663
RPL29|6159	6409.9019	RPL29|6159	5822.8191
RPL30|6156	8533.0333	RPL30|6156	11994.2035
removed	removed	RPL31P11|641311	9.2745
RPL31|6160	7700.6912	RPL31|6160	9214.9551
RPL32P3|132241	129.6255	RPL32P3|132241	70.4434
RPL32|6161	10091.3036	RPL32|6161	15017.6795
RPL34|6164	6354.2839	RPL34|6164	9480.4367
RPL35A|6165	6435.9428	RPL35A|6165	8840.1121
RPL35|11224	3555.6984	RPL35|11224	2857.6949
RPL36AL|6166	2273.268	RPL36AL|6166	2466.2351
RPL36A|6173	39.865	RPL36A|6173	20.4811
RPL36|25873	4734.6086	RPL36|25873	2134.2865
RPL37A|6168	7292.3967	RPL37A|6168	10742.537
RPL37|6167	6773.1876	RPL37|6167	8328.8571
RPL38|6169	4995.3384	RPL38|6169	4982.3205
RPL39L|116832	135.991	RPL39L|116832	80.7651
RPL39|6170	429.8344	RPL39|6170	674.7174
RPL3|6122	17081.1767	RPL3|6122	15657.2312
RPL41|6171	12368.108	RPL41|6171	11729.8812
RPL4|6124	16208.3266	RPL4|6124	26120.7613
RPL5|6125	14559.0741	RPL5|6125	16179.3063
RPL6|6128	6579.6496	RPL6|6128	7071.3941
RPL7A|6130	10682.5269	RPL7A|6130	8156.8931
RPL7L1|285855	1020.0932	RPL7L1|285855	947.9277
RPL7|6129	1066.0665	RPL7|6129	1590.9574
RPL8|6132	10984.4077	RPL8|6132	6869.2880000000005
RPL9|6133	1504.2598	RPL9|6133	2560.5256
RPLP0P2|113157	53.6891	RPLP0P2|113157	6.5694
RPLP0|6175	17213.9527	RPLP0|6175	12219.1093
RPLP1|6176	14158.4954	RPLP1|6176	10915.6603
RPLP2|6181	4653.9142	RPLP2|6181	11879.0455
RPN1|6184	5425.4943	RPN1|6184	4257.3664
RPN2|6185	7177.621	RPN2|6185	4799.5092
RPP14|11102	541.3921	RPP14|11102	636.4602
RPP21|79897	196.1292	RPP21|79897	135.9328
RPP25|54913	102.8774	RPP25|54913	103.5649
RPP30|10556	566.1469	RPP30|10556	676.6496
RPP38|10557	360.3922	RPP38|10557	179.3063
RPP40|10799	144.6713	RPP40|10799	99.3141
RPPH1|85495	12.8597	RPPH1|85495	19.7082
RPRD1A|55197	1190.1624	RPRD1A|55197	2159.4049
RPRD1B|58490	988.9085	RPRD1B|58490	862.1389
RPRD2|23248	1572.0945	RPRD2|23248	1990.1459
RPS10P7|376693	87.1243	RPS10P7|376693	22.7997
RPS10|6204	2993.0879	RPS10|6204	2833.7359
RPS11|6205	18108.6642	RPS11|6205	16368.66
RPS12|6206	6147.2432	RPS12|6206	12330.0164
RPS13|6207	5734.4478	RPS13|6207	8997.3916
RPS14|6208	9386.2723	RPS14|6208	9561.2018
RPS15AP10|728963	9.3233	RPS15AP10|728963	5.4101
RPS15A|6210	7485.2918	RPS15A|6210	9084.3397
RPS15|6209	1163.4785	RPS15|6209	1220.3652
RPS16|6217	9583.3467	RPS16|6217	6893.246999999999
RPS17|6218	6478.0582	RPS17|6218	7242.5853
RPS18|6222	19124.8995	RPS18|6222	14053.5214
RPS19BP1|91582	303.8097	RPS19BP1|91582	395.3241
RPS19|6223	6919.4663	RPS19|6223	3135.5425
RPS20|6224	9543.1603	RPS20|6224	25599.459
RPS21|6227	2669.9887	RPS21|6227	2670.2734
RPS23|6228	9542.8388	RPS23|6228	11288.5712
RPS24|6229	13504.9027	RPS24|6229	13106.753
RPS25|6230	5948.8828	RPS25|6230	9078.9296
RPS26|6231	558.1096	RPS26|6231	635.3009
RPS27A|6233	5054.1714	RPS27A|6233	7469.4232
RPS27L|51065	834.914	RPS27L|51065	1369.9160000000002
RPS27|6232	839.4149	RPS27|6232	93.904
RPS28|6234	381.6107	RPS28|6234	507.3906
RPS29|6235	3973.6377	RPS29|6235	5467.6843
removed	removed	RPS2P32|256355	34.3928
RPS2|6187	7993.8917	RPS2|6187	4425.0797
RPS3A|6189	4866.4202	RPS3A|6189	5481.2095
RPS3|6188	11790.7089	RPS3|6188	7760.7961
RPS4X|6191	28614.3707	RPS4X|6191	27255.7241
RPS5|6193	8587.3654	RPS5|6193	5148.4881
RPS6KA1|6195	1017.1998	RPS6KA1|6195	189.7401
RPS6KA2|6196	791.8341	RPS6KA2|6196	2278.8136
RPS6KA3|6197	1307.5068	RPS6KA3|6197	2754.9029
RPS6KA4|8986	322.1347	RPS6KA4|8986	308.376
RPS6KA5|9252	178.1064	RPS6KA5|9252	139.5034
RPS6KA6|27330	102.8774	removed	removed
RPS6KB1|6198	1814.1778	RPS6KB1|6198	1535.6970000000001
RPS6KB2|6199	345.9251	RPS6KB2|6199	163.8489
RPS6KC1|26750	774.795	RPS6KC1|26750	892.2809
RPS6KL1|83694	64.2983	RPS6KL1|83694	57.1925
RPS6|6194	22449.4454	RPS6|6194	21257.0766
RPS7|6201	3383.0574	RPS7|6201	5191.3825
RPS8|6202	12362.6427	RPS8|6202	10162.8828
RPS9|6203	5837.6467	RPS9|6203	4431.2627
RPSAP52|204010	8.3588	removed	removed
RPSAP58|388524	5437.3895	RPSAP58|388524	3927.35
RPSAP9|653162	19.9325	RPSAP9|653162	11.2066
RPSA|3921	3305.8994	RPSA|3921	2489.8077
RPTOR|57521	900.4983	RPTOR|57521	551.823
RPUSD1|113000	291.9145	RPUSD1|113000	102.792
RPUSD2|27079	138.5629	RPUSD2|27079	74.9686
RPUSD3|285367	357.1773	RPUSD3|285367	319.9691
RPUSD4|84881	402.1861	RPUSD4|84881	597.0438
RQCD1|9125	212.50599999999997	RQCD1|9125	171.1912
RRAD|6236	11.8952	RRAD|6236	17.7761
RRAGA|10670	2234.0460000000003	RRAGA|10670	2465.0758
RRAGB|10325	490.5964	RRAGB|10325	389.914
RRAGC|64121	389.8055	RRAGC|64121	1507.7654
RRAGD|58528	179.3924	RRAGD|58528	1999.8068
RRAS2|22800	311.5255	RRAS2|22800	1873.0557
RRAS|6237	653.9142	RRAS|6237	2831.8037
RRBP1|6238	3004.3401	RRBP1|6238	1626.896
RREB1|6239	1393.0236	RREB1|6239	1546.5172
RRM1|6240	1897.1226	RRM1|6240	2295.044
RRM2B|50484	1097.2512	RRM2B|50484	1448.7489
RRM2|6241	221.5078	RRM2|6241	10.0473
RRN3P1|730092	42.7584	RRN3P1|730092	126.3646
RRN3P2|653390	15.4316	RRN3P2|653390	13.9117
RRN3P3|100131998	59.1545	RRN3P3|100131998	58.3519
RRN3|54700	2679.955	RRN3|54700	2057.3858
RRP12|23223	877.3509	RRP12|23223	184.7165
RRP15|51018	739.431	RRP15|51018	572.3119
RRP1B|23076	1015.5923	RRP1B|23076	859.4339
RRP1|8568	276.1614	RRP1|8568	138.7306
RRP7A|27341	183.8933	RRP7A|27341	220.2686
RRP7B|91695	52.1331	RRP7B|91695	19.2522
RRP8|23378	381.9322	RRP8|23378	276.6882
RRP9|9136	216.3639	RRP9|9136	108.975
RRS1|23212	347.85400000000004	RRS1|23212	138.3441
RSAD1|55316	1178.5887	RSAD1|55316	586.61
RSAD2|91543	946.4716	RSAD2|91543	319.1962
RSBN1L|222194	567.4393	RSBN1L|222194	331.9718
RSBN1|54665	875.7434	RSBN1|54665	824.6546
RSC1A1|6248	324.5395	RSC1A1|6248	561.5032
RSF1|51773	1117.5052	RSF1|51773	855.1831
RSL1D1|26156	4911.1075	RSL1D1|26156	4151.0965
RSL24D1|51187	2057.547	RSL24D1|51187	2361.1245
RSPH1|89765	127.3107	removed	removed
RSPH3|83861	114.1296	RSPH3|83861	119.4088
RSPH4A|345895	18.6465	RSPH4A|345895	5.7965
RSPO1|284654	76.1935	RSPO1|284654	86.9481
RSPO3|84870	90.3392	RSPO3|84870	1317.7471
RSPO4|343637	5.4654	removed	removed
RSPRY1|89970	515.0297	RSPRY1|89970	401.8935
RSRC1|51319	302.5237	RSRC1|51319	320.742
RSRC2|65117	2215.3995	RSRC2|65117	1037.9673
RSU1|6251	2009.6448	RSU1|6251	3191.9621
RTBDN|83546	12.2167	removed	removed
RTCD1|8634	781.5464	RTCD1|8634	766.6892
RTEL1|51750	331.9081	RTEL1|51750	106.8496
RTF1|23168	2408.616	RTF1|23168	1376.0989
RTKN2|219790	187.7512	RTKN2|219790	29.3691
RTKN|6242	509.5644	RTKN|6242	84.2431
RTN1|6252	105.4493	RTN1|6252	902.7147
RTN2|6253	284.8417	RTN2|6253	94.6768
RTN3|10313	3598.7783	RTN3|10313	13825.9105
RTN4IP1|84816	106.4138	RTN4IP1|84816	118.2494
RTN4RL1|146760	202.5398	RTN4RL1|146760	174.6691
RTN4RL2|349667	46.6163	RTN4RL2|349667	14.2981
RTN4R|65078	31.8277	RTN4R|65078	15.4574
RTN4|57142	10727.2143	RTN4|57142	24823.1089
RTP4|64108	232.76	RTP4|64108	61.0569
RTTN|25914	296.4154	RTTN|25914	211.767
RUFY1|80230	1651.1815	RUFY1|80230	1345.184
RUFY2|55680	499.5981	RUFY2|55680	406.1443
RUFY3|22902	874.779	RUFY3|22902	843.2036
RUFY4|285180	14.1456	removed	removed
RUNDC1|146923	1991.3197	RUNDC1|146923	632.2094
RUNDC2A|84127	49.5097	RUNDC2A|84127	159.9845
RUNDC2C|440352	40.5915	RUNDC2C|440352	43.9223
RUNDC3A|10900	5.4654	removed	removed
RUNDC3B|154661	25.7193	RUNDC3B|154661	124.046
RUNX1T1|862	123.7743	RUNX1T1|862	222.5872
RUNX1|861	7657.2898	RUNX1|861	840.8849
RUNX2|860	1184.0539999999999	RUNX2|860	62.2162
RUNX3|864	144.3498	RUNX3|864	59.5112
RUSC1|23623	908.5356	RUSC1|23623	289.0542
RUSC2|9853	957.7238	RUSC2|9853	865.2304
RUVBL1|8607	1098.2125	RUVBL1|8607	339.5498
RUVBL2|10856	1483.6843	RUVBL2|10856	391.4598
RWDD1|51389	761.6139	RWDD1|51389	1735.4845
RWDD2A|112611	117.3445	RWDD2A|112611	168.8726
RWDD2B|10069	574.1842	RWDD2B|10069	649.9855
RWDD3|25950	399.9357	RWDD3|25950	280.7922
RWDD4A|201965	841.0223	RWDD4A|201965	665.443
RXRA|6256	1103.6811	RXRA|6256	3556.3714
RXRB|6257	731.3937	RXRB|6257	754.7097
removed	removed	RXRG|6258	54.8739
RYBP|23429	2153.0301	RYBP|23429	1398.5122
RYK|6259	1373.7341	RYK|6259	2524.2006
RYR1|6261	39.222	RYR1|6261	55.6468
RYR2|6262	34.0781	RYR2|6262	16.6168
RYR3|6263	24.7549	RYR3|6263	21.254
S100A10|6281	4989.5515	S100A10|6281	8298.7151
S100A11|6282	8365.2146	S100A11|6282	5028.6929
S100A13|6284	1231.6348	S100A13|6284	2073.6161
S100A14|57402	2021.5399	S100A14|57402	52.5553
S100A16|140576	4499.2766	S100A16|140576	1613.3707
S100A1|6271	90.0177	S100A1|6271	3086.0786
S100A2|6273	180.3569	S100A2|6273	17.0032
S100A3|6274	9.0018	removed	removed
S100A4|6275	1847.2914	S100A4|6275	2642.8364
S100A6|6277	6984.7291	S100A6|6277	10785.4314
S100A8|6279	21.5399	S100A8|6279	75.7415
S100A9|6280	71.6927	S100A9|6280	93.1311
S100B|6285	13.8241	S100B|6285	2188.774
S100PBP|64766	877.6724	S100PBP|64766	543.7156
S100P|6286	39.865	removed	removed
S1PR1|1901	258.4793	S1PR1|1901	4862.9118
S1PR2|9294	187.1082	S1PR2|9294	147.2322
S1PR3|1903	626.9089	S1PR3|1903	189.3537
S1PR4|8698	7.7158	S1PR4|8698	10.8202
S1PR5|53637	21.5399	S1PR5|53637	7.7287
SAA1|6288	29.8987	SAA1|6288	22204.2315
SAA2|6289	25.7193	SAA2|6289	6012.5592
removed	removed	SAA4|6291	51.7824
SAAL1|113174	236.6179	SAAL1|113174	115.5444
SAC3D1|29901	89.6962	SAC3D1|29901	55.6468
SACM1L|22908	1329.0468	SACM1L|22908	2037.6775
SACS|26278	557.7881	SACS|26278	689.7884
SAE1|10055	2505.385	SAE1|10055	1971.5969
SAFB2|9667	905.9637	SAFB2|9667	436.6728
SAFB|6294	1333.8692	SAFB|6294	732.2964
SALL1|6299	100.3054	SALL1|6299	6.5694
SALL2|6297	612.1202	SALL2|6297	180.8521
SALL4|57167	85.8383	removed	removed
SAMD10|140700	113.1651	SAMD10|140700	27.8234
SAMD11|148398	27.7158	removed	removed
SAMD12|401474	874.779	SAMD12|401474	122.1138
SAMD13|148418	107.3782	SAMD13|148418	30.5285
SAMD14|201191	11.2522	removed	removed
SAMD1|90378	141.4564	SAMD1|90378	108.975
SAMD3|154075	18.968	SAMD3|154075	14.6846
SAMD4A|23034	394.7918	SAMD4A|23034	2213.8924
SAMD4B|55095	2149.4937	SAMD4B|55095	1044.1503
SAMD5|389432	50.4742	SAMD5|389432	100.0869
SAMD8|142891	117.9875	SAMD8|142891	510.0956
SAMD9L|219285	1326.4748	SAMD9L|219285	1037.1945
SAMD9|54809	1179.2316	SAMD9|54809	470.2927
SAMHD1|25939	838.7783	SAMHD1|25939	2247.2302
SAMM50|25813	592.8307	SAMM50|25813	1601.3912
SAMSN1|64092	220.2218	SAMSN1|64092	80.3787
SAP130|79595	772.8661	SAP130|79595	669.6937
SAP18|10284	2970.905	SAP18|10284	3280.4559999999997
SAP30BP|29115	1461.5014	SAP30BP|29115	757.8012
SAP30L|79685	1333.2262	SAP30L|79685	2344.8942
SAP30|8819	174.2485	SAP30|8819	93.904
SAPS1|22870	1669.185	SAPS1|22870	557.2408
SAPS2|9701	525.3175	SAPS2|9701	664.2836
SAPS3|55291	2535.2837	SAPS3|55291	2111.4868
SAR1A|56681	3403.9543	SAR1A|56681	8644.9618
SAR1B|51128	771.9016	SAR1B|51128	753.9368
SARDH|1757	181.9643	SARDH|1757	10.4338
SARM1|23098	117.23200000000001	SARM1|23098	134.1281
SARNP|84324	1069.7894	SARNP|84324	650.9786
SARS2|54938	384.5041	SARS2|54938	143.7542
SARS|6301	2735.5731	SARS|6301	2188.774
SART1|9092	493.4898	SART1|9092	298.7151
SART3|9733	1369.5547	SART3|9733	694.0392
SASH1|23328	1747.3075	SASH1|23328	7137.8611
SASH3|54440	260.7298	SASH3|54440	133.3205
SASS6|163786	314.4189	SASS6|163786	102.0191
SAT1|6303	4597.3316	SAT1|6303	4331.5622
SAT2|112483	406.68699999999995	SAT2|112483	783.306
SATB1|6304	527.5679	SATB1|6304	1020.1913
SATB2|23314	191.9306	SATB2|23314	285.9627
SATL1|340562	43.4014	SATL1|340562	46.3723
SAV1|60485	1122.6491	SAV1|60485	2046.9520000000002
SBDSP1|155370	507.6354	SBDSP1|155370	1115.2546
SBDS|51119	2123.4528	SBDS|51119	6044.2469
SBF1|6305	390.6124	SBF1|6305	871.4134
SBF2|81846	956.8269	SBF2|81846	3636.9974
SBK1|388228	510.5289	SBK1|388228	13.9117
SBNO1|55206	855.168	SBNO1|55206	828.1325
SBNO2|22904	643.6264	SBNO2|22904	272.4374
SC4MOL|6307	1228.4199	SC4MOL|6307	643.0297
SC5DL|6309	2454.2678	SC5DL|6309	3592.3099
SC65|10609	902.1058	SC65|10609	62.2162
SCAF1|58506	993.4094	SCAF1|58506	468.74699999999996
SCAI|286205	433.3708	SCAI|286205	525.5531
SCAMP1|9522	2804.6938	SCAMP1|9522	1816.6361
SCAMP2|10066	2166.2112	SCAMP2|10066	2658.2939
SCAMP3|10067	1280.823	SCAMP3|10067	1127.2341
SCAMP4|113178	898.5694	SCAMP4|113178	837.7934
SCAMP5|192683	183.5718	SCAMP5|192683	120.5681
SCAND1|51282	253.657	SCAND1|51282	132.1611
SCAND2|54581	345.9251	SCAND2|54581	260.0715
SCAND3|114821	105.1278	SCAND3|114821	18.9354
SCAPER|49855	434.6568	SCAPER|49855	515.1193
SCAP|22937	1006.0473	SCAP|22937	1126.098
SCARA3|51435	538.4986	SCARA3|51435	299.1015
removed	removed	SCARA5|286133	1368.7566
SCARB1|949	410.2234	SCARB1|949	2081.7312
SCARB2|950	6380.3247	SCARB2|950	12413.1002
SCARF1|8578	88.0887	SCARF1|8578	368.2736
SCARF2|91179	225.6872	SCARF2|91179	93.1311
SCARNA9|619383	12.8597	SCARNA9|619383	22.0269
SCCPDH|51097	1076.6758	SCCPDH|51097	1276.012
SCD5|79966	405.0796	SCD5|79966	118.6359
SCD|6319	12535.6052	SCD|6319	12567.2882
removed	removed	SCEL|8796	8.5016
SCFD1|23256	1356.3736	SCFD1|23256	1630.3739
SCFD2|152579	566.7899	SCFD2|152579	425.0797
SCG2|7857	53.0461	removed	removed
SCG5|6447	100.9484	SCG5|6447	11.5931
SCGB1D2|10647	32.1492	SCGB1D2|10647	6.5694
SCGB2A1|4246	8.0373	removed	removed
SCGB2A2|4250	209.9341	SCGB2A2|4250	30.142
removed	removed	SCGB3A1|92304	19.3218
removed	removed	SCGN|10590	139.8899
SCHIP1|29970	164.2823	SCHIP1|29970	274.7561
SCIN|85477	73.3001	SCIN|85477	2235.9192
SCLT1|132320	267.8026	SCLT1|132320	131.3883
SCLY|51540	146.2787	SCLY|51540	149.5508
SCMH1|22955	746.1823	SCMH1|22955	1278.3306
SCML1|6322	102.8774	SCML1|6322	293.6914
SCML2|10389	39.865	SCML2|10389	41.3487
SCML4|256380	22.5044	SCML4|256380	5.4101
removed	removed	SCN11A|11280	173.1234
SCN1B|6324	126.6677	SCN1B|6324	174.2827
SCN2A|6326	21.2185	SCN2A|6326	28.9827
SCN2B|6327	20.254	SCN2B|6327	22.7997
SCN3A|6328	5.1439	SCN3A|6328	36.7114
SCN3B|55800	36.0071	SCN3B|55800	98.1548
SCN4A|6329	26.6838	SCN4A|6329	1444.4981
SCN4B|6330	156.5665	SCN4B|6330	1530.6734
SCN5A|6331	8.3588	SCN5A|6331	8.1152
SCN7A|6332	133.0976	SCN7A|6332	40.9622
SCN8A|6334	17.0391	SCN8A|6334	13.5253
SCN9A|6335	13.8241	SCN9A|6335	280.5526
SCNM1|79005	388.6835	SCNM1|79005	319.5826
SCNN1A|6337	2331.458	SCNN1A|6337	188.9672
SCNN1B|6338	61.4049	SCNN1B|6338	428.1712
SCNN1D|6339	54.9751	SCNN1D|6339	8.5016
SCNN1G|6340	117.9875	SCNN1G|6340	9.2745
SCO1|6341	353.3194	SCO1|6341	512.0278
SCO2|9997	222.1508	SCO2|9997	161.9167
SCOC|60592	2556.1807	SCOC|60592	2098.348
SCP2|6342	5685.5811	SCP2|6342	5687.9529
SCPEP1|59342	1923.485	SCPEP1|59342	3399.8647
removed	removed	SCRG1|11341	5.0237
SCRIB|23513	665.8094	SCRIB|23513	248.4784
SCRN1|9805	1370.1977	SCRN1|9805	1946.4786
SCRN2|90507	424.3691	SCRN2|90507	898.0775
SCRN3|79634	528.2109	SCRN3|79634	540.6241
removed	removed	SCTR|6344	11.2066
SCT|6343	10.9307	removed	removed
SCUBE1|80274	222.7938	SCUBE1|80274	216.0178
SCUBE2|57758	15767.883	SCUBE2|57758	2934.5957
SCUBE3|222663	70.7282	SCUBE3|222663	11.5931
SCYL1|57410	1092.76	SCYL1|57410	1129.1663
SCYL2|55681	1582.3823	SCYL2|55681	1332.0452
SCYL3|57147	682.3758	SCYL3|57147	404.0692
SDAD1|55153	1264.1054	SDAD1|55153	1095.1599
SDC1|6382	7617.7463	SDC1|6382	253.8885
SDC2|6383	3446.3913	SDC2|6383	5085.1125
SDC3|9672	1106.253	SDC3|9672	2402.4732
SDC4|6385	6480.3086	SDC4|6385	1034.8759
SDCBP2|27111	20.553	SDCBP2|27111	38.8793
SDCBP|6386	3682.0447	SDCBP|6386	10538.8851
SDCCAG1|9147	1320.6879999999999	SDCCAG1|9147	1188.6774
SDCCAG3|10807	481.5946	SDCCAG3|10807	364.7957
SDCCAG8|10806	628.5163	SDCCAG8|10806	498.1161
SDF2L1|23753	180.0354	SDF2L1|23753	27.436999999999998
SDF2|6388	1180.1961	SDF2|6388	532.5089
SDF4|51150	1596.8494	SDF4|51150	1173.22
SDHAF1|644096	196.11	SDHAF1|644096	95.4497
SDHAF2|54949	629.4808	SDHAF2|54949	585.0642
SDHAP1|255812	122.1669	SDHAP1|255812	85.7888
SDHAP2|727956	136.9555	SDHAP2|727956	107.0428
SDHAP3|728609	94.8401	SDHAP3|728609	47.1452
SDHA|6389	1274.7147	SDHA|6389	1997.8746
SDHB|6390	1374.0556	SDHB|6390	1621.8723
SDHC|6391	1897.7656	SDHC|6391	2750.6521
SDHD|6392	1609.7089999999998	SDHD|6392	2813.6412
SDK1|221935	71.3712	SDK1|221935	508.1635
SDK2|54549	112.2006	SDK2|54549	34.3928
SDPR|8436	113.1651	SDPR|8436	6737.8997
SDR16C5|195814	218.6144	SDR16C5|195814	19.3218
SDR39U1|56948	480.1607	SDR39U1|56948	368.575
SDR42E1|93517	194.824	SDR42E1|93517	49.4638
SDSL|113675	179.0709	SDSL|113675	51.0096
SDS|10993	203.8258	SDS|10993	7.3423
SEC11A|23478	2011.5737	SEC11A|23478	3766.9790000000003
SEC11C|90701	555.5377	SEC11C|90701	351.2704
SEC13|6396	1618.3893	SEC13|6396	1383.0548
SEC14L1|6397	1540.9098	SEC14L1|6397	4962.6123
SEC14L2|23541	7266.0505	SEC14L2|23541	89.1469
SEC14L5|9717	11.2522	SEC14L5|9717	22.0269
SEC16A|9919	4510.2074	SEC16A|9919	2764.1774
SEC16B|89866	160.9452	SEC16B|89866	252.2307
SEC22A|26984	449.1239	SEC22A|26984	448.2659
SEC22B|9554	2263.6232	SEC22B|9554	3503.8161
