gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
lowly_expressed	lowly_expressed	ALOXE3|59344	10.4364
ALPK1|80216	619.5408	ALPK1|80216	706.8311
ALPK2|115701	21.2283	ALPK2|115701	6.167000000000001
ALPK3|57538	68.2573	ALPK3|57538	140.8918
ALPL|249	1009.8157	ALPL|249	724.3833
ALS2CL|259173	50.6214	ALS2CL|259173	387.5712
ALS2CR11|151254	21.8815	ALS2CR11|151254	11.3852
ALS2CR4|65062	362.1881	ALS2CR4|65062	1074.0038
ALS2CR8|79800	177.6649	ALS2CR8|79800	204.4592
ALS2|57679	635.5437	ALS2|57679	642.7894
lowly_expressed	lowly_expressed	ALX3|257	25.6167
AMACR|23600	543.7719999999999	AMACR|23600	233.87099999999998
AMBRA1|55626	1072.1943	AMBRA1|55626	1074.0038
AMD1|262	564.0206	AMD1|262	1829.2220000000002
AMDHD1|144193	11.7572	AMDHD1|144193	37.9507
AMDHD2|51005	178.9092	AMDHD2|51005	185.1755
AMFR|267	10567.1395	AMFR|267	3247.6281
AMICA1|120425	87.8527	AMICA1|120425	406.5465
AMIGO1|57463	207.0579	AMIGO1|57463	104.8387
AMIGO2|347902	218.8152	AMIGO2|347902	1731.9687
AMIGO3|386724	115.9394	AMIGO3|386724	32.7324
AMMECR1L|83607	848.4803	AMMECR1L|83607	935.4839
AMMECR1|9949	193.6678	AMMECR1|9949	182.6376
AMN1|196394	329.5291	AMN1|196394	225.8065
AMOTL1|154810	150.8845	AMOTL1|154810	1951.6129
AMOTL2|51421	1107.7926	AMOTL2|51421	5252.8463
AMOT|154796	1308.9719	AMOT|154796	847.7230000000001
lowly_expressed	lowly_expressed	AMPD1|270	6.6414
AMPD2|271	537.2402	AMPD2|271	602.9412
AMPD3|272	224.6938	AMPD3|272	346.7742
AMPH|273	10.1243	AMPH|273	26.5655
AMT|275	17.9624	AMT|275	211.8548
lowly_expressed	lowly_expressed	AMY1A|276	7.1157
lowly_expressed	lowly_expressed	AMY2A|279	8.5389
AMY2B|280	15.1146	AMY2B|280	375.9488
lowly_expressed	lowly_expressed	AMZ1|155185	5.6926
AMZ2P1|201283	310.5869	AMZ2P1|201283	254.2694
AMZ2|51321	2468.0391	AMZ2|51321	1102.9412
ANAPC10|10393	165.581	ANAPC10|10393	156.0721
ANAPC11|51529	1287.0904	ANAPC11|51529	650.8539
ANAPC13|25847	1827.2307	ANAPC13|25847	1220.5693
ANAPC16|119504	2411.2125	ANAPC16|119504	2400.3795
ANAPC1|64682	607.1304	ANAPC1|64682	554.0797
ANAPC2|29882	640.4426	ANAPC2|29882	712.9981
ANAPC4|29945	409.8702	ANAPC4|29945	602.4668
ANAPC5|51433	1952.3538	ANAPC5|51433	2199.7154
ANAPC7|51434	1397.8043	ANAPC7|51434	811.6698
ANGEL1|23357	412.1563	ANGEL1|23357	534.1556
ANGEL2|90806	1503.2928	ANGEL2|90806	572.5806
ANGPT1|284	23.8411	ANGPT1|284	515.1803
ANGPT2|285	151.2111	ANGPT2|285	277.9886
lowly_expressed	lowly_expressed	ANGPT4|51378	31.7837
ANGPTL1|9068	10.4509	ANGPTL1|9068	150.8539
ANGPTL2|23452	261.5984	ANGPTL2|23452	4298.3871
lowly_expressed	lowly_expressed	ANGPTL3|27329	5.6926
ANGPTL4|51129	83.9336	ANGPTL4|51129	2071.1575
lowly_expressed	lowly_expressed	ANGPTL5|253935	5.2182
lowly_expressed	lowly_expressed	ANGPTL7|10218	113.852
ANG|283	640.1748	ANG|283	454.7106
lowly_expressed	lowly_expressed	ANK1|286	13.7571
ANK2|287	116.266	ANK2|287	907.4953
ANK3|288	1171.151	ANK3|288	975.3321
ANKAR|150709	42.4567	ANKAR|150709	54.5541
ANKDD1A|348094	10.1243	ANKDD1A|348094	322.1063
ANKFN1|162282	17.3093	lowly_expressed	lowly_expressed
ANKFY1|51479	979.1162	ANKFY1|51479	1701.1385
ANKHD1-EIF4EBP3|404734	1898.9205	ANKHD1-EIF4EBP3|404734	1148.3776
ANKHD1|54882	1763.7907	ANKHD1|54882	2008.7381
ANKH|56172	412.8095	ANKH|56172	2169.3548
ANKIB1|54467	1131.3071	ANKIB1|54467	1295.0664
ANKK1|255239	23.8411	ANKK1|255239	29.4118
lowly_expressed	lowly_expressed	ANKLE1|126549	9.0133
ANKLE2|23141	1363.1858	ANKLE2|23141	1679.7913
ANKMY1|51281	343.8991	ANKMY1|51281	294.592
ANKMY2|57037	484.0061	ANKMY2|57037	596.2998
ANKRA2|57763	415.0956	ANKRA2|57763	281.3093
ANKRD10|55608	533.9743	ANKRD10|55608	1620.0522
ANKRD11|29123	1316.8721	ANKRD11|29123	2294.7106
ANKRD12|23253	1451.3651	ANKRD12|23253	1546.9639
ANKRD13A|88455	755.0756	ANKRD13A|88455	1351.0436
ANKRD13B|124930	56.1734	ANKRD13B|124930	89.1841
ANKRD13C|81573	683.8789999999999	ANKRD13C|81573	627.1347
ANKRD13D|338692	434.691	ANKRD13D|338692	522.2959999999999
ANKRD16|54522	253.4337	ANKRD16|54522	135.5313
ANKRD17|26057	2724.0855	ANKRD17|26057	2540.797
ANKRD19|138649	22.2081	ANKRD19|138649	76.3757
ANKRD20A3|441425	5.5520000000000005	ANKRD20A3|441425	10.4364
ANKRD22|118932	82.3006	ANKRD22|118932	85.389
ANKRD23|200539	21.5549	ANKRD23|200539	45.5408
ANKRD24|170961	106.7949	ANKRD24|170961	31.7837
ANKRD26|22852	338.0204	ANKRD26|22852	232.9222
ANKRD27|84079	672.1218	ANKRD27|84079	731.4991
ANKRD28|23243	1012.1018	ANKRD28|23243	1422.2011
ANKRD29|147463	85.2399	ANKRD29|147463	258.0645
ANKRD30A|91074	1047.0469	ANKRD30A|91074	833.9658
ANKRD30B|374860	205.0984	ANKRD30B|374860	44.592
ANKRD31|256006	6.8584	lowly_expressed	lowly_expressed
ANKRD32|84250	162.3151	ANKRD32|84250	138.0455
ANKRD34A|284615	12.4104	ANKRD34A|284615	7.5901
ANKRD35|148741	158.7226	ANKRD35|148741	174.5731
ANKRD36BP1|84832	58.133	ANKRD36BP1|84832	97.723
ANKRD36B|57730	10.7775	ANKRD36B|57730	42.6945
ANKRD36|375248	60.7457	ANKRD36|375248	307.4004
ANKRD37|353322	127.272	ANKRD37|353322	166.888
ANKRD39|51239	145.6591	ANKRD39|51239	105.7875
ANKRD40|91369	1766.8508	ANKRD40|91369	2187.3814
ANKRD42|338699	708.6999	ANKRD42|338699	293.1689
ANKRD43|134548	171.7862	ANKRD43|134548	135.6736
ANKRD44|91526	54.5405	ANKRD44|91526	63.093
lowly_expressed	lowly_expressed	ANKRD45|339416	13.7571
ANKRD46|157567	461.2852	ANKRD46|157567	537.9507
ANKRD49|54851	274.9886	ANKRD49|54851	262.8083
ANKRD50|57182	595.3732	ANKRD50|57182	1194.0228
ANKRD52|283373	694.0033	ANKRD52|283373	1321.6319
lowly_expressed	lowly_expressed	ANKRD53|79998	37.4763
ANKRD54|129138	559.4483	ANKRD54|129138	310.7211
ANKRD56|345079	216.2024	ANKRD56|345079	98.6717
ANKRD57|65124	659.3848	ANKRD57|65124	603.8899
ANKRD58|347454	20.9017	ANKRD58|347454	43.6433
ANKRD5|63926	466.3702	ANKRD5|63926	170.3036
ANKRD6|22881	113.098	ANKRD6|22881	263.1689
ANKRD9|122416	64.3382	ANKRD9|122416	57.4004
ANKS1A|23294	806.0236	ANKS1A|23294	1145.1613
ANKS1B|56899	282.8268	ANKS1B|56899	74.9526
ANKS3|124401	176.0319	ANKS3|124401	225.8065
ANKS6|203286	23.8411	ANKS6|203286	172.6755
ANKZF1|55139	474.2084	ANKZF1|55139	583.9658
ANLN|54443	186.8094	ANLN|54443	53.6053
ANO10|55129	999.0382	ANO10|55129	851.518
ANO1|55107	1840.0069	ANO1|55107	4192.1252
ANO2|57101	7.185	ANO2|57101	82.5427
lowly_expressed	lowly_expressed	ANO3|63982	41.7457
ANO5|203859	473.8818	ANO5|203859	55.0285
ANO6|196527	2736.4959	ANO6|196527	4520.8729
ANO7|50636	5.8786	ANO7|50636	7.5901
ANO8|57719	237.7574	ANO8|57719	305.5028
ANO9|338440	146.6388	ANO9|338440	162.7135
ANP32A|8125	3604.8982	ANP32A|8125	2149.4307
ANP32B|10541	2343.935	ANP32B|10541	2391.8406
ANP32E|81611	587.8616	ANP32E|81611	919.8292
ANPEP|290	37.8844	ANPEP|290	2457.3055
ANTXR1|84168	1462.1425	ANTXR1|84168	4767.5522
ANTXR2|118429	767.1594	ANTXR2|118429	1610.0569
ANTXRL|195977	12.4104	lowly_expressed	lowly_expressed
ANUBL1|93550	497.7229	ANUBL1|93550	234.3454
ANXA11|311	2772.7474	ANXA11|311	4796.0152
ANXA13|312	21.8815	ANXA13|312	6.6414
ANXA1|301	573.4917	ANXA1|301	14905.5977
ANXA2P1|303	68.2573	ANXA2P1|303	92.0304
ANXA2P2|304	5323.0871	ANXA2P2|304	5157.4953
ANXA2P3|305	5.8786	ANXA2P3|305	5.2182
ANXA2|302	15366.3766	ANXA2|302	15827.3245
ANXA3|306	447.7546	ANXA3|306	1970.5882
ANXA4|307	1517.0096	ANXA4|307	1645.1613
ANXA5|308	6144.4605	ANXA5|308	8367.6471
ANXA6|309	8437.1208	ANXA6|309	7966.7932
ANXA7|310	4681.3382	ANXA7|310	3008.5389
ANXA8L2|244	10.1243	ANXA8L2|244	281.3093
ANXA8|653145	21.2283	ANXA8|653145	296.4896
ANXA9|8416	1195.6453	ANXA9|8416	132.8273
AOAH|313	76.422	AOAH|313	205.8824
AOC2|314	8.4913	AOC2|314	85.8634
AOC3|8639	260.6187	AOC3|8639	10568.3112
AOX1|316	25.8006	AOX1|316	600.0949
AP1AR|55435	1062.3966	AP1AR|55435	564.0417
AP1B1|162	2645.0508	AP1B1|162	3001.4231
AP1G1|164	3489.2854	AP1G1|164	2410.3416
AP1G2|8906	1289.1185	AP1G2|8906	1384.2884
AP1M1|8907	681.5929	AP1M1|8907	872.3909
AP1M2|10053	2828.2677	AP1M2|10053	759.962
AP1S1|1174	824.6392	AP1S1|1174	504.7438
AP1S2|8905	223.0608	AP1S2|8905	611.9545
AP1S3|130340	235.1447	AP1S3|130340	143.7381
AP2A1|160	1503.5541	AP2A1|160	1382.4668
AP2A2|161	1701.5328	AP2A2|161	1744.7818
AP2B1|163	11075.6398	AP2B1|163	6406.0721
AP2M1|1173	4754.8209	AP2M1|1173	4907.4953
AP2S1|1175	1158.7406	AP2S1|1175	824.0038
AP3B1|8546	1870.3798	AP3B1|8546	1286.5275
AP3B2|8120	33.3122	AP3B2|8120	89.6584
AP3D1|8943	2912.2012	AP3D1|8943	2663.1879
AP3M1|26985	1785.793	AP3M1|26985	1350.5693
AP3M2|10947	596.3530000000001	AP3M2|10947	418.8805
AP3S1|1176	1828.5763	AP3S1|1176	867.6471
AP3S2|10239	1166.7486	AP3S2|10239	1375.0474
AP4B1|10717	302.5005	AP4B1|10717	366.5655
AP4E1|23431	347.4915	AP4E1|23431	423.1499
AP4M1|9179	409.6579	AP4M1|9179	343.2353
AP4S1|11154	87.1995	AP4S1|11154	109.5825
APAF1|317	429.139	APAF1|317	511.3852
APBA1|320	111.6937	APBA1|320	296.0152
APBA2|321	11.4306	APBA2|321	25.6167
APBA3|9546	179.2978	APBA3|9546	149.9051
APBB1IP|54518	170.1533	APBB1IP|54518	955.408
APBB1|322	849.1335	APBB1|322	772.296
APBB2|323	2370.0622	APBB2|323	2137.0968
APBB3|10307	158.3961	APBB3|10307	425.9962
lowly_expressed	lowly_expressed	APCDD1L|164284	250.9488
APCDD1|147495	169.5001	APCDD1|147495	1438.8046
APC|324	900.0815	APC|324	1014.7059
APEH|327	2979.4787	APEH|327	1510.9108
APEX1|328	2974.2533	APEX1|328	2242.4099
APEX2|27301	807.6566	APEX2|27301	441.6509
APH1A|51107	8616.4186	APH1A|51107	3309.7723
APH1B|83464	1236.7956	APH1B|83464	657.0209
API5|8539	3191.4355	API5|8539	2299.8102
APIP|51074	527.9422	APIP|51074	391.51800000000003
APITD1|378708	478.2156	APITD1|378708	113.1546
APLF|200558	65.318	APLF|200558	77.3245
APLNR|187	308.3008	APLNR|187	1401.3283
APLN|8862	187.4625	APLN|8862	84.9146
APLP1|333	81.97399999999999	APLP1|333	30.3605
APLP2|334	29058.0007	APLP2|334	16203.9848
APOA1BP|128240	4378.916	APOA1BP|128240	868.1214
APOB48R|55911	438.6101	APOB48R|55911	451.6129
APOBEC3A|200315	6.0876	APOBEC3A|200315	37.0019
APOBEC3B|9582	45.8401	APOBEC3B|9582	70.6831
APOBEC3C|27350	56.8266	APOBEC3C|27350	463.9469
APOBEC3D|140564	55.8469	APOBEC3D|140564	89.1841
APOBEC3F|200316	292.2979	APOBEC3F|200316	162.7135
APOBEC3G|60489	280.5406	APOBEC3G|60489	361.0057
lowly_expressed	lowly_expressed	APOB|338	315.9393
APOC1|341	697.2692	APOC1|341	8957.3055
APOC2|344	102.8758	APOC2|344	596.7742
APOD|347	136.8411	APOD|347	14916.5085
APOE|348	1764.8913	APOE|348	15253.7951
APOL1|8542	888.9774	APOL1|8542	1164.611
APOL2|23780	715.2317	APOL2|23780	713.9469
APOL3|80833	530.0552	APOL3|80833	1185.4839
APOL4|80832	349.1245	APOL4|80832	538.8994
APOL6|80830	1469.0009	APOL6|80830	3192.1252
APOLD1|81575	481.72	APOLD1|81575	6607.9886
APOM|55937	59.7659	APOM|55937	64.5161
APOOL|139322	331.8152	APOOL|139322	176.945
APOO|79135	411.8297	APOO|79135	146.1101
APPBP2|10513	2136.8771	APPBP2|10513	1262.3339999999998
APPL1|26060	2396.5159	APPL1|26060	1777.5142
APPL2|55198	1453.9778	APPL2|55198	1322.1063
APP|351	21251.8514	APP|351	26640.8918
APRT|353	1732.5589	APRT|353	1047.9127
APTX|54840	736.1334	APTX|54840	412.7135
AQP11|282679	48.3353	AQP11|282679	27.0398
AQP1|358	1312.7897	AQP1|358	15892.4668
AQP3|360	2887.3804	AQP3|360	377.1347
lowly_expressed	lowly_expressed	AQP4|361	29.8861
AQP5|362	358.5956	AQP5|362	11.8596
AQP6|363	11.7572	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	522.7704
lowly_expressed	lowly_expressed	AQP7P3|441432	29.8861
AQP7|364	12.0838	AQP7|364	1898.0076
AQP9|366	10.7775	AQP9|366	171.2524
AQPEP|206338	5.8786	AQPEP|206338	357.1205
AQR|9716	1498.394	AQR|9716	1136.6224
ARAF|369	1058.8041	ARAF|369	1169.8292
ARAP1|116985	1138.1654	ARAP1|116985	2368.1072
ARAP2|116984	424.2401	ARAP2|116984	417.9317
ARAP3|64411	119.8585	ARAP3|64411	764.7059
ARCN1|372	6986.0824	ARCN1|372	3824.0038
lowly_expressed	lowly_expressed	ARC|23237	217.7419
AREG|374	137.1677	AREG|374	1680.74
ARF1|375	19135.5495	ARF1|375	6974.8577
ARF3|377	6864.590999999999	ARF3|377	4040.3226
ARF4|378	5321.7808	ARF4|378	3576.8501
ARF5|381	2574.1808	ARF5|381	1999.4877
ARF6|382	4525.5548	ARF6|382	3314.9905
ARFGAP1|55738	919.0237	ARFGAP1|55738	1082.0683
ARFGAP2|84364	1997.0966	ARFGAP2|84364	1782.7324
ARFGAP3|26286	1898.1399	ARFGAP3|26286	1259.4877
ARFGEF1|10565	2403.9361	ARFGEF1|10565	1712.7751
ARFGEF2|10564	2492.5333	ARFGEF2|10564	2194.4972
ARFIP1|27236	1476.8391	ARFIP1|27236	1075.4269
ARFIP2|23647	3327.2969	ARFIP2|23647	1044.1176
ARFRP1|10139	401.0523	ARFRP1|10139	518.9753
ARG2|384	125.5607	ARG2|384	187.0398
ARGLU1|55082	355.9829	ARGLU1|55082	2907.4953
ARHGAP10|79658	30.6994	ARHGAP10|79658	716.3188
ARHGAP11A|9824	141.0868	ARHGAP11A|9824	66.888
ARHGAP11B|89839	9.4711	ARHGAP11B|89839	5.6926
ARHGAP12|94134	1079.0527	ARHGAP12|94134	1091.0816
ARHGAP15|55843	40.4971	ARHGAP15|55843	105.3131
ARHGAP17|55114	693.6767	ARHGAP17|55114	1317.8368
ARHGAP18|93663	408.8904	ARHGAP18|93663	799.8102
ARHGAP19|84986	405.6245	ARHGAP19|84986	771.3472
ARHGAP1|392	3292.3518	ARHGAP1|392	2766.1290000000004
ARHGAP20|57569	17.9624	ARHGAP20|57569	535.5787
ARHGAP21|57584	1715.2496	ARHGAP21|57584	2314.5161
ARHGAP22|58504	27.107	ARHGAP22|58504	67.8368
ARHGAP23|57636	142.0666	ARHGAP23|57636	952.0873
ARHGAP24|83478	96.6706	ARHGAP24|83478	478.1784
ARHGAP25|9938	126.3903	ARHGAP25|9938	555.0285
ARHGAP26|23092	125.7371	ARHGAP26|23092	781.3093
ARHGAP27|201176	550.3038	ARHGAP27|201176	599.6205
ARHGAP28|79822	42.1301	ARHGAP28|79822	114.8008
ARHGAP29|9411	4381.8553	ARHGAP29|9411	4386.6224
ARHGAP30|257106	359.902	ARHGAP30|257106	698.2922
ARHGAP31|57514	369.0465	ARHGAP31|57514	1722.9602
ARHGAP32|9743	3569.6265	ARHGAP32|9743	1434.0607
ARHGAP33|115703	128.6764	ARHGAP33|115703	194.4972
lowly_expressed	lowly_expressed	ARHGAP36|158763	279.4118
ARHGAP39|80728	390.92800000000005	ARHGAP39|80728	194.0228
ARHGAP42|143872	119.8585	ARHGAP42|143872	214.3833
ARHGAP4|393	227.9597	ARHGAP4|393	482.9222
ARHGAP5|394	2324.3396	ARHGAP5|394	2717.7419
ARHGAP6|395	31.026	ARHGAP6|395	84.9146
ARHGAP8|23779	413.3843	ARHGAP8|23779	357.8178
ARHGAP9|64333	61.0723	ARHGAP9|64333	143.7381
ARHGDIA|396	7173.2183	ARHGDIA|396	4349.1461
ARHGDIB|397	8700.3522	ARHGDIB|397	4014.7059
lowly_expressed	lowly_expressed	ARHGDIG|398	57.3624
ARHGEF10L|55160	399.0927	ARHGEF10L|55160	1217.2676
ARHGEF10|9639	160.6822	ARHGEF10|9639	1077.7989
ARHGEF11|9826	2009.1804	ARHGEF11|9826	1349.6205
ARHGEF12|23365	8485.1296	ARHGEF12|23365	5392.315
ARHGEF15|22899	148.2718	ARHGEF15|22899	1391.8406
ARHGEF16|27237	559.1217	ARHGEF16|27237	288.425
ARHGEF17|9828	678.327	ARHGEF17|9828	1793.6433
ARHGEF18|23370	532.9946	ARHGEF18|23370	865.2751
ARHGEF19|128272	450.6939	ARHGEF19|128272	387.0968
ARHGEF1|9138	971.6046	ARHGEF1|9138	1518.0266
ARHGEF2|9181	3011.8111	ARHGEF2|9181	2046.9639
ARHGEF33|100271715	9.1445	ARHGEF33|100271715	19.4497
ARHGEF35|445328	175.0521	ARHGEF35|445328	287.4763
ARHGEF37|389337	148.5984	ARHGEF37|389337	1374.2884
ARHGEF38|54848	160.6822	ARHGEF38|54848	106.2619
ARHGEF3|50650	884.0786	ARHGEF3|50650	1070.6831
ARHGEF4|50649	9.4711	ARHGEF4|50649	211.1006
ARHGEF5|7984	448.7344	ARHGEF5|7984	682.1632
ARHGEF6|9459	714.5785	ARHGEF6|9459	2851.0436
ARHGEF7|8874	495.7633	ARHGEF7|8874	1502.8463
ARHGEF9|23229	408.2372	ARHGEF9|23229	578.7476
ARID1A|8289	3972.6383	ARID1A|8289	2683.5863
ARID1B|57492	1163.9660000000001	ARID1B|57492	2094.4023
ARID2|196528	949.07	ARID2|196528	828.2732
ARID3A|1820	51.9278	ARID3A|1820	47.9127
ARID3B|10620	109.7342	ARID3B|10620	114.3264
ARID4A|5926	636.8501	ARID4A|5926	821.6319
ARID4B|51742	2758.4885	ARID4B|51742	1362.0731
ARID5A|10865	762.9138	ARID5A|10865	3568.7856
ARID5B|84159	1261.2898	ARID5B|84159	5236.7173
ARIH1|25820	2258.0419	ARIH1|25820	1935.9583
ARIH2|10425	970.5269	ARIH2|10425	1361.4801
ARL10|285598	29.3931	ARL10|285598	43.6433
ARL11|115761	100.9162	ARL11|115761	64.5161
ARL13B|200894	294.2574	ARL13B|200894	353.8899
ARL15|54622	392.2343	ARL15|54622	609.1082
ARL16|339231	380.8037	ARL16|339231	297.4383
ARL17A|51326	198.2269	ARL17A|51326	97.3814
ARL1|400	4723.4683	ARL1|400	1841.556
ARL2BP|23568	1759.9924	ARL2BP|23568	1331.5939
ARL2|402	858.6046	ARL2|402	1062.1442
ARL3|403	1182.5817	ARL3|403	500.9488
ARL4A|10124	138.8007	ARL4A|10124	1450.1898
ARL4C|10123	179.2978	ARL4C|10123	2903.2258
ARL4D|379	134.2284	ARL4D|379	181.6888
ARL5A|26225	1198.258	ARL5A|26225	802.6565
ARL5B|221079	338.347	ARL5B|221079	537.4763
ARL6IP1|23204	5655.5555	ARL6IP1|23204	3863.8520000000003
ARL6IP4|51329	1505.579	ARL6IP4|51329	1833.4915
ARL6IP5|10550	5599.0555	ARL6IP5|10550	5192.5996
ARL6IP6|151188	252.4539	ARL6IP6|151188	287.9507
ARL6|84100	93.0781	ARL6|84100	72.1063
ARL8A|127829	2345.2413	ARL8A|127829	1298.8615
ARL8B|55207	3821.4272	ARL8B|55207	2283.2068
lowly_expressed	lowly_expressed	ARL9|132946	6.167000000000001
ARMC10|83787	919.8402	ARMC10|83787	567.2865
ARMC1|55156	944.1711	ARMC1|55156	630.9298
ARMC2|84071	29.7197	ARMC2|84071	33.2068
lowly_expressed	lowly_expressed	ARMC3|219681	6.167000000000001
ARMC4|55130	10.7775	lowly_expressed	lowly_expressed
ARMC5|79798	215.2227	ARMC5|79798	293.1689
ARMC6|93436	505.2344	ARMC6|93436	419.8292
ARMC7|79637	613.0091	ARMC7|79637	272.296
ARMC8|25852	610.7229	ARMC8|25852	750.4744
ARMC9|80210	383.0898	ARMC9|80210	210.6262
ARMCX1|51309	1309.2985	ARMCX1|51309	825.9013
ARMCX2|9823	1957.2527	ARMCX2|9823	805.0285
ARMCX3|51566	2375.2876	ARMCX3|51566	1802.1822
ARMCX5|64860	611.0495	ARMCX5|64860	353.8899
ARMCX6|54470	272.3759	ARMCX6|54470	241.9355
ARNT2|9915	2341.6489	ARNT2|9915	523.2448
ARNTL2|56938	8.1647	ARNTL2|56938	69.7343
ARNTL|406	169.1735	ARNTL|406	278.46299999999997
ARNT|405	1785.1398	ARNT|405	1420.7779999999998
ARPC1A|10552	1996.4434	ARPC1A|10552	1728.1784
ARPC1B|10095	1005.57	ARPC1B|10095	2083.4915
ARPC2|10109	2499.0651	ARPC2|10109	3590.6072
ARPC3|10094	3719.8578	ARPC3|10094	2941.1765
ARPC4|10093	2547.5964	ARPC4|10093	2793.7334
ARPC5L|81873	897.1422	ARPC5L|81873	710.1518
ARPC5|10092	3506.2681	ARPC5|10092	3048.8615
ARPM1|84517	26.4538	ARPM1|84517	22.296
ARPP19|10776	6198.0212	ARPP19|10776	3995.2562
ARRB1|408	489.5581	ARRB1|408	893.7381
ARRB2|409	481.3934	ARRB2|409	927.8937
ARRDC1|92714	863.1768	ARRDC1|92714	600.5693
ARRDC2|27106	359.5754	ARRDC2|27106	1074.0038
ARRDC3|57561	1434.7089999999998	ARRDC3|57561	5469.6395
ARRDC4|91947	552.5899	ARRDC4|91947	1241.4611
ARSA|410	1874.9520000000002	ARSA|410	624.2884
ARSB|411	144.0261	ARSB|411	255.2182
ARSD|414	4993.558	ARSD|414	2929.7913
ARSE|415	15.0231	ARSE|415	13.2827
ARSG|22901	1026.7983	ARSG|22901	291.2713
ARSI|340075	7.5116	ARSI|340075	33.2068
ARSJ|79642	319.4048	ARSJ|79642	159.8672
ARSK|153642	133.9018	ARSK|153642	110.5313
lowly_expressed	lowly_expressed	ART4|420	7.5901
ART5|116969	10.4509	ART5|116969	18.0266
ARTN|9048	54.2139	ARTN|9048	8.0645
ARV1|64801	1039.8619	ARV1|64801	318.7856
ARVCF|421	246.5753	ARVCF|421	484.8197
AR|367	1567.9576	AR|367	498.1025
AS3MT|57412	953.6422	AS3MT|57412	148.0076
ASAH1|427	4966.4511	ASAH1|427	7819.7343
ASAH2B|653308	14.0434	ASAH2B|653308	8.0645
ASAH2|56624	15.6763	lowly_expressed	lowly_expressed
ASAM|79827	44.0896	ASAM|79827	978.1784
ASAP1|50807	696.2895	ASAP1|50807	1091.0816
ASAP2|8853	535.6073	ASAP2|8853	921.7268
ASAP3|55616	755.4022	ASAP3|55616	973.9089
ASB13|79754	766.8328	ASB13|79754	488.1404
ASB14|142686	9.4711	ASB14|142686	9.962
ASB16|92591	86.6345	ASB16|92591	17.092
ASB1|51665	150.8322	ASB1|51665	644.3074
ASB2|51676	7.5116	ASB2|51676	41.2713
ASB3|51130	437.3037	ASB3|51130	320.6831
ASB4|51666	17.6358	lowly_expressed	lowly_expressed
ASB6|140459	713.0043	ASB6|140459	813.3254
ASB7|140460	562.3876	ASB7|140460	361.9545
ASB8|140461	1379.8419	ASB8|140461	767.0778
ASB9|140462	12.0838	ASB9|140462	45.0664
ASCC1|51008	544.4252	ASCC1|51008	396.1101
ASCC2|84164	1165.9256	ASCC2|84164	1179.3169
ASCC3|10973	791.0005	ASCC3|10973	948.7666
ASCL2|430	26.4538	ASCL2|430	20.8729
ASF1A|25842	312.2198	ASF1A|25842	316.4137
ASF1B|55723	105.1619	ASF1B|55723	30.8349
ASGR1|432	6.8584	ASGR1|432	29.4118
ASH1L|55870	6091.0892	ASH1L|55870	2490.4839
ASH2L|9070	1980.4405	ASH2L|9070	1119.5446
ASL|435	764.2201	ASL|435	454.9336
ASMTL|8623	622.1536	ASMTL|8623	775.4127
ASNA1|439	1617.2727	ASNA1|439	1007.5901
ASNSD1|54529	1251.4921	ASNSD1|54529	930.74
ASNS|440	411.5031	ASNS|440	401.3283
lowly_expressed	lowly_expressed	ASPA|443	82.5427
ASPHD1|253982	89.4856	ASPHD1|253982	50.75899999999999
ASPHD2|57168	40.8237	ASPHD2|57168	45.5408
ASPH|444	6971.6014	ASPH|444	10600.2657
ASPM|259266	119.5319	ASPM|259266	30.8349
ASPN|54829	540.1795	ASPN|54829	310.7211
ASPRV1|151516	23.5145	ASPRV1|151516	63.1404
ASPSCR1|79058	704.7808	ASPSCR1|79058	266.129
ASRGL1|80150	21.2283	ASRGL1|80150	295.0664
ASS1|445	1920.348	ASS1|445	3156.0721
ASTE1|28990	291.3736	ASTE1|28990	197.0351
lowly_expressed	lowly_expressed	ASTL|431705	6.167000000000001
lowly_expressed	lowly_expressed	ASTN1|460	16.129
ASTN2|23245	468.6564	ASTN2|23245	157.9696
ASXL1|171023	1002.9573	ASXL1|171023	1714.4213
ASXL2|55252	634.564	ASXL2|55252	692.1252
lowly_expressed	lowly_expressed	ASXL3|80816	36.5275
ATAD1|84896	1606.4952	ATAD1|84896	1010.4364
ATAD2B|54454	379.4973	ATAD2B|54454	396.5844
ATAD2|29028	612.6825	ATAD2|29028	304.5541
ATAD3A|55210	373.9453	ATAD3A|55210	309.2979
ATAD3B|83858	81.6474	ATAD3B|83858	257.1157
ATAD3C|219293	5.5520000000000005	ATAD3C|219293	117.1727
ATAD5|79915	46.0492	ATAD5|79915	75.4269
ATE1|11101	350.7574	ATE1|11101	285.5787
ATF1|466	555.2027	ATF1|466	472.9602
ATF2|1386	657.4253	ATF2|1386	530.8349
ATF3|467	275.3152	ATF3|467	10200.1898
ATF4|468	6034.3997	ATF4|468	6543.6433
ATF5|22809	788.7144	ATF5|22809	869.5446
ATF6B|1388	2743.0277	ATF6B|1388	2019.4497
ATF6|22926	2827.2879	ATF6|22926	1462.9981
ATF7IP2|80063	19.2688	ATF7IP2|80063	88.7097
ATF7IP|55729	693.6767	lowly_expressed	lowly_expressed
