gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
RNASE2|6036	8.1647	RNASE2|6036	9.4877
RNASE4|6038	2393.1913	RNASE4|6038	2303.8283
RNASE6|6039	235.7978	RNASE6|6039	319.26
lowly_expressed	lowly_expressed	RNASE7|84659	23.7192
RNASEH1|246243	231.8788	RNASEH1|246243	219.1651
RNASEH2A|10535	356.6361	RNASEH2A|10535	154.1746
RNASEH2B|79621	225.347	RNASEH2B|79621	338.2353
RNASEH2C|84153	591.1733	RNASEH2C|84153	413.7619
RNASEK|440400	1222.958	RNASEK|440400	1573.444
RNASEL|6041	468.6564	RNASEL|6041	412.2391
RNASEN|29102	1356.0008	RNASEN|29102	1026.5655
RNASET2|8635	710.9860000000001	RNASET2|8635	1119.5446
RND1|27289	406.6043	RND1|27289	474.8577
RND2|8153	193.9943	RND2|8153	87.7609
RND3|390	379.4973	RND3|390	2388.9943
RNF103|7844	2801.5559	RNF103|7844	1332.8463
RNF10|9921	3119.9123	RNF10|9921	3127.1347
RNF111|54778	943.1913	RNF111|54778	776.5655
lowly_expressed	lowly_expressed	RNF112|7732	8.0645
RNF113A|7737	268.1302	RNF113A|7737	192.5996
RNF114|55905	1295.2551	RNF114|55905	1248.5769
RNF115|27246	1128.3678	RNF115|27246	403.2258
RNF11|26994	2715.5942	RNF11|26994	3085.389
RNF121|55298	448.7344	RNF121|55298	436.907
RNF122|79845	68.9104	RNF122|79845	1066.4137
RNF123|63891	727.3155	RNF123|63891	698.7666
RNF125|54941	518.6246	RNF125|54941	435.0095
RNF126|55658	351.084	RNF126|55658	364.3264
RNF128|79589	96.6706	RNF128|79589	147.5332
RNF130|55819	2215.2586	RNF130|55819	2398.9564
RNF135|84282	812.5554	RNF135|84282	620.019
RNF138P1|379013	9.1445	RNF138P1|379013	9.4877
RNF138|51444	574.1449	RNF138|51444	524.6679
RNF139|11236	1868.0936	RNF139|11236	887.0968
RNF13|11342	2387.3714	RNF13|11342	1820.2087
RNF141|50862	2247.591	RNF141|50862	1641.3662
RNF144A|9781	116.9191	RNF144A|9781	447.8178
RNF144B|255488	1725.0473	RNF144B|255488	1076.3757
RNF145|153830	197.9134	RNF145|153830	2072.1063
RNF146|81847	439.5899	RNF146|81847	822.5806
RNF149|284996	1388.9864	RNF149|284996	894.6869
RNF14|9604	1451.3651	RNF14|9604	1256.167
RNF150|57484	8.1647	RNF150|57484	341.0816
RNF152|220441	136.5145	RNF152|220441	78.2732
RNF157|114804	103.9045	RNF157|114804	314.4829
RNF160|26046	843.5814	RNF160|26046	1082.0683
RNF165|494470	5.8786	RNF165|494470	65.9393
RNF166|115992	194.9741	RNF166|115992	193.5484
RNF167|26001	1696.3074	RNF167|26001	1537.0019
RNF168|165918	169.5001	RNF168|165918	185.0095
RNF169|254225	847.3960000000001	RNF169|254225	740.4269
RNF170|81790	968.6653	RNF170|81790	500.0
RNF175|285533	5.2254	RNF175|285533	23.7192
RNF180|285671	251.1476	RNF180|285671	269.9241
RNF181|51255	1298.521	RNF181|51255	809.2979
lowly_expressed	lowly_expressed	RNF182|221687	41.7457
lowly_expressed	lowly_expressed	RNF183|138065	37.9507
RNF185|91445	1603.6572	RNF185|91445	1182.1727
lowly_expressed	lowly_expressed	RNF186|54546	14.7059
RNF187|149603	5216.9454	RNF187|149603	1905.5977
RNF19A|25897	1165.2724	RNF19A|25897	2199.241
RNF19B|127544	603.2114	RNF19B|127544	778.4630000000001
RNF207|388591	82.3006	RNF207|388591	163.6622
RNF208|727800	165.581	RNF208|727800	39.8482
RNF20|56254	2174.1083	RNF20|56254	1224.3833
lowly_expressed	lowly_expressed	RNF212|285498	43.1689
RNF213|57674	2967.2937	RNF213|57674	3467.4668
RNF214|257160	389.295	RNF214|257160	385.1992
RNF215|200312	393.5407	RNF215|200312	248.5769
RNF216L|441191	233.1427	RNF216L|441191	179.7913
RNF216|54476	654.1594	RNF216|54476	1256.6414
RNF217|154214	23.5145	RNF217|154214	117.5901
RNF219|79596	231.5522	RNF219|79596	321.0816
RNF220|55182	1227.282	RNF220|55182	1003.2922
RNF24|11237	60.0925	RNF24|11237	278.9374
RNF25|64320	479.4338	RNF25|64320	388.0455
RNF26|79102	867.7491	RNF26|79102	708.7287
RNF2|6045	2326.6257	RNF2|6045	520.8729
RNF31|55072	885.7115	RNF31|55072	882.3719
RNF32|140545	74.7891	RNF32|140545	32.7324
RNF34|80196	762.3814	RNF34|80196	464.4023
RNF38|152006	1241.0412	RNF38|152006	1320.2087
RNF39|80352	230.5724	RNF39|80352	380.9298
RNF40|9810	2860.6	RNF40|9810	1910.3416
RNF41|10193	1104.2001	RNF41|10193	1148.0076
RNF43|54894	48.0087	RNF43|54894	689.2789
RNF44|22838	989.2405	RNF44|22838	834.4402
RNF4|6047	1550.3218	RNF4|6047	1285.5787
RNF5P1|286140	110.3874	RNF5P1|286140	87.7609
RNF5|6048	855.9919	RNF5|6048	648.9564
RNF6|6049	1839.0272	RNF6|6049	876.186
RNF7|9616	1030.0642	RNF7|9616	1045.5408
RNF8|9025	441.2228	RNF8|9025	250.9488
RNFT1|51136	435.3442	RNFT1|51136	323.055
RNFT2|84900	50.6214	RNFT2|84900	24.1935
RNGTT|8732	234.4915	RNGTT|8732	358.1594
RNH1|6050	2813.8977	RNH1|6050	3003.7951
RNLS|55328	263.2314	RNLS|55328	162.2391
RNMTL1|55178	229.5926	RNMTL1|55178	272.7704
RNMT|8731	934.3734	RNMT|8731	1020.8729
RNPC3|55599	98.9567	RNPC3|55599	307.8273
RNPEPL1|57140	674.4079	RNPEPL1|57140	1487.6660000000002
RNPEP|6051	4236.8495	RNPEP|6051	1133.7761
RNPS1|10921	1867.4405	RNPS1|10921	1957.3055
ROBLD3|28956	1972.6024	ROBLD3|28956	582.0683
ROBO1|6091	126.0637	ROBO1|6091	718.2163
ROBO2|6092	1260.9632	ROBO2|6092	9.4877
ROBO3|64221	8.8179	ROBO3|64221	208.2543
ROBO4|54538	251.4741	ROBO4|54538	1762.8083
ROCK1|6093	1518.316	ROCK1|6093	1733.871
ROCK2|9475	1004.2636	ROCK2|9475	1553.1309
ROD1|9991	2146.3482	ROD1|9991	2282.2581
ROGDI|79641	502.9483	ROGDI|79641	343.9279
ROM1|6094	50.948	ROM1|6094	104.3643
ROMO1|140823	530.0552	ROMO1|140823	526.5655
lowly_expressed	lowly_expressed	ROPN1B|152015	78.2732
ROPN1L|83853	5.5520000000000005	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ROPN1|54763	119.5446
ROR1|4919	16.0029	ROR1|4919	97.2486
ROR2|4920	1021.8995	ROR2|4920	296.0152
RORA|6095	198.5666	RORA|6095	502.8463
RORC|6097	2101.9319	RORC|6097	589.6584
lowly_expressed	lowly_expressed	RP1L1|94137	9.962
RP1|6101	8.1647	lowly_expressed	lowly_expressed
RP2|6102	355.6563	RP2|6102	451.6129
RP9P|441212	129.9827	RP9P|441212	137.0968
RP9|6100	160.3556	RP9|6100	108.1594
RPA1|6117	1571.5501	RPA1|6117	1970.5882
RPA2|6118	1242.6742	RPA2|6118	813.0930000000001
RPA3|6119	583.616	RPA3|6119	230.5503
RPAIN|84268	288.5421	RPAIN|84268	596.6651
RPAP1|26015	739.0727	RPAP1|26015	515.1803
RPAP2|79871	454.2864	RPAP2|79871	256.6414
RPAP3|79657	771.4051	RPAP3|79657	576.8501
lowly_expressed	lowly_expressed	RPE65|6121	6.6414
RPE|6120	917.2666	RPE|6120	565.0285
RPF1|80135	961.807	RPF1|80135	637.5712
RPF2|84154	259.6389	RPF2|84154	454.9336
RPGRIP1L|23322	403.665	RPGRIP1L|23322	127.1347
RPGRIP1|57096	14.6965	RPGRIP1|57096	8.5389
RPGR|6103	190.4019	RPGR|6103	292.6945
RPH3AL|9501	59.1128	RPH3AL|9501	206.3567
lowly_expressed	lowly_expressed	RPH3A|22895	8.0645
RPIA|22934	377.2112	RPIA|22934	407.0209
RPL10A|4736	9182.7254	RPL10A|4736	12027.5142
RPL10|6134	10746.8553	RPL10|6134	17050.5028
RPL11|6135	12859.7999	RPL11|6135	18456.8311
RPL12|6136	9394.3555	RPL12|6136	11189.7533
RPL13AP20|387841	27.4335	RPL13AP20|387841	25.1423
RPL13AP3|645683	5.8786	RPL13AP3|645683	9.4877
lowly_expressed	lowly_expressed	RPL13AP6|644511	6.6414
RPL13A|23521	10071.3762	RPL13A|23521	14392.315
RPL13P5|283345	16.0029	RPL13P5|283345	24.1935
RPL13|6137	11280.4116	RPL13|6137	18784.1556
RPL14|9045	8174.2161	RPL14|9045	8827.7989
RPL15|6138	13005.7855	RPL15|6138	20829.221999999998
RPL17|6139	4732.8348	RPL17|6139	6228.6006
RPL18A|6142	954.9486	RPL18A|6142	1965.8444
RPL18|6141	7523.6492	RPL18|6141	12356.2619
RPL19P12|100129424	90.792	RPL19P12|100129424	43.6433
RPL19|6143	18824.636000000002	RPL19|6143	18792.2201
lowly_expressed	lowly_expressed	RPL21P44|402176	9.0133
RPL22L1|200916	324.6303	RPL22L1|200916	301.7078
RPL22|6146	7411.3023	RPL22|6146	9047.4383
RPL23AP53|644128	103.529	RPL23AP53|644128	195.9203
RPL23AP7|118433	97.3238	RPL23AP7|118433	107.2106
RPL23AP82|284942	95.6908	RPL23AP82|284942	169.3548
RPL23A|6147	4191.7801	RPL23A|6147	4602.9412
RPL23P8|222901	97.6503	RPL23P8|222901	54.0797
RPL23|9349	9087.0345	RPL23|9349	11638.9943
RPL24|6152	7412.6087	RPL24|6152	8870.4934
RPL26L1|51121	264.8643	RPL26L1|51121	133.7761
RPL26|6154	5064.7546	RPL26|6154	10377.6091
RPL27A|6157	7183.9958	RPL27A|6157	10968.2163
RPL27|6155	9944.3328	RPL27|6155	10170.3036
RPL28|6158	5069.6534	RPL28|6158	9712.5237
RPL29|6159	8425.037	RPL29|6159	9980.0759
RPL30|6156	9687.6332	RPL30|6156	12644.2125
lowly_expressed	lowly_expressed	RPL31P11|641311	5.2182
RPL31|6160	10332.648000000001	RPL31|6160	15646.5844
RPL32P3|132241	62.137	RPL32P3|132241	142.9507
RPL32|6161	11527.3135	RPL32|6161	17967.2676
RPL34|6164	6420.7554	RPL34|6164	9235.2941
RPL35A|6165	6866.5505	RPL35A|6165	9427.4194
RPL35|11224	4408.9623	RPL35|11224	6476.7552
RPL36AL|6166	2854.3948	RPL36AL|6166	3199.241
RPL36A|6173	19.5954	RPL36A|6173	59.7723
RPL36|25873	4713.9971	RPL36|25873	7172.6755
RPL37A|6168	9489.7198	RPL37A|6168	15611.9545
RPL37|6167	7747.0366	RPL37|6167	12077.3245
RPL38|6169	5616.6914	RPL38|6169	5386.6224
RPL39L|116832	264.2111	RPL39L|116832	109.5825
RPL39|6170	466.6968	RPL39|6170	700.1898
RPL3|6122	37743.6564	RPL3|6122	45949.240999999995
RPL41|6171	12634.7795	RPL41|6171	16501.8975
RPL4|6124	16381.0911	RPL4|6124	27954.4592
RPL5|6125	14121.4163	RPL5|6125	22421.7268
RPL6|6128	5215.3125	RPL6|6128	9532.2581
RPL7A|6130	13293.5112	RPL7A|6130	16124.2884
RPL7L1|285855	1169.5181	RPL7L1|285855	927.4194
RPL7|6129	1230.2638	RPL7|6129	1733.3966
RPL8|6132	12102.7647	RPL8|6132	20196.3947
RPL9|6133	1671.4866	RPL9|6133	2689.2789
RPLP0P2|113157	66.6243	RPLP0P2|113157	12.334000000000001
RPLP0|6175	17651.5254	RPLP0|6175	20192.1252
RPLP1|6176	37059.7774	RPLP1|6176	17241.4611
RPLP2|6181	7349.9034	RPLP2|6181	10958.7287
RPN1|6184	6960.6084	RPN1|6184	4328.2732
RPN2|6185	12511.3253	RPN2|6185	4933.093
RPP14|11102	572.1853	RPP14|11102	507.5901
RPP21|79897	239.2336	RPP21|79897	230.185
RPP25|54913	106.1417	RPP25|54913	135.6736
RPP30|10556	462.1246	RPP30|10556	454.4592
RPP38|10557	390.2748	RPP38|10557	277.5142
RPP40|10799	196.9336	RPP40|10799	84.4402
RPPH1|85495	36.2515	RPPH1|85495	7.5901
RPRD1A|55197	2201.2152	RPRD1A|55197	1119.0702
RPRD1B|58490	834.4369	RPRD1B|58490	742.8843
RPRD2|23248	3310.9674	RPRD2|23248	1491.9355
RPS10P7|376693	65.9711	RPS10P7|376693	65.9393
RPS10|6204	4396.2253	RPS10|6204	5650.3795
RPS11|6205	13640.0229	RPS11|6205	22634.7249
RPS12|6206	7141.5391	RPS12|6206	16553.1309
RPS13|6207	6597.7671	RPS13|6207	8407.9696
RPS14|6208	10519.4574	RPS14|6208	15550.2846
RPS15A|6210	6315.9201	RPS15A|6210	10016.6034
RPS15|6209	2597.6953	RPS15|6209	3124.7628
RPS16|6217	6981.8367	RPS16|6217	10923.1499
RPS17|6218	7084.3859	RPS17|6218	12238.1404
RPS18|6222	23367.8267	RPS18|6222	27190.2277
RPS19BP1|91582	929.8012	RPS19BP1|91582	647.5332
RPS19|6223	6675.8221	RPS19|6223	13132.3529
RPS20|6224	7968.1379	RPS20|6224	16757.5901
RPS21|6227	2778.9526	RPS21|6227	5648.482
RPS23|6228	10640.6222	RPS23|6228	14621.9165
RPS24|6229	13610.9564	RPS24|6229	16119.0702
RPS25|6230	7832.6031	RPS25|6230	10401.3283
RPS26|6231	391.2546	RPS26|6231	631.8786
RPS27A|6233	7994.2651	RPS27A|6233	11341.0816
RPS27L|51065	1036.596	RPS27L|51065	1432.1632
RPS27|6232	150.2313	RPS27|6232	165.5598
RPS28|6234	343.5725	RPS28|6234	516.6034
RPS29|6235	3771.4590000000003	RPS29|6235	5897.0588
RPS2P32|256355	7.185	RPS2P32|256355	11.8596
RPS2|6187	7049.4408	RPS2|6187	10385.6736
RPS3A|6189	4488.6502	RPS3A|6189	6541.2713
RPS3|6188	13166.7943	RPS3|6188	21504.7438
RPS4X|6191	37834.775	RPS4X|6191	37873.814
RPS5|6193	7095.1634	RPS5|6193	9400.8539
RPS6KA1|6195	1347.1829	RPS6KA1|6195	1034.1556
RPS6KA2|6196	242.3296	RPS6KA2|6196	1816.888
RPS6KA3|6197	558.7951	RPS6KA3|6197	1682.1632
RPS6KA4|8986	343.5725	RPS6KA4|8986	572.5806
RPS6KA5|9252	222.4077	RPS6KA5|9252	373.814
RPS6KA6|27330	88.5058	RPS6KA6|27330	26.5655
RPS6KB1|6198	1243.3274	RPS6KB1|6198	969.1651
RPS6KB2|6199	342.9193	RPS6KB2|6199	441.1765
RPS6KC1|26750	1094.4024	RPS6KC1|26750	429.3169
RPS6KL1|83694	80.6677	RPS6KL1|83694	115.2751
RPS6|6194	18144.676	RPS6|6194	28235.7685
RPS7|6201	2863.2128	RPS7|6201	5722.9602
RPS8|6202	14084.8382	RPS8|6202	19203.0361
RPS9|6203	8447.5717	RPS9|6203	14809.7723
RPSAP58|388524	4483.0982	RPSAP58|388524	5822.1063
RPSAP9|653162	24.4942	RPSAP9|653162	17.5522
RPSA|3921	3419.3952	RPSA|3921	4909.8672
RPTOR|57521	800.4716	RPTOR|57521	705.408
RPUSD1|113000	338.347	RPUSD1|113000	223.9089
RPUSD2|27079	221.7545	RPUSD2|27079	98.1973
RPUSD3|285367	385.0494	RPUSD3|285367	291.7457
RPUSD4|84881	410.1968	RPUSD4|84881	477.704
RQCD1|9125	213.9163	RQCD1|9125	166.5085
RRAD|6236	7.8382	RRAD|6236	254.7438
RRAGA|10670	2337.7298	RRAGA|10670	1798.8615
RRAGB|10325	418.0349	RRAGB|10325	327.3245
RRAGC|64121	358.57599999999996	RRAGC|64121	510.4364
RRAGD|58528	369.3731	RRAGD|58528	740.9867
RRAS2|22800	312.2198	RRAS2|22800	548.8615
RRAS|6237	367.7401	RRAS|6237	1158.444
RRBP1|6238	3420.7015	RRBP1|6238	4041.7457
RREB1|6239	1588.2062	RREB1|6239	1186.907
RRH|10692	5.5520000000000005	lowly_expressed	lowly_expressed
RRM1|6240	2320.4205	RRM1|6240	1187.8558
RRM2B|50484	1138.492	RRM2B|50484	1031.3093
RRM2|6241	220.1215	RRM2|6241	49.3359
lowly_expressed	lowly_expressed	RRN3P1|730092	80.6452
RRN3P2|653390	5.8786	RRN3P2|653390	8.5389
RRN3P3|100131998	33.8968	RRN3P3|100131998	56.7505
RRN3|54700	1762.9317	RRN3|54700	1521.3472
RRP12|23223	1117.2637	RRP12|23223	720.1139
RRP15|51018	1296.2349	RRP15|51018	663.1879
RRP1B|23076	998.7116	RRP1B|23076	841.0816
RRP1|8568	498.376	RRP1|8568	469.1651
RRP7A|27341	530.3818	RRP7A|27341	505.2182
RRP7B|91695	111.2985	RRP7B|91695	175.1328
RRP8|23378	401.3789	RRP8|23378	273.7192
RRP9|9136	356.6361	RRP9|9136	335.389
RRS1|23212	628.3588	RRS1|23212	309.2979
RSAD1|55316	874.6075	RSAD1|55316	641.3662
RSAD2|91543	97.9769	RSAD2|91543	174.5731
RSBN1L|222194	909.2358	RSBN1L|222194	441.2619
RSBN1|54665	851.7462	RSBN1|54665	685.0095
RSC1A1|6248	398.99800000000005	RSC1A1|6248	264.9905
RSF1|51773	993.1596	RSF1|51773	874.2884
RSL1D1|26156	4981.4742	RSL1D1|26156	3975.8065
RSL24D1|51187	2220.8106	RSL24D1|51187	2234.3454
RSPH1|89765	263.8846	RSPH1|89765	44.1176
RSPH3|83861	134.555	RSPH3|83861	175.9962
RSPH4A|345895	6.2052	RSPH4A|345895	23.7192
RSPH9|221421	5.5520000000000005	lowly_expressed	lowly_expressed
RSPO1|284654	1011.4486	RSPO1|284654	21.3472
RSPO3|84870	16.9827	RSPO3|84870	283.6812
lowly_expressed	lowly_expressed	RSPO4|343637	13.2827
RSPRY1|89970	607.457	RSPRY1|89970	376.6603
RSRC1|51319	246.5753	RSRC1|51319	225.8065
RSRC2|65117	1700.2265	RSRC2|65117	1603.8899
RSU1|6251	410.5234	RSU1|6251	1661.7647
RTBDN|83546	10.7775	lowly_expressed	lowly_expressed
RTCD1|8634	597.0062	RTCD1|8634	509.962
RTEL1|51750	143.7224	RTEL1|51750	338.833
RTF1|23168	2685.8745	RTF1|23168	1722.9602
RTKN2|219790	35.2717	RTKN2|219790	58.3491
RTKN|6242	872.9745	RTKN|6242	523.2448
RTN1|6252	1054.885	RTN1|6252	335.8634
RTN2|6253	534.3009	RTN2|6253	259.4877
RTN3|10313	6130.0905	RTN3|10313	5745.7306
RTN4IP1|84816	133.9018	RTN4IP1|84816	129.981
RTN4RL1|146760	422.2806	RTN4RL1|146760	457.3055
RTN4RL2|349667	109.7342	RTN4RL2|349667	25.1423
RTN4R|65078	112.6735	RTN4R|65078	66.4137
RTN4|57142	6471.0503	RTN4|57142	8661.2903
RTP4|64108	31.3526	RTP4|64108	177.8937
RTTN|25914	262.5782	RTTN|25914	306.4516
RUFY1|80230	1275.0066	RUFY1|80230	990.9867
RUFY2|55680	492.4974	RUFY2|55680	406.5465
RUFY3|22902	787.408	RUFY3|22902	839.6584
RUNDC1|146923	2945.1868	RUNDC1|146923	804.0797
RUNDC2A|84127	32.0058	RUNDC2A|84127	51.7078
RUNDC2C|440352	23.9325	RUNDC2C|440352	42.2201
RUNDC3A|10900	13.7168	RUNDC3A|10900	14.2315
RUNDC3B|154661	19.2688	RUNDC3B|154661	73.5294
RUNX1T1|862	10.4509	RUNX1T1|862	77.3245
RUNX1|861	2904.6897	RUNX1|861	3193.074
RUNX2|860	110.3874	RUNX2|860	187.8558
RUNX3|864	50.948	RUNX3|864	503.7951
RUSC1|23623	1915.1226	RUSC1|23623	559.2979
RUSC2|9853	356.6361	RUSC2|9853	851.9924
RUVBL1|8607	1538.3882	RUVBL1|8607	518.259
RUVBL2|10856	1533.6657	RUVBL2|10856	956.3567
RWDD1|51389	684.2056	RWDD1|51389	941.6509
RWDD2A|112611	90.4654	RWDD2A|112611	98.1973
RWDD2B|10069	509.4801	RWDD2B|10069	348.6717
RWDD3|25950	288.4866	RWDD3|25950	251.8975
RWDD4A|201965	505.8876	RWDD4A|201965	467.7419
RXRA|6256	899.7549	RXRA|6256	2416.5085
RXRB|6257	848.8069	RXRB|6257	1072.1063
lowly_expressed	lowly_expressed	RXRG|6258	24.1935
RYBP|23429	1771.0965	RYBP|23429	1702.5617
RYK|6259	1148.6163	RYK|6259	1503.7951
RYR1|6261	20.5752	RYR1|6261	110.0569
lowly_expressed	lowly_expressed	RYR2|6262	10.4364
lowly_expressed	lowly_expressed	RYR3|6263	90.6072
S100A10|6281	2260.6546	S100A10|6281	4208.7287
S100A11|6282	5251.8905	S100A11|6282	6419.8292
S100A13|6284	4335.8062	S100A13|6284	1674.5731
S100A14|57402	614.6419999999999	S100A14|57402	766.1289999999999
S100A16|140576	3546.7652	S100A16|140576	2658.4440000000004
S100A1|6271	1597.6773	S100A1|6271	779.8861
lowly_expressed	lowly_expressed	S100A2|6273	126.6603
lowly_expressed	lowly_expressed	S100A3|6274	13.2827
S100A4|6275	454.2864	S100A4|6275	1830.1708
S100A6|6277	2330.2182	S100A6|6277	12604.3643
S100A8|6279	13.7168	S100A8|6279	189.7533
S100A9|6280	50.6214	S100A9|6280	1331.5939
lowly_expressed	lowly_expressed	S100B|6285	1552.6565
S100PBP|64766	701.5149	S100PBP|64766	441.6509
S100P|6286	29.7197	S100P|6286	17.0778
S1PR1|1901	178.9712	S1PR1|1901	2458.2543
S1PR2|9294	135.2082	S1PR2|9294	314.9905
S1PR3|1903	895.8195	S1PR3|1903	641.7125
lowly_expressed	lowly_expressed	S1PR4|8698	26.5655
lowly_expressed	lowly_expressed	S1PR5|53637	37.4763
SAA1|6288	66.2977	SAA1|6288	36433.112
SAA2|6289	18.289	SAA2|6289	12311.1954
lowly_expressed	lowly_expressed	SAA4|6291	122.3909
SAAL1|113174	197.5868	SAAL1|113174	141.3662
SAC3D1|29901	195.3007	SAC3D1|29901	95.8254
SACM1L|22908	1510.1512	SACM1L|22908	1123.8139999999999
SACS|26278	452.6535	SACS|26278	989.5636
SAE1|10055	1816.1659	SAE1|10055	1390.4175
SAFB2|9667	1251.1655	SAFB2|9667	1083.0171
SAFB|6294	1649.9317	SAFB|6294	1375.7116
SALL1|6299	15.3497	SALL1|6299	17.0778
SALL2|6297	773.3646	SALL2|6297	289.3738
SALL4|57167	6.2052	SALL4|57167	12.334000000000001
SAMD10|140700	136.8411	SAMD10|140700	111.0057
SAMD11|148398	16.8651	SAMD11|148398	42.5474
SAMD12|401474	265.8441	SAMD12|401474	379.981
lowly_expressed	lowly_expressed	SAMD13|148418	43.6433
SAMD14|201191	24.1676	lowly_expressed	lowly_expressed
SAMD1|90378	239.0637	SAMD1|90378	147.5332
SAMD3|154075	12.4104	SAMD3|154075	21.8216
SAMD4A|23034	138.1475	SAMD4A|23034	912.7135
SAMD4B|55095	1507.5385	SAMD4B|55095	1492.4099
SAMD5|389432	16.0029	SAMD5|389432	552.1822
SAMD8|142891	147.9452	SAMD8|142891	150.8539
SAMD9L|219285	676.0409	SAMD9L|219285	734.8197
SAMD9|54809	503.9281	SAMD9|54809	473.9089
SAMHD1|25939	476.0895	SAMHD1|25939	1178.9706
SAMM50|25813	1092.4429	SAMM50|25813	1083.4915
SAMSN1|64092	76.422	SAMSN1|64092	144.2125
SAP130|79595	735.4802	SAP130|79595	592.0304
SAP18|10284	4603.2832	SAP18|10284	2286.5275
SAP30BP|29115	1203.4834	SAP30BP|29115	1061.1954
SAP30L|79685	620.8472	SAP30L|79685	1170.778
SAP30|8819	437.3037	SAP30|8819	129.5066
SAPS1|22870	1412.5009	SAPS1|22870	1296.0152
SAPS2|9701	1390.6194	SAPS2|9701	1143.2638
SAPS3|55291	3227.0338	SAPS3|55291	2182.1632
SAR1A|56681	2717.5537	SAR1A|56681	2704.9336
SAR1B|51128	1127.7146	SAR1B|51128	420.778
SARDH|1757	450.6939	SARDH|1757	111.4801
SARM1|23098	79.9982	SARM1|23098	328.7144
SARNP|84324	810.8343	SARNP|84324	696.6698
SARS2|54938	228.6129	SARS2|54938	245.2562
SARS|6301	3483.0802	SARS|6301	2508.0645
SART1|9092	889.6306	SART1|9092	1202.5617
SART3|9733	1210.6684	SART3|9733	1157.9696
SASH1|23328	867.0959	SASH1|23328	2798.8615
SASH3|54440	214.2429	SASH3|54440	445.9203
SASS6|163786	169.5001	SASS6|163786	83.4915
SAT1|6303	4750.2486	SAT1|6303	8056.4516
SAT2|112483	480.087	SAT2|112483	699.2410000000001
SATB1|6304	552.5899	SATB1|6304	896.5844
SATB2|23314	44.4162	SATB2|23314	108.6338
SATL1|340562	41.8035	SATL1|340562	31.3093
SAV1|60485	918.0439	SAV1|60485	1474.3833
SBDSP1|155370	486.6188	SBDSP1|155370	554.5541
SBDS|51119	2186.1921	SBDS|51119	2946.3947
SBF1|6305	347.8181	SBF1|6305	1462.0493
SBF2|81846	1067.0505	SBF2|81846	1224.5446
SBK1|388228	309.2805	SBK1|388228	184.5351
SBNO1|55206	768.4658	SBNO1|55206	501.4231
SBNO2|22904	1222.099	SBNO2|22904	2227.7039999999997
SC4MOL|6307	1583.3073	SC4MOL|6307	550.759
SC5DL|6309	1984.6862	SC5DL|6309	1857.685
SC65|10609	586.2287	SC65|10609	169.3548
SCAF1|58506	1360.5731	SCAF1|58506	1164.611
SCAI|286205	402.3586	SCAI|286205	274.1935
SCAMP1|9522	2151.5736	SCAMP1|9522	1460.1518
SCAMP2|10066	2711.3485	SCAMP2|10066	1954.4592
SCAMP3|10067	2914.8139	SCAMP3|10067	884.2505
SCAMP4|113178	2188.8048	SCAMP4|113178	1403.7002
SCAMP5|192683	224.0406	SCAMP5|192683	231.4991
SCAND1|51282	487.5986	SCAND1|51282	373.3397
SCAND2|54581	304.7083	SCAND2|54581	290.3226
lowly_expressed	lowly_expressed	SCAND3|114821	87.2865
SCAPER|49855	447.42800000000005	SCAPER|49855	550.759
SCAP|22937	1002.3629	SCAP|22937	1522.6139
SCARA3|51435	2474.8975	SCARA3|51435	775.6167
lowly_expressed	lowly_expressed	SCARA5|286133	485.2941
SCARB1|949	917.0642	SCARB1|949	2579.6964
SCARB2|950	8865.2801	SCARB2|950	6767.0778
SCARF1|8578	81.6474	SCARF1|8578	451.6129
SCARF2|91179	61.0723	SCARF2|91179	102.4668
lowly_expressed	lowly_expressed	SCARNA12|677777	5.6926
lowly_expressed	lowly_expressed	SCARNA17|677769	7.1157
lowly_expressed	lowly_expressed	SCARNA9|619383	5.6926
SCCPDH|51097	2806.0595	SCCPDH|51097	1175.5218
SCD5|79966	25.8006	SCD5|79966	529.4118
SCD|6319	3492.8779	SCD|6319	51658.444
SCFD1|23256	1267.8216	SCFD1|23256	925.9962
SCFD2|152579	513.3992	SCFD2|152579	310.2467
SCG2|7857	12.4104	SCG2|7857	5.2182
SCG5|6447	30.3729	SCG5|6447	43.6433
lowly_expressed	lowly_expressed	SCGB1D2|10647	1178.8425
lowly_expressed	lowly_expressed	SCGB2A1|4246	105.7875
lowly_expressed	lowly_expressed	SCGB2A2|4250	9829.6964
SCGB3A1|92304	322.3441	SCGB3A1|92304	50.75899999999999
SCGBL|284402	5.5520000000000005	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SCGN|10590	5.2182
SCHIP1|29970	50.8729	SCHIP1|29970	420.3036
SCIN|85477	149.8753	SCIN|85477	132.8273
SCLT1|132320	139.7804	SCLT1|132320	174.5731
SCLY|51540	252.1273	SCLY|51540	117.6471
SCMH1|22955	553.2431	SCMH1|22955	1038.8994
SCML1|6322	15.3497	SCML1|6322	255.6926
SCML2|10389	33.9653	SCML2|10389	38.425
lowly_expressed	lowly_expressed	SCML4|256380	25.1423
lowly_expressed	lowly_expressed	SCN10A|6336	6.6414
SCN11A|11280	7.5116	SCN11A|11280	42.2201
