gene_id	TCGA-E9-A1N6-01A-11R-A144-07	gene_id	TCGA-E9-A1N6-11A-32R-A144-07
RHOF|54509	39.9857	RHOF|54509	98.84700000000001
RHOG|391	1050.3563	RHOG|391	864.7141
RHOH|399	89.7862	RHOH|399	264.993
RHOJ|57381	133.0166	RHOJ|57381	494.1887
RHOQ|23433	1395.2827	RHOQ|23433	3292.0595
RHOT1|55288	883.6105	RHOT1|55288	907.4849
RHOT2|89941	1676.0095	RHOT2|89941	1026.9642
RHOU|58480	302.1378	RHOU|58480	1811.2506
RHOV|171177	799.5249	RHOV|171177	768.0149
lowly_expressed	lowly_expressed	RHOXF1|158800	9.7629
RHPN1|114822	1195.2494	RHPN1|114822	145.0488
RHPN2|85415	399.0499	RHPN2|85415	1033.4728
RIBC1|158787	34.6793	RIBC1|158787	30.2185
RIBC2|26150	138.7173	RIBC2|26150	22.7801
lowly_expressed	lowly_expressed	RIC3|79608	222.2222
RIC8A|60626	2255.9335	RIC8A|60626	1482.8312
RIC8B|55188	441.3302	RIC8B|55188	483.496
RICH2|9912	214.2518	RICH2|9912	226.8712
RICTOR|253260	587.6485	RICTOR|253260	1075.7787
RIF1|55183	824.2280000000001	RIF1|55183	1331.4737
RILPL1|353116	338.3325	RILPL1|353116	350.3859
RILPL2|196383	333.0166	RILPL2|196383	662.9475
RILP|83547	62.7078	RILP|83547	182.2408
RIMBP2|23504	9.0261	RIMBP2|23504	23.7099
RIMBP3C|150221	9.5012	lowly_expressed	lowly_expressed
RIMBP3|85376	43.7055	RIMBP3|85376	11.6225
RIMKLA|284716	42.2803	RIMKLA|284716	55.3231
RIMKLB|57494	581.8765	RIMKLB|57494	764.0074
RIMS1|22999	6.6508	RIMS1|22999	10.6927
lowly_expressed	lowly_expressed	RIMS2|9699	6.5086
RIMS3|9783	34.6793	RIMS3|9783	397.0246
RIMS4|140730	221.3777	RIMS4|140730	99.4886
RIN1|9610	67.9335	RIN1|9610	171.5481
RIN2|54453	2852.7316	RIN2|54453	1542.0735
RIN3|79890	418.0523	RIN3|79890	706.6481
RING1|6015	528.266	RING1|6015	764.2957
RINL|126432	35.1544	RINL|126432	156.6713
RINT1|60561	586.323	RINT1|60561	484.2073
RIOK1|83732	465.0831	RIOK1|83732	578.3357
RIOK2|55781	610.4513	RIOK2|55781	513.2497
RIOK3|8780	1046.0808	RIOK3|8780	1725.2441
RIPK1|8737	1003.8005	RIPK1|8737	1269.1771
RIPK2|8767	752.4941	RIPK2|8767	460.7159
RIPK3|11035	51.7815	RIPK3|11035	202.2315
RIPK4|54101	293.1116	RIPK4|54101	749.8838
RIT1|6016	929.6912	RIT1|6016	659.6932
RLF|6018	503.5629	RLF|6018	1246.8619
RLIM|51132	1561.0451	RLIM|51132	1880.5207
RLN1|6013	6.6508	RLN1|6013	6.0437
RLN2|6019	5.2257	RLN2|6019	12.0874
RLTPR|146206	6.1758	RLTPR|146206	38.1218
RMI1|80010	583.3729	RMI1|80010	153.417
RMND1|55005	507.8385	RMND1|55005	409.11199999999997
RMND5A|64795	1750.5938	RMND5A|64795	1717.3408
RMND5B|64777	934.4418	RMND5B|64777	600.186
lowly_expressed	lowly_expressed	RMRP|6023	239.8884
RNASE1|6035	2022.3278	RNASE1|6035	3008.8331
RNASE2|6036	6.6508	lowly_expressed	lowly_expressed
RNASE4|6038	421.9525	RNASE4|6038	2882.2687
RNASE6|6039	173.8717	RNASE6|6039	386.3319
lowly_expressed	lowly_expressed	RNASE7|84659	58.1125
RNASEH1|246243	271.73400000000004	RNASEH1|246243	276.1506
RNASEH2A|10535	871.7339999999999	RNASEH2A|10535	215.2487
RNASEH2B|79621	372.4466	RNASEH2B|79621	331.9386
RNASEH2C|84153	514.6936	RNASEH2C|84153	433.7331
RNASEK|440400	1107.2494	RNASEK|440400	1293.8819
RNASEL|6041	437.5297	RNASEL|6041	415.6206
RNASEN|29102	1381.9477	RNASEN|29102	1232.45
RNASET2|8635	904.9881	RNASET2|8635	839.6095
RND1|27289	787.1734	RND1|27289	161.7852
RND2|8153	7.1259	RND2|8153	80.8926
RND3|390	629.4537	RND3|390	2525.802
RNF103|7844	1573.753	RNF103|7844	1135.0581
RNF10|9921	4837.0546	RNF10|9921	3472.3384
RNF111|54778	616.6271	RNF111|54778	884.7048
lowly_expressed	lowly_expressed	RNF112|7732	18.596
RNF113A|7737	230.8789	RNF113A|7737	217.5732
RNF114|55905	1999.5249	RNF114|55905	1363.5518
RNF115|27246	605.7007	RNF115|27246	498.3728
RNF11|26994	2276.4846	RNF11|26994	2976.2901
RNF121|55298	486.4608	RNF121|55298	435.1464
RNF122|79845	259.8575	RNF122|79845	698.2799
RNF123|63891	696.9121	RNF123|63891	670.3859
RNF125|54941	82.1853	RNF125|54941	507.6709
RNF126|55658	405.2257	RNF126|55658	340.7717
RNF128|79589	48.9311	RNF128|79589	233.3798
RNF130|55819	1442.2803	RNF130|55819	2224.0818
RNF135|84282	1408.5511	RNF135|84282	544.8629
RNF138P1|379013	14.2518	RNF138P1|379013	11.1576
RNF138|51444	627.0784	RNF138|51444	674.57
RNF139|11236	1321.1401	RNF139|11236	941.8875
RNF13|11342	889.3112	RNF13|11342	1619.7118
RNF141|50862	1493.1116	RNF141|50862	1519.2934
RNF144A|9781	930.1663	RNF144A|9781	617.8522
RNF144B|255488	942.0428	RNF144B|255488	891.2134
RNF145|153830	792.8741	RNF145|153830	1877.7313
RNF146|81847	660.3325	RNF146|81847	788.0056
RNF148|378925	5.7007	lowly_expressed	lowly_expressed
RNF149|284996	1106.8884	RNF149|284996	754.9977
RNF14|9604	1995.2494	RNF14|9604	1232.45
RNF150|57484	25.1781	RNF150|57484	304.9744
RNF152|220441	105.9382	RNF152|220441	102.27799999999999
RNF157|114804	21.3777	RNF157|114804	357.973
RNF160|26046	668.8836	RNF160|26046	1029.2887
RNF165|494470	6.1758	RNF165|494470	126.1599
RNF166|115992	179.5724	RNF166|115992	175.2673
RNF167|26001	1285.0356	RNF167|26001	1602.9754
RNF168|165918	175.2969	RNF168|165918	266.3877
RNF169|254225	708.7696	RNF169|254225	917.3547
RNF170|81790	572.9216	RNF170|81790	483.0311
RNF175|285533	6.1758	RNF175|285533	15.8066
RNF180|285671	199.5249	RNF180|285671	266.8526
RNF181|51255	994.2993	RNF181|51255	650.8601
RNF182|221687	15.2019	RNF182|221687	15.8066
lowly_expressed	lowly_expressed	RNF183|138065	20.4556
RNF185|91445	961.4489	RNF185|91445	1204.0028
lowly_expressed	lowly_expressed	RNF186|54546	18.596
RNF187|149603	4471.734	RNF187|149603	1784.7513
RNF19A|25897	1586.2233	RNF19A|25897	2014.8768
RNF19B|127544	734.4418	RNF19B|127544	690.3766
RNF207|388591	92.6366	RNF207|388591	222.6871
RNF208|727800	163.4204	RNF208|727800	66.4807
RNF20|56254	1681.2352	RNF20|56254	1462.5755
RNF212|285498	30.4038	RNF212|285498	53.9284
RNF213|57674	3476.4703	RNF213|57674	3094.3329
RNF214|257160	375.772	RNF214|257160	438.4007
RNF215|200312	295.0119	RNF215|200312	231.0553
RNF216L|441191	356.2945	RNF216L|441191	242.6778
RNF216|54476	1491.6865	RNF216|54476	1595.537
RNF217|154214	74.5653	RNF217|154214	135.2487
RNF219|79596	491.1829	RNF219|79596	376.1041
RNF220|55182	766.2803	RNF220|55182	1092.2083
lowly_expressed	lowly_expressed	RNF222|643904	8.3682
RNF24|11237	380.5226	RNF24|11237	337.0525
RNF25|64320	450.8314	RNF25|64320	355.1836
RNF26|79102	939.6675	RNF26|79102	877.7313
RNF2|6045	460.3325	RNF2|6045	463.0404
RNF31|55072	640.266	RNF31|55072	968.3868
RNF32|140545	27.0784	RNF32|140545	36.7271
RNF34|80196	879.8480000000001	RNF34|80196	465.165
RNF38|152006	948.6936	RNF38|152006	1594.6072
RNF39|80352	58.9074	RNF39|80352	450.95300000000003
RNF40|9810	3958.6698	RNF40|9810	2284.0539
RNF41|10193	1151.5439	RNF41|10193	1274.2910000000002
RNF43|54894	100.7126	RNF43|54894	407.2524
RNF44|22838	1007.6010000000001	RNF44|22838	978.6146
RNF4|6047	1762.9454	RNF4|6047	1403.9981
RNF5P1|286140	132.0665	RNF5P1|286140	166.4342
RNF5|6048	531.5914	RNF5|6048	577.4059
RNF6|6049	1088.8361	RNF6|6049	829.8466
RNF7|9616	1074.5843	RNF7|9616	905.1604
RNF8|9025	347.7435	RNF8|9025	309.1585
RNFT1|51136	243.2304	RNFT1|51136	271.9665
RNFT2|84900	74.1093	RNFT2|84900	20.4556
RNGTT|8732	442.2803	RNGTT|8732	418.41
RNH1|6050	3393.8242	RNH1|6050	3023.245
RNLS|55328	39.905	RNLS|55328	178.0567
RNMTL1|55178	216.15200000000002	RNMTL1|55178	304.5095
RNMT|8731	782.4228	RNMT|8731	1151.5574
RNPC3|55599	116.8646	RNPC3|55599	298.2055
RNPEPL1|57140	1251.7815	RNPEPL1|57140	1420.2696
RNPEP|6051	3828.9786	RNPEP|6051	1227.3361
RNPS1|10921	2917.8147	RNPS1|10921	2044.6304
ROBLD3|28956	1184.7981	ROBLD3|28956	337.0525
ROBO1|6091	1050.3563	ROBO1|6091	676.4296
ROBO2|6092	79.3349	ROBO2|6092	6.9735
ROBO3|64221	34.2043	ROBO3|64221	252.9056
ROBO4|54538	394.7743	ROBO4|54538	1423.059
ROCK1|6093	1837.0546	ROCK1|6093	1762.4361
ROCK2|9475	920.19	ROCK2|9475	1823.338
ROD1|9991	3401.4252	ROD1|9991	2289.1678
ROGDI|79641	730.6413	ROGDI|79641	332.8684
ROM1|6094	31.3539	ROM1|6094	69.735
ROMO1|140823	577.6722	ROMO1|140823	307.2989
lowly_expressed	lowly_expressed	ROPN1B|152015	167.364
ROPN1L|83853	14.7268	ROPN1L|83853	6.9735
lowly_expressed	lowly_expressed	ROPN1|54763	153.8819
ROR1|4919	38.0048	ROR1|4919	117.6197
ROR2|4920	644.1805	ROR2|4920	338.9121
RORA|6095	314.0143	RORA|6095	496.5132
RORB|6096	6.6508	RORB|6096	11.6225
RORC|6097	37.5297	RORC|6097	503.0219
ROS1|6098	7.1259	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RP1L1|94137	27.894000000000002
RP1|6101	19.9525	RP1|6101	8.8331
RP2|6102	526.8409	RP2|6102	456.0669
RP9P|441212	109.2637	RP9P|441212	138.5402
RP9|6100	94.5368	RP9|6100	102.27799999999999
RPA1|6117	1958.6698	RPA1|6117	2294.2817
RPA2|6118	723.0404	RPA2|6118	896.7922
RPA3|6119	233.7292	RPA3|6119	176.662
RPAIN|84268	459.9287	RPAIN|84268	503.7006
RPAP1|26015	671.2589	RPAP1|26015	708.9726
RPAP2|79871	253.2067	RPAP2|79871	277.0804
RPAP3|79657	927.3159	RPAP3|79657	542.0735
lowly_expressed	lowly_expressed	RPE65|6121	18.596
RPE|6120	740.6983	RPE|6120	593.5565
RPF1|80135	624.2280000000001	RPF1|80135	551.3715
RPF2|84154	335.3919	RPF2|84154	436.5411
RPGRIP1L|23322	336.342	RPGRIP1L|23322	202.2315
lowly_expressed	lowly_expressed	RPGRIP1|57096	11.1576
RPGR|6103	113.0641	RPGR|6103	329.1492
RPH3AL|9501	152.9691	RPH3AL|9501	199.4421
lowly_expressed	lowly_expressed	RPH3A|22895	8.8331
RPIA|22934	302.1378	RPIA|22934	385.4021
RPL10A|4736	7770.0713	RPL10A|4736	16018.596000000001
RPL10|6134	9134.076	RPL10|6134	18741.8503
RPL11|6135	7613.7767	RPL11|6135	18748.953999999998
RPL12|6136	7350.5938	RPL12|6136	14650.3952
RPL13AP20|387841	14.2518	RPL13AP20|387841	48.3496
lowly_expressed	lowly_expressed	RPL13AP3|645683	12.0874
lowly_expressed	lowly_expressed	RPL13AP6|644511	11.1576
RPL13A|23521	7883.6105	RPL13A|23521	19050.2092
RPL13P5|283345	8.5511	RPL13P5|283345	9.7629
RPL13|6137	10044.6556	RPL13|6137	17484.4258
RPL14|9045	6500.7126	RPL14|9045	8587.6337
RPL15|6138	13860.8076	RPL15|6138	22688.0521
RPL17|6139	4331.4157	RPL17|6139	10109.1539
RPL18A|6142	937.2922	RPL18A|6142	1981.8689
RPL18|6141	6221.3777	RPL18|6141	12673.1753
RPL19P12|100129424	193.8242	RPL19P12|100129424	161.7852
RPL19|6143	31857.4822	RPL19|6143	20084.1469
lowly_expressed	lowly_expressed	RPL21|6144	41.3761
RPL22L1|200916	590.4988	RPL22L1|200916	444.4444
RPL22|6146	3711.639	RPL22|6146	9508.6007
RPL23AP53|644128	128.266	RPL23AP53|644128	282.1943
lowly_expressed	lowly_expressed	RPL23AP64|649946	7.4384
RPL23AP7|118433	73.6342	RPL23AP7|118433	117.6197
RPL23AP82|284942	83.1354	RPL23AP82|284942	111.1111
RPL23A|6147	4544.8931	RPL23A|6147	4031.1483
RPL23P8|222901	211.8765	RPL23P8|222901	160.3905
RPL23|9349	16249.4062	RPL23|9349	10357.5081
RPL24|6152	7828.5036	RPL24|6152	9033.0079
RPL26L1|51121	314.9644	RPL26L1|51121	140.3998
RPL26|6154	5215.2019	RPL26|6154	10574.6165
RPL27A|6157	6667.4584	RPL27A|6157	10779.6374
RPL27|6155	3376.2470000000003	RPL27|6155	6549.047
RPL28|6158	4701.6627	RPL28|6158	7585.7741
RPL29|6159	6336.8171	RPL29|6159	10317.9916
RPL30|6156	9077.4347	RPL30|6156	11761.9712
lowly_expressed	lowly_expressed	RPL31P11|641311	6.5086
RPL31|6160	6039.905	RPL31|6160	11653.1846
RPL32P3|132241	125.4014	RPL32P3|132241	224.0586
RPL32|6161	7965.7957	RPL32|6161	17951.1855
RPL34|6164	3304.038	RPL34|6164	10296.6062
RPL35A|6165	5868.8836	RPL35A|6165	9350.9995
RPL35|11224	5120.6651	RPL35|11224	5878.6611
RPL36AL|6166	2711.1639	RPL36AL|6166	2896.7922
RPL36A|6173	106.4133	RPL36A|6173	72.5244
RPL36|25873	5123.0404	RPL36|25873	6741.0507
RPL37A|6168	7491.2114	RPL37A|6168	13110.1813
RPL37|6167	6300.2375	RPL37|6167	9965.1325
RPL38|6169	3634.6793	RPL38|6169	4785.2162
RPL39L|116832	254.6318	RPL39L|116832	112.0409
RPL39|6170	457.0071	RPL39|6170	767.55
RPL3|6122	22162.4703	RPL3|6122	61264.5281
RPL41|6171	7930.6413	RPL41|6171	11632.2641
RPL4|6124	13017.1021	RPL4|6124	32381.217999999997
RPL5|6125	8636.1045	RPL5|6125	25674.57
RPL6|6128	7628.5036	RPL6|6128	9389.5862
RPL7A|6130	13255.5819	RPL7A|6130	18597.3966
RPL7L1|285855	1046.0808	RPL7L1|285855	1120.874
RPL7|6129	1432.3039999999999	RPL7|6129	1956.7643
RPL8|6132	31357.2447	RPL8|6132	23926.0809
RPL9|6133	899.2874	RPL9|6133	3074.384
RPLP0P2|113157	159.1449	RPLP0P2|113157	15.8066
RPLP0|6175	15115.4394	RPLP0|6175	27092.5151
RPLP1|6176	11061.7577	RPLP1|6176	21432.8219
RPLP2|6181	6845.6057	RPLP2|6181	13187.3547
RPN1|6184	8107.3634	RPN1|6184	4558.345
RPN2|6185	9523.0404	RPN2|6185	5004.1795
RPP14|11102	330.1663	RPP14|11102	583.9145
RPP21|79897	236.1045	RPP21|79897	164.1097
RPP25|54913	132.5416	RPP25|54913	206.8805
RPP30|10556	383.3729	RPP30|10556	450.95300000000003
RPP38|10557	333.4917	RPP38|10557	260.8089
RPP40|10799	160.095	RPP40|10799	99.0237
lowly_expressed	lowly_expressed	RPPH1|85495	253.3705
RPRD1A|55197	1809.5012	RPRD1A|55197	1109.2515
RPRD1B|58490	559.62	RPRD1B|58490	802.4175
RPRD2|23248	1802.8504	RPRD2|23248	1757.3222
RPS10P7|376693	28.5036	RPS10P7|376693	54.8582
RPS10|6204	3236.1045	RPS10|6204	5427.2431
RPS11|6205	12107.8385	RPS11|6205	22981.404
RPS12|6206	6019.0024	RPS12|6206	19238.9586
RPS13|6207	3827.5534	RPS13|6207	8188.2845
RPS14|6208	9750.1188	RPS14|6208	19020.9205
RPS15A|6210	8559.1449	RPS15A|6210	11599.2562
RPS15|6209	3239.905	RPS15|6209	2992.5616
RPS16|6217	5641.3302	RPS16|6217	10308.2287
RPS17|6218	7726.8409	RPS17|6218	10806.6016
RPS18|6222	15341.5677	RPS18|6222	36591.8178
RPS19BP1|91582	932.5416	RPS19BP1|91582	661.0879
RPS19|6223	6377.6722	RPS19|6223	11523.0126
RPS20|6224	10030.8789	RPS20|6224	16276.1506
RPS21|6227	1848.9311	RPS21|6227	4905.6253
RPS23|6228	7245.1306	RPS23|6228	14902.371000000001
RPS24|6229	15700.2375	RPS24|6229	17377.4988
RPS25|6230	4788.5986	RPS25|6230	10379.8233
RPS26|6231	368.6461	RPS26|6231	290.5625
RPS27A|6233	3926.3658	RPS27A|6233	12919.5723
RPS27L|51065	582.8979	RPS27L|51065	674.57
RPS27|6232	48.9311	RPS27|6232	79.4979
RPS28|6234	534.9169	RPS28|6234	1217.5732
RPS29|6235	2274.1093	RPS29|6235	5215.2487
RPS2P32|256355	5.7007	RPS2P32|256355	11.6225
RPS2|6187	11344.8931	RPS2|6187	11370.6881
RPS3A|6189	3220.9026	RPS3A|6189	8224.5467
RPS3|6188	13552.4941	RPS3|6188	24743.8401
RPS4X|6191	16793.8242	RPS4X|6191	43269.642
RPS5|6193	5281.7102	RPS5|6193	13445.3742
RPS6KA1|6195	872.209	RPS6KA1|6195	932.1246
RPS6KA2|6196	671.2589	RPS6KA2|6196	1375.6392
RPS6KA3|6197	647.981	RPS6KA3|6197	1738.2613
RPS6KA4|8986	668.4086	RPS6KA4|8986	614.133
RPS6KA5|9252	113.5392	RPS6KA5|9252	507.20599999999996
RPS6KA6|27330	66.9834	RPS6KA6|27330	28.3589
RPS6KB1|6198	691.2114	RPS6KB1|6198	1034.4026
RPS6KB2|6199	787.6485	RPS6KB2|6199	476.0576
RPS6KC1|26750	682.1853	RPS6KC1|26750	456.5318
RPS6KL1|83694	5.7007	RPS6KL1|83694	138.0753
RPS6|6194	16951.5439	RPS6|6194	36603.4403
RPS7|6201	3723.0404	RPS7|6201	5820.0837
RPS8|6202	9196.6746	RPS8|6202	22445.3742
RPS9|6203	6923.9905	RPS9|6203	14464.4351
RPSAP58|388524	5048.9311	RPSAP58|388524	8568.1079
RPSAP9|653162	10.4513	RPSAP9|653162	24.1748
RPSA|3921	3502.1378	RPSA|3921	6240.3533
RPTOR|57521	516.8646	RPTOR|57521	895.3975
RPUSD1|113000	606.1758	RPUSD1|113000	232.9149
RPUSD2|27079	166.7458	RPUSD2|27079	143.6541
RPUSD3|285367	367.69599999999997	RPUSD3|285367	331.9386
RPUSD4|84881	476.0095	RPUSD4|84881	601.5807
RQCD1|9125	235.1544	RQCD1|9125	181.31099999999998
RRAD|6236	16.6271	RRAD|6236	92.0502
RRAGA|10670	2264.6081	RRAGA|10670	1903.7657
RRAGB|10325	190.9739	RRAGB|10325	303.1148
RRAGC|64121	319.677	RRAGC|64121	581.1251
RRAGD|58528	135.3919	RRAGD|58528	810.7857
RRAS2|22800	434.6793	RRAS2|22800	529.5212
RRAS|6237	442.2803	RRAS|6237	1000.4649
RRBP1|6238	10924.9406	RRBP1|6238	5199.4421
RREB1|6239	1448.9311	RREB1|6239	1341.7015
RRM1|6240	2895.4869	RRM1|6240	1349.6048
RRM2B|50484	1428.5036	RRM2B|50484	750.8136
RRM2|6241	1294.0618	RRM2|6241	106.4621
RRN3P1|730092	9.9762	RRN3P1|730092	56.2529
RRN3P2|653390	12.3515	RRN3P2|653390	16.7364
RRN3P3|100131998	23.3492	RRN3P3|100131998	57.6383
RRN3|54700	1682.6603	RRN3|54700	1446.7689
RRP12|23223	767.696	RRP12|23223	1023.7099
RRP15|51018	512.114	RRP15|51018	665.2719999999999
RRP1B|23076	1017.1021	RRP1B|23076	1199.907
RRP1|8568	615.677	RRP1|8568	488.6099
RRP7A|27341	1877.4347	RRP7A|27341	973.0358
RRP7B|91695	130.7838	RRP7B|91695	140.1581
RRP8|23378	347.7435	RRP8|23378	287.7731
RRP9|9136	414.2518	RRP9|9136	355.1836
RRS1|23212	711.1639	RRS1|23212	473.7331
RSAD1|55316	326.3658	RSAD1|55316	701.5342
RSAD2|91543	1407.1259	RSAD2|91543	165.9693
RSBN1L|222194	309.6627	RSBN1L|222194	449.1306
RSBN1|54665	369.1211	RSBN1|54665	693.6309
RSC1A1|6248	195.8052	RSC1A1|6248	245.7229
RSF1|51773	695.962	RSF1|51773	1035.3324
RSL1D1|26156	3888.361	RSL1D1|26156	5505.8113
RSL24D1|51187	1329.2162	RSL24D1|51187	2211.0646
RSPH1|89765	86.9359	RSPH1|89765	32.543
RSPH3|83861	92.1615	RSPH3|83861	166.8991
RSPH4A|345895	18.0523	RSPH4A|345895	24.6397
lowly_expressed	lowly_expressed	RSPH9|221421	8.3682
RSPO1|284654	6.6508	RSPO1|284654	398.4193
RSPO3|84870	24.7031	RSPO3|84870	621.5714
lowly_expressed	lowly_expressed	RSPO4|343637	7.9033
RSPRY1|89970	672.6841	RSPRY1|89970	417.4802
RSRC1|51319	285.5107	RSRC1|51319	187.8196
RSRC2|65117	1736.8171	RSRC2|65117	1761.5063
RSU1|6251	1916.8646	RSU1|6251	1934.914
RTCD1|8634	805.7007	RTCD1|8634	470.9437
RTEL1|51750	483.8195	RTEL1|51750	393.5472
RTF1|23168	1998.5748	RTF1|23168	1886.5644
RTKN2|219790	310.6888	RTKN2|219790	35.3324
RTKN|6242	1256.5321	RTKN|6242	623.431
RTN1|6252	223.753	RTN1|6252	408.6471
RTN2|6253	86.9359	RTN2|6253	239.4235
RTN3|10313	6446.5558	RTN3|10313	5616.9224
RTN4IP1|84816	130.1663	RTN4IP1|84816	111.57600000000001
RTN4RL1|146760	1013.3017	RTN4RL1|146760	363.0869
RTN4RL2|349667	75.0594	RTN4RL2|349667	14.8768
RTN4R|65078	116.8646	RTN4R|65078	47.8847
RTN4|57142	6407.601	RTN4|57142	9706.6481
RTP4|64108	73.1591	RTP4|64108	144.119
RTTN|25914	219.0024	RTTN|25914	404.463
RUFY1|80230	1634.6793	RUFY1|80230	1172.013
RUFY2|55680	386.6983	RUFY2|55680	500.2325
RUFY3|22902	634.2043	RUFY3|22902	831.2413
RUFY4|285180	5.2257	RUFY4|285180	6.0437
RUNDC1|146923	505.9382	RUNDC1|146923	704.7885
RUNDC2A|84127	55.5819	RUNDC2A|84127	76.2436
RUNDC2C|440352	19.7245	RUNDC2C|440352	37.4895
lowly_expressed	lowly_expressed	RUNDC3A|10900	10.2278
RUNDC3B|154661	19.0024	RUNDC3B|154661	82.2873
RUNX1T1|862	53.2067	RUNX1T1|862	116.225
RUNX1|861	4969.5962	RUNX1|861	5018.1311
RUNX2|860	602.3753	RUNX2|860	190.609
RUNX3|864	198.5748	RUNX3|864	610.8787
RUSC1|23623	1354.3943	RUSC1|23623	516.9689
RUSC2|9853	710.6888	RUSC2|9853	1080.4277
RUVBL1|8607	1099.9477	RUVBL1|8607	625.4068
RUVBL2|10856	1707.3634	RUVBL2|10856	1026.4993
RWDD1|51389	825.1781	RWDD1|51389	887.9591
RWDD2A|112611	104.038	RWDD2A|112611	88.7959
RWDD2B|10069	390.4988	RWDD2B|10069	304.9744
RWDD3|25950	199.0499	RWDD3|25950	218.503
RWDD4A|201965	512.114	RWDD4A|201965	515.1093
RXRA|6256	1663.1829	RXRA|6256	2189.2143
RXRB|6257	811.8765	RXRB|6257	1100.4184
lowly_expressed	lowly_expressed	RXRG|6258	7.9033
RYBP|23429	1733.4917	RYBP|23429	1709.9024
RYK|6259	1237.5297	RYK|6259	1859.6002
RYR1|6261	43.2304	RYR1|6261	209.6699
RYR2|6262	5.7007	RYR2|6262	8.8331
lowly_expressed	lowly_expressed	RYR3|6263	174.8024
S100A10|6281	6444.6556	S100A10|6281	4041.841
S100A11|6282	12709.2637	S100A11|6282	3836.3552
S100A13|6284	660.3325	S100A13|6284	1662.9475
S100A14|57402	1110.2138	S100A14|57402	820.5486
S100A16|140576	1912.114	S100A16|140576	2348.675
S100A1|6271	31.829	S100A1|6271	1102.278
S100A2|6273	13.7767	S100A2|6273	122.7336
S100A3|6274	12.3515	S100A3|6274	8.3682
S100A4|6275	1562.9454	S100A4|6275	2116.225
S100A6|6277	3354.8694	S100A6|6277	9982.7987
S100A7|6278	89.7862	lowly_expressed	lowly_expressed
S100A8|6279	159.62	S100A8|6279	37.192
S100A9|6280	380.0475	S100A9|6280	246.8619
lowly_expressed	lowly_expressed	S100B|6285	1021.8503
S100PBP|64766	591.924	S100PBP|64766	547.1874
S100P|6286	64.133	lowly_expressed	lowly_expressed
S1PR1|1901	214.2518	S1PR1|1901	2010.2278
S1PR2|9294	247.5059	S1PR2|9294	555.0907
S1PR3|1903	1835.1449	S1PR3|1903	478.847
S1PR4|8698	10.4513	S1PR4|8698	29.2887
S1PR5|53637	14.7268	S1PR5|53637	26.4993
SAA1|6288	155.3444	SAA1|6288	17955.3696
SAA2|6289	40.38	SAA2|6289	6634.5886
lowly_expressed	lowly_expressed	SAA4|6291	101.3482
SAAL1|113174	229.4537	SAAL1|113174	172.9428
SAC3D1|29901	288.361	SAC3D1|29901	69.735
SACM1L|22908	1429.4537	SACM1L|22908	1211.9944
SACS|26278	625.1781	SACS|26278	1264.993
SAE1|10055	2936.342	SAE1|10055	1395.6299
SAFB2|9667	1424.7031	SAFB2|9667	1214.3189
SAFB|6294	1985.7482	SAFB|6294	1772.6639
SALL1|6299	88.361	SALL1|6299	39.0516
SALL2|6297	174.8219	SALL2|6297	386.3319
SALL3|27164	22.3278	lowly_expressed	lowly_expressed
SALL4|57167	54.6318	lowly_expressed	lowly_expressed
SAMD10|140700	182.8979	SAMD10|140700	137.1455
SAMD11|148398	657.8527	SAMD11|148398	44.1748
SAMD12|401474	468.4086	SAMD12|401474	301.2552
SAMD13|148418	154.8694	SAMD13|148418	27.894000000000002
SAMD14|201191	31.829	lowly_expressed	lowly_expressed
SAMD1|90378	428.9786	SAMD1|90378	194.7931
SAMD3|154075	9.5012	SAMD3|154075	31.6132
SAMD4A|23034	265.0831	SAMD4A|23034	916.318
SAMD4B|55095	2151.5439	SAMD4B|55095	1768.0149
SAMD5|389432	22.3278	SAMD5|389432	723.8494
SAMD8|142891	93.5867	SAMD8|142891	179.9163
SAMD9L|219285	718.7648	SAMD9L|219285	553.696
SAMD9|54809	719.715	SAMD9|54809	393.7703
SAMHD1|25939	817.4299	SAMHD1|25939	1643.4682
SAMM50|25813	937.7672	SAMM50|25813	969.3166
SAMSN1|64092	133.4917	SAMSN1|64092	151.0925
SAP130|79595	793.3492	SAP130|79595	688.0521
SAP18|10284	1981.4727	SAP18|10284	2132.0316
SAP30BP|29115	624.7031	SAP30BP|29115	1171.0832
SAP30L|79685	836.1045	SAP30L|79685	1384.4723
SAP30|8819	172.9216	SAP30|8819	81.3575
SAPS1|22870	2066.9834	SAPS1|22870	1422.1292
SAPS2|9701	1638.4798	SAPS2|9701	1101.8131
SAPS3|55291	2244.1805	SAPS3|55291	2213.854
SAR1A|56681	3639.905	SAR1A|56681	2974.8954
SAR1B|51128	735.3919	SAR1B|51128	372.8498
SARDH|1757	70.7838	SARDH|1757	70.1999
SARM1|23098	166.9169	SARM1|23098	573.4728
SARNP|84324	1123.3634	SARNP|84324	713.3705
SARS2|54938	263.1829	SARS2|54938	296.6062
SARS|6301	2335.3919	SARS|6301	2550.4417
SART1|9092	1132.5416	SART1|9092	1284.5188
SART3|9733	1490.7363	SART3|9733	1517.4338
SASH1|23328	1445.1306	SASH1|23328	3556.4854
SASH3|54440	271.73400000000004	SASH3|54440	462.1106
SASS6|163786	177.1971	SASS6|163786	128.3124
