gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
TMEM138|51524	498.3266	TMEM138|51524	167.0114
TMEM139|135932	99.7323	lowly_expressed	lowly_expressed
TMEM140|55281	747.6707	TMEM140|55281	1118.0765
TMEM141|85014	1326.3052	TMEM141|85014	374.3537
TMEM143|55260	140.5622	TMEM143|55260	2807.1355
TMEM144|55314	399.2637	TMEM144|55314	58.9452
TMEM145|284339	103.7483	lowly_expressed	lowly_expressed
TMEM147|10430	1188.0857	TMEM147|10430	1077.5595
TMEM149|79713	132.7443	TMEM149|79713	47.1406
TMEM14A|28978	367.4699	TMEM14A|28978	82.213
TMEM14B|81853	431.7269	TMEM14B|81853	1432.2647
TMEM14C|51522	1017.4029	TMEM14C|51522	2073.94
TMEM150A|129303	493.9759	TMEM150A|129303	499.4829
TMEM150B|284417	7.0281	lowly_expressed	lowly_expressed
TMEM150C|441027	3092.3695	TMEM150C|441027	173.2161
TMEM151B|441151	6.8173	lowly_expressed	lowly_expressed
TMEM154|201799	502.6774	TMEM154|201799	22.7508
TMEM156|80008	16.3989	lowly_expressed	lowly_expressed
TMEM158|25907	71.2851	TMEM158|25907	103.9297
TMEM159|57146	768.0723	TMEM159|57146	5518.6143
TMEM160|54958	31.7938	TMEM160|54958	84.7983
TMEM161A|54929	409.9732	TMEM161A|54929	419.3382
TMEM161B|153396	341.3655	TMEM161B|153396	220.7859
TMEM163|81615	12.0482	TMEM163|81615	30.5067
TMEM164|84187	730.9237	TMEM164|84187	730.0931
TMEM165|55858	1337.0147	TMEM165|55858	357.2906
TMEM167A|153339	2635.2075	TMEM167A|153339	1271.4581
TMEM167B|56900	2217.5368	TMEM167B|56900	922.4405
TMEM168|64418	744.6452	TMEM168|64418	401.241
TMEM169|92691	26.4391	TMEM169|92691	12.4095
TMEM170A|124491	344.0428	TMEM170A|124491	179.4209
TMEM170B|100113407	133.5341	TMEM170B|100113407	867.6319
lowly_expressed	lowly_expressed	TMEM171|134285	6.7218
TMEM173|340061	1134.2035	TMEM173|340061	386.7632
TMEM175|84286	332.9987	TMEM175|84286	232.1613
TMEM176A|55365	3527.4431	TMEM176A|55365	235.7808
TMEM176B|28959	9918.6747	TMEM176B|28959	419.8552
TMEM177|80775	155.9572	TMEM177|80775	164.4261
TMEM178|130733	64.9264	TMEM178|130733	38.7797
TMEM179B|374395	1029.4511	TMEM179B|374395	350.5688
TMEM17|200728	54.5515	TMEM17|200728	40.3309
TMEM180|79847	63.253	TMEM180|79847	23.2678
TMEM181|57583	842.7041	TMEM181|57583	738.8831
TMEM182|130827	114.1232	TMEM182|130827	5354.7053
TMEM183A|92703	1510.3748	TMEM183A|92703	410.031
TMEM184A|202915	1085.7028	TMEM184A|202915	98.273
TMEM184B|25829	2091.9210000000003	TMEM184B|25829	1054.788
TMEM184C|55751	517.7376	TMEM184C|55751	720.2689
TMEM185A|84548	690.7631	TMEM185A|84548	483.454
TMEM185B|79134	527.7778	TMEM185B|79134	442.606
TMEM186|25880	346.7202	TMEM186|25880	269.9069
TMEM187|8269	269.411	TMEM187|8269	138.0558
TMEM188|255919	519.0763	TMEM188|255919	508.273
TMEM189|387521	716.0074	TMEM189|387521	472.5957
TMEM18|129787	210.174	TMEM18|129787	570.7963
TMEM191A|84222	6.0241	lowly_expressed	lowly_expressed
TMEM192|201931	574.9665	TMEM192|201931	553.2575
TMEM194A|23306	295.5154	TMEM194A|23306	147.363
TMEM194B|100131211	80.656	TMEM194B|100131211	34.6432
lowly_expressed	lowly_expressed	TMEM195|392636	8.7901
TMEM198|130612	95.0602	TMEM198|130612	12.4095
TMEM199|147007	717.8715	TMEM199|147007	264.7363
TMEM19|55266	523.427	TMEM19|55266	1311.789
TMEM200A|114801	340.3614	TMEM200A|114801	21.1996
TMEM200B|399474	83.6345	TMEM200B|399474	26.7063
TMEM200C|645369	27.1084	lowly_expressed	lowly_expressed
TMEM201|199953	263.7216	TMEM201|199953	1234.7466
TMEM203|94107	912.6506	TMEM203|94107	1203.2058
TMEM204|79652	329.3173	TMEM204|79652	152.0165
TMEM205|374882	1580.3213	TMEM205|374882	860.91
TMEM206|55248	220.8835	TMEM206|55248	53.2575
TMEM208|29100	604.4177	TMEM208|29100	189.2451
TMEM209|84928	921.0174	TMEM209|84928	325.2327
TMEM20|159371	21.0843	TMEM20|159371	109.6174
TMEM213|155006	8.3668	lowly_expressed	lowly_expressed
TMEM214|54867	2180.3882	TMEM214|54867	903.8263
TMEM215|401498	30.1205	TMEM215|401498	9.3071
TMEM216|51259	361.1111	TMEM216|51259	73.94
TMEM217|221468	6.4458	TMEM217|221468	18.9555
TMEM218|219854	209.17	TMEM218|219854	154.6019
TMEM219|124446	2273.7617	TMEM219|124446	1116.3392
TMEM220|388335	61.245	TMEM220|388335	160.8066
TMEM222|84065	657.2959	TMEM222|84065	580.1448
TMEM223|79064	258.0321	TMEM223|79064	267.3216
TMEM229B|161145	373.8286	TMEM229B|161145	21.7166
TMEM22|80723	67.2691	TMEM22|80723	82.7301
TMEM231|79583	191.3855	TMEM231|79583	78.0765
TMEM233|387890	12.7175	TMEM233|387890	498.9659
TMEM25|84866	1878.1794	TMEM25|84866	314.3744
TMEM26|219623	41.7135	TMEM26|219623	21.7166
TMEM27|57393	5.6894	lowly_expressed	lowly_expressed
TMEM2|23670	4225.9036	TMEM2|23670	612.2027
TMEM30A|55754	4152.2758	TMEM30A|55754	2563.5988
TMEM30B|161291	1893.9089999999999	TMEM30B|161291	124.0951
TMEM33|55161	1422.6908	TMEM33|55161	671.1479
TMEM35|59353	11.7135	TMEM35|59353	28.4385
TMEM37|140738	104.083	TMEM37|140738	50.6722
TMEM38A|79041	171.3521	TMEM38A|79041	9528.9555
TMEM38B|55151	495.3146	TMEM38B|55151	2111.6856
TMEM39A|55254	811.245	TMEM39A|55254	348.5005
TMEM39B|55116	235.6091	TMEM39B|55116	197.00099999999998
TMEM40|55287	5.0201	TMEM40|55287	8.273
TMEM41A|90407	1018.0723	TMEM41A|90407	425.0259
TMEM41B|440026	589.0228	TMEM41B|440026	343.3299
TMEM42|131616	148.2597	TMEM42|131616	248.7073
TMEM43|79188	1931.0576	TMEM43|79188	2007.2389
TMEM44|93109	106.7604	TMEM44|93109	81.1789
TMEM45A|55076	407.2959	TMEM45A|55076	41.365
TMEM45B|120224	317.9384	lowly_expressed	lowly_expressed
TMEM47|83604	621.8206	TMEM47|83604	2328.8521
TMEM48|55706	159.9732	TMEM48|55706	188.21099999999998
TMEM49|81671	16404.2838	TMEM49|81671	714.0641
TMEM50A|23585	2486.6131	TMEM50A|23585	1121.5098
TMEM50B|757	1245.6493	TMEM50B|757	884.1779
TMEM51|55092	367.1352	TMEM51|55092	37.2285
lowly_expressed	lowly_expressed	TMEM52|339456	2970.5274
TMEM53|79639	183.5643	TMEM53|79639	95.7239
TMEM54|113452	1256.3588	TMEM54|113452	183.5574
TMEM55A|55529	1582.9987	TMEM55A|55529	555.3257
TMEM55B|90809	764.0562	TMEM55B|90809	430.1965
TMEM56|148534	65.26100000000001	TMEM56|148534	2650.8738
TMEM57|55219	1149.9331	TMEM57|55219	1455.5326
TMEM59L|25789	27.1084	lowly_expressed	lowly_expressed
TMEM59|9528	5328.6479	TMEM59|9528	3003.1024
TMEM5|10329	227.9116	TMEM5|10329	281.7994
TMEM60|85025	384.5382	TMEM60|85025	222.3371
TMEM62|80021	699.4645	TMEM62|80021	401.241
TMEM63A|9725	3984.6051	TMEM63A|9725	305.5843
TMEM63B|55362	2334.672	TMEM63B|55362	1089.4519
TMEM63C|57156	1131.1914	TMEM63C|57156	16.029
TMEM64|169200	234.9398	TMEM64|169200	993.2782
TMEM65|157378	587.6841	TMEM65|157378	1203.2058
TMEM66|51669	11962.5167	TMEM66|51669	4048.0869
TMEM67|91147	829.9866	TMEM67|91147	21.1996
TMEM68|137695	166.6667	TMEM68|137695	167.5284
TMEM69|51249	414.6586	TMEM69|51249	726.9907
TMEM70|54968	509.3708	TMEM70|54968	1748.1903
TMEM71|137835	32.4632	TMEM71|137835	29.9897
lowly_expressed	lowly_expressed	TMEM74|157753	66.7011
TMEM79|84283	457.4967	TMEM79|84283	46.5357
TMEM80|283232	319.9465	TMEM80|283232	161.3237
TMEM81|388730	67.9384	TMEM81|388730	48.6039
TMEM84|283673	356.091	lowly_expressed	lowly_expressed
TMEM85|51234	1442.3661	TMEM85|51234	2252.0321
TMEM86A|144110	374.8126	TMEM86A|144110	79.09
TMEM86B|255043	28.4471	TMEM86B|255043	27.9214
TMEM87A|25963	3177.3762	TMEM87A|25963	929.6794
TMEM87B|84910	1573.2932	TMEM87B|84910	197.5181
TMEM88|92162	27.4431	TMEM88|92162	259.5657
TMEM8A|58986	1749.3307	TMEM8A|58986	753.878
TMEM8B|51754	990.2945	TMEM8B|51754	754.395
TMEM90B|79953	231.2584	lowly_expressed	lowly_expressed
TMEM91|641649	62.413000000000004	TMEM91|641649	32.0579
TMEM92|162461	12.3829	lowly_expressed	lowly_expressed
TMEM93|83460	180.2477	TMEM93|83460	1108.8831
TMEM97|27346	527.0348	TMEM97|27346	308.3557
TMEM98|26022	1597.7242	TMEM98|26022	182.0062
TMEM99|147184	328.9826	TMEM99|147184	213.03
TMEM9B|56674	1515.7296	TMEM9B|56674	1194.4157
TMEM9|252839	3475.2343	TMEM9|252839	871.2513
TMF1|7110	1399.5984	TMF1|7110	1233.1954
lowly_expressed	lowly_expressed	TMIE|259236	61.0134
TMLHE|55217	220.2142	TMLHE|55217	821.0962
TMOD1|7111	80.2041	TMOD1|7111	10886.9235
TMOD2|29767	1516.3989	TMOD2|29767	354.7053
TMOD3|29766	2673.3601	TMOD3|29766	589.969
lowly_expressed	lowly_expressed	TMOD4|29765	11905.3775
TMPO|7112	596.4056	TMPO|7112	561.0393
TMPPE|643853	51.2048	TMPPE|643853	19.1313
TMPRSS13|84000	325.6359	lowly_expressed	lowly_expressed
TMPRSS2|7113	1053.5475	lowly_expressed	lowly_expressed
TMPRSS3|64699	29.7858	lowly_expressed	lowly_expressed
TMPRSS4|56649	343.3735	lowly_expressed	lowly_expressed
TMPRSS5|80975	5.0201	TMPRSS5|80975	6.2048
TMPRSS6|164656	197.1218	lowly_expressed	lowly_expressed
TMPRSS9|360200	5.3548	lowly_expressed	lowly_expressed
TMSB10|9168	7800.8701	TMSB10|9168	3246.1220000000003
TMSB15B|286527	15.3949	TMSB15B|286527	11.8925
TMSL3|7117	30157.6305	TMSL3|7117	9685.6256
TMTC1|83857	262.7175	TMTC1|83857	2269.9069
TMTC2|160335	198.7952	TMTC2|160335	120.4757
TMTC3|160418	612.1151	TMTC3|160418	350.5688
TMTC4|84899	195.1138	TMTC4|84899	460.1861
TMUB1|83590	466.5328	TMUB1|83590	518.6143
TMUB2|79089	657.6305	TMUB2|79089	653.5677
TMX1|81542	971.5529	TMX1|81542	466.908
TMX2|51075	3411.0241	TMX2|51075	1091.0031
TMX3|54495	759.0361	TMX3|54495	881.5926
TMX4|56255	820.2811	TMX4|56255	1382.1096
TNC|3371	3644.5783	TNC|3371	961.2203
TNFAIP1|7126	1893.6981	TNFAIP1|7126	1130.7291
TNFAIP2|7127	1251.6734	TNFAIP2|7127	1341.7787
TNFAIP3|7128	675.0335	TNFAIP3|7128	828.8521
TNFAIP6|7130	448.4605	TNFAIP6|7130	168.5626
TNFAIP8L1|126282	252.6774	TNFAIP8L1|126282	115.8221
TNFAIP8L2|79626	125.50200000000001	TNFAIP8L2|79626	6.2048
TNFAIP8L3|388121	111.4458	TNFAIP8L3|388121	79.6277
TNFAIP8|25816	199.1299	TNFAIP8|25816	49.121
TNFRSF10A|8797	39.4913	TNFRSF10A|8797	27.9214
TNFRSF10B|8795	496.6533	TNFRSF10B|8795	419.3382
TNFRSF10C|8794	14.0562	TNFRSF10C|8794	12.9266
TNFRSF10D|8793	33.1325	TNFRSF10D|8793	77.0424
TNFRSF11A|8792	155.6225	TNFRSF11A|8792	22.2337
TNFRSF11B|4982	43.842	TNFRSF11B|4982	7.2389
TNFRSF12A|51330	552.5435	TNFRSF12A|51330	594.1055
TNFRSF14|8764	575.1941	TNFRSF14|8764	121.2203
TNFRSF18|8784	36.1446	lowly_expressed	lowly_expressed
TNFRSF19|55504	633.1995	TNFRSF19|55504	194.9328
TNFRSF1A|7132	2218.2062	TNFRSF1A|7132	1868.6660000000002
TNFRSF1B|7133	970.5489	TNFRSF1B|7133	533.6091
TNFRSF21|27242	1576.6399	TNFRSF21|27242	487.5905
TNFRSF25|8718	14.3909	TNFRSF25|8718	19.6484
TNFRSF4|7293	39.826	TNFRSF4|7293	44.9845
TNFRSF6B|8771	29.1031	TNFRSF6B|8771	7.6732
TNFRSF8|943	12.7175	TNFRSF8|943	16.029
TNFRSF9|3604	23.7617	lowly_expressed	lowly_expressed
TNFSF10|8743	9496.6533	TNFSF10|8743	831.9545
TNFSF11|8600	21.7537	lowly_expressed	lowly_expressed
TNFSF12-TNFSF13|407977	159.6118	TNFSF12-TNFSF13|407977	45.6256
TNFSF12|8742	675.4418	TNFSF12|8742	492.2906
TNFSF13B|10673	114.4578	TNFSF13B|10673	13.4436
TNFSF13|8741	1368.089	TNFSF13|8741	112.544
TNFSF14|8740	5.3548	lowly_expressed	lowly_expressed
TNFSF15|9966	35.4752	TNFSF15|9966	5.6877
TNFSF4|7292	228.581	TNFSF4|7292	17.5801
TNFSF8|944	111.4458	TNFSF8|944	8.7901
TNFSF9|8744	11.7135	TNFSF9|8744	23.7849
TNF|7124	5.3548	TNF|7124	5.1706
TNIK|23043	217.2021	TNIK|23043	1067.7353
TNIP1|10318	2475.5689	TNIP1|10318	5557.9111
TNIP2|79155	363.7885	TNIP2|79155	456.0496
TNK1|8711	411.3119	TNK1|8711	28.4385
TNK2|10188	2071.9043	TNK2|10188	1343.3299
TNKS1BP1|85456	6432.3963	TNKS1BP1|85456	1335.0569
TNKS2|80351	2505.3548	TNKS2|80351	5956.0496
TNKS|8658	1512.9920000000002	TNKS|8658	1871.6805
lowly_expressed	lowly_expressed	TNNC1|7134	124736.8149
lowly_expressed	lowly_expressed	TNNC2|7125	142486.0393
TNNI1|7135	16.3989	TNNI1|7135	169965.3568
TNNI2|7136	12.7175	TNNI2|7136	78548.6039
TNNI3K|51086	13.9592	TNNI3K|51086	99.9276
lowly_expressed	lowly_expressed	TNNI3|7137	98.759
TNNT1|7138	191.0977	TNNT1|7138	124506.2048
lowly_expressed	lowly_expressed	TNNT2|7139	10.3413
TNNT3|7140	9.3708	TNNT3|7140	109188.211
TNN|63923	763.3869	TNN|63923	13.4436
TNPO1|3842	2721.8876	TNPO1|3842	2875.3878
TNPO2|30000	1595.7162	TNPO2|30000	1054.8087
TNPO3|23534	1511.0442	TNPO3|23534	1650.9824
TNRC18|84629	3351.4056	TNRC18|84629	707.8594
TNRC6A|27327	1895.9170000000001	TNRC6A|27327	1475.181
TNRC6B|23112	974.2303	TNRC6B|23112	1663.3919
TNRC6C|57690	878.5475	TNRC6C|57690	1001.9545
TNS1|7145	4371.1513	TNS1|7145	12257.4974
TNS3|64759	3598.7282	TNS3|64759	1725.4395
TNS4|84951	734.6051	lowly_expressed	lowly_expressed
TNXB|7148	445.2343	TNXB|7148	9992.3113
TOB1|10140	3873.8286	TOB1|10140	6822.1562
TOB2|10766	985.2744	TOB2|10766	4762.151
TOE1|114034	179.3206	TOE1|114034	133.2006
TOLLIP|54472	1408.2999	TOLLIP|54472	1331.4374
TOM1L1|10040	770.5723	TOM1L1|10040	82.88
TOM1L2|146691	2129.5181	TOM1L2|146691	3583.7642
TOM1|10043	1353.7483	TOM1|10043	2045.5016
TOMM20|9804	5863.1191	TOMM20|9804	4313.8573
TOMM22|56993	776.4391	TOMM22|56993	1286.4529
TOMM34|10953	578.6479	TOMM34|10953	442.606
TOMM40L|84134	444.2403	TOMM40L|84134	1204.9586
TOMM40|10452	735.2744	TOMM40|10452	647.88
TOMM5|401505	598.0288	TOMM5|401505	1025.2999
TOMM6|100188893	1731.3186	TOMM6|100188893	1952.5336
TOMM70A|9868	1835.6627	TOMM70A|9868	4796.5305
TOMM7|54543	1444.4444	TOMM7|54543	6041.8821
TOP1MT|116447	148.2597	TOP1MT|116447	79.1107
TOP1P1|7151	79.9866	TOP1P1|7151	27.9214
TOP1|7150	2864.4578	TOP1|7150	911.5822
TOP2A|7153	180.3882	TOP2A|7153	67.2182
TOP2B|7155	2829.3173	TOP2B|7155	3733.7125
TOP3A|7156	597.3896	TOP3A|7156	332.4716
TOP3B|8940	182.7309	TOP3B|8940	204.757
TOPBP1|11073	1015.7296	TOPBP1|11073	668.5626
TOPORS|10210	757.3628	TOPORS|10210	587.3837
TOR1AIP1|26092	2445.4485	TOR1AIP1|26092	3659.7725
TOR1AIP2|163590	677.3762	TOR1AIP2|163590	570.8376
TOR1A|1861	1392.2356	TOR1A|1861	467.9421
TOR1B|27348	1545.8501	TOR1B|27348	382.6267
TOR2A|27433	323.9625	TOR2A|27433	51.7063
TOR3A|64222	1070.6158	TOR3A|64222	775.5946
TOX2|84969	30.7898	TOX2|84969	21.7166
TOX3|27324	961.8474	lowly_expressed	lowly_expressed
TOX4|9878	2086.1714	TOX4|9878	3229.1003
TOX|9760	69.9465	TOX|9760	8.273
TP53AIP1|63970	10.0402	lowly_expressed	lowly_expressed
TP53BP1|7158	1240.9639	TP53BP1|7158	970.5274
TP53BP2|7159	816.5997	TP53BP2|7159	892.9679
TP53I11|9537	5803.8822	TP53I11|9537	596.1737
TP53I13|90313	210.174	TP53I13|90313	304.5502
TP53I3|9540	143.909	TP53I3|9540	126.1634
TP53INP1|94241	6886.2115	TP53INP1|94241	633.9193
TP53INP2|58476	2895.917	TP53INP2|58476	4553.2575
TP53RK|112858	633.1995	TP53RK|112858	268.8728
TP53TG1|11257	251.3387	TP53TG1|11257	214.0641
TP53|7157	497.99199999999996	TP53|7157	329.3692
TP63|8626	85.3414	TP63|8626	1562.0476
TPBG|7162	1370.8166	TPBG|7162	137.0217
TPCN1|53373	2919.6787	TPCN1|53373	1589.4519
TPCN2|219931	365.2912	TPCN2|219931	101.8356
TPD52L1|7164	2157.9652	TPD52L1|7164	1870.2172
TPD52L2|7165	2629.5181	TPD52L2|7165	1749.7415
TPD52|7163	37819.8929	TPD52|7163	576.6287
TPI1P2|286016	15.0602	TPI1P2|286016	6.7218
TPI1|7167	5663.6546	TPI1|7167	30169.0796
TPK1|27010	70.6158	TPK1|27010	67.2182
TPM1|7168	8178.4371	TPM1|7168	124349.0641
TPM2|7169	1330.9906	TPM2|7169	329675.8014
TPM3|7170	8290.83	TPM3|7170	151820.0672
TPM4|7171	11648.5944	TPM4|7171	2981.9028
TPMT|7172	412.6506	TPMT|7172	787.4871
lowly_expressed	lowly_expressed	TPO|7173	28.9555
TPP1|1200	4297.8581	TPP1|1200	2121.5098
TPP2|7174	917.6707	TPP2|7174	2570.8376
lowly_expressed	lowly_expressed	TPPP2|122664	14.9948
TPPP3|51673	291.834	TPPP3|51673	1988.1075
TPPP|11076	199.1299	TPPP|11076	793.6918
TPRA1|131601	750.0	TPRA1|131601	556.8769
TPRG1L|127262	1175.7028	TPRG1L|127262	2048.6039
TPRG1|285386	20.415	TPRG1|285386	22.2337
TPRKB|51002	227.577	TPRKB|51002	486.5564
TPRN|286262	498.6613	TPRN|286262	120.4757
TPR|7175	4676.1881	TPR|7175	3548.8521
TPSAB1|7177	652.2758	TPSAB1|7177	117.8904
TPSB2|64499	1061.245	TPSB2|64499	270.42400000000004
TPSD1|23430	23.427	TPSD1|23430	7.7559
TPST1|8460	398.5944	TPST1|8460	173.7332
TPST2|8459	750.6693	TPST2|8459	458.1179
TPT1|7178	40295.5154	TPT1|7178	204094.1055
TPTE2P1|646405	22.7577	lowly_expressed	lowly_expressed
TPX2|22974	112.1151	TPX2|22974	115.8221
TRA2A|29896	824.2972	TRA2A|29896	594.1055
TRA2B|6434	2206.8273	TRA2B|6434	1981.3857
TRABD|80305	533.1325	TRABD|80305	318.5109
TRADD|8717	192.4364	TRADD|8717	64.1158
TRAF1|7185	241.6332	TRAF1|7185	37.7456
TRAF2|7186	348.0589	TRAF2|7186	146.3289
TRAF3IP1|26146	808.9023	TRAF3IP1|26146	559.9793
TRAF3IP2|10758	737.9518	TRAF3IP2|10758	317.4767
TRAF3IP3|80342	124.8327	TRAF3IP3|80342	15.5119
TRAF3|7187	280.7898	TRAF3|7187	157.1872
TRAF4|9618	2599.0629	TRAF4|9618	58.9452
TRAF5|7188	723.8956	TRAF5|7188	73.423
TRAF6|7189	1056.5596	TRAF6|7189	345.3981
TRAF7|84231	1982.6372	TRAF7|84231	760.3361
TRAFD1|10906	704.1499	TRAFD1|10906	544.9845
TRAIP|10293	19.410999999999998	TRAIP|10293	30.5067
TRAK1|22906	1154.6185	TRAK1|22906	9174.2503
TRAK2|66008	1508.7015	TRAK2|66008	1675.2844
TRAM1L1|133022	29.7858	TRAM1L1|133022	23.7849
TRAM1|23471	10013.0522	TRAM1|23471	1982.9369
TRAM2|9697	1342.7041	TRAM2|9697	492.7611
TRANK1|9881	712.8514	TRANK1|9881	171.1479
TRAP1|10131	1554.2369	TRAP1|10131	6259.7311
TRAPPC10|7109	1608.0991	TRAPPC10|7109	861.4271
TRAPPC1|58485	975.2343	TRAPPC1|58485	910.5481
TRAPPC2L|51693	326.6399	TRAPPC2L|51693	563.5988
TRAPPC2P1|10597	124.0328	TRAPPC2P1|10597	156.546
TRAPPC2|6399	439.4244	TRAPPC2|6399	110.1344
TRAPPC3|27095	915.6627	TRAPPC3|27095	682.5233
TRAPPC4|51399	1083.6680000000001	TRAPPC4|51399	698.0352
TRAPPC5|126003	299.8661	TRAPPC5|126003	519.6484
TRAPPC6A|79090	316.5997	TRAPPC6A|79090	185.1086
TRAPPC6B|122553	915.9973	TRAPPC6B|122553	663.909
TRAPPC9|83696	752.6774	TRAPPC9|83696	2065.1499
TRAT1|50852	10.7095	lowly_expressed	lowly_expressed
TRDMT1|1787	54.5515	TRDMT1|1787	92.5543
lowly_expressed	lowly_expressed	TRDN|10345	60871.2513
TREM1|54210	16.3989	TREM1|54210	21.7166
TREM2|54209	776.7738	lowly_expressed	lowly_expressed
TREML1|340205	13.0522	lowly_expressed	lowly_expressed
TRERF1|55809	453.4806	TRERF1|55809	100.8273
TREX1|11277	304.6386	TREX1|11277	130.0052
lowly_expressed	lowly_expressed	TRHDE|29953	24.0331
TRIAP1|51499	328.9826	TRIAP1|51499	988.1075
TRIB1|10221	1289.826	TRIB1|10221	6012.4095
TRIB2|28951	943.4404	TRIB2|28951	459.6691
TRIB3|57761	641.9009	TRIB3|57761	48.0869
TRIL|9865	2481.2584	TRIL|9865	468.9762
TRIM11|81559	656.6265	TRIM11|81559	95.1396
TRIM13|10206	790.753	TRIM13|10206	911.3754
TRIM14|9830	2354.083	TRIM14|9830	39.8139
TRIM16L|147166	78.4705	TRIM16L|147166	590.4033
TRIM16|10626	120.4819	TRIM16|10626	813.3402
TRIM17|51127	11.3788	lowly_expressed	lowly_expressed
TRIM21|6737	292.5033	TRIM21|6737	135.9876
TRIM22|10346	1280.4552	TRIM22|10346	423.9917
TRIM23|373	503.01199999999994	TRIM23|373	1093.5884
TRIM24|8805	657.6305	TRIM24|8805	886.2461
TRIM25|7706	767.0683	TRIM25|7706	871.0341
TRIM26|7726	855.087	TRIM26|7726	429.6794
TRIM27|5987	1050.8701	TRIM27|5987	475.69800000000004
TRIM28|10155	3361.1111	TRIM28|10155	3032.575
TRIM29|23650	61.245	lowly_expressed	lowly_expressed
TRIM2|23321	467.2021	TRIM2|23321	357.2906
TRIM32|22954	465.5288	TRIM32|22954	970.5274
TRIM33|51592	1500.3347	TRIM33|51592	1213.03
TRIM34|53840	151.1044	TRIM34|53840	53.2575
TRIM35|23087	359.1031	TRIM35|23087	292.1406
TRIM36|55521	127.51	TRIM36|55521	7.2389
TRIM37|4591	513.1693	TRIM37|4591	802.7611
TRIM38|10475	312.249	TRIM38|10475	315.4085
TRIM39|56658	378.1794	TRIM39|56658	399.9897
TRIM3|10612	340.0268	TRIM3|10612	283.3506
TRIM41|90933	740.7697	TRIM41|90933	617.2647
TRIM44|54765	9214.1901	TRIM44|54765	976.2151
TRIM45|80263	132.1954	TRIM45|80263	547.0527
TRIM46|80128	69.6118	lowly_expressed	lowly_expressed
TRIM47|91107	309.2369	TRIM47|91107	381.5926
TRIM4|89122	1112.7845	TRIM4|89122	253.878
lowly_expressed	lowly_expressed	TRIM50|135892	13.9607
TRIM52|84851	231.593	TRIM52|84851	81.696
lowly_expressed	lowly_expressed	TRIM54|57159	4663.909000000001
TRIM55|84675	8.0321	TRIM55|84675	1187.6939
TRIM56|81844	591.7001	TRIM56|81844	127.7146
TRIM58|25893	274.1767	TRIM58|25893	5.1706
TRIM59|286827	348.4538	TRIM59|286827	19.9586
TRIM5|85363	347.1386	TRIM5|85363	155.84799999999998
TRIM6-TRIM34|445372	5.1673	lowly_expressed	lowly_expressed
TRIM62|55223	517.0683	TRIM62|55223	92.0372
lowly_expressed	lowly_expressed	TRIM63|84676	7919.8552
TRIM65|201292	411.6466	TRIM65|201292	457.6008
TRIM66|9866	301.8742	TRIM66|9866	143.7435
TRIM67|440730	20.0803	lowly_expressed	lowly_expressed
TRIM68|55128	88.0187	TRIM68|55128	350.0517
TRIM69|140691	25.3347	TRIM69|140691	143.2265
TRIM6|117854	415.0134	TRIM6|117854	29.9897
lowly_expressed	lowly_expressed	TRIM72|493829	1801.9648
TRIM78P|117852	5.9404	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRIM7|81786	3459.152
TRIM8|81603	1785.4752	TRIM8|81603	2657.1872
TRIM9|114088	26.4391	TRIM9|114088	27.9214
TRIOBP|11078	1137.2155	TRIOBP|11078	760.8480000000001
TRIO|7204	1814.9264	TRIO|7204	2026.8873
TRIP10|9322	577.9786	TRIP10|9322	5430.1965
TRIP11|9321	1202.4766	TRIP11|9321	1584.2813
TRIP12|9320	3346.7202	TRIP12|9320	7062.5646
TRIP13|9319	38.821999999999996	TRIP13|9319	13.4436
TRIP4|9325	483.6011	TRIP4|9325	326.2668
TRIP6|7205	361.7805	TRIP6|7205	165.4602
TRIT1|54802	319.9465	TRIT1|54802	182.0062
TRMT112|51504	1393.5743	TRMT112|51504	930.1965
TRMT11|60487	252.00799999999998	TRMT11|60487	206.8252
TRMT12|55039	306.5596	TRMT12|55039	283.3506
TRMT1|55621	363.7885	TRMT1|55621	441.5719
TRMT2A|27037	451.8072	TRMT2A|27037	320.062
TRMT2B|79979	647.925	TRMT2B|79979	726.9907
TRMT5|57570	398.5944	TRMT5|57570	360.39300000000003
TRMT61A|115708	300.2008	TRMT61A|115708	155.636
TRMT61B|55006	227.1419	TRMT61B|55006	443.4281
TRMT6|51605	313.5877	TRMT6|51605	366.5977
TRMU|55687	170.6827	TRMU|55687	160.2896
TRNAU1AP|54952	316.5997	TRNAU1AP|54952	165.9772
TRNP1|388610	77.3092	TRNP1|388610	19.6484
TRNT1|51095	229.9933	TRNT1|51095	213.8108
TROAP|10024	9.3708	lowly_expressed	lowly_expressed
TROVE2|6738	1269.913	TROVE2|6738	856.4839999999999
TRO|7216	215.1941	TRO|7216	613.2368
TRPA1|8989	38.3936	lowly_expressed	lowly_expressed
TRPC1|7220	148.2597	TRPC1|7220	78.0765
TRPC2|7221	5.0201	lowly_expressed	lowly_expressed
TRPC3|7222	8.3668	TRPC3|7222	5.6877
TRPC4AP|26133	2467.2021	TRPC4AP|26133	2738.3661
TRPC4|7223	11.0442	lowly_expressed	lowly_expressed
TRPC6|7225	59.2369	TRPC6|7225	27.4043
TRPM2|7226	776.4391	TRPM2|7226	11.3754
